Orthogroup	Euclidium_syriacum	Conringia_planisiliqua
OG0006369	ESY8_g58738_DN3_SP0_c0.t1, ESY7_g19584_DN3_SP0_c0.t1	CP2_g48808_DN3_SP2_c.t1
OG0006370	ESY7_g19598_DN3_SP0_c0.t1	CP11_g33711_DN3_SP4_c.t1
OG0006371	ESY3_g29687_DN2_SP0_c0.t1	CP12_g30170_DN3_SP0_c.t1
OG0006372	ESY8_g59996_DN3_SP4_c0.t1	CP19_g17834_DN3_SP4_c.t1
OG0006373	ESY2_g36547_DN3_SP0_c10.t1	CP9_g29690_DN3_SP3_c.t1
OG0006374	ESY2_g36557_DN3_SP0_c0.t1	CP9_g29685_DN2_SP0_c.t1
OG0006375	ESY2_g36568_DN3_SP8_c5.t1	CP9_g29675_DN3_SP8_c.t1
OG0006376	ESY2_g36597_DN3_SP6_c0.t1	CP9_g29655_DN3_SP8_c.t1
OG0006377	ESY2_g36619_DN3_SP1_c0.t1	CP9_g29638_DN3_SP0_c.t1
OG0006378	ESY2_g36669_DN3_SP8_c0.t1	CP9_g29598_DN3_SP8_c.t1
OG0006379	ESY2_g36701_DN2_SP5_c0.t1	CP9_g29576_DN3_SP7_c.t1
OG0006380	ESY2_g36702_DN3_SP3_c0.t1	CP9_g29575_DN3_SP4_c.t1
OG0006381	ESY2_g36106_DN3_SP0_c0.t1, ESY2_g36105_DN3_SP0_c0.t1	CP9_g29487_DN3_SP0_c.t1
OG0006382	ESY2_g36098_DN2_SP0_c0.t1	CP9_g29479_DN1_SP0_c.t1
OG0006383	ESY2_g35036_DN3_SP8_c0.t1	CP9_g29457_DN3_SP7_c.t1
OG0006384	ESY2_g35083_DN3_SP0_c0.t1	CP9_g29420_DN3_SP0_c.t1
OG0006386	ESY9_g42520_DN3_SP0_c0.t1	CP6_g7036_DN3_SP0_c.t1
OG0006387	ESY2_g38716_DN3_SP0_c0.t1	CP9_g29340_DN3_SP1_c.t1
OG0006388	ESY2_g34686_DN3_SP1_c0.t1	CP9_g29333_DN2_SP2_c.t1
OG0006389	ESY2_g34742_DN3_SP0_c0.t1	CP9_g29285_DN3_SP4_c.t1
OG0006390	ESY2_g36084_DN3_SP0_c0.t1	CP9_g29215_DN3_SP0_c.t1
OG0006391	ESY2_g36081_DN3_SP8_c0.t1	CP9_g29212_DN3_SP8_c.t1
OG0006393	ESY10_g14555_DN2_SP0_c0.t1, ESY2_g36027_DN3_SP0_c0.t1	CP9_g29173_DN3_SP0_c.t1
OG0006395	ESY8_g59955_DN3_SP0_c0.t1	CP9_g29153_DN2_SP0_c.t1
OG0006396	ESY11_g54008_DN3_SP8_c0.t1	CP10_g43816_DN3_SP8_c.t1
OG0006397	ESY11_g54102_DN3_SP3_c0.t1	CP10_g43766_DN3_SP3_c.t1
OG0006398	ESY1_g9782_DN3_SP0_c0.t1	CP3_g14396_DN2_SP0_c.t1
OG0006399	ESY1_g9772_DN3_SP0_c0.t1	CP3_g14397_DN3_SP1_c.t1
OG0006400	ESY6_g47887_DN3_SP3_c0.t1	CP8_g53425_DN3_SP6_c.t1
OG0006401	ESY1_g8600_DN3_SP0_c0.t1	CP3_g14636_DN3_SP1_c.t1
OG0006402	ESY5_g4099_DN3_SP0_c0.t1, ESY3_g31523_DN3_SP8_c0.t1	CP10_g42653_DN3_SP8_c.t1
OG0006403	ESY2_g36378_DN3_SP0_c0.t1, ESY8_g60355_DN1_SP0_c0.t1	CP7_g46440_DN3_SP2_c.t1
OG0006404	ESY2_g36355_DN3_SP0_c0.t1, ESY2_g36356_DN3_SP0_c0.t1	CP7_g46423_DN3_SP0_c.t1
OG0006405	ESY2_g36354_DN3_SP0_c0.t1	CP7_g46422_DN3_SP0_c.t1
OG0006406	ESY2_g36306_DN3_SP0_c0.t1	CP7_g46404_DN3_SP0_c.t1
OG0006407	ESY10_g14127_DN3_SP4_c0.t1	CP13_g19473_DN3_SP5_c.t1
OG0006408	ESY2_g36283_DN3_SP8_c0.t1	CP7_g46384_DN3_SP8_c.t1
OG0006409	ESY2_g36246_DN3_SP8_c0.t1	CP7_g46354_DN3_SP8_c.t1
OG0006410	ESY2_g36224_DN3_SP0_c0.t1	CP7_g46334_DN3_SP1_c.t1
OG0006411	ESY2_g36219_DN1_SP0_c0.t1	CP7_g46330_DN3_SP0_c.t1
OG0006412	ESY2_g36207_DN3_SP0_c0.t1	CP7_g46318_DN3_SP0_c.t1
OG0006413	ESY2_g36849_DN3_SP7_c0.t1	CP7_g46289_DN3_SP7_c.t1
OG0006414	ESY2_g36870_DN3_SP8_c0.t1	CP7_g46276_DN3_SP8_c.t1
OG0006416	ESY2_g36967_DN2_SP0_c34.t1, ESY2_g36966_DN1_SP0_c67.t1, ESY2_g36968_DN3_SP8_c18.t1	CP7_g46226_DN3_SP8_c.t1
OG0006417	ESY9_g44084_DN3_SP8_c0.t1	CP4_g25145_DN3_SP8_c.t1
OG0006418	ESY9_g44148_DN3_SP0_c0.t1	CP4_g25138_DN2_SP0_c.t1
OG0006420	ESY9_g42680_DN3_SP0_c0.t1	CP6_g6962_DN3_SP0_c.t1
OG0006421	ESY1_g7064_DN3_SP8_c0.t1	CP3_g15267_DN3_SP8_c.t1
OG0006422	ESY1_g6999_DN3_SP0_c0.t1, ESY1_g6998_DN3_SP0_c0.t1	CP3_g15246_DN3_SP4_c.t1
OG0006423	ESY2_g35119_DN3_SP8_c0.t1	CP2_g48864_DN3_SP8_c.t1
OG0006424	ESY17_g39194_DN3_SP7_c0.t1	CP6_g8888_DN3_SP7_c.t1
OG0006425	ESY6_g47191_DN3_SP1_c15.t1	CP5_g1219_DN3_SP0_c.t1
OG0006426	ESY6_g47214_DN3_SP0_c0.t1	CP8_g53274_DN3_SP0_c.t1
OG0006427	ESY15_g65199_DN3_SP8_c0.t1	CP8_g52221_DN3_SP7_c.t1
OG0006428	ESY24_g33080_DN3_SP2_c0.t1	CP8_g52811_DN3_SP8_c.t1
OG0006429	ESY17_g39951_DN3_SP8_c0.t1	CP6_g8298_DN3_SP8_c.t1
OG0006430	ESY5_g3715_DN3_SP0_c0.t1	CP6_g8035_DN3_SP2_c.t1
OG0006431	ESY15_g65599_DN3_SP8_c0.t1	CP6_g7969_DN1_SP0_c.t1
OG0006432	ESY15_g65960_DN3_SP8_c0.t1	CP6_g7668_DN3_SP8_c.t1
OG0006433	ESY27_g13400_DN3_SP2_c0.t1, ESY8_g61148_DN3_SP0_c0.t1	CP6_g7567_DN3_SP6_c.t1
OG0006434	ESY22_g40408_DN3_SP0_c0.t1, ESY22_g40430_DN3_SP0_c0.t1	CP6_g7510_DN3_SP0_c.t1
OG0006435	ESY2_g34978_DN3_SP0_c0.t1	CP9_g29091_DN3_SP0_c.t1
OG0006436	ESY2_g38863_DN3_SP3_c0.t1	CP6_g7358_DN3_SP8_c.t1
OG0006437	ESY2_g38853_DN3_SP0_c0.t1	CP6_g7351_DN3_SP2_c.t1
OG0006438	ESY2_g38738_DN3_SP0_c0.t1	CP6_g7330_DN3_SP0_c.t1
OG0006440	ESY2_g38550_DN3_SP8_c0.t1	CP6_g7278_DN3_SP8_c.t1
OG0006441	ESY2_g35854_DN3_SP0_c0.t1	CP9_g28917_DN3_SP0_c.t1
OG0006442	ESY2_g35900_DN3_SP0_c0.t1	CP9_g28953_DN3_SP2_c.t1
OG0006443	ESY2_g34843_DN3_SP0_c0.t1	CP9_g28985_DN3_SP1_c.t1
OG0006444	ESY2_g34841_DN3_SP0_c0.t1, ESY2_g34842_DN1_SP0_c0.t1	CP12_g30919_DN3_SP0_c.t1, CP12_g30918_DN3_SP0_c.t1, CP9_g28983_DN2_SP0_c.t1, CP9_g28133_DN3_SP0_c.t1
OG0006446	ESY2_g34878_DN3_SP0_c0.t1	CP9_g29012_DN3_SP1_c.t1
OG0006447	ESY2_g34895_DN3_SP0_c0.t1	CP9_g29026_DN3_SP1_c.t1
OG0006448	ESY2_g34900_DN3_SP0_c0.t1	CP9_g29031_DN3_SP2_c.t1
OG0006450	ESY2_g34973_DN3_SP8_c0.t1	CP9_g29087_DN3_SP8_c.t1
OG0006451	ESY2_g35017_DN3_SP8_c0.t1	CP9_g29117_DN3_SP8_c.t1
OG0006453	ESY2_g34420_DN3_SP0_c0.t1	CP9_g28461_DN3_SP0_c.t1
OG0006454	ESY2_g34398_DN3_SP5_c0.t1	CP9_g28475_DN3_SP7_c.t1
OG0006455	ESY2_g35377_DN3_SP1_c0.t1	CP9_g28511_DN3_SP5_c.t1
OG0006457	ESY10_g13858_DN2_SP0_c0.t1	CP5_g1126_DN2_SP0_c.t1
OG0006458	ESY4_g24197_DN3_SP0_c0.t1	CP5_g1112_DN3_SP0_c.t1
OG0006459	ESY4_g24204_DN2_SP0_c0.t1	CP5_g1105_DN3_SP0_c.t1
OG0006460	ESY4_g24209_DN3_SP3_c0.t1	CP5_g1104_DN3_SP6_c.t1
OG0006461	ESY4_g24316_DN3_SP7_c0.t1	CP5_g1075_DN3_SP8_c.t1
OG0006462	ESY2_g33367_DN3_SP5_c0.t1	CP2_g48886_DN3_SP7_c.t1
OG0006464	ESY10_g14126_DN3_SP0_c0.t1	CP13_g19472_DN3_SP0_c.t1
OG0006465	ESY2_g34573_DN2_SP0_c0.t1	CP13_g19124_DN1_SP0_c.t1
OG0006466	ESY2_g35154_DN3_SP1_c0.t1	CP5_g1596_DN2_SP0_c.t1, CP2_g48852_DN3_SP3_c.t1
OG0006467	ESY21_g55311_DN3_SP8_c0.t1	CP13_g19179_DN3_SP8_c.t1
OG0006468	ESY1_g6895_DN3_SP8_c0.t1	CP3_g15573_DN3_SP6_c.t1
OG0006469	ESY12_g51418_DN3_SP6_c0.t1	CP4_g23999_DN3_SP8_c.t1
OG0006470	ESY21_g55848_DN3_SP3_c0.t1	CP13_g19249_DN3_SP7_c.t1
OG0006471	ESY10_g13674_DN3_SP0_c0.t1	CP13_g19266_DN3_SP2_c.t1
OG0006472	ESY10_g13681_DN3_SP0_c0.t1	CP13_g19269_DN3_SP5_c.t1
OG0006473	ESY10_g13758_DN3_SP3_c0.t1	CP13_g19290_DN3_SP4_c.t1
OG0006474	ESY10_g13771_DN3_SP8_c0.t1	CP13_g19300_DN3_SP8_c.t1
OG0006475	ESY10_g13944_DN1_SP0_c0.t1	CP13_g19372_DN2_SP0_c.t1
OG0006476	ESY10_g13945_DN2_SP0_c0.t1	CP13_g19373_DN2_SP0_c.t1
OG0006477	ESY10_g13976_DN3_SP7_c0.t1	CP13_g19399_DN3_SP8_c.t1
OG0006478	ESY2_g37297_DN3_SP0_c0.t1	CP19_g18218_DN3_SP0_c.t1
OG0006479	ESY10_g14018_DN3_SP8_c0.t1	CP13_g19420_DN3_SP8_c.t1
OG0006480	ESY10_g14541_DN3_SP0_c5.t1	CP13_g19213_DN3_SP6_c.t1
OG0006481	ESY10_g14049_DN3_SP0_c0.t1	CP13_g19445_DN3_SP0_c.t1
OG0006482	ESY2_g35477_DN3_SP0_c0.t1	CP9_g28598_DN3_SP0_c.t1
OG0006484	ESY2_g35433_DN2_SP0_c0.t1	CP9_g28561_DN3_SP0_c.t1
OG0006485	ESY2_g35431_DN3_SP0_c0.t1	CP9_g28559_DN3_SP0_c.t1
OG0006486	ESY2_g35410_DN3_SP1_c0.t1	CP9_g28541_DN3_SP3_c.t1
OG0006488	ESY10_g15202_DN3_SP8_c0.t1	CP13_g19911_DN3_SP8_c.t1
OG0006489	ESY7_g16862_DN3_SP3_c0.t1	CP13_g19924_DN3_SP5_c.t1
OG0006490	ESY7_g16810_DN3_SP3_c0.t1	CP13_g19959_DN3_SP7_c.t1
OG0006491	ESY5_g5443_DN3_SP0_c0.t1	CP1_g36509_DN3_SP5_c.t1
OG0006492	ESY7_g16725_DN3_SP0_c0.t1	CP13_g20054_DN3_SP0_c.t1
OG0006493	ESY2_g37649_DN3_SP1_c0.t1	CP1_g38147_DN3_SP6_c.t1
OG0006494	ESY2_g37635_DN3_SP4_c0.t1	CP1_g38138_DN3_SP3_c.t1
OG0006495	ESY2_g37574_DN3_SP0_c0.t1	CP1_g38118_DN3_SP0_c.t1
OG0006496	ESY2_g37546_DN3_SP5_c0.t1	CP1_g38102_DN3_SP4_c.t1
OG0006497	ESY2_g37463_DN3_SP8_c0.t1	CP1_g38069_DN3_SP8_c.t1
OG0006498	ESY6_g46756_DN3_SP0_c0.t1	CP8_g53183_DN3_SP4_c.t1
OG0006499	ESY2_g37247_DN3_SP8_c0.t1	CP1_g37969_DN3_SP8_c.t1
OG0006500	ESY2_g37245_DN3_SP8_c0.t1	CP1_g37967_DN3_SP8_c.t1
OG0006501	ESY2_g37102_DN3_SP7_c0.t1	CP1_g37898_DN3_SP8_c.t1
OG0006502	ESY2_g37073_DN3_SP0_c0.t1	CP1_g37883_DN3_SP0_c.t1
OG0006503	ESY2_g35425_DN3_SP7_c0.t1, ESY6_g47925_DN3_SP1_c0.t1	CP13_g20466_DN3_SP7_c.t1, CP4_g26021_DN3_SP2_c.t1
OG0006504	ESY6_g48241_DN3_SP3_c0.t1	CP4_g25335_DN3_SP2_c.t1
OG0006505	ESY1_g5738_DN3_SP8_c0.t1	CP6_g7569_DN3_SP0_c.t1, CP4_g25286_DN3_SP8_c.t1
OG0006506	ESY16_g61687_DN3_SP0_c0.t1	CP4_g25284_DN3_SP2_c.t1
OG0006508	ESY12_g51164_DN3_SP0_c0.t1	CP4_g25261_DN3_SP0_c.t1
OG0006510	ESY9_g43873_DN3_SP8_c0.t1	CP4_g25224_DN3_SP8_c.t1
OG0006511	ESY9_g43952_DN3_SP8_c0.t1	CP4_g25184_DN3_SP8_c.t1
OG0006512	ESY3_g30061_DN3_SP0_c0.t1	CP4_g25175_DN3_SP3_c.t1
OG0006513	ESY9_g44036_DN3_SP0_c0.t1	CP4_g25164_DN3_SP3_c.t1
OG0006514	ESY8_g59144_DN3_SP0_c0.t1	CP4_g26644_DN3_SP0_c.t1
OG0006516	ESY9_g42924_DN3_SP8_c0.t1, ESY2_g33365_DN3_SP0_c0.t1	CP6_g6883_DN3_SP8_c.t1
OG0006517	ESY9_g42904_DN3_SP3_c0.t1	CP6_g6886_DN3_SP7_c.t1
OG0006518	ESY9_g42896_DN3_SP0_c11.t1	CP6_g6892_DN3_SP1_c.t1
OG0006519	ESY9_g42884_DN3_SP8_c0.t1	CP6_g6897_DN3_SP8_c.t1
OG0006520	ESY9_g42766_DN2_SP0_c0.t1	CP6_g6923_DN1_SP0_c.t1
OG0006521	ESY9_g42737_DN3_SP0_c0.t1	CP6_g6934_DN3_SP0_c.t1
OG0006522	ESY9_g42657_DN3_SP0_c0.t1	CP6_g6970_DN3_SP0_c.t1
OG0006523	ESY2_g34570_DN3_SP8_c0.t1	CP13_g19127_DN3_SP7_c.t1
OG0006524	ESY9_g42651_DN3_SP0_c0.t1	CP6_g6974_DN3_SP0_c.t1
OG0006525	ESY9_g42615_DN3_SP2_c0.t1	CP6_g6997_DN3_SP4_c.t1
OG0006526	ESY9_g42591_DN3_SP6_c0.t1, ESY4_g24071_DN3_SP0_c0.t1	CP6_g7006_DN3_SP7_c.t1
OG0006527	ESY9_g42543_DN3_SP7_c0.t1	CP6_g7024_DN3_SP7_c.t1
OG0006528	ESY9_g42529_DN3_SP0_c0.t1	CP6_g7031_DN3_SP0_c.t1
OG0006529	ESY9_g42519_DN3_SP7_c0.t1	CP6_g7037_DN3_SP8_c.t1
OG0006530	ESY9_g42480_DN3_SP3_c0.t1	CP6_g7063_DN3_SP2_c.t1
OG0006531	ESY9_g42444_DN3_SP0_c0.t1	CP6_g7085_DN3_SP1_c.t1
OG0006532	ESY9_g42423_DN3_SP0_c0.t1	CP6_g7114_DN3_SP0_c.t1
OG0006533	ESY9_g42420_DN3_SP0_c0.t1	CP6_g7118_DN1_SP1_c.t1
OG0006534	ESY1_g10106_DN3_SP1_c0.t1	CP3_g14259_DN3_SP3_c.t1
OG0006535	ESY1_g10098_DN3_SP0_c0.t1	CP3_g14265_DN3_SP2_c.t1, CP3_g14269_DN3_SP0_c.t1
OG0006536	ESY1_g10082_DN3_SP3_c0.t1	CP3_g14284_DN3_SP2_c.t1
OG0006537	ESY1_g10078_DN3_SP7_c0.t1	CP3_g14288_DN3_SP2_c.t1
OG0006538	ESY1_g9934_DN3_SP0_c0.t1	CP3_g14336_DN3_SP0_c.t1
OG0006539	ESY23_g164_DN3_SP8_c0.t1	CP20_g4322_DN3_SP1_c.t1, CP19_g18293_DN3_SP8_c.t1
OG0006540	ESY23_g124_DN3_SP5_c0.t1	CP19_g18315_DN3_SP4_c.t1
OG0006541	ESY6_g46859_DN3_SP2_c0.t1	CP8_g53206_DN3_SP6_c.t1
OG0006542	ESY24_g33229_DN2_SP6_c0.t1	CP8_g52964_DN2_SP8_c.t1
OG0006543	ESY6_g45845_DN3_SP0_c0.t1	CP8_g52993_DN3_SP0_c.t1
OG0006544	ESY6_g45905_DN3_SP0_c0.t1	CP8_g53008_DN3_SP1_c.t1
OG0006545	ESY5_g4762_DN3_SP0_c14.t1	CP15_g35833_DN3_SP3_c.t1
OG0006546	ESY11_g53580_DN3_SP7_c0.t1	CP17_g5004_DN3_SP7_c.t1
OG0006547	ESY11_g53627_DN3_SP6_c0.t1	CP17_g4849_DN3_SP6_c.t1
OG0006548	ESY16_g62275_DN2_SP0_c0.t1	CP10_g43996_DN3_SP0_c.t1
OG0006549	ESY11_g53956_DN3_SP0_c0.t1	CP10_g43843_DN3_SP0_c.t1
OG0006550	ESY23_g367_DN3_SP8_c0.t1	CP19_g18250_DN3_SP8_c.t1
OG0006551	ESY23_g340_DN3_SP3_c0.t1	CP19_g18251_DN3_SP7_c.t1
OG0006552	ESY23_g258_DN3_SP8_c0.t1	CP19_g18273_DN3_SP8_c.t1
OG0006553	ESY23_g211_DN3_SP1_c0.t1	CP19_g18281_DN3_SP5_c.t1
OG0006554	ESY9_g43853_DN3_SP0_c0.t1	CP19_g18407_DN3_SP0_c.t1
OG0006556	ESY9_g43815_DN2_SP2_c0.t1	CP19_g18414_DN2_SP3_c.t1
OG0006557	ESY9_g43814_DN3_SP8_c0.t1	CP19_g18415_DN3_SP7_c.t1
OG0006558	ESY9_g43749_DN3_SP4_c0.t1	CP19_g18451_DN3_SP4_c.t1
OG0006559	ESY2_g34185_DN3_SP0_c0.t1	CP2_g49847_DN3_SP0_c.t1
OG0006560	ESY2_g33536_DN3_SP0_c0.t1	CP2_g48951_DN3_SP0_c.t1
OG0006561	ESY9_g43275_DN3_SP8_c0.t1	CP6_g6799_DN3_SP8_c.t1
OG0006562	ESY3_g31277_DN2_SP0_c0.t1	CP10_g43121_DN1_SP0_c.t1
OG0006562	ESY16_g62430_DN2_SP0_c0.t1	CP19_g17969_DN3_SP0_c.t1
OG0006563	ESY9_g43378_DN3_SP8_c0.t1	CP6_g6764_DN3_SP8_c.t1
OG0006564	ESY9_g43401_DN3_SP0_c0.t1	CP6_g6759_DN3_SP3_c.t1
OG0006565	ESY8_g59275_DN3_SP0_c0.t1	CP8_g53220_DN3_SP4_c.t1
OG0006566	ESY9_g43424_DN3_SP1_c0.t1	CP6_g6744_DN3_SP6_c.t1
OG0006567	ESY9_g43447_DN3_SP1_c0.t1	CP6_g6737_DN3_SP2_c.t1
OG0006568	ESY9_g43528_DN3_SP0_c0.t1	CP6_g6711_DN3_SP0_c.t1
OG0006569	ESY9_g43531_DN2_SP7_c0.t1	CP6_g6709_DN3_SP1_c.t1
OG0006570	ESY9_g43618_DN3_SP0_c0.t1	CP6_g6688_DN1_SP0_c.t1
OG0006571	ESY9_g43589_DN2_SP0_c0.t1	CP19_g18514_DN3_SP0_c.t1
OG0006572	ESY9_g43548_DN3_SP0_c0.t1	CP19_g18497_DN3_SP3_c.t1
OG0006573	ESY9_g43153_DN3_SP8_c0.t1, ESY7_g16723_DN3_SP1_c15.t1	CP6_g6836_DN3_SP5_c.t1
OG0006574	ESY9_g43061_DN3_SP1_c0.t1	CP6_g6846_DN3_SP2_c.t1
OG0006575	ESY16_g61461_DN2_SP0_c0.t1	CP6_g7209_DN3_SP0_c.t1
OG0006575	ESY16_g61467_DN3_SP0_c0.t1	CP6_g7208_DN3_SP0_c.t1
OG0006576	ESY16_g61501_DN2_SP0_c0.t1	CP6_g7174_DN3_SP0_c.t1
OG0006577	ESY16_g61551_DN3_SP0_c0.t1	CP6_g7152_DN3_SP0_c.t1
OG0006578	ESY16_g61615_DN3_SP5_c0.t1	CP6_g7138_DN3_SP3_c.t1
OG0006579	ESY6_g50285_DN3_SP0_c0.t1	CP2_g47583_DN3_SP4_c.t1, CP12_g30985_DN2_SP0_c.t1
OG0006580	ESY6_g50283_DN3_SP0_c0.t1	CP2_g47581_DN2_SP0_c.t1
OG0006581	ESY6_g50236_DN3_SP8_c0.t1	CP2_g47552_DN3_SP8_c.t1
OG0006582	ESY1_g12587_DN3_SP3_c6.t1, ESY20_g12894_DN3_SP0_c0.t1	CP3_g13053_DN3_SP8_c.t1
OG0006583	ESY1_g12558_DN3_SP6_c0.t1	CP3_g13081_DN3_SP5_c.t1
OG0006584	ESY1_g12521_DN3_SP8_c0.t1, ESY9_g43249_DN2_SP0_c0.t1	CP3_g13111_DN3_SP8_c.t1
OG0006585	ESY1_g12488_DN3_SP0_c0.t1, ESY1_g12489_DN3_SP0_c0.t1	CP5_g1793_DN3_SP0_c.t1
OG0006586	ESY1_g12407_DN3_SP0_c0.t1	CP3_g13188_DN3_SP7_c.t1
OG0006587	ESY1_g12398_DN1_SP0_c0.t1	CP3_g13193_DN3_SP0_c.t1
OG0006588	ESY1_g12347_DN3_SP6_c0.t1	CP3_g13222_DN3_SP6_c.t1
OG0006589	ESY1_g12345_DN3_SP1_c1.t1	CP3_g13224_DN3_SP2_c.t1
OG0006590	ESY1_g12272_DN3_SP7_c0.t1	CP3_g13267_DN3_SP7_c.t1
OG0006591	ESY1_g12258_DN3_SP6_c0.t1	CP3_g13274_DN3_SP3_c.t1
OG0006593	ESY1_g12151_DN1_SP4_c0.t1	CP3_g13321_DN3_SP7_c.t1
OG0006594	ESY1_g6450_DN3_SP4_c0.t1	CP3_g13366_DN3_SP6_c.t1
OG0006595	ESY1_g11898_DN3_SP5_c0.t1	CP3_g13408_DN3_SP5_c.t1
OG0006596	ESY1_g11387_DN3_SP0_c0.t1	CP3_g13483_DN3_SP0_c.t1
OG0006597	ESY1_g11395_DN3_SP8_c0.t1	CP3_g13487_DN3_SP8_c.t1
OG0006598	ESY1_g11397_DN3_SP8_c0.t1	CP3_g13489_DN3_SP8_c.t1
OG0006599	ESY12_g52264_DN2_SP0_c0.t1	CP8_g52950_DN2_SP0_c.t1
OG0006600	ESY1_g11641_DN3_SP0_c0.t1	CP3_g13591_DN3_SP0_c.t1
OG0006601	ESY1_g11651_DN3_SP0_c0.t1	CP3_g13597_DN2_SP0_c.t1
OG0006602	ESY1_g11712_DN3_SP8_c0.t1	CP3_g13619_DN3_SP8_c.t1
OG0006603	ESY1_g11786_DN3_SP8_c0.t1	CP3_g13667_DN3_SP8_c.t1
OG0006604	ESY1_g10516_DN3_SP3_c0.t1	CP3_g13698_DN3_SP8_c.t1
OG0006605	ESY1_g10562_DN3_SP8_c0.t1	CP3_g13729_DN3_SP8_c.t1
OG0006606	ESY1_g10614_DN1_SP0_c0.t1	CP3_g13748_DN3_SP2_c.t1
OG0006607	ESY1_g10646_DN3_SP0_c0.t1	CP3_g13760_DN3_SP0_c.t1
OG0006609	ESY1_g10751_DN3_SP8_c0.t1	CP3_g13805_DN3_SP8_c.t1
OG0006610	ESY1_g10779_DN3_SP0_c0.t1, ESY1_g10784_DN3_SP0_c0.t1	CP3_g13833_DN3_SP0_c.t1
OG0006611	ESY1_g10822_DN3_SP8_c0.t1	CP3_g13859_DN3_SP8_c.t1
OG0006612	ESY1_g10849_DN3_SP0_c0.t1	CP3_g13867_DN3_SP0_c.t1
OG0006613	ESY9_g44841_DN3_SP0_c0.t1, ESY1_g11082_DN3_SP0_c0.t1	CP3_g13991_DN1_SP0_c.t1
OG0006614	ESY1_g10489_DN3_SP3_c0.t1	CP3_g14073_DN3_SP3_c.t1
OG0006615	ESY6_g47519_DN3_SP8_c0.t1	CP8_g53352_DN3_SP8_c.t1
OG0006616	ESY6_g47506_DN3_SP0_c0.t1	CP8_g53344_DN3_SP3_c.t1
OG0006617	ESY6_g47501_DN3_SP0_c0.t1	CP8_g53341_DN3_SP0_c.t1
OG0006619	ESY3_g27835_DN3_SP7_c0.t1	CP12_g30857_DN3_SP8_c.t1, CP6_g8653_DN3_SP4_c.t1
OG0006620	ESY3_g27992_DN2_SP1_c0.t1	CP12_g30829_DN3_SP6_c.t1
OG0006621	ESY2_g35173_DN1_SP0_c0.t1	CP9_g28268_DN3_SP0_c.t1
OG0006622	ESY19_g41901_DN3_SP0_c0.t1	CP9_g28352_DN1_SP0_c.t1
OG0006623	ESY21_g55171_DN3_SP7_c0.t1	CP9_g28356_DN3_SP8_c.t1
OG0006624	ESY2_g34497_DN1_SP0_c0.t1	CP9_g28391_DN1_SP0_c.t1
OG0006625	ESY2_g34477_DN3_SP5_c0.t1	CP9_g28407_DN3_SP6_c.t1
OG0006626	ESY15_g64470_DN2_SP0_c17.t1	CP2_g48754_DN3_SP3_c.t1
OG0006627	ESY11_g54215_DN3_SP6_c0.t1	CP10_g43701_DN3_SP6_c.t1
OG0006628	ESY11_g54290_DN3_SP8_c0.t1	CP1_g39402_DN3_SP8_c.t1
OG0006629	ESY11_g54289_DN2_SP0_c0.t1	CP10_g43674_DN3_SP0_c.t1
OG0006630	ESY11_g54497_DN3_SP0_c0.t1	CP10_g43618_DN3_SP0_c.t1
OG0006631	ESY11_g54543_DN3_SP0_c0.t1	CP10_g43602_DN3_SP0_c.t1
OG0006632	ESY18_g63747_DN2_SP0_c0.t1	CP13_g19632_DN3_SP0_c.t1
OG0006633	ESY11_g54614_DN3_SP4_c0.t1	CP10_g43582_DN3_SP8_c.t1
OG0006634	ESY3_g32558_DN2_SP1_c0.t1, ESY3_g32557_DN3_SP0_c0.t1	CP10_g42193_DN3_SP0_c.t1
OG0006635	ESY11_g54642_DN2_SP8_c0.t1	CP10_g43569_DN2_SP8_c.t1
OG0006636	ESY11_g54648_DN3_SP3_c0.t1	CP10_g43568_DN3_SP3_c.t1
OG0006637	ESY11_g54693_DN2_SP0_c0.t1	CP10_g43545_DN3_SP0_c.t1
OG0006638	ESY12_g50955_DN3_SP4_c0.t1	CP4_g24653_DN3_SP6_c.t1
OG0006640	ESY12_g51763_DN3_SP0_c0.t1	CP4_g24118_DN3_SP0_c.t1
OG0006641	ESY12_g50847_DN3_SP0_c0.t1	CP4_g24695_DN3_SP1_c.t1
OG0006642	ESY12_g50827_DN3_SP0_c0.t1	CP4_g24699_DN3_SP1_c.t1
OG0006643	ESY9_g45713_DN3_SP5_c9.t1	CP4_g24707_DN3_SP8_c.t1
OG0006644	ESY9_g45672_DN3_SP4_c0.t1	CP4_g24718_DN3_SP8_c.t1
OG0006645	ESY9_g45611_DN3_SP8_c0.t1	CP4_g24742_DN3_SP8_c.t1
OG0006646	ESY9_g45600_DN3_SP0_c0.t1	CP4_g24748_DN3_SP0_c.t1
OG0006647	ESY9_g45560_DN3_SP5_c0.t1	CP4_g24764_DN3_SP5_c.t1
OG0006648	ESY5_g4499_DN3_SP0_c0.t1	CP1_g37042_DN3_SP5_c.t1
OG0006649	ESY9_g45364_DN3_SP8_c0.t1	CP4_g24858_DN3_SP8_c.t1
OG0006650	ESY9_g45348_DN3_SP0_c0.t1	CP4_g24866_DN3_SP2_c.t1
OG0006651	ESY9_g45328_DN3_SP0_c0.t1	CP4_g24876_DN3_SP6_c.t1
OG0006652	ESY9_g45281_DN3_SP6_c0.t1	CP4_g24890_DN3_SP8_c.t1
