Orthogroup	Noccaea_praecox	Cochlearia_excelsa
OG0006832	Np005G307260	g47005
OG0006833	Np006G321360	g37729
OG0006834	Np006G341950	g37080
OG0006835	Np006G322300	g37698
OG0006836	Np006G322530	g37682
OG0006837	Np006G322950	g37661
OG0006838	Np006G323050	g38248
OG0006839	Np006G323330	g52292
OG0006840	Np006G323400	g52291, g37637
OG0006841	Np006G323610	g52283
OG0006842	Np006G323910	g37622
OG0006843	Np006G323960	g37620
OG0006844	Np006G324360, Np006G324370	g37611
OG0006845	Np006G325140	g37569
OG0006846	Np006G327060	g52115
OG0006847	Np006G327470	g52107
OG0006848	Np006G327900	g52085, g38197
OG0006849	Np006G327940	g37464
OG0006850	Np006G328640	g37445
OG0006851	Np004G227100, Np006G328790, Np003G173410	g52047
OG0006852	Np006G329600	g37409
OG0006853	Np006G330150	g51992
OG0006854	Np003G126220	g45310, g40742
OG0006856	Np003G126660	g5787
OG0006857	Np003G126670	g5786
OG0006858	Np003G127180	g5761
OG0006859	Np003G127280	g5754
OG0006860	Np003G127380	g5750
OG0006861	Np003G127530	g5742
OG0006862	Np003G128380	g29810
OG0006863	Np003G128410	g29808
OG0006864	Np004G211700	g22267
OG0006865	Np003G147760	g41421, g660
OG0006867	Np003G148190	g28963
OG0006868	Np003G148420	g41406
OG0006869	Np003G148580	g41559, g41403
OG0006870	Np003G149150	g41387
OG0006871	Np003G149210	g28912, g41383
OG0006872	Np003G149340	g28908
OG0006873	Np003G149860	g766, g41368, g28896
OG0006874	Np003G150040	g28886
OG0006875	Np003G151190	g41335
OG0006878	Np003G152300	g28785
OG0006880	Np001G006470	g9823, g316
OG0006881	Np001G005380	g273
OG0006882	Np001G005350	g272
OG0006883	Np001G005130	g9791
OG0006884	Np001G004960	g9788
OG0006885	Np001G004760	g243
OG0006886	Np001G004680	g242, g9773
OG0006887	Np001G004500	g232
OG0006888	Np001G004470	g18645
OG0006889	Np001G004010	g204
OG0006890	Np001G003810	g201
OG0006891	Np001G003700	g9729
OG0006892	Np001G003600	g184
OG0006893	Np001G003160	g157
OG0006894	Np001G002960	g9708
OG0006895	Np001G002260, Np005G266840	g101
OG0006896	Np001G002230, Np006G353130	g98
OG0006897	Np001G002050	g85
OG0006898	Np002G089980	g44863
OG0006899	Np001G000460	g19643
OG0006900	Np003G144470	g4995
OG0006901	Np001G000580	g19633
OG0006902	Np003G189880	g25335
OG0006903	Np003G189620	g39451
OG0006904	Np003G189110	g25369
OG0006905	Np003G189300	g25363
OG0006906	Np003G188560	g39472
OG0006907	Np003G188180	g39462
OG0006908	Np004G258520	g26878
OG0006909	Np003G187070	g39539
OG0006910	Np003G185920	g39622, g45209
OG0006911	Np003G185760	g25494
OG0006912	Np003G185640	g25500
OG0006913	Np003G185410	g39641
OG0006914	Np004G256670, Np003G185060	g30837
OG0006915	Np001G040500	g39693, g11085
OG0006916	Np001G040560	g11087
OG0006917	Np001G040710	g39705
OG0006918	Np009G431070, Np006G346040	g51349
OG0006919	Np006G357680	g51328, g39757
OG0006920	Np006G356180	g39785
OG0006921	Np006G357190	g51310, g39774, g37931
OG0006922	Np006G357270	g51314
OG0006924	Np006G357440	g39766
OG0006925	Np006G356950	g37929
OG0006926	Np006G356840	g51301
OG0006927	Np006G356140	g51294
OG0006928	Np006G356010	g39818
OG0006929	Np006G355580	g51268
OG0006930	Np006G355560	g51266
OG0006931	Np006G355320	g39833
OG0006932	Np006G348730, Np006G354260	g51232
OG0006933	Np006G353740, Np006G347040	g39896
OG0006934	Np006G347330, Np006G353390	g51212, g39910
OG0006935	Np006G353020, Np006G347790	g51202
OG0006936	Np004G252710	g26994, g49557
OG0006937	Np006G352380	g39944
OG0006938	Np006G351520	g39950
OG0006939	Np006G350570	g39967
OG0006940	Np006G360110	g37859
OG0006942	Np006G359800	g37847, g39997
OG0006943	Np006G359520	g40024
OG0006944	Np006G359200	g37840
OG0006945	Np006G361560	g40145
OG0006946	Np006G361440	g40138
OG0006947	Np006G361300	g40129
OG0006948	Np006G361010	g40118
OG0006949	Np006G360750	g40107
OG0006950	Np006G362960	g38296
OG0006951	Np006G363120	g38306
OG0006952	Np006G363190	g36837
OG0006953	Np007G424630	g47732
OG0006954	Np005G279270	g17134, g47583
OG0006955	Np005G278640	g17109
OG0006956	Np007G424520	g12710
OG0006957	Np003G159480	g7913
OG0006958	Np007G424170	g7912, g12696
OG0006959	Np007G423830	g7897
OG0006960	Np007G423240	g7864, g12681
OG0006961	Np002G123510, Np003G133840, Np007G423160	g12678
OG0006962	Np007G422950	g12759
OG0006963	Np007G422790	g12760
OG0006965	Np007G421900	g7819
OG0006966	Np007G421660	g7813
OG0006967	Np007G421530	g7807
OG0006968	Np007G421220	g7794
OG0006969	Np007G420810	g7782
OG0006970	Np007G420590	g7766, g7775
OG0006973	Np007G419580	g7733
OG0006974	Np003G188990, Np007G419000	g7707
OG0006975	Np007G418760	g12552
OG0006976	Np007G417750	g12906, g12511
OG0006977	Np007G417740	g12510
OG0006978	Np007G417620	g12507
OG0006979	Np007G417370	g12498
OG0006980	Np007G417330	g7657
OG0006981	Np003G146330	g29047
OG0006982	Np007G416440	g7626
OG0006983	Np007G416420	g7625
OG0006984	Np007G416160	g12945, g7613, g12461
OG0006985	Np007G415900	g12450
OG0006986	Np007G415480	g7593
OG0006987	Np007G414990	g12432
OG0006988	Np007G413930, Np005G317300	g7521
OG0006989	Np006G332040	g51870
OG0006990	Np006G332170	g51863
OG0006991	Np006G332460	g38137
OG0006992	Np006G333020	g51464, g51814
OG0006993	Np006G333170	g37330
OG0006994	Np006G333520, Np006G333470	g37324, g38129
OG0006995	Np006G334010	g37315
OG0006996	Np006G333880	g38125
OG0006997	Np006G334710	g37297
OG0006998	Np006G334870	g51739
OG0006999	Np006G334930, Np007G391580	g37291
OG0007000	Np006G334950, Np006G334940	g51738
OG0007002	Np006G339860	g51551
OG0007003	Np006G339680	g51564
OG0007004	Np006G339620	g23508, g51568
OG0007005	Np006G339500	g37151
OG0007006	Np006G339380	g51574, g38031
OG0007007	Np006G339130	g51585
OG0007008	Np006G337780	g37196
OG0007009	Np006G337620	g37203
OG0007010	Np006G337530	g37207
OG0007011	Np006G337430	g37209
OG0007012	Np006G337200	g37212
OG0007013	Np006G336500	g51678
OG0007014	Np006G335770	g51710, g37261
OG0007015	Np006G335340	g37280
OG0007016	Np004G240450	g31620
OG0007017	Np002G071190	g46561
OG0007018	Np004G239950	g27340
OG0007019	Np002G109300	g7288
OG0007020	Np004G239350	g31670
OG0007021	Np004G239300	g31675
OG0007022	Np004G239060	g31685, g49991
OG0007023	Np002G082630	g44611
OG0007024	Np004G238390, Np006G333590	g50010
OG0007025	Np004G238320	g31720
OG0007026	Np004G238120	g50017, g31734
OG0007027	Np004G237980, Np004G225770	g31742
OG0007028	Np004G237160	g31790
OG0007029	Np004G236680	g50061
OG0007030	Np004G236670	g50062, g27425
OG0007031	Np004G236470	g31826
OG0007032	Np004G236460	g50070, g31827
OG0007033	Np004G235950	g31861
OG0007035	Np004G234830	g31946, g27465
OG0007037	Np004G234030	g31993
OG0007038	Np004G233290	g32013
OG0007039	Np005G305580, Np004G232980	g50220
OG0007040	Np004G232750	g50227
OG0007042	Np002G083330	g44633
OG0007043	Np004G230220	g27546, g50295
OG0007044	Np004G229800	g50302
OG0007045	Np004G229430	g50308, g32085
OG0007046	Np004G228530	g27566
OG0007047	Np004G209050	g50376
OG0007048	Np004G209660	g32243
OG0007049	Np004G209850	g32253
OG0007050	Np005G282490	g17219, g1673
OG0007051	Np005G282060	g23830
OG0007052	Np005G281870	g17202
OG0007053	Np003G168070	g28346
OG0007054	Np005G277450	g23618
OG0007055	Np006G365710	g50984
OG0007057	Np006G336170	g51691
OG0007058	Np006G368350	g38470
OG0007059	Np006G369250	g50892, g38507
OG0007060	Np006G371210	g50849
OG0007061	Np001G018010	g10290
OG0007062	Np004G242110	g27280
OG0007064	Np004G242960	g27250
OG0007065	Np004G244140	g27210, g49871
OG0007066	Np004G244470	g31423
OG0007067	Np004G244530	g49858
OG0007068	Np004G245400	g49821
OG0007069	Np004G245460	g49820
OG0007070	Np004G246220	g49785, g31339
OG0007071	Np004G246610, Np005G317170	g11092
OG0007072	Np004G247390	g27144
OG0007073	Np004G247410	g31301
OG0007074	Np004G247560	g27137
OG0007075	Np004G247580	g31296
OG0007076	Np004G248510, Np004G248520	g31247
OG0007077	Np004G248880	g31233
OG0007078	Np004G249330	g31212
OG0007079	Np004G249340	g49698
OG0007080	Np004G249870	g31175
OG0007081	Np004G250220	g31154
OG0007082	Np004G250440	g31138
OG0007083	Np004G251060	g49617
OG0007084	Np006G322770	g50782
OG0007085	Np004G252040	g31067
OG0007086	Np004G252240	g31056, g27004
OG0007087	Np004G252270	g31055
OG0007088	Np004G252760	g31031
OG0007089	Np003G171570	g28299
OG0007090	Np005G263220	g23205
OG0007091	Np004G253550	g26970
OG0007092	Np004G253670	g49533
OG0007093	Np004G254160	g30950
OG0007094	Np004G255240	g49478
OG0007095	Np004G255430	g30903
OG0007096	Np004G255560	g26943
OG0007097	Np004G255680	g49457
OG0007098	Np004G255720	g49456
OG0007100	Np004G256400	g49435
OG0007101	Np004G256520	g30841
OG0007103	Np004G257440	g49395, g30802
OG0007104	Np004G257500	g49393
OG0007106	Np004G258920	g30742
OG0007107	Np001G053320	g2469, g19306
OG0007108	Np004G259790	g49289
OG0007109	Np003G141250	g5192
OG0007110	Np003G141220	g29313
OG0007111	Np003G141200	g5198
OG0007112	Np003G141090	g5207
OG0007113	Np003G141720	g5157
OG0007114	Np003G142300	g5117, g29257
OG0007115	Np003G142060	g5131
OG0007116	Np003G142590	g29236
OG0007117	Np003G143460	g29195
OG0007118	Np003G143690	g29182
OG0007119	Np003G143700	g5033
OG0007120	Np003G144140	g29154, g13733
OG0007121	Np003G144450	g29144
OG0007122	Np003G144750	g29133
OG0007123	Np003G146490	g4913
OG0007124	Np003G147080	g29098
OG0007125	Np001G013960	g4862
OG0007126	Np001G014070	g10106
OG0007127	Np001G014600	g4798
OG0007128	Np001G015000	g10147
OG0007129	Np001G015850	g10178, g4744
OG0007130	Np001G016390	g10190
OG0007131	Np001G016910	g4536, g10233
OG0007132	Np001G017050	g10226, g17978
OG0007133	Np001G017780	g10274
OG0007134	Np001G017280	g1646, g1654
OG0007135	Np003G140310	g29350
OG0007136	Np003G132700	g5575, g45467
OG0007137	Np003G132440	g29659, g45460
OG0007138	Np003G132170	g29670
OG0007139	Np006G368300, Np003G140290	g5268
OG0007140	Np003G140280	g5269
OG0007141	Np003G131720	g5600
OG0007142	Np003G130550	g5632
OG0007143	Np003G129860	g29749
OG0007144	Np003G129530	g29762
OG0007145	Np003G129660	g5658, g29759
OG0007146	Np003G129090	g29789
OG0007147	Np003G147420	g29117
OG0007148	Np001G013480	g618
OG0007149	Np001G013410	g10078, g616
OG0007150	Np001G013390	g10077
OG0007151	Np001G012340	g10038
OG0007152	Np001G012310	g10035
OG0007153	Np001G012090	g563
OG0007154	Np001G012080	g562
OG0007156	Np001G011270	g522
OG0007157	Np001G011260	g521, g9996
OG0007158	Np001G049600	g2680
OG0007159	Np001G010780	g498
OG0007160	Np001G010640	g493, g18587
OG0007161	Np001G010380	g9958
OG0007162	Np001G010370	g9957
OG0007163	Np002G106030, Np001G009890	g9943
OG0007164	Np001G009820	g445, g9941
OG0007165	Np001G009750	g443, g9932
OG0007166	Np001G009460	g9912
OG0007167	Np001G009020	g417
OG0007168	Np001G007390	g9860
OG0007169	Np001G007270	g9855
OG0007170	Np001G007190	g347
OG0007171	Np001G006930	g334
OG0007172	Np001G048030	g2759
OG0007173	Np001G006710	g325
OG0007174	Np003G154120	g28718, g1217
OG0007175	Np001G052500	g2524
OG0007176	Np001G050890	g2609
OG0007177	Np001G050630	g2619
OG0007178	Np001G048090	g19486
OG0007179	Np001G007070	g18615
OG0007180	Np001G047490	g19506
OG0007181	Np001G046720	g2812, g19526
OG0007182	Np001G045720	g28770
OG0007183	Np003G126640	g3005
OG0007184	Np001G044730	g11446
OG0007185	Np001G044000	g11467
OG0007186	Np001G043660	g19616, g11500
OG0007187	Np002G091770	g41688
OG0007188	Np002G091910	g44904
OG0007191	Np002G087110	g45794
OG0007192	Np002G086790	g44753
OG0007193	Np002G089780, Np002G089790	g44854
OG0007194	Np002G086160	g45822, g44715
OG0007195	Np002G086150	g45823
OG0007197	Np002G084580	g44678
OG0007198	Np002G084360	g45884
OG0007199	Np002G084200	g44666
OG0007200	Np002G083940	g45909
OG0007201	Np002G083450	g44636
OG0007202	Np002G083210	g44624
OG0007203	Np003G147940	g41417
OG0007204	Np002G073530	g46441
OG0007206	Np001G038020	g11000
OG0007206	Np001G037960	g6261
OG0007207	Np002G075070	g46348
OG0007208	Np002G075200	g44364
OG0007209	Np002G075910	g44386
OG0007210	Np002G076460	g44399, g46274
OG0007211	Np002G076760	g46263
OG0007212	Np002G077000	g44416
OG0007213	Np002G077540, Np002G077500	g44436, g43487
OG0007214	Np002G077630	g44440
OG0007215	Np002G078610	g46177
OG0007216	Np002G078680	g44496
OG0007217	Np002G078800	g44498
OG0007218	Np002G078770	g44501
OG0007219	Np002G079180	g44519, g46142
OG0007220	Np002G080300	g46091
OG0007221	Np002G081370	g44575, g46052
OG0007222	Np006G320400	g52162
OG0007223	Np002G081950	g46018
OG0007224	Np002G082550	g44608
OG0007225	Np002G073480	g46443
OG0007226	Np002G073140	g46470
OG0007227	Np007G411700	g12370
OG0007228	Np002G072360	g46514
OG0007229	Np002G072220	g44327
OG0007230	Np002G071770	g44313, g46533
OG0007231	Np002G071500	g46545
OG0007232	Np002G070460	g46600
OG0007233	Np002G071400	g46548
OG0007234	Np002G071330	g46552
OG0007235	Np002G071220	g46559
OG0007236	Np002G071030	g44295
OG0007237	Np004G240530	g27313
OG0007238	Np005G309670	g19596
OG0007239	Np002G070670	g44278
OG0007240	Np007G408260	g7267
OG0007241	Np007G408220	g7265
OG0007243	Np007G406810	g12220
OG0007244	Np007G406570	g13201
OG0007245	Np007G405980	g7186, g12197
OG0007246	Np007G405920	g7179
OG0007247	Np007G405310	g13221
OG0007248	Np007G403980	g7086
OG0007249	Np007G403550	g7074
OG0007250	Np007G403110	g13238
OG0007252	Np007G390030	g12108, g7057
OG0007253	Np007G390300	g13250
OG0007254	Np007G390320	g12102
OG0007255	Np007G390390	g7040
OG0007256	Np007G390450	g12094, g7036
OG0007257	Np002G105420, Np007G394160	g6883
OG0007258	Np007G391900	g6978, g12058
OG0007259	Np007G392190	g6959
OG0007260	Np007G392630	g12046, g6944, g13287
OG0007261	Np007G393090	g6919
OG0007262	Np007G393110	g12031
OG0007263	Np007G393500, Np007G394610	g6913
OG0007264	Np003G149300, Np004G240220	g6905
OG0007265	Np007G393880	g13300, g12019
OG0007266	Np007G394380	g6872, g12007
OG0007267	Np007G394940	g13321
OG0007268	Np007G395170	g6850
OG0007269	Np007G396000	g11962
OG0007270	Np007G396120	g11960
OG0007271	Np007G396370	g13336
OG0007272	Np007G396430	g6799, g13338
OG0007273	Np007G397070	g6779
OG0007274	Np007G397930	g6758
OG0007275	Np007G399140	g6750
OG0007276	Np007G380630	g11888
OG0007277	Np007G381100	g6685
OG0007278	Np007G381680	g6663
OG0007279	Np007G381460	g6672
OG0007280	Np007G381440	g6673
OG0007281	Np007G381310, Np007G381320	g11870
OG0007282	Np007G382710	g6596, g13410
OG0007283	Np007G382720	g6595
OG0007284	Np007G382990	g13415
OG0007286	Np007G383270	g13425
OG0007287	Np007G383480	g6573
OG0007288	Np007G383570	g13434
OG0007289	Np007G385000	g6513
OG0007290	Np007G385240	g11750
OG0007291	Np007G385410	g13474, g6507
OG0007292	Np007G385910	g6486, g11734
OG0007293	Np007G386090	g13478
OG0007294	Np007G386930	g11724
OG0007295	Np007G387150	g6450, g13510
OG0007296	Np007G380100	g6301
OG0007297	Np006G355850	g40058
OG0007298	Np007G380160	g6310
OG0007299	Np007G378370	g6171
OG0007301	Np007G376280	g14045
OG0007302	Np007G376020	g14033
OG0007303	Np007G375520	g14006, g6049
OG0007304	Np007G374900	g6026
OG0007305	Np007G373990	g13934
OG0007306	Np007G373630	g13802
OG0007307	Np007G373140	g13808
OG0007308	Np007G372090	g13853, g5907
OG0007309	Np007G408720	g13144, g7292
OG0007310	Np004G190920	g36721
OG0007311	Np004G191250	g27984
OG0007312	Np004G191420	g36700, g54335
OG0007313	Np004G192430	g36665
OG0007314	Np004G194260	g36577
OG0007315	Np004G194670	g54254, g36559
OG0007316	Np004G194810	g36553
OG0007317	Np004G195220	g36521, g28031
OG0007318	Np004G195420	g36512, g54218
OG0007319	Np004G197080	g36422
OG0007320	Np004G198310	g36391
OG0007321	Np004G199060	g28098, g36356
OG0007322	Np004G198710	g36369
OG0007323	Np004G199510	g36322
OG0007324	Np004G199730	g54063
OG0007325	Np004G200140	g54024
OG0007326	Np005G300830	g24366, g24375
OG0007327	Np005G300940, Np005G300910	g47141
OG0007329	Np006G341400	g51474
OG0007330	Np006G341430	g51471
OG0007331	Np001G053960	g2433
OG0007332	Np001G053980	g2431, g19278
OG0007333	Np001G054370	g19262
OG0007334	Np001G054620	g19242
OG0007335	Np001G054640	g19241
OG0007336	Np001G055960	g19208
OG0007337	Np001G053670	g19289, g2456
OG0007338	Np001G053560	g19294
OG0007339	Np001G057490	g2292, g11298
OG0007340	Np001G057720	g2276
OG0007341	Np001G058350	g2246, g19131
OG0007343	Np005G270180	g23266, g16918
OG0007344	Np001G059750	g19061
OG0007345	Np001G060670	g2141
OG0007346	Np001G061320	g2059
OG0007347	Np001G063610	g18940, g1992
OG0007348	Np001G063630	g18938, g1995
OG0007349	Np001G064860	g2029
OG0007350	Np001G066380	g18805
OG0007351	Np001G066530	g1893
OG0007352	Np001G067120	g1868
OG0007353	Np001G068200	g1524, g18682
OG0007354	Np001G068330	g1776
OG0007355	Np001G069640	g18770
OG0007357	Np006G334560	g37304
OG0007358	Np003G162900, Np003G159080, Np003G163010	g47626
OG0007359	Np002G097110	g19221, g19220, g6438
OG0007360	Np001G068420	g18683, g1769
OG0007361	Np001G032620	g10842
OG0007362	Np004G192520, Np007G404900	g41769, g43412, g34975, g25599, g35335
OG0007363	Np006G342270, Np006G342210, Np006G342130, Np006G342320, Np006G342360	g51443
OG0007364	Np006G341880	g37982
OG0007365	Np006G341170	g51485
OG0007366	Np006G323490, Np006G323480	g18851
OG0007367	Np007G384950	g11752
OG0007368	Np002G078090	g44466
OG0007370	Np005G270980	g23290
OG0007371	Np002G090650	g40520
OG0007372	Np004G255850, Np002G115920	g49453
OG0007373	Np004G245550	g31376
OG0007374	Np007G392900	g6926
OG0007376	Np007G390190	g13248
OG0007379	Np007G378290, Np003G139800	g29379
OG0007380	Np005G286370	g23982, g17846
OG0007381	Np005G290580	g24152
OG0007382	Np005G292340	g24207
OG0007383	Np006G342460, Np004G237140	g37084
OG0007384	Np006G360810	g40111
OG0007385	Np003G144330	g5003
OG0007386	Np001G015660	g18503
OG0007388	Np003G156110	g28634
OG0007392	Np008G426840, Np005G295260	g53458, g17886, g53489
OG0007393	Np007G374290	g13951
OG0007393	Np007G374280	g13950
OG0007395	Np007G374860	g46167
OG0007398	Np001G046000, Np002G090280	g2889
OG0007400	Np003G167030	g1304
OG0007404	Np001G023850	g18610, g6696
OG0007413	Np005G276670	g23567
OG0007414	Np005G276350	g23550, g47675
OG0007415	Np005G276340	g23548, g17040
OG0007416	Np005G276110	g47677
OG0007417	Np005G275980	g47679, g23531
OG0007418	Np005G275880	g47682
OG0007419	Np005G275010, Np005G274960	g47698
OG0007420	Np005G274800	g23459, g17002
OG0007421	Np005G274630	g23457, g47713
OG0007422	Np005G274420	g47724
OG0007423	Np005G274240	g23439
OG0007424	Np005G273500	g47739
OG0007425	Np005G273090	g47752
OG0007426	Np005G272300	g23350, g47769
OG0007427	Np005G272160	g47777, g16959
OG0007428	Np005G271860	g23332, g47781
OG0007429	Np005G271800	g47782, g16955
OG0007430	Np005G273760, Np005G273670, Np005G271700	g23321
OG0007431	Np005G271670	g16951
OG0007432	Np005G271400	g23309, g16946
OG0007433	Np004G246150	g40155
OG0007434	Np005G270600	g23282
OG0007435	Np005G270590	g23281
OG0007436	Np005G270560	g47804
OG0007437	Np005G270540	g16929
OG0007438	Np005G270410	g53374, g36754
OG0007439	Np005G270120	g23260
OG0007440	Np005G269890	g23247
OG0007441	Np005G263340	g23197
OG0007442	Np005G263230	g23204
OG0007443	Np005G263560	g23180
OG0007444	Np005G263550	g23181
OG0007445	Np005G263990	g23155
OG0007446	Np005G264500	g23116
OG0007448	Np005G264270	g23137
OG0007449	Np005G264250	g47863
OG0007450	Np005G264200	g47862, g23140
OG0007451	Np005G264780, Np005G264810	g23086
OG0007452	Np005G264830	g23083
OG0007453	Np005G264900	g47883
OG0007454	Np005G264950	g23075
OG0007455	Np005G265400	g23047
OG0007456	Np005G265630	g23038
OG0007457	Np004G215290	g27757
OG0007458	Np004G216070	g50599
OG0007459	Np004G216090	g27736
OG0007460	Np004G217490	g27722
OG0007461	Np004G218180	g27769
OG0007462	Np004G218930, Np004G219760	g50630
OG0007463	Np004G219700	g32597
OG0007464	Np005G298070	g47183
OG0007465	Np005G299150	g24327
OG0007466	Np005G300020	g24355, g2666
OG0007467	Np005G300250	g17590
OG0007468	Np007G376590	g43827
OG0007469	Np002G105690	g41135
OG0007470	Np005G302800	g24448
OG0007471	Np002G111300	g41105, g43988
OG0007473	Np002G113240	g41062
OG0007474	Np004G248350	g49726
OG0007475	Np002G117260	g40983
OG0007476	Np002G117500	g40977
OG0007477	Np004G247450	g27142
OG0007478	Np002G118280	g40961
OG0007479	Np002G118660	g40946
OG0007480	Np002G118700	g44195
OG0007481	Np001G032850	g10829
OG0007482	Np001G028200	g51421
OG0007483	Np001G027940	g10810
OG0007484	Np001G026580	g10761
OG0007485	Np004G241730	g31550
OG0007486	Np001G025110	g16698
OG0007487	Np001G024950	g10678
OG0007488	Np001G024870	g10674, g16694
OG0007489	Np001G024720	g10668
OG0007490	Np001G024550	g10659
OG0007493	Np001G023450	g10610
OG0007495	Np001G022610	g10573
OG0007496	Np001G022570	g1590
OG0007497	Np001G021990	g10545
OG0007498	Np001G021760	g10533
OG0007499	Np001G021680	g10528
OG0007501	Np001G021280	g10513
OG0007502	Np001G021270	g10512
OG0007503	Np001G020920	g10495
OG0007504	Np001G020490	g10462
OG0007506	Np001G018980	g10365
OG0007507	Np005G314930	g16904
OG0007508	Np001G018730	g10350
OG0007510	Np002G092600	g41777
OG0007511	Np002G093460	g41818
OG0007512	Np002G093970	g44970
OG0007513	Np002G095970	g45018
OG0007514	Np002G096090	g45021
OG0007515	Np002G097350	g45049
OG0007516	Np002G098880	g45091
OG0007517	Np003G145160	g29012
OG0007518	Np002G124640	g40749
OG0007519	Np004G191570	g36693
OG0007520	Np002G123820	g40819
OG0007521	Np002G123480	g40806
OG0007522	Np002G122820	g40783
OG0007523	Np002G122220	g40847
OG0007525	Np002G121490	g40855
OG0007526	Np002G121330	g44244
OG0007527	Np002G120000	g40903
OG0007528	Np002G119930	g40912
OG0007529	Np002G119780	g40924, g37947
OG0007530	Np007G408750	g7293
OG0007531	Np007G408800	g7295
OG0007532	Np007G408810	g7300
OG0007533	Np007G408940	g7307
OG0007534	Np005G276940	g17115, g17070
OG0007535	Np005G280160	g23734, g17150
OG0007536	Np005G279930	g47566
OG0007537	Np005G279810	g47572
OG0007538	Np006G330970	g51955
OG0007539	Np006G331110	g37366
OG0007540	Np006G331140	g51947
OG0007541	Np007G413690	g13021
OG0007543	Np007G413640	g7510
OG0007544	Np007G413330	g13050
OG0007545	Np007G413290	g7484
OG0007546	Np007G413050	g7472, g13061
OG0007547	Np007G412820	g7466
OG0007548	Np003G128170	g45368
OG0007549	Np007G412580	g12387
OG0007550	Np007G412230	g13070
OG0007551	Np007G411960	g7436
OG0007552	Np007G411720	g7427
OG0007553	Np003G129220	g5681, g29785
OG0007554	Np007G411280	g7413, g12355
OG0007555	Np007G410650	g7391, g12331
OG0007556	Np007G410570	g12327
OG0007557	Np007G410440	g12322, g7384
OG0007559	Np007G410160	g7369
OG0007560	Np007G410040	g7364
OG0007561	Np007G410000	g7359
OG0007562	Np007G409900	g13124
OG0007563	Np005G276860	g17064
OG0007564	Np007G409630	g12298
OG0007565	Np007G409620	g13129
OG0007566	Np007G409580	g7341
OG0007568	Np007G409080	g12286
OG0007569	Np005G264490	g47872, g18201
OG0007570	Np003G174660	g1468
OG0007571	Np001G034050	g10915
OG0007572	Np004G200790	g54003
OG0007573	Np003G172440	g28285
OG0007574	Np003G172100	g1382, g28286
OG0007575	Np003G171850	g1369
OG0007576	Np003G171710	g28296
OG0007577	Np005G263470	g18151
OG0007578	Np003G165910	g882
OG0007579	Np003G164140	g41280
OG0007581	Np003G164470	g28405
OG0007582	Np003G164580	g28400
OG0007583	Np006G343450, Np001G064290, Np003G164850	g28397, g41255
OG0007584	Np003G164110	g41282
OG0007585	Np003G163890	g28421
OG0007586	Np003G162250	g28456
OG0007587	Np003G161990	g940, g28448
OG0007588	Np003G162740	g956
OG0007589	Np003G163190	g28488, g39413
OG0007590	Np003G160900	g28496
OG0007591	Np003G159400	g28521
OG0007592	Np003G158690	g28530
OG0007593	Np003G158340	g1046
OG0007594	Np003G158240	g28548
OG0007595	Np004G246780	g27158
OG0007596	Np003G156860	g28575
OG0007597	Np003G156590	g1095
OG0007598	Np003G156550	g28596
OG0007599	Np003G156490	g28794, g28601
OG0007600	Np003G156050	g39307
OG0007601	Np003G155980	g28641
OG0007602	Np003G155580, Np003G155630	g28650
OG0007603	Np003G155260	g28660
OG0007604	Np003G154870	g1155
OG0007605	Np001G014990	g10146
OG0007606	Np003G140110	g5273
OG0007607	Np003G139820	g5289
OG0007608	Np003G139740	g29375, g45610
OG0007609	Np003G139700	g29373, g5293
OG0007610	Np003G139570	g29389
OG0007611	Np003G139250	g45597
OG0007612	Np003G139120	g45589
OG0007613	Np003G138970	g5326
OG0007614	Np003G138870	g5331
OG0007615	Np003G138630	g5338, g29420
OG0007616	Np003G138490	g5350
OG0007617	Np003G138100	g5371, g29443
OG0007618	Np003G138080	g5372, g29445, g45568
OG0007619	Np003G137800	g29449
OG0007620	Np005G310330, Np003G137450	g29467, g5392
OG0007621	Np003G136940	g5405
OG0007622	Np003G135370	g5470
OG0007623	Np003G135110	g45504, g5486
OG0007624	Np003G134970	g29577
OG0007625	Np003G134860	g29581
OG0007626	Np003G134340	g45493
OG0007627	Np003G134310	g5515
OG0007628	Np003G134040	g29604
OG0007629	Np003G133230	g5555
OG0007630	Np003G133040	g5562
OG0007631	Np005G295380	g17552
OG0007632	Np005G293370	g47240
OG0007633	Np005G292880	g47248, g24229
OG0007634	Np005G292710	g24226
OG0007638	Np005G290680	g47292
OG0007639	Np005G290510	g17453
OG0007640	Np005G290210	g47300
OG0007641	Np005G289910	g17425
OG0007642	Np005G288830	g24079
OG0007643	Np001G039050	g40514
OG0007644	Np001G007770	g9870
OG0007645	Np005G288230	g17374, g47344
OG0007646	Np005G287150	g47355
OG0007647	Np003G184690	g25544
OG0007648	Np005G288030	g47375
OG0007649	Np005G286750	g23990
OG0007650	Np005G285960	g17309
OG0007651	Np005G285840	g23969
OG0007652	Np005G285710	g47413
OG0007653	Np005G285580	g17302
OG0007654	Np005G285230	g17294
OG0007655	Np005G285010	g23949
OG0007656	Np005G284830	g17282
OG0007657	Np005G284660	g23933
OG0007658	Np005G284410	g47450
OG0007659	Np005G284390	g23918
OG0007660	Np005G283440	g23884
OG0007661	Np005G283270	g23878
OG0007662	Np005G283040	g23860
OG0007663	Np004G206120	g50683
OG0007664	Np004G206170	g50690
OG0007665	Np004G206330	g32666
