Orthogroup	Noccaea_praecox	Cochlearia_excelsa
OG0013879	Np004G202210	g36169
OG0013880	Np005G282280	g47508
OG0013881	Np005G282070	g23831
OG0013882	Np005G281750	g17198, g47517
OG0013883	Np005G281740	g17197
OG0013884	Np005G281500	g17189
OG0013885	Np005G281190	g23796
OG0013886	Np005G281140	g23789
OG0013887	Np005G281120	g17179
OG0013888	Np005G270000	g23252
OG0013889	Np006G364180	g51037
OG0013890	Np006G364540	g38342
OG0013891	Np006G364430	g38341
OG0013892	Np006G364590	g38347
OG0013893	Np005G263240	g47836
OG0013894	Np006G364720	g51033
OG0013895	Np006G364730	g38349
OG0013897	Np006G364820	g51029
OG0013898	Np006G364400	g36878
OG0013899	Np006G364370	g38338
OG0013900	Np006G366810	g38424
OG0013901	Np006G367990	g36916
OG0013902	Np002G076940	g46250
OG0013903	Np002G076950	g44412
OG0013904	Np006G368520	g38479
OG0013905	Np006G368900	g38488
OG0013906	Np006G369120	g38504
OG0013907	Np006G369450	g36942
OG0013908	Np006G369480	g38511
OG0013909	Np006G369530	g38514
OG0013911	Np006G370510	g50867
OG0013913	Np006G371170	g50850
OG0013915	Np004G241200	g31579
OG0013916	Np004G241780	g31545
OG0013917	Np004G241790	g31544, g49917
OG0013918	Np004G242090	g31534
OG0013919	Np004G242360	g27265
OG0013920	Np004G242600	g31507
OG0013921	Np004G243030, Np004G243060	g31480
OG0013922	Np004G243110	g27248
OG0013923	Np004G243170	g27245
OG0013924	Np004G243260	g31474
OG0013925	Np004G243480	g31460
OG0013926	Np004G244010	g31448
OG0013927	Np004G244490	g49860
OG0013928	Np004G244850	g27194
OG0013929	Np004G244870	g31401
OG0013930	Np004G245960	g49798, g27181
OG0013932	Np004G246190	g49788
OG0013933	Np004G246390	g31333
OG0013934	Np004G246530	g31330
OG0013935	Np004G247510	g31299
OG0013936	Np004G247600	g49761
OG0013937	Np004G247830	g31277
OG0013938	Np007G388890	g13565
OG0013939	Np007G388880	g11647
OG0013940	Np001G015690	g4728
OG0013941	Np004G249160	g31223
OG0013942	Np004G249100	g49709
OG0013943	Np004G249540	g31202
OG0013944	Np004G249580	g27087
OG0013945	Np004G249690	g31183
OG0013946	Np004G249730	g27076
OG0013947	Np004G249750	g27075
OG0013948	Np004G249800	g27072, g49635
OG0013949	Np004G249860	g31176
OG0013950	Np004G250620	g27033
OG0013951	Np004G250770	g49673
OG0013952	Np004G250870	g49678
OG0013953	Np004G250930	g31119
OG0013954	Np001G062550	g26331, g26323, g26328, g46959
OG0013955	Np004G251530	g31083
OG0013956	Np004G252090	g31066
OG0013957	Np004G252180	g27008
OG0013958	Np004G252310	g31052
OG0013959	Np004G252520	g26995
OG0013960	Np004G252620	g31041
OG0013961	Np004G252630	g31040
OG0013962	Np004G253000	g31019
OG0013963	Np004G253300	g30999
OG0013964	Np004G253470	g49541
OG0013965	Np004G253610	g30980, g30970
OG0013966	Np004G253940	g30953
OG0013967	Np004G254230	g30945
OG0013968	Np004G254310	g49505
OG0013969	Np004G254660	g26956
OG0013970	Np004G255040	g49484, g49480
OG0013971	Np004G255250	g30894
OG0013972	Np004G255290	g30898
OG0013973	Np004G255470	g30855
OG0013974	Np004G255750	g49455
OG0013975	Np004G255960	g26931
OG0013978	Np004G256970	g30826
OG0013979	Np004G257210	g49406
OG0013980	Np004G257350	g30808
OG0013981	Np004G257380	g26902
OG0013982	Np004G257750	g49383, g26895
OG0013983	Np004G258300	g26881
OG0013984	Np004G258410	g26879
OG0013985	Np004G258570	g30763
OG0013986	Np004G258600	g30760
OG0013987	Np004G258630	g30759
OG0013988	Np004G258650	g49343
OG0013989	Np004G258720	g49333
OG0013990	Np004G259080	g30738, g49316
OG0013991	Np004G258980	g26872
OG0013992	Np004G259250	g30735
OG0013993	Np004G259460, Np004G259490	g49300
OG0013994	Np004G259530	g49299
OG0013995	Np004G259570	g38176
OG0013996	Np004G259600	g26861
OG0013997	Np002G078300	g44478
OG0013998	Np004G259920	g49274
OG0013999	Np003G140840	g5228
OG0014000	Np003G141510	g45662
OG0014001	Np003G147010	g4883
OG0014002	Np003G141390	g29307
OG0014003	Np003G141360	g29310
OG0014004	Np003G140980	g45636
OG0014005	Np003G141680	g29286
OG0014006	Np003G142400	g29243
OG0014007	Np003G142620	g5090
OG0014009	Np003G142640	g5088
OG0014010	Np003G142680	g29222
OG0014011	Np003G142710	g29219
OG0014012	Np003G142910	g45712
OG0014013	Np003G142920	g29214
OG0014014	Np003G143090	g5065
OG0014015	Np003G143220	g45721
OG0014016	Np003G143250	g29199
OG0014017	Np003G143590	g29191
OG0014018	Np003G143860	g29177
OG0014019	Np003G143940	g29169
OG0014020	Np003G144170	g5007
OG0014021	Np003G144350	g29146
OG0014022	Np003G144430	g4997
OG0014023	Np003G144740	g29134
OG0014024	Np003G144730	g29135
OG0014025	Np003G144960	g4986
OG0014026	Np003G145620	g41481
OG0014027	Np002G075330	g46326
OG0014028	Np003G145700	g29035
OG0014029	Np003G145980	g41473
OG0014030	Np003G146320	g4915
OG0014031	Np003G146390	g29059
OG0014032	Np003G146520	g4907
OG0014033	Np003G146780	g4899
OG0014034	Np003G147050	g29097
OG0014035	Np003G147270	g29107
OG0014036	Np001G014110	g10109
OG0014037	Np001G014240	g4837
OG0014038	Np001G014260	g10116
OG0014039	Np001G014290	g4832
OG0014040	Np001G014340	g4824
OG0014041	Np001G014470	g4805
OG0014042	Np001G041010	g11101
OG0014043	Np001G014840	g18515
OG0014045	Np001G015680	g4727
OG0014046	Np001G016940	g4452
OG0014047	Np001G017010	g10229
OG0014048	Np001G017090	g10222
OG0014049	Np001G017130	g18499
OG0014050	Np001G017800	g10276
OG0014051	Np001G017250	g1644
OG0014052	Np003G140340	g5264
OG0014053	Np003G132600	g45463
OG0014054	Np003G132740	g29648
OG0014055	Np003G132640	g5578
OG0014056	Np005G308970, Np003G141730	g29280
OG0014057	Np003G132350	g45457
OG0014058	Np003G132310	g29665
OG0014059	Np003G132280	g45456
OG0014060	Np003G132120	g29672
OG0014061	Np001G018150	g10299
OG0014062	Np003G131530	g5609
OG0014063	Np003G131450	g5612
OG0014064	Np003G131320	g29698
OG0014065	Np003G131180	g29703
OG0014067	Np003G130990	g5620, g45437
OG0014068	Np003G130750	g29711
OG0014069	Np003G130660, Np003G137480	g5630
OG0014070	Np003G130520	g29723
OG0014071	Np003G130490	g5636
OG0014072	Np003G130250	g29733
OG0014073	Np003G130050	g29736
OG0014074	Np003G129470	g29765
OG0014075	Np003G129490	g29763
OG0014076	Np003G129610, Np003G132780	g5659
OG0014078	Np003G129360	g25857, g29774
OG0014079	Np003G129330	g5676
OG0014080	Np003G129300	g29779, g45407
OG0014081	Np003G129240	g29783
OG0014082	Np003G129200	g29786
OG0014083	Np003G128960	g5692
OG0014084	Np001G013640	g10093, g624
OG0014085	Np001G013170	g606
OG0014087	Np001G012780	g18562, g10057
OG0014088	Np001G011570	g10005
OG0014089	Np001G011700	g542
OG0014090	Np001G011740	g10012
OG0014091	Np001G011490	g10001
OG0014092	Np001G011430	g526
OG0014093	Np001G011060	g509
OG0014094	Np001G010870	g9988
OG0014095	Np007G388580	g13534
OG0014096	Np001G010030	g9951
OG0014097	Np001G010000	g457
OG0014098	Np001G009700	g9927
OG0014099	Np001G009170	g9898
OG0014100	Np001G009110	g419
OG0014101	Np001G008740	g9885
OG0014102	Np005G276750	g23572, g47658
OG0014103	Np001G007920	g383
OG0014104	Np001G007820, Np001G007810	g9871
OG0014105	Np001G007470, Np001G007490	g364
OG0014106	Np001G007090	g341
OG0014107	Np001G007000	g337
OG0014108	Np001G006970	g335
OG0014109	Np001G006880	g333
OG0014110	Np001G006790	g9835
OG0014111	Np001G006620	g322, g9831
OG0014112	Np001G006610	g9830
OG0014113	Np003G154100	g28716
OG0014114	Np003G154250	g1204
OG0014115	Np003G154610	g1165
OG0014116	Np001G053280	g19309
OG0014117	Np001G053180	g2474
OG0014118	Np001G053120	g19315
OG0014119	Np001G053060	g2485
OG0014120	Np001G052730	g2507
OG0014121	Np001G052480	g2525
OG0014122	Np001G052200	g19351
OG0014123	Np005G268320	g18254
OG0014124	Np001G052030	g2565
OG0014125	Np001G051770	g2581
OG0014126	Np001G051010	g19382
OG0014127	Np001G050910	g19385
OG0014128	Np001G050820	g19391
OG0014129	Np001G050370	g2627
OG0014130	Np001G050300	g19407
OG0014131	Np001G050100	g11386
OG0014132	Np001G049940	g2645
OG0014133	Np001G049330	g11387
OG0014134	Np001G049120	g2705
OG0014135	Np001G048260	g2725
OG0014136	Np001G048190	g2728
OG0014137	Np001G048060	g2763
OG0014138	Np003G180000, Np003G180010	g25747
OG0014139	Np001G047670	g19499
OG0014140	Np001G047560	g2736
OG0014141	Np001G047200	g2773
OG0014142	Np001G047130	g2781
OG0014143	Np001G047100, Np001G047110	g2782, g2784
OG0014144	Np001G046770	g2809
OG0014145	Np001G046760	g11410
OG0014146	Np001G046350	g11431
OG0014147	Np001G046160	g2879
OG0014148	Np001G045870	g19566
OG0014149	Np002G080310	g46090
OG0014150	Np001G045560	g19581
OG0014151	Np001G045500	g19582
OG0014152	Np001G045350	g2945
OG0014153	Np001G045000	g2991
OG0014154	Np001G044960	g11444
OG0014155	Np001G044790	g3008
OG0014156	Np001G044710	g3015
OG0014157	Np001G044570	g19600
OG0014158	Np001G043850	g11470
OG0014159	Np001G043830	g3411
OG0014160	Np001G043820	g3412
OG0014161	Np001G043710	g19612
OG0014162	Np006G323890	g52271
OG0014163	Np003G175330	g25943
OG0014164	Np004G190240	g36740
OG0014165	Np002G091240	g41651
OG0014166	Np002G091610	g44895
OG0014167	Np002G090800	g41616
OG0014168	Np002G121180	g40870
OG0014169	Np002G090500	g44871
OG0014170	Np002G090380	g41588, g41586
OG0014171	Np002G088850	g45755, g41504
OG0014172	Np002G088750	g44819
OG0014173	Np002G071010	g44293
OG0014174	Np002G087320	g45784
OG0014175	Np002G087240	g45790
OG0014176	Np002G087120	g45793
OG0014179	Np002G086130	g18015
OG0014180	Np002G085460	g45848
OG0014181	Np002G085080	g45869
OG0014182	Np002G084950	g45871
OG0014183	Np002G084030	g45905
OG0014184	Np002G083910	g44661
OG0014185	Np002G083820	g45916
OG0014186	Np002G083690	g3816, g45923, g3817
OG0014187	Np002G083650	g45928
OG0014188	Np002G083510	g44639
OG0014189	Np002G083320	g44630
OG0014190	Np002G083310	g45992
OG0014191	Np002G083150	g45974
OG0014192	Np002G083140	g44621
OG0014193	Np002G073710	g46428
OG0014194	Np002G074510	g17960
OG0014195	Np002G074590	g13614
OG0014196	Np002G074760	g46372
OG0014197	Np002G075160	g46340
OG0014198	Np002G075190	g46337
OG0014199	Np002G075390	g13618
OG0014200	Np002G075470	g46306
OG0014202	Np002G075900	g46319
OG0014203	Np002G076200	g46288
OG0014204	Np002G076550	g44401
OG0014205	Np002G076990	g44415
OG0014207	Np002G077070	g46246
OG0014208	Np002G077220	g44419, g46239
OG0014210	Np002G077830	g46215
OG0014211	Np002G078120	g46193
OG0014212	Np002G078130	g44469
OG0014213	Np002G078400	g44480
OG0014215	Np002G078690	g46173
OG0014216	Np002G078860	g44503
OG0014217	Np002G078980	g44511
OG0014218	Np002G079240	g44521
OG0014219	Np002G079300	g44530
OG0014221	Np002G079490	g46131
OG0014222	Np002G079600	g46128, g44543
OG0014223	Np002G079650	g46125
OG0014224	Np002G079990	g46110
OG0014225	Np002G080050, Np002G080720	g46108
OG0014226	Np002G080140, Np002G080620	g46102
OG0014227	Np002G080190	g46100
OG0014228	Np002G080220	g46097
OG0014229	Np006G342960, Np002G080280	g46092
OG0014230	Np002G080370, Np002G080410	g44560
OG0014231	Np002G081090	g44567
OG0014232	Np002G081330	g46055
OG0014233	Np002G081400	g46049
OG0014235	Np002G081960	g46017
OG0014236	Np002G082100	g46009
OG0014237	Np002G082170, Np002G082130	g46007
OG0014238	Np004G238610	g27372
OG0014239	Np002G082440	g45998
OG0014240	Np002G082450	g44604
OG0014241	Np002G082540	g44607
OG0014242	Np002G082690	g44614
OG0014243	Np002G072820	g36056, g46490, g22310
OG0014244	Np002G072720	g46494
OG0014245	Np002G072620	g44338
OG0014246	Np002G072530	g46504
OG0014248	Np002G072310	g46519
OG0014249	Np002G072230	g46518
OG0014250	Np002G072160	g44323
OG0014251	Np002G072140	g25757
OG0014252	Np002G071450	g44300
OG0014254	Np002G070820	g46583
OG0014255	Np002G070810	g44285
OG0014256	Np002G070770	g46587
OG0014257	Np005G311740, Np002G070760	g46588
OG0014258	Np002G070740	g46591
OG0014259	Np002G070410	g46602
OG0014260	Np002G070320	g46606
OG0014262	Np002G070290	g46609
OG0014263	Np002G070110	g44266
OG0014264	Np002G070130	g14654, g17996
OG0014265	Np007G408710	g7291
OG0014266	Np007G408380	g12257
OG0014267	Np004G190620, Np007G407910	g13161
OG0014268	Np007G406560	g13202
OG0014269	Np007G406530	g7207
OG0014270	Np003G164410	g908
OG0014271	Np007G406100	g12204
OG0014272	Np007G406090	g12203
OG0014273	Np007G406040	g7191
OG0014274	Np007G405320	g7150
OG0014275	Np007G404960	g7137
OG0014276	Np007G404940	g7136
OG0014277	Np007G404910	g19161
OG0014278	Np007G404580	g12147
OG0014279	Np007G404430	g7102
OG0014280	Np007G402980	g7066
OG0014281	Np007G402920	g7065
OG0014282	Np007G390120	g12105
OG0014283	Np003G175130	g26001
OG0014284	Np007G390330	g13251
OG0014285	Np007G390350	g7044
OG0014286	Np007G390700	g7016
OG0014287	Np007G391280	g13263
OG0014288	Np007G391530	g12072
OG0014289	Np007G391820	g6983
OG0014290	Np007G392160	g13277
OG0014291	Np007G392320	g13280
OG0014292	Np007G392810	g6929
OG0014293	Np007G392860	g13292
OG0014294	Np007G393180	g6917
OG0014295	Np007G393640	g12021
OG0014296	Np007G394020	g6890
OG0014297	Np006G359280	g40035
OG0014298	Np007G394500	g12006
OG0014300	Np007G395010	g11990
OG0014301	Np007G395190	g11983
OG0014303	Np007G395910	g11970
OG0014304	Np007G395920	g6820
OG0014305	Np007G395930	g6819
OG0014306	Np004G197690	g54151
OG0014307	Np007G396390	g11957
OG0014308	Np007G396420	g6800
OG0014309	Np004G197200	g54154
OG0014310	Np007G397510	g11952
OG0014311	Np007G397640	g6771
OG0014314	Np007G399220	g6747
OG0014315	Np007G399640	g6740
OG0014317	Np011G436160	g11912
OG0014319	Np007G380470	g11897
OG0014320	Np007G380530	g11893
OG0014321	Np007G380570	g11891
OG0014322	Np007G380590	g6699
OG0014324	Np007G381410	g6674
OG0014325	Np007G381340	g13388
OG0014326	Np007G381250	g13384
OG0014327	Np007G381230	g6678, g13383
OG0014328	Np007G381970	g6634
OG0014330	Np007G383440	g11807
OG0014331	Np003G148180	g41415
OG0014332	Np007G383760	g6565
OG0014333	Np007G383950	g6558
OG0014334	Np007G384650	g11757
OG0014335	Np007G384870	g6524
OG0014336	Np007G384910	g6521
OG0014337	Np007G385250	g11749
OG0014338	Np005G306400	g24576
OG0014339	Np007G386110	g13484
OG0014340	Np007G386860	g11726
OG0014341	Np007G389550	g13586
OG0014342	Np007G386960	g6456
OG0014343	Np007G386970	g13498
OG0014344	Np007G387360	g13515
OG0014345	Np007G387460	g13518
OG0014346	Np007G387890	g6409
OG0014347	Np007G387900	g13522, g6408
OG0014348	Np007G388020	g6398
OG0014349	Np007G388790	g13562
OG0014350	Np007G388770	g6366
OG0014351	Np007G388730	g13550
OG0014352	Np007G379890	g13666
OG0014353	Np007G374720	g6020
OG0014354	Np007G400510, Np007G413140	g7478
OG0014355	Np007G389730	g11579
OG0014356	Np007G389660	g13417
OG0014357	Np007G389650	g13416
OG0014358	Np007G389540	g11596
OG0014359	Np007G389510	g13582
OG0014360	Np007G389350	g13579
OG0014361	Np007G389090	g13573
OG0014362	Np007G380050	g13672
OG0014363	Np007G378110	g14242
OG0014364	Np007G380170	g13664
OG0014365	Np007G379710	g14569
OG0014366	Np007G379530	g14450
OG0014367	Np007G379480, Np007G379460	g13679
OG0014368	Np007G379190	g6196
OG0014369	Np007G379170	g13684
OG0014370	Np005G263460	g23188
OG0014371	Np007G378980	g6192
OG0014372	Np007G378580	g6188
OG0014373	Np007G378470	g13686
OG0014374	Np004G251460	g31095
OG0014375	Np007G377890	g6151
OG0014376	Np007G377860	g14232
OG0014378	Np007G377390	g39562, g6137
OG0014379	Np004G203830	g28246
OG0014380	Np007G376930	g14085
OG0014381	Np007G376570	g14059
OG0014382	Np007G376490, Np007G376460	g14051
OG0014383	Np007G376000	g6094
OG0014384	Np007G375750	g6081
OG0014385	Np007G375530	g6050
OG0014386	Np007G374560	g13958
OG0014387	Np007G374140	g13782
OG0014388	Np007G374130	g5993
OG0014389	Np007G374000	g13936
OG0014390	Np007G373970	g5987
OG0014391	Np007G373960	g5986
OG0014392	Np007G373590, Np006G329760, Np003G150310, Np006G329750	g13916
OG0014393	Np007G373290	g13910
OG0014394	Np007G373110	g13902
OG0014395	Np007G372570	g13871
OG0014396	Np007G372500	g13869
OG0014397	Np007G372310, Np007G372330	g5921, g13862
OG0014398	Np007G371970	g5903
OG0014399	Np007G371870	g13847, g5897
OG0014400	Np007G371760	g13844
OG0014401	Np007G371650	g5876
OG0014402	Np007G371680	g5888
OG0014403	Np004G190070	g27972
OG0014404	Np004G190120	g39449
OG0014405	Np004G190640	g36736, g54363
OG0014406	Np001G035890, Np001G056750	g54362
OG0014407	Np004G191100	g54320
OG0014408	Np004G191160	g36712
OG0014409	Np004G191190	g54322
OG0014410	Np001G032610	g10843
OG0014411	Np004G191320	g36704
OG0014412	Np004G192440	g36664
OG0014413	Np004G192500	g54303
OG0014414	Np004G192790	g36637
OG0014415	Np004G193240	g36618
OG0014417	Np004G193970	g54277
OG0014418	Np004G194150	g54270
OG0014419	Np004G194360	g36574
OG0014420	Np004G194370	g36573
OG0014421	Np004G194380	g36572
OG0014422	Np004G194500	g36562
OG0014423	Np004G194800	g36554
OG0014424	Np004G195180	g36523
OG0014425	Np004G195240	g54229
OG0014426	Np004G195490	g54214
OG0014427	Np004G196250	g36470
OG0014428	Np004G196030	g54194
OG0014429	Np004G195720	g28036
OG0014430	Np002G089970	g44862
OG0014431	Np004G196530	g54181, g36454
OG0014433	Np004G196710	g36445
OG0014434	Np004G196900	g36430, g54164
OG0014435	Np004G196940	g28058
OG0014436	Np004G197650	g36411
OG0014437	Np004G197750	g43449, g36405
OG0014438	Np004G198080	g54139
OG0014439	Np007G395660	g6833
OG0014440	Np004G198250	g36395
OG0014441	Np004G198290	g54124
OG0014442	Np004G198570	g36382
OG0014443	Np004G198590	g36374
OG0014444	Np004G198730	g54106
OG0014445	Np004G198510	g54118
OG0014446	Np004G199310	g36328
OG0014447	Np004G199620	g36321
OG0014448	Np004G199710	g28107
OG0014449	Np005G300710	g47147
OG0014450	Np005G301210	g24393
OG0014451	Np001G057320	g2303
OG0014452	Np005G301250	g24398
OG0014453	Np005G301490	g17610
OG0014454	Np005G301690	g47127
OG0014455	Np005G302010	g24417
OG0014456	Np006G341740	g37100
OG0014457	Np006G341750	g51461
OG0014458	Np001G061210, Np006G341870	g51455
OG0014459	Np001G053830	g11339
OG0014460	Np001G053880	g11336
OG0014461	Np001G018870	g3237
OG0014462	Np001G054220	g2420
OG0014463	Np001G054230	g2419
OG0014464	Np003G170570, Np001G054240	g2418
OG0014465	Np001G054330	g2414
OG0014466	Np001G054540	g19251
OG0014467	Np001G054700	g19240
OG0014468	Np001G054850	g19226
OG0014469	Np001G054920	g19224
OG0014470	Np002G090070	g13638
OG0014471	Np001G056200, Np004G197600	g11314
OG0014472	Np001G056240	g19198
OG0014473	Np001G056780	g11305
OG0014474	Np001G057170	g19168
OG0014475	Np001G053740	g2445
OG0014476	Np003G141750	g29282
OG0014477	Np001G053630	g19293
OG0014478	Np001G053610	g11341
OG0014479	Np001G053370	g19304
OG0014480	Np001G057540	g2289
OG0014481	Np001G057590	g11297
OG0014482	Np001G058310	g2242
OG0014483	Np001G058760	g2233
OG0014484	Np001G058840	g2222
OG0014485	Np001G058850	g2221, g19108
OG0014486	Np001G059000	g19100
OG0014487	Np001G059330	g2192
OG0014488	Np001G060200	g2165
OG0014489	Np001G060300	g2163
OG0014490	Np006G331430	g51920
OG0014492	Np001G061200	g19014
OG0014493	Np001G061250	g2055
OG0014494	Np001G061290	g2058
OG0014495	Np001G061730	g18996
OG0014496	Np001G062700	g18971
OG0014497	Np001G062920	g11222
OG0014499	Np001G063330	g18954
OG0014500	Np001G063560	g1988
OG0014501	Np001G064370	g2005
OG0014502	Np001G064410	g2007
OG0014503	Np001G064440	g18906
OG0014504	Np001G064650	g2020
OG0014505	Np001G064670	g18895
OG0014506	Np001G065120	g1957
OG0014507	Np001G065300	g1952
OG0014508	Np001G065360	g18870
OG0014509	Np001G065790	g1925
OG0014510	Np001G066140	g18825
OG0014511	Np001G060950	g19016
OG0014512	Np001G066430	g1901
OG0014513	Np001G066500	g1897, g18801
OG0014514	Np001G066710	g1885
OG0014515	Np001G066850	g1880
OG0014516	Np001G067410	g1842
OG0014517	Np001G067630	g1826
OG0014518	Np001G067880	g1813
OG0014520	Np001G041580, Np001G068140	g11159
OG0014521	Np001G068150	g11158
OG0014522	Np001G068160	g11157
OG0014523	Np001G068390	g1774
OG0014524	Np001G068770, Np001G068730	g11150
OG0014525	Np001G069270	g18740
OG0014526	Np001G069590	g18766
OG0014527	Np001G069600	g1741
OG0014528	Np001G069760	g18780
OG0014529	Np001G069850	g18787
OG0014530	Np001G069880	g18699
OG0014531	Np007G389440	g44659
