Orthogroup	Alyssum_gmelinii	Arabidopsis_arenosa
OG0011366	Ag005G470320	jg25252
OG0011368	Ag005G469880	jg25283
OG0011369	Ag005G469850	jg25288
OG0011370	Ag005G469830, Ag005G469810	jg25290
OG0011371	Ag007G626320, Ag006G519250	jg25332
OG0011372	Ag005G468400	jg25367
OG0011373	Ag005G468250	jg25379
OG0011374	Ag005G467780	jg25384
OG0011375	Ag005G467480	jg25415
OG0011376	Ag005G466340	jg25433
OG0011378	Ag001G005800	jg33569
OG0011379	Ag005G464860	jg25508
OG0011380	Ag005G464760	jg25518
OG0011381	Ag005G464470	jg25532
OG0011382	Ag005G464210	jg25551
OG0011383	Ag005G463960	jg25565
OG0011384	Ag005G463860	jg25574
OG0011385	Ag005G463740, Ag007G614380	jg25590
OG0011386	Ag005G461530	jg25670
OG0011387	Ag005G461430	jg25683
OG0011388	Ag005G447520, Ag005G461330	jg25685
OG0011389	Ag005G461290	jg25688
OG0011391	Ag005G457260	jg25881
OG0011392	Ag005G456530	jg25912
OG0011393	Ag005G455390, Ag005G455520	jg25945
OG0011394	Ag005G453560	jg25987
OG0011395	Ag005G453350	jg26007
OG0011396	Ag005G452220	jg26038
OG0011397	Ag005G450820	jg26055
OG0011398	Ag005G450590, Ag005G415040	jg26067
OG0011399	Ag005G450510	jg26068
OG0011400	Ag005G450250	jg26074
OG0011401	Ag005G448540	jg26119
OG0011402	Ag005G446540	jg26175
OG0011403	Ag005G446070	jg26199
OG0011404	Ag005G445920, Ag002G170000	jg26205
OG0011405	Ag005G444700	jg26242
OG0011406	Ag005G442320, Ag005G443630	jg26304
OG0011407	Ag005G440550	jg26380
OG0011408	Ag005G440440	jg26385
OG0011409	Ag005G439440	jg26429
OG0011410	Ag005G439320	jg26442
OG0011411	Ag005G438250, Ag008G698840	jg26482
OG0011412	Ag005G438030	jg26485
OG0011413	Ag005G436090	jg26552
OG0011414	Ag005G435290	jg26575
OG0011415	Ag005G431710	jg26676
OG0011416	Ag005G430060, Ag005G430800, Ag008G698160	jg27088
OG0011417	Ag005G428950	jg26779
OG0011418	Ag005G427640	jg26843
OG0011419	Ag005G427250	jg26859
OG0011420	Ag006G511760	jg26912, jg26911
OG0011421	Ag005G425930	jg26997
OG0011422	Ag002G180310, Ag002G180320, Ag005G423600	jg27291
OG0011423	Ag001G037810	jg27201
OG0011424	Ag005G424540, Ag005G438310	jg27183
OG0011425	Ag008G668880	jg27172
OG0011426	Ag005G425270	jg27102
OG0011427	Ag005G425390	jg27081
OG0011428	Ag001G062490	jg2862
OG0011429	Ag005G419260	jg27577
OG0011430	Ag005G418560	jg27648
OG0011431	Ag005G418410	jg27668
OG0011432	Ag005G413880	jg27890
OG0011433	Ag005G413060, Ag005G413500	jg27940, jg28073
OG0011434	Ag005G410610	jg28009
OG0011435	Ag005G411050	jg27996
OG0011436	Ag005G408990	jg28066
OG0011437	Ag005G406940	jg28125
OG0011438	Ag005G406360	jg28135
OG0011439	Ag005G404840	jg28175
OG0011440	Ag005G402510	jg28214
OG0011441	Ag005G402940	jg28232
OG0011443	Ag005G404360	jg28314
OG0011444	Ag002G195600	jg28305
OG0011445	Ag001G003850	jg33635
OG0011446	Ag001G005630	jg33578, jg33579
OG0011447	Ag001G006170	jg33554
OG0011448	Ag001G006300	jg33541
OG0011449	Ag001G009930	jg33371
OG0011450	Ag001G010080, Ag001G010070	jg33362
OG0011451	Ag001G010340	jg33345, jg33344
OG0011452	Ag005G446290	jg26188
OG0011454	Ag001G024800	jg32938
OG0011455	Ag001G027300	jg32879
OG0011457	Ag001G029760, Ag001G031020	jg11052
OG0011458	Ag002G161320	jg18590
OG0011459	Ag002G161300	jg18588
OG0011460	Ag002G160940	jg18565
OG0011461	Ag002G160600	jg18547
OG0011462	Ag001G064580	jg15122
OG0011463	Ag001G064460	jg15127
OG0011464	Ag007G581420	jg31534
OG0011465	Ag001G070560	jg15209
OG0011466	Ag001G070590	jg15211
OG0011467	Ag001G070810	jg15222
OG0011468	Ag001G071700	jg15245
OG0011469	Ag003G253290	jg9633
OG0011470	Ag001G073740, Ag001G073710	jg15334
OG0011471	Ag001G075840	jg15401
OG0011472	Ag001G076280	jg15421
OG0011473	Ag001G077420	jg15462
OG0011474	Ag001G079550	jg15523
OG0011475	Ag001G079990	jg15540
OG0011476	Ag001G083020	jg15694
OG0011478	Ag001G083640	jg15676
OG0011479	Ag001G084920	jg15759
OG0011480	Ag001G086170	jg15827
OG0011481	Ag001G086380	jg15837
OG0011482	Ag004G308880	jg29232
OG0011483	Ag001G090740	jg15994
OG0011486	Ag001G093410	jg16125
OG0011487	Ag001G093840	jg16154
OG0011488	Ag002G202670	jg19983
OG0011489	Ag001G095210	jg16223
OG0011490	Ag001G095530	jg16238
OG0011491	Ag001G095540	jg16239
OG0011492	Ag001G095700	jg16243
OG0011493	Ag001G096200	jg16258
OG0011494	Ag001G096950	jg16298
OG0011495	Ag001G097410	jg16310
OG0011496	Ag001G097580	jg16320
OG0011497	Ag001G097990	jg16338
OG0011498	Ag001G098350	jg16371
OG0011499	Ag001G098520	jg16385
OG0011500	Ag001G098820	jg16429
OG0011501	Ag001G099070	jg16452
OG0011503	Ag001G059560, Ag001G059400	jg14991
OG0011504	Ag003G214290	jg14955
OG0011505	Ag001G062990	jg14966
OG0011506	Ag007G596770, Ag001G064410	jg13488
OG0011507	Ag001G066280	jg15056, jg15061, jg15068
OG0011508	Ag001G078910	jg15495
OG0011509	Ag001G092370	jg16073
OG0011510	Ag001G095830	jg16247
OG0011511	Ag002G107650, Ag002G111240	jg20477, jg20476
OG0011512	Ag006G552570, Ag004G382690, Ag002G129900, Ag006G544920, Ag002G164950, Ag002G164820, Ag002G164930, Ag002G164940, Ag007G597940	jg17581, jg8466, jg17499, jg17503, jg17488, jg17482
OG0011513	Ag004G321480, Ag004G321450, Ag004G321310, Ag004G321380, Ag004G321400, Ag004G321410, Ag002G132710, Ag004G321390	jg14128
OG0011514	Ag002G158860	jg18470
OG0011515	Ag002G176570, Ag002G176560	jg14033
OG0011516	Ag003G223240	jg3249
OG0011517	Ag003G235390	jg2993
OG0011518	Ag003G235450	jg2992
OG0011519	Ag003G251470	jg9721
OG0011520	Ag003G254090	jg9593
OG0011522	Ag003G267070	jg9311
OG0011523	Ag004G304550	jg28915
OG0011524	Ag004G308070, Ag004G308050	jg29177
OG0011525	Ag004G308250, Ag004G308230	jg29185
OG0011526	Ag004G313340	jg29537
OG0011527	Ag004G314540	jg730
OG0011528	Ag004G318370	jg29820
OG0011529	Ag004G321140	jg29947
OG0011531	Ag004G326820	jg30248
OG0011532	Ag004G327440	jg30266
OG0011533	Ag004G335300	jg30631
OG0011534	Ag004G337730	jg30721
OG0011535	Ag004G338590	jg30773
OG0011536	Ag004G342630	jg12015
OG0011537	Ag004G352870	jg2410
OG0011538	Ag004G354690	jg2350
OG0011539	Ag004G356540	jg2242
OG0011540	Ag006G552030	jg26922, jg24033, jg12003, jg17462
OG0011543	Ag004G381990, Ag007G577970	jg31911
OG0011544	Ag005G403070	jg28240
OG0011545	Ag005G404060	jg28289
OG0011546	Ag005G406970	jg28124
OG0011548	Ag005G468770	jg25351
OG0011549	Ag005G476240	jg24921
OG0011550	Ag006G490950	jg3836
OG0011551	Ag006G496800	jg4134
OG0011552	Ag006G497860	jg4181
OG0011553	Ag006G508660	jg7856
OG0011554	Ag006G544540, Ag006G543070, Ag006G544530	jg10096
OG0011555	Ag006G547960	jg10223
OG0011556	Ag007G580700	jg31583
OG0011557	Ag007G584110	jg31293
OG0011558	Ag007G591580	jg18163
OG0011559	Ag007G606130	jg4928
OG0011560	Ag008G694840, Ag007G606740	jg22337
OG0011561	Ag007G609670	jg5095
OG0011562	Ag007G633950	jg133, jg287
OG0011563	Ag008G686800	jg22075
OG0011564	Ag008G694890	jg22341
OG0011565	Ag008G699420	jg31878
OG0011566	Ag008G705370	jg22725
OG0011567	Ag008G718520	jg5869
OG0011568	Ag008G719160	jg5836
OG0011569	Ag008G719320	jg5823
OG0011570	Ag008G719600	jg5807
OG0011571	Ag008G730720, Ag008G730700	jg23397
OG0011603	Ag003G255120	jg9560
OG0011604	Ag003G255150	jg9559
OG0011605	Ag003G256200	jg9526
OG0011608	Ag003G257800, Ag001G090360	jg9495
OG0011610	Ag005G409990	jg28042
OG0011611	Ag003G261980	jg9373
OG0011612	Ag003G266200, Ag003G265340	jg9362
OG0011613	Ag003G266090, Ag003G265300	jg9359
OG0011614	Ag003G264270, Ag003G265990	jg9355
OG0011615	Ag003G265950, Ag003G264250	jg9352
OG0011616	Ag003G263400, Ag003G263590	jg9336
OG0011617	Ag003G267290	jg9306
OG0011618	Ag003G269590	jg9250
OG0011619	Ag004G308940	jg29237
OG0011620	Ag003G271280	jg9218
OG0011621	Ag003G278770	jg9133
OG0011622	Ag003G278690	jg9129
OG0011623	Ag002G160960	jg18567
OG0011624	Ag003G278040	jg9103
OG0011625	Ag008G716290	jg5991
OG0011626	Ag003G274130	jg8983
OG0011627	Ag004G343070	jg2766
OG0011629	Ag003G281170	jg8932
OG0011630	Ag003G282050	jg8903
OG0011631	Ag003G284710	jg8828
OG0011632	Ag007G579530	jg31730
OG0011634	Ag007G579450	jg31735
OG0011635	Ag007G579170	jg31772
OG0011636	Ag007G579070	jg31783
OG0011637	Ag007G578570	jg31841
OG0011638	Ag007G578470	jg31853
OG0011639	Ag007G578450	jg31858
OG0011640	Ag007G578130, Ag007G578370	jg31897
OG0011641	Ag007G577990	jg31908
OG0011643	Ag001G101460	jg10927
OG0011645	Ag001G101710	jg10954
OG0011646	Ag001G101930	jg10992
OG0011647	Ag006G522600	jg16655
OG0011648	Ag006G572970	jg1543
OG0011649	Ag007G589870	jg17334
OG0011650	Ag004G364910, Ag004G365470	jg1523
OG0011651	Ag004G365610, Ag004G365080	jg1498
OG0011652	Ag004G365230, Ag004G365770	jg1464
OG0011653	Ag004G366670	jg1397
OG0011654	Ag004G366780	jg1365
OG0011655	Ag004G367230	jg1295
OG0011656	Ag004G310690	jg29354
OG0011657	Ag004G368030	jg1185
OG0011658	Ag004G369170	jg1105
OG0011659	Ag004G370770, Ag005G444770	jg992
OG0011660	Ag004G371220	jg982
OG0011661	Ag007G645410	jg12113
OG0011662	Ag004G371970	jg21334, jg943
OG0011663	Ag007G587380	jg20834
OG0011664	Ag004G374120	jg871
OG0011665	Ag004G376990	jg779
OG0011668	Ag008G658980, Ag008G659520	jg12972
OG0011669	Ag002G164720	jg12979
OG0011670	Ag004G341030	jg30855
OG0011671	Ag008G660330	jg12987
OG0011672	Ag008G660070	jg13006
OG0011673	Ag007G595880	jg13031
OG0011674	Ag008G660780	jg13060
OG0011675	Ag008G660860, Ag007G643710	jg13069
OG0011676	Ag008G661970	jg13111
OG0011677	Ag008G662310	jg13141
OG0011679	Ag008G663930	jg13231
OG0011680	Ag008G664310	jg13236
OG0011681	Ag008G665020	jg13262
OG0011682	Ag008G666630	jg13339
OG0011683	Ag008G667140	jg13354
OG0011684	Ag008G668590	jg13413
OG0011685	Ag008G668960	jg13428
OG0011686	Ag007G652210	jg12662
OG0011687	Ag005G412050, Ag002G161390	jg13676
OG0011689	Ag004G357010, Ag003G268320	jg2224
OG0011690	Ag004G357640	jg2187
OG0011691	Ag004G357970	jg2176
OG0011692	Ag004G358360	jg2141
OG0011693	Ag004G358520	jg2114
OG0011694	Ag004G358780	jg2100, jg2099
OG0011695	Ag005G438380	jg2089
OG0011696	Ag006G511690, Ag001G074540	jg2062
OG0011697	Ag004G360410	jg2027
OG0011698	Ag004G302270	jg28746
OG0011699	Ag003G242450	jg12432
OG0011700	Ag004G348280	jg31403
OG0011701	Ag004G401800	jg368
OG0011702	Ag004G401420	jg374
OG0011703	Ag004G401220	jg380
OG0011704	Ag004G400410	jg390
OG0011705	Ag004G397160	jg429
OG0011706	Ag004G389630, Ag004G394710	jg479
OG0011707	Ag004G393740, Ag004G388780	jg504
OG0011708	Ag004G383880	jg568
OG0011709	Ag004G381960	jg600
OG0011710	Ag004G381100	jg627
OG0011711	Ag004G380810	jg639
OG0011712	Ag005G470970	jg25214
OG0011714	Ag001G082050	jg15631
OG0011715	Ag002G188700	jg19373
OG0011716	Ag002G187960	jg19334
OG0011717	Ag002G187850	jg19329
OG0011718	Ag005G478080	jg24828
OG0011719	Ag005G477660, Ag005G476840	jg24857
OG0011720	Ag005G477030	jg24873
OG0011721	Ag005G476930, Ag004G386510	jg24880
OG0011722	Ag005G476890	jg24883
OG0011723	Ag005G476290	jg24915
OG0011724	Ag008G685600	jg22045
OG0011726	Ag005G475770	jg24965
OG0011727	Ag005G475510	jg24981
OG0011728	Ag005G474750	jg25007
OG0011729	Ag005G474670	jg25013
OG0011730	Ag005G474510	jg25022
OG0011731	Ag006G564140, Ag005G474500	jg25023
OG0011732	Ag005G474460	jg25028
OG0011733	Ag005G474400	jg25036
OG0011734	Ag005G474180	jg25043
OG0011735	Ag005G472430	jg25118
OG0011736	Ag005G471770	jg25158
OG0011737	Ag001G040570, Ag004G336410	jg21646
OG0011738	Ag001G046030	jg21672
OG0011739	Ag008G664120	jg21670
OG0011740	Ag006G562730	jg21679
OG0011741	Ag008G675970	jg21738
OG0011742	Ag006G496280, Ag006G526150	jg21746
OG0011743	Ag008G676950	jg21769
OG0011744	Ag008G676520	jg21771
OG0011745	Ag003G268240, Ag008G676610	jg21777
OG0011746	Ag008G679790	jg21795
OG0011748	Ag008G680020	jg21824
OG0011750	Ag008G681880	jg21927
OG0011751	Ag008G681990	jg21933
OG0011752	Ag008G682040, Ag008G682920	jg21938
OG0011753	Ag001G041130	jg21607
OG0011754	Ag003G252630	jg9668
OG0011755	Ag003G211490	jg22125
OG0011756	Ag008G688420, Ag008G690060	jg22193
OG0011757	Ag008G688230, Ag008G690230	jg22165
OG0011758	Ag008G687990	jg22160
OG0011759	Ag008G689730, Ag008G688730	jg22218
OG0011761	Ag001G057860	jg22280
OG0011762	Ag008G694150	jg22317
OG0011763	Ag004G385940	jg9761
OG0011764	Ag008G695520	jg22368
OG0011765	Ag008G696030	jg22393
OG0011766	Ag008G696330	jg22408
OG0011767	Ag008G696440	jg22412
OG0011768	Ag008G697190	jg22451, jg22453
OG0011770	Ag008G698250	jg22466
OG0011771	Ag008G699800	jg22544
OG0011772	Ag008G701410	jg22606
OG0011773	Ag008G701240	jg22607
OG0011774	Ag008G701970	jg22619
OG0011775	Ag008G705260	jg22663
OG0011776	Ag008G704230	jg22676
OG0011777	Ag008G704580	jg22692
OG0011778	Ag008G704600	jg22694
OG0011779	Ag007G655390	jg6953
OG0011780	Ag004G330010	jg312
OG0011781	Ag007G610840	jg5134
OG0011782	Ag007G608350	jg5024
OG0011783	Ag007G608160	jg5014
OG0011784	Ag007G607480	jg4981
OG0011785	Ag003G270580, Ag007G605950	jg4921
OG0011786	Ag007G605800	jg4910
OG0011787	Ag007G605100	jg4885
OG0011788	Ag007G604550	jg4862
OG0011789	Ag007G603370	jg4802
OG0011790	Ag008G731300	jg23454
OG0011791	Ag007G602620	jg4774
OG0011792	Ag007G602260	jg4756
OG0011793	Ag007G602230	jg4753
OG0011794	Ag007G601750	jg4721
OG0011795	Ag007G601590	jg4711
OG0011796	Ag007G601480	jg4702
OG0011797	Ag007G601440	jg4698
OG0011798	Ag007G601220	jg4484, jg4689
OG0011799	Ag007G600200	jg4620
OG0011800	Ag007G599920	jg4605
OG0011801	Ag006G508160, Ag006G507490	jg4578
OG0011802	Ag006G508040, Ag006G508050, Ag006G507350	jg4565
OG0011803	Ag006G507340	jg4564
OG0011804	Ag008G664570, Ag006G577290	jg10855
OG0011805	Ag006G576850	jg10829
OG0011806	Ag006G575270	jg10766
OG0011807	Ag004G325050	jg30133
OG0011808	Ag006G574730	jg10747
OG0011809	Ag006G574720	jg10746
OG0011810	Ag006G572930	jg10687
OG0011811	Ag006G571870	jg10660
OG0011812	Ag006G571560	jg10654
OG0011813	Ag004G363660, Ag006G556890	jg10591
OG0011814	Ag006G558400	jg10570
OG0011815	Ag006G558410	jg10568, jg10569
OG0011816	Ag006G559380	jg10562
OG0011817	Ag006G559660	jg10560
OG0011818	Ag006G559720	jg10554
OG0011819	Ag006G560880	jg10539
OG0011820	Ag006G561300	jg10516, jg10521, jg10528
OG0011822	Ag006G561320	jg10514
OG0011823	Ag006G562630	jg10484
OG0011824	Ag006G562690	jg10481
OG0011825	Ag006G562720	jg10478
OG0011826	Ag006G565830	jg10404
OG0011827	Ag006G566240, Ag006G566220	jg10392
OG0011828	Ag006G566860	jg10384
OG0011829	Ag006G555550	jg17006
OG0011830	Ag006G554950	jg10333
OG0011831	Ag006G554260	jg10325
OG0011832	Ag006G553810	jg10314
OG0011833	Ag006G553540	jg10307, jg791
OG0011834	Ag006G552520	jg10284
OG0011835	Ag006G550670, Ag006G550590	jg10229
OG0011836	Ag006G548410, Ag006G546220	jg10143
OG0011837	Ag006G542490, Ag006G545110	jg10116
OG0011838	Ag006G544840, Ag006G542750	jg10106
OG0011839	Ag006G544820, Ag006G542790	jg10104
OG0011840	Ag006G544650, Ag006G542940	jg17254, jg10093
OG0011841	Ag006G541240	jg31930
OG0011842	Ag006G571390	jg31932
OG0011843	Ag006G540790	jg31951
OG0011844	Ag004G378150	jg31987
OG0011845	Ag006G539950, Ag006G537460	jg32397
OG0011846	Ag006G537440, Ag006G539930	jg32399
OG0011847	Ag006G536040	jg32117
OG0011848	Ag004G345580, Ag004G345540, Ag006G535590	jg32165
OG0011849	Ag006G535330	jg32194
OG0011850	Ag004G309440	jg32232, jg24227
OG0011851	Ag006G533260	jg32388
OG0011852	Ag006G532530	jg32641
OG0011853	Ag006G491580, Ag004G374360	jg3871
OG0011854	Ag006G531830	jg32571
OG0011855	Ag007G584720	jg31286
OG0011856	Ag007G584610	jg32668
OG0011857	Ag007G585280	jg32813
OG0011858	Ag007G585260, Ag007G585270	jg32812
OG0011859	Ag006G559270	jg32452, jg32465
OG0011860	Ag007G584500	jg32703
OG0011861	Ag007G625840	jg5586
OG0011862	Ag007G583710	jg31328
OG0011863	Ag007G583180	jg31366
OG0011864	Ag007G582400	jg31429
OG0011865	Ag007G581820	jg31496, jg31495
OG0011866	Ag007G581580	jg31521
OG0011867	Ag007G581010	jg31552
OG0011868	Ag007G580960	jg31556
OG0011869	Ag007G579860	jg31655
OG0011870	Ag003G285820	jg8793
OG0011871	Ag003G287940	jg8721
OG0011872	Ag003G288590	jg8697
OG0011873	Ag003G289570	jg8647
OG0011874	Ag003G289590	jg8645
OG0011875	Ag003G290280	jg8628
OG0011876	Ag003G291250	jg8587
OG0011877	Ag003G292760	jg8519
OG0011878	Ag003G292830	jg8518
OG0011879	Ag003G293260	jg8502
OG0011880	Ag003G293350, Ag006G549750	jg8495
OG0011881	Ag003G294230	jg8436
OG0011882	Ag003G295010	jg8407
OG0011883	Ag003G295510	jg8379
OG0011884	Ag003G295600	jg8374
OG0011885	Ag003G295840	jg8366
OG0011886	Ag003G295900	jg8363
OG0011887	Ag003G296340	jg8351
OG0011888	Ag003G296470	jg8343
OG0011889	Ag003G296620	jg8330
OG0011890	Ag007G587670, Ag003G296660	jg8326
OG0011891	Ag003G297020	jg8287
OG0011892	Ag003G297000	jg8289
OG0011893	Ag003G297150	jg8273
OG0011894	Ag003G297160	jg8272
OG0011896	Ag007G645210	jg12099
OG0011897	Ag007G645460	jg12144
OG0011898	Ag007G645530	jg12170
OG0011899	Ag007G645520	jg12169
OG0011900	Ag007G646430	jg12303
OG0011901	Ag007G647660	jg12425
OG0011902	Ag007G648370	jg12507
OG0011903	Ag002G162280	jg18620
OG0011904	Ag002G162450	jg18630
OG0011905	Ag007G579300	jg31748
OG0011906	Ag007G586130	jg9934
OG0011907	Ag002G163730	jg18673
OG0011908	Ag002G163100	jg18653
OG0011909	Ag007G655760	jg12738
OG0011910	Ag002G164320	jg18697
OG0011911	Ag009G737050, Ag002G152070	jg7287
OG0011912	Ag009G736830, Ag002G151830	jg7283
OG0011913	Ag008G733880	jg7248
OG0011914	Ag002G154950, Ag002G149750	jg7216
OG0011917	Ag008G732710	jg7208
OG0011918	Ag002G149960, Ag009G735320	jg7204
OG0011919	Ag002G147510	jg7413
OG0011920	Ag002G151440, Ag009G736370, Ag002G108320, Ag002G111800	jg7120
OG0011921	Ag002G107770, Ag002G111320	jg7048
OG0011922	Ag002G150710, Ag009G736050	jg7060
OG0011923	Ag002G160020	jg18513
OG0011924	Ag002G159790	jg18502
OG0011925	Ag002G159650	jg18495
OG0011926	Ag002G159190	jg18480
OG0011927	Ag002G159060	jg18478
OG0011928	Ag002G158800	jg18467
OG0011929	Ag002G158510	jg18453, jg17402
OG0011930	Ag002G158470	jg13582, jg18451
OG0011932	Ag004G299760	jg28585
OG0011933	Ag002G158150	jg20951
OG0011934	Ag002G157460	jg21018
OG0011935	Ag002G157320	jg21024
OG0011936	Ag002G154480, Ag002G156930	jg21062
OG0011937	Ag002G156880, Ag002G154420	jg21065
OG0011939	Ag007G609660	jg21189
OG0011940	Ag002G148530	jg7353, jg28033
OG0011941	Ag001G083850, Ag001G083840	jg7427
OG0011942	Ag002G147380	jg7428
OG0011943	Ag002G147070	jg7435
OG0011944	Ag002G145740	jg7507
OG0011946	Ag002G143500	jg7589
OG0011947	Ag002G143680	jg7599
OG0011948	Ag002G144000, Ag002G144490	jg7607
OG0011950	Ag002G142340	jg7649
OG0011951	Ag002G141950	jg7656
OG0011952	Ag002G140950	jg7678
OG0011953	Ag002G138320, Ag002G137790	jg7739
OG0011954	Ag002G138220, Ag002G134840	jg7744
OG0011955	Ag002G130150	jg7807
OG0011956	Ag002G128730	jg7821
OG0011957	Ag002G103030	jg20596
OG0011958	Ag002G103910	jg20552
OG0011959	Ag002G105000, Ag002G105020	jg20515
OG0011960	Ag002G106270, Ag002G109960	jg20498
OG0011961	Ag002G110840, Ag002G107350	jg20486
OG0011962	Ag002G108460, Ag002G111910	jg20455
OG0011963	Ag002G108630, Ag002G112360	jg20452
OG0011964	Ag002G117620	jg20402
OG0011965	Ag002G120310	jg20377
OG0011966	Ag002G123360	jg20289
OG0011967	Ag003G254060, Ag019G742930	jg11863, jg11766
OG0011968	Ag002G122710, Ag002G114570	jg20308
OG0011969	Ag008G705060	jg22701
OG0011970	Ag001G029350	jg11933
OG0011971	Ag001G041820	jg11765, jg11864
OG0011972	Ag001G043690, Ag001G045850	jg11582
OG0011973	Ag001G043840, Ag001G039440	jg11570
OG0011974	Ag005G428480	jg26809
OG0011975	Ag005G429510	jg26769
OG0011976	Ag001G038720	jg11484
OG0011977	Ag001G038700	jg11483
OG0011978	Ag001G038410	jg11456
OG0011979	Ag001G036970	jg11372
OG0011980	Ag001G037930	jg11410
OG0011981	Ag001G037420	jg11362
OG0011982	Ag001G037010	jg11352
OG0011983	Ag001G036590	jg11319
OG0011984	Ag001G036390	jg11303
OG0011985	Ag001G035260	jg11265
OG0011986	Ag001G034730	jg11246
OG0011987	Ag004G367600, Ag001G034610, Ag004G367590	jg11238
OG0011988	Ag001G033740	jg11170
OG0011989	Ag001G033050	jg11142
OG0011990	Ag007G650450	jg26985
OG0011991	Ag007G651340	jg12632, jg12635
OG0011992	Ag007G652930	jg12645
OG0011993	Ag007G652770	jg12652
OG0011994	Ag007G652690	jg12657
OG0011995	Ag007G652190	jg12664
OG0011996	Ag007G652130	jg12666
OG0011997	Ag007G655570	jg12726
OG0011998	Ag007G655440	jg12715
OG0011999	Ag007G655990	jg12757
OG0012001	Ag007G656200	jg12768
OG0012002	Ag004G308520, Ag007G657520, Ag007G580100	jg12843
OG0012005	Ag002G206510	jg20207
OG0012006	Ag002G206430	jg20201
OG0012007	Ag002G205710	jg20142
OG0012008	Ag002G204550	jg20105
OG0012009	Ag002G203850	jg20072
OG0012010	Ag002G203730	jg20065
OG0012011	Ag002G203080	jg20020
OG0012012	Ag001G094830	jg16204
OG0012013	Ag003G278200	jg19991
OG0012014	Ag002G202700	jg19987
OG0012015	Ag002G201800	jg19945
OG0012016	Ag002G201720	jg19938
OG0012017	Ag002G200940	jg19866
OG0012018	Ag002G200910	jg19863
OG0012019	Ag002G200260	jg19836
OG0012020	Ag002G199680	jg19815
OG0012021	Ag002G199550	jg19807
OG0012022	Ag008G719080, Ag008G694820	jg5844
OG0012023	Ag002G196620	jg19647
OG0012024	Ag002G196600	jg9175, jg19644
OG0012025	Ag002G196490	jg19636
OG0012026	Ag002G196070	jg19625
OG0012027	Ag002G195490, Ag003G225150	jg19596
OG0012028	Ag004G382850, Ag006G499800	jg19595
OG0012029	Ag002G194730	jg19572
OG0012030	Ag002G193250	jg19512
OG0012031	Ag002G191730	jg19485
OG0012032	Ag002G192270	jg19465
OG0012033	Ag002G192640, Ag008G707540	jg19455
OG0012034	Ag006G491440	jg3857
OG0012035	Ag006G491770	jg3895
OG0012036	Ag006G491930	jg3900
OG0012037	Ag001G020390, Ag006G492930	jg3956, jg3958
OG0012038	Ag006G493840	jg4010
OG0012039	Ag006G494720	jg4043
OG0012040	Ag006G496570	jg4117
OG0012041	Ag006G496590	jg4120
OG0012042	Ag008G719650, Ag008G719660	jg5811
OG0012043	Ag008G719630	jg5809
OG0012044	Ag008G717990	jg5903
OG0012045	Ag008G717980	jg5904
OG0012046	Ag008G718110	jg5894
OG0012047	Ag008G718270	jg5882
OG0012048	Ag008G718050	jg5897
OG0012050	Ag008G716400	jg5983
OG0012051	Ag008G716380	jg5985
OG0012052	Ag008G716310	jg14075, jg5989
OG0012053	Ag008G715150	jg6040
OG0012054	Ag008G714980	jg6053
OG0012055	Ag008G714430	jg6083
OG0012056	Ag007G612100	jg5172
OG0012057	Ag008G711730, Ag008G711740	jg22980
OG0012058	Ag004G321120, Ag008G710610	jg22943
