Orthogroup	Alyssum_gmelinii	Arabidopsis_arenosa
OG0010584	Ag004G307410, Ag007G617100	jg29123, jg17838
OG0010585	Ag004G307790	jg29158
OG0010586	Ag004G310350	jg29320
OG0010587	Ag004G315060	jg29637
OG0010588	Ag004G326220	jg17955, jg17951, jg17957, jg17953
OG0010589	Ag004G338530	jg30767
OG0010590	Ag004G345260	jg2650
OG0010591	Ag004G352330	jg2414
OG0010592	Ag004G354140	jg2356
OG0010593	Ag004G383460	jg27099, jg27856
OG0010594	Ag004G383550, Ag008G666430	jg13331, jg13332
OG0010595	Ag005G419050, Ag007G596340	jg17736
OG0010596	Ag005G429650	jg26767
OG0010597	Ag005G439590	jg26425
OG0010598	Ag005G457360	jg25871
OG0010599	Ag005G466130	jg25438
OG0010600	Ag005G468280	jg25375
OG0010601	Ag005G470700	jg25227
OG0010602	Ag005G471120	jg25211
OG0010603	Ag005G477200	jg24866
OG0010604	Ag005G478200	jg24820
OG0010605	Ag005G480320	jg24671
OG0010606	Ag005G484690	jg24385
OG0010607	Ag006G494830	jg17039
OG0010608	Ag006G499750	jg4262
OG0010609	Ag006G504570	jg4428
OG0010610	Ag006G518410	jg19498, jg16780
OG0010611	Ag006G522120	jg16605
OG0010612	Ag006G537410	jg32418
OG0010613	Ag006G572920	jg10688
OG0010614	Ag006G574120	jg10721
OG0010615	Ag006G577610	jg10875
OG0010616	Ag007G581400	jg31537
OG0010617	Ag007G588730	jg18370
OG0010618	Ag007G602050	jg4737, jg33794
OG0010620	Ag007G610020	jg30441, jg21961, jg21964
OG0010621	Ag007G612920	jg5198
OG0010623	Ag007G637940	jg6774
OG0010624	Ag012G740950, Ag008G658220	jg9477
OG0010625	Ag008G671930	jg14076
OG0010628	Ag008G720210	jg6470
OG0010629	Ag008G722060	jg6326
OG0010630	Ag008G727240	jg23189
OG0010660	Ag003G253720	jg9615
OG0010661	Ag003G253920	jg9603
OG0010662	Ag003G254810	jg9570
OG0010663	Ag003G257730	jg9500
OG0010664	Ag003G261430	jg9386
OG0010666	Ag003G297110	jg8277
OG0010667	Ag003G267840	jg9293
OG0010668	Ag003G268300	jg9276
OG0010670	Ag003G271070	jg9223
OG0010671	Ag003G273160	jg9185
OG0010672	Ag003G278720	jg9130
OG0010673	Ag003G278190	jg9114
OG0010674	Ag003G276720	jg9064
OG0010675	Ag003G279090, Ag003G277290	jg9077
OG0010676	Ag008G715570	jg6034
OG0010677	Ag003G273990	jg8976
OG0010678	Ag002G172740, Ag001G024740	jg18913
OG0010679	Ag003G280900	jg8942, jg21666
OG0010680	Ag003G273520	jg8959
OG0010681	Ag003G281650	jg8913
OG0010682	Ag004G356290	jg2256
OG0010683	Ag003G282960	jg8864
OG0010684	Ag003G284490	jg8832
OG0010685	Ag007G612520	jg5190
OG0010687	Ag007G578590	jg31839
OG0010688	Ag001G101170	jg10908
OG0010689	Ag001G101250	jg10914
OG0010690	Ag001G101320	jg10915
OG0010691	Ag001G101850	jg10963
OG0010692	Ag001G101900	jg10983
OG0010694	Ag001G101980	jg10998
OG0010695	Ag001G102030	jg11007
OG0010696	Ag001G102040	jg11011
OG0010697	Ag004G366130	jg1436
OG0010698	Ag001G081640	jg15623
OG0010699	Ag004G366360	jg1428
OG0010701	Ag004G367140	jg1334
OG0010702	Ag004G367730	jg1207
OG0010703	Ag004G368070	jg1186
OG0010704	Ag004G368900	jg1152
OG0010705	Ag004G369520	jg1056
OG0010706	Ag004G369280	jg1089
OG0010707	Ag004G370030	jg1016
OG0010708	Ag004G370120	jg1010
OG0010709	Ag004G370310	jg1005
OG0010710	Ag004G370420	jg999
OG0010711	Ag004G371170	jg989
OG0010712	Ag004G371180	jg988
OG0010713	Ag004G371230	jg981
OG0010714	Ag004G371540	jg970
OG0010716	Ag004G372540	jg923
OG0010717	Ag004G374010	jg872
OG0010718	Ag004G375110	jg843
OG0010719	Ag004G376950	jg786
OG0010720	Ag004G377310	jg770
OG0010721	Ag004G377920	jg755
OG0010722	Ag012G741180, Ag008G658430	jg12905
OG0010723	Ag006G516990	jg12981
OG0010725	Ag005G407610	jg13052
OG0010726	Ag008G660770	jg13059
OG0010727	Ag008G660810	jg13065, jg19827
OG0010728	Ag003G271180, Ag003G271210	jg13073
OG0010729	Ag008G661000	jg13080
OG0010730	Ag008G662290	jg13139
OG0010731	Ag004G347930, Ag008G663830	jg13228
OG0010733	Ag008G665610	jg13280
OG0010734	Ag004G317520, Ag004G317530	jg29780
OG0010736	Ag008G666180	jg13309
OG0010737	Ag008G666330	jg13323
OG0010738	Ag008G669930	jg13513
OG0010739	Ag008G670560	jg13519
OG0010740	Ag008G674070	jg13564
OG0010743	Ag004G358350	jg2140
OG0010744	Ag002G102460, Ag002G124240	jg1911
OG0010745	Ag004G363610	jg1751
OG0010746	Ag005G485910	jg24301
OG0010747	Ag001G044880, Ag001G047540	jg11844
OG0010748	Ag004G402060	jg357
OG0010749	Ag004G402040	jg360
OG0010750	Ag006G506470, Ag004G401720	jg370
OG0010751	Ag004G400300	jg391
OG0010752	Ag004G400290	jg392
OG0010753	Ag004G400140	jg399
OG0010754	Ag004G397210	jg426
OG0010755	Ag004G395300, Ag004G390470	jg468
OG0010756	Ag004G389010, Ag004G393950	jg500
OG0010757	Ag004G381390	jg625
OG0010760	Ag002G190000	jg19401
OG0010761	Ag002G188660	jg19369
OG0010762	Ag002G188720	jg19374
OG0010763	Ag002G187800	jg19328
OG0010764	Ag005G478210	jg24819
OG0010765	Ag005G477430, Ag005G478050	jg24830
OG0010766	Ag005G477180	jg24870
OG0010767	Ag005G475910	jg24951
OG0010768	Ag005G475850	jg24956
OG0010769	Ag005G475840	jg24957
OG0010770	Ag006G560820, Ag007G646110	jg10541
OG0010771	Ag005G474490	jg25024
OG0010772	Ag003G289010	jg488
OG0010773	Ag005G474110	jg25053
OG0010774	Ag003G276920, Ag003G276930	jg9066
OG0010775	Ag005G472860, Ag005G472850	jg25104
OG0010777	Ag005G471730	jg25164
OG0010779	Ag005G471560, Ag008G717340, Ag006G570940	jg25178
OG0010780	Ag005G471320	jg25193
OG0010781	Ag005G471310	jg25194
OG0010782	Ag004G373950, Ag006G511150	jg6967
OG0010783	Ag001G039760	jg16799
OG0010784	Ag001G041360	jg21631
OG0010785	Ag001G032640	jg21640
OG0010786	Ag007G579230	jg21708
OG0010787	Ag001G064160, Ag001G066750	jg21697
OG0010788	Ag007G601370	jg21700
OG0010789	Ag003G275240	jg21710
OG0010790	Ag004G347280	jg21737
OG0010791	Ag007G598760	jg21760
OG0010792	Ag008G676380	jg21778
OG0010793	Ag008G679840	jg21811
OG0010794	Ag003G260340	jg21821
OG0010795	Ag008G680280, Ag008G710600	jg21842
OG0010797	Ag008G681640	jg21916
OG0010799	Ag008G682960	jg22039
OG0010800	Ag008G686370	jg22066
OG0010801	Ag008G687230	jg22126
OG0010802	Ag008G688490, Ag008G689950	jg22204
OG0010803	Ag003G286440, Ag008G687960, Ag008G687950	jg22157
OG0010804	Ag008G687570	jg22142
OG0010805	Ag008G693580	jg22293
OG0010806	Ag003G251170	jg9740
OG0010808	Ag008G695760	jg22388
OG0010809	Ag008G696400	jg22411
OG0010810	Ag008G696860	jg22438
OG0010811	Ag008G698090	jg22471
OG0010812	Ag008G701580	jg22596
OG0010813	Ag008G701810	jg22614
OG0010815	Ag008G703850	jg22662
OG0010816	Ag008G704520	jg22685
OG0010817	Ag008G705170	jg22704
OG0010818	Ag007G610660	jg5128
OG0010819	Ag006G545210, Ag007G609540	jg5084
OG0010820	Ag007G609060	jg5049
OG0010821	Ag007G608200	jg5018
OG0010822	Ag007G607900	jg5003
OG0010823	Ag007G607830	jg4995
OG0010824	Ag007G607660	jg4991
OG0010825	Ag007G607610	jg4987
OG0010826	Ag007G606600	jg4945
OG0010827	Ag007G606480	jg4942
OG0010828	Ag007G606160	jg4929
OG0010829	Ag007G606070	jg4924
OG0010830	Ag007G605460	jg4895
OG0010831	Ag008G733150	jg23567
OG0010833	Ag007G604120	jg4833
OG0010834	Ag007G604110, Ag007G612820	jg4832
OG0010835	Ag007G603190	jg4787
OG0010836	Ag007G602630	jg4775
OG0010838	Ag007G601390	jg4694
OG0010839	Ag002G196510, Ag002G206770	jg20230
OG0010840	Ag006G508180	jg4580
OG0010841	Ag006G577780	jg10895
OG0010842	Ag006G577120	jg10839
OG0010844	Ag006G575020	jg10752
OG0010845	Ag006G574460, Ag006G574470	jg10740
OG0010846	Ag006G574360	jg10734
OG0010847	Ag006G574210	jg10724
OG0010848	Ag006G572700	jg10696
OG0010849	Ag006G572140	jg10669
OG0010853	Ag006G561590	jg10497
OG0010854	Ag006G562190	jg10489
OG0010855	Ag006G564470	jg10437
OG0010856	Ag006G565750	jg10409
OG0010857	Ag006G565800	jg10405
OG0010858	Ag006G566640	jg10387, jg10264
OG0010859	Ag003G253710	jg9616
OG0010860	Ag006G541820, Ag006G546740, Ag006G548110	jg10140
OG0010861	Ag006G543760, Ag006G541700	jg10074
OG0010862	Ag006G537980, Ag006G538180, Ag006G540200	jg31983
OG0010863	Ag006G539890, Ag006G537420	jg32401
OG0010864	Ag006G537050, Ag006G539620	jg32024
OG0010865	Ag006G536960, Ag006G539490	jg32037
OG0010866	Ag006G535660	jg32164
OG0010867	Ag006G535480	jg32171
OG0010868	Ag006G533250	jg17168
OG0010869	Ag006G532400	jg32620
OG0010870	Ag006G493500	jg32556
OG0010871	Ag006G531770	jg32533
OG0010872	Ag007G584850	jg32756
OG0010873	Ag007G583730	jg31327
OG0010874	Ag007G583500	jg31347
OG0010875	Ag007G583080	jg31374
OG0010876	Ag007G583060	jg31375
OG0010877	Ag007G583010	jg31383
OG0010878	Ag007G582600	jg31413
OG0010880	Ag007G580560	jg31603
OG0010881	Ag007G580380	jg31619
OG0010882	Ag007G580110, Ag007G580190	jg31634
OG0010883	Ag007G579760	jg31664
OG0010884	Ag003G286040	jg8781
OG0010885	Ag003G287840	jg8728
OG0010886	Ag003G288510	jg8699
OG0010887	Ag005G411250	jg27986
OG0010888	Ag003G289190	jg8671
OG0010889	Ag003G289240	jg8666
OG0010890	Ag003G291220	jg8590
OG0010891	Ag003G291300	jg8581
OG0010892	Ag003G292430	jg8539
OG0010893	Ag003G293300	jg8500
OG0010894	Ag003G293550	jg8479
OG0010895	Ag003G295050, Ag008G702220	jg8405
OG0010896	Ag003G295570	jg8376
OG0010897	Ag003G296630	jg8329
OG0010898	Ag003G296690	jg8322
OG0010899	Ag006G518290	jg16497, jg16500
OG0010900	Ag006G518310	jg16495
OG0010901	Ag003G297030	jg8286
OG0010902	Ag003G296970	jg8292
OG0010903	Ag003G296900	jg8299, jg8306
OG0010904	Ag003G296890	jg8300, jg8307
OG0010905	Ag003G297140	jg8274
OG0010906	Ag007G643420	jg12037
OG0010907	Ag007G644880	jg12064, jg12058
OG0010908	Ag007G645500	jg12159
OG0010909	Ag005G437570	jg26500
OG0010910	Ag007G646120	jg12247
OG0010911	Ag007G647310	jg12407
OG0010912	Ag007G647370	jg12417
OG0010913	Ag007G647740	jg12433
OG0010914	Ag001G034760, Ag007G647950	jg12465
OG0010915	Ag007G648940	jg12538
OG0010916	Ag002G162190	jg18617
OG0010917	Ag002G162310	jg18622
OG0010919	Ag007G577940	jg31914
OG0010920	Ag002G153650, Ag002G156190	jg7272
OG0010921	Ag003G219760, Ag005G438910	jg1865
OG0010922	Ag002G151330, Ag009G736180	jg7101, jg7138
OG0010923	Ag004G401660	jg7047
OG0010924	Ag009G735800, Ag002G150220	jg7160, jg7077
OG0010925	Ag002G160410	jg18528
OG0010926	Ag002G167960	jg18510
OG0010928	Ag002G159260	jg18486
OG0010930	Ag002G157330	jg21023
OG0010931	Ag002G126250	jg21033
OG0010932	Ag002G157150	jg21034
OG0010933	Ag002G154600, Ag002G157070	jg21046
OG0010934	Ag002G156770, Ag002G154340	jg21085
OG0010935	Ag002G148500	jg7356
OG0010936	Ag002G147270	jg7429
OG0010937	Ag002G146120	jg7495
OG0010938	Ag002G143670	jg7598
OG0010939	Ag002G140300	jg7697
OG0010940	Ag002G137800, Ag002G138310	jg7740
OG0010941	Ag002G137960, Ag002G138010, Ag002G134480	jg7747
OG0010942	Ag002G133330	jg7752
OG0010943	Ag002G132440	jg7759
OG0010945	Ag004G354230	jg2359
OG0010946	Ag002G104510	jg20771, jg20532
OG0010947	Ag004G400810, Ag004G400830, Ag004G400840, Ag004G400860, Ag002G105650	jg20510
OG0010948	Ag002G106140, Ag002G106100	jg20502
OG0010949	Ag002G116530, Ag002G116440	jg20425
OG0010950	Ag002G119200	jg20393
OG0010951	Ag002G121270, Ag002G115020	jg20348
OG0010952	Ag002G123680	jg17655
OG0010953	Ag002G122970, Ag002G114770	jg20304
OG0010954	Ag008G720260, Ag005G426250	jg26944
OG0010957	Ag005G426590	jg26921
OG0010959	Ag006G571380	jg19200
OG0010960	Ag001G038930	jg11520
OG0010961	Ag001G038060	jg11427
OG0010962	Ag001G038040	jg11424
OG0010963	Ag007G614450	jg11404
OG0010964	Ag001G037850	jg11392
OG0010965	Ag004G308490	jg1736, jg1727
OG0010966	Ag001G036230	jg11296
OG0010967	Ag001G033710	jg11167
OG0010968	Ag007G649940	jg12579
OG0010969	Ag007G650190	jg12588
OG0010970	Ag007G650440	jg26977
OG0010971	Ag007G650660, Ag007G650670	jg26987
OG0010972	Ag007G650680	jg26988
OG0010973	Ag007G650760	jg12615
OG0010974	Ag007G652760	jg12654
OG0010975	Ag007G652350	jg12661
OG0010976	Ag007G653620	jg12671
OG0010977	Ag007G654090, Ag007G653970	jg12680
OG0010978	Ag006G559160	jg12818
OG0010979	Ag008G728720	jg12859
OG0010980	Ag002G206480	jg20204
OG0010981	Ag002G206390	jg20197
OG0010982	Ag002G206380	jg20196
OG0010983	Ag002G205920	jg20159
OG0010984	Ag002G205780	jg20151
OG0010986	Ag002G204890, Ag008G670180	jg20126
OG0010987	Ag002G204120	jg20078
OG0010988	Ag002G203000	jg20014
OG0010989	Ag002G202220	jg19968
OG0010990	Ag002G202110	jg19959
OG0010991	Ag002G202040	jg19958
OG0010992	Ag002G201460	jg19920
OG0010993	Ag002G200960	jg19870
OG0010994	Ag002G199830	jg19823
OG0010995	Ag002G199820	jg19820
OG0010996	Ag007G621730, Ag002G199570	jg19809
OG0010997	Ag002G199380	jg19796
OG0010999	Ag001G006310	jg2411
OG0011000	Ag002G195840	jg19615
OG0011001	Ag002G195560	jg19601
OG0011002	Ag002G194900, Ag002G153120	jg19578
OG0011004	Ag002G191990	jg19477
OG0011005	Ag002G192280	jg19464
OG0011006	Ag002G192590	jg19457
OG0011007	Ag002G192630	jg19456
OG0011008	Ag002G191150, Ag002G191300	jg19443
OG0011009	Ag002G191120	jg19440
OG0011010	Ag006G491160	jg3839, jg21395
OG0011011	Ag006G491250	jg3844
OG0011012	Ag006G491260	jg3845
OG0011013	Ag006G491350	jg3851
OG0011014	Ag006G491370	jg3853
OG0011015	Ag006G491430	jg3856
OG0011016	Ag007G586460	jg7846
OG0011017	Ag006G492910	jg13901, jg3953
OG0011018	Ag006G493390	jg3988
OG0011019	Ag006G493530	jg3997
OG0011020	Ag006G493590	jg4001
OG0011021	Ag006G494090	jg4018
OG0011022	Ag006G495180	jg4062
OG0011023	Ag006G495490	jg14388, jg4078
OG0011024	Ag006G496900	jg4143
OG0011026	Ag008G719730	jg6532
OG0011028	Ag001G099150	jg23797
OG0011029	Ag008G717700	jg5925
OG0011030	Ag008G717480	jg5938
OG0011031	Ag008G716780	jg5958
OG0011032	Ag008G716460	jg5977
OG0011033	Ag008G716220	jg5997
OG0011034	Ag008G716180	jg6002
OG0011035	Ag008G714780	jg6061
OG0011036	Ag008G714760	jg6062
OG0011037	Ag008G712570	jg23004
OG0011038	Ag008G712410	jg23000
OG0011039	Ag008G712250	jg22988
OG0011040	Ag008G712000	jg22985
OG0011041	Ag008G708530	jg22867
OG0011042	Ag008G708970	jg22881
OG0011043	Ag008G707060	jg22818
OG0011044	Ag008G729750	jg23335
OG0011045	Ag008G730310	jg23372
OG0011046	Ag008G730820	jg23406
OG0011047	Ag008G730830	jg23407
OG0011048	Ag008G730890, Ag005G465650	jg23413
OG0011049	Ag008G731560	jg23467
OG0011050	Ag001G061580	jg14929
OG0011051	Ag008G735080	jg23716
OG0011052	Ag008G735090	jg23717
OG0011053	Ag001G099900	jg23743
OG0011054	Ag001G099400	jg23774
OG0011055	Ag001G099250	jg23787
OG0011056	Ag001G099100	jg23803
OG0011057	Ag006G517040	jg8184
OG0011058	Ag006G517070	jg8186
OG0011059	Ag006G520070	jg8208
OG0011060	Ag006G519840	jg8220
OG0011062	Ag006G514380	jg8092
OG0011063	Ag006G514200	jg8083
OG0011064	Ag006G514190	jg8082
OG0011065	Ag006G513960	jg8078
OG0011066	Ag006G513790	jg8072
OG0011067	Ag006G513720	jg8069
OG0011068	Ag006G513240	jg8052
OG0011070	Ag006G512610	jg8031
OG0011071	Ag006G511830	jg7996
OG0011072	Ag006G510310	jg7973
OG0011073	Ag006G510250	jg7970
OG0011074	Ag006G510080	jg4023, jg7962
OG0011075	Ag007G599540	jg7868
OG0011076	Ag006G508560	jg7861
OG0011077	Ag007G586410	jg7936
OG0011078	Ag007G587210, Ag008G663360	jg20812
OG0011079	Ag007G588620	jg18382
OG0011080	Ag006G519610	jg9295
OG0011081	Ag007G588840	jg18361
OG0011082	Ag007G588690	jg18377
OG0011083	Ag007G588680	jg18378
OG0011084	Ag007G589880	jg18283
OG0011085	Ag007G591480	jg18172
OG0011086	Ag007G591850	jg18148
OG0011087	Ag007G592310	jg18094
OG0011088	Ag007G593640	jg17998
OG0011089	Ag007G593830	jg17973
OG0011090	Ag007G594080	jg17947
OG0011091	Ag007G594970	jg17868, jg17869
OG0011092	Ag007G595460	jg17831
OG0011093	Ag007G595870	jg17794
OG0011094	Ag007G595940	jg17786
OG0011095	Ag007G596170	jg17760
OG0011096	Ag007G596790	jg17677
OG0011097	Ag007G597770	jg17548
OG0011098	Ag007G597130	jg17632
OG0011099	Ag007G597820	jg17539
OG0011100	Ag007G597840	jg17537
OG0011101	Ag007G643000	jg21368
OG0011102	Ag003G246420	jg4809
OG0011104	Ag001G007670	jg17172
OG0011106	Ag001G100160	jg23959
OG0011107	Ag001G100340	jg23948
OG0011108	Ag001G100690	jg23923
OG0011109	Ag007G592900	jg18050
OG0011110	Ag001G101090	jg23881
OG0011111	Ag002G190740	jg28197, jg19421
OG0011112	Ag002G190690	jg19420
OG0011114	Ag003G250680	jg9775
OG0011115	Ag005G464370	jg9776
OG0011117	Ag005G488990, Ag005G489000	jg24089
OG0011118	Ag005G488650	jg24096
OG0011119	Ag005G488360	jg24120
OG0011120	Ag008G719270	jg5819
OG0011121	Ag005G486820	jg24224
OG0011122	Ag005G485620	jg24319
OG0011123	Ag005G484440	jg24403
OG0011124	Ag005G484540	jg24392
OG0011125	Ag005G484320	jg24412, jg24413
OG0011126	Ag005G483850	jg24445
OG0011127	Ag005G482790	jg24509
OG0011128	Ag005G482320	jg24537
OG0011129	Ag005G482280	jg24541
OG0011130	Ag002G176000	jg27042
OG0011131	Ag005G481500	jg24577
OG0011132	Ag005G479650	jg32666, jg24698
OG0011133	Ag005G479010	jg24754
OG0011134	Ag005G478790	jg24769
OG0011135	Ag005G478280	jg24811
OG0011136	Ag005G478270	jg24812
OG0011137	Ag002G187140	jg19313
OG0011138	Ag002G184690	jg19235
OG0011139	Ag001G029040, Ag007G646600	jg19194
OG0011140	Ag002G179110	jg19080
OG0011141	Ag002G178070	jg19062
OG0011142	Ag002G165540	jg18733
OG0011143	Ag002G166360	jg18755
OG0011144	Ag002G170460	jg18841
OG0011145	Ag002G171750	jg18881
OG0011146	Ag002G172030	jg18894, jg18891
OG0011147	Ag002G173160	jg18923
OG0011148	Ag002G174030	jg18939
OG0011149	Ag002G174730	jg18956
OG0011150	Ag002G175650	jg18996
OG0011151	Ag002G176970	jg19036
OG0011152	Ag002G176910	jg19035
OG0011153	Ag004G324310	jg30086
OG0011154	Ag004G324470	jg30093
OG0011156	Ag004G324920	jg30124
OG0011157	Ag004G326470	jg30243
OG0011158	Ag004G326490	jg30245
OG0011159	Ag004G327990	jg30292
OG0011160	Ag004G328040	jg30295
OG0011161	Ag004G328710	jg30315
OG0011163	Ag004G332780	jg30504
OG0011164	Ag004G333610	jg30538
OG0011165	Ag004G334110	jg30573
OG0011166	Ag004G336740	jg30682
OG0011167	Ag001G033040	jg17605, jg30736
OG0011168	Ag004G340840	jg30848
OG0011170	Ag003G243130	jg30991
OG0011171	Ag003G243670	jg31025
OG0011173	Ag002G124990	jg31100
OG0011174	Ag005G470600	jg25234
OG0011177	Ag004G399990	jg31194
OG0011178	Ag004G354640	jg31212
OG0011180	Ag006G523510	jg31243
OG0011181	Ag006G530510	jg31266
OG0011183	Ag004G298010	jg28457
OG0011185	Ag002G128300	jg11764, jg11865
OG0011186	Ag007G586300	jg9953
OG0011187	Ag007G585550	jg9905
OG0011190	Ag007G650430, Ag004G387960, Ag004G393040, Ag004G387860	jg12603, jg12604
OG0011191	Ag006G524780, Ag006G498370	jg16880
OG0011193	Ag006G524500	jg16833
OG0011194	Ag006G523640	jg16726, jg28205
OG0011195	Ag006G522310	jg16637
OG0011196	Ag006G521970	jg16604
OG0011197	Ag006G521600	jg16580
OG0011198	Ag006G520560	jg16519
OG0011199	Ag004G320190	jg29907
OG0011201	Ag004G319720	jg29887
OG0011202	Ag004G319210	jg29861
OG0011203	Ag004G318640	jg29836
OG0011204	Ag004G317060	jg29752
OG0011205	Ag004G316820	jg29744
OG0011206	Ag004G316020	jg29697
OG0011207	Ag004G315070	jg29638
OG0011208	Ag007G641990, Ag004G314750	jg29621
OG0011209	Ag004G314030	jg29588
OG0011210	Ag004G312850	jg29498
OG0011211	Ag004G311350	jg29443
OG0011212	Ag004G311740	jg29416
OG0011213	Ag004G311090	jg29381
OG0011214	Ag004G309260	jg29264
OG0011215	Ag001G101640	jg10950, jg28045
OG0011216	Ag004G309050	jg29246
OG0011217	Ag004G308800	jg29229
OG0011218	Ag007G585350	jg32832
OG0011219	Ag004G308020	jg29174
OG0011220	Ag004G306810	jg29088
OG0011221	Ag004G306670, Ag004G306650	jg29079
OG0011222	Ag007G623440, Ag004G306030	jg29040
OG0011223	Ag004G305490	jg25447, jg1090, jg28988
OG0011224	Ag004G305120	jg28954
OG0011225	Ag004G305080	jg28949
OG0011226	Ag004G305020	jg28946
OG0011227	Ag004G304950	jg28941
OG0011228	Ag004G304330	jg28897
OG0011230	Ag004G304000	jg28879
OG0011231	Ag004G302890	jg28792
OG0011232	Ag004G302640	jg28778
OG0011233	Ag004G301890	jg28714
OG0011234	Ag004G301130	jg28667
OG0011235	Ag004G301190	jg28674
OG0011236	Ag004G301530	jg28693
OG0011237	Ag004G300710	jg28652
OG0011238	Ag004G300640, Ag007G594900, Ag003G259940	jg28644
OG0011239	Ag004G382910, Ag004G400110, Ag004G300500	jg28635
OG0011240	Ag004G300380	jg28631
OG0011241	Ag004G300000	jg28605
OG0011242	Ag004G299770	jg28586
OG0011243	Ag004G299620	jg28573
OG0011244	Ag004G299550	jg28563
OG0011246	Ag004G297470	jg28419
OG0011247	Ag007G613060	jg5212
OG0011248	Ag007G613810	jg5249
OG0011249	Ag007G613470, Ag007G613460	jg5234
OG0011251	Ag007G615300	jg5293
OG0011253	Ag007G622160	jg5463
OG0011254	Ag007G622420	jg5473
OG0011255	Ag007G623120	jg5499
OG0011256	Ag007G625250	jg5573
OG0011257	Ag007G625210	jg5570
OG0011258	Ag007G627890	jg5621
OG0011259	Ag004G353730	jg2391
OG0011260	Ag007G631090	jg5684
OG0011261	Ag007G630590, Ag006G503220	jg5692
OG0011264	Ag007G634520	jg6548
OG0011266	Ag007G635650	jg6593
OG0011267	Ag007G635510	jg6589
OG0011268	Ag007G636100	jg6609
OG0011269	Ag007G637310	jg6682
OG0011270	Ag007G641760	jg6825
OG0011271	Ag007G641370	jg6875
OG0011272	Ag007G641020	jg21602
OG0011273	Ag003G269190, Ag008G670450, Ag002G205010, Ag005G446930, Ag002G203180, Ag007G642620	jg21572
OG0011275	Ag007G581710	jg21550
OG0011276	Ag007G621040	jg21384
OG0011277	Ag001G064170, Ag007G611890	jg5165
OG0011278	Ag006G505800	jg4516
OG0011279	Ag006G503660, Ag006G503670	jg4385
OG0011280	Ag006G502280	jg4347
OG0011281	Ag006G501050	jg4316
OG0011282	Ag006G500630	jg4306
OG0011283	Ag006G500590	jg4240, jg4363, jg4301, jg4392
OG0011284	Ag006G500470	jg4294
OG0011285	Ag005G471550	jg25179
OG0011286	Ag006G498140	jg4196
OG0011287	Ag008G719870	jg6502
OG0011288	Ag008G720420	jg6444
OG0011289	Ag008G720410	jg6445
OG0011290	Ag008G720950	jg6416
OG0011291	Ag008G721140	jg6396
OG0011292	Ag008G721780	jg6357
OG0011293	Ag008G721980	jg6337
OG0011294	Ag008G722740	jg6276
OG0011295	Ag008G722980	jg6261
OG0011297	Ag008G723480	jg6226
OG0011298	Ag008G725280	jg23054
OG0011299	Ag008G726160	jg23108
OG0011300	Ag008G728270	jg23225
OG0011301	Ag008G706780	jg22797
OG0011302	Ag008G706540	jg22790
OG0011303	Ag008G705780	jg22748
OG0011304	Ag008G705760	jg22745
OG0011305	Ag008G705430	jg22731
OG0011306	Ag001G059510, Ag001G059370	jg14993
OG0011307	Ag001G061640	jg14931
OG0011308	Ag001G061590	jg14930
OG0011309	Ag001G061550	jg14927
OG0011310	Ag001G061240	jg14911
OG0011311	Ag001G061220	jg14907, jg15549
OG0011312	Ag001G058720	jg14844
OG0011313	Ag003G270800, Ag008G691660	jg14735, jg14738
OG0011314	Ag001G057140	jg14676
OG0011315	Ag001G057110	jg14674
OG0011316	Ag001G054720	jg14626
OG0011317	Ag004G319540	jg29862
OG0011318	Ag001G051590	jg14404
OG0011319	Ag001G051570	jg14402
OG0011320	Ag006G561900	jg14277
OG0011321	Ag010G740080, Ag001G049820	jg14263
OG0011321	Ag002G192990	jg14267
OG0011322	Ag010G739660, Ag001G049530	jg14160
OG0011323	Ag008G673810, Ag004G385470	jg13960
OG0011324	Ag006G500680, Ag008G678370	jg13942
OG0011325	Ag007G654900	jg12705
OG0011326	Ag004G353920	jg2381
OG0011327	Ag004G354100	jg2354
OG0011328	Ag004G354650	jg2352
OG0011329	Ag004G351800	jg2431
OG0011330	Ag004G351660	jg2438
OG0011331	Ag004G348430	jg2548
OG0011332	Ag004G348170	jg2562
OG0011333	Ag003G240790	jg2832
OG0011334	Ag004G345200	jg2655
OG0011335	Ag004G344950	jg2665
OG0011336	Ag004G344840	jg2669, jg2672, jg2671
OG0011337	Ag004G344280	jg2690
OG0011338	Ag004G343850	jg2719
OG0011339	Ag004G342650	jg2783
OG0011340	Ag004G342510	jg2790
OG0011341	Ag004G342270	jg2802
OG0011342	Ag003G240700	jg2837
OG0011343	Ag003G214670	jg3502
OG0011344	Ag003G214730	jg3498
OG0011345	Ag003G215340	jg3464
OG0011346	Ag003G218120	jg3410
OG0011347	Ag004G336650	jg30678
OG0011348	Ag003G221070	jg3297
OG0011349	Ag003G224500	jg3229
OG0011350	Ag003G224620	jg3227
OG0011351	Ag003G259140	jg9433
OG0011352	Ag007G584380	jg32716
OG0011353	Ag002G154240, Ag002G156640	jg21190
OG0011354	Ag003G226630	jg3190
OG0011355	Ag003G227270	jg3168
OG0011356	Ag003G229080, Ag003G228990, Ag005G442800	jg3136
OG0011358	Ag003G231510, Ag003G231500	jg3091
OG0011359	Ag003G233600	jg3042
OG0011361	Ag003G238940	jg2906
OG0011362	Ag003G209160	jg3706
OG0011363	Ag003G209140	jg3707
OG0011364	Ag003G208540	jg3727
OG0011365	Ag003G208110	jg3758
