Orthogroup	Alyssum_gmelinii	Odontarrhena_muralis
OG0001039	Ag005G457580	Om002G064180
OG0001040	Ag001G010610	Om003G095600
OG0001040	Ag005G442290, Ag005G443580	Om002G069240
OG0001041	Ag006G563530	Om001G026750, Om006G271130, Om005G224060
OG0001041	Ag001G053920	Om006G264620
OG0001042	Ag005G449150	Om004G167580
OG0001042	Ag001G009670, Ag001G009650	Om003G094970
OG0001043	Ag001G010130, Ag001G010170	Om003G095340
OG0001043	Ag001G010100	Om003G095330
OG0001044	Ag002G182230, Ag007G649450, Ag002G182240, Ag002G182170, Ag002G182340, Ag002G182160	Om008G331690
OG0001044	Ag001G078590	Om006G251940
OG0001045	Ag003G229490, Ag003G227370, Ag003G227510, Ag003G227560	Om004G138940, Om004G138480
OG0001048	Ag006G500370	Om004G171750
OG0001051	Ag005G417440	Om002G082920
OG0001051	Ag003G283300	Om001G033650
OG0001052	Ag003G284530, Ag003G283870	Om001G034140, Om001G033870
OG0001052	Ag003G283970, Ag003G283860, Ag003G284620, Ag003G284640	Om001G033860, Om001G034150
OG0001052	Ag003G283960	Om001G033850
OG0001052	Ag003G283880	Om001G034130, Om001G033880
OG0001053	Ag004G368540	Om005G218880
OG0001053	Ag004G310950	Om005G188400
OG0001054	Ag004G377690	Om005G223780
OG0001054	Ag004G377770	Om005G223800
OG0001054	Ag001G023070	Om003G098880
OG0001054	Ag004G377790	Om005G223870
OG0001055	Ag004G342720, Ag004G342750, Ag004G342760	Om005G206280
OG0001056	Ag005G475450	Om002G053390
OG0001056	Ag006G498080	Om004G172930
OG0001057	Ag004G381450	Om001G021190
OG0001057	Ag002G203230	Om003G115800, Om008G321080
OG0001058	Ag003G286850	Om001G035410
OG0001059	Ag002G102850	Om008G357520
OG0001059	Ag008G704200, Ag006G569720	Om001G004750
OG0001060	Ag001G037950	Om003G103620
OG0001060	Ag005G432380	Om002G072890
OG0001061	Ag005G436340	Om002G071530
OG0001061	Ag001G036430	Om003G102610
OG0001062	Ag008G734190	Om006G230770
OG0001063	Ag001G022580	Om005G212620, Om003G093110
OG0001063	Ag005G482770, Ag008G663460, Ag004G382980, Ag005G482720, Ag005G436860	Om004G155630, Om003G093100, Om004G155640, Om008G354590, Om002G063850
OG0001064	Ag002G170730	Om008G336220
OG0001064	Ag001G072080	Om006G254930
OG0001065	Ag002G171290	Om008G335950
OG0001065	Ag001G072550	Om006G254630
OG0001066	Ag002G171350	Om008G335940
OG0001066	Ag001G072590	Om006G254620
OG0001067	Ag003G212210	Om004G132270
OG0001067	Ag004G325430	Om005G197660
OG0001068	Ag005G484940	Om002G046590
OG0001068	Ag003G239880	Om004G142650
OG0001069	Ag003G227650	Om004G138890
OG0001069	Ag004G332070	Om005G201270
OG0001070	Ag003G247160	Om002G055400
OG0001070	Ag005G415800	Om002G084080
OG0001071	Ag004G319670	Om005G194160, Om001G020980
OG0001071	Ag004G319700	Om005G194150
OG0001072	Ag005G457860, Ag004G381180, Ag002G184210, Ag006G495420, Ag008G723360	Om006G238440
OG0001073	Ag002G121140, Ag002G115220, Ag007G581390	Om007G290400
OG0001073	Ag005G456010	Om002G064950, Om002G064980
OG0001074	Ag003G228820	Om004G138580, Om004G138590
OG0001074	Ag003G228760, Ag003G228720	Om002G062590, Om002G062600
OG0001075	Ag001G007940	Om003G094180
OG0001075	Ag005G462970	Om002G061260
OG0001076	Ag005G475140	Om002G053600, Om002G053620
OG0001076	Ag001G056780	Om002G053580
OG0001076	Ag003G281980, Ag003G281750, Ag003G281770	Om002G053570
OG0001077	Ag003G272800	Om001G028890
OG0001077	Ag002G105880	Om008G358770
OG0001077	Ag002G106020	Om008G358780
OG0001084	Ag005G403690	Om002G088350
OG0001084	Ag003G254320	Om001G022740
OG0001085	Ag005G405350	Om002G087420
OG0001085	Ag003G257840	Om001G024410
OG0001086	Ag003G276320	Om001G030820
OG0001087	Ag003G282330	Om001G033000
OG0001087	Ag003G282350	Om001G033030
OG0001088	Ag008G671230, Ag001G058180	Om006G270910, Om006G270920
OG0001089	Ag008G678430	Om006G270670
OG0001089	Ag008G728030, Ag004G349920	Om003G100560
OG0001090	Ag002G176920	Om006G257890
OG0001090	Ag007G587410	Om007G276540, Om007G277750
OG0001090	Ag001G063180	Om006G257910
OG0001091	Ag008G691170	Om006G261270
OG0001091	Ag008G677410	Om003G111530
OG0001092	Ag006G505480	Om006G254090, Om003G117920
OG0001092	Ag006G505530, Ag006G505570, Ag006G504330, Ag006G505520	Om004G169810
OG0001093	Ag008G719510	Om006G241070
OG0001093	Ag007G609150	Om004G162590
OG0001094	Ag007G604040	Om004G166070
OG0001094	Ag008G732610	Om006G232040
OG0001095	Ag001G020780, Ag001G020940	Om003G104930, Om003G098310
OG0001096	Ag001G086120	Om003G121440
OG0001096	Ag002G192900	Om008G327170
OG0001097	Ag001G023420	Om003G098920
OG0001097	Ag008G707570	Om006G246790
OG0001097	Ag008G707580	Om006G246780
OG0001098	Ag008G733600	Om006G231290
OG0001099	Ag003G271730, Ag004G298420	Om005G178490
OG0001099	Ag006G515610	Om004G158290
OG0001100	Ag007G589140, Ag007G589200, Ag007G589130, Ag007G589190	Om007G279170
OG0001100	Ag004G303930	Om005G182670
OG0001101	Ag007G614670	Om007G301060
OG0001101	Ag002G125370, Ag005G476370, Ag008G708680	Om008G356620
OG0001102	Ag005G489810	Om002G043570
OG0001102	Ag007G619710	Om007G299380
OG0001103	Ag007G638480	Om007G302690
OG0001105	Ag003G209360	Om004G130780
OG0001105	Ag004G323900	Om005G196580
OG0001106	Ag004G325680	Om005G197880
OG0001106	Ag003G212520	Om006G270430
OG0001107	Ag004G328670	Om005G199420
OG0001107	Ag003G236980	Om004G141690
OG0001108	Ag003G229540	Om004G139030, Om004G139050, Om004G139020
OG0001108	Ag004G331110	Om005G200740
OG0001109	Ag003G217700, Ag003G217610, Ag003G217570	Om004G134660
OG0001109	Ag004G337880	Om005G204170
OG0001110	Ag004G347160, Ag004G347010	Om005G208460
OG0001110	Ag003G243550	Om004G144960
OG0001111	Ag004G355900	Om005G212400
OG0001111	Ag008G726950	Om006G235930
OG0001112	Ag002G130780	Om005G201500, Om005G201320
OG0001113	Ag006G505620	Om004G169750
OG0001114	Ag006G504590, Ag006G504580	Om001G014630, Om004G153880
OG0001115	Ag003G239710	Om004G142580
OG0001115	Ag004G327150	Om005G198490
OG0001116	Ag001G010770	Om003G095740
OG0001116	Ag005G442620, Ag005G443770	Om002G069120
OG0001117	Ag001G032630	Om003G101000
OG0001117	Ag001G032740	Om003G101110
OG0001117	Ag001G032650	Om003G101050
OG0001117	Ag001G032580, Ag001G032620	Om003G100990, Om006G262870
OG0001118	Ag001G003870, Ag008G687180, Ag001G003530	Om003G091610
OG0001119	Ag001G007860	Om003G094110, Om003G094160
OG0001120	Ag003G286910	Om001G035460
OG0001121	Ag008G693860, Ag008G694200	Om003G116500, Om003G116510
OG0001124	Ag005G407270	Om002G086830
OG0001124	Ag003G251080	Om001G019470
OG0001125	Ag007G579160	Om007G292200
OG0001127	Ag004G321030	Om005G194820
OG0001127	Ag003G225890	Om006G274830
OG0001128	Ag004G318380	Om005G193420
OG0001129	Ag006G514020	Om006G269590
OG0001130	Ag008G674550	Om006G268210
OG0001131	Ag008G702130	Om006G249570
OG0001132	Ag006G494530	Om004G174860
OG0001132	Ag005G476670	Om002G052350
OG0001133	Ag003G250820	Om001G018910, Om001G014980
OG0001133	Ag008G694900	Om003G117020
OG0001134	Ag007G611750, Ag007G611740	Om004G161390
OG0001135	Ag008G731910	Om006G232510
OG0001135	Ag007G603720	Om004G166180
OG0001136	Ag006G576750	Om001G000980
OG0001136	Ag002G120100	Om008G361480
OG0001137	Ag002G103820	Om008G358120
OG0001137	Ag006G571520	Om001G003870
OG0001138	Ag006G553570	Om001G008770, Om005G215100
OG0001138	Ag005G490060, Ag003G279670	Om002G043320
OG0001138	Ag002G140620	Om008G353710
OG0001139	Ag007G583870	Om007G288230
OG0001140	Ag003G287800	Om001G035650
OG0001141	Ag001G052110	Om006G251500, Om006G266990
OG0001142	Ag005G437730	Om002G070970
OG0001142	Ag001G035250	Om003G102330
OG0001143	Ag002G201140	Om008G322550
OG0001143	Ag001G093220	Om003G125560
OG0001144	Ag002G199410	Om008G323400
OG0001145	Ag005G483640, Ag005G483700, Ag005G483680, Ag005G483650, Ag005G483660	Om005G211970
OG0001145	Ag005G483750, Ag005G483770, Ag005G483830	Om002G047570
OG0001146	Ag008G730280, Ag002G191440	Om008G327790
OG0001146	Ag005G475750	Om002G053170
OG0001147	Ag008G719450	Om006G241130
OG0001147	Ag004G381030	Om005G225200
OG0001148	Ag002G105850, Ag007G603010	Om004G166470
OG0001148	Ag004G369830, Ag006G516580, Ag005G460910, Ag008G731440	Om006G232850
OG0001149	Ag001G067640	Om006G257580
OG0001149	Ag001G099510	Om006G229310
OG0001150	Ag007G621120	Om007G298860
OG0001150	Ag005G489140	Om002G043860
OG0001151	Ag005G480860	Om002G049430
OG0001152	Ag001G081200	Om006G250520
OG0001152	Ag002G187340	Om008G329540
OG0001153	Ag001G069970	Om006G255540
OG0001153	Ag002G166760	Om008G337320
OG0001154	Ag003G227190	Om004G137780
OG0001154	Ag004G332220	Om005G201420
OG0001155	Ag003G222900	Om004G136870
OG0001155	Ag004G333860	Om005G202350
OG0001156	Ag003G242280	Om004G143890
OG0001156	Ag004G345210	Om005G207750
OG0001157	Ag004G313710	Om005G190350
OG0001157	Ag004G313760, Ag004G313840, Ag004G313870, Ag004G313820	Om005G190400
OG0001157	Ag004G313830	Om005G190380
OG0001157	Ag004G313630	Om005G190210
OG0001158	Ag004G344270	Om005G207150
OG0001158	Ag003G241390	Om004G143390
OG0001159	Ag003G219730	Om004G135720
OG0001159	Ag003G219740	Om004G135760, Om004G135740
OG0001160	Ag001G001780	Om003G090340
OG0001160	Ag005G469170	Om002G057670
OG0001160	Ag005G469160	Om002G057680
OG0001161	Ag005G443670, Ag005G442360	Om002G069190
OG0001161	Ag001G010660	Om003G095640
OG0001162	Ag001G021330	Om003G098510
OG0001162	Ag001G021360	Om003G098520
OG0001163	Ag002G199240	Om008G323540
OG0001163	Ag003G278600	Om008G350030
OG0001164	Ag008G727950, Ag008G727990, Ag008G728080, Ag006G510130	Om006G235230, Om006G235270
OG0001165	Ag007G607380	Om004G163820, Om004G163810
OG0001166	Ag008G722380	Om006G239120
OG0001169	Ag003G290250, Ag008G688460, Ag008G690000	Om003G115820
OG0001170	Ag005G484070	Om002G047380, Om002G047370
OG0001170	Ag007G636930	Om007G293670
OG0001171	Ag004G373820	Om005G221900
OG0001171	Ag004G312950	Om005G189750
OG0001172	Ag008G662530	Om006G273870
OG0001172	Ag004G319120	Om005G193820
OG0001173	Ag007G619670	Om001G018260
OG0001173	Ag004G399590	Om005G228160
OG0001174	Ag005G474660	Om002G053840
OG0001175	Ag008G698260	Om003G118430
OG0001176	Ag008G733000	Om006G231760
OG0001176	Ag007G604920	Om004G165430
OG0001177	Ag007G600560	Om004G168130, Om004G168100
OG0001178	Ag007G600270	Om004G168330
OG0001178	Ag008G725720	Om006G236820
OG0001178	Ag008G725690	Om006G236830
OG0001178	Ag008G725670, Ag008G725680	Om006G236840
OG0001179	Ag006G574110	Om001G002710
OG0001179	Ag001G039020	Om003G104170
OG0001180	Ag006G570220	Om001G004420
OG0001180	Ag002G103040	Om008G357690
OG0001181	Ag006G566890	Om001G007890
OG0001181	Ag002G138060, Ag002G134550	Om008G354480
OG0001182	Ag002G160010	Om008G340520
OG0001182	Ag007G582580	Om007G289260
OG0001183	Ag003G286590	Om001G035210
OG0001183	Ag005G414160	Om002G084370
OG0001184	Ag001G095850	Om003G127310
OG0001184	Ag002G203750	Om008G320610
OG0001185	Ag001G095120	Om003G126820
OG0001185	Ag002G203300	Om008G321040
OG0001186	Ag001G090400	Om003G123550, Om003G123540
OG0001187	Ag007G589410	Om007G279310
OG0001187	Ag004G303790	Om005G182570
OG0001188	Ag006G504540	Om004G170230
OG0001188	Ag007G593130	Om007G281960
OG0001189	Ag001G100580	Om002G042490
OG0001189	Ag007G614050	Om007G301350
OG0001190	Ag005G486330	Om002G045600
OG0001191	Ag007G637060	Om007G293620
OG0001191	Ag005G484150	Om002G047290
OG0001192	Ag001G030940, Ag001G029590	Om003G100360
OG0001192	Ag005G480920	Om002G049400
OG0001193	Ag001G079120	Om006G251660
OG0001193	Ag002G183840	Om008G331060
OG0001194	Ag001G080130	Om006G251130
OG0001194	Ag001G080060	Om006G251160
OG0001194	Ag005G478840	Om002G050930
OG0001195	Ag004G327380	Om005G198660
OG0001196	Ag003G227660	Om004G138870
OG0001196	Ag004G332040	Om005G201250
OG0001197	Ag008G715480, Ag001G075470	Om006G253160
OG0001198	Ag003G225960, Ag003G226030, Ag003G225920, Ag003G226040, Ag007G636000	Om007G294050
OG0001200	Ag008G719020	Om006G241520
OG0001200	Ag001G002520	Om003G090720
OG0001200	Ag001G002590, Ag001G002580	Om003G090790
OG0001201	Ag008G723680	Om006G238190
OG0001201	Ag008G690580	Om006G261620
OG0001202	Ag001G060360	Om006G259060
OG0001203	Ag001G083410	Om003G119970
OG0001204	Ag002G193050, Ag002G193140, Ag002G193160, Ag002G193200, Ag002G193070, Ag002G193130, Ag002G193220, Ag002G193180	Om008G327040
OG0001204	Ag003G213790, Ag003G213830, Ag003G213680	Om004G135940
OG0001205	Ag005G464330	Om002G060410
OG0001207	Ag001G029600, Ag001G030950	Om003G100370
OG0001207	Ag005G459790	Om002G063290
OG0001208	Ag001G021110	Om003G098430
OG0001208	Ag005G452970	Om002G065980
OG0001209	Ag001G019490, Ag001G018930	Om003G098060
OG0001209	Ag005G451020	Om002G066390
OG0001210	Ag005G447410	Om002G067480
OG0001210	Ag001G015230	Om003G097150
OG0001214	Ag001G065530	Om003G106620
OG0001214	Ag004G367410, Ag001G070190, Ag002G167060, Ag006G526950, Ag003G212920, Ag004G351600	Om002G076570
OG0001214	Ag001G027510, Ag005G424450, Ag008G698490, Ag003G238460, Ag007G654930, Ag008G684040	Om003G103820
OG0001214	Ag001G055260, Ag001G055200	Om008G344640, Om001G020250
OG0001217	Ag002G130160	Om008G355510
OG0001218	Ag005G484660	Om002G046860
OG0001219	Ag008G697600	Om003G118330
OG0001220	Ag008G714370	Om006G244160, Om006G244150
OG0001222	Ag003G268120	Om001G027470
OG0001223	Ag003G273790	Om001G031810
OG0001224	Ag004G309570	Om005G187250
OG0001225	Ag008G667510, Ag004G374180	Om006G271930
OG0001226	Ag002G117630	Om006G269860
OG0001227	Ag005G476860	Om002G052210
OG0001227	Ag006G494080	Om004G175150
OG0001228	Ag002G174110, Ag001G081960	Om006G259390, Om006G259350, Om006G259430, Om006G259310
OG0001229	Ag004G384940, Ag004G385000, Ag004G385040, Ag004G384980, Ag004G385090, Ag004G384970	Om006G249980
OG0001229	Ag008G722120, Ag008G722140, Ag008G722160, Ag008G722130	Om006G240530
OG0001230	Ag008G726560	Om006G236280
OG0001230	Ag006G507850	Om004G169010
OG0001231	Ag008G726750	Om006G236150
OG0001231	Ag006G507570	Om004G169080
OG0001232	Ag006G572620	Om001G003020
OG0001233	Ag006G550770	Om001G009770
OG0001233	Ag003G263830, Ag003G263190, Ag008G694510, Ag002G143510	Om008G352720
OG0001234	Ag003G226160	Om004G138070
OG0001234	Ag007G584680	Om007G287480
OG0001235	Ag005G416000	Om002G083990
OG0001235	Ag003G285490	Om001G034630
OG0001236	Ag001G002170	Om008G342170
OG0001237	Ag002G202710	Om008G321460
OG0001237	Ag001G094450	Om005G208750, Om003G126420
OG0001238	Ag002G202580	Om008G321570
OG0001238	Ag001G094230	Om003G126200
OG0001239	Ag001G091800	Om003G124340
OG0001239	Ag002G198750	Om008G323910
OG0001240	Ag002G197880	Om008G324700
OG0001240	Ag002G197810	Om008G324730
OG0001240	Ag002G197830	Om008G324740
OG0001240	Ag002G197900	Om008G324680
OG0001241	Ag002G197710	Om008G324870
OG0001241	Ag002G197700, Ag002G197690	Om008G324900, Om008G324890
OG0001242	Ag006G495160	Om004G174520
OG0001242	Ag005G476520	Om002G052480
OG0001243	Ag008G719290	Om006G241260
OG0001243	Ag004G356370	Om005G212570
OG0001243	Ag008G719280	Om006G241270
OG0001244	Ag008G717950	Om006G242110
OG0001245	Ag001G063060	Om006G258010
OG0001245	Ag004G353940, Ag001G099840	Om006G229530
OG0001246	Ag004G299200	Om005G179070
OG0001246	Ag006G513920	Om004G158830
OG0001247	Ag007G599530	Om004G160440
OG0001247	Ag005G479440	Om002G050370
OG0001248	Ag007G594610, Ag007G594590	Om007G282850, Om007G282830, Om007G282860
OG0001249	Ag008G725240, Ag002G176480	Om008G333840
OG0001250	Ag007G618640	Om007G299800
OG0001250	Ag005G490080	Om002G043300
OG0001251	Ag005G489640	Om002G043620
OG0001251	Ag007G619870	Om007G299300
OG0001252	Ag005G489110	Om002G043920, Om002G043910
OG0001253	Ag005G483320	Om002G047790
OG0001253	Ag007G636010	Om007G294040
OG0001254	Ag001G011150	Om003G095910
OG0001254	Ag002G164800	Om008G338050
OG0001255	Ag003G214230	Om004G133240
OG0001255	Ag004G326380	Om005G198260
OG0001256	Ag003G238910	Om004G142260
OG0001256	Ag004G327570	Om005G198820
OG0001257	Ag003G237120	Om004G141760
OG0001257	Ag004G328540	Om005G199300
OG0001258	Ag004G331020	Om005G200690
OG0001258	Ag003G229650	Om004G139120
OG0001259	Ag004G332360, Ag004G332350	Om005G201530
OG0001259	Ag003G226980	Om004G137860
OG0001260	Ag008G701690	Om003G111460
OG0001261	Ag004G320170	Om005G194440
OG0001262	Ag004G319930	Om005G194320
OG0001262	Ag004G319960, Ag004G319980	Om005G194340
OG0001262	Ag004G319970, Ag004G319950	Om005G194330
OG0001263	Ag004G315430	Om005G191580
OG0001264	Ag005G469500	Om002G057540
OG0001264	Ag001G001400	Om003G090210
OG0001265	Ag001G010710	Om003G095680
OG0001265	Ag005G442590, Ag004G323700, Ag005G443740	Om002G069140
OG0001266	Ag001G066040	Om004G146350, Om006G264180
OG0001266	Ag002G195710	Om008G344320, Om003G113010
OG0001268	Ag003G244910	Om004G145870, Om004G145960
OG0001268	Ag003G244900	Om001G028270, Om001G028250
OG0001269	Ag007G582170, Ag007G582150	Om007G289700, Om007G289710
OG0001274	Ag006G524860	Om004G153070, Om018G373760
OG0001274	Ag003G267830	Om001G027260
OG0001275	Ag004G334620	Om005G202690
OG0001275	Ag003G283500	Om001G033720
OG0001276	Ag004G374720	Om005G222670
OG0001276	Ag004G313130	Om005G189920
OG0001277	Ag004G376210, Ag004G376220	Om005G222970
OG0001278	Ag008G670840	Om002G076590
OG0001279	Ag007G617160	Om007G300380
OG0001279	Ag005G490470	Om002G042920
OG0001280	Ag007G605820, Ag001G076190	Om006G269500
OG0001280	Ag005G473800	Om002G054490
OG0001281	Ag004G398000	Om005G227890
OG0001281	Ag005G451920, Ag004G354800, Ag004G322220, Ag007G656770	Om007G318310
OG0001282	Ag008G700450	Om006G250090
OG0001283	Ag001G083190	Om003G119930
OG0001283	Ag002G189930	Om008G328480
OG0001284	Ag001G040840	Om003G108870
OG0001284	Ag008G728600	Om006G234900
OG0001285	Ag001G057310	Om003G116080
OG0001286	Ag008G694420	Om006G249100, Om003G116840
OG0001286	Ag008G694390	Om003G116830
OG0001287	Ag008G694960	Om003G117080, Om004G145930
OG0001288	Ag007G607390	Om004G163800
OG0001288	Ag008G720640	Om006G240240
OG0001289	Ag006G577550	Om001G000320
OG0001289	Ag002G114270, Ag002G121960, Ag002G121970	Om008G362210
OG0001290	Ag002G146290	Om008G351210
OG0001290	Ag006G546920, Ag006G542020	Om001G010830
OG0001291	Ag006G540940	Om001G011750
OG0001292	Ag007G593410	Om007G282020
OG0001292	Ag005G490570	Om002G042860
OG0001293	Ag001G090280	Om003G123470
OG0001293	Ag001G090160	Om003G123460
OG0001294	Ag006G522710	Om004G153730
OG0001294	Ag003G293330	Om001G039610
OG0001296	Ag006G523450	Om004G154220
OG0001296	Ag002G206170, Ag008G733080	Om006G229750
OG0001297	Ag002G138870, Ag002G138840	Om008G354250
OG0001297	Ag002G138890	Om008G354230
OG0001298	Ag001G035220, Ag005G437770	Om002G070950
OG0001299	Ag002G204170	Om008G320350
OG0001300	Ag001G086290	Om003G121550
OG0001300	Ag002G193700	Om008G326760
OG0001301	Ag001G085710	Om003G121140
OG0001301	Ag002G193350	Om008G326930
OG0001302	Ag008G733920	Om006G231010
OG0001302	Ag001G058740	Om006G259630
OG0001303	Ag006G519040	Om004G157140
OG0001303	Ag004G297490	Om005G177770
OG0001304	Ag004G307690	Om005G185790
OG0001304	Ag007G595610	Om007G283550
OG0001305	Ag005G483870	Om002G047540
OG0001305	Ag007G636670	Om007G293740
OG0001306	Ag007G636130	Om007G294020
OG0001306	Ag005G483370	Om002G047760
OG0001307	Ag005G479630	Om002G050190
OG0001307	Ag005G479620	Om002G050200
OG0001308	Ag001G069930	Om006G255570
OG0001309	Ag002G174770	Om008G334740
OG0001309	Ag001G074030	Om006G253780
OG0001310	Ag004G325640	Om005G197840
OG0001310	Ag003G212510	Om004G132480
OG0001311	Ag007G579540	Om007G293340
OG0001311	Ag006G551840, Ag007G637700	Om007G293350
OG0001312	Ag007G643960	Om007G306710, Om009G363690
OG0001313	Ag004G353810	Om005G211210
OG0001313	Ag003G214010	Om001G038820, Om001G038860
OG0001313	Ag003G292230, Ag003G292240, Ag003G292260	Om001G038840, Om001G038810
OG0001314	Ag005G469610	Om002G057470
OG0001314	Ag001G001240	Om003G090100
OG0001315	Ag005G462720	Om002G061400
OG0001315	Ag001G008290	Om003G094330
OG0001316	Ag001G026620	Om003G099760
OG0001316	Ag005G458010	Om002G064010
OG0001317	Ag001G015320	Om003G097220
OG0001317	Ag005G447610	Om002G067410
OG0001318	Ag001G031440, Ag001G030250	Om003G100520, Om003G100530, Om003G100570, Om003G100550
OG0001319	Ag001G070950	Om006G255230
OG0001320	Ag004G399000	Om005G228140
OG0001320	Ag006G503170, Ag006G503570, Ag006G503520, Ag006G503160, Ag006G503130	Om004G165840
OG0001320	Ag006G506760, Ag001G036260, Ag001G054250, Ag007G650490, Ag005G403060, Ag007G650540, Ag007G650520	Om001G021540, Om001G034720, Om001G035350, Om001G036310
OG0001321	Ag002G115670, Ag002G120760	Om008G361810
OG0001321	Ag002G120660, Ag002G115790	Om008G361760
OG0001321	Ag002G115770, Ag002G120670	Om008G361770
OG0001321	Ag002G120680, Ag002G115760	Om008G361790
OG0001321	Ag002G120690, Ag002G115750	Om008G361780
OG0001321	Ag002G120650	Om008G361750
OG0001323	Ag008G731160, Ag008G731200	Om006G233070
OG0001328	Ag003G268990	Om001G027840
OG0001328	Ag006G527520	Om004G154830
OG0001330	Ag005G416240	Om002G083840
