Orthogroup	Alyssum_gmelinii	Odontarrhena_muralis
OG0007091	Ag008G692410, Ag004G305310	Om005G183660
OG0007092	Ag004G305150	Om005G183500
OG0007093	Ag004G304590	Om005G183120
OG0007094	Ag004G303190	Om005G182130
OG0007095	Ag004G302950	Om005G181900
OG0007096	Ag004G302800	Om005G181790
OG0007097	Ag004G302650	Om005G181530
OG0007098	Ag004G302610	Om005G181570
OG0007099	Ag004G302260	Om005G181320
OG0007100	Ag004G397740, Ag004G301050	Om005G180430
OG0007101	Ag004G301660	Om005G180850
OG0007102	Ag004G300110	Om005G179830
OG0007103	Ag004G300040	Om005G179800
OG0007104	Ag004G299990	Om005G179710
OG0007105	Ag004G299970	Om005G179680
OG0007106	Ag004G298310	Om005G178400
OG0007107	Ag001G066990	Om006G257210
OG0007108	Ag004G297410	Om005G177680
OG0007109	Ag007G613940	Om007G301420
OG0007110	Ag007G613880	Om007G301470
OG0007111	Ag007G613820	Om007G301490
OG0007112	Ag007G613500	Om007G301630
OG0007113	Ag007G615880	Om007G300780
OG0007114	Ag007G618170	Om007G299960
OG0007115	Ag007G617550	Om007G300220
OG0007116	Ag007G619370	Om007G299500
OG0007117	Ag007G622170	Om007G298370
OG0007118	Ag007G622910	Om007G298100
OG0007119	Ag007G622950	Om007G298090
OG0007121	Ag007G624730	Om007G297280
OG0007122	Ag007G625300	Om007G297090
OG0007123	Ag007G629950	Om007G295400
OG0007124	Ag007G632650, Ag002G142970	Om007G294840
OG0007125	Ag007G634280	Om007G294610
OG0007126	Ag007G634670	Om007G294440
OG0007127	Ag007G635870	Om007G294070
OG0007128	Ag007G637040	Om007G293640
OG0007129	Ag007G641920	Om007G303300
OG0007130	Ag008G718180, Ag008G718160	Om007G303680
OG0007131	Ag007G642510	Om007G304570
OG0007132	Ag003G219560	Om002G065080
OG0007133	Ag001G080690, Ag007G642950	Om007G308140, Om002G074690
OG0007134	Ag007G643870	Om007G306390, Om009G363540
OG0007135	Ag007G611820	Om004G161330
OG0007136	Ag006G506020	Om004G169590
OG0007137	Ag006G505320	Om004G169930
OG0007138	Ag006G504820	Om004G170130
OG0007139	Ag004G312840, Ag007G611800	Om004G161350
OG0007140	Ag007G611790	Om004G161360
OG0007141	Ag006G503850	Om004G170410
OG0007142	Ag006G501000	Om004G171430
OG0007143	Ag006G499710	Om004G172070
OG0007144	Ag006G499190	Om004G172420
OG0007145	Ag006G499280	Om008G335020, Om004G172290
OG0007146	Ag006G498200	Om004G172820
OG0007147	Ag008G719590	Om006G240990, Om006G240980
OG0007148	Ag008G720220	Om006G240580
OG0007149	Ag008G720270	Om006G240550
OG0007150	Ag008G720290	Om006G240520
OG0007151	Ag008G721430	Om006G239750
OG0007152	Ag008G721460	Om006G239710
OG0007153	Ag008G721840	Om006G239450
OG0007154	Ag008G721850	Om006G239440
OG0007155	Ag008G722720	Om006G238860
OG0007156	Ag008G722940	Om006G238730
OG0007157	Ag008G722950	Om006G238720
OG0007158	Ag008G691190	Om006G261230
OG0007159	Ag008G723730	Om006G238160
OG0007160	Ag008G723830	Om006G238070
OG0007161	Ag008G724190	Om006G237780
OG0007162	Ag008G724200	Om006G237770
OG0007163	Ag008G724740	Om006G237360
OG0007164	Ag008G724920	Om006G237300
OG0007165	Ag008G725000	Om006G237230
OG0007166	Ag005G440660, Ag008G725610	Om006G236910
OG0007167	Ag008G726080	Om006G236560
OG0007168	Ag008G727630	Om006G235550
OG0007169	Ag008G727820	Om006G235440
OG0007170	Ag008G727910	Om006G235310
OG0007171	Ag008G728330	Om006G235020
OG0007172	Ag001G055120	Om006G263410, Om006G263400
OG0007173	Ag008G728680	Om006G234820
OG0007174	Ag008G706420	Om006G247400
OG0007175	Ag001G062920	Om006G258130
OG0007176	Ag001G058440	Om006G259740
OG0007177	Ag003G235250, Ag002G188490, Ag008G693260	Om006G260200
OG0007178	Ag007G609210, Ag001G054950	Om007G306780, Om006G263200
OG0007179	Ag008G728170	Om006G235130
OG0007180	Ag002G173790, Ag001G054080	Om006G264120
OG0007181	Ag001G052880, Ag004G400250, Ag001G019550, Ag006G526030	Om006G266570
OG0007182	Ag008G710180	Om006G245610
OG0007183	Ag004G381130, Ag004G381160, Ag006G492200	Om004G176350
OG0007184	Ag010G740070, Ag001G049810	Om006G267660
OG0007185	Ag010G739600, Ag001G049450	Om006G268790
OG0007186	Ag002G139060, Ag002G139080, Ag008G671700	Om006G268620
OG0007187	Ag004G355820	Om005G212360
OG0007188	Ag004G355940	Om005G212410, Om005G212680
OG0007189	Ag001G094820	Om003G126590
OG0007190	Ag005G478360	Om002G051320
OG0007191	Ag004G349270	Om005G209450
OG0007192	Ag004G348590	Om005G209220
OG0007193	Ag004G353970	Om005G211360
OG0007194	Ag004G347360	Om005G208510
OG0007195	Ag004G347290, Ag006G563190	Om005G208500
OG0007196	Ag004G346770	Om005G208410
OG0007197	Ag004G344200	Om005G207120
OG0007198	Ag004G344010	Om005G206940
OG0007199	Ag004G343740	Om005G206840
OG0007200	Ag004G343310	Om005G206620
OG0007201	Ag004G342340	Om005G205970
OG0007202	Ag003G241160	Om004G143290
OG0007203	Ag008G719040	Om006G241500
OG0007204	Ag003G214580	Om004G133410
OG0007205	Ag003G216680	Om004G134400
OG0007206	Ag002G103370	Om008G357930
OG0007207	Ag003G218230, Ag003G218220	Om004G134900
OG0007208	Ag003G218650	Om004G135030
OG0007209	Ag004G318820, Ag005G419590, Ag004G318810, Ag003G219600	Om004G135640
OG0007210	Ag003G220430	Om004G136090
OG0007211	Ag003G221830	Om004G136550
OG0007211	Ag003G221820, Ag003G221840	Om004G136540
OG0007212	Ag003G222700	Om004G136960
OG0007213	Ag003G224490	Om004G137540
OG0007214	Ag003G224590	Om004G137580
OG0007215	Ag003G228350	Om004G138760
OG0007216	Ag003G228680	Om004G138650
OG0007217	Ag003G229060, Ag003G228970	Om004G138540
OG0007218	Ag003G229340	Om004G138500
OG0007219	Ag003G230860	Om004G139470
OG0007220	Ag003G234330	Om004G140560
OG0007221	Ag003G237030	Om004G141740
OG0007222	Ag002G206760	Om005G225240, Om008G318630
OG0007223	Ag003G238650	Om004G142170
OG0007224	Ag005G416480, Ag003G239820	Om004G142640
OG0007225	Ag003G214320	Om004G133300
OG0007226	Ag003G213180	Om004G132840
OG0007227	Ag005G475250	Om002G053480
OG0007228	Ag003G211850	Om004G131960
OG0007229	Ag003G211660	Om004G131830
OG0007230	Ag003G210950	Om004G131480
OG0007231	Ag004G324430	Om005G196910
OG0007232	Ag003G207910, Ag003G285270	Om004G129910, Om007G302980
OG0007233	Ag003G210240	Om004G131120
OG0007234	Ag003G269520, Ag003G210190	Om004G131040, Om004G131050, Om004G146080
OG0007235	Ag003G209670	Om004G130910
OG0007236	Ag008G664000, Ag003G209120	Om004G130610
OG0007237	Ag004G323790	Om005G196540
OG0007238	Ag003G208310	Om004G130200, Om001G006300
OG0007239	Ag005G471180	Om002G056200
OG0007239	Ag003G208250	Om004G130150
OG0007240	Ag005G470220	Om002G056910
OG0007241	Ag005G470020	Om002G056980
OG0007242	Ag005G446470	Om002G067980
OG0007243	Ag005G468420	Om002G058080
OG0007244	Ag005G468070	Om002G058330
OG0007245	Ag005G466460, Ag005G466550	Om002G058890
OG0007246	Ag005G466380	Om002G058960
OG0007247	Ag005G465410	Om002G059610
OG0007248	Ag005G463850	Om002G060690
OG0007249	Ag005G463460	Om002G060930
OG0007250	Ag005G463180, Ag003G239160	Om002G061120
OG0007251	Ag005G462710	Om002G061410
OG0007252	Ag005G462640	Om002G061470
OG0007253	Ag005G461900	Om002G061850
OG0007254	Ag005G461890	Om002G061860
OG0007255	Ag005G461780	Om002G061960
OG0007256	Ag005G461680	Om002G062050
OG0007257	Ag007G656400, Ag005G455210	Om006G275130, Om002G065260
OG0007258	Ag005G459180	Om002G063570
OG0007259	Ag005G458880	Om002G063750
OG0007260	Ag005G457900	Om002G064060
OG0007261	Ag005G457080	Om002G064520
OG0007262	Ag005G457040	Om002G064540
OG0007263	Ag005G456500	Om002G064680
OG0007264	Ag005G456170	Om002G064850
OG0007265	Ag005G455910	Om002G065040
OG0007266	Ag005G454740	Om002G065510
OG0007267	Ag005G453310	Om002G065850
OG0007268	Ag005G452840	Om002G066070
OG0007269	Ag005G450670	Om002G066620
OG0007270	Ag005G450440	Om002G066680
OG0007271	Ag005G450070	Om002G066770
OG0007272	Ag005G449510	Om002G066830
OG0007273	Ag005G448650	Om002G067120
OG0007274	Ag005G447370	Om002G067500
OG0007275	Ag005G446530	Om002G067920
OG0007276	Ag005G442980, Ag005G444270	Om002G068880
OG0007277	Ag005G442350, Ag005G443660	Om002G069200
OG0007278	Ag005G441360	Om002G069620
OG0007279	Ag005G441670	Om002G069500
OG0007280	Ag005G441730	Om002G069490
OG0007281	Ag005G441950	Om002G069390
OG0007282	Ag005G439280	Om002G070430
OG0007283	Ag003G252500, Ag005G439300	Om002G070440
OG0007284	Ag005G438930	Om002G070570
OG0007285	Ag005G438920	Om002G070580, Om002G045070
OG0007286	Ag005G438280	Om002G070810
OG0007287	Ag005G437660	Om002G070980
OG0007288	Ag005G437530	Om002G071080
OG0007289	Ag005G434240, Ag005G433360	Om002G072650
OG0007290	Ag005G434020, Ag005G432710	Om002G072740
OG0007291	Ag005G432500, Ag005G433870	Om002G072840
OG0007292	Ag005G431700	Om002G073150
OG0007293	Ag001G010760	Om003G095730
OG0007294	Ag005G430320, Ag005G430640	Om002G073880
OG0007295	Ag005G429560	Om002G074200
OG0007296	Ag003G275310	Om004G163750
OG0007297	Ag007G595970	Om007G283830
OG0007298	Ag005G420670	Om002G077860
OG0007299	Ag005G419610	Om002G081180
OG0007300	Ag005G417870	Om002G082590
OG0007301	Ag005G416840	Om002G083680
OG0007302	Ag005G416180	Om002G083890
OG0007303	Ag005G414220	Om002G084390
OG0007304	Ag005G412720	Om002G085070, Om002G085060, Om002G085050
OG0007305	Ag005G408880	Om002G086390
OG0007306	Ag005G407320	Om002G086810
OG0007307	Ag005G405650	Om002G087250
OG0007308	Ag005G403440	Om002G088180
OG0007309	Ag005G470840	Om002G056450
OG0007310	Ag001G001440	Om003G090230
OG0007311	Ag001G002410	Om003G090640, Om004G130800
OG0007312	Ag001G002690	Om003G090870
OG0007313	Ag001G004810	Om003G092150, Om003G092040
OG0007314	Ag001G008280	Om003G094320
OG0007315	Ag001G009030	Om003G094760
OG0007316	Ag001G009280	Om003G094880
OG0007317	Ag001G010480	Om003G095500
OG0007318	Ag001G010690	Om003G095660, Om004G131340
OG0007319	Ag001G016600	Om003G097530
OG0007320	Ag001G021020	Om003G098320
OG0007321	Ag001G024390	Om003G099140
OG0007322	Ag001G023500	Om003G098970
OG0007323	Ag001G025570, Ag008G710900	Om003G099580
OG0007324	Ag001G026550, Ag001G026540	Om003G099730
OG0007325	Ag001G027810, Ag001G027900, Ag001G027980	Om003G100090
OG0007326	Ag001G028840	Om003G100210
OG0007327	Ag001G029160	Om003G100230
OG0007329	Ag002G161470	Om008G339610
OG0007330	Ag002G161370	Om008G339670
OG0007331	Ag001G064640	Om006G256520
OG0007332	Ag001G064620	Om006G256500
OG0007333	Ag001G064140	Om006G256120
OG0007334	Ag001G068840	Om006G255860
OG0007335	Ag001G068910	Om006G255850
OG0007336	Ag001G071780	Om006G255000
OG0007337	Ag001G065990	Om006G256800
OG0007338	Ag001G066270	Om006G256910
OG0007339	Ag001G075160	Om006G253330, Om006G253310
OG0007340	Ag001G075760, Ag003G235720, Ag001G075810	Om006G253070
OG0007341	Ag001G076450	Om006G252700
OG0007342	Ag001G078640	Om006G251900
OG0007343	Ag005G453400	Om002G065760
OG0007343	Ag003G279040	Om001G029410
OG0007344	Ag001G079910	Om006G251320
OG0007345	Ag001G081620	Om003G119400
OG0007346	Ag001G082970	Om003G119810
OG0007347	Ag001G088570	Om003G122460
OG0007348	Ag001G088590	Om003G122480
OG0007349	Ag001G091180	Om003G123890
OG0007350	Ag001G093310	Om003G125600
OG0007351	Ag001G093510	Om003G125770
OG0007352	Ag001G094340	Om003G126340
OG0007353	Ag001G096420	Om003G127610
OG0007354	Ag001G096580	Om003G127720
OG0007355	Ag001G098590	Om003G129010
OG0007356	Ag001G008690	Om003G094610
OG0007357	Ag001G029420, Ag002G134980, Ag001G056350, Ag002G179020	Om008G332810
OG0007358	Ag001G057320	Om003G116090
OG0007360	Ag001G096740	Om003G127770
OG0007361	Ag002G123650	Om008G362880
OG0007363	Ag002G160570	Om008G340180
OG0007364	Ag002G160890	Om008G339640, Om008G339920
OG0007365	Ag002G161890	Om008G339430
OG0007366	Ag002G202750	Om008G321430
OG0007367	Ag003G226480	Om002G072590
OG0007368	Ag003G226570	Om004G137950
OG0007370	Ag003G272340	Om001G028790
OG0007371	Ag003G288250, Ag003G288020, Ag003G288050, Ag007G655250	Om001G035860
OG0007372	Ag004G302480, Ag006G535890	Om005G181700
OG0007373	Ag004G315700	Om005G191750
OG0007374	Ag005G457290, Ag005G457280	Om002G064360
OG0007376	Ag005G462400	Om002G061650
OG0007379	Ag006G545740, Ag006G551530, Ag006G543170, Ag006G544410, Ag007G610620	Om004G161800
OG0007380	Ag006G567570	Om001G008100
OG0007381	Ag006G572830	Om001G003140
OG0007382	Ag006G575610	Om001G002160
OG0007384	Ag007G597030	Om007G284750, Om007G284720
OG0007385	Ag007G624560	Om007G297390
OG0007386	Ag007G638280	Om007G293180
OG0007387	Ag008G699400	Om003G119110
OG0007389	Ag008G709110	Om006G246040
OG0007390	Ag008G725440	Om006G236960
OG0007413	Ag008G734200	Om001G022280
OG0007414	Ag003G254330	Om001G022750
OG0007415	Ag003G254350	Om001G022790
OG0007416	Ag003G254970	Om001G023150, Om001G023160
OG0007417	Ag003G255190	Om001G023330
OG0007418	Ag003G255620	Om001G023420
OG0007419	Ag003G258310	Om001G024540
OG0007420	Ag003G258580	Om001G024800
OG0007421	Ag003G259070	Om001G024990
OG0007422	Ag003G260160	Om001G025350
OG0007423	Ag003G260410	Om001G025450
OG0007424	Ag007G616530, Ag003G261460	Om001G025810
OG0007425	Ag003G262840, Ag003G264190	Om001G026460
OG0007426	Ag003G268090	Om001G027440
OG0007427	Ag003G268330	Om001G027550
OG0007428	Ag003G268760	Om001G027740
OG0007429	Ag003G268940	Om001G027790
OG0007430	Ag003G269530	Om001G027890
OG0007431	Ag003G269600	Om001G027960
OG0007432	Ag003G270870	Om001G028300
OG0007434	Ag003G273210	Om001G028990
OG0007435	Ag003G279950	Om001G029010
OG0007436	Ag003G279750	Om001G029050
OG0007437	Ag003G279690	Om001G029080
OG0007438	Ag003G279410, Ag004G350890	Om001G029240, Om005G213890
OG0007439	Ag003G278950	Om001G029470
OG0007440	Ag003G278230	Om001G029750
OG0007441	Ag003G276700	Om001G030550
OG0007442	Ag003G277130	Om001G030380
OG0007443	Ag003G276300	Om001G030840
OG0007444	Ag003G276310	Om001G030830
OG0007445	Ag003G274480	Om001G031530
OG0007446	Ag003G281040	Om001G032350
OG0007448	Ag003G273550	Om001G031940
OG0007449	Ag003G273580	Om001G031920
OG0007450	Ag003G273690	Om001G031860
OG0007451	Ag003G281910	Om001G032760
OG0007452	Ag003G282040	Om001G032830
OG0007453	Ag003G282160	Om001G032920
OG0007454	Ag003G282180	Om001G032940
OG0007456	Ag003G283100	Om001G033580
OG0007457	Ag007G579600	Om007G291830
OG0007458	Ag007G579120	Om007G292250
OG0007459	Ag007G579100	Om007G292270
OG0007460	Ag007G578670	Om007G292720, Om010G364640
OG0007461	Ag007G578500	Om007G277140
OG0007462	Ag007G578460	Om007G277090
OG0007463	Ag007G578350	Om007G277030
OG0007464	Ag001G101500	Om007G276200
OG0007465	Ag004G356950, Ag001G101770	Om007G276010
OG0007466	Ag001G102010	Om007G275710
OG0007467	Ag001G101820	Om007G275920, Om007G275960
OG0007468	Ag004G364560	Om005G215950
OG0007469	Ag004G364950, Ag004G365490	Om005G216190
OG0007470	Ag004G366740	Om005G218330, Om011G365900
OG0007471	Ag004G366800	Om011G365860, Om005G218230
OG0007472	Ag006G508450	Om004G168830
OG0007473	Ag004G368430	Om005G218800
OG0007474	Ag004G311870	Om005G188960
OG0007475	Ag004G373960	Om005G221980
OG0007476	Ag004G374640	Om005G222220
OG0007477	Ag004G313140	Om005G189930
OG0007478	Ag004G376390	Om005G223030
OG0007479	Ag004G377150	Om005G223410
OG0007480	Ag004G377260	Om005G223540
OG0007481	Ag008G658630, Ag012G741360	Om006G275500
OG0007482	Ag001G001100	Om003G089960
OG0007483	Ag008G658360	Om006G275420, Om003G107160
OG0007484	Ag008G660400	Om006G275050
OG0007485	Ag004G321300	Om005G195200
OG0007486	Ag008G661270	Om006G274380
OG0007487	Ag008G661760	Om006G274230
OG0007488	Ag008G662030	Om006G274150
OG0007489	Ag008G662200	Om006G274030
OG0007490	Ag008G662550	Om006G273860
OG0007491	Ag004G331840	Om005G201100, Om005G201070, Om005G201060, Om005G201080
OG0007492	Ag008G663670	Om006G273410
OG0007494	Ag008G665160	Om006G272860
OG0007495	Ag008G666350	Om006G272520
OG0007496	Ag008G666390	Om006G272480
OG0007497	Ag008G667450	Om006G272010
OG0007498	Ag008G667850	Om006G271870
OG0007499	Ag008G668280	Om006G271800
OG0007500	Ag007G655490	Om007G317800
OG0007501	Ag008G668820	Om006G271560
OG0007502	Ag008G668850	Om006G271520
OG0007503	Ag008G669130	Om006G271280
OG0007504	Ag008G670880	Om006G271020
OG0007505	Ag001G049220, Ag010G739380	Om006G269450
OG0007506	Ag006G574900	Om006G269420
OG0007510	Ag004G356530	Om005G212780
OG0007511	Ag004G357460	Om005G213080
OG0007512	Ag004G357990	Om005G213310
OG0007513	Ag003G287550, Ag003G287230, Ag002G193820, Ag002G193860, Ag004G359890	Om005G214010
OG0007514	Ag004G360220	Om005G214150
OG0007515	Ag004G360690	Om005G214630
OG0007516	Ag001G096150	Om003G127400
OG0007517	Ag007G627630	Om007G296510
OG0007518	Ag004G401710	Om005G228780
OG0007519	Ag001G002980	Om003G091000
OG0007520	Ag004G397150	Om005G227790
OG0007521	Ag004G390600, Ag004G395390	Om005G227210
OG0007522	Ag004G393690, Ag004G388710	Om005G226680
OG0007523	Ag004G385960, Ag004G386000	Om005G226110
OG0007524	Ag006G556410, Ag004G385540	Om005G226070
OG0007525	Ag004G382940	Om005G225690
OG0007526	Ag004G382260	Om005G225560
OG0007527	Ag004G379810	Om005G224810
OG0007528	Ag004G379620	Om005G224700
OG0007530	Ag005G470880	Om002G056420
OG0007531	Ag005G470940	Om002G056400
OG0007532	Ag005G470950	Om002G056390
OG0007533	Ag005G471170	Om002G056210
OG0007534	Ag003G253210	Om001G021870
OG0007535	Ag001G017630	Om001G017010
OG0007536	Ag004G312480	Om005G189400
OG0007538	Ag002G188240	Om008G329080
OG0007539	Ag002G188130	Om008G329190
OG0007540	Ag002G188010	Om008G329240
OG0007541	Ag005G478120	Om002G051550
OG0007542	Ag005G478160	Om002G051520
OG0007543	Ag005G477880	Om002G051670
OG0007544	Ag005G476950	Om002G052120
OG0007545	Ag005G476900	Om002G052160
OG0007546	Ag005G476620	Om002G052390
OG0007547	Ag005G476420	Om002G052510
OG0007548	Ag006G496540	Om004G173830
OG0007549	Ag005G476040	Om002G052850
OG0007550	Ag005G475970	Om002G052950
OG0007551	Ag005G475730	Om008G337710, Om002G053190
OG0007552	Ag005G475300	Om002G053450
OG0007553	Ag006G498360	Om004G172700
OG0007554	Ag005G474550	Om002G053900
OG0007555	Ag005G473690	Om002G054550
OG0007556	Ag005G473490	Om002G054600
OG0007557	Ag005G473160	Om002G054820
OG0007559	Ag005G472500	Om002G055170
OG0007560	Ag005G472370	Om002G055260
OG0007561	Ag005G472320	Om002G055300
OG0007562	Ag005G472180	Om002G055410
OG0007563	Ag003G253390	Om001G021980
OG0007564	Ag005G472040	Om002G055530
OG0007565	Ag005G472030	Om002G055540
OG0007566	Ag005G471870	Om002G055600
OG0007567	Ag005G471410, Ag005G416230	Om002G055990
OG0007568	Ag005G471390	Om002G056010
OG0007570	Ag001G039880	Om003G106850
OG0007571	Ag002G120340	Om007G299090, Om007G299100, Om008G361570
OG0007572	Ag007G585000	Om007G287220
OG0007573	Ag008G702310	Om003G111890
OG0007574	Ag006G513460	Om003G111870
OG0007575	Ag001G086470	Om003G121640
OG0007576	Ag008G675680	Om003G111640
OG0007577	Ag003G276510, Ag003G276270	Om001G030710
OG0007578	Ag008G682890, Ag008G682080	Om003G113670
OG0007579	Ag008G685870	Om003G114760
OG0007581	Ag008G685010	Om003G114410
OG0007582	Ag008G684880	Om003G114330
OG0007583	Ag008G684840	Om003G114300
OG0007584	Ag008G685890	Om003G114800
OG0007585	Ag008G686190	Om003G114950
OG0007586	Ag008G688400, Ag008G690080	Om003G115750
OG0007587	Ag008G688060	Om003G115600
OG0007588	Ag001G057230	Om003G116050
OG0007589	Ag001G057950	Om003G116200
OG0007590	Ag008G694170	Om003G116660
OG0007591	Ag008G696050	Om003G117620
OG0007592	Ag008G696570	Om003G118030
OG0007593	Ag008G697540	Om003G118310
OG0007594	Ag008G698240	Om003G118450
OG0007595	Ag004G312010	Om005G189070
OG0007596	Ag008G700530	Om006G250050
OG0007597	Ag008G701670	Om006G249870
OG0007598	Ag008G701600	Om006G249840
OG0007599	Ag008G701530	Om006G249760
OG0007600	Ag008G702500	Om006G249400
OG0007601	Ag008G702680	Om006G249340
OG0007602	Ag008G703980	Om006G248980
OG0007603	Ag008G704480	Om006G248490
OG0007604	Ag008G705320	Om006G248040
OG0007605	Ag007G637030	Om007G293650
OG0007606	Ag007G611680	Om004G161450
OG0007607	Ag007G610670	Om004G161780
OG0007608	Ag007G610420	Om004G161890
OG0007609	Ag007G610240	Om004G161960
OG0007610	Ag007G610060	Om004G162080
OG0007611	Ag007G609470	Om004G162290
OG0007612	Ag004G377630, Ag007G609350	Om004G162450
OG0007613	Ag007G609080	Om004G162710
OG0007614	Ag007G608930	Om004G162800
OG0007615	Ag007G608760	Om004G163010
OG0007616	Ag007G608100	Om004G163190
OG0007617	Ag007G607470	Om004G163710
OG0007618	Ag007G607440	Om004G163740
OG0007619	Ag007G606950	Om004G164160
OG0007620	Ag007G606180, Ag007G622190, Ag008G727980	Om004G164490
OG0007621	Ag007G605400	Om004G165110
OG0007622	Ag007G602090	Om004G167020
OG0007623	Ag007G601740	Om004G167250
OG0007624	Ag007G601580	Om004G167330
OG0007626	Ag007G600830	Om004G167880
OG0007627	Ag007G600800	Om004G167910
OG0007628	Ag007G600510	Om004G168200
OG0007629	Ag006G507560	Om004G169090
OG0007630	Ag006G507120	Om004G169150
OG0007631	Ag006G577650	Om001G000220
OG0007632	Ag006G576840	Om001G000960
OG0007633	Ag006G576460	Om001G001110
OG0007634	Ag006G576160	Om001G001340
OG0007635	Ag006G576090	Om001G001390
OG0007636	Ag006G574980	Om001G002230
OG0007637	Ag002G140550	Om008G353730
OG0007638	Ag006G572610	Om001G003000
OG0007639	Ag006G572850	Om007G306840, Om009G363830, Om007G306850, Om009G363870, Om009G363850, Om009G363900, Om001G003170
OG0007640	Ag006G571980	Om001G003600
OG0007641	Ag006G571160	Om001G004160
OG0007642	Ag006G558360	Om001G005260
OG0007644	Ag008G727020	Om006G235810
OG0007645	Ag006G561460	Om001G006140
OG0007646	Ag006G562700	Om007G317630
OG0007647	Ag002G131170	Om008G355160
OG0007648	Ag006G565100	Om001G007240
OG0007649	Ag006G566110	Om001G007620
OG0007650	Ag006G554940	Om001G008570
OG0007651	Ag006G554280	Om001G008630
OG0007652	Ag006G553550	Om001G008790
OG0007653	Ag006G553050	Om001G008910
OG0007654	Ag006G552260	Om001G009160
OG0007655	Ag006G551940	Om001G009250
OG0007656	Ag006G551500	Om001G009440
OG0007657	Ag006G550900	Om001G009740
OG0007658	Ag003G256710, Ag006G547830, Ag006G550050, Ag004G314880	Om001G009960
OG0007659	Ag006G547770, Ag006G547710, Ag006G547750, Ag006G549940, Ag001G028970	Om001G009990
OG0007660	Ag006G546910, Ag006G542010	Om001G010820
OG0007661	Ag006G542480, Ag006G545120	Om001G011020
OG0007662	Ag006G544580, Ag006G543030	Om001G011270
OG0007663	Ag006G540520	Om001G012060
OG0007664	Ag006G540340	Om001G012100
OG0007665	Ag006G538140, Ag006G540150	Om001G012270
OG0007666	Ag006G536860, Ag006G539390	Om001G012650
OG0007667	Ag006G535800	Om001G013450
OG0007668	Ag006G534220	Om001G014610
OG0007669	Ag006G532570	Om001G015150
OG0007670	Ag007G585230	Om007G287030
OG0007671	Ag007G584820	Om007G287340
OG0007672	Ag007G585310	Om007G286960
OG0007673	Ag005G479400	Om002G050410
OG0007674	Ag007G583700	Om007G288360
OG0007675	Ag007G583370	Om007G288650
OG0007676	Ag007G613640	Om007G301530
OG0007677	Ag007G583120	Om007G288830
OG0007678	Ag007G583030	Om007G288890
OG0007679	Ag007G582340	Om007G289500
OG0007680	Ag007G580940	Om007G290690, Om007G290680
OG0007681	Ag007G580710	Om007G290900
OG0007682	Ag007G580250	Om007G291350
OG0007683	Ag006G535850, Ag007G580170	Om001G013430
OG0007684	Ag007G580090	Om007G291440
OG0007685	Ag003G285810	Om001G034790
OG0007686	Ag006G495110	Om004G174560
OG0007687	Ag003G286620	Om001G035250
OG0007688	Ag003G286990	Om001G035500
OG0007689	Ag003G287680	Om001G035580
OG0007689	Ag003G287380, Ag003G287690	Om001G035590
OG0007690	Ag003G288480	Om001G036040
OG0007691	Ag003G288890	Om001G036330
OG0007692	Ag003G288920	Om001G036370
OG0007693	Ag003G289320	Om001G036730
OG0007694	Ag003G289790	Om001G037150
OG0007695	Ag006G523990	Om004G152050
OG0007696	Ag003G290360	Om001G037380
OG0007697	Ag003G291450	Om001G038320
OG0007698	Ag003G291550	Om001G038470
OG0007699	Ag003G291960	Om001G038600
OG0007700	Ag003G291970	Om001G038610
OG0007701	Ag003G292300	Om001G038910
OG0007702	Ag003G292690	Om001G039200
OG0007703	Ag003G292870	Om001G039340
OG0007704	Ag003G293410	Om001G039690
OG0007705	Ag003G293980	Om001G039880
OG0007706	Ag003G294520	Om001G040230
OG0007707	Ag003G296800	Om001G041590
OG0007708	Ag001G042580	Om003G106100
OG0007710	Ag007G647720	Om007G315170
OG0007711	Ag002G162090	Om008G339350
OG0007712	Ag008G710350	Om008G339220
OG0007713	Ag002G162540	Om008G339070
OG0007714	Ag004G311290	Om005G188650
OG0007715	Ag007G579470	Om007G291920
OG0007716	Ag007G628480	Om007G296200, Om006G239380, Om007G303710
OG0007717	Ag002G162900	Om008G339010
OG0007718	Ag002G162880	Om008G339040
OG0007719	Ag002G151700, Ag009G736750	Om007G288100
OG0007720	Ag002G171620	Om008G344310, Om043G376290
OG0007721	Ag002G149280, Ag002G155660	Om008G344810
OG0007722	Ag002G201690, Ag007G581380	Om007G290410
OG0007723	Ag002G160200	Om008G340440
OG0007724	Ag002G159970, Ag006G513530	Om008G337490, Om008G340530
OG0007725	Ag002G159640	Om008G340640
OG0007726	Ag002G159480	Om008G327500
OG0007727	Ag002G159420	Om008G340710
OG0007728	Ag002G158490	Om008G341060
OG0007729	Ag002G158400	Om008G341120
OG0007730	Ag002G157650	Om008G341890
OG0007731	Ag002G206240	Om008G347630
OG0007732	Ag002G146740	Om008G350710
OG0007733	Ag002G146210	Om008G351240
OG0007734	Ag002G145130	Om008G351800
OG0007735	Ag002G142640	Om008G353180
OG0007736	Ag002G141340	Om008G353540
OG0007737	Ag002G140280	Om008G353900
OG0007738	Ag002G133340	Om008G354610
OG0007739	Ag008G718810	Om006G241640
OG0007740	Ag002G132100	Om008G354840
OG0007741	Ag002G125410	Om008G356590
OG0007742	Ag002G102960	Om008G357550
OG0007743	Ag002G103880	Om008G358140
OG0007744	Ag002G104730	Om008G358510
