Orthogroup	Cardamine_hirsuta	Aethionema_saxatile
OG0010761	CARHR136050	As002G033420
OG0010762	CARHR136090	As002G033450
OG0010763	CARHR135730	As002G033840
OG0010764	CARHR083350	As002G033890
OG0010765	CARHR083460	As002G033970
OG0010766	CARHR083840	As006G148740, As002G034280
OG0010767	CARHR129010, CARHR084640	As002G035340
OG0010768	CARHR084700	As002G035440
OG0010769	CARHR084710	As002G035450
OG0010771	CARHR085390	As002G036380
OG0010772	CARHR047390	As002G036410
OG0010773	CARHR085620	As002G036640
OG0010774	CARHR241200	As002G037340
OG0010775	CARHR086070	As002G037350
OG0010776	CARHR086450	As002G037920
OG0010777	CARHR086650	As002G038520
OG0010778	CARHR086760	As002G038600
OG0010779	CARHR215410	As002G038780
OG0010780	CARHR086910	As002G038940
OG0010781	CARHR086900	As002G038960
OG0010782	CARHR287080	As002G039490
OG0010783	CARHR293020	As002G040450, As002G040440, As002G040460, As002G040070
OG0010784	CARHR258890	As002G040150
OG0010785	CARHR258820	As002G040590
OG0010786	CARHR258010	As002G042010
OG0010787	CARHR258160	As002G042070
OG0010788	CARHR258140	As002G042190
OG0010789	CARHR257950	As002G042250
OG0010790	CARHR257520	As002G042460
OG0010791	CARHR257170	As002G042790
OG0010792	CARHR256840	As002G043190
OG0010793	CARHR264130	As002G043370
OG0010794	CARHR264290	As002G043430
OG0010795	CARHR264420	As002G043570
OG0010796	CARHR264720	As002G043770
OG0010797	CARHR265200, CARHR265170	As002G044070
OG0010798	CARHR266350	As002G044730
OG0010799	CARHR266220	As002G044860
OG0010800	CARHR266580, CARHR286540	As002G045210
OG0010801	CARHR266820	As002G045390
OG0010802	CARHR267390	As002G045420, As002G045880
OG0010805	CARHR268000	As002G046450
OG0010806	CARHR234760	As002G046550
OG0010807	CARHR268280	As002G046710, As006G132690
OG0010808	CARHR268860	As002G047310
OG0010810	CARHR269330	As002G047710
OG0010811	CARHR269620	As002G047970
OG0010812	CARHR270800	As002G048730
OG0010813	CARHR270960	As002G048880
OG0010814	CARHR271010	As002G048930
OG0010815	CARHR271360	As002G049260
OG0010816	CARHR271570	As002G049510
OG0010817	CARHR271810	As002G049800
OG0010818	CARHR200330	As002G050520
OG0010819	CARHR200670	As002G050850
OG0010820	CARHR201020	As002G051170
OG0010821	CARHR201330	As002G051400
OG0010822	CARHR201510	As002G051520
OG0010823	CARHR201580	As002G051620
OG0010824	CARHR201630	As002G051660
OG0010825	CARHR201670	As002G051730
OG0010826	CARHR202140	As002G052080
OG0010827	CARHR202170	As002G052110
OG0010828	CARHR202290	As002G052210
OG0010829	CARHR202340	As002G052260
OG0010830	CARHR202670	As002G052480
OG0010831	CARHR279520	As002G052730
OG0010832	CARHR202770	As002G052740
OG0010833	CARHR203200	As002G053220
OG0010834	CARHR203210	As002G053230
OG0010835	CARHR203650	As002G053560
OG0010836	CARHR203790	As002G053680
OG0010837	CARHR278110	As005G117180, As002G053860
OG0010838	CARHR204580, CARHR056810	As002G054390
OG0010839	CARHR143530	As002G055210
OG0010840	CARHR205760	As002G055350
OG0010841	CARHR223850	As003G055640
OG0010842	CARHR224470	As003G056100
OG0010843	CARHR224750	As003G056380
OG0010844	CARHR225220	As003G056780
OG0010845	CARHR225370	As003G056990
OG0010846	CARHR225420	As003G057040
OG0010847	CARHR225490	As003G057110
OG0010848	CARHR225810	As003G057370
OG0010849	CARHR225980	As003G057530
OG0010850	CARHR226150	As003G057710
OG0010851	CARHR226360	As003G057870
OG0010852	CARHR226600	As003G058050
OG0010853	CARHR227330	As003G058740
OG0010854	CARHR227400	As003G058810
OG0010856	CARHR228190	As003G059560
OG0010857	CARHR228250	As003G059600
OG0010858	CARHR228450	As003G059750
OG0010861	CARHR231490	As003G062170
OG0010862	CARHR032740	As004G083570, As003G062720
OG0010863	CARHR032940	As003G062830
OG0010864	CARHR033110	As003G062870
OG0010865	CARHR033180	As003G062970, As004G083300
OG0010866	CARHR034050	As003G063530, As004G080460
OG0010867	CARHR263530, CARHR288350	As003G063580
OG0010868	CARHR134910	As003G064400
OG0010869	CARHR035930	As003G064560
OG0010870	CARHR035480	As003G064720
OG0010871	CARHR035610	As003G064840
OG0010872	CARHR036850	As003G065810
OG0010873	CARHR027530	As003G068400
OG0010874	CARHR027740	As003G068750
OG0010875	CARHR027950	As003G069110
OG0010876	CARHR027970	As003G069140
OG0010877	CARHR028020	As003G069210
OG0010878	CARHR028250	As003G069460
OG0010879	CARHR029220	As003G070740
OG0010880	CARHR029890	As003G071080
OG0010881	CARHR030050	As003G071200
OG0010882	CARHR054980, CARHR030220	As003G071330
OG0010883	CARHR030480, CARHR258260	As003G071600
OG0010885	CARHR244460	As003G072360
OG0010886	CARHR244700	As003G072540
OG0010887	CARHR108870	As003G072700, As011G265440
OG0010888	CARHR245010	As003G072860
OG0010889	CARHR245060	As003G072910
OG0010890	CARHR245830	As003G073690
OG0010891	CARHR245910	As003G073800
OG0010892	CARHR246340	As003G074290
OG0010893	CARHR246730	As007G180360, As003G074730
OG0010894	CARHR246910	As003G074910
OG0010895	CARHR247350	As003G075510
OG0010896	CARHR247690	As003G075800
OG0010897	CARHR294360	As003G076190
OG0010898	CARHR294310	As003G076240
OG0010900	CARHR111820	As007G182150, As003G076320
OG0010901	CARHR294060	As003G076400
OG0010902	CARHR294100	As003G076460
OG0010903	CARHR294160	As003G076530
OG0010904	CARHR294170	As003G076540
OG0010905	CARHR293940	As003G076610
OG0010906	CARHR216560	As004G076860
OG0010907	CARHR216390	As004G076980
OG0010908	CARHR215780	As004G077160
OG0010909	CARHR098570	As004G077190
OG0010910	CARHR214970	As004G077400
OG0010911	CARHR214100, CARHR262580	As004G077890
OG0010912	CARHR264050, CARHR288770, CARHR283670	As004G077930
OG0010913	CARHR263640	As004G078020
OG0010914	CARHR263390	As004G078120
OG0010915	CARHR262630	As004G078460
OG0010916	CARHR129160	As004G078730
OG0010917	CARHR129210	As004G078780
OG0010918	CARHR129450	As004G079680
OG0010919	CARHR032060	As004G079750
OG0010920	CARHR260470	As004G080150
OG0010921	CARHR056930	As004G080170
OG0010922	CARHR259570	As004G080640
OG0010923	CARHR259330	As004G080780
OG0010924	CARHR259460	As004G080900
OG0010925	CARHR128360	As004G081090
OG0010926	CARHR128170	As004G081220
OG0010927	CARHR127970	As004G081390
OG0010928	CARHR127910	As004G081450
OG0010929	CARHR180430	As004G081820
OG0010930	CARHR181740	As004G082330
OG0010931	CARHR181640	As004G082400
OG0010933	CARHR181570	As004G082450
OG0010934	CARHR181930	As004G082610
OG0010935	CARHR261230	As004G083440
OG0010936	CARHR255830	As004G083960
OG0010937	CARHR255310	As004G084430
OG0010938	CARHR254320	As004G084860
OG0010939	CARHR253080	As004G085630
OG0010940	CARHR252690	As004G085910
OG0010941	CARHR252610	As004G085960
OG0010942	CARHR252570	As004G086000
OG0010943	CARHR252540	As004G086050
OG0010944	CARHR178590	As004G086720
OG0010945	CARHR060770	As004G087070
OG0010946	CARHR176490	As004G088020
OG0010947	CARHR176260	As004G088180
OG0010948	CARHR176180	As004G088250
OG0010949	CARHR175340	As004G088940
OG0010950	CARHR174810	As004G089130
OG0010951	CARHR174300	As004G089710
OG0010952	CARHR173560	As004G090540
OG0010953	CARHR173980	As004G091130
OG0010954	CARHR102260	As004G091520, As009G211660
OG0010955	CARHR102200	As004G091830
OG0010956	CARHR216740	As004G092560
OG0010957	CARHR102090	As004G092690, As011G258260
OG0010959	CARHR134640, CARHR134650	As004G092940
OG0010960	CARHR218970	As004G094080
OG0010961	CARHR219750	As004G094860
OG0010962	CARHR219770	As004G094880
OG0010963	CARHR219920	As004G094920, As004G094930
OG0010964	CARHR220020, CARHR220010	As004G095060
OG0010965	CARHR056230	As004G095260
OG0010967	CARHR222220	As004G096550
OG0010968	CARHR262180	As004G096810
OG0010969	CARHR262140	As004G096830
OG0010970	CARHR102570	As004G096880
OG0010971	CARHR102620	As004G096940
OG0010972	CARHR102650	As004G096950
OG0010973	CARHR261970	As004G096960
OG0010974	CARHR261590	As004G097260
OG0010975	CARHR149540, CARHR261510	As004G097320
OG0010976	CARHR261410	As004G097430
OG0010977	CARHR261320	As004G097500
OG0010978	CARHR212820	As004G098180
OG0010979	CARHR212500	As004G098450
OG0010980	CARHR143280	As005G098830
OG0010981	CARHR143210, CARHR143230	As005G098990
OG0010982	CARHR143190	As005G099000
OG0010983	CARHR142860	As005G099450
OG0010984	CARHR142780	As005G099520
OG0010985	CARHR142690	As005G099610
OG0010986	CARHR142570	As005G099770
OG0010987	CARHR142090	As005G100290
OG0010988	CARHR141430	As005G100940
OG0010989	CARHR140960	As005G101350
OG0010990	CARHR140870	As005G101420
OG0010991	CARHR140860	As005G101430
OG0010992	CARHR140490	As005G101860
OG0010993	CARHR140280	As005G102100
OG0010994	CARHR139860	As005G102550
OG0010995	CARHR139850	As005G102560
OG0010996	CARHR139750	As005G102630
OG0010997	CARHR139580	As005G102820
OG0010998	CARHR169830	As005G103970
OG0010999	CARHR061250, CARHR070940	As005G104380
OG0011000	CARHR137980	As005G104430
OG0011001	CARHR137900	As005G104550
OG0011002	CARHR137760	As005G104730
OG0011003	CARHR137360	As005G105280
OG0011004	CARHR136910	As005G105490
OG0011005	CARHR136850	As005G105680
OG0011006	CARHR136770	As005G105800
OG0011007	CARHR136760	As005G105810
OG0011008	CARHR136700	As005G105960
OG0011009	CARHR136670	As005G106000
OG0011010	CARHR212120	As005G106200
OG0011011	CARHR212070	As005G106310
OG0011012	CARHR212060	As005G106320
OG0011013	CARHR212000	As005G106380
OG0011014	CARHR211970	As005G106400
OG0011015	CARHR211940	As005G106440
OG0011016	CARHR251830	As005G106710
OG0011018	CARHR210840	As005G107570
OG0011019	CARHR210750	As005G107670
OG0011020	CARHR210710	As005G107700
OG0011021	CARHR210480	As005G107850
OG0011022	CARHR210030	As005G108190
OG0011023	CARHR209940	As005G108280
OG0011024	CARHR209310	As005G108930
OG0011026	CARHR187150	As005G109690
OG0011027	CARHR192660	As005G111460
OG0011028	CARHR281770	As005G111930, As005G120870
OG0011029	CARHR192210	As005G111950
OG0011031	CARHR191920	As005G112410
OG0011032	CARHR191750	As005G112630
OG0011033	CARHR191560	As005G113010, As005G113050, As005G113060
OG0011034	CARHR191520	As005G113070
OG0011035	CARHR191040	As005G113440
OG0011036	CARHR191030	As005G113450
OG0011037	CARHR274330	As005G114090
OG0011038	CARHR274290	As005G114120
OG0011039	CARHR274160	As005G114230
OG0011040	CARHR274110	As005G114250
OG0011041	CARHR285700	As005G115080
OG0011042	CARHR285850	As005G115600
OG0011043	CARHR272880	As005G115880
OG0011044	CARHR277500	As005G116560
OG0011045	CARHR277770	As005G116810
OG0011046	CARHR278070	As005G117120
OG0011047	CARHR278080	As005G117130
OG0011048	CARHR278150	As005G117220
OG0011049	CARHR278600	As005G117620
OG0011050	CARHR160100	As010G220920, As005G119800
OG0011051	CARHR280980	As005G119940
OG0011052	CARHR280990	As005G119950
OG0011053	CARHR281240	As005G120280
OG0011054	CARHR281520	As005G120610
OG0011055	CARHR281680	As005G120790
OG0011056	CARHR053030	As005G120920
OG0011057	CARHR248730	As006G121390
OG0011058	CARHR248720	As006G121400
OG0011059	CARHR248450	As006G121590
OG0011060	CARHR248350	As006G121680
OG0011061	CARHR249440	As006G122180
OG0011062	CARHR250210	As006G122390
OG0011063	CARHR250110	As006G122450
OG0011064	CARHR250090	As006G122460
OG0011065	CARHR250070	As006G122490
OG0011066	CARHR057280	As006G122560
OG0011067	CARHR249980	As006G122590
OG0011068	CARHR249830	As006G122680
OG0011070	CARHR249640	As006G122860
OG0011071	CARHR250430	As006G123040
OG0011072	CARHR250690	As006G123220, As008G197650
OG0011073	CARHR250730	As006G123260
OG0011074	CARHR250840	As006G123340
OG0011075	CARHR251200	As006G123630
OG0011076	CARHR251160	As006G123670
OG0011077	CARHR251790	As006G124140
OG0011078	CARHR179550	As006G124730
OG0011079	CARHR126940	As006G125630
OG0011080	CARHR171470	As006G125890
OG0011081	CARHR126750	As006G125910
OG0011082	CARHR126010, CARHR126000, CARHR126870	As006G126030
OG0011083	CARHR126890, CARHR126880	As006G126040
OG0011084	CARHR125900	As006G126390
OG0011085	CARHR124790	As006G127470
OG0011086	CARHR124480	As006G127690
OG0011087	CARHR123980	As006G128020
OG0011088	CARHR123110	As006G128620
OG0011089	CARHR122900	As006G128770
OG0011090	CARHR122690	As006G128890
OG0011091	CARHR122070	As006G129310
OG0011092	CARHR131580, CARHR121620	As006G129650
OG0011093	CARHR121260	As006G129920
OG0011094	CARHR121180	As006G129970
OG0011095	CARHR120830	As006G130110
OG0011096	CARHR121470	As006G130430
OG0011097	CARHR119150	As006G130500
OG0011098	CARHR119830	As006G130810
OG0011099	CARHR119070	As006G130980
OG0011100	CARHR119060	As006G130990
OG0011101	CARHR183890	As006G131250
OG0011102	CARHR203450	As006G131430
OG0011103	CARHR026160	As007G161430, As006G131800
OG0011104	CARHR115510	As006G132190
OG0011106	CARHR075590, CARHR075600	As006G132760
OG0011107	CARHR075480	As006G132840
OG0011108	CARHR075210	As006G133150
OG0011109	CARHR123440	As006G133270
OG0011110	CARHR074850	As006G133610
OG0011111	CARHR136510	As006G134030
OG0011112	CARHR136490	As006G134040
OG0011113	CARHR234400	As006G134530
OG0011114	CARHR234360	As006G134570
OG0011115	CARHR234350	As006G134580
OG0011116	CARHR049680, CARHR234280	As006G134660
OG0011117	CARHR076680	As006G135680
OG0011118	CARHR076750	As006G135740
OG0011119	CARHR076970	As009G202720, As006G135960
OG0011120	CARHR193330	As006G136290
OG0011121	CARHR077820	As006G136860
OG0011122	CARHR078590	As006G137620
OG0011123	CARHR079400	As006G138220
OG0011125	CARHR079480	As006G138420
OG0011126	CARHR079780, CARHR079800	As006G138850
OG0011128	CARHR080550	As006G139560
OG0011129	CARHR080610	As006G139610
OG0011130	CARHR103080	As006G139740
OG0011131	CARHR080950	As006G140030
OG0011132	CARHR082090	As006G141170
OG0011133	CARHR082710	As006G141720
OG0011134	CARHR082850	As006G141870
OG0011135	CARHR083290	As006G142220
OG0011136	CARHR083300	As006G142240
OG0011137	CARHR135610	As006G142340
OG0011138	CARHR134950	As006G142960
OG0011139	CARHR134570	As006G143320
OG0011140	CARHR133730	As006G144140
OG0011141	CARHR133490, CARHR125840	As006G144310
OG0011142	CARHR130260	As006G144550
OG0011143	CARHR130480, CARHR182760	As006G144750
OG0011144	CARHR131470	As006G145560
OG0011145	CARHR132270	As006G145970
OG0011146	CARHR132170	As006G146170
OG0011147	CARHR131930	As006G146670
OG0011148	CARHR131770	As006G146820
OG0011149	CARHR132470	As006G147010
OG0011150	CARHR132850	As006G147090
OG0011151	CARHR133210	As006G148150
OG0011152	CARHR133200	As006G148270
OG0011153	CARHR016460	As007G152420
OG0011154	CARHR016530	As007G152510
OG0011155	CARHR016570	As007G152560
OG0011156	CARHR016840	As007G152860
OG0011157	CARHR017770	As007G153620
OG0011158	CARHR017790	As007G153640, As010G241570
OG0011159	CARHR018270	As007G154100
OG0011160	CARHR018300	As007G154130
OG0011161	CARHR018540	As007G154370
OG0011163	CARHR020310	As007G156020
OG0011164	CARHR020580	As007G156280
OG0011165	CARHR020830	As007G156530
OG0011166	CARHR021750	As007G157280
OG0011168	CARHR023240	As007G159000
OG0011169	CARHR024170	As007G159710
OG0011170	CARHR024540	As007G160040
OG0011171	CARHR024800	As007G160190
OG0011172	CARHR025130	As007G160480
OG0011173	CARHR025420	As007G160730
OG0011174	CARHR087310	As007G160890
OG0011175	CARHR026030	As007G161310
OG0011176	CARHR026090	As007G161350
OG0011177	CARHR026260	As007G161480
OG0011178	CARHR026440	As007G161700
OG0011179	CARHR026480	As007G161730
OG0011180	CARHR026760	As007G161980
OG0011181	CARHR026980	As007G162040
OG0011182	CARHR059900	As010G228910, As007G162050
OG0011183	CARHR000720	As007G162290
OG0011184	CARHR027080	As007G162660
OG0011185	CARHR286860	As007G163420
OG0011186	CARHR232560	As007G164450
OG0011187	CARHR233040	As007G165170
OG0011190	CARHR262090	As007G177660
OG0011191	CARHR118160	As007G178530
OG0011192	CARHR114590	As007G179170
OG0011193	CARHR114630	As007G179200
OG0011194	CARHR114190	As007G179860
OG0011195	CARHR113240	As007G180510
OG0011196	CARHR112920	As007G180640
OG0011197	CARHR112620	As007G180780
OG0011198	CARHR112010	As007G181920
OG0011199	CARHR014770	As008G183070
OG0011200	CARHR014680	As008G183240
OG0011201	CARHR014540	As008G183300
OG0011202	CARHR014290	As008G183480
OG0011203	CARHR014100	As008G183680
OG0011204	CARHR013290	As008G184380
OG0011205	CARHR013170	As008G184460
OG0011207	CARHR012300	As008G185360
OG0011208	CARHR012140	As008G185590
OG0011209	CARHR011810, CARHR011800	As008G185960
OG0011210	CARHR051920	As008G186660
OG0011211	CARHR010660	As008G187100
OG0011213	CARHR010150, CARHR010040	As008G187780
OG0011214	CARHR008950	As008G188990
OG0011215	CARHR223240	As008G189180
OG0011216	CARHR008770	As008G189340
OG0011217	CARHR008590	As008G189970
OG0011218	CARHR037450	As008G190130
OG0011219	CARHR007920	As008G190880
OG0011220	CARHR007050	As008G192890
OG0011221	CARHR006980	As008G192940
OG0011222	CARHR006580	As008G193220
OG0011223	CARHR005990	As008G193720
OG0011224	CARHR005580	As008G194140
OG0011225	CARHR005530	As008G194180
OG0011226	CARHR005500, CARHR038440	As008G194230
OG0011227	CARHR005470	As008G194260
OG0011228	CARHR005070	As008G194730
OG0011229	CARHR004970	As008G194810
OG0011230	CARHR004910	As008G194890
OG0011231	CARHR004080	As008G195880
OG0011232	CARHR003930	As008G196000
OG0011233	CARHR003290	As008G196730
OG0011234	CARHR002890	As008G196770
OG0011235	CARHR002950	As008G196830
OG0011236	CARHR003110	As008G196960
OG0011237	CARHR054000, CARHR002730	As008G197150
OG0011238	CARHR002590, CARHR005950	As008G197210
OG0011239	CARHR002530	As008G197300
OG0011240	CARHR002490	As008G197340
OG0011241	CARHR002260	As008G197580
OG0011242	CARHR002050	As008G197780
OG0011243	CARHR001940	As008G197850
OG0011244	CARHR001870	As008G197920
OG0011245	CARHR001230	As008G198560
OG0011246	CARHR000320, CARHR000330	As008G199400
OG0011247	CARHR199390	As009G199810
OG0011248	CARHR199020	As009G200100
OG0011249	CARHR199150	As009G200210
OG0011250	CARHR199310	As009G200350
OG0011251	CARHR198610	As009G200440
OG0011252	CARHR198020	As009G201280
OG0011253	CARHR196880	As009G202350
OG0011254	CARHR196750	As009G202430
OG0011255	CARHR196510	As009G202640
OG0011256	CARHR195810	As009G203300
OG0011257	CARHR195840	As009G203350, As009G203340, As009G203330
OG0011258	CARHR195330	As009G203770
OG0011259	CARHR055340, CARHR060980	As009G203940
OG0011260	CARHR194630	As009G204240
OG0011261	CARHR194540	As009G204340
OG0011262	CARHR194410	As009G204490
OG0011263	CARHR193910	As009G204920
OG0011264	CARHR186980	As009G205430
OG0011265	CARHR186800	As009G205630
OG0011266	CARHR186460	As009G205730
OG0011267	CARHR186630	As009G205780
OG0011268	CARHR186340	As009G205920
OG0011269	CARHR259100, CARHR185870	As009G206720
OG0011270	CARHR185340	As009G207180
OG0011272	CARHR288030	As009G207320
OG0011273	CARHR182120	As009G207560
OG0011274	CARHR182580	As009G207950
OG0011275	CARHR182370, CARHR182330	As009G208020
OG0011276	CARHR183610	As009G208900
OG0011277	CARHR199920	As009G210510
OG0011278	CARHR206230	As009G211130, As009G210980
OG0011279	CARHR206940	As009G212480
OG0011280	CARHR207300	As009G212800
OG0011281	CARHR034480	As009G213120
OG0011282	CARHR207770	As009G213220
OG0011283	CARHR207790	As009G213260
OG0011284	CARHR207850	As009G213310
OG0011285	CARHR086780	As009G213320
OG0011286	CARHR208820	As009G214610
OG0011287	CARHR187360	As009G214790
OG0011288	CARHR187790	As009G215210
OG0011289	CARHR187780	As009G215220
OG0011290	CARHR188100	As009G215320
OG0011291	CARHR188250	As009G215440
OG0011292	CARHR188600	As009G215760
OG0011293	CARHR188790	As009G215890
OG0011294	CARHR189300	As009G216400
OG0011295	CARHR189500	As009G216540
OG0011297	CARHR189770	As009G216830
OG0011298	CARHR274810	As009G217770
OG0011299	CARHR275390	As009G218210
OG0011300	CARHR276510	As009G219140
OG0011301	CARHR272740	As009G219480
OG0011302	CARHR272660	As009G219600
OG0011303	CARHR272210	As009G220010
OG0011304	CARHR272190	As009G220030
OG0011305	CARHR272060	As009G220130
OG0011306	CARHR160690	As010G220460
OG0011307	CARHR160120	As010G220900
OG0011308	CARHR160110	As010G220910
OG0011309	CARHR160080	As010G220940
OG0011310	CARHR159960, CARHR159950	As010G221010
OG0011311	CARHR159930	As010G221030
OG0011312	CARHR158920	As010G221430
OG0011313	CARHR157850	As010G222220
OG0011314	CARHR157390	As010G222540
OG0011315	CARHR157360	As010G222570
OG0011316	CARHR162400, CARHR156910	As010G222990
OG0011317	CARHR014300	As010G223720
OG0011318	CARHR154660	As010G224680
OG0011319	CARHR154620	As010G224700
OG0011320	CARHR257470	As010G225620, As010G224940
OG0011321	CARHR150920	As010G225680
OG0011322	CARHR104350	As010G226180
OG0011323	CARHR153710	As010G227310
OG0011324	CARHR153600	As010G227500
OG0011325	CARHR213670	As010G228210
OG0011326	CARHR060880	As010G228580
OG0011327	CARHR060830	As010G230100
OG0011328	CARHR060570	As010G230390
OG0011329	CARHR061390	As010G231190
OG0011330	CARHR061470	As010G231300
OG0011331	CARHR062550	As010G232700
OG0011332	CARHR062690	As010G232770
OG0011333	CARHR064850	As010G233110
OG0011334	CARHR063630	As010G233360
OG0011335	CARHR063740	As010G233420
OG0011336	CARHR063780	As010G233490
OG0011337	CARHR064020	As010G233680
OG0011338	CARHR064280	As010G233900
OG0011339	CARHR291170	As010G234360
OG0011340	CARHR291110	As010G234420
OG0011341	CARHR290980	As010G234590
OG0011342	CARHR064900	As010G234910
OG0011343	CARHR071710	As010G235200
OG0011344	CARHR071680	As010G235230
OG0011345	CARHR071390	As010G235530
OG0011346	CARHR070890	As010G236040
OG0011347	CARHR021710	As010G236500
OG0011348	CARHR069920	As010G237130
OG0011349	CARHR069130	As010G237770
OG0011350	CARHR069100	As010G237800
OG0011351	CARHR292020	As010G237890
OG0011352	CARHR036470	As010G237970
OG0011353	CARHR194620	As010G238210
OG0011354	CARHR068690	As010G238230
OG0011355	CARHR068490	As010G238430
OG0011356	CARHR068160	As010G238700
OG0011357	CARHR067730	As010G239060
OG0011358	CARHR067650	As010G239140
OG0011359	CARHR067090	As010G239530
OG0011360	CARHR067040	As010G239590
OG0011361	CARHR065630	As010G241050
OG0011362	CARHR073930	As010G243580
OG0011363	CARHR073940	As010G243590
OG0011364	CARHR074820	As010G243790
OG0011365	CARHR074380	As010G244150
OG0011366	CARHR087450	As011G244760
OG0011367	CARHR087510	As011G244830
OG0011368	CARHR087720	As011G244970
OG0011369	CARHR087760	As011G245020
OG0011370	CARHR087780	As011G245040
OG0011371	CARHR088160	As011G245430
OG0011372	CARHR088470	As011G245690
OG0011373	CARHR088570	As011G245780
OG0011374	CARHR088840	As011G246050
OG0011375	CARHR088930	As011G246130
OG0011376	CARHR089120	As011G246320
OG0011377	CARHR089300	As011G246570
OG0011378	CARHR043810	As012G269660, As011G246750, As011G246760
OG0011379	CARHR089850	As011G247040
OG0011380	CARHR089920, CARHR089940	As011G247120
OG0011381	CARHR090080	As011G247220
OG0011382	CARHR090260	As011G247380
OG0011383	CARHR090320	As011G247440
OG0011384	CARHR090400	As011G247540
OG0011385	CARHR090520	As011G247640
OG0011386	CARHR091420	As011G248390
OG0011387	CARHR091530	As011G248490
OG0011388	CARHR091550	As011G248510, As011G248520
OG0011389	CARHR091580, CARHR091590	As011G248550
OG0011390	CARHR092680	As011G249460
OG0011392	CARHR093250	As011G249980
OG0011393	CARHR093580	As011G250320
OG0011394	CARHR093930	As011G250660
OG0011395	CARHR094140	As011G250820
OG0011396	CARHR094430	As011G251130
OG0011397	CARHR094590	As011G251270
OG0011398	CARHR094700	As011G251380
OG0011399	CARHR094710	As011G251390
OG0011400	CARHR094770	As011G251420
OG0011401	CARHR095210	As011G251820
OG0011403	CARHR096130	As011G252690
OG0011404	CARHR096230	As011G252780
OG0011405	CARHR096550	As011G252970
OG0011406	CARHR097110	As011G253340
OG0011407	CARHR097720	As011G253940
OG0011408	CARHR097800	As011G253960
OG0011409	CARHR097960	As011G254100
OG0011410	CARHR098080	As011G254190
OG0011411	CARHR098400	As011G254500
OG0011412	CARHR098430	As011G254530
OG0011413	CARHR099010	As011G255030
OG0011414	CARHR099210	As011G255270
OG0011415	CARHR100020	As011G256010
OG0011416	CARHR100400	As011G256340
OG0011417	CARHR100800	As011G256720
OG0011418	CARHR101330	As011G257350
OG0011419	CARHR101540	As011G257680
OG0011420	CARHR102020	As011G258410, As011G258370, As011G258360
OG0011421	CARHR102760	As011G258770
OG0011422	CARHR104070	As011G259280
OG0011423	CARHR103900	As011G261000
OG0011424	CARHR103860	As011G261120
OG0011425	CARHR103770	As011G261280
OG0011426	CARHR103410	As011G261540
OG0011427	CARHR103280	As011G261630
OG0011428	CARHR065130	As011G261800
OG0011429	CARHR105840	As011G262810
OG0011430	CARHR106370	As011G263090
OG0011431	CARHR106470	As011G263210
OG0011432	CARHR107770	As011G264550
OG0011433	CARHR108490	As011G264940
OG0011434	CARHR109070	As011G265260
OG0011435	CARHR108940	As011G265370
OG0011436	CARHR109450	As011G265660
OG0011437	CARHR109850	As011G266070
OG0011438	CARHR109940	As011G266170
OG0011439	CARHR110260	As011G266490
OG0011441	CARHR110700, CARHR174390	As011G266790
OG0011442	CARHR111030	As011G267140
OG0011443	CARHR053830, CARHR111540	As011G267430
OG0011444	CARHR111470	As011G267480
OG0011445	CARHR044380	As012G269270
OG0011447	CARHR043680	As012G269740
OG0011448	CARHR043560	As012G269800
OG0011449	CARHR042120	As012G271040
OG0011450	CARHR042030, CARHR042040	As012G271090
OG0011451	CARHR041950	As012G271260
OG0011452	CARHR095980	As012G272000
OG0011453	CARHR039520	As012G272840
OG0011454	CARHR038180	As012G273620
OG0011455	CARHR037680	As012G274070
OG0011456	CARHR222540	As012G274320
OG0011458	CARHR128890	As012G275030
OG0011459	CARHR128880	As012G275040
OG0011460	CARHR128720	As012G275170
OG0011461	CARHR128540	As012G275380
OG0011462	CARHR161840	As012G275670
OG0011463	CARHR161950	As012G275750
OG0011464	CARHR029500	As012G276160
OG0011465	CARHR162730	As012G276390
OG0011466	CARHR162750	As012G276430
OG0011467	CARHR162860	As012G276540
OG0011468	CARHR162990	As012G276790
OG0011469	CARHR235740	As012G277160
OG0011470	CARHR163880	As012G277970
OG0011471	CARHR164580	As012G280340
OG0011472	CARHR164820	As012G280860
OG0011473	CARHR165240	As012G281560
OG0011474	CARHR165820	As012G282200
OG0011475	CARHR165960	As012G282410
OG0011476	CARHR167040	As012G283330
OG0011477	CARHR167240	As012G283590
OG0011478	CARHR167270	As012G283620
OG0011479	CARHR167700	As012G284010
OG0011480	CARHR168390	As012G284480
OG0011481	CARHR168540	As012G284590
OG0011482	CARHR008620	As012G285460
OG0011483	CARHR169870	As012G285520
OG0011484	CARHR164350	As012G285800
OG0011485	CARHR170800	As012G286380
OG0011486	CARHR171060	As012G286780
OG0011487	CARHR171370	As012G287070
OG0011488	CARHR141130	As012G287370
OG0011489	CARHR171980	As012G287660
OG0011490	CARHR172070	As012G287750
OG0011491	CARHR172080	As012G287760
OG0011492	CARHR172120	As012G287800
OG0011493	CARHR172310	As012G287940
OG0011494	CARHR172620	As012G288220
OG0011495	CARHR172730	As012G288320
OG0011496	CARHR172800	As012G288370
OG0011497	CARHR172980	As012G288700
OG0011498	CARHR173310	As012G288870
OG0011499	CARHR173450	As012G289010
OG0011500	CARHR291630	As012G289230
OG0011501	CARHR291410	As012G289510
