Orthogroup	Cardamine_hirsuta	Aethionema_saxatile
OG0011603	CARHR236490	As001G000620
OG0011604	CARHR236500	As001G000640
OG0011605	CARHR236800	As001G000750
OG0011607	CARHR236640	As001G000770, As001G000780
OG0011608	CARHR237190	As001G001200
OG0011609	CARHR237690	As001G001680, As011G266060
OG0011610	CARHR109260	As001G002380, As011G265100
OG0011611	CARHR238290	As001G002390
OG0011612	CARHR238380	As001G002520
OG0011613	CARHR238410	As001G002550
OG0011614	CARHR238430	As001G002600
OG0011615	CARHR238450	As001G002620
OG0011616	CARHR238600	As001G002860
OG0011617	CARHR238830	As001G003110
OG0011618	CARHR239410	As001G003790
OG0011619	CARHR008680	As001G003900
OG0011620	CARHR239740	As001G004120
OG0011621	CARHR240530	As001G005270
OG0011622	CARHR240580	As001G005320
OG0011623	CARHR128740	As001G005480
OG0011624	CARHR240850	As001G005990
OG0011625	CARHR191600	As005G112960, As001G012020
OG0011626	CARHR241960, CARHR235650	As001G012440
OG0011627	CARHR064630	As010G234230, As001G012570
OG0011628	CARHR192740	As001G012750
OG0011629	CARHR242530	As001G012800
OG0011630	CARHR242920	As001G014210, As011G263200
OG0011631	CARHR243520	As001G015240, As001G015480, As001G015160
OG0011632	CARHR030660	As001G015830
OG0011633	CARHR118950, CARHR030710	As001G015850, As004G078950
OG0011634	CARHR158120, CARHR030720	As001G015860
OG0011635	CARHR030960	As001G015970
OG0011636	CARHR286980	As001G016040
OG0011637	CARHR031440	As001G016570
OG0011638	CARHR031520	As001G016670
OG0011639	CARHR031550	As001G016690
OG0011640	CARHR031890	As001G016960
OG0011641	CARHR032010	As001G017080
OG0011642	CARHR223670	As001G017280
OG0011643	CARHR223480	As001G017510
OG0011644	CARHR223220	As001G017650
OG0011645	CARHR223190	As001G017680
OG0011646	CARHR222910	As001G017950
OG0011647	CARHR113490	As001G018260
OG0011648	CARHR055600	As001G018380
OG0011649	CARHR118450	As001G018410
OG0011650	CARHR055790	As001G018560
OG0011651	CARHR056030	As001G018700
OG0011652	CARHR284430	As001G018770
OG0011654	CARHR055010	As001G019120
OG0011655	CARHR054480	As001G019320
OG0011656	CARHR009810	As001G019530
OG0011657	CARHR053810	As001G019630
OG0011658	CARHR283830	As001G020110
OG0011659	CARHR052860	As001G020570
OG0011660	CARHR052760	As001G020620
OG0011661	CARHR216000	As001G020690
OG0011662	CARHR052450	As001G020930
OG0011663	CARHR179730	As001G020950
OG0011664	CARHR052200	As001G021420
OG0011665	CARHR050640	As001G021850
OG0011666	CARHR012040	As008G185670
OG0011667	CARHR144060	As001G022630
OG0011668	CARHR144270	As001G022840
OG0011669	CARHR144330	As001G022900
OG0011670	CARHR023340	As007G159130
OG0011671	CARHR144390, CARHR292390	As001G022970
OG0011672	CARHR144560	As001G023110
OG0011673	CARHR144820	As001G023330
OG0011674	CARHR145060	As001G023540
OG0011675	CARHR145140	As001G023600, As012G281070
OG0011676	CARHR145490	As001G023900
OG0011677	CARHR145760	As001G024050
OG0011678	CARHR146610	As001G024640
OG0011679	CARHR288550	As001G024710
OG0011680	CARHR146660	As001G024780
OG0011681	CARHR146860	As001G024910
OG0011682	CARHR147490	As001G025400, As001G025410
OG0011683	CARHR147660	As001G025520
OG0011684	CARHR148320	As001G025990
OG0011685	CARHR148480	As001G026100
OG0011686	CARHR261480	As001G026550, As004G097360, As004G097350
OG0011687	CARHR151910	As001G027420
OG0011689	CARHR059520	As001G028410
OG0011690	CARHR059060	As001G028470
OG0011691	CARHR058960	As001G028550
OG0011692	CARHR058720	As001G028720
OG0011693	CARHR058490	As001G028750
OG0011694	CARHR058420	As001G028830
OG0011695	CARHR058260	As001G028880
OG0011696	CARHR292170	As001G028990
OG0011697	CARHR057900	As001G029140
OG0011698	CARHR003620	As001G029230, As008G196310
OG0011699	CARHR263660	As001G029920
OG0011700	CARHR028160	As001G030100
OG0011701	CARHR046300	As001G030330
OG0011702	CARHR046390	As001G030400
OG0011703	CARHR046450	As001G030470
OG0011704	CARHR046490	As001G030520
OG0011705	CARHR046790	As001G030800
OG0011706	CARHR047320	As001G031060
OG0011708	CARHR048330	As001G031520
OG0011709	CARHR048660	As001G031700
OG0011710	CARHR048960	As001G031840
OG0011711	CARHR049130	As001G031940
OG0011712	CARHR087100	As002G032380
OG0011713	CARHR233580	As002G032700
OG0011714	CARHR159510, CARHR166750	As002G033400
OG0011715	CARHR136080	As002G033440, As012G283120
OG0011716	CARHR135790	As002G033770
OG0011717	CARHR135740	As002G033830
OG0011718	CARHR083430	As002G033950
OG0011719	CARHR083700	As002G034210
OG0011720	CARHR083880, CARHR083890	As002G034330
OG0011721	CARHR083950	As002G034360
OG0011722	CARHR083980	As002G034390
OG0011723	CARHR084400	As002G034970
OG0011724	CARHR266290	As002G035260
OG0011725	CARHR084670	As002G035370
OG0011727	CARHR084940	As002G035680
OG0011728	CARHR085250	As002G036120
OG0011729	CARHR085310	As002G036300
OG0011730	CARHR085360	As002G036360
OG0011731	CARHR085370	As002G036370
OG0011732	CARHR085420	As002G036450
OG0011733	CARHR085480	As002G036490
OG0011734	CARHR085550	As002G036750
OG0011735	CARHR086220	As002G037510
OG0011736	CARHR086620	As002G038350
OG0011737	CARHR258760	As002G040720
OG0011738	CARHR258440	As002G041710
OG0011739	CARHR258450	As002G041720
OG0011740	CARHR258370	As002G041880
OG0011741	CARHR257500	As002G042540
OG0011742	CARHR257380	As002G042680
OG0011743	CARHR256990	As002G042900
OG0011745	CARHR256880	As002G043150
OG0011746	CARHR264090	As002G043330
OG0011747	CARHR264300	As002G043440
OG0011748	CARHR264310	As002G043450
OG0011749	CARHR264930	As002G043880
OG0011750	CARHR265300	As002G044160
OG0011752	CARHR265420	As002G044260
OG0011753	CARHR293240	As002G044380
OG0011754	CARHR235470	As002G045290, As007G165960
OG0011755	CARHR266810	As002G045380
OG0011756	CARHR267330	As002G045500
OG0011757	CARHR267140	As002G045630
OG0011758	CARHR267080	As002G045660
OG0011759	CARHR267540	As002G046050
OG0011760	CARHR267810	As002G046300
OG0011761	CARHR267850	As002G046330
OG0011762	CARHR268250	As002G046690
OG0011763	CARHR234510	As002G046870
OG0011764	CARHR268730	As002G047210
OG0011765	CARHR268880	As002G047350
OG0011766	CARHR269040	As002G047490
OG0011767	CARHR269070	As002G047540
OG0011768	CARHR269420	As002G047790
OG0011769	CARHR269490	As002G047880
OG0011770	CARHR269580	As002G047930
OG0011771	CARHR152790	As002G048300
OG0011772	CARHR270890	As002G048820
OG0011773	CARHR270910	As002G048840
OG0011774	CARHR271000	As002G048920
OG0011775	CARHR271370	As002G049270
OG0011776	CARHR271480	As002G049400
OG0011777	CARHR271670	As002G049580
OG0011778	CARHR271700	As002G049600
OG0011779	CARHR294470	As002G049980, As002G049970
OG0011780	CARHR264230	As002G050060
OG0011781	CARHR200270	As002G050460
OG0011782	CARHR201300	As002G051370
OG0011784	CARHR201730	As002G051790
OG0011785	CARHR202370	As002G052300
OG0011786	CARHR202510	As002G052410
OG0011787	CARHR202740	As002G052640
OG0011788	CARHR202970, CARHR202960, CARHR202980	As002G052960
OG0011789	CARHR203550	As002G053490
OG0011790	CARHR278460	As005G117500, As002G053630
OG0011791	CARHR203810	As002G053690
OG0011792	CARHR203980	As002G053830
OG0011793	CARHR204020	As002G053870
OG0011794	CARHR204340	As002G054170
OG0011795	CARHR204430	As002G054250
OG0011796	CARHR204500	As002G054320
OG0011797	CARHR204550	As002G054360
OG0011798	CARHR204650	As002G054490
OG0011799	CARHR205390	As002G055030
OG0011800	CARHR205550	As002G055160
OG0011801	CARHR205780	As002G055370
OG0011802	CARHR205870	As002G055480
OG0011803	CARHR205880	As002G055490
OG0011804	CARHR224310	As003G055960
OG0011805	CARHR224550	As003G056200
OG0011806	CARHR225090	As003G056670
OG0011807	CARHR016950	As007G152950, As007G162560, As003G056840
OG0011808	CARHR225290	As003G056920
OG0011809	CARHR225300	As003G056930
OG0011810	CARHR288450, CARHR225840	As003G057440
OG0011811	CARHR226050	As003G057630
OG0011812	CARHR226130	As003G057690
OG0011813	CARHR226660	As003G058090
OG0011814	CARHR226760	As003G058160
OG0011815	CARHR226770	As003G058170
OG0011816	CARHR226860	As003G058250
OG0011817	CARHR226880	As003G058270
OG0011818	CARHR226960	As003G058340
OG0011819	CARHR227130	As003G058510
OG0011820	CARHR227220	As003G058580
OG0011821	CARHR227230	As003G058590
OG0011822	CARHR227240	As003G058600
OG0011823	CARHR227460	As003G058860
OG0011824	CARHR227490	As003G058890
OG0011825	CARHR227510	As003G058910
OG0011826	CARHR228270, CARHR228260	As003G059610
OG0011827	CARHR228430	As003G059720
OG0011828	CARHR228480	As003G059770
OG0011829	CARHR228810	As003G060030
OG0011830	CARHR228870	As003G060120
OG0011831	CARHR228980	As003G060250
OG0011832	CARHR229080	As003G060260
OG0011833	CARHR229150	As003G060320
OG0011834	CARHR229390	As008G189170, As003G060490
OG0011836	CARHR230910, CARHR112970	As003G061570
OG0011837	CARHR231130	As003G061840
OG0011838	CARHR231220	As003G061920
OG0011839	CARHR231240	As003G061940
OG0011840	CARHR231350	As003G062030
OG0011841	CARHR032140, CARHR157540, CARHR147180, CARHR163470	As003G062280
OG0011842	CARHR032160	As003G062300
OG0011843	CARHR032330	As003G062420, As003G062400
OG0011844	CARHR220280, CARHR032780	As003G062760
OG0011845	CARHR032900	As003G062800
OG0011846	CARHR032920	As003G062810
OG0011847	CARHR033830	As003G063390
OG0011848	CARHR034060	As003G063550
OG0011849	CARHR034170	As003G063790
OG0011850	CARHR034380	As003G063910
OG0011851	CARHR106320	As003G064390
OG0011853	CARHR211820	As003G064510, As005G106580
OG0011854	CARHR035400	As003G064710
OG0011855	CARHR134190	As003G065160
OG0011856	CARHR293210, CARHR036210	As003G065240
OG0011857	CARHR037330	As003G065370
OG0011858	CARHR037320	As003G065380
OG0011859	CARHR292440	As003G066070
OG0011860	CARHR036350	As003G066250
OG0011861	CARHR195660	As003G066880
OG0011862	CARHR027550	As003G068420
OG0011863	CARHR027890	As003G069040
OG0011864	CARHR028480	As003G069800
OG0011865	CARHR028950	As003G070100
OG0011866	CARHR029170	As003G070290
OG0011867	CARHR029310	As003G070680
OG0011868	CARHR029280	As003G070700
OG0011869	CARHR030300	As003G071420
OG0011870	CARHR243880	As003G071810
OG0011871	CARHR244520	As003G072420
OG0011872	CARHR244720	As003G072560
OG0011873	CARHR245280	As003G073120
OG0011874	CARHR245300, CARHR245310	As003G073140
OG0011875	CARHR245480	As003G073300
OG0011876	CARHR245860	As003G073730
OG0011877	CARHR246500	As003G074520
OG0011878	CARHR246510	As003G074550
OG0011879	CARHR246710	As003G074710
OG0011880	CARHR246770	As003G074770
OG0011881	CARHR247070	As003G075070
OG0011882	CARHR247340	As003G075480
OG0011883	CARHR247650	As003G075760
OG0011884	CARHR247710	As003G075820
OG0011885	CARHR247790, CARHR247780	As003G075890
OG0011886	CARHR247820	As003G075920
OG0011887	CARHR247900	As003G076030
OG0011888	CARHR053140, CARHR053160, CARHR294450	As003G076090
OG0011889	CARHR294370	As003G076180
OG0011890	CARHR294330	As003G076220
OG0011891	CARHR294050	As003G076410
OG0011892	CARHR294070	As003G076430
OG0011893	CARHR293910	As003G076620
OG0011894	CARHR293900	As003G076630
OG0011895	CARHR216570	As004G076870
OG0011896	CARHR216130	As004G077060
OG0011897	CARHR215880, CARHR215870	As004G077110
OG0011898	CARHR034680	As004G077130
OG0011900	CARHR214670	As004G077520
OG0011901	CARHR263780	As004G078000
OG0011902	CARHR262930	As004G078340
OG0011903	CARHR129190	As004G078760
OG0011904	CARHR135180	As004G078880
OG0011905	CARHR030800	As004G079030
OG0011907	CARHR129640	As004G079490
OG0011908	CARHR129460	As004G079670
OG0011909	CARHR213220	As004G079900
OG0011910	CARHR129890	As004G079950
OG0011911	CARHR260710	As004G080060
OG0011912	CARHR260630	As004G080080
OG0011913	CARHR260360	As004G080250
OG0011914	CARHR260020	As004G080400
OG0011915	CARHR259990	As004G080420
OG0011916	CARHR259960	As004G080440
OG0011917	CARHR259950	As004G080450
OG0011918	CARHR259940	As004G080470
OG0011919	CARHR255950	As004G080550
OG0011920	CARHR259680	As004G080570
OG0011921	CARHR259340	As004G080790
OG0011922	CARHR259410	As004G080870
OG0011923	CARHR128190	As004G081210
OG0011924	CARHR128060	As004G081300
OG0011925	CARHR128020	As004G081360
OG0011926	CARHR127850	As004G081500
OG0011927	CARHR127840	As004G081520
OG0011928	CARHR127690	As004G081600
OG0011929	CARHR127580	As004G081710
OG0011930	CARHR127550	As004G081730
OG0011931	CARHR180600	As004G081860
OG0011932	CARHR002040	As004G082070
OG0011933	CARHR186790	As004G082090
OG0011934	CARHR181470	As004G082300
OG0011935	CARHR181730	As004G082340
OG0011936	CARHR181510	As004G082530
OG0011937	CARHR181820	As004G082560
OG0011938	CARHR184540	As004G082950
OG0011939	CARHR284310	As004G082980
OG0011940	CARHR261150	As004G083410
OG0011941	CARHR255860	As004G083940
OG0011942	CARHR255850	As004G083950
OG0011943	CARHR255780, CARHR262530	As004G084000
OG0011944	CARHR255180	As004G084500
OG0011945	CARHR254700	As004G084660
OG0011946	CARHR254370	As004G084800
OG0011947	CARHR254310	As004G084870
OG0011948	CARHR254170	As004G084960
OG0011949	CARHR254000	As004G085070
OG0011950	CARHR253750	As004G085200
OG0011951	CARHR253660	As004G085270
OG0011952	CARHR253450	As004G085470
OG0011953	CARHR252700	As004G085900
OG0011954	CARHR252670	As004G085920
OG0011955	CARHR252150	As004G086390
OG0011956	CARHR252040	As004G086470
OG0011957	CARHR177360	As004G087650
OG0011958	CARHR176680	As004G087900
OG0011959	CARHR176280	As004G088160
OG0011960	CARHR176150	As004G088290
OG0011961	CARHR176020	As004G088420
OG0011962	CARHR175650	As004G088640
OG0011963	CARHR175610	As004G088670
OG0011964	CARHR175000	As004G089060
OG0011965	CARHR174610	As004G089310
OG0011966	CARHR173850	As004G090870
OG0011967	CARHR286840	As004G090940
OG0011968	CARHR174040	As004G091200
OG0011969	CARHR271770	As004G091630
OG0011970	CARHR261980	As004G091940
OG0011971	CARHR286850	As004G093290
OG0011972	CARHR218600	As004G093620
OG0011973	CARHR218670	As004G093700
OG0011974	CARHR101070	As004G093710
OG0011975	CARHR100670	As011G256650
OG0011976	CARHR219160	As004G094430
OG0011977	CARHR219170	As004G094440
OG0011979	CARHR220180	As004G094620
OG0011980	CARHR219860	As004G094910
OG0011981	CARHR220300	As004G095230
OG0011982	CARHR220450, CARHR220440	As004G095270
OG0011983	CARHR220700	As011G255040, As004G095620, As004G095610
OG0011984	CARHR220830	As004G095720
OG0011985	CARHR221340	As004G095900
OG0011986	CARHR221540	As004G096050
OG0011987	CARHR221700	As004G096110
OG0011988	CARHR222200	As004G096510
OG0011989	CARHR290010	As004G096670
OG0011990	CARHR102610	As004G096930
OG0011991	CARHR261820	As004G097110
OG0011992	CARHR261730	As004G097200
OG0011993	CARHR261620	As004G097240
OG0011994	CARHR261580	As004G097270
OG0011995	CARHR261470	As011G265190, As004G097380
OG0011996	CARHR261460, CARHR261450	As004G097390
OG0011997	CARHR213310	As004G097760
OG0011998	CARHR213430	As004G097790
OG0011999	CARHR213000	As004G097920
OG0012000	CARHR212950	As004G097970
OG0012001	CARHR212910	As004G098000
OG0012002	CARHR212610	As004G098330
OG0012003	CARHR213490	As004G098520
OG0012004	CARHR143320	As005G098770
OG0012005	CARHR143300	As005G098790
OG0012006	CARHR143260	As005G098870, As006G144260
OG0012007	CARHR142700	As005G099640
OG0012008	CARHR142350	As005G100020
OG0012009	CARHR141990	As005G100350
OG0012010	CARHR141930	As005G100430
OG0012011	CARHR141480	As005G100890
OG0012012	CARHR171820	As005G101020
OG0012013	CARHR141210	As005G101150
OG0012014	CARHR141170	As005G101190
OG0012015	CARHR140710	As005G101610
OG0012016	CARHR140650	As005G101680
OG0012017	CARHR140260	As012G278220, As005G102120
OG0012018	CARHR140200	As005G102150
OG0012019	CARHR139980	As005G102380
OG0012020	CARHR139800	As005G102600
OG0012021	CARHR139710	As005G102650
OG0012022	CARHR193050	As005G103540
OG0012023	CARHR138270	As005G104100
OG0012024	CARHR138250	As005G104110
OG0012025	CARHR138180	As005G104200
OG0012026	CARHR138070	As005G104310
OG0012027	CARHR137860	As005G104590
OG0012028	CARHR137850	As005G104600
OG0012029	CARHR137700	As005G104790
OG0012030	CARHR137190	As005G105140
OG0012031	CARHR136990	As005G105340, As005G105350
OG0012032	CARHR136840	As005G105670
OG0012033	CARHR136750	As005G105820
OG0012034	CARHR211930	As005G106460
OG0012035	CARHR211670	As005G106730, As005G106740, As005G106750
OG0012036	CARHR211610	As005G106820
OG0012037	CARHR211130	As005G107340
OG0012038	CARHR210600	As005G107950
OG0012039	CARHR210230	As005G108020
OG0012040	CARHR208840, CARHR209560	As005G108700
OG0012041	CARHR208850, CARHR208870, CARHR209530	As005G108720
OG0012042	CARHR193400	As005G109840
OG0012043	CARHR193430	As005G109880
OG0012044	CARHR192470	As005G111120
OG0012046	CARHR192550	As005G111200
OG0012047	CARHR192650	As005G111400
OG0012048	CARHR192510	As005G111470
OG0012049	CARHR191700	As005G112740
OG0012050	CARHR191690	As005G112840
OG0012051	CARHR191670	As005G112880
OG0012053	CARHR191220	As005G113280
OG0012054	CARHR191100	As005G113400
OG0012055	CARHR190960	As005G113550
OG0012056	CARHR199830	As005G113600
OG0012057	CARHR274040	As005G114320
OG0012058	CARHR273660	As005G114590, As005G114580
OG0012059	CARHR285250	As005G115800
OG0012060	CARHR285190	As005G115860
OG0012061	CARHR272840	As005G115930
OG0012062	CARHR277130	As005G116200
OG0012063	CARHR277310	As005G116350
OG0012064	CARHR277720	As005G116750, As005G116770
OG0012065	CARHR277730	As005G116760
OG0012066	CARHR277840	As005G116870
OG0012067	CARHR278060	As005G117110
OG0012068	CARHR278330	As005G117390
OG0012069	CARHR278710	As005G117750
OG0012070	CARHR278870	As005G117890
OG0012071	CARHR293800	As005G118100
OG0012072	CARHR279190	As005G118340
OG0012073	CARHR279440	As005G118540
OG0012074	CARHR215690, CARHR279470	As005G118580
OG0012075	CARHR279840	As005G118900
OG0012076	CARHR280370	As005G119380
OG0012077	CARHR280420	As005G119430
OG0012078	CARHR280430	As005G119440
OG0012079	CARHR280510	As005G119540
OG0012080	CARHR280540	As005G119560
OG0012081	CARHR280820	As005G119780
OG0012082	CARHR281560	As005G120650
OG0012083	CARHR281630	As005G120740
OG0012084	CARHR248180	As006G121120
OG0012085	CARHR248960	As006G121200
OG0012086	CARHR000590, CARHR000610	As006G121260, As008G199120
OG0012087	CARHR248620	As006G121460
OG0012088	CARHR000810	As008G198720, As006G121760
OG0012089	CARHR001180	As006G122100
OG0012090	CARHR249530	As006G122310
OG0012091	CARHR249950	As006G122620
OG0012092	CARHR249870	As006G122640
OG0012093	CARHR249850	As006G122660
OG0012094	CARHR249800	As006G122690
OG0012095	CARHR249820	As006G122710
OG0012096	CARHR249760	As006G122760
OG0012098	CARHR249660	As006G122850
OG0012099	CARHR250300	As006G122960
OG0012100	CARHR250320	As006G122980
OG0012101	CARHR250440	As006G123050
OG0012102	CARHR250490	As006G123100
OG0012103	CARHR250580	As006G123190
OG0012104	CARHR250710	As006G123240
OG0012105	CARHR250980	As006G123480
OG0012106	CARHR251380	As006G123780
OG0012107	CARHR251570	As006G123910
OG0012108	CARHR251590	As006G123920
