Orthogroup	Cardamine_hirsuta	Erysimum_linariifolium
OG0009006	CARHR234730	El003G157270
OG0009007	CARHR075520	El005G235610
OG0009008	CARHR075500	El005G235590
OG0009009	CARHR075490	El005G235580
OG0009010	CARHR075240	El005G235330
OG0009011	CARHR075250	El005G235340
OG0009012	CARHR075140	El005G235170
OG0009013	CARHR233930	El003G158100
OG0009014	CARHR234570	El003G157380
OG0009015	CARHR234430	El003G157510
OG0009016	CARHR075930	El005G236060, El001G066110
OG0009017	CARHR076140	El005G236340
OG0009018	CARHR076550	El005G236720
OG0009019	CARHR076620	El005G236840
OG0009020	CARHR076850	El005G237100
OG0009021	CARHR076940	El005G237200
OG0009022	CARHR077080	El005G237350
OG0009023	CARHR077160	El005G237420
OG0009024	CARHR077170	El005G237430
OG0009025	CARHR077440	El005G237750
OG0009026	CARHR077700	El005G238050
OG0009027	CARHR078130	El005G238560
OG0009028	CARHR078180	El005G238660
OG0009029	CARHR078200	El005G238670
OG0009030	CARHR078440	El005G238900
OG0009031	CARHR078630	El005G239040
OG0009032	CARHR078840	El005G239240
OG0009033	CARHR078900	El005G239350
OG0009034	CARHR078940	El005G239440
OG0009036	CARHR079460	El005G240010
OG0009037	CARHR079520	El005G240060
OG0009038	CARHR080110	El005G240620
OG0009039	CARHR080130	El005G240640
OG0009040	CARHR080590	El005G241230
OG0009041	CARHR080780	El005G241460
OG0009042	CARHR081060	El005G241760
OG0009043	CARHR081200	El005G241920
OG0009044	CARHR081510	El005G242180
OG0009045	CARHR081680	El005G242360
OG0009046	CARHR182920	El007G347060
OG0009047	CARHR081950	El005G242570
OG0009048	CARHR081980	El005G242610
OG0009049	CARHR082000	El005G242640
OG0009050	CARHR082660	El005G243390
OG0009051	CARHR118440	El006G312150
OG0009052	CARHR061100	El005G265950, El005G266070
OG0009053	CARHR082770	El005G243490
OG0009054	CARHR082810	El005G243550
OG0009055	CARHR036740	El002G129290
OG0009056	CARHR135650	El006G288990
OG0009057	CARHR135600	El006G289060
OG0009058	CARHR135550	El006G289110
OG0009059	CARHR135450	El006G289210
OG0009060	CARHR135410	El006G289250
OG0009061	CARHR135250	El006G289380
OG0009062	CARHR134550	El006G290120
OG0009063	CARHR134540	El006G290130
OG0009064	CARHR134400	El006G290380
OG0009065	CARHR133980	El006G290800
OG0009066	CARHR134300	El006G290500
OG0009067	CARHR133890	El006G290900
OG0009068	CARHR133420	El006G291400
OG0009069	CARHR060780	El004G218740
OG0009070	CARHR133400	El006G291420
OG0009071	CARHR130370	El006G294720
OG0009072	CARHR130450	El006G294650
OG0009073	CARHR130470	El006G294620
OG0009074	CARHR162600	El001G023180
OG0009075	CARHR130770	El006G294250
OG0009076	CARHR130920	El006G294090
OG0009077	CARHR131390	El006G293610
OG0009078	CARHR131550	El006G293480
OG0009079	CARHR132230	El006G293110
OG0009080	CARHR132410	El006G292420
OG0009081	CARHR132420	El006G292410
OG0009082	CARHR133280	El006G291580
OG0009083	CARHR133270	El006G291590
OG0009084	CARHR132610	El006G292230
OG0009085	CARHR133170	El006G291710
OG0009086	CARHR132950	El006G291870
OG0009087	CARHR132890	El006G291880
OG0009088	CARHR130060	El006G295170
OG0009089	CARHR015770	El002G099310
OG0009090	CARHR015800	El002G099330
OG0009091	CARHR015930	El002G099460
OG0009092	CARHR016000	El002G099530
OG0009093	CARHR016110	El002G099640
OG0009094	CARHR016170	El002G099710
OG0009095	CARHR016470	El002G100040
OG0009096	CARHR016640	El002G100170
OG0009097	CARHR016890	El002G100400
OG0009098	CARHR016980	El002G100490
OG0009099	CARHR017010	El002G100520
OG0009100	CARHR017350	El002G100870
OG0009101	CARHR017800	El002G101320
OG0009102	CARHR017960	El002G101460
OG0009103	CARHR017980	El002G101490
OG0009104	CARHR018250	El002G101780
OG0009105	CARHR018770	El002G102330
OG0009106	CARHR019200	El002G102760
OG0009107	CARHR233730	El003G158280
OG0009108	CARHR019260	El002G102810
OG0009109	CARHR019280	El002G102830
OG0009110	CARHR019660	El002G103270
OG0009111	CARHR020410	El002G104240
OG0009112	CARHR020420	El002G104250
OG0009113	CARHR020690	El002G104530
OG0009114	CARHR021430	El002G105350
OG0009115	CARHR021560	El002G105490
OG0009116	CARHR164110	El001G024930
OG0009117	CARHR022250	El002G106370
OG0009118	CARHR022380	El002G106490
OG0009119	CARHR022390	El002G106500
OG0009120	CARHR023070	El002G107810
OG0009121	CARHR023080	El002G107840
OG0009122	CARHR023470	El002G108360
OG0009123	CARHR023780	El002G108670
OG0009124	CARHR023880	El002G108780
OG0009125	CARHR024120	El002G109120, El002G109130, El003G188910
OG0009126	CARHR024850	El002G109960, El002G136990
OG0009127	CARHR024970, CARHR024980	El002G110190
OG0009128	CARHR025210	El002G111420
OG0009129	CARHR025310	El002G111320
OG0009131	CARHR025490	El002G111150
OG0009132	CARHR025640	El002G110890
OG0009133	CARHR025710	El002G110820, El002G110690
OG0009134	CARHR025720	El002G111680
OG0009135	CARHR026020	El002G112020
OG0009136	CARHR026040	El002G112040
OG0009137	CARHR026320	El002G112360
OG0009138	CARHR026360	El003G179110, El002G112410
OG0009139	CARHR026660	El002G112640
OG0009140	CARHR026910	El002G112960
OG0009141	CARHR231710	El003G160490
OG0009142	CARHR259180	El007G345110
OG0009143	CARHR231890	El003G160220
OG0009144	CARHR232170	El003G159900
OG0009145	CARHR232310	El003G159800
OG0009146	CARHR116260	El006G315070
OG0009148	CARHR116640	El006G315820
OG0009149	CARHR116580	El006G315740
OG0009150	CARHR117530	El006G316850
OG0009151	CARHR117830	El006G317150
OG0009152	CARHR184690	El006G317770
OG0009153	CARHR184830	El006G318090
OG0009154	CARHR292980	El006G318580
OG0009155	CARHR114370	El006G318880
OG0009156	CARHR161070	El001G021750
OG0009157	CARHR113750	El006G319640
OG0009158	CARHR113660	El006G319790
OG0009159	CARHR112850, CARHR112860, CARHR293120, CARHR034070	El006G320470
OG0009160	CARHR112270	El006G321220
OG0009161	CARHR111950	El006G321580
OG0009162	CARHR015550	El002G099080
OG0009163	CARHR015300	El002G098820
OG0009164	CARHR015130	El002G098650
OG0009165	CARHR014610	El002G098090
OG0009166	CARHR014580	El002G098060
OG0009167	CARHR014340	El002G097820
OG0009168	CARHR013650	El002G096930
OG0009169	CARHR013680	El002G096960
OG0009170	CARHR013320	El002G096550
OG0009171	CARHR012650	El002G095830
OG0009172	CARHR012130	El002G095160
OG0009173	CARHR012030	El002G095040
OG0009174	CARHR011640	El002G094670
OG0009175	CARHR010980	El002G093830
OG0009176	CARHR010930	El002G093810
OG0009177	CARHR010840	El002G093710
OG0009178	CARHR010380	El002G093230
OG0009179	CARHR009850	El002G092670
OG0009180	CARHR009970	El002G092880
OG0009181	CARHR009500	El002G092330
OG0009182	CARHR009280	El002G092100
OG0009183	CARHR006410	El002G092030
OG0009184	CARHR009000	El002G091840
OG0009185	CARHR008880	El002G091720
OG0009186	CARHR192970	El001G060260
OG0009187	CARHR008750	El002G091580
OG0009188	CARHR008700	El002G091530
OG0009189	CARHR008470	El002G091300
OG0009190	CARHR008480	El002G091310
OG0009191	CARHR008510, CARHR008500	El002G091330
OG0009192	CARHR008530	El002G091350
OG0009193	CARHR008390	El002G091230
OG0009194	CARHR008330	El002G091170
OG0009195	CARHR007800	El002G090690
OG0009196	CARHR008210	El002G091050
OG0009197	CARHR007450	El002G090280
OG0009198	CARHR007170	El002G089970
OG0009200	CARHR006080	El002G088840
OG0009201	CARHR006020	El002G088780
OG0009202	CARHR005860	El002G088670
OG0009203	CARHR005810	El002G088640
OG0009204	CARHR005510	El002G088340
OG0009205	CARHR005310	El002G088070
OG0009206	CARHR004880	El002G087590
OG0009207	CARHR004850	El002G087570
OG0009208	CARHR004730	El002G087440
OG0009209	CARHR074290	El004G234320
OG0009210	CARHR004360	El002G087050
OG0009211	CARHR004220	El002G086900
OG0009212	CARHR004170	El002G086850
OG0009213	CARHR003880	El002G086550
OG0009214	CARHR003640	El002G086260
OG0009215	CARHR003360	El002G085880
OG0009216	CARHR002840	El002G085310
OG0009217	CARHR002430	El002G084880
OG0009218	CARHR002360	El002G084810
OG0009219	CARHR002130	El002G084510
OG0009220	CARHR001880	El002G084240
OG0009221	CARHR001780	El002G084160
OG0009222	CARHR001560	El002G083930
OG0009223	CARHR001480	El002G083860
OG0009224	CARHR001380, CARHR259900	El002G083810
OG0009225	CARHR001280	El002G083680
OG0009226	CARHR001210	El002G083600
OG0009227	CARHR001130	El002G083530
OG0009228	CARHR000770	El002G083200
OG0009229	CARHR248690	El001G000630
OG0009230	CARHR000270	El002G082570
OG0009231	CARHR000180	El002G082460
OG0009232	CARHR199440	El001G067640
OG0009233	CARHR199360	El001G067580
OG0009234	CARHR199110	El001G067310
OG0009235	CARHR199240	El001G067460
OG0009236	CARHR198430	El001G066580
OG0009237	CARHR198360	El001G066530
OG0009238	CARHR198290	El001G066450
OG0009239	CARHR197680	El001G065740
OG0009240	CARHR197910	El001G066040
OG0009241	CARHR198080	El001G066250
OG0009242	CARHR197550	El001G065600
OG0009243	CARHR197150	El001G065190
OG0009244	CARHR197090	El001G065110
OG0009245	CARHR196480	El001G064260
OG0009246	CARHR196400	El001G064200
OG0009247	CARHR196110	El001G063890
OG0009248	CARHR196000	El001G063780
OG0009249	CARHR195600	El001G063290
OG0009250	CARHR194950	El001G062540
OG0009251	CARHR194110	El001G061610
OG0009252	CARHR194030	El001G061520
OG0009253	CARHR193690	El001G061120
OG0009254	CARHR193680	El001G061080
OG0009255	CARHR186030	El001G049420
OG0009256	CARHR185320	El001G047650
OG0009257	CARHR286000	El007G346150
OG0009258	CARHR287970	El007G345290
OG0009260	CARHR284570	El007G346880
OG0009261	CARHR284640	El007G346930
OG0009262	CARHR199800	El001G068020
OG0009263	CARHR199880	El001G068100
OG0009264	CARHR206350	El001G075040
OG0009265	CARHR206330	El001G075020
OG0009267	CARHR199620	El001G067840
OG0009268	CARHR206490	El001G075210
OG0009269	CARHR206520	El001G075240
OG0009270	CARHR200100	El001G068360
OG0009271	CARHR206970	El001G075920
OG0009272	CARHR206950	El001G075940
OG0009273	CARHR206770	El001G076150
OG0009274	CARHR207220	El001G076210
OG0009275	CARHR207420	El001G076400
OG0009276	CARHR207880	El001G076920
OG0009277	CARHR207990	El001G077050
OG0009278	CARHR208030	El001G077080
OG0009279	CARHR208260	El001G077340
OG0009280	CARHR208460	El001G077740
OG0009281	CARHR187900	El001G052670
OG0009282	CARHR187630	El001G052420
OG0009283	CARHR187850	El001G052630
OG0009284	CARHR188060	El001G052990
OG0009285	CARHR188220	El001G053390
OG0009286	CARHR188340	El001G053600, El002G128900
OG0009287	CARHR188460, CARHR188480, CARHR150640	El001G054250
OG0009288	CARHR188510	El001G054310
OG0009289	CARHR188770	El001G054760
OG0009290	CARHR188830	El001G055050
OG0009291	CARHR164720	El001G025550
OG0009292	CARHR188870	El001G055150
OG0009293	CARHR189020	El001G055410, El001G055380
OG0009294	CARHR189620	El001G056090
OG0009295	CARHR190030	El001G056540
OG0009296	CARHR190100	El001G056650
OG0009297	CARHR190200	El001G056720
OG0009298	CARHR190230	El001G056750
OG0009299	CARHR190380	El001G056970
OG0009300	CARHR274840	El007G329740
OG0009301	CARHR275530	El007G329060
OG0009302	CARHR275660	El007G328830
OG0009303	CARHR276660	El007G327760
OG0009304	CARHR156880	El001G017700
OG0009305	CARHR276820	El007G327610
OG0009306	CARHR272680	El007G332650
OG0009307	CARHR272240	El007G333080
OG0009308	CARHR160870	El001G021530
OG0009309	CARHR160820	El001G021480
OG0009310	CARHR160800	El001G021460
OG0009311	CARHR160610	El001G021300
OG0009313	CARHR160170	El001G020740
OG0009314	CARHR160030	El001G020620
OG0009315	CARHR159010	El001G020000
OG0009316	CARHR158980	El001G019970
OG0009317	CARHR158960	El001G019950
OG0009318	CARHR158620	El001G019520
OG0009319	CARHR158130	El001G019150
OG0009320	CARHR157930	El001G018850
OG0009321	CARHR157520	El001G018440
OG0009322	CARHR157350	El001G018220
OG0009323	CARHR157220	El001G018110
OG0009324	CARHR157160	El001G018020
OG0009325	CARHR156720	El001G017510
OG0009326	CARHR156610	El001G017410
OG0009327	CARHR156000	El001G016680
OG0009328	CARHR104500	El001G012670
OG0009329	CARHR152450	El001G011680
OG0009330	CARHR241120	El003G149590
OG0009331	CARHR153570	El001G046650
OG0009332	CARHR059790	El004G217410
OG0009333	CARHR059820	El004G217440
OG0009334	CARHR061380	El004G219410
OG0009335	CARHR061640	El004G219690
OG0009336	CARHR061550	El004G219580
OG0009337	CARHR061910	El004G220090
OG0009338	CARHR062150	El004G220300
OG0009339	CARHR062210	El004G220390
OG0009340	CARHR062420	El004G220620
OG0009341	CARHR118570	El006G310330
OG0009342	CARHR062870	El004G221080
OG0009343	CARHR062880	El004G221090
OG0009344	CARHR063100	El004G221380
OG0009345	CARHR063580	El004G221990
OG0009346	CARHR063950	El004G222330
OG0009347	CARHR064470	El004G223080
OG0009348	CARHR064610	El004G223200
OG0009349	CARHR291130	El004G223440
OG0009350	CARHR064680	El004G223680
OG0009351	CARHR064750	El004G223770
OG0009352	CARHR065010	El004G224080
OG0009353	CARHR065080	El004G224170
OG0009354	CARHR065090	El004G224180
OG0009355	CARHR065100	El004G224190
OG0009356	CARHR071690	El004G231580
OG0009357	CARHR070770	El004G230340
OG0009358	CARHR070690, CARHR256330	El004G230240
OG0009359	CARHR070530	El004G230000
OG0009360	CARHR097160	El005G259360
OG0009361	CARHR070450	El004G229930
OG0009362	CARHR070400	El004G229850
OG0009363	CARHR069090	El004G228320
OG0009364	CARHR068540	El004G227750
OG0009365	CARHR068270	El004G227490
OG0009366	CARHR068250	El004G227470
OG0009367	CARHR067800	El004G227070
OG0009368	CARHR067760	El004G227040
OG0009369	CARHR067740	El004G227020
OG0009370	CARHR066920	El004G226220
OG0009371	CARHR066610	El004G225900
OG0009372	CARHR018870	El002G102430
OG0009373	CARHR066530	El004G225770
OG0009374	CARHR066510	El004G225730
OG0009375	CARHR066400	El004G225570
OG0009377	CARHR065980	El004G225120
OG0009378	CARHR065570	El004G224740
OG0009379	CARHR065520	El004G224700
OG0009380	CARHR065470	El004G224610
OG0009381	CARHR065390	El004G224490
OG0009382	CARHR065190	El004G224340
OG0009383	CARHR071810, CARHR251930, CARHR071790	El004G231680
OG0009384	CARHR071900	El004G231740
OG0009385	CARHR071940	El004G231790
OG0009386	CARHR072080	El004G231960
OG0009387	CARHR072140	El004G231990
OG0009388	CARHR072180	El004G232040
OG0009389	CARHR072340	El004G232200
OG0009390	CARHR072550	El004G232370
OG0009391	CARHR072770	El004G232570
OG0009392	CARHR073490	El004G233360
OG0009393	CARHR073510	El004G233380
OG0009394	CARHR073620	El004G233470
OG0009395	CARHR074060	El004G233880
OG0009396	CARHR074250	El004G234270
OG0009397	CARHR074340	El004G234360
OG0009398	CARHR074500	El004G234550
OG0009399	CARHR074530	El004G234570
OG0009400	CARHR074660	El004G234700
OG0009401	CARHR087330	El005G248600
OG0009402	CARHR087520	El005G248860
OG0009403	CARHR087620	El005G248960
OG0009404	CARHR087640	El005G248980
OG0009405	CARHR087850	El005G249170
OG0009406	CARHR087980	El005G249300
OG0009407	CARHR088210	El005G249480
OG0009408	CARHR088480	El005G249740
OG0009409	CARHR089160	El005G250500
OG0009410	CARHR089200	El005G250540
OG0009411	CARHR089440	El005G250650
OG0009412	CARHR089380	El005G250720
OG0009413	CARHR089520	El005G250860
OG0009414	CARHR089660	El005G251030
OG0009416	CARHR090030	El005G251470
OG0009417	CARHR090060	El005G251510
OG0009418	CARHR090090	El005G251530
OG0009419	CARHR090770	El005G252330
OG0009420	CARHR090870	El005G252450
OG0009421	CARHR090890	El005G252470
OG0009422	CARHR090930	El005G252510
OG0009423	CARHR090960	El005G252530
OG0009424	CARHR091290	El005G252860
OG0009425	CARHR091330	El005G252900
OG0009426	CARHR091400	El005G252950
OG0009427	CARHR092050	El005G253600
OG0009428	CARHR092110	El005G253660
OG0009429	CARHR092120	El005G253680
OG0009430	CARHR092480	El005G254130
OG0009431	CARHR092600	El005G254230
OG0009432	CARHR092610	El005G275900, El005G254240
OG0009433	CARHR248910	El001G000830
OG0009434	CARHR092970	El005G254550
OG0009435	CARHR093370	El005G255140
OG0009436	CARHR093590	El005G255410
OG0009437	CARHR093730	El005G255680
OG0009438	CARHR093940	El005G255890
OG0009439	CARHR094000	El005G255930
OG0009440	CARHR094360	El005G256330
OG0009441	CARHR094830	El005G256930
OG0009442	CARHR094930	El005G257000
OG0009443	CARHR094940	El005G257010
OG0009444	CARHR095440	El005G257500
OG0009445	CARHR095500	El005G257580
OG0009446	CARHR095970	El005G258060
OG0009447	CARHR096190	El005G258240
OG0009449	CARHR096320	El005G258390
OG0009450	CARHR096760	El005G258880
OG0009451	CARHR097010	El005G259170
OG0009452	CARHR097610	El005G260030
OG0009453	CARHR098180	El005G261110
OG0009454	CARHR098340	El005G261320
OG0009455	CARHR098860	El005G262500
OG0009456	CARHR099380	El005G264910
OG0009457	CARHR099390	El005G264920
OG0009458	CARHR101520	El005G268670, El005G268740
OG0009459	CARHR264160, CARHR150020	El007G342620
OG0009460	CARHR104050	El005G271420
OG0009461	CARHR103980	El005G271360
OG0009462	CARHR105010	El005G271570
OG0009463	CARHR105170	El005G271710
OG0009464	CARHR105160	El005G271720
OG0009465	CARHR104810	El005G271880
OG0009466	CARHR201250	El001G069610
OG0009467	CARHR106040	El005G273100
OG0009468	CARHR106070	El005G273110
OG0009469	CARHR106090	El005G273130
OG0009470	CARHR106150	El005G273180
OG0009471	CARHR293520	El005G274590
OG0009472	CARHR107610	El005G274870
OG0009473	CARHR107660	El005G274920
OG0009474	CARHR108390	El005G275480
OG0009475	CARHR109110	El005G276880
OG0009476	CARHR109610	El005G277490, El005G277510
OG0009477	CARHR109970	El005G278000
OG0009478	CARHR110800	El005G278730
OG0009479	CARHR110850	El005G278750
OG0009480	CARHR110890	El005G278810
OG0009481	CARHR111020	El005G278900
OG0009482	CARHR111520	El005G279480
OG0009483	CARHR045730	El002G141240
OG0009484	CARHR044940	El002G140280
OG0009485	CARHR044760	El002G140080
OG0009486	CARHR044400	El002G139690
OG0009487	CARHR044070	El002G139340
OG0009488	CARHR044040	El002G139320
OG0009490	CARHR043370	El002G138650
OG0009491	CARHR043220	El002G137990
OG0009492	CARHR043120	El002G137860
OG0009493	CARHR042550	El002G137210
OG0009494	CARHR040960	El002G135180
OG0009495	CARHR041190	El002G135460
OG0009496	CARHR040400	El002G134600
OG0009497	CARHR040180	El002G134420
OG0009498	CARHR040140	El002G134260
OG0009499	CARHR199710	El001G067940
OG0009500	CARHR039780	El002G133930
OG0009501	CARHR039640	El002G133720
OG0009502	CARHR039600	El002G133610
OG0009503	CARHR172940	El001G034870
OG0009504	CARHR039050	El002G132910
OG0009505	CARHR039000	El002G132860
OG0009506	CARHR038970	El002G132780
OG0009507	CARHR128750	El006G296620
OG0009508	CARHR128700	El006G296680
OG0009509	CARHR128480	El006G296890
OG0009510	CARHR161530	El001G022230
OG0009511	CARHR161810	El001G022440
OG0009512	CARHR161890	El001G022510
OG0009513	CARHR162740	El001G023390
OG0009514	CARHR163110	El001G023790
OG0009515	CARHR163000	El001G023750
OG0009516	CARHR163390	El001G024120
OG0009517	CARHR163770	El001G024510
OG0009518	CARHR163950	El001G024750
OG0009519	CARHR164010	El001G024840
OG0009520	CARHR164060, CARHR164070	El001G024860
OG0009521	CARHR161280	El001G021970
OG0009522	CARHR082370	El001G024890
OG0009523	CARHR285010	El007G356410, El007G356420, El007G356400
OG0009524	CARHR164600	El001G025470
OG0009525	CARHR164590	El001G025460
OG0009526	CARHR133610	El006G291180
OG0009527	CARHR164730	El001G025590
OG0009528	CARHR164900	El001G025800
OG0009529	CARHR165380	El001G026300
OG0009530	CARHR166050	El001G027250
OG0009531	CARHR166200, CARHR166070	El001G027270
OG0009532	CARHR166350	El001G027500
OG0009533	CARHR166450	El001G027600
OG0009534	CARHR167090	El001G028300
OG0009535	CARHR167150	El001G028360
OG0009536	CARHR167250	El001G028450
OG0009537	CARHR168320	El001G029500
OG0009538	CARHR168500	El001G029710
OG0009539	CARHR168570	El001G029770
OG0009540	CARHR169180	El001G030440
OG0009541	CARHR169430	El001G030600
OG0009542	CARHR169680	El001G030880
OG0009543	CARHR169850	El001G031040
OG0009544	CARHR189980	El001G056440, El003G188750
OG0009545	CARHR170920	El001G032250
OG0009546	CARHR170930	El001G032270
OG0009547	CARHR171090	El001G032450
OG0009548	CARHR171410	El001G033000
OG0009549	CARHR171550	El001G033140
OG0009550	CARHR171570	El001G033170
OG0009551	CARHR171920	El001G033650
OG0009552	CARHR172760	El001G034680
OG0009553	CARHR172750	El001G034690
OG0009554	CARHR173420	El001G035430
OG0009555	CARHR291740	El001G035540
OG0009556	CARHR291690	El001G035630
OG0009557	CARHR171220	El001G032710
OG0009558	CARHR282490, CARHR044290	El043G374990
OG0009559	CARHR042690	El002G137400
OG0009561	CARHR039490	El002G133490
OG0009562	CARHR244200	El003G146390
OG0009563	CARHR167310	El001G028550
OG0009564	CARHR281060	El007G322780
OG0009565	CARHR178200	El007G361530
OG0009567	CARHR233750	El003G158240
OG0009568	CARHR132480	El006G292340
OG0009569	CARHR132910	El006G291910
OG0009570	CARHR136270	El006G288210
OG0009572	CARHR065640	El004G224820
OG0009573	CARHR235750	El003G155920
OG0009574	CARHR242040	El003G148690
OG0009575	CARHR241190	El003G149510
OG0009576	CARHR004770	El002G087470
OG0009577	CARHR008800	El002G091640
OG0009579	CARHR010000	El002G092900
OG0009580	CARHR010820	El002G093690
OG0009581	CARHR012270	El002G095330
OG0009582	CARHR012440	El002G095520
OG0009583	CARHR016320	El002G099880
OG0009585	CARHR064640	El004G223230
OG0009586	CARHR061300	El004G219290
OG0009587	CARHR109520	El005G277440
OG0009588	CARHR037440	El002G130940
OG0009590	CARHR241530	El003G174320, El003G149230
OG0009591	CARHR199850	El001G068070
OG0009592	CARHR211190	El001G080940
OG0009593	CARHR219050	El006G290340
OG0009594	CARHR209730	El001G079120
OG0009595	CARHR224110, CARHR224130	El003G169510
OG0009597	CARHR036790	El002G129360
OG0009598	CARHR037340	El002G130670
OG0009599	CARHR037490	El002G131030, El002G131130, El002G131120
OG0009600	CARHR126520	El002G124660, El006G299450
OG0009601	CARHR125010	El006G301040
OG0009603	CARHR199380	El001G067600
OG0009604	CARHR198370	El001G066540
OG0009605	CARHR198060	El001G066200
OG0009606	CARHR197890	El001G066020
OG0009607	CARHR196390	El001G064180
OG0009608	CARHR195110, CARHR195100	El001G062710
OG0009609	CARHR261310	El003G191680, El007G355550
OG0009610	CARHR212660	El003G193410
OG0009611	CARHR272110	El007G333230
OG0009612	CARHR187840	El001G052620
OG0009613	CARHR275380	El007G329200
OG0009614	CARHR275430	El007G329150
OG0009615	CARHR280800	El007G323110
OG0009616	CARHR280870	El007G323050
OG0009618	CARHR114830, CARHR035010, CARHR114620, CARHR119360, CARHR293180, CARHR108110, CARHR055480, CARHR106380	El007G363050
OG0009621	CARHR124290	El006G301800
OG0009622	CARHR161260	El001G021940
OG0009625	CARHR183430	El007G348190
OG0009628	CARHR026960	El002G113000
OG0009630	CARHR258100	El007G343700, El007G343690, El007G343710
OG0009635	CARHR111430	El005G279410
OG0009636	CARHR224640	El003G168890, El006G319880
OG0009637	CARHR237220	El003G153430, El003G154260
OG0009638	CARHR237500	El003G153660
OG0009639	CARHR237680	El003G153410
OG0009640	CARHR237790	El003G153290
OG0009641	CARHR238050	El003G152980, El008G370520
OG0009642	CARHR238250	El003G152720
OG0009644	CARHR192950	El001G060230
OG0009645	CARHR238660	El003G152220
OG0009646	CARHR238970	El003G151880
OG0009647	CARHR037420	El002G130920
OG0009648	CARHR239610	El005G243630, El003G151210
OG0009649	CARHR240430	El003G150270
OG0009650	CARHR240880	El003G149820
OG0009651	CARHR240810	El003G149880
OG0009652	CARHR241160	El003G149540
OG0009653	CARHR241540	El003G149220
OG0009654	CARHR191640	El001G058730
OG0009655	CARHR241850	El003G148880
OG0009656	CARHR241890	El003G148840
OG0009657	CARHR242140	El003G148520
OG0009658	CARHR106170	El005G273200
OG0009659	CARHR242430	El003G148140
OG0009660	CARHR243240	El003G147490
OG0009661	CARHR243340	El003G147380
OG0009662	CARHR190770	El001G057530
OG0009663	CARHR243550	El003G147170
OG0009664	CARHR030540	El002G118020
OG0009665	CARHR031020	El002G118890
OG0009666	CARHR031190	El002G119070
OG0009667	CARHR031200	El002G119080
OG0009668	CARHR031290	El002G119160
OG0009669	CARHR031710	El002G119720
OG0009670	CARHR031730	El002G119740
OG0009671	CARHR031930	El002G119890
OG0009672	CARHR032000	El002G119980
OG0009673	CARHR229970	El003G162540
OG0009674	CARHR032070	El002G120150
OG0009675	CARHR032080	El002G120190
OG0009676	CARHR032090	El002G120200
OG0009677	CARHR032110	El002G120220
OG0009678	CARHR223560	El003G170120
OG0009679	CARHR223550, CARHR290510	El003G170180
OG0009680	CARHR222800	El003G171230
OG0009681	CARHR222690	El003G171340
OG0009682	CARHR289840	El004G208600
OG0009683	CARHR288700	El004G206370
OG0009684	CARHR054730	El004G206310
OG0009685	CARHR054670	El004G206280
OG0009687	CARHR053640	El004G203460
OG0009688	CARHR053360	El004G202140
OG0009689	CARHR053410	El004G202150
OG0009690	CARHR053050	El004G201600
OG0009691	CARHR052050	El004G200140
OG0009692	CARHR052150	El004G200120
OG0009693	CARHR050540	El004G199090
OG0009695	CARHR143900	El001G036240
OG0009696	CARHR143920	El001G036260
OG0009697	CARHR143960	El001G036290
OG0009698	CARHR015530	El002G099060
OG0009699	CARHR144010	El001G036350
OG0009700	CARHR144190	El001G036560
OG0009701	CARHR015070	El002G098580
OG0009702	CARHR144830	El001G037250
OG0009703	CARHR145440	El001G038110
OG0009704	CARHR146040	El001G038850
OG0009705	CARHR146190	El001G038950
OG0009706	CARHR146220	El001G038970
OG0009707	CARHR288560	El001G039670
OG0009708	CARHR146640	El001G039700
OG0009709	CARHR146920	El001G040080
OG0009710	CARHR147460	El001G040830
OG0009711	CARHR147580	El001G040950
OG0009712	CARHR147830	El001G041240
OG0009713	CARHR147840	El001G041250
OG0009714	CARHR148750	El001G042330
OG0009715	CARHR149080, CARHR149090	El001G042630
OG0009716	CARHR151950	El001G044390
OG0009717	CARHR037400	El001G044430
OG0009718	CARHR152070	El001G044480
OG0009719	CARHR292480	El001G045190
OG0009720	CARHR153160	El001G045890
OG0009721	CARHR153180	El001G045900
OG0009722	CARHR263670	El003G188460
OG0009723	CARHR217530	El004G217220
OG0009724	CARHR059590, CARHR059600	El004G217210
OG0009725	CARHR058440	El004G215810
OG0009726	CARHR058040	El004G215130
OG0009727	CARHR057910	El004G214980
OG0009728	CARHR057230	El004G213630
OG0009729	CARHR057100	El004G213210
OG0009730	CARHR057080	El004G213050
OG0009731	CARHR056570	El004G211790
OG0009733	CARHR056370	El004G211500
OG0009734	CARHR046290	El004G193880
OG0009735	CARHR046310	El004G193940
OG0009736	CARHR046470	El004G194120
OG0009737	CARHR046560	El004G194280
OG0009738	CARHR046870	El004G194790
OG0009739	CARHR047050	El004G195170
OG0009740	CARHR047610	El004G195660
OG0009741	CARHR048380	El004G196630
OG0009742	CARHR048670	El004G197060
OG0009743	CARHR012800	El002G095980
OG0009744	CARHR049820	El004G198320
OG0009745	CARHR112350	El006G321170
OG0009746	CARHR233350	El003G158570
OG0009747	CARHR233510	El003G158470, El004G209660
OG0009748	CARHR136330	El006G288140
OG0009749	CARHR136310	El006G288170
OG0009750	CARHR135990	El006G288590
OG0009751	CARHR135970	El006G288610
OG0009752	CARHR135950	El006G288640
OG0009753	CARHR135930	El006G288660
OG0009755	CARHR135870	El006G288720
OG0009756	CARHR083640	El005G244450
OG0009757	CARHR084090	El005G244830
