Orthogroup	Cardamine_hirsuta	Erysimum_linariifolium
OG0000283	CARHR180280	El007G358950, El007G358900, El007G358940
OG0000284	CARHR119540, CARHR119080, CARHR102130, CARHR101660, CARHR102230, CARHR102520, CARHR264270, CARHR180810	El001G010020, El005G240890, El007G347650
OG0000285	CARHR033990	El005G252080
OG0000286	CARHR266790, CARHR284840	El007G339220, El007G356290, El007G356300, El007G346400, El007G339230, El007G339190, El007G339150, El007G339210, El007G356280, El007G339800, El007G339290, El007G339310, El007G347210
OG0000288	CARHR112590	El002G127980
OG0000288	CARHR083130	El005G265170, El005G269820, El005G269800
OG0000290	CARHR157630, CARHR283740, CARHR094030, CARHR112470	El005G255960
OG0000290	CARHR279290, CARHR058360	El007G324830
OG0000294	CARHR092710	El005G254320
OG0000294	CARHR131330	El006G293670
OG0000294	CARHR142440	El006G280820
OG0000294	CARHR249810	El001G002070
OG0000294	CARHR001810	El002G084190
OG0000295	CARHR057270	El004G213700, El004G213760
OG0000295	CARHR089620, CARHR089630	El005G250980
OG0000296	CARHR073970	El004G224600, El004G224660, El006G317420, El006G317640, El006G317430
OG0000297	CARHR118860, CARHR244920, CARHR244890	El003G145640
OG0000297	CARHR121660, CARHR121670, CARHR121680, CARHR121720	El006G304920
OG0000297	CARHR274100	El007G330520
OG0000297	CARHR095150	El005G257220
OG0000298	CARHR089970	El004G230640
OG0000298	CARHR226470	El006G320790
OG0000299	CARHR071990	El004G215990
OG0000299	CARHR045650	El002G141100
OG0000300	CARHR103220	El005G270380
OG0000300	CARHR103190, CARHR103130	El005G270340
OG0000303	CARHR286360	El004G204690, El001G012020
OG0000304	CARHR177750	El006G306670
OG0000304	CARHR178140, CARHR177400, CARHR221590	El002G124540, El007G361960
OG0000304	CARHR094510	El001G037860, El002G117260
OG0000308	CARHR018220	El002G101740
OG0000308	CARHR065850, CARHR065800	El004G224970
OG0000308	CARHR065780	El006G308510, El006G308560
OG0000308	CARHR262010	El003G190640
OG0000308	CARHR018200	El002G101720
OG0000310	CARHR157270	El002G106070
OG0000310	CARHR036840, CARHR183820, CARHR273750, CARHR273860, CARHR118680, CARHR285940	El005G269120, El005G267120
OG0000311	CARHR196640	El001G064420
OG0000311	CARHR038100	El002G132070
OG0000311	CARHR093170	El005G254740
OG0000311	CARHR292180	El004G215340
OG0000313	CARHR227020	El003G165610
OG0000313	CARHR038790, CARHR038780, CARHR038820	El002G132590
OG0000313	CARHR131650	El006G293390
OG0000314	CARHR004130	El002G086800
OG0000314	CARHR004140	El002G086810
OG0000314	CARHR127110	El006G298930
OG0000316	CARHR135700	El006G289040, El006G288950
OG0000319	CARHR204750, CARHR007730	El002G090600, El002G090610, El007G330560
OG0000321	CARHR215220	El003G185760, El003G185810
OG0000322	CARHR071920	El004G231760
OG0000322	CARHR017730	El002G101250
OG0000322	CARHR260510, CARHR135390	El006G289270
OG0000323	CARHR235370	El003G156470
OG0000323	CARHR235360	El003G156480
OG0000324	CARHR116560	El007G351620, El007G350030, El007G350080, El001G052560, El007G351640, El003G180670, El007G350040, El007G350060, El003G180650, El003G180660, El007G350050, El007G351610, El007G349580, El007G349590, El007G350070, El003G180640, El007G349560, El007G355120
OG0000325	CARHR102540	El007G348860
OG0000327	CARHR164480, CARHR164490	El001G043800, El001G043810
OG0000328	CARHR220880	El003G174750
OG0000328	CARHR263600, CARHR263540	El003G188540
OG0000328	CARHR263580	El003G188510, El003G188530, El003G188520
OG0000328	CARHR263560, CARHR263570	El003G188550
OG0000330	CARHR169770	El001G031460
OG0000330	CARHR170350	El001G031820
OG0000331	CARHR057780	El002G122670, El001G044380, El005G250440, El006G293100, El005G264650, El004G209740, El004G210410, El001G037400, El004G210400
OG0000332	CARHR193130, CARHR193110	El001G060380
OG0000334	CARHR163740	El001G024470
OG0000334	CARHR131810	El006G292570
OG0000334	CARHR250680	El027G373440, El004G212490
OG0000334	CARHR250610	El001G002940
OG0000335	CARHR004430	El002G087130
OG0000335	CARHR035800	El002G130900
OG0000335	CARHR027470	El002G126300
OG0000335	CARHR027480	El002G113660
OG0000336	CARHR065880	El004G225030
OG0000338	CARHR183900	El004G205930, El004G205250, El002G092400, El002G092490
OG0000339	CARHR230740	El003G161790
OG0000339	CARHR248520	El001G000520
OG0000339	CARHR141230	El006G282150
OG0000339	CARHR171770	El001G033440
OG0000340	CARHR138610	El006G285360
OG0000340	CARHR138620	El006G285350, El002G130230
OG0000342	CARHR262340	El003G192910
OG0000344	CARHR187250, CARHR187260	El001G051870, El007G357010, El001G051950, El001G051990, El001G044330, El001G051920
OG0000344	CARHR185590, CARHR184960, CARHR184950, CARHR185620	El001G051930
OG0000345	CARHR035990, CARHR012950, CARHR182820	El002G096170
OG0000347	CARHR086360	El005G267560, El005G247550
OG0000349	CARHR244070	El003G146500
OG0000349	CARHR291770	El004G214430, El004G214420, El004G214440
OG0000349	CARHR112570, CARHR037360, CARHR122800, CARHR122780	El002G127670, El002G127640
OG0000350	CARHR029070	El002G115710
OG0000350	CARHR029110	El002G115770
OG0000351	CARHR033160	El002G121580
OG0000351	CARHR033140	El002G121660
OG0000351	CARHR089240	El005G250830
OG0000351	CARHR275230	El007G329340
OG0000351	CARHR033150	El002G121570
OG0000351	CARHR089260	El005G250820
OG0000352	CARHR017440	El006G309450
OG0000352	CARHR052660, CARHR053720	El004G201170, El004G201120, El003G185340, El007G358620
OG0000356	CARHR186490, CARHR186690	El001G050680, El001G050660, El001G050830, El001G050610, El001G050640
OG0000358	CARHR203870	El001G072530
OG0000358	CARHR006290	El007G359240
OG0000358	CARHR203880	El001G072540
OG0000358	CARHR203890	El001G072550
OG0000359	CARHR029510	El002G115950, El002G115980
OG0000359	CARHR128500	El006G296870
OG0000360	CARHR289020	El007G323130
OG0000360	CARHR289650, CARHR289030	El007G323140
OG0000361	CARHR086030	El005G247030, El005G247020
OG0000361	CARHR099850	El001G078130
OG0000362	CARHR016600	El004G212950
OG0000362	CARHR062750	El004G212880
OG0000363	CARHR037060	El002G126210
OG0000368	CARHR245720	El003G144810
OG0000368	CARHR058590, CARHR058530, CARHR058550	El004G215830
OG0000368	CARHR245740	El003G144770, El003G144760
OG0000368	CARHR245750	El003G144750
OG0000369	CARHR154410, CARHR123820	El007G331100, El001G015190
OG0000370	CARHR017550	El003G185270, El002G101090, El002G101100
OG0000370	CARHR017540	El002G101070
OG0000370	CARHR232710	El001G014550, El003G159300, El003G159280
OG0000371	CARHR025430	El002G111190
OG0000371	CARHR142610	El006G280660
OG0000371	CARHR002610, CARHR005930	El002G085130
OG0000371	CARHR011680	El006G280670
OG0000371	CARHR142620	El006G280650
OG0000372	CARHR058020, CARHR234800, CARHR234790, CARHR289410, CARHR289420	El003G157140, El003G173700, El003G157160, El003G157170, El003G173780
OG0000377	CARHR051700	El004G200550
OG0000377	CARHR051720	El004G200530
OG0000377	CARHR051710	El004G200540
OG0000379	CARHR292240	El003G186470, El006G311540
OG0000380	CARHR046830, CARHR048520, CARHR048430	El004G208570
OG0000380	CARHR055240, CARHR048490	El004G197800
OG0000380	CARHR048470	El004G197810
OG0000381	CARHR002680, CARHR003300	El001G076620
OG0000382	CARHR001910	El002G084270
OG0000382	CARHR009120	El002G091920
OG0000383	CARHR028090	El002G114440, El002G119180
OG0000383	CARHR028050, CARHR028080	El002G114400, El002G114390, El002G114430
OG0000384	CARHR043000	El002G137740
OG0000384	CARHR043010	El002G137760
OG0000386	CARHR163180	El001G023900
OG0000386	CARHR147230	El001G040470, El001G040480
OG0000386	CARHR163190	El001G023910
OG0000387	CARHR138330	El006G285610
OG0000387	CARHR138350	El006G285490, El006G281610
OG0000389	CARHR168790	El001G030030, El004G206640, El004G206700, El004G206670, El004G206820, El004G206780, El004G206750, El004G206650, El001G029870
OG0000390	CARHR153480, CARHR190050, CARHR179180	El001G056560
OG0000390	CARHR267450	El007G338360, El002G104620
OG0000390	CARHR095050	El005G257120
OG0000391	CARHR022750	El002G107470
OG0000391	CARHR022710	El002G107410, El002G107390
OG0000391	CARHR022720	El002G107420
OG0000392	CARHR159760	El003G176130
OG0000392	CARHR159770	El003G176120, El003G176430
OG0000393	CARHR092860	El005G254450, El005G254470, El001G064960, El005G254460
OG0000396	CARHR292620	El001G043390
OG0000396	CARHR292570	El001G043490
OG0000398	CARHR088340	El005G249600
OG0000398	CARHR044860, CARHR044870	El002G140190
OG0000399	CARHR284260, CARHR101940, CARHR101950	El001G014530, El001G014520
OG0000400	CARHR100730	El006G281540
OG0000401	CARHR258400	El007G344350, El007G344320, El007G344360
OG0000401	CARHR264620, CARHR264630	El007G342040, El007G342050
OG0000403	CARHR052710, CARHR052720	El004G201290
OG0000403	CARHR052690	El004G201190, El004G201260
OG0000403	CARHR052680	El004G200670
OG0000406	CARHR196180	El001G063970
OG0000406	CARHR170190	El001G031450
OG0000408	CARHR117270	El006G316660, El006G316640
OG0000408	CARHR178010, CARHR117170	El007G348910
OG0000408	CARHR117180	El006G316620, El006G316610
OG0000411	CARHR050150	El004G198670
OG0000411	CARHR103290	El005G270540
OG0000411	CARHR252910	El001G005390
OG0000411	CARHR228790	El003G163700
OG0000412	CARHR267950	El007G337740
OG0000412	CARHR234870	El003G157090
OG0000412	CARHR041080	El002G135360
OG0000412	CARHR096480	El005G258570
OG0000413	CARHR088190	El005G249460
OG0000413	CARHR233890	El003G158150
OG0000413	CARHR270190	El007G335400
OG0000414	CARHR025530	El002G110530
OG0000415	CARHR196770, CARHR201040	El001G069430
OG0000415	CARHR186080	El001G049570, El001G049550, El001G049580, El001G049150
OG0000415	CARHR137680	El006G286470
OG0000416	CARHR125400, CARHR125380	El006G300650, El006G300480
OG0000416	CARHR005050	El006G316630
OG0000417	CARHR288600, CARHR033590, CARHR288590, CARHR100310, CARHR288580	El005G267230, El007G344240
OG0000419	CARHR286080, CARHR286070, CARHR286060, CARHR286140, CARHR286040, CARHR085380	El001G006000, El001G048200, El007G346790, El006G309090, El006G308980, El006G309030, El006G309020, El002G121920, El002G121970, El002G121960, El007G346780, El002G122010, El007G345660, El007G345790, El007G345880
OG0000420	CARHR135320	El006G289320
OG0000420	CARHR111260	El003G191940, El003G191980, El003G184480, El003G193530
OG0000421	CARHR103170, CARHR263230, CARHR263240, CARHR263250	El003G188860, El003G188830, El003G188770, El003G188820, El003G188810, El003G185740, El003G185800, El003G178490
OG0000421	CARHR263220	El003G188870
OG0000422	CARHR009470	El002G092300
OG0000422	CARHR009480	El002G092310
OG0000422	CARHR009460, CARHR009450, CARHR222090	El002G092290, El002G127460
OG0000423	CARHR065650	El004G224830
OG0000423	CARHR088730	El005G250010
OG0000424	CARHR251880	El001G023260
OG0000424	CARHR251850	El001G004250
OG0000424	CARHR251840	El001G004240
OG0000425	CARHR086550, CARHR179580	El005G247780
OG0000426	CARHR284410	El006G312290
OG0000427	CARHR079970	El005G240500, El007G341910
OG0000427	CARHR072170	El004G232020
OG0000429	CARHR188110	El001G052920
OG0000429	CARHR202110	El001G070450
OG0000429	CARHR240310	El003G150450
OG0000429	CARHR115900	El006G314410
OG0000430	CARHR106810	El005G273810
OG0000430	CARHR243160	El003G147560
OG0000430	CARHR294440	El003G142190
OG0000431	CARHR284150	El004G203320
OG0000431	CARHR010120	El002G092990
OG0000431	CARHR010110	El002G092980
OG0000432	CARHR265630	El007G340870
OG0000433	CARHR292650, CARHR181100, CARHR181080	El004G212820, El004G212680
OG0000435	CARHR019430, CARHR019400, CARHR189080, CARHR019410	El002G102960
OG0000436	CARHR270460	El003G158230, El007G335250
OG0000436	CARHR110190	El005G278170
OG0000437	CARHR033100	El002G121450
OG0000437	CARHR033080	El002G121680, El002G121530
OG0000437	CARHR033050	El002G121440
OG0000438	CARHR253620	El001G006030
OG0000438	CARHR229400, CARHR229370	El003G163050
OG0000439	CARHR005540	El002G088370
OG0000439	CARHR169860	El001G031050
OG0000439	CARHR125020	El006G301030
OG0000440	CARHR195730	El006G294680, El001G063480
OG0000440	CARHR077420	El005G237700
OG0000440	CARHR077430	El005G237730
OG0000441	CARHR091670	El005G253210
OG0000441	CARHR091630	El005G253170
OG0000441	CARHR091640	El005G253180
OG0000441	CARHR091650	El005G253190
OG0000442	CARHR147790, CARHR156510, CARHR220790, CARHR147780	El004G209030, El004G209080
OG0000442	CARHR186290	El006G320400
OG0000443	CARHR065170, CARHR065180	El001G054400, El027G373480, El004G212300, El004G224310
OG0000443	CARHR065160	El004G224290, El004G224230, El004G224280, El004G224250, El004G224240, El004G224330
OG0000446	CARHR276320	El007G328120
OG0000446	CARHR145200	El001G037830
OG0000446	CARHR014840	El002G098330
OG0000447	CARHR090020	El005G251460
OG0000447	CARHR274540	El007G330070
OG0000447	CARHR128030	El006G297870
OG0000447	CARHR028030	El002G114360
OG0000448	CARHR174490	El007G365940
OG0000448	CARHR174500	El007G365930
OG0000448	CARHR174480	El007G365950
OG0000449	CARHR154370	El001G015080
OG0000449	CARHR273500	El007G331050
OG0000449	CARHR154360	El001G015070
OG0000449	CARHR273490	El007G331060
OG0000452	CARHR238200	El003G152780
OG0000452	CARHR238190	El003G152790, El003G152800
OG0000453	CARHR122180, CARHR122220	El006G308830
OG0000453	CARHR122200	El006G308850
OG0000453	CARHR219840	El001G015620, El001G015600
OG0000454	CARHR265690	El007G340780
OG0000456	CARHR180690, CARHR206570	El003G185830, El003G185750, El003G182930, El001G075280
OG0000457	CARHR200680	El001G069060, El001G069080, El001G069070
OG0000458	CARHR119910, CARHR265940, CARHR265960, CARHR266380	El007G340350, El006G307260
OG0000459	CARHR254770, CARHR227580, CARHR221090, CARHR227590, CARHR227570, CARHR227620	El003G185370, El003G179210, El003G164990, El001G048170, El001G047570
OG0000460	CARHR052700	El002G120170
OG0000461	CARHR131820	El006G292580
OG0000461	CARHR000130	El002G082410
OG0000461	CARHR000120	El002G082400
OG0000462	CARHR291870	El003G187420
OG0000462	CARHR209710, CARHR209720	El001G066140
OG0000463	CARHR155150	El001G015990
OG0000465	CARHR104910	El004G212890
OG0000466	CARHR140230	El004G219990
OG0000467	CARHR169080	El001G030350
OG0000467	CARHR176200	El007G364000
OG0000468	CARHR164620	El001G025490
OG0000468	CARHR126780	El006G299240
OG0000468	CARHR133660	El006G291120
OG0000471	CARHR028400	El002G114920
OG0000471	CARHR286910, CARHR028390, CARHR028370	El002G114900, El002G114910
OG0000471	CARHR028420	El002G114940
OG0000472	CARHR261860, CARHR261870	El003G190770
OG0000472	CARHR261880, CARHR261890	El003G190760
OG0000473	CARHR142770	El006G280460
OG0000473	CARHR275070	El007G329520
OG0000473	CARHR172740	El001G034670
OG0000473	CARHR261710	El003G191060
OG0000474	CARHR157730	El001G018580
OG0000475	CARHR048290, CARHR048270	El004G196500, El004G196450, El004G196490
OG0000476	CARHR274050	El004G207670, El007G330570
OG0000476	CARHR188130	El001G052870
OG0000476	CARHR187930	El001G052880
OG0000478	CARHR182090	El004G213430, El005G274060, El005G274050, El001G003150
OG0000481	CARHR219220	El003G177200
OG0000483	CARHR268750	El007G336760
OG0000483	CARHR268770, CARHR268760	El007G336750, El007G336710
OG0000487	CARHR003820, CARHR127370	El006G298580
OG0000488	CARHR162100	El001G022690
OG0000488	CARHR162140	El001G044090, El001G044130
OG0000490	CARHR001520, CARHR000930	El002G083890, El002G083910
OG0000491	CARHR148780	El001G042360
OG0000491	CARHR190870, CARHR190860	El001G057630, El001G057640, El001G057670
OG0000493	CARHR287390	El004G207720, El007G346800, El004G215880, El001G047220, El008G368440, El007G352560, El007G350420, El002G125590, El004G207810, El003G181020
OG0000495	CARHR267230	El003G181150, El006G311560
OG0000496	CARHR052930, CARHR216890, CARHR154020, CARHR104360, CARHR121700, CARHR054710, CARHR216860	El007G352050
OG0000498	CARHR266530	El007G339720
OG0000498	CARHR235590, CARHR027440	El003G156150
OG0000499	CARHR225130	El003G168300
OG0000499	CARHR071890	El004G231730
OG0000499	CARHR089350	El005G250740
OG0000500	CARHR177600, CARHR177550	El007G362360
OG0000500	CARHR177610, CARHR177580	El007G362320, El007G362170, El007G362280
OG0000500	CARHR177540	El007G362310
OG0000500	CARHR177570	El007G362180
OG0000500	CARHR177670	El007G362380
OG0000501	CARHR287270	El002G124350
OG0000501	CARHR155350, CARHR105900, CARHR155330	El001G015680
OG0000503	CARHR220240, CARHR220250, CARHR220260	El003G182900, El003G182860, El003G182910, El003G190650
OG0000504	CARHR210740	El001G080270
OG0000504	CARHR083900	El005G244670
OG0000505	CARHR188350, CARHR188310, CARHR188370, CARHR188360, CARHR188300	El001G053720
OG0000506	CARHR179040, CARHR206880	El001G076020
OG0000506	CARHR064690	El004G223700
OG0000507	CARHR052650	El001G065860, El001G065850
OG0000507	CARHR292080	El007G332430, El001G036500
OG0000508	CARHR130500, CARHR134110	El001G035020
OG0000508	CARHR138480	El001G035030
OG0000509	CARHR223020	El007G326260
OG0000509	CARHR215530	El003G170860
OG0000510	CARHR289000	El004G200990
OG0000510	CARHR288820, CARHR052480, CARHR288790	El004G200980
OG0000510	CARHR288930	El004G201000, El004G200950, El004G200930, El004G200920
OG0000511	CARHR097980	El005G260930
OG0000511	CARHR221890	El003G173660
OG0000511	CARHR049420	El004G198000
OG0000512	CARHR230700	El003G161870
OG0000512	CARHR230710	El003G161830
OG0000512	CARHR149360	El005G278610, El005G278600
OG0000512	CARHR230730	El003G161820
OG0000513	CARHR163540	El001G024240
OG0000513	CARHR154420	El001G015200
OG0000513	CARHR273420	El007G331120
OG0000515	CARHR045880	El002G141390
OG0000520	CARHR140950	El006G282630
OG0000520	CARHR184330, CARHR171400	El007G355250, El001G032970
OG0000521	CARHR034110	El002G124400
OG0000521	CARHR260010	El001G010450
OG0000521	CARHR071770	El004G231650
OG0000522	CARHR032270	El002G120450
OG0000522	CARHR256050	El001G008630
OG0000523	CARHR141800	El006G281510
OG0000523	CARHR141810	El006G281490
OG0000523	CARHR172040	El001G033890
OG0000524	CARHR082530	El005G243280
OG0000524	CARHR184200	El007G349900
OG0000525	CARHR072060	El004G231940
OG0000525	CARHR089730	El005G251140
OG0000525	CARHR043730	El002G138890
OG0000526	CARHR156460	El001G017270, El001G017260
OG0000526	CARHR156420	El001G017250
OG0000527	CARHR219720, CARHR219700	El003G176630
OG0000529	CARHR191020, CARHR035960	El001G057940
OG0000529	CARHR151360	El001G013150, El001G013100, El001G013120
OG0000529	CARHR190990	El001G057870
OG0000532	CARHR174920, CARHR174960, CARHR146520, CARHR256250	El007G366130, El001G018890, El001G018810
OG0000532	CARHR247170	El002G127030
OG0000533	CARHR112530, CARHR247520	El003G142670
OG0000533	CARHR242850	El003G147880
OG0000534	CARHR049900	El004G198430
