Orthogroup	Arabidopsis_lyrata_Rawat	Aethionema_saxatile
OG0008160	AL6G38720	As009G205700
OG0008161	AL6G39110	As009G205950
OG0008162	AL6G39200	As009G206000
OG0008163	AL6G39420	As009G206180
OG0008164	AL6G39640	As009G206550
OG0008165	AL6G41130	As009G207280
OG0008166	AL167U10010, AL8G22630	As009G207940
OG0008167	AL8G22840	As009G208010
OG0008168	AL8G22000	As009G208410
OG0008169	AL8G21660	As009G209500
OG0008170	AL6G24380	As009G209650
OG0008171	AL8G21510	As009G209880
OG0008172	AL6G24260	As009G210310
OG0008173	AL6G24180	As009G210480
OG0008174	AL6G24130	As009G210520
OG0008175	AL6G17180	As009G211270
OG0008176	AL6G16830	As009G211690
OG0008177	AL6G16620	As009G211950
OG0008178	AL6G16560	As009G211990
OG0008179	AL6G16340	As009G212370
OG0008180	AL6G15020	As009G213920
OG0008181	AL6G14200	As009G214510
OG0008182	AL6G14180	As009G214530
OG0008183	AL6G30840	As009G214780
OG0008184	AL6G37100	As009G215330
OG0008185	AL6G36710	As009G215580
OG0008186	AL6G36300	As009G215880
OG0008187	AL6G36240	As009G215920
OG0008188	AL6G36210	As009G215950
OG0008189	AL6G35850	As009G216110
OG0008190	AL6G35560	As009G216460
OG0008191	AL6G35030	As009G216820
OG0008192	AL6G34980	As009G216900
OG0008193	AL6G34740	As009G217090
OG0008194	AL2G26910	As009G217230
OG0008195	AL6G34390	As009G217320
OG0008196	AL6G34290	As009G217390
OG0008197	AL6G34270	As009G217410
OG0008198	AL8G37570	As009G217640
OG0008199	AL8G38050	As009G217980
OG0008200	AL653U10020	As009G218250
OG0008201	AL8G38620	As009G218410
OG0008202	AL8G39090	As009G218740
OG0008203	AL8G39110	As009G218760
OG0008204	AL8G39220	As009G218850
OG0008205	AL8G39410	As009G218980
OG0008206	AL8G39450	As009G219020
OG0008207	AL8G39710	As009G219160
OG0008208	AL8G39960	As009G219370
OG0008210	AL8G34750	As009G219860
OG0008211	AL8G34730	As009G219870
OG0008212	AL7G45820	As009G219920
OG0008213	AL5G31580	As010G220430
OG0008214	AL5G31540	As010G220450
OG0008215	AL5G31510	As010G220470
OG0008216	AL5G31110	As010G220700
OG0008217	AL5G30700	As010G220950
OG0008218	AL5G30160	As010G221330, As012G274920
OG0008219	AL5G29360	As010G221730
OG0008220	AL5G29350	As010G221740
OG0008221	AL5G28970	As010G222070
OG0008222	AL5G27810, AL3G47170	As010G222760
OG0008223	AL5G25730	As010G224340
OG0008225	AL8G17330, AL88U10020, AL6G42760, AL8G17310, AL1G57140, AL8G17320, AL8G17360, AL8G17350, AL3G45070, AL8G17340, AL6G41750, AL6G39300, AL88U10010, AL2G31630, AL6G37690	As010G226700, As011G258480
OG0008226	AL2G26430	As010G227790
OG0008227	AL2G26410	As010G227920
OG0008228	AL2G26390	As010G227970
OG0008229	AL2G26360	As010G228060, As010G228070
OG0008230	AL2G26260	As010G228230
OG0008231	AL2G26230	As010G228240
OG0008232	AL4G30870	As010G228430
OG0008233	AL2G25980	As010G228830
OG0008234	AL2G26600	As010G229490
OG0008235	AL2G25870	As010G230510
OG0008236	AL2G27940	As010G238090, As010G231770
OG0008237	AL2G27950	As010G231800
OG0008238	AL2G28060	As010G231860
OG0008239	AL2G29130	As010G232870
OG0008240	AL1G38400	As010G232910
OG0008241	AL3G35870	As010G232950, As011G253840
OG0008242	AL2G29440	As010G233160
OG0008243	AL2G29460	As010G233180
OG0008244	AL2G29530	As010G233220
OG0008245	AL2G29660	As010G233290
OG0008246	AL2G29800	As010G233330
OG0008247	AL2G30580	As010G233940
OG0008248	AL2G30900	As010G234190
OG0008249	AL2G31400	As010G234610
OG0008250	AL2G31850	As010G235070
OG0008251	AL2G38450	As010G235290
OG0008252	AL2G38430	As010G235310
OG0008253	AL2G38410	As010G235330
OG0008254	AL2G38080	As010G235590
OG0008255	AL2G38040	As010G235620
OG0008256	AL2G37670	As010G236010
OG0008257	AL2G37370	As010G236270
OG0008258	AL2G37270	As010G236340
OG0008260	AL2G36630	As010G236990
OG0008261	AL2G36080	As010G237460
OG0008263	AL2G35800	As010G237680
OG0008264	AL2G35790	As010G237690
OG0008265	AL2G35660	As010G237830
OG0008266	AL2G35600	As010G237900
OG0008267	AL2G35500	As012G277330, As010G238000
OG0008268	AL2G35110	As010G238370
OG0008269	AL2G34830	As010G238620
OG0008270	AL2G34620	As010G238800
OG0008271	AL2G34220	As010G239160
OG0008272	AL2G34010	As010G239390
OG0008273	AL2G33770	As010G239580
OG0008274	AL2G33660	As010G239690
OG0008275	AL2G33610	As010G239760
OG0008276	AL2G33470	As010G239920
OG0008277	AL2G33210	As010G240190
OG0008278	AL2G33140	As010G240250
OG0008279	AL2G32870	As010G240590
OG0008281	AL2G32200	As010G241250
OG0008282	AL2G31920	As010G241550
OG0008283	AL2G39510	As010G242430
OG0008284	AL2G40090	As010G242880
OG0008285	AL2G40330, AL6G12410	As010G243070
OG0008286	AL2G40430	As010G243170
OG0008287	AL2G40650	As010G243420
OG0008288	AL2G40800	As010G243510
OG0008289	AL2G40940	As010G243660
OG0008290	AL2G41150	As010G243860
OG0008291	AL2G41190, AL7G51770	As010G243910
OG0008292	AL2G41400	As010G244130
OG0008293	AL2G41690	As010G244430
OG0008294	AL3G24370	As011G244630
OG0008295	AL3G24760	As011G244880
OG0008296	AL3G24810	As011G244910
OG0008297	AL3G25090	As011G245150
OG0008298	AL3G25340	As011G245370
OG0008299	AL3G26060	As011G245870
OG0008300	AL3G45760, AL6G37630	As011G245890
OG0008301	AL3G26090	As011G245900
OG0008302	AL3G26120	As011G245940
OG0008304	AL3G26340	As011G246170
OG0008306	AL3G26440	As011G246270
OG0008307	AL3G26520	As011G246340
OG0008309	AL3G27440	As011G247200
OG0008310	AL3G27660	As011G247370
OG0008311	AL3G27690	As011G247400
OG0008312	AL1G61080	As012G270440, As011G247770
OG0008313	AL3G28530	As011G248080
OG0008314	AL3G28950	As011G248420
OG0008315	AL3G29050	As011G248470
OG0008316	AL3G29660	As011G248950
OG0008317	nbis-gene-252, AL3G30250	As011G249360
OG0008318	AL3G30430	As011G249470
OG0008319	AL3G30960	As011G249860
OG0008320	AL3G31120	As011G250010
OG0008321	AL3G31530	As011G250380
OG0008323	AL3G32020, AL3G32000	As011G250760
OG0008324	AL3G32110	As011G250830
OG0008325	AL3G32460	As011G251190
OG0008326	AL3G32870	As011G251550
OG0008327	AL3G32900	As011G251580
OG0008328	AL3G33850	As011G252360
OG0008329	AL5G35710	As011G252590
OG0008330	AL3G34440	As011G252880
OG0008331	AL7G40500	As011G254090
OG0008332	AL3G36700	As011G254410
OG0008333	AL3G37540	As011G255020
OG0008334	AL3G37940	As011G255300
OG0008335	AL3G39160	As011G256150
OG0008336	AL3G39610	As011G256280
OG0008338	AL8G27070	As011G260660
OG0008339	AL3G51470	As011G260780
OG0008340	AL3G47010	As011G262670
OG0008341	AL3G47370	As011G262830
OG0008342	AL3G47650	As011G262970
OG0008343	AL3G52490	As011G263330
OG0008344	AL3G49260	As011G263510
OG0008345	AL3G49670	As011G263740
OG0008346	AL3G49820	As011G263870
OG0008347	AL3G50280	As011G264400
OG0008348	AL3G50330	As011G264440
OG0008349	AL3G50400	As011G264450
OG0008350	AL3G50770	As011G264740
OG0008351	AL3G51980	As011G265130
OG0008352	AL3G51890	As011G265150
OG0008353	AL3G53190	As011G265580
OG0008354	AL5G18050	As011G266000
OG0008355	AL3G48620	As011G266310
OG0008356	AL3G53370	As011G267090
OG0008357	AL1G64060	As012G267930
OG0008358	AL1G63960	As012G268030
OG0008359	AL1G63370	As012G268660
OG0008360	AL8G10240	As012G268680
OG0008361	AL1G63300	As012G268770
OG0008362	AL1G62610	As012G269360
OG0008363	AL1G62570	As012G269380
OG0008364	AL1G62170	As012G269650
OG0008365	AL1G62040	As012G269720
OG0008366	AL1G61830	As012G269790
OG0008367	AL1G61590	As012G269910
OG0008369	AL1G61500	As012G269970
OG0008370	AL1G61400	As012G270070
OG0008371	AL1G60170	As012G270970
OG0008372	AL1G59980	As012G271060
OG0008373	AL1G59640	As012G271360
OG0008374	AL1G59260	As012G271880
OG0008375	AL1G58270	As012G272050
OG0008376	AL1G57940	As012G272290
OG0008377	AL1G57820	As012G272340
OG0008379	AL1G55870	As012G273310
OG0008380	AL7G38910	As012G274290
OG0008381	AL7G39060	As012G274450
OG0008382	AL4G30920	As012G274860
OG0008383	AL924U10010, AL4G30850	As012G274900
OG0008384	AL4G30780	As012G274950
OG0008385	AL5G32430	As012G275480
OG0008386	AL5G32700	As012G275690
OG0008387	AL5G32860	As012G275840
OG0008388	AL5G33040	As012G275920
OG0008389	AL5G33500	As012G276240
OG0008390	AL5G33660	As012G276440
OG0008391	AL5G34450	As012G277260
OG0008392	AL5G34570	As012G277360
OG0008393	AL5G34770	As012G277610
OG0008394	AL5G34880	As012G277760
OG0008395	AL5G35140	As012G278280
OG0008396	AL5G32210	As012G278960
OG0008397	AL5G35370	As012G279870
OG0008398	AL5G35380	As012G279900
OG0008399	AL5G35800	As012G279910
OG0008400	AL5G35330	As012G279990
OG0008401	AL5G35770	As012G280030
OG0008402	AL5G36060	As012G281030
OG0008403	AL5G36570	As012G281830
OG0008404	AL5G36660	As012G281960, As012G281970, As012G281980
OG0008405	AL5G37320	As012G282560
OG0008406	AL5G37810	As012G282950
OG0008407	AL5G38440	As012G283490
OG0008408	AL5G39180	As012G284090
OG0008409	AL5G39850	As012G284580
OG0008410	AL5G40210	As012G284720
OG0008411	AL5G40390	As012G284910
OG0008412	AL5G40400	As012G284920
OG0008413	AL5G40480	As012G285000
OG0008414	AL5G40530	As012G285030
OG0008415	AL5G40640	As012G285080
OG0008416	AL5G40650	As012G285090
OG0008417	AL4G41490	As012G285100
OG0008418	AL3G42300	As012G285410
OG0008419	AL5G41300	As012G285440
OG0008420	AL5G41420	As012G285540
OG0008421	AL5G41450	As012G285580
OG0008422	AL5G41740	As012G285690
OG0008423	AL5G41780	As012G285730
OG0008424	AL5G41920	As012G285810
OG0008425	AL5G42320	As012G286040
OG0008426	AL5G42410	As012G286130
OG0008427	AL5G42620	As012G286290
OG0008428	AL5G42880	As012G286690
OG0008429	AL5G42960	As012G286770
OG0008430	AL5G44330	As012G287780
OG0008431	AL5G44530	As012G287930
OG0008432	AL5G44560	As012G287950
OG0008433	AL5G44880, AL5G44760, AL5G29600	As012G288040
OG0008434	AL5G44930	As012G288130
OG0008436	AL5G45680	As012G288730
OG0008437	AL5G45690	As012G288760
OG0008438	AL5G45720	As012G288790
OG0008439	AL5G45930	As012G288970
OG0008440	AL5G46100	As012G289160
OG0008504	AL7G24340	As001G000180
OG0008505	AL7G23900	As001G000550
OG0008506	AL7G23660	As001G000740
OG0008507	AL7G23460	As001G000850
OG0008508	AL7G23370	As001G000890
OG0008509	AL7G22350	As001G001780
OG0008510	AL7G22330	As001G001810
OG0008511	AL7G22320	As001G001820
OG0008512	AL7G22300	As001G001840
OG0008513	AL7G22180	As001G001920
OG0008514	AL7G21920	As001G002240
OG0008515	AL7G21830	As001G002330
OG0008516	AL7G21740	As001G002420, As001G002430
OG0008518	AL6G31390	As001G002850
OG0008519	AL7G21290	As001G002970
OG0008520	AL7G21260	As001G003000
OG0008521	AL7G20660, AL1G32760	As001G003680
OG0008522	AL343U10010	As001G003840
OG0008523	AL7G20260	As001G004010
OG0008524	AL7G20150	As001G004140
OG0008525	AL7G20060	As001G004220
OG0008526	AL7G19700	As001G004640
OG0008527	AL7G19580	As001G004710
OG0008528	AL7G19550	As001G004780
OG0008529	AL7G19110	As001G005390
OG0008530	AL7G18740	As001G005630
OG0008531	AL7G18770	As001G005730
OG0008532	AL7G18760	As001G005760
OG0008533	AL7G18370	As001G006030
OG0008534	AL7G19040	As001G006490
OG0008535	AL7G18230	As001G006610
OG0008536	AL7G18220	As001G006640
OG0008537	AL7G18210	As001G007120
OG0008538	AL7G18150	As001G009960
OG0008540	AL7G17040	As001G012830, As011G262590
OG0008541	AL7G17300	As001G013640
OG0008542	AL7G17460	As001G013790
OG0008543	AL7G16820	As001G013820
OG0008544	AL7G16800	As001G014120
OG0008545	AL7G16700	As001G014230
OG0008546	AL7G16470	As001G014430
OG0008547	AL7G16280	As001G014730
OG0008548	AL1G49750	As004G078980, As001G015890
OG0008549	AL1G45840	As004G079200, As001G016210
OG0008550	AL1G45900, AL5G22520	As001G016330
OG0008551	AL1G46050	As001G016460
OG0008552	AL1G46300	As001G016700
OG0008553	AL1G46590	As001G016930
OG0008554	AL7G37640	As001G017310
OG0008555	AL7G37670	As001G017370
OG0008556	AL7G38090	As001G017690
OG0008557	AL1G23420	As001G018270
OG0008558	AL4G28430	As001G018540
OG0008559	nbis-gene-1946, AL1G65120	As001G018570
OG0008560	AL1G66140	As001G019050
OG0008561	AL7G18640	As001G019300, As010G232740
OG0008562	AL2G18180	As001G019640
OG0008563	nbis-gene-58	As008G187600
OG0008564	AL2G17800	As001G020010
OG0008565	AL2G16680	As001G020510
OG0008566	AL2G16630	As001G020550
OG0008567	AL2G15810	As001G021060
OG0008568	AL2G15920	As001G021110
OG0008569	AL3G39110	As001G021120, As011G256100
OG0008570	AL2G15200	As001G021510
OG0008571	AL2G15050	As001G021610
OG0008572	AL2G14990	As001G021630
OG0008573	AL2G14620	As001G021750
OG0008574	AL2G14600	As001G021760
OG0008575	AL2G14540	As001G021800
OG0008576	AL2G14210	As008G185790, As001G021980
OG0008577	AL1G23000	As008G185580
OG0008578	AL1G27270	As001G022230
OG0008579	AL5G10710	As001G022750
OG0008580	AL5G10920	As001G022920
OG0008581	AL5G11040	As001G023070
OG0008582	AL5G11600	As001G023440
OG0008583	AL5G12400	As001G023730
OG0008584	AL5G13260	As001G024130
OG0008585	AL5G13520	As001G024350
OG0008586	AL5G14120	As001G024620
OG0008587	AL5G14510	As001G024880
OG0008588	AL5G14580	As001G024960
OG0008589	AL5G14790	As001G025100
OG0008590	AL5G15270	As001G025420
OG0008591	AL5G15510	As001G025540
OG0008592	AL5G15870	As001G025780
OG0008593	AL5G15890	As001G025800
OG0008594	AL5G16270	As001G026030
OG0008595	AL5G16440	As001G026150
OG0008596	AL5G16590	As001G026230
OG0008597	AL5G17230	As001G026720
OG0008598	AL5G17240	As001G026730
OG0008599	AL5G18030	As001G027020
OG0008600	AL5G18070	As001G027040
OG0008601	AL5G18480	As001G027250
OG0008602	AL5G18600	As001G027370
OG0008603	AL5G18630	As001G027390
OG0008604	AL5G19420, AL5G19400	As001G027840
OG0008606	AL2G24050	As001G028920
OG0008607	AL5G13610	As001G029150
OG0008608	AL2G22830	As001G029290
OG0008609	AL2G22080	As001G029480
OG0008610	AL2G10080	As001G030220
OG0008611	AL2G10110	As001G030290
OG0008612	AL2G10460	As001G030570
OG0008613	AL2G10490	As001G030600
OG0008614	AL2G10970	As001G030840
OG0008615	AL2G11110	As001G030950
OG0008616	AL2G11270	As001G031050
OG0008617	nbis-gene-376	As001G031420, As001G031440
OG0008618	nbis-gene-375	As001G031430
OG0008619	AL2G12580	As001G031660
OG0008620	AL2G13230	As001G031990
OG0008621	AL7G43500, AL3G24320	As002G032320
OG0008622	AL8G33420	As002G049150, As002G032530
OG0008623	AL4G39210	As002G033140, As002G032960
OG0008624	AL4G38960	As002G033460
OG0008625	AL4G39050	As002G033520
OG0008626	AL3G20480	As002G034200
OG0008627	AL6G13140	As005G108520
OG0008628	AL3G21590	As002G035500
OG0008629	AL3G22150	As002G036150
OG0008630	AL3G22390	As002G036470
OG0008631	AL3G22500	As002G036760
OG0008632	AL3G23030	As002G037280
OG0008633	AL3G23090	As002G037390
OG0008634	AL3G23440, AL3G23470	As002G037840
OG0008635	AL3G23560	As002G038010
OG0008636	AL3G23570	As002G038040
OG0008637	AL3G23830	As002G038620
OG0008638	AL3G24010	As002G038930
OG0008639	AL8G23870	As002G040600
OG0008640	AL8G24390, AL664U10010	As002G042000
OG0008641	AL8G24590	As002G042240
OG0008642	AL8G24830	As002G042340
OG0008643	AL8G25030	As002G042670
OG0008644	AL8G25090	As002G042720
OG0008645	AL8G25260	As002G042820
OG0008646	AL8G25950	As002G043610
OG0008647	AL8G26090	As002G043710, As002G043700
OG0008648	AL8G27130	As002G044420
OG0008649	AL8G27420	As002G044670
OG0008650	AL8G27820	As002G044820
OG0008651	AL8G27700	As002G044940
OG0008652	AL8G27650	As002G045000
OG0008653	AL8G28190	As002G045240
OG0008654	AL8G28220	As002G045260
OG0008655	AL8G28300	As002G045340
OG0008656	AL8G28330	As002G045360
OG0008657	AL8G29240	As002G045520
OG0008658	AL8G28710	As002G045820
OG0008659	AL8G29430	As002G045910
OG0008660	AL8G29610	As002G046070
OG0008661	AL8G29710	As002G046130
OG0008662	AL8G30450	As002G046740
OG0008663	AL8G30640	As002G046970
OG0008664	AL8G30760	As002G047040
OG0008665	AL8G31080	As002G047300
OG0008666	AL8G31180	As002G047390
OG0008667	AL8G31200	As002G047400
OG0008668	AL8G31740	As002G047860
OG0008669	AL8G31990	As002G048090
OG0008670	AL8G32010	As002G048110
OG0008671	AL8G32370	As002G048250
OG0008672	AL8G32570	As002G048450
OG0008673	nbis-gene-2156	As002G048470
OG0008674	AL52U10040	As002G048630
OG0008675	AL8G33030	As002G048800
OG0008676	AL8G33110	As002G048890
OG0008677	AL8G33270	As002G049000
OG0008678	AL8G33650	As002G049290
OG0008679	AL8G33930	As002G049560
OG0008680	AL8G34130	As002G049830
OG0008681	AL8G34140	As002G049840
OG0008682	AL8G19800	As002G049990
OG0008683	AL8G19900	As002G050190
OG0008684	AL8G19920	As002G050210
OG0008685	AL6G23920	As002G050350
OG0008686	AL6G23900	As002G050370
OG0008687	AL6G23700	As002G050560
OG0008688	AL6G23670	As002G050590
OG0008689	AL6G23660	As002G050610
OG0008690	AL6G23590	As002G050650
OG0008691	AL6G23140	As002G050920
OG0008692	AL6G23130	As002G050930
OG0008693	AL6G22970	As002G051080
OG0008694	AL6G22740	As002G051290
OG0008695	AL6G22610	As002G051380
OG0008696	AL6G22570	As002G051430
OG0008698	AL6G21960	As002G051930
OG0008699	AL6G21270	As002G052500
OG0008700	AL6G21000	As012G274060, As002G052790
OG0008701	AL6G20870	As002G052930
OG0008702	AL6G20610, AL6G20640	As002G053160
OG0008703	AL6G20300	As002G053450
OG0008704	AL6G20110	As002G053590
OG0008705	AL6G20010	As002G053670
OG0008706	AL6G19730	As002G053930
OG0008707	AL6G19350	As002G054190
OG0008708	AL6G19310	As002G054210
OG0008709	AL6G18880	As002G054460
OG0008710	AL6G18640	As002G054660
OG0008711	AL6G18290	As002G054890
OG0008712	AL6G18250	As002G054920
OG0008713	AL6G18160	As002G055000
OG0008714	AL6G17890	As002G055200
OG0008715	AL7G37490	As003G055620
OG0008716	AL7G36940	As004G089690, As003G056010
OG0008718	AL7G36760	As003G056140
OG0008719	AL7G36720	As003G056170
OG0008720	AL7G36710	As003G056180
OG0008721	AL7G36570	As003G056340
OG0008722	AL7G36280	As003G056510
OG0008723	AL7G35490	As003G057220
OG0008724	AL1G45730	As004G087920
OG0008725	AL7G34950	As003G057580
OG0008726	AL7G34920	As003G057610
OG0008727	AL7G34690	As003G057770
OG0008728	AL7G34630	As003G057840
OG0008729	AL7G34580	As003G057860
OG0008730	AL7G33860	As003G058190
OG0008731	AL7G33830	As003G058220
OG0008732	AL7G33650	As003G058400
OG0008733	AL7G33400	As004G086690, As003G058690, As003G058650
OG0008734	AL7G33130	As003G058950
OG0008735	AL3G11760, AL7G32920	As003G059090
OG0008736	AL7G32610	As003G059480
OG0008737	AL7G32130	As003G059850
OG0008738	AL7G30980	As003G060570
OG0008739	AL6G47110	As004G085080, As003G060630
OG0008740	AL7G30830	As003G060690
OG0008741	AL7G30650	As003G060880
OG0008742	AL7G30540	As003G060970
OG0008743	AL7G30510	As003G060990
OG0008744	AL7G30380	As003G061130
OG0008745	AL7G29980	As003G061490
OG0008746	AL2G29890	As003G061620
OG0008748	AL6G44260	As004G083660, As003G062650
OG0008749	AL1G47900	As003G062840, As012G271210
OG0008750	AL1G48600	As003G063220
OG0008751	AL1G48720	As003G063300
OG0008752	AL1G48890	As003G063360
OG0008753	AL1G49170	As003G063500
OG0008754	AL1G50340	As003G063830
OG0008755	AL1G52420	As003G064530
OG0008756	AL1G52370	As003G064550
OG0008757	AL1G41160	As003G065960, As003G065970
OG0008758	AL1G52830	As003G066170
OG0008759	AL1G41420	As003G067890
OG0008760	AL1G41830	As003G068780
OG0008761	AL2G33150	As003G069490, As010G240240
OG0008763	AL1G43070	As003G069900
OG0008764	AL1G43580	As003G070230
OG0008765	AL1G44710	As003G071240
OG0008766	AL1G45000	As003G071410
OG0008767	AL1G45150	As003G071550
OG0008768	AL1G45380	As003G071640
OG0008769	AL7G15380	As003G072030
OG0008770	AL7G15340	As003G072060
OG0008772	AL7G14550	As003G072670
OG0008773	AL7G14250	As003G072950
OG0008774	AL7G13860	As003G073260
OG0008775	AL7G13740	As003G073360
OG0008776	AL7G13680	As003G073420
OG0008778	AL7G12860	As003G074110
OG0008779	nbis-gene-1699	As003G074130
OG0008780	AL7G12600	As003G074410
OG0008781	AL7G12450	As003G074570
OG0008782	AL7G12410, AL7G12430	As003G074590
OG0008783	AL7G12070	As003G074860
OG0008784	AL7G11250	As003G075590
OG0008785	AL7G25080	As004G076900
OG0008786	AL7G45180	As004G076920
OG0008787	AL7G45470	As004G077020
OG0008788	AL7G52660	As004G077640
OG0008789	AL2G29540, AL4G42380	As004G077680
OG0008790	AL7G51240	As004G078190
OG0008791	AL1G45370	As004G078710
OG0008792	AL6G15520	As004G079270
OG0008793	AL1G46210	As004G079420
OG0008794	AL4G31740, AL4G24500	As004G079970
OG0008795	AL6G43200, AL6G43190	As004G080160
OG0008796	AL4G29710	As004G081320
OG0008797	nbis-gene-2015, AL97U10020, AL8G17140, AL97U10010, AL8G17150	As004G081830
OG0008798	AL8G17800	As004G082140
OG0008799	AL8G18050	As004G082210
OG0008800	AL4G44920	As004G082550
OG0008801	AL8G19650	As004G082920
OG0008802	AL6G44270	As004G083670
OG0008803	AL6G45350	As004G084330
OG0008804	AL6G46810	As004G084900
OG0008805	AL6G47050	As004G085040
OG0008806	AL6G47260	As004G085140
OG0008807	AL6G47310	As004G085170
OG0008808	AL6G47520	As004G085340
OG0008809	AL6G48340	As004G085880
OG0008810	AL6G48750	As004G086170
OG0008811	AL6G48810, nbis-gene-1808	As004G086240
OG0008812	AL8G15380	As004G086700
OG0008813	AL8G15270	As004G086750
OG0008814	AL8G14800	As004G087130
OG0008815	AL8G14380, AL8G14200	As004G087430
OG0008816	AL8G13470	As004G087830
OG0008817	AL8G12730	As004G088310
OG0008818	AL8G12650	As004G088380
OG0008819	AL8G11620	As004G089190
OG0008820	AL8G11560	As004G089240
OG0008821	AL8G11260	As004G089610
OG0008822	AL8G10270	As004G090130
OG0008823	AL8G10260	As004G090140
OG0008824	AL7G44490	As004G092100
OG0008825	AL9U11740	As004G092980
OG0008826	AL9U10880	As004G093630
OG0008827	AL9U10750	As004G093740
OG0008828	AL9U10080	As004G094340
OG0008829	AL3G39630	As004G094420
OG0008830	AL7G42170	As004G095210
OG0008831	AL7G42000	As004G095280
OG0008832	AL7G41910	As004G095380
OG0008833	AL7G41170	As004G095860
OG0008834	AL7G40560	As004G096200
OG0008835	AL7G40490	As004G096230
OG0008836	AL7G40070	As004G096560
OG0008837	AL7G39990	As004G096600
OG0008839	AL7G48530	As004G097450, As004G097780
OG0008840	AL7G49190	As004G097470, As008G190170
OG0008841	AL7G48450	As004G097710
OG0008842	AL7G48470	As004G097730
OG0008843	AL7G47820	As004G098060
OG0008844	AL7G47340	As004G098280
OG0008845	AL7G47250	As004G098350
OG0008846	AL4G47620	As005G098680
OG0008847	AL39U10130, AL4G47530	As005G098760
OG0008848	AL4G47490, AL39U10100	As005G098810
OG0008849	AL4G46180	As005G100300
OG0008850	AL4G46060	As005G100380
OG0008851	AL4G45930	As005G100510
OG0008852	AL4G45410	As005G100930
OG0008853	AL4G45310	As005G101000
OG0008854	AL4G44940	As005G101330
OG0008855	AL4G44590	As005G101710
OG0008856	AL4G44320	As005G101930
OG0008857	AL4G44220	As005G102000
OG0008858	AL4G44140	As005G102080
OG0008859	AL5G42430	As012G286140, As005G102540
OG0008860	AL4G43140	As005G103010
OG0008861	AL4G42930	As005G103150
OG0008862	AL4G42890	As005G103190
OG0008863	AL4G42880	As005G103200
OG0008864	AL4G42680	As005G103400
OG0008865	AL4G42000	As005G104000
OG0008866	AL4G41690	As005G104260
OG0008867	AL5G40980	As005G104370
OG0008869	AL409U10030, AL4G40840	As005G104890
OG0008870	AL4G40810, AL409U10010	As005G104920
OG0008871	AL4G40770	As005G104960
OG0008872	AL6G22450	As005G105000
OG0008873	nbis-gene-1140	As005G105460
OG0008874	AL4G40020	As005G105770
OG0008875	AL4G39560	As005G106130
OG0008876	AL4G39920, AL4G39540	As005G106140
OG0008877	AL6G10800	As005G106690
OG0008878	AL6G10910	As005G106830
OG0008879	AL6G10970	As005G106880
OG0008880	AL6G11120	As005G106970, As005G106960
OG0008881	AL6G11660	As005G107490
OG0008882	AL6G12000	As005G107760
OG0008883	AL6G12450	As005G108060
OG0008884	AL6G13180	As005G108590
OG0008885	AL6G13300	As005G108710
OG0008886	AL6G13480	As005G108880
OG0008887	AL6G13820	As005G109250
OG0008888	AL6G30880	As005G109920
OG0008889	AL6G31110	As005G110230
OG0008890	AL6G31160	As005G110460
OG0008891	AL6G31250	As005G110610
OG0008892	AL6G31680	As005G111310
OG0008893	AL6G31700	As005G111360
OG0008894	AL6G31270	As005G111650
OG0008895	AL6G32050	As005G111820
OG0008896	AL8G37490	As008G192090
OG0008897	AL6G32500	As005G112420
OG0008898	AL6G32520	As005G112450
OG0008899	AL6G32780	As005G112710
OG0008900	AL6G32860	As005G112920
OG0008901	nbis-gene-1547	As005G112950
OG0008902	AL6G32990	As005G113110
OG0008903	AL6G33370	As005G113320
OG0008904	AL6G33410	As005G113360
OG0008905	AL6G33960	As005G113710
OG0008906	AL6G34130	As005G113870
OG0008907	AL8G37290	As005G114030
OG0008908	AL8G36820	As005G114450
OG0008909	AL8G41120	As005G114520
OG0008910	AL8G36530	As005G114660
OG0008911	AL8G36520	As005G114670
OG0008912	AL215U10040	As005G114750
OG0008913	AL8G36340	As005G114820
OG0008914	AL8G36280	As005G114900
OG0008915	AL8G35550, AL48U10050	As005G115290
OG0008916	AL48U10090, AL8G35470	As010G224270, As005G115400
OG0008917	AL8G36050	As005G115610
OG0008918	AL8G35670	As005G115750
OG0008919	AL8G35390	As005G115810
OG0008920	AL8G35350	As005G115850
OG0008921	AL8G35300, AL139U10020	As005G115890
OG0008922	AL8G41000	As005G116720
OG0008923	AL8G41070	As005G116780
OG0008924	AL1G18630	As005G116820
OG0008925	AL8G41180	As005G116880
OG0008926	AL372U10020, AL8G41500	As005G117200
OG0008926	AL8G41480	As005G117190
OG0008927	AL8G41690	As005G117330
OG0008928	AL8G42050	As005G117630
OG0008929	AL8G42230	As005G117790
OG0008930	AL8G42530	As005G118120
OG0008931	AL8G42620	As005G118210
OG0008932	AL8G42640	As005G118230
OG0008933	AL8G43640	As005G118980
OG0008934	AL8G43750	As005G119070
OG0008935	AL8G43940	As005G119240
OG0008936	AL8G44060	As005G119360
OG0008937	AL8G44450	As005G119710
OG0008938	AL8G44650	As005G119860
OG0008939	AL8G44670	As005G119870
OG0008940	AL8G44800	As005G120000
OG0008941	AL8G44980	As005G120250
OG0008942	AL8G45070	As005G120320
OG0008943	AL8G45100	As005G120350
OG0008944	AL8G45210, AL5G21180	As005G120520
OG0008945	AL8G45420	As005G120660
OG0008946	AL8G45650	As005G120880
OG0008947	AL6G52800	As006G121320
OG0008948	AL1G10560	As006G121330
