Orthogroup	Arabidopsis_lyrata_Rawat	Cardamine_amara
OG0007969	AL4G32660	evm.model.RL_6.1745
OG0007970	AL4G32870	evm.model.RL_6.1762, evm.model.RL_6.1764
OG0007971	AL4G33170	evm.model.RL_4.489, evm.model.RL_6.1787
OG0007972	AL4G33210	evm.model.RL_6.1790
OG0007973	AL4G33430	evm.model.RL_6.1875
OG0007974	AL4G33570	evm.model.RL_6.1863
OG0007975	AL4G34120, AL4G34180	evm.model.RL_6.1821
OG0007976	AL4G34600	evm.model.RL_6.1813
OG0007977	AL4G34670	evm.model.RL_6.1807
OG0007978	AL4G34820	evm.model.RL_6.1891
OG0007979	AL4G35110	evm.model.RL_6.1916
OG0007980	AL4G35250, AL4G35340	evm.model.RL_6.1931
OG0007981	AL4G35590, AL4G35550	evm.model.RL_6.1943
OG0007982	AL4G31900	evm.model.RL_6.1669
OG0007983	AL1G27510	evm.model.RL_5.1394
OG0007984	AL1G28390	evm.model.RL_5.1473
OG0007985	AL1G28910	evm.model.RL_5.1515
OG0007986	AL1G30180	evm.model.RL_5.1614
OG0007987	nbis-gene-101	evm.model.RL_5.1656
OG0007988	AL1G30580	evm.model.RL_5.1647
OG0007989	AL1G30790	evm.model.RL_5.1667
OG0007990	AL1G30800	evm.model.RL_5.1669
OG0007991	AL1G30910	evm.model.RL_5.1678
OG0007992	AL1G31060	evm.model.RL_5.1697
OG0007993	AL1G31110	evm.model.RL_5.1702.1.687c88b6
OG0007994	AL1G31380	evm.model.RL_5.1721
OG0007995	AL1G31850	evm.model.RL_5.1762
OG0007996	AL1G31890	evm.model.RL_5.1764
OG0007997	AL1G32190	evm.model.RL_5.1775
OG0007998	AL1G32230	evm.model.RL_5.1778
OG0007999	AL1G32590	evm.model.RL_5.1815.1.687c88b7
OG0008000	AL1G32600	evm.model.RL_5.1816
OG0008001	AL1G32680	evm.model.RL_5.1824
OG0008002	AL1G33020	evm.model.RL_5.1849
OG0008003	AL1G33140	evm.model.RL_5.3699
OG0008004	AL1G33860	evm.model.RL_5.3661
OG0008005	AL2G36570	evm.model.RL_3.2055
OG0008006	AL1G34060	evm.model.RL_5.3645
OG0008007	AL1G34440	evm.model.RL_5.3617
OG0008008	AL1G34160, AL1G34560	evm.model.RL_5.3607
OG0008009	AL1G34590	evm.model.RL_5.3605
OG0008010	AL2G37290	evm.model.RL_3.2115
OG0008011	AL1G34640	evm.model.RL_5.3604
OG0008012	AL1G34730	evm.model.RL_5.3596
OG0008013	AL1G34820	evm.model.RL_5.3589.3.687c88c3
OG0008014	AL1G35710	evm.model.RL_5.3537
OG0008015	AL1G35780	evm.model.RL_5.3529
OG0008016	AL1G36030, AL1G36040	evm.model.RL_5.3514
OG0008017	AL1G36150	evm.model.RL_5.3503
OG0008018	AL1G36610	evm.model.RL_5.3459
OG0008019	AL1G37230	evm.model.RL_5.3422
OG0008020	AL1G37550	evm.model.RL_5.3399
OG0008023	AL1G39720	evm.model.RL_5.3247.1.687c88c1
OG0008024	AL1G39790	evm.model.RL_5.3239
OG0008025	AL2G26740	evm.model.RL_3.1196
OG0008026	AL1G40450	evm.model.RL_5.3184
OG0008027	AL1G40700	evm.model.RL_5.3161
OG0008028	AL1G40690	evm.model.RL_5.3162
OG0008029	AL1G40850	evm.model.RL_5.3146
OG0008030	AL7G29070	evm.model.RL_2.1936
OG0008031	AL7G29020	evm.model.RL_2.1940
OG0008032	AL7G28950	evm.model.RL_2.1945
OG0008033	AL7G28730	evm.model.RL_2.1960
OG0008034	AL7G28650	evm.model.RL_2.1969
OG0008035	AL7G28090	evm.model.RL_2.2017
OG0008036	AL7G28020	evm.model.RL_2.2024
OG0008037	AL7G27890	evm.model.RL_2.2039
OG0008038	AL7G27810	evm.model.RL_2.2045
OG0008039	AL7G27790	evm.model.RL_2.2047
OG0008040	AL7G24830	evm.model.RL_2.2298
OG0008041	AL7G24700	evm.model.RL_2.2305
OG0008042	AL4G15860	evm.model.RL_6.383
OG0008043	AL4G15210	evm.model.RL_6.359
OG0008044	AL4G14660	evm.model.RL_6.319
OG0008045	AL4G13270	evm.model.RL_6.231
OG0008046	AL2G34140	evm.model.RL_3.1842
OG0008047	AL4G12300	evm.model.RL_6.182
OG0008048	AL4G12290	evm.model.RL_6.180
OG0008049	AL4G12240	evm.model.RL_6.176
OG0008050	AL4G12140	evm.model.RL_6.162
OG0008051	AL4G12080	evm.model.RL_6.156
OG0008053	AL4G11180	evm.model.RL_6.94
OG0008054	AL4G11050	evm.model.RL_6.84
OG0008055	AL4G10650	evm.model.RL_6.52
OG0008056	AL4G10440	evm.model.RL_6.38
OG0008057	AL4G10400	evm.model.RL_6.34
OG0008057	AL4G10390	evm.model.RL_6.35
OG0008058	AL4G10240	evm.model.RL_6.24
OG0008060	AL1G27090	evm.model.RL_5.1355
OG0008061	AL1G27060	evm.model.RL_5.1353
OG0008062	AL1G26920	evm.model.RL_5.1342
OG0008063	AL1G26810, AL7G45380	evm.model.RL_5.1331
OG0008064	AL1G26570	evm.model.RL_5.1308
OG0008065	AL1G26320	evm.model.RL_5.1286
OG0008066	AL1G25920	evm.model.RL_5.1250
OG0008067	AL1G25840	evm.model.RL_5.1243
OG0008069	AL1G24800	evm.model.RL_5.1167
OG0008070	AL1G24700	evm.model.RL_5.1161
OG0008071	AL1G24690	evm.model.RL_5.1160
OG0008072	AL1G24090, AL1G23980	evm.model.RL_5.1123
OG0008073	AL1G23850	evm.model.RL_5.1113
OG0008074	AL1G23750	evm.model.RL_5.1105
OG0008075	AL1G23270	evm.model.RL_5.1073
OG0008076	AL1G23030	evm.model.RL_5.1054
OG0008077	AL1G23010	evm.model.RL_5.1052
OG0008078	AL1G22730	evm.model.RL_5.1027
OG0008079	AL1G22610	evm.model.RL_5.1014
OG0008080	AL1G22530	evm.model.RL_5.1010
OG0008081	AL1G21460	evm.model.RL_5.925
OG0008082	AL1G21180	evm.model.RL_5.903.5.687c88b0
OG0008083	AL1G20900	evm.model.RL_5.881
OG0008084	AL1G20820	evm.model.RL_5.874
OG0008085	AL1G20350	evm.model.RL_5.837
OG0008086	AL5G35520	evm.model.RL_7.933
OG0008087	AL1G19220	evm.model.RL_5.739
OG0008088	AL1G18970	evm.model.RL_5.715
OG0008089	AL1G18990	evm.model.RL_5.717
OG0008090	AL1G17720	evm.model.RL_5.607
OG0008091	AL1G17360	evm.model.RL_5.573
OG0008092	AL1G17160	evm.model.RL_5.555
OG0008093	AL1G16600	evm.model.RL_5.514
OG0008094	AL1G16790	evm.model.RL_5.531
OG0008095	AL1G16670	evm.model.RL_5.518
OG0008096	AL1G16590	evm.model.RL_5.513
OG0008097	AL1G16530	evm.model.RL_5.507
OG0008098	AL1G16510	evm.model.RL_5.505
OG0008099	AL1G16350	evm.model.RL_5.491
OG0008100	AL1G16060	evm.model.RL_5.468
OG0008101	AL1G15790	evm.model.RL_5.444
OG0008102	AL1G15530	evm.model.RL_5.423
OG0008103	AL1G14770	evm.model.RL_5.359
OG0008104	AL6G24340	evm.model.RL_4.2254
OG0008105	AL1G14240	evm.model.RL_5.308
OG0008106	AL1G14100	evm.model.RL_5.298
OG0008107	AL1G14070	evm.model.RL_5.295
OG0008108	AL1G13810	evm.model.RL_5.274.7.687c88ab
OG0008109	AL1G13060	evm.model.RL_5.212
OG0008110	AL1G13090	evm.model.RL_5.215
OG0008111	AL1G13100	evm.model.RL_5.216
OG0008112	AL1G13130	evm.model.RL_5.219
OG0008113	AL1G13380	evm.model.RL_5.237
OG0008114	AL1G12760	evm.model.RL_5.187
OG0008115	AL1G12660	evm.model.RL_5.178
OG0008116	AL1G12580	evm.model.RL_5.173
OG0008117	AL1G12270	evm.model.RL_5.143
OG0008118	AL1G11750	evm.model.RL_5.93
OG0008119	AL5G32960	evm.model.RL_5.97
OG0008120	AL1G11790	evm.model.RL_5.99
OG0008121	AL1G11680	evm.model.RL_5.86
OG0008122	AL1G11370	evm.model.RL_5.62
OG0008123	AL1G10720	evm.model.RL_8.2871
OG0008124	AL6G53520	evm.model.RL_8.3, evm.model.RL_8.9
OG0008125	AL1G10090	evm.model.RL_8.2922
OG0008126	AL6G25170	evm.model.RL_4.2180
OG0008128	AL6G25480	evm.model.RL_4.2158
OG0008129	AL6G25490	evm.model.RL_4.2157
OG0008130	AL6G25590	evm.model.RL_4.2150.2.687c86d7
OG0008131	AL6G26440	evm.model.RL_4.2078
OG0008132	AL6G26400	evm.model.RL_4.2083
OG0008133	AL6G26390	evm.model.RL_4.2084
OG0008134	AL6G27000	evm.model.RL_4.2028
OG0008135	AL6G27400	evm.model.RL_4.1993
OG0008136	AL6G27430	evm.model.RL_4.1990
OG0008137	AL6G27480	evm.model.RL_4.1985
OG0008138	AL6G27590	evm.model.RL_4.1978
OG0008139	AL6G27930	evm.model.RL_4.1947
OG0008140	AL6G28520	evm.model.RL_4.1899
OG0008141	AL6G28800	evm.model.RL_4.1872
OG0008142	AL6G28940	evm.model.RL_4.1858
OG0008143	AL6G28960	evm.model.RL_4.1857
OG0008144	AL1G51410	evm.model.RL_4.1851
OG0008145	AL6G29440	evm.model.RL_4.1826.1.687c86d6
OG0008146	AL6G29690	evm.model.RL_4.1810
OG0008147	AL6G29710	evm.model.RL_4.1808
OG0008148	AL6G29820	evm.model.RL_4.1798
OG0008149	AL6G29980	evm.model.RL_4.1781
OG0008150	AL6G30190	evm.model.RL_4.1771
OG0008151	AL6G30400	evm.model.RL_4.1750
OG0008152	AL6G30430	evm.model.RL_4.1749
OG0008153	AL6G30480	evm.model.RL_4.1745
OG0008154	AL6G30570	evm.model.RL_4.1738
OG0008155	AL6G30830	evm.model.RL_4.1718
OG0008156	AL6G38240	evm.model.RL_4.1133
OG0008157	AL6G38290	evm.model.RL_4.1128
OG0008158	AL6G38300	evm.model.RL_4.1127
OG0008159	AL6G38390	evm.model.RL_4.1120
OG0008160	AL6G38720	evm.model.RL_4.1088
OG0008161	AL6G39110	evm.model.RL_4.1066
OG0008162	AL6G39200	evm.model.RL_4.1061
OG0008163	AL6G39420	evm.model.RL_4.1049
OG0008164	AL6G39640	evm.model.RL_4.1031
OG0008165	AL6G41130	evm.model.RL_4.951
OG0008166	AL167U10010, AL8G22630	evm.model.RL_4.892
OG0008167	AL8G22840	evm.model.RL_4.907
OG0008168	AL8G22000	evm.model.RL_4.859
OG0008169	AL8G21660	evm.model.RL_4.835
OG0008170	AL6G24380	evm.model.RL_4.2251
OG0008171	AL8G21510	evm.model.RL_4.818
OG0008172	AL6G24260	evm.model.RL_4.2262
OG0008173	AL6G24180	evm.model.RL_4.2268
OG0008174	AL6G24130	evm.model.RL_4.2273
OG0008175	AL6G17180	evm.model.RL_4.2847
OG0008177	AL6G16620	evm.model.RL_4.2892
OG0008178	AL6G16560	evm.model.RL_4.2896
OG0008179	AL6G16340	evm.model.RL_4.2913
OG0008180	AL6G15020	evm.model.RL_4.3021
OG0008181	AL6G14200	evm.model.RL_4.3076
OG0008182	AL6G14180	evm.model.RL_4.3078
OG0008183	AL6G30840	evm.model.RL_4.1717
OG0008184	AL6G37100	evm.model.RL_4.1202
OG0008185	AL6G36710	evm.model.RL_4.1227
OG0008186	AL6G36300	evm.model.RL_4.1257
OG0008187	AL6G36240	evm.model.RL_4.1261
OG0008188	AL6G36210	evm.model.RL_4.1264
OG0008189	AL6G35850	evm.model.RL_4.1291
OG0008190	AL6G35560	evm.model.RL_4.1311
OG0008191	AL6G35030	evm.model.RL_4.1352
OG0008192	AL6G34980	evm.model.RL_4.1357
OG0008193	AL6G34740	evm.model.RL_4.1379
OG0008194	AL2G26910	evm.model.RL_3.1176
OG0008195	AL6G34390	evm.model.RL_4.1405
OG0008196	AL6G34290	evm.model.RL_4.1413
OG0008197	AL6G34270	evm.model.RL_4.1415
OG0008198	AL8G37570	evm.model.RL_8.2164
OG0008199	AL8G38050	evm.model.RL_8.2211
OG0008200	AL653U10020	evm.model.RL_8.2243
OG0008201	AL8G38620	evm.model.RL_8.2259
OG0008202	AL8G39090	evm.model.RL_8.2299
OG0008203	AL8G39110	evm.model.RL_8.2301
OG0008204	AL8G39220	evm.model.RL_8.2310
OG0008205	AL8G39410	evm.model.RL_8.2322
OG0008206	AL8G39450	evm.model.RL_8.2327
OG0008207	AL8G39710	evm.model.RL_8.2344
OG0008208	AL8G39960	evm.model.RL_8.2369
OG0008209	AL8G40150	evm.model.RL_8.2386
OG0008210	AL8G34750	evm.model.RL_8.1925
OG0008211	AL8G34730	evm.model.RL_8.1924
OG0008212	AL7G45820	evm.model.RL_8.1919
OG0008213	AL5G31580	evm.model.RL_7.1271.1.687c84b8
OG0008215	AL5G31510	evm.model.RL_7.1276
OG0008216	AL5G31110	evm.model.RL_7.1301
OG0008217	AL5G30700	evm.model.RL_7.1330
OG0008218	AL5G30160	evm.model.RL_7.1388
OG0008219	AL5G29360	evm.model.RL_7.1443.2.687c84b9
OG0008220	AL5G29350	evm.model.RL_7.1444
OG0008221	AL5G28970	evm.model.RL_7.1468
OG0008222	AL5G27810	evm.model.RL_7.1540
OG0008223	AL5G25730	evm.model.RL_7.1698, evm.model.RL_7.1701
OG0008226	AL2G26430	evm.model.RL_3.1150
OG0008227	AL2G26410	evm.model.RL_3.1148
OG0008228	AL2G26390	evm.model.RL_3.1146
OG0008229	AL2G26360	evm.model.RL_3.1144
OG0008230	AL2G26260	evm.model.RL_3.1138
OG0008231	AL2G26230	evm.model.RL_3.1134
OG0008232	AL4G30870	evm.model.RL_6.1575
OG0008233	AL2G25980	evm.model.RL_3.1117
OG0008234	AL2G26600	evm.model.RL_3.1161
OG0008235	AL2G25870	evm.model.RL_3.1112.1.687c84bb
OG0008236	AL2G27940	evm.model.RL_3.1281.4.687c84bc
OG0008237	AL2G27950	evm.model.RL_3.1282
OG0008238	AL2G28060	evm.model.RL_3.1287
OG0008239	AL2G29130	evm.model.RL_3.1376
OG0008240	AL1G38400	evm.model.RL_5.3351
OG0008241	AL3G35870	evm.model.RL_1.2101
OG0008242	AL2G29440	evm.model.RL_3.1409
OG0008243	AL2G29460	evm.model.RL_3.1411
OG0008244	AL2G29530	evm.model.RL_3.1420
OG0008245	AL2G29660	evm.model.RL_3.1429
OG0008246	AL2G29800	evm.model.RL_3.1434
OG0008247	AL2G30580	evm.model.RL_3.1505
OG0008248	AL2G30900	evm.model.RL_3.1538, evm.model.RL_3.1536
OG0008249	AL2G31400	evm.model.RL_3.1574
OG0008250	AL2G31850	evm.model.RL_3.1611
OG0008251	AL2G38450	evm.model.RL_3.2211.1.687c84bd
OG0008252	AL2G38430	evm.model.RL_3.2209
OG0008253	AL2G38410	evm.model.RL_3.2207
OG0008254	AL2G38080	evm.model.RL_3.2184
OG0008255	AL2G38040	evm.model.RL_3.2181
OG0008256	AL2G37670	evm.model.RL_3.2151
OG0008257	AL2G37370	evm.model.RL_3.2124
OG0008258	AL2G37270	evm.model.RL_3.2113
OG0008259	AL2G37020	evm.model.RL_3.2096
OG0008260	AL2G36630	evm.model.RL_3.2059.1.687c84bd
OG0008261	AL2G36080	evm.model.RL_3.2017
OG0008262	AL2G36000	evm.model.RL_3.2007
OG0008263	AL2G35800	evm.model.RL_3.1993
OG0008264	AL2G35790	evm.model.RL_3.1992
OG0008265	AL2G35660	evm.model.RL_3.1979
OG0008267	AL2G35500	evm.model.RL_3.1967
OG0008268	AL2G35110	evm.model.RL_3.1933
OG0008269	AL2G34830	evm.model.RL_3.1907
OG0008270	AL2G34620	evm.model.RL_3.1886
OG0008271	AL2G34220	evm.model.RL_3.1851
OG0008272	AL2G34010	evm.model.RL_3.1828
OG0008273	AL2G33770	evm.model.RL_3.1805
OG0008274	AL2G33660	evm.model.RL_3.1793
OG0008275	AL2G33610	evm.model.RL_3.1788
OG0008276	AL2G33470	evm.model.RL_3.1775
OG0008277	AL2G33210	evm.model.RL_3.1748
OG0008278	AL2G33140	evm.model.RL_3.1738
OG0008279	AL2G32870	evm.model.RL_3.1714
OG0008280	AL2G32770	evm.model.RL_3.1704
OG0008281	AL2G32200	evm.model.RL_3.1643
OG0008282	AL2G31920	evm.model.RL_3.1618
OG0008283	AL2G39510	evm.model.RL_3.2310
OG0008284	AL2G40090	evm.model.RL_3.2349
OG0008285	AL2G40330, AL6G12410	evm.model.RL_3.2364.4.687c84be
OG0008286	AL2G40430	evm.model.RL_3.2377
OG0008287	AL2G40650	evm.model.RL_3.2396
OG0008288	AL2G40800	evm.model.RL_3.2408
OG0008289	AL2G40940	evm.model.RL_3.2423
OG0008290	AL2G41150	evm.model.RL_3.2442
OG0008291	AL7G51830	evm.model.RL_3.1551
OG0008292	AL2G41400	evm.model.RL_3.2462.1.687c84be
OG0008293	AL2G41690	evm.model.RL_3.2494
OG0008294	AL3G24370	evm.model.RL_1.1168
OG0008295	AL3G24760	evm.model.RL_1.1206
OG0008296	AL3G24810	evm.model.RL_5.2693, evm.model.RL_1.1210
OG0008297	AL3G25090	evm.model.RL_1.1236
OG0008298	AL3G25340	evm.model.RL_1.1252
OG0008299	AL3G26060	evm.model.RL_1.1308
OG0008300	AL6G37590, AL3G45760, AL6G37630	evm.model.RL_4.1172
OG0008301	AL3G26090	evm.model.RL_1.1310
OG0008302	AL3G26120	evm.model.RL_1.1313
OG0008303	AL3G26160	evm.model.RL_1.1316
OG0008304	AL3G26340	evm.model.RL_1.1332
OG0008305	AL3G26390	evm.model.RL_1.1336
OG0008306	AL3G26440	evm.model.RL_1.1341
OG0008307	AL3G26520	evm.model.RL_1.1348
OG0008308	AL3G27210	evm.model.RL_1.1408
OG0008309	AL3G27440	evm.model.RL_1.1426
OG0008310	AL3G27660	evm.model.RL_1.1444
OG0008311	AL3G27690	evm.model.RL_1.1447
OG0008312	AL1G61080	evm.model.RL_5.3737
OG0008313	AL3G28530	evm.model.RL_1.1512
OG0008314	AL3G28950	evm.model.RL_1.1557
OG0008315	AL3G29050	evm.model.RL_1.1562
OG0008316	AL3G29660	evm.model.RL_1.1600
OG0008317	nbis-gene-252, AL3G30250	evm.model.RL_1.1646
OG0008318	AL3G30430	evm.model.RL_1.1660
OG0008319	AL3G30960	evm.model.RL_1.1697
OG0008320	AL3G31120	evm.model.RL_1.1708
OG0008321	AL3G31530	evm.model.RL_1.1742
OG0008322	AL3G31980	evm.model.RL_1.1778
OG0008323	AL3G32020, AL3G32000	evm.model.RL_1.1780
OG0008324	AL3G32110	evm.model.RL_1.1786
OG0008325	AL3G32460	evm.model.RL_1.1816
OG0008326	AL3G32870	evm.model.RL_1.1850
OG0008327	AL3G32900	evm.model.RL_1.1853
OG0008328	AL3G33850	evm.model.RL_1.1931
OG0008329	AL5G35710	evm.model.RL_7.915
OG0008330	AL3G34440	evm.model.RL_1.1981
OG0008331	AL7G40500	evm.model.RL_2.1045
OG0008332	AL3G36700	evm.model.RL_1.2149
OG0008333	AL3G37540	evm.model.RL_1.2205
OG0008334	AL3G37940	evm.model.RL_1.2229
OG0008335	AL3G39160	evm.model.RL_1.2307
OG0008336	AL3G39610	evm.model.RL_1.2322
OG0008337	AL3G40840	evm.model.RL_1.2406
OG0008338	AL8G27070	evm.model.RL_8.1358
OG0008339	AL3G51470	evm.model.RL_1.3006
OG0008340	AL3G47010	evm.model.RL_1.2740
OG0008341	AL3G47370	evm.model.RL_1.2769
OG0008342	AL3G47650	evm.model.RL_1.2783
OG0008343	AL3G52490	evm.model.RL_1.2813
OG0008344	AL3G49260	evm.model.RL_1.2835
OG0008345	AL3G49670	evm.model.RL_1.2867
OG0008346	AL3G49820	evm.model.RL_1.2879
OG0008347	AL3G50280	evm.model.RL_1.2926
OG0008348	AL3G50330	evm.model.RL_1.2930
OG0008349	AL3G50400	evm.model.RL_1.2932
OG0008350	AL3G50770	evm.model.RL_1.2957
OG0008351	AL3G51980	evm.model.RL_1.3043
OG0008352	AL3G51890	evm.model.RL_1.3037
OG0008353	AL3G53190	evm.model.RL_1.3057.1.687c87f1
OG0008354	AL5G18050	evm.model.RL_7.2201
OG0008355	AL3G48620	evm.model.RL_1.3141
OG0008356	AL3G53370	evm.model.RL_1.3212
OG0008357	AL1G64060	evm.model.RL_5.3974
OG0008358	AL1G63960	evm.model.RL_5.3964
OG0008359	AL1G63370	evm.model.RL_5.3917
OG0008360	AL8G10240	evm.model.RL_4.14
OG0008361	AL1G63300	evm.model.RL_5.3910
OG0008362	AL1G62610	evm.model.RL_5.3853
OG0008363	AL1G62570	evm.model.RL_5.3850
OG0008364	AL1G62170	evm.model.RL_5.3813
OG0008365	AL1G62040	evm.model.RL_5.3804
OG0008366	AL1G61830	evm.model.RL_5.3795
OG0008367	AL1G61590	evm.model.RL_5.3781.4.687c88c5
OG0008368	AL1G61580	evm.model.RL_5.3780
OG0008369	AL1G61500	evm.model.RL_5.3774
OG0008370	AL1G61400	evm.model.RL_5.3764
OG0008371	AL1G60170	evm.model.RL_5.1874
OG0008372	AL1G59980	evm.model.RL_5.1883
OG0008373	AL1G59640	evm.model.RL_5.1903
OG0008374	AL1G59260	evm.model.RL_5.1928
OG0008375	AL1G58270	evm.model.RL_5.1985
OG0008376	AL1G57940	evm.model.RL_5.2014
OG0008377	AL1G57820	evm.model.RL_5.2019
OG0008379	AL1G55870	evm.model.RL_5.2115
OG0008380	AL7G38910	evm.model.RL_2.1166
OG0008381	AL7G39060	evm.model.RL_2.1151
OG0008382	AL4G30920	evm.model.RL_6.1579
OG0008383	AL924U10010, AL4G30850	evm.model.RL_6.1573
OG0008384	AL4G30780	evm.model.RL_6.1570
OG0008385	AL5G32430	evm.model.RL_7.1196
OG0008386	AL5G32700	evm.model.RL_7.1173
OG0008387	AL5G32860	evm.model.RL_7.1158
OG0008388	AL5G33040	evm.model.RL_7.1149
OG0008389	AL5G33500	evm.model.RL_7.1113
OG0008390	AL5G33660	evm.model.RL_7.1098
OG0008391	AL5G34450	evm.model.RL_7.1032
OG0008392	AL5G34570	evm.model.RL_7.1022
OG0008393	AL5G34770	evm.model.RL_7.1003
OG0008394	AL5G34880	evm.model.RL_7.991
OG0008395	AL5G35140	evm.model.RL_7.971
OG0008396	AL5G32210	evm.model.RL_7.1217
OG0008397	AL5G35370	evm.model.RL_7.945
OG0008398	AL5G35380	evm.model.RL_7.944
OG0008399	AL5G35800	evm.model.RL_7.906.1.687c84b6
OG0008400	AL5G35330	evm.model.RL_7.948
OG0008401	AL5G35770	evm.model.RL_3.634, evm.model.RL_7.909
OG0008402	AL5G36060	evm.model.RL_7.881
OG0008403	AL5G36570	evm.model.RL_7.821
OG0008404	AL5G36660	evm.model.RL_7.809
OG0008405	AL5G37320	evm.model.RL_7.758
OG0008406	AL5G37810	evm.model.RL_7.721
OG0008407	AL5G38440	evm.model.RL_7.668
OG0008408	AL5G39180	evm.model.RL_7.602
OG0008409	AL5G39850	evm.model.RL_7.536
OG0008410	AL5G40210	evm.model.RL_7.518
OG0008411	AL5G40390	evm.model.RL_7.499
OG0008412	AL5G40400	evm.model.RL_7.498
OG0008413	AL5G40480	evm.model.RL_7.491
OG0008414	AL5G40530	evm.model.RL_7.485
OG0008415	AL5G40640	evm.model.RL_7.474
OG0008416	AL5G40650	evm.model.RL_7.473
OG0008417	AL4G41490	evm.model.RL_6.2414
OG0008418	AL3G42300	evm.model.RL_2.212
OG0008419	AL5G41300	evm.model.RL_7.417
OG0008420	AL5G41420	evm.model.RL_7.408
OG0008421	AL5G41450	evm.model.RL_7.406
OG0008422	AL5G41740	evm.model.RL_7.394
OG0008423	AL5G41780	evm.model.RL_7.391
OG0008424	AL5G41920	evm.model.RL_7.382
OG0008425	AL5G42320	evm.model.RL_7.353
OG0008426	AL5G42410	evm.model.RL_7.344
OG0008427	AL5G42620	evm.model.RL_7.325
OG0008428	AL5G42880	evm.model.RL_7.310
OG0008429	AL5G42960	evm.model.RL_7.300
OG0008430	AL5G44330	evm.model.RL_7.193
OG0008431	AL5G44530	evm.model.RL_7.175
OG0008432	AL5G44560	evm.model.RL_7.172
OG0008433	AL5G44880, AL5G44760, AL5G29600	evm.model.RL_7.156
OG0008434	AL5G44930	evm.model.RL_7.146
OG0008435	AL5G44810	evm.model.RL_7.150
OG0008436	AL1G34210	evm.model.RL_5.3629
OG0008437	AL5G45690	evm.model.RL_7.74
OG0008438	AL5G45720	evm.model.RL_7.71
OG0008440	AL5G46100	evm.model.RL_7.37
OG0008441	AL1G62890	evm.model.RL_5.3877.1.687c88c5
OG0008442	nbis-gene-303	evm.model.RL_5.3851
OG0008443	AL7G22700	evm.model.RL_2.2479
OG0008445	AL8G12710	evm.model.RL_4.242
OG0008446	AL6G47220	evm.model.RL_8.549
OG0008447	AL4G35240, AL811U10010	evm.model.RL_6.1930
OG0008449	AL2G37100	evm.model.RL_3.2101, evm.model.RL_3.889
OG0008450	AL2G32040	evm.model.RL_3.1630
OG0008452	AL7G24190	evm.model.RL_2.2354, evm.model.RL_2.2353
OG0008453	AL7G19950, AL7G19940	evm.model.RL_2.2706
OG0008454	AL7G17890	evm.model.RL_2.2876
OG0008455	AL7G19540	evm.model.RL_2.2735
OG0008456	AL1G16840	evm.model.RL_5.535
OG0008457	nbis-gene-50	evm.model.RL_5.668, evm.model.RL_5.667
OG0008458	AL1G19880	evm.model.RL_5.797
OG0008459	AL1G22050	evm.model.RL_5.969
OG0008460	AL6G42520	evm.model.RL_8.885
OG0008461	AL5G10490	evm.model.RL_7.2694
OG0008464	AL2G27250	evm.model.RL_3.1222
OG0008465	AL2G27210	evm.model.RL_3.1217
OG0008466	AL2G25060	evm.model.RL_3.1052
OG0008468	AL3G22700	evm.model.RL_1.1024
OG0008469	AL6G12460	evm.model.RL_4.3224
OG0008471	AL4G23040	evm.model.RL_6.959
OG0008472	AL7G47080	evm.model.RL_4.550
OG0008473	AL8G35840	evm.model.RL_8.2021
OG0008474	AL5G13620	evm.model.RL_7.2489
OG0008475	AL8G27360	evm.model.RL_8.1381
OG0008476	AL8G33910	evm.model.RL_8.1860
OG0008477	AL6G33760	evm.model.RL_4.1452
OG0008478	AL6G36820	evm.model.RL_4.1221
OG0008479	AL8G39310	evm.model.RL_8.2315
OG0008480	AL334U10030	evm.model.RL_8.2679
OG0008481	AL5G23770, AL5G21850	evm.model.RL_6.863, evm.model.RL_6.1002, evm.model.RL_6.865, evm.model.RL_6.853
OG0008481	AL1G11090	evm.model.RL_6.1810, evm.model.RL_2.42, evm.model.RL_6.1914, evm.model.RL_8.2901
OG0008482	AL1G39140	evm.model.RL_5.3291
OG0008486	AL8G24730	evm.model.RL_8.1162
OG0008487	AL4G31660	evm.model.RL_6.1646
OG0008489	AL649U10030, AL7G31220, AL649U10010	evm.model.RL_2.1744
OG0008490	AL8G12360	evm.model.RL_4.212
OG0008490	AL8G12350	evm.model.RL_4.211
OG0008491	AL8G20990, AL8G20980	evm.model.RL_4.779
OG0008492	nbis-gene-963	evm.model.RL_6.286
OG0008504	AL7G24340	evm.model.RL_2.2338
OG0008505	AL7G23900	evm.model.RL_2.2380
OG0008506	AL7G23660	evm.model.RL_2.2403
OG0008507	AL7G23460	evm.model.RL_2.2416
OG0008508	AL7G23370	evm.model.RL_2.2425
OG0008509	AL7G22350	evm.model.RL_2.2510
OG0008510	AL7G22330	evm.model.RL_2.2511
OG0008511	AL7G22320	evm.model.RL_2.2515
OG0008512	AL7G22300	evm.model.RL_2.2517
OG0008513	AL7G22180	evm.model.RL_2.2525
OG0008514	AL7G21920	evm.model.RL_2.2542
OG0008515	AL7G21830	evm.model.RL_2.2547
OG0008517	AL7G21710	evm.model.RL_2.2558
OG0008518	AL6G31390	evm.model.RL_4.1662
OG0008519	AL7G21290	evm.model.RL_2.2592
OG0008520	AL7G21260	evm.model.RL_2.2595
OG0008521	AL7G20660, AL1G32760	evm.model.RL_2.2653
OG0008522	AL343U10010	evm.model.RL_2.2667
