Orthogroup	Cardamine_glauca	Arabidopsis_lyrata_Rawat
OG0009770	Cg001G0134500	AL7G26030
OG0009771	Cg004G1132900	AL3G18020
OG0009772	Cg004G1134700	AL3G18300
OG0009773	Cg004G1134900	AL3G18320
OG0009774	Cg004G1135300	AL3G18370
OG0009775	Cg004G1136100	AL3G18460
OG0009776	Cg004G1137000	AL3G18600
OG0009777	Cg004G1137100	AL3G18610
OG0009778	Cg004G1137500	AL3G18650
OG0009779	Cg004G1139500	AL3G18880
OG0009780	Cg004G1140600	AL3G18990
OG0009781	Cg004G1140900	AL3G19010
OG0009782	Cg004G1142200	AL3G19140
OG0009783	Cg004G1143700	AL3G19310
OG0009784	Cg004G1143800	AL3G19330
OG0009785	Cg004G1143900	AL3G19340
OG0009786	Cg004G1144000	AL3G19350
OG0009787	Cg001G0124500	AL7G24830
OG0009788	Cg004G1144600	AL3G19420
OG0009789	Cg004G1144900	AL3G19460
OG0009790	Cg004G1146000	AL3G19610
OG0009791	Cg004G1149900	AL3G20050
OG0009792	Cg004G1150800	AL3G20160
OG0009793	Cg004G1152500	AL3G20400, AL70U10030
OG0009794	Cg004G1153100	AL3G20490
OG0009795	Cg004G1153700	AL3G20570
OG0009796	Cg004G1157500	AL3G21060
OG0009797	Cg004G1159100	AL3G21270
OG0009798	Cg004G1160300	AL3G21450
OG0009799	Cg004G1160400	AL3G21470
OG0009800	Cg004G1162400	AL3G21680
OG0009801	Cg004G1164300	AL3G21900
OG0009802	Cg008G2618700	nbis-gene-1457
OG0009803	Cg004G1165400	AL2G23980
OG0009804	Cg004G1166400	AL3G22150
OG0009805	Cg004G1169000	AL3G22390
OG0009806	Cg004G1170000	AL3G22500
OG0009807	Cg004G1170800	AL3G22590, AL467U10010
OG0009808	Cg004G1174100	AL3G22960
OG0009809	Cg004G1174600	AL3G23030
OG0009810	Cg004G1178500	AL3G23440
OG0009811	Cg004G1179300	AL3G23560
OG0009812	Cg004G1179600	AL3G23590
OG0009813	Cg004G1180300	AL3G23660
OG0009814	Cg004G1181400	AL3G23830
OG0009815	Cg004G1181900	AL3G23880
OG0009816	Cg004G1182500	AL3G23950
OG0009817	Cg004G1183100	AL3G24010
OG0009818	Cg004G1184500	AL3G24200
OG0009819	Cg003G0776600	AL6G43910
OG0009820	Cg004G1186200	AL3G24390
OG0009821	Cg004G1187000	AL3G24480
OG0009822	Cg004G1187200	AL3G24500
OG0009823	Cg004G1189200	AL3G24680
OG0009824	Cg004G1190000	AL3G24780
OG0009825	Cg004G1190200	AL3G24800
OG0009826	Cg004G1190300	AL3G24810
OG0009827	Cg004G1192400	AL3G25020
OG0009828	Cg004G1192900	AL3G25090
OG0009829	Cg004G1193800	AL3G25210
OG0009830	Cg004G1195700	AL3G25450
OG0009831	Cg004G1196400	AL3G25550
OG0009832	Cg004G1197800	AL180U10010, AL3G25790
OG0009833	Cg004G1197900	AL3G25800
OG0009834	Cg004G1202100, Cg004G1202700	AL3G26300
OG0009835	Cg004G1204300	AL3G26500
OG0009836	Cg004G1204600	AL3G26540
OG0009837	Cg004G1204800	AL3G26560, AL3G26570
OG0009838	Cg004G1204900	AL3G26590
OG0009839	Cg008G2918200, Cg011G3015800	AL8G19650
OG0009840	Cg004G1205800	AL3G26680
OG0009841	Cg004G1206600	AL3G26810
OG0009842	Cg004G1209100	AL3G27050
OG0009843	Cg004G1212800	AL3G27460
OG0009844	Cg004G1212900	AL3G27470
OG0009845	Cg001G0135300	AL7G26100
OG0009846	Cg004G1215700	AL3G27650
OG0009847	Cg004G1215800	AL3G27660
OG0009848	Cg004G1216100	AL3G27690
OG0009849	Cg004G1217000	AL3G27820
OG0009850	Cg004G1219900	AL3G28180
OG0009851	Cg004G1222800	AL3G28500
OG0009852	Cg004G1225600	AL3G28810
OG0009853	Cg004G1225800	AL3G28830
OG0009854	Cg004G1226000	AL3G28850
OG0009855	Cg004G1226500	AL3G28910
OG0009856	Cg004G1227600	AL4G34530, AL3G29070
OG0009857	Cg004G1228100, Cg004G1228200	AL3G29150
OG0009858	Cg004G1233400	AL3G29810
OG0009859	Cg004G1233500	AL3G29820
OG0009860	Cg004G1237100	AL3G30240
OG0009861	Cg001G0127400	AL7G25210, AL7G25190
OG0009862	Cg004G1243500	AL3G30970
OG0009863	Cg004G1244500	AL3G31070
OG0009864	Cg004G1245900	AL3G31210
OG0009865	Cg002G0533200, Cg002G0533000	AL5G29290
OG0009866	Cg004G1248400	AL3G31490
OG0009867	Cg004G1248800	AL3G31530
OG0009868	Cg002G0685100	AL5G11600
OG0009869	Cg004G1249700	AL3G31670
OG0009870	Cg004G1250100	AL7G22680, AL3G31710
OG0009871	Cg004G1250900	AL3G31810
OG0009872	Cg004G1251400	nbis-gene-923, AL3G31870
OG0009873	Cg004G1252000	AL3G31930
OG0009874	Cg004G1252400	AL3G31980
OG0009875	Cg004G1253900	AL3G32170
OG0009876	Cg004G1255500	AL3G32350
OG0009877	Cg004G1255900	AL3G32390
OG0009878	Cg004G1256300	AL3G32440
OG0009879	Cg004G1256500	AL3G32460
OG0009880	Cg004G1257000	AL3G32530
OG0009881	Cg002G0696100	AL5G10130
OG0009882	Cg004G1260600	AL3G32900
OG0009883	Cg004G1260800	AL3G32920
OG0009884	Cg004G1262600	AL5G40450, AL3G33090
OG0009885	Cg004G1262700	AL3G33120
OG0009886	Cg004G1264700	AL3G33360
OG0009887	Cg006G2144900	AL1G22990
OG0009888	Cg004G1266100	AL3G33620
OG0009889	Cg004G1268900	AL3G33890
OG0009890	Cg004G1269000	AL3G33900
OG0009891	Cg004G1269500	AL3G33960
OG0009892	Cg004G1270400	AL3G34040
OG0009893	Cg004G1273800	AL3G34560
OG0009894	Cg004G1276300	AL3G34830
OG0009895	Cg001G0360600	AL7G51240
OG0009896	Cg001G0355500	AL7G51560
OG0009897	Cg005G1742600	AL4G14970
OG0009898	Cg001G0353400	AL7G51880
OG0009899	Cg001G0352100	AL7G52040
OG0009900	Cg001G0349600	AL7G52660
OG0009901	Cg001G0332200, Cg006G2052800	AL7G46010
OG0009902	Cg001G0323900	AL7G45470
OG0009903	Cg001G0322700	AL7G45420
OG0009904	Cg008G2888300, Cg009G2989100	AL8G19800
OG0009905	Cg004G1302900	AL3G38090
OG0009906	Cg004G1302800	AL3G38070
OG0009907	Cg004G1299100	AL3G37680
OG0009908	Cg004G1296400	AL3G37320
OG0009909	Cg004G1446300	AL3G54110, AL3G54090
OG0009910	Cg004G1294400	AL3G37100
OG0009911	Cg004G1291200	AL3G36700
OG0009912	Cg004G1290200	AL3G36570
OG0009913	Cg004G1289800	AL3G36520
OG0009914	Cg004G1287100	AL3G36260
OG0009916	Cg004G1286800	AL3G36070, AL3G36050
OG0009917	Cg004G1286700	AL3G36060, AL3G36040
OG0009918	Cg004G1286400	nbis-gene-751, nbis-gene-752
OG0009919	Cg004G1285200	AL3G35840
OG0009920	Cg004G1282900	AL3G35600, AL5G19540, AL7G43520
OG0009921	Cg004G1281000	AL3G35390
OG0009922	Cg001G0098800	AL7G21780
OG0009923	Cg001G0099300	AL7G21830
OG0009924	Cg003G0896800	AL64U10030, AL8G25810
OG0009925	Cg001G0102100	AL7G22180
OG0009926	Cg001G0103000	AL7G22300
OG0009927	Cg007G2425500	AL2G24050
OG0009928	Cg007G2382700	AL2G19520
OG0009929	Cg007G2402300	AL2G22130
OG0009930	Cg008G2974800	AL1G64840
OG0009931	Cg008G2754200	AL6G30320
OG0009932	Cg008G2753500	AL6G30260
OG0009933	Cg008G2837600	AL6G41130
OG0009934	Cg008G2835800	AL6G40780
OG0009935	Cg008G2835900	AL6G40790
OG0009936	Cg008G2836000	AL6G40810
OG0009937	Cg008G2864600, Cg008G2849300	AL8G22220
OG0009938	Cg008G2849500, Cg008G2864800	AL8G22200
OG0009939	Cg003G0829400, Cg003G0877300	AL8G24420
OG0009940	Cg002G0506300	AL5G32770
OG0009941	Cg002G0507300	AL5G32680
OG0009942	Cg002G0507600	AL5G32650
OG0009943	Cg002G0508100	AL5G32610
OG0009944	Cg002G0509800	AL5G32390
OG0009945	Cg002G0513900	AL5G31930
OG0009946	Cg002G0514800	AL5G31820
OG0009947	Cg002G0515800	AL5G31700
OG0009948	Cg002G0516400	AL5G31620
OG0009949	Cg006G2256000	AL1G10080
OG0009950	Cg006G2255200	AL1G10200
OG0009951	Cg006G2254900	AL1G10220
OG0009952	Cg006G2254400	AL1G10260
OG0009953	Cg006G2250800	AL1G10720
OG0009954	Cg006G2250100	AL1G10810
OG0009955	Cg006G1892300	AL7G20560
OG0009956	Cg006G2247500	AL1G11140
OG0009957	Cg006G2246900	AL1G11210
OG0009958	Cg006G2246200	AL1G11290
OG0009959	Cg006G2245500	AL1G11400
OG0009960	Cg006G2244700	AL1G11460
OG0009961	Cg006G2242000	AL1G11750
OG0009962	Cg006G2241400	AL1G11800
OG0009963	Cg006G2238900	AL1G12120
OG0009964	Cg006G2238800	AL1G12130
OG0009965	Cg006G2238200	AL1G12200
OG0009966	Cg006G2236000	AL1G12460
OG0009967	Cg006G2235900	AL1G12470
OG0009968	Cg006G2235200	AL1G12540
OG0009969	Cg006G2235000	AL1G12560
OG0009970	Cg006G2234200	AL1G12680
OG0009971	Cg006G2231900	AL1G12970
OG0009972	Cg005G1671600	AL1G13040
OG0009973	Cg006G2230800	AL1G13120
OG0009974	Cg006G2230700	AL1G13130
OG0009975	Cg006G2228900	AL1G13400
OG0009976	Cg006G2228300	AL1G13470
OG0009977	Cg006G2227400	AL1G13560
OG0009978	Cg006G2226900	AL1G13610
OG0009979	Cg006G2223900	AL1G13910
OG0009980	Cg006G2221800	AL1G14150
OG0009981	Cg006G2221400	AL1G14190
OG0009982	Cg006G2220100	AL1G14360
OG0009983	Cg006G2219900	AL1G14380
OG0009984	Cg006G2219500	AL1G14410
OG0009985	Cg006G2218700	AL1G14500
OG0009986	Cg006G2218600	AL1G14510
OG0009987	Cg006G2214100	AL1G14960
OG0009988	Cg006G2214000	AL1G14970
OG0009989	Cg006G2211600	AL1G15250
OG0009990	Cg006G2211300	AL1G15290
OG0009991	Cg006G2210900	AL1G15340
OG0009992	Cg006G2210100	AL1G15460
OG0009993	Cg006G2204800	AL1G15960
OG0009994	Cg006G2204300	AL1G16010
OG0009995	Cg006G2202500	AL1G16240
OG0009996	Cg006G2202200	AL1G16290
OG0009997	Cg006G2201400	AL1G16390
OG0009998	Cg006G2199800	AL1G16560
OG0009999	Cg006G2199400	AL1G16600
OG0010000	Cg006G2199000	AL1G16670
OG0010001	Cg006G2192100	AL1G17410
OG0010002	Cg006G2190400	AL1G17580
OG0010003	Cg006G2187800	AL1G17810
OG0010004	Cg006G2184600	AL1G18310
OG0010005	Cg006G2184200	AL1G18360
OG0010007	Cg006G2181700	AL1G18630
OG0010008	Cg006G2180500	AL1G18740
OG0010009	Cg006G2180400	AL1G18750
OG0010010	Cg006G2179300	AL1G18860
OG0010011	Cg006G2178700	AL1G18930
OG0010012	Cg006G2178000	AL1G19000
OG0010013	Cg006G2177900	AL1G19010
OG0010014	Cg006G2177500	AL1G19050
OG0010015	Cg006G2002300	AL1G40700
OG0010016	Cg006G2177100	AL1G19100
OG0010017	Cg006G2176800	AL4G11080, AL1G19140
OG0010018	Cg006G2176000	AL1G19210
OG0010019	Cg008G2825100	AL2G22090
OG0010020	Cg006G2175400	AL1G19260
OG0010021	Cg006G2175200	AL1G19280
OG0010022	Cg006G2173600	AL1G19500
OG0010023	Cg006G1911300	nbis-gene-222, AL3G13600
OG0010024	Cg006G2171000	AL1G19810
OG0010025	Cg006G2170600	AL1G19880
OG0010026	Cg007G2327200	AL1G66650
OG0010027	Cg006G2168900	AL1G20050
OG0010028	Cg006G2168800	AL1G20060
OG0010030	Cg006G2156800	AL1G21500
OG0010031	Cg006G2156700	AL1G21510
OG0010032	Cg006G2156600	AL1G21520
OG0010033	Cg006G2155700	AL1G21660
OG0010034	Cg006G2155500	AL1G21690
OG0010036	Cg006G2154100	AL1G21850
OG0010037	Cg001G0246300	AL7G39320
OG0010038	Cg006G2151900	AL1G22120
OG0010039	Cg006G2151600	AL1G22180
OG0010040	Cg006G2149300	AL1G22480
OG0010041	Cg006G2149200	AL1G22490
OG0010042	Cg006G2148200	AL1G22630
OG0010043	Cg006G2147400	AL1G22710
OG0010044	Cg007G2286100	AL2G14210
OG0010045	Cg006G2145900	AL1G22860
OG0010046	Cg006G2144800	AL1G23000
OG0010047	Cg006G2144700	AL1G23010
OG0010048	Cg006G2143600	AL1G23110
OG0010049	Cg006G2141300	AL1G23420
OG0010050	Cg006G2139900	AL1G23680
OG0010051	Cg006G2134000	AL1G24580
OG0010052	Cg006G2133700	AL1G24630
OG0010053	Cg006G2133400	AL1G24670
OG0010054	Cg006G2130700	AL1G24980
OG0010055	Cg006G2130000	AL1G25100
OG0010056	Cg006G2126700	AL1G25530
OG0010057	Cg006G2125600	AL1G25700
OG0010058	Cg006G2123500	AL1G25920
OG0010059	Cg006G2124800	AL1G25780
OG0010060	Cg006G2122200	AL1G26080
OG0010061	Cg006G2121900	AL1G26110
OG0010062	Cg006G2121300	AL1G26150
OG0010063	Cg005G1707000	AL4G19120
OG0010064	Cg006G2117300	AL1G26600
OG0010065	Cg006G2113600	AL1G27030
OG0010066	Cg006G2113400	AL1G27050
OG0010067	Cg006G2113200	AL1G27070
OG0010068	Cg006G2112900	AL1G27110
OG0010069	Cg006G2111200	AL1G27330
OG0010070	Cg006G2109200	AL1G27530
OG0010071	Cg006G2108900	AL1G27560
OG0010072	Cg006G2107900	AL1G27680
OG0010073	Cg006G2107400	AL1G27770
OG0010074	Cg006G2104000	AL1G28130
OG0010075	Cg006G2103500	AL1G28190
OG0010077	Cg006G2100700	AL1G28490
OG0010078	Cg006G2100400	AL1G28510
OG0010079	Cg006G2099300	AL1G28670
OG0010080	Cg006G2099000	AL1G28700
OG0010081	Cg001G0256900	AL1G28760, nbis-gene-3
OG0010082	Cg006G2095800	AL1G29050
OG0010083	Cg006G2093500	AL1G29310
OG0010084	Cg006G2093000	AL1G29370
OG0010085	Cg006G2090800	AL1G29650
OG0010087	Cg006G2088200	AL1G29990
OG0010088	Cg006G2083600	AL1G30560
OG0010089	Cg006G2079700	AL1G30600
OG0010090	Cg006G2082800	AL1G30680
OG0010091	Cg006G2081100	AL1G30890
OG0010092	Cg006G2079800	AL1G31020
OG0010093	Cg006G2079300	AL1G31070
OG0010094	Cg006G2078800	AL1G31120
OG0010095	Cg006G2077900	AL1G31210
OG0010096	Cg006G2076100	AL1G31470
OG0010097	Cg006G2073500	AL1G31790
OG0010098	Cg006G2072600	AL1G31850
OG0010099	Cg006G2071300	AL1G32020
OG0010100	Cg006G2071100	AL1G32190
OG0010101	Cg006G2070800	AL1G32230
OG0010102	Cg006G2069400	AL1G32360
OG0010103	Cg006G2068900	AL1G32420
OG0010104	Cg006G2068000	AL1G32520
OG0010105	Cg006G2066400	AL1G32650
OG0010106	Cg006G2066100	AL1G32680
OG0010107	Cg006G2065800	AL1G32710
OG0010108	Cg006G2065700	AL1G32720
OG0010109	Cg006G2063900	AL1G33020
OG0010110	Cg006G2063800	AL1G33030
OG0010111	Cg006G2060300	AL1G33600
OG0010112	Cg006G2058000	AL1G33870
OG0010113	Cg006G2057900	AL1G33880
OG0010114	Cg006G2056500	AL1G34060
OG0010115	Cg006G2055700	AL1G34140
OG0010116	Cg006G2046600	AL1G35420
OG0010117	Cg006G2046400	AL1G35440
OG0010118	Cg006G2046300	AL1G35460
OG0010119	Cg002G0691400	AL5G10720
OG0010120	Cg006G2043900	AL1G35710
OG0010121	Cg006G2040200	AL1G36150
OG0010122	Cg006G2039400	AL1G36240
OG0010123	Cg006G2039300	AL1G36250
OG0010124	Cg006G2036500	AL1G36530
OG0010125	Cg006G2035400	AL1G36660
OG0010126	Cg007G2488600	AL2G31540
OG0010127	Cg007G2488000	AL2G31470
OG0010128	Cg007G2487800	AL2G31450
OG0010129	Cg007G2485800	AL2G31220
OG0010130	Cg007G2477100	AL2G30120
OG0010131	Cg007G2475800	AL2G29980, AL2G29960
OG0010132	Cg007G2474900	AL2G29890
OG0010133	Cg007G2474100	AL2G29800
OG0010134	Cg007G2474000	AL2G29790
OG0010135	Cg007G2473900	AL2G29780
OG0010136	Cg007G2473800	AL2G29680
OG0010137	Cg007G2473000	AL2G29580
OG0010138	Cg007G2472700	AL2G29530
OG0010139	Cg007G2470400	AL2G29240
OG0010140	Cg006G1939700	AL1G47610
OG0010141	Cg002G0598800	AL5G21360
OG0010142	Cg003G0805800, Cg008G2904200	AL8G18770
OG0010144	Cg007G2271900	AL2G12340
OG0010145	Cg007G2273600	AL2G12580
OG0010146	Cg007G2273700	AL2G12590
OG0010147	Cg007G2278100	AL2G13230
OG0010148	Cg007G2280800	AL2G13590
OG0010149	Cg006G1937800	AL1G47750
OG0010150	Cg007G2288000	AL2G14540
OG0010151	Cg007G2288500	AL2G14630
OG0010152	Cg007G2288700	AL2G14660
OG0010153	Cg007G2291000	AL2G14990
OG0010154	Cg007G2291900	AL2G15050
OG0010155	Cg007G2292200	AL2G15090
OG0010156	Cg007G2299100	AL2G15530
OG0010157	Cg007G2295300	AL2G15920
OG0010158	Cg007G2301400	AL2G15950
OG0010159	Cg007G2305400	AL2G16490
OG0010160	Cg007G2306200	AL2G16630
OG0010161	Cg007G2307000	AL2G16710
OG0010162	Cg007G2310600	AL2G17120
OG0010163	Cg007G2311800	AL2G17340
OG0010164	Cg007G2315700	AL2G17800
OG0010165	Cg007G2316000	AL2G17850
OG0010166	Cg003G0958400	nbis-gene-2159, AL52U10010
OG0010167	Cg014G3048100, Cg003G0707400	nbis-gene-1671
OG0010168	Cg007G2317800	AL2G18180
OG0010169	Cg007G2318600	AL2G18080
OG0010170	Cg007G2326300	AL1G67160
OG0010171	Cg001G0251900	AL7G40010
OG0010172	Cg007G2263500	AL2G10970
OG0010173	Cg007G2260800	AL2G10480
OG0010174	Cg007G2260500	AL2G10450
OG0010175	Cg003G0808700	AL6G41870
OG0010176	Cg008G2975900	AL8G11690
OG0010177	Cg008G2977200	AL8G11560
OG0010178	Cg008G2977500	AL8G11540
OG0010179	Cg008G2986300	AL8G10270
OG0010180	Cg008G2986400	AL8G10260
OG0010181	Cg008G2949500	AL8G14800
OG0010182	Cg008G2949100	AL8G14840
OG0010183	Cg008G2897100, Cg008G2894300, Cg008G2895200	AL8G18440
OG0010184	Cg008G2946200	AL8G15270
OG0010185	Cg008G2946000	AL8G15380
OG0010186	Cg001G0160900	AL7G28970
OG0010187	Cg003G0738500, Cg003G0859500	AL6G48560
OG0010188	Cg001G0108500	AL7G23070
OG0010189	Cg001G0106500	AL7G22660
OG0010190	Cg001G0104400	AL7G22420
OG0010192	Cg006G1844900	AL1G55510
OG0010193	Cg006G1843100	AL1G55760
OG0010194	Cg006G1842400	AL1G55860
OG0010195	Cg006G1841800	AL1G55890
OG0010196	Cg006G1838500	AL1G56310
OG0010197	Cg007G2520100	AL2G34840
OG0010198	Cg007G2519900	AL2G34820
OG0010199	Cg001G0001600	AL7G10160
OG0010200	Cg001G0001700	AL7G10170
OG0010201	Cg001G0002900	AL7G44710, AL7G10300
OG0010202	Cg001G0003900	AL7G10390
OG0010203	Cg001G0004900	AL7G10510
OG0010204	Cg001G0005000	AL7G10520
OG0010205	Cg001G0007800	AL7G10860
OG0010206	Cg001G0010100	AL7G11130
OG0010207	Cg001G0011200	AL7G11250
OG0010208	Cg001G0012200	AL7G11340
OG0010209	Cg001G0013300	AL7G11470
OG0010210	Cg001G0015600	AL7G11940
OG0010211	Cg001G0016000	AL7G12010
OG0010212	Cg001G0016500	AL7G12070
OG0010213	Cg001G0016900	AL7G12120
OG0010214	Cg001G0019700	AL7G12450
OG0010215	Cg001G0020300	AL7G12570
OG0010216	Cg001G0020400	AL7G12580
OG0010217	Cg001G0020600	AL7G12600
OG0010218	Cg001G0023600	AL7G12860
OG0010219	Cg001G0024400	AL7G12950
OG0010220	Cg001G0025200	AL7G13110
OG0010221	Cg001G0026500	AL7G13250, AL5G41240
OG0010222	Cg001G0027200	AL7G13360
OG0010223	Cg001G0028300	AL7G13540
OG0010225	Cg001G0029900	AL7G13740
OG0010226	Cg001G0268700	AL9U12240
OG0010227	Cg001G0033800	AL7G14250
OG0010228	Cg001G0035700	AL7G14500
OG0010229	Cg001G0035900	AL7G14530
OG0010230	Cg001G0037300	AL7G14720
OG0010232	Cg001G0043000	AL7G15270
OG0010233	Cg001G0043500	AL7G15340
OG0010234	Cg001G0048800	AL7G15950
OG0010235	Cg001G0049100	AL7G16010
OG0010236	Cg001G0050500	AL7G16160
OG0010237	Cg001G0052000	AL7G16280
OG0010238	Cg001G0053700	AL7G16470
OG0010239	Cg001G0054300	AL7G16540
OG0010240	Cg001G0055600	AL7G16700
OG0010241	Cg001G0056000	AL7G16740
OG0010242	Cg001G0056100	AL7G16750
OG0010243	Cg001G0056600	AL7G16800
OG0010244	Cg006G2005500	AL1G40360
OG0010245	Cg001G0056800	AL7G16820
OG0010246	Cg001G0071000	AL7G18520
OG0010247	Cg001G0076100	AL7G19170
OG0010248	Cg001G0075500	AL7G19110
OG0010249	Cg001G0075000	AL7G19040
OG0010250	Cg001G0072200	AL7G18760
OG0010251	Cg001G0072000	AL7G18740
OG0010252	Cg001G0070800	AL7G18490
OG0010253	Cg001G0070500	AL7G18450
OG0010254	Cg001G0069900	AL7G18370
OG0010255	Cg001G0068800	AL7G18230
OG0010256	Cg001G0068600	AL7G18210
OG0010257	Cg001G0068100	AL7G18160
OG0010258	Cg001G0068000	AL7G18150
OG0010259	Cg001G0067800	AL7G18130
OG0010260	Cg001G0067700	AL7G18120
OG0010262	Cg003G0880000, Cg003G0831400	AL8G24630
OG0010263	Cg001G0062000	AL7G17460
OG0010264	Cg001G0061400	AL7G17380
OG0010265	Cg001G0081300	AL7G19720
OG0010266	Cg001G0084800	AL7G20150
OG0010267	Cg001G0085700	AL7G20260
OG0010268	Cg001G0086100	AL7G20290
OG0010269	Cg001G0087900	AL343U10010
OG0010270	Cg001G0088100	AL7G20500
OG0010271	Cg001G0088200	AL7G20510
OG0010272	Cg001G0089000	AL7G20630
OG0010273	Cg001G0089600	AL7G20700
OG0010275	Cg001G0094200	AL7G21260
OG0010276	Cg004G1309000	AL3G39040
OG0010277	Cg004G1309500	AL3G39110
OG0010278	Cg007G2497500	AL2G32400
OG0010279	Cg007G2496400	AL2G32280
OG0010280	Cg007G2492800	AL2G31980
OG0010281	Cg007G2492100	AL2G31900
OG0010282	Cg007G2492000	AL2G31890
OG0010283	Cg007G2490100	AL2G31710
OG0010284	Cg007G2489600	AL2G31660
OG0010285	Cg007G2488700	AL2G31550
OG0010286	Cg006G2023100, Cg006G2023200	AL1G38390
OG0010287	Cg006G2022700	AL1G38430
OG0010288	Cg006G2020600	AL1G38610, AL1G41130
OG0010289	Cg006G2018400	AL1G38960
OG0010290	Cg006G2015400	AL1G39270
OG0010291	Cg006G2013000	AL1G39560
OG0010292	Cg006G2001900	AL1G40740
OG0010293	Cg014G3035400, Cg003G0720200	AL6G50860
OG0010294	Cg003G0720100, Cg014G3035500	AL6G50870
OG0010295	Cg014G3035900, Cg003G0719700	AL6G50920
OG0010296	Cg014G3036100, Cg003G0719500	AL6G50940
OG0010297	Cg014G3037000, Cg003G0719000	AL6G51000
OG0010298	Cg014G3037500, Cg003G0718500	AL6G51110
OG0010299	Cg003G0712000, Cg014G3044000	AL6G51180
OG0010300	Cg003G0712300, Cg014G3043700	AL6G51220
OG0010301	Cg014G3041600, Cg003G0714000	AL6G51450
OG0010302	Cg002G0635400	AL5G18030
OG0010303	Cg014G3040100, Cg003G0715500	AL6G51640
OG0010304	Cg003G0717300, Cg014G3038300	AL6G51900
OG0010305	Cg014G3038200, Cg003G0717400	AL6G51910
OG0010306	Cg003G0717900, Cg014G3038000	AL6G51950
OG0010308	Cg003G0706800, Cg014G3048700	AL6G52130
OG0010309	Cg003G0706400, Cg014G3049100	AL6G52090
OG0010310	Cg003G0705100, Cg014G3050500	AL6G52730
OG0010311	Cg014G3051000, Cg003G0704600	AL6G52790
OG0010312	Cg003G0704500, Cg014G3051100	AL6G52800
OG0010313	Cg014G3051500, Cg003G0704100	AL6G52840
OG0010314	Cg014G3052000, Cg003G0703700	AL6G52890
OG0010315	Cg003G0702900	AL6G52990
OG0010316	Cg014G3054900, Cg003G0701000	AL6G53180
OG0010317	Cg002G0418500	AL7G21050
OG0010318	Cg005G1778700	AL4G10120
OG0010319	Cg005G1778300, Cg005G1470800	AL4G10160
OG0010320	Cg006G2004800	AL1G40450
OG0010321	Cg006G2011100	AL1G39770
OG0010322	Cg006G2012300	AL1G39650
OG0010323	Cg006G1891600	AL1G51340
OG0010324	Cg001G0139300	nbis-gene-1776
OG0010325	Cg001G0133200	AL7G25870
OG0010326	Cg001G0133100	AL7G25860
OG0010327	Cg001G0132100	AL7G25720
OG0010328	Cg001G0130000	AL7G25480
OG0010329	Cg001G0128800	AL7G25340
OG0010330	Cg001G0128600	AL7G25320
OG0010331	Cg001G0128300	AL7G25290
OG0010332	Cg001G0127800	AL7G25250
OG0010334	Cg001G0120200	AL7G24400
OG0010335	Cg001G0119400	AL7G24340
OG0010336	Cg001G0119100	AL7G24310
OG0010337	Cg002G0675100	nbis-gene-1200
OG0010338	Cg002G0674900	AL5G13520
OG0010340	Cg002G0671900	AL5G14120
OG0010342	Cg006G2207200	AL1G14200, nbis-gene-25
OG0010343	Cg006G2069700	AL1G32330
OG0010343	Cg001G0010200	AL7G11150
OG0010345	Cg006G2033300	AL1G37050, AL1G31860
OG0010346	Cg006G2009900	AL1G39890
OG0010347	Cg006G2007300	AL1G40110
OG0010349	Cg001G0323800	AL5G38150
OG0010350	Cg006G1822100	AL1G59020
OG0010351	Cg004G1207000	AL3G26840
OG0010352	Cg006G1796400	AL1G62570
OG0010357	Cg003G0822500	AL2G18310
OG0010361	Cg007G2494600	AL2G32140
OG0010362	Cg007G2506200	AL2G33430
OG0010363	Cg004G1141000	AL3G19020
OG0010365	Cg004G1199800	AL3G26090
OG0010368	Cg005G1766800, Cg005G1765400	AL4G11710
OG0010369	Cg005G1764400	AL4G11970
OG0010371	Cg005G1741700	AL4G15100
OG0010372	Cg005G1741000	AL4G15210
OG0010373	Cg005G1685700	AL4G16130
OG0010374	Cg036G3082700, Cg013G3025600	AL4G16850
OG0010375	Cg001G0112600	AL7G23540, AL7G23510, AL7G23520
OG0010377	Cg005G1574300	AL4G32010
OG0010378	Cg005G1543500	AL4G36130
OG0010381	Cg005G1459400, Cg003G0751100	AL4G46430
OG0010382	Cg002G0688500	AL5G11040
OG0010383	Cg002G0669400	AL5G14510
OG0010384	Cg002G0648800	AL5G17080
OG0010385	Cg002G0640400	AL5G18600
OG0010386	Cg002G0541200	AL5G28090
OG0010387	Cg002G0527900	AL5G30160
OG0010388	Cg002G0494500	AL5G34160
OG0010389	Cg008G2822700, Cg002G0451900	AL5G38720
OG0010391	Cg008G2786300	AL6G34050
OG0010392	Cg008G2837000	AL6G40970
OG0010393	Cg003G0771000	AL6G44580
OG0010395	Cg001G0144400	AL7G27130
OG0010396	Cg001G0161400	AL7G29030
OG0010399	Cg001G0205500	AL7G34560
OG0010400	Cg001G0230400	AL7G37450
OG0010402	Cg001G0269400	AL7G42000
OG0010404	Cg001G0343300	AL7G52900, AL7G52980, AL7G52950
OG0010405	Cg001G0386700	AL7G48040
OG0010406	Cg001G0389600	AL7G47680
OG0010407	Cg008G2920700	AL8G18050
OG0010408	Cg011G3012600, Cg008G2912400	AL25U10020, AL8G19580
OG0010409	Cg008G2874700, Cg008G2874800, Cg008G2874200	AL8G21260
OG0010410	Cg008G2851100, Cg008G2866900	AL8G21990, AL516U10010
