Orthogroup	Cardamine_glauca	Arabidopsis_lyrata_Rawat
OG0009134	Cg007G2573100	AL2G40810
OG0009135	Cg007G2573200	AL2G40800
OG0009136	Cg007G2570500	AL2G40620
OG0009137	Cg007G2569700	AL2G40540
OG0009138	Cg007G2568700	AL2G40440
OG0009139	Cg007G2568500	AL2G40420
OG0009140	Cg007G2568200	AL2G40390
OG0009141	Cg007G2565900	AL2G40090
OG0009142	Cg007G2562500, Cg007G2562400	AL2G39550
OG0009143	Cg007G2560600	AL2G39380
OG0009144	Cg007G2558800	AL2G39190
OG0009145	Cg007G2558300	AL2G39110
OG0009146	Cg007G2556800	AL2G38990
OG0009147	Cg007G2555500	AL2G38790
OG0009148	Cg007G2555200	nbis-gene-615, AL60U10070
OG0009149	Cg007G2555000	AL2G38740
OG0009150	Cg007G2551500	AL2G38410
OG0009151	Cg007G2551100	AL2G38350
OG0009152	Cg007G2549200	AL2G38080
OG0009153	Cg002G0495100	AL5G21950
OG0009154	Cg007G2548400	AL2G37980, AL89U10030
OG0009156	Cg007G2544900	AL2G37600
OG0009157	Cg007G2544800	AL2G37590
OG0009158	Cg007G2543900	AL2G37470
OG0009159	Cg007G2543300	AL2G37390
OG0009160	Cg007G2542300	AL2G37290
OG0009161	Cg007G2541300	AL2G37150
OG0009162	Cg007G2540500	AL2G37080
OG0009163	Cg007G2536300	AL2G36630
OG0009164	Cg007G2535900	AL2G36570
OG0009165	Cg007G2534600	AL2G36410
OG0009166	Cg007G2532700	AL2G36190
OG0009168	Cg004G1200100	AL3G26120
OG0009169	Cg007G2531100	AL2G36030
OG0009171	Cg007G2527700	AL2G35670
OG0009172	Cg004G1358200	AL3G44850
OG0009173	Cg007G2524400	AL2G35270
OG0009174	Cg007G2523400	AL2G35170
OG0009175	Cg007G2522800	AL2G35120
OG0009176	Cg004G1411900	AL3G50550
OG0009177	Cg004G1412000	AL3G50580
OG0009179	Cg004G1414800	AL3G50930
OG0009180	Cg002G0528900	AL5G29910
OG0009181	Cg003G0934200	AL8G30060
OG0009182	Cg003G0934100	AL8G30050
OG0009183	Cg003G0933800	AL8G29960, AL8G30020
OG0009184	Cg006G1780200	AL1G64550
OG0009185	Cg006G1782700	AL1G64240, AL1G64100
OG0009186	Cg006G1783400	AL1G64060
OG0009187	Cg006G1784200	AL1G63980
OG0009188	Cg006G1785600	AL1G63760
OG0009189	Cg006G1788500	AL1G63370
OG0009190	Cg006G1789200	AL1G63300
OG0009191	Cg006G1794400, Cg006G1794100	AL1G62750
OG0009192	Cg006G1797100	AL1G62470
OG0009193	Cg006G1797300	AL1G62450
OG0009194	Cg006G1797500	AL1G62430
OG0009195	Cg006G1798800, Cg006G1798600	AL1G62260, nbis-gene-302, nbis-gene-301
OG0009196	Cg006G1800600	AL1G62060
OG0009197	Cg006G1800800	AL1G62040
OG0009198	Cg006G1801000	AL1G62020
OG0009199	Cg007G2453400, Cg007G2453600, Cg007G2453300	AL2G27330
OG0009200	Cg006G1803300	AL1G61590
OG0009201	Cg005G1573300	AL4G32100, AL970U10010
OG0009202	Cg005G1572900	AL4G32140
OG0009203	Cg005G1571700	AL4G32300
OG0009204	Cg005G1571400	AL4G32330
OG0009205	Cg005G1568800	AL4G32630
OG0009206	Cg001G0140600	AL7G26750
OG0009207	Cg005G1565700	AL4G33060
OG0009208	Cg002G0575900	AL5G23950
OG0009209	Cg002G0579700	AL5G23450
OG0009210	Cg002G0584400	AL5G22790, AL5G22870
OG0009211	Cg002G0643400	AL5G18820
OG0009212	Cg003G0791200	AL6G41240
OG0009213	Cg016G3059700, Cg003G0872700	AL8G24200
OG0009214	Cg003G0913100	AL8G27650
OG0009215	Cg001G0318000	AL7G44760
OG0009217	Cg001G0313300	AL7G44490
OG0009218	Cg001G0300300	AL9U11900
OG0009219	Cg001G0296600	AL9U11740
OG0009220	Cg001G0283200	AL9U10250
OG0009221	Cg001G0270900, Cg001G0270800	AL7G42170
OG0009222	Cg001G0270700	AL7G42150
OG0009223	Cg001G0020500	AL7G12590
OG0009224	Cg001G0261900	AL7G41170
OG0009225	Cg008G2843900, Cg008G2858800, Cg001G0261500	AL7G41100
OG0009226	Cg001G0258000	AL7G40570
OG0009227	Cg001G0257300	AL7G40480
OG0009228	Cg001G0252500	AL7G40080
OG0009229	Cg001G0251700	AL7G39990
OG0009230	Cg007G2500100	AL2G32760
OG0009231	Cg007G2500500	AL2G32800
OG0009232	Cg007G2501000	AL2G32850
OG0009233	Cg007G2501700	AL2G32930
OG0009234	Cg007G2504600	AL2G33250
OG0009235	Cg007G2505000	AL2G33290
OG0009236	Cg007G2506600	AL2G33470
OG0009237	Cg007G2508500	AL2G33660
OG0009238	Cg007G2509800	AL2G33750
OG0009239	Cg007G2512000	AL2G34010
OG0009240	Cg007G2512100	AL2G34020
OG0009241	Cg008G2861100, Cg008G2846300	AL8G22670
OG0009242	Cg007G2513100	AL2G34140
OG0009243	Cg007G2514000	AL2G34220
OG0009244	Cg007G2454900	AL2G27490
OG0009245	Cg007G2457700	AL2G27770
OG0009246	Cg007G2458900	AL2G27950
OG0009247	Cg007G2459800	AL2G28090
OG0009248	Cg007G2463400	AL2G28350
OG0009249	Cg001G0116700	AL7G24050
OG0009250	Cg001G0115200	AL7G23900
OG0009251	Cg001G0115000	AL7G23880
OG0009252	Cg001G0114200	AL7G23770
OG0009253	Cg001G0113300	AL7G23660
OG0009254	Cg001G0111900	AL7G23460
OG0009256	Cg007G2265800	AL2G11280
OG0009257	Cg007G2265700	AL2G11270
OG0009258	Cg007G2264600	AL2G11110
OG0009259	Cg001G0371000	AL7G50130
OG0009260	Cg004G1333900	AL3G42320
OG0009261	Cg001G0374200	AL7G49740
OG0009262	Cg001G0374300	AL7G49720
OG0009263	Cg001G0374400	AL7G49710
OG0009264	Cg003G0888700	AL8G25030
OG0009265	Cg002G0619700	AL5G20130
OG0009266	Cg002G0647700	AL5G17230
OG0009267	Cg002G0648500	AL5G17140
OG0009268	Cg002G0649100	AL5G17060
OG0009269	Cg005G1457700	AL4G46750
OG0009270	Cg002G0649700	AL5G17000
OG0009271	Cg002G0652300	AL5G16660
OG0009272	Cg002G0656900	AL5G16020
OG0009273	Cg002G0657100	AL5G16000
OG0009274	Cg002G0657200	AL5G15990
OG0009275	Cg002G0657500	AL5G15970
OG0009276	Cg002G0657700	AL5G15950
OG0009277	Cg002G0657900	AL5G15890
OG0009278	Cg002G0658100	AL5G15870
OG0009280	Cg002G0660600	AL5G15510
OG0009281	Cg002G0662700	AL5G15200
OG0009282	Cg002G0662800	AL5G15190
OG0009283	Cg002G0662900	AL5G15180
OG0009284	Cg002G0668400	AL5G14590
OG0009285	Cg002G0668500	AL5G14580
OG0009286	Cg002G0669700	AL5G14460
OG0009287	Cg016G3059600, Cg003G0872600	AL8G24190
OG0009288	Cg002G0671100	AL5G14250
OG0009289	Cg003G0886900	AL8G24940
OG0009290	Cg007G2464800	AL2G28610
OG0009291	Cg007G2461900	AL2G28480
OG0009292	Cg008G2914600	AL8G19350
OG0009293	Cg008G2967100	AL8G12550
OG0009294	Cg008G2965700	AL8G12730
OG0009295	Cg008G2872400	AL8G21420
OG0009296	Cg008G2964500	AL8G12920
OG0009297	Cg008G2964400	AL8G12940
OG0009298	Cg008G2959900	AL8G13470
OG0009300	Cg008G2954800	AL8G14110
OG0009301	Cg008G2953500	AL8G14200, AL8G14380
OG0009302	Cg006G1834800	AL1G57180
OG0009303	Cg006G1831100	AL1G57820
OG0009304	Cg006G1830400	AL1G57940
OG0009305	Cg006G1829800	AL1G58020
OG0009306	Cg006G1829400	AL1G58070
OG0009307	Cg006G2110800	AL1G27370
OG0009308	Cg006G1820700	AL1G59270
OG0009309	Cg006G1818000	AL1G59640
OG0009310	Cg006G1817700	AL1G59670
OG0009311	Cg006G1815700	AL1G59980
OG0009312	Cg006G1810100	AL1G60820
OG0009313	Cg006G1809800	AL1G60860
OG0009314	Cg006G1809000	AL1G60950
OG0009315	Cg006G1805400	AL1G61340
OG0009316	Cg008G2922900	AL8G17800
OG0009317	Cg005G1596900	AL4G29260
OG0009318	Cg005G1596100	AL4G29380
OG0009319	Cg005G1594600	AL4G29560
OG0009320	Cg005G1592700	AL4G29870
OG0009321	Cg005G1592200	AL4G29930
OG0009322	Cg005G1590900	AL4G30080
OG0009323	Cg005G1588000	AL4G30490
OG0009324	Cg005G1587700	AL4G30520
OG0009325	Cg005G1586900	AL4G30620
OG0009326	Cg005G1586400	AL4G30640
OG0009327	Cg005G1585600	AL4G30720
OG0009328	Cg005G1584600	AL924U10010, AL4G30850
OG0009329	Cg005G1584500	AL4G30870
OG0009330	Cg005G1584100	AL4G30920
OG0009331	Cg005G1581800	AL4G31170
OG0009332	Cg005G1580500	AL716U10010, AL4G31300
OG0009333	Cg005G1579100	AL4G31460
OG0009334	Cg005G1577100	AL4G31700
OG0009335	Cg005G1576800	AL4G31730
OG0009337	Cg005G1575300	AL4G31900
OG0009338	Cg005G1575100	AL4G31920
OG0009339	Cg001G0206700	AL7G34690
OG0009340	Cg005G1534300	AL4G37260
OG0009341	Cg001G0208900	AL7G34950
OG0009342	Cg001G0212200	AL7G35290
OG0009343	Cg001G0211000	AL7G35170
OG0009344	Cg001G0210600	AL7G35150
OG0009345	Cg001G0221400	AL7G36400
OG0009346	Cg001G0222400	AL7G36570
OG0009347	Cg001G0224400	AL7G36720
OG0009348	Cg001G0224500	AL7G36730
OG0009349	Cg001G0226100	AL7G36940
OG0009350	Cg001G0230300	AL7G37440
OG0009351	Cg001G0230700	AL7G37470
OG0009352	Cg001G0230900	AL7G37490
OG0009354	Cg002G0518500	AL5G31350
OG0009355	Cg002G0519100	AL5G31260
OG0009357	Cg002G0520700	nbis-gene-1343
OG0009358	Cg002G0521800	AL5G30810
OG0009359	Cg002G0522800	AL5G30700
OG0009360	Cg002G0523100	AL5G30680
OG0009361	Cg002G0523800	AL5G30590
OG0009362	Cg002G0524000	AL5G30570
OG0009363	Cg001G0169200	AL7G29980
OG0009364	Cg016G3060300, Cg003G0873600, Cg005G1696700	AL8G24250
OG0009365	Cg003G0906700	AL8G26780
OG0009366	Cg003G0905300	AL8G26620
OG0009367	Cg003G0900500	AL8G26130
OG0009368	Cg003G0896000	AL8G25690
OG0009369	Cg002G0613300	AL5G21120
OG0009370	Cg004G1358300	AL3G44860
OG0009371	Cg007G2364400	AL3G41850
OG0009371	Cg004G1367200	AL3G45850
OG0009372	Cg004G1390500	AL3G47290
OG0009373	Cg004G1393000	AL3G47470
OG0009374	Cg004G1393300	AL3G47510
OG0009375	Cg004G1397000	AL3G52340
OG0009376	Cg004G1402800	AL3G49480
OG0009377	Cg002G0406400	AL5G45080, AL2G23460
OG0009378	Cg004G1407100	AL3G50080
OG0009379	Cg004G1407700	AL3G50110
OG0009380	Cg001G0163300	AL7G29200
OG0009381	Cg001G0163600	AL7G29230
OG0009383	Cg001G0164700	AL7G29420
OG0009384	Cg001G0174100	AL7G30510
OG0009385	Cg001G0174400	AL7G30540
OG0009386	Cg001G0177000	AL7G30830
OG0009387	Cg001G0178200	AL7G30970
OG0009388	Cg001G0180800	AL7G31290
OG0009389	Cg001G0182600	AL7G31560
OG0009390	Cg001G0392100	AL7G47340
OG0009391	Cg001G0184700	AL7G31910
OG0009392	Cg001G0390700	AL7G47530
OG0009393	Cg001G0201300	AL7G33860
OG0009394	Cg001G0199600	AL7G33650
OG0009395	Cg001G0198900	AL7G33620
OG0009396	Cg001G0197700	AL7G33490
OG0009397	Cg001G0197600	AL7G33480
OG0009398	Cg001G0197100	AL7G33400
OG0009400	Cg006G2094700	AL1G29150
OG0009401	Cg001G0193700	AL7G33060
OG0009402	Cg001G0192500	AL3G11760, AL7G32920
OG0009403	Cg001G0191100	AL7G32770
OG0009404	Cg002G0678000	AL5G13070
OG0009405	Cg001G0189200	nbis-gene-1585, AL7G32500, AL7G32520
OG0009406	Cg004G1444900	AL3G53870
OG0009407	Cg011G3012700, Cg008G2912300	AL8G19750
OG0009408	Cg001G0241900	AL7G38720
OG0009409	Cg001G0240300	AL7G38530
OG0009410	Cg001G0239500	AL7G38350, AL7G38400
OG0009411	Cg001G0238800	AL7G38190
OG0009412	Cg001G0237900	AL7G38090
OG0009413	Cg001G0237200	AL7G38020
OG0009414	Cg001G0233000	AL7G37670
OG0009415	Cg001G0232300	AL7G37640
OG0009416	Cg004G1073600	AL3G10340
OG0009417	Cg004G1074600	AL3G10480
OG0009418	Cg004G1074800	AL3G10500
OG0009419	Cg004G1077000	AL3G10690
OG0009420	Cg004G1078100	AL3G10820
OG0009421	Cg003G1062800	AL8G44800
OG0009422	Cg003G1065000, Cg008G2734700	AL8G45060
OG0009423	Cg003G1065100	AL8G45070
OG0009424	Cg002G0548900	AL8G45080, AL5G27160
OG0009425	Cg003G1065600	AL8G45100
OG0009426	Cg003G1067400	AL8G45320
OG0009427	Cg003G1067900	AL8G45420
OG0009428	Cg002G0398100	AL5G46110
OG0009429	Cg007G2369200, Cg002G0398300	AL5G46090
OG0009430	Cg002G0399900	AL5G45940
OG0009431	Cg002G0401000	AL5G45760
OG0009432	Cg002G0401600	AL5G45700
OG0009433	Cg002G0405800	AL5G45210
OG0009434	Cg002G0406000	AL213U10020, AL5G45190, AL5G24490
OG0009436	Cg002G0410200	AL5G44560
OG0009438	Cg004G1116200	AL304U10010
OG0009439	Cg002G0411500	AL5G44430
OG0009440	Cg002G0411700	AL5G44410
OG0009441	Cg002G0413800	AL5G44130, AL5G44070
OG0009442	Cg002G0416600	AL1G53570, AL5G43620
OG0009443	Cg005G1648400	AL4G30010
OG0009444	Cg002G0418100	AL5G43470
OG0009445	Cg002G0419000	AL5G43370
OG0009446	Cg002G0419400	AL5G43270
OG0009447	Cg002G0422000	AL5G42970
OG0009449	Cg002G0423000	AL5G42830
OG0009450	Cg002G0423100	AL5G42820
OG0009451	Cg002G0423500	AL5G42750
OG0009452	Cg002G0423800	AL5G42720
OG0009453	Cg002G0428300	AL5G42130
OG0009454	Cg002G0432000	AL5G41400
OG0009455	Cg002G0432200	AL5G41380
OG0009456	Cg002G0433300	AL5G41210
OG0009457	Cg002G0433500	AL5G41180
OG0009459	Cg002G0436600	AL5G40770
OG0009460	Cg002G0437500	AL5G40570
OG0009461	Cg002G0438300	AL5G40490
OG0009462	Cg002G0439100	AL5G40400
OG0009463	Cg002G0440000	AL5G40310
OG0009464	Cg002G0440900	AL5G40210
OG0009465	Cg002G0442500	AL5G39890
OG0009466	Cg002G0443000	AL5G39830
OG0009467	Cg002G0444600	AL5G39650
OG0009468	Cg002G0445900	AL5G39520
OG0009469	Cg005G1671800	AL5G38660
OG0009470	Cg002G0452800	AL5G38600
OG0009471	Cg002G0453500	AL5G38540
OG0009472	Cg002G0454900	AL5G38370
OG0009473	Cg002G0455000	AL5G38360
OG0009474	Cg002G0459700	AL5G37860
OG0009475	Cg002G0461500	AL5G37620
OG0009476	Cg002G0465100	AL5G37250
OG0009477	Cg002G0466200	AL5G37140
OG0009478	Cg002G0470300	AL5G36720
OG0009479	Cg002G0471800	AL5G36570
OG0009480	Cg002G0472700	AL5G36510
OG0009481	Cg002G0473500	AL5G36410
OG0009482	Cg002G0473800	AL5G36370
OG0009483	Cg002G0477100	AL5G36060
OG0009484	Cg002G0477400	AL5G36030
OG0009485	Cg004G1398800, Cg002G0479500	AL5G35820
OG0009486	Cg002G0479800	AL5G35800
OG0009487	Cg002G0480200	AL5G35760
OG0009488	Cg002G0483300	AL5G35420
OG0009489	Cg002G0483400	AL5G35390
OG0009490	Cg002G0484100	AL5G35310
OG0009491	Cg002G0484500	AL5G35260
OG0009492	Cg004G1141100	AL5G35210
OG0009493	Cg002G0485300	AL5G35190
OG0009494	Cg002G0485900	AL5G35140
OG0009495	Cg006G2057600	AL1G33910
OG0009496	Cg002G0486400	AL5G35060
OG0009497	Cg002G0488200	AL5G34830
OG0009498	Cg002G0491800	AL5G34410
OG0009499	Cg002G0495000	AL5G34100
OG0009500	Cg002G0495300	AL5G34080
OG0009501	Cg002G0495400	AL5G34070
OG0009502	Cg002G0495800	AL5G34030
OG0009503	Cg002G0499200	AL5G33640
OG0009504	Cg002G0499300, Cg002G0499500, Cg002G0499600	AL5G33630, AL6G51120
OG0009506	Cg003G0922100	AL8G28840
OG0009507	Cg003G0920800	AL8G28610
OG0009508	Cg003G0919600	AL8G28300
OG0009509	Cg003G0919500	AL8G28290
OG0009510	Cg003G0918300	AL8G28190
OG0009511	Cg003G0918000	AL8G28160
OG0009512	Cg003G0917100	AL8G28060
OG0009513	Cg003G0916900	AL8G28040
OG0009514	Cg001G0244600	AL7G39060
OG0009515	Cg004G1315900	AL3G40050
OG0009516	Cg004G1316500	AL3G40110
OG0009517	Cg004G1321800	AL26U10030, AL3G41050, AL3G40880, AL26U10060, AL3G41020
OG0009518	Cg004G1347100	AL3G43360
OG0009519	Cg004G1312800	AL3G39630
OG0009520	Cg004G1313200	AL3G39760
OG0009521	Cg007G2430500	AL2G24640
OG0009522	Cg007G2438300	AL2G25670
OG0009523	Cg007G2440100	AL2G25860
OG0009524	Cg007G2440600	AL2G25900
OG0009525	Cg002G0585200, Cg007G2440700	AL2G25910
OG0009526	Cg007G2442500	AL2G26230
OG0009527	Cg007G2443900	AL2G26390
OG0009528	Cg007G2446700	AL2G26970
OG0009529	Cg007G2446900	AL2G26950
OG0009530	Cg007G2448400	AL2G26800
OG0009531	Cg007G2448600	AL2G26780
OG0009532	Cg007G2450300	AL2G27030
OG0009533	Cg007G2450600	AL2G27070
OG0009534	Cg007G2453000	AL2G27300
OG0009535	Cg001G0320800	AL7G45140
OG0009536	Cg001G0321200	AL7G45180
OG0009537	Cg008G2866800, Cg008G2851000	AL8G22000
OG0009538	Cg004G1416000	AL3G51070
OG0009539	Cg004G1417500	AL3G51320
OG0009540	Cg004G1422500	AL3G51980
OG0009542	Cg004G1432300	AL3G48720
OG0009543	Cg004G1432400	AL3G48710
OG0009544	Cg004G1434200	AL3G48550
OG0009545	Cg005G1518200	AL4G39190
OG0009546	Cg005G1520200	AL4G38960
OG0009547	Cg005G1521700	AL4G38770
OG0009548	Cg005G1522400	AL4G34440, AL4G38660
OG0009549	Cg005G1523300	AL4G38600
OG0009550	Cg005G1524100	AL4G38510
OG0009551	Cg005G1525700	AL4G38340
OG0009552	Cg005G1525800	AL4G38330
OG0009553	Cg005G1527200	AL4G38190
OG0009554	Cg005G1527900	AL4G38150
OG0009555	Cg005G1529300	AL4G37940
OG0009556	Cg005G1530500	AL4G37770
OG0009557	Cg005G1530800	AL4G37740
OG0009558	Cg005G1533300	AL4G37440
OG0009559	Cg005G1533600	AL4G37390
OG0009560	Cg005G1533800	AL4G37360
OG0009561	Cg005G1533900	AL4G37350
OG0009562	Cg005G1535400	AL4G37150
OG0009563	Cg002G0651800	AL5G21540
OG0009564	Cg005G1536900	AL4G36930
OG0009565	Cg005G1537200	AL4G36880, AL938U10010
OG0009566	Cg005G1537800	AL4G36810
OG0009567	Cg005G1539900	AL4G36530
OG0009568	Cg005G1540700	AL4G36430
OG0009569	Cg005G1543000	AL4G36190
OG0009570	Cg005G1543900	AL4G36090
OG0009571	Cg005G1544100	AL4G36080
OG0009572	Cg005G1544800	AL4G36030
OG0009573	Cg005G1545000	AL4G36010
OG0009574	Cg005G1545200	AL4G35990
OG0009575	Cg005G1546100	AL4G35880
OG0009576	Cg005G1546300	AL4G35870
OG0009577	Cg005G1547100	AL4G35780
OG0009578	Cg005G1547300	AL4G35760
OG0009579	Cg005G1549400	AL4G35510
OG0009580	Cg005G1550100	AL4G35350, AL4G35310
OG0009581	Cg005G1551700	AL4G35110
OG0009582	Cg005G1552400	AL4G35040
OG0009583	Cg005G1553300	AL4G34960
OG0009584	Cg002G0694400	AL5G10350
OG0009585	Cg005G1554600	AL4G34800
OG0009586	Cg005G1555700	AL4G34710
OG0009587	Cg005G1559300	AL4G33830
OG0009588	Cg005G1559500	AL4G33800
OG0009589	Cg005G1560000	AL4G33740
OG0009590	Cg002G0687300	AL5G11260
OG0009591	Cg005G1560300	AL4G33710
OG0009592	Cg003G0792700	AL6G41550
OG0009593	Cg005G1561100	AL4G33630
OG0009594	Cg005G1562400	AL4G33480
OG0009595	Cg005G1563200	AL4G33390
OG0009596	Cg005G1564600	AL4G33170
OG0009597	Cg005G1564700	AL4G33140
OG0009598	Cg003G0748300	AL6G47480
OG0009599	Cg003G0747900	AL6G47520
OG0009600	Cg003G0745000	AL6G47830
OG0009602	Cg003G0741800, Cg003G0855600	AL6G48100
OG0009603	Cg002G0693100	AL5G10480
OG0009604	Cg003G0858000, Cg003G0739700	AL6G48370
OG0009605	Cg003G0752500	AL6G46900
OG0009607	Cg003G0749700	AL6G47260
OG0009608	Cg003G0749400	AL6G47310
OG0009610	Cg005G1776100	AL4G10440
OG0009611	Cg005G1773300	AL4G10740
OG0009612	Cg005G1772400	AL4G11540, AL4G10830
OG0009613	Cg005G1770600	AL4G11190
OG0009614	Cg005G1770500	AL4G11200
OG0009615	Cg005G1754800	AL4G13440
OG0009616	Cg005G1751900	AL4G13860
OG0009617	Cg005G1752800	AL4G13790
OG0009618	Cg005G1745200	AL4G14660
OG0009619	Cg005G1730600	AL4G16610
OG0009620	Cg005G1734400	AL4G16270
OG0009621	Cg005G1707300	AL4G19100
OG0009622	Cg005G1708000	AL4G18950
OG0009623	Cg005G1709900	AL4G18860
OG0009624	Cg005G1703700	AL4G19310
OG0009625	Cg001G0157400	AL7G28560
OG0009626	Cg006G1884400	AL1G51990
OG0009627	Cg005G1532200	AL4G17330
OG0009628	Cg004G1393400	AL1G51240
OG0009629	Cg006G1899100, Cg006G1899400	AL1G50930
OG0009630	Cg006G1912700	AL1G50340
OG0009631	Cg006G1919100	AL1G49810
OG0009632	Cg006G1920000	AL1G49170
OG0009633	Cg006G1923400	AL1G48910
OG0009634	Cg006G1933000	AL1G48280
OG0009635	Cg006G1935800	AL1G47900
OG0009636	Cg003G0784000	AL6G43390
OG0009637	Cg003G0784200	AL6G43350
OG0009638	Cg003G0802200	AL6G42350
OG0009639	Cg003G0804300	AL6G45620, AL6G42220
OG0009640	Cg003G0773300	AL6G44260
OG0009641	Cg003G0770000	AL6G44680
OG0009642	Cg003G0769700	AL6G44720
OG0009644	Cg003G0767100	AL6G44840
OG0009645	Cg003G0755300	AL6G46500
OG0009646	Cg008G2757300	AL6G30720
OG0009647	Cg008G2757500	AL6G30760
OG0009648	Cg008G2819400	AL6G38290
OG0009649	Cg008G2819700	AL6G38320
OG0009650	Cg008G2820100	AL6G38390
OG0009651	Cg008G2821200	AL6G38520
OG0009652	Cg008G2822300	AL6G38640
OG0009653	Cg008G2823800	AL6G38850
OG0009654	Cg008G2824800	AL6G39000
OG0009655	Cg007G2421200	AL5G13610
OG0009656	Cg008G2826200	AL6G39200
OG0009657	Cg008G2827800	AL6G39420
OG0009658	Cg008G2828800	AL6G39560
OG0009659	Cg008G2829000	AL6G39580
OG0009660	Cg008G2833900	AL6G40490
OG0009661	Cg004G1437700	AL3G48070
OG0009662	Cg004G1438200	AL3G48010
OG0009663	Cg004G1438900	AL3G47910
OG0009664	Cg004G1440200	AL3G53260
OG0009665	Cg004G1441000	AL3G53330
OG0009666	Cg004G1441800	AL3G53470
OG0009667	Cg004G1445500	AL3G53930
OG0009668	Cg002G0567400	AL5G25010, AL1G56500, AL1G56480
OG0009669	Cg002G0567500	AL5G25000
OG0009670	Cg002G0567600	AL5G24960
OG0009671	Cg005G1448900	AL4G47650
OG0009672	Cg005G1449200	AL4G47620
OG0009673	Cg005G1449600	AL4G47570, AL7G17990
OG0009674	Cg005G1449900	AL39U10130, AL4G47530
OG0009675	Cg005G1450300	AL39U10100, AL4G47490
OG0009676	Cg005G1450500	AL39U10080, AL4G47470
OG0009677	Cg005G1451200	AL4G47400
OG0009678	Cg005G1452600	AL4G47240
OG0009679	Cg005G1461600	AL4G46200
OG0009680	Cg005G1461800	AL4G46180
OG0009681	Cg005G1462800	AL4G46060
OG0009682	Cg005G1464000	AL4G45930
OG0009683	Cg001G0131700	AL7G25680
OG0009684	Cg005G1464100	AL4G45920
OG0009685	Cg005G1464200	AL4G45910
OG0009687	Cg006G1873800	AL1G52370
OG0009688	Cg005G1466900	AL4G45520
OG0009689	Cg005G1467200	AL4G45490
OG0009690	Cg005G1468000	AL4G45410
OG0009691	Cg005G1468600	AL4G45310
OG0009692	Cg005G1469200	AL4G45240
OG0009693	Cg005G1471800	AL4G44940
OG0009694	Cg005G1472000	AL4G44920
OG0009695	Cg005G1472100	AL4G44910
OG0009696	Cg005G1473100	AL4G44810
OG0009697	Cg005G1474500	AL4G44670
OG0009698	Cg005G1474600	AL4G44660
OG0009699	Cg005G1475300	AL4G44590
OG0009700	Cg005G1476900	AL4G44370
OG0009701	Cg005G1477100	AL4G44360
OG0009702	Cg005G1477500	AL4G44320
OG0009703	Cg005G1478400	AL4G44220
OG0009704	Cg005G1479100	AL4G44140
OG0009705	Cg005G1479300	AL4G44120
OG0009706	Cg005G1482500	AL4G43780
OG0009707	Cg005G1486000	AL4G43420
OG0009708	Cg005G1488000	AL4G43140
OG0009710	Cg005G1491300	AL4G42680
OG0009711	Cg005G1495000	AL4G42240
OG0009712	Cg005G1496200	AL4G42050
OG0009713	Cg005G1496700	AL4G42000
OG0009714	Cg005G1496900	AL4G41970
OG0009715	Cg005G1499200	AL4G41690
OG0009716	Cg005G1499400	AL4G41680
OG0009717	Cg005G1500500	AL4G41570
OG0009718	Cg005G1500900	AL4G41530
OG0009719	Cg008G2976700	AL8G11620
OG0009720	Cg005G1501900	AL4G41430
OG0009721	Cg005G1504900	AL4G41120
OG0009722	Cg005G1505000	AL4G41110
OG0009723	Cg005G1506700	AL4G40840, AL409U10030
OG0009724	Cg005G1506800	AL409U10020, AL4G40830
OG0009725	Cg005G1507200	AL4G40770
OG0009726	Cg005G1507600	AL4G40680
OG0009727	Cg005G1513200	AL4G40020
OG0009728	Cg005G1512200	AL4G40140
OG0009729	Cg005G1511800	nbis-gene-1140
OG0009730	Cg005G1515500	AL4G39560
OG0009732	Cg008G2979500	AL8G11260
OG0009733	Cg004G1080800	AL3G11140
OG0009734	Cg004G1083200	AL3G11420
OG0009735	Cg004G1085000	AL3G11660
OG0009736	Cg004G1085300	AL3G11700
OG0009737	Cg004G1086800	AL3G11910
OG0009738	Cg004G1087600	AL3G11980
OG0009739	Cg004G1090100	AL3G12260
OG0009740	Cg004G1091000	AL3G12360
OG0009741	Cg004G1093100	AL3G12750
OG0009742	Cg004G1093700	AL3G12810
OG0009743	Cg004G1093900	AL3G12830
OG0009744	Cg005G1533500, Cg004G1095600	AL3G13090
OG0009745	Cg004G1097200	AL3G13330
OG0009746	Cg004G1100800	AL3G13860
OG0009747	Cg004G1102000	AL3G13970
OG0009748	Cg004G1104100	AL3G14330
OG0009749	Cg004G1104900	AL3G14410
OG0009750	Cg004G1106000	AL3G14590
OG0009751	Cg004G1106100	AL3G14600
OG0009752	Cg004G1106700	AL3G14670
OG0009753	Cg004G1107100	AL3G14730
OG0009754	Cg004G1107400	AL3G14760
OG0009755	Cg004G1107900	AL3G14850
OG0009756	Cg004G1109900	AL3G15220
OG0009758	Cg004G1112200	AL3G15460
OG0009759	Cg004G1113100	AL3G15560, AL3G15550
OG0009760	Cg004G1118600	AL3G16320
OG0009761	Cg004G1123700	AL3G16890
OG0009762	Cg004G1123900	AL3G16910
OG0009763	Cg004G1125500	AL3G17090
OG0009764	Cg004G1126000	AL3G17160
OG0009765	Cg004G1126100	AL3G17180
OG0009766	Cg004G1127600	AL669U10010, AL3G17370
OG0009767	Cg004G1129300, Cg004G1128900	AL3G17570
OG0009768	Cg004G1130600	AL3G17730
OG0009769	Cg004G1132100	AL3G17920
