Orthogroup	Cochlearia_excelsa	Arabis_alpina
OG0014995	g46302	Aa_G418940.h1.t1
OG0014996	g46301	Aa_G418990.h1.t1
OG0014998	g44396	Aa_G111060.h1.t1
OG0014999	g46277	Aa_G111100.h1.t1, Aa_G111090.h1.t1
OG0015000	g46275	Aa_G111120.h1.t1
OG0015001	g46269	Aa_G111190.h1.t1
OG0015002	g46268	Aa_G111200.h1.t1
OG0015003	g44401	Aa_G757930.h1.t1
OG0015004	g39519	Aa_G46630.h1.t1
OG0015005	g46260	Aa_G87750.h1.t1
OG0015006	g46252, g44410	Aa_G87820.h1.t1
OG0015007	g44412	Aa_G87850.h1.t1
OG0015008	g46249	Aa_G87860.h1.t1
OG0015009	g46246	Aa_G410760.h1.t1
OG0015010	g44420	Aa_G281730.h1.t1
OG0015011	g46231	Aa_G656120.h1.t1
OG0015012	g46223	Aa_G64870.h1.t1
OG0015013	g46221	Aa_G64850.h1.t1
OG0015014	g46216	Aa_G64760.h1.t1
OG0015015	g46213	Aa_G533860.h1.t1
OG0015016	g46204	Aa_G198500.h1.t1
OG0015017	g44456	Aa_G198480.h1.t1
OG0015018	g44464	Aa_G198420.h1.t1
OG0015019	g46196	Aa_G348690.h1.t1
OG0015020	g44471	Aa_G348820.h1.t1
OG0015021	g46187	Aa_G348890.h1.t1
OG0015022	g46184	Aa_G259390.h1.t1
OG0015023	g44481	Aa_G259450.h1.t1
OG0015025	g6081	Aa_G344710.h1.t1
OG0015026	g13746	Aa_G329610.h1.t1
OG0015027	g13997	Aa_G459740.h1.t1
OG0015029	g2603	Aa_G52850.h1.t1
OG0015030	g43873	Aa_G256330.h1.t1
OG0015031	g19392	Aa_G342160.h1.t1
OG0015032	g19391	Aa_G342180.h1.t1
OG0015033	g2772	Aa_G518110.h1.t1
OG0015034	g19515	Aa_G207430.h1.t1
OG0015035	g2780	Aa_G207420.h1.t1
OG0015036	g2770	Aa_G487880.h1.t1
OG0015037	g2732	Aa_G296260.h1.t1
OG0015038	g39449	Aa_G205520.h1.t1
OG0015039	g54371	Aa_G108910.h1.t1
OG0015040	g54368	Aa_G109010.h1.t1
OG0015041	g54367	Aa_G109040.h1.t1
OG0015042	g54364	Aa_G378670.h1.t1
OG0015043	g54307	Aa_G420920.h1.t1
OG0015044	g54316	Aa_G193180.h1.t1
OG0015046	g54324	Aa_G231470.h1.t1
OG0015047	g36699	Aa_G375440.h1.t1
OG0015048	g36695	Aa_G112370.h1.t1
OG0015049	g54338	Aa_G184690.h1.t1
OG0015050	g27990	Aa_G118210.h1.t1
OG0015051	g54303	Aa_G504520.h1.t1
OG0015052	g28001	Aa_G643170.h1.t1
OG0015053	g36637	Aa_G613350.h1.t1
OG0015054	g54286, g35646	Aa_G74110.h1.t1
OG0015055	g36617	Aa_G501510.h1.t1
OG0015056	g36606	Aa_G381980.h1.t1
OG0015057	g36604	Aa_G381940.h1.t1
OG0015059	g51575	Aa_G282210.h1.t1
OG0015060	g38032	Aa_G282250.h1.t1
OG0015061	g38037	Aa_G12290.h1.t1
OG0015062	g51580	Aa_G12240.h1.t1
OG0015063	g38045	Aa_G402620.h1.t1
OG0015064	g51602	Aa_G25230.h1.t1
OG0015065	g51607	Aa_G25350.h1.t1
OG0015066	g2941	Aa_G597790.h1.t1
OG0015067	g2987	Aa_G436390.h1.t1
OG0015068	g2991	Aa_G436370.h1.t1
OG0015069	g41253	Aa_G636620.h1.t1
OG0015072	g1475	Aa_G82870.h1.t1
OG0015073	g24287	Aa_G96350.h1.t1
OG0015074	g25946	Aa_G90040.h1.t1
OG0015075	g25976	Aa_G177200.h1.t1
OG0015076	g1449	Aa_G201710.h1.t1
OG0015077	g1505	Aa_G17360.h1.t1
OG0015078	g46927	Aa_G298700.h1.t1
OG0015079	g46901, g25283	Aa_G70880.h1.t1
OG0015080	g46883	Aa_G70840.h1.t1
OG0015081	g25187	Aa_G246620.h1.t1
OG0015082	g4767	Aa_G255320.h1.t1
OG0015083	g25004	Aa_G391450.h1.t1
OG0015084	g24838	Aa_G573130.h1.t1, Aa_G531590.h1.t1
OG0015085	g25943	Aa_G488450.h1.t1
OG0015086	g24722	Aa_G183990.h1.t1
OG0015087	g46986	Aa_G126900.h1.t1
OG0015088	g24651	Aa_G198100.h1.t1
OG0015089	g47007	Aa_G79850.h1.t1
OG0015090	g24609	Aa_G79840.h1.t1
OG0015091	g17808	Aa_G341610.h1.t1
OG0015092	g24576	Aa_G367920.h1.t1
OG0015093	g24537	Aa_G518250.h1.t1
OG0015094	g24528	Aa_G270810.h1.t1
OG0015095	g47049	Aa_G270790.h1.t1
OG0015096	g47063	Aa_G362620.h1.t1
OG0015097	g47087	Aa_G418490.h1.t1
OG0015098	g17689	Aa_G346170.h1.t1
OG0015099	g17685	Aa_G795570.h1.t1
OG0015100	g17684	Aa_G764520.h1.t1
OG0015101	g24461	Aa_G295140.h1.t1
OG0015102	g24455	Aa_G496660.h1.t1
OG0015103	g24451	Aa_G37900.h1.t1
OG0015104	g24446	Aa_G37880.h1.t1
OG0015105	g10739	Aa_G448990.h1.t1
OG0015106	g6201	Aa_G105110.h1.t1
OG0015107	g24423	Aa_G727550.h1.t1
OG0015108	g17621	Aa_G565100.h1.t1
OG0015110	g24417	Aa_G550970.h1.t1
OG0015111	g24415	Aa_G550990.h1.t1
OG0015113	g46017	Aa_G433610.h1.t1
OG0015114	g44585	Aa_G579210.h1.t1
OG0015115	g44584	Aa_G579200.h1.t1
OG0015116	g46029	Aa_G341790.h1.t1
OG0015117	g46030	Aa_G341800.h1.t1
OG0015118	g46033	Aa_G341840.h1.t1
OG0015119	g46034	Aa_G341850.h1.t1
OG0015121	g46060	Aa_G708440.h1.t1
OG0015122	g1644	Aa_G139080.h1.t1
OG0015123	g46061	Aa_G303360.h1.t1
OG0015124	g46078	Aa_G203200.h1.t1
OG0015125	g46082	Aa_G203160.h1.t1
OG0015126	g44559	Aa_G342670.h1.t1
OG0015127	g23606	Aa_G360410.h1.t1
OG0015128	g46090	Aa_G567820.h1.t1
OG0015129	g46100	Aa_G30360.h1.t1
OG0015130	g46108	Aa_G30480.h1.t1
OG0015131	g46110	Aa_G30530.h1.t1
OG0015132	g46115	Aa_G30590.h1.t1
OG0015133	g51051	Aa_G35850.h1.t1
OG0015134	g38356	Aa_G155620.h1.t1
OG0015135	g44539	Aa_G449840.h1.t1
OG0015136	g46135	Aa_G639690.h1.t1
OG0015137	g46136, g44535	Aa_G283760.h1.t1
OG0015138	g44530	Aa_G283700.h1.t1
OG0015139	g46149	Aa_G492850.h1.t1
OG0015140	g10746	Aa_G609700.h1.t1
OG0015141	g17981	Aa_G492800.h1.t1
OG0015142	g44513	Aa_G492790.h1.t1
OG0015143	g44512	Aa_G64600.h1.t1
OG0015144	g44507	Aa_G64540.h1.t1
OG0015145	g44505, g46161	Aa_G64530.h1.t1
OG0015146	g46168	Aa_G64500.h1.t1
OG0015147	g13636	Aa_G634600.h1.t1
OG0015148	g44824	Aa_G634610.h1.t1
OG0015149	g44814	Aa_G182950.h1.t1
OG0015150	g13635	Aa_G182960.h1.t1
OG0015151	g45757	Aa_G395940.h1.t1
OG0015152	g44797	Aa_G299430.h1.t1
OG0015153	g44788	Aa_G405650.h1.t1
OG0015154	g45766	Aa_G305280.h1.t1
OG0015155	g45767	Aa_G305290.h1.t1
OG0015156	g44778	Aa_G283290.h1.t1
OG0015157	g45779	Aa_G690520.h1.t1
OG0015158	g44775	Aa_G538490.h1.t1
OG0015159	g17042	Aa_G44700.h1.t1
OG0015160	g23540	Aa_G339380.h1.t1
OG0015161	g23539	Aa_G339370.h1.t1
OG0015162	g23536	Aa_G317850.h1.t1
OG0015163	g47678	Aa_G209140.h1.t1
OG0015164	g17025	Aa_G182770.h1.t1
OG0015165	g23515	Aa_G237180.h1.t1
OG0015166	g23514	Aa_G186700.h1.t1
OG0015167	g17015	Aa_G304540.h1.t1
OG0015168	g47691	Aa_G2780.h1.t1
OG0015169	g23498	Aa_G343410.h1.t1
OG0015170	g23487	Aa_G69570.h1.t1
OG0015171	g908	Aa_G378700.h1.t1
OG0015172	g40786	Aa_G234470.h1.t1
OG0015174	g44263	Aa_G361600.h1.t1
OG0015175	g16874	Aa_G459980.h1.t1
OG0015176	g16862	Aa_G151470.h1.t1
OG0015177	g46679	Aa_G744220.h1.t1
OG0015178	g16846	Aa_G247540.h1.t1
OG0015179	g16845	Aa_G545960.h1.t1
OG0015180	g11523	Aa_G252670.h1.t1
OG0015181	g11508	Aa_G337510.h1.t1
OG0015182	g10324	Aa_G263600.h1.t1
OG0015183	g4305	Aa_G185340.h1.t1
OG0015184	g10403	Aa_G142420.h1.t1
OG0015185	g10450	Aa_G34260.h1.t1
OG0015187	g10474	Aa_G27390.h1.t1
OG0015188	g16566	Aa_G27510.h1.t1
OG0015189	g1619	Aa_G27530.h1.t1
OG0015190	g10493	Aa_G437800.h1.t1
OG0015191	g10504	Aa_G424610.h1.t1
OG0015192	g10514	Aa_G508050.h1.t1
OG0015193	g10518	Aa_G508090.h1.t1
OG0015194	g10519	Aa_G508100.h1.t1
OG0015195	g10520	Aa_G120800.h1.t1
OG0015196	g10523	Aa_G120850.h1.t1
OG0015197	g1604	Aa_G247920.h1.t1
OG0015198	g10539	Aa_G248010.h1.t1
OG0015199	g10550	Aa_G25530.h1.t1
OG0015200	g1597	Aa_G25560.h1.t1
OG0015201	g1596	Aa_G25570.h1.t1
OG0015202	g16613	Aa_G25710.h1.t1
OG0015203	g16639	Aa_G276880.h1.t1
OG0015204	g10584	Aa_G83270.h1.t1
OG0015205	g10589	Aa_G83330.h1.t1
OG0015206	g1583	Aa_G83350.h1.t1
OG0015207	g10590	Aa_G83360.h1.t1
OG0015208	g31773	Aa_G132330.h1.t1
OG0015209	g10612	Aa_G409710.h1.t1
OG0015210	g10613	Aa_G409760.h1.t1
OG0015211	g10622	Aa_G227100.h1.t1
OG0015212	g44709	Aa_G510890.h1.t1
OG0015213	g44717	Aa_G144570.h1.t1
OG0015215	g44758, g45802	Aa_G335310.h1.t1
OG0015216	g43213	Aa_G665520.h1.t1
OG0015217	g24492	Aa_G594600.h1.t1
OG0015218	g45793	Aa_G553950.h1.t1
OG0015220	g43974	Aa_G385530.h1.t1
OG0015221	g40578, g10968	Aa_G650020.h1.t1
OG0015222	g40575	Aa_G220200.h1.t1
OG0015223	g10976	Aa_G117990.h1.t1, Aa_G118000.h1.t1
OG0015224	g40553	Aa_G149540.h1.t1
OG0015225	g40552	Aa_G149550.h1.t1
OG0015226	g40551	Aa_G149560.h1.t1
OG0015227	g6109	Aa_G421720.h1.t1
OG0015228	g40538	Aa_G254510.h1.t1
OG0015229	g54151	Aa_G92650.h1.t1
OG0015230	g36411	Aa_G92610.h1.t1
OG0015231	g28066	Aa_G92570.h1.t1
OG0015232	g54154	Aa_G92520.h1.t1
OG0015233	g36416	Aa_G92510.h1.t1
OG0015234	g28063	Aa_G656540.h1.t1
OG0015235	g36417	Aa_G656560.h1.t1
OG0015236	g36420	Aa_G180980.h1.t1
OG0015237	g54162	Aa_G459430.h1.t1
OG0015238	g36432	Aa_G416520.h1.t1
OG0015239	g36445	Aa_G178270.h1.t1
OG0015240	g36446	Aa_G178280.h1.t1
OG0015242	g54178	Aa_G178400.h1.t1
OG0015243	g36456	Aa_G36860.h1.t1
OG0015244	g54197	Aa_G410600.h1.t1
OG0015245	g28046	Aa_G431680.h1.t1
OG0015246	g36486	Aa_G431670.h1.t1
OG0015247	g28041	Aa_G415040.h1.t1
OG0015248	g36502	Aa_G370050.h1.t1
OG0015249	g3855, g36503	Aa_G370060.h1.t1
OG0015250	g36504	Aa_G370070.h1.t1
OG0015251	g44293	Aa_G21430.h1.t1
OG0015252	g38368	Aa_G41520.h1.t1
OG0015254	g36523	Aa_G166370.h1.t1
OG0015255	g36558	Aa_G568110.h1.t1
OG0015256	g36561	Aa_G256060.h1.t1
OG0015258	g23733	Aa_G740.h1.t1
OG0015259	g36572	Aa_G386180.h1.t1
OG0015260	g36573	Aa_G386160.h1.t1
OG0015261	g36578	Aa_G465570.h1.t1
OG0015262	g36580	Aa_G465550.h1.t1
OG0015263	g54267	Aa_G465530.h1.t1
OG0015264	g54270	Aa_G173640.h1.t1
OG0015265	g36583	Aa_G173590.h1.t1
OG0015266	g36584	Aa_G173580.h1.t1
OG0015267	g54276	Aa_G625060.h1.t1
OG0015268	g28009	Aa_G173500.h1.t1
OG0015269	g36586	Aa_G173480.h1.t1
OG0015270	g37027	Aa_G150480.h1.t1
OG0015271	g37028	Aa_G150470.h1.t1
OG0015272	g37056	Aa_G581120.h1.t1
OG0015273	g18431	Aa_G492550.h1.t1
OG0015274	g11133	Aa_G32670.h1.t1
OG0015275	g11131	Aa_G32650.h1.t1
OG0015276	g51371	Aa_G113360.h1.t1
OG0015277	g37965	Aa_G113430.h1.t1
OG0015278	g51388	Aa_G113490.h1.t1
OG0015279	g51389	Aa_G113500.h1.t1
OG0015280	g51398	Aa_G438770.h1.t1
OG0015281	g51422	Aa_G464410.h1.t1
OG0015282	g51424	Aa_G464430.h1.t1
OG0015283	g51429	Aa_G339560.h1.t1
OG0015284	g37973	Aa_G339540.h1.t1
OG0015286	g51448	Aa_G12140.h1.t1
OG0015287	g51459	Aa_G713010.h1.t1
OG0015288	g10395	Aa_G234260.h1.t1
OG0015289	g51492	Aa_G263990.h1.t1
OG0015290	g51494	Aa_G263960.h1.t1
OG0015291	g51495	Aa_G263950.h1.t1
OG0015292	g51499	Aa_G344510.h1.t1
OG0015293	g37991	Aa_G344530.h1.t1
OG0015294	g51501, g37992	Aa_G344550.h1.t1
OG0015295	g51518	Aa_G11130.h1.t1
OG0015296	g51521	Aa_G11100.h1.t1
OG0015297	g51525	Aa_G502530.h1.t1
OG0015298	g51530	Aa_G24930.h1.t1
OG0015299	g18453	Aa_G39420.h1.t1
OG0015300	g51544	Aa_G24600.h1.t1
OG0015301	g38021	Aa_G286520.h1.t1
OG0015302	g24127	Aa_G299710.h1.t1
OG0015304	g47305	Aa_G659660.h1.t1
OG0015305	g47304	Aa_G357030.h1.t1
OG0015306	g24142	Aa_G78210.h1.t1
OG0015307	g43474, g24150	Aa_G78170.h1.t1
OG0015308	g47296	Aa_G78120.h1.t1
OG0015309	g17453	Aa_G244610.h1.t1
OG0015310	g47288	Aa_G150230.h1.t1
OG0015311	g17459	Aa_G150220.h1.t1
OG0015312	g24171	Aa_G743150.h1.t1
OG0015313	g24175	Aa_G345120.h1.t1
OG0015314	g17479	Aa_G340000.h1.t1
OG0015315	g17475, g24192	Aa_G155390.h1.t1
OG0015316	g47263	Aa_G176500.h1.t1
OG0015317	g47262	Aa_G176490.h1.t1
OG0015318	g17490	Aa_G176350.h1.t1
OG0015320	g24212	Aa_G176300.h1.t1
OG0015321	g36878	Aa_G169110.h1.t1
OG0015322	g47255	Aa_G575620.h1.t1
OG0015323	g17526	Aa_G267130.h1.t1
OG0015324	g24240	Aa_G267150.h1.t1
OG0015325	g24241	Aa_G267160.h1.t1
OG0015326	g24247	Aa_G520150.h1.t1
OG0015327	g24267	Aa_G96160.h1.t1
OG0015328	g17555	Aa_G96370.h1.t1
OG0015329	g24290	Aa_G96390.h1.t1
OG0015330	g25132	Aa_G44230.h1.t1
OG0015331	g41838	Aa_G524900.h1.t1
OG0015332	g10374	Aa_G486780.h1.t1
OG0015334	g19344	Aa_G620610.h1.t1
OG0015335	g2544	Aa_G515870.h1.t1
OG0015336	g19352	Aa_G491060.h1.t1
OG0015337	g19361	Aa_G109740.h1.t1
OG0015338	g2581	Aa_G177180.h1.t1
OG0015339	g11363, g2583	Aa_G177160.h1.t1
OG0015340	g2588	Aa_G131540.h1.t1
OG0015341	g2589	Aa_G131550.h1.t1
OG0015342	g19366	Aa_G124690.h1.t1
OG0015343	g28367	Aa_G396930.h1.t1
OG0015344	g28363	Aa_G247220.h1.t1
OG0015345	g870	Aa_G247170.h1.t1
OG0015346	g866	Aa_G310400.h1.t1
OG0015347	g865	Aa_G310390.h1.t1
OG0015348	g1305	Aa_G375190.h1.t1
OG0015349	g1306	Aa_G375220.h1.t1
OG0015350	g28352	Aa_G348270.h1.t1
OG0015351	g28346	Aa_G101910.h1.t1
OG0015352	g28348	Aa_G101870.h1.t1
OG0015353	g44216	Aa_G101850.h1.t1
OG0015354	g28344	Aa_G101960.h1.t1
OG0015355	g1346	Aa_G577680.h1.t1
OG0015356	g28309	Aa_G153070.h1.t1
OG0015357	g28305	Aa_G153060.h1.t1
OG0015358	g6337	Aa_G194490.h1.t1
OG0015359	g13671	Aa_G105210.h1.t1
OG0015360	g14464	Aa_G105190.h1.t1
OG0015361	g13674	Aa_G105180.h1.t1
OG0015362	g13675	Aa_G105170.h1.t1
OG0015363	g6218	Aa_G105230.h1.t1
OG0015364	g13678	Aa_G105120.h1.t1
OG0015365	g14425	Aa_G105090.h1.t1
OG0015366	g13680	Aa_G105050.h1.t1
OG0015367	g6197	Aa_G395310.h1.t1
OG0015368	g13684	Aa_G395340.h1.t1
OG0015369	g6192	Aa_G409900.h1.t1
OG0015370	g6172	Aa_G675140.h1.t1
OG0015371	g13688	Aa_G246810.h1.t1
OG0015372	g6163	Aa_G246780.h1.t1
OG0015374	g40604	Aa_G534690.h1.t1
OG0015375	g6138	Aa_G110270.h1.t1
OG0015376	g14197	Aa_G543470.h1.t1
OG0015377	g14074	Aa_G70100.h1.t1
OG0015378	g13714	Aa_G70080.h1.t1
OG0015380	g23873	Aa_G692590.h1.t1
OG0015382	g17273	Aa_G20010.h1.t1
OG0015383	g23927	Aa_G19990.h1.t1
OG0015384	g47446	Aa_G19950.h1.t1
OG0015385	g47437	Aa_G6200.h1.t1
OG0015389	g24089	Aa_G448190.h1.t1
OG0015390	g17387	Aa_G204000.h1.t1
OG0015391	g47340	Aa_G221290.h1.t1
OG0015392	g47345	Aa_G581660.h1.t1
OG0015393	g47349	Aa_G422640.h1.t1
OG0015395	g47354	Aa_G621210.h1.t1
OG0015396	g47356	Aa_G621220.h1.t1
OG0015397	g47367	Aa_G37610.h1.t1
OG0015398	g17364	Aa_G37620.h1.t1
OG0015399	g24030	Aa_G37660.h1.t1
OG0015400	g24022	Aa_G59050.h1.t1
OG0015403	g24016	Aa_G58990.h1.t1
OG0015404	g17619	Aa_G127570.h1.t1
OG0015405	g24006	Aa_G398700.h1.t1
OG0015406	g47378	Aa_G398690.h1.t1
OG0015407	g47386	Aa_G599220.h1.t1
OG0015408	g23991	Aa_G472150.h1.t1
OG0015409	g10805	Aa_G251490.h1.t1
OG0015410	g17321	Aa_G298560.h1.t1
OG0015411	g23984	Aa_G213280.h1.t1
OG0015413	g23982	Aa_G213400.h1.t1
OG0015414	g47318	Aa_G148310.h1.t1
OG0015415	g24121	Aa_G148400.h1.t1
OG0015417	g36980	Aa_G652000.h1.t1
OG0015418	g18456	Aa_G39390.h1.t1
OG0015419	g18454	Aa_G39400.h1.t1
OG0015420	g36971	Aa_G39490.h1.t1
OG0015421	g47156	Aa_G49570.h1.t1
OG0015422	g47163	Aa_G49380.h1.t1
OG0015423	g24333	Aa_G49270.h1.t1
OG0015424	g17589	Aa_G49540.h1.t1
OG0015426	g24322	Aa_G406650.h1.t1
OG0015427	g47182	Aa_G296040.h1.t1
OG0015428	g47184	Aa_G296020.h1.t1
OG0015429	g24305	Aa_G173270.h1.t1
OG0015430	g12723	Aa_G52450.h1.t1
OG0015431	g7951	Aa_G52530.h1.t1
OG0015432	g7950	Aa_G52550.h1.t1
OG0015433	g7949	Aa_G52560.h1.t1
OG0015434	g7943	Aa_G52680.h1.t1
OG0015435	g12718	Aa_G451750.h1.t1
OG0015436	g32638	Aa_G593170.h1.t1
OG0015438	g30	Aa_G43770.h1.t1
OG0015439	g19	Aa_G43880.h1.t1
OG0015440	g9628	Aa_G43980.h1.t1
OG0015442	g11518	Aa_G252710.h1.t1
OG0015443	g15	Aa_G113920.h1.t1
OG0015444	g9625	Aa_G113900.h1.t1
OG0015445	g12	Aa_G113820.h1.t1
OG0015446	g19623	Aa_G113780.h1.t1
OG0015447	g18711	Aa_G273250.h1.t1
OG0015448	g18710	Aa_G273240.h1.t1
OG0015449	g18709	Aa_G273230.h1.t1
OG0015450	g18707	Aa_G273190.h1.t1
OG0015451	g18705	Aa_G273170.h1.t1
OG0015452	g18699	Aa_G273110.h1.t1
OG0015454	g18783	Aa_G273010.h1.t1
OG0015455	g18782	Aa_G273000.h1.t1
OG0015456	g18764	Aa_G163690.h1.t1
OG0015457	g11147	Aa_G163650.h1.t1
OG0015458	g18749	Aa_G163530.h1.t1
OG0015459	g18740	Aa_G364340.h1.t1
OG0015460	g18731	Aa_G364290.h1.t1
OG0015462	g1747	Aa_G236560.h1.t1
OG0015463	g18793	Aa_G167860.h1.t1
OG0015464	g18685	Aa_G167700.h1.t1
OG0015465	g18684	Aa_G167690.h1.t1
OG0015466	g11151	Aa_G2590.h1.t1
OG0015467	g1767	Aa_G2550.h1.t1
OG0015470	g1808	Aa_G2200.h1.t1
OG0015472	g28353	Aa_G261130.h1.t1
OG0015474	g11166	Aa_G572560.h1.t1
OG0015475	g1857	Aa_G80990.h1.t1
OG0015476	g1862	Aa_G81060.h1.t1
OG0015477	g18687	Aa_G57910.h1.t1, Aa_G479270.h1.t1
OG0015478	g1876	Aa_G57930.h1.t1
OG0015480	g1885	Aa_G48760.h1.t1
OG0015481	g1886	Aa_G48750.h1.t1
OG0015483	g18817, g1907	Aa_G208910.h1.t1
OG0015484	g18822	Aa_G77270.h1.t1
OG0015485	g18832	Aa_G282460.h1.t1, Aa_G77380.h1.t1
OG0015486	g32201	Aa_G442230.h1.t1
OG0015487	g1925	Aa_G77420.h1.t1
OG0015488	g1929	Aa_G103420.h1.t1
OG0015489	g18843	Aa_G103330.h1.t1
OG0015490	g1947	Aa_G349410.h1.t1
OG0015491	g18876	Aa_G349370.h1.t1
OG0015492	g1963	Aa_G132780.h1.t1
OG0015493	g18885	Aa_G686850.h1.t1
OG0015494	g2020	Aa_G340600.h1.t1
OG0015495	g2019	Aa_G340610.h1.t1
OG0015496	g13579	Aa_G341100.h1.t1
OG0015497	g18906	Aa_G350850.h1.t1
OG0015498	g1999	Aa_G114290.h1.t1
OG0015500	g18943	Aa_G114120.h1.t1
OG0015501	g18947	Aa_G433220.h1.t1
OG0015502	g18948	Aa_G433210.h1.t1
OG0015503	g18952	Aa_G433170.h1.t1
OG0015504	g1979	Aa_G433130.h1.t1
OG0015505	g11210	Aa_G433120.h1.t1
OG0015506	g2049	Aa_G221040.h1.t1
OG0015507	g2130	Aa_G345780.h1.t1
OG0015508	g18976	Aa_G494450.h1.t1
OG0015509	g24775	Aa_G317240.h1.t1
OG0015510	g2120	Aa_G114790.h1.t1
OG0015511	g2117	Aa_G114820.h1.t1
OG0015512	g2113	Aa_G114860.h1.t1
OG0015513	g2099	Aa_G461150.h1.t1
OG0015515	g51074	Aa_G35720.h1.t1
OG0015516	g2073, g19001	Aa_G238690.h1.t1
OG0015517	g19014	Aa_G174930.h1.t1
OG0015518	g2135	Aa_G728360.h1.t1
OG0015520	g3015	Aa_G208400.h1.t1
OG0015521	g11261	Aa_G373070.h1.t1
OG0015522	g2146	Aa_G373090.h1.t1
OG0015523	g2162	Aa_G224880.h1.t1
OG0015524	g2165	Aa_G268620.h1.t1
OG0015525	g2168	Aa_G287160.h1.t1
OG0015526	g2172	Aa_G287280.h1.t1
OG0015527	g19052	Aa_G287310.h1.t1
OG0015528	g2181	Aa_G302290.h1.t1
OG0015529	g19059	Aa_G591510.h1.t1
OG0015530	g19060	Aa_G591500.h1.t1
OG0015531	g19072	Aa_G492390.h1.t1, Aa_G213670.h1.t1
OG0015533	g2211	Aa_G306790.h1.t1
OG0015534	g2215, g19099	Aa_G718090.h1.t1
OG0015535	g2218	Aa_G99110.h1.t1
OG0015536	g2222	Aa_G99050.h1.t1
OG0015537	g11279	Aa_G601480.h1.t1
OG0015538	g10396	Aa_G507210.h1.t1
OG0015539	g2233	Aa_G507190.h1.t1
OG0015540	g2237	Aa_G501180.h1.t1
OG0015541	g2257	Aa_G287660.h1.t1
OG0015542	g2252	Aa_G301480.h1.t1
OG0015543	g2245	Aa_G381390.h1.t1
OG0015544	g2244	Aa_G381380.h1.t1
OG0015545	g2264	Aa_G381340.h1.t1
OG0015546	g44862	Aa_G131720.h1.t1
OG0015547	g19147	Aa_G511040.h1.t1
OG0015548	g2278	Aa_G600790.h1.t1
OG0015549	g2285	Aa_G319020.h1.t1
OG0015550	g2289	Aa_G416690.h1.t1
OG0015551	g19154	Aa_G416650.h1.t1
OG0015552	g11299	Aa_G300550.h1.t1
OG0015553	g19155	Aa_G300540.h1.t1
OG0015554	g19160	Aa_G277050.h1.t1
OG0015555	g53982	Aa_G265980.h1.t1
OG0015556	g46790	Aa_G512940.h1.t1
OG0015558	g2323	Aa_G582250.h1.t1
OG0015559	g11305	Aa_G393790.h1.t1
OG0015561	g2342	Aa_G402300.h1.t1
OG0015562	g5890	Aa_G440890.h1.t1
OG0015563	g2384	Aa_G211570.h1.t1
OG0015566	g2406	Aa_G111460.h1.t1
OG0015567	g19224	Aa_G555630.h1.t1
OG0015568	g19227	Aa_G153560.h1.t1
OG0015569	g19230	Aa_G153530.h1.t1
OG0015571	g935	Aa_G231650.h1.t1
OG0015572	g39444	Aa_G82300.h1.t1
OG0015573	g28424	Aa_G198280.h1.t1
OG0015574	g28423	Aa_G198260.h1.t1
OG0015575	g41279	Aa_G134080.h1.t1
OG0015576	g28416, g41278	Aa_G134070.h1.t1
OG0015577	g17608, g24401	Aa_G507540.h1.t1
OG0015578	g6453	Aa_G306440.h1.t1
OG0015579	g6452	Aa_G306430.h1.t1
OG0015580	g13511	Aa_G571720.h1.t1
OG0015581	g11707	Aa_G400010.h1.t1
OG0015582	g11706	Aa_G399990.h1.t1
OG0015583	g11700	Aa_G284680.h1.t1
OG0015584	g13517	Aa_G284660.h1.t1
OG0015585	g6436	Aa_G380090.h1.t1
OG0015586	g6422	Aa_G76990.h1.t1
OG0015587	g6420	Aa_G77010.h1.t1
OG0015588	g6410	Aa_G86390.h1.t1
OG0015589	g6409	Aa_G86400.h1.t1
OG0015590	g6396	Aa_G680660.h1.t1
OG0015591	g6395	Aa_G680680.h1.t1
OG0015592	g13534	Aa_G140.h1.t1
OG0015593	g13535	Aa_G150.h1.t1
OG0015594	g11655	Aa_G210.h1.t1
OG0015595	g13549	Aa_G240.h1.t1
OG0015596	g13550	Aa_G270.h1.t1
OG0015597	g13562	Aa_G320.h1.t1
OG0015598	g11648	Aa_G390.h1.t1
OG0015599	g6359	Aa_G53670.h1.t1
OG0015600	g45136	Aa_G211290.h1.t1
OG0015601	g13573	Aa_G221070.h1.t1
OG0015602	g11615	Aa_G341090.h1.t1
OG0015603	g36968	Aa_G337520.h1.t1
OG0015604	g13582	Aa_G579510.h1.t1
OG0015605	g13494	Aa_G26880.h1.t1
OG0015606	g41833	Aa_G3660.h1.t1
OG0015607	g44931	Aa_G510250.h1.t1
OG0015608	g44921	Aa_G419250.h1.t1
OG0015609	g41782	Aa_G303700.h1.t1
OG0015610	g44916	Aa_G260.h1.t1, Aa_G304750.h1.t1
OG0015611	g41724	Aa_G586440.h1.t1
OG0015612	g44900	Aa_G449650.h1.t1
OG0015613	g44899	Aa_G449670.h1.t1
OG0015614	g41616	Aa_G55930.h1.t1
OG0015615	g44875	Aa_G479380.h1.t1
OG0015616	g13638	Aa_G28760.h1.t1
OG0015617	g41577	Aa_G131730.h1.t1
OG0015618	g41574	Aa_G218620.h1.t1
OG0015619	g44852	Aa_G609160.h1.t1
OG0015620	g45666	Aa_G790510.h1.t1
OG0015621	g10285	Aa_G102240.h1.t1
OG0015622	g18499	Aa_G139000.h1.t1
