Orthogroup	Cochlearia_excelsa	Arabis_alpina
OG0010676	g132	Aa_G500360.h1.t1
OG0010677	g9700	Aa_G81350.h1.t1
OG0010679	g9710	Aa_G527020.h1.t1
OG0010680	g9722	Aa_G37230.h1.t1
OG0010681	g187	Aa_G720630.h1.t1, Aa_G704370.h1.t1
OG0010682	g9746	Aa_G20900.h1.t1
OG0010683	g208	Aa_G20950.h1.t1
OG0010684	g215	Aa_G21060.h1.t1
OG0010685	g236	Aa_G51520.h1.t1
OG0010686	g9774	Aa_G51620.h1.t1
OG0010688	g9781	Aa_G268420.h1.t1
OG0010689	g9790	Aa_G268270.h1.t1
OG0010690	g260	Aa_G268200.h1.t1
OG0010691	g268	Aa_G76130.h1.t1
OG0010692	g271	Aa_G76090.h1.t1
OG0010693	g9800	Aa_G76080.h1.t1
OG0010694	g9801	Aa_G76040.h1.t1
OG0010695	g297, g9815	Aa_G75200.h1.t1
OG0010696	g302	Aa_G75270.h1.t1
OG0010697	g14048	Aa_G372920.h1.t1
OG0010698	g9844	Aa_G621030.h1.t1
OG0010699	g345	Aa_G13730.h1.t1
OG0010700	g354, g9853	Aa_G13640.h1.t1
OG0010701	g9867, g368	Aa_G315950.h1.t1
OG0010702	g9870	Aa_G131070.h1.t1
OG0010703	g9885	Aa_G435190.h1.t1
OG0010704	g408	Aa_G583390.h1.t1
OG0010705	g424	Aa_G448830.h1.t1
OG0010706	g453, g9950	Aa_G165580.h1.t1
OG0010707	g469	Aa_G97860.h1.t1
OG0010709	g471	Aa_G746020.h1.t1
OG0010711	g9961, g488	Aa_G637270.h1.t1
OG0010712	g18586	Aa_G143230.h1.t1
OG0010713	g29723	Aa_G170360.h1.t1
OG0010714	g508	Aa_G475000.h1.t1
OG0010715	g513	Aa_G377430.h1.t1
OG0010716	g514	Aa_G377440.h1.t1
OG0010718	g18573	Aa_G46200.h1.t1
OG0010719	g9998	Aa_G46160.h1.t1
OG0010720	g10014	Aa_G45400.h1.t1
OG0010721	g10017	Aa_G45390.h1.t1
OG0010722	g18568	Aa_G45320.h1.t1
OG0010724	g35793, g18566	Aa_G392330.h1.t1
OG0010725	g10027, g568	Aa_G169020.h1.t1
OG0010726	g604	Aa_G552750.h1.t1
OG0010727	g607	Aa_G539210.h1.t1
OG0010728	g10065, g608	Aa_G539220.h1.t1
OG0010729	g13536	Aa_G170.h1.t1
OG0010730	g622	Aa_G574370.h1.t1
OG0010731	g10086, g623	Aa_G574380.h1.t1
OG0010732	g29120	Aa_G112780.h1.t1, Aa_G112790.h1.t1
OG0010733	g29110	Aa_G181340.h1.t1
OG0010734	g28982	Aa_G181270.h1.t1
OG0010737	g41412	Aa_G68290.h1.t1
OG0010739	g701	Aa_G68270.h1.t1
OG0010741	g28949	Aa_G68160.h1.t1
OG0010742	g715	Aa_G662230.h1.t1, Aa_G755180.h1.t1
OG0010743	g28927	Aa_G15450.h1.t1
OG0010744	g28922	Aa_G15370.h1.t1
OG0010745	g28919	Aa_G314240.h1.t1
OG0010746	g41381	Aa_G633720.h1.t1
OG0010747	g755	Aa_G444290.h1.t1
OG0010748	g760	Aa_G9110.h1.t1
OG0010749	g763	Aa_G9070.h1.t1
OG0010750	g41369, g28898	Aa_G9060.h1.t1
OG0010751	g28895	Aa_G9010.h1.t1
OG0010752	g768	Aa_G8880.h1.t1
OG0010753	g28877	Aa_G8640.h1.t1
OG0010754	g790, g43749	Aa_G459180.h1.t1
OG0010755	g796	Aa_G447590.h1.t1
OG0010756	g28867, g41356	Aa_G173990.h1.t1, Aa_G174000.h1.t1
OG0010757	g800	Aa_G374060.h1.t1
OG0010758	g802	Aa_G173930.h1.t1
OG0010759	g41353	Aa_G173910.h1.t1
OG0010760	g41351	Aa_G470820.h1.t1
OG0010761	g28849	Aa_G127280.h1.t1
OG0010762	g844	Aa_G337330.h1.t1
OG0010763	g846	Aa_G338290.h1.t1
OG0010764	g41321	Aa_G362140.h1.t1
OG0010765	g51884	Aa_G324960.h1.t1
OG0010766	g1276	Aa_G28260.h1.t1
OG0010767	g28746	Aa_G28210.h1.t1
OG0010768	g28742	Aa_G28110.h1.t1
OG0010769	g28741	Aa_G28100.h1.t1
OG0010770	g39236, g1273, g28732	Aa_G28060.h1.t1
OG0010771	g39237, g1270	Aa_G28050.h1.t1
OG0010772	g28708	Aa_G225500.h1.t1, Aa_G225510.h1.t1
OG0010773	g39255	Aa_G345570.h1.t1
OG0010774	g1235	Aa_G19190.h1.t1, Aa_G345640.h1.t1
OG0010775	g1224	Aa_G148080.h1.t1
OG0010776	g28715	Aa_G147970.h1.t1
OG0010777	g28716	Aa_G147960.h1.t1
OG0010778	g1163	Aa_G344320.h1.t1
OG0010779	g28696	Aa_G344220.h1.t1
OG0010780	g28695	Aa_G344210.h1.t1
OG0010781	g28694	Aa_G344200.h1.t1, Aa_G344180.h1.t1
OG0010782	g28689	Aa_G31470.h1.t1
OG0010783	g28685	Aa_G31550.h1.t1
OG0010784	g28677	Aa_G31650.h1.t1
OG0010785	g28680	Aa_G31620.h1.t1
OG0010786	g28679	Aa_G31630.h1.t1
OG0010788	g28667	Aa_G31730.h1.t1
OG0010789	g28661	Aa_G31810.h1.t1
OG0010790	g1136	Aa_G227620.h1.t1
OG0010791	g1134	Aa_G227640.h1.t1
OG0010792	g28655	Aa_G227690.h1.t1
OG0010793	g39304	Aa_G307740.h1.t1
OG0010794	g28625	Aa_G69080.h1.t1
OG0010795	g39331	Aa_G197840.h1.t1
OG0010796	g1083	Aa_G22000.h1.t1
OG0010797	g39338	Aa_G22020.h1.t1, Aa_G488010.h1.t1
OG0010800	g39355	Aa_G216670.h1.t1
OG0010801	g28544	Aa_G253190.h1.t1
OG0010802	g1043	Aa_G537150.h1.t1
OG0010803	g28527	Aa_G417990.h1.t1
OG0010804	g39365	Aa_G418010.h1.t1
OG0010805	g39366	Aa_G48500.h1.t1
OG0010806	g45997	Aa_G199300.h1.t1
OG0010807	g2542	Aa_G620600.h1.t1
OG0010808	g1012	Aa_G59080.h1.t1
OG0010810	g28505	Aa_G641460.h1.t1
OG0010812	g28495, g983	Aa_G149040.h1.t1
OG0010813	g2647	Aa_G445120.h1.t1
OG0010814	g2676, g19456, g19444	Aa_G106800.h1.t1
OG0010815	g19438	Aa_G106930.h1.t1
OG0010816	g28449	Aa_G141240.h1.t1
OG0010817	g946	Aa_G88100.h1.t1
OG0010818	g39432	Aa_G578850.h1.t1
OG0010819	g955	Aa_G54560.h1.t1
OG0010820	g39556	Aa_G191670.h1.t1, Aa_G115790.h1.t1
OG0010821	g41148	Aa_G90070.h1.t1, Aa_G90090.h1.t1
OG0010822	g25469	Aa_G588700.h1.t1
OG0010823	g39590	Aa_G179940.h1.t1
OG0010824	g39591	Aa_G179950.h1.t1
OG0010825	g39601	Aa_G188720.h1.t1
OG0010826	g25479	Aa_G188750.h1.t1
OG0010827	g39605	Aa_G188790.h1.t1
OG0010828	g29639	Aa_G762810.h1.t1
OG0010829	g45474	Aa_G244270.h1.t1
OG0010830	g32211	Aa_G233510.h1.t1
OG0010831	g45468	Aa_G244430.h1.t1
OG0010832	g45466, g29650	Aa_G672360.h1.t1
OG0010833	g5576	Aa_G640320.h1.t1
OG0010835	g29655	Aa_G386450.h1.t1
OG0010836	g29669	Aa_G494040.h1.t1
OG0010837	g29690	Aa_G209760.h1.t1
OG0010838	g45449	Aa_G209790.h1.t1
OG0010839	g45446	Aa_G307570.h1.t1
OG0010840	g5613	Aa_G307550.h1.t1
OG0010843	g29725	Aa_G170370.h1.t1
OG0010844	g5639	Aa_G170470.h1.t1, Aa_G243020.h1.t1
OG0010845	g5643	Aa_G927590.h1.t1, Aa_G170530.h1.t1
OG0010847	g29757	Aa_G303910.h1.t1
OG0010848	g5656	Aa_G303950.h1.t1
OG0010849	g45414, g40769	Aa_G331820.h1.t1
OG0010850	g38396	Aa_G162580.h1.t1
OG0010851	g5684	Aa_G73140.h1.t1
OG0010852	g27583	Aa_G255000.h1.t1
OG0010853	g45395, g5693	Aa_G181570.h1.t1
OG0010855	g29820	Aa_G226370.h1.t1
OG0010856	g29821	Aa_G226390.h1.t1
OG0010857	g5720	Aa_G520010.h1.t1
OG0010858	g5733	Aa_G170170.h1.t1
OG0010860	g29839	Aa_G456330.h1.t1
OG0010861	g5756	Aa_G451870.h1.t1
OG0010862	g45341	Aa_G260700.h1.t1, Aa_G260710.h1.t1
OG0010864	g45329	Aa_G260570.h1.t1
OG0010865	g45317	Aa_G506890.h1.t1
OG0010866	g5793	Aa_G274580.h1.t1
OG0010868	g5797	Aa_G18890.h1.t1
OG0010869	g5801	Aa_G18700.h1.t1
OG0010871	g45300	Aa_G443040.h1.t1
OG0010872	g5818	Aa_G612080.h1.t1
OG0010873	g45290	Aa_G420130.h1.t1
OG0010874	g5845	Aa_G53820.h1.t1
OG0010875	g5863	Aa_G264610.h1.t1
OG0010877	g39333, g45282	Aa_G271720.h1.t1
OG0010878	g16836	Aa_G266710.h1.t1
OG0010879	g16834	Aa_G266750.h1.t1
OG0010880	g46657, g16808	Aa_G370890.h1.t1
OG0010881	g16800	Aa_G298270.h1.t1
OG0010882	g16787	Aa_G165370.h1.t1
OG0010883	g16784	Aa_G165300.h1.t1
OG0010884	g16779, g16781	Aa_G201130.h1.t1
OG0010885	g23993	Aa_G506070.h1.t1
OG0010886	g46621	Aa_G184850.h1.t1
OG0010887	g44269	Aa_G239150.h1.t1
OG0010888	g13829	Aa_G239230.h1.t1
OG0010889	g44264	Aa_G239260.h1.t1
OG0010890	g13598	Aa_G497400.h1.t1
OG0010891	g46581	Aa_G312060.h1.t1
OG0010892	g46560	Aa_G21630.h1.t1
OG0010893	g46548	Aa_G21770.h1.t1
OG0010894	g44312	Aa_G265780.h1.t1
OG0010895	g46518	Aa_G145270.h1.t1
OG0010896	g44343	Aa_G444550.h1.t1
OG0010897	g2873, g19551	Aa_G99350.h1.t1
OG0010898	g44354	Aa_G335540.h1.t1
OG0010899	g18286	Aa_G397150.h1.t1, Aa_G397150.h2.t1, Aa_G237410.h1.t1
OG0010901	g46436	Aa_G508930.h1.t1
OG0010902	g46431	Aa_G508970.h1.t1
OG0010903	g46417	Aa_G197880.h1.t1
OG0010904	g46415	Aa_G204360.h1.t1
OG0010905	g46393	Aa_G526840.h1.t1
OG0010906	g14076	Aa_G121530.h1.t1
OG0010907	g46374	Aa_G129450.h1.t1
OG0010908	g44363	Aa_G129270.h1.t1
OG0010909	g46353	Aa_G129250.h1.t1
OG0010910	g46337	Aa_G141970.h1.t1, Aa_G104320.h1.t1
OG0010911	g46322	Aa_G215610.h1.t1
OG0010912	g46289	Aa_G111010.h1.t1
OG0010914	g11548	Aa_G490440.h1.t1
OG0010915	g44407	Aa_G315400.h1.t1
OG0010916	g38395	Aa_G750960.h1.t1
OG0010918	g26900	Aa_G6700.h1.t1
OG0010919	g46229	Aa_G822040.h1.t1, Aa_G64910.h1.t1
OG0010920	g44468	Aa_G348770.h1.t1
OG0010921	g44479	Aa_G259380.h1.t1
OG0010922	g46182	Aa_G259420.h1.t1
OG0010923	g14024, g6086	Aa_G199530.h1.t1
OG0010924	g14023	Aa_G199540.h1.t1, Aa_G141620.h1.t1, Aa_G141650.h1.t1
OG0010925	g14008	Aa_G329590.h1.t1
OG0010926	g6814	Aa_G371370.h1.t1
OG0010927	g28483	Aa_G123530.h1.t1
OG0010928	g2729	Aa_G630210.h1.t1
OG0010929	g19513, g2731	Aa_G425850.h1.t1
OG0010931	g54382, g54377, g54381	Aa_G205620.h1.t1
OG0010932	g27984	Aa_G231490.h1.t1
OG0010933	g36683	Aa_G118330.h1.t1
OG0010934	g28143	Aa_G92320.h1.t1
OG0010935	g28000	Aa_G504500.h1.t1
OG0010936	g36659	Aa_G355410.h1.t1
OG0010937	g54298	Aa_G74260.h1.t1
OG0010938	g54296, g36633	Aa_G74220.h1.t1
OG0010939	g36610	Aa_G650270.h1.t1
OG0010940	g38281	Aa_G371750.h1.t1
OG0010942	g37149	Aa_G313370.h1.t1
OG0010944	g38029	Aa_G177490.h1.t1
OG0010947	g51599	Aa_G402630.h1.t1
OG0010948	g19594	Aa_G208430.h1.t1
OG0010949	g11449	Aa_G192040.h1.t1
OG0010950	g3138	Aa_G115910.h1.t1
OG0010952	g17890	Aa_G266950.h1.t1
OG0010953	g13527	Aa_G246570.h1.t1
OG0010954	g41249	Aa_G308740.h1.t1
OG0010955	g1421	Aa_G73920.h1.t1
OG0010956	g1455	Aa_G201690.h1.t1
OG0010957	g17920	Aa_G241700.h1.t1
OG0010958	g46977	Aa_G183890.h1.t1
OG0010959	g24705	Aa_G126890.h1.t1
OG0010960	g47002	Aa_G198050.h1.t1
OG0010961	g24579	Aa_G7420.h1.t1
OG0010962	g17777	Aa_G367900.h1.t1
OG0010963	g13596	Aa_G378690.h1.t1, Aa_G890940.h1.t1
OG0010964	g17756	Aa_G250840.h1.t1
OG0010965	g24539	Aa_G408330.h1.t1
OG0010966	g47038	Aa_G677800.h1.t1
OG0010967	g47057	Aa_G498460.h1.t1
OG0010968	g47078	Aa_G31070.h1.t1
OG0010970	g47083	Aa_G31270.h1.t1
OG0010971	g1594	Aa_G25720.h1.t1
OG0010972	g47092	Aa_G482190.h1.t1
OG0010973	g24466	Aa_G351590.h1.t1
OG0010974	g24457	Aa_G496650.h1.t1
OG0010975	g17647	Aa_G432430.h1.t1
OG0010976	g27499	Aa_G532570.h1.t1
OG0010977	g1461	Aa_G82890.h1.t1
OG0010978	g24407	Aa_G327150.h1.t1
OG0010979	g24403	Aa_G327200.h1.t1
OG0010980	g24410	Aa_G551020.h1.t1
OG0010981	g46025	Aa_G579220.h1.t1
OG0010984	g44572	Aa_G303450.h1.t1
OG0010988	g46083	Aa_G203150.h1.t1
OG0010989	g51550	Aa_G286490.h1.t1
OG0010990	g46095	Aa_G567770.h1.t1
OG0010991	g46098	Aa_G30340.h1.t1
OG0010992	g46101	Aa_G30370.h1.t1
OG0010993	g44555	Aa_G30450.h1.t1
OG0010994	g46109	Aa_G30510.h1.t1
OG0010995	g44544	Aa_G98890.h1.t1
OG0010996	g46131	Aa_G449850.h1.t1
OG0010997	g44532	Aa_G283720.h1.t1
OG0011000	g46152	Aa_G492820.h1.t1
OG0011001	g44497	Aa_G64430.h1.t1
OG0011002	g46169	Aa_G64420.h1.t1
OG0011003	g46170	Aa_G64410.h1.t1
OG0011004	g44826	Aa_G423710.h1.t1
OG0011005	g44821	Aa_G159510.h1.t1
OG0011006	g45770	Aa_G305330.h1.t1
OG0011007	g45776	Aa_G283310.h1.t1
OG0011009	g44773	Aa_G538470.h1.t1
OG0011010	g36055	Aa_G194960.h1.t1
OG0011011	g23532, g17026	Aa_G187480.h1.t1
OG0011012	g23524	Aa_G23810.h1.t1
OG0011014	g23513	Aa_G186690.h1.t1
OG0011015	g23509	Aa_G450000.h1.t1
OG0011016	g17016	Aa_G304530.h1.t1
OG0011017	g11645	Aa_G211250.h1.t1
OG0011019	g40792	Aa_G234450.h1.t1
OG0011020	g50758, g40793	Aa_G65710.h1.t1
OG0011021	g44261	Aa_G65820.h1.t1
OG0011023	g40804	Aa_G361590.h1.t1
OG0011024	g1737, g43525	Aa_G361580.h1.t1
OG0011025	g16871	Aa_G151580.h1.t1
OG0011026	g16859	Aa_G151390.h1.t1
OG0011027	g16855	Aa_G356900.h1.t1
OG0011028	g16852	Aa_G356850.h1.t1
OG0011029	g16853	Aa_G149780.h1.t1
OG0011030	g16850	Aa_G567940.h1.t1, Aa_G398990.h1.t1
OG0011031	g4318	Aa_G119940.h1.t1, Aa_G567930.h1.t1
OG0011032	g18099	Aa_G119950.h1.t1
OG0011033	g10359	Aa_G247710.h1.t1
OG0011034	g10442	Aa_G34290.h1.t1
OG0011035	g10415	Aa_G185310.h1.t1
OG0011036	g3435	Aa_G17930.h1.t1
OG0011037	g10458	Aa_G34130.h1.t1
OG0011038	g10498	Aa_G263380.h1.t1
OG0011039	g16584	Aa_G424670.h1.t1
OG0011040	g10527	Aa_G120900.h1.t1
OG0011041	g10551	Aa_G25540.h1.t1
OG0011042	g10558	Aa_G25650.h2.t1, Aa_G25650.h1.t1
OG0011043	g10567	Aa_G25780.h1.t1
OG0011045	g10588	Aa_G83320.h1.t1
OG0011046	g10602	Aa_G257420.h1.t1
OG0011047	g1579	Aa_G207040.h1.t1
OG0011049	g1572	Aa_G227070.h1.t1
OG0011050	g10621	Aa_G227080.h1.t1
OG0011051	g44735, g44730	Aa_G372910.h1.t1
OG0011053	g44747	Aa_G133910.h1.t1
OG0011054	g45809	Aa_G540900.h1.t1
OG0011055	g45805	Aa_G654890.h1.t1
OG0011056	g44762	Aa_G626610.h1.t1
OG0011057	g45791	Aa_G446060.h1.t1
OG0011060	g10956	Aa_G58190.h1.t1
OG0011061	g40228	Aa_G97480.h1.t1
OG0011063	g40205	Aa_G151100.h1.t1
OG0011064	g40595	Aa_G566480.h1.t1
OG0011065	g40589	Aa_G385510.h1.t1
OG0011066	g40581	Aa_G419950.h1.t1
OG0011067	g40574	Aa_G176630.h1.t1
OG0011068	g10978, g40570	Aa_G118010.h1.t1
OG0011071	g40556	Aa_G290880.h1.t1
OG0011072	g10984	Aa_G290900.h1.t1
OG0011073	g10985	Aa_G290910.h1.t1
OG0011074	g45083	Aa_G664050.h1.t1
OG0011075	g28077	Aa_G513250.h1.t1
OG0011076	g2030	Aa_G322970.h1.t1
OG0011077	g54148	Aa_G599980.h1.t1
OG0011079	g36413	Aa_G92560.h1.t1
OG0011080	g28064	Aa_G92500.h1.t1
OG0011081	g36428, g28062	Aa_G181010.h1.t1
OG0011082	g28055	Aa_G178300.h1.t1
OG0011083	g28053	Aa_G178340.h1.t1
OG0011084	g54199	Aa_G36870.h1.t1
OG0011085	g36460	Aa_G36880.h1.t1
OG0011086	g54198	Aa_G36930.h1.t1
OG0011087	g28049	Aa_G36940.h1.t1
OG0011089	g54195, g36482	Aa_G410570.h1.t1
OG0011090	g36487	Aa_G431650.h1.t1
OG0011091	g36489	Aa_G431630.h1.t1
OG0011092	g28040	Aa_G415000.h1.t1
OG0011093	g28034	Aa_G582090.h1.t1
OG0011094	g54216	Aa_G225050.h1.t1
OG0011096	g54230	Aa_G166330.h1.t1
OG0011098	g54249	Aa_G677560.h1.t1
OG0011099	g54262	Aa_G256000.h1.t1
OG0011101	g36571	Aa_G386190.h1.t1
OG0011102	g37030	Aa_G150440.h1.t1
OG0011103	g49150	Aa_G150420.h1.t1
OG0011104	g37033	Aa_G150400.h1.t1
OG0011105	g37960	Aa_G440070.h1.t1
OG0011106	g51367	Aa_G440090.h1.t1
OG0011107	g51368	Aa_G440100.h1.t1
OG0011109	g51394, g37074, g37967	Aa_G337810.h1.t1
OG0011110	g37075	Aa_G305820.h1.t1
OG0011111	g51404	Aa_G438690.h1.t1
OG0011112	g51406	Aa_G305710.h1.t1
OG0011113	g23749, g37087	Aa_G142220.h1.t1
OG0011114	g37079	Aa_G291660.h2.t1, Aa_G291660.h1.t1
OG0011115	g37078	Aa_G291650.h1.t1
OG0011116	g51455	Aa_G229240.h1.t1
OG0011117	g51457	Aa_G281350.h1.t1
OG0011118	g51462	Aa_G406500.h1.t1
OG0011119	g37983	Aa_G406510.h1.t1
OG0011120	g51476	Aa_G370710.h1.t1
OG0011121	g38000	Aa_G52140.h1.t1
OG0011122	g37132	Aa_G52100.h1.t1
OG0011123	g1506	Aa_G244010.h1.t1
OG0011124	g24124	Aa_G299600.h1.t1
OG0011125	g3831, g17434	Aa_G357060.h1.t1
OG0011126	g13844	Aa_G88210.h1.t1, Aa_G627430.h1.t1
OG0011127	g24154	Aa_G244580.h1.t1
OG0011128	g43837	Aa_G62090.h1.t1
OG0011129	g17465	Aa_G507680.h1.t1
OG0011130	g47277	Aa_G345150.h1.t1
OG0011131	g24179	Aa_G339960.h1.t1
OG0011132	g47274, g44156	Aa_G340020.h1.t1
OG0011134	g24185	Aa_G423080.h1.t1
OG0011135	g24193	Aa_G155420.h1.t1
OG0011136	g52221	Aa_G289660.h1.t1
OG0011138	g24281	Aa_G96210.h1.t1
OG0011139	g47212	Aa_G607260.h1.t1
OG0011140	g24264	Aa_G697080.h1.t1
OG0011141	g24277	Aa_G96240.h1.t1
OG0011147	g41569	Aa_G780300.h1.t1, Aa_G218640.h1.t1
OG0011148	g11602	Aa_G105460.h1.t1, Aa_G87500.h1.t1
OG0011149	g19358	Aa_G473090.h1.t1
OG0011150	g2553	Aa_G555500.h1.t1
OG0011151	g7812	Aa_G45060.h1.t1
OG0011153	g47461	Aa_G55700.h1.t1
OG0011154	g23898	Aa_G439780.h1.t1
OG0011155	g10397	Aa_G580980.h1.t1
OG0011156	g41223	Aa_G629810.h1.t1
OG0011157	g1301, g28359	Aa_G249070.h1.t1
OG0011158	g1319	Aa_G598100.h1.t1
OG0011159	g1330	Aa_G503920.h1.t1
OG0011160	g28332	Aa_G84120.h1.t1
OG0011161	g28313	Aa_G153100.h1.t1
OG0011162	g28321	Aa_G83880.h1.t1
OG0011163	g28316	Aa_G498060.h1.t1, Aa_G391110.h1.t1
OG0011164	g1340	Aa_G83930.h1.t1
OG0011165	g14691	Aa_G105320.h1.t1
OG0011166	g6245	Aa_G105390.h1.t1
OG0011167	g6338	Aa_G194500.h1.t1
OG0011168	g18893	Aa_G340560.h1.t1
OG0011169	g6254	Aa_G105400.h1.t1
OG0011170	g13668	Aa_G105280.h1.t1
OG0011171	g6191	Aa_G409910.h1.t1
OG0011172	g6187	Aa_G269110.h1.t1
OG0011173	g14345	Aa_G395410.h1.t1
OG0011174	g13700	Aa_G729650.h1.t1
OG0011175	g14216, g6148	Aa_G81720.h1.t1
OG0011176	g6143	Aa_G81630.h1.t1
OG0011177	g10308	Aa_G534680.h1.t1
OG0011178	g6387	Aa_G529370.h1.t1
OG0011179	g6140, g14194	Aa_G543450.h1.t1
OG0011180	g14060	Aa_G544710.h1.t1
OG0011181	g6120	Aa_G544690.h1.t1
OG0011182	g23859	Aa_G500520.h1.t1
OG0011183	g47476	Aa_G124490.h1.t1
OG0011184	g19627	Aa_G113860.h1.t1
OG0011185	g17275	Aa_G19920.h1.t1
OG0011187	g17306	Aa_G517280.h1.t1
OG0011188	g23968	Aa_G380860.h1.t1
OG0011189	g17310, g47410	Aa_G156180.h1.t1
OG0011190	g47407	Aa_G117460.h1.t1
OG0011191	g24085	Aa_G642840.h1.t1, Aa_G340800.h1.t1
OG0011192	g12105	Aa_G233760.h1.t1
OG0011194	g28247	Aa_G127480.h1.t1
OG0011195	g47329, g24073	Aa_G204010.h1.t1
OG0011196	g24066, g47336	Aa_G201470.h1.t1
OG0011197	g24059	Aa_G245280.h1.t1
OG0011198	g17373	Aa_G369900.h1.t1
OG0011199	g47373, g1733	Aa_G58930.h1.t1
OG0011200	g6333	Aa_G53580.h1.t1
OG0011201	g47384	Aa_G398620.h1.t1
OG0011202	g24002	Aa_G398610.h1.t1
OG0011203	g47396	Aa_G782030.h1.t1
OG0011204	g24095	Aa_G448070.h1.t1
OG0011205	g24119	Aa_G148350.h1.t1
OG0011206	g52076	Aa_G374700.h1.t1
OG0011207	g25850	Aa_G3440.h1.t1
OG0011208	g40265	Aa_G3380.h1.t1
OG0011210	g36997	Aa_G39550.h1.t1
OG0011211	g37008	Aa_G39610.h1.t1
OG0011212	g37014	Aa_G39650.h1.t1
OG0011213	g18440	Aa_G150520.h1.t1, Aa_G647710.h1.t1
OG0011214	g24357	Aa_G49480.h1.t1
OG0011215	g17582, g24349	Aa_G49410.h1.t1
OG0011216	g17590	Aa_G49550.h1.t1
OG0011217	g16410, g47175	Aa_G406690.h1.t1
OG0011218	g24323	Aa_G406660.h1.t1
OG0011219	g47185	Aa_G296010.h1.t1
OG0011220	g47187	Aa_G296000.h1.t1
OG0011221	g47195	Aa_G173240.h1.t1
OG0011222	g47196, g24302	Aa_G173180.h1.t1
OG0011223	g17557	Aa_G16640.h1.t1
OG0011224	g27786	Aa_G16600.h1.t1
OG0011225	g50659	Aa_G16580.h1.t1
OG0011226	g7942	Aa_G451650.h1.t1
OG0011227	g19626	Aa_G113850.h1.t1
OG0011228	g19622	Aa_G113760.h1.t1
OG0011229	g10	Aa_G113710.h1.t1
OG0011231	g24055	Aa_G113680.h1.t1
OG0011232	g18769	Aa_G336750.h1.t1
OG0011233	g18765	Aa_G163700.h1.t1
OG0011234	g18762, g11146, g1742	Aa_G163660.h1.t1
OG0011235	g1744	Aa_G236620.h1.t1
OG0011236	g18795	Aa_G187510.h1.t1, Aa_G435530.h1.t1, Aa_G167820.h1.t1
OG0011237	g18796	Aa_G167800.h1.t1
OG0011238	g1758	Aa_G167790.h1.t1
OG0011239	g11150	Aa_G167780.h1.t1
OG0011240	g1766	Aa_G2610.h1.t1
OG0011241	g1787	Aa_G2300.h1.t1
OG0011242	g1796	Aa_G2230.h1.t1
OG0011243	g1802	Aa_G2220.h1.t1
OG0011244	g11161	Aa_G2140.h1.t1
OG0011245	g1816	Aa_G33530.h1.t1
OG0011246	g1817	Aa_G33520.h1.t1
OG0011247	g11167	Aa_G81000.h1.t1
OG0011249	g18689	Aa_G57880.h1.t1
OG0011250	g1887	Aa_G48740.h1.t1
OG0011251	g1888	Aa_G48730.h1.t1
OG0011252	g18800	Aa_G353920.h1.t1
OG0011253	g1897, g18801	Aa_G353930.h1.t1
OG0011254	g1901	Aa_G353980.h1.t1
OG0011255	g18821, g1916	Aa_G77260.h1.t1
OG0011256	g1930	Aa_G103400.h1.t1
OG0011257	g18856	Aa_G103300.h1.t1, Aa_G103310.h1.t1
OG0011258	g1952	Aa_G132600.h1.t1
OG0011259	g1957	Aa_G132640.h1.t1
OG0011260	g1965	Aa_G132790.h1.t1
OG0011261	g18880	Aa_G322990.h1.t1
OG0011262	g47695	Aa_G158730.h1.t1
OG0011263	g2005	Aa_G350910.h1.t1, Aa_G647680.h1.t1
OG0011264	g18911	Aa_G262260.h1.t1
OG0011265	g2004	Aa_G262280.h1.t1
OG0011266	g18914	Aa_G262320.h1.t1
OG0011267	g3495	Aa_G337600.h1.t1
OG0011268	g1986	Aa_G345910.h1.t1
OG0011269	g1983, g18946	Aa_G433230.h1.t1
OG0011270	g2042	Aa_G221120.h1.t1
OG0011271	g18995	Aa_G614490.h1.t1
OG0011272	g40331	Aa_G107480.h1.t1
OG0011273	g47717	Aa_G749400.h1.t1
OG0011274	g44835	Aa_G110410.h1.t1
OG0011275	g2062	Aa_G483460.h1.t1
OG0011276	g19007	Aa_G562580.h1.t1
OG0011277	g19009	Aa_G562540.h1.t1
OG0011278	g19010	Aa_G562530.h1.t1
OG0011279	g2136	Aa_G728370.h1.t1
OG0011280	g19018	Aa_G559670.h1.t1
OG0011281	g19020	Aa_G559690.h1.t1
OG0011282	g2158	Aa_G378350.h1.t1
OG0011283	g6211, g19033	Aa_G378370.h1.t1
OG0011284	g19044	Aa_G869770.h1.t1, Aa_G287170.h1.t1
OG0011285	g11267	Aa_G287180.h1.t1
OG0011286	g2174	Aa_G287330.h1.t1
OG0011288	g28268, g11273, g2186	Aa_G494920.h1.t1
OG0011289	g19067	Aa_G494910.h1.t1
OG0011290	g19069	Aa_G619510.h1.t1
OG0011292	g19074	Aa_G213600.h1.t1
OG0011294	g2236	Aa_G501170.h1.t1
OG0011296	g2241	Aa_G381350.h1.t1
OG0011297	g2266	Aa_G381300.h1.t1
OG0011298	g19134	Aa_G381260.h1.t1
OG0011299	g2272	Aa_G331310.h1.t1
OG0011300	g2273	Aa_G511060.h1.t1
OG0011301	g19146	Aa_G511050.h1.t1
OG0011302	g2276	Aa_G511010.h1.t1
OG0011303	g2286	Aa_G319010.h1.t1
OG0011304	g19150	Aa_G319000.h1.t1
OG0011305	g2291	Aa_G416660.h1.t1
