Orthogroup	Cochlearia_excelsa	Conringia_planisiliqua
OG0006943	g31697	CP7_g46011_DN2_SP0_c.t1
OG0006944	g50010	CP7_g45986_DN3_SP0_c.t1
OG0006945	g50014	CP8_g53026_DN3_SP0_c.t1, CP7_g45980_DN3_SP1_c.t1, CP8_g53027_DN3_SP0_c.t1
OG0006946	g31731	CP7_g45969_DN3_SP0_c.t1
OG0006947	g27396	CP7_g45967_DN3_SP1_c.t1
OG0006948	g31734, g50017	CP7_g45965_DN3_SP8_c.t1
OG0006949	g31742	CP7_g45955_DN3_SP5_c.t1
OG0006951	g31779	CP7_g45909_DN3_SP0_c.t1
OG0006952	g31790	CP7_g45894_DN3_SP3_c.t1
OG0006953	g31814	CP7_g45865_DN3_SP7_c.t1
OG0006954	g31827	CP7_g45834_DN3_SP8_c.t1
OG0006955	g26819, g50089, g3704	CP7_g45805_DN2_SP0_c.t1
OG0006957	g50122	CP7_g45749_DN3_SP0_c.t1, CP7_g45748_DN3_SP0_c.t1
OG0006958	g50145	CP7_g45704_DN3_SP8_c.t1
OG0006959	g50154	CP7_g45687_DN3_SP0_c.t1
OG0006960	g31953	CP7_g45678_DN3_SP0_c.t1
OG0006961	g31962	CP7_g45666_DN2_SP0_c.t1
OG0006962	g31993	CP7_g45639_DN3_SP8_c.t1
OG0006965	g32013	CP7_g45592_DN3_SP8_c.t1
OG0006967	g50227	CP7_g45579_DN3_SP0_c.t1
OG0006968	g11007	CP13_g20043_DN3_SP8_c.t1
OG0006969	g47062	CP12_g29943_DN2_SP0_c.t1
OG0006971	g45915	CP9_g28756_DN3_SP0_c.t1, CP9_g28757_DN3_SP8_c.t1
OG0006972	g45893, g44666	CP9_g28727_DN3_SP5_c.t1
OG0006974	g23848	CP19_g18241_DN3_SP8_c.t1
OG0006975	g17226	CP19_g18238_DN3_SP1_c.t1
OG0006977	g40855	CP2_g48963_DN3_SP0_c.t1
OG0006979	g40903	CP2_g49034_DN3_SP8_c.t1
OG0006980	g40924, g37947	CP2_g49050_DN3_SP0_c.t1
OG0006981	g40944	CP2_g49101_DN3_SP0_c.t1
OG0006982	g44180	CP2_g49112_DN3_SP8_c.t1
OG0006983	g32270	CP7_g45152_DN3_SP0_c.t1
OG0006984	g40980	CP2_g49194_DN3_SP0_c.t1, CP2_g49180_DN3_SP1_c.t1
OG0006986	g41062	CP2_g49481_DN3_SP8_c.t1
OG0006987	g40819	CP2_g48874_DN2_SP0_c.t1
OG0006989	g44262	CP4_g26404_DN1_SP0_c.t1, CP4_g26405_DN2_SP0_c.t1, CP2_g48901_DN3_SP7_c.t1
OG0006990	g46619	CP19_g17818_DN3_SP0_c.t1
OG0006991	g10938, g4617	CP13_g19843_DN3_SP3_c.t1
OG0006993	g40645	CP13_g19829_DN3_SP0_c.t1
OG0006994	g10858	CP13_g19736_DN3_SP8_c.t1
OG0006995	g10847	CP13_g19729_DN3_SP0_c.t1
OG0006996	g10830, g40730	CP13_g19708_DN3_SP8_c.t1
OG0006997	g40504	CP13_g20124_DN1_SP0_c.t1
OG0006998	g25538	CP11_g31922_DN3_SP0_c.t1
OG0006999	g47698	CP5_g1048_DN3_SP6_c.t1
OG0007000	g47701	CP5_g1041_DN3_SP8_c.t1
OG0007001	g28109	CP1_g38339_DN3_SP0_c.t1
OG0007002	g54049	CP10_g42730_DN3_SP2_c.t1, CP1_g38321_DN3_SP8_c.t1
OG0007003	g44485	CP9_g29138_DN3_SP5_c.t1
OG0007004	g46177	CP9_g29134_DN3_SP8_c.t1
OG0007005	g44496	CP9_g29128_DN3_SP8_c.t1
OG0007006	g18359	CP5_g28_DN3_SP8_c.t1
OG0007007	g18325	CP5_g73_DN3_SP5_c.t1
OG0007008	g22690	CP5_g96_DN3_SP4_c.t1
OG0007009	g22709	CP5_g122_DN3_SP0_c.t1
OG0007011	g22778, g22777	CP5_g197_DN3_SP0_c.t1
OG0007012	g22807	CP5_g233_DN3_SP7_c.t1
OG0007013	g22826	CP5_g249_DN3_SP3_c.t1
OG0007015	g22862	CP5_g292_DN3_SP0_c.t1
OG0007016	g22887	CP5_g322_DN3_SP1_c.t1
OG0007017	g18257	CP5_g343_DN3_SP5_c.t1
OG0007018	g22907	CP5_g344_DN3_SP5_c.t1
OG0007019	g47961, g47956	CP5_g389_DN3_SP8_c.t1
OG0007020	g22961	CP5_g411_DN3_SP1_c.t1
OG0007021	g22975	CP5_g436_DN3_SP6_c.t1
OG0007022	g22978	CP5_g439_DN1_SP0_c.t1
OG0007023	g22993	CP5_g457_DN3_SP1_c.t1
OG0007024	g40967, g44177	CP2_g49125_DN3_SP8_c.t1
OG0007025	g23025	CP5_g501_DN3_SP0_c.t1
OG0007027	g23037	CP5_g512_DN3_SP3_c.t1
OG0007028	g47895	CP5_g524_DN3_SP8_c.t1
OG0007029	g23047	CP5_g531_DN2_SP0_c.t1
OG0007030	g23065	CP5_g539_DN3_SP5_c.t1
OG0007031	g23281	CP5_g785_DN3_SP5_c.t1
OG0007032	g23280	CP5_g784_DN3_SP8_c.t1
OG0007034	g23258, g47817	CP5_g752_DN3_SP8_c.t1
OG0007035	g23256	CP5_g750_DN3_SP1_c.t1
OG0007036	g23247	CP5_g736_DN3_SP6_c.t1
OG0007039	g38306	CP18_g12568_DN3_SP0_c.t1
OG0007040	g23206	CP5_g703_DN3_SP8_c.t1
OG0007041	g23194, g18148	CP5_g688_DN3_SP8_c.t1
OG0007042	g23169	CP5_g660_DN3_SP3_c.t1
OG0007043	g6301	CP15_g35782_DN3_SP4_c.t1
OG0007044	g47849	CP5_g644_DN3_SP8_c.t1
OG0007045	g18181	CP5_g637_DN2_SP0_c.t1
OG0007046	g18185, g23147	CP5_g625_DN3_SP8_c.t1
OG0007047	g23144	CP5_g623_DN3_SP3_c.t1
OG0007049	g47865	CP5_g607_DN3_SP8_c.t1
OG0007050	g23136	CP5_g603_DN3_SP8_c.t1
OG0007053	g23340, g23336	CP5_g867_DN3_SP6_c.t1
OG0007054	g23341	CP5_g868_DN2_SP0_c.t1
OG0007055	g47770, g16961	CP5_g878_DN3_SP4_c.t1
OG0007056	g47767	CP5_g882_DN3_SP8_c.t1
OG0007057	g23363	CP5_g902_DN3_SP0_c.t1
OG0007058	g16968	CP5_g905_DN3_SP2_c.t1
OG0007059	g23379	CP5_g918_DN3_SP4_c.t1
OG0007060	g6499	CP12_g30762_DN3_SP0_c.t1
OG0007061	g6468, g13486	CP12_g30811_DN3_SP1_c.t1
OG0007062	g46005	CP9_g28894_DN3_SP5_c.t1
OG0007064	g45960	CP9_g28853_DN3_SP0_c.t1
OG0007065	g50295, g27546	CP7_g45440_DN3_SP7_c.t1
OG0007066	g32096, g50299	CP7_g45426_DN3_SP2_c.t1
OG0007067	g50326	CP7_g45368_DN1_SP0_c.t1, CP1_g39216_DN3_SP0_c.t1, CP1_g39208_DN2_SP0_c.t1
OG0007068	g39540	CP11_g32102_DN3_SP4_c.t1
OG0007069	g39527	CP11_g32125_DN3_SP2_c.t1
OG0007070	g39506	CP8_g54532_DN2_SP0_c.t1
OG0007071	g39462	CP8_g54552_DN3_SP8_c.t1
OG0007072	g45263	CP8_g54565_DN3_SP0_c.t1
OG0007073	g39472	CP8_g54586_DN2_SP0_c.t1
OG0007074	g39486	CP8_g54601_DN3_SP0_c.t1
OG0007075	g25369	CP8_g54619_DN3_SP0_c.t1
OG0007076	g45278	CP8_g54664_DN2_SP3_c.t1
OG0007077	g25335	CP7_g46482_DN2_SP5_c.t1
OG0007079	g32252	CP7_g45175_DN3_SP0_c.t1
OG0007082	g49379	CP1_g36808_DN3_SP0_c.t1
OG0007084	g31678	CP7_g46051_DN1_SP0_c.t1
OG0007085	g31703	CP7_g46006_DN3_SP0_c.t1
OG0007086	g32100	CP7_g45438_DN3_SP0_c.t1
OG0007087	g32155	CP7_g45294_DN3_SP0_c.t1
OG0007088	g32243	CP7_g45189_DN2_SP0_c.t1
OG0007089	g32253	CP7_g45173_DN3_SP8_c.t1
OG0007090	g50402	CP7_g45156_DN3_SP8_c.t1
OG0007093	g46000	CP9_g28889_DN3_SP1_c.t1
OG0007097	g10610	CP13_g19433_DN3_SP1_c.t1
OG0007098	g10377	CP13_g19142_DN2_SP8_c.t1
OG0007099	g10325	CP2_g48855_DN3_SP3_c.t1
OG0007100	g10097	CP2_g48506_DN3_SP0_c.t1
OG0007100	g3387	CP3_g15489_DN2_SP0_c.t1, CP3_g15434_DN2_SP0_c.t1
OG0007103	g19208	CP3_g14041_DN3_SP5_c.t1
OG0007105	g29054, g29050	CP8_g54484_DN3_SP2_c.t1
OG0007107	g40264	CP20_g4057_DN3_SP0_c.t1
OG0007108	g40164, g40381, g25170, g40167	CP20_g4389_DN3_SP0_c.t1
OG0007112	g17455, g24152	CP6_g6912_DN3_SP8_c.t1
OG0007113	g46759	CP5_g1676_DN3_SP0_c.t1
OG0007114	g40627	CP13_g19874_DN3_SP0_c.t1
OG0007115	g10282	CP2_g48803_DN3_SP0_c.t1
OG0007116	g10205	CP2_g48709_DN3_SP0_c.t1
OG0007119	g28275	CP8_g52905_DN3_SP0_c.t1, CP8_g52901_DN1_SP0_c.t1, CP8_g52902_DN1_SP0_c.t1, CP8_g52898_DN3_SP0_c.t1
OG0007124	g49138, g16036, g1176, g13090, g35404, g35607, g45325, g19107, g45319, g17142, g37247, g42580, g31910, g38553, g38093, g43932, g23049, g3930, g35210, g51165, g35403, g51598, g13168, g54155, g15079	CP7_g44129_DN3_SP0_c.t1
OG0007128	g18773	CP3_g13077_DN1_SP0_c.t1
OG0007129	g23917	CP19_g18365_DN3_SP6_c.t1
OG0007130	g956	CP8_g53412_DN3_SP8_c.t1
OG0007131	g9819	CP2_g47976_DN3_SP6_c.t1
OG0007132	g19461	CP3_g14538_DN3_SP1_c.t1
OG0007134	g19470, g2727	CP3_g14564_DN3_SP1_c.t1
OG0007135	g19494	CP3_g14592_DN2_SP5_c.t1
OG0007136	g2752	CP3_g14600_DN3_SP0_c.t1
OG0007137	g10825	CP13_g19703_DN3_SP2_c.t1
OG0007138	g10810	CP13_g19686_DN3_SP8_c.t1
OG0007139	g47700	CP5_g1045_DN2_SP0_c.t1
OG0007140	g10764	CP13_g19642_DN3_SP8_c.t1
OG0007141	g10727	CP13_g19591_DN3_SP1_c.t1
OG0007142	g51676	CP4_g24940_DN3_SP6_c.t1
OG0007143	g10921	CP13_g19828_DN3_SP5_c.t1, CP19_g17965_DN3_SP0_c.t1
OG0007144	g46422	CP9_g29455_DN3_SP3_c.t1
OG0007146	g4985	CP11_g32206_DN3_SP4_c.t1, CP13_g19063_DN2_SP0_c.t1
OG0007147	g4990	CP11_g32226_DN3_SP7_c.t1
OG0007148	g29133	CP11_g32228_DN3_SP4_c.t1
OG0007149	g29144	CP11_g32249_DN3_SP0_c.t1
OG0007150	g5000	CP11_g32254_DN2_SP0_c.t1
OG0007151	g45743	CP11_g32270_DN3_SP8_c.t1
OG0007152	g5020, g45740	CP11_g32288_DN3_SP4_c.t1
OG0007153	g5033	CP11_g32311_DN3_SP3_c.t1
OG0007154	g29182	CP11_g32312_DN3_SP7_c.t1
OG0007155	g5042, g29189	CP11_g32317_DN3_SP8_c.t1
OG0007156	g45730	CP11_g32326_DN3_SP2_c.t1
OG0007157	g45726	CP11_g32340_DN3_SP6_c.t1
OG0007158	g29201	CP11_g32360_DN3_SP4_c.t1
OG0007159	g51585	CP4_g25096_DN3_SP0_c.t1
OG0007160	g5083	CP11_g32390_DN3_SP8_c.t1
OG0007161	g29223	CP11_g32397_DN3_SP3_c.t1
OG0007162	g45697	CP11_g32416_DN3_SP7_c.t1
OG0007163	g5102	CP11_g32417_DN3_SP2_c.t1
OG0007164	g5128	CP11_g32447_DN3_SP2_c.t1
OG0007165	g5142	CP11_g32465_DN3_SP3_c.t1
OG0007166	g29278	CP11_g32473_DN3_SP7_c.t1
OG0007167	g29277	CP11_g32474_DN3_SP7_c.t1
OG0007168	g45673	CP11_g32479_DN3_SP7_c.t1
OG0007169	g5157	CP11_g32486_DN3_SP8_c.t1
OG0007170	g5162, g29287	CP11_g32492_DN3_SP8_c.t1
OG0007172	g40321	CP20_g4234_DN3_SP0_c.t1, CP20_g4233_DN1_SP0_c.t1
OG0007173	g29318, g5202	CP11_g32544_DN3_SP8_c.t1
OG0007174	g5203	CP11_g32545_DN3_SP3_c.t1
OG0007175	g5207	CP11_g32547_DN3_SP8_c.t1
OG0007177	g5220	CP11_g32563_DN2_SP0_c.t1
OG0007178	g5223	CP11_g32566_DN3_SP2_c.t1
OG0007179	g5225	CP11_g32568_DN3_SP1_c.t1
OG0007180	g5227	CP11_g32570_DN3_SP8_c.t1
OG0007181	g5229, g45632	CP11_g32572_DN3_SP2_c.t1
OG0007182	g29328	CP11_g32574_DN3_SP0_c.t1
OG0007184	g5251	CP11_g32598_DN3_SP7_c.t1
OG0007185	g5252, g29341	CP11_g32599_DN3_SP8_c.t1
OG0007186	g29342, g5258	CP11_g32605_DN3_SP7_c.t1
OG0007187	g45626, g29343	CP11_g32606_DN3_SP8_c.t1
OG0007188	g10216	CP2_g48727_DN2_SP0_c.t1
OG0007189	g5263	CP11_g32613_DN3_SP8_c.t1
OG0007190	g5265	CP11_g32618_DN3_SP0_c.t1
OG0007191	g29350	CP11_g32619_DN3_SP8_c.t1
OG0007192	g5273	CP11_g32630_DN3_SP8_c.t1
OG0007193	g29362, g5282	CP11_g32637_DN3_SP8_c.t1
OG0007194	g39361	CP8_g53566_DN3_SP0_c.t1
OG0007195	g29375, g45610	CP11_g32659_DN3_SP7_c.t1
OG0007196	g29373	CP11_g32663_DN3_SP8_c.t1
OG0007197	g45597	CP11_g32694_DN3_SP1_c.t1
OG0007198	g45585, g5326	CP11_g32721_DN3_SP0_c.t1
OG0007199	g5331	CP11_g32727_DN3_SP8_c.t1
OG0007200	g29420, g5338	CP11_g32737_DN2_SP0_c.t1
OG0007201	g10356	CP13_g19116_DN3_SP0_c.t1
OG0007202	g32427, g29426	CP5_g604_DN2_SP0_c.t1, CP11_g32756_DN3_SP0_c.t1
OG0007203	g5371, g29443	CP11_g32786_DN3_SP7_c.t1
OG0007205	g47495	CP19_g18228_DN3_SP0_c.t1
OG0007206	g5376	CP11_g32796_DN3_SP7_c.t1, CP11_g32797_DN3_SP0_c.t1
OG0007207	g29488	CP11_g32861_DN3_SP0_c.t1
OG0007208	g45546	CP11_g32867_DN2_SP8_c.t1
OG0007209	g10288	CP2_g48809_DN3_SP0_c.t1
OG0007210	g45541	CP11_g32878_DN3_SP5_c.t1
OG0007211	g5419, g29503	CP11_g32898_DN3_SP2_c.t1
OG0007212	g29512, g5425	CP11_g32913_DN3_SP6_c.t1
OG0007213	g29516, g29518	CP11_g32916_DN3_SP0_c.t1
OG0007214	g29523, g5430	CP11_g32922_DN3_SP6_c.t1
OG0007215	g5444, g29541	CP11_g32947_DN3_SP8_c.t1
OG0007217	g5470	CP11_g33000_DN3_SP0_c.t1
OG0007218	g5486, g45504	CP11_g33021_DN3_SP1_c.t1
OG0007219	g29577	CP11_g33032_DN3_SP6_c.t1
OG0007220	g29589	CP11_g33058_DN3_SP0_c.t1
OG0007221	g45493	CP11_g33074_DN3_SP7_c.t1
OG0007222	g5515	CP11_g33077_DN3_SP0_c.t1
OG0007223	g29604	CP11_g33102_DN3_SP8_c.t1
OG0007224	g45209	CP11_g32007_DN3_SP0_c.t1
OG0007225	g39633, g45204	CP11_g31987_DN3_SP7_c.t1
OG0007226	g25496	CP11_g31986_DN3_SP0_c.t1
OG0007227	g39637, g25510	CP11_g31973_DN3_SP8_c.t1
OG0007228	g17183	CP19_g18143_DN3_SP8_c.t1
OG0007229	g17190	CP19_g18161_DN3_SP2_c.t1
OG0007231	g40175	CP24_g47484_DN3_SP6_c.t1
OG0007232	g40149	CP4_g26933_DN3_SP0_c.t1
OG0007233	g40129	CP4_g26292_DN3_SP0_c.t1
OG0007234	g40119, g53543	CP4_g26108_DN3_SP0_c.t1
OG0007236	g40102	CP4_g26068_DN3_SP7_c.t1
OG0007237	g40090	CP4_g25998_DN3_SP2_c.t1
OG0007238	g40080	CP4_g25973_DN3_SP6_c.t1
OG0007239	g40046	CP4_g25922_DN3_SP8_c.t1
OG0007240	g40036	CP4_g25909_DN2_SP0_c.t1
OG0007241	g51078	CP4_g25899_DN3_SP6_c.t1
OG0007242	g51090	CP4_g25883_DN3_SP5_c.t1
OG0007243	g51109	CP4_g25859_DN3_SP8_c.t1
OG0007244	g37849	CP4_g25853_DN2_SP0_c.t1
OG0007245	g37859	CP4_g25841_DN3_SP7_c.t1
OG0007246	g51120	CP4_g25840_DN2_SP3_c.t1
OG0007247	g51178	CP4_g25784_DN3_SP0_c.t1
OG0007248	g39966	CP4_g25783_DN3_SP0_c.t1
OG0007249	g51189	CP4_g25760_DN2_SP0_c.t1
OG0007250	g39950	CP4_g25755_DN3_SP0_c.t1
OG0007251	g41355	CP8_g54143_DN3_SP0_c.t1
OG0007252	g39917	CP4_g25719_DN1_SP0_c.t1
OG0007254	g39878	CP4_g25658_DN3_SP0_c.t1
OG0007255	g51232	CP4_g25657_DN3_SP8_c.t1
OG0007256	g39868	CP5_g2758_DN1_SP0_c.t1, CP4_g25643_DN3_SP0_c.t1
OG0007257	g51245	CP4_g25611_DN3_SP7_c.t1
OG0007258	g51253	CP4_g25601_DN3_SP2_c.t1
OG0007259	g39818	CP4_g25546_DN3_SP0_c.t1
OG0007260	g51301	CP4_g25521_DN3_SP0_c.t1
OG0007261	g51299	CP4_g25512_DN3_SP0_c.t1
OG0007262	g37924, g39789	CP4_g25505_DN3_SP8_c.t1
OG0007264	g51318, g39766	CP4_g25468_DN3_SP0_c.t1, CP4_g25467_DN3_SP0_c.t1
OG0007265	g51321	CP4_g25463_DN3_SP6_c.t1
OG0007266	g39764	CP4_g25460_DN3_SP2_c.t1
OG0007267	g39761	CP4_g25456_DN3_SP3_c.t1
OG0007268	g51328, g39757	CP4_g25473_DN2_SP0_c.t1
OG0007269	g51349	CP4_g25413_DN3_SP0_c.t1
OG0007270	g51351	CP4_g25410_DN3_SP3_c.t1
OG0007271	g39699	CP13_g20225_DN3_SP3_c.t1
OG0007272	g39677	CP13_g20189_DN3_SP5_c.t1
OG0007273	g23786	CP19_g18127_DN3_SP3_c.t1
OG0007274	g23767, g47539	CP19_g18113_DN3_SP7_c.t1
OG0007275	g47553, g47554	CP19_g18079_DN3_SP6_c.t1
OG0007276	g17156	CP19_g18071_DN3_SP0_c.t1
OG0007278	g53983	CP1_g38482_DN3_SP6_c.t1
OG0007279	g36199, g28135	CP1_g38525_DN3_SP8_c.t1
OG0007280	g28123	CP1_g38489_DN3_SP5_c.t1
OG0007281	g36227	CP1_g38488_DN3_SP8_c.t1
OG0007282	g50431	CP7_g45112_DN3_SP0_c.t1
OG0007283	g27644	CP7_g45091_DN3_SP8_c.t1
OG0007286	g32358	CP7_g45031_DN3_SP1_c.t1
OG0007287	g27675	CP7_g45001_DN3_SP8_c.t1
OG0007288	g27676	CP7_g44999_DN2_SP0_c.t1
OG0007289	g32389	CP7_g44990_DN3_SP0_c.t1
OG0007290	g50504	CP7_g44982_DN3_SP0_c.t1
OG0007291	g19608	CP7_g44965_DN1_SP0_c.t1
OG0007292	g32433	CP7_g44893_DN2_SP8_c.t1
OG0007293	g32450	CP7_g44877_DN3_SP0_c.t1
OG0007294	g27698	CP7_g44871_DN3_SP7_c.t1
OG0007295	g27700	CP7_g44868_DN3_SP1_c.t1
OG0007296	g50538, g32467	CP7_g44860_DN3_SP8_c.t1
OG0007297	g50540, g27704	CP7_g44853_DN3_SP8_c.t1
OG0007298	g32487	CP7_g44825_DN3_SP0_c.t1
OG0007299	g32492	CP7_g44817_DN3_SP8_c.t1
OG0007300	g32504	CP7_g44806_DN3_SP1_c.t1
OG0007301	g50568	CP7_g44805_DN3_SP2_c.t1
OG0007302	g32513	CP7_g44796_DN3_SP7_c.t1
OG0007303	g27750	CP7_g44774_DN3_SP1_c.t1
OG0007304	g50591	CP7_g44764_DN2_SP0_c.t1
OG0007305	g27736	CP7_g44753_DN3_SP7_c.t1
OG0007306	g51529	CP4_g25189_DN3_SP1_c.t1
OG0007306	g50625	CP7_g44689_DN3_SP0_c.t1
OG0007307	g32578	CP7_g44687_DN3_SP8_c.t1
OG0007308	g50630	CP7_g44684_DN3_SP8_c.t1
OG0007309	g50632, g32598	CP7_g44675_DN3_SP6_c.t1
OG0007310	g32614	CP7_g44651_DN3_SP6_c.t1
OG0007311	g32618, g50637	CP7_g44647_DN3_SP8_c.t1
OG0007312	g10707	CP13_g19562_DN3_SP8_c.t1
OG0007313	g10681	CP13_g19537_DN3_SP4_c.t1
OG0007314	g10678	CP13_g19535_DN3_SP0_c.t1
OG0007315	g16694, g10674	CP13_g19527_DN3_SP0_c.t1
OG0007316	g10668	CP13_g19512_DN3_SP8_c.t1
OG0007317	g9641	CP2_g47597_DN3_SP8_c.t1
OG0007318	g9667, g74	CP2_g47651_DN3_SP8_c.t1
OG0007319	g85	CP2_g47665_DN2_SP0_c.t1
OG0007320	g87	CP2_g47668_DN3_SP8_c.t1
OG0007321	g17051, g23567	CP5_g1178_DN3_SP8_c.t1
OG0007323	g129	CP2_g47715_DN3_SP3_c.t1
OG0007324	g9698, g140	CP2_g47725_DN3_SP7_c.t1
OG0007325	g141	CP2_g47726_DN3_SP8_c.t1
OG0007326	g9712, g150	CP2_g47748_DN3_SP8_c.t1
OG0007327	g157	CP2_g47762_DN3_SP0_c.t1
OG0007328	g160	CP2_g47767_DN3_SP8_c.t1
OG0007329	g184	CP2_g47789_DN3_SP8_c.t1
OG0007330	g9745	CP2_g47816_DN3_SP8_c.t1
OG0007331	g204	CP2_g47818_DN3_SP8_c.t1
OG0007332	g9750, g212	CP2_g47832_DN3_SP8_c.t1
OG0007333	g36015, g36014, g18644	CP2_g47845_DN3_SP0_c.t1
OG0007335	g18645	CP2_g47856_DN3_SP2_c.t1
OG0007336	g9763, g232	CP2_g47857_DN3_SP0_c.t1
OG0007337	g235	CP2_g47862_DN3_SP0_c.t1
OG0007338	g238	CP2_g47867_DN3_SP8_c.t1
OG0007339	g250	CP2_g47890_DN3_SP8_c.t1
OG0007340	g9791	CP2_g49281_DN3_SP0_c.t1, CP2_g47905_DN3_SP1_c.t1
OG0007341	g9793	CP2_g47907_DN3_SP8_c.t1
OG0007342	g9797, g265	CP2_g47918_DN3_SP0_c.t1
OG0007343	g270, g9799	CP2_g47927_DN3_SP8_c.t1
OG0007344	g273	CP2_g47931_DN3_SP8_c.t1
OG0007345	g18631	CP2_g47990_DN3_SP7_c.t1
OG0007346	g316, g9823	CP2_g47993_DN3_SP8_c.t1
OG0007347	g317	CP2_g47996_DN3_SP4_c.t1
OG0007348	g318, g9825	CP2_g47997_DN3_SP0_c.t1
OG0007349	g9827	CP2_g48001_DN1_SP0_c.t1
OG0007350	g334	CP2_g48028_DN2_SP0_c.t1
OG0007351	g9858	CP2_g48059_DN3_SP3_c.t1
OG0007352	g9859	CP2_g48060_DN1_SP0_c.t1
OG0007353	g366, g367	CP2_g48077_DN3_SP0_c.t1
OG0007354	g9879	CP2_g48108_DN3_SP5_c.t1
OG0007355	g24594	CP6_g7638_DN3_SP3_c.t1
OG0007357	g412	CP2_g48144_DN3_SP0_c.t1
OG0007358	g415	CP2_g48148_DN3_SP4_c.t1
OG0007359	g417	CP2_g48151_DN3_SP8_c.t1
OG0007360	g427	CP2_g48170_DN1_SP0_c.t1
OG0007361	g9926	CP2_g48207_DN3_SP1_c.t1
OG0007362	g9940	CP2_g48217_DN3_SP7_c.t1
OG0007363	g445, g9941	CP2_g48218_DN3_SP8_c.t1
OG0007364	g462	CP2_g48242_DN3_SP0_c.t1
OG0007365	g497	CP2_g48288_DN3_SP5_c.t1
OG0007366	g18582, g9987	CP2_g48298_DN2_SP0_c.t1
OG0007367	g503	CP2_g48303_DN3_SP8_c.t1
OG0007368	g36086, g18580	CP2_g48313_DN3_SP1_c.t1
OG0007369	g9997	CP2_g48339_DN3_SP8_c.t1
OG0007371	g540	CP2_g48356_DN3_SP6_c.t1
OG0007372	g544	CP2_g48373_DN3_SP1_c.t1
OG0007374	g551	CP2_g48383_DN3_SP5_c.t1
OG0007375	g552	CP2_g48384_DN3_SP0_c.t1
OG0007376	g558, g10023	CP2_g48388_DN3_SP7_c.t1
OG0007378	g10036	CP2_g48416_DN3_SP1_c.t1
OG0007379	g10038	CP2_g48417_DN3_SP3_c.t1
OG0007380	g10062	CP2_g48444_DN3_SP8_c.t1
OG0007381	g10071	CP2_g48456_DN2_SP1_c.t1
OG0007382	g605, g10068	CP2_g48462_DN3_SP0_c.t1
OG0007384	g29113	CP8_g54394_DN3_SP1_c.t1
OG0007385	g29109	CP8_g54399_DN3_SP8_c.t1
OG0007386	g41421, g660	CP8_g54364_DN3_SP8_c.t1
OG0007387	g41420	CP8_g54363_DN3_SP8_c.t1
OG0007388	g667	CP8_g54348_DN3_SP0_c.t1
OG0007389	g41417, g28966	CP8_g54341_DN3_SP4_c.t1
OG0007390	g671	CP8_g54340_DN3_SP1_c.t1
OG0007392	g703	CP8_g54314_DN3_SP0_c.t1
OG0007393	g705	CP8_g54310_DN3_SP8_c.t1
OG0007394	g41401, g28929	CP8_g54272_DN3_SP7_c.t1
OG0007395	g28918	CP8_g54248_DN3_SP0_c.t1
OG0007396	g28912	CP8_g54236_DN3_SP0_c.t1
OG0007397	g28909	CP8_g54232_DN3_SP3_c.t1
OG0007398	g28908	CP8_g54229_DN3_SP2_c.t1
OG0007399	g28901	CP8_g54211_DN3_SP0_c.t1
OG0007400	g766, g28896	CP8_g54199_DN3_SP1_c.t1
OG0007401	g41365	CP8_g54194_DN3_SP8_c.t1
OG0007402	g798	CP8_g54153_DN3_SP7_c.t1
OG0007404	g28864	CP8_g54133_DN3_SP1_c.t1
OG0007405	g28862, g811	CP8_g54130_DN3_SP7_c.t1
OG0007406	g41335	CP8_g54107_DN3_SP5_c.t1
OG0007407	g28850	CP8_g54101_DN3_SP8_c.t1
OG0007408	g41331	CP8_g54093_DN2_SP1_c.t1
OG0007409	g41328	CP8_g54074_DN3_SP1_c.t1
OG0007410	g36322	CP1_g38289_DN3_SP8_c.t1
OG0007411	g861	CP8_g54029_DN3_SP0_c.t1
OG0007412	g41172	CP8_g53100_DN3_SP8_c.t1
OG0007413	g1299	CP8_g54022_DN3_SP2_c.t1
OG0007414	g1295	CP8_g54020_DN3_SP8_c.t1
OG0007415	g37122	CP4_g25235_DN3_SP1_c.t1
OG0007416	g39225, g1284	CP8_g53993_DN3_SP8_c.t1
OG0007417	g1263	CP8_g53945_DN2_SP0_c.t1
OG0007418	g45088	CP17_g5867_DN1_SP0_c.t1
OG0007419	g1245, g39248	CP1_g39622_DN2_SP0_c.t1, CP8_g53918_DN3_SP1_c.t1
OG0007420	g39256, g1239	CP8_g53911_DN3_SP3_c.t1
OG0007421	g39264	CP8_g53891_DN3_SP8_c.t1
OG0007422	g1221	CP8_g53880_DN3_SP5_c.t1
OG0007423	g1217, g28718	CP8_g53874_DN3_SP8_c.t1
OG0007424	g28723	CP8_g53851_DN3_SP8_c.t1
OG0007425	g1190	CP8_g53850_DN3_SP0_c.t1
OG0007428	g39289	CP8_g53783_DN3_SP7_c.t1
OG0007429	g28663	CP8_g53782_DN3_SP1_c.t1
OG0007430	g28660	CP8_g53776_DN3_SP1_c.t1
OG0007431	g28650	CP8_g53761_DN2_SP5_c.t1
OG0007432	g28641	CP8_g53739_DN2_SP0_c.t1
OG0007433	g28285	CP8_g52919_DN3_SP2_c.t1
OG0007434	g1095	CP8_g53693_DN3_SP4_c.t1
OG0007435	g28596	CP8_g53695_DN3_SP8_c.t1
