Orthogroup	Cochlearia_excelsa	Conringia_planisiliqua
OG0006479	g10606	CP13_g19420_DN3_SP8_c.t1
OG0006480	g10441	CP13_g19213_DN3_SP6_c.t1
OG0006481	g16648	CP13_g19445_DN3_SP0_c.t1
OG0006482	g45823	CP9_g28598_DN3_SP0_c.t1
OG0006483	g45822, g44715	CP9_g28597_DN3_SP3_c.t1
OG0006484	g45808	CP9_g28561_DN3_SP0_c.t1
OG0006485	g44753	CP9_g28559_DN3_SP0_c.t1
OG0006486	g45798	CP9_g28541_DN3_SP3_c.t1
OG0006488	g40599, g10958	CP13_g19911_DN3_SP8_c.t1
OG0006489	g40588	CP13_g19924_DN3_SP5_c.t1
OG0006490	g10979, g40569	CP13_g19959_DN3_SP7_c.t1
OG0006491	g49350	CP1_g36509_DN3_SP5_c.t1
OG0006492	g40535	CP13_g20054_DN3_SP0_c.t1
OG0006493	g28076	CP1_g38147_DN3_SP6_c.t1
OG0006494	g28074	CP1_g38138_DN3_SP3_c.t1
OG0006495	g36412	CP1_g38118_DN3_SP0_c.t1
OG0006496	g36422	CP1_g38102_DN3_SP4_c.t1
OG0006497	g36447, g54173	CP1_g38069_DN3_SP8_c.t1
OG0006498	g28364, g876	CP8_g53183_DN3_SP4_c.t1
OG0006499	g36511	CP1_g37969_DN3_SP8_c.t1
OG0006500	g54218, g36512	CP1_g37967_DN3_SP8_c.t1
OG0006501	g54254, g36559	CP1_g37898_DN3_SP8_c.t1
OG0006502	g36567, g36564, g36570	CP1_g37883_DN3_SP0_c.t1
OG0006503	g37054	CP13_g20466_DN3_SP7_c.t1, CP4_g26021_DN3_SP2_c.t1
OG0006504	g51414	CP4_g25335_DN3_SP2_c.t1
OG0006505	g51454	CP6_g7569_DN3_SP0_c.t1, CP4_g25286_DN3_SP8_c.t1
OG0006506	g37982	CP4_g25284_DN3_SP2_c.t1
OG0006507	g37096	CP4_g25280_DN1_SP0_c.t1
OG0006508	g51474	CP4_g25261_DN3_SP0_c.t1
OG0006509	g51485	CP4_g25250_DN3_SP0_c.t1
OG0006510	g37123, g51504	CP4_g25224_DN3_SP8_c.t1
OG0006511	g38005, g37139	CP4_g25184_DN3_SP8_c.t1
OG0006512	g51536	CP4_g25175_DN3_SP3_c.t1
OG0006513	g51542	CP4_g25164_DN3_SP3_c.t1
OG0006514	g40163	CP4_g26644_DN3_SP0_c.t1
OG0006516	g47303	CP6_g6883_DN3_SP8_c.t1
OG0006517	g17437, g24138	CP6_g6886_DN3_SP7_c.t1
OG0006518	g47300	CP6_g6892_DN3_SP1_c.t1
OG0006519	g47298	CP6_g6897_DN3_SP8_c.t1
OG0006520	g47289	CP6_g6923_DN1_SP0_c.t1
OG0006521	g47283	CP6_g6934_DN3_SP0_c.t1
OG0006522	g47266	CP6_g6970_DN3_SP0_c.t1
OG0006523	g10365	CP13_g19127_DN3_SP7_c.t1
OG0006524	g47264	CP6_g6974_DN3_SP0_c.t1
OG0006525	g17486	CP6_g6997_DN3_SP4_c.t1
OG0006526	g17493	CP6_g7006_DN3_SP7_c.t1
OG0006528	g47247	CP6_g7031_DN3_SP0_c.t1
OG0006529	g47243	CP6_g7037_DN3_SP8_c.t1
OG0006530	g17530, g47227	CP6_g7063_DN3_SP2_c.t1
OG0006531	g47210	CP6_g7085_DN3_SP1_c.t1
OG0006532	g47199, g24285	CP6_g7114_DN3_SP0_c.t1
OG0006534	g2506	CP3_g14259_DN3_SP3_c.t1
OG0006535	g19336	CP3_g14265_DN3_SP2_c.t1, CP3_g14269_DN3_SP0_c.t1
OG0006536	g19338, g2518	CP3_g14284_DN3_SP2_c.t1
OG0006537	g2524	CP3_g14288_DN3_SP2_c.t1
OG0006538	g2572	CP3_g14336_DN3_SP0_c.t1
OG0006539	g23882	CP19_g18293_DN3_SP8_c.t1
OG0006540	g47458	CP19_g18315_DN3_SP4_c.t1
OG0006541	g883	CP8_g53206_DN3_SP6_c.t1
OG0006542	g28299	CP8_g52964_DN2_SP8_c.t1
OG0006543	g1344	CP8_g52993_DN3_SP0_c.t1
OG0006544	g28319	CP8_g53008_DN3_SP1_c.t1
OG0006545	g6310	CP15_g35833_DN3_SP3_c.t1
OG0006546	g6171	CP17_g5004_DN3_SP7_c.t1
OG0006547	g14306	CP17_g4849_DN3_SP6_c.t1
OG0006548	g14213	CP10_g43996_DN3_SP0_c.t1
OG0006549	g14045	CP10_g43843_DN3_SP0_c.t1
OG0006550	g23853, g17235	CP19_g18250_DN3_SP8_c.t1
OG0006551	g23856	CP19_g18251_DN3_SP7_c.t1
OG0006552	g47475	CP19_g18273_DN3_SP8_c.t1
OG0006554	g17282	CP19_g18407_DN3_SP0_c.t1
OG0006555	g47431	CP22_g17375_DN1_SP0_c.t1
OG0006556	g17285, g23948	CP19_g18414_DN2_SP3_c.t1
OG0006557	g17286	CP19_g18415_DN3_SP7_c.t1
OG0006558	g47414	CP19_g18451_DN3_SP4_c.t1
OG0006559	g41105, g43988	CP2_g49847_DN3_SP0_c.t1
OG0006560	g45107	CP2_g48951_DN3_SP0_c.t1
OG0006561	g17385	CP6_g6799_DN3_SP8_c.t1
OG0006562	g23679	CP19_g17969_DN3_SP0_c.t1
OG0006563	g47355	CP6_g6764_DN3_SP8_c.t1
OG0006564	g47358	CP6_g6759_DN3_SP3_c.t1
OG0006565	g36837	CP8_g53220_DN3_SP4_c.t1
OG0006566	g24034	CP6_g6744_DN3_SP6_c.t1
OG0006567	g24029, g17360	CP6_g6737_DN3_SP2_c.t1
OG0006568	g47375	CP6_g6711_DN3_SP0_c.t1
OG0006569	g24009	CP6_g6709_DN3_SP1_c.t1
OG0006570	g47387	CP6_g6688_DN1_SP0_c.t1
OG0006571	g27191, g47397	CP19_g18514_DN3_SP0_c.t1
OG0006572	g23983, g17319	CP19_g18497_DN3_SP3_c.t1
OG0006573	g24090	CP6_g6836_DN3_SP5_c.t1
OG0006574	g24116	CP6_g6846_DN3_SP2_c.t1
OG0006575	g24359	CP6_g7209_DN3_SP0_c.t1
OG0006575	g17587	CP6_g7208_DN3_SP0_c.t1
OG0006576	g47172	CP6_g7174_DN3_SP0_c.t1
OG0006577	g24308	CP6_g7152_DN3_SP0_c.t1
OG0006578	g24304	CP6_g7138_DN3_SP3_c.t1
OG0006579	g9634	CP12_g30985_DN2_SP0_c.t1
OG0006580	g34	CP2_g47581_DN2_SP0_c.t1
OG0006581	g19636, g19641, g54378	CP2_g47552_DN3_SP8_c.t1
OG0006582	g18704	CP3_g13053_DN3_SP8_c.t1
OG0006583	g18770	CP3_g13081_DN3_SP5_c.t1
OG0006584	g18743	CP3_g13111_DN3_SP8_c.t1
OG0006585	g18788	CP5_g1793_DN3_SP0_c.t1
OG0006586	g1524, g18682	CP3_g13188_DN3_SP7_c.t1
OG0006588	g1823	CP3_g13222_DN3_SP6_c.t1
OG0006589	g11163	CP3_g13224_DN3_SP2_c.t1
OG0006590	g1868	CP3_g13267_DN3_SP7_c.t1
OG0006591	g1872	CP3_g13274_DN3_SP3_c.t1
OG0006592	g1881	CP3_g13295_DN3_SP8_c.t1
OG0006593	g1893	CP3_g13321_DN3_SP7_c.t1
OG0006594	g36998, g18841	CP3_g13366_DN3_SP6_c.t1
OG0006595	g1960	CP3_g13408_DN3_SP5_c.t1
OG0006596	g18932	CP3_g13483_DN3_SP0_c.t1
OG0006597	g18938, g1995	CP3_g13487_DN3_SP8_c.t1
OG0006598	g18940	CP3_g13489_DN3_SP8_c.t1
OG0006599	g1369	CP8_g52950_DN2_SP0_c.t1
OG0006600	g2116	CP3_g13591_DN3_SP0_c.t1
OG0006601	g2111	CP3_g13597_DN2_SP0_c.t1
OG0006602	g2086	CP3_g13619_DN3_SP8_c.t1
OG0006603	g2059	CP3_g13667_DN3_SP8_c.t1
OG0006604	g2141	CP3_g13698_DN3_SP8_c.t1
OG0006605	g11269, g19041	CP3_g13729_DN3_SP8_c.t1
OG0006606	g19050	CP3_g13748_DN3_SP2_c.t1
OG0006607	g2182	CP3_g13760_DN3_SP0_c.t1
OG0006609	g2199, g19085	CP3_g13805_DN3_SP8_c.t1
OG0006610	g19114	CP3_g13833_DN3_SP0_c.t1
OG0006611	g2246, g19131	CP3_g13859_DN3_SP8_c.t1
OG0006612	g2265	CP3_g13867_DN3_SP0_c.t1
OG0006613	g19184, g2337	CP3_g13991_DN1_SP0_c.t1
OG0006614	g2398, g19217	CP3_g14073_DN3_SP3_c.t1
OG0006615	g934	CP8_g53352_DN3_SP8_c.t1
OG0006616	g28441	CP8_g53344_DN3_SP3_c.t1
OG0006617	g35038, g35314, g28438	CP8_g53341_DN3_SP0_c.t1
OG0006618	g24392	CP6_g7237_DN3_SP0_c.t1
OG0006619	g6443	CP6_g8653_DN3_SP4_c.t1
OG0006620	g11724	CP12_g30829_DN3_SP6_c.t1
OG0006621	g44917	CP9_g28268_DN3_SP0_c.t1
OG0006622	g18036	CP9_g28352_DN1_SP0_c.t1
OG0006623	g44877	CP9_g28356_DN3_SP8_c.t1
OG0006624	g44854	CP9_g28391_DN1_SP0_c.t1
OG0006625	g44847	CP9_g28407_DN3_SP6_c.t1
OG0006626	g10238, g1637	CP2_g48754_DN3_SP3_c.t1
OG0006627	g6026	CP10_g43701_DN3_SP6_c.t1
OG0006628	g6007	CP1_g39402_DN3_SP8_c.t1
OG0006629	g13959	CP10_g43674_DN3_SP0_c.t1
OG0006630	g5980	CP10_g43618_DN3_SP0_c.t1
OG0006631	g13918	CP10_g43602_DN3_SP0_c.t1
OG0006632	g10762	CP13_g19632_DN3_SP0_c.t1
OG0006633	g13913, g5959	CP10_g43582_DN3_SP8_c.t1
OG0006634	g12695	CP10_g42193_DN3_SP0_c.t1
OG0006635	g13904	CP10_g43569_DN2_SP8_c.t1
OG0006636	g13808	CP10_g43568_DN3_SP3_c.t1
OG0006637	g5950	CP10_g43545_DN3_SP0_c.t1
OG0006638	g51943, g37363	CP4_g24653_DN3_SP6_c.t1
OG0006640	g52292	CP4_g24118_DN3_SP0_c.t1
OG0006641	g37349	CP4_g24695_DN3_SP1_c.t1
OG0006642	g51870	CP4_g24699_DN3_SP1_c.t1
OG0006643	g51863	CP4_g24707_DN3_SP8_c.t1
OG0006644	g38137	CP4_g24718_DN3_SP8_c.t1
OG0006645	g51464, g51814	CP4_g24742_DN3_SP8_c.t1
OG0006646	g37330	CP4_g24748_DN3_SP0_c.t1
OG0006647	g38129, g37324	CP4_g24764_DN3_SP5_c.t1
OG0006648	g31073	CP1_g37042_DN3_SP5_c.t1
OG0006649	g51733, g37290	CP4_g24858_DN3_SP8_c.t1
OG0006650	g51726, g37285	CP4_g24866_DN3_SP2_c.t1
OG0006651	g37277	CP4_g24876_DN3_SP6_c.t1
OG0006652	g37269	CP4_g24890_DN3_SP8_c.t1
OG0006654	g37261, g51710	CP4_g24900_DN3_SP8_c.t1
OG0006655	g51707	CP4_g24903_DN3_SP3_c.t1
OG0006656	g10409	CP13_g19185_DN3_SP0_c.t1
OG0006657	g51699	CP4_g24913_DN3_SP8_c.t1
OG0006658	g51691	CP4_g24924_DN3_SP8_c.t1
OG0006659	g51684	CP4_g24931_DN3_SP1_c.t1
OG0006660	g37220, g38073	CP4_g24980_DN3_SP4_c.t1
OG0006661	g51637	CP4_g24991_DN3_SP6_c.t1
OG0006662	g37209	CP4_g25000_DN2_SP0_c.t1
OG0006663	g51611	CP4_g25053_DN3_SP3_c.t1
OG0006664	g40418	CP11_g31804_DN3_SP7_c.t1
OG0006665	g45174	CP11_g31862_DN2_SP0_c.t1
OG0006666	g25676, g25679	CP20_g4391_DN3_SP8_c.t1
OG0006667	g25680, g40384	CP20_g4390_DN3_SP8_c.t1
OG0006668	g29098	CP8_g54416_DN3_SP5_c.t1
OG0006669	g38310, g38542	CP6_g8277_DN3_SP0_c.t1
OG0006670	g38535	CP16_g54760_DN3_SP8_c.t1
OG0006671	g50875	CP16_g54786_DN3_SP0_c.t1
OG0006672	g36955	CP16_g54816_DN3_SP4_c.t1
OG0006673	g50888, g36943	CP16_g54827_DN3_SP0_c.t1
OG0006674	g38507, g50892	CP16_g54845_DN3_SP0_c.t1
OG0006675	g50953	CP16_g55007_DN3_SP8_c.t1
OG0006676	g38296	CP18_g12478_DN3_SP8_c.t1
OG0006677	g38354	CP16_g55178_DN3_SP8_c.t1
OG0006678	g47583, g17134	CP19_g18002_DN3_SP7_c.t1
OG0006679	g47514	CP19_g18188_DN3_SP8_c.t1
OG0006680	g50753, g32767	CP7_g44463_DN3_SP2_c.t1
OG0006683	g40266	CP20_g4079_DN3_SP0_c.t1
OG0006685	g36397, g54134	CP1_g38162_DN3_SP4_c.t1
OG0006686	g25728	CP20_g4325_DN3_SP8_c.t1
OG0006687	g40357	CP20_g4326_DN3_SP7_c.t1
OG0006688	g10104, g4859	CP2_g48530_DN3_SP8_c.t1
OG0006689	g4792	CP2_g48580_DN3_SP2_c.t1
OG0006691	g10127, g10137	CP2_g48595_DN3_SP6_c.t1
OG0006692	g4781	CP2_g48599_DN3_SP5_c.t1
OG0006693	g4686	CP2_g48612_DN3_SP5_c.t1
OG0006694	g18509	CP2_g48623_DN3_SP0_c.t1
OG0006695	g13873	CP10_g43531_DN3_SP0_c.t1
OG0006696	g5918	CP12_g29870_DN3_SP8_c.t1
OG0006697	g13822, g13856	CP12_g29858_DN3_SP0_c.t1
OG0006698	g13853, g5907	CP12_g29857_DN3_SP8_c.t1
OG0006699	g7361, g52122	CP5_g1814_DN3_SP0_c.t1
OG0006700	g37682	CP4_g24051_DN3_SP1_c.t1
OG0006701	g37675	CP4_g24058_DN3_SP0_c.t1
OG0006702	g50789	CP4_g24059_DN1_SP5_c.t1
OG0006703	g37661	CP4_g24082_DN3_SP0_c.t1
OG0006704	g38248	CP4_g24093_DN2_SP0_c.t1
OG0006705	g37649	CP4_g24101_DN3_SP1_c.t1
OG0006706	g37637	CP4_g24123_DN3_SP2_c.t1
OG0006707	g52280	CP4_g24142_DN3_SP8_c.t1
OG0006708	g37622	CP4_g24156_DN3_SP4_c.t1
OG0006709	g37620	CP4_g24158_DN3_SP4_c.t1
OG0006710	g37611	CP4_g24187_DN3_SP0_c.t1
OG0006712	g38241, g37580	CP4_g24224_DN3_SP1_c.t1
OG0006713	g52219	CP4_g24232_DN3_SP8_c.t1
OG0006717	g52145	CP4_g24331_DN3_SP3_c.t1
OG0006718	g37517, g52127, g38220	CP4_g24357_DN3_SP8_c.t1
OG0006719	g52126	CP4_g24359_DN3_SP1_c.t1
OG0006720	g38216	CP4_g24364_DN3_SP5_c.t1
OG0006722	g37498	CP4_g24396_DN3_SP4_c.t1
OG0006724	g52085	CP4_g24445_DN3_SP4_c.t1
OG0006725	g52054, g38185	CP4_g24477_DN3_SP8_c.t1
OG0006726	g38183	CP4_g24487_DN3_SP4_c.t1
OG0006727	g52047	CP4_g24497_DN3_SP5_c.t1
OG0006729	g51992	CP4_g24577_DN3_SP5_c.t1
OG0006730	g51988	CP4_g24589_DN3_SP7_c.t1
OG0006731	g38157	CP4_g24592_DN3_SP1_c.t1
OG0006732	g10901	CP13_g19786_DN3_SP5_c.t1
OG0006733	g18151	CP5_g680_DN3_SP5_c.t1
OG0006734	g7913	CP10_g42189_DN3_SP8_c.t1
OG0006735	g958	CP8_g53414_DN3_SP8_c.t1
OG0006736	g12686	CP10_g42232_DN3_SP8_c.t1
OG0006737	g12678	CP10_g42260_DN2_SP0_c.t1
OG0006739	g7851	CP10_g42279_DN3_SP8_c.t1
OG0006741	g12772	CP10_g42333_DN3_SP8_c.t1
OG0006742	g7819	CP10_g42353_DN2_SP0_c.t1
OG0006743	g12622, g12790	CP10_g42369_DN3_SP8_c.t1
OG0006744	g7807	CP10_g42376_DN3_SP8_c.t1
OG0006745	g7766, g7775	CP10_g42430_DN3_SP1_c.t1
OG0006746	g7709, g12856	CP10_g42521_DN3_SP0_c.t1
OG0006747	g7707	CP10_g42523_DN3_SP3_c.t1
OG0006748	g12552	CP10_g42540_DN3_SP8_c.t1
OG0006749	g53285, g7701	CP10_g42544_DN3_SP6_c.t1
OG0006750	g32247	CP7_g45183_DN3_SP0_c.t1
OG0006751	g12511	CP10_g42601_DN3_SP0_c.t1
OG0006752	g12510	CP10_g42602_DN3_SP2_c.t1
OG0006753	g12474	CP10_g42686_DN1_SP0_c.t1
OG0006755	g12960	CP10_g42732_DN3_SP0_c.t1
OG0006756	g12445, g7598	CP10_g42740_DN3_SP6_c.t1
OG0006757	g7597	CP10_g42741_DN3_SP8_c.t1
OG0006758	g12444, g7595	CP10_g42746_DN3_SP3_c.t1
OG0006759	g7593	CP10_g42749_DN3_SP0_c.t1
OG0006760	g6318, g7588	CP10_g42758_DN2_SP2_c.t1
OG0006761	g7579	CP10_g42772_DN3_SP0_c.t1
OG0006762	g7568	CP10_g42786_DN3_SP8_c.t1
OG0006763	g12432	CP10_g42790_DN3_SP0_c.t1
OG0006764	g7566	CP10_g42791_DN3_SP7_c.t1
OG0006765	g7532	CP2_g49223_DN3_SP1_c.t1, CP10_g42844_DN3_SP3_c.t1
OG0006766	g7521	CP10_g42865_DN3_SP3_c.t1
OG0006767	g13021	CP10_g42883_DN3_SP2_c.t1
OG0006768	g7516	CP10_g42875_DN3_SP6_c.t1
OG0006769	g12405	CP10_g42894_DN3_SP0_c.t1
OG0006770	g7449, g13068	CP10_g42968_DN1_SP0_c.t1
OG0006771	g7381	CP10_g43103_DN3_SP0_c.t1
OG0006772	g13109, g7404	CP10_g43058_DN3_SP4_c.t1
OG0006773	g7398	CP10_g43070_DN3_SP0_c.t1
OG0006774	g12339	CP10_g43071_DN3_SP8_c.t1
OG0006775	g7384, g12322	CP10_g43100_DN3_SP5_c.t1
OG0006776	g7370	CP10_g43122_DN3_SP0_c.t1
OG0006777	g7369	CP10_g43123_DN3_SP3_c.t1
OG0006778	g13122, g12316	CP10_g43126_DN3_SP0_c.t1
OG0006779	g7360	CP10_g43134_DN3_SP0_c.t1
OG0006780	g7359	CP10_g43136_DN3_SP8_c.t1
OG0006782	g7307	CP10_g43206_DN2_SP7_c.t1
OG0006783	g7292, g13144	CP10_g43225_DN3_SP8_c.t1
OG0006785	g7272	CP10_g43247_DN3_SP6_c.t1
OG0006786	g7267	CP10_g43257_DN3_SP8_c.t1
OG0006787	g39855	CP4_g25625_DN3_SP6_c.t1
OG0006788	g13192, g13191	CP10_g43328_DN3_SP8_c.t1
OG0006789	g12220	CP10_g43333_DN3_SP8_c.t1
OG0006790	g13205	CP10_g43359_DN3_SP8_c.t1
OG0006792	g7186, g12197	CP10_g43385_DN3_SP0_c.t1
OG0006793	g13212	CP10_g43388_DN3_SP2_c.t1
OG0006794	g7160	CP10_g43421_DN3_SP0_c.t1
OG0006796	g13224	CP10_g43445_DN3_SP6_c.t1
OG0006797	g7134, g13228	CP10_g43459_DN3_SP0_c.t1
OG0006798	g7111	CP10_g43486_DN3_SP7_c.t1
OG0006799	g7086	CP12_g29874_DN3_SP8_c.t1
OG0006800	g7074, g12136	CP12_g29889_DN3_SP0_c.t1
OG0006801	g7054, g1451, g12107	CP12_g29929_DN3_SP7_c.t1
OG0006802	g7052, g12106, g1453	CP12_g29934_DN3_SP8_c.t1
OG0006803	g7036	CP12_g29973_DN3_SP8_c.t1
OG0006804	g7027	CP12_g29978_DN3_SP8_c.t1
OG0006805	g26926	CP1_g36657_DN3_SP0_c.t1
OG0006806	g12057, g6975	CP12_g30051_DN3_SP0_c.t1
OG0006807	g6959	CP12_g30060_DN3_SP8_c.t1
OG0006808	g6945, g13283	CP12_g30081_DN3_SP8_c.t1
OG0006809	g12043, g6937	CP12_g30090_DN3_SP0_c.t1
OG0006811	g12042	CP12_g30094_DN3_SP8_c.t1
OG0006812	g12041	CP12_g30095_DN3_SP5_c.t1
OG0006813	g12033, g12034	CP12_g30110_DN3_SP8_c.t1
OG0006814	g6915	CP12_g30121_DN3_SP3_c.t1
OG0006815	g13300, g12019	CP12_g30151_DN3_SP8_c.t1
OG0006816	g12016	CP12_g30156_DN3_SP7_c.t1
OG0006817	g6879	CP12_g30176_DN3_SP6_c.t1
OG0006819	g13321	CP12_g30214_DN3_SP1_c.t1
OG0006820	g11984	CP12_g30228_DN3_SP8_c.t1
OG0006821	g31811	CP7_g45869_DN3_SP1_c.t1
OG0006822	g6758	CP12_g30343_DN3_SP6_c.t1
OG0006823	g6755, g11941	CP12_g30347_DN3_SP7_c.t1
OG0006824	g11918	CP12_g30386_DN3_SP0_c.t1
OG0006825	g6716	CP12_g30412_DN3_SP3_c.t1
OG0006827	g11902	CP12_g30416_DN3_SP8_c.t1
OG0006828	g13372	CP12_g30437_DN3_SP0_c.t1
OG0006829	g11885	CP12_g30447_DN3_SP4_c.t1
OG0006830	g11881, g6689	CP12_g30459_DN3_SP3_c.t1
OG0006831	g6685	CP12_g30469_DN3_SP8_c.t1
OG0006832	g31221	CP1_g37268_DN3_SP7_c.t1
OG0006833	g18094, g46742	CP5_g1636_DN3_SP7_c.t1
OG0006834	g18131, g16745	CP5_g1799_DN3_SP8_c.t1
OG0006835	g10304	CP2_g48832_DN3_SP8_c.t1
OG0006836	g10307	CP2_g48837_DN3_SP8_c.t1
OG0006837	g13474, g6507	CP12_g30752_DN3_SP2_c.t1
OG0006840	g6663	CP12_g30517_DN3_SP0_c.t1
OG0006841	g23446	CP5_g1010_DN3_SP3_c.t1
OG0006842	g47722	CP5_g1013_DN3_SP3_c.t1
OG0006843	g26022	CP31_g46763_DN3_SP1_c.t1
OG0006845	g4906	CP8_g54469_DN3_SP8_c.t1
OG0006846	g4913	CP8_g54472_DN3_SP4_c.t1
OG0006847	g29046	CP8_g54493_DN3_SP7_c.t1
OG0006848	g4932	CP8_g54507_DN3_SP8_c.t1
OG0006849	g10194	CP59_g6677_DN3_SP0_c.t1
OG0006850	g10178, g4744	CP2_g48665_DN3_SP8_c.t1
OG0006851	g10272	CP2_g48791_DN3_SP8_c.t1
OG0006852	g19241	CP3_g14108_DN3_SP0_c.t1
OG0006853	g2416	CP3_g14140_DN3_SP1_c.t1
OG0006854	g2422	CP3_g14149_DN3_SP5_c.t1
OG0006855	g2429	CP3_g14158_DN3_SP2_c.t1
OG0006856	g2431, g19278	CP3_g14161_DN3_SP8_c.t1
OG0006857	g2433	CP3_g14163_DN3_SP5_c.t1
OG0006858	g2471	CP3_g14221_DN3_SP8_c.t1
OG0006859	g2475	CP3_g14226_DN3_SP0_c.t1
OG0006860	g19317	CP3_g14237_DN3_SP8_c.t1
OG0006861	g19319	CP3_g14239_DN3_SP8_c.t1
OG0006862	g49309	CP1_g36448_DN3_SP0_c.t1
OG0006864	g49319, g30742	CP1_g36469_DN3_SP0_c.t1
OG0006865	g30764, g26876	CP1_g36501_DN3_SP6_c.t1
OG0006866	g49358	CP1_g36527_DN3_SP3_c.t1
OG0006867	g49367	CP1_g36819_DN3_SP8_c.t1
OG0006868	g49393	CP1_g36777_DN2_SP0_c.t1
OG0006869	g49395, g30802	CP1_g36772_DN3_SP7_c.t1
OG0006870	g30807	CP1_g36763_DN3_SP8_c.t1
OG0006871	g30841	CP1_g36692_DN3_SP0_c.t1
OG0006872	g49448	CP1_g36651_DN3_SP3_c.t1
OG0006873	g13698	CP3_g13960_DN2_SP0_c.t1, CP10_g44047_DN2_SP0_c.t1, CP10_g44043_DN3_SP0_c.t1
OG0006874	g49457	CP1_g36617_DN3_SP1_c.t1
OG0006875	g26943	CP1_g36609_DN3_SP0_c.t1
OG0006876	g30903	CP1_g36599_DN3_SP7_c.t1
OG0006877	g3014	CP3_g14934_DN2_SP0_c.t1
OG0006878	g49478	CP1_g36583_DN3_SP0_c.t1
OG0006879	g49485	CP1_g36565_DN3_SP0_c.t1
OG0006880	g30923	CP1_g36549_DN3_SP8_c.t1
OG0006881	g30942	CP1_g36854_DN3_SP7_c.t1, CP10_g44061_DN2_SP0_c.t1
OG0006882	g49533	CP1_g36898_DN3_SP8_c.t1
OG0006883	g30976	CP1_g36900_DN3_SP2_c.t1
OG0006884	g31005	CP1_g36934_DN3_SP5_c.t1
OG0006885	g31010	CP1_g36942_DN3_SP5_c.t1
OG0006886	g49553	CP1_g36971_DN3_SP0_c.t1
OG0006887	g26994, g49557	CP1_g36981_DN3_SP8_c.t1
OG0006888	g31037	CP1_g36983_DN3_SP0_c.t1
OG0006889	g17216, g47504	CP19_g18213_DN3_SP2_c.t1
OG0006890	g31102	CP13_g20137_DN3_SP0_c.t1, CP1_g37088_DN3_SP2_c.t1
OG0006891	g49611	CP1_g37102_DN3_SP6_c.t1
OG0006892	g49617	CP1_g37109_DN3_SP7_c.t1
OG0006893	g31115, g49690	CP4_g25800_DN2_SP0_c.t1, CP1_g37118_DN3_SP2_c.t1
OG0006894	g49677	CP1_g37129_DN3_SP6_c.t1
OG0006895	g31138	CP1_g37162_DN2_SP0_c.t1
OG0006896	g27057	CP1_g37171_DN3_SP0_c.t1
OG0006897	g31152	CP1_g37177_DN3_SP2_c.t1
OG0006899	g31179	CP1_g37210_DN1_SP0_c.t1
OG0006900	g31212	CP1_g37255_DN3_SP5_c.t1
OG0006901	g49718, g31231	CP1_g37283_DN3_SP8_c.t1
OG0006902	g27104	CP1_g37299_DN3_SP0_c.t1
OG0006903	g49726	CP1_g37332_DN3_SP6_c.t1, CP2_g49378_DN3_SP3_c.t1
OG0006904	g13859	CP1_g37341_DN3_SP7_c.t1
OG0006905	g27128, g31276	CP1_g37376_DN3_SP0_c.t1
OG0006906	g31296	CP1_g37400_DN3_SP7_c.t1
OG0006907	g31301	CP1_g37412_DN3_SP5_c.t1
OG0006908	g27144	CP1_g37415_DN3_SP8_c.t1
OG0006909	g31303	CP1_g37417_DN3_SP0_c.t1
OG0006910	g49771	CP1_g37421_DN3_SP8_c.t1
OG0006912	g27163	CP1_g37458_DN3_SP0_c.t1
OG0006913	g31326	CP1_g37462_DN2_SP0_c.t1
OG0006914	g49779	CP1_g37475_DN3_SP0_c.t1
OG0006915	g49780	CP1_g37477_DN3_SP0_c.t1
OG0006916	g31357, g27186	CP1_g37519_DN3_SP8_c.t1
OG0006917	g49815	CP1_g37528_DN3_SP8_c.t1
OG0006918	g49820	CP1_g37542_DN3_SP8_c.t1
OG0006919	g39451	CP8_g54661_DN3_SP5_c.t1
OG0006920	g49835, g49830, g49841	CP1_g37564_DN3_SP0_c.t1
OG0006921	g49858	CP1_g37597_DN3_SP8_c.t1
OG0006922	g31423	CP1_g37603_DN3_SP0_c.t1
OG0006923	g49888, g27246, g31476	CP1_g37675_DN3_SP5_c.t1
OG0006924	g49897, g27249	CP1_g37690_DN2_SP0_c.t1
OG0006925	g27250	CP1_g37692_DN3_SP3_c.t1
OG0006926	g27252	CP1_g37698_DN3_SP7_c.t1
OG0006927	g31523	CP1_g37742_DN3_SP7_c.t1
OG0006928	g31535	CP1_g37764_DN3_SP3_c.t1
OG0006929	g31554	CP1_g37789_DN3_SP3_c.t1
OG0006930	g49921, g31555	CP1_g37790_DN3_SP8_c.t1
OG0006931	g31573, g27292	CP1_g37815_DN3_SP0_c.t1
OG0006932	g46551, g31581	CP1_g37827_DN3_SP5_c.t1
OG0006933	g31594	CP7_g46194_DN2_SP5_c.t1
OG0006934	g31600	CP7_g46185_DN3_SP1_c.t1
OG0006935	g27313	CP7_g46157_DN3_SP6_c.t1
OG0006936	g31619, g27325	CP7_g46152_DN3_SP8_c.t1
OG0006937	g46545	CP9_g29621_DN3_SP8_c.t1
OG0006938	g31639, g27337	CP7_g46121_DN3_SP8_c.t1
OG0006939	g10440	CP13_g19212_DN3_SP8_c.t1
OG0006940	g31670	CP7_g46063_DN3_SP0_c.t1
OG0006941	g49983, g31675	CP7_g46058_DN3_SP8_c.t1
OG0006942	g27367	CP7_g46027_DN3_SP0_c.t1
