Orthogroup	Cochlearia_excelsa	Euclidium_syriacum
OG0010224	g22851	ESY4_g26468_DN3_SP0_c0.t1
OG0010225	g22869	ESY4_g26426_DN3_SP0_c0.t1
OG0010226	g4052	ESY2_g36977_DN3_SP0_c0.t1
OG0010227	g47974, g22904	ESY4_g26307_DN3_SP7_c0.t1
OG0010229	g22920	ESY4_g26250_DN3_SP0_c0.t1
OG0010230	g22935	ESY4_g26205_DN3_SP8_c0.t1
OG0010231	g22960	ESY4_g26125_DN3_SP0_c0.t1
OG0010232	g18235	ESY4_g26022_DN3_SP8_c0.t1
OG0010233	g22974	ESY4_g26015_DN3_SP0_c0.t1
OG0010235	g47908	ESY4_g25452_DN3_SP8_c0.t1
OG0010236	g23033	ESY4_g25483_DN3_SP8_c0.t1
OG0010237	g47900	ESY4_g25518_DN3_SP0_c0.t1
OG0010238	g23059	ESY4_g25560_DN3_SP4_c0.t1
OG0010239	g23066	ESY4_g25568_DN3_SP8_c0.t1
OG0010240	g23077	ESY4_g25587_DN3_SP0_c0.t1
OG0010241	g23083	ESY4_g25619_DN3_SP1_c0.t1
OG0010243	g18208	ESY4_g25627_DN3_SP0_c0.t1
OG0010244	g32244	ESY23_g70_DN3_SP1_c0.t1
OG0010245	g23095	ESY4_g25633_DN3_SP0_c0.t1
OG0010246	g47834, g23208	ESY4_g25993_DN3_SP5_c0.t1
OG0010247	g23254	ESY4_g25191_DN3_SP8_c0.t1
OG0010248	g23249	ESY4_g25178_DN3_SP0_c0.t1
OG0010249	g47820	ESY4_g25172_DN3_SP1_c0.t1
OG0010250	g47827	ESY4_g25111_DN3_SP8_c0.t1
OG0010251	g23219	ESY4_g25109_DN3_SP0_c0.t1
OG0010252	g23207	ESY4_g25987_DN3_SP8_c0.t1
OG0010253	g23204	ESY4_g25983_DN3_SP5_c0.t1
OG0010254	g23200	ESY4_g25970_DN3_SP3_c0.t1
OG0010255	g23191	ESY4_g25943_DN3_SP4_c0.t1
OG0010256	g23189	ESY4_g25911_DN3_SP0_c0.t1
OG0010257	g23187	ESY4_g25905_DN3_SP8_c0.t1
OG0010258	g23183	ESY4_g25904_DN3_SP1_c0.t1
OG0010259	g23181	ESY4_g25884_DN3_SP5_c0.t1
OG0010260	g23180	ESY4_g25883_DN3_SP1_c0.t1
OG0010262	g28306, g28267	ESY12_g51497_DN3_SP3_c0.t1
OG0010263	g18186	ESY4_g25676_DN3_SP8_c0.t1
OG0010264	g23139	ESY4_g25685_DN3_SP0_c0.t1
OG0010265	g23286	ESY4_g25075_DN3_SP8_c6.t1
OG0010266	g47795	ESY4_g25017_DN3_SP0_c0.t1
OG0010267	g47790	ESY4_g24995_DN3_SP8_c0.t1
OG0010268	g23309, g16946	ESY4_g24991_DN3_SP0_c0.t1
OG0010269	g16949	ESY4_g24923_DN3_SP0_c0.t1
OG0010270	g16951	ESY4_g24920_DN3_SP0_c0.t1
OG0010271	g16952	ESY4_g24919_DN3_SP5_c0.t1
OG0010272	g47783	ESY4_g24893_DN3_SP0_c3.t1
OG0010273	g47781, g23332	ESY4_g24873_DN2_SP0_c0.t1
OG0010274	g47761	ESY4_g24748_DN3_SP0_c0.t1
OG0010275	g23374	ESY4_g24751_DN3_SP4_c0.t1
OG0010276	g11735	ESY3_g28162_DN3_SP8_c0.t1
OG0010278	g46013	ESY2_g35845_DN2_SP0_c0.t1
OG0010281	g45955	ESY2_g35779_DN3_SP0_c0.t1
OG0010282	g45956	ESY2_g35778_DN3_SP0_c0.t1
OG0010283	g45966	ESY2_g35757_DN3_SP6_c0.t1
OG0010284	g45970	ESY2_g35752_DN3_SP0_c0.t1
OG0010285	g44624	ESY2_g35743_DN3_SP8_c0.t1
OG0010286	g32122, g50333, g27571	ESY5_g1709_DN3_SP3_c0.t1
OG0010287	g50335	ESY5_g1702_DN3_SP0_c0.t1
OG0010288	g27580	ESY43_g13370_DN3_SP8_c0.t1
OG0010289	g32146, g50349	ESY2_g35360_DN3_SP0_c0.t1
OG0010290	g32161	ESY5_g1355_DN3_SP8_c0.t1
OG0010291	g32180, g50368	ESY5_g1236_DN3_SP8_c0.t1
OG0010292	g50407, g32279	ESY5_g1143_DN3_SP3_c0.t1
OG0010293	g39555	ESY20_g13214_DN3_SP0_c0.t1
OG0010294	g39554	ESY20_g13211_DN3_SP8_c0.t1
OG0010295	g39551	ESY20_g13206_DN3_SP0_c0.t1
OG0010296	g39549	ESY20_g13204_DN3_SP7_c0.t1
OG0010297	g39547	ESY20_g13194_DN3_SP0_c0.t1
OG0010298	g39539	ESY20_g13179_DN3_SP0_c0.t1
OG0010299	g25449, g39536	ESY20_g13173_DN3_SP8_c12.t1
OG0010300	g39533, g25448	ESY20_g13168_DN3_SP7_c0.t1
OG0010301	g39523	ESY20_g13153_DN3_SP0_c0.t1
OG0010302	g10417	ESY21_g55425_DN2_SP0_c0.t1
OG0010303	g25425	ESY5_g5376_DN3_SP2_c0.t1
OG0010304	g45221, g25415, g25418	ESY20_g13098_DN3_SP8_c0.t1
OG0010305	g40789, g39505	ESY20_g13095_DN1_SP0_c0.t1, ESY20_g13096_DN3_SP0_c0.t1
OG0010306	g39494	ESY20_g13091_DN3_SP1_c0.t1
OG0010307	g39469	ESY20_g13042_DN3_SP0_c0.t1
OG0010308	g39482	ESY20_g13017_DN3_SP8_c0.t1
OG0010309	g45255	ESY20_g13006_DN3_SP2_c0.t1
OG0010310	g25373	ESY20_g12988_DN3_SP8_c0.t1
OG0010312	g45269	ESY20_g12969_DN3_SP8_c0.t1
OG0010313	g45271	ESY20_g12965_DN3_SP0_c0.t1
OG0010314	g39457	ESY20_g12959_DN3_SP0_c10.t1
OG0010315	g39453	ESY20_g12951_DN3_SP1_c0.t1
OG0010317	g11176	ESY20_g12920_DN3_SP8_c0.t1
OG0010318	g50847	ESY8_g59927_DN3_SP8_c0.t1
OG0010319	g44596	ESY8_g59918_DN3_SP1_c0.t1
OG0010320	g32249	ESY5_g680_DN3_SP6_c0.t1
OG0010321	g32192	ESY5_g899_DN3_SP8_c0.t1, ESY90_g5586_DN3_SP0_c0.t1
OG0010322	g32188	ESY5_g1213_DN3_SP4_c0.t1
OG0010323	g11667	ESY4_g21765_DN3_SP7_c0.t1
OG0010324	g23704	ESY16_g62573_DN3_SP8_c0.t1
OG0010325	g47613	ESY16_g62359_DN3_SP6_c0.t1
OG0010326	g23663	ESY6_g47969_DN3_SP0_c4.t1
OG0010327	g23658	ESY16_g62327_DN3_SP7_c0.t1
OG0010328	g23641	ESY16_g62251_DN3_SP0_c0.t1
OG0010329	g23634	ESY16_g62198_DN3_SP8_c0.t1
OG0010330	g17086	ESY16_g62196_DN3_SP8_c0.t1
OG0010331	g23632	ESY16_g62193_DN3_SP4_c0.t1
OG0010332	g23629	ESY16_g62170_DN2_SP0_c0.t1
OG0010334	g23571	ESY4_g23937_DN3_SP0_c0.t1
OG0010335	g23566	ESY4_g23946_DN2_SP0_c0.t1
OG0010337	g10655	ESY10_g14158_DN3_SP8_c0.t1
OG0010338	g10653	ESY10_g14146_DN3_SP8_c0.t1
OG0010339	g1559	ESY10_g14125_DN2_SP0_c0.t1
OG0010340	g1563	ESY10_g14053_DN2_SP0_c0.t1
OG0010343	g27435	ESY5_g4047_DN3_SP3_c0.t1
OG0010344	g50160	ESY5_g3898_DN3_SP0_c0.t1
OG0010352	g49904, g36669	ESY2_g36192_DN3_SP5_c0.t1
OG0010354	g44127	ESY4_g25707_DN3_SP0_c0.t1, ESY2_g33986_DN3_SP0_c0.t1
OG0010356	g37503, g52119	ESY12_g51466_DN3_SP0_c0.t1, ESY12_g51467_DN3_SP0_c0.t1, ESY12_g51468_DN3_SP0_c0.t1
OG0010359	g12611	ESY3_g32100_DN3_SP0_c0.t1
OG0010360	g41568	ESY2_g34489_DN3_SP0_c0.t1
OG0010361	g44605	ESY2_g35813_DN3_SP0_c0.t1
OG0010362	g46081	ESY2_g34863_DN3_SP4_c0.t1
OG0010363	g12978	ESY3_g30693_DN3_SP0_c0.t1
OG0010364	g12278	ESY3_g30077_DN3_SP0_c0.t1
OG0010365	g7202	ESY3_g30301_DN3_SP0_c0.t1
OG0010369	g50898	ESY8_g59693_DN2_SP0_c0.t1
OG0010370	g46058	ESY10_g14813_DN3_SP0_c0.t1
OG0010370	g50925	ESY7_g17878_DN3_SP0_c0.t1
OG0010371	g38369	ESY8_g59418_DN3_SP0_c0.t1
OG0010372	g50996, g38362	ESY8_g59412_DN3_SP8_c0.t1
OG0010377	g51554	ESY9_g44065_DN3_SP0_c0.t1
OG0010381	g37704	ESY12_g51365_DN3_SP0_c0.t1
OG0010382	g10742	ESY10_g14519_DN3_SP0_c0.t1
OG0010383	g10605	ESY10_g14017_DN3_SP0_c0.t1
OG0010384	g10465	ESY21_g55774_DN2_SP0_c0.t1
OG0010385	g10399	ESY21_g55236_DN2_SP0_c0.t1
OG0010386	g26281, g19428	ESY1_g9278_DN3_SP0_c0.t1
OG0010387	g2595, g19370	ESY1_g9839_DN3_SP0_c0.t1
OG0010388	g2369, g11316	ESY1_g11133_DN2_SP0_c0.t1
OG0010391	g818, g41341	ESY6_g48975_DN2_SP0_c0.t1, ESY6_g48936_DN3_SP0_c0.t1
OG0010392	g4745	ESY10_g15837_DN3_SP4_c0.t1
OG0010395	g47562	ESY13_g56282_DN3_SP0_c0.t1
OG0010396	g47496	ESY13_g57264_DN3_SP5_c0.t1
OG0010398	g17307	ESY4_g26276_DN3_SP0_c0.t1, ESY4_g22566_DN2_SP0_c0.t1, ESY8_g60600_DN3_SP0_c0.t1, ESY1_g11200_DN3_SP0_c0.t1
OG0010399	g24123	ESY9_g43016_DN3_SP0_c0.t1, ESY9_g43007_DN3_SP0_c0.t1, ESY9_g43015_DN3_SP0_c0.t1, ESY9_g43013_DN3_SP0_c0.t1
OG0010400	g24280	ESY9_g42425_DN3_SP0_c0.t1
OG0010402	g17726	ESY15_g65453_DN3_SP8_c0.t1
OG0010405	g46646	ESY8_g60098_DN3_SP0_c0.t1
OG0010406	g50169	ESY8_g60051_DN2_SP0_c0.t1
OG0010407	g37052	ESY3_g31170_DN3_SP0_c0.t1
OG0010408	g18464, g36982, g36981	ESY1_g6655_DN3_SP0_c0.t1
OG0010409	g10269	ESY7_g18701_DN3_SP0_c0.t1, ESY7_g18700_DN3_SP0_c0.t1
OG0010411	g10204, g4784	ESY15_g64331_DN2_SP0_c0.t1
OG0010412	g4640, g10199	ESY15_g64246_DN3_SP0_c0.t1
OG0010413	g41149	ESY15_g65188_DN3_SP1_c0.t1
OG0010414	g41164	ESY6_g46327_DN3_SP4_c0.t1
OG0010415	g28357, g41198, g41182	ESY9_g42823_DN3_SP0_c0.t1
OG0010417	g41247	ESY6_g47169_DN3_SP8_c0.t1
OG0010419	g19644	ESY6_g50275_DN3_SP0_c0.t1
OG0010426	g10380	ESY2_g34540_DN2_SP0_c0.t1, ESY2_g34544_DN2_SP0_c0.t1
OG0010430	g24944, g26639	ESY11_g54656_DN1_SP0_c0.t1
OG0010437	g23393	ESY4_g24641_DN3_SP5_c0.t1
OG0010438	g23390	ESY4_g24644_DN3_SP8_c0.t1
OG0010440	g23389	ESY4_g24662_DN3_SP0_c0.t1
OG0010441	g23383	ESY4_g24690_DN3_SP1_c0.t1
OG0010442	g47755	ESY4_g24722_DN3_SP8_c0.t1
OG0010443	g38311	ESY8_g59278_DN3_SP8_c0.t1
OG0010444	g47452	ESY23_g32_DN3_SP8_c0.t1
OG0010445	g19545	ESY1_g8168_DN3_SP6_c0.t1
OG0010446	g19426	ESY1_g9276_DN3_SP8_c0.t1
OG0010447	g19422	ESY1_g9212_DN3_SP8_c0.t1
OG0010448	g19419	ESY1_g9192_DN3_SP0_c0.t1
OG0010449	g19464, g19465	ESY1_g9176_DN3_SP0_c0.t1
OG0010451	g19485	ESY1_g9003_DN2_SP6_c0.t1
OG0010452	g2728	ESY1_g9084_DN3_SP4_c0.t1
OG0010454	g10822	ESY10_g14661_DN3_SP0_c0.t1
OG0010455	g10765	ESY10_g14571_DN2_SP0_c0.t1
OG0010457	g1510	ESY10_g14512_DN2_SP0_c10.t1
OG0010458	g10756	ESY10_g14548_DN3_SP8_c11.t1
OG0010459	g46673	ESY8_g60314_DN3_SP8_c0.t1
OG0010460	g46677, g16844	ESY6_g48800_DN3_SP0_c0.t1, ESY8_g60330_DN3_SP0_c0.t1
OG0010461	g41491	ESY7_g17087_DN3_SP0_c0.t1
OG0010462	g32267, g4955, g4953	ESY7_g17114_DN3_SP0_c0.t1
OG0010463	g29012	ESY7_g17121_DN3_SP0_c0.t1
OG0010464	g28991	ESY7_g17144_DN3_SP8_c0.t1
OG0010465	g28988	ESY12_g51669_DN3_SP8_c0.t1
OG0010466	g29129	ESY7_g17159_DN2_SP0_c0.t1
OG0010467	g29136	ESY7_g17175_DN3_SP8_c0.t1
OG0010468	g29141	ESY7_g17184_DN3_SP0_c0.t1
OG0010469	g4999	ESY7_g17205_DN3_SP0_c0.t1
OG0010470	g26993	ESY5_g4609_DN3_SP0_c0.t1
OG0010471	g29176	ESY7_g17260_DN3_SP0_c0.t1
OG0010472	g45738	ESY7_g17266_DN3_SP0_c0.t1
OG0010473	g45735	ESY7_g17288_DN3_SP0_c0.t1
OG0010474	g45734, g5043	ESY7_g17291_DN3_SP0_c12.t1
OG0010475	g5047	ESY7_g17309_DN3_SP0_c0.t1
OG0010476	g45721	ESY7_g17346_DN3_SP0_c0.t1
OG0010477	g5061	ESY7_g17350_DN2_SP1_c0.t1
OG0010478	g45717	ESY7_g17367_DN3_SP2_c0.t1
OG0010479	g51469	ESY3_g30570_DN3_SP0_c0.t1
OG0010480	g29245	ESY7_g17446_DN3_SP8_c0.t1
OG0010481	g5114	ESY7_g17449_DN3_SP0_c0.t1
OG0010482	g45681	ESY7_g17510_DN3_SP0_c0.t1
OG0010485	g5169	ESY7_g17562_DN2_SP0_c0.t1
OG0010486	g29292, g5175	ESY7_g17568_DN3_SP3_c0.t1
OG0010487	g29300, g5178	ESY7_g17575_DN3_SP8_c0.t1
OG0010488	g24577	ESY2_g33331_DN3_SP0_c0.t1
OG0010489	g5193	ESY7_g17624_DN3_SP0_c0.t1
OG0010491	g29335	ESY7_g17697_DN3_SP0_c0.t1
OG0010492	g29336	ESY7_g17698_DN3_SP0_c0.t1
OG0010493	g5242	ESY7_g17700_DN3_SP0_c12.t1
OG0010494	g5253	ESY7_g17714_DN3_SP8_c0.t1
OG0010495	g5257	ESY7_g17719_DN3_SP1_c0.t1
OG0010496	g29348	ESY7_g17738_DN3_SP0_c0.t1
OG0010497	g29353	ESY7_g17747_DN3_SP0_c0.t1
OG0010498	g29370, g53780	ESY7_g18416_DN3_SP6_c0.t1
OG0010499	g5286	ESY7_g18415_DN3_SP8_c0.t1
OG0010500	g5295	ESY7_g18390_DN3_SP7_c0.t1
OG0010501	g29389	ESY7_g18378_DN3_SP4_c0.t1
OG0010503	g5302	ESY7_g18371_DN3_SP0_c13.t1
OG0010504	g45859	ESY2_g35104_DN3_SP0_c0.t1
OG0010505	g5314	ESY7_g18329_DN3_SP8_c0.t1
OG0010507	g29406	ESY7_g18300_DN3_SP8_c0.t1
OG0010508	g5327	ESY7_g18295_DN3_SP0_c0.t1
OG0010509	g5345	ESY7_g18254_DN3_SP0_c0.t1
OG0010510	g5347	ESY7_g18252_DN3_SP0_c0.t1
OG0010511	g45574	ESY7_g18230_DN3_SP8_c0.t1
OG0010512	g29438	ESY7_g18202_DN1_SP0_c0.t1
OG0010513	g5369	ESY7_g18196_DN3_SP0_c0.t1
OG0010514	g5372, g45568, g29445	ESY7_g18188_DN2_SP0_c0.t1
OG0010515	g5385	ESY7_g18142_DN3_SP7_c0.t1
OG0010517	g29473, g45556	ESY6_g49630_DN3_SP8_c0.t1
OG0010518	g5395	ESY7_g18105_DN3_SP4_c0.t1
OG0010519	g45538	ESY7_g18036_DN3_SP0_c0.t1
OG0010520	g29500	ESY7_g18029_DN3_SP0_c0.t1
OG0010521	g5418	ESY7_g18005_DN3_SP0_c0.t1
OG0010522	g5428	ESY7_g17973_DN3_SP6_c0.t1
OG0010523	g5445	ESY7_g17923_DN3_SP0_c18.t1
OG0010524	g29548	ESY7_g17902_DN1_SP0_c0.t1
OG0010526	g29558	ESY7_g17862_DN3_SP0_c0.t1
OG0010527	g5456	ESY7_g17842_DN3_SP8_c0.t1
OG0010528	g29564	ESY7_g17835_DN3_SP0_c0.t1
OG0010529	g13533	ESY9_g43045_DN3_SP2_c0.t1, ESY2_g36905_DN3_SP0_c0.t1
OG0010530	g6626	ESY3_g28981_DN3_SP0_c0.t1
OG0010532	g29582	ESY7_g18702_DN3_SP1_c0.t1
OG0010533	g5499	ESY7_g18691_DN3_SP0_c0.t1
OG0010534	g45500	ESY7_g17195_DN2_SP0_c0.t1, ESY7_g18684_DN3_SP6_c0.t1
OG0010535	g29587	ESY7_g18682_DN3_SP0_c0.t1
OG0010537	g5525	ESY7_g18617_DN3_SP7_c0.t1
OG0010538	g29609	ESY7_g18599_DN3_SP7_c0.t1
OG0010539	g29619, g29620	ESY7_g18565_DN3_SP0_c0.t1
OG0010540	g39623	ESY8_g58343_DN3_SP0_c14.t1
OG0010541	g39626, g25492	ESY8_g58338_DN3_SP1_c0.t1
OG0010542	g39628	ESY8_g58335_DN3_SP0_c0.t1
OG0010543	g25503	ESY8_g58314_DN3_SP0_c0.t1, ESY9_g45285_DN3_SP0_c0.t1
OG0010544	g45194	ESY8_g58313_DN3_SP0_c0.t1
OG0010545	g25507	ESY8_g58310_DN3_SP0_c0.t1
OG0010546	g39636	ESY8_g58306_DN3_SP0_c28.t1
OG0010547	g39642	ESY8_g58294_DN3_SP0_c0.t1
OG0010548	g25515	ESY8_g58286_DN3_SP0_c0.t1
OG0010549	g23796	ESY13_g56837_DN3_SP0_c0.t1, ESY13_g56825_DN3_SP0_c0.t1
OG0010550	g23800	ESY13_g56838_DN3_SP8_c0.t1
OG0010551	g36808	ESY8_g59228_DN2_SP0_c0.t1
OG0010552	g47523	ESY13_g56958_DN3_SP0_c0.t1
OG0010553	g40150	ESY8_g59108_DN3_SP0_c0.t1
OG0010554	g40148	ESY8_g59106_DN3_SP0_c0.t1
OG0010555	g40142	ESY8_g59102_DN3_SP0_c0.t1
OG0010556	g40122	ESY8_g59061_DN2_SP0_c0.t1
OG0010557	g40108	ESY8_g59042_DN3_SP8_c0.t1
OG0010558	g37803	ESY8_g59016_DN3_SP0_c0.t1
OG0010559	g37810	ESY8_g59009_DN3_SP1_c11.t1
OG0010560	g40085	ESY3_g31480_DN3_SP0_c0.t1
OG0010561	g40082	ESY8_g58998_DN3_SP0_c0.t1
OG0010562	g40078	ESY8_g58992_DN3_SP5_c0.t1
OG0010563	g40059	ESY8_g58956_DN1_SP0_c0.t1
OG0010564	g40057	ESY6_g46480_DN3_SP0_c0.t1, ESY8_g58950_DN3_SP0_c0.t1, ESY5_g4431_DN3_SP0_c2.t1
OG0010565	g43769	ESY8_g58940_DN3_SP3_c0.t1, ESY8_g58936_DN3_SP4_c0.t1
OG0010566	g40032	ESY8_g58926_DN3_SP0_c0.t1
OG0010567	g39976	ESY8_g58903_DN3_SP0_c0.t1
OG0010568	g40010, g51114	ESY8_g58859_DN3_SP0_c0.t1
OG0010569	g37870	ESY8_g58817_DN3_SP0_c0.t1
OG0010570	g40018	ESY8_g58812_DN3_SP0_c1.t1
OG0010571	g39969	ESY8_g58763_DN3_SP8_c0.t1
OG0010572	g39961	ESY8_g58728_DN3_SP0_c0.t1
OG0010574	g39912	ESY8_g58618_DN3_SP0_c9.t1
OG0010575	g39897	ESY8_g58584_DN3_SP0_c0.t1
OG0010576	g50891	ESY8_g59736_DN3_SP0_c0.t1
OG0010577	g51230	ESY8_g58497_DN3_SP0_c0.t1
OG0010578	g51231	ESY8_g58500_DN3_SP0_c0.t1
OG0010579	g39876	ESY8_g58512_DN3_SP6_c0.t1
OG0010581	g39858	ESY8_g58541_DN3_SP1_c0.t1
OG0010582	g39836	ESY8_g58446_DN3_SP6_c0.t1, ESY11_g53748_DN3_SP2_c0.t1
OG0010583	g51264	ESY8_g58419_DN3_SP4_c0.t1
OG0010584	g37915	ESY8_g58409_DN3_SP8_c0.t1
OG0010586	g51278	ESY8_g58389_DN3_SP8_c0.t1
OG0010587	g39815	ESY8_g58349_DN3_SP8_c0.t1
OG0010588	g38282	ESY8_g59226_DN2_SP0_c0.t1
OG0010590	g51305, g35972	ESY20_g12693_DN3_SP0_c0.t1
OG0010591	g39797	ESY20_g12677_DN3_SP0_c0.t1, ESY10_g14305_DN3_SP0_c0.t1
OG0010593	g39794	ESY20_g13342_DN3_SP0_c0.t1
OG0010594	g51315	ESY20_g12732_DN3_SP0_c9.t1
OG0010595	g51319	ESY20_g12743_DN2_SP0_c0.t1
OG0010596	g39763	ESY20_g12748_DN3_SP8_c0.t1
OG0010597	g39759	ESY20_g12760_DN3_SP8_c0.t1
OG0010598	g39742	ESY20_g12846_DN3_SP8_c0.t1
OG0010599	g46867	ESY20_g12879_DN3_SP0_c0.t1
OG0010600	g18344	ESY3_g30039_DN3_SP0_c0.t1
OG0010601	g46869	ESY20_g12897_DN3_SP8_c0.t1
OG0010602	g39703	ESY8_g58111_DN3_SP0_c0.t1
OG0010603	g39678	ESY8_g58194_DN2_SP0_c0.t1
OG0010604	g39668	ESY8_g58226_DN3_SP8_c0.t1
OG0010605	g3053	ESY8_g58229_DN3_SP8_c0.t1
OG0010606	g39650	ESY8_g58231_DN2_SP0_c0.t1
OG0010607	g7745	ESY8_g58254_DN3_SP0_c0.t1
OG0010608	g39647	ESY8_g58259_DN3_SP3_c16.t1
OG0010609	g36268	ESY4_g22405_DN3_SP0_c0.t1
OG0010610	g28113	ESY4_g22569_DN3_SP7_c0.t1
OG0010611	g36264	ESY4_g22570_DN3_SP0_c0.t1
OG0010613	g32291, g50420	ESY4_g22494_DN3_SP0_c0.t1
OG0010614	g36194	ESY4_g22207_DN3_SP0_c0.t1
OG0010615	g50430	ESY4_g22447_DN3_SP0_c0.t1
OG0010616	g32313	ESY4_g22636_DN3_SP0_c0.t1
OG0010617	g50456	ESY4_g22806_DN2_SP4_c0.t1
OG0010618	g50467	ESY10_g15025_DN3_SP0_c0.t1
OG0010619	g32353	ESY4_g22900_DN3_SP0_c0.t1
OG0010620	g50488	ESY7_g16580_DN3_SP0_c0.t1, ESY7_g16619_DN3_SP0_c0.t1
OG0010621	g32373	ESY4_g22946_DN3_SP2_c0.t1
OG0010622	g32404	ESY4_g23290_DN3_SP1_c0.t1
OG0010622	g32403	ESY4_g23289_DN3_SP1_c0.t1
OG0010623	g32410, g27688	ESY4_g23296_DN3_SP8_c0.t1
OG0010625	g32422	ESY4_g23336_DN3_SP2_c0.t1
OG0010626	g32430	ESY4_g23469_DN3_SP7_c0.t1
OG0010627	g32443, g50523	ESY3_g32454_DN3_SP0_c0.t1
OG0010628	g32447	ESY7_g17826_DN3_SP0_c0.t1
OG0010631	g50531	ESY4_g25719_DN3_SP0_c0.t1
OG0010632	g27703	ESY4_g23662_DN3_SP0_c0.t1
OG0010633	g32470	ESY8_g59247_DN2_SP0_c0.t1, ESY4_g23663_DN3_SP2_c0.t1
OG0010634	g16766	ESY8_g59995_DN3_SP7_c0.t1
OG0010636	g50567	ESY16_g62048_DN3_SP0_c0.t1
OG0010637	g32509	ESY16_g62022_DN3_SP4_c0.t1
OG0010638	g50571, g24905	ESY16_g62019_DN3_SP0_c5.t1, ESY7_g16683_DN2_SP0_c0.t1
OG0010639	g27757	ESY16_g61991_DN3_SP0_c0.t1
OG0010640	g27756	ESY16_g61980_DN3_SP8_c0.t1
OG0010641	g27735	ESY16_g61884_DN3_SP0_c0.t1
OG0010642	g32533	ESY16_g61841_DN3_SP0_c0.t1
OG0010643	g32534	ESY16_g61839_DN3_SP8_c0.t1
OG0010645	g50615	ESY16_g61814_DN3_SP0_c0.t1
OG0010646	g50618, g32548	ESY16_g61805_DN3_SP5_c0.t1
OG0010647	g27769	ESY16_g61764_DN3_SP6_c0.t1
OG0010649	g50634	ESY16_g61714_DN3_SP4_c0.t1
OG0010651	g50656	ESY16_g61654_DN2_SP0_c0.t1
OG0010652	g32631	ESY16_g61651_DN2_SP0_c0.t1
OG0010653	g32633	ESY16_g61648_DN3_SP0_c0.t1
OG0010654	g10705	ESY10_g14370_DN3_SP3_c0.t1
OG0010655	g10695	ESY10_g14346_DN3_SP8_c0.t1
OG0010656	g10693	ESY10_g14338_DN3_SP1_c0.t1
OG0010657	g37461	ESY12_g51577_DN3_SP6_c0.t1
OG0010658	g1526	ESY10_g14306_DN3_SP8_c0.t1
OG0010659	g1529	ESY3_g31990_DN1_SP0_c0.t1, ESY3_g31989_DN2_SP0_c0.t1, ESY10_g14298_DN3_SP0_c0.t1
OG0010660	g10661	ESY10_g14201_DN3_SP7_c0.t1
OG0010661	g40	ESY6_g50316_DN3_SP8_c11.t1
OG0010663	g9652	ESY6_g50344_DN3_SP4_c0.t1
OG0010664	g9661	ESY6_g50363_DN3_SP0_c0.t1
OG0010665	g60	ESY2_g33951_DN3_SP0_c0.t1
OG0010666	g67	ESY6_g50366_DN3_SP6_c0.t1
OG0010667	g72	ESY6_g50373_DN3_SP0_c53.t1
OG0010668	g73	ESY6_g50375_DN3_SP4_c0.t1, ESY14_g21275_DN1_SP0_c0.t1
OG0010669	g75	ESY6_g50382_DN3_SP1_c0.t1
OG0010670	g88	ESY6_g50404_DN3_SP1_c13.t1
OG0010672	g103	ESY6_g50416_DN3_SP0_c0.t1
OG0010673	g25854	ESY9_g42457_DN3_SP5_c0.t1
OG0010674	g9692	ESY6_g50418_DN3_SP1_c0.t1
OG0010675	g130	ESY6_g50453_DN3_SP1_c0.t1
OG0010676	g132	ESY6_g50455_DN3_SP0_c0.t1
OG0010677	g9700	ESY6_g50468_DN3_SP7_c0.t1
OG0010679	g9710	ESY6_g50494_DN3_SP0_c0.t1
OG0010680	g9722	ESY6_g50532_DN3_SP1_c0.t1
OG0010683	g208	ESY6_g49959_DN3_SP0_c0.t1
OG0010684	g215	ESY6_g50645_DN3_SP0_c0.t1, ESY6_g50649_DN3_SP1_c9.t1, ESY6_g50654_DN3_SP8_c0.t1
OG0010685	g236	ESY6_g50691_DN3_SP8_c0.t1
OG0010686	g9774	ESY6_g50705_DN3_SP8_c0.t1
OG0010687	g246	ESY6_g50714_DN3_SP6_c0.t1
OG0010688	g9781	ESY6_g50717_DN3_SP8_c0.t1
OG0010689	g9790	ESY6_g50735_DN3_SP4_c0.t1
OG0010690	g260	ESY6_g49597_DN3_SP8_c0.t1
OG0010691	g268	ESY6_g49609_DN3_SP7_c0.t1
OG0010692	g271	ESY6_g49620_DN2_SP0_c0.t1
OG0010693	g9800	ESY6_g49621_DN3_SP6_c0.t1
OG0010694	g9801	ESY6_g49627_DN3_SP8_c0.t1
OG0010695	g297, g9815	ESY6_g49682_DN3_SP8_c0.t1
OG0010696	g302	ESY6_g49696_DN3_SP7_c0.t1
OG0010697	g14048	ESY8_g59973_DN3_SP0_c0.t1
OG0010698	g9844	ESY6_g49833_DN3_SP4_c19.t1
OG0010699	g345	ESY6_g49334_DN3_SP8_c0.t1
OG0010700	g354, g9853	ESY6_g49346_DN3_SP8_c0.t1
OG0010701	g9867, g368	ESY6_g49382_DN3_SP0_c0.t1
OG0010702	g9870	ESY6_g49396_DN3_SP0_c0.t1, ESY5_g5025_DN3_SP0_c0.t1
OG0010703	g9885	ESY6_g49449_DN3_SP0_c0.t1, ESY6_g49452_DN3_SP0_c0.t1
OG0010704	g408	ESY6_g49473_DN3_SP5_c0.t1
OG0010705	g424	ESY6_g49515_DN3_SP5_c2.t1
OG0010706	g453, g9950	ESY6_g50215_DN3_SP0_c0.t1
