Orthogroup	Cochlearia_excelsa	Euclidium_syriacum
OG0009792	g13020	ESY3_g30850_DN3_SP0_c0.t1
OG0009793	g13029	ESY3_g30906_DN2_SP0_c0.t1
OG0009794	g12401	ESY3_g30914_DN3_SP0_c0.t1
OG0009795	g12399	ESY3_g30929_DN3_SP0_c0.t1
OG0009796	g7466	ESY3_g30998_DN3_SP8_c23.t1
OG0009797	g7455	ESY6_g49323_DN3_SP8_c0.t1
OG0009798	g12383	ESY3_g31035_DN3_SP1_c0.t1
OG0009799	g12382	ESY3_g31042_DN3_SP0_c0.t1
OG0009800	g7436	ESY3_g31075_DN3_SP8_c0.t1
OG0009801	g7427	ESY3_g31105_DN3_SP7_c0.t1
OG0009802	g29782	ESY3_g31113_DN3_SP0_c18.t1
OG0009803	g7423, g13102	ESY3_g31127_DN2_SP0_c0.t1
OG0009804	g7418	ESY3_g31140_DN3_SP0_c0.t1
OG0009805	g12348	ESY3_g31172_DN3_SP0_c0.t1
OG0009806	g7402	ESY3_g31183_DN3_SP0_c30.t1
OG0009807	g7397	ESY3_g31197_DN3_SP1_c0.t1
OG0009808	g7382	ESY3_g31250_DN3_SP5_c0.t1
OG0009809	g7377	ESY3_g31262_DN3_SP8_c0.t1
OG0009810	g7347	ESY3_g31303_DN3_SP0_c0.t1
OG0009811	g13130	ESY3_g31293_DN3_SP8_c0.t1
OG0009813	g13133, g7335	ESY3_g31355_DN3_SP4_c0.t1
OG0009814	g12292	ESY3_g31336_DN3_SP8_c0.t1
OG0009815	g13136	ESY3_g30042_DN3_SP4_c0.t1
OG0009817	g13139	ESY3_g30066_DN3_SP8_c0.t1
OG0009818	g7303	ESY3_g30084_DN3_SP0_c0.t1
OG0009819	g40291	ESY1_g10569_DN2_SP0_c0.t1
OG0009820	g12270	ESY3_g30106_DN3_SP1_c0.t1
OG0009822	g7281	ESY3_g30118_DN3_SP0_c0.t1
OG0009823	g7268	ESY3_g30141_DN3_SP0_c0.t1
OG0009824	g7263	ESY3_g30154_DN3_SP8_c0.t1
OG0009825	g7262	ESY3_g30156_DN3_SP0_c0.t1
OG0009826	g12251	ESY3_g30157_DN3_SP8_c0.t1
OG0009827	g12247, g7254	ESY3_g30179_DN3_SP0_c0.t1
OG0009828	g7252	ESY3_g30183_DN3_SP8_c0.t1
OG0009829	g13166	ESY3_g30195_DN3_SP0_c0.t1
OG0009830	g7232	ESY3_g30231_DN3_SP3_c0.t1
OG0009831	g12235	ESY3_g30243_DN3_SP0_c0.t1
OG0009832	g12219	ESY3_g30264_DN3_SP6_c0.t1
OG0009833	g7216	ESY3_g30267_DN3_SP8_c0.t1
OG0009834	g13208	ESY3_g30334_DN3_SP5_c0.t1
OG0009835	g16703, g12195	ESY3_g30368_DN3_SP0_c0.t1
OG0009836	g7170	ESY9_g43364_DN3_SP0_c26.t1, ESY3_g30374_DN2_SP0_c0.t1
OG0009838	g12192	ESY3_g30380_DN3_SP8_c0.t1
OG0009839	g18465, g18424	ESY1_g12075_DN3_SP0_c0.t1
OG0009840	g12183	ESY3_g30405_DN3_SP7_c0.t1
OG0009841	g12178	ESY3_g30414_DN3_SP8_c0.t1
OG0009842	g7144	ESY3_g30452_DN3_SP0_c0.t1
OG0009843	g7117	ESY3_g30526_DN3_SP0_c0.t1
OG0009844	g7116	ESY3_g30527_DN3_SP0_c0.t1
OG0009845	g23676	ESY16_g62412_DN2_SP0_c0.t1
OG0009846	g7105	ESY3_g30542_DN3_SP8_c0.t1
OG0009847	g7104	ESY3_g30543_DN3_SP1_c0.t1
OG0009848	g7101	ESY3_g30547_DN3_SP0_c0.t1
OG0009849	g7093	ESY3_g30571_DN3_SP3_c0.t1
OG0009850	g13238	ESY3_g30597_DN3_SP0_c0.t1
OG0009851	g7055	ESY3_g30639_DN3_SP8_c0.t1
OG0009852	g13255	ESY3_g30001_DN3_SP0_c0.t1
OG0009853	g7040	ESY3_g29999_DN3_SP8_c0.t1
OG0009854	g12098	ESY3_g29997_DN3_SP2_c0.t1
OG0009855	g17949, g7034	ESY3_g29990_DN3_SP0_c0.t1
OG0009856	g7018	ESY3_g29979_DN3_SP0_c0.t1
OG0009857	g7010, g13261	ESY3_g29965_DN3_SP3_c0.t1
OG0009858	g6988	ESY3_g29885_DN3_SP0_c0.t1
OG0009859	g6987	ESY3_g29884_DN3_SP4_c0.t1
OG0009860	g13278	ESY3_g29829_DN2_SP0_c0.t1
OG0009862	g12031	ESY3_g29752_DN3_SP8_c0.t1
OG0009863	g12030	ESY3_g29738_DN3_SP7_c0.t1
OG0009864	g6908	ESY3_g29722_DN3_SP3_c0.t1
OG0009866	g13305	ESY3_g29695_DN2_SP0_c0.t1
OG0009867	g6886	ESY3_g29691_DN3_SP8_c0.t1
OG0009868	g10721	ESY10_g14399_DN3_SP8_c0.t1
OG0009869	g12009	ESY3_g29680_DN3_SP1_c0.t1
OG0009870	g6876	ESY3_g29676_DN3_SP0_c0.t1
OG0009871	g12005	ESY3_g29666_DN3_SP1_c0.t1
OG0009872	g12001	ESY3_g29653_DN2_SP0_c0.t1
OG0009873	g13313	ESY3_g29640_DN3_SP0_c0.t1
OG0009874	g6860	ESY3_g29636_DN3_SP8_c0.t1
OG0009875	g13324	ESY8_g58487_DN3_SP0_c0.t1, ESY8_g58488_DN3_SP0_c0.t1, ESY3_g29610_DN3_SP0_c0.t1
OG0009876	g11980, g6845	ESY3_g29550_DN3_SP0_c0.t1
OG0009877	g13328	ESY3_g29546_DN3_SP5_c0.t1
OG0009878	g6834	ESY3_g29509_DN3_SP1_c0.t1
OG0009879	g11977, g6832	ESY3_g29497_DN3_SP7_c0.t1
OG0009880	g11973	ESY3_g29484_DN3_SP0_c17.t1
OG0009881	g10817	ESY10_g14656_DN2_SP1_c0.t1
OG0009882	g6798	ESY3_g29422_DN3_SP0_c0.t1
OG0009883	g6797	ESY3_g29420_DN3_SP0_c0.t1
OG0009884	g6781	ESY3_g29386_DN3_SP0_c0.t1
OG0009885	g6780	ESY3_g29384_DN3_SP0_c0.t1
OG0009886	g11947, g6773	ESY3_g29351_DN3_SP0_c0.t1
OG0009887	g31335	ESY5_g3723_DN3_SP2_c0.t1
OG0009888	g6760	ESY3_g29314_DN3_SP0_c0.t1
OG0009889	g11925	ESY3_g29266_DN3_SP0_c0.t1
OG0009890	g6753	ESY6_g48378_DN3_SP0_c12.t1, ESY3_g29262_DN3_SP0_c11.t1
OG0009891	g6748	ESY3_g29255_DN3_SP4_c0.t1
OG0009892	g6744	ESY3_g29242_DN3_SP8_c0.t1
OG0009893	g6711, g6717	ESY3_g29182_DN3_SP2_c0.t1
OG0009894	g11889, g6698	ESY3_g29152_DN2_SP4_c0.t1
OG0009895	g16905	ESY8_g60891_DN3_SP7_c0.t1
OG0009896	g46727	ESY8_g60953_DN2_SP0_c0.t1
OG0009897	g38375, g38379, g38371	ESY8_g59423_DN3_SP4_c0.t1
OG0009898	g46734	ESY8_g61006_DN3_SP0_c0.t1
OG0009899	g46739	ESY8_g61036_DN3_SP8_c0.t1
OG0009900	g46758	ESY8_g61155_DN3_SP8_c0.t1
OG0009903	g46843, g16733	ESY17_g40072_DN3_SP8_c0.t1
OG0009904	g10306	ESY15_g65080_DN3_SP6_c0.t1
OG0009905	g6530	ESY3_g28437_DN3_SP7_c0.t1
OG0009906	g13467, g6531	ESY3_g28440_DN3_SP0_c0.t1
OG0009907	g11766, g6549	ESY3_g28610_DN3_SP0_c0.t1
OG0009908	g11780	ESY3_g28705_DN3_SP7_c0.t1
OG0009909	g13838	ESY11_g54997_DN3_SP8_c0.t1
OG0009910	g11804	ESY3_g28842_DN3_SP0_c0.t1
OG0009911	g6584	ESY3_g28770_DN3_SP7_c0.t1
OG0009913	g13413	ESY3_g28890_DN3_SP8_c0.t1
OG0009914	g6599	ESY3_g28940_DN2_SP0_c0.t1
OG0009916	g11847	ESY3_g28968_DN3_SP0_c0.t1
OG0009918	g13401	ESY3_g28971_DN3_SP2_c0.t1
OG0009919	g6628	ESY3_g28983_DN3_SP8_c0.t1
OG0009920	g6665	ESY3_g29044_DN3_SP0_c0.t1, ESY3_g29042_DN3_SP0_c0.t1
OG0009921	g11870	ESY3_g29080_DN2_SP0_c0.t1
OG0009922	g23409	ESY4_g24606_DN1_SP0_c0.t1
OG0009923	g23414, g16985	ESY4_g24601_DN3_SP0_c0.t1
OG0009924	g1331	ESY6_g46358_DN3_SP3_c0.t1
OG0009925	g47726	ESY4_g24486_DN3_SP6_c0.t1
OG0009926	g23448	ESY4_g24464_DN3_SP0_c0.t1
OG0009927	g45004	ESY2_g35251_DN3_SP8_c0.t1
OG0009928	g45126	ESY2_g34352_DN3_SP2_c0.t1
OG0009929	g45084	ESY2_g34386_DN3_SP6_c0.t1
OG0009930	g35896, g43623, g43614	ESY2_g34291_DN3_SP0_c0.t1
OG0009931	g29078	ESY7_g16927_DN3_SP8_c0.t1
OG0009932	g29075, g4901	ESY7_g16942_DN3_SP8_c0.t1
OG0009933	g10182	ESY10_g15868_DN3_SP8_c0.t1
OG0009934	g10176	ESY10_g15818_DN3_SP2_c0.t1
OG0009935	g10177	ESY5_g2326_DN3_SP0_c0.t1, ESY10_g15820_DN3_SP0_c0.t1
OG0009936	g4743	ESY10_g15822_DN3_SP0_c0.t1
OG0009937	g10233, g4536	ESY15_g64394_DN3_SP8_c0.t1
OG0009938	g10232	ESY15_g64432_DN3_SP8_c0.t1
OG0009939	g26853, g28250	ESY24_g33116_DN3_SP6_c0.t1
OG0009940	g2421	ESY1_g10344_DN3_SP8_c0.t1, ESY3_g29684_DN3_SP0_c0.t1
OG0009941	g2428	ESY1_g10354_DN2_SP0_c0.t1, ESY1_g10325_DN3_SP0_c0.t1, ESY1_g10356_DN3_SP0_c0.t1
OG0009942	g2430	ESY1_g10318_DN3_SP0_c0.t1
OG0009943	g2434	ESY1_g10313_DN2_SP0_c0.t1
OG0009944	g2443	ESY1_g10264_DN3_SP8_c0.t1
OG0009945	g19308	ESY1_g10166_DN3_SP8_c0.t1
OG0009946	g2477	ESY1_g10150_DN2_SP0_c0.t1
OG0009947	g2486, g19318	ESY1_g10134_DN3_SP8_c0.t1
OG0009948	g11352	ESY1_g10128_DN3_SP0_c0.t1
OG0009949	g30721	ESY5_g5576_DN3_SP3_c0.t1
OG0009950	g49289	ESY5_g5563_DN3_SP0_c2.t1, ESY4_g26880_DN3_SP0_c0.t1
OG0009952	g49294	ESY5_g5556_DN3_SP0_c0.t1
OG0009953	g26870	ESY5_g5508_DN3_SP8_c0.t1
OG0009954	g30737	ESY5_g5501_DN3_SP1_c0.t1
OG0009955	g53981, g53940	ESY2_g33934_DN3_SP8_c15.t1
OG0009956	g26875	ESY5_g5471_DN3_SP0_c0.t1
OG0009957	g49341	ESY5_g5465_DN3_SP0_c0.t1
OG0009958	g30762	ESY10_g15706_DN1_SP0_c0.t1
OG0009959	g26878	ESY20_g13076_DN1_SP0_c0.t1, ESY5_g5449_DN2_SP0_c0.t1
OG0009960	g49355	ESY5_g5436_DN3_SP2_c0.t1
OG0009961	g49365, g26890	ESY5_g5355_DN3_SP5_c0.t1
OG0009962	g30773	ESY5_g5367_DN3_SP8_c11.t1
OG0009963	g26897	ESY5_g5328_DN3_SP0_c0.t1
OG0009965	g30794	ESY5_g5312_DN3_SP0_c0.t1
OG0009966	g30804	ESY5_g5292_DN2_SP0_c0.t1
OG0009967	g30805	ESY5_g5247_DN3_SP0_c0.t1
OG0009968	g49399	ESY5_g5239_DN2_SP0_c0.t1
OG0009969	g49401	ESY5_g5233_DN2_SP0_c0.t1
OG0009970	g30811	ESY5_g5214_DN3_SP8_c0.t1
OG0009971	g26906	ESY5_g5167_DN3_SP8_c0.t1
OG0009972	g49420	ESY5_g5098_DN3_SP0_c0.t1
OG0009973	g26918	ESY5_g5109_DN3_SP8_c0.t1
OG0009974	g49424	ESY5_g5110_DN3_SP8_c0.t1
OG0009975	g49432	ESY5_g5146_DN3_SP3_c0.t1
OG0009976	g26910	ESY5_g5153_DN3_SP0_c0.t1
OG0009977	g49436	ESY5_g5089_DN3_SP8_c0.t1
OG0009978	g49440	ESY5_g5083_DN2_SP0_c0.t1
OG0009979	g30865	ESY5_g5037_DN3_SP0_c0.t1
OG0009980	g30873	ESY5_g4991_DN3_SP4_c0.t1
OG0009981	g30876	ESY5_g4985_DN3_SP0_c0.t1
OG0009982	g30884	ESY5_g4963_DN3_SP0_c0.t1
OG0009983	g26944	ESY5_g4961_DN3_SP7_c0.t1
OG0009984	g49460, g26946	ESY5_g4958_DN3_SP2_c0.t1, ESY5_g4794_DN1_SP0_c0.t1, ESY5_g4793_DN1_SP0_c0.t1
OG0009985	g49464	ESY5_g4948_DN3_SP7_c0.t1
OG0009986	g30902	ESY5_g4940_DN3_SP0_c0.t1
OG0009987	g30915	ESY5_g4858_DN3_SP3_c0.t1
OG0009988	g30916, g49488	ESY5_g4857_DN2_SP8_c0.t1
OG0009989	g30929	ESY5_g4824_DN3_SP0_c0.t1
OG0009990	g49499	ESY5_g4819_DN3_SP1_c0.t1
OG0009991	g30934	ESY5_g4812_DN3_SP8_c0.t1
OG0009992	g30938	ESY5_g4798_DN3_SP0_c0.t1
OG0009993	g49528	ESY5_g4727_DN3_SP5_c0.t1
OG0009994	g30973, g30969, g49531	ESY5_g4720_DN3_SP0_c0.t1
OG0009995	g30990	ESY5_g4697_DN3_SP0_c0.t1
OG0009996	g30991	ESY5_g4693_DN3_SP0_c0.t1
OG0009997	g30995	ESY5_g4682_DN3_SP0_c13.t1
OG0009998	g31007	ESY5_g4660_DN3_SP0_c0.t1
OG0009998	g2654, g6566	ESY3_g28746_DN1_SP0_c0.t1
OG0009999	g31011	ESY5_g4653_DN3_SP8_c0.t1
OG0010000	g49547	ESY5_g4648_DN3_SP0_c0.t1
OG0010003	g49574	ESY5_g4497_DN3_SP0_c0.t1, ESY5_g4498_DN3_SP0_c0.t1
OG0010004	g49602	ESY5_g4443_DN3_SP0_c0.t1
OG0010007	g49612	ESY5_g3096_DN3_SP0_c0.t1
OG0010008	g49694	ESY5_g3125_DN3_SP8_c0.t1
OG0010009	g49693	ESY5_g3127_DN3_SP3_c0.t1
OG0010010	g27026	ESY5_g3141_DN3_SP8_c0.t1
OG0010011	g49675	ESY5_g3147_DN3_SP1_c0.t1
OG0010012	g49670	ESY5_g3155_DN3_SP6_c0.t1
OG0010013	g27030	ESY5_g3156_DN3_SP0_c0.t1
OG0010014	g27032, g31129	ESY5_g3161_DN3_SP0_c0.t1
OG0010015	g32269, g50404	ESY13_g57670_DN3_SP0_c0.t1
OG0010016	g27043, g31132	ESY5_g3168_DN3_SP8_c0.t1
OG0010017	g49662	ESY5_g3187_DN3_SP6_c0.t1
OG0010018	g49658	ESY5_g3198_DN3_SP3_c0.t1
OG0010019	g45086	ESY2_g34384_DN1_SP0_c0.t1
OG0010020	g31141	ESY5_g3203_DN3_SP8_c0.t1
OG0010022	g51874, g49639, g31157	ESY5_g3238_DN3_SP0_c0.t1
OG0010024	g27069, g49637	ESY5_g3280_DN3_SP0_c0.t1
OG0010025	g27073	ESY5_g3288_DN3_SP0_c0.t1
OG0010027	g49626	ESY5_g3315_DN3_SP0_c0.t1
OG0010028	g31188	ESY5_g3316_DN3_SP7_c0.t1
OG0010029	g27121, g31255	ESY5_g3490_DN3_SP3_c0.t1
OG0010030	g31268	ESY5_g3521_DN3_SP0_c0.t1
OG0010031	g49735	ESY5_g3522_DN3_SP5_c0.t1
OG0010032	g31269	ESY5_g3524_DN3_SP1_c0.t1
OG0010033	g49745	ESY5_g3534_DN3_SP0_c0.t1
OG0010034	g31275, g27127	ESY5_g3540_DN3_SP7_c0.t1
OG0010035	g28216	ESY5_g3558_DN2_SP0_c0.t1
OG0010036	g31283	ESY5_g3565_DN3_SP0_c0.t1, ESY2_g33933_DN3_SP0_c0.t1
OG0010037	g10833	ESY3_g31919_DN3_SP0_c0.t1
OG0010038	g46965	ESY5_g3601_DN3_SP0_c0.t1
OG0010039	g49768	ESY5_g3612_DN3_SP0_c0.t1
OG0010040	g31313	ESY5_g3663_DN3_SP8_c0.t1
OG0010041	g49773	ESY5_g3664_DN3_SP4_c0.t1
OG0010042	g31323	ESY5_g3677_DN3_SP0_c0.t1
OG0010044	g27164	ESY5_g3698_DN3_SP2_c0.t1
OG0010045	g31331	ESY5_g3711_DN3_SP5_c0.t1, ESY6_g48757_DN3_SP0_c0.t1
OG0010046	g31336, g49782	ESY5_g3724_DN3_SP7_c0.t1
OG0010047	g31337	ESY5_g3725_DN3_SP6_c0.t1
OG0010048	g31346	ESY5_g3740_DN3_SP5_c0.t1
OG0010049	g27187	ESY5_g3770_DN3_SP7_c0.t1
OG0010050	g31378	ESY5_g3795_DN3_SP8_c0.t1
OG0010051	g49857	ESY7_g16201_DN3_SP0_c0.t1, ESY5_g3881_DN3_SP7_c0.t1
OG0010052	g31420	ESY5_g2567_DN3_SP0_c0.t1
OG0010053	g31422	ESY5_g2576_DN3_SP0_c0.t1
OG0010054	g31447	ESY5_g2619_DN3_SP5_c0.t1
OG0010055	g27221	ESY5_g2628_DN3_SP0_c0.t1
OG0010056	g49892	ESY5_g2698_DN3_SP0_c0.t1
OG0010057	g49896, g31482	ESY5_g2718_DN3_SP0_c0.t1
OG0010058	g31493	ESY5_g2742_DN3_SP0_c0.t1
OG0010059	g31485, g49900, g27251	ESY5_g2724_DN3_SP0_c0.t1
OG0010060	g31508	ESY5_g2767_DN3_SP0_c0.t1
OG0010062	g31513	ESY5_g2776_DN3_SP8_c0.t1
OG0010063	g27620	ESY8_g59218_DN3_SP5_c0.t1
OG0010065	g31566	ESY27_g13386_DN3_SP5_c0.t1
OG0010066	g31568	ESY5_g2869_DN3_SP7_c0.t1
OG0010067	g31570	ESY5_g2871_DN3_SP0_c0.t1
OG0010068	g27288	ESY5_g2874_DN3_SP0_c0.t1
OG0010069	g31585	ESY5_g2894_DN3_SP0_c0.t1
OG0010070	g49940	ESY5_g2921_DN3_SP0_c0.t1
OG0010071	g49942	ESY5_g2924_DN3_SP0_c0.t1
OG0010072	g31610	ESY5_g2936_DN3_SP2_c0.t1
OG0010074	g31628	ESY5_g2999_DN3_SP2_c0.t1
OG0010075	g49956	ESY5_g3004_DN3_SP0_c0.t1
OG0010076	g27340	ESY5_g3039_DN3_SP0_c0.t1
OG0010078	g31648, g49969	ESY3_g31238_DN3_SP0_c0.t1, ESY3_g31236_DN3_SP0_c0.t1, ESY5_g3046_DN3_SP0_c0.t1
OG0010079	g27345, g31653	ESY5_g3060_DN2_SP0_c0.t1
OG0010080	g27346, g31654	ESY5_g3063_DN2_SP0_c0.t1
OG0010081	g42787, g4619, g33626, g25925	ESY5_g3068_DN2_SP0_c0.t1
OG0010082	g27357	ESY5_g4395_DN3_SP6_c0.t1
OG0010083	g31685	ESY5_g4368_DN3_SP2_c0.t1
OG0010085	g31702	ESY5_g4329_DN3_SP0_c0.t1
OG0010087	g27374	ESY5_g4286_DN3_SP0_c0.t1, ESY5_g4285_DN3_SP0_c0.t1
OG0010088	g31754	ESY5_g4235_DN3_SP5_c0.t1
OG0010090	g31765	ESY5_g4224_DN3_SP0_c0.t1
OG0010091	g31778	ESY5_g4201_DN3_SP8_c0.t1
OG0010092	g50050, g27412	ESY5_g4186_DN1_SP8_c7.t1
OG0010094	g31798	ESY5_g4167_DN3_SP7_c0.t1
OG0010095	g50052	ESY5_g4157_DN3_SP0_c0.t1
OG0010096	g27422, g50058	ESY5_g4143_DN3_SP8_c0.t1
OG0010097	g31826	ESY5_g4094_DN2_SP0_c0.t1
OG0010098	g31834	ESY5_g4089_DN3_SP5_c0.t1
OG0010099	g50086	ESY5_g4067_DN3_SP0_c0.t1
OG0010100	g31851	ESY5_g4065_DN3_SP0_c0.t1
OG0010101	g50087	ESY5_g4062_DN3_SP0_c0.t1
OG0010102	g50094, g31866	ESY5_g4044_DN3_SP0_c8.t1
OG0010104	g27441	ESY5_g4026_DN3_SP5_c0.t1
OG0010105	g31889	ESY5_g4009_DN3_SP8_c0.t1
OG0010106	g27446	ESY5_g3999_DN3_SP0_c0.t1
OG0010107	g31891	ESY5_g3997_DN3_SP0_c0.t1
OG0010108	g27447	ESY5_g3996_DN3_SP0_c0.t1
OG0010109	g50125	ESY5_g3970_DN3_SP0_c0.t1
OG0010110	g50126	ESY5_g3969_DN3_SP8_c12.t1
OG0010111	g31944, g50148	ESY5_g3928_DN3_SP8_c0.t1
OG0010112	g27474	ESY5_g3907_DN3_SP8_c0.t1
OG0010113	g31950	ESY5_g3906_DN3_SP5_c0.t1
OG0010114	g31958	ESY5_g2560_DN3_SP7_c0.t1
OG0010115	g50166	ESY5_g2552_DN3_SP0_c0.t1
OG0010116	g50224	ESY5_g2370_DN3_SP1_c0.t1
OG0010117	g50225	ESY5_g2367_DN3_SP8_c0.t1
OG0010118	g32019	ESY5_g2366_DN1_SP0_c0.t1
OG0010119	g41113	ESY10_g14594_DN3_SP0_c0.t1
OG0010120	g32024	ESY5_g2325_DN2_SP0_c0.t1
OG0010121	g32045	ESY5_g2252_DN3_SP8_c0.t1
OG0010122	g27527	ESY5_g2235_DN3_SP8_c0.t1
OG0010123	g27528, g50251	ESY5_g2233_DN3_SP8_c0.t1
OG0010124	g50274	ESY5_g2167_DN3_SP0_c0.t1
OG0010125	g32047	ESY5_g2140_DN3_SP8_c0.t1
OG0010126	g45976	ESY2_g35742_DN3_SP8_c0.t1
OG0010127	g45991	ESY2_g35736_DN3_SP8_c0.t1
OG0010128	g44633	ESY2_g35733_DN3_SP0_c0.t1
OG0010129	g45931	ESY2_g35690_DN3_SP7_c0.t1
OG0010130	g44689	ESY2_g35593_DN2_SP0_c0.t1
OG0010131	g45868	ESY2_g35580_DN3_SP8_c0.t1
OG0010132	g44697	ESY2_g35566_DN3_SP0_c0.t1
OG0010133	g44699	ESY2_g35549_DN3_SP2_c0.t1
OG0010134	g44700	ESY2_g35548_DN3_SP0_c0.t1
OG0010135	g45853, g44701	ESY2_g35547_DN3_SP4_c0.t1
OG0010136	g45851	ESY2_g35545_DN2_SP3_c0.t1
OG0010137	g44706	ESY2_g35535_DN3_SP8_c0.t1
OG0010138	g45842	ESY2_g35528_DN3_SP0_c17.t1
OG0010139	g44708	ESY2_g35489_DN3_SP5_c0.t1
OG0010140	g50683	ESY14_g19780_DN3_SP4_c0.t1
OG0010141	g11510	ESY16_g62082_DN3_SP1_c32.t1
OG0010142	g36999	ESY1_g6435_DN3_SP0_c0.t1
OG0010143	g40796	ESY2_g33414_DN3_SP8_c0.t1
OG0010144	g44246	ESY2_g33551_DN3_SP0_c0.t1
OG0010145	g40863	ESY2_g33589_DN3_SP0_c0.t1
OG0010146	g40864, g44244	ESY2_g33587_DN3_SP8_c0.t1
OG0010147	g44232, g40890	ESY2_g33645_DN3_SP8_c0.t1
OG0010148	g40922	ESY2_g33701_DN3_SP1_c0.t1
OG0010149	g50703	ESY14_g19874_DN3_SP3_c0.t1
OG0010150	g44186	ESY2_g33826_DN3_SP3_c0.t1
OG0010152	g40963	ESY2_g33839_DN3_SP8_c0.t1
OG0010153	g40970	ESY2_g33864_DN3_SP0_c0.t1
OG0010154	g44167	ESY2_g33869_DN3_SP0_c0.t1
OG0010155	g44157	ESY2_g33872_DN3_SP8_c0.t1
OG0010156	g40988	ESY2_g33919_DN3_SP2_c0.t1
OG0010157	g40999	ESY2_g33956_DN3_SP0_c0.t1
OG0010158	g44138	ESY2_g33958_DN3_SP0_c12.t1
OG0010159	g44111	ESY2_g34007_DN3_SP8_c10.t1, ESY8_g59086_DN2_SP0_c0.t1
OG0010160	g41032	ESY2_g34018_DN3_SP8_c0.t1
OG0010161	g41036	ESY2_g34027_DN3_SP1_c0.t1
OG0010162	g44096	ESY5_g3452_DN3_SP0_c0.t1
OG0010162	g41047	ESY2_g34054_DN3_SP8_c0.t1
OG0010163	g44084	ESY2_g34064_DN3_SP7_c0.t1
OG0010164	g38259	ESY2_g34087_DN3_SP0_c0.t1
OG0010165	g44048	ESY2_g34092_DN3_SP0_c0.t1
OG0010166	g28588	ESY6_g48354_DN3_SP0_c0.t1
OG0010167	g25393	ESY20_g13023_DN3_SP0_c0.t1
OG0010168	g44031	ESY2_g34107_DN1_SP0_c0.t1
OG0010169	g44027	ESY2_g34117_DN3_SP0_c0.t1
OG0010170	g44005	ESY2_g34167_DN3_SP7_c0.t1, ESY2_g34166_DN3_SP0_c0.t1
OG0010171	g24448	ESY2_g34189_DN3_SP3_c0.t1
OG0010172	g40818	ESY2_g33346_DN3_SP3_c0.t1
OG0010173	g40774	ESY2_g33296_DN3_SP0_c0.t1
OG0010174	g40767	ESY2_g33289_DN3_SP0_c0.t1
OG0010175	g40204	ESY7_g18808_DN3_SP3_c0.t1
OG0010176	g40641	ESY10_g15009_DN3_SP0_c0.t1
OG0010177	g40647	ESY10_g14969_DN2_SP0_c0.t1
OG0010178	g10919, g40651	ESY10_g14964_DN3_SP0_c0.t1
OG0010179	g10844, g40721	ESY10_g14755_DN3_SP2_c0.t1
OG0010180	g40722	ESY10_g14754_DN3_SP0_c1.t1
OG0010181	g11033	ESY7_g16663_DN3_SP8_c0.t1
OG0010182	g11036	ESY7_g16659_DN3_SP0_c14.t1
OG0010183	g37025	ESY1_g6222_DN3_SP0_c0.t1
OG0010184	g40495	ESY7_g16603_DN3_SP1_c0.t1
OG0010185	g40493	ESY7_g16588_DN3_SP8_c0.t1
OG0010186	g47500	ESY13_g57306_DN2_SP0_c0.t1
OG0010187	g25551	ESY7_g16420_DN3_SP0_c0.t1
OG0010188	g23475	ESY4_g24345_DN3_SP8_c0.t1
OG0010190	g23457, g47713	ESY4_g24432_DN3_SP8_c0.t1
OG0010192	g28095	ESY2_g37917_DN3_SP1_c0.t1
OG0010193	g36369	ESY2_g37864_DN3_SP5_c0.t1
OG0010194	g54110	ESY2_g37853_DN3_SP0_c0.t1
OG0010195	g54111	ESY2_g37846_DN3_SP2_c0.t1
OG0010196	g36391	ESY2_g37695_DN3_SP1_c0.t1
OG0010198	g44491	ESY2_g35956_DN3_SP0_c0.t1
OG0010199	g18377	ESY4_g26947_DN3_SP8_c0.t1
OG0010200	g18376	ESY4_g26946_DN3_SP0_c0.t1
OG0010201	g18365	ESY10_g14780_DN3_SP6_c0.t1
OG0010202	g18354	ESY4_g26925_DN3_SP7_c0.t1
OG0010203	g18343	ESY4_g26913_DN3_SP7_c0.t1
OG0010204	g18342	ESY4_g26910_DN3_SP8_c0.t1
OG0010205	g18321	ESY4_g26851_DN3_SP8_c0.t1
OG0010206	g18306	ESY4_g26826_DN3_SP0_c0.t1
OG0010207	g18304	ESY4_g26792_DN3_SP0_c0.t1
OG0010209	g47842	ESY8_g60741_DN1_SP0_c0.t1, ESY4_g26767_DN3_SP0_c0.t1, ESY8_g60742_DN3_SP0_c0.t1
OG0010210	g22733	ESY4_g26720_DN3_SP0_c0.t1
OG0010211	g22738	ESY4_g26711_DN3_SP0_c0.t1
OG0010212	g22743	ESY4_g26704_DN2_SP0_c0.t1
OG0010213	g22747	ESY4_g26694_DN3_SP0_c0.t1
OG0010215	g18295, g52912, g52911	ESY4_g26609_DN1_SP0_c0.t1
OG0010216	g22787	ESY4_g26610_DN3_SP2_c0.t1
OG0010217	g22789	ESY4_g26612_DN3_SP8_c0.t1
OG0010218	g22806	ESY4_g26582_DN2_SP1_c0.t1
OG0010219	g22814	ESY4_g26573_DN3_SP0_c0.t1
OG0010220	g22820	ESY4_g26550_DN3_SP0_c0.t1
OG0010221	g22828	ESY4_g26534_DN3_SP8_c0.t1
OG0010222	g22833, g47988	ESY4_g26522_DN3_SP0_c0.t1
OG0010223	g22844	ESY4_g26484_DN3_SP0_c0.t1
