Orthogroup	Rorippa_islandica	Arabis_alpina
OG0008549	Roisl.0191s0493.1.p	Aa_G425560.h1.t1
OG0008550	Roisl.0191s0475.1.p	Aa_G299860.h2.t1, Aa_G299860.h1.t1
OG0008551	Roisl.0022s0320.1.p, Roisl.0022s0319.1.p	Aa_G69780.h1.t1
OG0008552	Roisl.0063s0019.1.p	Aa_G36610.h1.t1
OG0008553	Roisl.0015s0068.1.p	Aa_G61670.h1.t1
OG0008554	Roisl.0191s0433.1.p	Aa_G442200.h1.t1
OG0008555	Roisl.0191s0413.1.p	Aa_G596310.h1.t1
OG0008556	Roisl.0191s0408.1.p	Aa_G587350.h1.t1
OG0008557	Roisl.0191s0407.1.p	Aa_G587360.h1.t1
OG0008558	Roisl.0022s0306.1.p	Aa_G227920.h1.t1
OG0008559	Roisl.0022s0361.1.p	Aa_G234070.h1.t1
OG0008560	Roisl.0022s0402.1.p	Aa_G183300.h1.t1
OG0008561	Roisl.0022s0401.1.p	Aa_G107220.h1.t1
OG0008563	Roisl.0022s0423.1.p	Aa_G141560.h1.t1
OG0008564	Roisl.0022s0428.1.p	Aa_G291810.h1.t1, Aa_G279160.h1.t1, Aa_G121490.h1.t1
OG0008565	Roisl.0022s0463.1.p	Aa_G1820.h1.t1
OG0008566	Roisl.0191s0348.1.p	Aa_G469130.h1.t1
OG0008567	Roisl.0022s0471.1.p	Aa_G391300.h1.t1
OG0008568	Roisl.0022s0473.1.p	Aa_G200880.h1.t1
OG0008569	Roisl.0022s0474.1.p	Aa_G232890.h1.t1
OG0008570	Roisl.0022s0477.1.p	Aa_G231300.h1.t1
OG0008571	Roisl.0022s0508.1.p	Aa_G44430.h1.t1
OG0008572	Roisl.0091s0903.1.p	Aa_G22920.h1.t1
OG0008573	Roisl.0021s0182.1.p	Aa_G457670.h1.t1, Aa_G91510.h1.t1
OG0008574	Roisl.0007s0650.1.p	Aa_G284070.h1.t1
OG0008575	Roisl.0191s0224.1.p	Aa_G562120.h1.t1
OG0008576	Roisl.0191s0354.1.p, Roisl.0191s0352.1.p	Aa_G617620.h1.t1
OG0008577	Roisl.0191s0425.1.p	Aa_G442260.h1.t1
OG0008581	Roisl.0179s0078.1.p	Aa_G382660.h1.t1
OG0008582	Roisl.0179s0071.1.p	Aa_G273870.h1.t1, Aa_G184270.h1.t1
OG0008583	Roisl.0074s0513.1.p	Aa_G317680.h1.t1
OG0008583	Roisl.0006s0442.1.p	Aa_G355420.h1.t1
OG0008584	Roisl.0010s0191.1.p	Aa_G234480.h1.t1
OG0008586	Roisl.0019s0735.1.p	Aa_G698400.h2.t1, Aa_G698400.h1.t1, Aa_G609190.h1.t1
OG0008587	Roisl.0019s0646.1.p	Aa_G305310.h1.t1
OG0008590	Roisl.0039s0087.1.p, Roisl.0039s0086.1.p	Aa_G134150.h1.t1
OG0008592	Roisl.0074s0602.1.p	Aa_G327400.h1.t1
OG0008594	Roisl.0053s0396.1.p	Aa_G446610.h1.t1, Aa_G391600.h1.t1, Aa_G575080.h1.t1, Aa_G626880.h1.t1
OG0008596	Roisl.0204s0155.1.p	Aa_G279310.h1.t1
OG0008599	Roisl.0046s0555.1.p	Aa_G375070.h1.t1
OG0008600	Roisl.0006s0591.1.p	Aa_G253050.h1.t1
OG0008601	Roisl.0021s0604.1.p	Aa_G162600.h1.t1
OG0008602	Roisl.0004s0006.1.p	Aa_G271140.h1.t1
OG0008603	Roisl.0189s0073.1.p	Aa_G35780.h1.t1
OG0008605	Roisl.0028s0824.1.p	Aa_G657420.h1.t1
OG0008606	Roisl.0075s0155.1.p, Roisl.0011s0051.1.p	Aa_G509960.h1.t1
OG0008607	Roisl.0011s0493.1.p	Aa_G120880.h1.t1
OG0008609	Roisl.0184s0225.1.p	Aa_G514460.h1.t1
OG0008611	Roisl.0210s1109.1.p	Aa_G354650.h1.t1
OG0008612	Roisl.0210s1398.1.p	Aa_G162180.h1.t1, Aa_G461550.h1.t1
OG0008615	Roisl.0213s0534.1.p	Aa_G742240.h1.t1, Aa_G225530.h1.t1
OG0008616	Roisl.0209s0756.1.p, Roisl.0209s0755.1.p, Roisl.0003s0315.1.p	Aa_G404970.h1.t1
OG0008617	Roisl.0022s0300.1.p	Aa_G387280.h1.t1
OG0008618	Roisl.0008s0235.1.p	Aa_G92290.h1.t1
OG0008619	Roisl.0008s0231.1.p	Aa_G68700.h1.t1
OG0008621	Roisl.0074s0839.1.p, Roisl.0074s0840.1.p	Aa_G601020.h3.t1, Aa_G601020.h2.t1, Aa_G601020.h1.t1, Aa_G601020.h4.t1, Aa_G1034760.h1.t1, Aa_G1034760.h2.t1, Aa_G1032340.h1.t1
OG0008622	Roisl.0012s0063.1.p	Aa_G32630.h1.t1
OG0008623	Roisl.0014s0070.1.p	Aa_G28540.h1.t1
OG0008626	Roisl.0036s0033.1.p	Aa_G540540.h1.t1
OG0008628	Roisl.0214s0244.1.p	Aa_G313110.h1.t1
OG0008629	Roisl.0031s0112.1.p	Aa_G134160.h1.t1
OG0008630	Roisl.0031s0136.1.p	Aa_G669050.h1.t1
OG0008631	Roisl.0210s0598.1.p	Aa_G210760.h1.t1
OG0008649	Roisl.0003s0051.1.p	Aa_G158870.h1.t1
OG0008650	Roisl.0003s0055.1.p	Aa_G646070.h1.t1
OG0008651	Roisl.0091s0009.1.p	Aa_G360280.h1.t1
OG0008652	Roisl.0091s0013.1.p	Aa_G171510.h1.t1
OG0008653	Roisl.0209s0366.1.p	Aa_G656930.h1.t1
OG0008654	Roisl.0209s0383.1.p	Aa_G500670.h1.t1
OG0008655	Roisl.0046s0783.1.p	Aa_G737480.h1.t1
OG0008656	Roisl.0046s0780.1.p	Aa_G522990.h1.t1
OG0008657	Roisl.0021s0098.1.p, Roisl.0021s0105.1.p	Aa_G226570.h1.t1
OG0008658	Roisl.0053s0096.1.p, Roisl.0046s0771.1.p	Aa_G197630.h1.t1
OG0008659	Roisl.0046s0714.1.p	Aa_G420590.h1.t1
OG0008660	Roisl.0046s0725.1.p	Aa_G710670.h1.t1
OG0008661	Roisl.0046s0742.1.p	Aa_G343900.h1.t1
OG0008662	Roisl.0011s0002.1.p	Aa_G623660.h1.t1
OG0008663	Roisl.0011s0084.1.p	Aa_G312300.h1.t1
OG0008664	Roisl.0009s0189.1.p	Aa_G245090.h1.t1
OG0008665	Roisl.0210s1519.1.p	Aa_G396210.h1.t1
OG0008666	Roisl.0210s1487.1.p	Aa_G106460.h1.t1
OG0008667	Roisl.0210s1486.1.p	Aa_G106470.h1.t1
OG0008668	Roisl.0210s1467.1.p, Roisl.0016s0296.1.p	Aa_G325620.h1.t1
OG0008669	Roisl.0074s0640.1.p	Aa_G176180.h1.t1
OG0008670	Roisl.0210s1426.1.p	Aa_G523380.h1.t1
OG0008671	Roisl.0210s1380.1.p	Aa_G79050.h1.t1
OG0008672	Roisl.0210s1379.1.p	Aa_G79080.h1.t1
OG0008673	Roisl.0210s1372.1.p	Aa_G79130.h1.t1
OG0008674	Roisl.0210s1369.1.p	Aa_G846080.h1.t1, Aa_G825370.h1.t1, Aa_G79170.h1.t1, Aa_G728830.h1.t1
OG0008675	Roisl.0210s1367.1.p, Roisl.0012s0083.1.p	Aa_G447900.h1.t1
OG0008676	Roisl.0210s1360.1.p	Aa_G489990.h1.t1
OG0008677	Roisl.0210s1347.1.p	Aa_G157980.h1.t1
OG0008678	Roisl.0210s1331.1.p, Roisl.0005s0368.1.p	Aa_G96770.h1.t1
OG0008679	Roisl.0028s0133.1.p	Aa_G265180.h1.t1
OG0008680	Roisl.0210s1320.1.p	Aa_G96870.h1.t1
OG0008681	Roisl.0210s1313.1.p	Aa_G59240.h1.t1
OG0008682	Roisl.0210s1309.1.p	Aa_G59280.h1.t1
OG0008683	Roisl.0210s1294.1.p	Aa_G56490.h1.t1
OG0008684	Roisl.0210s1277.1.p	Aa_G383470.h1.t1
OG0008685	Roisl.0210s1275.1.p	Aa_G383490.h1.t1
OG0008686	Roisl.0210s1274.1.p	Aa_G383500.h1.t1
OG0008687	Roisl.0038s0038.1.p	Aa_G116370.h1.t1
OG0008688	Roisl.0210s1261.1.p	Aa_G421110.h1.t1
OG0008689	Roisl.0210s1258.1.p	Aa_G421080.h1.t1
OG0008691	Roisl.0210s1231.1.p	Aa_G321060.h1.t1
OG0008692	Roisl.0028s0673.1.p	Aa_G148580.h1.t1
OG0008693	Roisl.0210s1208.1.p	Aa_G499790.h1.t1, Aa_G843420.h1.t1, Aa_G843420.h2.t1
OG0008694	Roisl.0091s0731.1.p	Aa_G54570.h1.t1
OG0008695	Roisl.0074s0409.1.p	Aa_G471370.h1.t1
OG0008696	Roisl.0210s1127.1.p	Aa_G72740.h1.t1
OG0008697	Roisl.0210s1120.1.p	Aa_G72810.h1.t1
OG0008698	Roisl.0210s1090.1.p	Aa_G290000.h1.t1
OG0008700	Roisl.0080s0785.1.p	Aa_G48380.h1.t1, Aa_G48390.h1.t1
OG0008701	Roisl.0210s1063.1.p	Aa_G209450.h1.t1
OG0008702	Roisl.0210s1051.1.p	Aa_G388300.h1.t1
OG0008703	Roisl.0210s1026.1.p	Aa_G19600.h1.t1
OG0008704	Roisl.0210s1018.1.p	Aa_G19530.h1.t1
OG0008705	Roisl.0210s1003.1.p	Aa_G385380.h1.t1
OG0008706	Roisl.0210s1002.1.p	Aa_G385370.h1.t1
OG0008707	Roisl.0210s0998.1.p	Aa_G385330.h1.t1
OG0008708	Roisl.0210s0995.1.p	Aa_G385300.h1.t1
OG0008711	Roisl.0210s0967.1.p	Aa_G491610.h1.t1, Aa_G491600.h1.t1
OG0008712	Roisl.0210s0957.1.p	Aa_G138200.h1.t1
OG0008713	Roisl.0210s0956.1.p	Aa_G623430.h1.t1, Aa_G89610.h1.t1, Aa_G159480.h1.t1
OG0008714	Roisl.0210s0951.1.p	Aa_G256670.h1.t1
OG0008715	Roisl.0210s0943.1.p	Aa_G256580.h1.t1
OG0008716	Roisl.0210s0925.1.p	Aa_G215880.h1.t1
OG0008717	Roisl.0210s0923.1.p	Aa_G215850.h1.t1
OG0008718	Roisl.0210s0916.1.p	Aa_G279030.h1.t1
OG0008719	Roisl.0210s0915.1.p	Aa_G279020.h1.t1
OG0008720	Roisl.0210s0910.1.p	Aa_G278960.h1.t1
OG0008721	Roisl.0210s0873.1.p	Aa_G116900.h1.t1
OG0008722	Roisl.0210s0848.1.p	Aa_G158490.h1.t1
OG0008723	Roisl.0080s0823.1.p	Aa_G441940.h1.t1
OG0008724	Roisl.0210s0830.1.p	Aa_G84680.h1.t1
OG0008725	Roisl.0210s0814.1.p	Aa_G486110.h1.t1
OG0008726	Roisl.0210s0813.1.p	Aa_G486100.h1.t1
OG0008727	Roisl.0210s0788.1.p	Aa_G168600.h1.t1
OG0008728	Roisl.0210s0781.1.p	Aa_G168500.h1.t1
OG0008729	Roisl.0210s0766.1.p	Aa_G98230.h1.t1
OG0008730	Roisl.0210s0731.1.p	Aa_G356480.h1.t1
OG0008731	Roisl.0210s0717.1.p	Aa_G196010.h1.t1
OG0008732	Roisl.0210s0699.1.p	Aa_G152750.h1.t1
OG0008733	Roisl.0210s0680.1.p	Aa_G516730.h1.t1
OG0008735	Roisl.0210s0636.1.p	Aa_G130500.h2.t1, Aa_G130500.h1.t1
OG0008736	Roisl.0210s0631.1.p	Aa_G130420.h1.t1
OG0008737	Roisl.0210s0611.1.p	Aa_G210880.h1.t1
OG0008738	Roisl.0210s0608.1.p	Aa_G210850.h1.t1
OG0008739	Roisl.0188s0119.1.p	Aa_G142430.h1.t1
OG0008740	Roisl.0214s0199.1.p	Aa_G125940.h1.t1
OG0008741	Roisl.0210s0589.1.p	Aa_G210680.h1.t1
OG0008742	Roisl.0210s0566.1.p	Aa_G319270.h1.t1
OG0008743	Roisl.0210s0548.1.p	Aa_G392820.h1.t1
OG0008744	Roisl.0210s0536.1.p	Aa_G587760.h1.t1
OG0008745	Roisl.0210s0532.1.p	Aa_G611230.h1.t1
OG0008746	Roisl.0210s0523.1.p	Aa_G76460.h1.t1
OG0008747	Roisl.0210s0501.1.p	Aa_G471580.h1.t1
OG0008748	Roisl.0082s0389.1.p	Aa_G188900.h1.t1
OG0008749	Roisl.0082s0387.1.p	Aa_G188920.h1.t1
OG0008750	Roisl.0082s0357.1.p	Aa_G189240.h1.t1
OG0008751	Roisl.0082s0356.1.p	Aa_G187620.h1.t1, Aa_G189250.h1.t1
OG0008752	Roisl.0082s0338.1.p	Aa_G187770.h1.t1
OG0008753	Roisl.0022s0152.1.p	Aa_G353730.h1.t1
OG0008754	Roisl.0012s0011.1.p	Aa_G577690.h1.t1
OG0008755	Roisl.0022s0134.1.p	Aa_G130080.h1.t1
OG0008756	Roisl.0022s0133.1.p	Aa_G130090.h1.t1
OG0008757	Roisl.0191s0572.1.p	Aa_G67750.h1.t1
OG0008758	Roisl.0029s0067.1.p	Aa_G205310.h1.t1
OG0008759	Roisl.0029s0059.1.p	Aa_G1660.h1.t1
OG0008760	Roisl.0010s0016.1.p	Aa_G3080.h1.t1
OG0008761	Roisl.0029s0006.1.p	Aa_G236360.h1.t1
OG0008762	Roisl.0204s0124.1.p	Aa_G529630.h1.t1
OG0008763	Roisl.0204s0108.1.p	Aa_G342500.h1.t1
OG0008764	Roisl.0204s0085.1.p	Aa_G180190.h1.t1
OG0008765	Roisl.0204s0084.1.p	Aa_G55720.h1.t1
OG0008766	Roisl.0204s0051.1.p	Aa_G393060.h1.t1
OG0008768	Roisl.0204s0027.1.p	Aa_G210650.h1.t1
OG0008769	Roisl.0204s0022.1.p	Aa_G19590.h1.t1
OG0008770	Roisl.0204s0017.1.p	Aa_G371190.h1.t1, Aa_G614940.h1.t1
OG0008771	Roisl.0204s0009.1.p	Aa_G434840.h1.t1
OG0008772	Roisl.0082s0544.1.p	Aa_G504390.h1.t1
OG0008773	Roisl.0082s0553.1.p	Aa_G326580.h1.t1
OG0008774	Roisl.0082s0558.1.p	Aa_G207680.h1.t1
OG0008775	Roisl.0082s0560.1.p	Aa_G568670.h1.t1
OG0008776	Roisl.0082s0597.1.p	Aa_G18150.h1.t1
OG0008777	Roisl.0082s0602.1.p	Aa_G18190.h1.t1
OG0008778	Roisl.0082s0625.1.p, Roisl.0017s0025.1.p, Roisl.0033s0163.1.p	Aa_G60070.h1.t1
OG0008779	Roisl.0082s0633.1.p	Aa_G627890.h1.t1
OG0008780	Roisl.0082s0649.1.p	Aa_G324760.h1.t1
OG0008781	Roisl.0082s0650.1.p	Aa_G832170.h1.t1
OG0008782	Roisl.0082s0651.1.p	Aa_G707890.h1.t1
OG0008783	Roisl.0082s0659.1.p	Aa_G460140.h1.t1
OG0008784	Roisl.0082s0660.1.p	Aa_G243140.h1.t1
OG0008785	Roisl.0082s0671.1.p	Aa_G412140.h1.t1
OG0008786	Roisl.0082s0693.1.p	Aa_G763050.h1.t1
OG0008787	Roisl.0082s0728.1.p	Aa_G541560.h1.t1
OG0008788	Roisl.0082s0729.1.p	Aa_G465370.h1.t1
OG0008789	Roisl.0033s0015.1.p	Aa_G85620.h1.t1
OG0008790	Roisl.0033s0021.1.p	Aa_G135350.h1.t1
OG0008791	Roisl.0033s0025.1.p	Aa_G597530.h1.t1
OG0008793	Roisl.0033s0043.1.p	Aa_G35360.h1.t1
OG0008794	Roisl.0033s0056.1.p	Aa_G249090.h1.t1
OG0008795	Roisl.0033s0070.1.p	Aa_G159340.h1.t1
OG0008796	Roisl.0033s0074.1.p	Aa_G159360.h1.t1
OG0008797	Roisl.0033s0094.1.p	Aa_G365420.h1.t1
OG0008799	Roisl.0033s0132.1.p	Aa_G589110.h1.t1
OG0008800	Roisl.0033s0131.1.p	Aa_G589100.h1.t1
OG0008801	Roisl.0033s0120.1.p	Aa_G359460.h1.t1
OG0008802	Roisl.0033s0114.1.p	Aa_G343110.h1.t1
OG0008803	Roisl.0033s0110.1.p	Aa_G343080.h1.t1
OG0008805	Roisl.0017s0520.1.p	Aa_G167460.h1.t1
OG0008806	Roisl.0017s0479.1.p	Aa_G445710.h1.t1
OG0008807	Roisl.0017s0472.1.p	Aa_G154800.h1.t1
OG0008809	Roisl.0017s0437.1.p	Aa_G346370.h1.t1
OG0008810	Roisl.0028s0636.1.p	Aa_G117140.h1.t1
OG0008811	Roisl.0028s0616.1.p	Aa_G243720.h1.t1
OG0008812	Roisl.0185s0059.1.p	Aa_G356310.h3.t1, Aa_G356310.h1.t1, Aa_G356310.h2.t1, Aa_G126880.h1.t1
OG0008814	Roisl.0028s0668.1.p	Aa_G183710.h1.t1
OG0008815	Roisl.0028s0708.1.p	Aa_G183620.h1.t1
OG0008817	Roisl.0028s0728.1.p	Aa_G208750.h1.t1
OG0008818	Roisl.0028s0729.1.p	Aa_G208740.h1.t1
OG0008819	Roisl.0028s0732.1.p	Aa_G208710.h1.t1
OG0008820	Roisl.0028s0737.1.p	Aa_G208660.h1.t1
OG0008821	Roisl.0012s0093.1.p	Aa_G208550.h1.t1
OG0008824	Roisl.0012s0178.1.p, Roisl.0012s0162.1.p	Aa_G316920.h1.t1
OG0008825	Roisl.0012s0184.1.p	Aa_G756680.h1.t1
OG0008826	Roisl.0012s0187.1.p	Aa_G756660.h1.t1
OG0008827	Roisl.0022s0094.1.p	Aa_G215260.h1.t1
OG0008828	Roisl.0012s0249.1.p	Aa_G215380.h1.t1
OG0008829	Roisl.0082s0322.1.p, Roisl.0210s0302.1.p	Aa_G133010.h1.t1
OG0008830	Roisl.0022s0159.1.p	Aa_G166570.h1.t1, Aa_G7900.h1.t1, Aa_G353780.h1.t1
OG0008832	Roisl.0022s0178.1.p	Aa_G90930.h1.t1
OG0008833	Roisl.0013s0172.1.p	Aa_G29460.h1.t1
OG0008834	Roisl.0013s0177.1.p	Aa_G29450.h1.t1
OG0008835	Roisl.0013s0183.1.p	Aa_G29390.h1.t1
OG0008836	Roisl.0013s0190.1.p, Roisl.0013s0191.1.p	Aa_G332830.h1.t1
OG0008837	Roisl.0013s0202.1.p	Aa_G332880.h1.t1
OG0008838	Roisl.0013s0209.1.p	Aa_G150550.h1.t1, Aa_G513960.h1.t1
OG0008839	Roisl.0066s0384.1.p	Aa_G128490.h1.t1, Aa_G128480.h1.t1
OG0008840	Roisl.0066s0359.1.p	Aa_G767080.h1.t1
OG0008841	Roisl.0066s0337.1.p	Aa_G171130.h1.t1
OG0008842	Roisl.0213s0037.1.p	Aa_G130860.h1.t1
OG0008843	Roisl.0213s0050.1.p	Aa_G130720.h1.t1
OG0008844	Roisl.0213s0074.1.p	Aa_G48130.h1.t1
OG0008845	Roisl.0053s0159.1.p	Aa_G77040.h1.t1
OG0008846	Roisl.0213s0090.1.p	Aa_G329880.h1.t1
OG0008847	Roisl.0213s0104.1.p	Aa_G472920.h1.t1
OG0008848	Roisl.0213s0149.1.p	Aa_G456660.h1.t1
OG0008849	Roisl.0213s0172.1.p	Aa_G348080.h1.t1
OG0008850	Roisl.0213s0173.1.p	Aa_G348090.h1.t1
OG0008851	Roisl.0213s0177.1.p	Aa_G348140.h1.t1
OG0008852	Roisl.0213s0222.1.p	Aa_G108440.h1.t1
OG0008853	Roisl.0198s0029.1.p	Aa_G589230.h1.t1
OG0008854	Roisl.0213s0235.1.p	Aa_G108350.h1.t1
OG0008855	Roisl.0213s0256.1.p	Aa_G248910.h1.t1
OG0008856	Roisl.0213s0265.1.p	Aa_G248850.h1.t1
OG0008857	Roisl.0213s0293.1.p	Aa_G28330.h1.t1
OG0008858	Roisl.0213s0328.1.p	Aa_G279730.h1.t1
OG0008859	Roisl.0213s0331.1.p	Aa_G279760.h1.t1
OG0008861	Roisl.0213s0348.1.p	Aa_G216400.h1.t1
OG0008862	Roisl.0213s0360.1.p	Aa_G476230.h1.t1
OG0008863	Roisl.0213s0371.1.p	Aa_G476180.h1.t1
OG0008864	Roisl.0213s0374.1.p	Aa_G355740.h1.t1
OG0008866	Roisl.0213s0414.1.p	Aa_G414300.h1.t1
OG0008867	Roisl.0214s0211.1.p	Aa_G442850.h1.t1
OG0008868	Roisl.0213s0432.1.p	Aa_G434750.h1.t1
OG0008869	Roisl.0213s0459.1.p	Aa_G194310.h1.t1
OG0008870	Roisl.0213s0476.1.p	Aa_G194180.h1.t1
OG0008871	Roisl.0209s0191.1.p	Aa_G109250.h1.t1
OG0008872	Roisl.0209s0165.1.p	Aa_G16490.h1.t1
OG0008873	Roisl.0028s0948.1.p	Aa_G52130.h1.t1
OG0008874	Roisl.0011s0147.1.p	Aa_G435350.h1.t1
OG0008875	Roisl.0011s0175.1.p, Roisl.0011s0176.1.p	Aa_G146270.h1.t1, Aa_G146260.h1.t1
OG0008876	Roisl.0011s0245.1.p	Aa_G480380.h1.t1
OG0008877	Roisl.0009s0326.1.p	Aa_G122740.h1.t1
OG0008878	Roisl.0024s0598.1.p	Aa_G147090.h1.t1
OG0008879	Roisl.0024s0595.1.p	Aa_G147120.h1.t1
OG0008880	Roisl.0024s0593.1.p	Aa_G147140.h1.t1
OG0008881	Roisl.0024s0575.1.p	Aa_G180820.h1.t1
OG0008882	Roisl.0024s0573.1.p	Aa_G180840.h1.t1
OG0008883	Roisl.0024s0570.1.p	Aa_G696710.h1.t1
OG0008884	Roisl.0024s0563.1.p	Aa_G649310.h1.t1
OG0008885	Roisl.0024s0555.1.p	Aa_G482310.h1.t1
OG0008886	Roisl.0024s0536.1.p	Aa_G165770.h1.t1
OG0008887	Roisl.0024s0533.1.p	Aa_G383180.h1.t1
OG0008888	Roisl.0024s0513.1.p	Aa_G23650.h1.t1
OG0008889	Roisl.0024s0505.1.p	Aa_G23570.h1.t1
OG0008890	Roisl.0024s0492.1.p	Aa_G23470.h1.t1
OG0008891	Roisl.0024s0463.1.p	Aa_G81340.h1.t1
OG0008892	Roisl.0024s0460.1.p	Aa_G81370.h1.t1
OG0008893	Roisl.0024s0450.1.p	Aa_G81470.h1.t1
OG0008894	Roisl.0024s0417.1.p	Aa_G37270.h1.t1
OG0008895	Roisl.0024s0403.1.p	Aa_G37130.h1.t1
OG0008897	Roisl.0024s0400.1.p	Aa_G681050.h1.t1
OG0008898	Roisl.0024s0393.1.p	Aa_G704380.h1.t1
OG0008899	Roisl.0024s0383.1.p	Aa_G20740.h1.t1
OG0008900	Roisl.0024s0371.1.p	Aa_G20840.h1.t1
OG0008901	Roisl.0024s0348.1.p	Aa_G21050.h1.t1
OG0008902	Roisl.0024s0313.1.p	Aa_G51570.h1.t1
OG0008903	Roisl.0024s0303.1.p	Aa_G51690.h1.t1
OG0008904	Roisl.0024s0286.1.p	Aa_G268300.h1.t1
OG0008905	Roisl.0024s0274.1.p	Aa_G76210.h1.t1
OG0008906	Roisl.0024s0267.1.p	Aa_G76150.h1.t1
OG0008907	Roisl.0024s0258.1.p	Aa_G76070.h1.t1
OG0008909	Roisl.0024s0225.1.p	Aa_G75160.h1.t1
OG0008910	Roisl.0024s0210.1.p	Aa_G75330.h1.t1
OG0008911	Roisl.0024s0198.1.p	Aa_G472750.h1.t1
OG0008912	Roisl.0024s0166.1.p	Aa_G406280.h1.t1
OG0008913	Roisl.0024s0156.1.p	Aa_G406190.h1.t1
OG0008914	Roisl.0024s0150.1.p	Aa_G406150.h1.t1
OG0008915	Roisl.0024s0143.1.p	Aa_G621050.h1.t1
OG0008916	Roisl.0024s0135.1.p	Aa_G13780.h1.t1
OG0008917	Roisl.0024s0124.1.p	Aa_G13680.h1.t1
OG0008918	Roisl.0024s0119.1.p	Aa_G13630.h1.t1
OG0008919	Roisl.0080s0004.1.p	Aa_G13490.h1.t1
OG0008920	Roisl.0080s0011.1.p	Aa_G13430.h1.t1
OG0008921	Roisl.0080s0017.1.p	Aa_G315980.h1.t1
OG0008922	Roisl.0080s0035.1.p	Aa_G131080.h1.t1
OG0008923	Roisl.0080s0046.1.p	Aa_G131180.h1.t1
OG0008924	Roisl.0080s0049.1.p	Aa_G61400.h1.t1
OG0008925	Roisl.0080s0053.1.p	Aa_G61430.h1.t1
OG0008926	Roisl.0080s0067.1.p	Aa_G61540.h1.t1
OG0008927	Roisl.0080s0075.1.p	Aa_G435180.h1.t1
OG0008928	Roisl.0080s0110.1.p	Aa_G257110.h1.t1, Aa_G664910.h1.t1
OG0008929	Roisl.0080s0146.1.p	Aa_G94980.h1.t1
OG0008930	Roisl.0210s1969.1.p	Aa_G98000.h1.t1, Aa_G560750.h1.t1
OG0008931	Roisl.0210s1980.1.p	Aa_G97890.h1.t1
OG0008932	Roisl.0210s1983.1.p	Aa_G97870.h1.t1
OG0008933	Roisl.0210s1996.1.p	Aa_G104830.h1.t1
OG0008934	Roisl.0210s1999.1.p	Aa_G104810.h1.t1
OG0008935	Roisl.0210s2013.1.p	Aa_G143310.h1.t1
OG0008936	Roisl.0210s2016.1.p	Aa_G143290.h1.t1
OG0008937	Roisl.0210s2027.1.p	Aa_G143240.h1.t1
OG0008938	Roisl.0210s2062.1.p	Aa_G475070.h1.t1
OG0008939	Roisl.0046s0091.1.p	Aa_G46110.h1.t1
OG0008940	Roisl.0046s0118.1.p	Aa_G45460.h1.t1
OG0008941	Roisl.0046s0122.1.p	Aa_G45410.h1.t1
OG0008942	Roisl.0046s0138.1.p	Aa_G45280.h1.t1
OG0008943	Roisl.0046s0140.1.p	Aa_G45260.h1.t1
OG0008944	Roisl.0046s0148.1.p	Aa_G392310.h1.t1
OG0008945	Roisl.0046s0173.1.p	Aa_G596580.h1.t1
OG0008946	Roisl.0046s0176.1.p	Aa_G596560.h1.t1
OG0008947	Roisl.0019s0856.1.p, Roisl.0046s0192.1.p	Aa_G398080.h1.t1
OG0008948	Roisl.0046s0195.1.p	Aa_G398040.h1.t1
OG0008949	Roisl.0046s0204.1.p	Aa_G267300.h1.t1
OG0008950	Roisl.0046s0219.1.p	Aa_G70620.h1.t1
OG0008951	Roisl.0046s0253.1.p	Aa_G539340.h1.t1
OG0008952	Roisl.0046s0264.1.p	Aa_G574350.h1.t1
OG0008953	Roisl.0046s0298.1.p	Aa_G112850.h1.t1
OG0008954	Roisl.0210s1675.1.p	Aa_G181300.h1.t1
OG0008955	Roisl.0210s1684.1.p	Aa_G181250.h1.t1
OG0008956	Roisl.0210s1680.1.p	Aa_G181230.h1.t1
OG0008957	Roisl.0210s1679.1.p	Aa_G181220.h1.t1
OG0008958	Roisl.0210s1678.1.p	Aa_G181200.h1.t1
OG0008959	Roisl.0210s1676.1.p	Aa_G181180.h1.t1
OG0008960	Roisl.0210s1693.1.p	Aa_G478110.h1.t1
OG0008961	Roisl.0210s1694.1.p	Aa_G478100.h1.t1
OG0008962	Roisl.0210s1695.1.p	Aa_G478090.h1.t1
OG0008964	Roisl.0210s1715.1.p	Aa_G68410.h1.t1
OG0008965	Roisl.0210s1740.1.p	Aa_G68210.h1.t1, Aa_G171800.h1.t1
OG0008966	Roisl.0210s1744.1.p	Aa_G68170.h1.t1
OG0008967	Roisl.0210s1748.1.p	Aa_G68130.h1.t1
OG0008968	Roisl.0210s1753.1.p	Aa_G68090.h1.t1
OG0008970	Roisl.0210s1796.1.p	Aa_G15350.h1.t1
OG0008971	Roisl.0210s1809.1.p	Aa_G501670.h1.t1
OG0008972	Roisl.0210s1811.1.p	Aa_G501650.h1.t1
OG0008973	Roisl.0210s1820.1.p	Aa_G633680.h1.t1
OG0008974	Roisl.0210s1823.1.p	Aa_G404790.h1.t1
OG0008975	Roisl.0210s1829.1.p	Aa_G404750.h1.t1
OG0008976	Roisl.0210s1832.1.p	Aa_G404710.h1.t1
OG0008977	Roisl.0210s1852.1.p	Aa_G9040.h1.t1
OG0008978	Roisl.0210s1863.1.p	Aa_G8860.h1.t1
OG0008980	Roisl.0210s1897.1.p	Aa_G459150.h1.t1
OG0008981	Roisl.0210s1902.1.p	Aa_G707140.h1.t1
