Orthogroup	Rorippa_islandica	Arabis_alpina
OG0001785	Roisl.0022s0193.1.p	Aa_G29850.h1.t1
OG0001786	Roisl.0022s0195.1.p	Aa_G29820.h1.t1, Aa_G29810.h1.t1, Aa_G29830.h1.t1
OG0001787	Roisl.0214s0273.1.p	Aa_G492520.h1.t1
OG0001788	Roisl.0214s0258.1.p	Aa_G631110.h1.t1, Aa_G631120.h1.t1
OG0001789	Roisl.0213s0299.1.p	Aa_G156130.h1.t1, Aa_G389880.h1.t1
OG0001789	Roisl.0028s0875.1.p	Aa_G423410.h1.t1
OG0001790	Roisl.0024s0222.1.p	Aa_G75210.h1.t1
OG0001790	Roisl.0046s0777.1.p	Aa_G744770.h1.t1
OG0001791	Roisl.0024s0169.1.p	Aa_G406310.h1.t1
OG0001791	Roisl.0074s0829.1.p	Aa_G102870.h1.t1
OG0001792	Roisl.0024s0159.1.p, Roisl.0024s0158.1.p	Aa_G406210.h1.t1
OG0001793	Roisl.0015s0090.1.p	Aa_G415670.h1.t1
OG0001793	Roisl.0015s0091.1.p	Aa_G415660.h1.t1
OG0001795	Roisl.0046s0286.1.p	Aa_G112940.h1.t1, Aa_G112950.h1.t1
OG0001796	Roisl.0037s0042.1.p	Aa_G403320.h1.t1
OG0001796	Roisl.0210s1874.1.p	Aa_G8740.h1.t1
OG0001797	Roisl.0037s0028.1.p	Aa_G403380.h1.t1
OG0001797	Roisl.0210s1882.1.p	Aa_G8680.h1.t1
OG0001798	Roisl.0020s0157.1.p	Aa_G436380.h1.t1
OG0001798	Roisl.0080s0228.1.p	Aa_G362110.h1.t1
OG0001800	Roisl.0209s0388.1.p	Aa_G578540.h1.t1
OG0001802	Roisl.0080s0743.1.p, Roisl.0022s0321.1.p	Aa_G641220.h1.t1
OG0001803	Roisl.0074s0827.1.p	Aa_G102900.h1.t1
OG0001803	Roisl.0042s0015.1.p	Aa_G414680.h1.t1
OG0001804	Roisl.0042s0102.1.p	Aa_G526570.h1.t1
OG0001805	Roisl.0074s0961.1.p	Aa_G137230.h1.t1
OG0001805	Roisl.0030s0179.1.p	Aa_G73210.h1.t1
OG0001806	Roisl.0074s0998.1.p	Aa_G419540.h1.t1
OG0001806	Roisl.0030s0145.1.p	Aa_G140740.h1.t1
OG0001807	Roisl.0030s0141.1.p	Aa_G140780.h1.t1
OG0001807	Roisl.0074s0999.1.p	Aa_G419560.h1.t1
OG0001808	Roisl.0079s0337.1.p	Aa_G34600.h1.t1
OG0001809	Roisl.0011s0524.1.p	Aa_G263330.h1.t1
OG0001809	Roisl.0009s0154.1.p	Aa_G413270.h1.t1
OG0001810	Roisl.0001s0254.1.p, Roisl.0001s0255.1.p	Aa_G179430.h1.t1
OG0001811	Roisl.0007s0416.1.p	Aa_G275030.h1.t1
OG0001811	Roisl.0004s0049.1.p	Aa_G470660.h1.t1
OG0001812	Roisl.0049s0038.1.p	Aa_G331030.h1.t1
OG0001813	Roisl.0007s0006.1.p	Aa_G60800.h1.t1
OG0001814	Roisl.0004s0220.1.p	Aa_G418920.h1.t1
OG0001814	Roisl.0007s0020.1.p	Aa_G60730.h1.t1
OG0001815	Roisl.0004s0284.1.p	Aa_G87880.h1.t1
OG0001815	Roisl.0007s0101.1.p	Aa_G436660.h1.t1
OG0001816	Roisl.0019s0298.1.p	Aa_G396690.h1.t1
OG0001817	Roisl.0213s0818.1.p	Aa_G421580.h1.t1
OG0001818	Roisl.0007s0192.1.p	Aa_G407740.h1.t1
OG0001818	Roisl.0004s0387.1.p	Aa_G259430.h1.t1
OG0001819	Roisl.0066s0188.1.p	Aa_G650580.h1.t1
OG0001819	Roisl.0001s0169.1.p	Aa_G426390.h1.t1
OG0001820	Roisl.0001s0226.1.p	Aa_G514600.h1.t1
OG0001820	Roisl.0066s0137.1.p	Aa_G249580.h1.t1
OG0001821	Roisl.0054s0019.1.p	Aa_G426250.h1.t1
OG0001821	Roisl.0046s1267.1.p	Aa_G395730.h1.t1
OG0001822	Roisl.0011s0426.1.p	Aa_G25750.h1.t1
OG0001822	Roisl.0017s0016.1.p	Aa_G25330.h1.t1
OG0001823	Roisl.0002s0121.1.p	Aa_G753100.h1.t1
OG0001824	Roisl.0019s0187.1.p	Aa_G341740.h1.t1
OG0001824	Roisl.0007s0357.1.p	Aa_G454440.h1.t1
OG0001826	Roisl.0004s0467.1.p	Aa_G283730.h1.t1
OG0001826	Roisl.0007s0263.1.p	Aa_G119160.h1.t1
OG0001827	Roisl.0044s0066.1.p	Aa_G343420.h1.t1
OG0001827	Roisl.0214s0385.1.p	Aa_G64120.h1.t1
OG0001828	Roisl.0191s0336.1.p	Aa_G254950.h1.t1
OG0001829	Roisl.0091s0480.1.p	Aa_G423050.h1.t1
OG0001829	Roisl.0005s0201.1.p	Aa_G58250.h1.t1
OG0001830	Roisl.0005s0305.1.p	Aa_G239410.h1.t1
OG0001830	Roisl.0091s0394.1.p	Aa_G78130.h1.t1
OG0001831	Roisl.0198s0048.1.p, Roisl.0091s0987.1.p	Aa_G1062810.h3.t1, Aa_G1062810.h2.t1, Aa_G1062810.h1.t1, Aa_G119050.h1.t1
OG0001831	Roisl.0091s1010.1.p	Aa_G275730.h1.t1
OG0001832	Roisl.0006s0225.1.p	Aa_G611070.h1.t1
OG0001833	Roisl.0074s0332.1.p	Aa_G241840.h1.t1
OG0001833	Roisl.0006s0290.1.p	Aa_G568100.h1.t1
OG0001834	Roisl.0028s0841.1.p	Aa_G12040.h1.t1
OG0001834	Roisl.0031s0005.1.p, Roisl.0031s0004.1.p	Aa_G435740.h1.t1
OG0001835	Roisl.0017s0173.1.p, Roisl.0091s0530.1.p	Aa_G165030.h1.t1
OG0001836	Roisl.0091s1007.1.p	Aa_G275770.h1.t1
OG0001837	Roisl.0045s0061.1.p	Aa_G541710.h1.t1
OG0001837	Roisl.0008s0362.1.p	Aa_G274360.h1.t1
OG0001838	Roisl.0066s0232.1.p	Aa_G542180.h1.t1
OG0001838	Roisl.0001s0139.1.p	Aa_G379280.h1.t1
OG0001839	Roisl.0213s0628.1.p	Aa_G686370.h1.t1
OG0001840	Roisl.0091s0031.1.p	Aa_G19940.h1.t1
OG0001840	Roisl.0213s0526.1.p	Aa_G225600.h1.t1
OG0001842	Roisl.0091s0255.1.p	Aa_G245360.h1.t1, Aa_G245350.h1.t1
OG0001843	Roisl.0082s0302.1.p	Aa_G41990.h1.t1
OG0001843	Roisl.0091s0222.1.p	Aa_G416730.h1.t1, Aa_G586790.h1.t1
OG0001844	Roisl.0082s0260.1.p	Aa_G373240.h1.t1
OG0001844	Roisl.0091s0174.1.p	Aa_G398630.h1.t1
OG0001845	Roisl.0091s1094.1.p	Aa_G369430.h1.t1
OG0001845	Roisl.0213s0809.1.p	Aa_G521280.h1.t1
OG0001846	Roisl.0028s0485.1.p	Aa_G238630.h1.t1, Aa_G124080.h1.t1
OG0001847	Roisl.0067s0053.1.p	Aa_G206120.h1.t1, Aa_G206120.h2.t1
OG0001848	Roisl.0018s0340.1.p	Aa_G2450.h1.t1
OG0001848	Roisl.0035s0039.1.p	Aa_G177990.h1.t1
OG0001849	Roisl.0018s0186.1.p	Aa_G353970.h1.t1
OG0001849	Roisl.0028s0068.1.p	Aa_G443520.h1.t1
OG0001850	Roisl.0018s0143.1.p	Aa_G102460.h1.t1
OG0001851	Roisl.0018s0130.1.p	Aa_G103360.h1.t1
OG0001852	Roisl.0018s0120.1.p	Aa_G218940.h1.t1
OG0001852	Roisl.0028s0155.1.p	Aa_G479520.h1.t1
OG0001853	Roisl.0028s0171.1.p	Aa_G100580.h1.t1
OG0001853	Roisl.0018s0110.1.p	Aa_G349420.h1.t1
OG0001854	Roisl.0018s0083.1.p	Aa_G322920.h1.t1
OG0001854	Roisl.0018s0081.1.p	Aa_G322950.h1.t1
OG0001855	Roisl.0028s0528.1.p	Aa_G144230.h1.t1
OG0001856	Roisl.0017s0355.1.p	Aa_G38080.h1.t1, Aa_G699510.h1.t1
OG0001856	Roisl.0046s1551.1.p	Aa_G213630.h1.t1
OG0001857	Roisl.0046s1461.1.p, Roisl.0046s1462.1.p	Aa_G349640.h1.t1, Aa_G381230.h1.t1
OG0001858	Roisl.0046s1308.1.p	Aa_G14200.h1.t1
OG0001858	Roisl.0017s0046.1.p	Aa_G531170.h1.t1
OG0001859	Roisl.0001s0275.1.p	Aa_G342330.h1.t1
OG0001859	Roisl.0066s0074.1.p	Aa_G221830.h1.t1, Aa_G415540.h1.t1
OG0001860	Roisl.0001s0300.1.p	Aa_G223210.h1.t1
OG0001860	Roisl.0066s0040.1.p	Aa_G426660.h1.t1
OG0001861	Roisl.0209s0037.1.p	Aa_G686000.h1.t1
OG0001862	Roisl.0209s0250.1.p, Roisl.0082s0149.1.p	Aa_G93580.h1.t1
OG0001863	Roisl.0082s0213.1.p, Roisl.0082s0212.1.p	Aa_G455650.h1.t1
OG0001864	Roisl.0046s0552.1.p	Aa_G375060.h1.t1
OG0001864	Roisl.0001s0411.1.p	Aa_G615870.h1.t1
OG0001865	Roisl.0072s0003.1.p	Aa_G239560.h1.t1
OG0001865	Roisl.0184s0023.1.p	Aa_G12650.h1.t1
OG0001866	Roisl.0021s0018.1.p	Aa_G160860.h1.t1
OG0001866	Roisl.0079s0215.1.p	Aa_G500900.h1.t1
OG0001869	Roisl.0007s0036.1.p	Aa_G33330.h1.t1
OG0001871	Roisl.0016s0191.1.p	Aa_G42350.h1.t1
OG0001872	Roisl.0053s0326.1.p	Aa_G293430.h1.t1
OG0001873	Roisl.0007s0756.1.p	Aa_G585790.h1.t1
OG0001874	Roisl.0189s0082.1.p	Aa_G35800.h1.t1
OG0001874	Roisl.0003s0281.1.p	Aa_G153890.h1.t1
OG0001875	Roisl.0188s0076.1.p	Aa_G486790.h1.t1
OG0001876	Roisl.0070s0007.1.p	Aa_G752880.h1.t1
OG0001876	Roisl.0070s0008.1.p	Aa_G245480.h1.t1
OG0001877	Roisl.0046s0023.1.p	Aa_G417800.h1.t1
OG0001877	Roisl.0024s0088.1.p	Aa_G63770.h1.t1
OG0001878	Roisl.0191s0471.1.p	Aa_G299900.h1.t1, Aa_G299890.h1.t1
OG0001878	Roisl.0210s0076.1.p	Aa_G291150.h1.t1
OG0001879	Roisl.0021s0137.1.p	Aa_G545750.h1.t1
OG0001879	Roisl.0022s0251.1.p	Aa_G240610.h1.t1
OG0001880	Roisl.0021s0144.1.p	Aa_G530670.h1.t1
OG0001880	Roisl.0214s0563.1.p	Aa_G318330.h1.t1
OG0001881	Roisl.0021s0290.1.p	Aa_G298930.h1.t1
OG0001881	Roisl.0209s0564.1.p	Aa_G739680.h1.t1
OG0001882	Roisl.0021s0295.1.p	Aa_G298900.h1.t1
OG0001882	Roisl.0209s0556.1.p	Aa_G488340.h1.t1
OG0001883	Roisl.0010s0125.1.p	Aa_G433420.h1.t1
OG0001883	Roisl.0021s0362.1.p	Aa_G328360.h1.t1
OG0001884	Roisl.0011s0323.1.p	Aa_G329000.h1.t1
OG0001884	Roisl.0021s0420.1.p	Aa_G584870.h1.t1
OG0001885	Roisl.0007s0694.1.p	Aa_G117630.h1.t1
OG0001886	Roisl.0007s0603.1.p	Aa_G13540.h1.t1
OG0001886	Roisl.0013s0062.1.p	Aa_G121270.h1.t1
OG0001888	Roisl.0019s0266.1.p	Aa_G347840.h1.t1
OG0001888	Roisl.0007s0399.1.p	Aa_G324100.h1.t1
OG0001889	Roisl.0007s0383.1.p	Aa_G188660.h1.t1
OG0001889	Roisl.0019s0232.1.p	Aa_G187210.h1.t1
OG0001891	Roisl.0019s0524.1.p	Aa_G504900.h1.t1
OG0001891	Roisl.0191s0268.1.p	Aa_G281110.h1.t1
OG0001892	Roisl.0001s0431.1.p	Aa_G294410.h1.t1
OG0001892	Roisl.0001s0430.1.p	Aa_G294520.h1.t1
OG0001894	Roisl.0047s0035.1.p	Aa_G269030.h1.t1
OG0001894	Roisl.0008s0335.1.p	Aa_G614950.h1.t1
OG0001895	Roisl.0003s0149.1.p	Aa_G399000.h1.t1
OG0001895	Roisl.0018s0227.1.p, Roisl.0051s0017.1.p	Aa_G310000.h1.t1
OG0001896	Roisl.0051s0015.1.p	Aa_G310020.h1.t1
OG0001896	Roisl.0003s0147.1.p	Aa_G420450.h1.t1
OG0001897	Roisl.0003s0104.1.p	Aa_G190660.h1.t1
OG0001897	Roisl.0021s0619.1.p	Aa_G750950.h1.t1
OG0001899	Roisl.0063s0012.1.p	Aa_G456100.h1.t1
OG0001900	Roisl.0009s0287.1.p	Aa_G756290.h1.t1
OG0001900	Roisl.0188s0105.1.p	Aa_G635220.h1.t1
OG0001910	Roisl.0003s0067.1.p	Aa_G432050.h1.t1
OG0001910	Roisl.0021s0583.1.p	Aa_G166810.h1.t1
OG0001911	Roisl.0021s0594.1.p	Aa_G537780.h1.t1
OG0001911	Roisl.0003s0081.1.p	Aa_G456130.h1.t1, Aa_G591260.h1.t1
OG0001912	Roisl.0210s1338.1.p	Aa_G539770.h1.t1
OG0001912	Roisl.0016s0204.1.p	Aa_G250420.h1.t1
OG0001913	Roisl.0016s0381.1.p	Aa_G733770.h1.t1
OG0001914	Roisl.0016s0162.1.p	Aa_G42590.h1.t1
OG0001914	Roisl.0210s1279.1.p	Aa_G383450.h1.t1
OG0001915	Roisl.0210s1044.1.p	Aa_G731180.h1.t1
OG0001915	Roisl.0079s0214.1.p	Aa_G302090.h1.t1
OG0001916	Roisl.0210s1660.1.p	Aa_G181400.h1.t1
OG0001916	Roisl.0210s0955.1.p	Aa_G623420.h1.t1
OG0001917	Roisl.0210s0935.1.p	Aa_G256470.h1.t1
OG0001917	Roisl.0210s1670.1.p	Aa_G112810.h1.t1
OG0001918	Roisl.0046s0174.1.p	Aa_G596570.h1.t1
OG0001919	Roisl.0046s0165.1.p	Aa_G169040.h1.t1
OG0001920	Roisl.0024s0411.1.p	Aa_G37210.h1.t1
OG0001920	Roisl.0210s0719.1.p, Roisl.0210s0718.1.p	Aa_G458420.h1.t1
OG0001921	Roisl.0210s0715.1.p	Aa_G195990.h1.t1
OG0001921	Roisl.0091s0533.1.p	Aa_G149030.h1.t1
OG0001922	Roisl.0046s0556.1.p	Aa_G165190.h1.t1
OG0001922	Roisl.0210s0678.1.p	Aa_G516760.h1.t1
OG0001923	Roisl.0210s0650.1.p	Aa_G637990.h1.t1
OG0001923	Roisl.0024s0306.1.p	Aa_G51650.h1.t1
OG0001924	Roisl.0210s0528.1.p	Aa_G611200.h1.t1, Aa_G499300.h1.t1
OG0001924	Roisl.0080s0136.1.p	Aa_G620750.h1.t1
OG0001925	Roisl.0091s0943.1.p	Aa_G22450.h1.t1
OG0001925	Roisl.0082s0773.1.p, Roisl.0033s0080.1.p	Aa_G470380.h1.t1
OG0001926	Roisl.0033s0085.1.p	Aa_G374200.h1.t1
OG0001926	Roisl.0091s0941.1.p	Aa_G22470.h1.t1
OG0001927	Roisl.0091s0889.1.p	Aa_G469730.h1.t1
OG0001927	Roisl.0033s0125.1.p	Aa_G359510.h1.t1
OG0001928	Roisl.0047s0001.1.p	Aa_G675130.h1.t1
OG0001928	Roisl.0047s0008.1.p	Aa_G675120.h1.t1
OG0001929	Roisl.0091s0714.1.p	Aa_G477740.h1.t1
OG0001929	Roisl.0028s0705.1.p	Aa_G183660.h1.t1
OG0001930	Roisl.0210s0320.1.p	Aa_G134570.h1.t1
OG0001931	Roisl.0022s0197.1.p	Aa_G29800.h1.t1
OG0001931	Roisl.0189s0162.1.p, Roisl.0189s0161.1.p	Aa_G620240.h1.t1
OG0001933	Roisl.0028s0750.1.p, Roisl.0213s0065.1.p	Aa_G48030.h1.t1
OG0001934	Roisl.0213s0381.1.p	Aa_G468660.h1.t1
OG0001934	Roisl.0028s0917.1.p	Aa_G263980.h1.t1
OG0001935	Roisl.0028s0955.1.p	Aa_G52060.h1.t1
OG0001936	Roisl.0028s0951.1.p	Aa_G52090.h1.t1
OG0001936	Roisl.0209s0169.1.p	Aa_G16470.h1.t1
OG0001937	Roisl.0046s0949.1.p	Aa_G124640.h1.t1
OG0001937	Roisl.0024s0541.1.p	Aa_G165800.h1.t1
OG0001938	Roisl.0074s0460.1.p	Aa_G1250.h1.t1
OG0001938	Roisl.0080s0183.1.p	Aa_G165620.h1.t1
OG0001939	Roisl.0210s2035.1.p	Aa_G578250.h1.t1
OG0001939	Roisl.0046s0809.1.p	Aa_G106900.h1.t1
OG0001941	Roisl.0210s1757.1.p	Aa_G646180.h1.t1, Aa_G36110.h1.t1, Aa_G642600.h1.t1
OG0001942	Roisl.0027s0090.1.p	Aa_G192030.h1.t1
OG0001942	Roisl.0210s1952.1.p	Aa_G552190.h1.t1
OG0001943	Roisl.0019s0078.1.p	Aa_G206050.h1.t1
OG0001944	Roisl.0209s0342.1.p	Aa_G877590.h1.t1, Aa_G877590.h5.t1, Aa_G445570.h1.t1, Aa_G445570.h4.t1, Aa_G877590.h3.t1, Aa_G28280.h3.t1, Aa_G877590.h2.t1, Aa_G445570.h2.t1, Aa_G877590.h4.t1, Aa_G28280.h1.t1, Aa_G28280.h5.t1, Aa_G28280.h4.t1, Aa_G28280.h2.t1, Aa_G445570.h5.t1, Aa_G445570.h3.t1
OG0001945	Roisl.0214s0580.1.p	Aa_G592870.h1.t1
OG0001945	Roisl.0214s0550.1.p	Aa_G392490.h1.t1
OG0001946	Roisl.0080s0451.1.p	Aa_G93730.h1.t1
OG0001946	Roisl.0210s0447.1.p	Aa_G244320.h1.t1
OG0001947	Roisl.0080s0545.1.p, Roisl.0022s0233.1.p	Aa_G575480.h1.t1, Aa_G575490.h1.t1
OG0001948	Roisl.0080s0553.1.p, Roisl.0022s0236.1.p	Aa_G307730.h1.t1
OG0001949	Roisl.0066s0250.1.p	Aa_G548890.h1.t1
OG0001950	Roisl.0213s0840.1.p	Aa_G443200.h1.t1
OG0001951	Roisl.0022s0307.1.p	Aa_G227930.h1.t1
OG0001951	Roisl.0080s0714.1.p	Aa_G580850.h1.t1
OG0001952	Roisl.0080s0847.1.p	Aa_G149050.h1.t1
OG0001952	Roisl.0022s0367.1.p	Aa_G363790.h1.t1
OG0001953	Roisl.0080s0873.1.p	Aa_G123350.h1.t1
OG0001953	Roisl.0022s0383.1.p	Aa_G129660.h1.t1
OG0001954	Roisl.0074s0779.1.p	Aa_G40600.h1.t1
OG0001954	Roisl.0210s0431.1.p	Aa_G640340.h1.t1
OG0001955	Roisl.0042s0006.1.p	Aa_G694660.h1.t1
OG0001955	Roisl.0074s0818.1.p	Aa_G5550.h1.t1
OG0001956	Roisl.0030s0209.1.p	Aa_G304080.h1.t1
OG0001957	Roisl.0074s1035.1.p	Aa_G324500.h1.t1
OG0001957	Roisl.0030s0073.1.p	Aa_G170080.h1.t1
OG0001958	Roisl.0030s0048.1.p	Aa_G259880.h1.t1
OG0001958	Roisl.0079s0342.1.p	Aa_G34520.h1.t1
OG0001959	Roisl.0034s0071.1.p	Aa_G315200.h1.t1, Aa_G315190.h1.t1
OG0001960	Roisl.0028s0378.1.p, Roisl.0011s0533.1.p	Aa_G437780.h1.t1
OG0001960	Roisl.0009s0166.1.p	Aa_G553490.h1.t1
OG0001961	Roisl.0007s0559.1.p	Aa_G25250.h1.t1
OG0001961	Roisl.0115s0091.1.p	Aa_G410400.h1.t1
OG0001962	Roisl.0115s0132.1.p	Aa_G462520.h1.t1
OG0001962	Roisl.0007s0536.1.p	Aa_G497280.h1.t1
OG0001963	Roisl.0115s0141.1.p	Aa_G293580.h1.t1
OG0001964	Roisl.0115s0176.1.p	Aa_G410230.h1.t1, Aa_G457360.h1.t1
OG0001965	Roisl.0007s0037.1.p	Aa_G33340.h1.t1
OG0001965	Roisl.0004s0235.1.p	Aa_G111030.h1.t1
OG0001966	Roisl.0001s0179.1.p	Aa_G781090.h1.t1, Aa_G157050.h1.t1
OG0001967	Roisl.0007s0077.1.p	Aa_G148910.h1.t1
OG0001967	Roisl.0004s0262.1.p	Aa_G315360.h1.t1
OG0001968	Roisl.0004s0304.1.p	Aa_G281700.h1.t1
OG0001968	Roisl.0004s0303.1.p	Aa_G281690.h1.t1
OG0001969	Roisl.0066s0216.1.p	Aa_G383830.h1.t1
OG0001969	Roisl.0001s0142.1.p	Aa_G293880.h1.t1
OG0001970	Roisl.0066s0189.1.p	Aa_G650560.h1.t1
OG0001970	Roisl.0001s0168.1.p	Aa_G426380.h1.t1
OG0001971	Roisl.0066s0162.1.p	Aa_G261520.h1.t1
OG0001971	Roisl.0001s0204.1.p	Aa_G376310.h1.t1
OG0001972	Roisl.0001s0217.1.p	Aa_G514690.h1.t1
OG0001973	Roisl.0074s0576.1.p	Aa_G237680.h1.t1
OG0001974	Roisl.0074s0471.1.p	Aa_G1360.h1.t1
OG0001974	Roisl.0006s0401.1.p	Aa_G603610.h1.t1
OG0001975	Roisl.0054s0033.1.p	Aa_G595080.h1.t1
OG0001977	Roisl.0075s0070.1.p	Aa_G79970.h1.t1
OG0001977	Roisl.0053s0272.1.p	Aa_G199080.h1.t1
OG0001978	Roisl.0075s0200.1.p	Aa_G362610.h1.t1
OG0001978	Roisl.0016s0166.1.p	Aa_G42550.h1.t1
OG0001979	Roisl.0075s0207.1.p	Aa_G479690.h1.t1
OG0001979	Roisl.0053s0399.1.p	Aa_G518850.h1.t1
OG0001980	Roisl.0002s0268.1.p, Roisl.0115s0642.1.p	Aa_G233310.h1.t1, Aa_G413560.h1.t1
OG0001981	Roisl.0074s0282.1.p	Aa_G197420.h1.t1, Aa_G617200.h1.t1
OG0001981	Roisl.0002s0090.1.p	Aa_G327160.h1.t1
OG0001982	Roisl.0046s1611.1.p	Aa_G287200.h1.t1
OG0001982	Roisl.0028s0607.1.p	Aa_G431200.h1.t1
OG0001984	Roisl.0011s0444.1.p	Aa_G25600.h1.t1
OG0001984	Roisl.0021s0381.1.p	Aa_G26520.h1.t1
OG0001985	Roisl.0005s0292.1.p	Aa_G118040.h1.t1
OG0001985	Roisl.0091s0404.1.p	Aa_G78030.h1.t1
OG0001986	Roisl.0006s0035.1.p	Aa_G599970.h1.t1
OG0001986	Roisl.0074s0006.1.p	Aa_G371350.h1.t1
OG0001987	Roisl.0006s0154.1.p	Aa_G410590.h1.t1
OG0001987	Roisl.0115s0385.1.p	Aa_G250670.h1.t1
OG0001988	Roisl.0006s0215.1.p	Aa_G225070.h1.t1
OG0001988	Roisl.0115s0455.1.p	Aa_G430360.h1.t1
OG0001989	Roisl.0006s0288.1.p	Aa_G568080.h1.t1
OG0001992	Roisl.0091s0541.1.p	Aa_G152240.h1.t1
OG0001992	Roisl.0005s0115.1.p	Aa_G324640.h1.t1
OG0001993	Roisl.0191s0638.1.p, Roisl.0018s0273.1.p	Aa_G347420.h1.t1
OG0001993	Roisl.0210s0139.1.p	Aa_G211770.h1.t1
OG0001994	Roisl.0213s0529.1.p	Aa_G225570.h1.t1
OG0001994	Roisl.0091s0028.1.p	Aa_G19970.h1.t1
OG0001995	Roisl.0091s0091.1.p	Aa_G419830.h1.t1
OG0001996	Roisl.0091s0131.1.p	Aa_G558920.h1.t1
OG0001997	Roisl.0082s0276.1.p	Aa_G41830.h1.t1
OG0001997	Roisl.0091s0203.1.p	Aa_G37720.h1.t1, Aa_G37690.h1.t1
OG0001998	Roisl.0067s0022.1.p	Aa_G13020.h1.t1
OG0001999	Roisl.0028s0036.1.p	Aa_G16230.h1.t1
OG0001999	Roisl.0018s0211.1.p	Aa_G48780.h1.t1
OG0002000	Roisl.0028s0077.1.p	Aa_G175160.h1.t1
OG0002000	Roisl.0018s0175.1.p	Aa_G354050.h1.t1
OG0002001	Roisl.0028s0078.1.p	Aa_G175170.h1.t1
OG0002002	Roisl.0018s0117.1.p	Aa_G349490.h1.t1, Aa_G349480.h1.t1
OG0002002	Roisl.0028s0161.1.p	Aa_G100670.h1.t1
OG0002003	Roisl.0021s0113.1.p	Aa_G563970.h1.t1
OG0002003	Roisl.0026s0095.1.p	Aa_G345860.h1.t1
OG0002004	Roisl.0028s0462.1.p	Aa_G188360.h1.t1
OG0002004	Roisl.0026s0163.1.p	Aa_G369790.h1.t1
OG0002005	Roisl.0022s0440.1.p	Aa_G244680.h1.t1, Aa_G133110.h1.t1
OG0002005	Roisl.0031s0129.1.p	Aa_G372280.h1.t1
OG0002007	Roisl.0017s0257.1.p	Aa_G269550.h1.t1, Aa_G269540.h1.t1
OG0002007	Roisl.0017s0256.1.p	Aa_G350710.h1.t1
OG0002009	Roisl.0046s1148.1.p	Aa_G235880.h1.t1
OG0002009	Roisl.0017s0181.1.p	Aa_G172150.h1.t1
OG0002011	Roisl.0063s0043.1.p	Aa_G10000.h1.t1
OG0002011	Roisl.0115s0714.1.p	Aa_G137890.h1.t1
OG0002012	Roisl.0193s0010.1.p	Aa_G555230.h1.t1
OG0002013	Roisl.0039s0095.1.p	Aa_G51100.h1.t1
OG0002013	Roisl.0046s0365.1.p	Aa_G414020.h1.t1
OG0002014	Roisl.0018s0419.1.p	Aa_G364300.h1.t1
OG0002014	Roisl.0067s0052.1.p	Aa_G206130.h1.t1
OG0002015	Roisl.0067s0060.1.p	Aa_G241280.h1.t1
OG0002015	Roisl.0018s0402.1.p	Aa_G605810.h1.t1
OG0002016	Roisl.0080s0832.1.p	Aa_G71190.h1.t1
OG0002017	Roisl.0028s0410.1.p	Aa_G67350.h1.t1
OG0002017	Roisl.0026s0086.1.p	Aa_G221060.h1.t1
OG0002018	Roisl.0039s0049.1.p	Aa_G5080.h1.t1
OG0002018	Roisl.0071s0008.1.p	Aa_G316160.h1.t1
OG0002019	Roisl.0210s1591.1.p	Aa_G257360.h2.t1, Aa_G47740.h2.t1, Aa_G47740.h1.t1, Aa_G257360.h1.t1
OG0002020	Roisl.0074s0225.1.p	Aa_G71200.h1.t1
OG0002021	Roisl.0074s0216.1.p	Aa_G107730.h1.t1
OG0002021	Roisl.0013s0145.1.p	Aa_G57510.h1.t1
OG0002022	Roisl.0074s0199.1.p	Aa_G53570.h1.t1
OG0002022	Roisl.0013s0127.1.p	Aa_G57640.h1.t1
OG0002023	Roisl.0184s0206.1.p	Aa_G247750.h1.t1
OG0002023	Roisl.0022s0084.1.p	Aa_G245600.h1.t1
OG0002024	Roisl.0209s0069.1.p, Roisl.0210s2210.1.p	Aa_G387740.h1.t1
OG0002025	Roisl.0115s0578.1.p	Aa_G198870.h1.t1
OG0002025	Roisl.0002s0219.1.p	Aa_G594620.h1.t1
OG0002026	Roisl.0210s1572.1.p, Roisl.0210s1574.1.p	Aa_G372440.h1.t1, Aa_G446920.h1.t1, Aa_G372430.h1.t1
OG0002027	Roisl.0191s0521.1.p	Aa_G53230.h1.t1
OG0002027	Roisl.0210s0084.1.p	Aa_G105770.h1.t1
OG0002028	Roisl.0191s0561.1.p	Aa_G67870.h1.t1
OG0002029	Roisl.0191s0562.1.p	Aa_G67860.h1.t1
OG0002029	Roisl.0210s0103.1.p	Aa_G325230.h1.t1
OG0002030	Roisl.0210s0195.1.p	Aa_G6560.h1.t1
OG0002030	Roisl.0191s0660.1.p	Aa_G191540.h1.t1
OG0002031	Roisl.0091s0812.1.p	Aa_G79380.h1.t1
OG0002032	Roisl.0008s0060.1.p	Aa_G7680.h1.t1
OG0002032	Roisl.0091s1218.1.p	Aa_G394720.h1.t1
OG0002033	Roisl.0021s0123.1.p	Aa_G427980.h1.t1
OG0002033	Roisl.0214s0618.1.p	Aa_G182590.h1.t1
OG0002034	Roisl.0021s0201.1.p	Aa_G804100.h1.t1
OG0002034	Roisl.0209s0724.1.p	Aa_G177300.h1.t1
OG0002035	Roisl.0021s0249.1.p	Aa_G307220.h1.t1
OG0002035	Roisl.0209s0638.1.p	Aa_G328610.h1.t1
OG0002036	Roisl.0010s0100.1.p	Aa_G327980.h1.t1
