Orthogroup	Rorippa_islandica	Euclidium_syriacum
OG0007459	Roisl.0210s0486.1.p	ESY7_g18545_DN3_SP6_c0.t1
OG0007460	Roisl.0210s0469.1.p	ESY7_g18517_DN3_SP7_c0.t1
OG0007461	Roisl.0210s0461.1.p	ESY7_g18510_DN3_SP0_c0.t1
OG0007462	Roisl.0210s0438.1.p	ESY7_g18481_DN3_SP8_c17.t1
OG0007463	Roisl.0210s0399.1.p	ESY7_g18716_DN3_SP3_c0.t1
OG0007464	Roisl.0042s0011.1.p	ESY7_g18748_DN2_SP0_c0.t1
OG0007465	Roisl.0042s0013.1.p	ESY7_g18751_DN1_SP0_c0.t1
OG0007466	Roisl.0042s0030.1.p	ESY7_g18771_DN3_SP8_c13.t1
OG0007467	Roisl.0042s0084.1.p	ESY7_g18854_DN3_SP4_c0.t1
OG0007468	Roisl.0042s0104.1.p	ESY7_g18886_DN3_SP0_c0.t1
OG0007469	Roisl.0042s0141.1.p	ESY7_g18948_DN3_SP0_c0.t1
OG0007470	Roisl.0042s0144.1.p	ESY7_g18952_DN3_SP0_c0.t1
OG0007471	Roisl.0030s0206.1.p	ESY7_g19020_DN3_SP0_c0.t1
OG0007472	Roisl.0030s0183.1.p	ESY7_g19073_DN3_SP0_c0.t1
OG0007473	Roisl.0030s0159.1.p	ESY7_g19111_DN3_SP6_c0.t1
OG0007474	Roisl.0030s0146.1.p	ESY7_g19154_DN3_SP0_c0.t1
OG0007475	Roisl.0030s0129.1.p, Roisl.0074s1007.1.p	ESY3_g31052_DN3_SP0_c0.t1
OG0007476	Roisl.0030s0117.1.p	ESY7_g19203_DN3_SP5_c0.t1
OG0007477	Roisl.0030s0110.1.p	ESY7_g19215_DN2_SP7_c0.t1, ESY12_g51687_DN3_SP1_c0.t1
OG0007478	Roisl.0030s0080.1.p	ESY7_g19276_DN3_SP0_c0.t1
OG0007478	Roisl.0030s0081.1.p	ESY5_g3485_DN3_SP0_c0.t1
OG0007479	Roisl.0030s0033.1.p, Roisl.0030s0063.1.p	ESY7_g19318_DN3_SP8_c0.t1
OG0007480	Roisl.0030s0060.1.p	ESY7_g19320_DN3_SP7_c0.t1
OG0007482	Roisl.0030s0035.1.p	ESY7_g19375_DN3_SP0_c0.t1
OG0007483	Roisl.0079s0332.1.p	ESY3_g30985_DN3_SP1_c0.t1
OG0007483	Roisl.0030s0030.1.p	ESY7_g19377_DN3_SP4_c0.t1
OG0007484	Roisl.0030s0023.1.p	ESY7_g19394_DN3_SP0_c0.t1
OG0007485	Roisl.0034s0172.1.p	ESY7_g19446_DN2_SP0_c0.t1
OG0007487	Roisl.0034s0157.1.p	ESY7_g19471_DN3_SP2_c0.t1
OG0007488	Roisl.0034s0142.1.p	ESY7_g19492_DN3_SP0_c0.t1
OG0007489	Roisl.0034s0143.1.p	ESY7_g19491_DN3_SP0_c0.t1
OG0007490	Roisl.0034s0144.1.p	ESY7_g19489_DN3_SP5_c0.t1
OG0007491	Roisl.0034s0149.1.p	ESY7_g19483_DN1_SP0_c0.t1
OG0007492	Roisl.0214s0214.1.p, Roisl.0034s0127.1.p	ESY7_g19522_DN3_SP0_c0.t1
OG0007493	Roisl.0034s0101.1.p	ESY7_g19558_DN1_SP0_c0.t1
OG0007494	Roisl.0034s0100.1.p	ESY1_g11192_DN2_SP0_c0.t1, ESY7_g19559_DN3_SP2_c0.t1
OG0007495	Roisl.0034s0087.1.p	ESY7_g19576_DN3_SP8_c0.t1
OG0007496	Roisl.0034s0082.1.p	ESY7_g19581_DN3_SP0_c0.t1
OG0007497	Roisl.0034s0070.1.p	ESY7_g19593_DN3_SP8_c0.t1
OG0007498	Roisl.0034s0020.1.p	ESY7_g19657_DN3_SP0_c0.t1
OG0007499	Roisl.0009s0123.1.p	ESY8_g60149_DN3_SP8_c0.t1
OG0007500	Roisl.0009s0030.1.p	ESY8_g60021_DN3_SP7_c0.t1
OG0007501	Roisl.0009s0019.1.p	ESY8_g60003_DN3_SP0_c0.t1
OG0007502	Roisl.0200s0016.1.p	ESY8_g59982_DN3_SP8_c0.t1
OG0007503	Roisl.0115s0022.1.p	ESY2_g36482_DN3_SP6_c0.t1
OG0007504	Roisl.0115s0094.1.p	ESY18_g63338_DN3_SP0_c0.t1, ESY2_g36592_DN3_SP0_c0.t1
OG0007505	Roisl.0210s0037.1.p	ESY18_g63332_DN2_SP0_c0.t1
OG0007506	Roisl.0115s0104.1.p	ESY2_g36606_DN3_SP8_c0.t1
OG0007507	Roisl.0115s0113.1.p	ESY5_g2977_DN3_SP0_c0.t1
OG0007508	Roisl.0115s0121.1.p	ESY2_g36624_DN3_SP4_c0.t1, ESY5_g2982_DN3_SP0_c22.t1
OG0007509	Roisl.0115s0147.1.p	ESY2_g36653_DN3_SP7_c11.t1
OG0007510	Roisl.0115s0157.1.p	ESY2_g36665_DN3_SP8_c0.t1
OG0007511	Roisl.0066s0213.1.p, Roisl.0066s0212.1.p	ESY2_g35015_DN2_SP0_c0.t1
OG0007512	Roisl.0115s0199.1.p	ESY2_g36754_DN3_SP0_c0.t1
OG0007513	Roisl.0115s0214.1.p	ESY2_g36779_DN3_SP2_c0.t1
OG0007514	Roisl.0115s0218.1.p	ESY2_g36784_DN3_SP0_c0.t1
OG0007515	Roisl.0115s0219.1.p, Roisl.0019s0062.1.p	ESY2_g36795_DN3_SP8_c0.t1
OG0007516	Roisl.0115s0223.1.p	ESY2_g36798_DN3_SP0_c0.t1
OG0007517	Roisl.0115s0225.1.p	ESY2_g36800_DN3_SP7_c0.t1
OG0007518	Roisl.0019s0689.1.p, Roisl.0115s0255.1.p, Roisl.0018s0090.1.p	ESY2_g36149_DN3_SP0_c0.t1, ESY2_g36151_DN3_SP3_c0.t1
OG0007519	Roisl.0004s0020.1.p	ESY2_g36137_DN3_SP1_c0.t1
OG0007520	Roisl.0004s0021.1.p	ESY2_g36136_DN3_SP1_c0.t1
OG0007521	Roisl.0004s0034.1.p	ESY2_g36123_DN3_SP7_c0.t1
OG0007522	Roisl.0004s0065.1.p	ESY2_g35023_DN3_SP5_c0.t1
OG0007523	Roisl.0004s0086.1.p	ESY2_g35040_DN3_SP0_c0.t1
OG0007524	Roisl.0004s0094.1.p	ESY2_g35052_DN3_SP0_c0.t1
OG0007525	Roisl.0004s0118.1.p	ESY2_g35078_DN3_SP0_c0.t1
OG0007526	Roisl.0004s0121.1.p	ESY2_g35084_DN1_SP0_c0.t1
OG0007527	Roisl.0004s0137.1.p	ESY2_g34599_DN3_SP0_c0.t1
OG0007528	Roisl.0004s0151.1.p	ESY2_g34614_DN3_SP7_c0.t1
OG0007529	Roisl.0004s0173.1.p	ESY2_g34640_DN3_SP0_c9.t1
OG0007530	Roisl.0004s0178.1.p	ESY2_g34647_DN3_SP0_c0.t1
OG0007531	Roisl.0004s0181.1.p	ESY2_g34650_DN3_SP0_c0.t1
OG0007532	Roisl.0004s0187.1.p	ESY2_g34657_DN3_SP0_c0.t1, ESY4_g24741_DN3_SP0_c0.t1, ESY2_g34660_DN3_SP0_c0.t1, ESY10_g15477_DN2_SP0_c0.t1
OG0007533	Roisl.0004s0204.1.p	ESY2_g34684_DN3_SP8_c0.t1
OG0007534	Roisl.0004s0216.1.p	ESY2_g34697_DN3_SP0_c0.t1
OG0007535	Roisl.0004s0266.1.p	ESY2_g34765_DN3_SP0_c0.t1
OG0007536	Roisl.0004s0286.1.p	ESY2_g34794_DN3_SP0_c0.t1
OG0007537	Roisl.0004s0288.1.p	ESY2_g34796_DN3_SP0_c0.t1
OG0007538	Roisl.0004s0296.1.p	ESY2_g34808_DN3_SP2_c0.t1
OG0007539	Roisl.0004s0311.1.p	ESY2_g34826_DN1_SP0_c0.t1
OG0007540	Roisl.0004s0312.1.p	ESY2_g34827_DN3_SP4_c0.t1
OG0007541	Roisl.0004s0327.1.p	ESY2_g36077_DN3_SP0_c0.t1
OG0007542	Roisl.0013s0176.1.p	ESY2_g34535_DN3_SP4_c0.t1
OG0007543	Roisl.0004s0378.1.p	ESY2_g35996_DN3_SP7_c0.t1
OG0007544	Roisl.0004s0390.1.p	ESY2_g35975_DN3_SP8_c0.t1
OG0007545	Roisl.0066s0201.1.p	ESY11_g54025_DN3_SP1_c0.t1
OG0007546	Roisl.0066s0197.1.p	ESY11_g54044_DN3_SP0_c0.t1
OG0007547	Roisl.0066s0195.1.p	ESY11_g54045_DN3_SP5_c0.t1
OG0007548	Roisl.0066s0149.1.p	ESY11_g54112_DN3_SP7_c0.t1
OG0007549	Roisl.0046s0933.1.p	ESY1_g9820_DN3_SP5_c0.t1
OG0007550	Roisl.0046s0932.1.p	ESY1_g9817_DN3_SP0_c0.t1
OG0007551	Roisl.0046s0927.1.p	ESY1_g9808_DN3_SP2_c0.t1
OG0007552	Roisl.0080s0881.1.p	ESY6_g47888_DN2_SP0_c0.t1
OG0007553	Roisl.0080s0885.1.p	ESY6_g47881_DN3_SP0_c0.t1
OG0007554	Roisl.0209s0480.1.p	ESY1_g8599_DN3_SP6_c0.t1, ESY6_g49356_DN3_SP0_c0.t1
OG0007556	Roisl.0021s0508.1.p	ESY2_g36362_DN3_SP8_c0.t1, ESY2_g36368_DN1_SP0_c0.t1
OG0007557	Roisl.0011s0012.1.p	ESY16_g62463_DN3_SP3_c0.t1, ESY10_g14657_DN3_SP5_c0.t1
OG0007558	Roisl.0006s0538.1.p	ESY2_g36274_DN3_SP0_c0.t1
OG0007559	Roisl.0006s0526.1.p	ESY2_g36262_DN3_SP0_c0.t1
OG0007560	Roisl.0006s0523.1.p	ESY2_g36255_DN3_SP0_c0.t1
OG0007561	Roisl.0006s0495.1.p	ESY2_g36225_DN3_SP0_c0.t1
OG0007562	Roisl.0006s0465.1.p	ESY2_g36196_DN3_SP0_c0.t1
OG0007563	Roisl.0006s0415.1.p	ESY2_g36903_DN3_SP7_c0.t1
OG0007564	Roisl.0006s0402.1.p	ESY2_g36911_DN3_SP4_c0.t1
OG0007565	Roisl.0006s0374.1.p	ESY2_g36971_DN3_SP4_c0.t1
OG0007566	Roisl.0028s1036.1.p	ESY9_g44170_DN3_SP4_c0.t1
OG0007567	Roisl.0028s1056.1.p	ESY9_g44270_DN3_SP0_c0.t1
OG0007568	Roisl.0028s1062.1.p	ESY9_g44324_DN3_SP8_c0.t1
OG0007569	Roisl.0027s0104.1.p	ESY1_g7585_DN3_SP8_c0.t1
OG0007570	Roisl.0027s0022.1.p	ESY1_g6949_DN3_SP8_c0.t1
OG0007571	Roisl.0214s0161.1.p	ESY9_g44379_DN2_SP0_c0.t1, ESY15_g65317_DN3_SP6_c0.t1
OG0007572	Roisl.0214s0203.1.p	ESY24_g33019_DN3_SP0_c0.t1, ESY9_g42980_DN3_SP0_c0.t1
OG0007573	Roisl.0031s0057.1.p	ESY6_g47168_DN3_SP0_c7.t1
OG0007574	Roisl.0031s0078.1.p	ESY6_g47192_DN3_SP0_c0.t1
OG0007575	Roisl.0031s0079.1.p	ESY6_g47202_DN3_SP5_c0.t1
OG0007576	Roisl.0031s0085.1.p	ESY6_g47218_DN3_SP8_c0.t1
OG0007577	Roisl.0032s0091.1.p	ESY15_g65183_DN3_SP8_c0.t1
OG0007578	Roisl.0214s0197.1.p	ESY24_g33123_DN3_SP0_c0.t1
OG0007579	Roisl.0080s0157.1.p	ESY2_g34311_DN3_SP0_c0.t1
OG0007580	Roisl.0015s0170.1.p	ESY4_g26146_DN3_SP0_c0.t1, ESY17_g39819_DN3_SP0_c0.t1
OG0007581	Roisl.0053s0046.1.p	ESY17_g39839_DN3_SP6_c0.t1
OG0007582	Roisl.0082s0051.1.p	ESY17_g39808_DN3_SP0_c0.t1
OG0007583	Roisl.0058s0060.1.p	ESY3_g30550_DN2_SP0_c0.t1, ESY17_g39141_DN2_SP0_c0.t1
OG0007584	Roisl.0058s0051.1.p	ESY17_g39948_DN3_SP1_c0.t1
OG0007586	Roisl.0053s0006.1.p	ESY5_g2772_DN3_SP0_c0.t1
OG0007588	Roisl.0075s0176.1.p	ESY28_g55051_DN3_SP0_c0.t1
OG0007589	Roisl.0075s0177.1.p	ESY28_g55052_DN3_SP8_c0.t1
OG0007590	Roisl.0075s0215.1.p	ESY7_g18343_DN3_SP0_c0.t1
OG0007591	Roisl.0002s0253.1.p	ESY22_g40797_DN3_SP0_c0.t1
OG0007592	Roisl.0002s0250.1.p	ESY22_g40826_DN3_SP2_c0.t1
OG0007593	Roisl.0002s0244.1.p	ESY22_g40866_DN2_SP0_c0.t1
OG0007594	Roisl.0002s0208.1.p	ESY22_g41054_DN3_SP2_c0.t1
OG0007595	Roisl.0002s0199.1.p	ESY22_g41123_DN2_SP0_c0.t1
OG0007598	Roisl.0019s0188.1.p	ESY2_g35878_DN3_SP8_c0.t1
OG0007599	Roisl.0019s0176.1.p	ESY2_g35888_DN3_SP7_c0.t1
OG0007600	Roisl.0019s0147.1.p	ESY2_g35924_DN3_SP6_c0.t1
OG0007601	Roisl.0019s0146.1.p	ESY2_g35925_DN3_SP4_c0.t1
OG0007602	Roisl.0019s0096.1.p	ESY2_g34882_DN3_SP0_c0.t1
OG0007603	Roisl.0019s0094.1.p	ESY2_g34885_DN3_SP8_c0.t1
OG0007604	Roisl.0004s0451.1.p	ESY2_g34974_DN3_SP0_c0.t1
OG0007605	Roisl.0087s0017.1.p, Roisl.0004s0447.1.p	ESY2_g34979_DN3_SP8_c0.t1
OG0007606	Roisl.0004s0426.1.p	ESY2_g35003_DN3_SP2_c0.t1
OG0007607	Roisl.0019s0704.1.p	ESY2_g34451_DN3_SP0_c8.t1
OG0007608	Roisl.0003s0252.1.p	ESY4_g25249_DN3_SP0_c0.t1
OG0007609	Roisl.0019s0654.1.p	ESY2_g34392_DN3_SP0_c0.t1
OG0007610	Roisl.0019s0645.1.p	ESY2_g35353_DN3_SP0_c0.t1
OG0007611	Roisl.0022s0530.1.p	ESY5_g5173_DN3_SP1_c0.t1, ESY4_g24016_DN3_SP0_c0.t1
OG0007613	Roisl.0044s0009.1.p	ESY4_g24127_DN3_SP2_c0.t1
OG0007614	Roisl.0044s0019.1.p	ESY4_g24165_DN3_SP8_c0.t1
OG0007615	Roisl.0044s0072.1.p	ESY4_g24303_DN3_SP0_c18.t1
OG0007616	Roisl.0031s0089.1.p	ESY6_g47228_DN2_SP0_c0.t1
OG0007617	Roisl.0011s0421.1.p	ESY10_g13928_DN3_SP6_c0.t1
OG0007618	Roisl.0046s1054.1.p	ESY1_g10100_DN3_SP5_c0.t1
OG0007619	Roisl.0010s0189.1.p	ESY2_g33448_DN3_SP4_c0.t1
OG0007620	Roisl.0050s0102.1.p	ESY2_g33361_DN3_SP0_c0.t1
OG0007621	Roisl.0009s0272.1.p	ESY8_g60515_DN3_SP1_c0.t1
OG0007622	Roisl.0009s0271.1.p	ESY8_g60509_DN3_SP0_c0.t1
OG0007623	Roisl.0184s0201.1.p	ESY2_g34581_DN3_SP8_c0.t1
OG0007624	Roisl.0027s0124.1.p	ESY1_g6212_DN1_SP0_c0.t1, ESY1_g6219_DN2_SP0_c0.t1
OG0007625	Roisl.0036s0086.1.p, Roisl.0204s0114.1.p, Roisl.0201s0010.1.p	ESY12_g51322_DN3_SP6_c0.t1
OG0007626	Roisl.0011s0518.1.p	ESY10_g13724_DN3_SP1_c0.t1
OG0007627	Roisl.0011s0507.1.p, Roisl.0005s0123.1.p	ESY10_g13763_DN3_SP7_c0.t1
OG0007628	Roisl.0011s0463.1.p	ESY10_g13877_DN3_SP4_c0.t1
OG0007629	Roisl.0011s0453.1.p	ESY10_g13860_DN2_SP0_c0.t1
OG0007630	Roisl.0011s0447.1.p	ESY10_g13842_DN3_SP4_c0.t1
OG0007631	Roisl.0011s0415.1.p	ESY10_g13943_DN3_SP8_c0.t1
OG0007633	Roisl.0081s0003.1.p	ESY11_g52348_DN3_SP0_c0.t1
OG0007635	Roisl.0019s0547.1.p	ESY2_g35471_DN3_SP3_c0.t1
OG0007636	Roisl.0019s0551.1.p	ESY2_g35466_DN3_SP0_c0.t1, ESY2_g35464_DN3_SP8_c0.t1
OG0007637	Roisl.0019s0554.1.p	ESY2_g35462_DN3_SP1_c0.t1
OG0007638	Roisl.0019s0555.1.p	ESY2_g35461_DN3_SP7_c0.t1
OG0007639	Roisl.0082s0032.1.p, Roisl.0038s0056.1.p	ESY11_g52423_DN3_SP8_c0.t1
OG0007641	Roisl.0005s0189.1.p	ESY10_g15106_DN3_SP1_c0.t1
OG0007642	Roisl.0005s0196.1.p	ESY10_g15128_DN3_SP0_c0.t1
OG0007643	Roisl.0014s0082.1.p	ESY15_g64535_DN3_SP5_c0.t1
OG0007644	Roisl.0005s0202.1.p	ESY10_g15146_DN3_SP1_c0.t1
OG0007645	Roisl.0005s0211.1.p	ESY10_g15164_DN3_SP8_c0.t1
OG0007646	Roisl.0005s0212.1.p	ESY10_g15199_DN2_SP0_c22.t1, ESY10_g15169_DN2_SP0_c0.t1
OG0007647	Roisl.0005s0219.1.p	ESY10_g15201_DN3_SP0_c0.t1
OG0007649	Roisl.0005s0315.1.p	ESY7_g16788_DN3_SP0_c0.t1, ESY4_g24308_DN2_SP0_c0.t1
OG0007650	Roisl.0053s0065.1.p	ESY5_g1763_DN3_SP0_c0.t1, ESY17_g39830_DN3_SP8_c12.t1
OG0007651	Roisl.0005s0328.1.p	ESY7_g16770_DN3_SP8_c0.t1
OG0007652	Roisl.0006s0018.1.p	ESY2_g37662_DN3_SP1_c0.t1
OG0007653	Roisl.0006s0019.1.p	ESY2_g37655_DN3_SP0_c0.t1
OG0007654	Roisl.0022s0234.1.p	ESY13_g56306_DN3_SP1_c0.t1
OG0007655	Roisl.0006s0302.1.p, Roisl.0006s0075.1.p	ESY2_g37514_DN2_SP3_c0.t1
OG0007656	Roisl.0006s0082.1.p	ESY2_g37490_DN3_SP8_c5.t1
OG0007657	Roisl.0006s0089.1.p	ESY2_g37480_DN3_SP0_c0.t1
OG0007658	Roisl.0006s0118.1.p	ESY2_g37433_DN3_SP0_c0.t1
OG0007659	Roisl.0006s0151.1.p	ESY2_g37394_DN3_SP0_c0.t1
OG0007661	Roisl.0006s0197.1.p	ESY2_g37269_DN3_SP0_c0.t1
OG0007662	Roisl.0006s0218.1.p	ESY2_g37239_DN3_SP8_c0.t1
OG0007663	Roisl.0006s0222.1.p	ESY2_g37234_DN3_SP0_c0.t1
OG0007664	Roisl.0006s0231.1.p	ESY2_g37216_DN3_SP6_c0.t1
OG0007665	Roisl.0006s0253.1.p	ESY2_g37165_DN3_SP1_c0.t1
OG0007666	Roisl.0091s0743.1.p	ESY5_g4911_DN3_SP1_c10.t1
OG0007667	Roisl.0006s0263.1.p	ESY2_g37144_DN3_SP0_c0.t1
OG0007668	Roisl.0006s0298.1.p	ESY2_g37131_DN3_SP8_c0.t1
OG0007669	Roisl.0006s0276.1.p	ESY2_g37081_DN3_SP0_c0.t1
OG0007670	Roisl.0006s0335.1.p	ESY2_g37016_DN3_SP6_c0.t1
OG0007671	Roisl.0007s0365.1.p	ESY5_g4291_DN3_SP0_c0.t1
OG0007672	Roisl.0213s0796.1.p, Roisl.0055s0059.1.p	ESY1_g6227_DN3_SP7_c0.t1
OG0007673	Roisl.0046s0574.1.p	ESY8_g59675_DN3_SP2_c0.t1
OG0007675	Roisl.0214s0295.1.p	ESY1_g6382_DN3_SP0_c0.t1
OG0007676	Roisl.0028s0747.1.p	ESY1_g5978_DN3_SP0_c0.t1
OG0007677	Roisl.0028s0754.1.p	ESY1_g6092_DN3_SP0_c0.t1
OG0007678	Roisl.0028s0789.1.p	ESY16_g61719_DN3_SP5_c0.t1
OG0007679	Roisl.0028s0790.1.p	ESY16_g61723_DN3_SP0_c0.t1
OG0007680	Roisl.0028s0797.1.p	ESY1_g6165_DN3_SP1_c0.t1
OG0007681	Roisl.0028s0804.1.p	ESY1_g5887_DN2_SP0_c0.t1
OG0007683	Roisl.0028s0850.1.p	ESY1_g5764_DN3_SP0_c0.t1
OG0007684	Roisl.0028s0864.1.p	ESY1_g5737_DN3_SP0_c0.t1
OG0007685	Roisl.0028s0889.1.p	ESY1_g5613_DN3_SP0_c0.t1
OG0007686	Roisl.0068s0016.1.p	ESY10_g15888_DN3_SP7_c0.t1
OG0007687	Roisl.0028s0964.1.p	ESY3_g31983_DN3_SP0_c0.t1
OG0007689	Roisl.0091s1158.1.p	ESY5_g3188_DN3_SP1_c0.t1
OG0007690	Roisl.0028s1014.1.p	ESY9_g44058_DN3_SP0_c0.t1
OG0007691	Roisl.0028s1016.1.p	ESY7_g19347_DN3_SP0_c0.t1
OG0007693	Roisl.0091s0386.1.p	ESY9_g42897_DN3_SP0_c0.t1
OG0007694	Roisl.0091s0417.1.p	ESY9_g42796_DN3_SP0_c0.t1
OG0007695	Roisl.0091s0459.1.p	ESY9_g42709_DN3_SP2_c0.t1
OG0007696	Roisl.0091s0471.1.p	ESY9_g42668_DN3_SP0_c0.t1
OG0007697	Roisl.0091s0484.1.p	ESY9_g42642_DN3_SP8_c0.t1
OG0007698	Roisl.0091s0517.1.p	ESY9_g42552_DN3_SP0_c0.t1
OG0007699	Roisl.0091s0523.1.p	ESY9_g42545_DN3_SP1_c0.t1
OG0007700	Roisl.0091s0528.1.p	ESY9_g42531_DN3_SP0_c0.t1
OG0007701	Roisl.0091s0544.1.p	ESY9_g42505_DN3_SP5_c0.t1
OG0007702	Roisl.0091s0546.1.p	ESY9_g42502_DN3_SP0_c0.t1
OG0007703	Roisl.0091s0556.1.p	ESY9_g42490_DN3_SP8_c0.t1
OG0007704	Roisl.0091s0559.1.p	ESY9_g42485_DN3_SP2_c0.t1
OG0007705	Roisl.0091s0567.1.p	ESY9_g42476_DN3_SP4_c0.t1, ESY9_g42472_DN1_SP0_c0.t1, ESY9_g42473_DN1_SP0_c0.t1
OG0007707	Roisl.0005s0180.1.p	ESY10_g15097_DN3_SP0_c0.t1
OG0007708	Roisl.0046s1065.1.p	ESY1_g10118_DN3_SP3_c0.t1
OG0007709	Roisl.0046s1062.1.p	ESY1_g10115_DN3_SP5_c0.t1
OG0007710	Roisl.0046s1061.1.p	ESY1_g10114_DN3_SP8_c0.t1
OG0007711	Roisl.0046s1055.1.p	ESY1_g10101_DN3_SP8_c0.t1
OG0007712	Roisl.0046s1036.1.p	ESY1_g10068_DN3_SP1_c0.t1
OG0007713	Roisl.0046s1034.1.p	ESY1_g10058_DN3_SP0_c0.t1
OG0007714	Roisl.0008s0169.1.p	ESY23_g160_DN3_SP8_c0.t1
OG0007715	Roisl.0008s0150.1.p	ESY23_g111_DN3_SP8_c0.t1
OG0007716	Roisl.0031s0002.1.p	ESY6_g46813_DN3_SP0_c0.t1
OG0007717	Roisl.0189s0114.1.p	ESY6_g46810_DN3_SP0_c0.t1
OG0007718	Roisl.0189s0125.1.p	ESY6_g46770_DN3_SP8_c0.t1
OG0007719	Roisl.0189s0204.1.p	ESY6_g46489_DN3_SP0_c0.t1
OG0007720	Roisl.0027s0061.1.p, Roisl.0189s0234.1.p	ESY6_g46202_DN3_SP8_c0.t1
OG0007721	Roisl.0213s0639.1.p	ESY22_g40728_DN3_SP0_c0.t1
OG0007722	Roisl.0012s0023.1.p	ESY24_g33219_DN3_SP8_c0.t1, ESY12_g51826_DN2_SP1_c0.t1
OG0007723	Roisl.0012s0028.1.p, Roisl.0010s0143.1.p	ESY24_g33228_DN3_SP0_c0.t1
OG0007724	Roisl.0038s0007.1.p	ESY11_g52791_DN3_SP8_c0.t1
OG0007725	Roisl.0047s0032.1.p	ESY11_g53522_DN2_SP0_c0.t1
OG0007726	Roisl.0045s0048.1.p	ESY11_g53670_DN3_SP8_c0.t1
OG0007727	Roisl.0045s0023.1.p	ESY4_g25680_DN3_SP0_c0.t1, ESY11_g53723_DN3_SP4_c0.t1
OG0007728	Roisl.0065s0008.1.p	ESY11_g53790_DN3_SP0_c0.t1
OG0007729	Roisl.0066s0318.1.p	ESY11_g53859_DN3_SP0_c0.t1
OG0007730	Roisl.0066s0262.1.p	ESY11_g53929_DN3_SP1_c0.t1
OG0007731	Roisl.0066s0247.1.p	ESY11_g53947_DN3_SP0_c0.t1
OG0007732	Roisl.0066s0219.1.p	ESY11_g53976_DN3_SP4_c0.t1
OG0007733	Roisl.0008s0222.1.p	ESY23_g421_DN3_SP5_c0.t1
OG0007734	Roisl.0008s0204.1.p	ESY23_g309_DN3_SP0_c0.t1
OG0007735	Roisl.0008s0207.1.p	ESY23_g319_DN3_SP1_c0.t1
OG0007736	Roisl.0008s0183.1.p	ESY23_g210_DN3_SP5_c0.t1
OG0007737	Roisl.0008s0148.1.p	ESY23_g122_DN2_SP0_c0.t1
OG0007738	Roisl.0091s0026.1.p	ESY18_g63312_DN3_SP8_c0.t1
OG0007739	Roisl.0091s0032.1.p	ESY26_g42324_DN3_SP8_c0.t1
OG0007740	Roisl.0091s0048.1.p	ESY26_g42287_DN3_SP2_c0.t1
OG0007741	Roisl.0091s0069.1.p	ESY9_g43784_DN3_SP7_c5.t1
OG0007742	Roisl.0091s0089.1.p	ESY9_g43755_DN3_SP8_c0.t1
OG0007743	Roisl.0091s0096.1.p	ESY9_g43747_DN2_SP0_c0.t1
OG0007744	Roisl.0050s0019.1.p	ESY2_g33260_DN3_SP0_c0.t1
OG0007745	Roisl.0091s0309.1.p	ESY9_g43215_DN3_SP0_c0.t1
OG0007746	Roisl.0091s0302.1.p	ESY9_g43232_DN3_SP6_c0.t1
OG0007747	Roisl.0091s0289.1.p	ESY9_g43257_DN3_SP8_c0.t1
OG0007749	Roisl.0082s0396.1.p	ESY10_g14970_DN3_SP0_c0.t1, ESY4_g24474_DN3_SP0_c0.t1
OG0007750	Roisl.0091s0275.1.p	ESY9_g43276_DN3_SP0_c0.t1, ESY9_g43277_DN2_SP0_c0.t1
OG0007751	Roisl.0091s0262.1.p	ESY9_g43315_DN3_SP8_c19.t1
OG0007752	Roisl.0091s0186.1.p	ESY1_g10904_DN1_SP0_c0.t1, ESY9_g43538_DN3_SP8_c0.t1
OG0007753	Roisl.0091s0161.1.p	ESY9_g43610_DN3_SP8_c0.t1
OG0007754	Roisl.0091s0148.1.p	ESY9_g43579_DN3_SP0_c0.t1
OG0007755	Roisl.0214s0053.1.p	ESY9_g42916_DN3_SP0_c0.t1, ESY7_g17105_DN2_SP0_c0.t1
OG0007757	Roisl.0060s0013.1.p	ESY19_g41486_DN3_SP0_c0.t1
OG0007758	Roisl.0075s0015.1.p	ESY1_g6635_DN3_SP4_c0.t1
OG0007759	Roisl.0036s0110.1.p	ESY2_g35391_DN3_SP0_c0.t1, ESY20_g13044_DN3_SP0_c0.t1
OG0007760	Roisl.0002s0019.1.p	ESY16_g61473_DN3_SP3_c0.t1
OG0007761	Roisl.0091s0686.1.p	ESY16_g61500_DN3_SP5_c0.t1
OG0007762	Roisl.0091s0665.1.p	ESY16_g61530_DN3_SP0_c41.t1
OG0007763	Roisl.0091s0672.1.p	ESY16_g61544_DN3_SP0_c0.t1
OG0007765	Roisl.0079s0038.1.p	ESY3_g31514_DN3_SP8_c0.t1
OG0007766	Roisl.0213s0410.1.p, Roisl.0185s0092.1.p, Roisl.0016s0023.1.p	ESY3_g32675_DN3_SP6_c0.t1
OG0007767	Roisl.0016s0060.1.p	ESY3_g32636_DN3_SP2_c0.t1
OG0007769	Roisl.0016s0072.1.p	ESY3_g32614_DN3_SP0_c0.t1
OG0007770	Roisl.0016s0074.1.p	ESY3_g32616_DN3_SP0_c0.t1
OG0007771	Roisl.0024s0610.1.p, Roisl.0024s0611.1.p	ESY9_g42917_DN2_SP0_c0.t1
OG0007772	Roisl.0024s0639.1.p	ESY6_g50234_DN3_SP0_c0.t1
OG0007773	Roisl.0024s0645.1.p	ESY6_g50244_DN3_SP1_c0.t1
