Orthogroup	Rorippa_islandica	Euclidium_syriacum
OG0007774	Roisl.0024s0648.1.p	ESY6_g50241_DN3_SP3_c0.t1
OG0007775	Roisl.0046s1089.1.p	ESY6_g50755_DN3_SP0_c0.t1
OG0007776	Roisl.0018s0468.1.p	ESY1_g12564_DN3_SP4_c0.t1
OG0007777	Roisl.0018s0462.1.p	ESY1_g12560_DN3_SP5_c0.t1
OG0007778	Roisl.0018s0458.1.p	ESY1_g12556_DN3_SP0_c0.t1
OG0007779	Roisl.0018s0432.1.p	ESY1_g12524_DN3_SP0_c0.t1
OG0007781	Roisl.0018s0380.1.p	ESY1_g12460_DN3_SP0_c0.t1
OG0007782	Roisl.0018s0348.1.p	ESY1_g12423_DN2_SP0_c0.t1
OG0007784	Roisl.0018s0341.1.p	ESY1_g12417_DN3_SP8_c8.t1
OG0007785	Roisl.0018s0338.1.p	ESY1_g12414_DN3_SP0_c0.t1
OG0007786	Roisl.0018s0322.1.p	ESY1_g12391_DN2_SP0_c0.t1
OG0007787	Roisl.0018s0304.1.p	ESY1_g12358_DN3_SP7_c0.t1
OG0007788	Roisl.0018s0301.1.p	ESY1_g12355_DN3_SP0_c0.t1
OG0007789	Roisl.0070s0005.1.p, Roisl.0018s0284.1.p	ESY1_g12332_DN3_SP7_c0.t1
OG0007790	Roisl.0018s0275.1.p	ESY1_g12312_DN2_SP0_c0.t1
OG0007791	Roisl.0018s0268.1.p	ESY1_g12301_DN3_SP8_c0.t1
OG0007792	Roisl.0018s0248.1.p	ESY1_g12270_DN3_SP0_c0.t1
OG0007793	Roisl.0018s0243.1.p	ESY1_g12265_DN3_SP0_c0.t1
OG0007794	Roisl.0018s0239.1.p	ESY1_g12256_DN3_SP7_c0.t1
OG0007796	Roisl.0018s0176.1.p	ESY1_g12116_DN3_SP0_c0.t1
OG0007797	Roisl.0018s0152.1.p	ESY1_g12061_DN3_SP0_c0.t1
OG0007798	Roisl.0018s0131.1.p	ESY1_g12003_DN3_SP0_c0.t1
OG0007799	Roisl.0018s0121.1.p	ESY1_g11978_DN3_SP0_c0.t1
OG0007800	Roisl.0028s0216.1.p	ESY12_g52172_DN1_SP0_c0.t1
OG0007801	Roisl.0018s0082.1.p	ESY8_g58593_DN3_SP0_c0.t1, ESY1_g11878_DN3_SP0_c0.t1
OG0007802	Roisl.0018s0077.1.p	ESY1_g11869_DN3_SP1_c0.t1
OG0007803	Roisl.0018s0066.1.p	ESY1_g11198_DN3_SP7_c0.t1
OG0007804	Roisl.0018s0064.1.p	ESY1_g11201_DN1_SP0_c0.t1
OG0007805	Roisl.0018s0054.1.p	ESY1_g11215_DN3_SP0_c0.t1
OG0007806	Roisl.0028s0272.1.p	ESY12_g51482_DN3_SP8_c6.t1
OG0007807	Roisl.0018s0027.1.p	ESY1_g11294_DN3_SP6_c0.t1
OG0007808	Roisl.0018s0018.1.p	ESY1_g11302_DN3_SP8_c0.t1
OG0007809	Roisl.0018s0005.1.p	ESY1_g11368_DN3_SP0_c0.t1
OG0007810	Roisl.0018s0004.1.p	ESY1_g11369_DN1_SP0_c0.t1
OG0007811	Roisl.0026s0009.1.p	ESY1_g11385_DN3_SP6_c0.t1
OG0007812	Roisl.0026s0015.1.p	ESY1_g11390_DN3_SP7_c0.t1
OG0007813	Roisl.0026s0024.1.p	ESY1_g11402_DN1_SP0_c0.t1
OG0007814	Roisl.0026s0071.1.p	ESY1_g11501_DN3_SP8_c3.t1
OG0007815	Roisl.0214s0187.1.p	ESY24_g33125_DN3_SP8_c0.t1
OG0007817	Roisl.0026s0129.1.p	ESY1_g11627_DN3_SP0_c0.t1, ESY1_g11626_DN2_SP0_c0.t1
OG0007818	Roisl.0026s0134.1.p	ESY1_g11638_DN3_SP0_c14.t1
OG0007819	Roisl.0026s0181.1.p	ESY1_g11743_DN1_SP8_c0.t1
OG0007820	Roisl.0026s0199.1.p	ESY1_g11764_DN3_SP2_c0.t1
OG0007821	Roisl.0026s0200.1.p	ESY1_g11765_DN3_SP0_c0.t1
OG0007822	Roisl.0046s1650.1.p	ESY1_g10518_DN3_SP2_c0.t1
OG0007823	Roisl.0046s1623.1.p	ESY1_g10561_DN3_SP6_c0.t1
OG0007824	Roisl.0014s0036.1.p	ESY15_g64745_DN3_SP0_c0.t1
OG0007825	Roisl.0046s1541.1.p	ESY1_g10734_DN3_SP0_c0.t1, ESY1_g10735_DN3_SP0_c0.t1
OG0007826	Roisl.0046s1605.1.p	ESY1_g10609_DN3_SP1_c0.t1
OG0007827	Roisl.0046s1573.1.p	ESY1_g10676_DN3_SP8_c0.t1
OG0007828	Roisl.0046s1535.1.p	ESY1_g10750_DN3_SP2_c0.t1
OG0007829	Roisl.0046s1452.1.p, Roisl.0005s0361.1.p	ESY2_g35264_DN3_SP0_c0.t1
OG0007830	Roisl.0046s1448.1.p	ESY1_g10891_DN3_SP0_c0.t1, ESY1_g10975_DN1_SP0_c0.t1
OG0007831	Roisl.0046s1430.1.p	ESY1_g10951_DN3_SP8_c0.t1
OG0007832	Roisl.0046s1428.1.p	ESY1_g10953_DN3_SP1_c0.t1
OG0007833	Roisl.0046s1424.1.p	ESY1_g10958_DN3_SP4_c0.t1
OG0007834	Roisl.0046s1419.1.p	ESY1_g10964_DN3_SP8_c0.t1
OG0007835	Roisl.0046s1418.1.p	ESY1_g10966_DN3_SP2_c15.t1
OG0007836	Roisl.0046s1417.1.p	ESY1_g10968_DN3_SP0_c0.t1
OG0007837	Roisl.0046s1415.1.p	ESY1_g10972_DN3_SP2_c0.t1
OG0007838	Roisl.0046s1389.1.p	ESY1_g10992_DN3_SP5_c0.t1
OG0007839	Roisl.0021s0338.1.p	ESY5_g3809_DN3_SP8_c0.t1
OG0007840	Roisl.0046s1366.1.p	ESY1_g11030_DN3_SP7_c0.t1
OG0007841	Roisl.0046s1354.1.p	ESY1_g11048_DN3_SP4_c0.t1
OG0007842	Roisl.0046s1341.1.p	ESY1_g11084_DN3_SP8_c0.t1
OG0007843	Roisl.0046s1331.1.p	ESY1_g11098_DN2_SP2_c0.t1
OG0007844	Roisl.0046s1289.1.p	ESY1_g11164_DN3_SP7_c0.t1, ESY5_g2012_DN2_SP0_c0.t1
OG0007845	Roisl.0046s1272.1.p	ESY1_g10507_DN3_SP0_c0.t1
OG0007846	Roisl.0046s1241.1.p	ESY1_g10453_DN2_SP0_c0.t1
OG0007847	Roisl.0184s0121.1.p	ESY6_g47548_DN3_SP6_c0.t1
OG0007848	Roisl.0184s0117.1.p	ESY2_g34550_DN2_SP0_c0.t1, ESY7_g18764_DN2_SP0_c0.t1
OG0007849	Roisl.0031s0131.1.p	ESY4_g23451_DN3_SP0_c0.t1, ESY6_g47459_DN3_SP8_c0.t1
OG0007850	Roisl.0031s0123.1.p	ESY6_g47419_DN3_SP0_c0.t1
OG0007851	Roisl.0031s0116.1.p	ESY6_g47409_DN3_SP0_c0.t1
OG0007851	Roisl.0022s0461.1.p	ESY4_g23858_DN3_SP0_c0.t1
OG0007852	Roisl.0031s0114.1.p	ESY6_g47407_DN3_SP3_c0.t1
OG0007853	Roisl.0031s0103.1.p	ESY6_g47351_DN3_SP0_c0.t1
OG0007854	Roisl.0031s0102.1.p	ESY6_g47348_DN3_SP5_c0.t1, ESY6_g47175_DN3_SP0_c0.t1
OG0007855	Roisl.0002s0066.1.p	ESY2_g38439_DN3_SP2_c0.t1
OG0007856	Roisl.0053s0222.1.p	ESY3_g27934_DN3_SP3_c0.t1
OG0007857	Roisl.0053s0206.1.p	ESY3_g27889_DN3_SP7_c0.t1
OG0007858	Roisl.0053s0205.1.p	ESY3_g27883_DN3_SP8_c0.t1
OG0007859	Roisl.0053s0162.1.p	ESY3_g27518_DN3_SP8_c0.t1
OG0007860	Roisl.0049s0030.1.p	ESY3_g27298_DN3_SP0_c0.t1
OG0007861	Roisl.0213s0745.1.p, Roisl.0082s0124.1.p	ESY2_g35426_DN3_SP1_c0.t1
OG0007862	Roisl.0038s0026.1.p, Roisl.0082s0024.1.p	ESY11_g52878_DN3_SP8_c0.t1
OG0007863	Roisl.0024s0047.1.p	ESY2_g35215_DN3_SP0_c0.t1
OG0007864	Roisl.0024s0050.1.p	ESY2_g35212_DN2_SP0_c0.t1
OG0007865	Roisl.0024s0089.1.p	ESY2_g35195_DN3_SP0_c0.t1
OG0007866	Roisl.0024s0100.1.p	ESY2_g35183_DN3_SP6_c0.t1
OG0007867	Roisl.0058s0086.1.p, Roisl.0024s0107.1.p	ESY2_g35176_DN3_SP0_c0.t1
OG0007868	Roisl.0024s0108.1.p	ESY2_g35175_DN3_SP0_c2.t1
OG0007869	Roisl.0019s0844.1.p	ESY2_g33455_DN2_SP0_c0.t1
OG0007870	Roisl.0213s0781.1.p, Roisl.0011s0343.1.p	ESY3_g27171_DN1_SP0_c0.t1
OG0007871	Roisl.0046s0317.1.p	ESY10_g15296_DN1_SP0_c0.t1
OG0007872	Roisl.0209s0660.1.p, Roisl.0019s0838.1.p	ESY12_g51321_DN3_SP0_c0.t1
OG0007873	Roisl.0019s0836.1.p	ESY3_g32487_DN3_SP0_c0.t1, ESY7_g19623_DN3_SP0_c0.t1
OG0007874	Roisl.0019s0835.1.p	ESY19_g42013_DN2_SP0_c0.t1
OG0007875	Roisl.0019s0827.1.p	ESY19_g41929_DN3_SP0_c0.t1
OG0007876	Roisl.0019s0811.1.p	ESY19_g41974_DN3_SP6_c0.t1
OG0007877	Roisl.0019s0798.1.p	ESY19_g41840_DN3_SP8_c0.t1
OG0007878	Roisl.0019s0795.1.p	ESY19_g41842_DN3_SP7_c0.t1
OG0007879	Roisl.0019s0787.1.p	ESY19_g41900_DN2_SP6_c0.t1
OG0007881	Roisl.0019s0760.1.p	ESY2_g34517_DN3_SP8_c0.t1
OG0007882	Roisl.0082s0494.1.p, Roisl.0019s0405.1.p, Roisl.0019s0729.1.p	ESY2_g34479_DN3_SP0_c0.t1
OG0007883	Roisl.0019s0722.1.p	ESY2_g34469_DN1_SP0_c0.t1
OG0007884	Roisl.0019s0717.1.p	ESY2_g34466_DN2_SP0_c0.t1
OG0007885	Roisl.0066s0297.1.p, Roisl.0066s0048.1.p	ESY11_g54318_DN3_SP0_c0.t1
OG0007886	Roisl.0012s0341.1.p	ESY7_g16688_DN3_SP8_c0.t1
OG0007887	Roisl.0066s0035.1.p	ESY11_g54342_DN3_SP0_c0.t1
OG0007888	Roisl.0066s0026.1.p	ESY11_g54356_DN3_SP8_c0.t1
OG0007889	Roisl.0206s0027.1.p	ESY11_g54514_DN3_SP0_c0.t1
OG0007890	Roisl.0011s0142.1.p, Roisl.0011s0141.1.p	ESY10_g14388_DN3_SP3_c0.t1
OG0007891	Roisl.0025s0067.1.p	ESY10_g14671_DN3_SP8_c0.t1
OG0007892	Roisl.0214s0360.1.p	ESY11_g54654_DN3_SP8_c0.t1
OG0007893	Roisl.0028s0497.1.p	ESY12_g51085_DN3_SP0_c0.t1
OG0007894	Roisl.0028s0504.1.p	ESY12_g51058_DN3_SP0_c19.t1
OG0007895	Roisl.0028s0509.1.p	ESY12_g51049_DN3_SP8_c0.t1
OG0007896	Roisl.0028s0514.1.p	ESY12_g51042_DN1_SP0_c0.t1, ESY12_g51041_DN3_SP1_c0.t1
OG0007897	Roisl.0046s1118.1.p, Roisl.0046s1131.1.p	ESY1_g10203_DN3_SP0_c0.t1
OG0007898	Roisl.0028s0546.1.p	ESY12_g50982_DN3_SP8_c0.t1
OG0007899	Roisl.0028s0552.1.p	ESY11_g52863_DN3_SP0_c0.t1, ESY12_g50968_DN3_SP8_c0.t1
OG0007900	Roisl.0028s0577.1.p	ESY12_g50939_DN3_SP8_c16.t1
OG0007901	Roisl.0028s0585.1.p	ESY12_g50907_DN3_SP8_c0.t1
OG0007902	Roisl.0017s0411.1.p	ESY12_g50824_DN3_SP0_c0.t1
OG0007903	Roisl.0017s0408.1.p	ESY12_g50816_DN3_SP0_c0.t1
OG0007904	Roisl.0017s0406.1.p	ESY12_g50814_DN3_SP0_c0.t1
OG0007905	Roisl.0017s0398.1.p	ESY9_g45682_DN3_SP8_c0.t1
OG0007906	Roisl.0017s0384.1.p	ESY9_g45651_DN3_SP0_c0.t1
OG0007907	Roisl.0209s0023.1.p	ESY2_g35316_DN3_SP8_c0.t1
OG0007908	Roisl.0017s0332.1.p	ESY9_g45551_DN3_SP0_c0.t1
OG0007909	Roisl.0017s0323.1.p	ESY9_g45532_DN3_SP7_c0.t1
OG0007910	Roisl.0017s0311.1.p	ESY9_g45507_DN3_SP0_c0.t1
OG0007911	Roisl.0017s0309.1.p	ESY9_g45506_DN3_SP0_c0.t1
OG0007912	Roisl.0017s0274.1.p, Roisl.0017s0273.1.p	ESY9_g45441_DN1_SP0_c0.t1
OG0007913	Roisl.0079s0052.1.p	ESY3_g31487_DN3_SP0_c0.t1
OG0007914	Roisl.0017s0254.1.p	ESY9_g45402_DN3_SP7_c0.t1
OG0007915	Roisl.0017s0251.1.p	ESY9_g45398_DN3_SP0_c0.t1
OG0007916	Roisl.0017s0246.1.p, Roisl.0017s0266.1.p	ESY9_g45390_DN3_SP8_c0.t1
OG0007917	Roisl.0017s0242.1.p	ESY9_g45389_DN3_SP0_c0.t1
OG0007918	Roisl.0017s0241.1.p	ESY9_g45388_DN3_SP0_c9.t1
OG0007919	Roisl.0017s0240.1.p	ESY9_g45377_DN3_SP8_c15.t1
OG0007920	Roisl.0017s0234.1.p	ESY9_g45366_DN3_SP0_c0.t1
OG0007921	Roisl.0191s0463.1.p	ESY6_g47536_DN3_SP0_c0.t1, ESY13_g57569_DN3_SP0_c0.t1
OG0007922	Roisl.0017s0192.1.p	ESY9_g45269_DN2_SP7_c0.t1
OG0007923	Roisl.0017s0186.1.p	ESY9_g45251_DN2_SP0_c0.t1
OG0007924	Roisl.0017s0158.1.p	ESY9_g45160_DN3_SP1_c0.t1
OG0007925	Roisl.0017s0145.1.p	ESY9_g45124_DN3_SP0_c0.t1
OG0007926	Roisl.0074s1023.1.p	ESY6_g49320_DN3_SP0_c0.t1
OG0007928	Roisl.0017s0123.1.p	ESY9_g45052_DN3_SP0_c0.t1
OG0007929	Roisl.0017s0116.1.p	ESY9_g44961_DN2_SP0_c0.t1
OG0007930	Roisl.0017s0082.1.p	ESY9_g44806_DN3_SP0_c0.t1
OG0007931	Roisl.0017s0059.1.p	ESY9_g44754_DN3_SP5_c0.t1
OG0007932	Roisl.0017s0050.1.p	ESY9_g44732_DN3_SP6_c11.t1
OG0007933	Roisl.0017s0047.1.p	ESY9_g44719_DN3_SP0_c0.t1
OG0007934	Roisl.0017s0032.1.p	ESY9_g44640_DN2_SP0_c0.t1
OG0007935	Roisl.0082s0151.1.p, Roisl.0082s0150.1.p	ESY7_g16071_DN2_SP0_c0.t1
OG0007936	Roisl.0082s0163.1.p	ESY7_g16091_DN3_SP3_c0.t1
OG0007937	Roisl.0011s0037.1.p	ESY10_g14623_DN3_SP1_c0.t1
OG0007938	Roisl.0082s0200.1.p	ESY7_g16217_DN3_SP0_c0.t1
OG0007939	Roisl.0082s0203.1.p	ESY7_g16222_DN3_SP0_c0.t1
OG0007940	Roisl.0082s0219.1.p	ESY7_g16327_DN3_SP0_c0.t1
OG0007941	Roisl.0209s0239.1.p	ESY18_g62969_DN3_SP0_c0.t1
OG0007942	Roisl.0082s0135.1.p	ESY8_g59842_DN3_SP8_c0.t1
OG0007943	Roisl.0046s0653.1.p	ESY8_g59770_DN3_SP8_c0.t1
OG0007944	Roisl.0046s0623.1.p	ESY8_g59733_DN3_SP8_c0.t1
OG0007945	Roisl.0046s0599.1.p	ESY8_g59699_DN3_SP2_c0.t1
OG0007946	Roisl.0046s0583.1.p	ESY8_g59683_DN3_SP7_c0.t1
OG0007947	Roisl.0046s0576.1.p	ESY8_g59679_DN3_SP0_c0.t1
OG0007948	Roisl.0046s0563.1.p	ESY8_g59657_DN3_SP0_c0.t1
OG0007949	Roisl.0015s0083.1.p	ESY5_g800_DN3_SP1_c0.t1
OG0007950	Roisl.0046s0557.1.p	ESY8_g59651_DN3_SP0_c0.t1
OG0007951	Roisl.0046s0541.1.p	ESY8_g59636_DN3_SP8_c0.t1
OG0007952	Roisl.0046s0540.1.p	ESY8_g59635_DN3_SP0_c0.t1
OG0007953	Roisl.0046s0505.1.p	ESY8_g59604_DN3_SP8_c0.t1
OG0007955	Roisl.0006s0590.1.p	ESY8_g59581_DN3_SP0_c0.t1
OG0007956	Roisl.0021s0566.1.p	ESY8_g59523_DN3_SP0_c0.t1
OG0007957	Roisl.0021s0584.1.p	ESY8_g59504_DN2_SP0_c0.t1
OG0007958	Roisl.0021s0599.1.p	ESY8_g59483_DN3_SP8_c0.t1
OG0007959	Roisl.0082s0513.1.p	ESY8_g59260_DN3_SP3_c0.t1
OG0007960	Roisl.0023s0097.1.p	ESY8_g59312_DN3_SP0_c22.t1
OG0007961	Roisl.0043s0042.1.p	ESY8_g59242_DN3_SP8_c0.t1
OG0007962	Roisl.0051s0016.1.p	ESY8_g59433_DN3_SP6_c0.t1
OG0007963	Roisl.0078s0003.1.p	ESY8_g59285_DN3_SP0_c0.t1
OG0007964	Roisl.0022s0102.1.p	ESY13_g57134_DN3_SP0_c0.t1
OG0007965	Roisl.0022s0101.1.p	ESY13_g57133_DN3_SP8_c0.t1
OG0007966	Roisl.0008s0246.1.p	ESY13_g57345_DN3_SP8_c0.t1
OG0007967	Roisl.0185s0003.1.p	ESY5_g4403_DN3_SP5_c0.t1
OG0007968	Roisl.0179s0102.1.p	ESY14_g20949_DN3_SP8_c0.t1
OG0007969	Roisl.0179s0080.1.p	ESY14_g20910_DN3_SP1_c0.t1
OG0007970	Roisl.0179s0042.1.p	ESY14_g21495_DN3_SP6_c0.t1
OG0007971	Roisl.0179s0037.1.p	ESY14_g21155_DN3_SP1_c0.t1
OG0007972	Roisl.0210s2121.1.p	ESY14_g20841_DN3_SP7_c0.t1
OG0007973	Roisl.0210s2104.1.p	ESY14_g20826_DN3_SP0_c0.t1
OG0007974	Roisl.0046s0065.1.p	ESY14_g20737_DN3_SP6_c0.t1
OG0007975	Roisl.0056s0009.1.p	ESY14_g20597_DN3_SP8_c0.t1
OG0007976	Roisl.0056s0031.1.p	ESY14_g20548_DN3_SP1_c0.t1
OG0007977	Roisl.0082s0531.1.p	ESY14_g19957_DN3_SP8_c0.t1
OG0007978	Roisl.0193s0011.1.p	ESY14_g20154_DN3_SP1_c0.t1
OG0007979	Roisl.0040s0051.1.p	ESY14_g20192_DN3_SP7_c0.t1
OG0007980	Roisl.0040s0054.1.p	ESY14_g20311_DN3_SP8_c0.t1
OG0007981	Roisl.0053s0032.1.p	ESY25_g62920_DN3_SP4_c0.t1
OG0007982	Roisl.0053s0031.1.p	ESY25_g62866_DN3_SP0_c0.t1
OG0007984	Roisl.0020s0110.1.p, Roisl.0020s0109.1.p	ESY25_g62606_DN3_SP1_c0.t1
OG0007985	Roisl.0057s0034.1.p	ESY18_g63980_DN3_SP8_c0.t1
OG0007986	Roisl.0210s2189.1.p	ESY17_g40183_DN2_SP1_c0.t1
OG0007987	Roisl.0213s0552.1.p	ESY18_g63290_DN3_SP0_c0.t1
OG0007988	Roisl.0209s0213.1.p	ESY18_g63003_DN3_SP7_c0.t1
OG0007989	Roisl.0210s1617.1.p	ESY7_g16908_DN3_SP8_c0.t1
OG0007990	Roisl.0210s1622.1.p	ESY7_g16903_DN3_SP2_c0.t1
OG0007991	Roisl.0210s1631.1.p	ESY7_g16897_DN3_SP0_c0.t1
OG0007992	Roisl.0210s1645.1.p	ESY7_g16873_DN3_SP0_c0.t1
OG0007993	Roisl.0210s1651.1.p	ESY7_g16867_DN3_SP0_c0.t1
OG0007994	Roisl.0046s0299.1.p	ESY7_g16866_DN2_SP0_c0.t1
OG0007996	Roisl.0046s0343.1.p	ESY10_g15396_DN3_SP6_c0.t1
OG0007997	Roisl.0214s0423.1.p	ESY11_g54836_DN3_SP0_c0.t1
OG0007998	Roisl.0214s0435.1.p	ESY11_g54862_DN3_SP3_c0.t1
OG0007999	Roisl.0214s0455.1.p	ESY11_g53416_DN3_SP0_c0.t1, ESY3_g32128_DN3_SP7_c0.t1
OG0008000	Roisl.0067s0004.1.p	ESY12_g52337_DN2_SP1_c0.t1
OG0008001	Roisl.0067s0014.1.p	ESY12_g52321_DN3_SP7_c0.t1
OG0008002	Roisl.0067s0033.1.p	ESY12_g52298_DN3_SP7_c11.t1
OG0008003	Roisl.0020s0121.1.p	ESY25_g62584_DN3_SP8_c0.t1
OG0008004	Roisl.0067s0076.1.p	ESY12_g52219_DN3_SP8_c0.t1
OG0008005	Roisl.0067s0083.1.p	ESY12_g52210_DN3_SP0_c0.t1
OG0008006	Roisl.0035s0010.1.p	ESY12_g51439_DN3_SP2_c0.t1
OG0008007	Roisl.0035s0140.1.p	ESY12_g51753_DN3_SP3_c0.t1
OG0008008	Roisl.0035s0142.1.p	ESY12_g51755_DN3_SP8_c0.t1
OG0008009	Roisl.0035s0143.1.p	ESY12_g51761_DN3_SP0_c0.t1
OG0008010	Roisl.0035s0146.1.p	ESY12_g51770_DN3_SP5_c0.t1
OG0008012	Roisl.0035s0156.1.p	ESY12_g51785_DN3_SP7_c15.t1
OG0008013	Roisl.0035s0164.1.p	ESY12_g51798_DN3_SP2_c12.t1
OG0008014	Roisl.0035s0183.1.p	ESY12_g51841_DN3_SP0_c0.t1
OG0008015	Roisl.0028s0043.1.p	ESY12_g51897_DN3_SP4_c0.t1
OG0008016	Roisl.0028s0100.1.p	ESY12_g52016_DN3_SP0_c0.t1
OG0008017	Roisl.0028s0102.1.p	ESY12_g52018_DN2_SP0_c0.t1
OG0008018	Roisl.0028s0123.1.p	ESY12_g52046_DN3_SP3_c0.t1, ESY12_g52048_DN3_SP4_c0.t1
OG0008019	Roisl.0028s0145.1.p	ESY12_g52082_DN3_SP0_c0.t1
OG0008020	Roisl.0028s0184.1.p	ESY12_g52130_DN1_SP0_c0.t1, ESY12_g52133_DN3_SP0_c7.t1
OG0008021	Roisl.0028s0185.1.p	ESY12_g52131_DN3_SP7_c0.t1
OG0008022	Roisl.0028s0186.1.p	ESY12_g52132_DN3_SP6_c0.t1
OG0008023	Roisl.0028s0199.1.p	ESY12_g52160_DN3_SP5_c0.t1
OG0008024	Roisl.0028s0251.1.p	ESY12_g51452_DN3_SP0_c0.t1
OG0008025	Roisl.0028s0311.1.p	ESY12_g51540_DN3_SP8_c0.t1
OG0008026	Roisl.0028s0327.1.p	ESY12_g51561_DN3_SP8_c0.t1
OG0008027	Roisl.0028s0400.1.p	ESY12_g51291_DN3_SP1_c0.t1
OG0008028	Roisl.0028s0406.1.p	ESY12_g51277_DN3_SP8_c0.t1
OG0008029	Roisl.0028s0421.1.p	ESY12_g51266_DN3_SP8_c0.t1
OG0008030	Roisl.0028s0439.1.p	ESY12_g51225_DN3_SP0_c0.t1
OG0008031	Roisl.0028s0482.1.p, Roisl.0028s0481.1.p	ESY12_g51136_DN3_SP1_c0.t1
OG0008032	Roisl.0028s0486.1.p	ESY12_g51121_DN3_SP6_c0.t1
OG0008033	Roisl.0005s0101.1.p	ESY10_g14943_DN3_SP1_c0.t1
OG0008034	Roisl.0005s0052.1.p	ESY10_g14855_DN2_SP0_c0.t1
OG0008035	Roisl.0005s0087.1.p	ESY10_g14911_DN3_SP8_c0.t1, ESY10_g14861_DN3_SP0_c0.t1
OG0008036	Roisl.0016s0093.1.p	ESY3_g32596_DN3_SP8_c0.t1
OG0008037	Roisl.0016s0095.1.p	ESY3_g32594_DN3_SP0_c0.t1
OG0008038	Roisl.0016s0103.1.p	ESY3_g32585_DN3_SP5_c0.t1
OG0008039	Roisl.0016s0115.1.p	ESY3_g32560_DN3_SP7_c0.t1
OG0008040	Roisl.0016s0138.1.p	ESY3_g32537_DN3_SP0_c0.t1
OG0008041	Roisl.0210s1054.1.p	ESY7_g17729_DN3_SP0_c0.t1
OG0008042	Roisl.0016s0190.1.p	ESY3_g32472_DN3_SP5_c0.t1
OG0008043	Roisl.0016s0220.1.p	ESY3_g32423_DN3_SP0_c16.t1
OG0008044	Roisl.0016s0242.1.p	ESY3_g32383_DN3_SP8_c0.t1
OG0008045	Roisl.0016s0250.1.p	ESY3_g32361_DN2_SP0_c0.t1
OG0008046	Roisl.0210s1447.1.p, Roisl.0016s0280.1.p	ESY3_g32300_DN3_SP8_c0.t1
OG0008047	Roisl.0016s0303.1.p	ESY3_g32254_DN3_SP6_c0.t1
OG0008048	Roisl.0016s0309.1.p	ESY3_g32239_DN3_SP8_c9.t1
OG0008049	Roisl.0016s0340.1.p	ESY3_g32132_DN3_SP0_c0.t1
OG0008050	Roisl.0016s0345.1.p	ESY3_g32126_DN3_SP1_c0.t1
OG0008051	Roisl.0016s0349.1.p	ESY3_g32112_DN3_SP0_c0.t1
OG0008052	Roisl.0016s0351.1.p	ESY3_g32105_DN3_SP0_c0.t1
OG0008053	Roisl.0016s0388.1.p	ESY3_g32244_DN3_SP0_c4.t1
OG0008055	Roisl.0039s0011.1.p	ESY3_g31901_DN3_SP6_c0.t1, ESY10_g15678_DN3_SP0_c0.t1, ESY3_g31899_DN3_SP0_c0.t1
OG0008056	Roisl.0039s0031.1.p	ESY3_g31836_DN3_SP8_c7.t1
OG0008057	Roisl.0039s0036.1.p	ESY3_g31807_DN3_SP2_c0.t1
OG0008058	Roisl.0039s0056.1.p	ESY3_g31778_DN3_SP0_c0.t1
OG0008059	Roisl.0039s0062.1.p	ESY3_g31766_DN3_SP0_c0.t1
OG0008060	Roisl.0039s0069.1.p	ESY3_g31709_DN3_SP2_c0.t1
OG0008061	Roisl.0039s0074.1.p	ESY3_g31699_DN3_SP8_c0.t1
OG0008062	Roisl.0039s0131.1.p	ESY3_g31615_DN2_SP0_c0.t1
OG0008063	Roisl.0039s0136.1.p	ESY3_g31609_DN3_SP8_c0.t1
OG0008064	Roisl.0039s0142.1.p	ESY3_g31600_DN3_SP0_c0.t1
OG0008065	Roisl.0039s0160.1.p	ESY3_g31583_DN3_SP0_c0.t1
OG0008066	Roisl.0079s0137.1.p	ESY3_g31375_DN3_SP4_c0.t1
OG0008067	Roisl.0079s0042.1.p	ESY3_g31510_DN3_SP0_c10.t1
OG0008068	Roisl.0079s0043.1.p	ESY3_g31509_DN3_SP8_c26.t1
OG0008069	Roisl.0079s0053.1.p	ESY3_g31488_DN3_SP0_c0.t1
OG0008070	Roisl.0079s0067.1.p	ESY3_g31440_DN2_SP3_c0.t1
OG0008071	Roisl.0079s0177.1.p	ESY3_g30706_DN3_SP8_c0.t1
OG0008072	Roisl.0079s0217.1.p	ESY3_g30770_DN2_SP7_c0.t1
OG0008073	Roisl.0079s0247.1.p	ESY3_g30812_DN3_SP8_c0.t1
OG0008073	Roisl.0019s0598.1.p, Roisl.0019s0627.1.p	ESY2_g35373_DN3_SP0_c0.t1
OG0008074	Roisl.0079s0258.1.p	ESY3_g30831_DN3_SP1_c0.t1
OG0008075	Roisl.0079s0274.1.p	ESY3_g30871_DN1_SP0_c0.t1, ESY3_g30838_DN3_SP1_c0.t1, ESY3_g30873_DN3_SP0_c0.t1
OG0008076	Roisl.0079s0267.1.p	ESY3_g30848_DN3_SP0_c0.t1
OG0008077	Roisl.0079s0270.1.p	ESY3_g30851_DN3_SP7_c0.t1
OG0008078	Roisl.0079s0279.1.p	ESY3_g30878_DN3_SP0_c15.t1
OG0008079	Roisl.0079s0307.1.p	ESY3_g30952_DN2_SP0_c0.t1
OG0008080	Roisl.0079s0311.1.p	ESY3_g30957_DN3_SP1_c0.t1
OG0008081	Roisl.0079s0331.1.p	ESY3_g30982_DN3_SP8_c0.t1
OG0008082	Roisl.0074s1022.1.p	ESY6_g49319_DN3_SP0_c0.t1
