Orthogroup	Euclidium_syriacum	Aethionema_saxatile
OG0010784	ESY15_g65167_DN3_SP8_c0.t1	As002G040150
OG0010785	ESY15_g65187_DN3_SP5_c0.t1, ESY8_g58369_DN3_SP0_c0.t1	As002G040590
OG0010786	ESY24_g32970_DN3_SP0_c0.t1, ESY22_g40895_DN2_SP0_c0.t1	As002G042010
OG0010787	ESY24_g33116_DN3_SP6_c0.t1	As002G042070
OG0010788	ESY3_g31557_DN3_SP0_c0.t1	As002G042190
OG0010789	ESY12_g51497_DN3_SP3_c0.t1	As002G042250
OG0010790	ESY11_g52618_DN3_SP1_c0.t1	As002G042460
OG0010791	ESY24_g33217_DN3_SP8_c0.t1	As002G042790
OG0010792	ESY6_g46003_DN3_SP2_c0.t1, ESY6_g46004_DN2_SP2_c0.t1	As002G043190
OG0010793	ESY6_g46201_DN3_SP8_c0.t1	As002G043370
OG0010794	ESY6_g46358_DN3_SP3_c0.t1	As002G043430
OG0010795	ESY6_g46452_DN3_SP8_c0.t1, ESY3_g32270_DN2_SP0_c0.t1	As002G043570
OG0010796	ESY6_g46593_DN3_SP5_c0.t1	As002G043770
OG0010797	ESY6_g46740_DN3_SP7_c0.t1	As002G044070
OG0010798	ESY6_g47354_DN3_SP7_c0.t1	As007G166130, As002G044730
OG0010799	ESY6_g47228_DN2_SP0_c0.t1	As002G044860
OG0010800	ESY2_g33339_DN3_SP8_c1.t1	As002G045210
OG0010801	ESY6_g47498_DN2_SP0_c0.t1	As002G045390
OG0010802	ESY6_g47555_DN2_SP0_c0.t1	As002G045420, As002G045880
OG0010803	ESY2_g34550_DN2_SP0_c0.t1, ESY7_g18764_DN2_SP0_c0.t1	As002G045570
OG0010804	ESY6_g47508_DN3_SP4_c0.t1	As002G045800
OG0010805	ESY6_g47916_DN3_SP8_c0.t1	As002G046450
OG0010806	ESY16_g62323_DN3_SP0_c0.t1	As002G046550
OG0010807	ESY6_g47967_DN2_SP0_c0.t1	As002G046710, As006G132690
OG0010808	ESY6_g48057_DN2_SP0_c0.t1	As002G047310
OG0010809	ESY6_g48087_DN3_SP0_c0.t1	As002G047530
OG0010810	ESY6_g48116_DN3_SP8_c0.t1	As002G047710
OG0010811	ESY6_g48176_DN3_SP0_c0.t1	As002G047970
OG0010812	ESY6_g48369_DN3_SP2_c0.t1	As002G048730
OG0010813	ESY6_g48401_DN3_SP7_c0.t1	As002G048880
OG0010815	ESY6_g48470_DN3_SP0_c6.t1	As002G049260
OG0010816	ESY6_g48516_DN3_SP3_c0.t1	As002G049510
OG0010817	ESY6_g48540_DN3_SP3_c0.t1	As002G049800
OG0010818	ESY7_g18409_DN3_SP0_c0.t1	As002G050520
OG0010819	ESY7_g18351_DN3_SP0_c0.t1	As002G050850
OG0010820	ESY7_g18295_DN3_SP0_c0.t1	As002G051170
OG0010821	ESY7_g18254_DN3_SP0_c0.t1	As002G051400
OG0010822	ESY7_g18230_DN3_SP8_c0.t1	As002G051520
OG0010823	ESY7_g18218_DN3_SP6_c0.t1	As002G051620
OG0010824	ESY7_g18211_DN3_SP0_c25.t1	As002G051660
OG0010825	ESY7_g18202_DN1_SP0_c0.t1	As002G051730
OG0010826	ESY7_g18142_DN3_SP7_c0.t1	As002G052080
OG0010827	ESY7_g18139_DN3_SP2_c0.t1	As002G052110
OG0010828	ESY7_g18116_DN3_SP0_c0.t1	As002G052210
OG0010829	ESY7_g18111_DN3_SP0_c0.t1	As002G052260
OG0010830	ESY7_g18067_DN3_SP6_c13.t1	As002G052480
OG0010831	ESY6_g50483_DN3_SP0_c0.t1	As002G052730
OG0010832	ESY7_g18050_DN3_SP2_c0.t1	As002G052740
OG0010833	ESY7_g17964_DN3_SP3_c0.t1	As002G053220
OG0010834	ESY7_g17963_DN3_SP0_c0.t1	As002G053230
OG0010835	ESY7_g17902_DN1_SP0_c0.t1	As002G053560
OG0010837	ESY6_g50714_DN3_SP6_c0.t1	As005G117180, As002G053860
OG0010838	ESY7_g18691_DN3_SP0_c0.t1	As002G054390
OG0010839	ESY12_g52336_DN1_SP1_c0.t1	As002G055210
OG0010840	ESY7_g18532_DN3_SP0_c8.t1	As002G055350
OG0010841	ESY9_g42424_DN3_SP0_c0.t1	As003G055640
OG0010842	ESY9_g42493_DN3_SP0_c0.t1, ESY9_g42780_DN3_SP0_c0.t1	As003G056100
OG0010843	ESY9_g42534_DN3_SP0_c0.t1	As003G056380
OG0010844	ESY9_g42652_DN2_SP0_c0.t1	As003G056780
OG0010845	ESY9_g42682_DN3_SP0_c0.t1	As003G056990
OG0010846	ESY2_g35802_DN3_SP0_c0.t1	As003G057040
OG0010847	ESY9_g42695_DN3_SP0_c0.t1	As003G057110
OG0010848	ESY9_g42796_DN3_SP0_c0.t1, ESY9_g42794_DN3_SP0_c0.t1	As003G057370
OG0010849	ESY9_g42879_DN1_SP0_c0.t1	As003G057530
OG0010850	ESY2_g38330_DN1_SP0_c0.t1	As003G057710
OG0010851	ESY9_g43015_DN3_SP0_c0.t1, ESY9_g43013_DN3_SP0_c0.t1, ESY9_g43007_DN3_SP0_c0.t1	As003G057870
OG0010852	ESY9_g43147_DN3_SP1_c0.t1	As003G058050
OG0010853	ESY9_g43322_DN3_SP0_c0.t1	As003G058740
OG0010854	ESY9_g43350_DN3_SP8_c0.t1	As003G058810
OG0010855	ESY9_g43464_DN3_SP7_c0.t1	As003G059170
OG0010856	ESY9_g43638_DN3_SP6_c0.t1	As003G059560
OG0010857	ESY9_g43629_DN3_SP8_c0.t1	As003G059600
OG0010858	ESY9_g43599_DN2_SP0_c0.t1	As003G059750
OG0010859	ESY9_g43695_DN3_SP0_c0.t1	As003G060160
OG0010860	ESY23_g148_DN3_SP8_c0.t1	As003G061600
OG0010861	ESY23_g420_DN3_SP0_c0.t1	As003G062170
OG0010862	ESY14_g19871_DN3_SP8_c0.t1	As004G083570, As003G062720
OG0010863	ESY14_g20389_DN3_SP0_c0.t1	As003G062830
OG0010864	ESY14_g20332_DN3_SP8_c0.t1	As003G062870
OG0010865	ESY14_g20310_DN3_SP0_c0.t1	As003G062970, As004G083300
OG0010866	ESY14_g20625_DN3_SP0_c0.t1	As003G063530, As004G080460
OG0010867	ESY4_g26300_DN3_SP4_c0.t1	As003G063580
OG0010868	ESY14_g21138_DN2_SP0_c0.t1	As003G064400
OG0010869	ESY14_g20898_DN3_SP6_c0.t1	As003G064560
OG0010870	ESY10_g15052_DN2_SP0_c0.t1, ESY10_g13802_DN2_SP0_c0.t1	As003G064720
OG0010871	ESY4_g21767_DN3_SP8_c0.t1	As003G064840
OG0010872	ESY4_g22048_DN2_SP3_c0.t1	As003G065810
OG0010874	ESY4_g22806_DN2_SP4_c0.t1	As003G068750
OG0010875	ESY4_g22900_DN3_SP0_c0.t1	As003G069110
OG0010877	ESY7_g16580_DN3_SP0_c0.t1, ESY7_g16619_DN3_SP0_c0.t1	As003G069210
OG0010878	ESY4_g22946_DN3_SP2_c0.t1	As003G069460
OG0010879	ESY4_g23547_DN3_SP0_c0.t1	As003G070740
OG0010880	ESY8_g59247_DN2_SP0_c0.t1, ESY4_g23663_DN3_SP2_c0.t1	As003G071080
OG0010881	ESY4_g23683_DN3_SP0_c0.t1	As003G071200
OG0010882	ESY4_g23764_DN3_SP0_c0.t1	As003G071330
OG0010883	ESY16_g62037_DN3_SP0_c0.t1	As003G071600
OG0010884	ESY4_g25315_DN3_SP0_c0.t1	As011G264650, As003G071970
OG0010885	ESY4_g26140_DN3_SP0_c0.t1	As003G072360
OG0010886	ESY4_g26205_DN3_SP8_c0.t1	As003G072540
OG0010887	ESY11_g54263_DN3_SP7_c0.t1	As003G072700, As011G265440
OG0010888	ESY4_g26293_DN3_SP0_c0.t1	As003G072860
OG0010889	ESY4_g26303_DN2_SP0_c0.t1	As003G072910
OG0010890	ESY4_g26522_DN3_SP0_c0.t1	As003G073690
OG0010891	ESY4_g26534_DN3_SP8_c0.t1	As003G073800
OG0010892	ESY4_g26626_DN3_SP2_c0.t1	As003G074290
OG0010893	ESY4_g26680_DN3_SP3_c0.t1	As007G180360, As003G074730
OG0010894	ESY4_g26711_DN3_SP0_c0.t1	As003G074910
OG0010895	ESY4_g26780_DN2_SP0_c0.t1	As003G075510
OG0010896	ESY4_g26835_DN3_SP6_c0.t1	As003G075800
OG0010897	ESY4_g26909_DN3_SP2_c0.t1	As003G076190
OG0010899	ESY8_g59936_DN1_SP0_c0.t1	As003G076280
OG0010900	ESY6_g50575_DN3_SP7_c0.t1	As007G182150, As003G076320
OG0010901	ESY4_g26946_DN3_SP0_c0.t1	As003G076400
OG0010902	ESY4_g26939_DN2_SP8_c0.t1	As003G076460
OG0010903	ESY10_g14780_DN3_SP6_c0.t1	As003G076530
OG0010904	ESY7_g18914_DN3_SP0_c0.t1	As003G076540
OG0010905	ESY4_g26953_DN1_SP0_c0.t1	As003G076610
OG0010906	ESY17_g40044_DN3_SP4_c0.t1	As004G076860
OG0010907	ESY17_g40072_DN3_SP8_c0.t1	As004G076980
OG0010908	ESY17_g40200_DN3_SP8_c0.t1, ESY10_g14836_DN3_SP0_c16.t1, ESY2_g35281_DN3_SP0_c0.t1	As004G077160
OG0010910	ESY8_g61314_DN3_SP2_c0.t1	As004G077400
OG0010911	ESY8_g61006_DN3_SP0_c0.t1	As004G077890
OG0010912	ESY8_g60983_DN3_SP0_c0.t1	As004G077930
OG0010913	ESY8_g60951_DN3_SP1_c0.t1	As004G078020
OG0010914	ESY8_g60910_DN3_SP8_c0.t1, ESY24_g33233_DN3_SP0_c0.t1	As004G078120
OG0010915	ESY8_g60786_DN3_SP0_c0.t1	As004G078460
OG0010916	ESY8_g59405_DN2_SP0_c0.t1	As004G078730
OG0010917	ESY16_g62010_DN3_SP7_c0.t1	As004G078780
OG0010918	ESY2_g34172_DN2_SP0_c0.t1	As004G079680
OG0010919	ESY16_g61651_DN2_SP0_c0.t1	As004G079750
OG0010920	ESY1_g11091_DN1_SP0_c0.t1, ESY20_g13054_DN3_SP0_c0.t1	As004G080150
OG0010921	ESY11_g54350_DN3_SP4_c0.t1	As004G080170
OG0010922	ESY19_g41778_DN3_SP0_c0.t1	As004G080640
OG0010923	ESY7_g18808_DN3_SP3_c0.t1	As004G080780
OG0010924	ESY19_g41723_DN3_SP5_c0.t1	As004G080900
OG0010925	ESY1_g5820_DN3_SP2_c0.t1	As004G081090
OG0010927	ESY1_g6129_DN3_SP5_c0.t1	As004G081390
OG0010928	ESY1_g6164_DN3_SP5_c0.t1, ESY6_g49610_DN3_SP3_c0.t1, ESY14_g21139_DN3_SP0_c0.t1	As004G081450
OG0010930	ESY1_g6261_DN3_SP0_c0.t1	As004G082330
OG0010931	ESY1_g6222_DN3_SP0_c0.t1	As004G082400
OG0010932	ESY16_g62032_DN3_SP0_c0.t1	As004G082410
OG0010933	ESY1_g6198_DN3_SP1_c0.t1	As004G082450
OG0010934	ESY1_g6465_DN3_SP0_c0.t1	As004G082610
OG0010935	ESY1_g10637_DN3_SP4_c0.t1	As004G083440
OG0010936	ESY18_g63980_DN3_SP8_c0.t1	As004G083960
OG0010937	ESY18_g63558_DN3_SP8_c0.t1	As004G084430
OG0010938	ESY18_g63055_DN3_SP0_c0.t1	As004G084860
OG0010939	ESY7_g16212_DN2_SP0_c19.t1	As004G085630
OG0010940	ESY7_g16363_DN3_SP0_c0.t1	As004G085910
OG0010941	ESY7_g16370_DN3_SP8_c0.t1	As004G085960
OG0010942	ESY7_g16383_DN3_SP7_c0.t1	As004G086000
OG0010943	ESY7_g16420_DN3_SP0_c0.t1	As004G086050
OG0010944	ESY7_g16599_DN3_SP0_c0.t1, ESY7_g16592_DN2_SP0_c0.t1	As004G086720
OG0010945	ESY2_g34507_DN3_SP1_c0.t1	As004G087070
OG0010946	ESY7_g16805_DN3_SP0_c0.t1	As004G088020
OG0010947	ESY7_g16832_DN3_SP0_c0.t1	As004G088180
OG0010948	ESY7_g16845_DN2_SP0_c0.t1	As004G088250
OG0010949	ESY10_g15086_DN3_SP0_c0.t1	As004G088940
OG0010950	ESY10_g15006_DN3_SP2_c0.t1	As004G089130
OG0010951	ESY10_g14878_DN3_SP1_c0.t1	As004G089710
OG0010952	ESY10_g14746_DN3_SP8_c0.t1	As004G090540
OG0010953	ESY10_g14827_DN3_SP8_c18.t1	As004G091130
OG0010954	ESY3_g27168_DN3_SP4_c0.t1	As004G091520, As009G211660
OG0010955	ESY9_g43045_DN3_SP2_c0.t1, ESY2_g36905_DN3_SP0_c0.t1	As004G091830
OG0010957	ESY3_g27301_DN1_SP0_c0.t1	As004G092690, As011G258260
OG0010958	ESY17_g39803_DN3_SP0_c0.t1	As004G092860
OG0010959	ESY17_g39782_DN3_SP6_c0.t1	As004G092940
OG0010960	ESY1_g11440_DN3_SP5_c0.t1	As004G094080
OG0010961	ESY27_g13582_DN2_SP0_c0.t1	As004G094860
OG0010962	ESY27_g13540_DN3_SP0_c0.t1	As004G094880
OG0010963	ESY2_g33331_DN3_SP0_c0.t1	As004G094920, As004G094930
OG0010964	ESY27_g13410_DN2_SP0_c0.t1	As004G095060
OG0010965	ESY2_g34331_DN3_SP0_c0.t1	As004G095260
OG0010966	ESY22_g40739_DN3_SP0_c0.t1	As004G095770
OG0010967	ESY2_g38854_DN3_SP8_c0.t1	As004G096550
OG0010968	ESY4_g25701_DN3_SP0_c0.t1	As004G096810
OG0010969	ESY8_g60447_DN3_SP5_c0.t1	As004G096830
OG0010970	ESY8_g60412_DN3_SP0_c0.t1	As004G096880
OG0010971	ESY8_g60405_DN3_SP0_c0.t1	As004G096940
OG0010972	ESY8_g60374_DN3_SP8_c0.t1	As004G096950
OG0010973	ESY8_g60372_DN3_SP0_c0.t1	As004G096960
OG0010974	ESY8_g60318_DN3_SP5_c0.t1	As004G097260
OG0010975	ESY8_g60288_DN3_SP0_c0.t1	As004G097320
OG0010976	ESY8_g60275_DN3_SP2_c0.t1	As004G097430
OG0010977	ESY8_g60247_DN3_SP4_c0.t1	As004G097500
OG0010978	ESY8_g60037_DN3_SP8_c0.t1	As004G098180
OG0010979	ESY8_g59973_DN3_SP0_c0.t1	As004G098450
OG0010980	ESY12_g52300_DN3_SP0_c0.t1	As005G098830
OG0010981	ESY12_g52294_DN3_SP0_c0.t1	As005G098990
OG0010982	ESY12_g52293_DN2_SP0_c0.t1	As005G099000
OG0010983	ESY12_g52224_DN3_SP8_c0.t1	As005G099450
OG0010984	ESY12_g52215_DN3_SP8_c0.t1	As005G099520
OG0010985	ESY12_g52207_DN3_SP0_c0.t1	As005G099610
OG0010986	ESY12_g51415_DN3_SP0_c0.t1	As005G099770
OG0010987	ESY12_g51634_DN2_SP0_c0.t1	As005G100290
OG0010988	ESY12_g51741_DN3_SP0_c0.t1, ESY12_g51742_DN3_SP0_c0.t1	As005G100940
OG0010989	ESY12_g51832_DN3_SP0_c0.t1	As005G101350
OG0010990	ESY12_g51844_DN3_SP0_c0.t1	As005G101420
OG0010991	ESY12_g51845_DN3_SP0_c0.t1	As005G101430
OG0010992	ESY12_g51921_DN3_SP6_c0.t1	As005G101860
OG0010993	ESY12_g51977_DN3_SP8_c0.t1	As005G102100
OG0010994	ESY12_g52046_DN3_SP3_c0.t1, ESY12_g52048_DN3_SP4_c0.t1	As005G102550
OG0010995	ESY12_g52051_DN3_SP0_c0.t1	As005G102560
OG0010996	ESY12_g52067_DN3_SP8_c0.t1	As005G102630
OG0010997	ESY12_g52084_DN3_SP0_c0.t1	As005G102820
OG0010998	ESY1_g11212_DN3_SP0_c0.t1	As005G103970
OG0010999	ESY2_g34458_DN3_SP0_c0.t1	As005G104380
OG0011000	ESY12_g51554_DN3_SP8_c0.t1	As005G104430
OG0011001	ESY12_g51568_DN3_SP8_c0.t1	As005G104550
OG0011002	ESY12_g51590_DN3_SP0_c0.t1	As005G104730
OG0011003	ESY12_g51305_DN3_SP2_c0.t1	As005G105280
OG0011004	ESY12_g51228_DN3_SP4_c0.t1	As005G105490
OG0011005	ESY12_g51220_DN3_SP0_c0.t1	As005G105680
OG0011006	ESY12_g51207_DN2_SP0_c0.t1, ESY12_g51206_DN3_SP0_c0.t1	As005G105800
OG0011007	ESY12_g51202_DN3_SP8_c0.t1	As005G105810
OG0011008	ESY12_g51167_DN3_SP0_c0.t1	As005G105960
OG0011010	ESY7_g19645_DN3_SP0_c0.t1	As005G106200
OG0011011	ESY7_g19630_DN1_SP0_c0.t1	As005G106310
OG0011012	ESY7_g19631_DN3_SP0_c0.t1	As005G106320
OG0011013	ESY7_g19638_DN3_SP0_c0.t1, ESY7_g19636_DN3_SP0_c0.t1, ESY7_g19639_DN3_SP0_c0.t1	As005G106380
OG0011014	ESY7_g19641_DN3_SP0_c0.t1	As005G106400
OG0011015	ESY7_g19622_DN3_SP2_c3.t1	As005G106440
OG0011016	ESY8_g58254_DN3_SP0_c0.t1	As005G106710
OG0011017	ESY7_g19522_DN3_SP0_c0.t1	As005G107310
OG0011018	ESY7_g19470_DN3_SP0_c0.t1, ESY4_g23986_DN3_SP0_c0.t1, ESY4_g23987_DN2_SP0_c0.t1	As005G107570
OG0011019	ESY7_g19464_DN3_SP0_c0.t1	As005G107670
OG0011020	ESY7_g19454_DN1_SP0_c0.t1	As005G107700
OG0011021	ESY7_g19426_DN3_SP0_c0.t1	As005G107850
OG0011022	ESY7_g19352_DN2_SP0_c0.t1	As005G108190
OG0011023	ESY7_g19320_DN3_SP7_c0.t1	As005G108280
OG0011024	ESY7_g19185_DN1_SP0_c0.t1	As005G108930
OG0011025	ESY7_g19178_DN1_SP0_c0.t1	As005G108970
OG0011026	ESY6_g49893_DN3_SP2_c0.t1	As005G109690
OG0011027	ESY6_g49242_DN3_SP7_c0.t1	As012G277170, As005G111460
OG0011028	ESY6_g50760_DN3_SP5_c0.t1	As005G111930, As005G120870
OG0011029	ESY6_g49186_DN1_SP0_c0.t1	As005G111950
OG0011030	ESY6_g49171_DN3_SP7_c0.t1	As005G112240
OG0011031	ESY6_g49153_DN3_SP0_c0.t1	As005G112410
OG0011033	ESY6_g49105_DN3_SP0_c0.t1	As005G113010, As005G113050, As005G113060
OG0011034	ESY6_g49084_DN3_SP0_c0.t1, ESY9_g42846_DN3_SP0_c0.t1	As005G113070
OG0011036	ESY6_g49017_DN3_SP8_c9.t1	As005G113450
OG0011037	ESY6_g48945_DN2_SP0_c0.t1	As005G114090
OG0011039	ESY6_g48929_DN3_SP0_c0.t1, ESY4_g25808_DN3_SP0_c0.t1	As005G114230
OG0011040	ESY6_g48925_DN3_SP2_c0.t1	As005G114250
OG0011041	ESY6_g48711_DN2_SP0_c0.t1	As005G115080
OG0011042	ESY6_g48732_DN3_SP3_c0.t1	As005G115600
OG0011043	ESY6_g48660_DN3_SP3_c12.t1	As005G115880
OG0011044	ESY6_g49652_DN3_SP8_c0.t1	As005G116560
OG0011045	ESY6_g49609_DN3_SP7_c0.t1	As005G116810
OG0011046	ESY6_g50719_DN3_SP1_c0.t1	As005G117120
OG0011047	ESY6_g50718_DN3_SP0_c0.t1	As005G117130
OG0011048	ESY6_g50712_DN3_SP0_c0.t1	As005G117220
OG0011049	ESY6_g50654_DN3_SP8_c0.t1	As005G117620
OG0011050	ESY1_g9995_DN3_SP8_c0.t1	As010G220920, As005G119800
OG0011051	ESY6_g50316_DN3_SP8_c11.t1	As005G119940
OG0011052	ESY6_g50317_DN3_SP8_c0.t1	As005G119950
OG0011053	ESY6_g50272_DN3_SP5_c12.t1	As005G120280
OG0011054	ESY6_g50223_DN3_SP8_c0.t1	As005G120610
OG0011056	ESY6_g50767_DN3_SP8_c0.t1	As005G120920
OG0011057	ESY20_g12960_DN3_SP0_c0.t1	As006G121390
OG0011058	ESY20_g12959_DN3_SP0_c10.t1	As006G121400
OG0011059	ESY20_g12936_DN3_SP0_c0.t1	As006G121590
OG0011060	ESY20_g12925_DN3_SP0_c0.t1	As006G121680
OG0011061	ESY20_g13067_DN2_SP0_c0.t1	As006G122180
OG0011062	ESY20_g13096_DN3_SP0_c0.t1, ESY20_g13095_DN1_SP0_c0.t1	As006G122390
OG0011063	ESY20_g13117_DN3_SP8_c0.t1	As006G122450
OG0011064	ESY20_g13119_DN2_SP0_c0.t1	As006G122460
OG0011065	ESY20_g13122_DN3_SP0_c0.t1	As006G122490
OG0011066	ESY20_g13128_DN3_SP6_c0.t1	As006G122560
OG0011067	ESY5_g5376_DN3_SP2_c0.t1	As006G122590
OG0011068	ESY20_g13152_DN3_SP0_c0.t1	As006G122680
OG0011069	ESY20_g13158_DN3_SP8_c0.t1	As006G122750
OG0011070	ESY20_g13168_DN3_SP7_c0.t1	As006G122860
OG0011071	ESY20_g13206_DN3_SP0_c0.t1	As006G123040
OG0011073	ESY20_g13245_DN3_SP1_c0.t1, ESY11_g54763_DN3_SP1_c0.t1	As006G123260
OG0011074	ESY20_g13274_DN3_SP0_c0.t1	As006G123340
OG0011075	ESY20_g13317_DN3_SP0_c0.t1	As006G123630
OG0011076	ESY20_g13313_DN3_SP7_c0.t1	As006G123670
OG0011077	ESY8_g58259_DN3_SP3_c16.t1	As006G124140
OG0011078	ESY8_g58111_DN3_SP0_c0.t1	As006G124730
OG0011079	ESY20_g12760_DN3_SP8_c0.t1	As006G125630
OG0011080	ESY20_g12920_DN3_SP8_c0.t1	As006G125890
OG0011081	ESY20_g12733_DN3_SP6_c0.t1	As006G125910
OG0011083	ESY20_g12748_DN3_SP8_c0.t1	As006G126040
OG0011084	ESY8_g58347_DN3_SP0_c0.t1	As006G126390
OG0011085	ESY8_g58538_DN3_SP7_c0.t1	As006G127470
OG0011086	ESY8_g58500_DN3_SP0_c0.t1	As006G127690
OG0011087	ESY8_g58611_DN3_SP7_c0.t1	As006G128020
OG0011089	ESY8_g58763_DN3_SP8_c0.t1	As006G128770
OG0011090	ESY8_g58788_DN2_SP0_c0.t1	As006G128890
OG0011091	ESY8_g58859_DN3_SP0_c0.t1	As006G129310
OG0011092	ESY8_g58904_DN3_SP0_c0.t1	As006G129650
OG0011093	ESY8_g58943_DN3_SP0_c0.t1	As006G129920
OG0011094	ESY8_g58948_DN3_SP8_c0.t1	As006G129970
OG0011095	ESY8_g58976_DN3_SP0_c0.t1	As006G130110
OG0011096	ESY8_g59019_DN3_SP7_c0.t1	As006G130430
OG0011097	ESY8_g59106_DN3_SP0_c0.t1	As006G130500
OG0011098	ESY8_g59056_DN3_SP5_c16.t1	As006G130810
OG0011100	ESY8_g59120_DN3_SP8_c0.t1	As006G130990
OG0011101	ESY15_g64742_DN3_SP0_c0.t1	As006G131250
OG0011102	ESY8_g59197_DN3_SP8_c0.t1	As006G131430
OG0011103	ESY5_g1120_DN3_SP0_c0.t1	As007G161430, As006G131800
OG0011104	ESY8_g59287_DN3_SP0_c0.t1	As006G132190
OG0011105	ESY6_g47969_DN3_SP0_c4.t1	As006G132710
OG0011106	ESY3_g32630_DN3_SP8_c0.t1	As006G132760
OG0011107	ESY3_g32612_DN3_SP8_c0.t1	As006G132840
OG0011108	ESY3_g32654_DN3_SP0_c0.t1	As006G133150
OG0011109	ESY8_g58694_DN3_SP0_c0.t1	As006G133270
OG0011110	ESY3_g32695_DN3_SP8_c0.t1	As006G133610
OG0011111	ESY12_g51136_DN3_SP1_c0.t1	As006G134030
OG0011112	ESY12_g51127_DN1_SP8_c16.t1	As006G134040
OG0011113	ESY16_g62407_DN3_SP4_c0.t1	As006G134530
OG0011114	ESY16_g62411_DN3_SP8_c0.t1	As006G134570
OG0011115	ESY16_g62412_DN2_SP0_c0.t1	As006G134580
OG0011116	ESY16_g62430_DN2_SP0_c0.t1	As006G134660
OG0011117	ESY3_g32460_DN3_SP0_c0.t1	As006G135680
OG0011118	ESY3_g32447_DN3_SP1_c0.t1	As006G135740
OG0011119	ESY3_g32401_DN3_SP5_c0.t1	As009G202720, As006G135960
OG0011120	ESY6_g49851_DN3_SP0_c0.t1	As006G136290
OG0011121	ESY3_g32225_DN2_SP7_c0.t1	As006G136860
OG0011122	ESY3_g32026_DN3_SP7_c0.t1	As006G137620
OG0011123	ESY3_g31835_DN3_SP0_c0.t1	As006G138220
OG0011124	ESY3_g30021_DN3_SP0_c0.t1	As006G138300
OG0011125	ESY3_g31805_DN3_SP0_c0.t1	As006G138420
OG0011126	ESY3_g31760_DN3_SP0_c0.t1	As006G138850
OG0011127	ESY3_g31629_DN3_SP5_c15.t1	As006G139240
OG0011128	ESY3_g31594_DN3_SP7_c0.t1	As006G139560
OG0011129	ESY3_g31589_DN3_SP8_c0.t1	As006G139610
OG0011130	ESY3_g27299_DN2_SP3_c0.t1	As006G139740
OG0011131	ESY3_g31532_DN3_SP8_c0.t1	As006G140030
OG0011132	ESY3_g31375_DN3_SP4_c0.t1	As006G141170
OG0011133	ESY3_g30735_DN3_SP2_c0.t1	As006G141720
OG0011134	ESY3_g30760_DN3_SP8_c0.t1	As006G141870
OG0011135	ESY3_g30818_DN3_SP3_c0.t1	As006G142220
OG0011136	ESY3_g30819_DN3_SP8_c0.t1	As006G142240
OG0011137	ESY12_g50910_DN3_SP8_c0.t1	As006G142340
OG0011138	ESY9_g45662_DN3_SP0_c0.t1	As006G142960
OG0011139	ESY9_g45593_DN1_SP0_c0.t1	As006G143320
OG0011140	ESY9_g45435_DN2_SP0_c0.t1	As006G144140
OG0011141	ESY9_g45391_DN3_SP0_c0.t1	As006G144310
OG0011142	ESY9_g44143_DN3_SP0_c0.t1	As006G144550
OG0011143	ESY9_g44269_DN3_SP0_c0.t1	As006G144750
OG0011144	ESY9_g44644_DN3_SP3_c0.t1	As006G145560
OG0011146	ESY9_g44819_DN3_SP1_c0.t1	As006G146170
OG0011147	ESY9_g44956_DN3_SP0_c0.t1	As006G146670
OG0011148	ESY9_g45074_DN3_SP0_c0.t1	As006G146820
OG0011149	ESY9_g45130_DN3_SP0_c0.t1	As006G147010
OG0011150	ESY9_g45252_DN3_SP0_c0.t1	As006G147090
OG0011151	ESY9_g45339_DN2_SP0_c0.t1	As006G148150
OG0011152	ESY9_g45337_DN3_SP8_c0.t1	As006G148270
OG0011153	ESY5_g2994_DN3_SP8_c0.t1	As007G152420
OG0011154	ESY5_g3004_DN3_SP0_c0.t1	As007G152510
OG0011155	ESY5_g3007_DN3_SP2_c0.t1	As007G152560
OG0011156	ESY5_g3045_DN3_SP0_c0.t1	As007G152860
OG0011158	ESY5_g4350_DN3_SP5_c0.t1	As007G153640, As010G241570
OG0011159	ESY5_g4285_DN3_SP0_c0.t1, ESY5_g4286_DN3_SP0_c0.t1	As007G154100
OG0011160	ESY5_g4282_DN3_SP0_c0.t1	As007G154130
OG0011161	ESY5_g4259_DN3_SP0_c0.t1	As007G154370
OG0011162	ESY5_g4046_DN3_SP0_c0.t1	As007G155900
OG0011163	ESY5_g4026_DN3_SP5_c0.t1	As007G156020
OG0011164	ESY5_g3985_DN3_SP0_c0.t1	As007G156280
OG0011165	ESY5_g3954_DN3_SP0_c0.t1	As007G156530
OG0011166	ESY17_g40207_DN3_SP1_c0.t1	As007G157280
OG0011167	ESY5_g2386_DN1_SP0_c0.t1	As007G157980
OG0011168	ESY5_g2195_DN3_SP0_c0.t1	As007G159000
OG0011169	ESY5_g1947_DN3_SP6_c0.t1	As007G159710
OG0011170	ESY5_g1804_DN3_SP0_c0.t1	As007G160040
OG0011171	ESY5_g1709_DN3_SP3_c0.t1	As007G160190
OG0011173	ESY5_g1361_DN3_SP8_c0.t1	As007G160730
OG0011174	ESY3_g30115_DN2_SP0_c0.t1	As007G160890
OG0011176	ESY5_g1075_DN3_SP0_c0.t1	As007G161350
OG0011177	ESY7_g18950_DN3_SP2_c0.t1	As007G161480
OG0011178	ESY8_g59565_DN3_SP0_c0.t1	As007G161700
OG0011179	ESY5_g2707_DN3_SP0_c0.t1	As007G161730
