Orthogroup	Euclidium_syriacum	Aethionema_saxatile
OG0015805	ESY5_g3618_DN3_SP1_c0.t1	As008G186280
OG0015806	ESY5_g3561_DN3_SP1_c0.t1	As008G186670
OG0015807	ESY5_g3549_DN3_SP8_c15.t1	As008G186730
OG0015808	ESY5_g3545_DN3_SP0_c0.t1	As008G186750
OG0015809	ESY5_g3530_DN3_SP8_c0.t1	As008G186860
OG0015810	ESY5_g3497_DN3_SP7_c0.t1	As008G187050
OG0015811	ESY5_g3494_DN3_SP0_c0.t1	As008G187080
OG0015812	ESY5_g3441_DN3_SP8_c0.t1	As008G187210
OG0015814	ESY5_g3367_DN3_SP0_c0.t1	As008G187500
OG0015815	ESY5_g3369_DN3_SP0_c0.t1	As008G187520
OG0015816	ESY5_g3376_DN3_SP1_c0.t1	As008G187570
OG0015817	ESY5_g3381_DN2_SP0_c18.t1	As008G187620
OG0015818	ESY5_g3410_DN3_SP0_c0.t1, ESY5_g2575_DN3_SP0_c0.t1	As008G187790
OG0015820	ESY5_g3303_DN3_SP0_c0.t1	As008G188330
OG0015821	ESY5_g3302_DN3_SP3_c0.t1	As008G188340
OG0015822	ESY5_g3277_DN3_SP7_c0.t1	As008G188490
OG0015823	ESY5_g3270_DN3_SP0_c0.t1	As008G188620
OG0015824	ESY5_g3268_DN2_SP0_c0.t1	As008G188700
OG0015825	ESY5_g3254_DN3_SP8_c0.t1	As008G188800
OG0015826	ESY5_g3234_DN3_SP0_c0.t1	As008G189010
OG0015827	ESY5_g3193_DN1_SP0_c0.t1	As008G189510
OG0015828	ESY5_g3157_DN3_SP0_c8.t1	As008G189900
OG0015829	ESY5_g3169_DN1_SP0_c0.t1	As008G189950
OG0015830	ESY5_g3081_DN3_SP8_c0.t1	As008G190890
OG0015831	ESY5_g4471_DN3_SP8_c0.t1, ESY15_g64358_DN2_SP0_c0.t1	As008G191890
OG0015832	ESY5_g4473_DN2_SP0_c0.t1	As008G192030
OG0015833	ESY21_g55096_DN3_SP0_c0.t1	As008G192290
OG0015834	ESY5_g4510_DN3_SP0_c0.t1	As008G192560
OG0015835	ESY5_g4548_DN3_SP0_c34.t1	As008G192900
OG0015836	ESY5_g4584_DN3_SP0_c0.t1	As008G193090
OG0015837	ESY5_g4598_DN3_SP0_c0.t1	As008G193170
OG0015838	ESY5_g4603_DN2_SP0_c0.t1	As008G193190
OG0015839	ESY5_g4658_DN3_SP5_c0.t1	As008G193290
OG0015840	ESY5_g4621_DN3_SP5_c8.t1	As008G193310
OG0015841	ESY5_g4625_DN3_SP8_c0.t1	As008G193320
OG0015842	ESY5_g4641_DN3_SP0_c19.t1	As008G193420
OG0015843	ESY5_g4645_DN3_SP7_c0.t1	As008G193480
OG0015844	ESY5_g4661_DN3_SP2_c0.t1	As008G193580
OG0015845	ESY5_g4662_DN3_SP0_c0.t1	As008G193590
OG0015846	ESY5_g4664_DN3_SP0_c0.t1	As008G193610
OG0015847	ESY5_g4673_DN3_SP0_c0.t1	As008G193670
OG0015848	ESY5_g4738_DN3_SP0_c0.t1	As008G194250
OG0015849	ESY8_g58435_DN3_SP1_c0.t1	As008G194350
OG0015850	ESY15_g64774_DN3_SP1_c0.t1	As008G194360
OG0015851	ESY5_g4752_DN1_SP0_c0.t1	As008G194370
OG0015852	ESY5_g4755_DN3_SP0_c0.t1	As008G194390
OG0015853	ESY5_g4821_DN3_SP0_c0.t1	As008G194860
OG0015854	ESY5_g4826_DN3_SP0_c0.t1, ESY1_g8544_DN2_SP0_c0.t1	As008G194910
OG0015855	ESY5_g4874_DN3_SP0_c0.t1	As008G195260
OG0015856	ESY5_g4877_DN3_SP0_c0.t1	As008G195290
OG0015857	ESY5_g4444_DN3_SP5_c0.t1	As008G195430
OG0015858	ESY5_g4898_DN3_SP1_c0.t1	As008G195480
OG0015859	ESY5_g4907_DN3_SP0_c0.t1	As008G195540
OG0015860	ESY5_g4908_DN3_SP0_c0.t1	As008G195550
OG0015861	ESY5_g4928_DN3_SP0_c0.t1	As008G195640
OG0015862	ESY5_g4978_DN2_SP0_c0.t1	As008G196010
OG0015863	ESY4_g21714_DN3_SP0_c0.t1	As008G196120
OG0015864	ESY5_g5081_DN3_SP0_c0.t1	As008G196580
OG0015865	ESY5_g5084_DN3_SP0_c0.t1	As008G196620
OG0015866	ESY5_g5085_DN3_SP2_c0.t1	As008G196630
OG0015867	ESY5_g5103_DN1_SP0_c0.t1	As008G196800
OG0015868	ESY5_g5145_DN3_SP0_c0.t1	As008G197000
OG0015869	ESY5_g5171_DN3_SP7_c0.t1	As008G197110
OG0015870	ESY5_g5174_DN2_SP0_c0.t1	As008G197120
OG0015871	ESY5_g5175_DN3_SP4_c0.t1	As008G197130
OG0015872	ESY5_g5201_DN3_SP1_c0.t1	As008G197250
OG0015873	ESY5_g5238_DN3_SP7_c0.t1	As008G197400
OG0015874	ESY5_g5311_DN3_SP0_c0.t1	As008G197670
OG0015875	ESY5_g5334_DN3_SP0_c0.t1	As008G197810
OG0015877	ESY5_g5351_DN2_SP0_c0.t1	As008G197960
OG0015878	ESY5_g5369_DN3_SP3_c0.t1	As008G198050
OG0015879	ESY5_g5383_DN3_SP6_c0.t1	As008G198150
OG0015880	ESY5_g5385_DN3_SP0_c0.t1	As008G198170
OG0015881	ESY5_g5467_DN3_SP3_c16.t1	As008G198600
OG0015883	ESY5_g5522_DN3_SP8_c0.t1	As008G199100
OG0015884	ESY5_g5528_DN3_SP1_c0.t1	As008G199150
OG0015885	ESY5_g5538_DN3_SP0_c0.t1	As008G199250
OG0015886	ESY5_g5539_DN3_SP0_c14.t1	As008G199260
OG0015887	ESY5_g5541_DN3_SP8_c0.t1	As008G199280
OG0015888	ESY5_g5546_DN3_SP8_c0.t1	As008G199320
OG0015889	ESY5_g5549_DN3_SP0_c0.t1	As008G199360
OG0015890	ESY5_g5553_DN3_SP0_c0.t1	As008G199370
OG0015891	ESY5_g5560_DN3_SP0_c0.t1	As008G199440
OG0015892	ESY5_g5570_DN3_SP0_c0.t1	As008G199570
OG0015893	ESY5_g5579_DN2_SP7_c0.t1	As008G199660
OG0015894	ESY7_g17683_DN2_SP0_c0.t1	As009G199730
OG0015895	ESY7_g17592_DN3_SP8_c0.t1	As009G199900
OG0015896	ESY7_g17618_DN2_SP0_c0.t1	As009G200020
OG0015897	ESY7_g17640_DN3_SP6_c0.t1	As009G200180
OG0015898	ESY7_g17653_DN3_SP0_c0.t1	As009G200260
OG0015899	ESY7_g17663_DN3_SP0_c3.t1	As009G200320
OG0015900	ESY7_g17573_DN3_SP2_c0.t1	As009G200400
OG0015901	ESY7_g17561_DN3_SP0_c0.t1	As009G200500
OG0015902	ESY7_g17558_DN1_SP0_c18.t1	As009G200540
OG0015903	ESY7_g17439_DN3_SP0_c0.t1	As009G201040
OG0015904	ESY7_g17447_DN3_SP7_c0.t1	As009G201100
OG0015905	ESY7_g17460_DN3_SP4_c0.t1	As009G201220
OG0015906	ESY7_g17467_DN3_SP0_c0.t1	As009G201290
OG0015907	ESY7_g17483_DN3_SP1_c0.t1	As009G201430
OG0015908	ESY7_g17387_DN3_SP0_c17.t1	As009G201700
OG0015909	ESY7_g17329_DN3_SP0_c0.t1	As009G202160, As009G201880
OG0015910	ESY3_g32476_DN3_SP8_c0.t1	As009G201980
OG0015911	ESY7_g17352_DN3_SP5_c0.t1	As009G202030
OG0015912	ESY7_g17289_DN3_SP0_c0.t1	As009G202470
OG0015913	ESY7_g17277_DN3_SP0_c0.t1	As009G202580
OG0015914	ESY7_g17248_DN3_SP7_c0.t1	As009G202770
OG0015915	ESY7_g17242_DN3_SP3_c0.t1	As009G202830
OG0015916	ESY7_g17238_DN3_SP0_c0.t1	As009G202870
OG0015917	ESY7_g17203_DN3_SP0_c0.t1	As009G203130
OG0015918	ESY7_g17178_DN3_SP8_c0.t1	As009G203320
OG0015919	ESY7_g17181_DN3_SP0_c0.t1	As009G203360
OG0015920	ESY7_g17166_DN1_SP0_c0.t1	As009G203410
OG0015921	ESY7_g17150_DN3_SP3_c0.t1	As009G203510
OG0015922	ESY7_g17142_DN3_SP8_c0.t1	As009G203590
OG0015923	ESY7_g17140_DN3_SP0_c0.t1	As009G203610
OG0015924	ESY7_g17101_DN3_SP0_c0.t1	As009G203920
OG0015925	ESY7_g17098_DN3_SP0_c0.t1	As009G203950
OG0015926	ESY7_g17068_DN3_SP1_c0.t1	As009G204100
OG0015927	ESY7_g17067_DN3_SP5_c0.t1	As009G204110
OG0015928	ESY7_g17042_DN2_SP0_c0.t1	As009G204200
OG0015929	ESY7_g17037_DN3_SP8_c0.t1	As009G204250
OG0015930	ESY5_g3159_DN3_SP0_c0.t1	As009G204270
OG0015931	ESY7_g16980_DN3_SP0_c0.t1	As009G204530
OG0015932	ESY7_g16960_DN3_SP0_c10.t1	As009G204590
OG0015933	ESY7_g16959_DN3_SP0_c0.t1	As009G204610
OG0015934	ESY7_g16949_DN3_SP7_c0.t1	As009G204660
OG0015935	ESY7_g16891_DN1_SP0_c0.t1	As009G205030
OG0015936	ESY7_g16865_DN3_SP8_c0.t1	As009G205210
OG0015937	ESY10_g15368_DN3_SP0_c0.t1	As009G205590
OG0015938	ESY10_g15390_DN2_SP0_c0.t1	As009G205670, As009G205660
OG0015939	ESY10_g15392_DN3_SP0_c0.t1	As009G205680
OG0015940	ESY10_g15487_DN3_SP2_c0.t1	As009G206060
OG0015941	ESY10_g15517_DN3_SP6_c0.t1	As009G206200
OG0015942	ESY10_g15592_DN3_SP0_c0.t1	As009G206530
OG0015943	ESY10_g15593_DN3_SP2_c0.t1	As009G206540
OG0015945	ESY10_g15871_DN2_SP0_c0.t1	As009G207240
OG0015946	ESY1_g9307_DN2_SP0_c13.t1	As009G207330
OG0015947	ESY10_g15890_DN3_SP1_c0.t1	As009G207340
OG0015948	ESY39_g61438_DN3_SP0_c0.t1	As009G207550
OG0015949	ESY15_g64379_DN2_SP0_c0.t1	As009G207910
OG0015950	ESY15_g64465_DN3_SP0_c0.t1	As009G208690
OG0015951	ESY15_g64784_DN3_SP8_c0.t1	As009G208910
OG0015952	ESY15_g64687_DN3_SP0_c0.t1	As009G209100
OG0015953	ESY15_g64749_DN3_SP0_c0.t1	As009G209240
OG0015954	ESY7_g17244_DN3_SP0_c0.t1	As009G210020
OG0015955	ESY7_g18456_DN3_SP0_c0.t1	As009G210720
OG0015957	ESY7_g17690_DN3_SP8_c0.t1	As009G211440
OG0015958	ESY7_g17691_DN3_SP3_c0.t1	As009G211450
OG0015959	ESY7_g18446_DN3_SP0_c0.t1	As009G211510
OG0015961	ESY15_g65083_DN3_SP8_c0.t1	As009G212040
OG0015962	ESY3_g29361_DN3_SP2_c0.t1	As009G212050
OG0015963	ESY15_g64824_DN3_SP0_c0.t1	As009G212070
OG0015964	ESY7_g18767_DN3_SP4_c0.t1	As009G212300
OG0015966	ESY7_g18795_DN3_SP4_c0.t1	As009G212600
OG0015967	ESY7_g18809_DN3_SP0_c0.t1	As009G212640
OG0015968	ESY7_g18836_DN3_SP1_c0.t1	As009G212750
OG0015969	ESY7_g18838_DN3_SP5_c0.t1	As009G212770
OG0015970	ESY7_g18840_DN3_SP2_c8.t1	As009G212790
OG0015971	ESY7_g18856_DN3_SP0_c0.t1	As009G212970
OG0015972	ESY7_g18858_DN3_SP1_c19.t1	As009G212990
OG0015973	ESY7_g18863_DN3_SP3_c0.t1	As009G213030
OG0015974	ESY7_g18872_DN3_SP0_c0.t1	As009G213060
OG0015975	ESY7_g18876_DN3_SP0_c0.t1	As009G213080
OG0015976	ESY7_g18927_DN3_SP4_c0.t1	As009G213340
OG0015978	ESY7_g18949_DN3_SP0_c0.t1	As009G213870
OG0015979	ESY7_g18957_DN3_SP4_c0.t1	As009G213940
OG0015980	ESY7_g18974_DN3_SP0_c0.t1	As009G213990
OG0015981	ESY7_g19009_DN3_SP8_c0.t1	As009G214090
OG0015982	ESY5_g4372_DN3_SP0_c0.t1	As009G214280
OG0015983	ESY7_g19061_DN3_SP0_c0.t1	As009G214450
OG0015984	ESY7_g19077_DN3_SP7_c0.t1	As009G214540
OG0015985	ESY7_g19091_DN3_SP4_c0.t1	As009G214630
OG0015986	ESY6_g49906_DN2_SP0_c0.t1	As009G214840
OG0015987	ESY6_g49908_DN3_SP3_c0.t1	As009G214850
OG0015988	ESY6_g49911_DN3_SP0_c0.t1	As009G214870
OG0015989	ESY6_g49917_DN3_SP0_c0.t1	As009G214940
OG0015990	ESY6_g49973_DN3_SP8_c0.t1	As009G215370
OG0015991	ESY6_g49988_DN2_SP0_c0.t1	As009G215470
OG0015992	ESY6_g50008_DN3_SP0_c0.t1	As009G215700
OG0015993	ESY6_g50019_DN3_SP0_c0.t1	As009G215750
OG0015994	ESY6_g50023_DN3_SP0_c0.t1	As009G215780
OG0015995	ESY6_g50028_DN3_SP8_c0.t1	As009G215840
OG0015996	ESY6_g50073_DN3_SP4_c0.t1	As009G216100
OG0015997	ESY6_g50070_DN3_SP0_c0.t1	As009G216150
OG0015998	ESY6_g50054_DN3_SP0_c0.t1	As009G216270
OG0015999	ESY6_g50053_DN3_SP0_c0.t1	As009G216280
OG0016000	ESY6_g50102_DN3_SP0_c0.t1	As009G216480
OG0016001	ESY6_g50107_DN3_SP0_c18.t1	As009G216530
OG0016002	ESY6_g50129_DN3_SP8_c0.t1	As009G216780
OG0016003	ESY6_g50132_DN3_SP4_c17.t1	As009G216800
OG0016004	ESY6_g50139_DN3_SP0_c0.t1	As009G216870
OG0016005	ESY3_g27270_DN3_SP0_c0.t1	As009G216950
OG0016006	ESY6_g50163_DN3_SP0_c0.t1	As009G217060
OG0016007	ESY6_g50170_DN3_SP7_c0.t1	As009G217100
OG0016008	ESY1_g7647_DN3_SP0_c0.t1	As009G217370
OG0016009	ESY6_g50208_DN3_SP7_c0.t1	As009G217420
OG0016010	ESY6_g49579_DN3_SP4_c0.t1	As009G217630
OG0016011	ESY6_g49577_DN3_SP0_c0.t1	As009G217650
OG0016012	ESY6_g49576_DN3_SP0_c0.t1	As009G217660
OG0016013	ESY6_g49552_DN3_SP8_c0.t1	As009G217790
OG0016014	ESY6_g49516_DN3_SP0_c0.t1	As009G217970
OG0016015	ESY6_g49514_DN3_SP0_c0.t1	As009G217990
OG0016016	ESY6_g49478_DN3_SP8_c0.t1	As009G218190
OG0016017	ESY6_g49463_DN3_SP7_c0.t1	As009G218260
OG0016018	ESY6_g49416_DN3_SP0_c0.t1	As009G218550
OG0016019	ESY6_g49405_DN3_SP4_c0.t1	As009G218590
OG0016020	ESY6_g49385_DN3_SP0_c0.t1	As009G218690
OG0016021	ESY6_g49375_DN3_SP8_c0.t1	As009G218790
OG0016022	ESY6_g49374_DN3_SP3_c0.t1	As009G218810
OG0016023	ESY6_g49339_DN3_SP0_c0.t1	As009G219030
OG0016024	ESY6_g49844_DN3_SP8_c0.t1	As009G219080
OG0016025	ESY6_g49824_DN3_SP0_c0.t1	As009G219170
OG0016026	ESY6_g49797_DN3_SP1_c0.t1	As009G219320
OG0016027	ESY6_g49783_DN2_SP0_c0.t1	As009G219400
OG0016028	ESY6_g49752_DN3_SP0_c0.t1	As009G219460
OG0016029	ESY6_g48638_DN3_SP7_c0.t1	As009G219590
OG0016030	ESY6_g48617_DN2_SP0_c0.t1	As009G219740
OG0016031	ESY6_g48604_DN3_SP3_c0.t1	As009G219820
OG0016032	ESY6_g48603_DN3_SP0_c0.t1	As009G219830
OG0016033	ESY6_g48595_DN3_SP3_c0.t1	As009G219890
OG0016034	ESY6_g48589_DN3_SP0_c0.t1	As009G219930
OG0016035	ESY6_g48563_DN3_SP6_c0.t1	As009G220140
OG0016036	ESY6_g48561_DN3_SP0_c0.t1	As009G220160
OG0016037	ESY1_g10141_DN2_SP0_c0.t1	As010G220340
OG0016038	ESY1_g10131_DN3_SP2_c0.t1	As010G220380
OG0016039	ESY1_g10103_DN3_SP8_c0.t1	As010G220500
OG0016040	ESY1_g10047_DN3_SP0_c0.t1	As010G220750
OG0016041	ESY1_g9936_DN3_SP0_c0.t1	As010G221020
OG0016042	ESY1_g9933_DN3_SP8_c0.t1	As010G221060
OG0016043	ESY1_g9915_DN3_SP0_c0.t1	As010G221100
OG0016044	ESY1_g9882_DN3_SP0_c0.t1	As010G221210
OG0016045	ESY1_g9860_DN3_SP6_c0.t1	As010G221260
OG0016046	ESY1_g9831_DN3_SP0_c0.t1	As010G221320
OG0016048	ESY1_g9692_DN3_SP6_c0.t1	As010G221630
OG0016049	ESY1_g9689_DN3_SP7_c0.t1	As010G221670
OG0016050	ESY6_g50051_DN3_SP0_c0.t1	As010G221780
OG0016051	ESY1_g9640_DN3_SP4_c0.t1	As010G221910
OG0016052	ESY1_g9447_DN3_SP2_c0.t1	As010G222190
OG0016053	ESY1_g9359_DN3_SP8_c0.t1	As010G222250
OG0016054	ESY1_g9345_DN3_SP1_c17.t1	As010G222270
OG0016055	ESY4_g23321_DN3_SP8_c0.t1	As010G222470
OG0016056	ESY1_g9189_DN3_SP0_c0.t1	As010G222730
OG0016057	ESY1_g9180_DN3_SP2_c0.t1	As010G222750
OG0016058	ESY1_g9172_DN3_SP0_c0.t1	As010G222790
OG0016059	ESY1_g9115_DN3_SP7_c0.t1	As010G222850
OG0016060	ESY1_g9109_DN3_SP0_c0.t1	As010G222890
OG0016061	ESY1_g9105_DN3_SP8_c0.t1	As010G222950
OG0016062	ESY6_g49782_DN3_SP8_c0.t1	As010G222960
OG0016063	ESY1_g9004_DN3_SP8_c0.t1	As010G223020
OG0016064	ESY1_g8993_DN3_SP0_c0.t1	As010G223060
OG0016065	ESY1_g8925_DN3_SP8_c0.t1	As010G223150
OG0016066	ESY1_g8850_DN3_SP8_c0.t1	As010G223270
OG0016067	ESY1_g8757_DN3_SP0_c0.t1	As010G223330
OG0016068	ESY1_g8625_DN3_SP0_c0.t1	As010G223380
OG0016069	ESY1_g8604_DN3_SP0_c0.t1	As010G223460
OG0016070	ESY9_g42936_DN3_SP0_c0.t1	As010G223500
OG0016071	ESY1_g8598_DN3_SP7_c0.t1	As010G223510
OG0016072	ESY1_g8467_DN3_SP7_c0.t1	As010G223600
OG0016073	ESY1_g8453_DN3_SP1_c0.t1	As010G223640
OG0016074	ESY1_g8452_DN3_SP8_c0.t1	As010G223650
OG0016075	ESY1_g8451_DN3_SP6_c0.t1	As010G223660
OG0016076	ESY1_g8392_DN3_SP4_c0.t1	As010G223690
OG0016077	ESY1_g8295_DN3_SP8_c0.t1	As010G224090
OG0016078	ESY1_g8249_DN3_SP8_c18.t1	As010G224180
OG0016079	ESY1_g8217_DN3_SP4_c0.t1	As010G224280
OG0016080	ESY1_g8142_DN3_SP1_c0.t1	As010G224480
OG0016081	ESY1_g7836_DN3_SP2_c0.t1	As010G224980
OG0016082	ESY1_g7755_DN3_SP7_c0.t1	As010G225260
OG0016083	ESY11_g54849_DN3_SP8_c0.t1	As010G225320
OG0016084	ESY1_g12118_DN2_SP0_c0.t1	As010G226200
OG0016085	ESY4_g25165_DN3_SP0_c0.t1	As010G226850
OG0016086	ESY1_g6847_DN3_SP8_c0.t1	As010G226900
OG0016087	ESY1_g6778_DN3_SP7_c0.t1	As010G227020
OG0016088	ESY2_g33533_DN3_SP0_c0.t1	As010G227060
OG0016089	ESY1_g6783_DN3_SP3_c0.t1	As010G227080
OG0016090	ESY4_g25954_DN3_SP8_c0.t1	As010G227190
OG0016091	ESY5_g5343_DN3_SP0_c0.t1	As010G227480
OG0016092	ESY2_g34495_DN3_SP0_c0.t1	As010G228590
OG0016093	ESY19_g41932_DN3_SP1_c0.t1	As010G229120
OG0016094	ESY2_g34508_DN3_SP8_c0.t1	As010G229300
OG0016095	ESY2_g34488_DN3_SP3_c0.t1	As010G229620
OG0016096	ESY21_g55188_DN3_SP6_c0.t1	As010G229760
OG0016097	ESY2_g34433_DN3_SP8_c0.t1	As010G231290
OG0016098	ESY2_g34406_DN3_SP8_c0.t1	As010G231330
OG0016099	ESY3_g30079_DN3_SP7_c0.t1	As010G231500
OG0016100	ESY2_g34422_DN3_SP1_c0.t1	As010G231570
OG0016101	ESY2_g34396_DN2_SP0_c0.t1	As010G231710
OG0016103	ESY2_g34388_DN3_SP1_c0.t1	As010G231830
OG0016104	ESY2_g35354_DN3_SP0_c0.t1	As010G231870
OG0016105	ESY2_g35356_DN3_SP7_c0.t1	As010G232010
OG0016106	ESY2_g35374_DN3_SP1_c0.t1	As010G232200
OG0016107	ESY2_g35395_DN3_SP0_c0.t1	As010G232430
OG0016108	ESY2_g35396_DN3_SP0_c4.t1	As010G232440
OG0016109	ESY2_g35416_DN3_SP2_c0.t1	As010G232610
OG0016110	ESY2_g35417_DN3_SP0_c0.t1	As010G232620
OG0016111	ESY2_g35435_DN3_SP0_c0.t1	As010G232710
OG0016112	ESY2_g35470_DN3_SP1_c0.t1	As010G232890
OG0016113	ESY2_g35487_DN2_SP1_c44.t1	As010G233020
OG0016114	ESY2_g35498_DN3_SP7_c0.t1	As010G233070
OG0016115	ESY2_g35515_DN3_SP0_c0.t1	As010G233150
OG0016116	ESY2_g35525_DN3_SP0_c0.t1	As010G233200
OG0016117	ESY6_g49902_DN1_SP0_c0.t1	As010G233370
OG0016118	ESY2_g35586_DN3_SP2_c0.t1	As010G233570
OG0016119	ESY2_g35589_DN3_SP0_c0.t1	As010G233590
OG0016120	ESY2_g35609_DN3_SP8_c0.t1	As010G233740
OG0016121	ESY2_g35621_DN3_SP8_c0.t1	As010G233820
OG0016122	ESY2_g35641_DN3_SP0_c0.t1	As010G234020
OG0016123	ESY2_g35644_DN3_SP0_c0.t1	As010G234040
OG0016124	ESY2_g35659_DN3_SP0_c0.t1	As010G234150
OG0016125	ESY2_g35661_DN3_SP0_c0.t1	As010G234170
OG0016126	ESY2_g35665_DN3_SP0_c0.t1	As010G234220
OG0016127	ESY2_g35673_DN3_SP0_c0.t1	As010G234290
OG0016128	ESY2_g35680_DN3_SP7_c0.t1	As010G234340
OG0016129	ESY2_g35688_DN2_SP0_c0.t1, ESY2_g35686_DN2_SP0_c0.t1	As010G234390
OG0016130	ESY2_g35709_DN3_SP0_c7.t1	As010G234470
OG0016131	ESY2_g35710_DN3_SP3_c0.t1	As010G234480
OG0016132	ESY2_g35713_DN3_SP0_c0.t1	As010G234510
OG0016133	ESY2_g35715_DN3_SP4_c0.t1	As010G234530
OG0016134	ESY2_g35721_DN3_SP8_c0.t1	As010G234570
OG0016135	ESY2_g35726_DN3_SP8_c0.t1	As010G234600
OG0016136	ESY2_g35758_DN3_SP0_c0.t1	As010G234920
OG0016137	ESY2_g35039_DN2_SP6_c0.t1	As010G235300
OG0016138	ESY2_g35054_DN3_SP3_c0.t1	As010G235440
OG0016139	ESY2_g35057_DN3_SP0_c0.t1	As010G235470
OG0016140	ESY2_g35067_DN3_SP0_c0.t1	As010G235540
OG0016141	ESY2_g34590_DN3_SP2_c0.t1	As010G235760
OG0016142	ESY2_g34594_DN3_SP0_c0.t1	As010G235800
OG0016143	ESY2_g34616_DN3_SP8_c0.t1	As010G236030
OG0016144	ESY2_g34625_DN3_SP8_c0.t1	As010G236100
OG0016145	ESY2_g34642_DN3_SP1_c0.t1	As010G236230
OG0016146	ESY2_g34680_DN3_SP0_c0.t1	As010G236550
OG0016147	ESY2_g34693_DN3_SP0_c0.t1	As010G236650
OG0016148	ESY2_g34701_DN3_SP6_c0.t1	As010G236730
OG0016149	ESY2_g34708_DN3_SP0_c0.t1	As010G236830
OG0016150	ESY2_g34721_DN1_SP0_c0.t1	As010G236910
OG0016151	ESY16_g62341_DN3_SP0_c0.t1	As010G236960
OG0016152	ESY2_g34731_DN3_SP0_c0.t1	As010G237000
OG0016153	ESY2_g34733_DN3_SP3_c0.t1	As010G237020
OG0016154	ESY2_g34745_DN3_SP3_c0.t1	As010G237090
OG0016155	ESY2_g34746_DN3_SP0_c0.t1	As010G237100
OG0016156	ESY2_g34766_DN3_SP0_c0.t1	As010G237270
OG0016157	ESY2_g34771_DN3_SP0_c0.t1, ESY2_g34767_DN2_SP0_c0.t1	As010G237300
OG0016158	ESY2_g34782_DN3_SP2_c0.t1	As010G237350
OG0016159	ESY2_g34787_DN3_SP0_c0.t1	As010G237400
OG0016160	ESY2_g34821_DN3_SP8_c0.t1	As010G237640
OG0016161	ESY2_g36076_DN3_SP0_c0.t1	As010G237840
OG0016162	ESY2_g33340_DN3_SP0_c0.t1	As010G237870
OG0016163	ESY2_g36063_DN3_SP5_c0.t1	As010G237940
OG0016164	ESY4_g22220_DN3_SP5_c0.t1	As010G237960
OG0016165	ESY2_g36043_DN3_SP8_c0.t1	As010G238130
OG0016166	ESY2_g36041_DN3_SP6_c0.t1	As010G238150
OG0016167	ESY2_g36035_DN3_SP2_c0.t1	As010G238180
OG0016168	ESY2_g36005_DN3_SP0_c0.t1	As010G238290
OG0016169	ESY2_g35976_DN3_SP3_c0.t1	As010G238500
OG0016170	ESY2_g35967_DN3_SP0_c0.t1	As010G238550
OG0016171	ESY2_g35955_DN3_SP8_c0.t1	As010G238640
OG0016172	ESY2_g35951_DN3_SP5_c0.t1	As010G238670
OG0016173	ESY2_g35013_DN3_SP5_c0.t1	As010G238760
OG0016174	ESY2_g34993_DN3_SP0_c0.t1	As010G238850
OG0016175	ESY2_g34989_DN3_SP2_c0.t1	As010G238890
OG0016176	ESY2_g34988_DN2_SP0_c12.t1	As010G238900
OG0016178	ESY2_g34980_DN3_SP0_c0.t1	As010G238990
OG0016179	ESY2_g34957_DN3_SP3_c0.t1	As010G239200
OG0016180	ESY2_g34956_DN3_SP8_c0.t1	As010G239210
OG0016181	ESY2_g34951_DN1_SP0_c0.t1	As010G239240
OG0016182	ESY2_g34916_DN3_SP7_c0.t1	As010G239460
OG0016183	ESY2_g34903_DN3_SP0_c0.t1	As010G239540
OG0016184	ESY2_g34880_DN1_SP0_c0.t1	As010G239770
OG0016185	ESY2_g34864_DN3_SP0_c0.t1	As010G239950
OG0016186	ESY2_g35927_DN3_SP0_c0.t1	As010G240230
OG0016187	ESY2_g35923_DN3_SP6_c14.t1	As010G240270
OG0016188	ESY2_g35920_DN3_SP1_c0.t1	As010G240310
OG0016189	ESY2_g35895_DN3_SP0_c0.t1	As010G240540
OG0016190	ESY2_g35890_DN3_SP4_c0.t1	As010G240570
OG0016191	ESY2_g35887_DN3_SP8_c0.t1	As010G240600
OG0016192	ESY2_g35885_DN3_SP2_c0.t1	As010G240620
OG0016194	ESY2_g35874_DN3_SP0_c0.t1	As010G240820
OG0016195	ESY2_g35841_DN3_SP8_c7.t1	As010G241080
OG0016196	ESY2_g35823_DN3_SP8_c9.t1	As010G241240
OG0016197	ESY2_g35820_DN3_SP0_c0.t1	As010G241260
OG0016198	ESY2_g35818_DN3_SP7_c0.t1	As010G241280
OG0016199	ESY2_g36154_DN3_SP0_c0.t1	As010G242130
OG0016200	ESY2_g36820_DN3_SP7_c0.t1	As010G242250
OG0016201	ESY2_g36819_DN3_SP2_c0.t1	As010G242260
OG0016202	ESY2_g36812_DN3_SP0_c0.t1	As010G242290
OG0016203	ESY2_g36805_DN3_SP5_c0.t1	As010G242350
OG0016204	ESY2_g36755_DN2_SP1_c0.t1	As010G242640, As010G242630
OG0016205	ESY2_g36682_DN3_SP8_c0.t1	As010G242970
OG0016206	ESY2_g36655_DN3_SP4_c0.t1	As010G243150
OG0016207	ESY2_g36644_DN3_SP0_c8.t1	As010G243250
OG0016208	ESY2_g36537_DN3_SP0_c0.t1	As010G244050
OG0016209	ESY2_g36536_DN3_SP0_c0.t1	As010G244060
OG0016210	ESY2_g36523_DN3_SP7_c0.t1	As010G244170
OG0016211	ESY2_g36520_DN1_SP0_c0.t1	As010G244200
OG0016212	ESY2_g36515_DN3_SP4_c0.t1	As010G244240
