Orthogroup	Aethionema_saxatile	Cardamine_hirsuta
OG0014180	As010G233270	CARHR063510
OG0014181	As010G233520	CARHR063810
OG0014182	As010G233580	CARHR063870
OG0014183	As010G234030	CARHR064400
OG0014184	As010G234120	CARHR064510
OG0014185	As010G234200	CARHR064600
OG0014186	As010G234270	CARHR291260
OG0014187	As010G234310	CARHR291210
OG0014188	As010G234500	CARHR291070
OG0014189	As010G234660	CARHR289070
OG0014190	As010G234670	CARHR290930
OG0014191	As010G234830	CARHR064800
OG0014192	As010G234840	CARHR064810
OG0014193	As010G235250	CARHR071650
OG0014194	As010G235700	CARHR071240
OG0014195	As010G235750	CARHR071190
OG0014197	As010G236170	CARHR070800
OG0014198	As010G236210	CARHR070730
OG0014199	As010G236330	CARHR158720, CARHR070590
OG0014200	As010G236400	CARHR070560
OG0014201	As010G236510	CARHR070460
OG0014202	As010G236710	CARHR070280
OG0014203	As010G236900	CARHR070120
OG0014204	As010G237150	CARHR069900
OG0014205	As010G237430	CARHR069620
OG0014206	As010G237450	CARHR069590
OG0014207	As010G237480	CARHR069570
OG0014208	As010G237620	CARHR069420
OG0014209	As010G237720, As010G237730	CARHR069190
OG0014210	As010G237950	CARHR068950
OG0014211	As010G238240	CARHR068670
OG0014212	As010G238250	CARHR068660
OG0014213	As010G238460	CARHR068460
OG0014214	As010G238490	CARHR068420
OG0014215	As010G238660	CARHR068220
OG0014216	As010G238750	CARHR068090
OG0014217	As010G238840	CARHR067980
OG0014218	As010G239070	CARHR067720
OG0014219	As010G239120	CARHR067670
OG0014220	As010G239190	CARHR067600
OG0014221	As010G239250	CARHR067500
OG0014222	As010G239310	CARHR067310
OG0014223	As010G239370	CARHR067280
OG0014224	As010G239500	CARHR067110
OG0014225	As010G239550	CARHR067070
OG0014226	As010G239640	CARHR066980
OG0014227	As010G239680	CARHR066950
OG0014228	As010G239710	CARHR066910
OG0014229	As010G239780	CARHR066840
OG0014230	As010G239840	CARHR066780
OG0014231	As010G240170	CARHR066500
OG0014232	As010G240460	CARHR066250
OG0014233	As010G240520	CARHR066180
OG0014237	As010G241110	CARHR065560
OG0014238	As010G241140	CARHR018030
OG0014239	As010G241290	CARHR065420
OG0014240	As010G241300	CARHR065400
OG0014241	As010G241360	CARHR065310
OG0014242	As010G241540	CARHR065120
OG0014243	As010G242280	CARHR072530
OG0014244	As010G242370	CARHR072660
OG0014245	As010G242460	CARHR072750
OG0014246	As010G242520	CARHR072800
OG0014247	As010G242700	CARHR072990, CARHR072970
OG0014248	As010G242730	CARHR073010
OG0014249	As010G242740	CARHR073020
OG0014250	As010G242820	CARHR073100
OG0014251	As010G242840	CARHR073120
OG0014252	As010G243300	CARHR073610
OG0014253	As010G243500	CARHR073870
OG0014254	As010G243810	CARHR074840
OG0014255	As010G243820	CARHR074120
OG0014256	As010G243870	CARHR074170
OG0014257	As010G243880	CARHR074180
OG0014258	As010G243930	CARHR074200
OG0014259	As010G244260	CARHR074470
OG0014260	As010G244320	CARHR074520
OG0014261	As010G244350	CARHR074570
OG0014262	As010G244400	CARHR074600
OG0014263	As010G244520	CARHR104860, CARHR074710
OG0014264	As010G244540	CARHR049030
OG0014265	As011G244620	CARHR087190
OG0014266	As011G244770	CARHR087460
OG0014267	As011G245060	CARHR087810
OG0014268	As011G245830	CARHR088650
OG0014269	As011G245850	CARHR088670
OG0014270	As011G246030	CARHR266250
OG0014271	As011G246090	CARHR088900
OG0014272	As011G246100	CARHR088910
OG0014273	As011G246150	CARHR088950
OG0014274	As011G246740	CARHR089550
OG0014275	As011G247010	CARHR089820
OG0014276	As011G247030	CARHR089840
OG0014277	As011G247070	CARHR089870
OG0014278	As011G247260	CARHR090130
OG0014279	As011G247390	CARHR090270
OG0014280	As011G247780	CARHR091030, CARHR090670
OG0014281	As011G247810	CARHR090710, CARHR292070
OG0014282	As011G248110	CARHR292930
OG0014283	As011G248170	CARHR288440
OG0014284	As011G248250	CARHR091230
OG0014285	As011G248270	CARHR091250
OG0014286	As011G248530	CARHR091560
OG0014287	As011G248810	CARHR091760
OG0014288	As011G249010	CARHR092060
OG0014289	As011G249160	CARHR092240
OG0014290	As011G249310	CARHR092440
OG0014291	As011G249390	CARHR092520
OG0014292	As011G249690	CARHR092960
OG0014293	As011G249720	CARHR093000
OG0014294	As011G249890	CARHR093180
OG0014295	As011G250090	CARHR093360
OG0014296	As011G250310	CARHR093570
OG0014297	As011G250510	CARHR121370
OG0014298	As011G250580	CARHR093870
OG0014299	As011G250790	CARHR094090
OG0014300	As011G250890	CARHR094180
OG0014301	As011G251000	CARHR094320
OG0014303	As011G251290	CARHR094610
OG0014304	As011G251300	CARHR094620
OG0014305	As011G251310	CARHR094630
OG0014306	As011G251430, As012G272630	CARHR039850
OG0014307	As011G251500	CARHR094880
OG0014308	As011G251560	CARHR094900
OG0014309	As011G251670, As012G272520	CARHR039980
OG0014310	As011G251870	CARHR095300
OG0014311	As011G251960	CARHR095390
OG0014312	As011G251990	CARHR095420
OG0014313	As011G252530	CARHR095880
OG0014314	As011G252540	CARHR095900
OG0014315	As011G252650	CARHR096100
OG0014316	As011G252760	CARHR096250
OG0014317	As011G252790	CARHR096260
OG0014318	As011G252810	CARHR096280
OG0014319	As011G253030	CARHR096610
OG0014320	As011G253090	CARHR096700
OG0014321	As011G253100	CARHR096730
OG0014322	As011G253120	CARHR096750
OG0014323	As011G253430	CARHR097440
OG0014324	As011G253560	CARHR097310
OG0014325	As011G253580	CARHR097270
OG0014326	As011G253640	CARHR097200
OG0014327	As011G253660	CARHR097190
OG0014328	As011G253780	CARHR097620
OG0014329	As011G253990	CARHR097830
OG0014330	As011G254550	CARHR098480
OG0014331	As011G254770	CARHR192900
OG0014332	As011G254790	CARHR098740
OG0014333	As011G254940	CARHR098930
OG0014334	As011G255360	CARHR099370
OG0014335	As011G255450	CARHR099490
OG0014336	As011G255470	CARHR099510
OG0014337	As011G255650	CARHR099680
OG0014338	As011G255740	CARHR219970
OG0014339	As011G256210, As011G256220	CARHR100180
OG0014340	As011G256380	CARHR100430
OG0014341	As011G256480	CARHR100520
OG0014342	As011G256500	CARHR100530
OG0014343	As011G256510	CARHR100540
OG0014344	As011G256810	CARHR100960
OG0014345	As011G256930	CARHR101120
OG0014346	As011G257740	CARHR101570
OG0014347	As011G257750	CARHR101590
OG0014348	As011G258100	CARHR101700
OG0014349	As011G258780	CARHR102750
OG0014350	As011G258790	CARHR102690
OG0014351	As011G258880	CARHR102500
OG0014352	As011G259220	CARHR104840
OG0014353	As011G260760	CARHR108780
OG0014354	As011G260990	CARHR084080
OG0014355	As011G261150	CARHR103830
OG0014356	As011G261300	CARHR103720
OG0014357	As011G261310	CARHR103710
OG0014358	As011G261430	CARHR103580
OG0014359	As011G261500	CARHR103520
OG0014360	As011G261560	CARHR103380
OG0014361	As011G261670	CARHR103100
OG0014362	As011G261790	CARHR105080
OG0014363	As011G261840	CARHR105850
OG0014364	As011G261870	CARHR104890
OG0014365	As011G262050	CARHR104680
OG0014366	As011G262170	CARHR105360
OG0014367	As011G262210	CARHR105290
OG0014368	As011G262330	CARHR286340
OG0014369	As011G262340	CARHR286390
OG0014370	As011G262390	CARHR160310, CARHR241410
OG0014371	As011G262400	CARHR284790
OG0014372	As011G262460	CARHR210470
OG0014373	As011G262570	CARHR105450
OG0014374	As011G262660	CARHR007750
OG0014375	As011G262940	CARHR106180
OG0014376	As011G262990	CARHR106220
OG0014377	As011G263040	CARHR106280
OG0014378	As011G263350	CARHR106640
OG0014379	As011G263450	CARHR292370
OG0014380	As011G263560	CARHR106950
OG0014381	As011G263770	CARHR033820
OG0014382	As011G263860	CARHR107340
OG0014383	As011G264380	CARHR107530
OG0014384	As011G264520	CARHR107730
OG0014385	As011G264700	CARHR107990
OG0014386	As011G265310	CARHR109010
OG0014387	As011G265540	CARHR109290
OG0014388	As011G265550	CARHR109300
OG0014389	As011G265670	CARHR109460
OG0014390	As011G265700	CARHR109480
OG0014391	As011G265710	CARHR109490
OG0014392	As011G265990	CARHR109740
OG0014393	As011G266210	CARHR104760
OG0014394	As011G266320	CARHR110060
OG0014395	As011G266620	CARHR110420
OG0014396	As011G266670	CARHR110520
OG0014397	As011G266890	CARHR110730
OG0014398	As011G267190	CARHR111060
OG0014399	As011G267260	CARHR111170
OG0014400	As011G267370	CARHR111330
OG0014401	As011G267500	CARHR111450
OG0014402	As011G267530	CARHR111420
OG0014403	As012G267690	CARHR046020
OG0014404	As012G267740	CARHR045980
OG0014405	As012G268050	CARHR045520
OG0014406	As012G268070	CARHR045510
OG0014407	As012G268440	CARHR045150
OG0014408	As012G268600	CARHR045040
OG0014409	As012G268630	CARHR045010
OG0014410	As012G268670	CARHR173600
OG0014411	As012G268780	CARHR044900
OG0014412	As012G269440	CARHR044080
OG0014413	As012G269480	CARHR044010
OG0014414	As012G269640	CARHR043850
OG0014415	As012G269840	CARHR043510
OG0014416	As012G270260, As012G270320	CARHR043060
OG0014417	As012G270340, As012G270390	CARHR043040
OG0014418	As012G270480	CARHR042860
OG0014419	As012G270640	CARHR042630
OG0014420	As012G270650	CARHR042610
OG0014421	As012G270660	CARHR042600
OG0014422	As012G270730	CARHR042460
OG0014423	As012G270910	CARHR042290
OG0014424	As012G271270	CARHR041940
OG0014425	As012G271340	CARHR041890
OG0014426	As012G271480	CARHR041700
OG0014427	As012G271590	CARHR040930
OG0014428	As012G271700	CARHR041100
OG0014429	As012G271820	CARHR041420
OG0014430	As012G272040	CARHR060740
OG0014431	As012G272060	CARHR040640
OG0014432	As012G272090	CARHR040550
OG0014433	As012G272180	CARHR040450
OG0014434	As012G272330	CARHR040300
OG0014435	As012G272360	CARHR040200
OG0014436	As012G272610	CARHR039880
OG0014437	As012G272680	CARHR039770
OG0014438	As012G272790	CARHR039610
OG0014439	As012G272820	CARHR094500
OG0014440	As012G272940	CARHR039410
OG0014441	As012G272960	CARHR039390
OG0014442	As012G273210	CARHR039110
OG0014443	As012G273260	CARHR039080
OG0014444	As012G273390	CARHR038900
OG0014445	As012G273450	CARHR039170, CARHR057290
OG0014446	As012G273650	CARHR038160
OG0014447	As012G273830	CARHR037970
OG0014448	As012G273910	CARHR037890
OG0014449	As012G274230	CARHR222640
OG0014450	As012G274370	CARHR222450
OG0014451	As012G277900, As012G274400	CARHR164150
OG0014452	As012G274430	CARHR222420
OG0014453	As012G274550	CARHR290620
OG0014454	As012G274640	CARHR290450
OG0014455	As012G274710	CARHR290330
OG0014456	As012G275090	CARHR128810, CARHR128800
OG0014457	As012G275110	CARHR128790
OG0014458	As012G275250	CARHR128680
OG0014459	As012G275490	CARHR161570
OG0014460	As012G275530	CARHR161650
OG0014461	As012G275770	CARHR153970
OG0014462	As012G275780	CARHR161970
OG0014463	As012G275790	CARHR161980
OG0014464	As012G275800	CARHR162000
OG0014465	As012G275900	CARHR162050
OG0014466	As012G275960	CARHR162210
OG0014467	As012G276070	CARHR162320
OG0014468	As012G276200	CARHR162480
OG0014469	As012G276210	CARHR162580
OG0014470	As012G276840	CARHR060680
OG0014471	As012G276970	CARHR163210
OG0014472	As012G277110	CARHR163310
OG0014473	As012G277720	CARHR163780
OG0014474	As012G278180	CARHR163980
OG0014475	As012G278600	CARHR161500
OG0014476	As012G278810	CARHR198480
OG0014477	As012G278870	CARHR161410
OG0014478	As012G278900	CARHR161390
OG0014479	As012G279510	CARHR161170
OG0014480	As012G280110	CARHR164360
OG0014481	As012G280250	CARHR164410
OG0014482	As012G280870	CARHR164830
OG0014483	As012G281500	CARHR165170
OG0014484	As012G281610	CARHR165260
OG0014485	As012G281620	CARHR165270
OG0014486	As012G281730	CARHR165350
OG0014487	As012G282010	CARHR165590
OG0014488	As012G282660	CARHR166320
OG0014489	As012G282700	CARHR166360
OG0014490	As012G282780	CARHR135660
OG0014491	As012G282970	CARHR166640, CARHR166620
OG0014492	As012G283170	CARHR166860
OG0014493	As012G283230	CARHR159450, CARHR166930
OG0014494	As012G283250	CARHR166970
OG0014495	As012G283690, As012G283730	CARHR167360
OG0014496	As012G284320	CARHR168210
OG0014497	As012G284520	CARHR168440
OG0014498	As012G284560	CARHR168520
OG0014499	As012G284750	CARHR168870
OG0014500	As012G284880	CARHR169010, CARHR218790
OG0014501	As012G285220	CARHR169520
OG0014502	As012G285240	CARHR169540
OG0014503	As012G285250	CARHR169550
OG0014504	As012G285430	CARHR169780
OG0014505	As012G285450	CARHR169800, CARHR169810
OG0014506	As012G285860	CARHR170210
OG0014507	As012G285900	CARHR170240
OG0014508	As012G286000	CARHR170390
OG0014509	As012G286230	CARHR170620
OG0014510	As012G286300	CARHR170710
OG0014511	As012G286620	CARHR166810
OG0014512	As012G286740	CARHR171010
OG0014513	As012G286800	CARHR171080
OG0014514	As012G286980, As012G287000	CARHR171250
OG0014515	As012G287090	CARHR171390
OG0014516	As012G287520	CARHR171860
OG0014517	As012G287690	CARHR171990
OG0014518	As012G287810	CARHR172130
OG0014520	As012G287970	CARHR172340
OG0014521	As012G287980	CARHR172350
OG0014522	As012G287990	CARHR172360
OG0014523	As012G288090	CARHR172470
OG0014524	As012G288360	CARHR172790
OG0014525	As012G288530	CARHR173140
OG0014526	As012G289020	CARHR173460
OG0014527	As012G289030	CARHR173470
OG0014528	As012G289190	CARHR291670
OG0014529	As012G289290	CARHR291580
OG0014530	As012G289320	CARHR291560
OG0014531	As012G289440	CARHR291470
OG0014532	As012G289450	CARHR291460
OG0014533	As012G289500	CARHR291420
OG0014637	As001G000280	CARHR236120
OG0014638	As001G000430	CARHR109360
OG0014639	As001G000490	CARHR236350
OG0014640	As001G000510	CARHR236380
OG0014641	As001G000560	CARHR236430
OG0014643	As001G000670	CARHR236530
OG0014644	As001G000810	CARHR070660
OG0014645	As001G000830	CARHR236700
OG0014646	As001G000840	CARHR236710
OG0014647	As001G000900	CARHR236820
OG0014648	As001G000980	CARHR236880
OG0014649	As001G001010	CARHR236900
OG0014650	As001G001150	CARHR237110
OG0014651	As001G001160	CARHR237120
OG0014652	As001G001250	CARHR237260
OG0014653	As001G001350	CARHR237320
OG0014654	As001G001390	CARHR237370
OG0014655	As001G001400	CARHR237420
OG0014656	As001G001530	CARHR071080
OG0014657	As001G001550	CARHR237620
OG0014658	As001G001630, As001G001590	CARHR237600
OG0014659	As001G001700	CARHR237710
OG0014660	As001G001710	CARHR237720
OG0014661	As001G002320	CARHR238220
OG0014662	As001G002960	CARHR238690
OG0014663	As001G002990	CARHR238720
OG0014664	As007G178450, As007G178500	CARHR118110
OG0014665	As001G003050	CARHR238800
OG0014666	As001G003100	CARHR293950
OG0014667	As001G003340	CARHR239020
OG0014668	As001G003420	CARHR239100
OG0014669	As001G003460	CARHR239130
OG0014670	As001G003670	CARHR239270
OG0014671	As001G003700	CARHR239300
OG0014672	As001G003910	CARHR008640
OG0014673	As001G003920	CARHR239480
OG0014674	As001G004060	CARHR239690
OG0014675	As001G004100	CARHR239720
OG0014676	As001G004110	CARHR239730
OG0014677	As001G004270	CARHR239820
OG0014678	As001G004290	CARHR239830
OG0014679	As001G004520	CARHR239960
OG0014680	As001G004830	CARHR240240
OG0014681	As001G004870	CARHR240260
OG0014682	As001G004960	CARHR240340
OG0014683	As001G005090	CARHR115680
OG0014684	As001G005340	CARHR240600
OG0014685	As001G005800	CARHR240900
OG0014686	As001G006080	CARHR240800
OG0014687	As001G006240	CARHR240780
OG0014689	As001G009970	CARHR242550
OG0014690	As001G010050	CARHR241570
OG0014691	As001G010380	CARHR241610
OG0014692	As001G010460	CARHR241620
OG0014693	As001G010510	CARHR241640
OG0014695	As001G012190	CARHR241830
OG0014696	As001G012730	CARHR242490
OG0014697	As001G013580	CARHR242710
OG0014698	As001G013750	CARHR242130
OG0014699	As001G013810	CARHR242070
OG0014700	As001G013910	CARHR242410
OG0014701	As001G014070	CARHR242440
OG0014702	As001G014240	CARHR242870
OG0014703	As001G014330	CARHR242930
OG0014704	As011G263760	CARHR107220
OG0014705	As001G014940, As001G018320	CARHR110960
OG0014706	As001G015520	CARHR243570
OG0014707	As001G015610	CARHR243630
OG0014708	As001G015650	CARHR243670
OG0014709	As001G015790	CARHR030630
OG0014710	As001G015930	CARHR030840
OG0014711	As001G015990	CARHR030980
OG0014712	As001G016240	CARHR031080
OG0014713	As001G016250	CARHR031100
OG0014714	As001G016410	CARHR031250
OG0014715	As001G016420	CARHR031260
OG0014716	As001G016730	CARHR031590
OG0014717	As001G016770	CARHR031630
OG0014718	As001G016790	CARHR033090, CARHR031660
OG0014719	As001G016800	CARHR031680
OG0014720	As001G016900	CARHR031740
OG0014721	As001G017020	CARHR031950
OG0014722	As001G017040	CARHR031970
OG0014723	As001G017390	CARHR223580
OG0014724	As001G017410	CARHR223570
OG0014725	As001G017480	CARHR223460
OG0014726	As001G017520	CARHR223430
OG0014727	As001G017530	CARHR223420
OG0014728	As001G017550	CARHR223400
OG0014729	As001G017640	CARHR223230
OG0014730	As001G017860	CARHR223060
OG0014731	As001G018120	CARHR222780
OG0014732	As001G018300	CARHR222710
OG0014733	As001G018350	CARHR055560
OG0014734	As001G018510	CARHR055680
OG0014735	As001G018640	CARHR055910
OG0014736	As001G018810	CARHR060080
OG0014737	As001G018820	CARHR289670
OG0014738	As001G018850	CARHR289770
OG0014739	As001G019070	CARHR055120
OG0014740	As001G019150	CARHR054920
OG0014741	As001G019190	CARHR054810
OG0014742	As001G019580	CARHR053950
OG0014743	As001G020150	CARHR283790
OG0014744	As001G020320, As001G020330	CARHR131730
OG0014745	As001G020460	CARHR237630
OG0014746	As001G020650	CARHR052730
OG0014747	As001G020860	CARHR052560
OG0014748	As001G021170	CARHR051910
OG0014750	As001G021560	CARHR051460
OG0014751	As001G022030	CARHR050400
OG0014752	As001G022140	CARHR049950
OG0014753	As001G022210	CARHR143620
OG0014754	As001G022470	CARHR143870
OG0014755	As001G022490	CARHR143910
OG0014756	As001G022580	CARHR143980
OG0014757	As001G022720	CARHR144130
OG0014758	As001G022780	CARHR144210
OG0014759	As001G022800	CARHR144230
OG0014760	As001G022820	CARHR144250
OG0014761	As001G022860	CARHR144290
OG0014762	As001G022930	CARHR144370
OG0014763	As001G023000	CARHR144420
OG0014764	As001G023300	CARHR144730
OG0014765	As001G023660	CARHR145220
OG0014766	As001G023760	CARHR145320
OG0014767	As001G023770	CARHR145340, CARHR145330
OG0014768	As001G023860	CARHR213680
OG0014769	As001G024060	CARHR145770
OG0014770	As001G024080	CARHR145810
OG0014771	As001G024230	CARHR145970
OG0014772	As001G024280	CARHR145990
OG0014773	As001G024430	CARHR146240
OG0014774	As001G024790	CARHR146680
OG0014775	As001G024990	CARHR146940
OG0014776	As001G025010	CARHR146960
OG0014777	As001G025070	CARHR147040
OG0014778	As001G025090	CARHR147070
OG0014779	As001G025170	CARHR147140
OG0014780	As001G025470	CARHR147570
OG0014781	As001G025590	CARHR147740
OG0014782	As001G025640	CARHR147820
OG0014783	As001G025790	CARHR147990
OG0014784	As001G025850	CARHR148130
OG0014785	As001G025950	CARHR148270
OG0014786	As001G026000	CARHR148330
OG0014787	As001G026160	CARHR148530
OG0014788	As001G026400	CARHR148810
OG0014789	As001G026540	CARHR148960
OG0014790	As001G026670	CARHR149190
OG0014791	As001G026820	CARHR149610
OG0014792	As001G026830	CARHR149620
OG0014793	As001G027070	CARHR292490
OG0014794	As001G027230	CARHR151700
OG0014795	As001G027260	CARHR151760
OG0014796	As001G027770, As004G078300	CARHR263020
