Orthogroup	Aethionema_saxatile	Cardamine_hirsuta
OG0007500	As001G025930	CARHR148250
OG0007501	As001G026080	CARHR148400
OG0007502	As001G026090	CARHR148420
OG0007503	As001G026280	CARHR148660
OG0007504	As001G026630, As001G026650	CARHR149170
OG0007505	As001G027680	CARHR152330
OG0007506	As001G027720	CARHR153860
OG0007507	As001G027870	CARHR263170
OG0007508	As001G027900	CARHR153060
OG0007509	As001G028100	CARHR153430
OG0007510	As001G028260	CARHR059690
OG0007511	As001G028440	CARHR059440
OG0007512	As001G028570	CARHR058950
OG0007513	As001G029040	CARHR292300
OG0007514	As001G029070	CARHR058110
OG0007515	As001G029280	CARHR057580, CARHR119180
OG0007516	As001G029510	CARHR056980
OG0007517	As009G203740, As001G030150	CARHR195380
OG0007518	As001G030360	CARHR046330
OG0007519	As001G030410	CARHR044680
OG0007520	As001G030810	CARHR046800
OG0007521	As001G030970	CARHR047000
OG0007522	As001G031230	CARHR047690
OG0007523	As001G031450	CARHR048160
OG0007524	As003G064110, As001G031470	CARHR048180
OG0007525	As001G031600	CARHR048410
OG0007526	As001G031670	CARHR048630
OG0007527	As001G032080	CARHR049430
OG0007528	As001G032120	CARHR049530
OG0007529	As001G032210	CARHR049790
OG0007530	As002G032330	CARHR087150
OG0007531	As002G032350	CARHR087130
OG0007532	As002G032360	CARHR087120
OG0007533	As002G032460, As002G039160	CARHR087000, CARHR151150
OG0007534	As002G032470	CARHR235720
OG0007535	As002G032510	CARHR233270
OG0007536	As002G032610	CARHR233460
OG0007537	As002G032670	CARHR233550
OG0007538	As002G033640	CARHR135940
OG0007540	As002G033740	CARHR135820
OG0007541	As002G034000	CARHR083510
OG0007542	As002G034010	CARHR083520
OG0007543	As002G034070	CARHR083570
OG0007544	As002G034350	CARHR083910
OG0007545	As002G034380	CARHR083970
OG0007546	As002G034700	CARHR084170
OG0007547	As002G034850	CARHR084280
OG0007548	As002G035160, As002G035170	CARHR209570
OG0007549	As002G035190	CARHR084520
OG0007550	As002G035290	CARHR084600
OG0007551	As002G035580	CARHR084830
OG0007552	As002G035940, As002G035880	CARHR085030
OG0007553	As002G035980	CARHR208690
OG0007554	As002G036350	CARHR085340
OG0007555	As002G036990	CARHR085770
OG0007556	As002G037160	CARHR085840
OG0007557	As002G037210	CARHR085960
OG0007558	As002G037380	CARHR086080
OG0007559	As002G037460	CARHR086170
OG0007560	As002G037530	CARHR086240
OG0007561	As002G037550	CARHR086280
OG0007562	As002G037620	CARHR086350
OG0007563	As002G037770	CARHR235780
OG0007564	As002G037980	CARHR086490
OG0007565	As002G038000	CARHR086500
OG0007566	As002G038170	CARHR086540
OG0007567	As002G038870	CARHR086840
OG0007568	As002G038890	CARHR086860
OG0007569	As002G039630	CARHR167420, CARHR186750
OG0007570	As002G040500	CARHR258840
OG0007571	As002G041280, As002G041250, As002G041300, As002G041320, As004G089330	CARHR174600
OG0007572	As002G041540, As003G065590	CARHR037030
OG0007573	As002G042350	CARHR257660
OG0007574	As002G042420	CARHR257570
OG0007575	As002G042580	CARHR232420, CARHR257460
OG0007576	As002G042650	CARHR257410
OG0007577	As002G042750	CARHR241420
OG0007578	As002G044270	CARHR265430
OG0007579	As002G044710	CARHR266390
OG0007580	As002G044760	CARHR266300
OG0007581	As002G044880	CARHR266160
OG0007582	As002G044950	CARHR266080
OG0007583	As002G044990	CARHR287010
OG0007584	As002G045050	CARHR266480
OG0007585	As002G045160	CARHR266540
OG0007586	As002G045510	CARHR267320
OG0007587	As002G045650	CARHR267090
OG0007588	As002G046150	CARHR267670
OG0007589	As002G046360	CARHR267870
OG0007590	As002G046700	CARHR268270
OG0007591	As002G047370	CARHR268900
OG0007592	As002G047630, As006G134350	CARHR269240
OG0007593	As002G047840	CARHR269470
OG0007594	As002G047940	CARHR269590
OG0007595	As002G048210, As008G185900	CARHR011860
OG0007596	As002G048580	CARHR270640
OG0007597	As002G048660	CARHR270750
OG0007598	As002G048710	CARHR270780
OG0007599	As002G048760	CARHR270830
OG0007600	As002G049080	CARHR271170
OG0007601	As002G049130	CARHR271220
OG0007602	As002G049330	CARHR271420
OG0007603	As002G049470	CARHR271550
OG0007604	As002G049960	CARHR271970
OG0007605	As002G050100	CARHR186070
OG0007606	As002G050240	CARHR200040
OG0007607	As007G162250, As002G050510	CARHR200320
OG0007608	As002G050580	CARHR200390
OG0007609	As002G050630	CARHR200430
OG0007610	As002G050750	CARHR200540
OG0007611	As002G050880	CARHR200720
OG0007612	As002G050980	CARHR200830
OG0007613	As002G051150	CARHR201000
OG0007614	As002G051200	CARHR201090
OG0007615	As002G051310	CARHR201220
OG0007616	As002G051480	CARHR201400
OG0007617	As002G051800	CARHR201740
OG0007618	As002G051820	CARHR201770
OG0007619	As002G052020	CARHR202090, CARHR202030, CARHR202020, CARHR202100
OG0007620	As002G052200	CARHR202280
OG0007621	As002G052610	CARHR202690
OG0007622	As002G054000	CARHR204140
OG0007623	As002G054180	CARHR204350
OG0007624	As002G054260	CARHR204440
OG0007625	As002G054330	CARHR204510
OG0007626	As002G054700	CARHR205010
OG0007627	As002G054730	CARHR205050
OG0007628	As002G054930	CARHR205290
OG0007629	As002G055450	CARHR205850
OG0007630	As002G055510	CARHR205900
OG0007632	As003G056210	CARHR224560
OG0007633	As003G056350	CARHR224690
OG0007634	As003G056410	CARHR224790
OG0007635	As003G056470	CARHR224840
OG0007636	As003G056830	CARHR225240
OG0007637	As003G057290	CARHR253330
OG0007638	As003G057330	CARHR225770
OG0007639	As003G057410	CARHR225880
OG0007640	As003G057600	CARHR226030
OG0007641	As003G057780	CARHR226220
OG0007642	As003G058150	CARHR226750
OG0007643	As003G058280	CARHR226890
OG0007644	As003G058290	CARHR275930
OG0007645	As003G058640	CARHR227280
OG0007646	As003G058900	CARHR227500
OG0007647	As004G086180, As003G059420	CARHR252390
OG0007648	As003G059450	CARHR228100
OG0007649	As003G059710	CARHR228400
OG0007650	As003G060110	CARHR228890
OG0007651	As003G060230	CARHR228960
OG0007652	As003G060310	CARHR229140
OG0007653	As003G060380	CARHR229230
OG0007654	As003G060510	CARHR229430
OG0007655	As003G060590	CARHR229500
OG0007656	As003G060680, As004G085030	CARHR229660
OG0007657	As003G060890	CARHR229920
OG0007658	As003G061000	CARHR230090
OG0007659	As003G061020	CARHR230120
OG0007660	As003G061680	CARHR230980
OG0007661	As003G061830	CARHR231120
OG0007662	As003G062020	CARHR231360
OG0007663	As003G062600, As004G083690	CARHR032600
OG0007664	As003G062640	CARHR032640, CARHR054090, CARHR054100
OG0007665	As003G062770	CARHR032830, CARHR032840
OG0007666	As003G063120	CARHR033380
OG0007667	As003G063470	CARHR033930
OG0007668	As003G064170	CARHR034970
OG0007669	As003G064450	CARHR036060
OG0007670	As003G065430	CARHR037300
OG0007671	As003G065880	CARHR036810
OG0007672	As003G066810	CARHR037350
OG0007673	As003G067020, As008G191680	CARHR082330
OG0007674	As003G068540	CARHR027570
OG0007675	As003G068870	CARHR027790
OG0007676	As003G068950, As006G121750, As011G266980	CARHR116740
OG0007677	As003G069090	CARHR027930
OG0007678	As003G069190	CARHR028000
OG0007679	As003G069840	CARHR028530
OG0007680	As003G070710	CARHR029250
OG0007681	As003G070870	CARHR029750
OG0007682	As003G071260, As012G274930	CARHR030160
OG0007684	As003G071350	CARHR030240
OG0007685	As003G071760	CARHR243860
OG0007686	As003G071850, As010G236490	CARHR040510
OG0007687	As003G072110	CARHR244170
OG0007688	As003G072240	CARHR244340
OG0007689	As003G072290	CARHR244370
OG0007690	As003G072520	CARHR244660
OG0007691	As003G072710	CARHR289500
OG0007692	As003G072730, As003G072750	CARHR244870
OG0007693	As003G072960	CARHR245120
OG0007694	As003G073210	CARHR245380
OG0007695	As007G179490, As003G073250	CARHR293090
OG0007696	As003G073340	CARHR245510
OG0007697	As003G073830	CARHR245930
OG0007698	As003G073980	CARHR246060
OG0007699	As003G074030	CARHR246120
OG0007700	As003G074040	CARHR246130
OG0007701	As003G074180	CARHR246260
OG0007702	As003G074430	CARHR246470
OG0007703	As003G074580	CARHR246540, CARHR246530
OG0007704	As003G074820	CARHR246820
OG0007705	As003G074990	CARHR247000
OG0007706	As003G075150	CARHR247210
OG0007707	As003G076310, As007G182140	CARHR294250
OG0007708	As004G076700	CARHR217470
OG0007709	As004G077200	CARHR215480
OG0007710	As004G078010	CARHR263720
OG0007711	As004G078720	CARHR129140
OG0007712	As004G078790	CARHR129220
OG0007713	As004G078900	CARHR129300
OG0007714	As004G078920	CARHR010270
OG0007715	As004G078940	CARHR030700
OG0007716	As004G079590	CARHR195050
OG0007717	As004G079720	CARHR129420
OG0007718	As004G079760	CARHR129380
OG0007719	As004G080100	CARHR260570
OG0007720	As004G080430	CARHR259970
OG0007721	As004G080950	CARHR259500
OG0007722	As004G080990	CARHR029470
OG0007723	As004G081130	CARHR128270
OG0007724	As004G081250	CARHR128130
OG0007725	As004G081340	CARHR128010
OG0007726	As004G081410	CARHR127950
OG0007727	As004G081420	CARHR127940
OG0007728	As004G081720	CARHR127560
OG0007729	As004G081790	CARHR127500
OG0007730	As004G082240	CARHR181270
OG0007731	As004G083650	CARHR256290
OG0007732	As004G084180	CARHR255570
OG0007733	As004G084400	CARHR255340
OG0007734	As004G084650	CARHR254710
OG0007735	As004G085160	CARHR253790
OG0007736	As004G085390	CARHR253540
OG0007737	As004G085640	CARHR253060
OG0007738	As004G085990	CARHR252590
OG0007740	As004G086080	CARHR252520
OG0007741	As004G087040	CARHR178240
OG0007742	As004G087600	CARHR177470
OG0007743	As004G087870	CARHR176710
OG0007744	As004G088070	CARHR176440
OG0007745	As004G088360	CARHR055660, CARHR176070
OG0007746	As004G088470	CARHR175960
OG0007747	As004G088590	CARHR175850
OG0007748	As004G088700	CARHR175570
OG0007749	As004G088750	CARHR175520
OG0007750	As004G088970	CARHR175050
OG0007751	As009G214560, As004G089000	CARHR208770
OG0007752	As004G089070	CARHR174990
OG0007753	As004G089120	CARHR174850
OG0007754	As004G089510	CARHR174540
OG0007755	As004G091350, As004G091390	CARHR290530
OG0007756	As004G092060	CARHR217790
OG0007757	As009G212100, As004G092180	CARHR216980
OG0007758	As004G092630	CARHR220550
OG0007760	As004G093780	CARHR100920
OG0007761	As004G094050	CARHR218940, CARHR258880
OG0007762	As004G094850	CARHR219740
OG0007763	As004G095370, As011G255340	CARHR220530
OG0007764	As004G096450, As011G253760	CARHR222140
OG0007765	As004G097770	CARHR213330
OG0007766	As004G098220	CARHR212770
OG0007767	As004G098420	CARHR212530
OG0007768	As004G098510	CARHR050820
OG0007769	As005G098880	CARHR143250
OG0007770	As005G099130, As005G099110, As005G099120	CARHR143110
OG0007771	As005G099200, As005G099190	CARHR143060
OG0007772	As005G099560	CARHR142740
OG0007773	As005G099660	CARHR142660
OG0007774	As005G099730	CARHR142600
OG0007775	As005G099750	CARHR142580
OG0007776	As005G100460	CARHR141890
OG0007777	As005G100520	CARHR141820
OG0007778	As005G100880	CARHR141490
OG0007779	As005G100990	CARHR141350
OG0007780	As005G101010	CARHR141330
OG0007781	As005G101040	CARHR141310
OG0007782	As005G101070	CARHR141290
OG0007783	As005G101080	CARHR141280
OG0007784	As005G101160	CARHR141190
OG0007785	As005G101390	CARHR140900
OG0007786	As005G101740	CARHR140590
OG0007787	As005G102300	CARHR140090
OG0007788	As005G102800	CARHR139600
OG0007789	As005G103080	CARHR139310
OG0007790	As005G103160	CARHR139210
OG0007791	As005G103300	CARHR139080
OG0007792	As005G104450	CARHR137960
OG0007793	As005G104780	CARHR137710
OG0007794	As005G105020	CARHR137050
OG0007795	As005G105180	CARHR137240
OG0007796	As005G106420, As006G142140	CARHR211950, CARHR083210
OG0007797	As005G106670	CARHR211740
OG0007798	As005G106860	CARHR211570
OG0007799	As005G106980	CARHR211410
OG0007800	As005G107100	CARHR211340
OG0007801	As005G107440	CARHR211020
OG0007802	As005G107540	CARHR210900
OG0007803	As005G107580	CARHR210830
OG0007804	As005G107590	CARHR210820
OG0007805	As005G107780	CARHR210610
OG0007806	As005G108810, As005G107820	CARHR209420
OG0007807	As005G108000	CARHR210250
OG0007808	As005G108770	CARHR209470
OG0007809	As005G108920	CARHR209320
OG0007810	As005G109140, As005G108940	CARHR209150
OG0007811	As005G109220	CARHR209080
OG0007812	As005G109340	CARHR209030
OG0007813	As005G109430	CARHR208980
OG0007814	As005G109910	CARHR193550
OG0007815	As005G109990	CARHR193220
OG0007817	As005G111960	CARHR192190
OG0007818	As005G112250	CARHR192070
OG0007819	As005G112500	CARHR191860
OG0007820	As008G198270, As005G112570	CARHR191820
OG0007821	As005G112620	CARHR191760
OG0007822	As005G112660	CARHR191730
OG0007823	As005G113030	CARHR191540
OG0007824	As005G113460	CARHR191080
OG0007825	As005G113670	CARHR190810
OG0007826	As005G113900	CARHR274470
OG0007827	As005G114010	CARHR274390
OG0007828	As005G114200	CARHR274190
OG0007829	As005G114470	CARHR273870
OG0007830	As005G114630	CARHR273630
OG0007831	As005G114930	CARHR273280
OG0007832	As005G115250	CARHR285470, CARHR285520, CARHR285440
OG0007833	As005G115820	CARHR285230
OG0007834	As005G115970	CARHR272790
OG0007835	As005G116020	CARHR276960
OG0007836	As005G116110	CARHR277020
OG0007837	As005G116120	CARHR277030
OG0007838	As005G116370	CARHR277330
OG0007839	As005G116540	CARHR270680
OG0007840	As005G116920	CARHR277900
OG0007841	As005G117000	CARHR277940
OG0007842	As005G117540	CARHR278510
OG0007843	As005G117680	CARHR278650
OG0007844	As005G117830	CARHR278810, CARHR203430
OG0007845	As005G117850	CARHR278830
OG0007846	As005G118320	CARHR279150
OG0007847	As005G118350	CARHR279200
OG0007849	As005G118720	CARHR279640
OG0007850	As005G118730	CARHR279650
OG0007851	As005G118830	CARHR279770
OG0007852	As005G119030	CARHR280000
OG0007853	As005G119260	CARHR280240
OG0007854	As005G119330, As010G221280	CARHR280310
OG0007855	As005G119420	CARHR280410
OG0007857	As005G120310	CARHR281280
OG0007858	As005G120510	CARHR160740
OG0007859	As005G120540	CARHR281420
OG0007860	As006G121250	CARHR248890
OG0007861	As006G121380	CARHR248740
OG0007862	As006G121780	CARHR249000
OG0007863	As006G122040	CARHR249260
OG0007864	As006G122090	CARHR249360
OG0007865	As006G122370	CARHR250230
OG0007866	As006G122570	CARHR250000
OG0007867	As006G122920	CARHR249540
OG0007868	As006G123080	CARHR250470
OG0007869	As006G123110	CARHR250500
OG0007870	As006G123140	CARHR250530
OG0007871	As006G123520	CARHR251020
OG0007872	As006G123570	CARHR251130, CARHR251120
OG0007873	As006G123810	CARHR251410
OG0007874	As006G123990	CARHR251660
OG0007875	As006G124350	CARHR179070
OG0007876	As006G124670	CARHR179520, CARHR179510
OG0007877	As006G125220	CARHR180420
OG0007878	As006G125270	CARHR127440
OG0007879	As006G125310, As008G196130	CARHR127400
OG0007880	As006G125650	CARHR126130
OG0007881	As006G125670	CARHR126090
OG0007882	As006G125690	CARHR126050
OG0007883	As006G126070	CARHR126920
OG0007884	As006G126120	CARHR126180
OG0007885	As008G194640, As006G126930	CARHR125510
OG0007886	As006G127420	CARHR124840, CARHR163730
OG0007887	As006G127530	CARHR124710
OG0007888	As006G127650	CARHR124530
OG0007890	As006G127730, As008G193570	CARHR006150
OG0007891	As006G127810	CARHR124340
OG0007892	As006G128030	CARHR123970
OG0007893	As006G128140	CARHR123720
OG0007894	As006G128170	CARHR123660
OG0007895	As006G128290	CARHR123530
OG0007896	As006G128450	CARHR006820
OG0007897	As006G128460	CARHR123370
OG0007898	As006G129430	CARHR121930
OG0007899	As006G129440	CARHR121900
OG0007900	As006G129790	CARHR121420
OG0007901	As006G129830	CARHR121360
OG0007902	As006G129940	CARHR121240
OG0007903	As006G130240	CARHR120590
OG0007904	As006G130560	CARHR119340
OG0007905	As006G131190	CARHR118880
OG0007906	As006G131510	CARHR206180, CARHR285910
OG0007907	As006G131650	CARHR118390
OG0007908	As006G131740	CARHR115080
OG0007909	As006G132380	CARHR235080
OG0007910	As006G132570	CARHR234770
OG0007911	As006G132860, As009G200510	CARHR198560
OG0007912	As006G133110	CARHR075400
OG0007913	As006G133400	CARHR199230
OG0007914	As006G133970	CARHR215800
OG0007915	As006G134170	CARHR234050
OG0007916	As006G134830	CARHR075840
OG0007917	As006G134870	CARHR075890
OG0007918	As006G134890, As009G201310	CARHR198040
OG0007919	As006G135130	CARHR076110
OG0007920	As006G135370	CARHR076340
OG0007921	As006G135670	CARHR076670
OG0007922	As006G135800	CARHR104140, CARHR076810
OG0007923	As006G135880	CARHR076900
OG0007924	As006G136110	CARHR077120
OG0007925	As009G203430, As006G136480	CARHR077460
OG0007926	As006G136880	CARHR077830
OG0007927	As006G137360	CARHR078220
OG0007928	As006G137900	CARHR078930
OG0007929	As006G137940	CARHR078980
OG0007930	As006G138110	CARHR079190
OG0007931	As006G138210	CARHR079410
OG0007932	As006G138340	CARHR079290
OG0007933	As009G206580, As006G138430	CARHR079500, CARHR079490
OG0007934	As006G138470	CARHR079540
OG0007935	As006G138630	CARHR079670
OG0007936	As006G138780	CARHR079910
OG0007937	As006G138840	CARHR079850
OG0007938	As006G139070	CARHR080140
OG0007939	As006G139390	CARHR080420
OG0007940	As006G139520	CARHR080520
OG0007941	As006G139700	CARHR080640
OG0007942	As006G140130	CARHR081010
OG0007943	As006G140180	CARHR081090
OG0007944	As006G140200	CARHR081100
OG0007945	As006G140220	CARHR081120
OG0007946	As006G140240	CARHR081140
OG0007947	As006G140250	CARHR081150
OG0007948	As006G140690	CARHR182860, CARHR182850
OG0007949	As006G140810	CARHR081720
OG0007950	As006G141050	CARHR081970
OG0007951	As006G141220	CARHR082210
OG0007952	As006G141400	CARHR082360
OG0007953	As006G141490	CARHR082460
OG0007954	As006G141500	CARHR082470
OG0007955	As006G141690	CARHR082690
OG0007956	As006G141840	CARHR082800
OG0007957	As006G142100	CARHR083150
OG0007958	As006G142770	CARHR135210
OG0007959	As006G142800	CARHR135170
OG0007960	As006G142820	CARHR135140
OG0007961	As006G142990	CARHR134930
OG0007962	As006G143150	CARHR134790
OG0007963	As006G143540	CARHR134360
OG0007964	As006G144270	CARHR133530
OG0007966	As006G144640	CARHR130340
OG0007967	As006G144730	CARHR130460
OG0007968	As006G145060	CARHR130750
OG0007969	As006G145090	CARHR130780
OG0007970	As006G145230	CARHR130980
OG0007971	As006G145480	CARHR131400
OG0007972	As006G145520	CARHR131430, CARHR131440
OG0007973	As006G145690	CARHR131590
OG0007974	As006G145840	CARHR132390
OG0007976	As006G146760	CARHR131870
OG0007977	As006G146800	CARHR131790
OG0007978	As006G146960	CARHR132430
OG0007979	As006G147600	CARHR132690
OG0007980	As006G147980	CARHR132840
OG0007981	As006G148510	CARHR132980
OG0007982	As006G149020	CARHR130040
OG0007983	As007G152010	CARHR015940
OG0007984	As007G152770	CARHR016740
OG0007985	As007G153170	CARHR017200
OG0007986	As007G154300	CARHR018430
OG0007987	As007G154490	CARHR018890
OG0007988	As007G154580	CARHR018790
OG0007989	As007G154780	CARHR162310, CARHR018970
OG0007990	As007G154790	CARHR018990
OG0007991	As007G154880	CARHR019100
OG0007992	As007G155060	CARHR019240
OG0007993	As007G155110	CARHR019290
OG0007994	As007G155270	CARHR019490
OG0007995	As007G155640	CARHR019870
OG0007996	As007G155660	CARHR019890
OG0007997	As010G238350, As007G155760	CARHR020020
OG0007998	As007G155800	CARHR020050
OG0007999	As007G156060	CARHR020360
OG0008000	As007G156070	CARHR020370
OG0008001	As007G156150	CARHR020440
OG0008002	As007G156350	CARHR020680
OG0008003	As007G156480	CARHR020790
OG0008004	As007G156880	CARHR021270
OG0008005	As010G237040, As007G156900	CARHR070000
OG0008006	As007G157040	CARHR021450
OG0008007	As007G157260	CARHR021730
OG0008008	As010G236370, As007G157380	CARHR021830
OG0008009	As007G157410	CARHR021850
OG0008011	As007G157440	CARHR021860
OG0008012	As007G157580	CARHR021950
OG0008013	As007G157670	CARHR022010
OG0008014	As007G158270	CARHR022610
OG0008015	As007G158330	CARHR022700
OG0008016	As007G158540	CARHR022870
OG0008017	As007G158630	CARHR022990
OG0008018	As007G159200	CARHR023420
OG0008019	As007G159590	CARHR023870
OG0008020	As010G233280, As007G159740	CARHR024210
OG0008021	As007G160100	CARHR024640
OG0008022	As007G161140	CARHR025850
OG0008023	As007G161150	CARHR025860
OG0008024	As007G161220	CARHR025950
OG0008025	As007G161500	CARHR060840
OG0008026	As007G161840	CARHR026620
OG0008027	As007G162140	CARHR026870
OG0008028	As007G162150	CARHR026860
OG0008029	As007G162260	CARHR027030
OG0008030	As007G162670	CARHR231620
OG0008031	As007G162730	CARHR231670
OG0008032	As007G162780	CARHR033650, CARHR231720
OG0008033	As007G162970	CARHR231880
OG0008034	As007G163040	CARHR231960
OG0008035	As007G164310	CARHR232450
OG0008036	As007G164390	CARHR232520
OG0008037	As007G164580	CARHR232660
OG0008038	As007G164690	CARHR232740
OG0008039	As007G164750	CARHR232750
OG0008040	As007G166640	CARHR235540
OG0008041	As007G166690	CARHR235630
OG0008042	As007G177540	CARHR294570
OG0008043	As007G177920	CARHR117310
OG0008044	As007G178190, As007G178250	CARHR117780
OG0008045	As007G179570	CARHR292990
OG0008046	As007G179800	CARHR067520
OG0008047	As007G179960	CARHR114050
OG0008048	As007G179970	CARHR114040
OG0008049	As007G179980	CARHR114000
OG0008050	As007G180130	CARHR113820
OG0008051	As007G180160	CARHR113740
OG0008053	As007G180650	CARHR112910
OG0008055	As007G180960	CARHR112390
OG0008056	As007G181760	CARHR112170
OG0008057	As007G181800	CARHR112120, CARHR112130
OG0008058	As007G181910	CARHR112000
OG0008059	As008G182330	CARHR015630
OG0008060	As008G182400	CARHR015560
OG0008061	As008G182430	CARHR015540
OG0008063	As008G182650	CARHR015320
OG0008064	As008G182810	CARHR015100
OG0008065	As008G182990	CARHR014870
OG0008066	As008G183360	CARHR014450
OG0008067	As008G183410	CARHR014370
OG0008068	As008G183650	CARHR014110
OG0008069	As008G184200	CARHR013500
OG0008070	As008G184290	CARHR013380
OG0008071	As008G184300	CARHR013370
OG0008072	As008G184630	CARHR012920
OG0008073	As008G184730	CARHR012790
OG0008074	As008G184810	CARHR012710
OG0008075	As008G185300	CARHR012380
OG0008076	As008G185520	CARHR012170
OG0008077	As008G185570	CARHR012160
OG0008078	As008G185810	CARHR011910
OG0008080	As008G186010	CARHR011720
OG0008081	As008G186980	CARHR010780
OG0008082	As008G187220	CARHR010550
OG0008083	As008G187430	CARHR010300
OG0008084	As008G187870	CARHR010230
OG0008085	As008G187970	CARHR009760
OG0008086	As008G188130	CARHR164370
OG0008087	As008G189490	CARHR008710
OG0008088	As008G189820	CARHR008440
OG0008089	As008G189840	CARHR008460
OG0008090	As008G192490	CARHR007310
OG0008091	As008G192990	CARHR006940
OG0008092	As008G193100	CARHR006740
OG0008094	As008G193340	CARHR006470
OG0008095	As008G193500	CARHR006330
OG0008096	As008G193550	CARHR006170
OG0008097	As008G193600	CARHR006120, CARHR124460
OG0008098	As008G193630	CARHR006100
OG0008099	As008G193780, As008G193800	CARHR005960, CARHR005900
OG0008100	As008G194080	CARHR005620
OG0008101	As008G194340	CARHR005390
OG0008102	As008G194660	CARHR005120
OG0008103	As008G195440	CARHR004450
OG0008104	As008G195720	CARHR199720
OG0008105	As008G196020	CARHR003910
OG0008106	As008G196150	CARHR003800
OG0008107	As008G196170	CARHR003770
OG0008108	As008G196400	CARHR003540
OG0008109	As008G196790	CARHR002910
OG0008110	As008G196810	CARHR002930
OG0008111	As008G196820	CARHR002940
OG0008112	As008G196850	CARHR002970
OG0008113	As008G196990	CARHR003150
OG0008114	As008G197230	CARHR002570
OG0008115	As008G197320	CARHR002510
OG0008116	As008G197370	CARHR002460
OG0008117	As008G197640	CARHR002200
OG0008118	As008G197970	CARHR001720
OG0008119	As008G198000	CARHR001760
OG0008120	As008G198010	CARHR001770
OG0008121	As008G198130	CARHR001660
OG0008122	As008G198470	CARHR001330
OG0008123	As008G199010	CARHR000700
OG0008124	As008G199540	CARHR248020
OG0008125	As008G199620	CARHR000190
OG0008126	As009G199990	CARHR198870
OG0008127	As009G200160	CARHR103230, CARHR199100
OG0008128	As009G200450	CARHR198600
OG0008129	As009G200460	CARHR198590
OG0008130	As009G200570	CARHR198520
OG0008131	As009G200930	CARHR197730
OG0008132	As009G201000	CARHR197770
OG0008133	As009G201010	CARHR197780
OG0008134	As009G202010	CARHR197180
OG0008135	As009G202410	CARHR196790
OG0008136	As009G202440	CARHR196740
OG0008137	As009G202490	CARHR196700
OG0008138	As009G202570	CARHR196580
OG0008139	As009G202880	CARHR196220
OG0008140	As009G203400	CARHR195760
OG0008141	As009G203680	CARHR195470
OG0008142	As009G203780	CARHR195320
OG0008143	As009G203790	CARHR195310
OG0008144	As009G203900	CARHR195210
OG0008145	As009G204120	CARHR194830
OG0008147	As009G204320	CARHR194560
OG0008148	As009G204430	CARHR194470
OG0008149	As009G204580	CARHR194300
OG0008150	As009G204650	CARHR194170
OG0008151	As009G204880	CARHR193950
OG0008152	As009G204890	CARHR193940, CARHR122530
OG0008153	As009G204930	CARHR193900
OG0008154	As009G205020	CARHR193800
OG0008155	As009G205180	CARHR193620
OG0008156	As009G205200	CARHR187140
OG0008157	As009G205330	CARHR187070
OG0008158	As009G205340	CARHR187060
OG0008159	As009G205420	CARHR186990
OG0008160	As009G205700	CARHR186680
OG0008161	As009G205950	CARHR186320
OG0008162	As009G206000	CARHR186260
OG0008163	As009G206180	CARHR186140
OG0008164	As009G206550	CARHR185970
OG0008165	As009G207280	CARHR185550
OG0008166	As009G207940	CARHR182620
OG0008167	As009G208010	CARHR182420
OG0008168	As009G208410	CARHR182910
OG0008169	As009G209500	CARHR183320
OG0008170	As009G209650	CARHR199680
OG0008171	As009G209880	CARHR183470
OG0008172	As009G210310	CARHR199790
OG0008173	As009G210480	CARHR199870
OG0008174	As009G210520	CARHR199930
OG0008175	As009G211270	CARHR206120
OG0008176	As009G211690	CARHR206440
OG0008177	As009G211950	CARHR206670
OG0008178	As009G211990	CARHR206720
OG0008179	As009G212370	CARHR207040
OG0008180	As009G213920	CARHR208080
OG0008181	As009G214510	CARHR208720
OG0008182	As009G214530	CARHR208740
OG0008183	As009G214780	CARHR193610
OG0008184	As009G215330	CARHR188090
OG0008185	As009G215580	CARHR188420
OG0008186	As009G215880	CARHR188780
OG0008187	As009G215920	CARHR188820
OG0008188	As009G215950	CARHR188850
OG0008189	As009G216110	CARHR189120
OG0008190	As009G216460	CARHR189350
OG0008191	As009G216820	CARHR189780
OG0008192	As009G216900	CARHR189840
OG0008193	As009G217090	CARHR190060
OG0008194	As009G217230	CARHR060650
OG0008195	As009G217320	CARHR190350
OG0008196	As009G217390	CARHR190430
OG0008197	As009G217410	CARHR190450
OG0008198	As009G217640	CARHR274630
OG0008199	As009G217980	CARHR275140
OG0008200	As009G218250	CARHR275460
OG0008201	As009G218410	CARHR275620
OG0008202	As009G218740	CARHR276050
OG0008203	As009G218760	CARHR276070
OG0008204	As009G218850	CARHR276170
OG0008205	As009G218980	CARHR276300
OG0008206	As009G219020	CARHR276340
OG0008207	As009G219160	CARHR276530
OG0008208	As009G219370	CARHR276750
OG0008209	As009G219470	CARHR276920
OG0008210	As009G219860	CARHR272340
OG0008211	As009G219870	CARHR272330
OG0008212	As009G219920	CARHR272280
OG0008213	As010G220430	CARHR160750
OG0008214	As010G220450	CARHR160720
OG0008215	As010G220470	CARHR160670
OG0008216	As010G220700	CARHR160370
OG0008217	As010G220950	CARHR160070
OG0008218	As010G221330, As012G274920	CARHR159110
OG0008219	As010G221730	CARHR158550
OG0008220	As010G221740	CARHR158540
OG0008221	As010G222070	CARHR158100
OG0008223	As010G224340	CARHR154920
OG0008224	As010G226050	CARHR151530
