Orthogroup	Aethionema_saxatile	Conringia_planisiliqua
OG0009477	As011G266250	CP10_g43573_DN3_SP5_c.t1
OG0009479	As011G266990	CP12_g29867_DN3_SP7_c.t1
OG0009480	As011G267060	CP12_g29861_DN2_SP0_c.t1
OG0009481	As011G267130	CP12_g29853_DN3_SP8_c.t1
OG0009482	As011G267450	CP12_g29815_DN2_SP6_c.t1
OG0009483	As012G267870	CP7_g46450_DN3_SP8_c.t1
OG0009484	As012G268740	CP7_g46377_DN3_SP0_c.t1
OG0009485	As012G268870	CP7_g46361_DN3_SP0_c.t1
OG0009486	As012G269250	CP7_g46324_DN2_SP1_c.t1
OG0009487	As012G269450	CP7_g46298_DN3_SP8_c.t1
OG0009488	As012G269470	CP7_g46296_DN3_SP8_c.t1
OG0009489	As012G269690	CP7_g46272_DN3_SP7_c.t1
OG0009490	As012G269960	CP7_g46234_DN3_SP4_c.t1
OG0009491	As012G270110	CP7_g46218_DN3_SP8_c.t1
OG0009492	As012G270180	CP7_g46205_DN3_SP2_c.t1
OG0009493	As012G270670	CP1_g37881_DN3_SP1_c.t1
OG0009494	As012G271610	CP1_g38030_DN3_SP1_c.t1
OG0009495	As012G271760	CP1_g38003_DN3_SP8_c.t1
OG0009496	As012G272230	CP1_g38076_DN3_SP7_c.t1
OG0009497	As012G272380	CP1_g38095_DN3_SP3_c.t1
OG0009498	As012G272420	CP1_g38101_DN3_SP8_c.t1
OG0009499	As012G272570	CP11_g32598_DN3_SP7_c.t1
OG0009500	As012G272670	CP1_g38131_DN3_SP2_c.t1
OG0009501	As012G272770	CP1_g38147_DN3_SP6_c.t1
OG0009502	As012G272800	CP1_g38153_DN3_SP2_c.t1
OG0009503	As012G273070	CP5_g1793_DN3_SP0_c.t1
OG0009505	As012G273320	CP1_g38214_DN3_SP0_c.t1
OG0009506	As012G273350	CP1_g38218_DN3_SP2_c.t1
OG0009507	As012G275130	CP4_g25276_DN3_SP8_c.t1
OG0009508	As012G275230	CP4_g25281_DN3_SP0_c.t1
OG0009510	As012G275450	CP3_g14180_DN3_SP8_c.t1
OG0009511	As012G275640	CP3_g14160_DN3_SP1_c.t1
OG0009512	As012G275710	CP3_g14153_DN3_SP3_c.t1
OG0009513	As012G276410	CP3_g14075_DN3_SP7_c.t1
OG0009516	As012G277230	CP3_g14011_DN3_SP0_c.t1
OG0009517	As012G277710	CP3_g13973_DN3_SP4_c.t1
OG0009518	As012G278120	CP3_g13954_DN3_SP8_c.t1
OG0009519	As012G278300	CP3_g13947_DN3_SP6_c.t1
OG0009520	As012G278580	CP3_g13945_DN3_SP4_c.t1
OG0009521	As012G279180, As012G279190	CP3_g14200_DN3_SP1_c.t1
OG0009522	As012G279430	CP3_g13942_DN3_SP3_c.t1
OG0009523	As012G279850	CP22_g17633_DN3_SP4_c.t1
OG0009524	As012G280040	CP3_g13887_DN2_SP0_c.t1
OG0009526	As012G280400	CP4_g24833_DN3_SP8_c.t1
OG0009527	As012G280410	CP3_g13871_DN3_SP3_c.t1
OG0009528	As012G280980	CP3_g13857_DN3_SP3_c.t1
OG0009529	As012G281780	CP3_g13812_DN2_SP0_c.t1
OG0009530	As012G282470	CP3_g13754_DN3_SP3_c.t1
OG0009531	As012G282490	CP3_g13750_DN3_SP8_c.t1
OG0009532	As012G282690	CP3_g13727_DN3_SP0_c.t1, CP3_g13728_DN3_SP6_c.t1
OG0009533	As012G282790	CP3_g13717_DN3_SP5_c.t1
OG0009534	As012G283440	CP3_g13657_DN3_SP8_c.t1
OG0009535	As012G283500	CP3_g13647_DN3_SP1_c.t1
OG0009536	As012G283600	CP3_g13641_DN3_SP8_c.t1
OG0009537	As012G284410	CP3_g13549_DN3_SP0_c.t1
OG0009538	As012G284550	CP3_g13528_DN3_SP8_c.t1
OG0009539	As012G284620	CP3_g13521_DN3_SP3_c.t1
OG0009540	As012G285050	CP3_g13477_DN3_SP8_c.t1
OG0009541	As012G285150	CP3_g13470_DN3_SP6_c.t1
OG0009542	As012G285350	CP3_g13453_DN3_SP8_c.t1
OG0009543	As012G285500	CP3_g13442_DN3_SP8_c.t1
OG0009544	As012G286210	CP2_g48288_DN3_SP5_c.t1
OG0009545	As012G286640	CP3_g13337_DN3_SP7_c.t1
OG0009546	As012G286650	CP3_g13336_DN3_SP3_c.t1
OG0009547	As012G286810	CP3_g13322_DN2_SP0_c.t1
OG0009548	As012G287120	CP3_g13291_DN3_SP8_c.t1
OG0009549	As012G287300	CP3_g13274_DN3_SP3_c.t1
OG0009550	As012G287320	CP3_g13272_DN3_SP1_c.t1
OG0009551	As012G287580	CP3_g13236_DN3_SP8_c.t1
OG0009552	As012G288340	CP3_g13150_DN3_SP0_c.t1
OG0009553	As012G288350	CP3_g13149_DN3_SP0_c.t1
OG0009554	As012G288980	CP3_g13090_DN1_SP0_c.t1
OG0009555	As012G289080	CP3_g13079_DN3_SP4_c.t1
OG0009556	As012G289170	CP3_g13073_DN3_SP7_c.t1
OG0009557	As012G289460	CP3_g13310_DN3_SP8_c.t1
OG0009635	As011G267520	CP12_g29821_DN3_SP4_c.t1
OG0009636	As001G000990, As003G056310	CP16_g55203_DN3_SP8_c.t1
OG0009637	As001G001220, As009G211040	CP5_g1060_DN3_SP2_c.t1
OG0009640	As001G001770	CP5_g1019_DN3_SP1_c.t1
OG0009641	As001G002120	CP5_g990_DN3_SP0_c.t1
OG0009642	As001G002360	CP5_g967_DN3_SP1_c.t1
OG0009644	As001G002840	CP8_g54333_DN3_SP6_c.t1
OG0009645	As001G002950	CP5_g917_DN3_SP3_c.t1
OG0009647	As001G003360	CP1_g38393_DN3_SP0_c.t1
OG0009648	As001G003970	CP5_g830_DN3_SP8_c.t1
OG0009649	As001G004990	CP5_g758_DN3_SP8_c.t1
OG0009650	As001G005880	CP5_g721_DN3_SP8_c.t1
OG0009651	As001G006070	CP5_g727_DN3_SP2_c.t1
OG0009652	As001G006750	CP5_g699_DN3_SP6_c.t1
OG0009653	As001G010190	CP5_g671_DN3_SP0_c.t1
OG0009654	As001G012040, As001G012030	CP8_g54203_DN3_SP0_c.t1
OG0009655	As001G012270	CP5_g636_DN3_SP8_c.t1
OG0009656	As001G012360	CP5_g632_DN3_SP0_c.t1
OG0009657	As001G013740	CP5_g616_DN3_SP2_c.t1
OG0009658	As001G013800, As011G262930	CP10_g44028_DN3_SP8_c.t1
OG0009659	As001G013920	CP5_g572_DN3_SP8_c.t1
OG0009660	As001G014760	CP5_g515_DN3_SP8_c.t1
OG0009661	As001G014840	CP5_g506_DN3_SP8_c.t1
OG0009662	As001G015030	CP8_g54126_DN3_SP8_c.t1
OG0009664	As001G015670	CP7_g44798_DN3_SP0_c.t1
OG0009665	As001G016100, As001G016130, As001G016150, As001G016080	CP7_g44745_DN3_SP0_c.t1
OG0009666	As001G016360	CP7_g44721_DN3_SP8_c.t1
OG0009667	As001G016380	CP7_g44720_DN3_SP7_c.t1
OG0009668	As001G016450	CP7_g44711_DN3_SP3_c.t1
OG0009669	As001G016810	CP7_g44659_DN3_SP2_c.t1
OG0009670	As001G016890	CP7_g44655_DN3_SP4_c.t1
OG0009671	As001G016980	CP7_g44645_DN3_SP0_c.t1
OG0009672	As001G017070	CP7_g44635_DN3_SP6_c.t1
OG0009673	As001G017110	CP19_g18378_DN3_SP8_c.t1
OG0009675	As001G017170	CP7_g44627_DN3_SP0_c.t1
OG0009676	As001G017180	CP7_g44625_DN3_SP8_c.t1
OG0009677	As001G017200	CP7_g44623_DN3_SP2_c.t1
OG0009678	As001G017420	CP6_g7141_DN3_SP1_c.t1
OG0009679	As001G017450	CP6_g7144_DN3_SP0_c.t1
OG0009680	As001G018100	CP6_g7205_DN2_SP0_c.t1
OG0009681	As001G018310	CP6_g7218_DN3_SP4_c.t1
OG0009682	As001G018940	CP2_g49963_DN3_SP5_c.t1
OG0009683	As001G019220	CP2_g49763_DN3_SP7_c.t1
OG0009684	As001G019250	CP2_g49745_DN3_SP7_c.t1
OG0009685	As001G019270	CP2_g49718_DN2_SP0_c.t1
OG0009686	As001G019540	CP2_g49534_DN3_SP0_c.t1
OG0009687	As001G019710	CP2_g49477_DN2_SP0_c.t1, CP2_g49474_DN3_SP4_c.t1
OG0009688	As008G187290, As001G020180	CP2_g49363_DN3_SP8_c.t1
OG0009689	As001G020190, As001G020200	CP2_g49365_DN3_SP8_c.t1
OG0009690	As001G020470	CP2_g49327_DN3_SP8_c.t1
OG0009691	As001G021300	CP2_g49190_DN3_SP8_c.t1, CP3_g15695_DN3_SP0_c.t1
OG0009694	As001G022310	CP13_g19696_DN3_SP1_c.t1
OG0009695	As001G022480	CP13_g19679_DN3_SP1_c.t1
OG0009696	As001G022500	CP13_g19677_DN3_SP0_c.t1
OG0009697	As001G022550	CP13_g19673_DN3_SP5_c.t1
OG0009698	As001G022560	CP1_g37806_DN3_SP8_c.t1
OG0009699	As001G022610	CP13_g19667_DN3_SP8_c.t1
OG0009700	As001G022760	CP13_g19651_DN3_SP0_c.t1
OG0009701	As008G182830, As001G023290	CP1_g37764_DN3_SP3_c.t1
OG0009702	As001G023360	CP13_g19591_DN3_SP1_c.t1
OG0009703	As001G023870	CP13_g19533_DN3_SP8_c.t1
OG0009704	As001G024330	CP13_g19484_DN3_SP8_c.t1
OG0009705	As001G024390	CP13_g19474_DN2_SP8_c.t1
OG0009706	As001G024410	CP13_g19472_DN3_SP0_c.t1
OG0009707	As001G024720	CP13_g19440_DN3_SP0_c.t1
OG0009708	As001G024730	CP13_g19439_DN3_SP8_c.t1
OG0009709	As001G024980	CP13_g19412_DN3_SP0_c.t1
OG0009710	As001G025370	CP13_g19365_DN3_SP5_c.t1
OG0009711	As001G025460	CP13_g19357_DN3_SP8_c.t1
OG0009712	As001G025650	CP13_g19336_DN3_SP5_c.t1
OG0009713	As001G025660	CP13_g19335_DN3_SP1_c.t1
OG0009714	As001G026360	CP13_g19264_DN3_SP0_c.t1
OG0009715	As001G026600	CP13_g19242_DN2_SP3_c.t1
OG0009716	As001G027450	CP13_g19154_DN2_SP0_c.t1
OG0009717	As001G027470	CP13_g19152_DN3_SP8_c.t1
OG0009718	As001G027540	CP13_g19147_DN3_SP0_c.t1
OG0009719	As001G027780	CP13_g19122_DN3_SP8_c.t1
OG0009720	As001G027960	CP2_g48866_DN3_SP0_c.t1
OG0009722	As001G028070	CP2_g48854_DN3_SP5_c.t1
OG0009723	As001G028330	CP9_g28254_DN3_SP1_c.t1
OG0009724	As001G028340	CP39_g21151_DN3_SP0_c.t1, CP9_g28253_DN3_SP7_c.t1
OG0009725	As001G028740	CP9_g28196_DN3_SP7_c.t1
OG0009726	As001G029100	CP9_g28150_DN3_SP6_c.t1
OG0009727	As001G029130	CP9_g28126_DN3_SP8_c.t1
OG0009728	As001G029400	CP9_g27801_DN3_SP0_c.t1
OG0009729	As001G029460	CP9_g27758_DN3_SP8_c.t1
OG0009730	As001G029470	CP9_g27755_DN3_SP1_c.t1
OG0009731	As001G029660	CP9_g27521_DN3_SP7_c.t1
OG0009732	As001G029700	CP9_g28298_DN3_SP0_c.t1, CP9_g28305_DN3_SP0_c.t1
OG0009733	As001G029770	CP14_g22933_DN3_SP6_c.t1
OG0009734	As001G030310	CP13_g19051_DN3_SP1_c.t1
OG0009735	As001G030340	CP13_g19053_DN3_SP0_c.t1
OG0009736	As001G030500	CP13_g19072_DN3_SP5_c.t1
OG0009737	As001G030590	CP13_g19080_DN3_SP0_c.t1
OG0009738	As001G030870	CP2_g48878_DN2_SP0_c.t1
OG0009739	As001G031020	CP2_g48890_DN3_SP5_c.t1
OG0009740	As001G031150	CP2_g48907_DN3_SP2_c.t1
OG0009741	As001G031560	CP2_g48960_DN3_SP8_c.t1
OG0009742	As001G031710	CP2_g48979_DN3_SP1_c.t1
OG0009743	As001G031730	CP1_g37551_DN3_SP7_c.t1
OG0009744	As001G032270	CP2_g49053_DN3_SP3_c.t1
OG0009745	As002G032450	CP16_g54773_DN3_SP3_c.t1
OG0009746	As002G032570	CP19_g18052_DN3_SP1_c.t1
OG0009747	As002G032640	CP19_g18042_DN3_SP1_c.t1
OG0009748	As002G032950, As002G033130	CP4_g24595_DN3_SP0_c.t1
OG0009749	As002G033160	CP4_g24598_DN3_SP8_c.t1
OG0009750	As002G033590	CP4_g24631_DN2_SP5_c.t1
OG0009751	As002G033610	CP4_g24633_DN1_SP0_c.t1
OG0009752	As002G033630	CP4_g24635_DN2_SP0_c.t1
OG0009753	As002G033650	CP4_g24637_DN3_SP0_c.t1
OG0009754	As002G033690	CP4_g24641_DN3_SP8_c.t1
OG0009755	As002G033700	CP4_g24642_DN3_SP2_c.t1
OG0009756	As002G034150, As002G034120	CP10_g42893_DN1_SP0_c.t1
OG0009757	As002G034470, As002G034560, As002G034630	CP10_g42928_DN3_SP0_c.t1
OG0009758	As002G035300	CP10_g42974_DN3_SP2_c.t1
OG0009760	As002G036650	CP10_g43071_DN3_SP8_c.t1
OG0009761	As002G036850	CP10_g43079_DN3_SP0_c.t1
OG0009763	As002G037850	CP10_g43150_DN3_SP8_c.t1
OG0009764	As002G038830	CP10_g43191_DN3_SP2_c.t1
OG0009765	As002G040280	CP5_g1629_DN3_SP4_c.t1
OG0009766	As002G041180	CP6_g7459_DN1_SP0_c.t1
OG0009767	As002G041820	CP8_g52624_DN3_SP6_c.t1
OG0009768	As002G041860	CP8_g52627_DN3_SP8_c.t1
OG0009769	As002G041980	CP8_g52738_DN3_SP8_c.t1
OG0009770	As002G042120	CP8_g52826_DN3_SP0_c.t1
OG0009771	As002G042740	CP8_g52973_DN3_SP7_c.t1
OG0009772	As002G043120	CP8_g53009_DN3_SP8_c.t1
OG0009773	As002G043130	CP8_g53010_DN3_SP8_c.t1
OG0009774	As002G043360	CP8_g53042_DN3_SP7_c.t1
OG0009775	As002G043400	CP8_g53047_DN3_SP8_c.t1
OG0009776	As002G043420	CP11_g32590_DN3_SP0_c.t1
OG0009778	As002G043920	CP8_g53160_DN3_SP6_c.t1
OG0009779	As002G044040	CP8_g53173_DN3_SP8_c.t1
OG0009780	As002G044130	CP8_g53183_DN3_SP4_c.t1
OG0009781	As002G044180	CP8_g53190_DN3_SP8_c.t1
OG0009782	As002G044290	CP8_g53201_DN3_SP0_c.t1
OG0009783	As002G044610	CP8_g53237_DN3_SP0_c.t1
OG0009784	As002G044660	CP8_g53242_DN3_SP0_c.t1
OG0009785	As002G044680	CP8_g53244_DN3_SP0_c.t1
OG0009786	As002G044700	CP8_g53298_DN3_SP8_c.t1
OG0009787	As002G044750	CP8_g53292_DN3_SP0_c.t1
OG0009788	As002G044800	CP8_g53283_DN3_SP5_c.t1
OG0009790	As002G045320	CP8_g53324_DN3_SP8_c.t1
OG0009793	As002G045760	CP8_g53351_DN3_SP0_c.t1
OG0009794	As002G045840	CP8_g53342_DN3_SP2_c.t1
OG0009795	As002G046060	CP8_g53403_DN3_SP8_c.t1
OG0009796	As002G046380	CP8_g53428_DN3_SP8_c.t1
OG0009797	As002G046480	CP13_g20466_DN3_SP7_c.t1, CP4_g26021_DN3_SP2_c.t1
OG0009798	As002G046850	CP8_g53480_DN3_SP6_c.t1
OG0009799	As002G046990	CP8_g53490_DN3_SP0_c.t1
OG0009800	As002G047380	CP8_g53545_DN3_SP2_c.t1
OG0009801	As002G047470	CP8_g53555_DN3_SP8_c.t1
OG0009802	As002G047580	CP8_g53566_DN3_SP0_c.t1
OG0009803	As002G048050	CP8_g53614_DN3_SP8_c.t1
OG0009804	As002G048190	CP8_g53636_DN3_SP8_c.t1
OG0009805	As002G048260	CP8_g53651_DN3_SP8_c.t1
OG0009806	As002G048460	CP8_g53666_DN3_SP8_c.t1
OG0009807	As002G048510	CP8_g53673_DN3_SP3_c.t1
OG0009808	As002G048640	CP8_g53690_DN3_SP0_c.t1
OG0009809	As002G049220	CP8_g53751_DN3_SP7_c.t1
OG0009810	As002G049380	CP8_g53766_DN3_SP6_c.t1
OG0009811	As002G049420	CP8_g53771_DN3_SP8_c.t1
OG0009812	As002G049450	CP8_g53774_DN2_SP0_c.t1
OG0009813	As002G049820	CP8_g53801_DN3_SP0_c.t1
OG0009814	As002G049900	CP8_g53810_DN3_SP8_c.t1
OG0009815	As002G049920	CP8_g53813_DN3_SP8_c.t1
OG0009816	As002G050040	CP3_g13472_DN3_SP6_c.t1
OG0009817	As002G050200	CP1_g39067_DN3_SP8_c.t1
OG0009818	As002G050470	CP11_g32647_DN3_SP8_c.t1
OG0009820	As002G050970	CP11_g32704_DN3_SP6_c.t1
OG0009821	As002G050990	CP11_g32706_DN3_SP0_c.t1
OG0009822	As002G051010	CP11_g32708_DN3_SP1_c.t1
OG0009823	As002G051020	CP11_g32709_DN3_SP0_c.t1
OG0009824	As002G051130	CP11_g32720_DN3_SP8_c.t1
OG0009825	As002G051230	CP11_g32730_DN3_SP0_c.t1
OG0009826	As002G051260	CP11_g32732_DN3_SP8_c.t1
OG0009827	As002G051330	CP11_g32740_DN3_SP8_c.t1
OG0009828	As002G051720	CP11_g32778_DN3_SP8_c.t1
OG0009829	As002G051770	CP11_g32783_DN3_SP0_c.t1
OG0009830	As002G052170	CP11_g32825_DN3_SP8_c.t1
OG0009831	As002G052250	CP11_g32834_DN3_SP0_c.t1
OG0009832	As002G052330	CP11_g32841_DN3_SP0_c.t1
OG0009834	As002G052900, As002G052890	CP11_g32890_DN2_SP0_c.t1
OG0009835	As002G053130	CP11_g32911_DN3_SP8_c.t1
OG0009836	As002G053750	CP11_g32978_DN2_SP0_c.t1
OG0009837	As002G053760	CP2_g47867_DN3_SP8_c.t1
OG0009838	As002G053960	CP11_g32997_DN2_SP3_c.t1
OG0009839	As002G054340	CP11_g33040_DN3_SP4_c.t1
OG0009840	As002G054480	CP11_g33049_DN3_SP7_c.t1
OG0009842	As002G054900	CP11_g33097_DN3_SP8_c.t1
OG0009843	As002G055110	CP11_g33127_DN3_SP6_c.t1
OG0009844	As002G055280	CP11_g33147_DN3_SP0_c.t1
OG0009845	As003G055690	CP3_g14636_DN3_SP1_c.t1
OG0009847	As003G056160	CP6_g7046_DN3_SP7_c.t1
OG0009848	As003G056710	CP6_g6980_DN2_SP0_c.t1
OG0009849	As003G056730	CP6_g6977_DN3_SP4_c.t1
OG0009850	As003G056890	CP6_g6967_DN2_SP0_c.t1
OG0009854	As003G057760	CP6_g6873_DN3_SP8_c.t1
OG0009856	As003G059000	CP6_g6751_DN3_SP0_c.t1
OG0009857	As003G059080	CP6_g6740_DN3_SP5_c.t1
OG0009858	As003G059810	CP19_g18510_DN3_SP4_c.t1
OG0009859	As003G059980	CP19_g18483_DN3_SP0_c.t1
OG0009860	As003G061010	CP19_g18367_DN3_SP3_c.t1
OG0009861	As003G061030	CP19_g18365_DN3_SP6_c.t1
OG0009862	As003G061410	CP19_g18320_DN3_SP4_c.t1
OG0009863	As003G061500	CP19_g18313_DN2_SP0_c.t1
OG0009864	As003G061550, As003G061530, As003G061540	CP19_g18309_DN3_SP0_c.t1
OG0009865	As003G062180	CP19_g18243_DN3_SP6_c.t1
OG0009866	As003G062290	CP7_g44617_DN3_SP6_c.t1
OG0009867	As003G063000	CP7_g44515_DN3_SP8_c.t1, CP7_g44512_DN3_SP0_c.t1
OG0009868	As003G063240	CP7_g44486_DN3_SP8_c.t1
OG0009869	As003G063330	CP7_g44470_DN3_SP7_c.t1
OG0009870	As003G063340	CP7_g44465_DN3_SP0_c.t1
OG0009871	As003G063380	CP7_g44460_DN3_SP0_c.t1
OG0009872	As003G063940	CP7_g44159_DN3_SP1_c.t1, CP10_g44091_DN2_SP0_c.t1
OG0009873	As003G064790	CP1_g40633_DN3_SP5_c.t1
OG0009874	As003G065500	CP1_g38431_DN3_SP8_c.t1
OG0009875	As003G066330	CP4_g25962_DN3_SP8_c.t1
OG0009876	As003G066780	CP1_g38488_DN3_SP8_c.t1
OG0009877	As003G068460	CP7_g45078_DN3_SP1_c.t1
OG0009878	As003G069330, As008G190140	CP7_g45031_DN3_SP1_c.t1
OG0009879	As003G069930	CP7_g44982_DN3_SP0_c.t1
OG0009880	As003G070130	CP7_g44947_DN3_SP7_c.t1
OG0009881	As003G070150	CP7_g44945_DN3_SP8_c.t1
OG0009882	As003G070330	CP7_g44910_DN3_SP0_c.t1
OG0009883	As003G070470	CP7_g44897_DN3_SP7_c.t1
OG0009884	As003G070480	CP7_g44896_DN3_SP8_c.t1
OG0009885	As003G070790	CP7_g44875_DN3_SP0_c.t1
OG0009886	As003G070840	CP7_g44871_DN3_SP7_c.t1
OG0009887	As003G070860	CP7_g44869_DN3_SP8_c.t1
OG0009888	As003G071070	CP7_g44855_DN3_SP0_c.t1
OG0009889	As003G071320	CP7_g44819_DN2_SP0_c.t1
OG0009890	As003G071540	CP7_g44808_DN2_SP0_c.t1
OG0009892	As003G071730	CP5_g464_DN3_SP2_c.t1
OG0009893	As003G072440	CP5_g393_DN3_SP3_c.t1
OG0009894	As003G072550	CP5_g379_DN3_SP7_c.t1
OG0009895	As003G072880	CP5_g348_DN3_SP0_c.t1
OG0009896	As003G072900	CP5_g346_DN3_SP1_c.t1
OG0009897	As003G072980	CP5_g338_DN3_SP8_c.t1
OG0009898	As003G073060	CP5_g328_DN3_SP2_c.t1
OG0009899	As003G073220	CP5_g311_DN3_SP0_c.t1
OG0009900	As003G073240	CP5_g309_DN3_SP0_c.t1
OG0009901	As003G073470	CP5_g286_DN3_SP3_c.t1
OG0009901	As007G179610	CP16_g54984_DN3_SP6_c.t1
OG0009902	As003G073540	CP5_g278_DN3_SP1_c.t1
OG0009903	As003G073680, As007G179700	CP16_g54953_DN3_SP8_c.t1
OG0009904	As003G073760	CP5_g259_DN3_SP3_c.t1
OG0009906	As003G074070	CP5_g235_DN3_SP8_c.t1
OG0009907	As003G074140	CP5_g228_DN3_SP3_c.t1
OG0009909	As003G074390	CP5_g210_DN3_SP1_c.t1
OG0009910	As003G074440	CP5_g205_DN2_SP0_c.t1
OG0009911	As003G074700	CP5_g185_DN3_SP8_c.t1
OG0009912	As003G074970	CP5_g155_DN3_SP0_c.t1
OG0009913	As003G075040	CP5_g148_DN3_SP0_c.t1
OG0009914	As003G075460	CP5_g121_DN3_SP8_c.t1
OG0009915	As003G075810	CP5_g88_DN3_SP8_c.t1
OG0009916	As003G075910	CP5_g79_DN3_SP8_c.t1
OG0009917	As003G076650	CP10_g43571_DN3_SP1_c.t1
OG0009918	As004G076730	CP5_g2057_DN3_SP1_c.t1
OG0009919	As004G076780	CP6_g8888_DN3_SP7_c.t1
OG0009920	As004G077800	CP5_g1634_DN3_SP1_c.t1
OG0009921	As004G078320	CP5_g1536_DN3_SP8_c.t1
OG0009922	As004G078370	CP5_g1529_DN3_SP5_c.t1
OG0009923	As004G078480	CP5_g1505_DN3_SP0_c.t1
OG0009924	As004G078770	CP4_g25237_DN3_SP7_c.t1, CP18_g11576_DN2_SP0_c.t1
OG0009925	As004G079050	CP4_g25179_DN3_SP8_c.t1
OG0009926	As004G079100	CP2_g49116_DN3_SP8_c.t1
OG0009927	As004G079280	CP3_g13265_DN3_SP0_c.t1
OG0009928	As004G079450	CP4_g25191_DN3_SP8_c.t1
OG0009929	As004G079460	CP4_g25193_DN3_SP0_c.t1
OG0009930	As004G079540	CP4_g25202_DN3_SP0_c.t1
OG0009931	As004G079620	CP4_g25209_DN3_SP6_c.t1
OG0009932	As004G079690	CP4_g25215_DN3_SP0_c.t1
OG0009933	As004G080000	CP20_g4125_DN3_SP7_c.t1
OG0009934	As004G080050	CP20_g4119_DN3_SP8_c.t1
OG0009935	As004G080200	CP20_g4046_DN3_SP0_c.t1
OG0009936	As004G080940	CP16_g55370_DN3_SP8_c.t1
OG0009937	As004G081200	CP4_g25332_DN3_SP0_c.t1
OG0009938	As004G081590	CP4_g25377_DN3_SP8_c.t1
OG0009939	As004G081680	CP4_g25387_DN3_SP1_c.t1
OG0009940	As004G081700	CP4_g25390_DN3_SP4_c.t1
OG0009941	As004G082390	CP13_g20636_DN3_SP7_c.t1
OG0009942	As004G082500	CP13_g20777_DN3_SP0_c.t1
OG0009943	As004G082940	CP22_g17448_DN3_SP7_c.t1
OG0009944	As004G083330	CP20_g4154_DN3_SP7_c.t1
OG0009945	As004G083400	CP20_g4165_DN3_SP0_c.t1
OG0009946	As004G083450	CP20_g4187_DN3_SP1_c.t1
OG0009947	As004G083860	CP20_g4234_DN3_SP0_c.t1, CP20_g4233_DN1_SP0_c.t1
OG0009948	As004G083900	CP20_g4242_DN2_SP1_c.t1
OG0009949	As004G084720	CP20_g4388_DN3_SP3_c.t1
OG0009950	As004G084790	CP20_g4394_DN3_SP0_c.t1
OG0009951	As004G085280	CP11_g31777_DN3_SP0_c.t1
OG0009952	As004G085560	CP11_g31823_DN3_SP6_c.t1
OG0009953	As004G085620	CP11_g31830_DN3_SP3_c.t1
OG0009954	As004G085720	CP11_g31861_DN2_SP0_c.t1
OG0009955	As004G085740	CP11_g31863_DN3_SP2_c.t1
OG0009956	As004G085750	CP11_g31865_DN3_SP0_c.t1
OG0009957	As004G086110	CP11_g31900_DN1_SP0_c.t1
OG0009958	As004G086680	CP13_g20154_DN3_SP0_c.t1
OG0009959	As004G087640	CP13_g20042_DN3_SP8_c.t1
OG0009960	As004G087760	CP13_g20001_DN2_SP8_c.t1
OG0009962	As004G087890	CP13_g19989_DN3_SP8_c.t1
OG0009965	As004G089030	CP13_g19849_DN3_SP0_c.t1
OG0009966	As004G089170	CP20_g3908_DN2_SP0_c.t1, CP6_g9691_DN1_SP0_c.t1, CP27_g41899_DN2_SP0_c.t1
OG0009967	As004G089600	CP13_g19792_DN3_SP8_c.t1
OG0009968	As004G090120, As005G098720	CP4_g23927_DN3_SP7_c.t1
OG0009970	As004G090670	CP13_g19727_DN3_SP0_c.t1
OG0009971	As004G091000	CP13_g19746_DN3_SP4_c.t1
OG0009972	As004G092850	CP6_g9625_DN3_SP2_c.t1
OG0009973	As011G255290, As004G093540	CP12_g30690_DN3_SP5_c.t1
OG0009974	As004G093580	CP5_g304_DN3_SP8_c.t1
OG0009975	As004G093990	CP6_g8267_DN3_SP4_c.t1
OG0009976	As004G094060	CP3_g13936_DN3_SP8_c.t1
OG0009977	As004G094460	CP6_g7754_DN3_SP1_c.t1
OG0009978	As004G094580	CP6_g7676_DN3_SP4_c.t1, CP345_g23894_DN3_SP0_c.t1, CP6_g7673_DN3_SP1_c.t1
OG0009979	As004G095220	CP6_g7547_DN3_SP8_c.t1
OG0009980	As004G095710	CP6_g7484_DN1_SP0_c.t1
OG0009981	As004G095890	CP6_g7445_DN3_SP3_c.t1
OG0009982	As004G096640	CP12_g30512_DN2_SP1_c.t1
OG0009983	As004G096780	CP5_g1467_DN3_SP5_c.t1
OG0009984	As004G096790	CP5_g1466_DN2_SP0_c.t1
OG0009985	As004G096800	CP5_g1464_DN3_SP7_c.t1
OG0009986	As004G096980	CP5_g1407_DN3_SP8_c.t1
OG0009987	As004G097010, As004G097000	CP5_g1406_DN3_SP2_c.t1
OG0009988	As004G097220	CP4_g24829_DN3_SP7_c.t1
OG0009989	As004G097960	CP19_g17889_DN3_SP5_c.t1
OG0009991	As004G098340	CP19_g17832_DN3_SP5_c.t1
OG0009992	As005G098590	CP20_g4124_DN3_SP2_c.t1, CP5_g3150_DN2_SP0_c.t1, CP5_g3151_DN2_SP0_c.t1
OG0009993	As005G098670	CP4_g23925_DN3_SP7_c.t1
OG0009994	As005G099250	CP4_g23959_DN3_SP1_c.t1
OG0009995	As005G099550	CP4_g23985_DN2_SP0_c.t1
OG0009996	As005G099590	CP4_g23987_DN3_SP8_c.t1
OG0009997	As005G100260	CP4_g24042_DN3_SP8_c.t1
OG0009998	As005G100280	CP4_g24046_DN2_SP0_c.t1
OG0009999	As005G100360	CP4_g24053_DN3_SP4_c.t1
