Orthogroup	Aethionema_saxatile	Conringia_planisiliqua
OG0010000	As009G210800, As005G100840	CP4_g24096_DN3_SP0_c.t1
OG0010001	As005G100870	CP4_g24100_DN3_SP8_c.t1
OG0010002	As005G101290	CP4_g24144_DN3_SP8_c.t1
OG0010003	As005G101640	CP4_g24180_DN3_SP8_c.t1
OG0010004	As005G101770	CP4_g24194_DN3_SP5_c.t1
OG0010005	As005G101870	CP4_g24205_DN3_SP5_c.t1
OG0010006	As005G101880	CP4_g24206_DN3_SP0_c.t1
OG0010008	As005G102250	CP4_g24236_DN3_SP1_c.t1
OG0010009	As005G103180, As011G267580	CP12_g29808_DN3_SP8_c.t1, CP2_g47506_DN2_SP0_c.t1, CP2_g47505_DN1_SP0_c.t1
OG0010010	As005G103230	CP4_g24330_DN3_SP6_c.t1
OG0010011	As005G103440	CP4_g24351_DN3_SP0_c.t1
OG0010012	As005G103460	CP4_g24352_DN3_SP8_c.t1
OG0010013	As005G103590	CP4_g24359_DN3_SP1_c.t1
OG0010014	As005G103770	CP4_g24375_DN3_SP2_c.t1
OG0010015	As005G104190	CP4_g24415_DN3_SP8_c.t1
OG0010016	As005G104230	CP4_g24419_DN3_SP8_c.t1
OG0010017	As005G104250	CP4_g24421_DN3_SP0_c.t1
OG0010018	As005G104280	CP4_g24423_DN3_SP8_c.t1
OG0010019	As005G105100	CP4_g24515_DN3_SP7_c.t1
OG0010020	As005G105130	CP4_g24512_DN3_SP8_c.t1
OG0010021	As005G105320	CP3_g13585_DN3_SP2_c.t1
OG0010022	As005G105500	CP4_g24541_DN3_SP8_c.t1
OG0010023	As005G105750, As005G105730, As005G105760	CP11_g32091_DN3_SP8_c.t1
OG0010024	As005G106010	CP4_g24567_DN3_SP8_c.t1
OG0010025	As005G106120	CP4_g24572_DN3_SP8_c.t1
OG0010026	As005G107200	CP11_g33661_DN3_SP7_c.t1
OG0010027	As005G107210	CP11_g33660_DN3_SP6_c.t1
OG0010028	As005G107460	CP11_g33637_DN3_SP1_c.t1
OG0010029	As005G107630	CP11_g33620_DN2_SP7_c.t1
OG0010030	As005G107720	CP11_g33611_DN3_SP1_c.t1
OG0010031	As005G107830	CP11_g33593_DN3_SP1_c.t1
OG0010032	As005G108150	CP11_g33567_DN3_SP8_c.t1
OG0010034	As005G108260	CP11_g33554_DN2_SP1_c.t1
OG0010035	As005G108290	CP11_g33552_DN3_SP8_c.t1
OG0010036	As005G108390	CP11_g33539_DN3_SP8_c.t1
OG0010037	As005G108410	CP11_g33538_DN3_SP8_c.t1
OG0010038	As005G108840	CP11_g33503_DN3_SP0_c.t1
OG0010039	As005G108910	CP11_g33497_DN3_SP8_c.t1
OG0010040	As005G109900	CP8_g54397_DN3_SP5_c.t1
OG0010041	As005G110190	CP8_g54373_DN3_SP0_c.t1
OG0010042	As005G110390	CP8_g54376_DN3_SP4_c.t1
OG0010043	As005G110520	CP8_g54314_DN3_SP0_c.t1
OG0010044	As005G110750	CP8_g54313_DN1_SP7_c.t1
OG0010045	As005G110780	CP8_g54297_DN3_SP6_c.t1
OG0010046	As005G110960	CP8_g54301_DN3_SP0_c.t1
OG0010047	As005G111720	CP8_g54275_DN3_SP8_c.t1
OG0010048	As005G111760	CP8_g54274_DN3_SP4_c.t1
OG0010050	As005G112170	CP8_g54253_DN3_SP6_c.t1
OG0010051	As005G112340	CP8_g54241_DN3_SP7_c.t1
OG0010052	As005G112580	CP8_g54221_DN3_SP8_c.t1
OG0010053	As005G112610	CP8_g54217_DN3_SP0_c.t1
OG0010054	As005G112820	CP19_g17943_DN3_SP0_c.t1
OG0010055	As005G113540	CP8_g54142_DN2_SP4_c.t1
OG0010056	As005G113960	CP8_g54098_DN3_SP8_c.t1
OG0010057	As005G114140, As008G189680, As005G114150	CP8_g54080_DN3_SP8_c.t1
OG0010058	As005G114240	CP8_g54068_DN3_SP0_c.t1
OG0010059	As005G114560	CP8_g54029_DN3_SP0_c.t1
OG0010060	As005G115470	CP8_g53973_DN3_SP3_c.t1
OG0010061	As005G115770	CP7_g45091_DN3_SP8_c.t1
OG0010063	As005G116160	CP2_g47985_DN3_SP7_c.t1
OG0010064	As005G116230	CP2_g47976_DN3_SP6_c.t1
OG0010065	As005G116250	CP2_g47974_DN3_SP0_c.t1
OG0010066	As005G116290	CP2_g47970_DN3_SP8_c.t1
OG0010069	As005G117140	CP2_g47885_DN3_SP8_c.t1
OG0010070	As005G117290	CP2_g47874_DN3_SP8_c.t1
OG0010071	As005G117370	CP2_g47864_DN3_SP8_c.t1
OG0010072	As005G117970	CP2_g47803_DN3_SP0_c.t1
OG0010073	As005G118200	CP2_g47787_DN3_SP8_c.t1
OG0010075	As005G118710	CP2_g47728_DN3_SP8_c.t1
OG0010076	As005G118740	CP2_g47725_DN3_SP7_c.t1
OG0010078	As005G119630	CP2_g47632_DN3_SP7_c.t1
OG0010079	As005G119670	CP2_g47627_DN3_SP0_c.t1
OG0010080	As005G119690	CP2_g47626_DN2_SP0_c.t1
OG0010081	As005G119700	CP2_g47624_DN3_SP0_c.t1
OG0010082	As005G119900	CP2_g47602_DN3_SP3_c.t1
OG0010084	As005G120410	CP2_g47551_DN3_SP8_c.t1
OG0010085	As005G120820	CP3_g14227_DN3_SP2_c.t1
OG0010086	As005G120890	CP2_g47515_DN3_SP0_c.t1
OG0010087	As006G121090	CP8_g54678_DN3_SP0_c.t1
OG0010088	As006G121310	CP8_g54621_DN3_SP0_c.t1
OG0010089	As006G121360	CP8_g54624_DN3_SP1_c.t1
OG0010090	As007G154480	CP7_g45924_DN3_SP0_c.t1
OG0010091	As006G121880	CP8_g54598_DN3_SP6_c.t1
OG0010092	As006G122400	CP8_g54534_DN3_SP0_c.t1
OG0010093	As006G122670	CP11_g32135_DN3_SP2_c.t1
OG0010094	As006G122990	CP11_g32097_DN2_SP0_c.t1
OG0010095	As006G123020	CP11_g32089_DN3_SP8_c.t1
OG0010096	As006G123150	CP11_g32075_DN3_SP0_c.t1
OG0010097	As006G123370	CP11_g32050_DN3_SP0_c.t1
OG0010098	As006G123510	CP11_g32031_DN3_SP0_c.t1
OG0010099	As006G123890	CP11_g31983_DN3_SP8_c.t1
OG0010101	As006G124000	CP11_g31972_DN3_SP2_c.t1
OG0010102	As006G124030	CP11_g31969_DN3_SP0_c.t1
OG0010103	As006G124060	CP11_g31966_DN3_SP8_c.t1
OG0010104	As006G124240	CP11_g31928_DN3_SP8_c.t1
OG0010105	As006G124920	CP13_g20256_DN3_SP0_c.t1
OG0010106	As006G125320	CP4_g25410_DN3_SP3_c.t1
OG0010107	As006G125400	CP4_g25417_DN3_SP0_c.t1
OG0010108	As006G126150	CP4_g25515_DN3_SP2_c.t1
OG0010109	As006G126220	CP4_g25531_DN3_SP5_c.t1
OG0010110	As006G126790	CP4_g25557_DN3_SP8_c.t1
OG0010111	As006G126950	CP4_g25574_DN3_SP8_c.t1
OG0010112	As006G127450	CP4_g25628_DN3_SP1_c.t1
OG0010113	As006G127610	CP4_g25652_DN3_SP8_c.t1
OG0010114	As006G127890	CP4_g25687_DN3_SP8_c.t1
OG0010115	As006G128130	CP4_g25718_DN3_SP0_c.t1
OG0010116	As006G128510	CP4_g25762_DN3_SP7_c.t1
OG0010118	As006G129220	CP4_g25849_DN3_SP8_c.t1
OG0010119	As006G129640	CP4_g25884_DN3_SP3_c.t1
OG0010120	As006G129820	CP4_g25907_DN2_SP2_c.t1
OG0010121	As006G130000	CP4_g25932_DN2_SP0_c.t1
OG0010122	As006G130020	CP4_g25937_DN3_SP0_c.t1, CP4_g25938_DN3_SP0_c.t1
OG0010123	As006G130080	CP4_g25946_DN3_SP3_c.t1
OG0010124	As006G130280	CP4_g25987_DN3_SP8_c.t1
OG0010125	As006G130290	CP4_g25988_DN3_SP1_c.t1
OG0010126	As006G130300	CP14_g23172_DN3_SP1_c.t1, CP14_g23094_DN3_SP1_c.t1, CP14_g23162_DN3_SP3_c.t1
OG0010127	As006G130850	CP4_g26096_DN3_SP4_c.t1
OG0010128	As006G131100	CP4_g26662_DN3_SP8_c.t1
OG0010129	As006G131220	CP8_g53411_DN3_SP8_c.t1
OG0010130	As006G131260	CP24_g47172_DN3_SP8_c.t1
OG0010131	As006G131710	CP18_g12164_DN3_SP3_c.t1
OG0010132	As006G132330	CP5_g1268_DN3_SP8_c.t1
OG0010133	As006G133360	CP10_g42108_DN3_SP8_c.t1
OG0010134	As006G141930, As006G133720	CP10_g42825_DN3_SP8_c.t1
OG0010135	As006G133850	CP11_g33760_DN3_SP3_c.t1
OG0010136	As006G134020	CP4_g24580_DN3_SP0_c.t1
OG0010137	As006G134060	CP4_g24583_DN3_SP8_c.t1
OG0010138	As006G134100	CP19_g18003_DN3_SP0_c.t1
OG0010139	As006G134140	CP19_g17997_DN1_SP0_c.t1
OG0010140	As006G134790	CP10_g42174_DN3_SP0_c.t1
OG0010142	As006G136220	CP10_g42314_DN3_SP7_c.t1
OG0010143	As006G136240	CP10_g42316_DN3_SP8_c.t1
OG0010144	As006G136670	CP10_g42354_DN3_SP8_c.t1
OG0010145	As006G136730	CP10_g42359_DN3_SP3_c.t1
OG0010146	As009G203880, As009G209970	CP10_g42366_DN3_SP8_c.t1
OG0010147	As006G136950	CP10_g42375_DN3_SP8_c.t1
OG0010148	As006G137520	CP10_g42425_DN3_SP6_c.t1
OG0010149	As006G137670	CP10_g42436_DN3_SP8_c.t1
OG0010150	As006G138000	CP10_g42466_DN3_SP8_c.t1
OG0010151	As006G139110	CP10_g42565_DN3_SP2_c.t1
OG0010152	As006G140310	CP10_g42674_DN3_SP0_c.t1
OG0010153	As006G140320	CP10_g42675_DN3_SP1_c.t1
OG0010154	As006G140560	CP10_g42697_DN3_SP3_c.t1
OG0010155	As006G140620	CP10_g42704_DN3_SP0_c.t1
OG0010156	As006G140770	CP10_g42715_DN3_SP7_c.t1
OG0010157	As006G141510	CP10_g42788_DN3_SP8_c.t1
OG0010158	As006G141710	CP10_g42806_DN3_SP8_c.t1
OG0010159	As009G218570, As006G141740	CP2_g48100_DN3_SP5_c.t1
OG0010160	As006G142020	CP10_g42837_DN3_SP8_c.t1
OG0010161	As006G143000	CP4_g24728_DN3_SP8_c.t1
OG0010162	As006G143190	CP4_g24741_DN3_SP8_c.t1
OG0010163	As006G143220	CP4_g24744_DN3_SP7_c.t1
OG0010164	As006G143560	CP28_g33974_DN3_SP0_c.t1, CP4_g24775_DN3_SP7_c.t1
OG0010166	As006G144090, As006G144100	CP4_g24818_DN3_SP0_c.t1
OG0010167	As006G144320	CP4_g24845_DN3_SP8_c.t1
OG0010168	As006G145000	CP4_g25101_DN3_SP8_c.t1
OG0010169	As006G145200	CP4_g25077_DN3_SP0_c.t1
OG0010170	As006G145400	CP4_g25058_DN3_SP8_c.t1
OG0010171	As006G145760	CP4_g25027_DN3_SP8_c.t1
OG0010172	As006G145770	CP4_g25026_DN3_SP0_c.t1
OG0010173	As006G145920	CP4_g25014_DN3_SP1_c.t1
OG0010174	As006G146840	CP4_g24950_DN2_SP0_c.t1
OG0010176	As006G147710	CP4_g24917_DN3_SP8_c.t1
OG0010177	As006G147860	CP12_g31540_DN2_SP0_c.t1
OG0010178	As006G148550	CP1_g36944_DN3_SP8_c.t1
OG0010179	As006G148870	CP4_g24854_DN3_SP6_c.t1
OG0010180	As007G152030	CP7_g46186_DN3_SP2_c.t1
OG0010181	As007G152090	CP7_g46181_DN3_SP6_c.t1
OG0010182	As007G153220	CP7_g46069_DN3_SP5_c.t1
OG0010184	As007G154120	CP8_g53027_DN3_SP0_c.t1, CP7_g45980_DN3_SP1_c.t1
OG0010185	As007G154460	CP8_g54318_DN3_SP7_c.t1
OG0010186	As007G154670	CP7_g45944_DN3_SP8_c.t1
OG0010187	As007G155120	CP7_g45887_DN3_SP8_c.t1
OG0010189	As007G155600	CP7_g45833_DN3_SP7_c.t1
OG0010190	As007G155780	CP7_g45814_DN3_SP0_c.t1
OG0010191	As007G155840	CP7_g45803_DN3_SP1_c.t1
OG0010192	As007G156140	CP7_g45769_DN3_SP3_c.t1
OG0010193	As007G156180	CP7_g45765_DN3_SP0_c.t1
OG0010194	As007G156190	CP7_g45764_DN3_SP0_c.t1
OG0010195	As007G156200	CP7_g45763_DN3_SP8_c.t1
OG0010196	As007G156260	CP7_g45757_DN3_SP8_c.t1
OG0010197	As007G156610	CP7_g45719_DN3_SP1_c.t1
OG0010198	As007G156820	CP7_g45693_DN3_SP2_c.t1
OG0010199	As007G156830	CP7_g45692_DN3_SP2_c.t1
OG0010200	As007G156890	CP7_g45684_DN3_SP8_c.t1
OG0010201	As007G157090	CP7_g45664_DN3_SP6_c.t1
OG0010202	As007G157700	CP7_g45610_DN3_SP8_c.t1
OG0010203	As007G157720	CP7_g45608_DN3_SP2_c.t1
OG0010204	As007G158010	CP9_g29414_DN3_SP2_c.t1
OG0010205	As007G158690	CP7_g45519_DN3_SP1_c.t1
OG0010206	As007G158960, As010G234280	CP7_g45500_DN3_SP8_c.t1
OG0010207	As007G159060	CP7_g45492_DN3_SP5_c.t1
OG0010208	As007G159260, As007G159270	CP7_g45472_DN3_SP2_c.t1
OG0010209	As007G159380	CP7_g45459_DN3_SP8_c.t1
OG0010212	As007G160350	CP7_g45330_DN3_SP0_c.t1
OG0010213	As007G160650	CP7_g45297_DN3_SP0_c.t1
OG0010214	As007G160860	CP9_g28511_DN3_SP5_c.t1
OG0010215	As007G160870	CP7_g45277_DN3_SP1_c.t1
OG0010216	As007G161100	CP7_g45256_DN3_SP8_c.t1
OG0010217	As007G161200	CP7_g45241_DN3_SP8_c.t1
OG0010218	As007G161450	CP9_g28394_DN3_SP0_c.t1
OG0010219	As007G161550	CP7_g45205_DN3_SP1_c.t1
OG0010220	As007G161760	CP7_g45187_DN3_SP3_c.t1
OG0010221	As007G161770	CP7_g45186_DN3_SP7_c.t1
OG0010222	As007G162070	CP7_g45144_DN3_SP6_c.t1
OG0010223	As007G163130	CP19_g18185_DN3_SP0_c.t1
OG0010224	As007G164330	CP19_g18141_DN3_SP8_c.t1
OG0010225	As007G164340	CP19_g18138_DN3_SP8_c.t1
OG0010226	As007G164470	CP19_g18128_DN3_SP0_c.t1
OG0010227	As007G164490	CP19_g18127_DN3_SP3_c.t1
OG0010228	As007G165860	CP19_g18071_DN3_SP0_c.t1
OG0010229	As007G166590	CP16_g55298_DN3_SP8_c.t1
OG0010230	As007G177810	CP16_g55134_DN3_SP0_c.t1
OG0010232	As007G178400, As007G178410	CP16_g55085_DN1_SP0_c.t1
OG0010233	As007G178510	CP16_g55071_DN3_SP1_c.t1
OG0010235	As007G179160	CP16_g55027_DN3_SP0_c.t1
OG0010236	As007G179180	CP16_g55025_DN3_SP0_c.t1
OG0010237	As007G179190	CP16_g55024_DN3_SP0_c.t1
OG0010238	As007G179220	CP16_g55021_DN3_SP0_c.t1
OG0010239	As007G179850	CP16_g54922_DN3_SP0_c.t1
OG0010240	As007G180740	CP16_g54795_DN2_SP2_c.t1
OG0010241	As007G181900	CP16_g54742_DN3_SP8_c.t1
OG0010242	As008G182310	CP1_g37820_DN3_SP8_c.t1
OG0010243	As008G182390	CP1_g37811_DN3_SP1_c.t1
OG0010244	As008G182700	CP1_g37783_DN3_SP8_c.t1
OG0010246	As008G183250	CP1_g37731_DN3_SP6_c.t1
OG0010247	As008G183470	CP1_g37696_DN3_SP1_c.t1
OG0010248	As008G184010	CP1_g37634_DN3_SP6_c.t1, CP2_g49877_DN3_SP0_c.t1
OG0010249	As008G184020	CP1_g37636_DN3_SP0_c.t1, CP1_g37635_DN3_SP0_c.t1
OG0010251	As008G184890	CP1_g37537_DN3_SP8_c.t1
OG0010252	As008G186150	CP1_g37424_DN3_SP0_c.t1
OG0010253	As008G186370	CP1_g37411_DN3_SP0_c.t1
OG0010254	As008G186570	CP1_g37399_DN3_SP8_c.t1
OG0010255	As008G186650	CP1_g37389_DN3_SP8_c.t1
OG0010256	As008G186940	CP1_g37363_DN3_SP4_c.t1
OG0010257	As008G187130	CP1_g37338_DN3_SP0_c.t1
OG0010258	As008G188220	CP1_g37237_DN3_SP8_c.t1
OG0010259	As008G188320	CP1_g37227_DN3_SP3_c.t1
OG0010260	As008G188900	CP1_g37191_DN3_SP8_c.t1
OG0010261	As008G189060	CP1_g37178_DN3_SP0_c.t1
OG0010262	As008G189460	CP1_g37163_DN3_SP5_c.t1
OG0010263	As008G192180	CP1_g37043_DN3_SP0_c.t1
OG0010264	As008G193330	CP1_g36967_DN3_SP1_c.t1
OG0010265	As008G193660	CP1_g36931_DN3_SP2_c.t1
OG0010267	As008G194480	CP1_g36868_DN3_SP0_c.t1
OG0010268	As008G194850	CP1_g36836_DN3_SP0_c.t1
OG0010269	As008G194880	CP1_g36833_DN3_SP1_c.t1
OG0010271	As008G195180	CP1_g36555_DN3_SP5_c.t1
OG0010272	As008G195690	CP1_g36592_DN3_SP8_c.t1
OG0010273	As008G195780	CP1_g36596_DN3_SP0_c.t1
OG0010274	As008G196080	CP1_g36627_DN3_SP5_c.t1
OG0010275	As008G196250	CP1_g36642_DN3_SP0_c.t1
OG0010276	As008G196610	CP1_g36676_DN2_SP0_c.t1
OG0010277	As008G196660	CP1_g36680_DN3_SP0_c.t1
OG0010278	As008G196840	CP1_g36713_DN3_SP8_c.t1
OG0010280	As008G197090	CP1_g36693_DN3_SP5_c.t1
OG0010281	As008G197160	CP1_g36739_DN3_SP0_c.t1
OG0010282	As008G197510	CP1_g36768_DN3_SP6_c.t1
OG0010283	As008G197840	CP1_g36804_DN3_SP8_c.t1
OG0010284	As008G197990	CP1_g36818_DN1_SP0_c.t1
OG0010285	As008G198040	CP1_g36814_DN3_SP1_c.t1
OG0010286	As008G198830	CP1_g36472_DN3_SP8_c.t1
OG0010287	As009G199780	CP11_g32574_DN3_SP0_c.t1
OG0010288	As009G200140	CP11_g32542_DN3_SP7_c.t1
OG0010289	As009G200470	CP11_g32494_DN3_SP0_c.t1
OG0010290	As009G200920	CP11_g32410_DN3_SP2_c.t1
OG0010291	As009G201090	CP11_g32426_DN3_SP8_c.t1
OG0010293	As009G202650	CP11_g32301_DN3_SP0_c.t1
OG0010294	As009G202660	CP11_g32302_DN3_SP2_c.t1
OG0010295	As009G202700	CP11_g32290_DN3_SP6_c.t1
OG0010296	As009G203110	CP11_g32253_DN3_SP4_c.t1
OG0010297	As009G203190	CP11_g32246_DN3_SP4_c.t1
OG0010298	As009G203600	CP13_g19063_DN2_SP0_c.t1, CP11_g32206_DN3_SP4_c.t1
OG0010299	As009G204090	CP10_g42393_DN3_SP2_c.t1
OG0010300	As009G204190	CP8_g54504_DN3_SP1_c.t1
OG0010301	As009G204840	CP8_g54438_DN3_SP8_c.t1
OG0010302	As009G205100	CP8_g54410_DN3_SP0_c.t1
OG0010303	As009G206800	CP5_g677_DN3_SP8_c.t1
OG0010304	As009G206900	CP2_g48635_DN3_SP8_c.t1
OG0010305	As009G206990	CP2_g48647_DN3_SP1_c.t1
OG0010306	As009G207050	CP2_g48653_DN3_SP5_c.t1
OG0010307	As009G207130	CP2_g48661_DN3_SP8_c.t1
OG0010308	As009G207160	CP2_g48663_DN3_SP5_c.t1
OG0010309	As009G207540	CP2_g48694_DN3_SP3_c.t1
OG0010310	As009G207570	CP2_g48696_DN3_SP0_c.t1
OG0010312	As009G208070	CP2_g48701_DN3_SP5_c.t1
OG0010313	As009G209680	CP2_g48778_DN3_SP8_c.t1
OG0010314	As009G209820	CP10_g42746_DN3_SP3_c.t1
OG0010315	As009G210240	CP11_g32603_DN3_SP1_c.t1
OG0010316	As009G211290	CP11_g33294_DN3_SP5_c.t1
OG0010317	As009G211940	CP1_g39461_DN3_SP8_c.t1
OG0010318	As009G212200	CP11_g33236_DN3_SP0_c.t1
OG0010319	As009G212230	CP11_g33231_DN3_SP0_c.t1
OG0010320	As009G212390	CP11_g33221_DN3_SP0_c.t1
OG0010321	As009G213000	CP11_g33328_DN3_SP3_c.t1
OG0010322	As009G213070	CP11_g33335_DN3_SP8_c.t1
OG0010323	As009G213130	CP11_g33344_DN3_SP5_c.t1
OG0010324	As009G213300	CP11_g33356_DN3_SP8_c.t1
OG0010325	As009G213670	CP11_g33362_DN3_SP0_c.t1
OG0010326	As009G213790	CP11_g33365_DN3_SP3_c.t1
OG0010327	As009G213900	CP11_g33374_DN3_SP8_c.t1
OG0010328	As009G213910	CP11_g33375_DN3_SP0_c.t1
OG0010329	As009G214180	CP11_g33395_DN3_SP8_c.t1
OG0010330	As009G214210	CP11_g33394_DN3_SP1_c.t1
OG0010331	As009G214960	CP2_g48488_DN2_SP3_c.t1
OG0010332	As009G215490	CP2_g48425_DN3_SP8_c.t1
OG0010333	As009G216010	CP2_g48378_DN3_SP0_c.t1
OG0010334	As009G216250	CP2_g48372_DN3_SP0_c.t1
OG0010336	As009G216520	CP2_g48329_DN3_SP1_c.t1
OG0010337	As009G216600	CP2_g48322_DN3_SP8_c.t1
OG0010338	As009G216770	CP2_g48311_DN3_SP0_c.t1
OG0010339	As009G217020	CP2_g48284_DN3_SP8_c.t1
OG0010340	As009G217450	CP2_g48236_DN3_SP6_c.t1
OG0010341	As009G217620	CP2_g48217_DN3_SP7_c.t1
OG0010342	As009G218050	CP2_g48160_DN3_SP1_c.t1
OG0010343	As009G218180	CP2_g48148_DN3_SP4_c.t1
OG0010345	As009G218910	CP2_g48058_DN3_SP8_c.t1
OG0010346	As009G218960	CP2_g48055_DN3_SP3_c.t1
OG0010348	As009G220110	CP8_g53828_DN3_SP8_c.t1
OG0010349	As010G220270	CP3_g14228_DN3_SP6_c.t1
OG0010350	As010G220590	CP3_g14273_DN3_SP0_c.t1
OG0010351	As010G220720	CP3_g14295_DN2_SP1_c.t1
OG0010352	As010G220730	CP3_g14297_DN3_SP0_c.t1
OG0010353	As010G221070	CP3_g14338_DN3_SP0_c.t1
OG0010354	As010G221620	CP5_g3279_DN3_SP0_c.t1, CP3_g14411_DN3_SP8_c.t1
OG0010355	As010G222140	CP3_g14462_DN2_SP0_c.t1
OG0010356	As010G222200	CP3_g14471_DN3_SP3_c.t1
OG0010357	As010G222520	CP3_g14514_DN3_SP8_c.t1
OG0010358	As010G222600	CP3_g14523_DN3_SP8_c.t1
OG0010359	As010G222690	CP3_g14535_DN3_SP0_c.t1, CP3_g14536_DN3_SP0_c.t1
OG0010360	As010G222910	CP3_g14564_DN3_SP1_c.t1
OG0010361	As010G223180	CP3_g14589_DN3_SP1_c.t1
OG0010362	As010G223370	CP3_g14612_DN3_SP8_c.t1
OG0010364	As010G225750	CP3_g14949_DN3_SP6_c.t1
OG0010365	As010G226040	CP3_g15138_DN3_SP7_c.t1
OG0010366	As010G226070	CP3_g15151_DN3_SP8_c.t1
OG0010367	As010G226440	CP3_g15554_DN3_SP3_c.t1
OG0010368	As010G226480	CP3_g15568_DN3_SP0_c.t1
OG0010369	As010G226660	CP3_g14613_DN3_SP0_c.t1
OG0010370	As010G227710	CP9_g28340_DN3_SP1_c.t1
OG0010371	As010G228320	CP9_g28310_DN2_SP0_c.t1
OG0010372	As010G229630	CP9_g28397_DN2_SP1_c.t1
OG0010373	As010G230030	CP9_g28368_DN3_SP2_c.t1
OG0010374	As010G231170	CP9_g28441_DN3_SP0_c.t1
OG0010375	As010G231280	CP9_g28450_DN3_SP8_c.t1
OG0010376	As010G231480	CP9_g28468_DN2_SP0_c.t1
OG0010378	As010G231840	CP9_g28487_DN3_SP2_c.t1
OG0010379	As010G232100	CP9_g28499_DN3_SP0_c.t1
OG0010380	As010G232230	CP9_g28510_DN3_SP6_c.t1
OG0010381	As010G232450	CP9_g28530_DN3_SP8_c.t1
OG0010382	As010G233210	CP9_g28634_DN3_SP5_c.t1
OG0010383	As010G233960	CP9_g28730_DN3_SP0_c.t1
OG0010384	As010G234110	CP9_g28746_DN3_SP0_c.t1
OG0010385	As010G234550	CP9_g28791_DN3_SP3_c.t1
OG0010386	As010G235080, As010G234880	CP9_g28852_DN3_SP1_c.t1
OG0010387	As010G235160	CP9_g29469_DN3_SP7_c.t1
OG0010388	As010G235420	CP9_g29444_DN3_SP1_c.t1
OG0010389	As010G235630	CP9_g29421_DN1_SP0_c.t1
OG0010390	As010G235810	CP9_g29405_DN3_SP0_c.t1
OG0010391	As010G236050	CP9_g29383_DN3_SP0_c.t1
OG0010392	As010G236200	CP3_g14218_DN3_SP0_c.t1
OG0010393	As010G236290	CP9_g29359_DN3_SP0_c.t1
OG0010394	As010G236350	CP9_g29351_DN3_SP7_c.t1
OG0010395	As010G237610	CP7_g45754_DN3_SP5_c.t1
OG0010396	As010G238400	CP9_g29155_DN3_SP8_c.t1
OG0010397	As010G239380	CP9_g29053_DN3_SP2_c.t1
OG0010398	As010G239410	CP9_g29050_DN3_SP1_c.t1
OG0010399	As010G239670	CP9_g29023_DN3_SP3_c.t1
OG0010400	As010G239720	CP9_g29018_DN2_SP8_c.t1
OG0010401	As010G239960	CP9_g28999_DN3_SP5_c.t1
OG0010402	As010G240110	CP9_g28988_DN1_SP0_c.t1
OG0010403	As010G240200	CP9_g28977_DN3_SP7_c.t1
OG0010404	As010G240690	CP9_g28936_DN2_SP8_c.t1
OG0010405	As010G240830	CP9_g28928_DN3_SP8_c.t1
OG0010407	As010G240880	CP9_g28927_DN3_SP6_c.t1
OG0010408	As010G241420	CP9_g28870_DN3_SP8_c.t1
OG0010409	As010G242470	CP9_g29550_DN3_SP2_c.t1
OG0010410	As010G242770	CP9_g29577_DN3_SP2_c.t1
OG0010411	As010G243110	CP9_g29607_DN3_SP8_c.t1
OG0010413	As010G243520	CP9_g29647_DN3_SP0_c.t1
OG0010414	As010G243700	CP9_g29666_DN3_SP8_c.t1
OG0010415	As010G244030	CP9_g29698_DN3_SP0_c.t1
OG0010416	As010G244160	CP9_g29708_DN3_SP0_c.t1
OG0010417	As010G244370	CP8_g53502_DN3_SP8_c.t1
OG0010418	As011G244980	CP10_g43271_DN3_SP0_c.t1
OG0010419	As011G245160	CP10_g43289_DN1_SP0_c.t1
OG0010420	As011G245580	CP10_g43325_DN3_SP7_c.t1
OG0010421	As011G246380	CP10_g43403_DN3_SP0_c.t1
OG0010422	As011G246500	CP10_g43415_DN2_SP0_c.t1
OG0010423	As011G246540	CP10_g43420_DN3_SP7_c.t1
OG0010424	As011G246580	CP10_g43424_DN3_SP0_c.t1
OG0010425	As011G246930	CP10_g43448_DN3_SP3_c.t1
OG0010426	As011G247110	CP8_g54317_DN3_SP5_c.t1
OG0010427	As011G247360	CP10_g43492_DN3_SP8_c.t1
OG0010428	As011G247510	CP10_g43508_DN3_SP0_c.t1
OG0010430	As011G247840	CP12_g29907_DN3_SP7_c.t1
OG0010431	As011G248540	CP12_g29989_DN3_SP8_c.t1
OG0010433	As011G249450	CP12_g30074_DN3_SP1_c.t1
OG0010435	As011G249970	CP12_g30125_DN3_SP3_c.t1
OG0010436	As011G250340	CP12_g30163_DN3_SP0_c.t1
OG0010437	As011G250410	CP12_g30171_DN3_SP8_c.t1
OG0010438	As011G250450	CP12_g30175_DN3_SP7_c.t1
OG0010439	As011G250590	CP12_g30187_DN3_SP2_c.t1
OG0010440	As011G250730	CP12_g30200_DN3_SP8_c.t1
OG0010441	As011G250910	CP12_g30218_DN3_SP0_c.t1
OG0010442	As011G251060	CP12_g30232_DN3_SP0_c.t1
OG0010443	As011G251090	CP12_g30236_DN3_SP0_c.t1
OG0010444	As011G251170	CP12_g30246_DN3_SP2_c.t1
OG0010445	As011G251180, As012G272830	CP1_g38159_DN2_SP0_c.t1
OG0010446	As011G251720	CP12_g30310_DN3_SP0_c.t1
OG0010447	As011G251770	CP12_g30312_DN3_SP0_c.t1
OG0010448	As011G251930	CP12_g30328_DN3_SP2_c.t1
OG0010449	As011G251940	CP12_g30329_DN3_SP1_c.t1
