Orthogroup	Aethionema_saxatile	Cardamine_glauca
OG0009502	As012G272800	Cg006G200070
OG0009503	As012G273070	Cg002G044030
OG0009504	As012G273290	Cg006G200600
OG0009505	As012G273320	Cg006G200660
OG0009506	As012G273350	Cg006G200700
OG0009507	As012G275130	Cg005G171940
OG0009508	As012G275230	Cg005G172020
OG0009509	As012G275440	Cg005G172200
OG0009510	As012G275450	Cg002G054940
OG0009511	As012G275640	Cg002G054720
OG0009512	As012G275710	Cg002G054640
OG0009513	As012G276410	Cg002G053840
OG0009514	As012G276710	Cg002G053420
OG0009515	As012G276780	Cg002G053460
OG0009516	As012G277230	Cg002G053060
OG0009517	As012G277710	Cg002G052690
OG0009518	As012G278120	Cg002G052510
OG0009519	As012G278300	Cg002G052460
OG0009520	As012G278580	Cg002G052410
OG0009521	As012G279180, As012G279190	Cg002G055180
OG0009522	As012G279430	Cg004G123780
OG0009523	As012G279850	Cg008G317230
OG0009524	As012G280040	Cg002G051900
OG0009525	As012G280100	Cg002G051910
OG0009526	As012G280400	Cg005G167390
OG0009527	As012G280410	Cg002G051800
OG0009528	As012G280980	Cg002G051620
OG0009529	As012G281780	Cg002G051140
OG0009530	As012G282470	Cg002G050360
OG0009531	As012G282490	Cg002G050340
OG0009532	As012G282690	Cg002G050120
OG0009533	As012G282790	Cg002G050000
OG0009534	As012G283440	Cg002G049350
OG0009535	As012G283500	Cg002G049300
OG0009536	As012G283600	Cg002G049210
OG0009537	As012G284410	Cg002G048310
OG0009538	As012G284550	Cg002G048150
OG0009539	As012G284620	Cg002G048100
OG0009540	As012G285050	Cg002G047550
OG0009541	As012G285150	Cg002G047430
OG0009542	As012G285350	Cg002G047170
OG0009543	As012G285500	Cg002G047040
OG0009544	As012G286210	Cg008G303270
OG0009545	As012G286640	Cg002G046070
OG0009546	As012G286650	Cg002G046060
OG0009547	As012G286810	Cg002G045910
OG0009548	As012G287120	Cg002G045630
OG0009549	As012G287300	Cg002G045490
OG0009550	As012G287320	Cg002G045470
OG0009551	As012G287580	Cg002G045110
OG0009552	As012G288340	Cg002G044220
OG0009553	As012G288350	Cg002G044210
OG0009554	As012G288980	Cg002G043600
OG0009555	As012G289080	Cg002G043510
OG0009556	As012G289170	Cg002G043450
OG0009557	As012G289460	Cg002G045790
OG0009558	As224G297350	Cg025G336100
OG0009635	As011G267520	Cg004G157170
OG0009636	As001G000990, As003G056310	Cg001G022980
OG0009637	As001G001220, As009G211040	Cg001G011120
OG0009638	As001G001430	Cg001G010930
OG0009639	As001G001670	Cg001G010770
OG0009640	As001G001770	Cg001G010660
OG0009641	As001G002120	Cg001G010380
OG0009642	As001G002360	Cg001G010130
OG0009644	As001G002840	Cg008G300420
OG0009645	As001G002950	Cg001G009710
OG0009646	As001G003310	Cg001G009440
OG0009647	As001G003360	Cg006G202040
OG0009648	As001G003970	Cg001G008830
OG0009649	As001G004990	Cg001G007950
OG0009650	As001G005880	Cg001G007440
OG0009651	As001G006070	Cg001G007510
OG0009652	As001G006750	Cg001G007180
OG0009653	As001G010190	Cg001G006900
OG0009654	As001G012040, As001G012030	Cg008G301650
OG0009655	As001G012270	Cg001G006550
OG0009656	As001G012360	Cg001G006510
OG0009657	As001G013740	Cg001G006290
OG0009658	As011G262930	Cg004G151520
OG0009659	As001G013920	Cg001G005910
OG0009660	As001G014760	Cg001G005290
OG0009661	As001G014840	Cg001G005190
OG0009662	As001G015030	Cg008G302540
OG0009663	As001G015490	Cg001G004990
OG0009664	As001G015670	Cg006G215280
OG0009665	As001G016100, As001G016130, As001G016150, As001G016080	Cg006G214590, Cg006G214550
OG0009666	As001G016360	Cg006G214330
OG0009667	As001G016380	Cg006G214320
OG0009668	As001G016450	Cg006G214240
OG0009669	As001G016810	Cg006G213750
OG0009670	As001G016890	Cg006G213730
OG0009671	As001G016980	Cg006G213470
OG0009672	As001G017070	Cg006G213360
OG0009673	As001G017110	Cg001G018010
OG0009674	As001G017130, As004G079770	Cg006G213270
OG0009675	As001G017170	Cg006G213220
OG0009676	As001G017180	Cg006G213180
OG0009677	As001G017200	Cg006G213130
OG0009678	As001G017420	Cg001G024050
OG0009679	As001G017450	Cg001G024070, Cg001G024150
OG0009680	As001G018100	Cg001G024800
OG0009681	As001G018310	Cg001G024920
OG0009682	As001G018940	Cg007G254450
OG0009683	As001G019220	Cg007G253300
OG0009684	As001G019250	Cg007G253240
OG0009685	As001G019270	Cg007G253220
OG0009686	As001G019540	Cg007G252640
OG0009687	As001G019710	Cg007G252080
OG0009688	As008G187290, As001G020180	Cg007G251320
OG0009689	As001G020190, As001G020200	Cg007G251350
OG0009690	As001G020470	Cg007G251020
OG0009691	As001G021370, As001G021300	Cg007G250180
OG0009692	As009G211840, As001G021390	Cg007G250200
OG0009693	As001G021930	Cg007G248720
OG0009694	As001G022310	Cg002G075690
OG0009695	As001G022480	Cg002G075520
OG0009696	As001G022500	Cg002G075500
OG0009697	As001G022550	Cg002G075450
OG0009698	As001G022560	Cg006G230860
OG0009699	As001G022610	Cg002G075380
OG0009700	As001G022760	Cg002G075210
OG0009701	As008G182830, As001G023290	Cg006G231340
OG0009702	As001G023360	Cg002G074640
OG0009703	As001G023870	Cg002G074100
OG0009704	As001G024330	Cg002G073520
OG0009705	As001G024390	Cg002G073430
OG0009706	As001G024410	Cg002G073410
OG0009707	As001G024720	Cg002G073060
OG0009708	As001G024730	Cg002G073050
OG0009709	As001G024980	Cg002G072780
OG0009710	As001G025370	Cg002G072190
OG0009711	As001G025460	Cg002G072100
OG0009712	As001G025650	Cg002G071890
OG0009713	As001G025660	Cg002G071880, Cg002G071870
OG0009714	As001G026360	Cg002G070970
OG0009715	As001G026600	Cg002G070680
OG0009716	As001G027450	Cg002G069950
OG0009717	As001G027470	Cg002G063400, Cg006G202080
OG0009718	As001G027540	Cg002G070080
OG0009719	As001G027780	Cg002G069190
OG0009720	As001G027960	Cg002G067260
OG0009721	As001G027970	Cg002G067250
OG0009722	As001G028070	Cg001G038650
OG0009723	As001G028330	Cg007G267030
OG0009724	As001G028340	Cg007G267020
OG0009725	As001G028740	Cg007G265770, Cg007G266000
OG0009726	As001G029100	Cg007G265020
OG0009727	As001G029130	Cg007G264900
OG0009728	As001G029400	Cg007G263080
OG0009729	As001G029460	Cg007G262730
OG0009730	As001G029470	Cg008G306600
OG0009731	As001G029660	Cg007G261510
OG0009732	As001G029700	Cg007G261270
OG0009733	As001G029770	Cg007G260350
OG0009734	As001G030310	Cg007G245590
OG0009735	As001G030340	Cg007G245630
OG0009736	As001G030500	Cg007G245820
OG0009737	As001G030590	Cg007G245900
OG0009738	As001G030870	Cg007G246210
OG0009739	As001G031020	Cg007G246370
OG0009740	As001G031150	Cg007G246560
OG0009741	As001G031560	Cg007G247170
OG0009742	As001G031710	Cg007G247380
OG0009743	As001G031730	Cg006G233400
OG0009744	As001G032270	Cg007G248170
OG0009745	As002G032450	Cg005G193430
OG0009746	As002G032570	Cg001G014870
OG0009747	As002G032640	Cg001G014740
OG0009748	As002G032950, As002G033130	Cg005G164770
OG0009749	As002G033160	Cg005G164800
OG0009751	As002G033610	Cg005G165140
OG0009752	As002G033630	Cg005G165160
OG0009753	As002G033650	Cg005G165180
OG0009754	As002G033690	Cg005G165230
OG0009755	As002G033700	Cg005G165240
OG0009756	As002G034150, As002G034120	Cg004G124910
OG0009757	As002G034470, As002G034560, As002G034630	Cg004G125280
OG0009758	As002G035300	Cg004G125720
OG0009759	As002G036030	Cg004G126250
OG0009760	As002G036650	Cg004G126810
OG0009761	As002G036850	Cg004G126870
OG0009762	As002G037130	Cg004G127050
OG0009763	As002G037850	Cg004G127660
OG0009764	As002G038830	Cg004G128040
OG0009765	As002G040280	Cg004G153220, Cg004G153230
OG0009766	As002G041180	Cg004G136090
OG0009767	As002G041820	Cg003G095260, Cg016G334120
OG0009768	As002G041860	Cg003G095310, Cg016G334150
OG0009769	As002G041980	Cg003G090220, Cg003G095680
OG0009770	As002G042120	Cg003G090350, Cg003G095820
OG0009771	As002G042740	Cg003G097270
OG0009772	As002G043120	Cg003G097650
OG0009773	As002G043130	Cg003G097660
OG0009774	As002G043360	Cg003G097880
OG0009775	As002G043400	Cg003G097950
OG0009776	As002G043420	Cg008G293940
OG0009777	As002G043720	Cg003G098340
OG0009778	As002G043920	Cg003G098680
OG0009779	As002G044040	Cg003G098860
OG0009780	As002G044130	Cg003G099050
OG0009781	As002G044180	Cg003G099110
OG0009782	As002G044290	Cg003G099240
OG0009783	As002G044610	Cg003G099600
OG0009784	As002G044660	Cg003G099690
OG0009785	As002G044680	Cg003G099710
OG0009786	As002G044700	Cg003G100220
OG0009787	As002G044750	Cg003G100130
OG0009788	As002G044800	Cg003G100070
OG0009789	As002G045070	Cg003G100250, Cg003G100260
OG0009790	As002G045320	Cg003G100480, Cg007G268150
OG0009791	As002G045590	Cg003G101190
OG0009792	As002G045710	Cg003G100910
OG0009793	As002G045760	Cg003G100860
OG0009794	As002G045840	Cg003G100770
OG0009795	As002G046060	Cg003G101530
OG0009796	As002G046380	Cg003G101830
OG0009797	As002G046480	Cg003G102010
OG0009798	As002G046850	Cg003G102330
OG0009799	As002G046990	Cg003G102410
OG0009800	As002G047380	Cg003G102910
OG0009801	As002G047470	Cg003G103010
OG0009802	As002G047580	Cg003G103120
OG0009803	As002G048050	Cg003G103600
OG0009804	As002G048190	Cg003G103910
OG0009805	As002G048260	Cg003G104040
OG0009806	As002G048460	Cg003G104220
OG0009807	As002G048510	Cg003G104310
OG0009808	As002G048640	Cg003G104490
OG0009809	As002G049220	Cg003G105140
OG0009810	As002G049380	Cg003G105290
OG0009811	As002G049420	Cg003G105320
OG0009812	As002G049450	Cg003G105350
OG0009813	As002G049820	Cg003G105590
OG0009814	As002G049900	Cg003G105690
OG0009815	As002G049920	Cg003G105710
OG0009816	As002G050040	Cg002G047460
OG0009817	As002G050200	Cg006G204150
OG0009818	As002G050470	Cg008G293320
OG0009819	As002G050500	Cg008G293290
OG0009820	As002G050970	Cg008G292740
OG0009821	As002G050990	Cg008G292720
OG0009822	As002G051010	Cg008G292690
OG0009823	As002G051020	Cg008G292680
OG0009824	As002G051130	Cg008G292580
OG0009825	As002G051230	Cg008G292460
OG0009826	As002G051260	Cg008G292430
OG0009827	As002G051330	Cg008G292350
OG0009828	As002G051720	Cg008G292000
OG0009829	As002G051770	Cg008G291950
OG0009830	As002G052170	Cg008G291520
OG0009831	As002G052250	Cg008G291420
OG0009833	As002G052390	Cg008G291270
OG0009834	As002G052900, As002G052890	Cg008G290860
OG0009835	As002G053130	Cg008G290590
OG0009836	As002G053750	Cg008G289870
OG0009837	As002G053760	Cg003G112240
OG0009838	As002G053960	Cg008G289700
OG0009839	As002G054340	Cg008G289350
OG0009840	As002G054480	Cg008G289260
OG0009841	As002G054820	Cg008G288850
OG0009842	As002G054900	Cg008G288760
OG0009843	As002G055110	Cg008G288510
OG0009844	As002G055280	Cg008G288300
OG0009845	As003G055690	Cg002G059390
OG0009846	As003G055840	Cg001G023480
OG0009847	As003G056160	Cg001G023120
OG0009848	As003G056710	Cg001G022520
OG0009849	As003G056730	Cg001G022500
OG0009850	As003G056890	Cg001G022370
OG0009851	As003G057180	Cg001G022030
OG0009852	As003G057380	Cg001G021800
OG0009853	As003G057640	Cg001G021480
OG0009854	As003G057760	Cg001G021310
OG0009855	As003G058110	Cg001G020830
OG0009856	As003G059000	Cg001G019950
OG0009857	As003G059080	Cg001G019840
OG0009858	As003G059810	Cg001G019220
OG0009859	As003G059980	Cg001G019060
OG0009860	As003G061010	Cg001G017880
OG0009861	As003G061030	Cg001G017860
OG0009862	As003G061410	Cg001G017480
OG0009863	As003G061500	Cg001G017420
OG0009864	As003G061550, As003G061530, As003G061540	Cg001G017390
OG0009865	As003G062180	Cg001G016840
OG0009866	As003G062290	Cg006G213090
OG0009867	As003G063000	Cg006G211690
OG0009868	As003G063240	Cg006G210790
OG0009869	As003G063330	Cg006G210570
OG0009870	As003G063340	Cg006G210560
OG0009871	As003G063380	Cg006G210510
OG0009872	As003G063940	Cg006G209150
OG0009873	As003G064790	Cg006G206120
OG0009874	As003G065500	Cg006G202660
OG0009875	As003G066330	Cg006G206890
OG0009876	As003G066780	Cg005G187840, Cg006G203130
OG0009877	As003G068460	Cg006G218530
OG0009878	As003G069330, As008G190140	Cg006G218000
OG0009879	As003G069930	Cg006G217440
OG0009880	As003G070130	Cg006G216900
OG0009881	As003G070150	Cg006G216880
OG0009882	As003G070330	Cg006G216570
OG0009883	As003G070470	Cg006G216400
OG0009884	As003G070480	Cg006G216390
OG0009885	As003G070790	Cg006G216190
OG0009886	As003G070840	Cg006G216130
OG0009887	As003G070860	Cg006G216110
OG0009888	As003G071070	Cg006G215960
OG0009889	As003G071320	Cg006G215670
OG0009890	As003G071540	Cg006G215420
OG0009891	As003G071690	Cg001G004780
OG0009892	As003G071730	Cg001G004740
OG0009893	As003G072440	Cg001G003920
OG0009894	As003G072550	Cg001G003780
OG0009895	As003G072880	Cg001G003490
OG0009896	As003G072900	Cg001G003470
OG0009897	As003G072980	Cg001G003390
OG0009898	As003G073060	Cg001G003300
OG0009899	As003G073220	Cg001G003160
OG0009900	As003G073240	Cg001G003140
OG0009901	As007G179610	Cg005G191440
OG0009902	As003G073540	Cg001G002870
OG0009903	As003G073680, As007G179700	Cg005G191580
OG0009904	As003G073760	Cg001G002700
OG0009905	As003G073880	Cg001G002630
OG0009906	As003G074070	Cg001G002430
OG0009907	As003G074140	Cg001G002330
OG0009908	As003G074260	Cg001G002220
OG0009909	As003G074390	Cg001G002100
OG0009910	As003G074440	Cg001G002050
OG0009911	As003G074700	Cg001G001820
OG0009912	As003G074970	Cg001G001560
OG0009913	As003G075040	Cg001G001500
OG0009914	As003G075460	Cg001G001270
OG0009915	As003G075810	Cg001G000870
OG0009916	As003G075910	Cg001G000770
OG0009917	As003G076650	Cg001G000010
OG0009918	As004G076730	Cg001G034060
OG0009919	As004G076780	Cg001G032940
OG0009920	As004G077800	Cg001G038190
OG0009921	As004G078320	Cg001G039400
OG0009922	As004G078370	Cg001G039600
OG0009923	As004G078480	Cg001G039780
OG0009924	As004G078770	Cg005G171570
OG0009925	As004G079050	Cg005G170970
OG0009926	As004G079100	Cg007G248960
OG0009927	As004G079280	Cg002G045370
OG0009928	As004G079450	Cg005G171060
OG0009929	As004G079460	Cg005G171080
OG0009930	As004G079540	Cg005G171180
OG0009931	As004G079620	Cg005G171250
OG0009932	As004G079690	Cg005G171300
OG0009933	As004G080000	Cg003G084930
OG0009934	As004G080050	Cg003G085080, Cg003G085090
OG0009935	As004G080200	Cg003G085330
OG0009936	As004G080940	Cg003G099340
OG0009937	As004G081200	Cg005G178450, Cg005G172490
OG0009938	As004G081590	Cg005G172950
OG0009939	As004G081680	Cg005G173040
OG0009940	As004G081700	Cg005G173060
OG0009941	As004G082390	Cg008G315040
OG0009942	As004G082500	Cg008G315620
OG0009943	As004G082940	Cg011G328880, Cg008G317590
OG0009944	As004G083330	Cg003G084300
OG0009945	As004G083400	Cg003G084240
OG0009947	As004G083860	Cg003G083530
OG0009948	As004G083900	Cg003G083470
OG0009949	As004G084720	Cg003G081910
OG0009950	As004G084790	Cg003G081830
OG0009951	As004G085280	Cg003G081150
OG0009952	As004G085560	Cg003G080800
OG0009953	As004G085620	Cg003G080650
OG0009954	As004G085720	Cg003G093470, Cg003G080480
OG0009955	As004G085740	Cg003G093490, Cg003G080430
OG0009956	As004G085750	Cg003G093520, Cg003G080420
OG0009957	As004G086110	Cg003G080070, Cg003G093920
OG0009958	As004G086680	Cg008G320830
OG0009959	As004G087640	Cg008G321940
OG0009960	As004G087760	Cg008G322310
OG0009961	As004G087880	Cg008G322500
OG0009962	As004G087890	Cg008G322510
OG0009963	As004G088530	Cg008G323340
OG0009964	As004G088870	Cg008G323760, Cg008G323770
OG0009965	As004G089030	Cg008G324000
OG0009967	As004G089600	Cg008G324540
OG0009968	As004G090120, As005G098720	Cg005G157640
OG0009969	As004G090320	Cg008G325240
OG0009970	As004G090670	Cg008G325270
OG0009971	As004G091000	Cg008G325050
OG0009972	As004G092850	Cg001G031980
OG0009974	As004G093580	Cg001G003100
OG0009975	As004G093990	Cg001G029690
OG0009976	As004G094060	Cg002G052320
OG0009977	As004G094460	Cg001G029320
OG0009978	As004G094580	Cg001G028850
OG0009979	As004G095220	Cg001G028090
OG0009980	As004G095710	Cg001G027400
OG0009981	As004G095890	Cg008G308630, Cg008G310290, Cg001G027040
OG0009982	As004G096640	Cg004G138530
OG0009983	As004G096780	Cg001G040400
OG0009984	As004G096790	Cg001G040410
OG0009985	As004G096800	Cg001G040420
OG0009986	As004G096980	Cg001G040760
OG0009987	As004G097010, As004G097000	Cg001G040790
OG0009988	As004G097220	Cg005G167350
OG0009989	As004G097960	Cg001G042250
OG0009990	As004G098140	Cg001G042510
OG0009991	As004G098340	Cg001G042930
OG0009992	As005G098590	Cg003G084940
OG0009993	As005G098670	Cg005G157590
OG0009994	As005G099250	Cg005G157990
OG0009995	As005G099550	Cg005G158310
OG0009996	As005G099590	Cg005G158350
OG0009997	As005G100260	Cg005G158930
OG0009998	As005G100280	Cg005G158950
OG0009999	As005G100360	Cg005G159060
OG0010000	As009G210800	Cg005G159480
OG0010001	As005G100870	Cg005G159510
OG0010002	As005G101290	Cg005G159950
OG0010003	As005G101640	Cg005G160300
OG0010004	As005G101770	Cg005G160450
OG0010005	As005G101870	Cg005G160540
OG0010006	As005G101880	Cg005G160550
OG0010007	As005G102230	Cg005G160870
OG0010008	As005G102250	Cg005G160900
OG0010009	As005G103180, As011G267580	Cg004G157310
OG0010010	As005G103230	Cg005G161820
OG0010011	As005G103440	Cg005G162010
OG0010012	As005G103460	Cg005G162020
OG0010013	As005G103590	Cg005G162120
OG0010014	As005G103770	Cg005G162290
OG0010015	As005G104190	Cg005G162750
OG0010016	As005G104230	Cg005G162790
OG0010017	As005G104250	Cg005G162820
OG0010018	As005G104280	Cg005G162850
OG0010019	As005G105100	Cg005G163910
OG0010020	As005G105130	Cg005G163870
OG0010021	As005G105320	Cg002G048660
OG0010022	As005G105500	Cg005G164150
OG0010023	As005G105750, As005G105730, As005G105760	Cg005G164230
OG0010024	As005G106010	Cg005G164410
OG0010025	As005G106120	Cg005G164470
OG0010026	As005G107200	Cg008G282950
OG0010027	As005G107210	Cg008G282960
OG0010028	As005G107460	Cg008G283160
OG0010029	As005G107630	Cg008G283350
OG0010030	As005G107720	Cg008G283460
OG0010031	As005G107830	Cg008G283650
OG0010032	As005G108150	Cg008G283990
OG0010033	As005G108220	Cg008G284030
OG0010034	As005G108260	Cg008G284080
OG0010035	As005G108290	Cg008G284140
OG0010036	As005G108390	Cg008G284260
OG0010037	As005G108410	Cg008G284270
OG0010038	As005G108840	Cg008G284640
OG0010039	As005G108910	Cg008G284720
OG0010040	As005G109900	Cg008G299810
OG0010041	As005G110190	Cg008G300110
OG0010042	As005G110390	Cg008G300080
OG0010043	As005G110520	Cg008G300590
OG0010044	As005G110750	Cg008G300600
OG0010045	As005G110780	Cg008G300740
OG0010046	As005G110960	Cg008G300700
OG0010047	As005G111720	Cg008G300930
OG0010048	As005G111760	Cg008G300940
OG0010049	As009G201830, As005G111840	Cg008G296290
OG0010050	As005G112170	Cg008G301140
OG0010051	As005G112340	Cg008G301290
OG0010052	As005G112580	Cg008G301490
OG0010053	As005G112610	Cg008G301520
OG0010054	As005G112820	Cg001G041740
OG0010055	As005G113540	Cg008G302330
OG0010056	As005G113960	Cg003G108450
OG0010057	As005G114140, As008G189680, As005G114150	Cg003G108270
OG0010058	As005G114240	Cg003G108180
OG0010059	As005G114560	Cg003G107800
OG0010060	As005G115470	Cg003G107250
OG0010061	As005G115770	Cg006G218730
OG0010062	As005G115940	Cg003G106500
OG0010063	As005G116160	Cg003G111050
OG0010064	As005G116230	Cg003G111140
OG0010065	As005G116250	Cg003G111160
OG0010066	As005G116290	Cg003G111200
OG0010067	As005G116320	Cg003G103000
OG0010068	As005G116900	Cg008G305330
OG0010069	As005G117140	Cg003G112020
OG0010070	As005G117290	Cg003G112170
OG0010071	As005G117370	Cg003G112260
OG0010072	As005G117970	Cg003G112920
OG0010073	As005G118200	Cg003G113060
OG0010074	As005G118220	Cg003G113040
OG0010075	As005G118710	Cg003G113670
OG0010076	As005G118740	Cg003G113710
OG0010077	As005G119450	Cg003G114540
OG0010079	As005G119670	Cg003G114780
OG0010080	As005G119690	Cg003G114810
OG0010081	As005G119700	Cg003G114820
OG0010082	As005G119900	Cg003G115030
OG0010083	As005G120330	Cg002G059150
OG0010085	As005G120820	Cg002G055440
OG0010086	As005G120890	Cg003G096990, Cg003G115910
OG0010087	As006G121090	Cg003G075980
OG0010088	As006G121310	Cg003G076590, Cg014G332980
OG0010089	As006G121360	Cg014G333030, Cg003G076540
OG0010090	As007G154480	Cg006G227740
OG0010091	As006G121880	Cg003G076840, Cg014G332760
OG0010092	As006G122400	Cg003G077960, Cg014G331700
OG0010093	As006G122670	Cg014G331990, Cg003G077620
OG0010094	As006G122990	Cg003G078120, Cg014G331570
OG0010096	As006G123150	Cg003G078310, Cg014G331330
OG0010097	As006G123370	Cg014G330930, Cg003G078620
OG0010098	As006G123510	Cg003G078780, Cg014G330760
OG0010099	As006G123890	Cg003G094750, Cg003G079250
OG0010100	As006G123960	Cg003G094690, Cg003G079320
OG0010101	As006G124000	Cg003G079350, Cg003G094650
OG0010102	As006G124030	Cg003G094620, Cg003G079390
OG0010103	As006G124060	Cg003G079420, Cg003G094590
OG0010104	As006G124240	Cg003G094370, Cg003G079650
OG0010105	As006G124920	Cg008G319490
OG0010106	As006G125320	Cg005G173250
OG0010107	As006G125400	Cg005G173330
OG0010108	As006G126150	Cg005G174300
OG0010109	As006G126220	Cg005G174110
OG0010110	As006G126790	Cg005G174730
OG0010111	As006G126950	Cg005G174910
OG0010112	As006G127450	Cg005G175450
OG0010113	As006G127610	Cg005G175650
OG0010114	As006G127890	Cg005G175980
OG0010115	As006G128130	Cg005G176390
OG0010116	As006G128510	Cg005G176890
OG0010117	As006G128630	Cg005G177160
OG0010118	As006G129220	Cg005G178090
OG0010119	As006G129640	Cg005G178600
OG0010120	As006G129820	Cg005G178850
OG0010121	As006G130000	Cg005G179170
OG0010122	As006G130020	Cg005G179190
OG0010123	As006G130080	Cg005G179270
OG0010124	As006G130280	Cg005G179650
OG0010125	As006G130290	Cg005G179660
OG0010126	As006G130300	Cg005G179670
OG0010127	As006G130850	Cg005G181140
OG0010128	As006G131100	Cg005G182710
OG0010129	As006G131220	Cg006G241520
OG0010130	As006G131260	Cg005G183310
OG0010131	As006G131710	Cg005G185700
OG0010132	As006G132330	Cg001G013280
OG0010133	As006G133360	Cg004G116120
OG0010134	As006G141930, As006G133720	Cg004G124270
OG0010135	As006G133850	Cg008G281980
OG0010136	As006G134020	Cg005G164570
OG0010137	As006G134060	Cg005G164620
OG0010138	As006G134100	Cg001G014310
OG0010139	As006G134140	Cg001G014250
OG0010140	As006G134790	Cg004G116870
OG0010141	As006G135810	Cg004G117950
OG0010142	As006G136220	Cg004G118370
OG0010143	As006G136240	Cg004G118390
OG0010144	As006G136670	Cg004G119320
OG0010145	As006G136730	Cg004G119370
OG0010146	As009G203880, As009G209970	Cg004G119450
OG0010147	As006G136950	Cg004G119520
OG0010148	As006G137520	Cg004G119980
OG0010149	As006G137670	Cg004G120100
OG0010150	As006G138000	Cg004G120460
OG0010151	As006G139110	Cg004G121560
OG0010152	As006G140310	Cg004G122740
OG0010153	As006G140320	Cg004G122730
OG0010154	As006G140560	Cg004G122960
OG0010155	As006G140620	Cg004G122980
OG0010156	As006G140770	Cg004G123150
OG0010157	As006G141510	Cg004G123890
OG0010158	As006G141710	Cg004G124050
OG0010159	As009G218570, As006G141740	Cg003G109850
OG0010160	As006G142020	Cg004G124400
OG0010161	As006G143000	Cg005G166240
OG0010162	As006G143190	Cg005G166390
OG0010163	As006G143220	Cg005G166420
OG0010164	As006G143560	Cg005G166780
OG0010165	As012G280990, As006G143680, As006G143700	Cg002G051610
OG0010166	As006G144090, As006G144100	Cg005G167250
OG0010167	As006G144320	Cg005G167510
OG0010168	As006G145000	Cg005G170140
OG0010169	As006G145200	Cg005G169890
OG0010170	As006G145400	Cg005G169730
OG0010171	As006G145760	Cg005G169380
OG0010172	As006G145770	Cg005G169370
OG0010173	As006G145920	Cg005G169240
OG0010174	As006G146840	Cg005G168690
OG0010175	As006G147430, As006G147420	Cg005G168200
OG0010176	As006G147710	Cg005G168310
OG0010178	As006G148550	Cg006G239620
OG0010179	As006G148870	Cg005G167610
OG0010180	As007G152030	Cg006G230420
OG0010181	As007G152090	Cg006G230370
OG0010182	As007G153220	Cg006G229180
OG0010183	As007G153980	Cg006G228420
OG0010184	As007G154120	Cg006G228300
OG0010185	As007G154460	Cg008G300550
OG0010186	As007G154670	Cg006G227900
OG0010187	As007G155120	Cg006G227360
OG0010189	As007G155600	Cg006G226780
OG0010190	As007G155780	Cg006G226580
OG0010191	As007G155840	Cg006G226490
OG0010192	As007G156140	Cg006G226030
OG0010193	As007G156180	Cg006G225990
OG0010194	As007G156190	Cg006G225980
OG0010195	As007G156200	Cg006G225940
OG0010196	As007G156260	Cg006G225890
OG0010197	As007G156610	Cg006G225540
OG0010198	As007G156820	Cg006G225250
OG0010199	As007G156830	Cg006G225240
OG0010200	As007G156890	Cg006G225140
OG0010201	As007G157090	Cg006G224930
OG0010202	As007G157700	Cg006G224320
OG0010203	As007G157720	Cg006G224300
OG0010204	As007G158010	Cg007G278360
OG0010205	As007G158690	Cg006G223260
OG0010206	As007G158960, As010G234280	Cg006G223090
OG0010207	As007G159060	Cg006G222980
OG0010208	As007G159260, As007G159270	Cg006G222740
OG0010209	As007G159380	Cg006G222610
OG0010210	As007G159500, As010G233410	Cg007G270940
OG0010211	As007G159820	Cg006G221960
OG0010212	As007G160350	Cg006G221230
OG0010213	As007G160650	Cg006G220890
OG0010215	As007G160870	Cg006G220650
OG0010216	As007G161100	Cg006G220410
OG0010217	As007G161200	Cg006G220290
OG0010218	As007G161450	Cg007G268320
OG0010219	As007G161550	Cg006G219870
OG0010220	As007G161760	Cg006G219670
OG0010221	As007G161770	Cg006G219660
OG0010222	As007G162070	Cg006G219230
OG0010223	As007G163130	Cg001G016190
OG0010224	As007G164330	Cg001G015740
OG0010225	As007G164340	Cg001G015720
OG0010226	As007G164470	Cg001G015620
OG0010227	As007G164490	Cg001G015610
OG0010228	As007G165860	Cg001G015030
OG0010229	As007G166590	Cg005G188270
OG0010230	As007G177810	Cg005G189830
OG0010231	As007G177980	Cg005G189930
OG0010232	As007G178400, As007G178410	Cg005G190060
OG0010233	As007G178510	Cg005G190510
OG0010235	As007G179160	Cg005G191040
OG0010236	As007G179180	Cg005G191060
OG0010238	As007G179220	Cg005G191090
OG0010239	As007G179850	Cg005G191830
OG0010240	As007G180740	Cg005G193160
OG0010241	As007G181900	Cg005G193760
OG0010242	As008G182310	Cg006G230730
OG0010243	As008G182390	Cg006G230810
OG0010244	As008G182700	Cg006G231140
OG0010245	As008G182980	Cg006G231480
OG0010246	As008G183250	Cg006G231680
OG0010247	As008G183470	Cg006G232040
OG0010248	As008G184010	Cg006G232580
OG0010249	As008G184020	Cg006G232570
OG0010250	As008G184160	Cg006G232730
OG0010251	As008G184890	Cg006G233570
OG0010252	As008G186150	Cg006G234630
OG0010253	As008G186370	Cg006G234790
OG0010254	As008G186570	Cg006G234940
OG0010255	As008G186650	Cg006G235030
OG0010256	As008G186940	Cg006G235330
OG0010257	As008G187130	Cg006G235560
OG0010258	As008G188220	Cg006G236490
OG0010259	As008G188320	Cg006G236610
OG0010261	As008G189060	Cg006G237060
OG0010262	As008G189460	Cg006G237210
