Orthogroup	Aethionema_saxatile	Cardamine_glauca
OG0010263	As008G192180	Cg006G238440
OG0010264	As008G193330	Cg006G239440
OG0010265	As008G193660	Cg006G239750
OG0010266	As008G194440	Cg005G157500
OG0010267	As008G194480	Cg006G240560
OG0010268	As008G194850	Cg006G240860
OG0010269	As008G194880	Cg006G240880
OG0010270	As008G195170	Cg006G241140
OG0010271	As008G195180	Cg006G241150
OG0010272	As008G195690	Cg006G241540
OG0010273	As008G195780	Cg006G241600
OG0010274	As008G196080	Cg006G241930
OG0010275	As008G196250	Cg006G242120
OG0010276	As008G196610	Cg006G242440
OG0010277	As008G196660	Cg006G242480
OG0010278	As008G196840	Cg006G242820
OG0010279	As008G196970	Cg006G242670
OG0010280	As008G197090	Cg006G242620
OG0010281	As008G197160	Cg006G243090
OG0010282	As008G197510	Cg006G243370
OG0010283	As008G197840	Cg006G243740
OG0010284	As008G197990	Cg006G243930
OG0010285	As008G198040	Cg006G243890
OG0010286	As008G198830	Cg006G244670
OG0010287	As009G199780	Cg008G294080
OG0010288	As009G200140	Cg008G294410
OG0010289	As009G200470	Cg008G294950
OG0010290	As009G200920	Cg008G295890
OG0010291	As009G201090	Cg008G295740
OG0010292	As009G202450	Cg008G296760
OG0010293	As009G202650	Cg008G296930
OG0010294	As009G202660	Cg008G296920
OG0010295	As009G202700	Cg008G297010
OG0010296	As009G203110	Cg008G297500
OG0010297	As009G203190	Cg008G297570
OG0010298	As009G203600	Cg008G297940
OG0010299	As009G204090	Cg004G119640
OG0010300	As009G204190	Cg008G298650
OG0010301	As009G204840	Cg008G299400
OG0010302	As009G205100	Cg008G299690
OG0010303	As009G206800	Cg001G006970
OG0010304	As009G206900	Cg008G307320
OG0010305	As009G206990	Cg008G307520
OG0010306	As009G207050	Cg008G307600
OG0010307	As009G207130	Cg008G307690
OG0010308	As009G207160	Cg008G307710
OG0010309	As009G207540	Cg008G308370
OG0010310	As009G207570	Cg008G308390
OG0010311	As009G207930	Cg008G310690, Cg008G309050
OG0010312	As009G208070	Cg008G308460
OG0010314	As009G209820	Cg004G123450
OG0010315	As009G210240	Cg008G293800
OG0010316	As009G211290	Cg008G287840
OG0010317	As009G211940	Cg006G206990
OG0010318	As009G212200	Cg008G287280
OG0010319	As009G212230	Cg008G287220
OG0010320	As009G212390	Cg008G287120
OG0010321	As009G213000	Cg008G286570
OG0010322	As009G213070	Cg008G286480
OG0010323	As009G213130	Cg008G286370
OG0010324	As009G213300	Cg008G286240
OG0010325	As009G213670	Cg008G286170
OG0010326	As009G213790	Cg008G286150
OG0010327	As009G213900	Cg008G286050
OG0010328	As009G213910	Cg008G286040
OG0010329	As009G214180	Cg008G285840
OG0010330	As009G214210	Cg008G285850
OG0010331	As009G214960	Cg008G305580
OG0010332	As009G215490	Cg008G304750
OG0010333	As009G216010	Cg008G304240
OG0010334	As009G216250	Cg008G304170
OG0010335	As009G216290	Cg008G304220
OG0010336	As009G216520	Cg008G303750
OG0010337	As009G216600	Cg008G303680
OG0010338	As009G216770	Cg008G303540
OG0010339	As009G217020	Cg008G303310
OG0010340	As009G217450	Cg008G302760
OG0010341	As009G217620	Cg003G108630
OG0010342	As009G218050	Cg003G109170
OG0010343	As009G218180	Cg003G109290
OG0010345	As009G218910	Cg003G110260
OG0010347	As009G219130	Cg003G110480
OG0010348	As009G220110	Cg003G105850
OG0010349	As010G220270	Cg002G055450
OG0010350	As010G220590	Cg002G055840
OG0010351	As010G220720	Cg002G056010
OG0010352	As010G220730	Cg002G056030
OG0010353	As010G221070	Cg002G056450
OG0010354	As010G221620	Cg002G057200
OG0010355	As010G222140	Cg002G057750
OG0010356	As010G222200	Cg002G057840
OG0010357	As010G222520	Cg002G058330
OG0010358	As010G222600	Cg002G058410
OG0010359	As010G222690	Cg002G058470
OG0010360	As010G222910	Cg002G058760
OG0010361	As010G223180	Cg002G059020
OG0010362	As010G223370	Cg002G059220
OG0010364	As010G225750	Cg002G062450
OG0010365	As010G226040	Cg002G063000
OG0010366	As010G226070	Cg002G063200
OG0010367	As010G226440	Cg002G064160
OG0010368	As010G226480	Cg002G064270, Cg002G053390
OG0010369	As010G226660	Cg002G071010
OG0010370	As010G227710	Cg007G267710
OG0010371	As010G228320	Cg007G267460
OG0010372	As010G229630	Cg007G268340
OG0010373	As010G230030	Cg007G267950
OG0010374	As010G231170	Cg007G268760
OG0010375	As010G231280	Cg007G268830
OG0010376	As010G231480	Cg007G269030
OG0010377	As010G231560	Cg007G268930
OG0010378	As010G231840	Cg007G269280
OG0010379	As010G232100	Cg007G269450
OG0010380	As010G232230	Cg007G269730
OG0010381	As010G232450	Cg007G269540
OG0010382	As010G233210	Cg007G270680
OG0010383	As010G233960	Cg007G271520
OG0010384	As010G234110	Cg007G271720
OG0010385	As010G234550	Cg007G272140
OG0010386	As010G235080, As010G234880	Cg007G272640
OG0010387	As010G235160	Cg007G278920
OG0010388	As010G235420	Cg007G278670
OG0010389	As010G235630	Cg007G278430
OG0010390	As010G235810	Cg007G278250
OG0010391	As010G236050	Cg007G278040
OG0010392	As010G236200	Cg002G055350
OG0010393	As010G236290	Cg007G277830
OG0010394	As010G236350	Cg007G277720
OG0010395	As010G237610	Cg006G225860
OG0010396	As010G238400	Cg007G275670
OG0010397	As010G239380	Cg007G274610
OG0010398	As010G239410	Cg007G274580
OG0010400	As010G239720	Cg007G274250
OG0010401	As010G239960	Cg007G274050
OG0010402	As010G240110	Cg007G273950
OG0010403	As010G240200	Cg007G273850
OG0010404	As010G240690	Cg007G273490
OG0010405	As010G240830	Cg007G273410
OG0010406	As010G240860	Cg007G255460
OG0010407	As010G240880	Cg007G273400
OG0010408	As010G241420	Cg007G272800
OG0010409	As010G242470	Cg007G279790
OG0010410	As010G242770	Cg007G280050
OG0010411	As010G243110	Cg007G280340
OG0010412	As010G243460	Cg007G280890
OG0010413	As010G243520	Cg007G280830
OG0010414	As010G243700	Cg007G280650
OG0010415	As010G244030	Cg007G281310
OG0010416	As010G244160	Cg007G281430
OG0010417	As010G244370	Cg003G102550
OG0010418	As011G244980	Cg004G128950
OG0010420	As011G245580	Cg004G129480
OG0010421	As011G246380	Cg004G130410
OG0010422	As011G246500	Cg004G130550
OG0010423	As011G246540	Cg004G130590
OG0010424	As011G246580	Cg004G130640
OG0010425	As011G246930	Cg004G130930
OG0010426	As011G247110	Cg008G300560
OG0010427	As011G247360	Cg004G131550
OG0010428	As011G247510	Cg004G131680
OG0010429	As011G247710	Cg004G131910
OG0010430	As011G247840	Cg004G132070
OG0010431	As011G248540	Cg004G132750
OG0010433	As011G249450	Cg004G133870
OG0010434	As011G249660	Cg004G134120
OG0010435	As011G249970	Cg004G134480
OG0010436	As011G250340	Cg004G134900
OG0010437	As011G250410	Cg004G135000
OG0010438	As011G250450	Cg004G135050
OG0010439	As011G250590	Cg004G135160
OG0010440	As011G250730	Cg004G135290
OG0010441	As011G250910	Cg004G135470
OG0010442	As011G251060	Cg004G135620
OG0010443	As011G251090	Cg004G135660
OG0010444	As011G251170	Cg004G135740
OG0010446	As011G251720	Cg004G136410
OG0010447	As011G251770	Cg004G136430
OG0010448	As011G251930	Cg004G136620
OG0010449	As011G251940	Cg004G136630
OG0010450	As012G272190, As011G252150	Cg006G199360
OG0010451	As011G252440	Cg004G137000
OG0010452	As011G252450	Cg004G137020
OG0010453	As011G252460	Cg004G137030
OG0010454	As011G252510	Cg004G137080
OG0010455	As011G252520	Cg004G137090
OG0010456	As011G252710	Cg004G137300
OG0010457	As011G252820	Cg004G137410
OG0010458	As011G252850	Cg004G137450
OG0010459	As011G252930	Cg004G137570
OG0010460	As011G253210	Cg004G138000
OG0010461	As011G253460	Cg004G138520
OG0010462	As011G253830	Cg004G138760
OG0010463	As011G253970	Cg004G138880
OG0010464	As011G254000	Cg004G138920
OG0010465	As011G254080	Cg004G139230
OG0010466	As011G254700	Cg004G139980
OG0010467	As011G254860, As011G256360	Cg004G142110
OG0010468	As011G254880	Cg004G140210
OG0010469	As011G254900	Cg004G140230
OG0010470	As011G254960	Cg004G140290
OG0010471	As011G255070	Cg004G140490
OG0010472	As011G255190	Cg004G140620
OG0010473	As011G255410	Cg004G141020
OG0010474	As011G255920	Cg004G141550
OG0010475	As011G255980	Cg004G141610
OG0010476	As011G256370	Cg004G142120
OG0010477	As011G258600	Cg004G143260
OG0010478	As011G259860	Cg004G146640
OG0010479	As011G262350	Cg004G149010
OG0010480	As011G262770	Cg004G151110
OG0010481	As011G263020	Cg004G151660
OG0010482	As011G263050	Cg004G151690
OG0010483	As011G263380	Cg004G152220
OG0010484	As011G263730	Cg004G152770
OG0010485	As011G263750	Cg004G152790
OG0010486	As011G263880	Cg004G152900
OG0010487	As011G264270	Cg004G153180
OG0010488	As011G265340	Cg004G154570
OG0010489	As011G266240	Cg004G155850
OG0010490	As011G266260	Cg004G155870
OG0010491	As011G266390	Cg004G156010
OG0010492	As011G266480	Cg004G156120
OG0010494	As011G266710	Cg004G156420
OG0010495	As011G266730	Cg001G011550
OG0010496	As011G266780	Cg004G156530
OG0010497	As011G267070	Cg004G156740
OG0010498	As011G267210	Cg004G156910
OG0010499	As011G267220	Cg004G156930
OG0010500	As012G267720	Cg006G194060
OG0010501	As012G267800	Cg006G194160, Cg006G194150
OG0010502	As012G268210	Cg006G194610
OG0010503	As012G268910	Cg001G030690
OG0010504	As012G271400	Cg006G198130
OG0010505	As012G271570	Cg002G055340
OG0010506	As012G271620	Cg006G198860
OG0010507	As012G271800	Cg006G198430
OG0010508	As012G271940	Cg006G199030
OG0010509	As012G272110	Cg006G199240
OG0010510	As012G272140	Cg006G199320
OG0010511	As012G272270	Cg006G199440
OG0010512	As012G272810	Cg006G200080
OG0010513	As012G273160	Cg006G201040
OG0010514	As012G273250	Cg006G200570
OG0010515	As012G273640	Cg006G201340
OG0010516	As012G273790	Cg006G201490
OG0010517	As012G274010	Cg006G201750
OG0010520	As012G275260	Cg005G172050
OG0010521	As012G275310	Cg005G172090
OG0010522	As012G275550	Cg002G054810
OG0010523	As012G275600	Cg002G054760
OG0010524	As012G275620	Cg002G054740
OG0010525	As012G275810	Cg002G054540
OG0010526	As012G275830	Cg002G054520
OG0010527	As012G275990	Cg002G054350
OG0010528	As012G276450	Cg002G053800
OG0010529	As012G276460	Cg002G053790
OG0010530	As012G276480	Cg008G300430
OG0010531	As012G276520	Cg002G053730
OG0010533	As012G276690	Cg002G053490
OG0010534	As012G276700	Cg002G053410
OG0010535	As012G277240	Cg002G053050
OG0010536	As012G277300	Cg002G052930
OG0010537	As012G277980	Cg002G052590
OG0010538	As012G278630	Cg002G054960
OG0010539	As012G279860	Cg002G052200
OG0010540	As012G280320	Cg002G051930
OG0010541	As012G280550	Cg002G051760
OG0010542	As012G281310	Cg002G051460
OG0010543	As012G281330	Cg002G051440
OG0010544	As012G281570	Cg002G051260
OG0010545	As012G282160	Cg002G050690
OG0010546	As012G283300	Cg002G049450
OG0010547	As012G283310	Cg002G049410
OG0010548	As012G283380	Cg002G049360
OG0010549	As012G284820	Cg002G047800
OG0010550	As012G284830	Cg002G047780
OG0010551	As012G285010	Cg002G047630
OG0010552	As012G285130	Cg002G047440
OG0010553	As012G285560	Cg002G052210
OG0010554	As012G285680	Cg002G046890
OG0010555	As012G285750	Cg002G046800
OG0010556	As012G286390	Cg002G046150
OG0010557	As012G286710	Cg002G045990
OG0010558	As012G287180	Cg002G045550
OG0010559	As012G287230, As012G287210	Cg002G045540
OG0010560	As012G287350	Cg002G045430
OG0010561	As012G287390	Cg002G045390
OG0010562	As012G287500	Cg002G045220
OG0010563	As012G287830	Cg002G044860
OG0010564	As012G287880	Cg002G044770
OG0010565	As012G287890	Cg002G044760
OG0010566	As012G287920	Cg002G044700
OG0010567	As012G288380	Cg002G044140
OG0010568	As012G288770	Cg002G043780
OG0010569	As012G288920	Cg006G215970
OG0010570	As012G289050	Cg002G043550
OG0010660	As001G000090	Cg001G012400
OG0010661	As001G000220	Cg001G012260
OG0010662	As001G000530	Cg001G011900
OG0010663	As001G001190	Cg001G011160
OG0010664	As001G002270	Cg001G010230
OG0010665	As001G002820	Cg001G009790
OG0010666	As001G003090	Cg001G000080
OG0010667	As001G003290	Cg001G009460
OG0010668	As001G003470	Cg001G009280
OG0010669	As001G003760	Cg001G009080
OG0010670	As001G004030	Cg001G008750
OG0010671	As001G004580	Cg001G008330
OG0010672	As001G005310	Cg001G007790
OG0010673	As001G006390	Cg001G007590
OG0010674	As001G006700	Cg001G007130
OG0010675	As001G006780	Cg001G007250
OG0010676	As001G011020, As001G011010, As005G113230	Cg008G302000
OG0010677	As001G012520	Cg001G006410, Cg005G181260
OG0010678	As006G146350, As001G012560	Cg005G168930
OG0010679	As001G013490, As011G262690	Cg001G006080
OG0010680	As001G013650	Cg001G006230, Cg003G087410
OG0010681	As001G013830	Cg001G005840
OG0010683	As001G014640	Cg001G005360
OG0010684	As001G015020	Cg001G005020
OG0010685	As001G015060	Cg008G293930
OG0010686	As001G016230	Cg006G214500
OG0010687	As001G016540	Cg006G214140
OG0010688	As001G017250	Cg001G023870
OG0010689	As004G079940, As001G017320	Cg001G023930
OG0010690	As001G017360	Cg001G024000
OG0010691	As001G017850, As004G083050	Cg001G024590
OG0010692	As001G017900	Cg001G024660
OG0010694	As001G018040	Cg001G024740
OG0010695	As001G018110	Cg001G024810
OG0010696	As001G018170	Cg001G024850
OG0010697	As001G018900	Cg007G254500
OG0010698	As001G018920	Cg002G049830
OG0010699	As001G018960	Cg007G254440
OG0010700	As001G019180	Cg006G236670, Cg007G253350
OG0010701	As001G019260	Cg007G253230
OG0010702	As001G019560	Cg007G252470
OG0010703	As001G019620	Cg007G252180
OG0010704	As001G019820	Cg007G251950
OG0010705	As001G020210	Cg007G251370
OG0010706	As001G020300	Cg007G251460
OG0010707	As001G020370	Cg007G251190
OG0010708	As001G020400	Cg007G251130
OG0010709	As001G020430	Cg007G251060
OG0010710	As001G020490	Cg007G250920
OG0010711	As001G020580	Cg007G250760
OG0010712	As001G020590	Cg007G250750
OG0010713	As001G020630	Cg007G250720
OG0010714	As001G020740	Cg007G250620
OG0010716	As001G021130	Cg007G250290
OG0010717	As001G021410	Cg007G250240
OG0010718	As001G021580	Cg007G249320
OG0010719	As001G021820	Cg007G248870
OG0010720	As001G021910	Cg007G248750
OG0010721	As001G022020	Cg007G248620
OG0010722	As001G022270	Cg002G075730
OG0010723	As001G022910	Cg002G075050
OG0010724	As001G023350	Cg002G074650
OG0010725	As001G023480	Cg002G074540
OG0010726	As001G023530	Cg002G074490
OG0010727	As001G023590	Cg002G074430
OG0010728	As001G023640	Cg002G074370
OG0010729	As001G023710	Cg002G074290
OG0010730	As001G024040	Cg002G073780
OG0010731	As001G024680	Cg008G319360
OG0010732	As008G184050, As001G024940	Cg006G232550
OG0010733	As001G025050	Cg002G072690
OG0010734	As001G025130, As008G184140	Cg006G232720
OG0010735	As001G025150	Cg002G072580
OG0010736	As001G025240	Cg002G072480
OG0010737	As001G025290	Cg002G072280
OG0010738	As001G026530	Cg002G070760
OG0010739	As001G026580	Cg002G070710
OG0010740	As001G026860	Cg002G068680
OG0010741	As001G026960	Cg002G069000
OG0010742	As001G027990	Cg002G067230
OG0010743	As001G028710	Cg007G266180
OG0010744	As001G029450	Cg007G262740
OG0010745	As001G029820	Cg007G260740
OG0010746	As001G029890, As006G137450	Cg004G119880
OG0010747	As004G076740	Cg001G032800
OG0010748	As001G030180	Cg003G090410, Cg003G095880, Cg007G245500
OG0010749	As001G030200	Cg007G245520
OG0010750	As001G030350	Cg007G245640
OG0010751	As001G030540	Cg007G245860
OG0010752	As001G030550	Cg007G245870
OG0010753	As001G030630	Cg007G245980
OG0010754	As004G098100, As001G030760	Cg007G246120
OG0010755	As001G031000	Cg007G246340
OG0010756	As001G031170, As004G097930	Cg007G246580
OG0010757	As001G031830	Cg007G247530
OG0010758	As002G032440	Cg004G128220
OG0010759	As002G032850	Cg001G014510
OG0010760	As002G033120, As002G032940	Cg005G164750
OG0010761	As002G033420	Cg005G165060
OG0010762	As002G033450	Cg005G165020
OG0010763	As002G033840	Cg005G165440
OG0010764	As002G033890	Cg004G124660
OG0010765	As002G033970	Cg004G124750
OG0010766	As006G148740, As002G034280	Cg004G125050
OG0010767	As002G035340	Cg004G125760
OG0010768	As002G035440	Cg004G125820
OG0010769	As002G035450	Cg004G125830
OG0010770	As004G087000, As002G035720	Cg006G225970
OG0010771	As002G036380	Cg004G126540
OG0010772	As002G036410	Cg007G246470
OG0010773	As002G036640	Cg004G126820
OG0010774	As002G037340	Cg001G007150
OG0010775	As002G037350	Cg004G127250
OG0010776	As002G037920	Cg004G127680
OG0010777	As002G038520	Cg004G127860
OG0010778	As002G038600	Cg004G127970
OG0010780	As002G038940	Cg004G128130
OG0010781	As002G038960	Cg004G128140
OG0010782	As002G039490	Cg003G088650
OG0010783	As002G040450, As002G040440, As002G040460, As002G040070	Cg005G191320
OG0010784	As002G040150	Cg003G091410
OG0010785	As002G040590	Cg003G091220
OG0010786	As002G042010	Cg003G096020, Cg003G090470
OG0010787	As002G042070	Cg003G090260, Cg003G095730
OG0010788	As002G042190	Cg003G095830, Cg003G090360
OG0010789	As002G042250	Cg003G096040, Cg003G090490
OG0010790	As002G042460	Cg003G096870
OG0010791	As002G042790	Cg003G097430
OG0010792	As002G043190	Cg003G097700
OG0010793	As002G043370	Cg003G097890
OG0010794	As002G043430	Cg003G098000
OG0010795	As002G043570	Cg003G098160
OG0010796	As002G043770	Cg003G098390
OG0010797	As002G044070	Cg003G098890
OG0010798	As002G044730	Cg003G100180
OG0010799	As002G044860	Cg003G100020
OG0010800	As002G045210	Cg003G100340
OG0010801	As002G045390	Cg003G100670
OG0010802	As002G045420, As002G045880	Cg003G101360
OG0010803	As002G045570	Cg003G101020, Cg003G101040
OG0010804	As002G045800	Cg003G100820
OG0010805	As002G046450	Cg003G101930
OG0010806	As002G046550	Cg001G013590
OG0010807	As002G046710, As006G132690	Cg003G102220
OG0010808	As002G047310	Cg003G102790
OG0010809	As002G047530	Cg003G103070
OG0010810	As002G047710	Cg003G103250
OG0010811	As002G047970	Cg003G103510
OG0010812	As002G048730	Cg003G104580
OG0010813	As002G048880	Cg003G104770
OG0010814	As002G048930	Cg003G104820
OG0010815	As002G049260	Cg003G105180
OG0010816	As002G049510	Cg003G105390
OG0010817	As002G049800	Cg003G105570
OG0010818	As002G050520	Cg008G293270
OG0010819	As002G050850	Cg008G292900
OG0010820	As002G051170	Cg008G292550
OG0010821	As002G051400	Cg008G292280
OG0010822	As002G051520	Cg008G292150
OG0010823	As002G051620	Cg008G292080
OG0010824	As002G051660	Cg008G292030
OG0010825	As002G051730	Cg008G291990
OG0010826	As002G052080	Cg008G291620
OG0010827	As002G052110	Cg008G291590
OG0010828	As002G052210	Cg008G291470
OG0010829	As002G052260	Cg008G291400
OG0010830	As002G052480	Cg008G291100
OG0010831	As002G052730	Cg003G113560
OG0010832	As002G052740	Cg008G290980
OG0010833	As002G053220	Cg008G290510
OG0010834	As002G053230	Cg008G290500
OG0010835	As002G053560	Cg008G290100
OG0010836	As002G053680	Cg008G289970
OG0010837	As005G117180, As002G053860	Cg003G112040
OG0010838	As002G054390	Cg008G289300
OG0010839	As002G055210	Cg005G157490
OG0010840	As002G055350	Cg008G288200
OG0010841	As003G055640	Cg001G023760
OG0010842	As003G056100	Cg001G023180
OG0010843	As003G056380	Cg001G022870
OG0010844	As003G056780	Cg001G022440
OG0010845	As003G056990	Cg001G022270
OG0010846	As003G057040	Cg001G022190
OG0010847	As003G057110	Cg001G022140
OG0010848	As003G057370	Cg001G021810
OG0010849	As003G057530	Cg001G021560
OG0010850	As003G057710	Cg001G021390
OG0010851	As003G057870	Cg001G021170
OG0010852	As003G058050	Cg001G020900
OG0010853	As003G058740	Cg001G020270
OG0010854	As003G058810	Cg001G020200
OG0010856	As003G059560	Cg001G019490
OG0010857	As003G059600	Cg001G019440
OG0010858	As003G059750	Cg001G019280
OG0010860	As003G061600	Cg001G017320
OG0010861	As003G062170	Cg001G016850
OG0010862	As004G083570, As003G062720	Cg006G212270
OG0010863	As003G062830	Cg006G212010
OG0010864	As003G062870	Cg006G211860
OG0010865	As003G062970, As004G083300	Cg006G211740
OG0010866	As003G063530, As004G080460	Cg006G210070
OG0010867	As003G063580	Cg006G209880
OG0010868	As003G064400	Cg005G166230
OG0010869	As003G064560	Cg006G204720
OG0010870	As003G064720	Cg006G206080
