Orthogroup	Conringia_planisiliqua	Arabidopsis_arenosa
OG0008768	CP4_g25997_DN3_SP6_c.t1	jg17704
OG0008770	CP4_g25987_DN3_SP8_c.t1	jg17717
OG0008771	CP4_g25974_DN3_SP2_c.t1	jg17725
OG0008772	CP4_g25966_DN3_SP0_c.t1	jg17736
OG0008773	CP4_g25949_DN3_SP0_c.t1	jg17760
OG0008774	CP4_g25946_DN3_SP3_c.t1	jg17763
OG0008775	CP4_g25944_DN2_SP0_c.t1	jg17764
OG0008776	CP4_g25913_DN3_SP8_c.t1	jg17801
OG0008777	CP4_g25907_DN2_SP2_c.t1	jg17807
OG0008778	CP4_g25885_DN3_SP0_c.t1	jg17831
OG0008779	CP4_g25879_DN3_SP0_c.t1	jg17834
OG0008780	CP4_g25864_DN2_SP2_c.t1	jg17855
OG0008781	CP4_g25863_DN3_SP0_c.t1	jg17858
OG0008782	CP4_g25862_DN3_SP8_c.t1	jg17859, jg24238
OG0008784	CP4_g25856_DN3_SP3_c.t1	jg17866
OG0008785	CP4_g25849_DN3_SP8_c.t1	jg17874
OG0008786	CP4_g25838_DN3_SP0_c.t1	jg17901
OG0008787	CP4_g25811_DN3_SP7_c.t1	jg17946
OG0008788	CP4_g25808_DN1_SP2_c.t1	jg17947
OG0008789	CP4_g25762_DN3_SP7_c.t1	jg18036
OG0008790	CP4_g25757_DN3_SP8_c.t1	jg18041
OG0008791	CP4_g25753_DN3_SP3_c.t1	jg18045
OG0008792	CP4_g25748_DN3_SP6_c.t1	jg18053
OG0008794	CP4_g25718_DN3_SP0_c.t1	jg18079
OG0008795	CP4_g25705_DN3_SP8_c.t1	jg18093
OG0008796	CP4_g25704_DN3_SP8_c.t1	jg18094
OG0008797	CP4_g25687_DN3_SP8_c.t1	jg18119
OG0008798	CP4_g25652_DN3_SP8_c.t1	jg18159, jg18180
OG0008799	CP4_g25645_DN3_SP3_c.t1	jg18163
OG0008800	CP4_g25644_DN3_SP6_c.t1	jg18164
OG0008801	CP4_g25630_DN3_SP8_c.t1	jg18172
OG0008802	CP4_g25624_DN3_SP5_c.t1	jg18185
OG0008803	CP4_g25621_DN3_SP1_c.t1	jg18188
OG0008804	CP4_g25613_DN3_SP8_c.t1	jg18197
OG0008805	CP4_g25607_DN3_SP0_c.t1	jg18202
OG0008806	CP4_g25577_DN3_SP3_c.t1	jg18239
OG0008807	CP4_g25572_DN3_SP8_c.t1	jg18245
OG0008809	CP4_g25539_DN3_SP0_c.t1	jg18283
OG0008810	CP4_g25525_DN3_SP0_c.t1	jg18321
OG0008811	CP4_g25507_DN2_SP1_c.t1	jg18301
OG0008812	CP6_g8544_DN3_SP7_c.t1	jg11618
OG0008814	CP4_g25474_DN3_SP8_c.t1	jg18361
OG0008815	CP4_g25435_DN3_SP3_c.t1	jg18402
OG0008816	CP4_g25424_DN3_SP6_c.t1	jg18419, jg18421
OG0008818	CP4_g25417_DN3_SP0_c.t1	jg18430
OG0008819	CP4_g25414_DN3_SP0_c.t1	jg18433
OG0008820	CP4_g25409_DN2_SP7_c.t1	jg18438
OG0008821	CP13_g20316_DN3_SP2_c.t1	jg20904
OG0008822	CP13_g20274_DN3_SP0_c.t1	jg20855
OG0008823	CP13_g20256_DN3_SP0_c.t1	jg20848
OG0008824	CP13_g20244_DN3_SP3_c.t1	jg20834
OG0008825	CP13_g20232_DN3_SP4_c.t1	jg20818
OG0008826	CP13_g20230_DN3_SP8_c.t1	jg20816
OG0008827	CP19_g18202_DN3_SP0_c.t1	jg10027
OG0008829	CP11_g31941_DN2_SP0_c.t1	jg28678
OG0008830	CP19_g18131_DN3_SP2_c.t1	jg9953
OG0008831	CP19_g18128_DN3_SP0_c.t1	jg9951
OG0008832	CP19_g18111_DN3_SP0_c.t1	jg9933
OG0008833	CP1_g38393_DN3_SP0_c.t1	jg32826
OG0008834	CP1_g38396_DN3_SP0_c.t1	jg32815
OG0008835	CP1_g38406_DN3_SP8_c.t1	jg32809
OG0008836	CP1_g38428_DN2_SP0_c.t1	jg32796, jg32791
OG0008837	CP1_g38433_DN3_SP1_c.t1	jg32782
OG0008838	CP1_g38440_DN3_SP1_c.t1	jg32776
OG0008839	CP1_g38611_DN3_SP0_c.t1	jg32698
OG0008840	CP1_g38524_DN3_SP3_c.t1	jg32729
OG0008841	CP1_g38495_DN2_SP0_c.t1	jg32742
OG0008842	CP7_g45110_DN3_SP0_c.t1	jg31296
OG0008843	CP7_g45096_DN3_SP0_c.t1	jg31309
OG0008844	CP7_g45078_DN3_SP1_c.t1	jg31336
OG0008845	CP12_g30900_DN3_SP7_c.t1	jg26854
OG0008846	CP7_g45062_DN3_SP0_c.t1	jg31352
OG0008847	CP7_g45048_DN3_SP0_c.t1	jg31369
OG0008848	CP7_g45008_DN3_SP6_c.t1	jg31415
OG0008849	CP7_g44988_DN2_SP2_c.t1	jg31446
OG0008850	CP7_g44987_DN3_SP3_c.t1	jg31447
OG0008851	CP7_g44984_DN3_SP8_c.t1	jg31452
OG0008852	CP7_g44947_DN3_SP7_c.t1	jg31499
OG0008853	CP2_g48705_DN3_SP2_c.t1	jg21550
OG0008855	CP7_g44905_DN3_SP3_c.t1	jg31534
OG0008856	CP7_g44897_DN3_SP7_c.t1	jg31543
OG0008857	CP7_g44869_DN3_SP8_c.t1	jg31580
OG0008858	CP7_g44831_DN3_SP5_c.t1	jg31623
OG0008859	CP7_g44827_DN3_SP2_c.t1	jg31627
OG0008860	CP7_g44818_DN3_SP3_c.t1	jg31634
OG0008861	CP7_g44812_DN3_SP8_c.t1	jg31654
OG0008862	CP7_g44807_DN3_SP0_c.t1	jg31660
OG0008863	CP20_g4136_DN3_SP1_c.t1	jg31664
OG0008864	CP7_g44800_DN3_SP8_c.t1	jg31685
OG0008865	CP7_g44778_DN3_SP0_c.t1	jg31735
OG0008866	CP7_g44771_DN3_SP8_c.t1	jg31744
OG0008867	CP8_g52848_DN3_SP2_c.t1	jg21708
OG0008868	CP7_g44755_DN3_SP3_c.t1	jg31776
OG0008869	CP7_g44724_DN3_SP1_c.t1	jg31813
OG0008870	CP7_g44710_DN3_SP7_c.t1	jg31832
OG0008871	CP7_g44659_DN3_SP2_c.t1	jg31882
OG0008872	CP7_g44635_DN3_SP6_c.t1	jg31907
OG0008873	CP4_g25214_DN3_SP0_c.t1	jg18651
OG0008874	CP13_g19570_DN3_SP8_c.t1	jg13059
OG0008875	CP13_g19547_DN2_SP0_c.t1	jg13082
OG0008876	CP13_g19508_DN3_SP7_c.t1	jg13139
OG0008877	CP3_g13190_DN3_SP8_c.t1	jg16265
OG0008878	CP2_g47602_DN3_SP3_c.t1	jg23715
OG0008879	CP2_g47605_DN3_SP1_c.t1	jg23712
OG0008880	CP2_g47607_DN3_SP7_c.t1	jg23710
OG0008881	CP2_g47623_DN2_SP6_c.t1	jg23695
OG0008882	CP2_g47626_DN2_SP0_c.t1	jg23693
OG0008883	CP2_g47627_DN3_SP0_c.t1	jg23690
OG0008884	CP2_g47632_DN3_SP7_c.t1	jg23683
OG0008885	CP2_g47638_DN3_SP1_c.t1	jg23672
OG0008886	CP2_g47657_DN3_SP8_c.t1	jg23653
OG0008887	CP2_g47660_DN3_SP0_c.t1	jg23650
OG0008888	CP2_g47680_DN3_SP4_c.t1	jg23631
OG0008890	CP2_g47698_DN2_SP0_c.t1	jg23614
OG0008891	CP2_g47727_DN2_SP0_c.t1	jg23583
OG0008892	CP2_g47730_DN3_SP6_c.t1	jg23577
OG0008893	CP2_g47739_DN3_SP5_c.t1	jg23567
OG0008894	CP2_g47772_DN3_SP1_c.t1	jg23536
OG0008895	CP2_g47784_DN3_SP8_c.t1	jg23522
OG0008897	CP2_g47787_DN3_SP8_c.t1	jg23519
OG0008898	CP2_g47796_DN3_SP8_c.t1	jg23509
OG0008899	CP2_g47803_DN3_SP0_c.t1	jg23501
OG0008901	CP2_g47836_DN3_SP3_c.t1	jg23468
OG0008902	CP2_g47870_DN3_SP8_c.t1	jg23424
OG0008903	CP2_g47880_DN3_SP1_c.t1	jg23413
OG0008904	CP2_g47898_DN3_SP0_c.t1	jg23397
OG0008905	CP2_g47912_DN3_SP8_c.t1	jg23381
OG0008906	CP2_g47920_DN3_SP8_c.t1	jg23374
OG0008907	CP2_g47930_DN3_SP6_c.t1	jg23357
OG0008908	CP2_g47941_DN3_SP0_c.t1	jg23339, jg23342
OG0008909	CP2_g47963_DN3_SP7_c.t1	jg23319
OG0008910	CP2_g47974_DN3_SP0_c.t1	jg23307
OG0008911	CP2_g47985_DN3_SP7_c.t1	jg23292
OG0008912	CP2_g48014_DN3_SP6_c.t1	jg23255
OG0008913	CP2_g48021_DN3_SP0_c.t1	jg23243
OG0008914	CP2_g48025_DN3_SP3_c.t1	jg23236
OG0008915	CP2_g48031_DN3_SP8_c.t1	jg23228
OG0008916	CP2_g48039_DN3_SP2_c.t1	jg23218
OG0008917	CP2_g48046_DN3_SP0_c.t1	jg23208
OG0008918	CP2_g48050_DN3_SP1_c.t1	jg23204
OG0008919	CP2_g48061_DN3_SP8_c.t1	jg23195
OG0008920	CP2_g48069_DN1_SP0_c.t1	jg23189
OG0008921	CP2_g48074_DN3_SP7_c.t1	jg23181
OG0008922	CP2_g48090_DN2_SP0_c.t1	jg23164
OG0008923	CP2_g48100_DN3_SP5_c.t1	jg23152
OG0008925	CP2_g48106_DN3_SP8_c.t1	jg23146
OG0008926	CP2_g48117_DN3_SP7_c.t1	jg23132
OG0008927	CP2_g48127_DN3_SP8_c.t1	jg23125
OG0008928	CP2_g48160_DN3_SP1_c.t1	jg23089
OG0008929	CP2_g48188_DN3_SP2_c.t1	jg23057
OG0008930	CP2_g48236_DN3_SP6_c.t1	jg6142
OG0008931	CP2_g48247_DN3_SP0_c.t1	jg6160
OG0008932	CP2_g48250_DN3_SP8_c.t1	jg6164
OG0008933	CP2_g48263_DN3_SP7_c.t1	jg6180
OG0008934	CP2_g48266_DN3_SP8_c.t1	jg6182
OG0008935	CP2_g48277_DN3_SP8_c.t1	jg6195
OG0008936	CP2_g48279_DN3_SP0_c.t1	jg6198
OG0008937	CP2_g48284_DN3_SP8_c.t1	jg6205
OG0008938	CP2_g48316_DN3_SP3_c.t1	jg6243
OG0008939	CP2_g48342_DN3_SP5_c.t1	jg6275
OG0008940	CP2_g48362_DN3_SP5_c.t1	jg6304
OG0008941	CP2_g48370_DN3_SP0_c.t1	jg6308
OG0008942	CP2_g48379_DN3_SP6_c.t1	jg6324
OG0008943	CP2_g48381_DN2_SP7_c.t1	jg6327
OG0008944	CP2_g48389_DN3_SP7_c.t1	jg6339
OG0008945	CP2_g48410_DN3_SP3_c.t1	jg6367
OG0008946	CP2_g48412_DN3_SP8_c.t1	jg6372
OG0008947	CP2_g48423_DN3_SP8_c.t1	jg6387
OG0008948	CP2_g48425_DN3_SP8_c.t1	jg6389
OG0008949	CP2_g48433_DN3_SP8_c.t1	jg6399
OG0008950	CP2_g48442_DN3_SP2_c.t1	jg6411
OG0008952	CP2_g48486_DN3_SP0_c.t1	jg6470
OG0008953	CP2_g48518_DN3_SP8_c.t1	jg6532
OG0008954	CP8_g54376_DN3_SP4_c.t1	jg5818
OG0008955	CP8_g54367_DN3_SP0_c.t1	jg5827
OG0008956	CP8_g54371_DN3_SP8_c.t1	jg5823
OG0008957	CP8_g54372_DN3_SP3_c.t1	jg5822
OG0008958	CP8_g54373_DN3_SP0_c.t1	jg5821
OG0008959	CP8_g54375_DN2_SP0_c.t1	jg5819
OG0008960	CP8_g54360_DN3_SP8_c.t1	jg5835
OG0008961	CP8_g54358_DN3_SP2_c.t1	jg5836
OG0008963	CP8_g54336_DN3_SP3_c.t1	jg5853
OG0008964	CP8_g54332_DN3_SP0_c.t1	jg5855
OG0008965	CP8_g54311_DN3_SP0_c.t1	jg5877
OG0008966	CP8_g54309_DN3_SP7_c.t1	jg5881
OG0008967	CP8_g54301_DN3_SP0_c.t1	jg5885
OG0008968	CP8_g54297_DN3_SP6_c.t1	jg5890
OG0008969	CP8_g54274_DN3_SP4_c.t1	jg5912
OG0008970	CP8_g54253_DN3_SP6_c.t1	jg5935
OG0008972	CP8_g54241_DN3_SP7_c.t1	jg5951
OG0008973	CP8_g54230_DN3_SP8_c.t1	jg5961
OG0008974	CP8_g54227_DN3_SP8_c.t1	jg5965
OG0008975	CP8_g54223_DN3_SP0_c.t1	jg5970
OG0008976	CP8_g54221_DN3_SP8_c.t1	jg5972
OG0008977	CP8_g54201_DN3_SP5_c.t1	jg5990
OG0008978	CP8_g54190_DN3_SP8_c.t1	jg6004
OG0008980	CP8_g54163_DN3_SP8_c.t1	jg6043
OG0008981	CP8_g54160_DN3_SP0_c.t1	jg6050
OG0008984	CP8_g54121_DN3_SP8_c.t1	jg6118
OG0008985	CP8_g54103_DN3_SP3_c.t1	jg6135
OG0008986	CP8_g54092_DN3_SP8_c.t1	jg23010
OG0008988	CP8_g54045_DN3_SP7_c.t1	jg22966
OG0008989	CP8_g54021_DN3_SP0_c.t1	jg22937
OG0008990	CP8_g54019_DN3_SP3_c.t1	jg22934
OG0008991	CP8_g54002_DN3_SP7_c.t1	jg22916
OG0008992	CP8_g54012_DN2_SP1_c.t1	jg22924
OG0008993	CP8_g53998_DN2_SP0_c.t1	jg22912
OG0008994	CP8_g53926_DN3_SP7_c.t1	jg22844
OG0008995	CP8_g53922_DN3_SP7_c.t1	jg22840
OG0008996	CP8_g53912_DN3_SP8_c.t1	jg22827
OG0008997	CP8_g53907_DN3_SP8_c.t1	jg22821
OG0008998	CP8_g53902_DN3_SP3_c.t1	jg22818
OG0008999	CP8_g53867_DN3_SP0_c.t1	jg22779
OG0009002	CP8_g53817_DN3_SP4_c.t1	jg22721
OG0009003	CP7_g45671_DN3_SP0_c.t1	jg30642
OG0009004	CP8_g53803_DN3_SP1_c.t1	jg22708
OG0009005	CP9_g29489_DN3_SP4_c.t1	jg3531
OG0009006	CP8_g53785_DN3_SP0_c.t1	jg22690
OG0009007	CP8_g53758_DN3_SP0_c.t1	jg22665
OG0009008	CP8_g53751_DN3_SP7_c.t1	jg22654
OG0009009	CP8_g53734_DN3_SP0_c.t1	jg22637
OG0009010	CP8_g53728_DN3_SP8_c.t1	jg22629
OG0009011	CP8_g53725_DN3_SP8_c.t1	jg22627, jg22625
OG0009012	CP8_g53716_DN3_SP8_c.t1	jg22618
OG0009013	CP8_g53714_DN2_SP2_c.t1	jg22615
OG0009014	CP8_g53712_DN3_SP6_c.t1	jg22614
OG0009015	CP8_g53690_DN3_SP0_c.t1	jg22586
OG0009016	CP8_g53689_DN3_SP3_c.t1	jg22585
OG0009017	CP8_g53677_DN3_SP0_c.t1	jg22573
OG0009018	CP8_g53673_DN3_SP3_c.t1	jg22569
OG0009019	CP8_g53669_DN3_SP8_c.t1	jg22562
OG0009020	CP8_g53666_DN3_SP8_c.t1	jg22558
OG0009021	CP8_g53651_DN3_SP8_c.t1	jg22540
OG0009022	CP8_g53650_DN3_SP0_c.t1	jg22535
OG0009023	CP8_g53625_DN3_SP3_c.t1	jg22493
OG0009024	CP8_g53623_DN3_SP0_c.t1	jg22490
OG0009025	CP8_g53607_DN3_SP0_c.t1	jg22471
OG0009026	CP8_g53614_DN3_SP8_c.t1	jg22480
OG0009027	CP8_g53580_DN3_SP3_c.t1	jg22439
OG0009028	CP8_g53579_DN3_SP8_c.t1	jg22438
OG0009029	CP8_g53572_DN3_SP3_c.t1	jg22425
OG0009030	CP8_g53547_DN2_SP0_c.t1	jg22398
OG0009031	CP8_g53546_DN3_SP2_c.t1	jg22397
OG0009032	CP8_g53536_DN3_SP0_c.t1, CP8_g53535_DN3_SP0_c.t1	jg22388
OG0009033	CP8_g53534_DN3_SP0_c.t1	jg22387
OG0009034	CP8_g53497_DN3_SP4_c.t1	jg22348
OG0009035	CP8_g53490_DN3_SP0_c.t1	jg22339
OG0009036	CP8_g53489_DN3_SP7_c.t1	jg22338
OG0009037	CP8_g53480_DN3_SP6_c.t1	jg22330
OG0009038	CP8_g53470_DN3_SP3_c.t1	jg22323
OG0009039	CP3_g14422_DN3_SP0_c.t1	jg14806
OG0009040	CP3_g14450_DN3_SP7_c.t1	jg14767
OG0009042	CP3_g14468_DN3_SP8_c.t1	jg14742
OG0009043	CP3_g14474_DN3_SP8_c.t1	jg14735, jg14738
OG0009044	CP3_g14486_DN3_SP4_c.t1	jg14714
OG0009045	CP13_g19848_DN3_SP1_c.t1	jg14702
OG0009046	CP8_g53396_DN3_SP7_c.t1	jg22208
OG0009047	CP8_g53403_DN3_SP8_c.t1	jg22220
OG0009048	CP11_g32075_DN3_SP0_c.t1	jg7983
OG0009049	CP11_g32018_DN3_SP3_c.t1	jg7860
OG0009050	CP16_g55683_DN3_SP5_c.t1	jg17175
OG0009052	CP5_g2135_DN1_SP0_c.t1	jg11960
OG0009053	CP13_g19055_DN3_SP2_c.t1	jg370
OG0009054	CP11_g33277_DN3_SP8_c.t1	jg4506
OG0009055	CP11_g33257_DN2_SP8_c.t1	jg4442
OG0009056	CP11_g33236_DN3_SP0_c.t1	jg4423
OG0009057	CP11_g33233_DN3_SP0_c.t1	jg4417
OG0009058	CP11_g33221_DN3_SP0_c.t1	jg4396
OG0009059	CP11_g33214_DN3_SP4_c.t1	jg4386
OG0009060	CP8_g54490_DN3_SP8_c.t1	jg5693
OG0009061	CP8_g54491_DN2_SP0_c.t1	jg5692
OG0009062	CP7_g45204_DN2_SP0_c.t1	jg31198
OG0009063	CP11_g33299_DN2_SP0_c.t1	jg4367
OG0009064	CP7_g45193_DN3_SP6_c.t1	jg31214
OG0009065	CP11_g33303_DN3_SP2_c.t1	jg4356
OG0009066	CP11_g33304_DN3_SP8_c.t1	jg4355
OG0009068	CP11_g33335_DN3_SP8_c.t1	jg4327
OG0009069	CP11_g33342_DN3_SP5_c.t1	jg4316
OG0009070	CP11_g33352_DN3_SP3_c.t1	jg4363, jg4240, jg4301, jg4392
OG0009071	CP11_g33356_DN3_SP8_c.t1	jg4295
OG0009072	CP11_g33365_DN3_SP3_c.t1	jg4284
OG0009073	CP11_g33374_DN3_SP8_c.t1	jg4275
OG0009074	CP11_g33375_DN3_SP0_c.t1	jg4274
OG0009075	CP4_g24452_DN3_SP6_c.t1	jg19595
OG0009076	CP11_g33391_DN3_SP2_c.t1	jg4257
OG0009077	CP11_g33394_DN3_SP1_c.t1	jg4250
OG0009078	CP11_g33395_DN3_SP8_c.t1	jg4249
OG0009079	CP11_g33413_DN3_SP7_c.t1	jg4230
OG0009080	CP11_g33447_DN3_SP8_c.t1	jg4196
OG0009081	CP11_g33461_DN3_SP0_c.t1	jg4181
OG0009082	CP11_g33467_DN3_SP4_c.t1	jg4173
OG0009083	CP11_g33472_DN3_SP0_c.t1	jg4167
OG0009084	CP8_g54643_DN3_SP8_c.t1	jg8205
OG0009085	CP11_g33490_DN2_SP0_c.t1	jg4147
OG0009086	CP11_g33497_DN3_SP8_c.t1	jg4141
OG0009087	CP11_g33503_DN3_SP0_c.t1	jg4132
OG0009088	CP11_g33511_DN3_SP5_c.t1	jg4125
OG0009089	CP11_g33514_DN3_SP8_c.t1	jg4119
OG0009090	CP11_g33516_DN3_SP8_c.t1	jg4116
OG0009091	CP8_g52962_DN3_SP8_c.t1	jg21746
OG0009092	CP11_g33521_DN3_SP3_c.t1	jg4111
OG0009093	CP11_g33538_DN3_SP8_c.t1	jg4096
OG0009094	CP11_g33539_DN3_SP8_c.t1	jg4095
OG0009096	CP11_g33569_DN3_SP0_c.t1	jg4052
OG0009097	CP11_g33575_DN3_SP0_c.t1	jg4047
OG0009098	CP11_g33593_DN3_SP1_c.t1	jg4021
OG0009100	CP11_g33626_DN3_SP0_c.t1	jg3988
OG0009101	CP11_g33639_DN3_SP0_c.t1	jg3973
OG0009102	CP11_g33651_DN3_SP8_c.t1	jg3955
OG0009103	CP11_g33661_DN3_SP7_c.t1	jg3944
OG0009104	CP11_g33673_DN2_SP2_c.t1	jg3932
OG0009105	CP11_g33728_DN3_SP5_c.t1	jg3856
OG0009106	CP11_g33734_DN1_SP0_c.t1	jg3851
OG0009107	CP11_g33741_DN3_SP8_c.t1	jg3845
OG0009108	CP11_g33746_DN3_SP0_c.t1	jg21395, jg3839
OG0009110	CP11_g33748_DN1_SP0_c.t1	jg3836
OG0009111	CP11_g33770_DN3_SP8_c.t1	jg3807
OG0009112	CP5_g1353_DN3_SP8_c.t1	jg12676
OG0009113	CP5_g1329_DN3_SP0_c.t1	jg11561, jg12704
OG0009114	CP5_g1328_DN3_SP8_c.t1	jg12705
OG0009115	CP13_g19306_DN3_SP0_c.t1	jg13406
OG0009116	CP19_g17931_DN3_SP0_c.t1	jg12725
OG0009117	CP19_g17919_DN3_SP3_c.t1	jg12728
OG0009118	CP19_g17917_DN3_SP3_c.t1	jg12730
OG0009119	CP5_g2685_DN3_SP0_c.t1	jg24750
OG0009120	CP19_g17831_DN3_SP8_c.t1	jg12845
OG0009122	CP9_g29727_DN3_SP8_c.t1	jg3776
OG0009123	CP9_g29730_DN3_SP0_c.t1	jg3779
OG0009124	CP9_g29737_DN2_SP0_c.t1	jg3785
OG0009125	CP9_g29718_DN3_SP0_c.t1	jg3766
OG0009126	CP9_g29708_DN3_SP0_c.t1	jg3759
OG0009127	CP9_g29706_DN3_SP0_c.t1	jg3757
OG0009128	CP9_g29704_DN2_SP0_c.t1	jg3755
OG0009129	CP9_g29699_DN3_SP0_c.t1	jg3750
OG0009130	CP9_g29692_DN3_SP6_c.t1	jg3746
OG0009131	CP9_g29681_DN3_SP8_c.t1	jg3734
OG0009132	CP9_g29660_DN3_SP8_c.t1	jg3713
OG0009133	CP2_g50694_DN2_SP0_c.t1, CP9_g29653_DN3_SP0_c.t1, CP2_g50693_DN1_SP0_c.t1	jg3706
OG0009134	CP9_g29647_DN3_SP0_c.t1	jg3700
OG0009135	CP9_g29645_DN3_SP8_c.t1	jg3699
OG0009136	CP9_g29632_DN3_SP7_c.t1	jg3683
OG0009137	CP9_g29624_DN3_SP6_c.t1	jg3675
OG0009138	CP9_g29613_DN3_SP8_c.t1	jg3665
OG0009139	CP9_g29610_DN3_SP0_c.t1	jg3663
OG0009140	CP9_g29607_DN3_SP8_c.t1	jg3660
OG0009141	CP9_g29584_DN3_SP4_c.t1	jg3636
OG0009142	CP9_g29550_DN3_SP2_c.t1	jg3596
OG0009143	CP9_g29534_DN3_SP8_c.t1	jg3581
OG0009144	CP9_g29515_DN3_SP6_c.t1	jg3559
OG0009145	CP9_g29508_DN3_SP0_c.t1	jg3553
OG0009146	CP9_g29496_DN3_SP8_c.t1	jg3538
OG0009147	CP9_g29480_DN3_SP8_c.t1	jg3519
OG0009148	CP9_g29477_DN3_SP0_c.t1	jg3515
OG0009150	CP5_g2288_DN1_SP0_c.t1, CP9_g29451_DN3_SP0_c.t1	jg3484
OG0009151	CP9_g29446_DN3_SP5_c.t1	jg3478
OG0009152	CP9_g29426_DN3_SP0_c.t1	jg3455
OG0009153	CP3_g15568_DN3_SP0_c.t1	jg14081
OG0009154	CP9_g29417_DN3_SP8_c.t1	jg3446
OG0009155	CP9_g29411_DN3_SP8_c.t1	jg3439
OG0009156	CP9_g29383_DN3_SP0_c.t1	jg3409
OG0009157	CP9_g29382_DN3_SP1_c.t1	jg3408
OG0009158	CP9_g29371_DN3_SP1_c.t1	jg3396
OG0009160	CP9_g29354_DN3_SP8_c.t1	jg3378
OG0009161	CP9_g29345_DN3_SP8_c.t1	jg3366
OG0009162	CP9_g29338_DN3_SP8_c.t1	jg3357
OG0009163	CP9_g29292_DN3_SP8_c.t1	jg3312
OG0009164	CP9_g29287_DN3_SP6_c.t1	jg3306
OG0009165	CP9_g29274_DN3_SP8_c.t1	jg3291
OG0009166	CP9_g29258_DN3_SP8_c.t1	jg3273
OG0009167	CP1_g39813_DN2_SP0_c.t1	jg32213
OG0009168	CP10_g43360_DN3_SP0_c.t1	jg25398
OG0009169	CP9_g29243_DN3_SP4_c.t1	jg3255
OG0009170	CP9_g29237_DN3_SP0_c.t1	jg3249
OG0009171	CP9_g29210_DN3_SP8_c.t1	jg3226
OG0009172	CP15_g35790_DN3_SP0_c.t1	jg27358
OG0009173	CP9_g29171_DN3_SP1_c.t1	jg3190
OG0009174	CP9_g29163_DN2_SP2_c.t1	jg3178
OG0009175	CP9_g29158_DN3_SP8_c.t1	jg3173
OG0009176	CP10_g43786_DN3_SP0_c.t1	jg27890
OG0009177	CP10_g43783_DN3_SP7_c.t1	jg27893
OG0009179	CP10_g43730_DN3_SP8_c.t1	jg27925
OG0009180	CP3_g14386_DN3_SP1_c.t1	jg14850
OG0009181	CP8_g53428_DN3_SP8_c.t1	jg22284
OG0009182	CP8_g53427_DN3_SP8_c.t1	jg22283
OG0009183	CP8_g53424_DN3_SP6_c.t1	jg22280
OG0009184	CP7_g46475_DN3_SP6_c.t1	jg33820
OG0009185	CP7_g46450_DN3_SP8_c.t1	jg33782
OG0009186	CP7_g46443_DN3_SP1_c.t1	jg33773
OG0009187	CP7_g46434_DN3_SP7_c.t1	jg33765
OG0009188	CP7_g46417_DN3_SP2_c.t1	jg33742
OG0009189	CP7_g46382_DN3_SP8_c.t1	jg33692
OG0009190	CP7_g46374_DN3_SP0_c.t1	jg33686
OG0009191	CP7_g46322_DN3_SP3_c.t1	jg33635
OG0009192	CP7_g46300_DN3_SP1_c.t1	jg33604
OG0009193	CP7_g46298_DN3_SP8_c.t1	jg33601
OG0009194	CP7_g46296_DN3_SP8_c.t1	jg33599
OG0009195	CP7_g46279_DN2_SP0_c.t1	jg33581, jg33578, jg33579
OG0009196	CP7_g46272_DN3_SP7_c.t1	jg33558
OG0009197	CP7_g46270_DN3_SP8_c.t1	jg33556
OG0009198	CP7_g46265_DN3_SP2_c.t1	jg33554
OG0009199	CP9_g28426_DN3_SP1_c.t1	jg2411
OG0009200	CP7_g46240_DN3_SP3_c.t1	jg33523
OG0009201	CP4_g25141_DN2_SP0_c.t1	jg18733
OG0009202	CP4_g25136_DN2_SP0_c.t1	jg18737
OG0009203	CP4_g25126_DN3_SP8_c.t1	jg18751
OG0009204	CP4_g25123_DN3_SP8_c.t1	jg18754
OG0009205	CP4_g25094_DN2_SP0_c.t1	jg18781
OG0009206	CP19_g18015_DN3_SP8_c.t1	jg9832
OG0009207	CP4_g25058_DN3_SP8_c.t1	jg18825
OG0009209	CP3_g14949_DN3_SP6_c.t1	jg14249
OG0009210	CP3_g15138_DN3_SP7_c.t1	jg14201
OG0009211	CP13_g19147_DN3_SP0_c.t1	jg13699
OG0009213	CP8_g52603_DN3_SP8_c.t1	jg21672
OG0009214	CP8_g53257_DN1_SP0_c.t1	jg22026
OG0009215	CP5_g2057_DN3_SP1_c.t1	jg11995
OG0009216	CP4_g25388_DN3_SP2_c.t1	jg11882
OG0009219	CP6_g8658_DN3_SP8_c.t1	jg11673
OG0009220	CP6_g8022_DN3_SP2_c.t1	jg11520
OG0009221	CP6_g7521_DN1_SP0_c.t1	jg11366
OG0009222	CP6_g7547_DN3_SP8_c.t1	jg11364
OG0009223	CP5_g207_DN3_SP8_c.t1	jg8527
OG0009224	CP6_g7449_DN3_SP5_c.t1	jg11278
OG0009225	CP6_g7445_DN3_SP3_c.t1	jg11267
OG0009226	CP6_g7392_DN3_SP8_c.t1	jg11215
OG0009227	CP6_g7383_DN3_SP7_c.t1	jg11203
OG0009228	CP6_g7352_DN3_SP8_c.t1	jg11167
OG0009229	CP6_g7340_DN3_SP8_c.t1	jg11157
OG0009231	CP9_g28936_DN2_SP8_c.t1	jg2945
OG0009232	CP9_g28941_DN3_SP0_c.t1	jg2950
OG0009233	CP9_g28948_DN3_SP2_c.t1	jg2958
OG0009234	CP9_g28981_DN3_SP7_c.t1	jg2987
