Orthogroup	Conringia_planisiliqua	Arabidopsis_arenosa
OG0008276	CP1_g36967_DN3_SP1_c.t1	jg29027
OG0008277	CP1_g36990_DN2_SP1_c.t1	jg29057
OG0008278	CP1_g37003_DN3_SP0_c.t1	jg29073
OG0008279	CP1_g37005_DN3_SP7_c.t1	jg29075
OG0008280	CP1_g37014_DN3_SP8_c.t1	jg29083
OG0008281	CP1_g37016_DN2_SP0_c.t1	jg29085
OG0008282	CP1_g37048_DN3_SP8_c.t1	jg29118
OG0008284	CP1_g37104_DN3_SP4_c.t1	jg29185
OG0008285	CP1_g37135_DN3_SP5_c.t1	jg29217
OG0008286	CP1_g37137_DN3_SP7_c.t1	jg29219
OG0008287	CP1_g37142_DN3_SP6_c.t1	jg29223
OG0008288	CP1_g37161_DN3_SP3_c.t1	jg29240
OG0008289	CP1_g37180_DN3_SP8_c.t1	jg29259
OG0008290	CP1_g37188_DN3_SP8_c.t1	jg29269
OG0008292	CP16_g55370_DN3_SP8_c.t1	jg21954
OG0008293	CP1_g37248_DN3_SP8_c.t1	jg29336
OG0008294	CP1_g37260_DN3_SP5_c.t1	jg29350
OG0008295	CP1_g37277_DN3_SP8_c.t1	jg29366
OG0008296	CP1_g37285_DN3_SP8_c.t1	jg29375
OG0008297	CP1_g37288_DN3_SP8_c.t1	jg29379
OG0008299	CP1_g37298_DN3_SP8_c.t1	jg29390
OG0008300	CP1_g37303_DN2_SP0_c.t1	jg29394
OG0008301	CP1_g37306_DN3_SP8_c.t1	jg29398
OG0008302	CP1_g37312_DN3_SP8_c.t1	jg29411
OG0008303	CP1_g37330_DN3_SP6_c.t1	jg29428
OG0008304	CP1_g37358_DN3_SP0_c.t1	jg29459
OG0008305	CP19_g18047_DN3_SP7_c.t1	jg9864
OG0008306	CP1_g37402_DN3_SP3_c.t1	jg29515
OG0008307	CP1_g37409_DN3_SP8_c.t1	jg29524
OG0008308	CP1_g37441_DN3_SP8_c.t1	jg29568
OG0008309	CP1_g37442_DN1_SP0_c.t1	jg29569
OG0008310	CP1_g37447_DN3_SP0_c.t1	jg29586
OG0008311	CP2_g49069_DN2_SP0_c.t1	jg730
OG0008312	CP1_g37485_DN3_SP8_c.t1	jg29625
OG0008313	CP1_g37487_DN3_SP8_c.t1	jg29626
OG0008314	CP1_g37503_DN3_SP2_c.t1	jg29637
OG0008315	CP1_g37543_DN3_SP8_c.t1	jg29686
OG0008316	CP1_g37546_DN3_SP8_c.t1	jg29688
OG0008317	CP1_g37550_DN3_SP8_c.t1	jg29694
OG0008318	CP1_g37552_DN3_SP5_c.t1	jg29696
OG0008319	CP1_g37567_DN2_SP0_c.t1	jg29716
OG0008320	CP1_g37600_DN3_SP7_c.t1	jg29757
OG0008322	CP1_g37605_DN1_SP0_c.t1	jg29762
OG0008323	CP1_g37623_DN3_SP8_c.t1	jg29781
OG0008324	CP1_g37634_DN3_SP6_c.t1, CP2_g49877_DN3_SP0_c.t1	jg29797
OG0008326	CP1_g37702_DN3_SP8_c.t1	jg29871
OG0008327	CP1_g37699_DN3_SP8_c.t1	jg29868
OG0008328	CP1_g37720_DN3_SP1_c.t1	jg29890
OG0008329	CP1_g37737_DN3_SP0_c.t1	jg29906
OG0008330	CP1_g37747_DN3_SP1_c.t1	jg29917
OG0008331	CP1_g37749_DN3_SP0_c.t1	jg29918
OG0008332	CP1_g37762_DN3_SP8_c.t1	jg29935
OG0008333	CP1_g37767_DN2_SP7_c.t1	jg29941
OG0008334	CP1_g37773_DN3_SP1_c.t1	jg29946
OG0008335	CP9_g27795_DN2_SP0_c.t1, CP1_g37784_DN3_SP7_c.t1	jg29958
OG0008337	CP1_g37788_DN3_SP8_c.t1	jg29964
OG0008338	CP1_g37831_DN3_SP0_c.t1	jg30013
OG0008339	CP1_g37798_DN3_SP0_c.t1	jg29975
OG0008341	CP1_g37807_DN3_SP0_c.t1	jg29986
OG0008342	CP1_g37809_DN3_SP4_c.t1	jg29989
OG0008343	CP1_g37816_DN3_SP8_c.t1	jg29997
OG0008344	CP7_g46190_DN3_SP6_c.t1	jg30025
OG0008345	CP7_g46189_DN2_SP0_c.t1	jg30026
OG0008346	CP7_g46153_DN3_SP1_c.t1	jg30071
OG0008347	CP7_g46115_DN3_SP3_c.t1	jg30113
OG0008348	CP7_g46074_DN3_SP8_c.t1	jg30179, jg30156, jg30167
OG0008349	CP7_g46064_DN3_SP3_c.t1	jg30190
OG0008350	CP9_g28306_DN3_SP7_c.t1	jg1801
OG0008352	CP7_g45935_DN3_SP0_c.t1	jg30343
OG0008353	CP7_g45929_DN3_SP0_c.t1	jg30351
OG0008354	CP7_g45925_DN3_SP2_c.t1	jg30353
OG0008355	CP7_g45920_DN3_SP8_c.t1	jg30359
OG0008357	CP7_g45892_DN3_SP0_c.t1	jg30385
OG0008358	CP7_g45889_DN3_SP7_c.t1	jg30387
OG0008359	CP7_g45888_DN3_SP8_c.t1	jg30389
OG0008360	CP7_g45867_DN3_SP0_c.t1	jg30414
OG0008361	CP7_g45856_DN2_SP2_c.t1	jg30425
OG0008362	CP7_g45855_DN3_SP3_c.t1	jg30426
OG0008363	CP7_g45849_DN3_SP8_c.t1	jg30431
OG0008364	CP7_g45826_DN3_SP0_c.t1	jg30456
OG0008365	CP7_g45779_DN3_SP6_c.t1	jg30506
OG0008366	CP7_g45776_DN3_SP1_c.t1	jg30512
OG0008367	CP7_g45775_DN3_SP0_c.t1	jg30513
OG0008369	CP7_g45754_DN3_SP5_c.t1	jg30539
OG0008370	CP7_g45732_DN3_SP0_c.t1	jg30556
OG0008371	CP7_g45726_DN3_SP2_c.t1	jg30577
OG0008372	CP7_g45700_DN3_SP7_c.t1	jg30605
OG0008373	CP7_g45694_DN3_SP8_c.t1	jg30619
OG0008374	CP7_g45685_DN3_SP8_c.t1	jg30629
OG0008375	CP7_g45664_DN3_SP6_c.t1	jg30649
OG0008376	CP7_g45645_DN2_SP0_c.t1	jg30680
OG0008377	CP7_g45635_DN2_SP0_c.t1	jg30692
OG0008378	CP7_g45631_DN3_SP1_c.t1	jg30697
OG0008379	CP7_g45622_DN3_SP0_c.t1	jg30705
OG0008380	CP7_g45621_DN3_SP0_c.t1	jg30706
OG0008381	CP7_g45613_DN3_SP6_c.t1	jg30716
OG0008382	CP7_g45608_DN3_SP2_c.t1	jg30722
OG0008383	CP7_g45590_DN3_SP5_c.t1	jg30741
OG0008384	CP7_g45578_DN3_SP8_c.t1	jg30767
OG0008385	CP7_g45555_DN3_SP6_c.t1	jg30795
OG0008386	CP7_g45480_DN3_SP0_c.t1	jg30865
OG0008387	CP20_g4318_DN3_SP3_c.t1	jg7481
OG0008388	CP7_g45472_DN3_SP2_c.t1	jg30873
OG0008389	CP9_g28797_DN3_SP8_c.t1	jg2805
OG0008390	CP9_g28776_DN3_SP8_c.t1	jg2784
OG0008391	CP9_g28763_DN2_SP0_c.t1	jg2767
OG0008392	CP9_g28759_DN3_SP0_c.t1	jg2755
OG0008393	CP9_g28746_DN3_SP0_c.t1	jg2744
OG0008394	CP9_g28743_DN3_SP0_c.t1	jg2739
OG0008395	CP9_g28730_DN3_SP0_c.t1	jg2723
OG0008396	CP9_g28728_DN3_SP4_c.t1	jg2721
OG0008397	CP9_g28721_DN2_SP2_c.t1	jg2712
OG0008399	CP9_g28657_DN3_SP2_c.t1	jg2654
OG0008400	CP9_g28647_DN3_SP1_c.t1, CP9_g28650_DN2_SP1_c.t1	jg2646
OG0008401	CP9_g28630_DN3_SP0_c.t1	jg2629
OG0008402	CP9_g28627_DN3_SP8_c.t1	jg2627
OG0008403	CP19_g18240_DN3_SP6_c.t1	jg10070
OG0008404	CP7_g44605_DN3_SP8_c.t1	jg31951
OG0008405	CP7_g44566_DN3_SP2_c.t1	jg31978
OG0008406	CP2_g48878_DN2_SP0_c.t1	jg447
OG0008407	CP2_g48945_DN3_SP0_c.t1	jg544
OG0008408	CP2_g48946_DN3_SP8_c.t1	jg545
OG0008409	CP2_g48947_DN3_SP3_c.t1	jg546
OG0008410	CP2_g48960_DN3_SP8_c.t1	jg573
OG0008411	CP2_g48977_DN3_SP8_c.t1	jg599
OG0008412	CP7_g45136_DN3_SP5_c.t1	jg31271
OG0008414	CP7_g45050_DN3_SP7_c.t1	jg31368
OG0008415	CP2_g49098_DN3_SP0_c.t1	jg771
OG0008416	CP2_g49103_DN3_SP4_c.t1	jg776
OG0008417	CP2_g49106_DN3_SP5_c.t1	jg785
OG0008418	CP2_g49165_DN3_SP8_c.t1	jg856
OG0008419	CP17_g4852_DN2_SP0_c.t1	jg12359
OG0008420	CP2_g49278_DN3_SP1_c.t1	jg962
OG0008421	CP2_g49327_DN3_SP8_c.t1	jg1002
OG0008422	CP2_g49387_DN2_SP0_c.t1	jg1101
OG0008423	CP2_g49389_DN3_SP3_c.t1	jg1105
OG0008424	CP2_g49477_DN2_SP0_c.t1, CP2_g49474_DN3_SP4_c.t1	jg1168
OG0008425	CP2_g49534_DN3_SP0_c.t1	jg1240, jg1215
OG0008426	CP2_g49558_DN2_SP0_c.t1	jg1309
OG0008427	CP7_g45211_DN3_SP6_c.t1	jg31194
OG0008428	CP13_g19082_DN3_SP0_c.t1	jg396
OG0008429	CP13_g19078_DN3_SP8_c.t1	jg393
OG0008430	CP13_g19068_DN3_SP8_c.t1	jg379
OG0008431	CP13_g19056_DN3_SP7_c.t1	jg371
OG0008432	CP13_g19043_DN3_SP8_c.t1	jg357
OG0008433	CP13_g19863_DN1_SP0_c.t1	jg20421
OG0008434	CP13_g19849_DN3_SP0_c.t1	jg20404
OG0008435	CP13_g19818_DN3_SP8_c.t1	jg20375
OG0008436	CP13_g19811_DN3_SP6_c.t1	jg20371
OG0008437	CP13_g19723_DN3_SP8_c.t1	jg20265
OG0008438	CP13_g19720_DN3_SP0_c.t1	jg20262
OG0008439	CP13_g20148_DN3_SP0_c.t1	jg20704
OG0008441	CP13_g20167_DN2_SP0_c.t1	jg20746
OG0008442	CP13_g20171_DN3_SP0_c.t1	jg20758
OG0008443	CP11_g31913_DN3_SP2_c.t1	jg10443, jg7785
OG0008444	CP11_g31906_DN3_SP4_c.t1	jg7779
OG0008445	CP11_g31896_DN3_SP0_c.t1	jg7762
OG0008447	CP5_g1019_DN3_SP1_c.t1	jg9430
OG0008448	CP6_g7230_DN3_SP7_c.t1	jg11039
OG0008450	CP1_g38335_DN3_SP8_c.t1	jg32885
OG0008451	CP1_g38322_DN3_SP8_c.t1	jg32890
OG0008453	CP1_g38245_DN2_SP0_c.t1, CP1_g38243_DN1_SP0_c.t1	jg32954
OG0008454	CP1_g38230_DN3_SP8_c.t1	jg32969
OG0008455	CP1_g38185_DN3_SP0_c.t1	jg33021
OG0008456	CP9_g29131_DN3_SP3_c.t1	jg3146
OG0008457	CP5_g132_DN3_SP8_c.t1	jg8419
OG0008458	CP5_g153_DN3_SP0_c.t1	jg8468
OG0008459	CP5_g171_DN3_SP6_c.t1	jg8488
OG0008460	CP5_g185_DN3_SP8_c.t1	jg8503
OG0008461	CP5_g198_DN3_SP1_c.t1	jg8515
OG0008462	CP5_g216_DN3_SP8_c.t1	jg8537
OG0008463	CP5_g225_DN3_SP8_c.t1	jg8549
OG0008464	CP5_g229_DN3_SP5_c.t1	jg8551
OG0008465	CP5_g238_DN3_SP1_c.t1	jg8560
OG0008466	CP5_g242_DN3_SP0_c.t1	jg8565
OG0008467	CP5_g243_DN3_SP8_c.t1	jg8567
OG0008468	CP5_g280_DN2_SP0_c.t1	jg8606
OG0008469	CP5_g284_DN2_SP0_c.t1	jg8609
OG0008470	CP5_g299_DN3_SP3_c.t1	jg8624
OG0008471	CP5_g312_DN3_SP1_c.t1	jg8638
OG0008472	CP5_g328_DN3_SP2_c.t1	jg8650
OG0008473	CP5_g340_DN3_SP8_c.t1	jg8661
OG0008474	CP5_g356_DN3_SP1_c.t1	jg8675
OG0008475	CP5_g366_DN3_SP0_c.t1	jg8685
OG0008476	CP5_g384_DN2_SP6_c.t1	jg8704
OG0008477	CP5_g415_DN3_SP0_c.t1	jg8739
OG0008478	CP5_g438_DN3_SP4_c.t1	jg8769
OG0008479	CP5_g462_DN3_SP0_c.t1	jg8798
OG0008480	CP5_g481_DN3_SP0_c.t1	jg8819
OG0008481	CP5_g476_DN3_SP0_c.t1	jg8814
OG0008483	CP5_g514_DN3_SP8_c.t1	jg8859
OG0008484	CP5_g525_DN3_SP8_c.t1	jg8868
OG0008485	CP5_g549_DN3_SP8_c.t1	jg8894
OG0008486	CP5_g551_DN1_SP0_c.t1	jg8896
OG0008488	CP5_g586_DN3_SP8_c.t1	jg8937
OG0008489	CP5_g596_DN3_SP2_c.t1	jg8949
OG0008490	CP5_g783_DN3_SP1_c.t1	jg9169
OG0008491	CP5_g782_DN3_SP8_c.t1	jg9168
OG0008492	CP5_g781_DN3_SP0_c.t1	jg9167
OG0008493	CP5_g779_DN3_SP0_c.t1	jg9165
OG0008494	CP5_g753_DN3_SP7_c.t1	jg9137
OG0008495	CP5_g739_DN3_SP0_c.t1	jg9121
OG0008496	CP5_g712_DN3_SP2_c.t1	jg9089
OG0008497	CP5_g702_DN3_SP6_c.t1	jg9072
OG0008498	CP5_g696_DN2_SP0_c.t1	jg9067
OG0008500	CP5_g671_DN3_SP0_c.t1	jg9036
OG0008501	CP5_g634_DN3_SP3_c.t1	jg8992
OG0008502	CP5_g617_DN3_SP8_c.t1	jg8967
OG0008503	CP5_g614_DN3_SP8_c.t1	jg8963
OG0008504	CP5_g612_DN3_SP8_c.t1	jg8961
OG0008505	CP5_g786_DN3_SP8_c.t1	jg9180
OG0008506	CP5_g787_DN3_SP8_c.t1	jg9183
OG0008507	CP5_g813_DN3_SP0_c.t1	jg9211
OG0008509	CP5_g857_DN2_SP0_c.t1	jg9261
OG0008510	CP5_g858_DN3_SP0_c.t1	jg30529, jg9262
OG0008511	CP5_g870_DN3_SP8_c.t1	jg9273
OG0008512	CP5_g880_DN3_SP6_c.t1	jg9285
OG0008513	CP16_g55085_DN1_SP0_c.t1	jg16898, jg16894
OG0008514	CP12_g30767_DN3_SP5_c.t1	jg26663
OG0008515	CP12_g30794_DN3_SP8_c.t1	jg26677
OG0008516	CP12_g30787_DN3_SP8_c.t1	jg26683
OG0008517	CP12_g30786_DN3_SP7_c.t1	jg26684
OG0008518	CP12_g30814_DN3_SP8_c.t1	jg26724
OG0008519	CP9_g28904_DN3_SP0_c.t1	jg2899
OG0008520	CP9_g28893_DN3_SP1_c.t1	jg2887
OG0008521	CP9_g28891_DN3_SP0_c.t1	jg2885
OG0008522	CP9_g28876_DN3_SP1_c.t1	jg2873
OG0008523	CP9_g28863_DN3_SP0_c.t1	jg2866
OG0008524	CP9_g28858_DN3_SP3_c.t1	jg2861
OG0008525	CP9_g28857_DN3_SP0_c.t1	jg2860
OG0008526	CP9_g28852_DN3_SP1_c.t1	jg2854
OG0008527	CP9_g28851_DN3_SP1_c.t1	jg2853
OG0008528	CP9_g28848_DN3_SP7_c.t1	jg2849
OG0008529	CP7_g45462_DN2_SP0_c.t1	jg30884
OG0008530	CP7_g45448_DN3_SP6_c.t1	jg30905
OG0008531	CP7_g45439_DN3_SP8_c.t1	jg30917
OG0008532	CP7_g45369_DN3_SP2_c.t1	jg31011
OG0008533	CP7_g45353_DN3_SP0_c.t1	jg31026
OG0008534	CP7_g45291_DN3_SP8_c.t1	jg31099
OG0008535	CP7_g45273_DN2_SP0_c.t1	jg31130
OG0008536	CP7_g45155_DN1_SP0_c.t1	jg31256
OG0008537	CP19_g18203_DN3_SP1_c.t1	jg10028
OG0008538	CP11_g32108_DN3_SP8_c.t1	jg8016
OG0008539	CP8_g52926_DN2_SP0_c.t1	jg21735
OG0008540	CP11_g32154_DN3_SP2_c.t1	jg8071
OG0008541	CP8_g54521_DN3_SP0_c.t1	jg8078
OG0008542	CP8_g54525_DN3_SP4_c.t1	jg8083
OG0008543	CP8_g54542_DN3_SP0_c.t1	jg8097
OG0008544	CP8_g54570_DN3_SP2_c.t1	jg8135
OG0008545	CP8_g54575_DN3_SP0_c.t1	jg8130
OG0008546	CP8_g54577_DN3_SP7_c.t1	jg8128
OG0008547	CP8_g54603_DN3_SP8_c.t1	jg8104
OG0008548	CP8_g54614_DN3_SP8_c.t1	jg8170
OG0008549	CP8_g54626_DN3_SP8_c.t1	jg8183
OG0008550	CP8_g54639_DN3_SP8_c.t1	jg8198
OG0008551	CP19_g17979_DN3_SP1_c.t1, CP19_g17978_DN3_SP5_c.t1	jg9791
OG0008552	CP16_g54732_DN3_SP8_c.t1	jg16508
OG0008554	CP7_g45226_DN3_SP6_c.t1	jg31177
OG0008555	CP7_g45242_DN3_SP8_c.t1	jg31158
OG0008556	CP7_g45246_DN3_SP3_c.t1	jg31154
OG0008557	CP7_g45251_DN3_SP8_c.t1	jg31152
OG0008558	CP19_g17993_DN3_SP8_c.t1	jg9806
OG0008559	CP5_g1317_DN3_SP8_c.t1	jg9757
OG0008560	CP5_g1270_DN3_SP3_c.t1	jg9710
OG0008561	CP5_g1271_DN3_SP8_c.t1	jg9711
OG0008562	CP5_g1261_DN1_SP0_c.t1	jg9703
OG0008563	CP5_g1247_DN3_SP8_c.t1	jg9685
OG0008564	CP5_g1242_DN3_SP8_c.t1	jg9680
OG0008565	CP5_g1207_DN3_SP5_c.t1	jg9647
OG0008566	CP7_g45301_DN3_SP4_c.t1	jg31091
OG0008567	CP5_g1201_DN3_SP1_c.t1	jg9635
OG0008568	CP5_g1199_DN3_SP3_c.t1	jg9633
OG0008569	CP5_g1198_DN2_SP5_c.t1	jg9632
OG0008570	CP5_g1195_DN3_SP3_c.t1	jg9629
OG0008571	CP5_g1169_DN3_SP0_c.t1	jg9603
OG0008572	CP8_g53049_DN1_SP0_c.t1, CP8_g53048_DN2_SP0_c.t1	jg28986
OG0008573	CP1_g37403_DN3_SP0_c.t1	jg29516
OG0008574	CP1_g37793_DN3_SP8_c.t1	jg29969
OG0008575	CP7_g45394_DN2_SP0_c.t1	jg30962
OG0008576	CP7_g45297_DN3_SP0_c.t1	jg31094
OG0008577	CP7_g45232_DN3_SP3_c.t1	jg31170
OG0008581	CP1_g39128_DN3_SP0_c.t1	jg32604
OG0008582	CP1_g38912_DN3_SP3_c.t1	jg32632, jg32612
OG0008583	CP10_g43424_DN3_SP0_c.t1	jg25460
OG0008584	CP2_g48912_DN3_SP0_c.t1	jg503
OG0008585	CP2_g49295_DN2_SP0_c.t1	jg978
OG0008586	CP9_g28399_DN3_SP0_c.t1	jg2387
OG0008587	CP9_g28487_DN3_SP2_c.t1	jg2481
OG0008592	CP10_g43343_DN3_SP7_c.t1	jg25375
OG0008594	CP12_g30664_DN3_SP0_c.t1, CP12_g30665_DN3_SP0_c.t1	jg26548
OG0008596	CP16_g54807_DN2_SP0_c.t1	jg16593
OG0008598	CP16_g54905_DN3_SP0_c.t1	jg16704
OG0008599	CP16_g54911_DN3_SP0_c.t1	jg16708
OG0008600	CP16_g54987_DN3_SP8_c.t1	jg16794
OG0008601	CP16_g55071_DN3_SP1_c.t1	jg16883
OG0008602	CP16_g55092_DN3_SP6_c.t1	jg16903
OG0008603	CP16_g55545_DN2_SP0_c.t1	jg17162
OG0008604	CP4_g25680_DN3_SP0_c.t1	jg18132
OG0008605	CP4_g25325_DN2_SP0_c.t1	jg18521
OG0008606	CP13_g19760_DN3_SP0_c.t1	jg12945
OG0008607	CP13_g19308_DN3_SP0_c.t1	jg13404
OG0008609	CP13_g19109_DN2_SP0_c.t1	jg13805
OG0008611	CP11_g32559_DN3_SP1_c.t1	jg5223
OG0008612	CP11_g32268_DN3_SP0_c.t1	jg5524
OG0008613	CP2_g48334_DN3_SP1_c.t1	jg6266
OG0008615	CP20_g4394_DN3_SP0_c.t1	jg7587
OG0008616	CP5_g727_DN3_SP2_c.t1	jg9107
OG0008617	CP19_g17998_DN3_SP0_c.t1	jg9811
OG0008618	CP19_g18231_DN1_SP1_c.t1	jg10061
OG0008619	CP19_g18234_DN3_SP4_c.t1	jg10064
OG0008620	CP13_g20105_DN3_SP0_c.t1	jg20658
OG0008623	CP2_g48780_DN3_SP0_c.t1	jg21196, jg21387, jg21386
OG0008624	CP2_g48811_DN3_SP6_c.t1	jg21347
OG0008627	CP2_g48722_DN2_SP1_c.t1	jg21529
OG0008628	CP8_g52916_DN3_SP5_c.t1	jg21727
OG0008629	CP8_g53303_DN3_SP7_c.t1	jg22060
OG0008630	CP8_g53328_DN2_SP0_c.t1	jg22082
OG0008649	CP5_g959_DN2_SP0_c.t1	jg9371
OG0008650	CP5_g954_DN3_SP0_c.t1	jg9368
OG0008651	CP19_g18367_DN3_SP3_c.t1	jg10220
OG0008652	CP19_g18369_DN3_SP0_c.t1	jg10223
OG0008653	CP3_g14739_DN3_SP0_c.t1	jg14448
OG0008654	CP3_g14729_DN3_SP0_c.t1	jg14461
OG0008655	CP3_g14517_DN3_SP0_c.t1	jg14676
OG0008656	CP3_g14520_DN3_SP8_c.t1	jg14673
OG0008657	CP1_g37331_DN3_SP1_c.t1, CP7_g45348_DN3_SP0_c.t1	jg29429
OG0008658	CP3_g14536_DN3_SP0_c.t1, CP3_g14535_DN3_SP0_c.t1	jg14664
OG0008659	CP3_g14587_DN3_SP8_c.t1	jg14601
OG0008660	CP3_g14572_DN3_SP8_c.t1	jg14622
OG0008661	CP3_g14568_DN2_SP0_c.t1	jg14626
OG0008662	CP13_g19707_DN3_SP8_c.t1	jg12896
OG0008663	CP13_g19630_DN3_SP1_c.t1	jg12986
OG0008664	CP5_g1368_DN3_SP3_c.t1	jg12661
OG0008665	CP11_g32159_DN3_SP4_c.t1	jg5652
OG0008666	CP11_g32187_DN3_SP0_c.t1	jg5624
OG0008667	CP11_g32188_DN3_SP0_c.t1	jg5622
OG0008668	CP11_g32203_DN3_SP0_c.t1	jg5602
OG0008669	CP10_g43313_DN3_SP8_c.t1	jg25332
OG0008670	CP11_g32246_DN3_SP4_c.t1	jg5557
OG0008671	CP11_g32289_DN3_SP0_c.t1	jg5506
OG0008672	CP11_g32290_DN3_SP6_c.t1	jg5505
OG0008674	CP11_g32300_DN3_SP4_c.t1	jg5499
OG0008675	CP11_g32302_DN3_SP2_c.t1	jg5497
OG0008676	CP11_g32308_DN3_SP8_c.t1	jg5489
OG0008677	CP11_g32322_DN3_SP3_c.t1	jg5474
OG0008678	CP11_g32339_DN3_SP0_c.t1	jg5455
OG0008679	CP4_g24273_DN3_SP8_c.t1	jg19809
OG0008680	CP11_g32350_DN3_SP0_c.t1	jg5446
OG0008681	CP11_g32357_DN3_SP8_c.t1	jg5439
OG0008682	CP11_g32361_DN3_SP7_c.t1	jg5436
OG0008683	CP11_g32376_DN1_SP0_c.t1	jg5422
OG0008684	CP11_g32391_DN3_SP1_c.t1	jg5405
OG0008685	CP11_g32393_DN3_SP2_c.t1	jg5402
OG0008686	CP11_g32394_DN3_SP0_c.t1	jg5401
OG0008687	CP17_g5290_DN3_SP8_c.t1	jg27176
OG0008689	CP11_g32410_DN3_SP2_c.t1	jg5385
OG0008690	CP11_g32435_DN3_SP1_c.t1	jg5359
OG0008691	CP11_g32442_DN3_SP8_c.t1	jg5354
OG0008692	CP4_g25469_DN3_SP3_c.t1	jg18365
OG0008693	CP11_g32464_DN3_SP8_c.t1	jg5327
OG0008694	CP8_g53411_DN3_SP8_c.t1	jg28810
OG0008695	CP12_g29884_DN3_SP8_c.t1	jg25590
OG0008696	CP11_g32542_DN3_SP7_c.t1	jg5241
OG0008697	CP11_g32549_DN3_SP5_c.t1	jg5234
OG0008698	CP11_g32577_DN3_SP0_c.t1	jg5203
OG0008699	CP11_g32582_DN3_SP6_c.t1	jg5198
OG0008700	CP8_g53528_DN3_SP8_c.t1	jg22383
OG0008701	CP11_g32603_DN3_SP1_c.t1	jg5177
OG0008702	CP11_g32614_DN3_SP8_c.t1	jg5168
OG0008703	CP11_g32632_DN3_SP7_c.t1	jg5148
OG0008704	CP11_g32639_DN3_SP8_c.t1	jg5142
OG0008705	CP11_g32651_DN3_SP0_c.t1	jg5129
OG0008706	CP11_g32652_DN3_SP3_c.t1	jg5128
OG0008707	CP11_g32657_DN3_SP8_c.t1	jg5124
OG0008708	CP11_g32660_DN3_SP8_c.t1	jg5121
OG0008709	CP11_g32661_DN3_SP3_c.t1	jg5120
OG0008711	CP11_g32689_DN3_SP1_c.t1	jg5084
OG0008712	CP11_g32700_DN3_SP8_c.t1	jg5075
OG0008713	CP11_g32701_DN3_SP5_c.t1	jg5074
OG0008714	CP11_g32706_DN3_SP0_c.t1	jg5069
OG0008715	CP11_g32714_DN3_SP0_c.t1	jg5059
OG0008716	CP11_g32732_DN3_SP8_c.t1	jg5038
OG0008717	CP11_g32734_DN3_SP8_c.t1	jg5036
OG0008718	CP11_g32739_DN3_SP1_c.t1	jg5030
OG0008719	CP11_g32740_DN3_SP8_c.t1	jg5029
OG0008720	CP11_g32745_DN3_SP8_c.t1	jg5023
OG0008721	CP11_g32778_DN3_SP8_c.t1	jg4988
OG0008722	CP11_g32799_DN3_SP4_c.t1	jg4961
OG0008723	CP8_g53488_DN3_SP0_c.t1	jg22337
OG0008724	CP11_g32817_DN3_SP2_c.t1	jg4942
OG0008725	CP11_g32830_DN3_SP0_c.t1	jg4929
OG0008726	CP11_g32831_DN3_SP0_c.t1	jg4928
OG0008727	CP11_g32855_DN3_SP8_c.t1	jg4902
OG0008728	CP11_g32862_DN3_SP0_c.t1	jg4896
OG0008729	CP11_g32879_DN3_SP8_c.t1	jg4877
OG0008730	CP11_g32914_DN3_SP0_c.t1	jg4844
OG0008731	CP11_g32926_DN3_SP6_c.t1	jg4827
OG0008732	CP11_g32943_DN3_SP2_c.t1	jg4808
OG0008735	CP11_g32997_DN2_SP3_c.t1	jg4746
OG0008736	CP11_g33004_DN3_SP6_c.t1	jg4737, jg33794
OG0008737	CP11_g33025_DN3_SP8_c.t1	jg4715
OG0008738	CP11_g33030_DN3_SP7_c.t1	jg4712
OG0008739	CP13_g19174_DN3_SP6_c.t1	jg13654
OG0008740	CP8_g52830_DN3_SP0_c.t1	jg21700
OG0008742	CP11_g33068_DN3_SP0_c.t1	jg4669
OG0008743	CP11_g33086_DN3_SP0_c.t1	jg4652
OG0008744	CP11_g33098_DN3_SP0_c.t1	jg4635, jg14359
OG0008745	CP11_g33101_DN3_SP8_c.t1	jg4632
OG0008746	CP11_g33113_DN3_SP0_c.t1	jg4623
OG0008747	CP11_g33135_DN3_SP0_c.t1	jg4602
OG0008748	CP11_g32015_DN3_SP0_c.t1	jg7865
OG0008749	CP11_g32013_DN3_SP0_c.t1	jg7868
OG0008750	CP11_g31984_DN3_SP8_c.t1	jg7908
OG0008751	CP11_g31983_DN3_SP8_c.t1	jg7909
OG0008752	CP11_g31966_DN3_SP8_c.t1	jg7924
OG0008753	CP19_g18138_DN3_SP8_c.t1	jg9960
OG0008754	CP8_g52979_DN3_SP8_c.t1, CP19_g18140_DN3_SP3_c.t1	jg21760
OG0008755	CP19_g18158_DN3_SP0_c.t1	jg9982
OG0008756	CP19_g18159_DN3_SP0_c.t1	jg9983
OG0008757	CP8_g54557_DN3_SP0_c.t1	jg8145
OG0008758	CP24_g47105_DN3_SP6_c.t1	jg17438
OG0008759	CP24_g47172_DN3_SP8_c.t1	jg17442
OG0008760	CP4_g26662_DN3_SP8_c.t1	jg17511
OG0008762	CP4_g26134_DN3_SP6_c.t1	jg17618
OG0008763	CP4_g26110_DN3_SP6_c.t1	jg17632
OG0008764	CP4_g26096_DN3_SP4_c.t1	jg17639
OG0008765	CP4_g26095_DN3_SP8_c.t1	jg17642
OG0008766	CP4_g26029_DN3_SP8_c.t1	jg17677
OG0008767	CP3_g14837_DN2_SP0_c.t1	jg14211, jg13488
