Orthogroup	Duplications (all)	Duplications (50% support)
OG0015055	2	2
OG0015056	2	2
OG0015057	4	4
OG0015058	3	3
OG0015059	2	2
OG0015060	2	2
OG0015061	2	2
OG0015062	3	2
OG0015063	2	2
OG0015064	2	2
OG0015065	2	2
OG0015066	2	2
OG0015067	2	2
OG0015068	3	3
OG0015069	2	2
OG0015070	3	3
OG0015071	4	4
OG0015072	2	2
OG0015073	2	2
OG0015074	2	2
OG0015075	2	2
OG0015076	2	2
OG0015077	2	2
OG0015078	2	2
OG0015079	3	3
OG0015080	3	3
OG0015081	2	2
OG0015082	2	2
OG0015083	2	1
OG0015084	4	3
OG0015085	2	2
OG0015086	2	2
OG0015087	2	2
OG0015088	2	2
OG0015089	2	2
OG0015090	3	3
OG0015091	2	2
OG0015092	2	2
OG0015093	2	2
OG0015094	2	2
OG0015095	2	2
OG0015096	2	2
OG0015097	2	2
OG0015098	3	3
OG0015099	2	2
OG0015100	2	2
OG0015101	2	2
OG0015102	2	2
OG0015103	2	2
OG0015104	2	2
OG0015105	2	2
OG0015106	2	2
OG0015107	2	2
OG0015108	2	2
OG0015109	3	3
OG0015110	2	2
OG0015111	2	2
OG0015112	3	2
OG0015113	2	2
OG0015114	2	2
OG0015115	2	2
OG0015116	4	4
OG0015117	2	2
OG0015118	2	2
OG0015119	2	2
OG0015120	3	2
OG0015121	2	2
OG0015122	2	2
OG0015123	2	2
OG0015124	2	2
OG0015125	2	2
OG0015126	2	2
OG0015127	7	6
OG0015128	2	2
OG0015129	2	2
OG0015130	2	2
OG0015131	2	2
OG0015132	2	2
OG0015133	2	2
OG0015134	2	2
OG0015135	2	2
OG0015136	2	2
OG0015137	4	3
OG0015138	2	2
OG0015139	4	3
OG0015140	2	2
OG0015141	3	2
OG0015142	3	2
OG0015143	2	2
OG0015144	2	2
OG0015145	2	1
OG0015146	2	2
OG0015147	2	2
OG0015148	2	2
OG0015149	2	2
OG0015150	4	4
OG0015151	2	2
OG0015152	2	2
OG0015153	2	2
OG0015154	4	3
OG0015155	2	2
OG0015156	3	3
OG0015157	2	2
OG0015158	2	2
OG0015159	2	2
OG0015160	2	2
OG0015161	2	2
OG0015162	2	2
OG0015163	3	3
OG0015164	2	2
OG0015165	2	2
OG0015166	2	2
OG0015167	2	2
OG0015168	3	3
OG0015169	2	2
OG0015170	2	2
OG0015171	3	2
OG0015172	2	2
OG0015173	3	3
OG0015174	2	2
OG0015175	2	2
OG0015176	2	2
OG0015177	2	2
OG0015178	2	2
OG0015179	2	2
OG0015180	2	2
OG0015181	2	2
OG0015182	2	2
OG0015183	2	2
OG0015184	2	2
OG0015185	2	2
OG0015186	3	3
OG0015187	2	2
OG0015188	2	2
OG0015189	3	3
OG0015190	2	2
OG0015191	3	3
OG0015192	2	2
OG0015193	2	2
OG0015194	2	2
OG0015195	3	2
OG0015196	2	2
OG0015197	2	2
OG0015198	2	2
OG0015199	2	2
OG0015200	2	2
OG0015201	2	2
OG0015202	2	2
OG0015203	2	2
OG0015204	2	2
OG0015205	2	2
OG0015206	2	2
OG0015207	2	2
OG0015208	2	2
OG0015209	2	2
OG0015210	3	3
OG0015211	2	2
OG0015212	3	3
OG0015213	2	2
OG0015214	3	3
OG0015215	3	3
OG0015216	2	2
OG0015217	2	2
OG0015218	2	2
OG0015219	3	3
OG0015220	2	2
OG0015221	2	1
OG0015222	2	2
OG0015223	2	2
OG0015224	2	2
OG0015225	2	2
OG0015226	2	2
OG0015227	3	3
OG0015228	2	2
OG0015229	2	2
OG0015230	2	2
OG0015231	2	2
OG0015232	2	2
OG0015233	2	2
OG0015234	2	2
OG0015235	2	2
OG0015236	3	3
OG0015237	2	2
OG0015238	2	2
OG0015239	2	2
OG0015240	2	2
OG0015241	3	3
OG0015242	2	2
OG0015243	2	2
OG0015244	2	2
OG0015245	3	3
OG0015246	2	2
OG0015247	2	2
OG0015248	2	2
OG0015249	3	3
OG0015250	2	2
OG0015251	2	2
OG0015252	2	2
OG0015253	2	2
OG0015254	2	2
OG0015255	2	2
OG0015256	2	2
OG0015257	3	3
OG0015258	3	2
OG0015259	2	2
OG0015260	2	2
OG0015261	2	2
OG0015262	2	1
OG0015263	2	2
OG0015264	2	2
OG0015265	2	2
OG0015266	2	2
OG0015267	3	2
OG0015268	2	2
OG0015269	2	2
OG0015270	2	2
OG0015271	2	1
OG0015272	2	2
OG0015273	2	2
OG0015274	2	2
OG0015275	4	3
OG0015276	2	2
OG0015277	3	3
OG0015278	2	2
OG0015279	2	2
OG0015280	2	2
OG0015281	2	1
OG0015282	2	2
OG0015283	2	2
OG0015284	2	2
OG0015285	3	3
OG0015286	3	3
OG0015287	2	2
OG0015288	2	2
OG0015289	2	2
OG0015290	2	2
OG0015291	2	2
OG0015292	2	0
OG0015293	2	2
OG0015294	2	1
OG0015295	2	2
OG0015296	2	2
OG0015297	2	2
OG0015298	3	3
OG0015299	2	2
OG0015300	3	3
OG0015301	2	2
OG0015302	2	2
OG0015303	3	3
OG0015304	4	3
OG0015305	4	4
OG0015306	2	2
OG0015307	3	2
OG0015308	3	3
OG0015309	3	3
OG0015310	2	2
OG0015311	2	2
OG0015312	2	2
OG0015313	2	2
OG0015314	2	2
OG0015315	3	2
OG0015316	2	2
OG0015317	3	2
OG0015318	2	2
OG0015319	11	10
OG0015320	2	2
OG0015321	2	2
OG0015322	3	3
OG0015323	2	2
OG0015324	2	2
OG0015325	1	1
OG0015326	2	2
OG0015327	2	2
OG0015328	2	2
OG0015329	2	2
OG0015330	2	1
OG0015331	2	2
OG0015332	3	3
OG0015333	4	4
OG0015334	3	3
OG0015335	2	2
OG0015336	2	2
OG0015337	2	2
OG0015338	2	2
OG0015339	3	3
OG0015340	2	2
OG0015341	3	3
OG0015342	2	2
OG0015343	3	3
OG0015344	2	1
OG0015345	2	2
OG0015346	2	2
OG0015347	2	2
OG0015348	2	2
OG0015349	2	2
OG0015350	2	2
OG0015351	2	2
OG0015352	2	2
OG0015353	2	2
OG0015354	2	2
OG0015355	2	2
OG0015356	2	2
OG0015357	2	2
OG0015358	3	3
OG0015359	2	2
OG0015360	2	2
OG0015361	2	2
OG0015362	2	2
OG0015363	2	2
OG0015364	2	2
OG0015365	2	2
OG0015366	2	2
OG0015367	2	2
OG0015368	2	2
OG0015369	2	2
OG0015370	2	2
OG0015371	3	3
OG0015372	3	3
OG0015373	3	2
OG0015374	2	2
OG0015375	2	2
OG0015376	2	2
OG0015377	2	2
OG0015378	2	2
OG0015379	3	3
OG0015380	3	3
OG0015381	5	5
OG0015382	6	5
OG0015383	3	3
OG0015384	2	2
OG0015385	4	4
OG0015386	4	4
OG0015387	3	3
OG0015388	3	3
OG0015389	2	2
OG0015390	2	2
OG0015391	2	2
OG0015392	2	2
OG0015393	2	2
OG0015394	3	3
OG0015395	2	2
OG0015396	2	1
OG0015397	2	2
OG0015398	2	2
OG0015399	2	2
OG0015400	3	3
OG0015401	4	3
OG0015402	2	2
OG0015403	2	2
OG0015404	2	2
OG0015405	3	3
OG0015406	2	2
OG0015407	3	3
OG0015408	2	2
OG0015409	2	2
OG0015410	2	2
OG0015411	2	2
OG0015412	4	4
OG0015413	2	2
OG0015414	2	2
OG0015415	3	3
OG0015416	12	10
OG0015417	3	3
OG0015418	3	3
OG0015419	2	2
OG0015420	2	2
OG0015421	2	2
OG0015422	2	2
OG0015423	2	2
OG0015424	2	2
OG0015425	3	3
OG0015426	2	2
OG0015427	2	2
OG0015428	2	2
OG0015429	2	2
OG0015430	2	2
OG0015431	2	2
OG0015432	2	2
OG0015433	2	2
OG0015434	3	3
OG0015435	2	2
OG0015436	2	2
OG0015437	3	3
OG0015438	3	3
OG0015439	2	2
OG0015440	2	2
OG0015441	3	3
OG0015442	2	2
OG0015443	2	2
OG0015444	2	2
OG0015445	2	2
OG0015446	2	2
OG0015447	3	2
OG0015448	2	2
OG0015449	2	2
OG0015450	2	1
OG0015451	2	2
OG0015452	3	3
OG0015453	3	2
OG0015454	2	1
OG0015455	2	2
OG0015456	2	2
OG0015457	2	2
OG0015458	3	3
OG0015459	4	4
OG0015460	2	2
OG0015461	3	3
OG0015462	2	2
OG0015463	2	2
OG0015464	2	2
OG0015465	2	2
OG0015466	2	2
OG0015467	2	2
OG0015468	3	3
OG0015469	4	4
OG0015470	2	2
OG0015471	3	3
OG0015472	2	2
OG0015473	3	2
OG0015474	2	1
OG0015475	3	3
OG0015476	2	2
OG0015477	4	4
OG0015478	2	2
OG0015479	2	2
OG0015480	2	2
OG0015481	2	2
OG0015482	3	3
OG0015483	2	1
OG0015484	3	3
OG0015485	2	2
OG0015486	2	2
OG0015487	3	3
OG0015488	2	2
OG0015489	2	2
OG0015490	2	2
OG0015491	2	2
OG0015492	2	2
OG0015493	3	3
OG0015494	2	2
OG0015495	2	2
OG0015496	2	2
OG0015497	3	3
OG0015498	2	2
OG0015499	11	11
OG0015500	2	2
OG0015501	2	2
OG0015502	2	2
OG0015503	2	2
OG0015504	2	2
OG0015505	2	2
OG0015506	2	2
OG0015507	3	2
OG0015508	2	2
OG0015509	3	3
OG0015510	2	2
OG0015511	2	2
OG0015512	2	2
OG0015513	2	2
OG0015514	10	9
OG0015515	2	2
OG0015516	2	1
OG0015517	3	2
OG0015518	2	2
OG0015519	5	5
OG0015520	2	2
OG0015521	2	2
OG0015522	2	2
OG0015523	2	2
OG0015524	2	2
OG0015525	2	2
OG0015526	2	2
OG0015527	2	2
OG0015528	2	2
OG0015529	2	2
OG0015530	2	2
OG0015531	2	2
OG0015532	3	3
OG0015533	2	2
OG0015534	2	2
OG0015535	2	2
OG0015536	2	2
OG0015537	2	2
OG0015538	2	2
OG0015539	2	2
OG0015540	2	2
OG0015541	2	2
OG0015542	2	2
OG0015543	2	2
OG0015544	2	2
OG0015545	2	2
OG0015546	2	2
OG0015547	2	2
OG0015548	2	2
OG0015549	2	2
OG0015550	2	2
OG0015551	2	2
OG0015552	2	2
OG0015553	2	2
OG0015554	4	4
OG0015555	2	1
OG0015556	2	2
OG0015557	3	3
OG0015558	2	2
OG0015559	2	2
OG0015560	2	1
OG0015561	2	2
OG0015562	2	2
OG0015563	2	2
OG0015564	3	3
OG0015565	4	4
OG0015566	2	2
OG0015567	2	2
OG0015568	2	2
OG0015569	2	2
OG0015570	3	3
OG0015571	2	2
OG0015572	2	2
OG0015573	3	3
OG0015574	2	2
OG0015575	2	2
OG0015576	3	2
OG0015577	2	2
OG0015578	2	2
OG0015579	2	2
OG0015580	2	2
OG0015581	2	2
OG0015582	2	2
OG0015583	2	2
OG0015584	2	2
OG0015585	2	2
OG0015586	2	2
OG0015587	2	2
OG0015588	2	2
OG0015589	2	1
OG0015590	2	2
OG0015591	2	2
OG0015592	2	2
OG0015593	2	2
OG0015594	2	2
OG0015595	2	2
OG0015596	2	2
OG0015597	2	2
OG0015598	2	2
OG0015599	2	2
OG0015600	2	2
OG0015601	2	2
OG0015602	2	2
OG0015603	2	2
OG0015604	2	2
OG0015605	2	1
OG0015606	2	2
OG0015607	2	2
OG0015608	2	2
OG0015609	2	2
OG0015610	2	2
OG0015611	3	3
OG0015612	2	2
OG0015613	2	2
OG0015614	2	2
OG0015615	2	2
OG0015616	2	2
OG0015617	2	1
OG0015618	3	3
OG0015619	2	2
OG0015620	2	2
OG0015621	2	2
OG0015622	3	3
OG0015623	4	4
OG0015624	2	2
OG0015625	3	3
OG0015626	2	2
OG0015627	2	2
OG0015628	2	2
OG0015629	2	2
OG0015630	2	2
OG0015631	2	2
OG0015632	2	2
OG0015633	2	2
OG0015634	2	2
OG0015635	2	2
OG0015636	2	2
OG0015637	2	2
OG0015638	2	2
OG0015639	3	3
OG0015640	2	2
OG0015641	2	2
OG0015642	2	2
OG0015643	2	2
OG0015644	2	2
OG0015645	2	2
OG0015646	2	2
OG0015647	2	2
OG0015648	2	2
OG0015649	2	2
OG0015650	2	2
OG0015651	2	1
OG0015652	3	3
OG0015653	2	2
OG0015654	2	2
OG0015655	2	2
OG0015656	2	2
OG0015657	2	2
OG0015658	2	2
OG0015659	2	2
OG0015660	2	2
OG0015661	2	2
OG0015662	2	2
OG0015663	2	2
OG0015664	2	2
OG0015665	2	2
OG0015666	3	3
OG0015667	6	6
OG0015668	2	2
OG0015669	3	3
OG0015670	3	3
OG0015671	2	1
OG0015672	3	3
OG0015673	3	3
OG0015674	2	2
OG0015675	3	3
OG0015676	2	2
OG0015677	2	2
OG0015678	2	2
OG0015679	2	2
OG0015680	4	3
OG0015681	2	2
OG0015682	2	2
OG0015683	3	2
OG0015684	2	2
OG0015685	3	3
OG0015686	2	2
OG0015687	2	2
OG0015688	2	2
OG0015689	2	2
OG0015690	2	2
OG0015691	2	2
OG0015692	2	2
OG0015693	2	2
OG0015694	2	2
OG0015695	2	2
OG0015696	2	2
OG0015697	3	3
OG0015698	2	2
OG0015699	2	2
OG0015700	3	3
OG0015701	4	4
OG0015702	7	6
OG0015703	3	3
OG0015704	2	2
OG0015705	3	3
OG0015706	3	3
OG0015707	2	2
OG0015708	2	2
OG0015709	3	3
OG0015710	2	2
OG0015711	2	2
OG0015712	5	4
OG0015713	2	2
OG0015714	3	3
OG0015715	4	3
OG0015716	2	2
OG0015717	2	2
OG0015718	3	3
OG0015719	2	2
OG0015720	2	2
OG0015721	2	2
OG0015722	2	2
OG0015723	2	2
OG0015724	3	3
OG0015725	2	2
OG0015726	2	2
OG0015727	2	2
OG0015728	2	2
OG0015729	2	2
OG0015730	2	2
OG0015731	2	2
OG0015732	2	2
OG0015733	2	2
OG0015734	2	2
OG0015735	3	3
OG0015736	2	2
OG0015737	2	2
OG0015738	2	2
OG0015739	2	2
OG0015740	2	2
OG0015741	2	2
OG0015742	2	2
OG0015743	2	2
OG0015744	2	2
OG0015745	2	2
OG0015746	3	3
OG0015747	2	2
OG0015748	2	2
OG0015749	2	2
OG0015750	2	2
OG0015751	2	2
OG0015752	2	2
OG0015753	3	3
OG0015754	2	2
OG0015755	2	2
OG0015756	2	2
OG0015757	2	2
OG0015758	2	2
OG0015759	5	5
OG0015760	3	3
OG0015761	2	2
OG0015762	2	2
OG0015763	2	2
OG0015764	3	3
OG0015765	3	3
OG0015766	2	2
OG0015767	2	2
OG0015768	2	1
OG0015769	3	3
OG0015770	2	2
OG0015771	2	2
OG0015772	2	2
OG0015773	2	2
OG0015774	3	2
OG0015775	2	2
OG0015776	2	2
OG0015777	2	1
OG0015778	2	2
OG0015779	3	3
OG0015780	2	2
OG0015781	2	2
OG0015782	2	1
OG0015783	2	2
OG0015784	2	2
OG0015785	3	3
OG0015786	3	2
OG0015787	2	2
OG0015788	2	2
OG0015789	2	2
OG0015790	2	2
OG0015791	2	2
OG0015792	2	2
OG0015793	2	2
OG0015794	3	2
OG0015795	2	2
OG0015796	2	1
OG0015797	2	2
OG0015798	2	2
OG0015799	2	2
OG0015800	3	3
OG0015801	3	3
OG0015802	2	2
OG0015803	2	2
OG0015804	3	3
OG0015805	3	3
OG0015806	3	3
OG0015807	2	2
OG0015808	2	2
OG0015809	2	2
OG0015810	3	3
OG0015811	2	2
OG0015812	2	2
OG0015813	2	2
OG0015814	2	2
OG0015815	2	2
OG0015816	3	3
OG0015817	2	2
OG0015818	2	2
OG0015819	2	2
OG0015820	2	2
OG0015821	2	2
OG0015822	2	2
OG0015823	2	2
OG0015824	3	3
OG0015825	2	2
OG0015826	3	3
OG0015827	2	2
OG0015828	2	2
OG0015829	2	2
OG0015830	2	2
OG0015831	2	2
OG0015832	2	1
OG0015833	2	2
OG0015834	2	2
OG0015835	2	2
OG0015836	2	2
OG0015837	2	2
OG0015838	3	3
OG0015839	2	2
OG0015840	2	2
OG0015841	1	0
OG0015842	2	2
OG0015843	2	2
OG0015844	2	2
OG0015845	2	2
OG0015846	3	3
OG0015847	2	2
OG0015848	3	3
OG0015849	3	3
OG0015850	2	2
OG0015851	2	2
OG0015852	2	2
OG0015853	2	2
OG0015854	2	2
OG0015855	2	2
OG0015856	3	3
OG0015857	2	2
OG0015858	2	2
OG0015859	2	2
OG0015860	2	2
OG0015861	2	2
OG0015862	2	2
OG0015863	2	2
OG0015864	4	3
OG0015865	2	2
OG0015866	2	2
OG0015867	3	3
OG0015868	2	2
OG0015869	2	2
OG0015870	3	3
OG0015871	2	2
OG0015872	2	2
OG0015873	4	4
OG0015874	3	3
OG0015875	3	3
OG0015876	3	2
OG0015877	2	2
OG0015878	2	2
OG0015879	3	3
OG0015880	2	2
OG0015881	3	3
OG0015882	2	2
OG0015883	2	2
OG0015884	2	2
OG0015885	4	4
OG0015886	2	2
OG0015887	2	2
OG0015888	3	3
OG0015889	3	2
OG0015890	2	2
OG0015891	2	2
OG0015892	2	2
OG0015893	2	2
OG0015894	2	2
OG0015895	3	2
OG0015896	2	2
OG0015897	2	2
OG0015898	3	3
OG0015899	6	5
OG0015900	2	2
OG0015901	2	2
OG0015902	3	3
OG0015903	3	2
OG0015904	2	2
OG0015905	2	2
OG0015906	3	3
OG0015907	3	3
OG0015908	1	1
OG0015909	2	2
OG0015910	3	3
OG0015911	2	2
OG0015912	2	2
OG0015913	2	2
OG0015914	2	2
OG0015915	2	2
OG0015916	2	2
OG0015917	4	4
OG0015918	2	2
OG0015919	3	3
OG0015920	3	2
OG0015921	2	2
OG0015922	2	2
OG0015923	2	2
OG0015924	3	3
OG0015925	3	3
OG0015926	2	2
OG0015927	2	2
OG0015928	2	2
OG0015929	2	2
OG0015930	2	2
OG0015931	2	2
OG0015932	2	2
OG0015933	3	3
OG0015934	2	2
OG0015935	7	4
OG0015936	2	2
OG0015937	2	2
OG0015938	3	3
OG0015939	3	3
OG0015940	2	2
OG0015941	2	2
OG0015942	2	2
OG0015943	2	2
OG0015944	2	2
OG0015945	2	2
OG0015946	2	2
OG0015947	2	2
OG0015948	2	2
OG0015949	2	2
OG0015950	2	2
OG0015951	3	3
OG0015952	2	2
OG0015953	2	2
OG0015954	2	2
OG0015955	2	2
OG0015956	2	2
OG0015957	2	2
OG0015958	4	4
OG0015959	2	1
OG0015960	2	2
OG0015961	2	2
OG0015962	2	2
OG0015963	2	2
OG0015964	2	2
OG0015965	2	2
OG0015966	3	3
OG0015967	2	2
OG0015968	3	3
OG0015969	2	1
OG0015970	2	2
OG0015971	2	2
OG0015972	2	2
OG0015973	2	2
OG0015974	2	2
OG0015975	2	2
OG0015976	2	2
OG0015977	2	2
OG0015978	2	2
OG0015979	2	1
OG0015980	2	2
OG0015981	2	2
OG0015982	2	2
OG0015983	3	3
OG0015984	2	2
OG0015985	2	2
OG0015986	1	1
OG0015987	2	2
OG0015988	2	2
OG0015989	4	4
OG0015990	2	2
OG0015991	2	2
OG0015992	3	3
OG0015993	3	2
OG0015994	2	2
OG0015995	2	2
OG0015996	2	2
OG0015997	2	2
OG0015998	2	2
OG0015999	3	2
OG0016000	2	2
OG0016001	2	2
OG0016002	2	1
OG0016003	2	2
OG0016004	3	3
OG0016005	2	2
OG0016006	3	2
OG0016007	2	2
OG0016008	3	3
OG0016009	2	2
OG0016010	4	4
OG0016011	2	1
OG0016012	3	3
OG0016013	2	2
OG0016014	2	2
OG0016015	2	2
OG0016016	1	0
OG0016017	2	2
OG0016018	2	2
OG0016019	2	2
OG0016020	2	2
OG0016021	2	2
OG0016022	3	3
OG0016023	2	2
OG0016024	2	2
OG0016025	3	3
OG0016026	2	2
OG0016027	2	2
OG0016028	2	2
OG0016029	2	2
OG0016030	2	2
OG0016031	2	2
OG0016032	3	3
OG0016033	2	2
OG0016034	2	2
OG0016035	1	1
OG0016036	3	3
OG0016037	2	1
OG0016038	2	2
OG0016039	2	2
OG0016040	3	3
OG0016041	2	2
OG0016042	3	3
OG0016043	3	3
OG0016044	2	2
OG0016045	2	2
OG0016046	4	4
OG0016047	2	2
OG0016048	3	3
OG0016049	2	2
OG0016050	2	2
OG0016051	2	2
OG0016052	4	3
OG0016053	2	2
OG0016054	2	2
OG0016055	2	2
OG0016056	2	2
OG0016057	4	4
OG0016058	3	3
OG0016059	2	2
OG0016060	2	2
OG0016061	3	3
OG0016062	2	2
OG0016063	4	3
OG0016064	2	2
OG0016065	2	2
OG0016066	2	2
OG0016067	2	2
OG0016068	3	3
OG0016069	2	2
OG0016070	2	2
OG0016071	2	2
OG0016072	2	2
OG0016073	2	2
OG0016074	2	2
OG0016075	2	2
OG0016076	2	2
OG0016077	2	2
OG0016078	2	1
OG0016079	2	2
OG0016080	3	3
OG0016081	2	2
OG0016082	2	2
OG0016083	2	2
OG0016084	2	2
OG0016085	2	2
OG0016086	3	3
OG0016087	3	3
OG0016088	2	2
OG0016089	2	2
OG0016090	2	2
OG0016091	2	2
OG0016092	2	2
OG0016093	2	2
OG0016094	2	2
OG0016095	2	2
OG0016096	2	2
OG0016097	2	2
OG0016098	2	2
OG0016099	5	2
OG0016100	3	3
OG0016101	2	2
OG0016102	2	2
OG0016103	3	3
OG0016104	2	2
OG0016105	2	2
OG0016106	2	2
OG0016107	2	2
OG0016108	2	2
OG0016109	3	3
OG0016110	3	3
OG0016111	3	3
OG0016112	2	2
OG0016113	2	2
OG0016114	2	2
OG0016115	2	2
OG0016116	2	2
OG0016117	3	3
OG0016118	2	2
OG0016119	2	2
OG0016120	2	1
OG0016121	2	2
OG0016122	2	2
OG0016123	2	2
OG0016124	3	2
OG0016125	2	2
OG0016126	2	2
OG0016127	3	2
OG0016128	3	3
OG0016129	3	3
OG0016130	2	2
OG0016131	2	2
OG0016132	2	2
OG0016133	2	2
OG0016134	3	3
OG0016135	2	2
OG0016136	2	2
OG0016137	2	2
OG0016138	3	3
OG0016139	2	2
OG0016140	3	3
OG0016141	3	3
OG0016142	2	2
OG0016143	2	2
OG0016144	2	2
OG0016145	2	2
OG0016146	2	2
OG0016147	2	2
OG0016148	2	2
OG0016149	2	1
OG0016150	2	2
OG0016151	2	2
OG0016152	2	2
OG0016153	2	2
OG0016154	2	2
OG0016155	2	2
OG0016156	2	2
OG0016157	2	2
OG0016158	2	2
OG0016159	3	3
OG0016160	2	2
OG0016161	3	2
OG0016162	2	2
OG0016163	2	2
OG0016164	2	2
OG0016165	2	2
OG0016166	2	2
OG0016167	3	3
OG0016168	2	2
OG0016169	2	2
OG0016170	2	2
OG0016171	2	2
OG0016172	2	2
OG0016173	2	2
OG0016174	2	2
OG0016175	2	2
OG0016176	2	2
OG0016177	2	2
OG0016178	2	2
OG0016179	1	1
OG0016180	2	2
OG0016181	2	2
OG0016182	2	2
OG0016183	2	1
OG0016184	2	2
OG0016185	2	2
OG0016186	3	3
OG0016187	2	2
OG0016188	2	2
OG0016189	2	2
OG0016190	2	2
OG0016191	2	2
OG0016192	2	2
OG0016193	2	2
OG0016194	2	2
OG0016195	4	4
OG0016196	2	2
OG0016197	3	3
OG0016198	2	2
OG0016199	3	3
OG0016200	2	2
OG0016201	2	2
OG0016202	2	2
OG0016203	2	2
OG0016204	3	3
OG0016205	2	2
OG0016206	2	2
OG0016207	2	2
OG0016208	6	5
OG0016209	2	2
OG0016210	3	3
OG0016211	2	2
OG0016212	2	2
OG0016213	2	2
OG0016214	2	2
OG0016215	2	2
OG0016216	2	2
OG0016217	3	3
OG0016218	2	2
OG0016219	2	2
OG0016220	2	2
OG0016221	2	2
OG0016222	2	2
OG0016223	2	2
OG0016224	3	2
OG0016225	2	2
OG0016226	2	2
OG0016227	3	2
OG0016228	4	2
OG0016229	2	1
OG0016230	2	2
OG0016231	2	2
OG0016232	2	2
OG0016233	2	2
OG0016234	2	2
OG0016235	2	2
OG0016236	4	4
OG0016237	3	3
OG0016238	2	2
OG0016239	2	2
OG0016240	2	1
OG0016241	2	2
OG0016242	2	2
OG0016243	3	2
OG0016244	2	2
OG0016245	2	2
OG0016246	2	2
OG0016247	2	2
OG0016248	2	2
OG0016249	3	3
OG0016250	2	2
OG0016251	2	2
OG0016252	2	2
OG0016253	2	2
OG0016254	2	2
OG0016255	2	2
OG0016256	2	2
OG0016257	2	2
OG0016258	2	2
OG0016259	2	2
OG0016260	2	2
OG0016261	2	2
OG0016262	2	2
OG0016263	2	2
OG0016264	4	4
OG0016265	3	0
OG0016266	2	2
OG0016267	3	2
OG0016268	2	2
OG0016269	2	2
OG0016270	3	3
OG0016271	3	3
OG0016272	2	2
OG0016273	2	2
OG0016274	2	2
OG0016275	2	2
OG0016276	2	2
OG0016277	2	2
OG0016278	2	2
OG0016279	2	2
OG0016280	2	2
OG0016281	2	2
OG0016282	2	1
OG0016283	3	3
OG0016284	2	2
OG0016285	2	2
OG0016286	2	2
OG0016287	3	3
OG0016288	2	2
OG0016289	3	2
OG0016290	2	2
OG0016291	3	2
OG0016292	2	2
OG0016293	2	2
OG0016294	3	3
OG0016295	4	4
OG0016296	2	2
OG0016297	2	2
OG0016298	2	2
OG0016299	3	3
OG0016300	3	3
OG0016301	3	2
OG0016302	2	2
OG0016303	2	2
OG0016304	2	2
OG0016305	2	2
OG0016306	2	2
OG0016307	1	0
OG0016308	2	2
OG0016309	2	2
OG0016310	2	2
OG0016311	2	2
OG0016312	2	2
OG0016313	3	3
OG0016314	3	3
OG0016315	2	2
OG0016316	2	2
OG0016317	2	2
OG0016318	2	2
OG0016319	2	2
OG0016320	3	3
OG0016321	2	2
OG0016322	4	4
OG0016323	1	1
OG0016324	3	3
OG0016325	2	2
OG0016326	2	2
OG0016327	3	3
OG0016328	2	2
OG0016329	2	2
OG0016330	4	4
OG0016331	2	2
OG0016332	2	2
OG0016333	2	2
OG0016334	2	2
OG0016335	2	2
OG0016336	3	2
OG0016337	2	2
OG0016338	2	2
OG0016339	2	2
OG0016340	2	2
OG0016341	2	2
OG0016342	2	2
OG0016343	2	2
OG0016344	2	2
OG0016345	2	2
OG0016346	2	2
OG0016347	3	3
OG0016348	2	2
OG0016349	2	2
OG0016350	4	4
OG0016351	2	2
OG0016352	2	1
OG0016353	2	2
OG0016354	2	2
OG0016355	2	2
OG0016356	3	3
OG0016357	3	2
OG0016358	2	2
OG0016359	2	2
OG0016360	3	3
OG0016361	2	2
OG0016362	3	2
OG0016363	2	2
OG0016364	2	2
OG0016365	2	2
OG0016366	2	2
OG0016367	6	5
OG0016368	4	4
OG0016369	2	2
OG0016370	4	3
OG0016371	2	2
OG0016372	2	2
OG0016373	2	2
OG0016374	3	3
OG0016375	2	2
OG0016376	2	2
OG0016377	2	2
OG0016378	3	3
OG0016379	2	2
OG0016380	2	2
OG0016381	5	5
OG0016382	2	2
OG0016383	3	3
OG0016384	2	2
OG0016385	2	2
OG0016386	2	2
OG0016387	2	2
OG0016388	2	2
OG0016389	2	2
OG0016390	2	2
OG0016391	3	2
OG0016392	3	1
OG0016393	2	2
OG0016394	4	3
OG0016395	2	2
OG0016396	2	2
OG0016397	2	2
OG0016398	3	2
OG0016399	3	3
OG0016400	2	2
OG0016401	2	2
OG0016402	2	2
OG0016403	2	2
OG0016404	2	2
OG0016405	2	2
OG0016406	3	3
OG0016407	2	2
OG0016408	2	2
OG0016409	2	2
OG0016410	2	2
OG0016411	3	3
OG0016412	2	2
OG0016413	2	2
OG0016414	2	2
OG0016415	3	3
OG0016416	2	2
OG0016417	3	3
OG0016418	2	2
OG0016419	3	3
OG0016420	2	2
OG0016421	2	2
OG0016422	3	3
OG0016423	2	2
OG0016424	3	3
OG0016425	2	2
OG0016426	2	2
OG0016427	3	3
OG0016428	3	3
OG0016429	2	2
OG0016430	2	2
OG0016431	2	2
OG0016432	3	3
OG0016433	3	3
OG0016434	2	2
OG0016435	2	2
OG0016436	2	2
OG0016437	4	4
OG0016438	2	2
OG0016439	2	2
OG0016440	3	2
OG0016441	2	2
OG0016442	2	2
OG0016443	2	2
OG0016444	2	2
OG0016445	3	3
OG0016446	2	2
OG0016447	2	2
OG0016448	2	2
OG0016449	2	2
OG0016450	2	2
OG0016451	2	2
