Orthogroup	Odontarrhena_muralis	Arabidopsis_arenosa
OG0017913	Om008G325840	jg19622
OG0017914	Om008G325990	jg19616
OG0017915	Om008G326150	jg19599
OG0017917	Om008G326920	jg19525
OG0017918	Om004G177000	jg3846
OG0017919	Om004G176980	jg3848
OG0017920	Om004G176970	jg3849
OG0017921	Om004G176830	jg3863
OG0017922	Om004G176400	jg3909
OG0017923	Om003G125070	jg16099
OG0017925	Om006G241290	jg5829
OG0017926	Om006G242470	jg5936
OG0017927	Om006G245330	jg22949
OG0017928	Om006G245920	jg22895
OG0017929	Om006G247120	jg22808
OG0017930	Om006G232960	jg23451
OG0017931	Om006G232670	jg23478
OG0017932	Om006G229600	jg23744
OG0017933	Om006G229430	jg23758
OG0017934	Om006G229250	jg23772
OG0017936	Om004G157070	jg8243
OG0017937	Om004G157080	jg8242
OG0017938	Om004G157240	jg8226
OG0017941	Om004G158220	jg8118
OG0017942	Om004G158600	jg8098
OG0017943	Om004G159830	jg7977
OG0017944	Om007G278420	jg18426
OG0017945	Om007G280050	jg18246
OG0017946	Om007G282130	jg18028
OG0017947	Om007G282260	jg17992
OG0017948	Om005G185710	jg29143
OG0017949	Om007G285050	jg17585
OG0017950	Om003G094630	jg33423
OG0017951	Om004G149300	jg17350
OG0017953	Om002G042680	jg23947
OG0017956	Om002G042420	jg23922
OG0017957	Om002G042100	jg23890
OG0017958	Om002G042050	jg23886
OG0017959	Om004G175720	jg3805
OG0017960	Om004G177410	jg24771
OG0017961	Om004G177380	jg3812
OG0017962	Om004G177260	jg3824
OG0017965	Om001G018870	jg9773
OG0017966	Om002G044240	jg24108
OG0017967	Om002G044790	jg24165
OG0017968	Om002G045000	jg24189
OG0017969	Om002G045040	jg24195
OG0017970	Om002G045110	jg24203
OG0017972	Om002G046270	jg24332
OG0017973	Om002G046360	jg24340
OG0017974	Om002G046570	jg24361
OG0017975	Om002G053750	jg21366
OG0017976	Om002G047450	jg24437
OG0017977	Om002G047440	jg24436
OG0017978	Om002G047810	jg24475
OG0017979	Om002G048070	jg24497
OG0017982	Om002G050400	jg24720
OG0017983	Om002G050700	jg24747
OG0017984	Om002G051210	jg24793
OG0017986	Om008G332090	jg19116
OG0017987	Om008G337400	jg18761
OG0017989	Om008G337240	jg18769
OG0017991	Om008G334390	jg18978
OG0017993	Om005G196020	jg30018
OG0017994	Om005G196240	jg30038
OG0017995	Om005G196270	jg30041
OG0017997	Om005G199000	jg30291
OG0017998	Om005G199890	jg30355
OG0017999	Om005G200280	jg30379
OG0018000	Om005G200900	jg30429
OG0018003	Om005G202370	jg30550
OG0018004	Om005G202420	jg30555
OG0018008	Om005G205350	jg30844
OG0018009	Om004G143440	jg30882
OG0018010	Om004G144370	jg30940
OG0018011	Om004G145140	jg31031
OG0018013	Om004G147370	jg31180
OG0018014	Om004G148240	jg31248
OG0018015	Om007G286050	jg10031
OG0018016	Om007G285860	jg9976
OG0018017	Om007G286330	jg9928
OG0018019	Om004G151390	jg17035
OG0018028	Om004G153750	jg16665
OG0018029	Om004G156090	jg16557
OG0018030	Om005G192970	jg29787
OG0018031	Om005G190150	jg29552
OG0018032	Om005G189250	jg29458
OG0018033	Om005G187880	jg29330
OG0018034	Om005G186960	jg29254
OG0018035	Om005G185580	jg29130
OG0018036	Om005G185080	jg29089
OG0018037	Om005G183580	jg28962
OG0018038	Om005G183470	jg28953
OG0018039	Om005G182960	jg28899
OG0018040	Om005G182820	jg28884
OG0018041	Om005G182100	jg28815
OG0018042	Om005G181980	jg28805
OG0018043	Om005G181170	jg28731
OG0018044	Om005G181150	jg28729
OG0018045	Om005G180470	jg28669
OG0018046	Om005G179560	jg28589
OG0018047	Om005G178700	jg28505
OG0018048	Om005G178450	jg28479
OG0018049	Om005G177830	jg28428
OG0018050	Om005G177820	jg28427
OG0018051	Om005G177760	jg28420
OG0018052	Om007G301480	jg5251
OG0018053	Om007G301680	jg5231
OG0018054	Om007G301040	jg5287
OG0018055	Om007G300490	jg5319
OG0018056	Om007G300040	jg5357
OG0018057	Om007G296640	jg5606
OG0018058	Om007G296170	jg5650
OG0018060	Om007G295040	jg5746
OG0018061	Om007G294230	jg6585
OG0018064	Om007G302610	jg6801
OG0018065	Om007G304540	jg21505
OG0018067	Om001G041460	jg21307
OG0018068	Om004G170580	jg4380
OG0018069	Om004G171100	jg4341
OG0018070	Om004G172040	jg4264
OG0018071	Om004G172510	jg4226
OG0018072	Om006G238990	jg6294
OG0018073	Om006G238930	jg6286
OG0018074	Om006G236760	jg23079
OG0018075	Om006G236720	jg23084
OG0018078	Om006G236230	jg23130
OG0018079	Om006G247500	jg22776
OG0018080	Om006G259950	jg14831
OG0018082	Om006G261120	jg14719
OG0018083	Om006G266650	jg14478
OG0018084	Om005G192730	jg14059
OG0018085	Om006G268390	jg14009
OG0018086	Om004G134910	jg30868
OG0018087	Om004G154410	jg13984
OG0018089	Om005G211880	jg2327
OG0018090	Om005G210350	jg2454
OG0018091	Om005G210000	jg2471
OG0018093	Om005G209600	jg2507
OG0018094	Om005G206580	jg2746
OG0018095	Om005G206020	jg2796
OG0018096	Om004G134920	jg3400
OG0018097	Om004G135070	jg3387
OG0018098	Om004G135150	jg3379
OG0018099	Om004G136180	jg3299
OG0018100	Om004G137320	jg3239
OG0018101	Om004G137850	jg3180
OG0018102	Om004G137720	jg3169
OG0018104	Om004G139010	jg3124
OG0018105	Om004G139070	jg3122
OG0018107	Om004G140090	jg3056
OG0018109	Om008G318640	jg20226
OG0018110	Om004G142410	jg2894
OG0018111	Om004G132050	jg3606
OG0018112	Om004G131930	jg3618
OG0018113	Om004G131760	jg3631
OG0018114	Om004G129670	jg3782
OG0018115	Om002G056610	jg25233
OG0018116	Om002G056850	jg25255
OG0018117	Om002G057190	jg25289
OG0018118	Om002G057340	jg25300
OG0018119	Om002G057350	jg25302
OG0018121	Om002G058140	jg25369
OG0018122	Om002G060300	jg25534
OG0018125	Om002G065500	jg25976
OG0018126	Om002G070420	jg26435
OG0018127	Om002G070520	jg26451
OG0018128	Om002G071510	jg26536
OG0018129	Om002G073020	jg26656
OG0018131	Om008G329310	jg11930
OG0018132	Om002G075890	jg26923
OG0018133	Om002G076820	jg27006
OG0018134	Om002G079340	jg27393
OG0018135	Om002G078860	jg27357
OG0018136	Om002G077730	jg27141
OG0018137	Om002G077720	jg27140
OG0018138	Om001G006280	jg27365
OG0018139	Om002G079550	jg27408
OG0018141	Om002G081880	jg27589
OG0018142	Om002G082100, Om003G111560, Om008G360710	jg27642
OG0018144	Om002G084170	jg27883
OG0018145	Om002G085870	jg28015
OG0018146	Om002G086850	jg28116
OG0018147	Om002G088460	jg28287
OG0018149	Om003G092660	jg33575
OG0018150	Om003G094010	jg33473
OG0018151	Om003G094790	jg33402
OG0018152	Om003G095210	jg33372
OG0018153	Om003G098890	jg32986
OG0018154	Om003G098600	jg33016
OG0018155	Om003G099510	jg32928
OG0018156	Om003G089360	jg33826
OG0018158	Om006G255560	jg15201
OG0018159	Om006G255120	jg15241
OG0018160	Om006G254940	jg15255
OG0018161	Om006G252580	jg15433
OG0018162	Om006G250470	jg15608
OG0018163	Om003G119190	jg15610
OG0018164	Om003G119310	jg15618
OG0018165	Om003G119460	jg15624
OG0018166	Om003G120560	jg15755
OG0018167	Om008G327710	jg17171
OG0018168	Om003G122270	jg15879
OG0018169	Om003G123160	jg15949
OG0018171	Om003G126690	jg16206
OG0018172	Om003G128140	jg16325
OG0018173	Om003G091530	jg33640
OG0018174	Om006G257170, Om006G257160	jg28486
OG0018175	Om003G105880	jg11906
OG0018176	Om006G258610	jg14920
OG0018177	Om006G257530	jg15006
OG0018178	Om006G255010	jg15248
OG0018180	Om006G254420	jg15292
OG0018181	Om006G251290	jg15539
OG0018183	Om003G120880	jg15786
OG0018184	Om003G125960	jg16147
OG0018185	Om003G127620	jg16275
OG0018186	Om003G128730	jg16366
OG0018187	Om006G229380	jg917
OG0018188	Om006G229420	jg15252
OG0018190	Om008G360950	jg20400
OG0018191	Om008G362910	jg31268
OG0018192	Om008G341880	jg21008
OG0018193	Om008G341520	jg20964
OG0018194	Om008G338780	jg18670
OG0018195	Om008G333750	jg19028
OG0018197	Om008G331360, Om008G331350	jg26827, jg26795, jg26797
OG0018198	Om008G327460	jg19474
OG0018202	Om004G133310, Om004G133320, Om004G133340	jg3512
OG0018203	Om004G136800	jg3250
OG0018204	Om004G140850	jg3004
OG0018206	Om001G021670	jg9650
OG0018207	Om001G025300	jg9420
OG0018208	Om001G022150	jg9619
OG0018209	Om001G035700	jg8727
OG0018210	Om005G179330	jg28559
OG0018211	Om005G182360	jg21348
OG0018212	Om005G182730	jg28874
OG0018213	Om005G183790	jg28985
OG0018214	Om005G184400	jg29042
OG0018215	Om005G185520	jg29125
OG0018216	Om005G185750	jg29145
OG0018217	Om005G186250	jg29192
OG0018218	Om005G190710	jg29604
OG0018219	Om005G195250	jg29961
OG0018220	Om005G195970	jg30015
OG0018221	Om005G201620	jg30492
OG0018222	Om005G205110	jg30820
OG0018223	Om005G207390	jg10054
OG0018224	Om005G207710	jg2657
OG0018225	Om005G208420	jg2596
OG0018226	Om005G211630	jg2366
OG0018230	Om005G224410	jg707
OG0018231	Om007G316200	jg12567
OG0018232	Om005G227940, Om005G227950, Om005G227920	jg420
OG0018233	Om005G204340, Om005G208480, Om005G208600	jg3891
OG0018234	Om002G075350	jg26891
OG0018235	Om002G063630	jg25798
OG0018237	Om002G060540, Om002G060550	jg25560
OG0018238	Om002G056320	jg25212
OG0018239	Om005G210790	jg2415
OG0018240	Om002G051200	jg24792
OG0018241	Om002G049300	jg24612
OG0018242	Om002G045870	jg24283
OG0018243	Om004G174930	jg4030
OG0018244	Om004G172020	jg4266
OG0018246	Om004G169910	jg4499
OG0018247	Om004G169380	jg4537
OG0018248	Om004G169350	jg4540
OG0018249	Om004G169330	jg4542
OG0018251	Om004G156910	jg19499
OG0018254	Om007G288740	jg31364
OG0018255	Om007G286390	jg9923
OG0018256	Om007G286300	jg9932
OG0018257	Om007G278960	jg18357
OG0018258	Om007G283490	jg17828
OG0018259	Om007G284630	jg17660
OG0018260	Om007G284910	jg17617
OG0018261	Om007G285570	jg17435
OG0018262	Om007G285880	jg9974
OG0018263	Om004G167830	jg4668
OG0018264	Om004G163480	jg4992
OG0018265	Om004G162300	jg5079
OG0018266	Om004G161040	jg5179
OG0018268	Om007G296120	jg12106
OG0018270	Om007G296030	jg5668
OG0018271	Om006G271260	jg13470
OG0018273	Om006G248360	jg22697
OG0018274	Om006G245750	jg22911
OG0018275	Om006G244390	jg6127
OG0018276	Om006G243560	jg6027, jg6023
OG0018277	Om006G242380	jg5929
OG0018278	Om006G242160	jg5906
OG0018279	Om006G240440	jg6449
OG0018280	Om006G237980	jg6194
OG0018281	Om006G236870	jg23072
OG0018282	Om006G236470	jg23109
OG0018283	Om006G234680	jg23272
OG0018285	Om006G231660	jg23564
OG0018286	Om006G229980	jg23711
OG0018288	Om005G188950	jg29429
OG0018295	Om004G142160	jg33013, jg33012
OG0018298	Om005G211480	jg2357
OG0018299	Om005G211260	jg2386
OG0018302	Om002G075210	jg26871
OG0018307	Om003G122700	jg16314
OG0018308	Om006G241420	jg5842, jg5841
OG0018310	Om008G343680	jg7247
OG0018311	Om001G022130	jg9621
OG0018312	Om001G020800	jg9689
OG0018316	Om008G349610, Om001G015580, Om002G077580	jg11884
OG0018319	Om007G317940	jg12731
OG0018320	Om008G355880	jg20750
OG0018322	Om003G112890	jg21848
OG0018323	Om006G248590	jg22678
OG0018324	Om006G231850	jg23548
OG0018337	Om007G276110	jg10946
OG0018338	Om001G032000	jg26715
OG0018342	Om005G219750	jg1061
OG0018343	Om006G274980	jg12994
OG0018344	Om006G273770	jg13166
OG0018346	Om003G094300	jg13816
OG0018347	Om005G213430	jg2163
OG0018349	Om005G214780	jg1953
OG0018352	Om004G176490	jg3902
OG0018354	Om003G089460	jg33814
OG0018355	Om004G171400	jg4315
OG0018357	Om003G101070	jg21664
OG0018358	Om003G101100	jg21665
OG0018359	Om003G111250	jg21696
OG0018361	Om003G111950	jg21761
OG0018365	Om003G113890	jg21966
OG0018367	Om006G250040	jg22575
OG0018369	Om004G161620	jg5137
OG0018370	Om004G167680	jg4683
OG0018371	Om004G169000	jg4576
OG0018372	Om001G001380	jg10802
OG0018373	Om001G001920	jg10779
OG0018374	Om001G003740	jg10657
OG0018375	Om001G004990	jg10590
OG0018376	Om001G006720	jg10464
OG0018377	Om001G010770	jg10139, jg10138
OG0018378	Om001G012180	jg31985
OG0018380	Om007G289560	jg31451
OG0018383	Om001G040940	jg8371
OG0018384	Om001G008080	jg10369
OG0018385	Om007G314630	jg12349
OG0018386	Om007G315320	jg12480
OG0018387	Om008G340560	jg18505
OG0018389	Om008G342000	jg21022
OG0018391	Om001G012290	jg31994
OG0018392	Om008G350410	jg7442
OG0018393	Om008G350870	jg7467
OG0018395	Om008G354560	jg7748
OG0018396	Om008G356350	jg20694
OG0018397	Om008G357340	jg20616
OG0018399	Om008G362640	jg20285
OG0018404	Om003G102180	jg11247
OG0018407	Om007G317240	jg12677
OG0018408	Om007G317400	jg12692
OG0018409	Om007G317500	jg12700
OG0018410	Om007G318110	jg12756
OG0018412	Om007G318490	jg12846
OG0018413	Om008G318930	jg4630
OG0018414	Om008G319040	jg20189
OG0018415	Om008G320270	jg20089
OG0018416	Om008G322950	jg19842
OG0018417	Om008G323110	jg19829
OG0018418	Om008G324710	jg11454
OG0018420	Om004G176600	jg3896
OG0018421	Om004G175330	jg4003
OG0018423	Om007G317720	jg12710
OG0018424	Om006G244860	jg22991
OG0018425	Om006G234090	jg23329
OG0018428	Om004G157200	jg8230
OG0018429	Om004G160140	jg7947
OG0018430	Om007G277630	jg20819
OG0018431	Om007G281310	jg18109
OG0018432	Om007G282870	jg17908
OG0018433	Om007G282960	jg17902
OG0018434	Om007G284130	jg17750
OG0018435	Om007G285330	jg17519
OG0018437	Om002G042560	jg23937
OG0018438	Om002G042180	jg23896
OG0018441	Om004G177400	jg12185
OG0018442	Om002G042900	jg23971
OG0018443	Om002G043380	jg24014
OG0018444	Om002G043640	jg24048
OG0018446	Om002G044750	jg24163
OG0018447	Om002G046180	jg24318
OG0018449	Om002G048630	jg24546
OG0018450	Om004G145260	jg31051
OG0018454	Om007G285730	jg9990
OG0018455	Om007G286340	jg9927
OG0018457	Om003G091170	jg33659
OG0018460	Om004G156470	jg16529, jg16514
OG0018463	Om005G187160	jg29275
OG0018464	Om005G187090	jg29266
OG0018466	Om005G185380	jg29113
OG0018467	Om005G183160	jg28925
OG0018468	Om005G181130	jg28727
OG0018469	Om005G180440	jg28665
OG0018470	Om005G177730	jg28415
OG0018471	Om005G177700	jg28411
OG0018472	Om007G302020	jg5205
OG0018474	Om007G300170	jg5347
OG0018476	Om007G297550	jg5523
OG0018477	Om007G295170	jg5738
OG0018479	Om007G293800	jg6635
OG0018480	Om007G303770	jg21568
OG0018481	Om009G364240, Om007G307220	jg21403
OG0018482	Om004G170460	jg4395
OG0018483	Om006G240290	jg6435
OG0018484	Om006G238950	jg6290, jg6288
OG0018486	Om006G257830	jg14982
OG0018488	Om006G260750	jg14756
OG0018489	Om006G261990	jg14668
OG0018490	Om006G262310	jg14666
OG0018492	Om006G262710	jg14650
OG0018493	Om006G263430	jg14604
OG0018494	Om008G352140, Om008G352150	jg14516
OG0018495	Om006G268030	jg14335
OG0018497	Om005G185980	jg29169
OG0018498	Om005G212320	jg2283
OG0018499	Om005G210020	jg2470
OG0018501	Om004G135230	jg3371
OG0018502	Om004G136320	jg3292
OG0018503	Om004G140950	jg2997
OG0018504	Om004G142140	jg2916
OG0018505	Om004G142340	jg2903
OG0018506	Om004G133050	jg3532
OG0018510	Om002G058190	jg25374
OG0018511	Om002G059380	jg25450
OG0018512	Om002G074310	jg26789
OG0018513	Om002G078980	jg27289
OG0018514	Om002G079410	jg27396
OG0018516	Om002G086150	jg28060
OG0018518	Om002G088590	jg28317
OG0018519	Om003G094730	jg33412
OG0018520	Om003G096090	jg33261
OG0018521	Om006G271510	jg15866
OG0018522	Om003G125780	jg16130
OG0018525	Om003G129210	jg16432
OG0018526	Om003G129320	jg16444
OG0018528	Om003G102490	jg11282
OG0018529	Om003G103300	jg11361
OG0018530	Om006G259050	jg14886
OG0018531	Om006G255820	jg15176
OG0018532	Om006G255530	jg15204
OG0018534	Om003G126560	jg16201
OG0018536	Om008G357560	jg20603
OG0018538	Om008G362240	jg20318, jg14193
OG0018539	Om008G361460	jg20385
OG0018540	Om008G334990	jg18942
OG0018541	Om008G333440	jg19041
OG0018544	Om008G328830	jg19380
OG0018545	Om008G326240, Om007G303910	jg19590
OG0018547	Om008G319720, Om008G319730	jg20136
OG0018552	Om001G033970	jg8834
OG0018553	Om001G041920	jg8275
OG0018554	Om005G183190	jg28927
OG0018555	Om005G184460	jg29052
OG0018556	Om005G184730	jg29067
OG0018557	Om005G185910	jg29163
OG0018558	Om005G187450	jg29298
OG0018559	Om005G190700	jg29603
OG0018561	Om005G193510	jg29830
OG0018563	Om005G194630	jg29924
OG0018564	Om005G196480	jg30059
OG0018565	Om005G205270	jg30839
OG0018567	Om005G224770	jg680
OG0018571	Om008G341820	jg20996, jg20991
OG0018572	Om002G056700	jg25242
OG0018574	Om002G052130	jg24879
OG0018575	Om002G052100	jg24876
OG0018576	Om002G049160	jg24596
OG0018579	Om004G174540	jg4058
OG0018580	Om004G169490	jg4533
OG0018581	Om001G009540	jg10251
OG0018582	Om005G206540	jg13693
OG0018583	Om001G001120	jg10812
OG0018585	Om007G286840	jg10066
OG0018586	Om007G286830	jg9890
OG0018587	Om007G279020	jg18350
OG0018593	Om004G166590, Om004G166600	jg4779
OG0018594	Om007G301460	jg5253
OG0018595	Om008G354080	jg5544
OG0018597	Om007G294210	jg6588
OG0018599	Om007G317700	jg12706
OG0018600	Om006G274710	jg13029
OG0018601	Om003G113460	jg21919
OG0018602	Om006G249360	jg22642
OG0018603	Om006G249320	jg22646
OG0018605	Om006G246720	jg22838
OG0018606	Om006G240940	jg5810
OG0018607	Om006G240310	jg6437
OG0018608	Om006G239240	jg6322
OG0018609	Om006G237740	jg6176
OG0018610	Om006G231900	jg23545
OG0018611	Om005G183950	jg28998
OG0018613	Om004G147400	jg31186
OG0018616	Om002G079080	jg28357, jg6854, jg1691
OG0018618	Om004G143150	jg2835
OG0018619	Om002G062730	jg25712
OG0018626	Om008G339340	jg18616
OG0018633	Om006G272580	jg13298
OG0018634	Om004G172030	jg4265
OG0018673	Om001G029710	jg9120
OG0018675	Om001G031320	jg9006
OG0018676	Om007G291880	jg31729
OG0018677	Om007G276560	jg31925
OG0018678	Om007G275650	jg11009
OG0018681	Om006G272020	jg13375
OG0018682	Om003G105720	jg11872
OG0018684	Om005G225070	jg640
OG0018689	Om003G108790	jg21655
OG0018692	Om003G113420	jg21917
OG0018699	Om001G007230	jg10423
OG0018700	Om001G009060	jg10289
OG0018702	Om001G015310	jg32627
OG0018704	Om005G227000, Om007G314870	jg4894
OG0018705	Om007G290750	jg31566
OG0018714	Om003G128470	jg16342
OG0018717	Om008G329100	jg11709
OG0018724	Om008G320210	jg20096
OG0018725	Om008G322740	jg19864
OG0018726	Om008G323330	jg19805
OG0018728	Om008G325830	jg19623
OG0018729	Om004G177060	jg3841
OG0018732	Om004G173050	jg4183
OG0018733	Om006G230390	jg23674
OG0018734	Om006G229620	jg23742
OG0018735	Om006G229590	jg23745
OG0018736	Om004G135960, Om003G090750, Om004G156920	jg8247
OG0018737	Om004G159510	jg7997
OG0018740	Om007G285350	jg17507
OG0018741	Om007G285560	jg17434
OG0018743	Om002G042230	jg23900
OG0018744	Om002G042120	jg23892
OG0018745	Om002G043350	jg24009
OG0018746	Om002G045030	jg24136, jg24194
OG0018748	Om002G046740	jg24376
OG0018749	Om002G051260	jg24799
OG0018750	Om002G088340	jg28273
OG0018751	Om005G203800	jg30701
OG0018751	Om005G203820, Om005G203810	jg30700
OG0018755	Om005G190600	jg29592
OG0018756	Om005G189190	jg29451
OG0018758	Om005G179140	jg28544
OG0018759	Om005G179060	jg28535
OG0018760	Om005G177740	jg28416
OG0018761	Om007G297650	jg5516
OG0018762	Om006G235740	jg23171
OG0018763	Om006G235580	jg23193
OG0018765	Om006G247590	jg22769
OG0018766	Om004G167970	jg14542
OG0018767	Om006G236940	jg14462
OG0018772	Om005G210990	jg2402
OG0018773	Om005G208730, Om005G208220	jg2623
OG0018774	Om005G207440	jg2674
OG0018774	Om004G143670	jg30902
OG0018775	Om004G133660	jg3493
OG0018776	Om005G201690	jg30498
OG0018777	Om004G139580	jg3092
OG0018780	Om002G058010	jg25356
OG0018781	Om002G059790	jg25490
OG0018782	Om002G059850	jg25496
OG0018783	Om002G062870	jg25730
OG0018784	Om002G068060	jg26190
OG0018785	Om002G068120	jg26195
OG0018786	Om002G069470	jg26328
OG0018787	Om001G026900	jg9413, jg9313
OG0018789	Om002G083700	jg27835
OG0018790	Om002G052740	jg24925
OG0018791	Om002G086870	jg28117
OG0018792	Om003G089400	jg33823
OG0018793	Om003G095110, Om003G095120	jg33381
OG0018794	Om003G097390	jg33150
OG0018795	Om003G097850	jg33102
OG0018796	Om003G099260	jg32945
OG0018797	Om003G119880	jg15691
OG0018798	Om003G121040	jg15802
OG0018799	Om007G315020, Om003G123510	jg15973
OG0018800	Om003G126180	jg16173
OG0018806	Om003G097200	jg33173
OG0018807	Om003G098250	jg33047, jg33056
OG0018809	Om003G111860	jg21736
OG0018811	Om003G129200	jg16431
OG0018813	Om008G361100	jg20396
OG0018818	Om004G134310, Om004G134330	jg32112, jg2660, jg2658
OG0018819	Om004G134830	jg3411
OG0018820	Om004G138510	jg3133
OG0018822	Om001G027870	jg9256
OG0018823	Om006G261940, Om001G029350	jg9148
OG0018824	Om001G033640	jg8853
OG0018829	Om005G180880	jg28705
OG0018830	Om005G180950	jg28711
OG0018831	Om005G181100	jg28725
OG0018832	Om005G181660	jg28767
OG0018833	Om005G184220	jg29022
OG0018834	Om005G187510	jg29306
OG0018835	Om005G195690	jg29992
OG0018837	Om005G202300	jg30545
OG0018839	Om007G281670	jg18369
OG0018841	Om005G221920	jg884
OG0018842	Om005G224000	jg751
OG0018843	Om005G228330	jg402
OG0018845	Om002G084350	jg27901
OG0018846	Om002G064480	jg25884
OG0018847	Om002G044490	jg28514, jg20334
OG0018848	Om004G176020	jg3968
OG0018849	Om004G171080	jg4343
OG0018850	Om004G169630	jg4521
OG0018851	Om004G169340	jg4541
OG0018852	Om001G001410, Om001G001400	jg10799
OG0018855	Om007G318400	jg12837
OG0018856	Om001G001470	jg10796
OG0018858	Om007G296990	jg5583
OG0018859	Om007G315100	jg13893
OG0018860	Om006G260360	jg14778
OG0018861	Om006G241330	jg5833
OG0018871	Om003G090120	jg33730, jg33738, jg33735
OG0018876	Om005G210940	jg2409
OG0018880	Om002G072380	jg26589
OG0018886	Om001G036780	jg16865
