Orthogroup	Odontarrhena_muralis	Arabidopsis_arenosa
OG0005993	Om004G139960	jg3065
OG0005996	Om002G060110	jg25512
OG0005997	Om002G055160	jg25112
OG0005998	Om004G169320	jg4543
OG0005999	Om007G283570	jg17812
OG0006000	Om008G326740	jg22566
OG0006000	Om007G300460	jg5324, jg5322
OG0006001	Om007G317380	jg12689
OG0006002	Om006G232400	jg23500
OG0006007	Om007G275850	jg10974, jg10976
OG0006008	Om005G217780	jg11916
OG0006009	Om003G112580	jg21820
OG0006016	Om001G023620	jg9542
OG0006017	Om002G086760	jg28102
OG0006018	Om001G026110	jg9372
OG0006019	Om004G155260, Om004G155280, Om004G152320	jg16846
OG0006020	Om001G026680	jg9338
OG0006021	Om005G186200	jg29188
OG0006022	Om001G027420	jg9287
OG0006023	Om001G027500	jg9279
OG0006024	Om003G100030	jg16965
OG0006025	Om007G290780	jg31568
OG0006026	Om001G031000	jg9020
OG0006027	Om001G031210	jg9011
OG0006028	Om001G031240	jg9010
OG0006029	Om002G080410	jg27531
OG0006030	Om001G033070	jg8882
OG0006031	Om001G033330	jg8873
OG0006032	Om001G033380	jg8868
OG0006033	Om006G244720	jg23001
OG0006034	Om007G292100	jg31754
OG0006035	Om007G277020	jg31870
OG0006036	Om007G276740	jg31906
OG0006037	Om007G276520	jg31929, jg26041
OG0006038	Om007G276390	jg10917
OG0006039	Om007G275730	jg10999
OG0006040	Om006G262900	jg1500, jg1499
OG0006041	Om022G375020, Om005G218620	jg1199
OG0006043	Om005G220690, Om005G220680	jg962
OG0006044	Om005G189480	jg29481
OG0006045	Om001G010800	jg12904
OG0006046	Om003G116070, Om001G021750	jg27138
OG0006047	Om006G275380	jg12933
OG0006049	Om006G274860	jg13019
OG0006050	Om005G206340	jg2775
OG0006051	Om002G067430	jg13071
OG0006052	Om006G274020, Om002G044200	jg13136
OG0006053	Om006G273620	jg27007, jg13182
OG0006054	Om005G192570	jg29757
OG0006055	Om006G272840	jg10943, jg13266
OG0006056	Om006G272290	jg13347
OG0006057	Om006G271680	jg12714, jg13410
OG0006058	Om006G271440	jg13452
OG0006059	Om006G271270	jg13469
OG0006060	Om006G271230	jg13474
OG0006061	Om006G269810	jg13560
OG0006063	Om002G084490	jg13603, jg13607
OG0006064	Om006G270600	jg13642
OG0006065	Om005G204020, Om007G299450	jg13698
OG0006067	Om006G269220	jg13856
OG0006068	Om005G213410	jg2166
OG0006069	Om005G214220	jg2024
OG0006070	Om005G214870	jg1941, jg1943
OG0006071	Om005G228630	jg379
OG0006072	Om005G228610	jg381
OG0006073	Om005G226740	jg503
OG0006074	Om005G226280	jg531
OG0006075	Om005G225520	jg599
OG0006077	Om008G328630	jg19389
OG0006078	Om002G051860	jg24858
OG0006079	Om002G053220	jg24972
OG0006080	Om002G054210	jg25038
OG0006081	Om004G170350	jg4412
OG0006082	Om007G288010, Om007G300180, Om002G056190	jg25203
OG0006084	Om004G160300	jg21703
OG0006085	Om006G243860, Om003G112110	jg21773
OG0006086	Om003G112900	jg21851
OG0006087	Om007G286630	jg9906
OG0006088	Om003G114250	jg22015, jg22022
OG0006089	Om001G021640	jg9653
OG0006090	Om003G115130	jg22079
OG0006091	Om006G275470	jg12902
OG0006092	Om003G115330	jg22131
OG0006093	Om003G115920	jg22217
OG0006094	Om003G116160	jg7895, jg22258
OG0006095	Om003G116320	jg22289
OG0006096	Om003G116400	jg22295
OG0006097	Om003G116890	jg22333
OG0006098	Om003G117730	jg22407
OG0006099	Om006G250230	jg22562
OG0006100	Om006G249230	jg22652
OG0006101	Om006G249060	jg22664
OG0006102	Om005G196160	jg30031
OG0006104	Om005G193800	jg29846
OG0006105	Om006G248190	jg22705
OG0006106	Om004G162230	jg5085
OG0006107	Om004G162310	jg5078
OG0006108	Om004G163690	jg4982
OG0006109	Om004G165660	jg4861
OG0006110	Om004G165900	jg4840, jg4837
OG0006112	Om004G167220, Om005G223500	jg4723
OG0006113	Om004G167650	jg4685
OG0006114	Om004G167920	jg4659
OG0006116	Om004G168430	jg4612
OG0006117	Om006G236060	jg23146
OG0006118	Om001G000130	jg10887
OG0006119	Om001G000440	jg10859
OG0006120	Om001G001030	jg10820
OG0006121	Om001G001090	jg10815
OG0006122	Om001G002190	jg10754
OG0006123	Om001G002300	jg10751
OG0006124	Om001G002550	jg10737
OG0006125	Om001G004270	jg10628
OG0006126	Om007G285230	jg17547, jg17543
OG0006127	Om001G005830	jg10538
OG0006128	Om001G006850	jg10453
OG0006129	Om003G109080, Om001G007060	jg10433
OG0006130	Om001G007550	jg10400
OG0006131	Om001G008350	jg10343
OG0006133	Om001G009700	jg10242
OG0006134	Om001G010680	jg10158
OG0006135	Om001G010850	jg10130
OG0006136	Om001G011100	jg10109
OG0006137	Om005G208120, Om001G011460	jg10078
OG0006138	Om008G350100	jg7430
OG0006139	Om001G012660	jg32071
OG0006140	Om007G315140, Om001G014990	jg32652
OG0006141	Om001G015690	jg32573
OG0006142	Om007G286850	jg10067
OG0006143	Om008G324250	jg19743
OG0006144	Om007G288130	jg31303
OG0006146	Om007G287770	jg32729
OG0006147	Om007G288750	jg31365
OG0006148	Om007G288800, Om007G292780, Om004G163270	jg31368
OG0006150	Om007G289580	jg31453
OG0006151	Om007G289670	jg31457
OG0006152	Om007G289720	jg31463
OG0006153	Om007G290530	jg31548
OG0006154	Om007G290700	jg31563
OG0006155	Om007G290920	jg31584
OG0006156	Om007G290990	jg31588
OG0006157	Om001G035180	jg8764
OG0006158	Om001G036680	jg8665
OG0006159	Om001G037290	jg8631, jg8633
OG0006160	Om001G038150	jg8596
OG0006161	Om001G039550	jg8504
OG0006162	Om001G040530	jg26583, jg8400
OG0006163	Om001G041430	jg8328
OG0006164	Om007G314010	jg12201, jg23991
OG0006165	Om007G314860	jg12386
OG0006166	Om002G046730	jg12416
OG0006167	Om002G047390, Om002G067700	jg24431
OG0006168	Om007G292070	jg31747
OG0006169	Om007G292360	jg3877, jg31801
OG0006170	Om008G337650	jg18744
OG0006171	Om008G345770	jg7282
OG0006172	Om005G181830	jg7153, jg7088
OG0006173	Om008G340570	jg18503
OG0006174	Om008G340740	jg18487
OG0006175	Om002G063100	jg21127, jg21129
OG0006176	Om008G346390, Om008G346560	jg7328
OG0006178	Om008G349930	jg7424
OG0006179	Om008G351660	jg7539
OG0006180	Om008G351880	jg7577
OG0006181	Om008G352790	jg7583, jg7582
OG0006182	Om008G352020	jg7621
OG0006183	Om001G008820, Om008G353590	jg7675
OG0006184	Om008G353910	jg7699
OG0006185	Om008G354040	jg7718
OG0006186	Om008G354960	jg7772
OG0006187	Om008G357590, Om007G314150	jg20600
OG0006188	Om008G358090	jg20559
OG0006189	Om008G359790	jg20445
OG0006190	Om008G359800	jg20444
OG0006191	Om008G360200	jg20421
OG0006192	Om008G362890	jg25371
OG0006193	Om002G078040	jg11926
OG0006194	Om005G183670, Om005G214760	jg28972
OG0006195	Om004G171620	jg12413, jg11628
OG0006196	Om003G104140	jg11527
OG0006197	Om003G103750	jg11440
OG0006198	Om003G102780	jg11340
OG0006199	Om003G102730	jg11330
OG0006200	Om003G101910	jg11215
OG0006201	Om003G101310	jg11138
OG0006203	Om002G050570	jg12772
OG0006204	Om008G320170	jg20100
OG0006205	Om008G320290	jg20087
OG0006206	Om008G320320	jg20084
OG0006207	Om008G320600	jg20067
OG0006208	Om008G320690	jg15962, jg20061
OG0006209	Om003G127020	jg16233
OG0006210	Om003G096120, Om008G321150	jg20019
OG0006211	Om008G322190	jg19933
OG0006212	Om008G322270	jg19927
OG0006213	Om008G322660	jg19873
OG0006214	Om008G322760	jg19862
OG0006215	Om008G323010	jg19835
OG0006216	Om008G324530	jg19724
OG0006217	Om008G324670	jg19714
OG0006218	Om008G325340	jg19666
OG0006219	Om008G326390	jg19574
OG0006220	Om003G120750	jg15768
OG0006221	Om003G120400	jg15740
OG0006222	Om008G327890	jg19437
OG0006223	Om004G176690	jg3888
OG0006224	Om004G175760	jg3971
OG0006225	Om004G175200	jg4014
OG0006226	Om004G160920	jg5188
OG0006227	Om004G174140	jg4100
OG0006228	Om004G173450	jg4149
OG0006229	Om006G241410	jg5840
OG0006230	Om006G242240	jg5916
OG0006231	Om006G242390	jg5930
OG0006232	Om006G243260	jg5996
OG0006233	Om006G243380	jg6009
OG0006234	Om006G243430	jg6013
OG0006235	Om006G244790	jg22996
OG0006236	Om006G245260	jg22959
OG0006237	Om004G170650	jg14437
OG0006238	Om006G246700	jg22840
OG0006239	Om006G247150	jg22805
OG0006240	Om003G112670, Om003G112680, Om006G234570	jg23284
OG0006241	Om006G234130	jg23325
OG0006242	Om006G234100	jg23328
OG0006243	Om006G233580	jg23388
OG0006244	Om005G200610, Om002G082170	jg27656, jg27653, jg27654, jg27658
OG0006245	Om006G232710	jg27143, jg27147, jg23473
OG0006246	Om006G232680	jg23477
OG0006247	Om006G231910	jg23543
OG0006249	Om006G231630	jg23566
OG0006250	Om006G231540	jg23577
OG0006251	Om006G229740, Om001G019870	jg23734
OG0006252	Om006G229370	jg23760, jg13290
OG0006253	Om004G157280	jg8224
OG0006254	Om004G158040	jg8106
OG0006255	Om004G158730, Om004G158720	jg8089
OG0006256	Om004G159140	jg8043
OG0006257	Om004G159760	jg7981
OG0006258	Om004G160060	jg7957
OG0006259	Om004G160080	jg7955
OG0006260	Om004G160100	jg7952
OG0006261	Om007G277510	jg20802
OG0006263	Om007G278610	jg18400
OG0006264	Om007G278740	jg18379
OG0006265	Om007G279360	jg18311
OG0006266	Om007G280010	jg18251
OG0006267	Om007G280120	jg18239
OG0006268	Om007G280810	jg18169
OG0006269	Om007G280980	jg18154
OG0006270	Om007G281640	jg18081
OG0006271	Om007G307640, Om007G282280	jg17988
OG0006272	Om007G282290	jg17987
OG0006274	Om007G282410	jg17970
OG0006275	Om007G283610	jg17808
OG0006276	Om007G284340	jg17708
OG0006277	Om005G188310, Om001G020280	jg9710
OG0006278	Om002G042740	jg23954
OG0006279	Om004G177470	jg3807
OG0006281	Om004G177270	jg3823
OG0006282	Om007G289890	jg9799
OG0006283	Om002G043030	jg23984
OG0006284	Om002G043230	jg24000
OG0006285	Om007G299340	jg5400
OG0006286	Om004G156840, Om002G044850	jg24180
OG0006287	Om002G045060	jg24199, jg24198
OG0006288	Om002G045280	jg24220
OG0006289	Om002G045480	jg24242
OG0006290	Om002G045980	jg24309
OG0006291	Om002G047480	jg24441
OG0006293	Om002G049780	jg24657
OG0006294	Om002G049980	jg24678
OG0006295	Om008G329640	jg19310
OG0006296	Om008G329650	jg19309
OG0006297	Om008G331410	jg19197
OG0006298	Om008G331750	jg19178
OG0006299	Om008G332500	jg19095
OG0006300	Om008G333180	jg19060
OG0006301	Om008G337980	jg18724
OG0006302	Om008G337350	jg18764
OG0006303	Om008G337030	jg18785, jg18786
OG0006304	Om006G254390	jg15298
OG0006305	Om008G335420	jg18911
OG0006306	Om008G335060	jg18938
OG0006307	Om008G333880	jg19017
OG0006308	Om005G196600	jg30072
OG0006309	Om005G197070	jg30107
OG0006310	Om005G197520	jg8011
OG0006311	Om005G197530	jg30141
OG0006312	Om005G197760	jg30200, jg30187
OG0006314	Om005G198200	jg30233
OG0006315	Om005G199130	jg30296
OG0006316	Om005G199850	jg30351
OG0006317	Om005G199650	jg30337
OG0006318	Om005G200990	jg30439
OG0006319	Om005G202390	jg30554
OG0006320	Om005G202500	jg30577
OG0006321	Om004G136330	jg3291
OG0006322	Om005G202840	jg30619
OG0006323	Om005G202950	jg30627
OG0006324	Om005G203900	jg30705
OG0006325	Om005G205340	jg30843
OG0006327	Om004G146160	jg31099
OG0006328	Om005G212240	jg2294
OG0006331	Om004G151790	jg31282
OG0006332	Om004G149180, Om007G289130	jg31275
OG0006333	Om004G168500, Om008G325360	jg10059
OG0006334	Om004G163790	jg10058
OG0006335	Om004G151240	jg10016
OG0006336	Om007G285770	jg9985
OG0006337	Om007G286210	jg9943, jg12017
OG0006339	Om004G153770	jg16667
OG0006340	Om004G156170	jg16547
OG0006342	Om005G195370	jg29968
OG0006343	Om005G195300	jg29966
OG0006344	Om005G194580	jg29917
OG0006346	Om005G192050	jg29701
OG0006347	Om005G191940	jg29691
OG0006348	Om004G174620	jg21351
OG0006349	Om005G190130	jg29542, jg29544
OG0006350	Om005G185990	jg29170
OG0006351	Om005G188230	jg29362
OG0006352	Om005G188620	jg29391
OG0006354	Om005G186350	jg29199
OG0006355	Om005G185690	jg29141
OG0006356	Om005G184790	jg29074
OG0006357	Om005G184450	jg29051
OG0006358	Om005G184340	jg29032
OG0006359	Om006G257490	jg15010
OG0006360	Om005G183720	jg28978
OG0006361	Om005G183610	jg28965
OG0006362	Om005G182310	jg28844
OG0006363	Om005G181090	jg28724
OG0006364	Om005G180240	jg28648
OG0006365	Om005G180260	jg28651
OG0006367	Om006G273270, Om005G179050	jg28534
OG0006368	Om007G301660	jg5233
OG0006369	Om007G300370	jg5334
OG0006370	Om007G300030	jg5358
OG0006371	Om007G300210	jg5345
OG0006372	Om007G298550	jg5454
OG0006373	Om007G297720	jg5512
OG0006374	Om007G296850	jg5589
OG0006375	Om005G212120	jg2307, jg2309
OG0006376	Om007G296670	jg5603
OG0006377	Om007G296490	jg5619
OG0006378	Om007G295610, Om007G295650	jg5704
OG0006379	Om007G308230	jg21374
OG0006383	Om004G170690	jg4373, jg4374
OG0006384	Om004G170900	jg4354
OG0006385	Om004G157310	jg8222
OG0006386	Om006G240300	jg6436
OG0006387	Om006G240080	jg6412
OG0006388	Om006G252910	jg15409
OG0006389	Om006G239140	jg6311
OG0006391	Om006G238550	jg6244
OG0006392	Om006G238400	jg6236
OG0006393	Om006G238340, Om006G238350	jg6232
OG0006394	Om006G237160	jg23047
OG0006395	Om006G236460	jg23110
OG0006396	Om006G236090	jg23142
OG0006397	Om006G235820, Om006G235830	jg23164
OG0006398	Om006G235710	jg23176
OG0006399	Om006G235630	jg23188
OG0006401	Om006G235000	jg23235
OG0006402	Om007G293970, Om006G234990	jg23236
OG0006403	Om006G247390	jg22787
OG0006404	Om006G247800	jg22750
OG0006405	Om006G257620	jg14998
OG0006406	Om006G257710	jg14989
OG0006407	Om006G257760	jg14984
OG0006408	Om006G259730	jg14838
OG0006409	Om006G261570	jg14700
OG0006410	Om006G263700	jg14596
OG0006411	Om006G267860	jg4608, jg14311
OG0006412	Om005G210960	jg2407
OG0006413	Om001G031790, Om005G182060	jg14254
OG0006415	Om004G148080	jg31231
OG0006416	Om005G211890	jg2326
OG0006417	Om005G210130	jg2466
OG0006418	Om005G209760	jg2494
OG0006419	Om005G209190	jg2547
OG0006420	Om005G208840	jg2570
OG0006421	Om005G208440	jg2594
OG0006422	Om005G195290	jg29965
OG0006423	Om005G206240	jg2780
OG0006424	Om008G333200, Om005G205780	jg2819
OG0006425	Om004G143210	jg2830
OG0006426	Om004G165120	jg4892, jg4890
OG0006427	Om004G142910	jg2855
OG0006428	Om004G133730	jg3490
OG0006429	Om004G134280	jg3446
OG0006431	Om005G200040	jg3385, jg30364
OG0006432	Om004G138380	jg3214
OG0006433	Om004G137940, Om008G351040	jg3191
OG0006434	Om004G138530	jg3134
OG0006435	Om004G140690	jg3015
OG0006436	Om004G141750	jg2962
OG0006437	Om004G142450	jg2888
OG0006438	Om004G132240	jg3589
OG0006439	Om004G132080	jg3604
OG0006440	Om004G131820	jg3628
OG0006441	Om004G130770	jg3704
OG0006442	Om002G056690	jg25241
OG0006443	Om002G058820	jg25420
OG0006444	Om003G093160	jg33535
OG0006445	Om002G060800	jg25585
OG0006446	Om002G061140	jg25601
OG0006447	Om002G061500	jg25629
OG0006448	Om002G062010	jg25664
OG0006449	Om002G063610	jg25791
OG0006450	Om006G260740	jg14757
OG0006451	Om002G064020	jg25846
OG0006452	Om002G064070, Om003G112080	jg25851
OG0006453	Om002G064110	jg25855
OG0006454	Om002G064220	jg25863
OG0006455	Om002G064490	jg25885
OG0006456	Om002G064580	jg25900
OG0006457	Om002G064600	jg25902
OG0006458	Om002G064630	jg25910
OG0006459	Om002G064760	jg25919
OG0006460	Om003G101970	jg11219, jg11223
OG0006461	Om002G065120	jg25943
OG0006462	Om002G065480	jg25974
OG0006463	Om002G065950	jg26014
OG0006464	Om002G065990	jg26017
OG0006465	Om002G066930	jg26097
OG0006466	Om002G067610	jg26151
OG0006467	Om002G068040	jg26189
OG0006469	Om002G068710	jg12323, jg26251
OG0006470	Om002G068900	jg26261
OG0006471	Om002G069640	jg26352
OG0006472	Om002G070540	jg26452
OG0006473	Om002G070630	jg26465
OG0006474	Om002G071140	jg26515
OG0006475	Om002G071260	jg26524
OG0006476	Om002G071820	jg26568
OG0006477	Om002G071870	jg26572
OG0006478	Om002G072460	jg26602
OG0006479	Om002G073360	jg26717
OG0006480	Om002G076130	jg26971
OG0006481	Om002G081660	jg27570
OG0006482	Om002G042140, Om003G099620, Om002G083790	jg27848
OG0006483	Om002G084250	jg27889
OG0006484	Om002G084560	jg27920
OG0006485	Om002G086040	jg28041
OG0006486	Om002G085690, Om006G261250	jg28003
OG0006487	Om002G085550	jg27985
OG0006488	Om002G087020	jg28129
OG0006491	Om002G088400	jg28280
OG0006493	Om005G209640	jg33750
OG0006493	Om001G004000	jg16198
OG0006494	Om003G090570	jg33694
OG0006495	Om003G091240	jg33656
OG0006496	Om003G091380	jg33646
OG0006497	Om003G091470	jg33644
OG0006498	Om003G092870	jg33549
OG0006499	Om003G093120	jg33538
OG0006500	Om003G094890	jg33393
OG0006501	Om003G095240	jg33370
OG0006502	Om003G096030	jg33271, jg33269
OG0006503	Om003G095920	jg33285
OG0006504	Om003G097110	jg33179
OG0006505	Om003G097750	jg33112
OG0006506	Om003G097930, Om003G097920	jg33088
OG0006507	Om003G099950	jg32877
OG0006508	Om003G100340	jg11049
OG0006509	Om008G339850	jg18566
OG0006510	Om008G339870	jg18564
OG0006511	Om008G339940	jg18558
OG0006512	Om008G339960	jg18557
OG0006513	Om006G256470	jg15121
OG0006515	Om006G252780, Om005G213580	jg15419
OG0006516	Om006G251930	jg15483
OG0006517	Om006G251920	jg15484
OG0006518	Om006G251200	jg15551, jg15544
OG0006519	Om006G250480	jg15607
OG0006520	Om003G119500	jg15627
OG0006521	Om003G120390	jg15165, jg15731, jg15650
OG0006522	Om003G122520	jg15900
OG0006523	Om003G124680	jg16070
OG0006526	Om003G127090	jg16237
OG0006527	Om003G127500	jg16260
OG0006528	Om003G128740	jg16367
OG0006529	Om003G129060	jg16409, jg16393
OG0006530	Om002G066600	jg16410, jg16394, jg16402
OG0006531	Om003G129300	jg16442
OG0006532	Om006G256480	jg15120
OG0006533	Om006G257120	jg15042
OG0006533	Om001G016280	jg10630
OG0006535	Om008G347130, Om008G347280	jg14137, jg14139
OG0006536	Om002G062860	jg25729
OG0006537	Om008G324630	jg19716, jg19718
OG0006538	Om004G134260	jg3448
OG0006539	Om001G023730	jg9530
OG0006540	Om005G185430	jg29116
OG0006541	Om005G203250	jg30647
OG0006542	Om005G211090	jg2392
OG0006543	Om004G159260	jg8030
OG0006544	Om002G071100	jg26512
OG0006549	Om001G009360	jg10261
OG0006551	Om005G186670	jg15499
OG0006555	Om002G071150	jg9804
OG0006556	Om001G002450	jg10742
OG0006570	Om001G022810	jg9580
OG0006572	Om001G023250	jg9562
OG0006574	Om001G024010, Om001G024000	jg9514
OG0006575	Om001G024070	jg9512
OG0006576	Om001G024720	jg9461
OG0006577	Om001G025200	jg9426
OG0006578	Om004G176550	jg21350
OG0006579	Om001G026240	jg9366
OG0006580	Om001G027460	jg9283
OG0006581	Om001G027670	jg9270
OG0006582	Om001G027830	jg9259
OG0006583	Om001G028730	jg9199
OG0006584	Om001G029020	jg9170
OG0006585	Om001G029520	jg9132
OG0006586	Om005G200570	jg30398
OG0006587	Om001G029700	jg9121
OG0006589	Om001G031480	jg8995
OG0006590	Om001G031740	jg8975
OG0006592	Om001G033050	jg8884
OG0006593	Om001G033390	jg8867
OG0006594	Om001G033590	jg27760, jg8858
OG0006595	Om001G033600	jg8857
OG0006596	Om001G033740	jg8845
OG0006597	Om001G034250	jg8826
OG0006598	Om007G291740	jg31691
OG0006599	Om007G276820	jg31898
OG0006600	Om007G276490	jg10909
OG0006601	Om007G276260	jg10930
OG0006602	Om007G276250	jg10931
OG0006603	Om007G276020	jg10957
OG0006604	Om008G338150	jg18708
OG0006605	Om003G098950	jg6906
OG0006606	Om005G187910	jg29336
OG0006607	Om005G219630	jg1101
OG0006608	Om005G189090	jg29442
OG0006609	Om005G222120	jg867
OG0006610	Om005G190310	jg29564
OG0006611	Om005G190410	jg29568
OG0006612	Om005G190930	jg29615
OG0006613	Om005G195750	jg29995
OG0006615	Om003G096600	jg12931
OG0006616	Om006G275090, Om008G351110	jg12973
OG0006617	Om006G274260	jg13101
OG0006618	Om005G193840	jg29856
OG0006619	Om005G193710	jg29839
OG0006620	Om006G273510	jg13198
OG0006621	Om006G273310	jg13224
OG0006622	Om006G272900	jg13253
OG0006624	Om006G272490	jg13329
OG0006625	Om006G272140	jg13360
OG0006626	Om006G272100	jg13366
OG0006629	Om006G271140	jg13509
OG0006630	Om006G271120	jg13511
OG0006631	Om006G269840	jg13565
OG0006632	Om008G334190	jg13633
OG0006633	Om004G167380	jg13654
OG0006634	Om006G269520	jg13713
OG0006635	Om003G116210	jg22283
OG0006636	Om005G215510	jg1801
OG0006637	Om005G215570	jg1798
OG0006638	Om005G215600	jg1765
OG0006639	Om002G087180	jg28128
OG0006640	Om003G106420	jg23046
OG0006641	Om005G215810	jg1214
OG0006642	Om006G232080	jg12863
OG0006643	Om007G318450	jg12842
OG0006644	Om005G227190	jg465
OG0006645	Om005G225980	jg554
OG0006646	Om005G225620	jg592
OG0006647	Om008G329330	jg19331
OG0006648	Om002G051570	jg24826
OG0006649	Om002G051620	jg24831
OG0006650	Om001G034740	jg8798
OG0006651	Om002G051800	jg24852
OG0006652	Om004G174710	jg4046
OG0006653	Om002G052870	jg24935
OG0006654	Om002G053610	jg24997, jg27434
OG0006655	Om002G053880	jg25019
OG0006656	Om002G054200	jg25037
OG0006657	Om002G054310	jg25051
OG0006658	Om002G054300	jg25049
OG0006659	Om002G054870	jg25095
OG0006660	Om002G055200	jg25116
OG0006661	Om002G055290	jg25125
OG0006662	Om002G055430	jg25135
OG0006663	Om002G055680	jg25159
OG0006664	Om002G055780	jg25171
OG0006665	Om002G056180	jg25202
OG0006666	Om003G109350	jg21644
OG0006667	Om006G241740	jg19377, jg5868
OG0006668	Om007G285870	jg9975
OG0006669	Om003G112030	jg21768
OG0006670	Om003G112450	jg21794
OG0006671	Om003G113640	jg21937
OG0006672	Om003G113730	jg21951
OG0006674	Om003G114380	jg22035
OG0006675	Om003G114850	jg22060
OG0006676	Om003G115850	jg22202
OG0006677	Om003G115440	jg22147
OG0006678	Om002G043340	jg22249, jg22245
OG0006679	Om003G116100	jg22252
OG0006680	Om003G116180	jg22281
OG0006681	Om003G116340	jg22290
OG0006682	Om003G116780	jg22326
OG0006684	Om003G117780	jg22409
OG0006685	Om003G118550	jg22477
OG0006686	Om003G119160	jg22532
OG0006687	Om006G249660	jg22611
OG0006688	Om006G249540	jg22624, jg22626
OG0006689	Om006G249250	jg22650
OG0006691	Om007G313250	jg21273
OG0006692	Om004G161990	jg5110
OG0006693	Om004G162060	jg5104
OG0006694	Om004G162190	jg5091
OG0006695	Om004G162270	jg5082
OG0006696	Om004G165180, Om004G165200	jg4888
OG0006697	Om004G165370	jg4878
OG0006698	Om004G165860	jg4846
OG0006699	Om004G165960	jg4834
OG0006700	Om004G166310	jg4803
OG0006701	Om006G233320	jg23404
OG0006702	Om004G167010	jg4743
OG0006703	Om004G167350	jg4708
OG0006704	Om004G167640	jg4482, jg4686, jg4467
OG0006705	Om004G167760	jg4674
OG0006706	Om004G168000	jg4652
OG0006707	Om004G168480	jg4610
OG0006708	Om001G000070	jg10896
OG0006709	Om001G000120	jg10889
OG0006710	Om001G000600	jg10853
OG0006711	Om001G000640	jg10849
OG0006712	Om001G001320	jg10807
OG0006713	Om001G001360	jg10804
OG0006714	Om001G001840	jg10782
OG0006716	Om001G003210	jg10689
OG0006717	Om001G003750	jg8174, jg10656
OG0006718	Om001G004570	jg10615
OG0006719	Om001G004660	jg10609
OG0006720	Om008G356910	jg20654
OG0006721	Om001G005750	jg10543
OG0006722	Om001G005840	jg10537
OG0006723	Om003G120900, Om001G000090, Om008G353620	jg10892
OG0006724	Om001G007270	jg10420
OG0006725	Om001G007870	jg10385
OG0006726	Om001G008090	jg10367
OG0006727	Om001G009350	jg10262
OG0006728	Om001G010650	jg10155
OG0006729	Om001G010620	jg10151
OG0006730	Om001G010840	jg10131
OG0006731	Om001G011060	jg10113, jg7473
OG0006732	Om001G011120	jg10107
OG0006733	Om001G011300	jg10090
OG0006734	Om001G011390	jg10085
OG0006735	Om001G011410	jg10084
OG0006736	Om001G011640, Om001G011620	jg10070
OG0006737	Om001G011660	jg10068
OG0006739	Om001G014250	jg32259
OG0006740	Om005G199910	jg30356
OG0006741	Om001G015480	jg11070, jg32602
OG0006742	Om001G015820	jg32538, jg32539
OG0006743	Om005G195900	jg30009
OG0006744	Om007G287110	jg32796
OG0006745	Om007G287330	jg32754
OG0006746	Om007G288170	jg31307
OG0006747	Om005G185400	jg29114
OG0006748	Om001G017120, Om007G302580	jg10062
OG0006749	Om007G287970	jg31294
OG0006750	Om007G287760	jg32728
OG0006751	Om007G288090	jg31300
OG0006752	Om002G087850	jg28217
OG0006753	Om007G288880	jg31380
OG0006754	Om007G289370	jg31425
OG0006755	Om007G289390	jg31427
OG0006756	Om007G289460	jg31437
OG0006757	Om007G289660	jg31458
OG0006758	Om007G290200	jg31517
OG0006759	Om007G290550	jg31550
OG0006760	Om007G290880	jg31579
OG0006761	Om007G291000	jg31589
OG0006763	Om007G291630	jg31661
OG0006764	Om001G035070	jg8771
OG0006765	Om001G035920	jg8708
OG0006766	Om001G036490	jg8675
OG0006767	Om001G036690	jg8664
OG0006768	Om001G037370	jg8625
OG0006769	Om001G037600	jg8617
OG0006770	Om001G038380	jg8573
OG0006771	Om001G038430	jg8569
OG0006773	Om004G154090	jg16688
OG0006775	Om004G156240	jg16540
OG0006776	Om001G041160	jg8357
OG0006777	Om001G041440	jg8327
OG0006778	Om001G041660	jg8302, jg8309
OG0006779	Om003G098480	jg33023
OG0006781	Om008G338730	jg18671
OG0006782	Om006G245500	jg7188, jg7199
OG0006783	Om001G015740	jg32570
OG0006784	Om008G340370	jg18521
OG0006785	Om001G030510, Om001G030010	jg18484
OG0006786	Om007G287720, Om008G341850	jg21003
OG0006787	Om008G341870	jg21011, jg21013
OG0006788	Om003G124830	jg21069
OG0006789	Om002G044250	jg24110
OG0006790	Om008G346280, Om008G346310	jg7321
OG0006791	Om008G351250	jg7491
OG0006792	Om008G351750	jg7549
OG0006793	Om008G351850	jg7567, jg7561, jg7476, jg27439, jg2204
OG0006794	Om004G144520	jg7569
OG0006795	Om008G352810	jg7581
OG0006796	Om008G352130	jg7608
OG0006797	Om008G353930	jg7701
OG0006798	Om008G354320	jg7732
OG0006799	Om008G355720	jg7822
OG0006800	Om008G355900	jg20746
OG0006801	Om008G356220	jg20704
OG0006802	Om001G021000	jg9685
OG0006803	Om008G358880	jg20497
OG0006804	Om008G359550	jg20460
OG0006805	Om008G360970	jg20398
OG0006806	Om008G361200	jg20392
OG0006807	Om008G361430	jg20388
OG0006808	Om008G361490	jg20382
OG0006809	Om008G361580	jg20375
OG0006810	Om008G361910	jg20352
OG0006811	Om008G334640	jg18965
OG0006812	Om008G362750	jg20276
OG0006813	Om007G302850, Om005G212700	jg20262
OG0006815	Om002G075900	jg26933
OG0006816	Om002G074880, Om002G074960	jg26852
OG0006817	Om002G074420	jg26801
OG0006818	Om003G104240	jg11562
