Orthogroup	Odontarrhena_muralis	Cardamine_hirsuta
OG0007722	Om007G290410	CARHR029470
OG0007723	Om008G340440	CARHR128270
OG0007724	Om008G337490, Om008G340530	CARHR128130
OG0007725	Om008G340640	CARHR128010
OG0007726	Om008G327500	CARHR127950
OG0007727	Om008G340710	CARHR127940
OG0007728	Om008G341060	CARHR127560
OG0007729	Om008G341120	CARHR127500
OG0007730	Om008G341890	CARHR181270
OG0007731	Om008G347630	CARHR256290
OG0007732	Om008G350710	CARHR255570
OG0007733	Om008G351240	CARHR255340
OG0007734	Om008G351800	CARHR254710
OG0007735	Om008G353180	CARHR253790
OG0007736	Om008G353540	CARHR253540
OG0007737	Om008G353900	CARHR253060
OG0007738	Om008G354610	CARHR252590
OG0007739	Om006G241640	CARHR192910
OG0007740	Om008G354840	CARHR252520
OG0007741	Om008G356590	CARHR178240
OG0007742	Om008G357550	CARHR177470
OG0007743	Om008G358140	CARHR176710
OG0007744	Om008G358510	CARHR176440
OG0007745	Om008G358960	CARHR055660, CARHR176070
OG0007746	Om008G359140	CARHR175960
OG0007747	Om008G359500	CARHR175850
OG0007748	Om008G359720	CARHR175570
OG0007749	Om008G359810	CARHR175520
OG0007750	Om008G360840	CARHR175050
OG0007751	Om004G172810	CARHR208770
OG0007752	Om008G360940	CARHR174990
OG0007753	Om008G361160	CARHR174850
OG0007754	Om008G361660	CARHR174540
OG0007755	Om005G189710	CARHR290530
OG0007756	Om003G106170	CARHR217790
OG0007757	Om003G106750	CARHR216980
OG0007758	Om003G105410	CARHR220550
OG0007759	Om005G185830	CARHR101410
OG0007760	Om002G074340	CARHR100920
OG0007761	Om003G104100	CARHR218940, CARHR258880
OG0007762	Om006G236180	CARHR219740
OG0007763	Om003G103150	CARHR220530
OG0007764	Om004G143330	CARHR222140
OG0007765	Om007G317850	CARHR213330
OG0007766	Om007G318370	CARHR212770
OG0007767	Om002G067620	CARHR212530
OG0007768	Om004G137710	CARHR050820
OG0007769	Om008G318920	CARHR143250
OG0007770	Om008G319080	CARHR143110
OG0007771	Om008G319140	CARHR143060
OG0007772	Om008G319570	CARHR142740
OG0007773	Om008G319690	CARHR142660
OG0007774	Om008G319830	CARHR142600
OG0007775	Om008G319850	CARHR142580
OG0007776	Om008G320670	CARHR141890
OG0007777	Om008G320760, Om006G262030	CARHR141820
OG0007778	Om003G096140	CARHR141490
OG0007779	Om008G321260	CARHR141350
OG0007780	Om008G321280	CARHR141330
OG0007781	Om008G321290	CARHR141310
OG0007782	Om008G321320	CARHR141290
OG0007783	Om008G321330	CARHR141280
OG0007784	Om008G321450	CARHR141190
OG0007785	Om008G321790	CARHR140900
OG0007786	Om008G322210	CARHR140590
OG0007787	Om008G322900	CARHR140090
OG0007788	Om008G323420	CARHR139600
OG0007789	Om008G323940	CARHR139310
OG0007790	Om008G324030	CARHR139210
OG0007791	Om008G324330	CARHR139080
OG0007792	Om008G326030	CARHR137960
OG0007793	Om008G326410	CARHR137710
OG0007794	Om008G327230	CARHR137050
OG0007795	Om008G326960	CARHR137240
OG0007796	Om004G176910	CARHR211950, CARHR083210
OG0007797	Om004G176670	CARHR211740
OG0007798	Om004G176470	CARHR211570
OG0007799	Om004G176240	CARHR211410
OG0007800	Om004G176160	CARHR211340
OG0007801	Om004G175740	CARHR211020
OG0007802	Om004G175640	CARHR210900
OG0007803	Om004G175590	CARHR210830
OG0007804	Om004G175580	CARHR210820
OG0007805	Om004G175270	CARHR210610
OG0007806	Om004G173710	CARHR209420
OG0007807	Om004G174810	CARHR210250
OG0007808	Om004G173750	CARHR209470
OG0007809	Om004G173570	CARHR209320
OG0007810	Om004G173330	CARHR209150
OG0007811	Om005G223510, Om004G173230	CARHR209080
OG0007812	Om004G173130	CARHR209030
OG0007813	Om004G173070	CARHR208980
OG0007814	Om006G241050	CARHR193550
OG0007815	Om006G241310	CARHR193220
OG0007816	Om006G241340	CARHR193210, CARHR193200
OG0007817	Om006G242330	CARHR192190
OG0007818	Om006G242530	CARHR192070
OG0007819	Om006G242810	CARHR191860
OG0007820	Om006G242880	CARHR191820
OG0007821	Om006G242970	CARHR191760
OG0007822	Om006G243010	CARHR191730
OG0007823	Om006G243300	CARHR191540
OG0007824	Om006G243870	CARHR191080
OG0007825	Om006G244240	CARHR190810
OG0007826	Om006G244520	CARHR274470
OG0007827	Om006G244620	CARHR274390
OG0007828	Om006G244850	CARHR274190
OG0007829	Om006G245220	CARHR273870
OG0007830	Om006G245450	CARHR273630
OG0007831	Om006G245800	CARHR273280
OG0007832	Om006G267830, Om008G354490	CARHR285520, CARHR285440
OG0007833	Om006G246870	CARHR285230
OG0007834	Om006G247180	CARHR272790
OG0007835	Om006G234580	CARHR276960
OG0007836	Om006G234510	CARHR277020
OG0007837	Om006G234500	CARHR277030
OG0007838	Om006G234170	CARHR277330
OG0007839	Om006G249930	CARHR270680
OG0007840	Om006G233570	CARHR277900
OG0007841	Om006G233520	CARHR277940
OG0007842	Om006G257180, Om006G232870, Om006G257190	CARHR278510
OG0007843	Om006G232720	CARHR278650
OG0007844	Om006G232560	CARHR278810
OG0007845	Om006G232540	CARHR278830
OG0007846	Om006G232030	CARHR279150
OG0007847	Om006G232000	CARHR279200
OG0007849	Om006G231490	CARHR279640
OG0007850	Om006G231470	CARHR279650
OG0007851	Om006G231310	CARHR279770
OG0007852	Om006G231040	CARHR280000
OG0007853	Om006G230760	CARHR280240
OG0007854	Om006G230660	CARHR280310
OG0007855	Om006G230530	CARHR280410
OG0007856	Om006G230070	CARHR280830
OG0007857	Om006G229560	CARHR281280
OG0007858	Om006G257600	CARHR160740
OG0007859	Om006G229320	CARHR281420
OG0007860	Om004G157840	CARHR248890
OG0007861	Om004G157730	CARHR248740
OG0007862	Om004G158020	CARHR249000
OG0007863	Om004G158310	CARHR249260
OG0007864	Om004G158380	CARHR249360
OG0007865	Om004G158660	CARHR250230
OG0007866	Om004G158880	CARHR250000
OG0007867	Om004G159360	CARHR249540
OG0007868	Om004G159580	CARHR250470
OG0007869	Om004G159670	CARHR250500
OG0007870	Om004G159730	CARHR250530
OG0007871	Om004G160240	CARHR251020
OG0007872	Om004G160350	CARHR251130, CARHR251120
OG0007873	Om004G160620	CARHR251410
OG0007874	Om007G302170	CARHR251660
OG0007875	Om007G292950	CARHR179070
OG0007876	Om007G277550, Om007G277560	CARHR179520, CARHR179510
OG0007877	Om007G278200, Om005G190260	CARHR180420
OG0007878	Om007G278250	CARHR127440
OG0007879	Om007G278290	CARHR127400
OG0007880	Om007G279290	CARHR126130
OG0007881	Om007G279260	CARHR126090
OG0007882	Om007G279230	CARHR126050
OG0007883	Om007G278730	CARHR126920
OG0007884	Om007G279330	CARHR126180
OG0007885	Om007G280060	CARHR125510
OG0007886	Om002G056920, Om007G280710	CARHR124840, CARHR163730
OG0007887	Om007G280850	CARHR124710
OG0007888	Om007G281010	CARHR124530
OG0007889	Om007G281040	CARHR124490
OG0007890	Om005G184030	CARHR006150
OG0007891	Om007G281180	CARHR124340
OG0007892	Om007G281440	CARHR123970
OG0007893	Om007G281660	CARHR123720
OG0007894	Om007G281700	CARHR123660
OG0007895	Om007G281800	CARHR123530
OG0007896	Om005G184630	CARHR006820
OG0007897	Om007G282000	CARHR123370
OG0007898	Om007G283240	CARHR121930
OG0007899	Om007G283250	CARHR121900
OG0007900	Om007G283580	CARHR121420
OG0007901	Om007G283640	CARHR121360
OG0007902	Om007G283770	CARHR121240
OG0007903	Om007G284240	CARHR120590
OG0007904	Om007G285130	CARHR119340
OG0007905	Om007G285410	CARHR118880
OG0007906	Om004G170260	CARHR206180, CARHR285910
OG0007907	Om004G151140	CARHR118390
OG0007908	Om004G149470	CARHR115080
OG0007909	Om001G020210	CARHR235080
OG0007910	Om001G019980	CARHR234770
OG0007911	Om007G300830	CARHR198560
OG0007912	Om002G042610	CARHR075400
OG0007914	Om001G008540	CARHR215800
OG0007915	Om001G017730	CARHR234050
OG0007916	Om002G043020	CARHR075840
OG0007917	Om002G071320, Om002G043070	CARHR075890
OG0007918	Om007G300080	CARHR198040
OG0007919	Om002G043430	CARHR076110
OG0007920	Om002G043670	CARHR076340
OG0007921	Om002G043990	CARHR076670
OG0007922	Om002G044150	CARHR104140, CARHR076810
OG0007923	Om002G044270	CARHR076900
OG0007924	Om002G044550	CARHR077120
OG0007925	Om002G044970	CARHR077460
OG0007926	Om002G045330	CARHR077830
OG0007927	Om002G045820	CARHR078220
OG0007928	Om002G046500	CARHR078930
OG0007929	Om002G046550	CARHR078980
OG0007930	Om002G046760	CARHR079190
OG0007931	Om002G047060	CARHR079410
OG0007932	Om002G046890	CARHR079290
OG0007933	Om002G047170	CARHR079500, CARHR079490
OG0007934	Om002G047250	CARHR079540
OG0007935	Om002G047410	CARHR079670
OG0007936	Om002G047630	CARHR079910
OG0007937	Om002G047580	CARHR079850
OG0007938	Om002G047970, Om007G284010	CARHR080140
OG0007939	Om002G048280	CARHR080420
OG0007940	Om002G048390	CARHR080520
OG0007941	Om002G048610	CARHR080640
OG0007942	Om002G049110	CARHR081010
OG0007943	Om002G049180	CARHR081090
OG0007944	Om002G049190	CARHR081100
OG0007945	Om002G049210	CARHR081120
OG0007946	Om002G049240	CARHR081140
OG0007947	Om002G049250	CARHR081150
OG0007948	Om007G305720	CARHR182860, CARHR182850
OG0007949	Om002G049830	CARHR081720
OG0007950	Om002G050030	CARHR081970
OG0007951	Om002G070410, Om002G050280	CARHR082210
OG0007952	Om002G050440	CARHR082360
OG0007953	Om002G050540	CARHR082460
OG0007954	Om002G050550	CARHR082470
OG0007955	Om002G050750	CARHR082690
OG0007956	Om002G050900	CARHR082800
OG0007957	Om002G051220	CARHR083150
OG0007958	Om008G330410	CARHR135210
OG0007959	Om008G330480, Om008G330470	CARHR135170
OG0007960	Om008G330510	CARHR135140
OG0007961	Om008G330830	CARHR134930
OG0007962	Om008G331150	CARHR134790
OG0007963	Om008G331830, Om003G113720	CARHR134360
OG0007964	Om008G333040	CARHR133530
OG0007966	Om008G337680, Om008G337670	CARHR130340
OG0007967	Om008G337500	CARHR130460
OG0007968	Om008G337080	CARHR130750
OG0007969	Om008G337040	CARHR130780
OG0007970	Om008G336770	CARHR130980
OG0007971	Om008G336410	CARHR131400
OG0007972	Om008G336350	CARHR131430, CARHR131440
OG0007973	Om008G336120	CARHR131590
OG0007974	Om008G335960	CARHR132390
OG0007976	Om008G335150	CARHR131870
OG0007977	Om008G335070	CARHR131790
OG0007978	Om008G334820	CARHR132430
OG0007979	Om008G334380	CARHR132690
OG0007980	Om008G334100	CARHR132840
OG0007981	Om008G333940	CARHR132980
OG0007982	Om008G338090	CARHR130040
OG0007983	Om005G196120	CARHR015940
OG0007984	Om005G197170	CARHR016740
OG0007985	Om005G197690	CARHR017200
OG0007986	Om005G199310	CARHR018430
OG0007987	Om005G199870	CARHR018890
OG0007988	Om005G199740	CARHR018790
OG0007989	Om005G199980	CARHR162310, CARHR018970
OG0007990	Om005G199990	CARHR018990
OG0007991	Om005G200130	CARHR019100
OG0007993	Om005G200440	CARHR019290
OG0007994	Om005G200710	CARHR019490
OG0007995	Om005G201200	CARHR019870
OG0007996	Om005G201220	CARHR019890
OG0007997	Om005G201410	CARHR020020
OG0007998	Om005G201450	CARHR020050
OG0007999	Om005G201910	CARHR020360
OG0008000	Om005G201920	CARHR020370
OG0008001	Om005G202070	CARHR020440
OG0008002	Om005G202320	CARHR020680
OG0008003	Om005G202430	CARHR020790
OG0008004	Om005G202970	CARHR021270
OG0008005	Om004G136060	CARHR070000
OG0008006	Om005G203170	CARHR021450
OG0008007	Om005G203570	CARHR021730
OG0008008	Om005G203700	CARHR021830
OG0008009	Om005G203730	CARHR021850
OG0008011	Om005G200370	CARHR021860
OG0008012	Om005G203910	CARHR021950
OG0008013	Om005G204010	CARHR022010
OG0008014	Om005G204750	CARHR022610
OG0008015	Om005G204800	CARHR022700
OG0008016	Om005G205010	CARHR022870
OG0008017	Om007G301140, Om005G205130	CARHR022990
OG0008018	Om005G205660	CARHR023420
OG0008019	Om004G143790	CARHR023870
OG0008020	Om004G144420	CARHR024210
OG0008021	Om004G144870	CARHR024640
OG0008022	Om004G146810	CARHR025850
OG0008023	Om004G146880	CARHR025860
OG0008024	Om004G147010, Om003G122120, Om003G122130	CARHR025950
OG0008025	Om005G211400	CARHR060840
OG0008026	Om004G147990	CARHR026620
OG0008027	Om004G139200, Om008G333220	CARHR026870
OG0008028	Om002G056770	CARHR026860
OG0008029	Om004G148430	CARHR027030
OG0008031	Om005G181390	CARHR231670
OG0008032	Om004G151290	CARHR033650, CARHR231720
OG0008033	Om004G159560	CARHR231880
OG0008034	Om004G148320	CARHR231960
OG0008035	Om007G285920	CARHR232450
OG0008036	Om007G286010	CARHR232520
OG0008037	Om007G286200	CARHR232660
OG0008038	Om007G286260	CARHR232740
OG0008039	Om007G286290	CARHR232750
OG0008040	Om001G021510	CARHR235540
OG0008041	Om001G021760	CARHR235630
OG0008042	Om004G154530	CARHR294570
OG0008043	Om004G154790	CARHR117310
OG0008044	Om018G373770, Om004G153080	CARHR117780
OG0008045	Om004G152000	CARHR292990
OG0008046	Om004G139740	CARHR067520
OG0008047	Om004G154280	CARHR114050
OG0008048	Om004G154230	CARHR114040
OG0008049	Om004G154210	CARHR114000
OG0008050	Om004G154080	CARHR113820
OG0008051	Om004G154030	CARHR113740
OG0008052	Om004G153520	CARHR113080
OG0008053	Om004G155740	CARHR112910
OG0008054	Om004G155770	CARHR112830
OG0008055	Om004G156060	CARHR112390
OG0008056	Om004G156200	CARHR112170
OG0008057	Om004G156250	CARHR112120, CARHR112130
OG0008058	Om004G156410	CARHR112000
OG0008059	Om005G195760	CARHR015630
OG0008060	Om005G195660	CARHR015560
OG0008062	Om005G195490	CARHR015430
OG0008063	Om005G195280	CARHR015320
OG0008064	Om005G194840	CARHR015100
OG0008065	Om005G194590	CARHR014870
OG0008066	Om005G193890, Om005G193940	CARHR014450
OG0008067	Om005G194010	CARHR014370
OG0008068	Om005G193690	CARHR014110
OG0008069	Om005G192820, Om005G192780	CARHR013500
OG0008070	Om005G192630	CARHR013380
OG0008071	Om005G192620	CARHR013370
OG0008072	Om005G192110	CARHR012920
OG0008073	Om005G191960	CARHR012790
OG0008074	Om005G191860	CARHR012710
OG0008075	Om005G191350	CARHR012380
OG0008076	Om005G191070	CARHR012170
OG0008077	Om005G191050	CARHR012160
OG0008078	Om005G190650	CARHR011910
OG0008079	Om005G190460	CARHR011780
OG0008080	Om005G190420	CARHR011720
OG0008081	Om005G189260	CARHR010780
OG0008082	Om005G188930	CARHR010550
OG0008083	Om005G188710	CARHR010300
OG0008084	Om005G188610	CARHR010230
OG0008085	Om005G188090	CARHR009760
OG0008086	Om006G253250	CARHR164370
OG0008087	Om005G186830	CARHR008710
OG0008088	Om005G186570	CARHR008440
OG0008089	Om005G186590	CARHR008460
OG0008090	Om005G185320	CARHR007310
OG0008091	Om005G184800	CARHR006940
OG0008092	Om005G184560	CARHR006740
OG0008093	Om005G207140	CARHR006180
OG0008094	Om005G184270	CARHR006470
OG0008095	Om005G184130	CARHR006330
OG0008096	Om005G184060	CARHR006170
OG0008098	Om005G183960	CARHR006100
OG0008099	Om008G349320	CARHR005960, CARHR005900
OG0008100	Om005G183550	CARHR005620
OG0008101	Om005G183270	CARHR005390
OG0008102	Om005G183010	CARHR005120
OG0008103	Om005G182240	CARHR004450
OG0008104	Om004G161000	CARHR199720
OG0008105	Om005G181560	CARHR003910
OG0008106	Om005G181690	CARHR003800
OG0008107	Om005G181720	CARHR003770
OG0008108	Om005G181250	CARHR003540
OG0008109	Om005G180480	CARHR002910
OG0008110	Om005G180500	CARHR002930
OG0008111	Om005G180510	CARHR002940
OG0008112	Om005G180540	CARHR002970
OG0008113	Om005G180820	CARHR003150
OG0008114	Om005G180190	CARHR002570
OG0008115	Om005G180070	CARHR002510
OG0008116	Om005G179980	CARHR002460
OG0008117	Om005G179640	CARHR002200
OG0008118	Om005G179180	CARHR001720
OG0008119	Om005G179260, Om005G179270	CARHR001760
OG0008120	Om005G179280	CARHR001770
OG0008121	Om005G179120	CARHR001660
OG0008122	Om005G178770	CARHR001330
OG0008123	Om005G178200	CARHR000700
OG0008124	Om004G157020, Om004G157010	CARHR248020
OG0008125	Om005G177610	CARHR000190
OG0008126	Om007G301320	CARHR198870
OG0008127	Om007G301570	CARHR103230, CARHR199100
OG0008128	Om007G300950	CARHR198600
OG0008129	Om007G300940	CARHR198590
OG0008130	Om007G300790	CARHR198520
OG0008131	Om007G299640	CARHR197730
OG0008132	Om007G299710	CARHR197770
OG0008133	Om007G299720	CARHR197780
OG0008134	Om007G298850	CARHR197180
OG0008135	Om007G298280	CARHR196790
OG0008136	Om007G298240	CARHR196740
OG0008137	Om007G298180	CARHR196700
OG0008138	Om007G298060	CARHR196580
OG0008139	Om007G297560	CARHR196220
OG0008140	Om007G297070	CARHR195760
OG0008141	Om007G296650	CARHR195470
OG0008142	Om007G296450	CARHR195320
OG0008143	Om007G296440	CARHR195310
OG0008145	Om007G296040	CARHR194830
OG0008146	Om007G295830	CARHR194580
OG0008147	Om007G295810	CARHR194560
OG0008149	Om007G295360	CARHR194300
OG0008150	Om007G295200	CARHR194170
OG0008151	Om007G295150	CARHR193950
OG0008152	Om007G294990	CARHR193940
OG0008153	Om007G294940	CARHR193900
OG0008154	Om007G294870	CARHR193800
OG0008155	Om007G294690	CARHR193620
OG0008156	Om007G294680	CARHR187140
OG0008157	Om007G294630	CARHR187070
OG0008158	Om007G294620	CARHR187060
OG0008159	Om007G294490	CARHR186990
OG0008160	Om007G294250	CARHR186680
OG0008161	Om007G294010	CARHR186320
OG0008162	Om007G293900	CARHR186260
OG0008163	Om007G293710	CARHR186140
OG0008164	Om007G293550	CARHR185970
OG0008165	Om007G303470	CARHR185550
OG0008166	Om007G304140	CARHR182620
OG0008167	Om007G303970	CARHR182420
OG0008168	Om007G305850, Om009G362980	CARHR182910
OG0008170	Om004G160950	CARHR199680
OG0008171	Om009G364200, Om007G307200	CARHR183470
OG0008172	Om004G161130	CARHR199790
OG0008173	Om004G161240	CARHR199870
OG0008174	Om004G161320	CARHR199930
OG0008175	Om004G169550	CARHR206120
OG0008176	Om004G169950	CARHR206440, CARHR206450
OG0008177	Om004G170180	CARHR206670
OG0008178	Om004G170220	CARHR206720
OG0008179	Om004G170430	CARHR207040
OG0008180	Om004G171940, Om001G002990	CARHR208080
OG0008181	Om004G172740	CARHR208720
OG0008182	Om004G172770	CARHR208740
OG0008183	Om006G241100	CARHR193610
OG0008184	Om006G240100	CARHR188090
OG0008185	Om006G239740	CARHR188420
OG0008186	Om006G239360	CARHR188780
OG0008187	Om006G239320	CARHR188820
OG0008188	Om006G239290	CARHR188850
OG0008189	Om006G238980	CARHR189120
OG0008190	Om006G238790	CARHR189350
OG0008191	Om006G238320	CARHR189780
OG0008192	Om006G238250	CARHR189840
OG0008193	Om006G237990	CARHR190060
OG0008194	Om005G211650	CARHR060650
OG0008195	Om006G237650	CARHR190350
OG0008196	Om006G237570	CARHR190430
OG0008197	Om006G237540	CARHR190450
OG0008198	Om004G167960	CARHR274630
OG0008199	Om006G236740	CARHR275140
OG0008200	Om006G236420	CARHR275460
OG0008201	Om006G236210	CARHR275620
OG0008202	Om006G235680	CARHR276050
OG0008203	Om006G235660	CARHR276070
OG0008204	Om006G235590	CARHR276170
OG0008205	Om006G235410	CARHR276300
OG0008206	Om006G235350	CARHR276340
OG0008207	Om006G235050	CARHR276530
OG0008208	Om006G234840	CARHR276750
OG0008209	Om006G234640	CARHR276920
OG0008210	Om006G247660	CARHR272340
OG0008211	Om006G247670	CARHR272330
OG0008212	Om006G247740	CARHR272280
OG0008213	Om006G257590	CARHR160750
OG0008214	Om006G257660	CARHR160720
OG0008215	Om006G257680	CARHR160670
OG0008216	Om006G258160	CARHR160370
OG0008217	Om006G258450, Om006G258570	CARHR160070
OG0008218	Om006G259250	CARHR159110
OG0008219	Om006G260260	CARHR158550
OG0008220	Om006G260270	CARHR158540
OG0008221	Om006G260590	CARHR158100
OG0008223	Om006G266930	CARHR154920
OG0008224	Om006G236190	CARHR151530
OG0008225	Om005G220200, Om003G117960, Om005G220170, Om004G155380, Om005G220190	CARHR149720
OG0008227	Om005G212070	CARHR060300
OG0008228	Om005G212090	CARHR060280
OG0008229	Om005G212140, Om005G212130	CARHR060260
OG0008230	Om005G212220	CARHR060170
OG0008231	Om005G212270	CARHR060130
OG0008232	Om008G339550	CARHR129020
OG0008233	Om001G036820	CARHR059930
OG0008234	Om005G211850	CARHR060490
OG0008235	Om005G212490	CARHR059860
OG0008236	Om005G209990	CARHR061780
OG0008237	Om005G209960	CARHR061790
OG0008238	Om005G209900	CARHR061880
OG0008239	Om005G208620	CARHR062920
OG0008240	Om004G145030	CARHR024810
OG0008241	Om002G069850, Om006G260960	CARHR097680
OG0008242	Om005G208180	CARHR063240
OG0008243	Om005G208160	CARHR063250
OG0008244	Om005G208050, Om005G208060	CARHR063350
OG0008245	Om005G207840	CARHR063530
OG0008246	Om005G207780	CARHR063600
OG0008247	Om005G206830	CARHR064300
OG0008248	Om005G206510	CARHR064590
OG0008249	Om005G205920	CARHR290940
OG0008250	Om004G142930	CARHR065040
OG0008251	Om004G133760	CARHR071600
OG0008252	Om004G133870	CARHR071580
OG0008253	Om004G133910	CARHR071560
OG0008254	Om004G134170	CARHR071330
OG0008255	Om004G134240	CARHR071300
OG0008256	Om004G134780	CARHR070990
OG0008257	Om004G135090	CARHR070670
OG0008258	Om004G135210, Om004G135800	CARHR070580
OG0008259	Om004G135470	CARHR070410
OG0008260	Om004G136010	CARHR070040
OG0008261	Om004G136930	CARHR069600
OG0008262	Om004G136850	CARHR069510
OG0008263	Om004G137330	CARHR069230
OG0008264	Om004G137340	CARHR069220
OG0008265	Om004G137620	CARHR069070
OG0008266	Om004G138410	CARHR069010
OG0008267	Om004G138240	CARHR068910
OG0008268	Om006G235220, Om004G137750	CARHR068530
OG0008269	Om004G138680	CARHR068260
OG0008270	Om004G139000	CARHR068050, CARHR103880
OG0008271	Om004G139610	CARHR067630
OG0008272	Om004G140000, Om004G139990	CARHR067260
OG0008273	Om004G140280, Om006G260530	CARHR067050
OG0008274	Om004G140430	CARHR066930
OG0008275	Om004G140500	CARHR066870
OG0008276	Om004G140770	CARHR066750
OG0008277	Om004G141130	CARHR066480
OG0008278	Om004G141220	CARHR066410
OG0008279	Om004G141850	CARHR066090
OG0008280	Om004G141970	CARHR065990
OG0008281	Om004G142470	CARHR065450
OG0008282	Om004G142830	CARHR065110
OG0008283	Om004G132210	CARHR072710
OG0008284	Om004G131700	CARHR073140
OG0008285	Om004G131410	CARHR073370
OG0008286	Om004G131310	CARHR073500, CARHR153930
OG0008287	Om004G130970	CARHR073730
OG0008288	Om004G130830	CARHR073880
OG0008289	Om004G130560	CARHR074050
OG0008290	Om078G377240, Om004G130300	CARHR074160
OG0008292	Om004G130050	CARHR074370
OG0008293	Om004G129660	CARHR074620
OG0008294	Om002G056480	CARHR087210
OG0008295	Om002G057000	CARHR087610
OG0008296	Om002G057040	CARHR087650
OG0008297	Om002G057360	CARHR087890
OG0008298	Om002G057660, Om005G182710	CARHR088090
OG0008299	Om002G058430	CARHR088690
OG0008300	Om006G240480	CARHR187650
OG0008301	Om002G058480	CARHR088720
OG0008302	Om002G058510, Om002G058340	CARHR088750
OG0008304	Om002G058810	CARHR088970
OG0008305	Om002G058870	CARHR089000, CARHR089020
OG0008306	Om002G058930	CARHR089070
OG0008307	Om002G059020	CARHR089150
OG0008308	Om002G060030	CARHR089830
OG0008309	Om002G060260	CARHR090050
OG0008310	Om002G060490	CARHR090250
OG0008311	Om002G060520	CARHR090280
OG0008312	Om003G094050	CARHR042920
OG0008313	Om002G061550	CARHR090990
OG0008314	Om002G062190	CARHR091450
OG0008315	Om002G062270	CARHR091510
OG0008316	Om002G063080	CARHR091990
OG0008317	Om002G063770	CARHR092490
OG0008318	Om002G063980	CARHR092690
OG0008319	Om002G064530	CARHR093150
OG0008320	Om002G064690	CARHR093280
OG0008321	Om002G065220, Om001G024660	CARHR093650
OG0008322	Om002G065720	CARHR094040, CARHR283750
OG0008323	Om002G065740	CARHR094060
OG0008324	Om002G065830	CARHR094150
OG0008325	Om002G066380	CARHR094520
OG0008326	Om002G066810	CARHR094890
OG0008327	Om002G066860	CARHR094920
OG0008328	Om002G067820	CARHR095710
OG0008329	Om006G253050	CARHR164540
OG0008330	Om002G068410	CARHR096370
OG0008331	Om003G101840	CARHR221910
OG0008332	Om002G070710	CARHR098320
OG0008333	Om002G071670	CARHR099000
OG0008334	Om002G072080	CARHR099260
OG0008335	Om002G073210	CARHR100090
OG0008336	Om002G073390	CARHR100330
OG0008337	Om007G288570	CARHR101480
OG0008338	Om003G113870	CARHR265590
OG0008339	Om002G085220	CARHR108760
OG0008340	Om002G081330	CARHR105660
OG0008341	Om002G081850	CARHR105960
OG0008342	Om002G082010	CARHR106200
OG0008343	Om002G082390	CARHR106580, CARHR106560
OG0008344	Om002G082620	CARHR106850
OG0008345	Om002G083180	CARHR107200, CARHR107170
OG0008346	Om002G083420	CARHR107350
OG0008347	Om002G084000	CARHR107580
OG0008348	Om002G084070	CARHR107620
OG0008349	Om002G084090	CARHR107650
OG0008350	Om002G084430	CARHR108130
OG0008351	Om002G086010	CARHR109220
OG0008352	Om002G085910, Om002G085920, Om002G085930	CARHR109160
OG0008353	Om002G086140	CARHR109340
OG0008354	Om002G086840	CARHR292530
OG0008355	Om002G087280	CARHR110050
OG0008357	Om003G089770	CARHR045630
OG0008358	Om003G089870	CARHR045540
OG0008359	Om003G090590	CARHR044980
OG0008360	Om008G362860	CARHR173610
OG0008361	Om003G090700	CARHR044910
OG0008362	Om003G091890	CARHR044210
OG0008363	Om003G091920	CARHR044190
OG0008364	Om003G092680	CARHR043840
OG0008365	Om003G092810	CARHR043720
OG0008366	Om003G092930, Om003G092980	CARHR043570
OG0008367	Om003G093390	CARHR043420
OG0008369	Om003G093460	CARHR043360
OG0008370	Om003G093620	CARHR043270, CARHR258470
OG0008371	Om003G094960	CARHR042240
OG0008372	Om003G095260	CARHR042090
OG0008373	Om003G095550	CARHR041860
OG0008374	Om003G095930	CARHR041560
OG0008375	Om003G096820	CARHR040660
OG0008376	Om003G097270	CARHR040350
OG0008377	Om003G097350	CARHR040290
OG0008378	Om003G098500	CARHR039240
OG0008379	Om003G098850	CARHR039030
OG0008380	Om003G100240	CARHR222550
OG0008381	Om003G100430	CARHR290740
OG0008382	Om008G339440	CARHR129060
OG0008383	Om008G339580	CARHR128990
OG0008384	Om008G339660	CARHR128950
OG0008385	Om006G256640	CARHR161560
OG0008386	Om006G256440	CARHR161870
OG0008387	Om006G256240	CARHR162030
OG0008388	Om006G256040	CARHR162150
OG0008389	Om006G255620	CARHR162610
OG0008390	Om006G255410	CARHR162760
OG0008391	Om006G254510	CARHR163440
OG0008392	Om006G254400	CARHR163550
OG0008393	Om006G254240	CARHR163680
OG0008394	Om006G254100	CARHR163810
OG0008395	Om006G253900	CARHR164000
OG0008396	Om006G256890	CARHR161380
OG0008397	Om006G253490	CARHR164240
OG0008398	Om006G253390	CARHR164250
OG0008399	Om006G252960	CARHR164640
OG0008400	Om006G253540	CARHR164220
OG0008401	Om006G252990	CARHR164610
OG0008402	Om008G340600, Om006G252650	CARHR164930
OG0008403	Om006G251950	CARHR165440
OG0008404	Om006G251860	CARHR165560, CARHR163150
OG0008405	Om006G250980	CARHR166120
OG0008406	Om003G119410	CARHR166600
OG0008407	Om003G119960	CARHR167140
OG0008408	Om003G120800	CARHR167950
OG0008409	Om003G121590	CARHR168530
OG0008410	Om003G122170	CARHR168840
OG0008411	Om003G122390	CARHR169020
