Orthogroup	Odontarrhena_muralis	Cardamine_hirsuta
OG0015877	Om005G179170	CARHR001710
OG0015878	Om005G179310	CARHR001800
OG0015879	Om005G179100	CARHR001640
OG0015880	Om005G179080	CARHR001620
OG0015881	Om005G178610	CARHR001190
OG0015882	Om005G178480	CARHR001010, CARHR001030
OG0015883	Om005G178090	CARHR000620
OG0015884	Om005G178140	CARHR000550
OG0015885	Om005G177900	CARHR000470
OG0015886	Om005G177890	CARHR000460
OG0015887	Om005G177880	CARHR000450
OG0015888	Om005G177840	CARHR000410
OG0015889	Om005G177810	CARHR000380
OG0015891	Om005G177720	CARHR000280
OG0015892	Om005G177650	CARHR000210
OG0015893	Om005G177570	CARHR000150
OG0015894	Om007G302100	CARHR199540
OG0015895	Om007G301170	CARHR198760
OG0015896	Om007G301360	CARHR198900
OG0015897	Om007G301620	CARHR199120
OG0015898	Om007G301700	CARHR199200
OG0015899	Om007G301790	CARHR199280
OG0015900	Om007G301030	CARHR198660
OG0015901	Om007G300900	CARHR198570
OG0015902	Om007G300810	CARHR198540
OG0015903	Om007G299750	CARHR197800
OG0015904	Om007G299830	CARHR197880
OG0015905	Om007G299980	CARHR197960
OG0015906	Om007G300070	CARHR198030
OG0015908	Om007G299140	CARHR197410
OG0015909	Om007G298640	CARHR197050
OG0015910	Om002G043840	CARHR076540
OG0015911	Om007G298830	CARHR197160
OG0015912	Om007G298210	CARHR196720
OG0015913	Om007G298050	CARHR196570
OG0015914	Om007G297740	CARHR196350
OG0015915	Om007G297640	CARHR196290
OG0015917	Om007G297310	CARHR195970
OG0015918	Om007G297150	CARHR195830
OG0015919	Om007G297170	CARHR195850
OG0015920	Om007G297060	CARHR195750
OG0015921	Om007G296830	CARHR195610
OG0015922	Om007G296720	CARHR195540
OG0015923	Om007G296700	CARHR195520
OG0015924	Om007G296360	CARHR195170
OG0015925	Om007G296290	CARHR195090
OG0015926	Om007G296060	CARHR194850
OG0015927	Om007G296050	CARHR194840
OG0015928	Om007G295900	CARHR194640
OG0015929	Om007G295870	CARHR194610
OG0015930	Om005G186640	CARHR008520
OG0015931	Om007G295420	CARHR194360
OG0015932	Om007G295320	CARHR194240
OG0015933	Om007G295310	CARHR194230
OG0015934	Om007G295180	CARHR194150
OG0015935	Om007G294860	CARHR193790
OG0015936	Om007G294660	CARHR187130
OG0015937	Om007G294330	CARHR186840
OG0015939	Om007G294280	CARHR186720
OG0015940	Om007G293870	CARHR186230
OG0015941	Om004G131440	CARHR186120
OG0015942	Om007G293570	CARHR185990
OG0015943	Om007G293560	CARHR185980
OG0015944	Om007G293300	CARHR185010
OG0015946	Om006G261320	CARHR157620
OG0015947	Om007G303540	CARHR287990
OG0015948	Om002G061350	CARHR233880
OG0015950	Om007G305980, Om009G363090	CARHR183120
OG0015951	Om010G364920, Om007G309280	CARHR183620
OG0015952	Om007G308030	CARHR183980
OG0015953	Om007G308240	CARHR183800
OG0015954	Om007G297660	CARHR196310
OG0015955	Om004G169760	CARHR206320
OG0015956	Om004G169690	CARHR206250
OG0015957	Om007G302140	CARHR199590
OG0015958	Om007G302150	CARHR199600
OG0015959	Om004G169900	CARHR206390
OG0015960	Om004G170170	CARHR206660
OG0015961	Om002G084040	CARHR184310
OG0015962	Om001G015250	CARHR036000
OG0015963	Om008G358740	CARHR184240
OG0015964	Om004G170390	CARHR207080
OG0015965	Om004G170480	CARHR206980
OG0015966	Om004G170660	CARHR206840
OG0015967	Om004G170720	CARHR206790
OG0015968	Om004G170960	CARHR207260
OG0015969	Om004G170980	CARHR207280
OG0015970	Om004G170990	CARHR207290
OG0015971	Om004G171140	CARHR207450
OG0015972	Om004G171160	CARHR207470
OG0015973	Om004G171210	CARHR207520
OG0015974	Om004G171240	CARHR207580
OG0015975	Om004G171260	CARHR207600
OG0015976	Om004G171660	CARHR207870
OG0015977	Om002G060310	CARHR090110
OG0015978	Om004G171890	CARHR208000
OG0015979	Om004G171960	CARHR208100
OG0015980	Om004G172050	CARHR208170
OG0015981	Om004G172400	CARHR208370
OG0015982	Om005G198110	CARHR017600
OG0015983	Om004G172680	CARHR208680
OG0015984	Om004G172780	CARHR208750
OG0015985	Om004G172900	CARHR208890
OG0015986	Om006G240720	CARHR187340
OG0015987	Om006G240710	CARHR187290
OG0015988	Om006G240690	CARHR187270
OG0015989	Om006G240640	CARHR187500
OG0015990	Om006G240050	CARHR188140
OG0015991	Om006G239920	CARHR188280
OG0015992	Om006G239620	CARHR188520
OG0015993	Om006G239510	CARHR188580
OG0015994	Om006G239460	CARHR188640
OG0015995	Om006G239410	CARHR188730
OG0015996	Om006G238970	CARHR189130
OG0015997	Om006G239000	CARHR189090
OG0015998	Om006G239160	CARHR188930
OG0015999	Om006G239170	CARHR188920
OG0016000	Om006G238750	CARHR189440
OG0016001	Om006G238700	CARHR189490
OG0016002	Om006G238410	CARHR189680
OG0016003	Om006G238370	CARHR189710
OG0016004	Om006G238300	CARHR189800
OG0016005	Om002G076000	CARHR102220
OG0016006	Om006G238060	CARHR190020
OG0016007	Om006G237970	CARHR190080
OG0016008	Om006G237590	CARHR190410
OG0016009	Om006G237510	CARHR190470
OG0016010	Om006G237280	CARHR274620
OG0016011	Om006G237250	CARHR274640
OG0016012	Om006G237240	CARHR147920
OG0016013	Om006G237020	CARHR274830
OG0016014	Om006G236750	CARHR275130
OG0016015	Om006G236730	CARHR275150
OG0016016	Om006G236520	CARHR275370
OG0016017	Om006G236400	CARHR275470
OG0016018	Om006G236010	CARHR275820
OG0016019	Om006G235960	CARHR275860
OG0016020	Om006G235730	CARHR276000
OG0016021	Om006G235650	CARHR276100
OG0016022	Om006G235640	CARHR276110
OG0016023	Om006G235330	CARHR276350
OG0016024	Om006G235170	CARHR276440
OG0016025	Om006G235040	CARHR276540
OG0016026	Om006G234890	CARHR276710
OG0016027	Om006G234800	CARHR276800
OG0016028	Om006G234650	CARHR276890
OG0016029	Om006G247330	CARHR272670
OG0016030	Om006G247520	CARHR272460
OG0016031	Om006G247610	CARHR272380
OG0016032	Om006G247620	CARHR272370
OG0016033	Om006G247690	CARHR272310
OG0016034	Om006G247750	CARHR272270
OG0016035	Om006G247960	CARHR272040
OG0016036	Om006G247980	CARHR272020
OG0016037	Om006G257430	CARHR160900
OG0016038	Om006G257510	CARHR160830
OG0016039	Om006G257720	CARHR160630
OG0016040	Om006G258230	CARHR160280
OG0016042	Om006G258690	CARHR159910
OG0016043	Om006G258760	CARHR159850
OG0016044	Om006G259030	CARHR159600
OG0016045	Om006G259160	CARHR159170
OG0016046	Om006G259290	CARHR159060
OG0016047	Om006G259980	CARHR158780
OG0016048	Om006G260140	CARHR158670
OG0016049	Om006G260220	CARHR158600
OG0016050	Om006G239200	CARHR188910
OG0016051	Om006G260440	CARHR158260
OG0016052	Om006G260920	CARHR157910
OG0016053	Om006G261040	CARHR157810
OG0016054	Om006G261070	CARHR157790
OG0016055	Om007G290350	CARHR029540
OG0016056	Om006G262490	CARHR157200
OG0016057	Om006G262530	CARHR157170
OG0016058	Om006G262630	CARHR157150
OG0016059	Om006G262770	CARHR157070
OG0016060	Om006G262920	CARHR157000
OG0016061	Om006G263030	CARHR156950
OG0016062	Om006G234780	CARHR276810
OG0016063	Om006G263170	CARHR156890
OG0016064	Om006G263300	CARHR156850
OG0016065	Om007G295190	CARHR156730
OG0016066	Om006G263710	CARHR156640
OG0016067	Om006G263750	CARHR156550
OG0016068	Om004G134580, Om006G263910	CARHR156480
OG0016069	Om006G264060	CARHR156380
OG0016070	Om006G264300	CARHR156300
OG0016071	Om006G264410	CARHR156290
OG0016072	Om006G265640	CARHR156130
OG0016073	Om006G265750	CARHR156090
OG0016074	Om006G265760	CARHR156080
OG0016075	Om006G265770	CARHR156070
OG0016076	Om006G265860	CARHR156040
OG0016077	Om006G266450	CARHR155610
OG0016078	Om006G266660	CARHR155520
OG0016079	Om006G266860	CARHR154880
OG0016080	Om006G267110	CARHR155230
OG0016081	Om006G268100	CARHR149920
OG0016082	Om004G174430	CARHR150430
OG0016083	Om001G040130	CARHR150610
OG0016084	Om006G247340	CARHR104480
OG0016085	Om002G077560	CARHR098710
OG0016086	Om006G268380	CARHR153370
OG0016087	Om006G268570	CARHR184560
OG0016088	Om008G328940	CARHR152570
OG0016090	Om006G268540	CARHR152510
OG0016091	Om005G179400	CARHR001920
OG0016092	Om005G211340	CARHR060870
OG0016093	Om005G212350	CARHR060060
OG0016094	Om005G211520	CARHR060760
OG0016095	Om005G211280	CARHR060910
OG0016096	Om005G211790	CARHR060550
OG0016097	Om005G210580	CARHR061440
OG0016098	Om005G210280	CARHR061660
OG0016099	Om002G056250	CARHR087030
OG0016100	Om005G210470	CARHR061530
OG0016101	Om005G210040	CARHR061720
OG0016102	Om005G209950	CARHR061800
OG0016103	Om005G209940	CARHR061810
OG0016104	Om005G209890	CARHR061890
OG0016105	Om007G301960, Om005G209880	CARHR061900
OG0016106	Om005G209720	CARHR062080
OG0016107	Om005G209490	CARHR062230
OG0016108	Om004G150580, Om005G209480	CARHR062240
OG0016109	Om005G209320	CARHR062440
OG0016110	Om005G209310	CARHR062450
OG0016111	Om005G209170	CARHR062560
OG0016112	Om005G208540	CARHR062940
OG0016113	Om005G208390	CARHR292590
OG0016114	Om005G208320	CARHR063170
OG0016116	Om005G208090	CARHR063320
OG0016117	Om006G240770	CARHR187380
OG0016118	Om005G207360	CARHR063860
OG0016119	Om005G207330	CARHR063900
OG0016120	Om005G207100	CARHR064080
OG0016121	Om005G206960	CARHR064180
OG0016122	Om005G206700	CARHR064390
OG0016123	Om005G206680	CARHR064410
OG0016124	Om005G206560	CARHR064540
OG0016125	Om005G206520	CARHR064580
OG0016126	Om005G206460	CARHR064620
OG0016127	Om005G206330	CARHR291240
OG0016128	Om005G206220	CARHR291180
OG0016129	Om005G206150, Om006G266870	CARHR291140
OG0016130	Om005G206080	CARHR291100
OG0016131	Om005G206070	CARHR291090
OG0016132	Om005G206030	CARHR291060
OG0016133	Om005G206010	CARHR291040
OG0016134	Om005G205960	CARHR290990
OG0016135	Om005G205930	CARHR290970
OG0016136	Om004G143120	CARHR064910
OG0016137	Om004G133770	CARHR071590
OG0016138	Om004G134030	CARHR071470
OG0016139	Om004G134050	CARHR071450
OG0016140	Om004G134110	CARHR071380
OG0016141	Om004G134450	CARHR071170
OG0016142	Om004G134530	CARHR071140
OG0016143	Om004G134800	CARHR070970
OG0016144	Om004G134870	CARHR070860
OG0016145	Om004G135050	CARHR070700
OG0016146	Om004G135440	CARHR070420
OG0016148	Om004G135670	CARHR070260
OG0016149	Om004G135780	CARHR070180
OG0016150	Om004G135890	CARHR070110
OG0016151	Om002G076580	CARHR103010
OG0016152	Om004G136020	CARHR070030
OG0016153	Om004G136040	CARHR070010
OG0016154	Om004G136160	CARHR069950
OG0016155	Om004G136170	CARHR069940
OG0016156	Om004G136580	CARHR069800
OG0016157	Om004G136620	CARHR069780
OG0016158	Om004G136720	CARHR069700
OG0016159	Om004G137000	CARHR069650
OG0016160	Om004G137090	CARHR069400
OG0016161	Om004G137630	CARHR069060
OG0016162	Om004G138440	CARHR069040
OG0016163	Om004G138330	CARHR068960
OG0016164	Om007G287740	CARHR036460
OG0016165	Om004G138080	CARHR068850
OG0016166	Om004G138060	CARHR068830
OG0016167	Om004G138000	CARHR068780
OG0016168	Om004G137830	CARHR068590
OG0016169	Om004G138900	CARHR068410
OG0016170	Om004G138790	CARHR068320
OG0016171	Om004G138660	CARHR068240
OG0016172	Om004G138600	CARHR068200
OG0016173	Om004G138960	CARHR068080
OG0016174	Om004G139090	CARHR067970
OG0016175	Om004G139170	CARHR067910
OG0016176	Om004G139180	CARHR067930
OG0016177	Om004G139300	CARHR067850
OG0016178	Om004G139390	CARHR067810
OG0016179	Om004G139680	CARHR067590
OG0016180	Om004G139690	CARHR067580
OG0016181	Om004G139750	CARHR067510
OG0016182	Om004G140110	CARHR067170
OG0016183	Om006G260500, Om004G140230	CARHR067080
OG0016184	Om004G140540	CARHR066860
OG0016185	Om004G140810	CARHR066720
OG0016186	Om004G141170	CARHR066430
OG0016187	Om004G141330	CARHR066390
OG0016188	Om004G141360	CARHR066370
OG0016189	Om004G141790	CARHR066160
OG0016190	Om004G141830	CARHR066110
OG0016192	Om004G141880	CARHR066060
OG0016193	Om004G141930	CARHR066030
OG0016194	Om004G142010	CARHR065960
OG0016195	Om004G142350	CARHR065600
OG0016196	Om004G142460	CARHR065460
OG0016197	Om004G142500	CARHR065440
OG0016198	Om004G142520	CARHR065410
OG0016199	Om004G132660	CARHR072360
OG0016200	Om004G132440	CARHR072500
OG0016201	Om004G132430	CARHR072510
OG0016202	Om004G132390	CARHR072540
OG0016203	Om004G132340	CARHR072640
OG0016205	Om004G131570	CARHR073220
OG0016206	Om004G131330	CARHR073480
OG0016207	Om004G131220	CARHR073600
OG0016208	Om004G130120	CARHR074300
OG0016209	Om004G130110	CARHR074310
OG0016210	Om004G129990	CARHR074400
OG0016211	Om004G129980	CARHR074420
OG0016212	Om004G129900	CARHR074450
OG0016213	Om004G129690	CARHR074590
OG0016214	Om004G129520	CARHR074690
OG0016215	Om004G129580	CARHR122860
OG0016216	Om004G129590	CARHR063820
OG0016217	Om004G129600	CARHR074760
OG0016218	Om002G056650	CARHR087340
OG0016219	Om002G056840	CARHR087470
OG0016220	Om002G057090	CARHR087700
OG0016221	Om002G057150	CARHR087740
OG0016222	Om002G057830	CARHR088220
OG0016224	Om002G058040	CARHR088420
OG0016225	Om002G058170	CARHR088510
OG0016226	Om002G058630	CARHR088820
OG0016227	Om002G058920	CARHR089060
OG0016228	Om002G059820	CARHR089710
OG0016229	Om002G059960	CARHR089800
OG0016230	Om002G060250	CARHR090040
OG0016231	Om002G060770	CARHR090460
OG0016232	Om002G060940	CARHR090580
OG0016233	Om002G061340	CARHR090800
OG0016234	Om002G061610	CARHR091020
OG0016235	Om002G061640	CARHR091080
OG0016236	Om002G062030	CARHR091380
OG0016237	Om002G062200	CARHR091470
OG0016238	Om002G062210	CARHR091480
OG0016239	Om002G062220	CARHR091490
OG0016240	Om002G062280	CARHR091520
OG0016242	Om002G062770	CARHR091770
OG0016243	Om002G063110	CARHR092010
OG0016244	Om002G063380	CARHR092180
OG0016245	Om002G063390	CARHR092190
OG0016246	Om002G063440	CARHR092210
OG0016247	Om002G063500	CARHR092250
OG0016248	Om002G063530	CARHR092280
OG0016250	Om002G063990	CARHR092700
OG0016251	Om002G064050	CARHR092770
OG0016252	Om002G064080	CARHR092800
OG0016253	Om002G064190	CARHR092900
OG0016254	Om002G064610	CARHR093220
OG0016255	Om002G064670	CARHR093260
OG0016256	Om002G064770	CARHR093330
OG0016257	Om002G064820	CARHR093380
OG0016258	Om002G064870	CARHR093420
OG0016259	Om002G065340	CARHR093720
OG0016260	Om002G065570	CARHR093910
OG0016261	Om002G065730	CARHR094050
OG0016263	Om002G066120	CARHR094340
OG0016265	Om002G066540	CARHR094600
OG0016266	Om002G067020	CARHR095070
OG0016267	Om002G067040	CARHR095090
OG0016268	Om002G067140	CARHR095180
OG0016269	Om002G067220	CARHR095310
OG0016270	Om002G067230	CARHR095320
OG0016271	Om002G067360	CARHR095430
OG0016272	Om002G068260	CARHR096240
OG0016273	Om005G224420	CARHR049870
OG0016274	Om002G068570	CARHR096490
OG0016275	Om002G068580	CARHR096540
OG0016276	Om002G068660	CARHR096620
OG0016277	Om002G074450	CARHR101060
OG0016278	Om002G069650	CARHR097520
OG0016279	Om002G069510	CARHR097400
OG0016280	Om002G069480	CARHR097330
OG0016281	Om002G070300	CARHR097920
OG0016282	Om002G070470	CARHR098100
OG0016283	Om002G070780	CARHR098350
OG0016284	Om002G071770	CARHR099090
OG0016285	Om002G071910	CARHR099190
OG0016287	Om002G073100	CARHR099930
OG0016288	Om002G073290	CARHR100160
OG0016289	Om002G073320	CARHR100190
OG0016290	Om002G073350	CARHR100220
OG0016291	Om002G074110	CARHR100600
OG0016292	Om002G074250	CARHR100790
OG0016293	Om002G074290	CARHR100870
OG0016294	Om001G023100	CARHR115710
OG0016295	Om004G167570	CARHR101340
OG0016296	Om002G074750	CARHR101280
OG0016297	Om002G074970	CARHR101470
OG0016298	Om005G201860	CARHR101970
OG0016299	Om002G075300	CARHR101730
OG0016300	Om002G077080	CARHR102830
OG0016301	Om002G076140	CARHR102490
OG0016302	Om007G293690	CARHR104080
OG0016303	Om003G113860	CARHR265580
OG0016304	Om002G079490	CARHR104790
OG0016305	Om007G288440	CARHR103890
OG0016307	Om008G325430	CARHR104820
OG0016308	Om002G078890	CARHR104150
OG0016309	Om002G079570	CARHR104700
OG0016310	Om002G079710	CARHR104670
OG0016312	Om002G079740	CARHR104240
OG0016313	Om002G079980	CARHR104210
OG0016314	Om002G080020	CARHR104200
OG0016315	Om002G080170	CARHR105310
OG0016316	Om002G080190	CARHR105280
OG0016317	Om002G080350	CARHR105220
OG0016318	Om002G080280	CARHR105200
OG0016319	Om003G105740	CARHR286870
OG0016320	Om002G081110	CARHR105550
OG0016321	Om002G081170	CARHR105620
OG0016322	Om002G081320	CARHR105650
OG0016323	Om002G081510	CARHR105690
OG0016324	Om002G081630	CARHR105700
OG0016325	Om002G055380	CARHR106030
OG0016326	Om002G082560	CARHR106680
OG0016327	Om002G082640	CARHR106910
OG0016328	Om002G082960	CARHR107130
OG0016329	Om002G083040	CARHR107140
OG0016330	Om002G083670	CARHR293400, CARHR290210
OG0016331	Om002G083770	CARHR293540
OG0016332	Om002G084330	CARHR107900
OG0016333	Om008G322530	CARHR108440
OG0016334	Om002G084840	CARHR108450
OG0016335	Om002G085020	CARHR108580
OG0016336	Om002G085890	CARHR109140
OG0016337	Om002G085660	CARHR108960
OG0016338	Om002G085600	CARHR108910
OG0016339	Om002G085570	CARHR108880
OG0016340	Om002G085210	CARHR108750
OG0016341	Om002G086350	CARHR109440
OG0016342	Om002G086690	CARHR215810
OG0016343	Om002G086880	CARHR109780
OG0016344	Om002G086950	CARHR109830
OG0016345	Om002G087400	CARHR110160
OG0016346	Om002G087590	CARHR110310
OG0016347	Om002G087610	CARHR110330
OG0016348	Om002G087770	CARHR110480
OG0016349	Om004G143300, Om002G087880	CARHR110630
OG0016350	Om002G087890	CARHR110640
OG0016351	Om002G088010	CARHR110750
OG0016352	Om002G088600	CARHR111560
OG0016353	Om006G254670	CARHR111400
OG0016354	Om002G071330	CARHR111610
OG0016355	Om003G089780	CARHR045620
OG0016356	Om003G089800	CARHR045580
OG0016357	Om003G089880	CARHR045530
OG0016358	Om003G089950	CARHR045440
OG0016359	Om003G090180	CARHR045290
OG0016360	Om003G090240	CARHR045230
OG0016361	Om003G090620	CARHR044970
OG0016362	Om003G090910	CARHR044800
OG0016363	Om003G090980	CARHR044710
OG0016364	Om002G058310	CARHR088620
OG0016365	Om003G091540	CARHR044420
OG0016366	Om002G058880	CARHR089030
OG0016367	Om003G092140, Om003G092020	CARHR044110
OG0016368	Om003G092320	CARHR043960
OG0016369	Om003G093190	CARHR043500
OG0016370	Om003G093440	CARHR043380
OG0016371	Om003G093700	CARHR043230
OG0016372	Om003G094020	CARHR042960
OG0016373	Om003G094030	CARHR042930
OG0016374	Om003G094060	CARHR042910
OG0016375	Om003G094260	CARHR042760
OG0016376	Om003G094310	CARHR042720
OG0016377	Om003G094420	CARHR042650
OG0016378	Om003G094660	CARHR042440
OG0016379	Om003G094680	CARHR042420
OG0016380	Om003G094780	CARHR042350
OG0016381	Om003G094820	CARHR042330
OG0016382	Om003G094860	CARHR042320
OG0016383	Om003G096370	CARHR040980
OG0016384	Om003G096180	CARHR041120
OG0016385	Om003G096170	CARHR041130
OG0016386	Om003G096040	CARHR041310
OG0016387	Om003G095960	CARHR041520
OG0016388	Om003G095890	CARHR041620
OG0016389	Om003G095880	CARHR041630
OG0016390	Om003G096770	CARHR040700
OG0016391	Om003G096800	CARHR040670
OG0016392	Om003G096880	CARHR040570
OG0016393	Om003G097410	CARHR040190
OG0016394	Om003G097560	CARHR040100
OG0016395	Om003G097610	CARHR040030
OG0016396	Om003G097660	CARHR039990
OG0016397	Om003G097740	CARHR039920
OG0016398	Om003G098170	CARHR039510
OG0016399	Om003G098190	CARHR039480
OG0016400	Om003G098200	CARHR039470
OG0016401	Om003G098230	CARHR039460
OG0016403	Om003G098440	CARHR039260
OG0016404	Om003G099380	CARHR038170
OG0016405	Om003G099540	CARHR038080
OG0016406	Om003G099600	CARHR037990
OG0016407	Om003G099690	CARHR037930
OG0016408	Om003G099790	CARHR290870, CARHR037810
OG0016409	Om003G099830	CARHR037760
OG0016410	Om003G099880	CARHR037740
OG0016411	Om003G099920	CARHR037700
OG0016412	Om003G100050	CARHR037620
OG0016413	Om003G100130	CARHR222660
OG0016414	Om003G100320	CARHR222510
OG0016415	Om003G100480	CARHR290690
OG0016416	Om003G100900	CARHR290270
OG0016417	Om003G100940	CARHR290250
OG0016418	Om003G100950	CARHR290240
OG0016420	Om007G291160	CARHR029950
OG0016421	Om008G340130	CARHR128560, CARHR272540
OG0016422	Om006G256650	CARHR161550
OG0016423	Om006G256550	CARHR161690
OG0016424	Om006G256310	CARHR161960
OG0016425	Om006G256230	CARHR162040
OG0016426	Om006G255840	CARHR162280
OG0016427	Om006G255740	CARHR162430
OG0016428	Om006G255730	CARHR162440
OG0016429	Om006G255700	CARHR162460
OG0016430	Om006G255130	CARHR162940
OG0016431	Om002G050270	CARHR082190
OG0016432	Om005G199200	CARHR018370
OG0016433	Om006G254730	CARHR163260
OG0016434	Om006G254040	CARHR163840
OG0016435	Om006G254030	CARHR163850
OG0016436	Om006G256790	CARHR161460
OG0016437	Om006G256700	CARHR161520
OG0016438	Om006G256840	CARHR161420
OG0016439	Om006G256900	CARHR161370
OG0016440	Om006G257020	CARHR161230
OG0016441	Om004G143820	CARHR023900
OG0016442	Om006G257030	CARHR161200
OG0016444	Om006G253220	CARHR164400
OG0016445	Om006G253040	CARHR164550
OG0016446	Om006G252770	CARHR164780
