Orthogroup	Odontarrhena_muralis	Cochlearia_excelsa
OG0012923	Om005G221200	g44138
OG0012924	Om005G221790	g40995
OG0012925	Om005G222140	g44152
OG0012926	Om005G222150	g40979
OG0012927	Om005G222160	g44153
OG0012929	Om005G222700	g40972
OG0012930	Om005G222740	g44166
OG0012931	Om005G223910	g40937
OG0012932	Om006G275450	g10821
OG0012934	Om001G007590	g10814
OG0012935	Om006G275410	g10807
OG0012936	Om002G057050	g10778
OG0012937	Om006G275160	g10774
OG0012938	Om004G163250	g10772
OG0012940	Om006G274960	g10743
OG0012941	Om008G336010	g10739
OG0012942	Om005G225950	g1522
OG0012943	Om006G274530	g10706
OG0012944	Om006G274290	g10683
OG0012945	Om006G274240	g10680
OG0012946	Om005G194030	g27253
OG0012947	Om006G274050	g16680
OG0012948	Om006G273740	g10658
OG0012949	Om006G273550	g10643
OG0012950	Om006G273450	g10628
OG0012951	Om006G272870	g10601
OG0012953	Om006G272620	g1585
OG0012955	Om006G272510	g10572
OG0012956	Om002G055560, Om002G055570	g1593
OG0012957	Om006G272280	g1595
OG0012958	Om006G272110	g1597
OG0012959	Om006G272090	g10551
OG0012960	Om006G271830	g10530
OG0012961	Om006G271790	g10527
OG0012962	Om006G271640	g10518
OG0012963	Om006G271630	g10517
OG0012965	Om006G271330	g10500
OG0012966	Om007G317370	g46662
OG0012967	Om006G271150	g10480
OG0012968	Om006G270970	g10460
OG0012970	Om006G269660	g16570
OG0012971	Om004G135730	g10432
OG0012972	Om006G270540	g10407
OG0012973	Om006G270550	g10406
OG0012974	Om006G270610	g4296
OG0012975	Om006G252260	g10396
OG0012977	Om006G269430	g10366
OG0012980	Om007G314910	g46738
OG0012981	Om005G212850	g41791
OG0012982	Om005G212860	g44919
OG0012983	Om005G213000	g44930
OG0012984	Om005G213050	g44931
OG0012985	Om005G213190	g44953
OG0012986	Om005G213810	g44972
OG0012987	Om005G213800	g45006
OG0012988	Om005G214020	g45019
OG0012989	Om005G214070	g45020
OG0012990	Om005G214850, Om007G276710	g51957
OG0012991	Om005G215060	g45082
OG0012992	Om005G215210	g18059
OG0012993	Om005G215220	g45090
OG0012994	Om005G215280	g18060
OG0012995	Om007G314140	g17927
OG0012996	Om005G215860	g41131
OG0012997	Om001G012970	g6527
OG0012998	Om005G228890	g40736
OG0012999	Om005G228740	g40753
OG0013001	Om005G228260	g41067, g40780
OG0013002	Om005G227880	g40825
OG0013003	Om005G227870	g40824
OG0013004	Om005G227780	g43513
OG0013005	Om005G227720	g40817
OG0013006	Om005G227620	g40814
OG0013007	Om005G227600	g40810
OG0013008	Om005G227580	g40809
OG0013009	Om005G227220	g40807
OG0013010	Om005G226900	g44261
OG0013011	Om005G226760	g40791
OG0013012	Om005G226470	g44255
OG0013013	Om005G226270	g40842
OG0013014	Om005G226220	g40844
OG0013015	Om005G192290	g31404
OG0013016	Om005G225640	g40860
OG0013017	Om005G225470	g44242
OG0013018	Om005G225120	g44237
OG0013019	Om005G225090	g40887
OG0013020	Om005G224780	g40905
OG0013021	Om005G191320	g27180
OG0013022	Om005G224580	g40919
OG0013023	Om005G224540	g40920
OG0013024	Om003G094480	g47559, g23733
OG0013026	Om001G018630	g23721
OG0013028	Om001G018230	g23713
OG0013029	Om007G313650	g46840
OG0013030	Om008G328330	g37384
OG0013031	Om008G328590	g51976
OG0013032	Om008G328840	g37377
OG0013033	Om008G328820	g51968
OG0013034	Om008G328980	g51959
OG0013035	Om008G329340	g51927, g51942
OG0013036	Om008G329470	g38143
OG0013037	Om002G051490	g7517
OG0013038	Om002G051660	g13023
OG0013040	Om002G052280	g7480
OG0013041	Om002G052290	g7479
OG0013042	Om002G052650	g7458, g12389
OG0013043	Om002G052840	g13067
OG0013044	Om003G114240	g47502
OG0013045	Om002G052940	g13069
OG0013046	Om002G052990	g12381
OG0013048	Om002G053020	g7445
OG0013049	Om002G053250	g13087
OG0013050	Om002G053270	g13089
OG0013051	Om006G241150	g28979
OG0013052	Om002G053720	g13106
OG0013053	Om002G053740	g12362
OG0013054	Om002G053790	g7417
OG0013055	Om002G054020	g7408
OG0013056	Om005G190080	g49769
OG0013057	Om002G054560	g12330
OG0013058	Om002G055040	g7374
OG0013059	Om002G055070, Om006G249590	g7371
OG0013060	Om002G055630	g13132
OG0013061	Om002G055640	g7338
OG0013062	Om002G055700	g7333
OG0013063	Om002G055750	g12294, g7331
OG0013064	Om007G280790	g39859
OG0013065	Om002G056000	g12287
OG0013066	Om001G021880	g23582
OG0013068	Om003G107780	g37835
OG0013069	Om003G106390	g26734
OG0013070	Om003G106960	g1476
OG0013071	Om003G109500	g1460
OG0013072	Om003G109110	g1449
OG0013073	Om005G198370	g26787
OG0013074	Om003G110150	g1427
OG0013075	Om003G110320	g1421
OG0013076	Om003G110340, Om003G110450	g1413
OG0013077	Om003G110810	g26817
OG0013078	Om003G111380	g28257, g1401
OG0013079	Om003G111880	g1383
OG0013080	Om002G075100	g6410
OG0013081	Om003G112020	g28311
OG0013082	Om003G112160	g28322
OG0013083	Om003G112260	g28326
OG0013084	Om003G112630	g1328
OG0013085	Om003G112860	g41174, g41192
OG0013087	Om003G113090	g28355
OG0013088	Om003G113190	g1303
OG0013089	Om003G113360	g871
OG0013090	Om003G113490	g877
OG0013091	Om003G113980	g28388, g36025
OG0013092	Om003G114230	g41250
OG0013093	Om003G115040	g41289, g41290
OG0013094	Om001G021420	g17074, g23610
OG0013095	Om003G115710	g39441
OG0013096	Om003G115700	g28451
OG0013098	Om003G115620	g28449
OG0013099	Om003G115570	g938
OG0013100	Om003G115560	g28446, g38451
OG0013101	Om003G115530	g28444
OG0013102	Om003G115900	g28466
OG0013103	Om003G115970	g39427
OG0013104	Om003G116140	g28483
OG0013105	Om001G033260	g6255, g6277, g3081
OG0013106	Om003G116460	g28492
OG0013107	Om003G116540	g39396
OG0013108	Om003G116550	g978
OG0013109	Om003G116560	g28493
OG0013110	Om003G116600	g980
OG0013111	Om003G116610	g981
OG0013113	Om003G117070	g1005
OG0013114	Om001G018850	g23675
OG0013115	Om003G117090	g28512
OG0013116	Om003G117500	g1017
OG0013117	Om003G117670	g28525
OG0013118	Om003G117740	g39363
OG0013119	Om003G118110	g1039
OG0013120	Om003G118320	g28541
OG0013121	Om003G118420	g1054
OG0013122	Om003G118650	g1064
OG0013123	Om003G119040	g1073
OG0013124	Om006G249670	g28618
OG0013125	Om006G249580, Om002G075850, Om002G075870	g39316
OG0013126	Om006G249560	g28629
OG0013127	Om006G249460	g1103, g28636
OG0013128	Om006G249450	g1104
OG0013129	Om006G249240	g28644
OG0013130	Om006G248570	g1135
OG0013131	Om006G248430	g28665
OG0013132	Om006G248120	g28684
OG0013133	Om006G248100	g28686
OG0013134	Om003G107060	g24287
OG0013135	Om006G237640	g467
OG0013136	Om007G313260	g10305
OG0013137	Om004G161530	g29361
OG0013138	Om004G161590	g45616, g29366
OG0013139	Om004G161610	g5283
OG0013140	Om004G162010	g29385
OG0013141	Om004G162140	g29392
OG0013142	Om004G162200	g45602
OG0013143	Om004G162400	g45591, g18351
OG0013144	Om004G162420	g29399
OG0013145	Om004G162530	g5319
OG0013146	Om004G162550	g45588
OG0013147	Om004G162680	g5324
OG0013148	Om004G163130	g29425
OG0013149	Om004G163200	g5351
OG0013150	Om004G163380	g5364
OG0013151	Om004G163440	g5366
OG0013152	Om004G163470	g45570
OG0013153	Om004G163670	g5368
OG0013154	Om004G163860	g45566, g5374
OG0013155	Om004G163880	g5375
OG0013156	Om004G164050	g5380
OG0013157	Om004G164060	g5381
OG0013158	Om004G164700	g45554
OG0013159	Om004G164730	g45551
OG0013160	Om004G165820	g29510
OG0013161	Om004G166340	g29543
OG0013162	Om004G166370	g29546
OG0013163	Om004G166750	g29559
OG0013164	Om004G166840	g5457
OG0013165	Om004G166860	g29564
OG0013166	Om004G166990	g5468
OG0013167	Om004G167140	g5475
OG0013168	Om004G167160	g29572
OG0013169	Om004G167180	g45506
OG0013170	Om004G167230	g5484
OG0013171	Om004G167480	g5498
OG0013172	Om006G237900	g486
OG0013173	Om004G167730	g5507
OG0013174	Om004G167930	g29600, g45491
OG0013175	Om004G167940	g5516
OG0013176	Om004G168320	g29608
OG0013177	Om004G168380	g45488, g29611
OG0013178	Om004G168400	g5534
OG0013179	Om004G169110	g5556
OG0013180	Om006G235940	g380
OG0013181	Om004G169290	g45474
OG0013182	Om001G000170	g47202
OG0013183	Om001G000400	g17531
OG0013184	Om001G000590	g24247
OG0013185	Om001G000690, Om001G000780	g24241
OG0013186	Om001G000700, Om001G000490	g24240
OG0013187	Om001G001250, Om001G001140	g47255
OG0013188	Om001G001850	g47261
OG0013189	Om001G001930, Om005G179930	g47262
OG0013190	Om001G001940	g23964, g47263
OG0013191	Om008G359130	g40590
OG0013192	Om001G002540	g47276
OG0013193	Om001G002670	g17466, g24172
OG0013194	Om001G002800	g47281
OG0013195	Om001G002850	g47285
OG0013196	Om001G002930	g47288
OG0013197	Om001G003040	g24156
OG0013198	Om001G003340	g17447
OG0013201	Om001G004030	g24136
OG0013202	Om001G005530	g24071
OG0013203	Om003G120550	g2103
OG0013204	Om001G005540	g47333
OG0013205	Om001G038160	g18283
OG0013206	Om001G006210	g47345
OG0013207	Om001G007030	g24022
OG0013208	Om001G007110	g47373
OG0013209	Om001G007540	g47386
OG0013210	Om001G008400	g23974
OG0013211	Om001G008760	g23967
OG0013212	Om005G208630	g45818
OG0013213	Om001G009020	g23958
OG0013214	Om001G009320	g17287
OG0013217	Om001G011080	g23873
OG0013218	Om001G011220	g17248
OG0013219	Om001G011240	g47479
OG0013220	Om001G011600	g23849
OG0013221	Om001G011720	g27790
OG0013223	Om001G012190	g32665
OG0013224	Om001G012280	g32667
OG0013225	Om006G241790	g702, g28953
OG0013226	Om007G286730	g23741
OG0013228	Om001G012500	g27803
OG0013229	Om001G013020	g27808
OG0013230	Om001G013050	g50742
OG0013231	Om001G013260	g32765
OG0013232	Om001G013380	g27860
OG0013233	Om001G013460	g27865
OG0013234	Om001G013620	g32900, g27876
OG0013235	Om001G013780	g32970
OG0013236	Om001G014090	g37798
OG0013237	Om001G014130	g46638
OG0013238	Om001G014710	g35910
OG0013239	Om001G015160	g53899
OG0013240	Om002G051560	g13017
OG0013241	Om007G291590	g50566
OG0013242	Om001G016190	g28214
OG0013243	Om007G287530	g28140
OG0013245	Om007G287040	g36261
OG0013246	Om007G287170	g36244
OG0013247	Om001G016760	g28239, g28242
OG0013248	Om001G016800	g53719
OG0013249	Om001G016790	g53718
OG0013250	Om007G287560	g28139
OG0013251	Om007G287790	g36201
OG0013252	Om007G288140	g32302, g32298
OG0013253	Om007G288120	g32271, g32296
OG0013254	Om007G288410	g32319
OG0013255	Om007G288510	g50451
OG0013256	Om007G288530	g27651
OG0013257	Om007G288900	g50487
OG0013258	Om007G289100	g32363
OG0013259	Om007G289250, Om001G041370	g32374
OG0013260	Om007G289360	g27673
OG0013261	Om002G074320, Om002G074300	g11705
OG0013262	Om007G289530	g32390
OG0013263	Om007G289740	g50508
OG0013264	Om007G290290	g50519
OG0013265	Om007G290850	g27697
OG0013266	Om001G034590	g23005
OG0013267	Om001G034620	g23003
OG0013268	Om001G034970	g22981
OG0013269	Om001G035440	g47941
OG0013270	Om001G035470, Om008G332260	g47944
OG0013271	Om001G035520	g47948
OG0013272	Om002G084550	g13997
OG0013273	Om001G035910	g22943
OG0013274	Om001G036110	g22931
OG0013275	Om001G036120	g22930
OG0013276	Om001G036150	g22927
OG0013277	Om001G036200	g22925
OG0013278	Om001G036320	g22921
OG0013279	Om001G036510	g22914
OG0013280	Om001G036590	g18255
OG0013281	Om001G037030	g22885
OG0013283	Om001G037360	g22872
OG0013284	Om001G037430	g18269
OG0013285	Om001G038200	g47989
OG0013286	Om001G038950	g47999
OG0013287	Om006G254650	g2351
OG0013288	Om001G039450	g22774
OG0013289	Om001G039470	g22773
OG0013290	Om001G039510	g22770
OG0013291	Om001G039700	g22746
OG0013292	Om001G039710	g22745
OG0013293	Om001G039720	g22744
OG0013294	Om007G287930	g32293
OG0013295	Om001G039740	g18142
OG0013296	Om001G040320	g47842
OG0013297	Om001G040360	g22712
OG0013298	Om001G040370	g22711
OG0013299	Om001G040540	g22700
OG0013300	Om001G040690	g22695
OG0013301	Om001G040810	g18308
OG0013302	Om001G041250	g18330
OG0013303	Om001G041340	g18335
OG0013304	Om001G041400	g18340
OG0013305	Om001G041620	g18356
OG0013307	Om001G041750	g18370
OG0013309	Om001G041880	g22661
OG0013310	Om004G155820	g50881
OG0013311	Om001G034680	g25121
OG0013312	Om007G313640	g18129, g25096
OG0013313	Om007G288760	g46842
OG0013314	Om007G313750	g46838
OG0013315	Om007G313840	g16738
OG0013316	Om005G185190	g46804, g18124
OG0013317	Om007G314070	g18121
OG0013318	Om007G314190	g46787
OG0013319	Om007G314170	g18120
OG0013320	Om007G314250	g46780
OG0013321	Om007G314410	g18116
OG0013322	Om007G314600	g18114
OG0013323	Om007G314660	g18098
OG0013324	Om007G314720	g46744
OG0013325	Om007G314920	g46737
OG0013326	Om007G314940	g18089
OG0013327	Om007G314950	g46735
OG0013328	Om007G315210	g18084
OG0013329	Om007G315300	g16906
OG0013330	Om007G315750	g16886
OG0013331	Om007G316140	g46688
OG0013332	Om002G061250	g16882
OG0013333	Om007G295260	g4903
OG0013334	Om007G292460	g32535
OG0013335	Om006G267340	g2916
OG0013336	Om008G351340	g25722
OG0013337	Om009G363050, Om007G305960	g1636
OG0013339	Om008G338900	g38002
OG0013340	Om008G339050	g37128
OG0013341	Om008G345900	g25844
OG0013342	Om002G073980	g25850
OG0013343	Om008G343690	g40250
OG0013344	Om008G343720	g40249
OG0013345	Om008G343750	g40248
OG0013346	Om008G343800	g25874
OG0013347	Om008G344240	g25892
OG0013348	Om006G241450	g670
OG0013349	Om008G344660	g40226
OG0013350	Om002G084620	g6042
OG0013351	Om001G014900	g35895
OG0013352	Om001G004210	g40206
OG0013353	Om003G099480	g40207
OG0013354	Om008G345370	g40209
OG0013355	Om008G340410	g37973
OG0013356	Om008G340950	g51372
OG0013357	Om008G340960	g37961
OG0013358	Om008G341000	g51369
OG0013359	Om008G338790	g51521
OG0013360	Om001G023890	g11125
OG0013361	Om003G110510	g11128
OG0013363	Om008G341450	g11137
OG0013365	Om008G341810	g13632
OG0013366	Om007G287710	g53970
OG0013367	Om008G342120	g37029
OG0013368	Om008G342330	g37019
OG0013369	Om003G099530	g36324
OG0013370	Om008G342400	g18442
OG0013371	Om008G342610	g17172
OG0013372	Om008G342730	g36970
OG0013374	Om008G340500	g11142
OG0013375	Om007G277680	g11098, g11091
OG0013376	Om008G343150	g18452
OG0013377	Om008G334600	g38088
OG0013378	Om008G343100	g36975
OG0013379	Om008G343070	g18456
OG0013380	Om008G342930	g18463
OG0013381	Om006G237530	g460
OG0013382	Om008G338200	g51541
OG0013383	Om008G346240	g40275
OG0013384	Om005G222870	g40279
OG0013385	Om008G346430	g40282
OG0013386	Om008G346940, Om008G348260	g40290
OG0013387	Om008G347040	g40293
OG0013388	Om001G012300	g32671
OG0013389	Om008G347560	g40301
OG0013390	Om008G350600	g40340
OG0013391	Om008G350930	g40349
OG0013392	Om008G351350	g40359
OG0013393	Om008G351380	g43191
OG0013394	Om008G351520	g40370
OG0013395	Om008G351550	g40373
OG0013396	Om008G351680	g40376
OG0013397	Om008G351820	g25689
OG0013398	Om008G351860	g25682
OG0013399	Om008G352780	g25677
OG0013400	Om008G352300	g25673
OG0013401	Om008G352890	g40400
OG0013402	Om008G353720	g25600
OG0013403	Om008G353780	g25598
OG0013404	Om008G354570	g25557
OG0013405	Om008G354640	g25555
OG0013407	Om008G354660	g25552
OG0013408	Om008G355730	g11056
OG0013409	Om008G355910	g40488
OG0013410	Om008G356630	g40508, g11037
OG0013411	Om008G356810, Om007G313050, Om004G146640	g40513
OG0013412	Om008G356920	g11028
OG0013414	Om008G358010	g40551
OG0013415	Om008G358020	g40552
OG0013416	Om008G358060	g10994
OG0013418	Om008G358500	g40568
OG0013419	Om008G358620	g40572
OG0013420	Om008G358660	g10973
OG0013421	Om008G358730	g10971
OG0013422	Om008G358810	g43976
OG0013423	Om008G359360	g40598
OG0013424	Om008G360020	g40628
OG0013425	Om006G241630	g686
OG0013426	Om008G362450	g10872
OG0013427	Om008G362440	g10873
OG0013428	Om003G105870	g17924
OG0013429	Om002G076810	g6360
OG0013430	Om003G105220	g4767
OG0013431	Om003G105190	g45553
OG0013432	Om002G075360	g13524
OG0013433	Om003G105040	g25004
OG0013434	Om002G074950	g6422
OG0013435	Om003G104310	g24729
OG0013436	Om002G074100	g6453
OG0013437	Om003G103840	g24664
OG0013439	Om003G103590	g47029
OG0013440	Om003G103430	g24571
OG0013441	Om003G103340	g24563
OG0013442	Om008G350860	g40346
OG0013443	Om003G102750	g36067
OG0013445	Om003G102280	g17710
OG0013446	Om003G102130	g24492
OG0013447	Om003G102080	g47087
OG0013448	Om003G101980	g17689
OG0013449	Om003G101960	g17687
OG0013450	Om003G101420	g24446
OG0013451	Om003G101400	g47109
OG0013452	Om007G316370	g16863
OG0013453	Om007G316590	g16853
OG0013454	Om007G316850	g16845
OG0013455	Om007G317260	g46665
OG0013457	Om007G318350	g16783
OG0013459	Om007G318510	g16760
OG0013460	Om007G281850	g16757
OG0013461	Om008G318750	g51578
OG0013462	Om008G318940	g37761
OG0013463	Om008G319010	g37133
OG0013464	Om008G319110	g37749
OG0013465	Om008G319130	g50835
OG0013466	Om008G319220	g37735
OG0013469	Om008G320070	g47693
OG0013470	Om008G320080	g50809
OG0013471	Om008G320160	g37703
OG0013472	Om008G320180	g50806
OG0013473	Om008G320630	g50787
OG0013474	Om008G320910	g38249
OG0013475	Om008G320970	g37660
OG0013476	Om008G321010	g37657
OG0013477	Om008G321030	g37655
OG0013478	Om008G321060	g37653
OG0013479	Om008G321250	g37644
OG0013480	Om008G321350	g37638
OG0013481	Om008G321380	g52290, g37636
OG0013482	Om008G321500	g52285
OG0013483	Om008G321520	g37631
OG0013484	Om008G321870	g52262
OG0013485	Om008G322300	g52222
OG0013486	Om008G323060	g38238
OG0013487	Om003G124820	g1929
OG0013488	Om008G323150	g52186
OG0013489	Om008G323200	g37559, g52181
OG0013490	Om008G323320	g38234, g37553
OG0013491	Om008G323430	g52164
OG0013492	Om008G323450	g37545
OG0013493	Om008G323630	g38229
OG0013494	Om008G324060	g52152
OG0013496	Om008G324660	g38221
OG0013497	Om008G325050	g37506
OG0013498	Om005G222040, Om008G325220	g38211
OG0013499	Om008G325400	g37495
OG0013500	Om008G325450	g52113
OG0013501	Om008G325770	g37482
OG0013502	Om008G325850	g38200
OG0013503	Om008G325960	g38198, g37475
OG0013504	Om008G326280	g52078
OG0013505	Om003G122220	g18952
OG0013506	Om008G327030	g52030
OG0013507	Om008G326940	g52041
OG0013508	Om008G327330	g37401
OG0013510	Om004G176660, Om003G101720	g5824
OG0013511	Om004G176590	g45291
OG0013512	Om004G176370	g45300
OG0013513	Om004G176220	g5804
OG0013514	Om004G176170	g5801
OG0013515	Om004G175770	g45309
OG0013516	Om004G175830	g45311
OG0013517	Om004G175940	g5794
OG0013518	Om004G175980	g29858
OG0013519	Om004G175510	g29854
OG0013520	Om004G175160	g45342
OG0013521	Om004G175170	g5775
OG0013522	Om004G174320	g5731
OG0013524	Om004G174160	g5723
OG0013525	Om004G174050	g5719, g29833
OG0013526	Om004G174040, Om002G087820	g45365
OG0013527	Om004G173840	g29826
OG0013529	Om004G173520	g29806, g45378
OG0013530	Om004G173500	g5708
OG0013531	Om004G173300	g5702
OG0013532	Om004G173220	g45391
OG0013533	Om004G173200	g45393
OG0013534	Om004G173180	g5697
OG0013535	Om004G173120	g45394
OG0013536	Om004G173110	g29799
OG0013537	Om006G241680	g688
OG0013539	Om006G241200	g655
OG0013540	Om006G242300	g722
OG0013541	Om006G242310	g723
OG0013542	Om006G242870	g28907
OG0013543	Om006G243240	g28895
OG0013544	Om006G243330	g769
OG0013545	Om006G243350	g41364
OG0013546	Om001G027900, Om006G243450	g777
OG0013547	Om006G244280	g28859
OG0013548	Om006G244290	g28858
OG0013549	Om006G244340	g28855
OG0013550	Om006G244480	g28844, g9693
OG0013551	Om006G244580	g28843
OG0013552	Om006G244610	g28842
OG0013553	Om006G244730	g28830
OG0013554	Om006G244840	g28824
OG0013555	Om006G245370	g41314
OG0013556	Om006G246060	g39232
OG0013557	Om006G246190	g39234
OG0013558	Om006G246230	g1270, g39237
OG0013559	Om007G288250	g27645
OG0013560	Om006G266220	g19521
OG0013561	Om006G234480	g313
OG0013562	Om006G234360	g307
OG0013563	Om006G234110	g9811
OG0013564	Om006G233980	g281, g41951
OG0013565	Om006G233810	g9801
OG0013566	Om006G233560	g9792
OG0013567	Om006G233500	g257
OG0013568	Om004G163560	g9786
OG0013568	Om006G233380	g252
OG0013569	Om006G233290	g9780
OG0013570	Om006G233230	g9777
OG0013571	Om006G233200	g2754
OG0013572	Om006G233100	g9765
OG0013573	Om006G233040	g9764
OG0013574	Om006G232970	g231
OG0013575	Om006G232890	g227
OG0013576	Om006G232830	g218
OG0013577	Om002G085750	g13765
OG0013578	Om006G232650	g207
OG0013580	Om006G232280	g187
OG0013581	Om006G232070	g167
OG0013582	Om006G231740	g9713
OG0013583	Om006G231420	g133
OG0013585	Om006G231320	g130
OG0013586	Om006G231230	g9691
OG0013587	Om006G231100	g116
OG0013588	Om006G230960	g105
