Orthogroup	Odontarrhena_muralis	Cochlearia_excelsa
OG0009846	Om001G000330	g47212
OG0009847	Om001G000910	g24234
OG0009849	Om001G002130	g24191
OG0009850	Om001G002330	g47273
OG0009851	Om001G002740	g17465
OG0009852	Om001G003130	g24154
OG0009853	Om001G003720	g24141
OG0009854	Om001G004090	g17429
OG0009855	Om001G005020	g24085
OG0009856	Om001G006730	g24035
OG0009857	Om001G006900	g24032
OG0009858	Om001G007910, Om001G007920	g47400
OG0009859	Om001G008200	g17317
OG0009860	Om001G009970, Om001G009980	g23919
OG0009861	Om001G010000	g23917
OG0009862	Om001G010500	g23898
OG0009865	Om001G011590	g47487, g23850
OG0009867	Om001G012590	g27804
OG0009868	Om001G013030	g32742, g50739
OG0009869	Om001G013270	g32766
OG0009870	Om001G013310	g50747
OG0009871	Om001G013360	g27852
OG0009872	Om001G014190	g32973
OG0009873	Om001G015850	g53740
OG0009874	Om007G287150	g36246
OG0009875	Om001G016820	g11667
OG0009876	Om007G287900	g36227
OG0009877	Om007G288420	g32320
OG0009878	Om007G288930	g32358
OG0009879	Om007G289600	g50504
OG0009880	Om007G290100	g32408
OG0009881	Om007G290120	g27688, g32410
OG0009882	Om007G290320	g27691
OG0009883	Om007G290470	g32429, g27693
OG0009884	Om007G290480	g32430
OG0009885	Om007G290820	g32451
OG0009886	Om007G290860	g27698
OG0009887	Om007G290890	g32457
OG0009888	Om007G291040	g27703
OG0009890	Om007G291610	g50567
OG0009891	Om001G034610	g23004
OG0009892	Om001G034670	g23000
OG0009893	Om001G035870	g22948
OG0009894	Om001G036090	g22933
OG0009895	Om001G036640	g22911
OG0009896	Om001G036660	g22909
OG0009897	Om001G036750	g22900
OG0009898	Om001G036880	g22892
OG0009899	Om001G037160	g22882
OG0009900	Om001G037220	g22879
OG0009902	Om001G037970	g22844
OG0009903	Om004G151550	g50943
OG0009904	Om001G038260	g22829
OG0009905	Om001G038360	g47993
OG0009906	Om001G038700	g22809
OG0009907	Om001G038830	g22802
OG0009909	Om001G039150	g22791
OG0009910	Om001G039210	g18295, g52911
OG0009911	Om001G039560	g22764
OG0009912	Om001G039860	g22733
OG0009913	Om001G039930	g22724
OG0009914	Om001G040410	g22705
OG0009915	Om001G040880	g18312
OG0009916	Om001G041050	g18321
OG0009917	Om001G041980	g18384
OG0009918	Om003G106500	g47433, g46857
OG0009919	Om003G108670	g17919, g46929
OG0009920	Om007G314760	g46741
OG0009921	Om007G315470	g46702
OG0009922	Om007G315570	g46700
OG0009923	Om007G315720	g46690
OG0009924	Om005G224270, Om005G224240, Om008G339270	g51494
OG0009925	Om008G338340	g38006
OG0009926	Om005G223010	g40963
OG0009927	Om003G126400, Om005G208780	g1867
OG0009928	Om008G338570	g51527
OG0009929	Om008G338610	g51526
OG0009930	Om008G338850	g51519, g37136
OG0009932	Om008G338960	g38000
OG0009934	Om008G345970	g40271
OG0009935	Om008G343350	g40262
OG0009936	Om003G113850	g38331
OG0009937	Om008G340480	g51423, g37089
OG0009938	Om008G340900	g51382
OG0009939	Om008G340990	g51370
OG0009940	Om008G341010	g51368
OG0009941	Om002G086900	g37026
OG0009942	Om008G342360	g37015
OG0009943	Om008G342880	g37137
OG0009944	Om008G346450	g25839
OG0009945	Om008G346970, Om008G348220	g40291
OG0009946	Om008G347060	g40295
OG0009947	Om006G242090	g40321
OG0009948	Om008G349860, Om008G349880	g40327
OG0009949	Om008G351910	g40382
OG0009950	Om008G352750	g25675
OG0009951	Om008G353440	g40410
OG0009952	Om008G353750	g40430
OG0009953	Om008G353860	g40435, g16067, g25593
OG0009954	Om008G354010	g40445, g25585
OG0009955	Om008G354050	g40447
OG0009956	Om008G354090, Om008G354100	g40448
OG0009957	Om008G354910	g40461
OG0009958	Om008G356120, Om008G356090	g40492
OG0009959	Om008G357670	g40538
OG0009960	Om008G357990	g10997
OG0009961	Om008G358160	g10985
OG0009962	Om008G358180	g10984
OG0009963	Om008G359540	g40602
OG0009964	Om008G360010	g40627
OG0009965	Om008G360890	g40635
OG0009967	Om008G361830	g40672, g10908
OG0009968	Om008G318780	g37770
OG0009969	Om008G362780	g10851, g40717
OG0009970	Om008G362820, Om006G263120	g40719
OG0009971	Om008G362590	g40706, g10865
OG0009972	Om003G105210	g46940
OG0009973	Om002G072070, Om002G072000	g6538
OG0009974	Om001G037300	g18267
OG0009975	Om003G104180	g24705
OG0009976	Om006G253630	g2304
OG0009977	Om003G103950	g47004
OG0009978	Om003G103770	g47009
OG0009979	Om003G103320	g47039
OG0009980	Om003G102600	g24522
OG0009981	Om003G102360	g47077
OG0009982	Om002G069560	g6665
OG0009983	Om007G316280	g43419, g43418
OG0009984	Om007G316320	g16872, g16873
OG0009985	Om007G316330	g16871
OG0009986	Om007G316610	g16850
OG0009987	Om007G316620, Om001G005820	g4318
OG0009988	Om008G332840	g37301
OG0009989	Om007G318150	g16787
OG0009991	Om007G318470	g16765
OG0009992	Om008G346130	g40274
OG0009993	Om008G318730	g37771
OG0009994	Om008G319180	g37745
OG0009995	Om008G319550	g50824
OG0009996	Om008G319590	g50822
OG0009997	Om008G320340	g37695
OG0009998	Om008G320380	g37688
OG0009999	Om008G320540	g50792
OG0010000	Om008G321110	g37651
OG0010001	Om008G321140	g37650
OG0010002	Om008G321590	g52278
OG0010003	Om008G322100	g52254
OG0010004	Om008G322250	g37606
OG0010005	Om008G350040, Om008G322320	g52224
OG0010006	Om008G322330	g52225
OG0010007	Om008G322820, Om008G322810	g52208, g38239, g976
OG0010008	Om008G322840	g52198
OG0010009	Om002G071340	g13838
OG0010010	Om008G324130	g52146
OG0010011	Om008G324540	g52130
OG0010012	Om008G324550	g52129
OG0010013	Om008G324780	g52126
OG0010015	Om008G325640	g52106
OG0010016	Om008G325680	g38203
OG0010017	Om008G325700	g52095
OG0010018	Om008G325760	g52093
OG0010019	Om008G327090	g52027
OG0010020	Om008G327020	g52031, g37435
OG0010021	Om003G120860	g18979
OG0010022	Om008G327520	g37411
OG0010023	Om008G327350	g38168
OG0010024	Om008G327870	g37394
OG0010025	Om008G327930	g51996
OG0010026	Om004G175800	g5798
OG0010027	Om004G175810	g5797
OG0010028	Om004G175710	g5790
OG0010029	Om004G175530	g45329
OG0010030	Om004G175340	g45337
OG0010031	Om004G175110	g5766
OG0010033	Om004G174480	g29836
OG0010034	Om004G174440	g5738
OG0010035	Om004G174360	g5734
OG0010036	Om004G174230	g5725
OG0010037	Om004G174220	g5724
OG0010038	Om004G173650	g29811
OG0010039	Om004G173590	g45376
OG0010040	Om006G241080	g29110
OG0010041	Om006G241250	g657
OG0010042	Om006G241120	g29123
OG0010043	Om006G241810	g703
OG0010045	Om006G241960	g711
OG0010046	Om006G241920	g28946
OG0010047	Om006G242200	g28932
OG0010048	Om006G242210	g28931, g41402
OG0010049	Om007G299000	g5072, g29206
OG0010050	Om006G242450	g734
OG0010051	Om006G242620	g41386
OG0010052	Om006G242910	g748, g28906
OG0010054	Om001G029100	g16809
OG0010055	Om006G244100	g41353
OG0010056	Om006G244490	g28849
OG0010057	Om005G180910, Om006G244780	g843, g28828
OG0010058	Om006G244920	g41327
OG0010059	Om006G245390	g861
OG0010060	Om006G245910	g1276
OG0010061	Om007G288240	g27644
OG0010062	Om006G247140	g28710, g1228
OG0010063	Om006G234460	g312
OG0010064	Om006G234340	g9819
OG0010065	Om006G234320	g305
OG0010066	Om006G234270	g302
OG0010067	Om003G117710	g1028
OG0010068	Om006G233590	g260
OG0010069	Om006G233300	g9781
OG0010070	Om006G233190	g9774
OG0010071	Om006G233110	g236
OG0010072	Om006G232390	g200
OG0010073	Om006G232160	g178, g9725
OG0010074	Om006G232150	g176
OG0010075	Om006G231510	g9700
OG0010076	Om006G231460	g140, g9698
OG0010077	Om006G230500	g72
OG0010078	Om006G230290	g61
OG0010079	Om006G230260	g59
OG0010080	Om006G230240	g54
OG0010081	Om006G230220	g9661
OG0010082	Om006G229940	g41, g19652
OG0010083	Om006G229540	g26
OG0010084	Om006G229460	g19642
OG0010085	Om006G257340	g2476, g19313
OG0010086	Om006G228980	g24055
OG0010087	Om004G157110	g25339
OG0010089	Om004G157750	g45271
OG0010090	Om005G199880	g31767
OG0010091	Om004G158080	g39482
OG0010092	Om004G158700	g25415, g25418, g45221
OG0010093	Om004G159050	g25433
OG0010094	Om004G159450	g39547
OG0010095	Om004G159500	g39549
OG0010096	Om004G159740	g45233
OG0010097	Om004G160040	g25471, g39591
OG0010098	Om002G077450, Om004G160230	g25479
OG0010099	Om004G160760	g25501
OG0010100	Om004G160840	g39636
OG0010101	Om007G302180	g25511
OG0010102	Om007G302220	g39639
OG0010103	Om007G302250	g39643, g45192
OG0010104	Om007G293090	g39668
OG0010105	Om007G277840	g11102
OG0010106	Om007G278300	g51351
OG0010107	Om007G278400	g51342
OG0010109	Om007G279540	g51305, g35972
OG0010110	Om007G279900	g51278
OG0010111	Om007G280080	g37915
OG0010112	Om007G280740	g39858
OG0010113	Om007G280960	g51233, g39873
OG0010114	Om007G281260	g39895
OG0010115	Om007G281650	g39916
OG0010116	Om007G282060	g39957
OG0010118	Om007G283080	g40013
OG0010119	Om007G283450	g39976
OG0010120	Om007G283620	g51077, g40034
OG0010121	Om007G283890	g40059
OG0010122	Om007G283910	g40063
OG0010123	Om007G283970	g40067
OG0010124	Om007G284310	g40084
OG0010125	Om007G284320, Om003G111540, Om003G111570	g40085
OG0010126	Om002G085390, Om007G284330, Om002G085460, Om003G111550	g40086
OG0010127	Om007G284790	g40116
OG0010128	Om007G285340	g40158
OG0010129	Om007G300970	g40178
OG0010130	Om007G285470	g40185
OG0010131	Om004G149490	g38288
OG0010132	Om001G020380	g23634
OG0010133	Om002G042220	g12721
OG0010134	Om002G051010, Om002G051030	g7546
OG0010135	Om004G177340	g3249
OG0010136	Om008G328050	g37389
OG0010137	Om008G328130	g37387
OG0010139	Om001G017760	g17131
OG0010140	Om002G042970	g12703
OG0010141	Om002G044160	g7856
OG0010142	Om002G044660	g12655
OG0010143	Om002G044680	g12653
OG0010144	Om002G045140	g7818
OG0010145	Om002G045210	g12781
OG0010146	Om002G045290	g7812
OG0010147	Om002G045370	g12620
OG0010148	Om002G046050	g7778, g7769
OG0010149	Om002G046080	g7762
OG0010150	Om002G046600	g12822
OG0010151	Om002G048010	g12533
OG0010152	Om002G049350	g12938
OG0010153	Om002G049360	g7630
OG0010154	Om002G049630	g7620
OG0010155	Om002G049710	g7615, g7324
OG0010156	Om002G049790	g12456
OG0010157	Om002G050560	g12982
OG0010158	Om002G050760	g12425
OG0010159	Om006G235990	g9874, g382
OG0010160	Om002G051170	g13000
OG0010161	Om008G330840	g51841
OG0010162	Om008G331120	g51820
OG0010163	Om008G331080	g37335
OG0010164	Om008G331870	g51778
OG0010165	Om006G252670	g2252
OG0010166	Om008G332620	g51748
OG0010167	Om008G333170	g37293
OG0010169	Om008G336820	g38045
OG0010170	Om008G336530	g51608
OG0010171	Om008G336060	g38062
OG0010172	Om008G336020	g37197
OG0010173	Om008G335900	g38069
OG0010175	Om008G334260, Om008G334350	g51703
OG0010176	Om008G334410	g51693
OG0010178	Om005G184080	g26986
OG0010179	Om008G333290	g38103
OG0010180	Om005G196150	g49940
OG0010181	Om005G196200	g27305, g31603
OG0010182	Om005G197750	g31666
OG0010183	Om005G198840	g50007, g31715
OG0010184	Om005G199030	g50014
OG0010185	Om006G241770	g41411
OG0010186	Om005G199620	g31751
OG0010187	Om005G200450	g31798
OG0010188	Om005G200560	g31805
OG0010189	Om005G201170	g31829
OG0010190	Om005G201380	g50086
OG0010191	Om005G201490	g31859
OG0010192	Om005G202060	g50112
OG0010193	Om005G202090	g31891
OG0010194	Om005G202100, Om004G170760	g27447
OG0010195	Om005G202130	g31892
OG0010196	Om005G202190	g50116
OG0010197	Om005G202560	g50141
OG0010198	Om005G202850	g27468
OG0010199	Om005G202860	g27469
OG0010200	Om005G202990	g27474
OG0010201	Om005G203270	g31964
OG0010203	Om005G204110	g27492
OG0010204	Om004G134360	g14076
OG0010205	Om005G205190	g27526
OG0010206	Om005G205370	g27535
OG0010207	Om005G205530	g50264
OG0010209	Om004G143620	g50281
OG0010210	Om005G207560	g45860
OG0010212	Om004G145250	g32128
OG0010214	Om005G209690	g44772
OG0010215	Om004G146410	g32165
OG0010216	Om004G146760	g32188
OG0010217	Om004G146920	g32192
OG0010218	Om005G211320	g41569
OG0010220	Om004G147710	g32244
OG0010221	Om004G147720	g32245
OG0010222	Om004G148380	g27626
OG0010223	Om006G240760	g17203
OG0010224	Om007G285940	g23800
OG0010225	Om007G285970	g17182
OG0010226	Om007G286080	g23787
OG0010227	Om007G286090	g23786
OG0010228	Om007G286790	g17156
OG0010229	Om004G149240	g38333
OG0010231	Om004G153410, Om018G374070	g38371, g38375, g38379
OG0010234	Om001G023260	g42712
OG0010235	Om004G155400, Om004G153000	g50960
OG0010236	Om004G154880, Om004G152230	g5010, g38422
OG0010237	Om004G152220, Om004G154870	g36900
OG0010239	Om004G154380	g50905
OG0010240	Om004G155860	g38523, g50878
OG0010241	Om004G156380	g50854
OG0010242	Om005G195800	g31576, g49931
OG0010243	Om005G195680	g27288
OG0010244	Om005G195190	g49919
OG0010245	Om005G194610	g49905, g31528
OG0010246	Om005G194380	g31513
OG0010247	Om005G194090	g49900, g27251, g31485
OG0010248	Om005G193050	g31451
OG0010249	Om005G193060	g27221
OG0010250	Om005G192870	g31436
OG0010251	Om005G191760	g31377
OG0010252	Om005G190180	g27151
OG0010253	Om004G131880	g49768
OG0010254	Om005G189800	g31295
OG0010255	Om005G189670	g31284
OG0010256	Om005G189310	g49735
OG0010257	Om005G189020	g49730, g31251
OG0010258	Om005G187730	g49623
OG0010259	Om005G187560	g31182
OG0010260	Om005G187130	g31161
OG0010261	Om005G187000	g27059
OG0010262	Om005G186850	g31139
OG0010263	Om005G185410	g49574
OG0010264	Om003G100720, Om005G184290	g31025
OG0010265	Om005G183930	g31001
OG0010267	Om005G183130	g30952
OG0010268	Om005G182810	g49499
OG0010269	Om005G182780	g30930, g49496
OG0010270	Om005G182460	g30916
OG0010271	Om005G182450	g30915
OG0010272	Om005G181990	g30900
OG0010273	Om005G181930	g30902
OG0010274	Om005G181650	g30873
OG0010275	Om005G181440	g30867
OG0010276	Om005G181050	g49440
OG0010277	Om005G181010	g49437
OG0010279	Om005G180810	g30840
OG0010280	Om005G180840	g49432
OG0010281	Om005G180220	g30815
OG0010282	Om005G179840	g30803
OG0010283	Om005G179430	g30780
OG0010284	Om005G179210, Om005G179250	g49368
OG0010285	Om005G179300	g49376
OG0010286	Om005G178440	g49322
OG0010287	Om007G302010	g29328
OG0010288	Om007G301550	g5201, g29315
OG0010289	Om007G300920	g5169
OG0010290	Om007G299560	g29239
OG0010291	Om007G299820	g29245
OG0010292	Om007G298230	g5043, g45734
OG0010293	Om007G297960	g45738
OG0010294	Om007G297970	g5028
OG0010295	Om007G297850	g5021
OG0010296	Om007G297340	g4999
OG0010297	Om007G297260	g29143
OG0010298	Om007G296710	g4985
OG0010299	Om002G045630	g12616
OG0010300	Om007G295940	g41475
OG0010301	Om007G295100	g4896, g29081
OG0010302	Om007G294790	g29101
OG0010303	Om001G030760	g23187
OG0010304	Om007G293380	g4715
OG0010305	Om007G293220	g10165
OG0010307	Om001G032820	g10175
OG0010309	Om007G303720, Om007G303740	g10191
OG0010310	Om007G303730	g10193
OG0010311	Om007G304270	g10213
OG0010312	Om007G303820	g4639
OG0010313	Om007G307230, Om009G364250	g10256
OG0010314	Om002G050080	g7595, g12444
OG0010315	Om004G161080	g5256
OG0010316	Om004G169560	g45468
OG0010317	Om003G099840, Om005G178300	g53940, g53981
OG0010318	Om004G170250	g29678
OG0010319	Om004G170330	g29681, g5597
OG0010320	Om004G170450	g29687
OG0010321	Om004G171180	g29710
OG0010322	Om004G171250	g29719
OG0010325	Om004G171780, Om004G171730	g5643
OG0010326	Om004G171830	g5644
OG0010327	Om004G171920	g29738
OG0010328	Om004G171930	g29739
OG0010329	Om004G172220	g5652
OG0010330	Om004G172200	g45409, g5650
OG0010331	Om006G240610	g622
OG0010332	Om006G239850	g583
OG0010334	Om006G239130	g10017
OG0010335	Om006G239220	g18568
OG0010337	Om006G238650	g514
OG0010338	Om006G238430	g508
OG0010339	Om006G238100	g9973
OG0010340	Om006G237480	g458
OG0010341	Om006G237290	g9940
OG0010342	Om006G236660	g421
OG0010343	Om006G236540	g415
OG0010344	Om006G235700	g9867
OG0010346	Om006G235450	g355
OG0010347	Om006G235100	g338
OG0010348	Om006G247930	g28696
OG0010349	Om006G257350	g2477
OG0010350	Om006G257860	g2513
OG0010351	Om006G258180	g2541
OG0010352	Om006G258190	g19343, g2543
OG0010353	Om006G258720	g19362
OG0010354	Om006G260120	g2618
OG0010355	Om006G260850	g11385
OG0010356	Om006G260950	g2647
OG0010357	Om006G261780	g19426
OG0010358	Om006G261890	g19422
OG0010359	Om006G262330, Om005G214270	g2708
OG0010360	Om006G262940	g19470, g2727
OG0010361	Om006G263560	g2758
OG0010362	Om006G263870	g2746
OG0010363	Om005G184940	g11437
OG0010364	Om006G267650	g11447, g3062
OG0010365	Om006G268900	g3118, g19603
OG0010366	Om006G269030	g3131
OG0010367	Om006G268690	g3435
OG0010368	Om004G134210	g19613
OG0010370	Om005G212000	g41628
OG0010371	Om005G212290	g41685
OG0010372	Om005G211270	g13637
OG0010373	Om005G211680	g44870
OG0010374	Om005G210650	g44826
OG0010375	Om005G210590	g13636
OG0010376	Om005G210340	g44803
OG0010377	Om005G210460	g13635
OG0010380	Om005G209700	g44773
OG0010382	Om005G208080	g45836
OG0010383	Om005G206800	g45896
OG0010384	Om005G206600	g45911
OG0010385	Om005G205990	g44638, g45944
OG0010386	Om004G142920	g44617
OG0010387	Om004G133430	g46437
OG0010388	Om004G133990	g46406
OG0010390	Om004G134500	g46376
OG0010391	Om004G134850	g46352
OG0010392	Om006G257230	g19307
OG0010393	Om004G135120	g46327
OG0010394	Om004G144610	g46322
OG0010395	Om005G202240	g50119, g27450
OG0010396	Om004G137730	g46186
OG0010398	Om004G140020, Om004G140030	g44547
OG0010399	Om004G140400	g46101
OG0010400	Om004G140470	g46096
OG0010401	Om004G140820	g46081
OG0010402	Om004G140980	g46068, g44564
OG0010404	Om004G141940	g44580
OG0010405	Om004G142030	g46025
OG0010407	Om004G142040	g46024
OG0010408	Om004G142680	g44610
OG0010409	Om004G132160	g46500, g44337
OG0010410	Om004G131810	g13605
OG0010411	Om004G131450	g13602
OG0010413	Om004G130810	g46564
OG0010414	Om004G130490	g44290
OG0010415	Om004G130140	g44277
OG0010417	Om003G117110	g39377
OG0010419	Om002G057370	g12243
OG0010421	Om002G059110	g12191
OG0010423	Om002G059430	g12178
OG0010425	Om002G059870	g12162, g7143
OG0010426	Om006G241780	g701
OG0010427	Om002G060480	g7105
OG0010429	Om002G060950	g12134
OG0010430	Om002G061290	g12115
OG0010431	Om002G062400	g7015
OG0010434	Om002G064200	g6931
OG0010435	Om002G064640	g12029
OG0010436	Om002G065180	g13305
OG0010437	Om002G065300	g6882
OG0010438	Om002G065360	g6880
OG0010439	Om002G065540	g12005
OG0010440	Om002G065670	g6861
OG0010441	Om002G065940	g13324
OG0010442	Om002G066130	g6847
OG0010443	Om002G066160	g11980, g6845
OG0010444	Om002G066310	g6834
OG0010445	Om003G098150	g28077
OG0010446	Om002G067060	g6781
OG0010447	Om002G067100	g6780
OG0010448	Om002G067260	g6774
OG0010449	Om002G067270	g6773, g11947
OG0010450	Om003G097090	g36444
OG0010451	Om002G067840	g11933
OG0010452	Om002G067870	g11925
OG0010453	Om002G067880	g6753
OG0010454	Om002G067930	g6749
OG0010455	Om002G067940	g6748
OG0010456	Om002G068200	g6724
OG0010457	Om002G068330	g11907
OG0010459	Om002G068550	g6711, g6717
OG0010460	Om002G069030	g6692
OG0010461	Om002G069550	g11867
OG0010462	Om002G069840	g6628
OG0010463	Om002G069970	g13401
OG0010464	Om002G070050	g11847
OG0010465	Om002G071250, Om002G071220, Om002G070340	g6597
OG0010466	Om002G071110	g11804
OG0010467	Om002G073800	g6458
OG0010468	Om002G071400	g11780
OG0010469	Om002G071430	g13447
OG0010470	Om002G071540	g6556
OG0010471	Om002G071750	g6549, g11766
OG0010472	Om002G071830	g6544
OG0010473	Om002G072410	g13470
OG0010474	Om002G073050	g6491
OG0010475	Om002G073120	g11735
OG0010476	Om002G073810	g13494
OG0010477	Om002G075340	g6392
OG0010478	Om001G007390	g6333
OG0010479	Om002G081010	g14345
OG0010480	Om002G081750	g14257, g14260
OG0010481	Om005G184970, Om008G320470, Om003G097340	g6147
OG0010482	Om002G082090	g13703
OG0010483	Om002G082510	g39572, g6387
OG0010484	Om002G083100	g14060
OG0010485	Om002G083190	g6120
OG0010486	Om002G083430	g14050
OG0010487	Om002G083800	g14041
OG0010488	Om002G085670	g6008
OG0010489	Om002G087200	g13906
OG0010490	Om002G087220, Om002G088680	g13805
OG0010491	Om002G087380	g13901
OG0010492	Om002G087500	g13895
OG0010493	Om002G087660	g13874
OG0010494	Om002G087860	g5935
OG0010495	Om001G023660	g23513
OG0010496	Om002G087930	g5929
OG0010497	Om002G088160	g5909
OG0010499	Om002G088370	g5901
OG0010501	Om003G089480	g54385
OG0010502	Om003G090060	g36726
OG0010503	Om003G104550, Om003G104580	g24798
OG0010504	Om003G095630	g36514
OG0010505	Om006G257220	g2470
OG0010506	Om003G096410	g36164
OG0010507	Om003G096020	g28040
OG0010508	Om003G096640	g54198
OG0010509	Om003G096950	g28053
OG0010510	Om003G097000	g28055
OG0010511	Om003G097210	g36439, g54165
OG0010512	Om003G098130	g54136
OG0010513	Om003G099090	g28095
OG0010514	Om003G098760, Om003G097510, Om004G145440	g28083
OG0010515	Om003G099390	g54084
OG0010516	Om003G099590	g54076
OG0010517	Om003G099820	g54047, g28108
OG0010520	Om008G339930	g37095, g37076
OG0010521	Om008G340060	g37079
OG0010522	Om006G256560	g2437
OG0010523	Om006G256530	g19279
OG0010524	Om006G256510	g2432
OG0010525	Om006G256270	g19272
OG0010526	Om006G256250	g2417
OG0010527	Om006G255910	g2412
OG0010528	Om006G255400	g19216
OG0010531	Om006G255330	g2391
OG0010532	Om006G254970	g19207
OG0010533	Om006G255060	g2381
OG0010534	Om006G254980	g2370
OG0010535	Om006G254560	g19194
OG0010536	Om006G254440	g2341
OG0010537	Om006G254010	g19172
OG0010539	Om006G253370	g2293
OG0010540	Om006G253030	g19146
OG0010541	Om006G252790	g2266
OG0010543	Om006G252440	g2236
OG0010544	Om006G252170	g2231
OG0010545	Om006G251560	g19069
OG0010546	Om003G119830	g2061, g19007
OG0010547	Om003G119840	g2062
OG0010548	Om003G119890	g19004
OG0010549	Om003G122290	g1982
OG0010550	Om003G122310	g18946
OG0010551	Om003G122510	g11206
OG0010552	Om003G123040	g18914
OG0010553	Om006G253380	g2294, g19156
OG0010554	Om003G123930	g18880
OG0010555	Om003G124100	g1965
OG0010556	Om003G125130	g18820
OG0010557	Om003G125570	g18806
OG0010558	Om003G126160	g18689
OG0010559	Om003G126170	g1873
OG0010560	Om003G126310	g1870
OG0010562	Om003G126700	g1844
OG0010563	Om003G127270	g11161
OG0010564	Om003G127360	g1802
OG0010565	Om003G127370	g1796
OG0010566	Om003G127440	g1794
OG0010567	Om003G128110	g18796
OG0010568	Om003G128670	g18744
OG0010570	Om003G128980	g18768
OG0010571	Om003G129070, Om004G140940	g18773
OG0010572	Om005G195960	g31587
OG0010575	Om006G256540	g2434
OG0010576	Om006G253290	g2291
OG0010578	Om008G330590	g51857
OG0010579	Om008G329230	g38147
OG0010580	Om001G026060	g23409
OG0010582	Om005G179850	g30804
OG0010583	Om005G182870	g30934
OG0010585	Om005G185850	g49602
OG0010586	Om005G187710	g49625
OG0010587	Om005G191240	g27178
OG0010588	Om005G198150	g27362
OG0010589	Om005G204530	g27512
OG0010590	Om005G207810	g44700
OG0010591	Om005G210810	g41533
OG0010592	Om005G211450	g44858
OG0010594	Om006G272470	g1592
OG0010595	Om007G284170	g37813
OG0010596	Om002G074140	g13509
OG0010597	Om002G078990	g6599
OG0010598	Om002G064300	g12037
OG0010601	Om002G056510	g12270
OG0010602	Om002G056280	g7303
OG0010603	Om002G051960	g12399
OG0010604	Om002G051480	g7518, g13014
OG0010605	Om002G049920	g7606
OG0010606	Om002G046840	g18475
OG0010609	Om004G170200	g26055, g29676
OG0010611	Om004G155720	g36954
OG0010613	Om001G003220, Om003G098650	g17450
OG0010614	Om001G002700	g24169
OG0010615	Om001G000270	g24264
OG0010616	Om007G290390	g32422
OG0010617	Om007G278830	g51319
OG0010622	Om007G299990	g29258
OG0010623	Om007G293230	g10164
OG0010624	Om001G024580	g47700
OG0010625	Om006G268610	g11501
OG0010626	Om006G243680	g787, g28877
OG0010628	Om006G240590	g14921, g18551
OG0010629	Om006G239280	g550
OG0010630	Om006G235620	g9862
OG0010634	Om001G014060, Om007G278060	g36358, g36354
OG0010639	Om002G073280	g6471
OG0010644	Om007G303430	g4745
OG0010660	Om001G022210	g17055
OG0010661	Om001G022390	g47662
OG0010662	Om001G023040	g23539
OG0010663	Om001G024280	g23475
OG0010664	Om003G099440, Om001G025780	g23420
OG0010665	Om001G026670	g23380
OG0010666	Om001G041900	g18381
OG0010667	Om002G058370, Om001G027270	g47764, g23356
OG0010668	Om001G027530	g23343
OG0010670	Om001G028360	g47791
OG0010671	Om001G028940	g23286
OG0010672	Om001G029540	g23254
OG0010673	Om001G029790	g47822
OG0010674	Om001G030520	g23199
OG0010675	Om004G151400	g47834, g23208
OG0010676	Om006G243650	g785
OG0010677	Om001G031730	g18184
OG0010678	Om008G335400	g51648
OG0010679	Om001G032300	g18200
OG0010680	Om001G031960	g18194
OG0010681	Om001G032700	g23096
OG0010682	Om005G212530	g41727
OG0010683	Om001G033470	g47898
OG0010684	Om001G034100	g47908
OG0010685	Om004G160890	g29336
OG0010686	Om007G292390	g32533
OG0010687	Om007G277260	g32554
OG0010688	Om007G276500	g17557
OG0010689	Om007G276440	g47196, g24302
OG0010690	Om007G276410	g47195
OG0010691	Om007G275890	g17575, g24332
OG0010692	Om007G275830	g17577
OG0010694	Om007G275740	g17582, g24349
OG0010695	Om007G275670	g24357
OG0010696	Om007G275630	g17588
OG0010697	Om005G217180	g41122
OG0010698	Om003G119380	g19021
OG0010699	Om001G024150, Om001G024170, Om005G216980	g43970
OG0010701	Om011G365480, Om005G217970, Om003G100710	g41093
OG0010703	Om008G336160	g24716
OG0010704	Om005G219180	g44048
OG0010706	Om005G219720	g44084
OG0010707	Om005G219980	g41039
OG0010708	Om005G220040	g41043
OG0010709	Om005G220070	g44103
OG0010710	Om005G220150	g41036
OG0010711	Om005G220430	g41031
OG0010712	Om005G220440	g44111
OG0010713	Om005G220540	g41027
OG0010714	Om005G220660, Om005G220610	g41025
OG0010716	Om005G221210	g40998
OG0010717	Om005G222050	g40982
OG0010718	Om005G222720	g44157
OG0010719	Om005G223300	g44188
OG0010720	Om005G223550	g40943, g44196
OG0010721	Om005G223950	g40935
OG0010722	Om006G275460	g10822
OG0010723	Om002G071440	g10763
OG0010724	Om004G172760, Om006G273710, Om008G324050, Om002G053350	g10728
OG0010725	Om002G086770	g16704
OG0010726	Om006G274570	g10710, g10714
OG0010727	Om006G274520	g10705
OG0010728	Om006G274460	g10699
OG0010729	Om006G274400	g10693
OG0010730	Om006G274000	g10665
OG0010731	Om006G273290	g1564
OG0010733	Om006G272740	g10591
OG0010734	Om005G192880	g49870
OG0010735	Om006G272610	g10585
OG0010736	Om006G272570	g10578
OG0010737	Om006G272540	g1588
OG0010738	Om006G271090	g10475
OG0010739	Om006G271050	g10467
OG0010740	Om006G269830	g10442
OG0010741	Om006G270390	g10431
OG0010742	Om005G228730	g10335
