Orthogroup	Odontarrhena_muralis	Euclidium_syriacum
OG0015581	Om002G046560	ESY3_g31946_DN3_SP2_c3.t1
OG0015582	Om002G046630	ESY3_g31927_DN3_SP2_c0.t1
OG0015583	Om002G047140	ESY3_g31806_DN3_SP7_c0.t1
OG0015584	Om002G047330	ESY3_g31787_DN3_SP0_c0.t1
OG0015585	Om002G047620	ESY3_g31700_DN3_SP3_c0.t1
OG0015586	Om002G047530	ESY3_g31763_DN3_SP1_c0.t1
OG0015587	Om002G047820	ESY3_g31674_DN3_SP8_c0.t1
OG0015588	Om002G047830	ESY3_g31673_DN3_SP7_c0.t1
OG0015589	Om002G048000	ESY3_g31660_DN3_SP1_c24.t1
OG0015590	Om002G048080	ESY3_g31652_DN3_SP7_c0.t1
OG0015591	Om003G124750	ESY1_g11999_DN3_SP1_c0.t1
OG0015592	Om002G048960	ESY3_g31539_DN3_SP4_c0.t1
OG0015593	Om002G049020	ESY3_g31531_DN3_SP7_c0.t1
OG0015594	Om002G049520	ESY3_g31447_DN3_SP0_c0.t1
OG0015595	Om002G049670	ESY3_g31457_DN3_SP0_c0.t1
OG0015597	Om002G049740	ESY3_g31470_DN3_SP2_c0.t1
OG0015598	Om002G049770	ESY3_g31473_DN3_SP0_c0.t1
OG0015599	Om002G049840	ESY3_g31420_DN3_SP8_c0.t1
OG0015600	Om002G049860	ESY3_g31418_DN3_SP0_c0.t1
OG0015601	Om002G050020	ESY3_g31393_DN3_SP3_c0.t1
OG0015602	Om002G050050	ESY3_g31388_DN3_SP1_c0.t1
OG0015603	Om002G050210	ESY3_g31369_DN3_SP0_c0.t1
OG0015604	Om002G050300	ESY3_g30663_DN3_SP0_c0.t1
OG0015605	Om002G050420	ESY3_g30689_DN3_SP0_c0.t1
OG0015606	Om002G050450	ESY3_g30694_DN3_SP8_c0.t1
OG0015607	Om002G050480	ESY3_g30699_DN3_SP8_c0.t1
OG0015608	Om002G050580	ESY3_g30710_DN3_SP0_c4.t1, ESY3_g30708_DN3_SP1_c4.t1
OG0015609	Om002G050650	ESY3_g30724_DN3_SP5_c0.t1
OG0015610	Om002G050660	ESY3_g30725_DN3_SP0_c0.t1
OG0015611	Om002G050830	ESY3_g30739_DN3_SP8_c0.t1
OG0015612	Om002G051410	ESY3_g30820_DN3_SP2_c0.t1
OG0015613	Om002G051450	ESY3_g30830_DN3_SP3_c0.t1
OG0015614	Om008G330160	ESY12_g50852_DN3_SP8_c0.t1
OG0015615	Om008G330190	ESY12_g50848_DN3_SP0_c0.t1
OG0015616	Om008G330600	ESY9_g45685_DN3_SP8_c0.t1
OG0015617	Om008G331280	ESY9_g45648_DN3_SP1_c0.t1
OG0015618	Om008G331240	ESY9_g45635_DN3_SP0_c0.t1
OG0015619	Om008G331640	ESY9_g45571_DN3_SP8_c0.t1
OG0015620	Om008G331670	ESY9_g45562_DN3_SP3_c0.t1
OG0015621	Om008G332340	ESY9_g45460_DN3_SP0_c0.t1
OG0015622	Om008G331970	ESY9_g45521_DN3_SP0_c0.t1
OG0015623	Om008G332520	ESY9_g45447_DN3_SP8_c0.t1
OG0015624	Om008G332610	ESY9_g45439_DN3_SP0_c0.t1
OG0015625	Om008G332650	ESY9_g45436_DN3_SP5_c0.t1
OG0015626	Om008G337970	ESY9_g44066_DN3_SP8_c0.t1
OG0015627	Om008G337380	ESY9_g44321_DN3_SP0_c0.t1
OG0015628	Om008G332970	ESY15_g64862_DN3_SP0_c0.t1
OG0015631	Om008G336580	ESY9_g44581_DN3_SP8_c0.t1
OG0015633	Om008G336270	ESY9_g44653_DN3_SP8_c0.t1
OG0015634	Om008G336100	ESY6_g49539_DN2_SP0_c0.t1
OG0015635	Om008G336110	ESY12_g51555_DN3_SP8_c0.t1
OG0015636	Om002G075310	ESY3_g27433_DN3_SP3_c0.t1
OG0015637	Om008G335970	ESY9_g44749_DN3_SP2_c0.t1
OG0015638	Om008G335930	ESY2_g34609_DN3_SP0_c11.t1
OG0015639	Om008G335920	ESY9_g44777_DN3_SP1_c0.t1
OG0015640	Om008G335800	ESY9_g44794_DN3_SP8_c0.t1
OG0015641	Om008G335430	ESY9_g44864_DN3_SP0_c0.t1
OG0015642	Om008G335240	ESY9_g44954_DN3_SP7_c0.t1
OG0015643	Om008G335220	ESY9_g44957_DN3_SP7_c0.t1
OG0015644	Om008G333340	ESY9_g45363_DN3_SP8_c0.t1
OG0015645	Om008G333430	ESY9_g45352_DN3_SP0_c0.t1
OG0015646	Om008G333540	ESY9_g45347_DN3_SP0_c0.t1
OG0015647	Om008G334250	ESY9_g45242_DN3_SP0_c0.t1
OG0015648	Om008G334300	ESY9_g45238_DN3_SP8_c0.t1
OG0015649	Om008G334560	ESY7_g19006_DN3_SP0_c0.t1
OG0015651	Om008G338120	ESY9_g44040_DN3_SP2_c0.t1
OG0015652	Om005G196450	ESY5_g2953_DN3_SP0_c0.t1
OG0015653	Om005G196490	ESY5_g2957_DN3_SP7_c0.t1
OG0015654	Om005G196990	ESY2_g36018_DN2_SP0_c0.t1
OG0015655	Om005G197180	ESY5_g3034_DN3_SP5_c0.t1
OG0015656	Om005G197390	ESY5_g3053_DN3_SP1_c0.t1
OG0015657	Om005G197610	ESY5_g4420_DN3_SP0_c0.t1
OG0015658	Om005G198020	ESY5_g4388_DN3_SP8_c0.t1
OG0015659	Om005G198100	ESY5_g4371_DN3_SP2_c0.t1
OG0015660	Om005G198390	ESY5_g4346_DN3_SP8_c0.t1
OG0015661	Om005G198780	ESY5_g4318_DN3_SP0_c0.t1
OG0015662	Om005G198770	ESY5_g4319_DN3_SP5_c0.t1
OG0015663	Om005G198750	ESY5_g4321_DN3_SP0_c0.t1
OG0015664	Om005G198710	ESY5_g4323_DN3_SP5_c0.t1, ESY2_g35833_DN3_SP0_c0.t1
OG0015665	Om005G198630	ESY5_g4330_DN3_SP7_c0.t1
OG0015666	Om005G198870	ESY5_g4310_DN3_SP8_c0.t1
OG0015667	Om005G199160	ESY5_g4278_DN3_SP8_c0.t1
OG0015668	Om005G199810	ESY5_g4229_DN3_SP0_c0.t1
OG0015669	Om005G199700	ESY5_g4236_DN3_SP3_c0.t1
OG0015670	Om005G199670	ESY5_g4238_DN3_SP7_c0.t1
OG0015671	Om005G199560	ESY5_g4248_DN3_SP5_c0.t1
OG0015672	Om004G140700	ESY2_g34872_DN3_SP8_c2.t1
OG0015673	Om005G200470	ESY5_g4166_DN3_SP4_c0.t1
OG0015674	Om005G200680	ESY5_g4153_DN3_SP0_c0.t1
OG0015675	Om005G200720	ESY5_g4147_DN3_SP0_c0.t1
OG0015676	Om005G200840	ESY5_g4136_DN3_SP0_c0.t1
OG0015677	Om005G200930	ESY5_g4117_DN3_SP0_c16.t1
OG0015678	Om005G200970	ESY5_g4113_DN3_SP7_c0.t1
OG0015679	Om005G201230	ESY5_g4083_DN3_SP0_c0.t1
OG0015680	Om005G201260	ESY5_g4080_DN3_SP0_c0.t1
OG0015681	Om005G201290	ESY5_g4077_DN3_SP0_c0.t1
OG0015682	Om005G201390	ESY5_g4066_DN3_SP7_c0.t1
OG0015683	Om005G202260	ESY5_g3981_DN3_SP0_c0.t1
OG0015684	Om005G202610	ESY5_g3937_DN3_SP0_c0.t1
OG0015685	Om005G202640	ESY5_g3934_DN3_SP3_c0.t1
OG0015687	Om005G203030	ESY5_g3905_DN3_SP0_c0.t1
OG0015688	Om005G203260	ESY5_g2554_DN3_SP0_c0.t1
OG0015689	Om005G203890	ESY5_g2423_DN3_SP0_c0.t1
OG0015690	Om005G203960	ESY5_g2415_DN3_SP8_c0.t1
OG0015691	Om005G203970	ESY5_g2414_DN3_SP7_c0.t1
OG0015692	Om005G204140	ESY5_g2403_DN2_SP0_c0.t1
OG0015693	Om005G204180	ESY5_g2396_DN3_SP7_c0.t1
OG0015694	Om005G204200	ESY5_g2394_DN3_SP8_c0.t1
OG0015696	Om005G204630	ESY5_g2347_DN3_SP1_c0.t1
OG0015697	Om005G204680	ESY5_g2343_DN3_SP0_c0.t1
OG0015698	Om005G204980	ESY5_g2293_DN3_SP0_c0.t1
OG0015699	Om005G205120	ESY5_g2253_DN2_SP0_c0.t1
OG0015700	Om005G205200	ESY5_g2236_DN3_SP0_c0.t1
OG0015701	Om005G205330	ESY5_g2203_DN3_SP8_c0.t1
OG0015702	Om005G205550	ESY5_g2173_DN3_SP0_c0.t1
OG0015703	Om005G205570	ESY5_g2171_DN3_SP6_c0.t1
OG0015704	Om005G205630	ESY5_g2159_DN3_SP0_c0.t1
OG0015705	Om005G206950	ESY2_g35622_DN3_SP3_c0.t1
OG0015706	Om004G143400	ESY5_g2126_DN3_SP0_c0.t1
OG0015707	Om004G143760	ESY5_g2055_DN1_SP0_c0.t1
OG0015709	Om004G144550	ESY5_g1883_DN3_SP0_c0.t1
OG0015710	Om004G144690	ESY5_g1839_DN2_SP0_c0.t1
OG0015711	Om005G184550	ESY5_g4586_DN3_SP7_c3.t1
OG0015712	Om004G145510	ESY2_g35359_DN3_SP0_c0.t1
OG0015713	Om004G145990	ESY5_g1418_DN2_SP0_c0.t1
OG0015714	Om004G146220	ESY5_g1352_DN3_SP0_c0.t1
OG0015715	Om005G209830	ESY2_g35364_DN3_SP0_c0.t1
OG0015716	Om004G146590	ESY5_g1246_DN1_SP0_c0.t1
OG0015717	Om005G210360	ESY2_g34411_DN3_SP0_c0.t1
OG0015719	Om004G147020	ESY5_g1208_DN3_SP8_c0.t1
OG0015720	Om003G124950	ESY5_g1069_DN3_SP1_c0.t1
OG0015721	Om004G147610	ESY13_g57561_DN3_SP8_c0.t1
OG0015722	Om004G131990	ESY4_g25952_DN3_SP0_c0.t1
OG0015723	Om006G263420	ESY16_g62288_DN3_SP0_c0.t1
OG0015724	Om005G202140	ESY5_g3991_DN3_SP1_c0.t1
OG0015725	Om004G149350	ESY13_g58037_DN3_SP0_c0.t1
OG0015726	Om006G238540	ESY13_g58031_DN3_SP0_c0.t1
OG0015727	Om004G151810	ESY13_g57228_DN3_SP0_c0.t1
OG0015728	Om007G280240	ESY8_g58431_DN2_SP0_c0.t1
OG0015729	Om002G051420	ESY3_g30821_DN3_SP0_c0.t1
OG0015730	Om005G185130	ESY1_g11344_DN3_SP0_c0.t1
OG0015732	Om007G291210	ESY13_g57623_DN3_SP3_c0.t1
OG0015733	Om007G315270	ESY13_g57632_DN3_SP7_c0.t1
OG0015734	Om004G150560	ESY8_g59333_DN3_SP8_c0.t1
OG0015735	Om007G285620	ESY13_g57030_DN3_SP8_c0.t1
OG0015736	Om007G285670	ESY13_g57025_DN3_SP5_c0.t1
OG0015737	Om007G285690	ESY13_g56956_DN3_SP3_c0.t1
OG0015738	Om008G333230	ESY15_g65381_DN3_SP0_c0.t1
OG0015739	Om006G273970	ESY10_g14208_DN3_SP1_c0.t1
OG0015740	Om007G285930	ESY13_g56847_DN3_SP0_c0.t1
OG0015741	Om007G286000	ESY7_g18204_DN3_SP5_c0.t1
OG0015743	Om007G286320	ESY13_g56502_DN3_SP5_c0.t1
OG0015744	Om007G286560	ESY13_g56603_DN3_SP0_c0.t1
OG0015745	Om007G286430, Om011G365030	ESY13_g56725_DN3_SP8_c0.t1
OG0015746	Om007G286400	ESY13_g56706_DN3_SP0_c0.t1
OG0015747	Om003G127070	ESY6_g46621_DN3_SP4_c0.t1
OG0015748	Om005G186450	ESY5_g3142_DN3_SP3_c0.t1
OG0015749	Om001G021450	ESY4_g23793_DN3_SP3_c0.t1
OG0015750	Om001G021270	ESY16_g62098_DN3_SP8_c0.t1
OG0015752	Om004G154600	ESY8_g59395_DN3_SP0_c0.t1
OG0015753	Om001G007990	ESY8_g59391_DN3_SP2_c0.t1
OG0015754	Om003G095560	ESY20_g13056_DN3_SP4_c0.t1
OG0015755	Om004G152330, Om004G155250	ESY8_g59521_DN3_SP8_c0.t1
OG0015756	Om002G046770	ESY8_g59545_DN3_SP0_c0.t1
OG0015757	Om004G152090	ESY8_g59570_DN3_SP8_c0.t1
OG0015758	Om004G152020	ESY8_g59579_DN3_SP4_c0.t1
OG0015759	Om004G151310	ESY8_g59589_DN3_SP5_c0.t1
OG0015760	Om001G021460	ESY4_g23806_DN3_SP3_c0.t1
OG0015761	Om004G154470	ESY8_g59607_DN3_SP1_c0.t1
OG0015762	Om004G154340	ESY8_g59639_DN3_SP2_c2.t1
OG0015763	Om004G154050	ESY8_g59681_DN3_SP2_c23.t1
OG0015764	Om006G253350	ESY1_g10960_DN3_SP0_c0.t1
OG0015765	Om004G153820	ESY8_g59695_DN3_SP4_c0.t1
OG0015766	Om004G153550	ESY8_g59738_DN3_SP0_c0.t1
OG0015767	Om004G153500	ESY8_g59749_DN3_SP8_c0.t1
OG0015768	Om004G153490	ESY8_g59750_DN3_SP8_c0.t1
OG0015769	Om004G155840	ESY8_g59811_DN3_SP1_c0.t1
OG0015770	Om004G155890	ESY8_g59818_DN3_SP7_c0.t1
OG0015771	Om004G156000	ESY8_g59834_DN3_SP8_c0.t1
OG0015772	Om004G156420	ESY8_g59906_DN3_SP0_c0.t1
OG0015773	Om001G033090	ESY8_g59926_DN2_SP2_c0.t1
OG0015774	Om004G156570	ESY8_g59928_DN3_SP0_c0.t1
OG0015775	Om004G156680	ESY8_g59941_DN3_SP1_c0.t1
OG0015776	Om005G194750	ESY5_g2817_DN3_SP8_c0.t1
OG0015777	Om005G194510	ESY5_g2792_DN3_SP2_c0.t1
OG0015778	Om005G194420	ESY5_g2780_DN3_SP8_c0.t1
OG0015779	Om005G194410	ESY5_g2779_DN3_SP6_c0.t1
OG0015780	Om005G194390	ESY5_g2777_DN3_SP0_c0.t1
OG0015781	Om005G194270	ESY5_g2768_DN3_SP5_c0.t1
OG0015782	Om005G193980	ESY5_g2736_DN3_SP0_c0.t1
OG0015783	Om005G194020	ESY5_g2732_DN3_SP2_c0.t1
OG0015784	Om005G193810	ESY5_g2715_DN3_SP4_c0.t1
OG0015786	Om005G193650	ESY5_g2688_DN3_SP0_c0.t1
OG0015787	Om005G193390	ESY5_g2658_DN3_SP6_c0.t1
OG0015788	Om005G192940	ESY5_g2612_DN3_SP0_c0.t1
OG0015790	Om005G192860	ESY5_g2603_DN3_SP8_c0.t1
OG0015791	Om005G192540	ESY5_g2561_DN3_SP0_c0.t1
OG0015792	Om005G192130	ESY5_g3837_DN3_SP0_c0.t1
OG0015793	Om005G192040	ESY5_g3828_DN3_SP8_c0.t1
OG0015794	Om005G191950	ESY5_g3810_DN3_SP8_c0.t1
OG0015795	Om005G191880	ESY5_g3803_DN3_SP8_c0.t1
OG0015796	Om005G191790	ESY5_g3796_DN3_SP7_c0.t1
OG0015797	Om005G191590	ESY5_g3785_DN3_SP0_c0.t1
OG0015798	Om005G191600	ESY5_g3786_DN3_SP8_c0.t1
OG0015799	Om005G191380	ESY5_g3759_DN3_SP7_c0.t1
OG0015800	Om005G190940	ESY5_g3719_DN3_SP0_c0.t1
OG0015801	Om005G190810	ESY5_g3703_DN3_SP5_c14.t1
OG0015802	Om005G190560	ESY5_g3679_DN3_SP8_c0.t1
OG0015803	Om005G223560	ESY2_g33808_DN3_SP8_c0.t1
OG0015804	Om005G190290	ESY5_g3662_DN3_SP3_c20.t1
OG0015805	Om005G190020	ESY5_g3618_DN3_SP1_c0.t1
OG0015806	Om005G189650	ESY5_g3561_DN3_SP1_c0.t1
OG0015807	Om005G189530	ESY5_g3549_DN3_SP8_c15.t1
OG0015808	Om005G189510	ESY5_g3545_DN3_SP0_c0.t1
OG0015809	Om005G189380	ESY5_g3530_DN3_SP8_c0.t1
OG0015810	Om005G189170	ESY5_g3497_DN3_SP7_c0.t1
OG0015811	Om005G189150	ESY5_g3494_DN3_SP0_c0.t1
OG0015812	Om005G188910, Om002G078120	ESY5_g3441_DN3_SP8_c0.t1
OG0015814	Om005G188130	ESY5_g3367_DN3_SP0_c0.t1
OG0015815	Om005G188160	ESY5_g3369_DN3_SP0_c0.t1
OG0015816	Om005G188210	ESY5_g3376_DN3_SP1_c0.t1
OG0015817	Om005G188260	ESY5_g3381_DN2_SP0_c18.t1
OG0015818	Om005G188520	ESY5_g3410_DN3_SP0_c0.t1, ESY5_g2575_DN3_SP0_c0.t1
OG0015820	Om005G187550	ESY5_g3303_DN3_SP0_c0.t1
OG0015821	Om005G187540	ESY5_g3302_DN3_SP3_c0.t1
OG0015822	Om005G187390	ESY5_g3277_DN3_SP7_c0.t1
OG0015823	Om005G187320	ESY5_g3270_DN3_SP0_c0.t1
OG0015824	Om005G187300	ESY5_g3268_DN2_SP0_c0.t1
OG0015825	Om005G187150	ESY5_g3254_DN3_SP8_c0.t1
OG0015826	Om005G187040	ESY5_g3234_DN3_SP0_c0.t1
OG0015827	Om005G186810	ESY5_g3193_DN1_SP0_c0.t1
OG0015828	Om005G186620	ESY5_g3157_DN3_SP0_c8.t1
OG0015829	Om005G186720	ESY5_g3169_DN1_SP0_c0.t1
OG0015830	Om005G186050	ESY5_g3081_DN3_SP8_c0.t1
OG0015831	Om005G185530	ESY5_g4471_DN3_SP8_c0.t1, ESY15_g64358_DN2_SP0_c0.t1
OG0015832	Om005G185560	ESY5_g4473_DN2_SP0_c0.t1
OG0015833	Om002G082350	ESY21_g55096_DN3_SP0_c0.t1
OG0015834	Om005G185300	ESY5_g4510_DN3_SP0_c0.t1
OG0015835	Om005G184990	ESY5_g4548_DN3_SP0_c34.t1
OG0015836	Om005G184570	ESY5_g4584_DN3_SP0_c0.t1
OG0015837	Om005G184470	ESY5_g4598_DN3_SP0_c0.t1
OG0015838	Om005G184440	ESY5_g4603_DN2_SP0_c0.t1
OG0015839	Om005G184050	ESY5_g4658_DN3_SP5_c0.t1
OG0015840	Om005G184330	ESY5_g4621_DN3_SP5_c8.t1
OG0015841	Om005G184310	ESY5_g4625_DN3_SP8_c0.t1
OG0015842	Om005G184180	ESY5_g4641_DN3_SP0_c19.t1
OG0015843	Om005G184160	ESY5_g4645_DN3_SP7_c0.t1
OG0015844	Om005G184020	ESY5_g4661_DN3_SP2_c0.t1
OG0015845	Om005G184010	ESY5_g4662_DN3_SP0_c0.t1
OG0015846	Om005G183970	ESY5_g4664_DN3_SP0_c0.t1
OG0015847	Om005G183920	ESY5_g4673_DN3_SP0_c0.t1
OG0015848	Om005G183390	ESY5_g4738_DN3_SP0_c0.t1
OG0015849	Om005G183250	ESY8_g58435_DN3_SP1_c0.t1
OG0015850	Om007G309140	ESY15_g64774_DN3_SP1_c0.t1
OG0015851	Om005G183240	ESY5_g4752_DN1_SP0_c0.t1
OG0015852	Om005G183220	ESY5_g4755_DN3_SP0_c0.t1
OG0015853	Om005G182800	ESY5_g4821_DN3_SP0_c0.t1
OG0015854	Om005G182750	ESY5_g4826_DN3_SP0_c0.t1, ESY1_g8544_DN2_SP0_c0.t1
OG0015855	Om005G182340	ESY5_g4874_DN3_SP0_c0.t1
OG0015856	Om005G182320	ESY5_g4877_DN3_SP0_c0.t1
OG0015857	Om005G185840	ESY5_g4444_DN3_SP5_c0.t1
OG0015858	Om005G182200	ESY5_g4898_DN3_SP1_c0.t1
OG0015859	Om005G182160	ESY5_g4907_DN3_SP0_c0.t1
OG0015860	Om005G182150	ESY5_g4908_DN3_SP0_c0.t1
OG0015861	Om005G182030	ESY5_g4928_DN3_SP0_c0.t1
OG0015862	Om005G181550	ESY5_g4978_DN2_SP0_c0.t1
OG0015863	Om001G016900	ESY4_g21714_DN3_SP0_c0.t1
OG0015864	Om005G181070	ESY5_g5081_DN3_SP0_c0.t1
OG0015865	Om005G181040	ESY5_g5084_DN3_SP0_c0.t1
OG0015866	Om005G181030	ESY5_g5085_DN3_SP2_c0.t1
OG0015867	Om005G180490	ESY5_g5103_DN1_SP0_c0.t1
OG0015868	Om005G180830	ESY5_g5145_DN3_SP0_c0.t1
OG0015869	Om005G180330	ESY5_g5171_DN3_SP7_c0.t1
OG0015870	Om005G180300	ESY5_g5174_DN2_SP0_c0.t1
OG0015871	Om005G180290	ESY5_g5175_DN3_SP4_c0.t1
OG0015872	Om005G180150	ESY5_g5201_DN3_SP1_c0.t1
OG0015873	Om005G179960	ESY5_g5238_DN3_SP7_c0.t1
OG0015874	Om005G179620	ESY5_g5311_DN3_SP0_c0.t1
OG0015875	Om005G179480	ESY5_g5334_DN3_SP0_c0.t1
OG0015877	Om005G179170	ESY5_g5351_DN2_SP0_c0.t1
OG0015878	Om005G179310	ESY5_g5369_DN3_SP3_c0.t1
OG0015879	Om005G179100	ESY5_g5383_DN3_SP6_c0.t1
OG0015880	Om005G179080	ESY5_g5385_DN3_SP0_c0.t1
OG0015881	Om005G178610	ESY5_g5467_DN3_SP3_c16.t1
OG0015883	Om005G178090	ESY5_g5522_DN3_SP8_c0.t1
OG0015884	Om005G178140	ESY5_g5528_DN3_SP1_c0.t1
OG0015885	Om005G177900	ESY5_g5538_DN3_SP0_c0.t1
OG0015886	Om005G177890	ESY5_g5539_DN3_SP0_c14.t1
OG0015887	Om005G177880	ESY5_g5541_DN3_SP8_c0.t1
OG0015888	Om005G177840	ESY5_g5546_DN3_SP8_c0.t1
OG0015889	Om005G177810	ESY5_g5549_DN3_SP0_c0.t1
OG0015890	Om005G177790	ESY5_g5553_DN3_SP0_c0.t1
OG0015891	Om005G177720	ESY5_g5560_DN3_SP0_c0.t1
OG0015892	Om005G177650	ESY5_g5570_DN3_SP0_c0.t1
OG0015893	Om005G177570	ESY5_g5579_DN2_SP7_c0.t1
OG0015894	Om007G302100	ESY7_g17683_DN2_SP0_c0.t1
OG0015895	Om007G301170	ESY7_g17592_DN3_SP8_c0.t1
OG0015896	Om007G301360	ESY7_g17618_DN2_SP0_c0.t1
OG0015897	Om007G301620	ESY7_g17640_DN3_SP6_c0.t1
OG0015898	Om007G301700	ESY7_g17653_DN3_SP0_c0.t1
OG0015899	Om007G301790	ESY7_g17663_DN3_SP0_c3.t1
OG0015900	Om007G301030	ESY7_g17573_DN3_SP2_c0.t1
OG0015901	Om007G300900	ESY7_g17561_DN3_SP0_c0.t1
OG0015902	Om007G300810	ESY7_g17558_DN1_SP0_c18.t1
OG0015903	Om007G299750	ESY7_g17439_DN3_SP0_c0.t1
OG0015904	Om007G299830	ESY7_g17447_DN3_SP7_c0.t1
OG0015905	Om007G299980	ESY7_g17460_DN3_SP4_c0.t1
OG0015906	Om007G300070	ESY7_g17467_DN3_SP0_c0.t1
OG0015908	Om007G299140	ESY7_g17387_DN3_SP0_c17.t1
OG0015909	Om007G298640	ESY7_g17329_DN3_SP0_c0.t1
OG0015910	Om002G043840	ESY3_g32476_DN3_SP8_c0.t1
OG0015911	Om007G298830	ESY7_g17352_DN3_SP5_c0.t1
OG0015912	Om007G298210	ESY7_g17289_DN3_SP0_c0.t1
OG0015913	Om007G298050	ESY7_g17277_DN3_SP0_c0.t1
OG0015914	Om007G297740	ESY7_g17248_DN3_SP7_c0.t1
OG0015915	Om007G297640	ESY7_g17242_DN3_SP3_c0.t1
OG0015917	Om007G297310	ESY7_g17203_DN3_SP0_c0.t1
OG0015918	Om007G297150	ESY7_g17178_DN3_SP8_c0.t1
OG0015919	Om007G297170	ESY7_g17181_DN3_SP0_c0.t1
OG0015920	Om007G297060	ESY7_g17166_DN1_SP0_c0.t1
OG0015921	Om007G296830	ESY7_g17150_DN3_SP3_c0.t1
OG0015922	Om007G296720	ESY7_g17142_DN3_SP8_c0.t1
OG0015923	Om007G296700	ESY7_g17140_DN3_SP0_c0.t1
OG0015924	Om007G296360	ESY7_g17101_DN3_SP0_c0.t1
OG0015925	Om007G296290	ESY7_g17098_DN3_SP0_c0.t1
OG0015926	Om007G296060	ESY7_g17068_DN3_SP1_c0.t1
OG0015927	Om007G296050	ESY7_g17067_DN3_SP5_c0.t1
OG0015928	Om007G295900	ESY7_g17042_DN2_SP0_c0.t1
OG0015929	Om007G295870	ESY7_g17037_DN3_SP8_c0.t1
OG0015930	Om005G186640	ESY5_g3159_DN3_SP0_c0.t1
OG0015931	Om007G295420	ESY7_g16980_DN3_SP0_c0.t1
OG0015932	Om007G295320	ESY7_g16960_DN3_SP0_c10.t1
OG0015933	Om007G295310	ESY7_g16959_DN3_SP0_c0.t1
OG0015934	Om007G295180	ESY7_g16949_DN3_SP7_c0.t1
OG0015935	Om007G294860	ESY7_g16891_DN1_SP0_c0.t1
OG0015936	Om007G294660	ESY7_g16865_DN3_SP8_c0.t1
OG0015937	Om007G294330	ESY10_g15368_DN3_SP0_c0.t1
OG0015939	Om007G294280	ESY10_g15392_DN3_SP0_c0.t1
OG0015940	Om007G293870	ESY10_g15487_DN3_SP2_c0.t1
OG0015941	Om004G131440	ESY10_g15517_DN3_SP6_c0.t1
OG0015942	Om007G293570	ESY10_g15592_DN3_SP0_c0.t1
OG0015943	Om007G293560	ESY10_g15593_DN3_SP2_c0.t1
OG0015946	Om006G261320	ESY1_g9307_DN2_SP0_c13.t1
OG0015947	Om007G303540	ESY10_g15890_DN3_SP1_c0.t1
OG0015948	Om002G061350	ESY39_g61438_DN3_SP0_c0.t1
OG0015950	Om007G305980, Om009G363090	ESY15_g64465_DN3_SP0_c0.t1
OG0015951	Om010G364920, Om007G309280	ESY15_g64784_DN3_SP8_c0.t1
OG0015952	Om007G308030	ESY15_g64687_DN3_SP0_c0.t1
OG0015953	Om007G308240	ESY15_g64749_DN3_SP0_c0.t1
OG0015954	Om007G297660	ESY7_g17244_DN3_SP0_c0.t1
OG0015955	Om004G169760	ESY7_g18456_DN3_SP0_c0.t1
OG0015957	Om007G302140	ESY7_g17690_DN3_SP8_c0.t1
OG0015958	Om007G302150	ESY7_g17691_DN3_SP3_c0.t1
OG0015959	Om004G169900	ESY7_g18446_DN3_SP0_c0.t1
OG0015961	Om002G084040	ESY15_g65083_DN3_SP8_c0.t1
OG0015962	Om001G015250	ESY3_g29361_DN3_SP2_c0.t1
OG0015963	Om008G358740	ESY15_g64824_DN3_SP0_c0.t1
OG0015964	Om004G170390	ESY7_g18767_DN3_SP4_c0.t1
OG0015966	Om004G170660	ESY7_g18795_DN3_SP4_c0.t1
OG0015967	Om004G170720	ESY7_g18809_DN3_SP0_c0.t1
OG0015968	Om004G170960	ESY7_g18836_DN3_SP1_c0.t1
OG0015969	Om004G170980	ESY7_g18838_DN3_SP5_c0.t1
OG0015970	Om004G170990	ESY7_g18840_DN3_SP2_c8.t1
OG0015971	Om004G171140	ESY7_g18856_DN3_SP0_c0.t1
OG0015972	Om004G171160	ESY7_g18858_DN3_SP1_c19.t1
OG0015973	Om004G171210	ESY7_g18863_DN3_SP3_c0.t1
OG0015974	Om004G171240	ESY7_g18872_DN3_SP0_c0.t1
OG0015975	Om004G171260	ESY7_g18876_DN3_SP0_c0.t1
OG0015976	Om004G171660	ESY7_g18927_DN3_SP4_c0.t1
OG0015978	Om004G171890	ESY7_g18949_DN3_SP0_c0.t1
OG0015979	Om004G171960	ESY7_g18957_DN3_SP4_c0.t1
OG0015980	Om004G172050	ESY7_g18974_DN3_SP0_c0.t1
OG0015981	Om004G172400	ESY7_g19009_DN3_SP8_c0.t1
OG0015982	Om005G198110	ESY5_g4372_DN3_SP0_c0.t1
OG0015983	Om004G172680	ESY7_g19061_DN3_SP0_c0.t1
OG0015984	Om004G172780	ESY7_g19077_DN3_SP7_c0.t1
OG0015985	Om004G172900	ESY7_g19091_DN3_SP4_c0.t1
OG0015986	Om006G240720	ESY6_g49906_DN2_SP0_c0.t1
OG0015987	Om006G240710	ESY6_g49908_DN3_SP3_c0.t1
OG0015988	Om006G240690	ESY6_g49911_DN3_SP0_c0.t1
OG0015989	Om006G240640	ESY6_g49917_DN3_SP0_c0.t1
OG0015990	Om006G240050	ESY6_g49973_DN3_SP8_c0.t1
OG0015991	Om006G239920	ESY6_g49988_DN2_SP0_c0.t1
