Orthogroup	Odontarrhena_muralis	Euclidium_syriacum
OG0008261	Om004G136930	ESY2_g34796_DN3_SP0_c0.t1
OG0008262	Om004G136850	ESY2_g34808_DN3_SP2_c0.t1
OG0008263	Om004G137330	ESY2_g34826_DN1_SP0_c0.t1, ESY5_g3990_DN2_SP0_c0.t1
OG0008264	Om004G137340	ESY2_g34827_DN3_SP4_c0.t1
OG0008265	Om004G137620	ESY2_g36077_DN3_SP0_c0.t1
OG0008266	Om004G138410	ESY2_g36069_DN3_SP0_c15.t1
OG0008267	Om004G138240	ESY2_g36054_DN3_SP2_c0.t1
OG0008268	Om006G235220, Om004G137750	ESY2_g35996_DN3_SP7_c0.t1
OG0008269	Om004G138680	ESY2_g35957_DN3_SP0_c0.t1
OG0008270	Om004G139000	ESY2_g35003_DN3_SP2_c0.t1
OG0008271	Om004G139610	ESY2_g34961_DN2_SP0_c0.t1
OG0008272	Om004G140000, Om004G139990	ESY2_g34928_DN3_SP0_c0.t1
OG0008273	Om004G140280, Om006G260530	ESY2_g34900_DN3_SP0_c0.t1
OG0008274	Om004G140430	ESY2_g34888_DN3_SP0_c0.t1
OG0008275	Om004G140500	ESY2_g34882_DN3_SP0_c0.t1
OG0008276	Om004G140770	ESY2_g34867_DN3_SP8_c0.t1
OG0008277	Om004G141130	ESY2_g35932_DN3_SP8_c0.t1
OG0008278	Om004G141220	ESY2_g35925_DN3_SP4_c0.t1
OG0008279	Om004G141850	ESY2_g35888_DN3_SP7_c0.t1
OG0008280	Om004G141970	ESY2_g35878_DN3_SP8_c0.t1
OG0008281	Om004G142470	ESY2_g35822_DN3_SP0_c0.t1
OG0008282	Om004G142830	ESY2_g35782_DN3_SP0_c0.t1
OG0008283	Om004G132210	ESY2_g36795_DN3_SP8_c0.t1
OG0008284	Om004G131700	ESY2_g36690_DN2_SP0_c0.t1
OG0008285	Om004G131410	ESY2_g36665_DN3_SP8_c0.t1
OG0008286	Om004G131310	ESY2_g36653_DN3_SP7_c11.t1
OG0008287	Om004G130970	ESY5_g2982_DN3_SP0_c22.t1, ESY2_g36624_DN3_SP4_c0.t1
OG0008288	Om004G130830	ESY2_g36612_DN3_SP2_c0.t1
OG0008289	Om004G130560	ESY2_g36592_DN3_SP0_c0.t1, ESY18_g63338_DN3_SP0_c0.t1
OG0008290	Om078G377240, Om004G130300	ESY2_g36563_DN3_SP8_c0.t1
OG0008291	Om004G130260	ESY2_g36557_DN3_SP0_c0.t1
OG0008292	Om004G130050	ESY2_g36528_DN3_SP0_c0.t1
OG0008293	Om004G129660	ESY2_g36482_DN3_SP6_c0.t1
OG0008294	Om002G056480	ESY3_g30102_DN3_SP8_c0.t1
OG0008295	Om002G057000	ESY3_g30153_DN3_SP8_c0.t1
OG0008296	Om002G057040	ESY3_g30157_DN3_SP8_c0.t1
OG0008297	Om002G057360	ESY3_g30183_DN3_SP8_c0.t1
OG0008298	Om002G057660, Om005G182710	ESY3_g30214_DN2_SP0_c0.t1
OG0008299	Om002G058430	ESY3_g30298_DN3_SP6_c0.t1
OG0008300	Om006G240480	ESY6_g49933_DN3_SP8_c0.t1
OG0008301	Om002G058480	ESY3_g30301_DN3_SP0_c0.t1
OG0008302	Om002G058510, Om002G058340	ESY3_g30304_DN3_SP0_c0.t1
OG0008303	Om002G058550	ESY3_g30307_DN3_SP0_c0.t1
OG0008304	Om002G058810	ESY3_g30338_DN3_SP6_c0.t1
OG0008305	Om002G058870	ESY3_g30345_DN3_SP0_c0.t1, ESY3_g30343_DN3_SP0_c0.t1
OG0008306	Om002G058930	ESY3_g30351_DN3_SP0_c0.t1
OG0008307	Om002G059020	ESY3_g30371_DN3_SP0_c0.t1
OG0008308	Om002G060030	ESY3_g30501_DN3_SP1_c0.t1
OG0008309	Om002G060260	ESY3_g30524_DN3_SP8_c0.t1
OG0008310	Om002G060490	ESY3_g30543_DN3_SP1_c0.t1
OG0008311	Om002G060520	ESY3_g30547_DN3_SP0_c0.t1
OG0008312	Om003G094050	ESY2_g37016_DN3_SP6_c0.t1
OG0008313	Om002G061550	ESY3_g30643_DN3_SP8_c0.t1
OG0008314	Om002G062190	ESY3_g29986_DN3_SP8_c0.t1
OG0008315	Om002G062270	ESY3_g29981_DN3_SP0_c0.t1
OG0008316	Om002G063080	ESY3_g29901_DN3_SP0_c0.t1
OG0008318	Om002G063980	ESY3_g29806_DN3_SP0_c0.t1
OG0008319	Om002G064530	ESY3_g29753_DN3_SP1_c0.t1
OG0008320	Om002G064690	ESY3_g29733_DN3_SP0_c0.t1
OG0008321	Om002G065220, Om001G024660	ESY3_g29691_DN3_SP8_c0.t1
OG0008322	Om002G065720	ESY3_g29636_DN3_SP8_c0.t1
OG0008323	Om002G065740	ESY3_g29633_DN3_SP7_c0.t1
OG0008325	Om002G066380	ESY3_g29497_DN3_SP7_c0.t1
OG0008326	Om002G066810	ESY3_g29425_DN3_SP2_c0.t1
OG0008327	Om002G066860	ESY3_g29422_DN3_SP0_c0.t1
OG0008328	Om002G067820	ESY3_g29276_DN3_SP0_c0.t1
OG0008329	Om006G253050	ESY1_g10891_DN3_SP0_c0.t1, ESY1_g10975_DN1_SP0_c0.t1
OG0008330	Om002G068410	ESY3_g29206_DN3_SP2_c0.t1
OG0008331	Om003G101840	ESY22_g41121_DN2_SP0_c0.t1
OG0008332	Om002G070710	ESY3_g28770_DN3_SP7_c0.t1
OG0008333	Om002G071670	ESY3_g28629_DN3_SP0_c0.t1
OG0008334	Om002G072080	ESY3_g28499_DN3_SP8_c0.t1
OG0008335	Om002G073210	ESY3_g28098_DN3_SP5_c0.t1
OG0008336	Om002G073390	ESY3_g28084_DN3_SP8_c0.t1
OG0008337	Om007G288570	ESY3_g27520_DN3_SP6_c0.t1
OG0008338	Om003G113870	ESY6_g46883_DN3_SP7_c0.t1
OG0008339	Om002G085220	ESY11_g54251_DN3_SP8_c0.t1
OG0008340	Om002G081330	ESY11_g53627_DN3_SP6_c0.t1
OG0008341	Om002G081850	ESY11_g53670_DN3_SP8_c0.t1
OG0008342	Om002G082010	ESY4_g25680_DN3_SP0_c0.t1
OG0008343	Om002G082390	ESY11_g53790_DN3_SP0_c0.t1
OG0008344	Om002G082620	ESY11_g53859_DN3_SP0_c0.t1
OG0008345	Om002G083180	ESY11_g53929_DN3_SP1_c0.t1
OG0008346	Om002G083420	ESY11_g53830_DN1_SP0_c0.t1, ESY11_g53829_DN2_SP0_c0.t1, ESY11_g53946_DN1_SP0_c0.t1
OG0008347	Om002G084000	ESY11_g54025_DN3_SP1_c0.t1
OG0008348	Om002G084070	ESY11_g54044_DN3_SP0_c0.t1
OG0008349	Om002G084090	ESY11_g54045_DN3_SP5_c0.t1
OG0008350	Om002G084430	ESY11_g54112_DN3_SP7_c0.t1
OG0008351	Om002G086010	ESY11_g54326_DN2_SP0_c0.t1
OG0008353	Om002G086140	ESY11_g54356_DN3_SP8_c0.t1
OG0008354	Om002G086840	ESY10_g14671_DN3_SP8_c0.t1
OG0008355	Om002G087280	ESY11_g54654_DN3_SP8_c0.t1
OG0008357	Om003G089770	ESY2_g36380_DN3_SP0_c0.t1
OG0008358	Om003G089870	ESY2_g36362_DN3_SP8_c0.t1, ESY2_g36368_DN1_SP0_c0.t1
OG0008359	Om003G090590	ESY2_g36281_DN3_SP7_c0.t1
OG0008360	Om008G362860	ESY10_g14753_DN3_SP7_c0.t1
OG0008361	Om003G090700	ESY2_g36271_DN1_SP0_c0.t1
OG0008362	Om003G091890	ESY2_g36196_DN3_SP0_c0.t1
OG0008363	Om003G091920	ESY2_g36192_DN3_SP5_c0.t1
OG0008364	Om003G092680	ESY2_g36870_DN3_SP8_c0.t1
OG0008365	Om003G092810	ESY2_g36879_DN3_SP5_c0.t1
OG0008366	Om003G092930, Om003G092980	ESY2_g36907_DN2_SP0_c0.t1
OG0008367	Om003G093390	ESY2_g36942_DN3_SP1_c0.t1
OG0008368	Om003G093410	ESY2_g36943_DN3_SP0_c0.t1
OG0008369	Om003G093460	ESY2_g36953_DN3_SP8_c13.t1
OG0008370	Om003G093620	ESY2_g36971_DN3_SP4_c0.t1
OG0008371	Om003G094960	ESY2_g37144_DN3_SP0_c0.t1
OG0008372	Om003G095260	ESY2_g37167_DN3_SP8_c0.t1
OG0008373	Om003G095550	ESY2_g37220_DN3_SP0_c0.t1
OG0008374	Om003G095930	ESY2_g37269_DN3_SP0_c0.t1
OG0008375	Om003G096820	ESY2_g37433_DN3_SP0_c0.t1
OG0008376	Om003G097270	ESY2_g37483_DN3_SP8_c0.t1
OG0008377	Om003G097350	ESY2_g37492_DN3_SP8_c0.t1
OG0008378	Om003G098500	ESY2_g37736_DN2_SP0_c0.t1
OG0008379	Om003G098850	ESY2_g37852_DN3_SP0_c0.t1
OG0008380	Om003G100240	ESY2_g38375_DN3_SP8_c0.t1
OG0008381	Om003G100430	ESY2_g38419_DN3_SP1_c0.t1
OG0008383	Om008G339580	ESY1_g5642_DN3_SP0_c0.t1
OG0008384	Om008G339660	ESY4_g26370_DN2_SP8_c0.t1
OG0008385	Om006G256640	ESY1_g10291_DN3_SP0_c0.t1
OG0008386	Om006G256440	ESY1_g10328_DN1_SP0_c0.t1
OG0008388	Om006G256040	ESY1_g10380_DN3_SP0_c0.t1
OG0008389	Om006G255620	ESY1_g10453_DN2_SP0_c0.t1
OG0008390	Om006G255410	ESY1_g10489_DN3_SP3_c0.t1
OG0008391	Om006G254510	ESY1_g11098_DN2_SP2_c0.t1
OG0008392	Om006G254400	ESY1_g11084_DN3_SP8_c0.t1
OG0008393	Om006G254240	ESY1_g11048_DN3_SP4_c0.t1
OG0008394	Om006G254100	ESY1_g11030_DN3_SP7_c0.t1
OG0008395	Om006G253900	ESY1_g10993_DN3_SP0_c0.t1
OG0008396	Om006G256890	ESY1_g10229_DN2_SP0_c0.t1
OG0008397	Om006G253490	ESY1_g10966_DN3_SP2_c15.t1
OG0008398	Om006G253390	ESY1_g10964_DN3_SP8_c0.t1
OG0008399	Om006G252960	ESY1_g10874_DN3_SP0_c0.t1
OG0008400	Om006G253540	ESY1_g10972_DN3_SP2_c0.t1
OG0008401	Om006G252990	ESY1_g10878_DN3_SP8_c0.t1
OG0008402	Om008G340600, Om006G252650	ESY1_g10813_DN3_SP8_c0.t1
OG0008403	Om006G251950	ESY1_g10753_DN2_SP0_c0.t1
OG0008404	Om006G251860	ESY1_g10735_DN3_SP0_c0.t1, ESY1_g10734_DN3_SP0_c0.t1
OG0008405	Om006G250980	ESY1_g10609_DN3_SP1_c0.t1
OG0008406	Om003G119410	ESY1_g10518_DN3_SP2_c0.t1
OG0008407	Om003G119960	ESY1_g11765_DN3_SP0_c0.t1
OG0008408	Om003G120800	ESY1_g11638_DN3_SP0_c14.t1
OG0008409	Om003G121590	ESY1_g11501_DN3_SP8_c3.t1
OG0008410	Om003G122170	ESY1_g11433_DN3_SP1_c0.t1
OG0008411	Om003G122390	ESY1_g11402_DN1_SP0_c0.t1
OG0008412	Om003G122420	ESY1_g11401_DN3_SP6_c5.t1, ESY12_g51589_DN3_SP0_c0.t1
OG0008413	Om003G122500	ESY1_g11390_DN3_SP7_c0.t1
OG0008414	Om003G122560	ESY1_g11385_DN3_SP6_c0.t1
OG0008415	Om008G326070, Om003G122660	ESY1_g11369_DN1_SP0_c0.t1
OG0008416	Om003G122670	ESY1_g11368_DN3_SP0_c0.t1
OG0008417	Om008G326050	ESY12_g51561_DN3_SP8_c0.t1
OG0008419	Om003G123660	ESY1_g11215_DN3_SP0_c0.t1
OG0008420	Om003G123770	ESY1_g11201_DN1_SP0_c0.t1
OG0008421	Om003G123790	ESY1_g11198_DN3_SP7_c0.t1
OG0008422	Om003G123940	ESY1_g11869_DN3_SP1_c0.t1
OG0008423	Om003G124000	ESY1_g11878_DN3_SP0_c0.t1, ESY8_g58593_DN3_SP0_c0.t1
OG0008424	Om003G124150	ESY1_g11898_DN3_SP5_c0.t1
OG0008425	Om003G124610	ESY1_g11978_DN3_SP0_c0.t1
OG0008426	Om003G124780	ESY1_g12003_DN3_SP0_c0.t1
OG0008427	Om003G125010	ESY1_g12061_DN3_SP0_c0.t1
OG0008428	Om003G125550	ESY1_g12116_DN3_SP0_c0.t1
OG0008430	Om003G127140	ESY1_g12358_DN3_SP7_c0.t1
OG0008431	Om003G127450	ESY1_g12392_DN3_SP0_c0.t1, ESY1_g12393_DN2_SP0_c0.t1
OG0008432	Om003G127480	ESY1_g12397_DN3_SP3_c0.t1
OG0008433	Om003G127690	ESY1_g12414_DN3_SP0_c0.t1
OG0008434	Om003G127780	ESY1_g12423_DN2_SP0_c0.t1
OG0008435	Om003G127750	ESY1_g12420_DN3_SP4_c0.t1
OG0008437	Om003G128650	ESY1_g12521_DN3_SP8_c0.t1
OG0008438	Om003G128700	ESY1_g12524_DN3_SP0_c0.t1
OG0008439	Om003G128890	ESY1_g12548_DN3_SP0_c0.t1
OG0008440	Om003G129100	ESY1_g12564_DN3_SP4_c0.t1
OG0008441	Om003G091340	ESY2_g36225_DN3_SP0_c0.t1
OG0008442	Om003G091910	ESY2_g36193_DN3_SP0_c0.t1
OG0008445	Om008G358930	ESY7_g16858_DN3_SP0_c0.t1
OG0008446	Om008G353060	ESY18_g62979_DN3_SP0_c0.t1
OG0008446	Om008G353050	ESY18_g62980_DN3_SP0_c0.t1
OG0008447	Om008G334120	ESY9_g45249_DN3_SP0_c0.t1
OG0008448	Om007G305790	ESY2_g33666_DN3_SP0_c0.t1
OG0008448	Om005G224090	ESY4_g24123_DN2_SP0_c0.t1
OG0008449	Om004G135350	ESY2_g35095_DN2_SP0_c0.t1
OG0008451	Om005G205750	ESY3_g31417_DN3_SP0_c0.t1
OG0008452	Om001G022600	ESY4_g23992_DN3_SP0_c0.t1
OG0008453	Om001G028660	ESY4_g25041_DN2_SP0_c0.t1
OG0008454	Om001G031200	ESY4_g25840_DN3_SP0_c0.t1
OG0008455	Om001G029180	ESY4_g25272_DN3_SP5_c0.t1
OG0008456	Om005G184320	ESY5_g4622_DN3_SP0_c0.t1
OG0008457	Om005G186080, Om001G005470	ESY5_g3084_DN2_SP0_c0.t1
OG0008458	Om005G187460	ESY5_g3288_DN3_SP0_c0.t1
OG0008459	Om005G189860	ESY5_g3591_DN3_SP0_c0.t1
OG0008460	Om005G192310	ESY7_g17652_DN3_SP0_c0.t1
OG0008461	Om005G195590	ESY10_g14613_DN3_SP0_c0.t1
OG0008463	Om005G207060	ESY2_g35616_DN3_SP0_c0.t1, ESY2_g35615_DN2_SP0_c0.t1
OG0008464	Om005G210980	ESY2_g34466_DN2_SP0_c0.t1
OG0008465	Om005G211030	ESY2_g34469_DN1_SP0_c0.t1
OG0008466	Om005G213280	ESY2_g35212_DN2_SP0_c0.t1
OG0008467	Om002G070190	ESY3_g28953_DN3_SP0_c100.t1
OG0008468	Om002G054520	ESY3_g31219_DN3_SP8_c0.t1
OG0008469	Om004G174690	ESY7_g19375_DN3_SP0_c0.t1
OG0008471	Om007G283520	ESY8_g58916_DN3_SP0_c0.t1
OG0008472	Om007G303480	ESY17_g40051_DN3_SP0_c0.t1
OG0008473	Om006G246260, Om007G313160	ESY2_g34013_DN3_SP0_c0.t1
OG0008474	Om006G273580	ESY10_g14125_DN2_SP0_c0.t1
OG0008475	Om003G114120	ESY6_g47143_DN3_SP0_c0.t1
OG0008476	Om006G248440	ESY6_g48519_DN3_SP7_c0.t1
OG0008477	Om006G244210	ESY6_g49001_DN3_SP0_c4.t1
OG0008479	Om006G235530	ESY6_g49362_DN3_SP0_c0.t1
OG0008480	Om006G231210	ESY6_g50421_DN3_SP0_c0.t1
OG0008485	Om004G148570, Om008G349560, Om008G337430	ESY22_g40728_DN3_SP0_c0.t1
OG0008487	Om008G338380	ESY9_g43959_DN3_SP0_c0.t1
OG0008504	Om001G022300	ESY4_g23946_DN2_SP0_c0.t1
OG0008505	Om001G023130	ESY4_g24131_DN3_SP5_c0.t1
OG0008506	Om001G023430	ESY4_g24199_DN3_SP8_c0.t1
OG0008507	Om001G023670	ESY4_g24215_DN3_SP0_c0.t1
OG0008508	Om001G023800	ESY4_g24228_DN2_SP0_c0.t1, ESY1_g11809_DN2_SP0_c0.t1
OG0008509	Om001G025130	ESY4_g24443_DN3_SP8_c0.t1
OG0008510	Om001G025150, Om003G120180	ESY4_g24445_DN3_SP0_c0.t1
OG0008511	Om001G025170	ESY4_g24449_DN3_SP0_c7.t1
OG0008512	Om001G025210	ESY4_g24464_DN3_SP0_c0.t1
OG0008513	Om001G025410	ESY4_g24486_DN3_SP6_c0.t1
OG0008514	Om001G025760	ESY4_g24564_DN3_SP0_c0.t1
OG0008515	Om001G025980	ESY4_g24601_DN3_SP0_c0.t1
OG0008516	Om001G026120	ESY4_g24618_DN2_SP0_c0.t1
OG0008517	Om001G026220	ESY4_g24625_DN3_SP0_c0.t1
OG0008518	Om006G241510	ESY6_g49288_DN3_SP0_c0.t1
OG0008519	Om001G026840	ESY4_g24733_DN3_SP0_c0.t1
OG0008520	Om001G026870	ESY4_g24751_DN3_SP4_c0.t1
OG0008521	Om001G027770	ESY4_g24890_DN3_SP0_c0.t1
OG0008522	Om001G027990	ESY4_g24923_DN3_SP0_c0.t1
OG0008523	Om001G028330	ESY4_g24995_DN3_SP8_c0.t1
OG0008524	Om001G028480	ESY4_g25017_DN3_SP0_c0.t1
OG0008525	Om001G028570	ESY4_g25023_DN3_SP0_c0.t1
OG0008526	Om007G278350, Om001G028960	ESY4_g25080_DN3_SP4_c0.t1
OG0008527	Om001G029060	ESY4_g25099_DN2_SP8_c7.t1
OG0008528	Om001G029190	ESY4_g25273_DN3_SP0_c0.t1
OG0008529	Om001G029600	ESY4_g25178_DN3_SP0_c0.t1
OG0008530	Om001G030160	ESY4_g25109_DN3_SP0_c0.t1
OG0008531	Om001G030050	ESY4_g25113_DN3_SP8_c0.t1
OG0008532	Om001G030140	ESY4_g25111_DN3_SP8_c0.t1
OG0008533	Om001G030500	ESY4_g25970_DN3_SP3_c0.t1
OG0008534	Om001G025900, Om001G029720	ESY4_g25172_DN3_SP1_c0.t1
OG0008535	Om001G030670	ESY4_g25943_DN3_SP4_c0.t1
OG0008536	Om001G030680	ESY4_g25942_DN3_SP8_c0.t1
OG0008537	Om001G030690	ESY4_g25911_DN3_SP0_c0.t1
OG0008538	Om001G030790	ESY4_g25904_DN3_SP1_c0.t1
OG0008540	Om001G032430	ESY4_g25712_DN2_SP0_c0.t1
OG0008541	Om001G031970	ESY4_g25769_DN3_SP8_c0.t1
OG0008542	Om001G031800	ESY4_g25676_DN3_SP8_c0.t1
OG0008543	Om001G032710	ESY4_g25633_DN3_SP0_c0.t1
OG0008544	Om001G032750	ESY4_g25627_DN3_SP0_c0.t1
OG0008545	Om001G032860	ESY4_g25587_DN3_SP0_c0.t1
OG0008546	Om001G033220	ESY4_g25560_DN3_SP4_c0.t1
OG0008547	Om001G033510	ESY4_g25518_DN3_SP0_c0.t1
OG0008548	Om007G292030	ESY16_g61956_DN3_SP8_c0.t1
OG0008549	Om007G292420	ESY16_g61839_DN3_SP8_c0.t1
OG0008550	Om004G135010, Om007G292520	ESY16_g61828_DN3_SP0_c0.t1
OG0008551	Om007G292740	ESY16_g61792_DN3_SP7_c0.t1
OG0008552	Om007G277070	ESY16_g61750_DN3_SP7_c0.t1
OG0008553	Om007G276860	ESY16_g61703_DN3_SP7_c0.t1
OG0008554	Om007G276450	ESY16_g61625_DN3_SP0_c0.t1
OG0008555	Om007G276400	ESY16_g61616_DN3_SP8_c0.t1
OG0008556	Om007G276040	ESY16_g61505_DN3_SP8_c0.t1
OG0008557	Om005G191530	ESY5_g3770_DN3_SP7_c0.t1
OG0008558	Om005G216140	ESY2_g34270_DN3_SP0_c0.t1
OG0008559	Om005G216160	ESY2_g34268_DN3_SP0_c0.t1
OG0008560	Om005G218530, Om011G366010	ESY2_g34203_DN3_SP0_c0.t1
OG0008561	Om001G030280	ESY4_g25997_DN3_SP8_c0.t1
OG0008562	Om005G218760	ESY2_g34107_DN1_SP0_c0.t1
OG0008563	Om005G188240	ESY5_g3379_DN3_SP0_c0.t1
OG0008564	Om005G219190	ESY2_g34087_DN3_SP0_c0.t1
OG0008565	Om005G220290	ESY2_g34023_DN3_SP0_c0.t1
OG0008566	Om005G220380	ESY2_g34018_DN3_SP8_c0.t1
OG0008567	Om005G221550, Om005G221540	ESY2_g33945_DN3_SP0_c0.t1
OG0008568	Om005G221430	ESY2_g33956_DN3_SP0_c0.t1
OG0008569	Om002G073170	ESY3_g28150_DN3_SP0_c0.t1
OG0008570	Om005G222230	ESY2_g33888_DN3_SP8_c0.t1, ESY5_g3597_DN3_SP0_c0.t1, ESY5_g3596_DN3_SP0_c0.t1
OG0008571	Om005G222760	ESY2_g33869_DN3_SP0_c0.t1
OG0008572	Om005G222860	ESY2_g33864_DN3_SP0_c0.t1
OG0008574	Om005G223260	ESY2_g33829_DN3_SP0_c0.t1
OG0008575	Om005G223290	ESY2_g33826_DN3_SP3_c0.t1
OG0008576	Om005G190660	ESY5_g3698_DN3_SP2_c0.t1
OG0008577	Om005G191040	ESY5_g3724_DN3_SP7_c0.t1
OG0008578	Om005G195850	ESY5_g2888_DN3_SP0_c0.t1
OG0008579	Om006G275180	ESY10_g14597_DN3_SP0_c0.t1
OG0008580	Om002G086990	ESY10_g14551_DN3_SP0_c0.t1, ESY18_g63747_DN2_SP0_c0.t1
OG0008581	Om006G274940	ESY10_g14519_DN3_SP0_c0.t1
OG0008582	Om006G274700	ESY10_g14399_DN3_SP8_c0.t1
OG0008583	Om006G274390	ESY10_g14336_DN3_SP0_c0.t1
OG0008584	Om006G273880	ESY10_g14201_DN3_SP7_c0.t1
OG0008585	Om006G273660	ESY10_g14146_DN3_SP8_c0.t1
OG0008586	Om006G273360	ESY10_g14053_DN2_SP0_c0.t1
OG0008588	Om006G272830	ESY10_g14001_DN3_SP4_c0.t1
OG0008589	Om006G272660	ESY10_g13977_DN3_SP1_c0.t1
OG0008590	Om006G272360	ESY10_g13914_DN2_SP0_c0.t1
OG0008591	Om006G272180	ESY10_g13838_DN3_SP8_c0.t1
OG0008592	Om006G271900	ESY10_g13819_DN3_SP4_c0.t1
OG0008593	Om006G271880	ESY10_g13816_DN3_SP1_c0.t1
OG0008594	Om006G271610	ESY10_g13763_DN3_SP7_c0.t1
OG0008595	Om006G271390	ESY10_g13724_DN3_SP1_c0.t1
OG0008596	Om006G271320, Om001G021260	ESY10_g13715_DN3_SP1_c0.t1
OG0008597	Om006G270940	ESY21_g55722_DN3_SP8_c0.t1
OG0008598	Om006G270930	ESY21_g55717_DN3_SP8_c0.t1
OG0008599	Om006G270460	ESY21_g55425_DN2_SP0_c0.t1
OG0008600	Om006G270470	ESY21_g55411_DN3_SP0_c0.t1
OG0008601	Om006G270820	ESY21_g55255_DN3_SP0_c0.t1
OG0008602	Om006G270730	ESY21_g55236_DN2_SP0_c0.t1
OG0008603	Om006G269640	ESY21_g55193_DN3_SP8_c20.t1
OG0008604	Om003G095770	ESY2_g34584_DN2_SP0_c0.t1
OG0008605	Om001G002970	ESY2_g34587_DN3_SP0_c0.t1
OG0008606	Om005G213770	ESY2_g35251_DN3_SP8_c0.t1
OG0008607	Om003G091960, Om005G185440	ESY2_g35276_DN2_SP0_c0.t1
OG0008608	Om005G214640	ESY2_g35316_DN3_SP8_c0.t1
OG0008609	Om005G215170	ESY2_g34383_DN3_SP8_c0.t1
OG0008610	Om005G228900, Om001G018280	ESY2_g33311_DN3_SP7_c0.t1
OG0008612	Om005G228450	ESY2_g33292_DN3_SP8_c0.t1
OG0008613	Om005G228380	ESY2_g33297_DN3_SP0_c0.t1
OG0008614	Om005G227760	ESY2_g33346_DN3_SP3_c0.t1
OG0008615	Om005G227230	ESY2_g33358_DN3_SP6_c0.t1
OG0008616	Om005G226980	ESY4_g24091_DN3_SP1_c0.t1, ESY2_g33392_DN2_SP0_c0.t1
OG0008617	Om005G226120	ESY2_g33531_DN3_SP8_c0.t1
OG0008618	Om005G226130	ESY2_g33527_DN3_SP0_c0.t1
OG0008619	Om005G225580	ESY2_g33589_DN3_SP0_c0.t1
OG0008620	Om004G165100, Om005G224970	ESY2_g33645_DN3_SP8_c0.t1
OG0008621	Om002G056430	ESY3_g30097_DN3_SP0_c0.t1
OG0008622	Om006G249290	ESY6_g48437_DN3_SP0_c0.t1
OG0008624	Om008G328850	ESY12_g51027_DN3_SP0_c0.t1
OG0008625	Om008G328700	ESY12_g51042_DN1_SP0_c0.t1, ESY12_g51041_DN3_SP1_c0.t1
OG0008626	Om002G051840	ESY3_g30913_DN3_SP8_c0.t1
OG0008627	Om004G174060	ESY8_g59210_DN3_SP0_c0.t1
OG0008628	Om002G053100	ESY3_g31059_DN3_SP7_c0.t1
OG0008629	Om002G053780	ESY3_g31140_DN3_SP0_c0.t1
OG0008630	Om002G054060	ESY3_g31172_DN3_SP0_c0.t1
OG0008631	Om002G054250	ESY3_g31183_DN3_SP0_c30.t1
OG0008632	Om002G054960	ESY3_g31262_DN3_SP8_c0.t1
OG0008633	Om002G055020	ESY3_g31270_DN3_SP8_c0.t1
OG0008634	Om002G055470	ESY3_g31303_DN3_SP0_c0.t1
OG0008635	Om002G055550	ESY3_g31293_DN3_SP8_c0.t1
OG0008636	Om002G055590	ESY3_g31329_DN3_SP0_c0.t1
OG0008637	Om002G055800	ESY3_g31336_DN3_SP8_c0.t1
OG0008638	Om002G056080	ESY3_g30066_DN3_SP8_c0.t1
OG0008639	Om003G109510	ESY15_g65188_DN3_SP1_c0.t1
OG0008640	Om003G111230	ESY24_g33080_DN3_SP2_c0.t1
OG0008641	Om002G055580	ESY9_g42980_DN3_SP0_c0.t1, ESY24_g33019_DN3_SP0_c0.t1
OG0008643	Om003G111620	ESY24_g33237_DN3_SP8_c0.t1
OG0008644	Om003G111590	ESY24_g33228_DN3_SP0_c0.t1
OG0008645	Om003G112000	ESY11_g52348_DN3_SP0_c0.t1
OG0008646	Om003G112880	ESY6_g46489_DN3_SP0_c0.t1
OG0008647	Om003G112950	ESY6_g49410_DN3_SP0_c0.t1
OG0008649	Om003G114150	ESY6_g47169_DN3_SP8_c0.t1
OG0008650	Om003G114580	ESY6_g47230_DN3_SP8_c0.t1
OG0008651	Om003G114340	ESY6_g47202_DN3_SP5_c0.t1
OG0008652	Om003G114290	ESY6_g47188_DN3_SP0_c0.t1
OG0008653	Om003G115050	ESY6_g47416_DN2_SP0_c0.t1
OG0008654	Om003G115070	ESY6_g47419_DN3_SP0_c0.t1
OG0008655	Om003G115140	ESY6_g47461_DN3_SP7_c0.t1
OG0008656	Om003G115160	ESY6_g47481_DN1_SP0_c0.t1
OG0008657	Om003G115740	ESY6_g47601_DN3_SP7_c0.t1
OG0008658	Om003G115370	ESY6_g47506_DN3_SP0_c0.t1
OG0008659	Om003G115890	ESY6_g47616_DN3_SP7_c0.t1
OG0008660	Om003G115960	ESY6_g47628_DN3_SP7_c0.t1
OG0008662	Om003G116760	ESY6_g47972_DN3_SP0_c0.t1
OG0008663	Om003G116980	ESY6_g47987_DN3_SP8_c0.t1
OG0008664	Om003G117060	ESY6_g48003_DN3_SP3_c0.t1
OG0008665	Om003G117560	ESY6_g48056_DN3_SP0_c0.t1
OG0008666	Om003G117640	ESY6_g48068_DN3_SP0_c0.t1
OG0008667	Om003G117650	ESY6_g48069_DN1_SP0_c0.t1
OG0008668	Om003G118350	ESY6_g48161_DN3_SP7_c0.t1
OG0008669	Om003G118750	ESY6_g48210_DN3_SP0_c0.t1
OG0008670	Om003G118790	ESY6_g48212_DN3_SP0_c0.t1
OG0008671	Om006G250450	ESY6_g48271_DN3_SP0_c0.t1
OG0008672	Om006G250280	ESY6_g48294_DN3_SP1_c0.t1
