Orthogroup	Odontarrhena_muralis	Aethionema_saxatile
OG0010155	Om002G049710	As006G140620
OG0010156	Om002G049790	As006G140770
OG0010157	Om002G050560	As006G141510
OG0010158	Om002G050760	As006G141710
OG0010159	Om006G235990	As009G218570, As006G141740
OG0010160	Om002G051170	As006G142020
OG0010161	Om008G330840	As006G143000
OG0010162	Om008G331120	As006G143190
OG0010163	Om008G331080	As006G143220
OG0010164	Om008G331870	As006G143560
OG0010165	Om006G252670	As012G280990, As006G143680, As006G143700
OG0010166	Om008G332620	As006G144090, As006G144100
OG0010167	Om008G333170	As006G144320
OG0010168	Om008G337190	As006G145000
OG0010169	Om008G336820	As006G145200
OG0010170	Om008G336530	As006G145400
OG0010171	Om008G336060	As006G145760
OG0010172	Om008G336020	As006G145770
OG0010173	Om008G335900	As006G145920
OG0010175	Om008G334260, Om008G334350	As006G147430, As006G147420
OG0010176	Om008G334410	As006G147710
OG0010178	Om005G184080	As006G148550
OG0010179	Om008G333290	As006G148870
OG0010180	Om005G196150	As007G152030
OG0010181	Om005G196200	As007G152090
OG0010182	Om005G197750	As007G153220
OG0010183	Om005G198840	As007G153980
OG0010184	Om005G199030	As007G154120
OG0010185	Om006G241770	As007G154460
OG0010186	Om005G199620	As007G154670
OG0010187	Om005G200450	As007G155120
OG0010188	Om005G200560	As007G155180
OG0010189	Om005G201170	As007G155600
OG0010190	Om005G201380	As007G155780
OG0010191	Om005G201490	As007G155840
OG0010192	Om005G202060	As007G156140
OG0010193	Om005G202090	As007G156180
OG0010194	Om005G202100, Om004G170760	As007G156190
OG0010195	Om005G202130	As007G156200
OG0010196	Om005G202190	As007G156260
OG0010197	Om005G202560	As007G156610
OG0010198	Om005G202850	As007G156820
OG0010199	Om005G202860	As007G156830
OG0010200	Om005G202990	As007G156890
OG0010201	Om005G203270	As007G157090
OG0010202	Om005G204080	As007G157700
OG0010203	Om005G204110	As007G157720
OG0010204	Om004G134360	As007G158010
OG0010205	Om005G205190	As007G158690
OG0010206	Om005G205370	As007G158960, As010G234280
OG0010207	Om005G205530	As007G159060
OG0010208	Om005G205730	As007G159260, As007G159270
OG0010209	Om004G143620	As007G159380
OG0010210	Om005G207560	As007G159500, As010G233410
OG0010211	Om004G144500	As007G159820
OG0010212	Om004G145250	As007G160350
OG0010214	Om005G209690	As007G160860
OG0010215	Om004G146410	As007G160870
OG0010216	Om004G146760	As007G161100
OG0010217	Om004G146920	As007G161200
OG0010218	Om005G211320	As007G161450
OG0010220	Om004G147710	As007G161760
OG0010221	Om004G147720	As007G161770
OG0010222	Om004G148380	As007G162070
OG0010223	Om006G240760	As007G163130
OG0010224	Om007G285940	As007G164330
OG0010225	Om007G285970	As007G164340
OG0010226	Om007G286080	As007G164470
OG0010227	Om007G286090	As007G164490
OG0010228	Om007G286790	As007G165860
OG0010229	Om004G149240	As007G166590
OG0010231	Om004G153410, Om018G374070	As007G177980
OG0010234	Om001G023260	As011G259790
OG0010235	Om004G155400, Om004G153000	As007G179160
OG0010236	Om004G154880, Om004G152230	As007G179180
OG0010237	Om004G152220, Om004G154870	As007G179190
OG0010239	Om004G154380	As007G179850
OG0010240	Om004G155860	As007G180740
OG0010241	Om004G156380	As007G181900
OG0010242	Om005G195800	As008G182310
OG0010243	Om005G195680	As008G182390
OG0010244	Om005G195190	As008G182700
OG0010245	Om005G194610	As008G182980
OG0010246	Om005G194380	As008G183250
OG0010247	Om005G194090	As008G183470
OG0010248	Om005G193050	As008G184010
OG0010249	Om005G193060	As008G184020
OG0010250	Om005G192870	As008G184160
OG0010251	Om005G191760	As008G184890
OG0010252	Om005G190180	As008G186150
OG0010253	Om004G131880	As008G186370
OG0010254	Om005G189800	As008G186570
OG0010255	Om005G189670	As008G186650
OG0010256	Om005G189310	As008G186940
OG0010257	Om005G189020	As008G187130
OG0010258	Om005G187730	As008G188220
OG0010259	Om005G187560	As008G188320
OG0010260	Om005G187130	As008G188900
OG0010261	Om005G187000	As008G189060
OG0010262	Om005G186850	As008G189460
OG0010263	Om005G185410	As008G192180
OG0010264	Om003G100720, Om005G184290	As008G193330
OG0010265	Om005G183930	As008G193660
OG0010267	Om005G183130	As008G194480
OG0010268	Om005G182810	As008G194850
OG0010269	Om005G182780	As008G194880
OG0010271	Om005G182450	As008G195180
OG0010272	Om005G181990	As008G195690
OG0010273	Om005G181930	As008G195780
OG0010274	Om005G181650	As008G196080
OG0010275	Om005G181440	As008G196250
OG0010276	Om005G181050	As008G196610
OG0010277	Om005G181010	As008G196660
OG0010279	Om005G180810	As008G196970
OG0010280	Om005G180840	As008G197090
OG0010281	Om005G180220	As008G197160
OG0010282	Om005G179840	As008G197510
OG0010283	Om005G179430	As008G197840
OG0010284	Om005G179210, Om005G179250	As008G197990
OG0010285	Om005G179300	As008G198040
OG0010286	Om005G178440	As008G198830
OG0010287	Om007G302010	As009G199780
OG0010288	Om007G301550	As009G200140
OG0010289	Om007G300920	As009G200470
OG0010290	Om007G299560	As009G200920
OG0010291	Om007G299820	As009G201090
OG0010292	Om007G298230	As009G202450
OG0010293	Om007G297960	As009G202650
OG0010294	Om007G297970	As009G202660
OG0010295	Om007G297850	As009G202700
OG0010296	Om007G297340	As009G203110
OG0010297	Om007G297260	As009G203190
OG0010298	Om007G296710	As009G203600
OG0010299	Om002G045630	As009G204090
OG0010300	Om007G295940	As009G204190
OG0010301	Om007G295100	As009G204840
OG0010302	Om007G294790	As009G205100
OG0010303	Om001G030760	As009G206800
OG0010304	Om007G293380	As009G206900
OG0010305	Om007G293220	As009G206990
OG0010307	Om001G032820	As009G207130
OG0010309	Om007G303720, Om007G303740	As009G207540
OG0010310	Om007G303730	As009G207570
OG0010311	Om007G304270	As009G207930
OG0010312	Om007G303820	As009G208070
OG0010313	Om007G307230, Om009G364250	As009G209680
OG0010314	Om002G050080	As009G209820
OG0010315	Om004G161080	As009G210240
OG0010316	Om004G169560	As009G211290
OG0010317	Om003G099840, Om005G178300	As009G211940
OG0010318	Om004G170250	As009G212200
OG0010319	Om004G170330	As009G212230
OG0010320	Om004G170450	As009G212390
OG0010321	Om004G171180	As009G213000
OG0010322	Om004G171250	As009G213070
OG0010323	Om004G171410	As009G213130
OG0010324	Om004G171630	As009G213300
OG0010325	Om004G171780, Om004G171730	As009G213670
OG0010326	Om004G171830	As009G213790
OG0010327	Om004G171920	As009G213900
OG0010328	Om004G171930	As009G213910
OG0010329	Om004G172220	As009G214180
OG0010330	Om004G172200	As009G214210
OG0010331	Om006G240610	As009G214960
OG0010332	Om006G239850	As009G215490
OG0010333	Om006G239260	As009G216010
OG0010334	Om006G239130	As009G216250
OG0010335	Om006G239220	As009G216290
OG0010336	Om006G238710	As009G216520
OG0010337	Om006G238650	As009G216600
OG0010338	Om006G238430	As009G216770
OG0010339	Om006G238100	As009G217020
OG0010340	Om006G237480	As009G217450
OG0010341	Om006G237290	As009G217620
OG0010342	Om006G236660	As009G218050
OG0010343	Om006G236540	As009G218180
OG0010346	Om006G235450	As009G218960
OG0010347	Om006G235100	As009G219130
OG0010348	Om006G247930	As009G220110
OG0010349	Om006G257350	As010G220270
OG0010350	Om006G257860	As010G220590
OG0010351	Om006G258180	As010G220720
OG0010352	Om006G258190	As010G220730
OG0010353	Om006G258720	As010G221070
OG0010354	Om006G260120	As010G221620
OG0010355	Om006G260850	As010G222140
OG0010356	Om006G260950	As010G222200
OG0010357	Om006G261780	As010G222520
OG0010358	Om006G261890	As010G222600
OG0010359	Om006G262330, Om005G214270	As010G222690
OG0010360	Om006G262940	As010G222910
OG0010361	Om006G263560	As010G223180
OG0010362	Om006G263870	As010G223370
OG0010363	Om005G184940	As010G224960
OG0010364	Om006G267650	As010G225750
OG0010365	Om006G268900	As010G226040
OG0010366	Om006G269030	As010G226070
OG0010367	Om006G268690	As010G226440
OG0010368	Om004G134210	As010G226480
OG0010369	Om006G231160	As010G226660
OG0010370	Om005G212000	As010G227710
OG0010371	Om005G212290	As010G228320
OG0010372	Om005G211270	As010G229630
OG0010373	Om005G211680	As010G230030
OG0010374	Om005G210650	As010G231170
OG0010375	Om005G210590	As010G231280
OG0010376	Om005G210340	As010G231480
OG0010377	Om005G210460	As010G231560
OG0010379	Om005G209750	As010G232100
OG0010380	Om005G209700	As010G232230
OG0010381	Om005G209470	As010G232450
OG0010382	Om005G208080	As010G233210
OG0010383	Om005G206800	As010G233960
OG0010384	Om005G206600	As010G234110
OG0010385	Om005G205990	As010G234550
OG0010386	Om004G142920	As010G235080, As010G234880
OG0010387	Om004G133430	As010G235160
OG0010388	Om004G133990	As010G235420
OG0010390	Om004G134500	As010G235810
OG0010391	Om004G134850	As010G236050
OG0010392	Om006G257230	As010G236200
OG0010393	Om004G135120	As010G236290
OG0010394	Om004G144610	As010G236350
OG0010395	Om005G202240	As010G237610
OG0010396	Om004G137730	As010G238400
OG0010397	Om004G139980	As010G239380
OG0010398	Om004G140020, Om004G140030	As010G239410
OG0010399	Om004G140400	As010G239670
OG0010400	Om004G140470	As010G239720
OG0010401	Om004G140820	As010G239960
OG0010402	Om004G140980	As010G240110
OG0010403	Om004G141140	As010G240200
OG0010404	Om004G141940	As010G240690
OG0010405	Om004G142030	As010G240830
OG0010407	Om004G142040	As010G240880
OG0010408	Om004G142680	As010G241420
OG0010409	Om004G132160	As010G242470
OG0010410	Om004G131810	As010G242770
OG0010411	Om004G131450	As010G243110
OG0010412	Om004G130900	As010G243460
OG0010413	Om004G130810	As010G243520
OG0010414	Om004G130490	As010G243700
OG0010415	Om004G130140	As010G244030
OG0010416	Om004G130000, Om004G132560	As010G244160
OG0010417	Om003G117110	As010G244370
OG0010418	Om002G057130	As011G244980
OG0010419	Om002G057370	As011G245160
OG0010421	Om002G059110	As011G246380
OG0010422	Om002G059390	As011G246500
OG0010423	Om002G059430	As011G246540
OG0010424	Om002G059470	As011G246580
OG0010425	Om002G059870	As011G246930
OG0010426	Om006G241780	As011G247110
OG0010427	Om002G060480	As011G247360
OG0010428	Om002G060650	As011G247510
OG0010429	Om002G060950	As011G247710
OG0010430	Om002G061290	As011G247840
OG0010431	Om002G062400	As011G248540
OG0010433	Om002G063960	As011G249450
OG0010434	Om002G064200	As011G249660
OG0010435	Om002G064640	As011G249970
OG0010436	Om002G065180	As011G250340
OG0010437	Om002G065300	As011G250410
OG0010438	Om002G065360	As011G250450
OG0010439	Om002G065540	As011G250590
OG0010440	Om002G065670	As011G250730
OG0010441	Om002G065940	As011G250910
OG0010442	Om002G066130	As011G251060
OG0010443	Om002G066160	As011G251090
OG0010444	Om002G066310	As011G251170
OG0010445	Om003G098150	As011G251180, As012G272830
OG0010446	Om002G067060	As011G251720
OG0010447	Om002G067100	As011G251770
OG0010448	Om002G067260	As011G251930
OG0010449	Om002G067270	As011G251940
OG0010450	Om003G097090	As012G272190, As011G252150
OG0010451	Om002G067840	As011G252440
OG0010452	Om002G067870	As011G252450
OG0010453	Om002G067880	As011G252460
OG0010454	Om002G067930	As011G252510
OG0010455	Om002G067940	As011G252520
OG0010456	Om002G068200	As011G252710
OG0010457	Om002G068330	As011G252820
OG0010458	Om002G068380	As011G252850
OG0010459	Om002G068550	As011G252930
OG0010460	Om002G069030	As011G253210
OG0010461	Om002G069550	As011G253460
OG0010462	Om002G069840	As011G253830
OG0010463	Om002G069970	As011G253970
OG0010464	Om002G070050	As011G254000
OG0010465	Om002G071250, Om002G071220, Om002G070340	As011G254080
OG0010466	Om002G071110	As011G254700
OG0010467	Om002G073800	As011G254860, As011G256360
OG0010468	Om002G071400	As011G254880
OG0010469	Om002G071430	As011G254900
OG0010470	Om002G071540	As011G254960
OG0010471	Om002G071750	As011G255070
OG0010472	Om002G071830	As011G255190
OG0010473	Om002G072410	As011G255410
OG0010474	Om002G073050	As011G255920
OG0010475	Om002G073120	As011G255980
OG0010476	Om002G073810	As011G256370
OG0010477	Om002G075340	As011G258600
OG0010478	Om001G007390	As011G259860
OG0010479	Om002G081010	As011G262350
OG0010480	Om002G081750	As011G262770
OG0010481	Om005G184970, Om008G320470, Om003G097340	As011G263020
OG0010482	Om002G082090	As011G263050
OG0010483	Om002G082510	As011G263380
OG0010484	Om002G083100	As011G263730
OG0010485	Om002G083190	As011G263750
OG0010486	Om002G083430	As011G263880
OG0010487	Om002G083800	As011G264270
OG0010488	Om002G085670	As011G265340
OG0010489	Om002G087200	As011G266240
OG0010490	Om002G087220, Om002G088680	As011G266260
OG0010491	Om002G087380	As011G266390
OG0010492	Om002G087500	As011G266480
OG0010493	Om002G087660	As011G266560
OG0010494	Om002G087860	As011G266710
OG0010495	Om001G023660	As011G266730
OG0010496	Om002G087930	As011G266780
OG0010497	Om002G088160	As011G267070
OG0010498	Om002G088360	As011G267210
OG0010499	Om002G088370	As011G267220
OG0010500	Om003G089410	As012G267720
OG0010501	Om003G089480	As012G267800
OG0010502	Om003G090060	As012G268210
OG0010503	Om003G104550, Om003G104580	As012G268910
OG0010504	Om003G095630	As012G271400
OG0010505	Om006G257220	As012G271570
OG0010506	Om003G096410	As012G271620
OG0010507	Om003G096020	As012G271800
OG0010508	Om003G096640	As012G271940
OG0010509	Om003G096950	As012G272110
OG0010510	Om003G097000	As012G272140
OG0010511	Om003G097210	As012G272270
OG0010512	Om003G098130	As012G272810
OG0010513	Om003G099090	As012G273160
OG0010514	Om003G098760, Om003G097510, Om004G145440	As012G273250
OG0010515	Om003G099390	As012G273640
OG0010516	Om003G099590	As012G273790
OG0010517	Om003G099820	As012G274010
OG0010520	Om008G339930	As012G275260
OG0010521	Om008G340060	As012G275310
OG0010522	Om006G256560	As012G275550
OG0010523	Om006G256530	As012G275600
OG0010524	Om006G256510	As012G275620
OG0010525	Om006G256270	As012G275810
OG0010526	Om006G256250	As012G275830
OG0010527	Om006G255910	As012G275990
OG0010528	Om006G255400	As012G276450
OG0010529	Om006G255390	As012G276460
OG0010531	Om006G255330	As012G276520
OG0010533	Om006G255060	As012G276690
OG0010534	Om006G254980	As012G276700
OG0010535	Om006G254560	As012G277240
OG0010536	Om006G254440	As012G277300
OG0010537	Om006G254010	As012G277980
OG0010538	Om006G256710	As012G278630
OG0010539	Om006G253370	As012G279860
OG0010540	Om006G253030	As012G280320
OG0010541	Om006G252790	As012G280550
OG0010542	Om006G252460	As012G281310
OG0010543	Om006G252440	As012G281330
OG0010544	Om006G252170	As012G281570
OG0010545	Om006G251560	As012G282160
OG0010546	Om003G119830	As012G283300
OG0010547	Om003G119840	As012G283310
OG0010548	Om003G119890	As012G283380
OG0010549	Om003G122290	As012G284820
OG0010550	Om003G122310	As012G284830
OG0010551	Om003G122510	As012G285010
OG0010552	Om003G123040	As012G285130
OG0010553	Om006G253380	As012G285560
OG0010554	Om003G123930	As012G285680
OG0010555	Om003G124100	As012G285750
OG0010556	Om003G125130	As012G286390
OG0010557	Om003G125570	As012G286710
OG0010558	Om003G126160	As012G287180
OG0010559	Om003G126170	As012G287230, As012G287210
OG0010560	Om003G126310	As012G287350
OG0010561	Om003G126390	As012G287390
OG0010562	Om003G126700	As012G287500
OG0010563	Om003G127270	As012G287830
OG0010564	Om003G127360	As012G287880
OG0010565	Om003G127370	As012G287890
OG0010566	Om003G127440	As012G287920
OG0010567	Om003G128110	As012G288380
OG0010568	Om003G128670	As012G288770
OG0010569	Om003G128840, Om007G291030	As012G288920
OG0010570	Om003G128980	As012G289050
OG0010571	Om003G129070, Om004G140940	As012G289120
OG0010660	Om001G022210	As001G000090
OG0010661	Om001G022390	As001G000220
OG0010662	Om001G023040	As001G000530
OG0010663	Om001G024280	As001G001190
OG0010664	Om003G099440, Om001G025780	As001G002270
OG0010665	Om001G026670	As001G002820
OG0010666	Om001G041900	As001G003090
OG0010667	Om002G058370, Om001G027270	As001G003290
OG0010668	Om001G027530	As001G003470
OG0010669	Om001G027860	As001G003760
OG0010670	Om001G028360	As001G004030
OG0010671	Om001G028940	As001G004580
OG0010672	Om001G029540	As001G005310
OG0010673	Om001G029790	As001G006390
OG0010674	Om001G030520	As001G006700
OG0010675	Om004G151400	As001G006780
OG0010676	Om006G243650	As001G011020, As001G011010, As005G113230
OG0010677	Om001G031730	As001G012520
OG0010678	Om008G335400	As006G146350, As001G012560
OG0010679	Om001G032300	As001G013490, As011G262690
OG0010680	Om001G031960	As001G013650
OG0010681	Om001G032700	As001G013830
OG0010682	Om005G212530	As001G014630
OG0010683	Om001G033470	As001G014640
OG0010684	Om001G034100	As001G015020
OG0010685	Om004G160890	As001G015060
OG0010686	Om007G292390	As001G016230
OG0010687	Om007G277260	As001G016540
OG0010688	Om007G276500	As001G017250
OG0010689	Om007G276440	As004G079940, As001G017320
OG0010690	Om007G276410	As001G017360
OG0010691	Om007G275890	As001G017850, As004G083050
OG0010692	Om007G275830	As001G017900
OG0010694	Om007G275740	As001G018040
OG0010695	Om007G275670	As001G018110
OG0010696	Om007G275630	As001G018170
OG0010697	Om005G217180	As001G018900
OG0010698	Om003G119380	As001G018920
OG0010699	Om001G024150, Om001G024170, Om005G216980	As001G018960
OG0010700	Om005G187500	As001G019180
OG0010701	Om011G365480, Om005G217970, Om003G100710	As001G019260
OG0010702	Om020G374430, Om011G365000	As001G019560
OG0010703	Om008G336160	As001G019620
OG0010704	Om005G219180	As001G019820
OG0010705	Om005G219770	As001G020210
OG0010706	Om005G219720	As001G020300
OG0010707	Om005G219980	As001G020370
OG0010708	Om005G220040	As001G020400
OG0010709	Om005G220070	As001G020430
OG0010710	Om005G220150	As001G020490
OG0010711	Om005G220430	As001G020580
OG0010712	Om005G220440	As001G020590
OG0010713	Om005G220540	As001G020630
OG0010714	Om005G220660, Om005G220610	As001G020740
OG0010715	Om005G220750	As001G020830
OG0010716	Om005G221210	As001G021130
OG0010717	Om005G222050	As001G021410
OG0010718	Om005G222720	As001G021580
OG0010719	Om005G223300	As001G021820
OG0010720	Om005G223550	As001G021910
OG0010721	Om005G223950	As001G022020
OG0010722	Om006G275460	As001G022270
OG0010723	Om002G071440	As001G022910
OG0010724	Om004G172760, Om006G273710, Om008G324050, Om002G053350	As001G023350
OG0010725	Om002G086770	As001G023480
OG0010726	Om006G274570	As001G023530
OG0010727	Om006G274520	As001G023590
OG0010728	Om006G274460	As001G023640
OG0010729	Om006G274400	As001G023710
OG0010730	Om006G274000	As001G024040
OG0010731	Om006G273290	As001G024680
OG0010733	Om006G272740	As001G025050
OG0010734	Om005G192880	As001G025130, As008G184140
OG0010735	Om006G272610	As001G025150
OG0010736	Om006G272570	As001G025240
OG0010737	Om006G272540	As001G025290
OG0010738	Om006G271090	As001G026530
OG0010739	Om006G271050	As001G026580
OG0010740	Om006G269830	As001G026860
OG0010741	Om006G270390	As001G026960
OG0010742	Om005G228730	As001G027990
OG0010743	Om005G213480	As001G028710
OG0010744	Om005G215070	As001G029450
OG0010745	Om005G215670	As001G029820
OG0010746	Om002G045930	As006G137450
OG0010747	Om003G108660	As004G076740
OG0010749	Om007G307620, Om005G228910, Om007G307610	As001G030200
OG0010750	Om005G228790	As001G030350
OG0010751	Om005G228480	As001G030540
OG0010752	Om005G228460	As001G030550
OG0010753	Om005G228350	As001G030630
OG0010754	Om005G227830	As004G098100, As001G030760
OG0010755	Om005G227170	As001G031000
OG0010756	Om005G226770	As001G031170, As004G097930
OG0010757	Om005G225310	As001G031830
OG0010758	Om002G056220, Om002G056230	As002G032440
OG0010759	Om001G018440	As002G032850
OG0010760	Om008G328410	As002G033120, As002G032940
OG0010761	Om008G328910	As002G033420
OG0010762	Om008G328870	As002G033450
OG0010763	Om008G329380	As002G033840
OG0010764	Om002G051470	As002G033890
OG0010765	Om002G051610	As002G033970
OG0010766	Om002G051990	As006G148740, As002G034280
OG0010767	Om002G053000	As002G035340
OG0010768	Om002G053060	As002G035440
OG0010769	Om002G053070	As002G035450
OG0010770	Om001G005790	As004G087000, As002G035720
OG0010771	Om002G053960	As002G036380
OG0010772	Om001G036500	As002G036410
OG0010773	Om002G054330	As002G036640
OG0010774	Om001G030450	As002G037340
OG0010775	Om002G055000	As002G037350
OG0010776	Om002G055500	As002G037920
OG0010777	Om002G055710	As002G038520
OG0010778	Om002G055850	As002G038600
OG0010779	Om002G055870	As002G038780
OG0010780	Om002G056090	As002G038940
OG0010781	Om005G216000, Om002G056100	As002G038960
OG0010782	Om003G108730, Om006G252180	As002G039490
OG0010783	Om003G106860	As002G040450, As002G040440, As002G040460, As002G040070
OG0010784	Om003G106840	As002G040150
OG0010785	Om003G109530	As002G040590
OG0010786	Om004G165410	As002G042010
OG0010787	Om004G132170	As002G042070
OG0010788	Om004G167510	As002G042190
OG0010789	Om003G111420	As002G042250
OG0010790	Om003G111850	As002G042460
OG0010791	Om007G285950	As002G042790
OG0010792	Om005G201670	As002G043190
OG0010793	Om003G112490	As002G043370
OG0010794	Om001G025420	As002G043430
OG0010795	Om003G112830	As002G043570
OG0010796	Om003G113050	As002G043770
OG0010797	Om003G113390	As002G044070
OG0010798	Om003G114730	As002G044730
OG0010799	Om006G259070	As002G044860
OG0010800	Om003G115010	As002G045210
OG0010801	Om003G115270	As002G045390
OG0010802	Om003G115860	As002G045420, As002G045880
OG0010803	Om003G115550	As002G045570
OG0010804	Om003G115400	As002G045800
OG0010805	Om003G116370	As002G046450
OG0010806	Om001G019540	As002G046550
OG0010807	Om003G116680	As006G132690
OG0010808	Om003G117570	As002G047310
OG0010809	Om003G117870	As002G047530
OG0010810	Om003G118120	As002G047710
OG0010811	Om003G118480	As002G047970
OG0010812	Om006G249820	As002G048730
OG0010813	Om006G249640	As002G048880
OG0010815	Om006G249080	As002G049260
OG0010816	Om006G248470	As002G049510
OG0010817	Om006G248200	As002G049800
OG0010818	Om004G161790	As002G050520
OG0010819	Om004G162240	As002G050850
OG0010820	Om004G162730	As002G051170
OG0010821	Om004G163140	As002G051400
OG0010822	Om004G163350	As002G051520
OG0010823	Om004G163450	As002G051620
OG0010824	Om004G163510	As002G051660
OG0010825	Om004G163600	As002G051730
OG0010826	Om004G164260	As002G052080
OG0010827	Om004G164290	As002G052110
OG0010828	Om004G164510	As002G052210
OG0010829	Om004G164580	As002G052260
OG0010830	Om004G165070	As002G052480
OG0010831	Om006G231620	As002G052730
OG0010833	Om004G165970	As002G053220
OG0010834	Om004G165980	As002G053230
OG0010835	Om004G166420	As002G053560
OG0010836	Om004G166650	As002G053680
OG0010837	Om006G233280	As005G117180, As002G053860
OG0010838	Om004G167490	As002G054390
OG0010839	Om008G318590	As002G055210
OG0010840	Om004G168930, Om004G168910	As002G055350
OG0010841	Om001G000080	As003G055640
OG0010842	Om001G000710, Om001G000450, Om001G000500	As003G056100
OG0010844	Om001G002210	As003G056780
OG0010845	Om001G002500	As003G056990
OG0010846	Om001G002580	As003G057040
OG0010847	Om001G002660	As003G057110
OG0010848	Om001G003100, Om001G003050	As003G057370
OG0010849	Om001G003500	As003G057530
OG0010852	Om001G004790	As003G058050
OG0010853	Om001G006240	As003G058740
OG0010854	Om001G006360	As003G058810
OG0010855	Om001G007040	As003G059170
OG0010856	Om001G007440	As003G059560
OG0010857	Om001G007490	As003G059600
OG0010858	Om001G007830	As003G059750
OG0010859	Om001G022200	As003G060160
OG0010860	Om001G010760	As003G061600
OG0010861	Om001G011580	As003G062170
OG0010862	Om001G012160	As004G083570, As003G062720
OG0010863	Om001G012360	As003G062830
OG0010864	Om001G012420	As003G062870
OG0010865	Om001G012480	As003G062970, As004G083300
OG0010866	Om001G013540	As003G063530, As004G080460
OG0010868	Om001G014940	As003G064400
OG0010869	Om001G015360	As003G064560
OG0010870	Om004G175520	As003G064720
OG0010871	Om001G016000	As003G064840
OG0010872	Om007G287310	As003G065810
OG0010873	Om007G288340	As003G068400
OG0010874	Om007G288560	As003G068750
OG0010875	Om007G288850	As003G069110
OG0010876	Om007G288860	As003G069140
OG0010877	Om007G288910	As003G069210
OG0010878	Om007G289240	As003G069460
OG0010879	Om007G290720	As003G070740
OG0010880	Om007G291050	As003G071080
OG0010881	Om007G291270	As003G071200
OG0010882	Om007G291420	As003G071330
OG0010883	Om007G291670	As003G071600
OG0010884	Om001G034990	As011G264650, As003G071970
OG0010885	Om001G035670, Om001G035690	As003G072360
OG0010886	Om001G036080	As003G072540
OG0010887	Om002G085560, Om001G023780	As003G072700, As011G265440
OG0010888	Om001G036600	As003G072860
OG0010889	Om001G036670	As003G072910
OG0010890	Om001G038190	As003G073690
OG0010891	Om001G038280	As003G073800
OG0010892	Om001G039030	As003G074290
OG0010893	Om001G039590	As007G180360, As003G074730
OG0010894	Om001G039770	As003G074910
OG0010895	Om001G040470	As003G075510
OG0010896	Om001G040870	As003G075800
OG0010897	Om001G041420	As003G076190
OG0010898	Om001G041490	As003G076240
OG0010899	Om001G041520	As003G076280
OG0010900	Om004G156630	As007G182150, As003G076320
OG0010901	Om001G041830	As003G076400
OG0010902	Om001G041760	As003G076460
OG0010903	Om001G041690	As003G076530
OG0010904	Om001G041680	As003G076540
OG0010905	Om001G041930	As003G076610
OG0010906	Om007G313530	As004G076860
OG0010907	Om001G039380	As004G076980
OG0010909	Om002G071030	As004G077190
OG0010910	Om007G314360	As004G077400
OG0010911	Om007G314970	As004G077890
OG0010912	Om007G315010	As004G077930
OG0010913	Om007G315190	As004G078020
OG0010914	Om003G102170, Om007G315280	As004G078120
OG0010915	Om007G315700	As004G078460
OG0010916	Om008G339320	As004G078730
OG0010917	Om007G291770, Om008G339240	As004G078780
OG0010918	Om008G338950	As004G079680
OG0010919	Om007G276610	As004G079750
OG0010920	Om007G296420	As004G080150
OG0010921	Om008G343290, Om002G073970	As004G080170
OG0010922	Om008G344690	As004G080640
OG0010923	Om005G228760	As004G080780
OG0010924	Om008G344890	As004G080900
OG0010925	Om008G340310	As004G081090
OG0010926	Om008G336840	As004G081220
OG0010927	Om008G340680	As004G081390
OG0010928	Om005G190040	As004G081450
OG0010929	Om008G341260	As004G081820
OG0010930	Om008G342010	As004G082330
OG0010931	Om002G086910, Om007G317250	As004G082400
OG0010932	Om008G342240	As004G082410
OG0010933	Om008G342340	As004G082450
OG0010934	Om008G342650	As004G082610
OG0010935	Om008G347050	As004G083440
OG0010936	Om008G349980	As004G083960
OG0010937	Om008G351270	As004G084430
OG0010938	Om008G352370	As004G084860
OG0010939	Om008G353870	As004G085630
OG0010940	Om008G354420	As004G085910
OG0010941	Om008G354530	As004G085960
OG0010942	Om008G354620	As004G086000
OG0010943	Om008G354770	As004G086050
OG0010944	Om008G356200	As004G086720
OG0010945	Om005G211500	As004G087070
OG0010946	Om008G358460	As004G088020
OG0010947	Om008G358710	As004G088180
OG0010948	Om007G308920, Om003G110290, Om008G358830	As004G088250
OG0010949	Om008G360050, Om003G110680	As004G088940
OG0010950	Om008G361190	As004G089130
OG0010951	Om008G361990	As004G089710
OG0010952	Om007G302840, Om005G212690	As004G090540
OG0010953	Om008G362480	As004G091130
OG0010954	Om002G076080	As004G091520, As009G211660
OG0010955	Om002G075980, Om005G196560	As004G091830
OG0010956	Om003G105460	As004G092560
OG0010957	Om002G075880	As004G092690, As011G258260
OG0010958	Om003G105200	As004G092860
OG0010959	Om003G105070	As004G092940
OG0010960	Om003G104090	As004G094080
OG0010961	Om003G103690	As004G094860
OG0010962	Om004G169700	As004G094880
OG0010963	Om004G156830, Om007G301120	As004G094920, As004G094930
OG0010964	Om003G103570	As004G095060
OG0010965	Om006G254580	As004G095260
OG0010966	Om003G102550	As004G095770
OG0010967	Om003G101500	As004G096550
OG0010968	Om007G316360	As004G096810
OG0010969	Om007G316380	As004G096830
OG0010970	Om007G316480	As004G096880
OG0010971	Om007G316530, Om007G316540	As004G096940
OG0010972	Om007G316550	As004G096950
OG0010973	Om008G351320, Om007G316580	As004G096960
OG0010974	Om007G316960	As004G097260
OG0010975	Om007G317040	As004G097320
OG0010976	Om007G317140	As004G097430
