Orthogroup	Odontarrhena_muralis	Aethionema_saxatile
OG0010977	Om007G317290	As004G097500
OG0010978	Om008G362900	As004G098180
OG0010979	Om006G234790	As004G098450
OG0010980	Om008G318880	As005G098830
OG0010981	Om008G318950	As005G098990
OG0010982	Om008G318970	As005G099000
OG0010983	Om008G319400	As005G099450
OG0010984	Om008G319520	As005G099520
OG0010985	Om008G319630	As005G099610
OG0010986	Om008G319860	As005G099770
OG0010987	Om008G320390, Om009G363490, Om007G306320	As005G100290
OG0010988	Om008G321190	As005G100940
OG0010989	Om008G321720	As005G101350
OG0010990	Om008G321820	As005G101420
OG0010991	Om008G321830	As005G101430
OG0010992	Om008G322310	As005G101860
OG0010993	Om008G322690	As005G102100
OG0010994	Om008G323160	As005G102550
OG0010995	Om008G323170	As005G102560
OG0010996	Om008G323280	As005G102630
OG0010997	Om008G323440	As005G102820
OG0010998	Om003G123700	As005G103970
OG0010999	Om005G210880	As005G104380
OG0011000	Om008G326010	As005G104430
OG0011001	Om008G326130	As005G104550
OG0011002	Om008G326340	As005G104730
OG0011003	Om008G326840	As005G105280
OG0011004	Om008G327530	As005G105490
OG0011005	Om008G327410	As005G105680
OG0011006	Om008G327310	As005G105800
OG0011007	Om008G327300	As005G105810
OG0011008	Om008G327830	As005G105960
OG0011009	Om008G327860	As005G106000
OG0011010	Om004G177080	As005G106200
OG0011011	Om004G177030	As005G106310
OG0011012	Om004G177020	As005G106320
OG0011013	Om004G176950	As005G106380
OG0011014	Om004G176930	As005G106400
OG0011015	Om004G176900	As005G106440
OG0011016	Om007G302700	As005G106710
OG0011017	Om004G175920	As005G107310
OG0011018	Om004G175600	As005G107570
OG0011019	Om004G175500	As005G107670
OG0011020	Om004G175450	As005G107700
OG0011021	Om003G106460, Om004G175130	As005G107850
OG0011022	Om004G174500	As005G108190
OG0011023	Om004G174370	As005G108280
OG0011024	Om004G173560, Om004G173550	As005G108930
OG0011025	Om004G173480	As005G108970
OG0011026	Om006G240850	As005G109690
OG0011027	Om006G241880	As005G111460
OG0011028	Om006G229000	As005G111930, As005G120870
OG0011029	Om006G242320	As005G111950
OG0011030	Om006G242490	As005G112240
OG0011031	Om006G242720	As005G112410
OG0011032	Om005G219320, Om006G242980	As005G112630
OG0011033	Om006G243270	As005G113010, As005G113050, As005G113060
OG0011034	Om006G243320	As005G113070
OG0011035	Om006G243930	As005G113440
OG0011036	Om006G255090, Om006G243940	As005G113450
OG0011037	Om006G244690	As005G114090
OG0011038	Om006G244750	As005G114120
OG0011039	Om006G244880	As005G114230
OG0011042	Om006G246130	As005G115600
OG0011043	Om006G247080	As005G115880
OG0011044	Om006G234000, Om005G206250	As005G116560
OG0011045	Om006G233700	As005G116810
OG0011046	Om006G233360	As005G117120
OG0011047	Om006G233370	As005G117130
OG0011048	Om006G233250	As005G117220
OG0011049	Om006G232790	As005G117620
OG0011050	Om006G258420	As010G220920, As005G119800
OG0011051	Om006G229910	As005G119940
OG0011052	Om006G229900	As005G119950
OG0011053	Om006G229610	As005G120280
OG0011054	Om006G229240	As005G120610
OG0011055	Om006G229100	As005G120790
OG0011056	Om006G228940	As005G120920
OG0011057	Om004G157720	As006G121390
OG0011058	Om004G157710	As006G121400
OG0011059	Om004G157480	As006G121590
OG0011060	Om004G157340	As006G121680
OG0011061	Om004G158490	As006G122180
OG0011062	Om004G158690	As006G122390
OG0011063	Om004G158770	As006G122450
OG0011064	Om004G158780	As006G122460
OG0011065	Om004G158820	As006G122490
OG0011066	Om004G158870	As006G122560
OG0011067	Om004G158900	As006G122590
OG0011068	Om004G159030	As006G122680
OG0011069	Om004G158970	As006G122750
OG0011070	Om004G159250	As006G122860
OG0011071	Om004G159520	As006G123040
OG0011072	Om004G159890	As006G123220, As008G197650
OG0011073	Om004G159930	As006G123260
OG0011074	Om004G160020	As006G123340
OG0011076	Om004G160380	As006G123670
OG0011077	Om007G302750	As006G124140
OG0011078	Om007G277590	As006G124730
OG0011079	Om007G278710	As006G125630
OG0011080	Om004G157290	As006G125890
OG0011081	Om007G278900	As006G125910
OG0011082	Om007G278780	As006G126030
OG0011083	Om007G278770	As006G126040
OG0011084	Om007G279680	As006G126390
OG0011085	Om007G280760	As006G127470
OG0011086	Om007G281050	As006G127690
OG0011087	Om007G281430	As006G128020
OG0011088	Om007G282200	As006G128620
OG0011089	Om007G282380	As006G128770
OG0011090	Om007G282550	As006G128890
OG0011091	Om007G283140	As006G129310
OG0011092	Om007G283460	As006G129650
OG0011093	Om007G283740	As006G129920
OG0011094	Om007G283800	As006G129970
OG0011095	Om007G284000	As006G130110
OG0011096	Om007G284540	As006G130430
OG0011097	Om007G285220	As006G130500
OG0011098	Om007G284830	As006G130810
OG0011099	Om007G285270	As006G130980
OG0011100	Om007G285280	As006G130990
OG0011101	Om007G308090	As006G131250
OG0011102	Om004G149290	As006G131430
OG0011103	Om004G147390	As007G161430, As006G131800
OG0011104	Om003G094040	As006G132190
OG0011106	Om002G042800	As006G132760
OG0011107	Om002G042690	As006G132840
OG0011108	Om002G042430, Om008G349300	As006G133150
OG0011109	Om007G281940	As006G133270
OG0011110	Om002G088660	As006G133610
OG0011111	Om008G328060	As006G134030
OG0011112	Om008G328110	As006G134040
OG0011113	Om001G018880	As006G134530
OG0011114	Om001G018840	As006G134570
OG0011115	Om001G018830	As006G134580
OG0011117	Om002G044010	As006G135680
OG0011118	Om002G044090	As006G135740
OG0011119	Om002G044360	As009G202720, As006G135960
OG0011120	Om006G241280	As006G136290
OG0011121	Om002G045310	As006G136860
OG0011122	Om002G046170	As006G137620
OG0011123	Om002G047050	As006G138220
OG0011124	Om002G046960	As006G138300
OG0011125	Om002G047160	As006G138420
OG0011126	Om002G047560, Om008G341220	As006G138850
OG0011127	Om002G048180	As006G139240
OG0011128	Om002G048460	As006G139560
OG0011129	Om002G048540	As006G139610
OG0011130	Om008G334020	As006G139740
OG0011131	Om002G049010	As006G140030
OG0011132	Om002G050170	As006G141170
OG0011133	Om002G050790	As006G141720
OG0011134	Om002G050960	As006G141870
OG0011135	Om002G051390	As006G142220
OG0011136	Om002G051400	As006G142240
OG0011137	Om008G329610	As006G142340
OG0011138	Om008G330810	As006G142960
OG0011139	Om008G331440	As006G143320
OG0011140	Om008G332790	As006G144140
OG0011141	Om008G333100, Om008G333160	As006G144310
OG0011142	Om008G337790	As006G144550
OG0011143	Om008G337470	As006G144750
OG0011144	Om008G336290, Om004G149220	As006G145560
OG0011145	Om008G335820	As006G145970
OG0011146	Om008G335700	As006G146170
OG0011147	Om008G335230	As006G146670
OG0011148	Om008G335040	As006G146820
OG0011149	Om008G334770	As006G147010
OG0011150	Om008G334080	As006G147090
OG0011151	Om008G333590	As006G148150
OG0011152	Om008G333600	As006G148270
OG0011153	Om005G196830	As007G152420
OG0011154	Om005G196950	As007G152510
OG0011155	Om005G196980	As007G152560
OG0011156	Om005G197280	As007G152860
OG0011157	Om005G198310	As007G153620
OG0011158	Om005G198330	As007G153640, As010G241570
OG0011159	Om005G199010	As007G154100
OG0011160	Om005G199040	As007G154130
OG0011162	Om005G201570	As007G155900
OG0011163	Om005G201770	As007G156020
OG0011164	Om005G202210	As007G156280
OG0011165	Om005G202480, Om008G325310	As007G156530
OG0011166	Om005G203600	As007G157280
OG0011167	Om005G186470	As007G157980
OG0011168	Om005G205420, Om005G205460	As007G159000
OG0011169	Om004G144400	As007G159710
OG0011170	Om004G144760	As007G160040
OG0011171	Om004G145000	As007G160190
OG0011172	Om004G145390	As007G160480
OG0011173	Om004G146170	As007G160730
OG0011174	Om002G056620	As007G160890
OG0011176	Om004G147250	As007G161350
OG0011177	Om005G228230, Om005G228240	As007G161480
OG0011178	Om005G211730	As007G161700
OG0011181	Om004G148350	As007G162040
OG0011183	Om005G178220	As007G162290
OG0011185	Om008G355850	As007G163420
OG0011186	Om007G286060	As007G164450
OG0011187	Om007G286640	As007G165170
OG0011190	Om007G316430, Om007G316460	As007G177660
OG0011191	Om004G153120, Om018G373820	As007G178530
OG0011193	Om004G154860	As007G179200
OG0011194	Om004G154370	As007G179860
OG0011195	Om004G153590	As007G180510
OG0011196	Om004G155730	As007G180640
OG0011197	Om004G155900	As007G180780
OG0011198	Om004G156400	As007G181920
OG0011199	Om005G194450	As008G183070
OG0011200	Om005G194360	As008G183240
OG0011201	Om005G194180	As008G183300
OG0011202	Om005G193880	As008G183480
OG0011203	Om005G193680	As008G183680
OG0011204	Om005G192520	As008G184380
OG0011206	Om005G191990	As008G184710
OG0011207	Om005G191250, Om005G204040	As008G185360
OG0011208	Om005G191030	As008G185590
OG0011209	Om005G190540	As008G185960
OG0011211	Om005G189110	As008G187100
OG0011213	Om005G188510	As008G187780
OG0011214	Om005G187060	As008G188990
OG0011215	Om007G276090	As008G189180
OG0011216	Om005G186890	As008G189340
OG0011217	Om005G186710	As008G189970
OG0011218	Om007G286910	As008G190130
OG0011219	Om002G076730, Om005G186040	As008G190880
OG0011220	Om005G185010	As008G192890
OG0011221	Om005G184860, Om005G184850	As008G192940
OG0011222	Om007G297830, Om005G184380	As008G193220
OG0011223	Om007G276700, Om005G183850	As008G193720
OG0011224	Om005G183480	As008G194140
OG0011225	Om005G183440	As008G194180
OG0011226	Om001G027580, Om007G307260, Om005G183410	As008G194230
OG0011227	Om005G183360	As008G194260
OG0011228	Om005G182940	As008G194730
OG0011230	Om005G182770	As008G194890
OG0011231	Om005G181840	As008G195880
OG0011232	Om005G181540	As008G196000
OG0011233	Om005G180970	As008G196730
OG0011234	Om005G180460	As008G196770
OG0011235	Om005G180520	As008G196830
OG0011236	Om005G180800	As008G196960
OG0011237	Om005G180270	As008G197150
OG0011238	Om005G180210	As008G197210
OG0011239	Om005G180090	As008G197300
OG0011240	Om005G180050	As008G197340
OG0011241	Om005G219210, Om005G179720	As008G197580
OG0011242	Om005G179530	As008G197780
OG0011243	Om005G179420	As008G197850
OG0011244	Om005G179350	As008G197920
OG0011245	Om005G178680	As008G198560
OG0011246	Om003G104380, Om005G177750	As008G199400
OG0011247	Om007G301930	As009G199810
OG0011248	Om007G301500	As009G200100
OG0011249	Om007G301650	As009G200210
OG0011250	Om007G301840	As009G200350
OG0011251	Om007G300960	As009G200440
OG0011252	Om007G300050	As009G201280
OG0011253	Om007G298380	As009G202350
OG0011254	Om007G298250	As009G202430
OG0011255	Om007G297950	As009G202640
OG0011256	Om007G297120	As009G203300
OG0011257	Om007G297160	As009G203350, As009G203340, As009G203330
OG0011258	Om007G296460	As009G203770
OG0011259	Om005G211160, Om005G211120	As009G203940
OG0011260	Om007G295880	As009G204240
OG0011261	Om007G295780	As009G204340
OG0011262	Om007G295470	As009G204490
OG0011263	Om007G294960	As009G204920
OG0011264	Om007G294480	As009G205430
OG0011267	Om007G294200	As009G205780
OG0011268	Om007G294030	As009G205920
OG0011269	Om007G293480	As009G206720
OG0011270	Om007G303290	As009G207180
OG0011271	Om007G303440	As009G207220
OG0011272	Om020G374630, Om007G303520	As009G207320
OG0011275	Om007G290150	As009G208020
OG0011276	Om007G309290, Om010G364910	As009G208900
OG0011277	Om004G161310	As009G210510
OG0011278	Om004G169670	As009G211130, As009G210980
OG0011279	Om004G170520	As009G212480
OG0011280	Om004G170850, Om004G171000	As009G212800
OG0011281	Om004G171390	As009G213120
OG0011282	Om004G171490	As009G213220
OG0011283	Om004G171540	As009G213260
OG0011284	Om004G171640, Om004G137240	As009G213310
OG0011285	Om002G055880	As009G213320
OG0011286	Om004G172880	As009G214610
OG0011287	Om006G240750	As009G214790
OG0011288	Om006G240370	As009G215210
OG0011289	Om006G240380	As009G215220
OG0011290	Om006G240110	As009G215320
OG0011291	Om006G239950	As009G215440
OG0011292	Om006G239490	As009G215760
OG0011293	Om006G239350	As009G215890
OG0011294	Om006G238840	As009G216400
OG0011295	Om006G238690	As009G216540
OG0011296	Om006G238490, Om006G238460	As009G216740
OG0011297	Om006G238330	As009G216830
OG0011298	Om006G237040	As009G217770
OG0011299	Om006G236490	As009G218210
OG0011300	Om006G235070	As009G219140
OG0011301	Om006G247240	As009G219480
OG0011302	Om006G247350	As009G219600
OG0011303	Om006G247820	As009G220010
OG0011304	Om006G247840	As009G220030
OG0011305	Om006G247950	As009G220130
OG0011306	Om006G257670	As010G220460
OG0011307	Om006G258400	As010G220900
OG0011308	Om006G258410	As010G220910
OG0011309	Om006G258440, Om006G258560	As010G220940
OG0011310	Om006G258640	As010G221010
OG0011311	Om006G258660	As010G221030
OG0011312	Om006G259650	As010G221430
OG0011313	Om006G260980	As010G222220
OG0011314	Om006G261810	As010G222540
OG0011315	Om006G261850, Om004G145800, Om004G145880	As010G222570
OG0011316	Om006G263090	As010G222990
OG0011317	Om005G194110	As010G223720
OG0011318	Om006G267190	As010G224680
OG0011319	Om006G267210	As010G224700
OG0011321	Om006G267670	As010G225680
OG0011322	Om006G269080	As010G226180
OG0011323	Om006G268300	As010G227310
OG0011324	Om006G267580	As010G227500
OG0011325	Om007G317690	As010G228210
OG0011326	Om005G211330	As010G228580
OG0011327	Om005G211410	As010G230100
OG0011328	Om005G211760	As010G230390
OG0011329	Om005G210630	As010G231190
OG0011330	Om005G210540	As010G231300
OG0011331	Om005G209180	As010G232700
OG0011332	Om005G209000	As010G232770
OG0011333	Om004G143190	As010G233110
OG0011334	Om005G207740	As010G233360
OG0011335	Om005G207550	As010G233420
OG0011336	Om005G207460	As010G233490
OG0011337	Om005G207160	As010G233680
OG0011338	Om005G206860	As010G233900
OG0011339	Om005G206210	As010G234360
OG0011340	Om005G206090	As010G234420
OG0011341	Om005G205940	As010G234590
OG0011342	Om004G143130	As010G234910
OG0011343	Om004G133480	As010G235200
OG0011344	Om004G133510	As010G235230
OG0011345	Om004G134100	As010G235530
OG0011346	Om004G134840	As010G236040
OG0011347	Om005G203550	As010G236500
OG0011348	Om004G136240	As010G237130
OG0011349	Om004G137550	As010G237770
OG0011350	Om004G137590	As010G237800
OG0011351	Om001G025070	As010G237890
OG0011352	Om007G287750	As010G237970
OG0011353	Om008G342810	As010G238210
OG0011354	Om004G137930	As010G238230
OG0011355	Om004G137690	As010G238430
OG0011356	Om004G138550	As010G238700
OG0011357	Om004G139490	As010G239060
OG0011358	Om004G139590	As010G239140
OG0011359	Om006G260540, Om006G260490, Om004G140220	As010G239530
OG0011360	Om004G140290	As010G239590
OG0011361	Om004G142310	As010G241050
OG0011362	Om004G130640	As010G243580
OG0011364	Om004G130400	As010G243790
OG0011365	Om004G130010	As010G244150
OG0011366	Om002G056820	As011G244760
OG0011367	Om002G056890	As011G244830
OG0011368	Om002G057120	As011G244970
OG0011369	Om002G057180	As011G245020
OG0011370	Om002G057200	As011G245040
OG0011371	Om002G057730	As011G245430
OG0011372	Om002G058100	As011G245690
OG0011373	Om002G058260	As011G245780
OG0011374	Om002G058650	As011G246050
OG0011375	Om002G058760	As011G246130
OG0011376	Om002G058990	As011G246320
OG0011377	Om002G059460	As011G246570
OG0011378	Om003G092690	As012G269660, As011G246750, As011G246760
OG0011379	Om003G106550	As011G247040
OG0011380	Om002G060130	As011G247120
OG0011381	Om002G060280	As011G247220
OG0011382	Om002G060500	As011G247380
OG0011383	Om002G060580	As011G247440
OG0011384	Om002G060680	As011G247540
OG0011385	Om002G060830	As011G247640
OG0011386	Om002G062110	As011G248390
OG0011387	Om002G062290	As011G248490
OG0011388	Om002G062380	As011G248510, As011G248520
OG0011389	Om002G062410	As011G248550
OG0011390	Om002G063970	As011G249460
OG0011391	Om002G064460	As011G249800
OG0011392	Om002G064660, Om001G018250	As011G249980
OG0011393	Om002G065170, Om002G065150	As011G250320
OG0011394	Om002G065590	As011G250660
OG0011395	Om001G035790, Om002G065820	As011G250820
OG0011396	Om002G066230	As011G251130
OG0011397	Om002G066500	As011G251270
OG0011398	Om002G066650	As011G251380
OG0011399	Om002G066660	As011G251390
OG0011400	Om002G066690	As011G251420
OG0011401	Om002G067150	As011G251820
OG0011402	Om002G067910	As011G252490
OG0011403	Om002G068140, Om004G147820	As011G252690
OG0011404	Om002G068250	As011G252780
OG0011405	Om002G068590	As011G252970
OG0011406	Om002G069230	As011G253340
OG0011407	Om002G069880	As011G253940
OG0011408	Om002G069940	As011G253960
OG0011409	Om002G070360	As011G254100
OG0011410	Om006G267960	As011G254190
OG0011411	Om002G070830	As011G254500
OG0011412	Om002G070910	As011G254530
OG0011413	Om002G071680	As011G255030
OG0011414	Om002G072010, Om002G072060, Om002G071980	As011G255270
OG0011415	Om002G073140	As011G256010
OG0011416	Om004G131850, Om002G073790	As011G256340
OG0011417	Om002G074260	As011G256720
OG0011418	Om002G074770	As011G257350
OG0011419	Om002G075080	As011G257680
OG0011420	Om002G075440	As011G258410, As011G258370, As011G258360
OG0011421	Om002G077120	As011G258770
OG0011422	Om002G078970	As011G259280
OG0011423	Om003G103480	As011G261000
OG0011424	Om002G077810	As011G261120
OG0011425	Om006G271480	As011G261280
OG0011426	Om005G206180	As011G261540
OG0011427	Om002G077480	As011G261630
OG0011428	Om002G079130	As011G261800
OG0011429	Om002G081760	As011G262810
OG0011430	Om002G082150	As011G263090
OG0011431	Om002G082190	As011G263210
OG0011432	Om002G084260	As011G264550
OG0011433	Om002G084870	As011G264940
OG0011434	Om002G085760	As011G265260
OG0011435	Om002G085630	As011G265370
OG0011436	Om002G086360	As011G265660
OG0011437	Om002G086970	As011G266070
OG0011438	Om002G087100	As011G266170
OG0011439	Om002G087510	As011G266490
OG0011440	Om002G087800	As011G266640
OG0011441	Om002G087940	As011G266790
OG0011442	Om002G088230	As011G267140
OG0011443	Om002G088630	As011G267430
OG0011444	Om008G326090	As011G267480
OG0011445	Om003G091600	As012G269270
OG0011446	Om003G092610	As012G269620
OG0011448	Om003G092960, Om003G093000, Om003G092940	As012G269800
OG0011449	Om003G095230	As012G271040
OG0011451	Om003G095440, Om008G329900, Om008G329880	As012G271260
OG0011452	Om002G068030	As012G272000
OG0011453	Om003G098160	As012G272840
OG0011454	Om003G099370	As012G273620
OG0011455	Om003G099930	As012G274070
OG0011456	Om003G100290	As012G274320
OG0011457	Om003G100380	As012G274410
