Orthogroup	Odontarrhena_muralis	Conringia_planisiliqua
OG0006884	Om006G233450	CP2_g47895_DN3_SP0_c.t1
OG0006885	Om006G233240	CP2_g47879_DN3_SP1_c.t1
OG0006886	Om003G099990	CP2_g47873_DN3_SP8_c.t1
OG0006887	Om006G233020	CP2_g47857_DN3_SP0_c.t1
OG0006888	Om006G232990	CP2_g47856_DN3_SP2_c.t1
OG0006889	Om006G232590	CP2_g47818_DN3_SP8_c.t1
OG0006890	Om006G232430	CP2_g47806_DN2_SP0_c.t1
OG0006891	Om006G232310	CP2_g47798_DN3_SP8_c.t1
OG0006892	Om006G232180	CP2_g47789_DN3_SP8_c.t1
OG0006893	Om006G231880	CP2_g47762_DN3_SP0_c.t1
OG0006894	Om006G231670	CP2_g47744_DN3_SP6_c.t1
OG0006895	Om006G230900	CP2_g47680_DN3_SP4_c.t1
OG0006897	Om006G230740	CP2_g47665_DN2_SP0_c.t1
OG0006898	Om005G211570, Om005G201990	CP9_g28379_DN3_SP3_c.t1
OG0006899	Om006G229470	CP2_g47550_DN3_SP1_c.t1
OG0006900	Om004G152550, Om003G105280, Om004G137250, Om007G293280, Om006G275140	CP11_g32247_DN2_SP0_c.t1
OG0006901	Om006G229360	CP19_g18130_DN3_SP0_c.t1
OG0006902	Om004G157050	CP7_g46482_DN2_SP5_c.t1
OG0006903	Om001G027560	CP8_g54661_DN3_SP5_c.t1
OG0006904	Om004G157820	CP8_g54619_DN3_SP0_c.t1
OG0006905	Om004G157610	CP8_g54639_DN3_SP8_c.t1
OG0006906	Om004G158240	CP8_g54586_DN2_SP0_c.t1
OG0006907	Om004G158550	CP8_g54552_DN3_SP8_c.t1
OG0006908	Om005G178780	CP1_g36504_DN2_SP0_c.t1
OG0006909	Om004G159380	CP10_g43550_DN3_SP0_c.t1, CP11_g32107_DN3_SP0_c.t1
OG0006910	Om004G160480	CP11_g32007_DN3_SP0_c.t1
OG0006911	Om004G160580	CP11_g31996_DN3_SP3_c.t1
OG0006912	Om004G160740	CP11_g31985_DN3_SP8_c.t1
OG0006913	Om007G302230	CP11_g31968_DN3_SP2_c.t1
OG0006914	Om005G180750	CP1_g36704_DN2_SP0_c.t1
OG0006915	Om007G277470	CP13_g20213_DN3_SP0_c.t1
OG0006916	Om007G277530	CP13_g20220_DN3_SP8_c.t1
OG0006917	Om007G277610	CP13_g20231_DN3_SP2_c.t1
OG0006918	Om007G278340	CP4_g25413_DN3_SP0_c.t1
OG0006919	Om007G278670	CP4_g25473_DN2_SP0_c.t1, CP4_g25442_DN3_SP8_c.t1
OG0006920	Om007G279180	CP4_g25497_DN3_SP5_c.t1
OG0006922	Om007G279010	CP4_g25484_DN3_SP0_c.t1
OG0006923	Om007G279000	CP4_g25483_DN3_SP7_c.t1
OG0006924	Om007G278850	CP4_g25468_DN3_SP0_c.t1, CP4_g25467_DN3_SP0_c.t1
OG0006925	Om007G279500	CP4_g25526_DN3_SP8_c.t1
OG0006926	Om007G279440	CP4_g25521_DN3_SP0_c.t1
OG0006927	Om007G279610	CP4_g25536_DN3_SP6_c.t1
OG0006928	Om007G279780	CP4_g25546_DN3_SP0_c.t1
OG0006929	Om007G280070	CP4_g25573_DN3_SP8_c.t1
OG0006930	Om007G280090	CP4_g25575_DN3_SP3_c.t1
OG0006931	Om007G280300	CP4_g25592_DN3_SP8_c.t1
OG0006932	Om007G280990	CP4_g25657_DN3_SP8_c.t1
OG0006933	Om007G281270	CP4_g25688_DN3_SP8_c.t1
OG0006934	Om007G281520	CP4_g25706_DN2_SP0_c.t1
OG0006935	Om007G281690	CP4_g25721_DN3_SP1_c.t1
OG0006936	Om005G184420	CP1_g36981_DN3_SP8_c.t1
OG0006937	Om007G281930	CP4_g25748_DN3_SP6_c.t1
OG0006938	Om007G281980	CP4_g25755_DN3_SP0_c.t1
OG0006939	Om007G282320	CP4_g25786_DN3_SP1_c.t1
OG0006940	Om007G283010	CP4_g25841_DN3_SP7_c.t1
OG0006941	Om007G283180	CP4_g25858_DN1_SP0_c.t1, CP4_g25857_DN1_SP0_c.t1
OG0006942	Om007G283310	CP4_g25870_DN3_SP0_c.t1
OG0006943	Om007G283510	CP4_g25889_DN3_SP6_c.t1, CP4_g25775_DN3_SP0_c.t1
OG0006944	Om007G283670	CP4_g25912_DN3_SP8_c.t1
OG0006945	Om007G285200	CP4_g26463_DN3_SP8_c.t1
OG0006946	Om007G285100	CP4_g26245_DN1_SP0_c.t1
OG0006947	Om007G285020	CP4_g26292_DN3_SP0_c.t1
OG0006948	Om007G284810	CP4_g26099_DN3_SP0_c.t1
OG0006949	Om007G284650	CP4_g26073_DN3_SP8_c.t1
OG0006950	Om004G150400	CP18_g12478_DN3_SP8_c.t1
OG0006951	Om001G030120	CP18_g12568_DN3_SP0_c.t1
OG0006952	Om001G006710	CP8_g53220_DN3_SP4_c.t1
OG0006953	Om002G042850	CP10_g42164_DN3_SP8_c.t1
OG0006954	Om001G017800	CP19_g18002_DN3_SP7_c.t1
OG0006955	Om001G019200	CP5_g1317_DN3_SP8_c.t1
OG0006956	Om002G042930	CP10_g42170_DN3_SP8_c.t1
OG0006957	Om002G043160	CP10_g42189_DN3_SP8_c.t1
OG0006958	Om002G043210	CP10_g42192_DN3_SP8_c.t1
OG0006959	Om002G043440	CP10_g42209_DN3_SP0_c.t1
OG0006960	Om002G043880	CP10_g42252_DN3_SP7_c.t1
OG0006961	Om002G044000	CP10_g42260_DN2_SP0_c.t1
OG0006963	Om002G044390	CP10_g42292_DN2_SP0_c.t1
OG0006964	Om002G044510	CP10_g42301_DN3_SP8_c.t1
OG0006965	Om002G045130	CP10_g42353_DN2_SP0_c.t1
OG0006966	Om002G045270	CP10_g42364_DN3_SP8_c.t1
OG0006967	Om002G045380	CP10_g42376_DN3_SP8_c.t1
OG0006968	Om002G045730	CP10_g42402_DN3_SP8_c.t1
OG0006969	Om002G045960	CP10_g42419_DN3_SP0_c.t1
OG0006970	Om002G046200	CP10_g42430_DN3_SP1_c.t1
OG0006971	Om002G046310	CP10_g42443_DN3_SP0_c.t1
OG0006972	Om002G046610	CP10_g42467_DN3_SP0_c.t1
OG0006973	Om002G046810	CP10_g42479_DN3_SP1_c.t1
OG0006973	Om002G046820	CP10_g42480_DN3_SP3_c.t1
OG0006974	Om002G047420	CP10_g42523_DN3_SP3_c.t1
OG0006975	Om002G047610	CP10_g42540_DN3_SP8_c.t1
OG0006976	Om002G048360	CP10_g42601_DN3_SP0_c.t1
OG0006977	Om002G048370	CP10_g42602_DN3_SP2_c.t1
OG0006978	Om002G048480	CP10_g42610_DN3_SP1_c.t1
OG0006979	Om002G048730	CP10_g42624_DN3_SP0_c.t1
OG0006980	Om002G048790	CP10_g42627_DN3_SP8_c.t1
OG0006981	Om007G295720	CP8_g54488_DN3_SP8_c.t1
OG0006982	Om002G049460	CP10_g42685_DN3_SP6_c.t1
OG0006983	Om003G096720, Om002G049490	CP10_g42687_DN3_SP3_c.t1
OG0006985	Om002G049870	CP10_g42723_DN3_SP7_c.t1
OG0006986	Om002G050130	CP10_g42749_DN3_SP0_c.t1
OG0006987	Om002G050590	CP10_g42790_DN3_SP0_c.t1
OG0006989	Om008G330280	CP4_g24699_DN3_SP1_c.t1
OG0006990	Om008G330530	CP4_g24707_DN3_SP8_c.t1
OG0006991	Om008G330740	CP4_g24718_DN3_SP8_c.t1
OG0006992	Om008G331110	CP4_g24742_DN3_SP8_c.t1
OG0006993	Om008G331380	CP4_g24748_DN3_SP0_c.t1
OG0006994	Om008G331700	CP4_g24764_DN3_SP5_c.t1
OG0006995	Om008G332150	CP4_g24794_DN3_SP5_c.t1
OG0006996	Om008G332060	CP4_g24786_DN3_SP0_c.t1
OG0006997	Om008G333020	CP4_g24838_DN3_SP7_c.t1
OG0006998	Om008G333090, Om008G333150	CP4_g24843_DN3_SP0_c.t1
OG0006999	Om008G333190	CP4_g24848_DN3_SP3_c.t1
OG0007000	Om008G333210	CP4_g24849_DN3_SP8_c.t1
OG0007001	Om008G338020	CP4_g25152_DN3_SP0_c.t1
OG0007002	Om008G337990	CP4_g25149_DN3_SP0_c.t1
OG0007003	Om008G337730	CP4_g25138_DN2_SP0_c.t1
OG0007004	Om008G337700	CP4_g25135_DN3_SP7_c.t1
OG0007005	Om008G337560	CP4_g25126_DN3_SP8_c.t1
OG0007006	Om008G337440	CP4_g25118_DN3_SP8_c.t1
OG0007007	Om008G337120	CP4_g25096_DN3_SP0_c.t1
OG0007008	Om008G336090	CP4_g25029_DN3_SP8_c.t1
OG0007010	Om008G335810	CP4_g25004_DN3_SP8_c.t1
OG0007011	Om008G335770	CP4_g25000_DN2_SP0_c.t1
OG0007012	Om008G335690	CP4_g24992_DN3_SP0_c.t1
OG0007013	Om008G334810	CP4_g24938_DN3_SP3_c.t1
OG0007014	Om008G334070	CP4_g24900_DN3_SP8_c.t1
OG0007015	Om008G333650, Om008G333620	CP4_g24874_DN3_SP0_c.t1
OG0007016	Om005G196610	CP7_g46151_DN3_SP0_c.t1
OG0007017	Om005G196690, Om004G130870	CP9_g29641_DN3_SP3_c.t1
OG0007018	Om005G197240	CP7_g46109_DN3_SP2_c.t1
OG0007019	Om002G056550	CP10_g43231_DN3_SP6_c.t1
OG0007020	Om005G197830	CP7_g46063_DN3_SP0_c.t1
OG0007021	Om005G197890	CP7_g46058_DN3_SP8_c.t1
OG0007022	Om005G198250	CP7_g46036_DN3_SP8_c.t1
OG0007023	Om004G142720	CP9_g28863_DN3_SP0_c.t1
OG0007024	Om005G198960	CP7_g45986_DN3_SP0_c.t1
OG0007025	Om005G199020	CP7_g45981_DN3_SP5_c.t1
OG0007026	Om005G199350	CP7_g45965_DN3_SP8_c.t1
OG0007027	Om005G199480	CP7_g45955_DN3_SP5_c.t1
OG0007028	Om005G200340	CP7_g45894_DN3_SP3_c.t1
OG0007029	Om005G200860	CP7_g45856_DN2_SP2_c.t1
OG0007030	Om005G200870	CP7_g45855_DN3_SP3_c.t1
OG0007032	Om005G201160	CP7_g45834_DN3_SP8_c.t1
OG0007033	Om005G201520	CP7_g45801_DN3_SP1_c.t1
OG0007034	Om005G201650	CP7_g45789_DN3_SP3_c.t1
OG0007035	Om005G202720	CP7_g45700_DN3_SP7_c.t1
OG0007036	Om006G270700, Om007G286670	CP7_g45679_DN3_SP1_c.t1
OG0007037	Om005G203650	CP7_g45639_DN3_SP8_c.t1
OG0007038	Om005G204240	CP7_g45592_DN3_SP8_c.t1
OG0007039	Om005G204310	CP7_g45587_DN3_SP7_c.t1
OG0007040	Om005G204520	CP7_g45579_DN3_SP0_c.t1
OG0007041	Om005G204550	CP7_g45576_DN3_SP3_c.t1
OG0007042	Om005G205880	CP9_g28802_DN2_SP0_c.t1
OG0007043	Om004G143780	CP7_g45440_DN3_SP7_c.t1
OG0007044	Om004G144410	CP7_g45406_DN2_SP0_c.t1
OG0007045	Om004G144510	CP7_g45394_DN2_SP0_c.t1
OG0007046	Om004G144830	CP7_g45369_DN3_SP2_c.t1
OG0007047	Om004G146890	CP7_g45242_DN3_SP8_c.t1
OG0007048	Om004G147680	CP7_g45189_DN2_SP0_c.t1
OG0007050	Om006G272670	CP19_g18218_DN3_SP0_c.t1
OG0007051	Om004G148330	CP19_g18194_DN3_SP8_c.t1
OG0007053	Om003G112800	CP8_g53096_DN3_SP8_c.t1
OG0007054	Om001G021060	CP5_g1242_DN3_SP8_c.t1
OG0007055	Om004G153320, Om018G373990	CP16_g55118_DN3_SP7_c.t1
OG0007056	Om004G152160	CP16_g55007_DN3_SP8_c.t1
OG0007057	Om008G334620	CP4_g24924_DN3_SP8_c.t1
OG0007058	Om004G154300, Om003G110600	CP16_g54911_DN3_SP0_c.t1
OG0007059	Om004G153640	CP16_g54845_DN3_SP0_c.t1
OG0007060	Om004G156540	CP16_g54732_DN3_SP8_c.t1
OG0007062	Om005G194780, Om005G194770	CP1_g37762_DN3_SP8_c.t1
OG0007063	Om005G194310, Om005G194300	CP1_g37725_DN3_SP1_c.t1
OG0007064	Om005G193870	CP1_g37692_DN3_SP3_c.t1
OG0007065	Om005G192890	CP1_g37623_DN3_SP8_c.t1
OG0007066	Om005G192610	CP1_g37603_DN3_SP0_c.t1
OG0007067	Om005G192530	CP1_g37597_DN3_SP8_c.t1
OG0007068	Om005G191900	CP1_g37546_DN3_SP8_c.t1
OG0007069	Om005G191830	CP1_g37542_DN3_SP8_c.t1
OG0007070	Om005G208960, Om005G191090	CP1_g37487_DN3_SP8_c.t1
OG0007071	Om005G190790	CP5_g1355_DN1_SP0_c.t1
OG0007072	Om005G190010	CP1_g37415_DN3_SP8_c.t1
OG0007073	Om005G189980	CP1_g37412_DN3_SP5_c.t1
OG0007074	Om005G189850	CP1_g37402_DN3_SP3_c.t1
OG0007075	Om005G189810	CP1_g37400_DN3_SP7_c.t1
OG0007076	Om005G188860	CP1_g37322_DN3_SP0_c.t1, CP3_g16217_DN3_SP0_c.t1, CP3_g16244_DN1_SP0_c.t1, CP3_g16255_DN1_SP0_c.t1
OG0007077	Om005G188480	CP1_g37288_DN3_SP8_c.t1
OG0007078	Om005G188020	CP1_g37255_DN3_SP5_c.t1
OG0007079	Om005G188010	CP1_g37254_DN3_SP0_c.t1
OG0007081	Om005G187020	CP1_g37180_DN3_SP8_c.t1
OG0007082	Om005G186840	CP1_g37162_DN2_SP0_c.t1
OG0007083	Om005G186230	CP1_g37109_DN3_SP7_c.t1
OG0007084	Om006G262020, Om006G262060, Om008G320750	CP4_g24069_DN2_SP0_c.t1
OG0007085	Om005G185240	CP1_g37028_DN2_SP0_c.t1
OG0007086	Om005G184960	CP1_g37016_DN2_SP0_c.t1
OG0007087	Om005G184930	CP1_g37014_DN3_SP8_c.t1
OG0007088	Om005G184370	CP8_g53356_DN3_SP0_c.t1
OG0007089	Om003G111600	CP8_g52964_DN2_SP8_c.t1
OG0007090	Om001G030370	CP5_g702_DN3_SP6_c.t1
OG0007091	Om005G183660	CP1_g36910_DN3_SP6_c.t1
OG0007092	Om005G183500	CP1_g36898_DN3_SP8_c.t1
OG0007093	Om005G183120	CP1_g36866_DN3_SP8_c.t1
OG0007094	Om005G182130	CP1_g36583_DN3_SP0_c.t1
OG0007095	Om005G181900	CP1_g36599_DN3_SP7_c.t1
OG0007096	Om005G181790	CP1_g36609_DN3_SP0_c.t1
OG0007097	Om005G181530	CP1_g36617_DN3_SP1_c.t1
OG0007098	Om005G181570	CP1_g36621_DN3_SP1_c.t1
OG0007099	Om005G181320	CP1_g36651_DN3_SP3_c.t1
OG0007100	Om005G180430	CP1_g36682_DN3_SP0_c.t1, CP1_g36723_DN2_SP0_c.t1
OG0007101	Om005G180850	CP1_g36692_DN3_SP0_c.t1
OG0007102	Om005G179830	CP1_g36769_DN3_SP0_c.t1, CP1_g36770_DN3_SP0_c.t1
OG0007103	Om005G179800	CP1_g36772_DN3_SP7_c.t1
OG0007104	Om005G179710	CP1_g36777_DN2_SP0_c.t1
OG0007105	Om005G179680	CP1_g36779_DN3_SP4_c.t1
OG0007106	Om005G178400	CP1_g36469_DN3_SP0_c.t1
OG0007107	Om006G257210	CP3_g14216_DN3_SP3_c.t1
OG0007108	Om005G177680	CP1_g36409_DN3_SP8_c.t1
OG0007109	Om007G301420	CP11_g32531_DN3_SP7_c.t1
OG0007110	Om007G301470	CP11_g32534_DN3_SP2_c.t1
OG0007111	Om007G301490	CP11_g32537_DN3_SP8_c.t1
OG0007112	Om007G301630	CP11_g32547_DN3_SP8_c.t1
OG0007113	Om007G300780	CP11_g32486_DN3_SP8_c.t1
OG0007114	Om007G299960	CP11_g32432_DN3_SP3_c.t1
OG0007115	Om007G300220	CP11_g32451_DN3_SP1_c.t1
OG0007116	Om007G299500	CP11_g32404_DN3_SP8_c.t1
OG0007117	Om007G298370	CP11_g32333_DN3_SP8_c.t1
OG0007118	Om007G298100	CP11_g32312_DN3_SP7_c.t1
OG0007119	Om007G298090	CP11_g32311_DN3_SP3_c.t1
OG0007120	Om002G083960, Om007G297540	CP11_g32268_DN3_SP0_c.t1
OG0007121	Om007G297280	CP11_g32249_DN3_SP0_c.t1
OG0007122	Om007G297090	CP11_g32228_DN3_SP4_c.t1
OG0007123	Om007G295400	CP8_g54472_DN3_SP4_c.t1
OG0007124	Om007G294840	CP8_g54416_DN3_SP5_c.t1
OG0007125	Om007G294610	CP2_g48527_DN3_SP8_c.t1
OG0007126	Om007G294440	CP2_g48536_DN2_SP0_c.t1
OG0007127	Om007G294070	CP2_g48573_DN3_SP4_c.t1
OG0007128	Om007G293640	CP2_g48605_DN3_SP3_c.t1
OG0007130	Om007G303680	CP2_g48692_DN3_SP0_c.t1
OG0007131	Om007G304570	CP2_g48733_DN3_SP8_c.t1
OG0007132	Om002G065080	CP2_g48740_DN3_SP0_c.t1
OG0007133	Om007G308140, Om002G074690	CP2_g48792_DN3_SP1_c.t1
OG0007134	Om007G306390, Om009G363540	CP2_g48760_DN3_SP0_c.t1
OG0007135	Om004G161330	CP11_g32619_DN3_SP8_c.t1
OG0007136	Om004G169590	CP11_g33292_DN3_SP0_c.t1
OG0007137	Om004G169930	CP11_g33266_DN3_SP3_c.t1
OG0007138	Om004G170130	CP11_g33248_DN1_SP1_c.t1
OG0007139	Om004G161350	CP11_g32621_DN3_SP8_c.t1
OG0007140	Om004G161360	CP11_g32622_DN3_SP0_c.t1
OG0007141	Om004G170410	CP11_g33225_DN2_SP0_c.t1
OG0007142	Om004G171430	CP11_g33345_DN3_SP7_c.t1
OG0007143	Om004G172070	CP11_g33389_DN3_SP8_c.t1
OG0007144	Om004G172420	CP11_g33408_DN3_SP7_c.t1
OG0007145	Om008G335020, Om004G172290	CP11_g33401_DN3_SP8_c.t1
OG0007146	Om004G172820	CP11_g33442_DN3_SP0_c.t1
OG0007147	Om006G240990, Om006G240980	CP8_g54388_DN3_SP2_c.t1
OG0007148	Om006G240580	CP2_g48485_DN3_SP5_c.t1
OG0007150	Om006G240520	CP2_g48481_DN3_SP2_c.t1
OG0007151	Om006G239750	CP2_g48417_DN3_SP3_c.t1
OG0007153	Om006G239450	CP2_g48397_DN3_SP8_c.t1, CP16_g55686_DN3_SP0_c.t1
OG0007154	Om006G239440	CP2_g48396_DN3_SP0_c.t1
OG0007155	Om006G238860	CP2_g48345_DN3_SP8_c.t1
OG0007156	Om006G238730	CP2_g48332_DN3_SP5_c.t1
OG0007157	Om006G238720	CP2_g48330_DN3_SP0_c.t1
OG0007158	Om006G261230	CP3_g14487_DN3_SP2_c.t1, CP6_g7740_DN2_SP0_c.t1
OG0007159	Om006G238160	CP2_g48290_DN3_SP8_c.t1
OG0007160	Om006G238070	CP2_g48281_DN3_SP0_c.t1
OG0007161	Om006G237780	CP2_g48262_DN3_SP8_c.t1
OG0007162	Om006G237770	CP2_g48261_DN3_SP7_c.t1
OG0007163	Om006G237360	CP2_g48223_DN3_SP1_c.t1
OG0007164	Om006G237300	CP2_g48218_DN3_SP8_c.t1
OG0007165	Om006G237230	CP2_g48212_DN3_SP0_c.t1
OG0007166	Om006G236910	CP2_g48180_DN3_SP0_c.t1
OG0007167	Om006G236560	CP2_g48151_DN3_SP8_c.t1
OG0007168	Om006G235550	CP2_g48061_DN3_SP8_c.t1
OG0007169	Om006G235440	CP2_g48054_DN3_SP8_c.t1
OG0007170	Om006G235310	CP2_g48044_DN3_SP1_c.t1
OG0007171	Om006G235020	CP2_g48028_DN2_SP0_c.t1
OG0007173	Om006G234820	CP2_g48012_DN2_SP8_c.t1
OG0007174	Om006G247400	CP8_g53874_DN3_SP8_c.t1
OG0007175	Om006G258130	CP3_g14288_DN3_SP2_c.t1
OG0007176	Om006G259740	CP3_g14397_DN3_SP1_c.t1
OG0007178	Om007G306780, Om006G263200	CP3_g14572_DN3_SP8_c.t1
OG0007179	Om006G235130	CP2_g48037_DN3_SP8_c.t1
OG0007181	Om006G266570	CP3_g14710_DN2_SP0_c.t1
OG0007182	Om006G245610	CP3_g14834_DN3_SP2_c.t1, CP8_g54011_DN3_SP1_c.t1
OG0007183	Om004G176350	CP11_g33633_DN3_SP8_c.t1
OG0007184	Om006G267660	CP4_g25501_DN3_SP6_c.t1, CP3_g14933_DN3_SP3_c.t1
OG0007185	Om006G268790	CP3_g15267_DN3_SP8_c.t1
OG0007186	Om006G268620	CP3_g15573_DN3_SP6_c.t1
OG0007187	Om005G212360	CP9_g28297_DN3_SP3_c.t1
OG0007188	Om005G212410, Om005G212680	CP9_g28288_DN3_SP3_c.t1
OG0007189	Om003G126590	CP3_g13249_DN3_SP8_c.t1
OG0007190	Om002G051320	CP10_g42853_DN3_SP8_c.t1
OG0007192	Om005G209220	CP9_g28559_DN3_SP0_c.t1
OG0007193	Om005G211360	CP9_g28391_DN1_SP0_c.t1
OG0007194	Om005G208510	CP9_g28597_DN3_SP3_c.t1
OG0007195	Om005G208500	CP9_g28598_DN3_SP0_c.t1
OG0007196	Om005G208410	CP9_g28606_DN2_SP0_c.t1
OG0007197	Om005G207120	CP9_g28702_DN3_SP8_c.t1
OG0007198	Om005G206940	CP9_g28721_DN2_SP2_c.t1
OG0007199	Om005G206840	CP9_g28727_DN3_SP5_c.t1
OG0007200	Om005G206620	CP9_g28744_DN3_SP0_c.t1
OG0007201	Om005G205970	CP9_g28792_DN3_SP1_c.t1
OG0007202	Om004G143290	CP9_g28813_DN3_SP8_c.t1
OG0007203	Om006G241500	CP8_g54341_DN3_SP4_c.t1
OG0007204	Om004G133410, Om004G138880	CP9_g29471_DN1_SP0_c.t1
OG0007205	Om004G134400	CP9_g29411_DN3_SP8_c.t1
OG0007206	Om008G357930	CP13_g20007_DN3_SP0_c.t1
OG0007208	Om004G135030	CP9_g29367_DN3_SP0_c.t1
OG0007210	Om004G136090	CP9_g29285_DN3_SP4_c.t1
OG0007211	Om004G136550, Om004G136540	CP9_g29268_DN3_SP0_c.t1
OG0007212	Om004G136960	CP9_g29250_DN3_SP0_c.t1
OG0007213	Om004G137540	CP9_g29215_DN3_SP0_c.t1
OG0007214	Om004G137580	CP9_g29212_DN3_SP8_c.t1
OG0007215	Om004G138760	CP9_g29134_DN3_SP8_c.t1
OG0007216	Om004G138650	CP9_g29128_DN3_SP8_c.t1
OG0007218	Om004G138500	CP9_g29117_DN3_SP8_c.t1
OG0007219	Om004G139470	CP9_g29087_DN3_SP8_c.t1
OG0007220	Om004G140560	CP9_g29012_DN3_SP1_c.t1
OG0007221	Om004G141740	CP9_g28953_DN3_SP2_c.t1
OG0007222	Om005G225240, Om008G318630	CP4_g23915_DN3_SP7_c.t1
OG0007223	Om004G142170	CP9_g28917_DN3_SP0_c.t1
OG0007224	Om004G142640	CP9_g28876_DN3_SP1_c.t1
OG0007226	Om004G132840	CP9_g29506_DN3_SP4_c.t1
OG0007227	Om002G053480	CP10_g43016_DN3_SP5_c.t1
OG0007228	Om004G131960	CP9_g29568_DN3_SP2_c.t1
OG0007229	Om004G131830	CP9_g29575_DN3_SP4_c.t1
OG0007230	Om004G131480	CP9_g29598_DN3_SP8_c.t1
OG0007231	Om004G131210	CP9_g29621_DN3_SP8_c.t1
OG0007232	Om004G129910, Om007G302980	CP9_g29718_DN3_SP0_c.t1
OG0007233	Om004G131120	CP9_g29627_DN3_SP8_c.t1
OG0007234	Om004G131040, Om004G131050, Om004G146080	CP9_g29632_DN3_SP7_c.t1
OG0007235	Om004G130910	CP9_g29638_DN3_SP0_c.t1
OG0007236	Om004G130610	CP9_g29655_DN3_SP8_c.t1
OG0007237	Om005G196540	CP7_g46157_DN3_SP6_c.t1
OG0007238	Om004G130200, Om001G006300	CP9_g29690_DN3_SP3_c.t1
OG0007239	Om002G056200, Om004G130150	CP9_g29697_DN3_SP2_c.t1
OG0007240	Om002G056910	CP10_g43257_DN3_SP8_c.t1
OG0007241	Om002G056980	CP10_g43260_DN3_SP2_c.t1
OG0007243	Om002G058080	CP10_g43333_DN3_SP8_c.t1
OG0007244	Om002G058330	CP10_g43349_DN3_SP0_c.t1
OG0007245	Om002G058890	CP10_g43385_DN3_SP0_c.t1
OG0007246	Om002G058960	CP10_g43391_DN3_SP5_c.t1
OG0007248	Om002G060690	CP12_g29874_DN3_SP8_c.t1
OG0007249	Om002G060930	CP12_g29889_DN3_SP0_c.t1
OG0007250	Om002G061120	CP12_g29896_DN3_SP7_c.t1, CP5_g2156_DN2_SP0_c.t1
OG0007251	Om002G061410	CP12_g29922_DN3_SP2_c.t1
OG0007252	Om002G061470	CP12_g29926_DN3_SP8_c.t1
OG0007253	Om002G061850	CP12_g29956_DN3_SP0_c.t1
OG0007254	Om002G061860	CP12_g29957_DN3_SP8_c.t1
OG0007255	Om002G061960	CP12_g29967_DN3_SP8_c.t1
OG0007256	Om002G062050	CP12_g29973_DN3_SP8_c.t1
OG0007257	Om006G275130, Om002G065260	CP12_g30170_DN3_SP0_c.t1
OG0007258	Om002G063570	CP12_g30048_DN3_SP8_c.t1
OG0007259	Om002G063750	CP12_g30060_DN3_SP8_c.t1
OG0007260	Om002G064060	CP12_g30086_DN3_SP0_c.t1
OG0007261	Om002G064520	CP12_g30114_DN3_SP8_c.t1
OG0007262	Om002G064540	CP12_g30116_DN3_SP8_c.t1
OG0007263	Om002G064680	CP12_g30129_DN3_SP8_c.t1
OG0007264	Om002G064850	CP12_g30146_DN3_SP5_c.t1
OG0007265	Om002G065040	CP12_g30151_DN3_SP8_c.t1
OG0007266	Om002G065510	CP12_g30184_DN3_SP8_c.t1
OG0007267	Om002G065850	CP12_g30214_DN3_SP1_c.t1
OG0007268	Om002G066070	CP12_g30227_DN3_SP8_c.t1
OG0007269	Om002G066620	CP12_g30267_DN3_SP5_c.t1
OG0007270	Om002G066680	CP12_g30275_DN3_SP0_c.t1
OG0007271	Om002G066770	CP12_g30284_DN3_SP8_c.t1
OG0007272	Om002G066830	CP12_g30291_DN3_SP8_c.t1
OG0007273	Om002G067120	CP12_g30314_DN3_SP8_c.t1
OG0007274	Om002G067500	CP12_g30343_DN3_SP6_c.t1
OG0007275	Om002G067920	CP12_g30374_DN3_SP8_c.t1
OG0007276	Om002G068880	CP12_g30445_DN2_SP4_c.t1
OG0007277	Om002G069200	CP12_g30469_DN3_SP8_c.t1
OG0007278	Om002G069620	CP12_g30517_DN3_SP0_c.t1
OG0007279	Om002G069500	CP12_g30503_DN3_SP8_c.t1
OG0007280	Om002G069490	CP12_g30498_DN3_SP3_c.t1
OG0007281	Om002G069390	CP12_g30489_DN2_SP0_c.t1
OG0007282	Om002G070430	CP12_g30576_DN2_SP0_c.t1
OG0007283	Om002G070440	CP12_g30578_DN3_SP8_c.t1
OG0007284	Om002G070570	CP12_g30598_DN3_SP8_c.t1
OG0007285	Om002G070580, Om002G045070	CP12_g30599_DN3_SP0_c.t1
OG0007286	Om002G070810	CP12_g30615_DN1_SP0_c.t1
OG0007287	Om002G070980	CP12_g30627_DN3_SP0_c.t1
OG0007288	Om002G071080	CP12_g30634_DN3_SP8_c.t1
OG0007289	Om002G072650	CP12_g30734_DN3_SP0_c.t1
OG0007290	Om002G072740	CP12_g30746_DN3_SP8_c.t1
OG0007291	Om002G072840	CP12_g30752_DN3_SP2_c.t1
OG0007292	Om002G073150	CP8_g52773_DN3_SP0_c.t1, CP12_g30794_DN3_SP8_c.t1
OG0007293	Om003G095730	CP8_g52763_DN2_SP0_c.t1
OG0007294	Om002G073880	CP12_g30829_DN3_SP6_c.t1
OG0007295	Om002G074200	CP12_g30842_DN3_SP7_c.t1
OG0007296	Om004G163750	CP15_g35782_DN3_SP4_c.t1
OG0007297	Om007G283830	CP4_g25928_DN3_SP6_c.t1
OG0007298	Om002G077860	CP15_g35833_DN3_SP3_c.t1
OG0007299	Om002G081180	CP17_g5004_DN3_SP7_c.t1
OG0007300	Om002G082590	CP10_g43945_DN3_SP0_c.t1
