Orthogroup	Conringia_planisiliqua	Erysimum_linariifolium
OG0006459	CP12_g30135_DN3_SP0_c.t1	El005G255050
OG0006461	CP12_g30156_DN3_SP7_c.t1	El005G255380
OG0006462	CP4_g25331_DN3_SP0_c.t1, CP12_g30181_DN3_SP8_c.t1	El005G255730
OG0006463	CP12_g30220_DN3_SP0_c.t1, CP1_g38181_DN3_SP0_c.t1	El005G256120
OG0006464	CP12_g30224_DN3_SP8_c.t1	El005G256150, El005G256160, El005G256170
OG0006465	CP12_g30299_DN3_SP7_c.t1	El005G257060
OG0006466	CP12_g30347_DN3_SP7_c.t1	El005G257660
OG0006467	CP12_g30386_DN3_SP0_c.t1	El005G258080
OG0006468	CP12_g30430_DN3_SP0_c.t1	El005G258710
OG0006469	CP12_g30437_DN3_SP0_c.t1	El005G258790
OG0006470	CP12_g30447_DN3_SP4_c.t1	El005G258910
OG0006471	CP12_g30518_DN3_SP0_c.t1	El005G259830
OG0006472	CP12_g30595_DN3_SP8_c.t1	El005G261090
OG0006475	CP12_g30647_DN3_SP8_c.t1	El005G263800
OG0006476	CP12_g30678_DN3_SP8_c.t1	El005G264390
OG0006477	CP12_g30681_DN3_SP0_c.t1	El005G264420
OG0006478	CP12_g30721_DN3_SP6_c.t1	El005G265030
OG0006479	CP12_g30811_DN3_SP1_c.t1	El005G265980
OG0006480	CP12_g31070_DN3_SP1_c.t1	El005G269550
OG0006481	CP10_g44094_DN3_SP0_c.t1	El005G272880
OG0006482	CP10_g43826_DN3_SP5_c.t1	El005G274560
OG0006483	CP10_g43787_DN2_SP0_c.t1	El005G275050
OG0006484	CP10_g43739_DN3_SP3_c.t1	El005G275390
OG0006485	CP10_g43647_DN3_SP0_c.t1	El005G277070
OG0006486	CP10_g43674_DN3_SP0_c.t1	El005G276740
OG0006487	CP10_g43686_DN2_SP0_c.t1	El005G276610, El005G275880
OG0006488	CP10_g43582_DN3_SP8_c.t1	El005G277900
OG0006489	CP10_g43578_DN3_SP7_c.t1	El005G277950
OG0006490	CP12_g29851_DN3_SP7_c.t1	El005G278930
OG0006491	CP12_g29838_DN3_SP3_c.t1	El005G279110
OG0006492	CP7_g46422_DN3_SP0_c.t1	El002G140840
OG0006493	CP7_g46420_DN3_SP3_c.t1	El006G319760, El002G140800
OG0006494	CP7_g46384_DN3_SP8_c.t1	El002G140350
OG0006495	CP7_g46344_DN3_SP6_c.t1	El002G139890
OG0006497	CP7_g46330_DN3_SP0_c.t1	El002G139760
OG0006498	CP7_g46261_DN3_SP7_c.t1	El002G138170
OG0006499	CP7_g46253_DN3_SP7_c.t1	El002G138300
OG0006500	CP1_g37910_DN3_SP0_c.t1	El002G136740
OG0006501	CP1_g37928_DN3_SP2_c.t1	El002G138670, El002G136580
OG0006502	CP1_g37995_DN3_SP7_c.t1	El002G135630
OG0006504	CP1_g38073_DN3_SP0_c.t1	El002G134630
OG0006505	CP1_g38118_DN3_SP0_c.t1	El002G134040
OG0006506	CP1_g38138_DN3_SP3_c.t1	El002G133860
OG0006507	CP1_g38339_DN3_SP0_c.t1	El002G131400
OG0006508	CP6_g7237_DN3_SP0_c.t1	El003G171550
OG0006509	CP4_g25278_DN3_SP5_c.t1	El007G343240, El006G296640
OG0006510	CP4_g25280_DN1_SP0_c.t1	El006G296660
OG0006511	CP6_g7569_DN3_SP0_c.t1, CP4_g25286_DN3_SP8_c.t1	El006G296730
OG0006512	CP4_g25287_DN3_SP0_c.t1	El006G296740
OG0006513	CP3_g14158_DN3_SP2_c.t1	El001G022460
OG0006514	CP3_g14154_DN3_SP8_c.t1	El001G022500
OG0006515	CP3_g13867_DN3_SP0_c.t1	El001G025630
OG0006516	CP3_g13805_DN3_SP8_c.t1	El001G026440
OG0006517	CP3_g13804_DN3_SP8_c.t1	El001G026450
OG0006518	CP3_g13760_DN3_SP0_c.t1	El001G027130, El007G355670
OG0006519	CP3_g13710_DN3_SP0_c.t1, CP10_g43503_DN1_SP0_c.t1	El001G027690
OG0006520	CP3_g13691_DN3_SP2_c.t1	El001G027910
OG0006521	CP3_g13620_DN3_SP5_c.t1	El001G028730
OG0006522	CP3_g13483_DN3_SP0_c.t1	El001G030380
OG0006523	CP3_g13377_DN3_SP1_c.t1	El006G312010, El006G311900, El001G031700
OG0006524	CP3_g13324_DN3_SP3_c.t1	El001G032430
OG0006525	CP3_g13295_DN3_SP8_c.t1	El001G032950
OG0006526	CP3_g13219_DN3_SP0_c.t1	El001G033900
OG0006527	CP3_g13193_DN3_SP0_c.t1	El001G034240
OG0006529	CP3_g13078_DN1_SP1_c.t1	El001G035560
OG0006530	CP12_g30265_DN3_SP0_c.t1	El001G035590
OG0006531	CP3_g13053_DN3_SP8_c.t1	El001G035850
OG0006532	CP3_g14159_DN3_SP0_c.t1	El001G022450
OG0006535	CP3_g15352_DN2_SP0_c.t1	El001G012560, El001G012550
OG0006536	CP10_g43600_DN3_SP0_c.t1	El003G179170
OG0006538	CP9_g29419_DN3_SP0_c.t1	El004G230900
OG0006539	CP5_g1095_DN3_SP0_c.t1	El003G154780
OG0006540	CP1_g37046_DN3_SP1_c.t1	El002G090260
OG0006541	CP7_g45666_DN2_SP0_c.t1	El002G105410
OG0006542	CP9_g28407_DN3_SP6_c.t1	El004G218970
OG0006543	CP11_g32115_DN2_SP0_c.t1	El001G002320
OG0006544	CP12_g30635_DN3_SP0_c.t1	El005G261800
OG0006549	CP19_g18414_DN2_SP3_c.t1	El003G162840
OG0006550	CP7_g45170_DN3_SP0_c.t1	El002G112710
OG0006552	CP1_g40386_DN2_SP0_c.t1	El001G047550, El001G047540
OG0006553	CP17_g4844_DN3_SP0_c.t1	El005G269450
OG0006554	CP13_g19698_DN3_SP0_c.t1	El001G036070
OG0006555	CP19_g17991_DN3_SP0_c.t1	El003G157970
OG0006556	CP6_g6961_DN2_SP0_c.t1	El003G168020
OG0006557	CP13_g20416_DN1_SP0_c.t1	El007G358250, El007G358240
OG0006570	CP5_g1145_DN3_SP3_c.t1	El003G155360
OG0006571	CP5_g1134_DN3_SP5_c.t1	El003G155250
OG0006572	CP5_g1126_DN2_SP0_c.t1	El003G155170
OG0006573	CP5_g1121_DN3_SP5_c.t1	El003G155110
OG0006574	CP5_g1077_DN3_SP1_c.t1	El003G154470
OG0006575	CP5_g1075_DN3_SP8_c.t1	El003G154440
OG0006576	CP5_g1041_DN3_SP8_c.t1	El003G153650
OG0006578	CP2_g48808_DN3_SP2_c.t1	El007G349650
OG0006579	CP5_g952_DN3_SP0_c.t1	El003G152600
OG0006580	CP5_g878_DN3_SP4_c.t1	El003G151780
OG0006581	CP5_g867_DN3_SP6_c.t1	El003G151640
OG0006582	CP5_g855_DN3_SP1_c.t1	El003G151510
OG0006583	CP5_g804_DN3_SP8_c.t1	El003G150880
OG0006584	CP5_g784_DN3_SP8_c.t1	El003G150630
OG0006585	CP5_g750_DN3_SP1_c.t1	El003G150180
OG0006586	CP7_g45879_DN3_SP0_c.t1	El002G102940
OG0006587	CP5_g739_DN3_SP0_c.t1	El003G150070
OG0006589	CP5_g637_DN2_SP0_c.t1	El003G148890
OG0006590	CP5_g625_DN3_SP8_c.t1	El003G148710
OG0006591	CP5_g610_DN3_SP0_c.t1	El004G210000
OG0006592	CP5_g541_DN3_SP8_c.t1	El003G147750
OG0006595	CP5_g512_DN3_SP3_c.t1	El003G147450
OG0006596	CP5_g501_DN3_SP0_c.t1	El003G147300
OG0006598	CP7_g44796_DN3_SP7_c.t1	El002G118040
OG0006599	CP7_g44647_DN3_SP8_c.t1	El002G119860
OG0006600	CP6_g7125_DN3_SP8_c.t1	El003G169990
OG0006601	CP6_g7151_DN3_SP1_c.t1	El003G170410
OG0006602	CP6_g7152_DN3_SP0_c.t1	El003G170420
OG0006603	CP6_g7174_DN3_SP0_c.t1	El003G170720
OG0006604	CP4_g25164_DN3_SP3_c.t1	El006G295240
OG0006605	CP2_g48672_DN3_SP0_c.t1	El007G350630, El007G352410
OG0006606	CP1_g37248_DN3_SP8_c.t1	El002G092470
OG0006607	CP2_g49387_DN2_SP0_c.t1	El004G202690
OG0006608	CP1_g37341_DN3_SP7_c.t1	El002G093480
OG0006609	CP2_g49194_DN3_SP0_c.t1, CP2_g49180_DN3_SP1_c.t1	El004G200040
OG0006610	CP1_g37433_DN3_SP8_c.t1	El002G094660
OG0006611	CP1_g37441_DN3_SP8_c.t1	El002G094710
OG0006612	CP1_g37475_DN3_SP0_c.t1	El002G095110
OG0006613	CP1_g37815_DN3_SP0_c.t1	El002G099160
OG0006615	CP13_g19674_DN3_SP8_c.t1	El001G036280
OG0006616	CP13_g19642_DN3_SP8_c.t1	El001G036660
OG0006617	CP13_g19537_DN3_SP4_c.t1	El001G038050
OG0006618	CP1_g37689_DN3_SP0_c.t1	El002G097510
OG0006619	CP1_g37677_DN3_SP0_c.t1	El002G097410
OG0006620	CP13_g19461_DN3_SP8_c.t1	El001G039120
OG0006621	CP13_g19445_DN3_SP0_c.t1	El001G039550
OG0006622	CP13_g19420_DN3_SP8_c.t1	El001G039960
OG0006623	CP13_g19372_DN2_SP0_c.t1	El001G040730
OG0006624	CP13_g19368_DN3_SP8_c.t1	El001G040800
OG0006625	CP13_g19342_DN3_SP6_c.t1	El001G041170
OG0006626	CP13_g19339_DN3_SP0_c.t1	El001G041210
OG0006627	CP13_g19313_DN3_SP8_c.t1	El001G041610
OG0006628	CP13_g19308_DN3_SP0_c.t1	El001G041680
OG0006629	CP13_g19251_DN3_SP8_c.t1	El001G042490
OG0006630	CP13_g19249_DN3_SP7_c.t1	El001G042510
OG0006631	CP13_g19213_DN3_SP6_c.t1	El001G043040
OG0006632	CP13_g19185_DN3_SP0_c.t1, CP2_g49762_DN3_SP0_c.t1	El001G043870
OG0006633	CP13_g19174_DN3_SP6_c.t1	El001G044070
OG0006634	CP13_g19138_DN3_SP7_c.t1	El001G044940
OG0006635	CP8_g53427_DN3_SP8_c.t1	El007G337820
OG0006636	CP9_g28306_DN3_SP7_c.t1	El004G211660
OG0006637	CP31_g46763_DN3_SP1_c.t1	El004G211640
OG0006638	CP36_g50964_DN2_SP0_c.t1	El003G190890
OG0006639	CP10_g43576_DN3_SP8_c.t1	El005G277880
OG0006640	CP14_g22989_DN3_SP1_c.t1	El007G329860
OG0006641	CP13_g19054_DN3_SP8_c.t1	El004G203690, El004G205040
OG0006642	CP19_g17818_DN3_SP0_c.t1	El003G193640
OG0006643	CP19_g17834_DN3_SP4_c.t1	El003G193440
OG0006644	CP2_g48886_DN3_SP7_c.t1	El004G195120
OG0006645	CP2_g48952_DN3_SP3_c.t1, CP10_g43863_DN3_SP2_c.t1	El004G196360
OG0006646	CP2_g48971_DN3_SP0_c.t1, CP2_g48972_DN3_SP0_c.t1	El004G196950
OG0006647	CP4_g24653_DN3_SP6_c.t1	El006G288860
OG0006648	CP10_g42875_DN3_SP6_c.t1	El005G244250
OG0006649	CP10_g42880_DN3_SP8_c.t1	El005G244300
OG0006650	CP5_g462_DN3_SP0_c.t1	El003G146800
OG0006651	CP10_g42894_DN3_SP0_c.t1	El005G244460
OG0006652	CP11_g33576_DN3_SP8_c.t1	El005G244950, El001G079790
OG0006653	CP10_g42968_DN1_SP0_c.t1	El005G245320
OG0006654	CP10_g43022_DN3_SP0_c.t1	El005G245970
OG0006655	CP10_g43044_DN3_SP0_c.t1	El005G246160
OG0006656	CP10_g43058_DN3_SP4_c.t1	El005G246330
OG0006657	CP10_g43070_DN3_SP0_c.t1	El005G246470
OG0006658	CP10_g43069_DN3_SP0_c.t1	El005G246450
OG0006659	CP10_g43103_DN3_SP0_c.t1	El005G246980
OG0006660	CP10_g43126_DN3_SP0_c.t1	El005G247330
OG0006661	CP10_g43134_DN3_SP0_c.t1	El005G247410
OG0006662	CP10_g43145_DN3_SP8_c.t1	El005G247570
OG0006663	CP10_g43171_DN3_SP2_c.t1	El005G247870
OG0006664	CP10_g43179_DN3_SP8_c.t1	El005G247960
OG0006665	CP10_g43203_DN3_SP5_c.t1	El005G248250
OG0006666	CP8_g52221_DN3_SP7_c.t1	El007G344740
OG0006667	CP8_g54321_DN3_SP1_c.t1	El001G060120
OG0006668	CP19_g18148_DN3_SP8_c.t1	El003G159700
OG0006669	CP8_g52993_DN3_SP0_c.t1	El007G343020
OG0006670	CP8_g53038_DN3_SP0_c.t1	El007G342720
OG0006671	CP8_g53195_DN2_SP0_c.t1	El007G341160
OG0006672	CP8_g53206_DN3_SP6_c.t1	El007G341010
OG0006673	CP8_g53275_DN3_SP8_c.t1	El007G340050
OG0006674	CP8_g53274_DN3_SP0_c.t1	El007G340060
OG0006675	CP8_g53303_DN3_SP7_c.t1	El007G339730
OG0006676	CP8_g53393_DN3_SP2_c.t1	El007G338440
OG0006677	CP8_g53352_DN3_SP8_c.t1	El007G338880
OG0006678	CP8_g53414_DN3_SP8_c.t1	El007G337980
OG0006679	CP8_g53417_DN3_SP0_c.t1	El001G004330, El007G337940, El007G338280
OG0006680	CP8_g53425_DN3_SP6_c.t1	El007G337840
OG0006681	CP8_g53434_DN3_SP7_c.t1	El007G337720
OG0006682	CP8_g53473_DN3_SP4_c.t1	El007G337280
OG0006684	CP8_g53558_DN2_SP8_c.t1	El004G208230, El007G336380
OG0006685	CP8_g53612_DN3_SP3_c.t1	El007G335870
OG0006686	CP8_g53647_DN3_SP8_c.t1	El007G335410
OG0006687	CP8_g53710_DN3_SP8_c.t1	El007G334640
OG0006688	CP8_g53724_DN3_SP8_c.t1	El007G334440
OG0006689	CP8_g53747_DN3_SP7_c.t1	El007G334180
OG0006690	CP8_g53759_DN3_SP8_c.t1	El007G333970
OG0006691	CP2_g48832_DN3_SP8_c.t1	El007G351570
OG0006693	CP11_g32672_DN3_SP1_c.t1	El001G068820
OG0006694	CP11_g32683_DN3_SP6_c.t1	El001G068940
OG0006695	CP11_g32692_DN3_SP3_c.t1	El001G069090
OG0006696	CP11_g32867_DN2_SP8_c.t1	El001G071340
OG0006697	CP11_g32878_DN3_SP5_c.t1	El001G071460
OG0006698	CP11_g32913_DN3_SP6_c.t1	El001G071860
OG0006699	CP11_g32919_DN3_SP7_c.t1	El001G071930
OG0006700	CP11_g32947_DN3_SP8_c.t1	El001G072210
OG0006701	CP2_g47890_DN3_SP8_c.t1	El007G326360
OG0006702	CP11_g32999_DN3_SP7_c.t1	El001G072800
OG0006703	CP11_g33034_DN3_SP6_c.t1	El001G073180
OG0006704	CP11_g33052_DN3_SP8_c.t1	El001G073400
OG0006705	CP11_g33065_DN3_SP7_c.t1	El001G073510
OG0006706	CP11_g33086_DN3_SP0_c.t1	El001G073740
OG0006707	CP11_g33128_DN2_SP1_c.t1	El001G074120
OG0006708	CP6_g7114_DN3_SP0_c.t1	El003G169870
OG0006709	CP6_g7103_DN3_SP8_c.t1	El003G169800
OG0006710	CP6_g7067_DN3_SP7_c.t1	El003G169280
OG0006711	CP6_g7063_DN3_SP2_c.t1	El003G169240
OG0006712	CP6_g7024_DN3_SP7_c.t1	El003G168720
OG0006713	CP6_g7021_DN3_SP7_c.t1	El003G168680
OG0006714	CP6_g6997_DN3_SP4_c.t1	El003G168480
OG0006716	CP6_g6908_DN3_SP7_c.t1	El003G167280
OG0006717	CP6_g6886_DN3_SP7_c.t1	El003G166890
OG0006718	CP6_g6851_DN3_SP0_c.t1	El003G166290
OG0006719	CP6_g6846_DN3_SP2_c.t1	El003G166230
OG0006720	CP13_g20096_DN3_SP8_c.t1	El007G361670
OG0006721	CP6_g6804_DN3_SP2_c.t1	El003G165580
OG0006722	CP6_g6798_DN3_SP8_c.t1	El003G165500
OG0006723	CP6_g7108_DN3_SP8_c.t1	El003G169830
OG0006724	CP6_g6709_DN3_SP1_c.t1	El003G164610
OG0006725	CP19_g18514_DN3_SP0_c.t1	El003G164170
OG0006726	CP19_g18497_DN3_SP3_c.t1	El003G163960
OG0006727	CP19_g18415_DN3_SP7_c.t1	El003G162850
OG0006728	CP19_g18315_DN3_SP4_c.t1	El003G161720
OG0006729	CP19_g18311_DN3_SP8_c.t1	El003G161620
OG0006730	CP19_g18293_DN3_SP8_c.t1	El003G161420
OG0006732	CP19_g18273_DN3_SP8_c.t1	El003G161140
OG0006733	CP19_g18256_DN3_SP3_c.t1	El003G160930
OG0006734	CP19_g18251_DN3_SP7_c.t1	El003G160860
OG0006735	CP19_g18250_DN3_SP8_c.t1	El003G160820
OG0006736	CP19_g18240_DN3_SP6_c.t1	El003G160690
OG0006737	CP19_g18238_DN3_SP1_c.t1	El003G160650
OG0006738	CP7_g44522_DN3_SP8_c.t1	El002G121710
OG0006739	CP21_g11186_DN3_SP8_c.t1	El002G124790
OG0006740	CP7_g45922_DN3_SP5_c.t1	El002G102480
OG0006741	CP1_g41047_DN3_SP6_c.t1	El002G127700
OG0006742	CP1_g40650_DN3_SP0_c.t1	El007G354930, El002G127350
OG0006743	CP1_g37827_DN3_SP5_c.t1	El002G099290
OG0006744	CP1_g38428_DN2_SP0_c.t1	El002G130290, El002G130390, El002G130380, El002G130410
OG0006745	CP1_g38473_DN3_SP4_c.t1	El002G129410
OG0006746	CP45_g22360_DN3_SP0_c.t1, CP7_g45098_DN3_SP8_c.t1	El002G113540
OG0006747	CP1_g37042_DN3_SP5_c.t1	El002G090220
OG0006749	CP7_g45112_DN3_SP0_c.t1	El002G113340
OG0006750	CP1_g38525_DN3_SP8_c.t1	El002G129060
OG0006751	CP7_g45105_DN3_SP3_c.t1	El002G113410
OG0006752	CP10_g43524_DN3_SP8_c.t1	El005G278500
OG0006753	CP7_g45037_DN3_SP6_c.t1	El002G114320
OG0006754	CP7_g45001_DN3_SP8_c.t1	El002G114970
OG0006755	CP7_g44999_DN2_SP0_c.t1	El002G114990
OG0006757	CP7_g44979_DN3_SP8_c.t1	El002G115240
OG0006758	CP7_g44919_DN3_SP0_c.t1	El002G115790
OG0006759	CP7_g44890_DN3_SP8_c.t1	El002G116190
OG0006760	CP7_g44870_DN3_SP1_c.t1	El002G116580
OG0006761	CP7_g44860_DN3_SP8_c.t1	El002G116770
OG0006762	CP7_g44826_DN2_SP1_c.t1	El002G117370
OG0006763	CP7_g44806_DN3_SP1_c.t1	El002G117640
OG0006764	CP5_g439_DN1_SP0_c.t1	El003G146530
OG0006765	CP5_g389_DN3_SP8_c.t1	El003G145950
OG0006766	CP5_g356_DN3_SP1_c.t1	El003G145600
OG0006767	CP5_g343_DN3_SP5_c.t1	El003G145460
OG0006768	CP5_g300_DN3_SP4_c.t1	El003G145040
OG0006769	CP5_g292_DN3_SP0_c.t1	El003G144960
OG0006770	CP5_g249_DN3_SP3_c.t1	El003G144580
OG0006771	CP5_g245_DN3_SP0_c.t1	El003G144630
OG0006772	CP5_g227_DN3_SP1_c.t1	El003G144220
OG0006773	CP16_g54893_DN3_SP7_c.t1	El006G319600
OG0006774	CP16_g54842_DN3_SP8_c.t1	El006G320220
OG0006775	CP16_g54754_DN3_SP8_c.t1	El006G321390
OG0006776	CP5_g73_DN3_SP5_c.t1	El003G142350
OG0006777	CP5_g44_DN3_SP8_c.t1	El003G142080
OG0006778	CP5_g28_DN3_SP8_c.t1	El003G141910
OG0006779	CP1_g38183_DN3_SP0_c.t1	El002G133210
OG0006780	CP5_g1636_DN3_SP7_c.t1	El003G187460
OG0006781	CP4_g25197_DN3_SP2_c.t1	El006G295630
OG0006782	CP29_g21982_DN3_SP8_c.t1	El001G010560
OG0006783	CP1_g40823_DN3_SP8_c.t1	El002G127490
OG0006784	CP4_g25325_DN2_SP0_c.t1	El006G297140
OG0006786	CP13_g20467_DN3_SP8_c.t1	El007G357990
OG0006788	CP3_g13366_DN3_SP6_c.t1	El007G356960
OG0006789	CP10_g42279_DN3_SP8_c.t1	El005G237130
OG0006790	CP20_g4137_DN3_SP1_c.t1, CP20_g4143_DN3_SP1_c.t1	El001G009560
OG0006791	CP20_g4326_DN3_SP7_c.t1	El001G007710
OG0006792	CP20_g4370_DN3_SP6_c.t1	El001G007390
OG0006793	CP20_g4379_DN3_SP0_c.t1	El001G007290
OG0006795	CP20_g4390_DN3_SP8_c.t1	El001G007090
OG0006796	CP20_g4412_DN3_SP8_c.t1	El001G006750
OG0006797	CP11_g31836_DN3_SP0_c.t1	El001G005560, El001G006150
OG0006798	CP11_g31872_DN3_SP7_c.t1	El001G005200
OG0006799	CP11_g31927_DN3_SP6_c.t1	El001G004360
OG0006800	CP13_g20167_DN2_SP0_c.t1	El007G360750
OG0006801	CP13_g20148_DN3_SP0_c.t1	El007G361070
OG0006802	CP5_g1247_DN3_SP8_c.t1	El003G156550
OG0006803	CP13_g19931_DN3_SP0_c.t1	El007G364090
OG0006804	CP13_g19906_DN3_SP8_c.t1	El007G364660
OG0006805	CP13_g19840_DN3_SP6_c.t1	El007G365470, El007G365510, El007G365490
OG0006806	CP13_g19833_DN3_SP8_c.t1	El007G365640
OG0006807	CP13_g19829_DN3_SP0_c.t1	El007G365680
OG0006809	CP13_g19818_DN3_SP8_c.t1	El007G365850
OG0006810	CP13_g19787_DN3_SP6_c.t1	El007G366170
OG0006811	CP4_g24926_DN3_SP4_c.t1	El006G292280
OG0006812	CP13_g19733_DN2_SP0_c.t1	El007G366780
OG0006813	CP13_g19720_DN3_SP0_c.t1	El007G366930
OG0006814	CP10_g43649_DN2_SP0_c.t1	El005G277050
OG0006815	CP12_g31047_DN3_SP0_c.t1	El005G269340
OG0006816	CP12_g30893_DN3_SP8_c.t1	El005G268620
OG0006817	CP6_g8653_DN3_SP4_c.t1	El005G268130
OG0006818	CP6_g8298_DN3_SP8_c.t1	El003G178110
OG0006821	CP6_g7446_DN3_SP0_c.t1	El003G174340
OG0006822	CP6_g7439_DN3_SP0_c.t1	El003G174220, El003G173430
OG0006823	CP6_g7358_DN3_SP8_c.t1	El003G172970
OG0006825	CP9_g28064_DN3_SP6_c.t1	El003G172610
OG0006826	CP5_g1336_DN3_SP7_c.t1	El003G191780
OG0006827	CP5_g1329_DN3_SP0_c.t1	El003G191890
OG0006828	CP19_g17821_DN3_SP7_c.t1	El003G193610
OG0006829	CP19_g17819_DN3_SP8_c.t1	El003G193630
OG0006830	CP4_g23920_DN3_SP0_c.t1	El006G279710
OG0006831	CP4_g23924_DN3_SP8_c.t1	El006G279750
OG0006832	CP6_g7646_DN3_SP2_c.t1, CP6_g7747_DN1_SP0_c.t1	El002G121140
OG0006833	CP4_g23979_DN3_SP7_c.t1	El006G280410
OG0006834	CP4_g25290_DN2_SP0_c.t1	El006G296770
OG0006835	CP4_g24037_DN3_SP2_c.t1	El006G281090
OG0006836	CP4_g24051_DN3_SP1_c.t1	El006G281230
OG0006837	CP4_g24082_DN3_SP0_c.t1	El006G281670
OG0006838	CP4_g24093_DN2_SP0_c.t1	El006G281770
OG0006839	CP4_g24118_DN3_SP0_c.t1	El006G282080
OG0006840	CP4_g24123_DN3_SP2_c.t1	El006G282130
OG0006841	CP4_g24139_DN3_SP3_c.t1	El006G282460, El008G369370
OG0006842	CP4_g24156_DN3_SP4_c.t1	El006G282660
OG0006843	CP4_g24158_DN3_SP4_c.t1	El006G282710
OG0006844	CP4_g24187_DN3_SP0_c.t1	El006G282990
OG0006845	CP4_g24243_DN3_SP8_c.t1	El006G283820
OG0006846	CP4_g24391_DN3_SP4_c.t1	El006G285520
OG0006847	CP4_g24414_DN2_SP8_c.t1	El006G285740
OG0006849	CP4_g24448_DN3_SP8_c.t1	El006G286190
OG0006850	CP4_g24486_DN3_SP3_c.t1	El006G286700, El006G316130
OG0006851	CP4_g24497_DN3_SP5_c.t1	El006G286870
OG0006852	CP4_g24543_DN3_SP4_c.t1	El006G287480
OG0006853	CP4_g24577_DN3_SP5_c.t1	El006G287940
OG0006855	CP11_g33646_DN3_SP8_c.t1	El001G080820
OG0006856	CP11_g33631_DN3_SP4_c.t1	El001G080670
OG0006857	CP11_g33630_DN3_SP8_c.t1	El001G080660
OG0006858	CP11_g33585_DN3_SP5_c.t1	El001G079900
OG0006859	CP11_g33577_DN3_SP8_c.t1	El001G079800
OG0006860	CP11_g33569_DN3_SP0_c.t1	El001G079660
OG0006861	CP11_g33560_DN3_SP7_c.t1	El001G079550
OG0006862	CP11_g33502_DN3_SP8_c.t1	El001G078770
OG0006863	CP11_g33499_DN3_SP5_c.t1	El001G078730
OG0006864	CP7_g45018_DN3_SP0_c.t1, CP7_g45017_DN3_SP0_c.t1	El002G114580
OG0006865	CP8_g54364_DN3_SP8_c.t1	El001G060490
OG0006866	CP8_g54337_DN3_SP2_c.t1	El001G060270
OG0006867	CP8_g54327_DN3_SP0_c.t1	El001G060180
OG0006868	CP8_g54303_DN3_SP1_c.t1	El001G059950
OG0006869	CP8_g54290_DN3_SP0_c.t1	El001G059830
OG0006870	CP8_g54243_DN3_SP8_c.t1	El001G059210
OG0006871	CP8_g54236_DN3_SP0_c.t1	El001G059150
OG0006872	CP8_g54229_DN3_SP2_c.t1	El001G059060
OG0006873	CP8_g54199_DN3_SP1_c.t1	El001G058690
OG0006874	CP8_g54185_DN3_SP8_c.t1	El001G058490
OG0006875	CP8_g54107_DN3_SP5_c.t1	El001G057270
OG0006876	CP8_g54087_DN3_SP8_c.t1	El007G330280
OG0006877	CP8_g54057_DN3_SP3_c.t1	El007G330600
OG0006878	CP8_g54021_DN3_SP0_c.t1	El007G330980
OG0006879	CP8_g54004_DN3_SP0_c.t1	El007G331160
OG0006880	CP2_g47993_DN3_SP8_c.t1	El007G327420
OG0006881	CP2_g47931_DN3_SP8_c.t1	El007G326770
OG0006882	CP2_g47930_DN3_SP6_c.t1	El007G326760
OG0006883	CP2_g49281_DN3_SP0_c.t1, CP2_g47905_DN3_SP1_c.t1	El007G326540
OG0006884	CP2_g47895_DN3_SP0_c.t1	El007G326410
OG0006885	CP2_g47879_DN3_SP1_c.t1	El007G326240
OG0006886	CP2_g47873_DN3_SP8_c.t1	El007G326160
OG0006887	CP2_g47857_DN3_SP0_c.t1	El007G325970
OG0006888	CP2_g47856_DN3_SP2_c.t1	El007G325960
OG0006889	CP2_g47818_DN3_SP8_c.t1	El007G325590
OG0006890	CP2_g47806_DN2_SP0_c.t1	El004G212220, El007G325380
OG0006891	CP2_g47798_DN3_SP8_c.t1	El007G325280
OG0006892	CP2_g47789_DN3_SP8_c.t1	El007G325190
OG0006893	CP2_g47762_DN3_SP0_c.t1	El007G324800
OG0006894	CP2_g47744_DN3_SP6_c.t1	El007G324610
OG0006895	CP2_g47680_DN3_SP4_c.t1	El008G369050
OG0006897	CP2_g47665_DN2_SP0_c.t1	El007G323680
OG0006898	CP9_g28379_DN3_SP3_c.t1	El004G218680, El007G324710
OG0006899	CP2_g47550_DN3_SP1_c.t1	El007G322440
OG0006900	CP11_g32247_DN2_SP0_c.t1	El001G063690
OG0006901	CP19_g18130_DN3_SP0_c.t1	El002G129380, El007G322370
OG0006902	CP7_g46482_DN2_SP5_c.t1	El001G000060
OG0006903	CP8_g54661_DN3_SP5_c.t1	El001G000320
OG0006904	CP8_g54619_DN3_SP0_c.t1	El001G000790
OG0006905	CP8_g54639_DN3_SP8_c.t1	El001G000560
OG0006906	CP8_g54586_DN2_SP0_c.t1	El001G001150
OG0006907	CP8_g54552_DN3_SP8_c.t1	El001G001480
OG0006908	CP1_g36504_DN2_SP0_c.t1	El002G083760
OG0006909	CP10_g43550_DN3_SP0_c.t1, CP11_g32107_DN3_SP0_c.t1	El001G002540, El001G002590, El001G002410, El001G002470
OG0006910	CP11_g32007_DN3_SP0_c.t1	El001G003550
OG0006911	CP11_g31996_DN3_SP3_c.t1	El001G003660
OG0006912	CP11_g31985_DN3_SP8_c.t1	El001G003780
OG0006913	CP11_g31968_DN3_SP2_c.t1	El001G003980
OG0006914	CP1_g36704_DN2_SP0_c.t1	El002G085540
OG0006915	CP13_g20213_DN3_SP0_c.t1	El007G359920
