Orthogroup	Conringia_planisiliqua	Cardamine_amara
OG0018258	CP4_g25888_DN3_SP6_c.t1	evm.model.RL_6.961
OG0018259	CP4_g26070_DN3_SP0_c.t1	evm.model.RL_6.833
OG0018260	CP4_g26147_DN3_SP0_c.t1	evm.model.RL_6.801
OG0018261	CP11_g33404_DN2_SP0_c.t1	evm.model.RL_6.723
OG0018262	CP6_g7465_DN3_SP2_c.t1	evm.model.RL_2.2013
OG0018263	CP11_g33070_DN3_SP0_c.t1	evm.model.RL_4.2728
OG0018265	CP11_g32695_DN3_SP3_c.t1	evm.model.RL_4.2347
OG0018266	CP11_g32601_DN3_SP7_c.t1	evm.model.RL_4.2258
OG0018267	CP11_g32203_DN3_SP0_c.t1	evm.model.RL_4.1875
OG0018269	CP8_g54508_DN3_SP0_c.t1	evm.model.RL_4.1823
OG0018270	CP8_g54510_DN3_SP7_c.t1	evm.model.RL_4.1825
OG0018273	CP8_g53791_DN3_SP8_c.t1	evm.model.RL_8.1867
OG0018274	CP8_g53997_DN3_SP8_c.t1	evm.model.RL_8.2052
OG0018275	CP8_g54109_DN3_SP8_c.t1	evm.model.RL_4.1431
OG0018277	CP8_g54261_DN3_SP0_c.t1	evm.model.RL_4.1589
OG0018278	CP8_g54280_DN3_SP8_c.t1	evm.model.RL_4.1605
OG0018279	CP2_g48473_DN3_SP8_c.t1	evm.model.RL_4.1176
OG0018280	CP2_g48276_DN3_SP0_c.t1	evm.model.RL_4.1380
OG0018281	CP2_g48176_DN3_SP5_c.t1	evm.model.RL_8.2199
OG0018282	CP2_g48141_DN3_SP0_c.t1	evm.model.RL_8.2238
OG0018285	CP2_g47742_DN3_SP1_c.t1	evm.model.RL_8.2638
OG0018286	CP2_g47606_DN3_SP0_c.t1	evm.model.RL_8.2778
OG0018287	CP1_g37096_DN3_SP2_c.t1	evm.model.RL_5.669
OG0018288	CP7_g45348_DN3_SP0_c.t1, CP1_g37331_DN3_SP1_c.t1	evm.model.RL_5.906
OG0018289	CP1_g37819_DN1_SP0_c.t1	evm.model.RL_5.1363
OG0018291	CP7_g45574_DN3_SP0_c.t1	evm.model.RL_5.3551
OG0018292	CP7_g45025_DN3_SP0_c.t1	evm.model.RL_5.3039
OG0018298	CP9_g28384_DN2_SP0_c.t1	evm.model.RL_3.1191
OG0018299	CP9_g28398_DN2_SP0_c.t1	evm.model.RL_3.1205
OG0018301	CP12_g30701_DN3_SP0_c.t1	evm.model.RL_1.2237
OG0018302	CP12_g30912_DN3_SP0_c.t1	evm.model.RL_1.2418
OG0018303	CP16_g55064_DN3_SP2_c.t1	evm.model.RL_6.295
OG0018305	CP3_g14527_DN2_SP0_c.t1	evm.model.RL_7.1531
OG0018306	CP3_g13994_DN1_SP0_c.t1	evm.model.RL_7.1024
OG0018307	CP4_g26546_DN2_SP0_c.t1	evm.model.RL_7.120
OG0018308	CP8_g54347_DN3_SP0_c.t1	evm.model.RL_4.1668, evm.model.RL_4.1669
OG0018310	CP20_g4023_DN3_SP2_c.t1	evm.model.RL_8.839
OG0018311	CP5_g1188_DN3_SP5_c.t1	evm.model.RL_2.2327
OG0018312	CP5_g1249_DN3_SP1_c.t1	evm.model.RL_2.2272
OG0018313	CP19_g18065_DN3_SP4_c.t1	evm.model.RL_2.2092.4.687c86e4
OG0018315	CP19_g18436_DN1_SP0_c.t1	evm.model.RL_2.1750, evm.model.RL_4.436, evm.model.RL_2.1749
OG0018317	CP5_g1868_DN3_SP7_c.t1	evm.model.RL_2.544
OG0018318	CP5_g1648_DN3_SP6_c.t1	evm.model.RL_2.385
OG0018319	CP19_g17916_DN3_SP1_c.t1	evm.model.RL_2.105
OG0018320	CP13_g20169_DN3_SP0_c.t1	evm.model.RL_4.429
OG0018321	CP8_g52967_DN2_SP0_c.t1	evm.model.RL_8.1195
OG0018322	CP8_g53110_DN2_SP6_c.t1	evm.model.RL_8.1273
OG0018323	CP8_g53770_DN1_SP0_c.t1	evm.model.RL_8.1849
OG0018336	CP3_g15086_DN1_SP0_c.t1, CP3_g15734_DN2_SP0_c.t1	evm.model.RL_4.1423
OG0018337	CP6_g7163_DN2_SP0_c.t1	evm.model.RL_2.1232
OG0018340	CP50_g6556_DN3_SP0_p.t1	evm.model.RL_3.735
OG0018341	CP2_g49772_DN3_SP8_c.t1	evm.model.RL_3.642.2.687c84ba
OG0018342	CP2_g49368_DN2_SP0_c.t1	evm.model.RL_3.526
OG0018344	CP13_g19491_DN3_SP0_c.t1	evm.model.RL_7.2507
OG0018347	CP9_g28211_DN3_SP0_c.t1	evm.model.RL_3.1040
OG0018348	CP9_g28168_DN3_SP6_c.t1	evm.model.RL_3.1003
OG0018349	CP9_g27905_DN1_SP0_c.t1	evm.model.RL_3.950
OG0018350	CP31_g46733_DN3_SP6_c.t1	evm.model.RL_3.799
OG0018351	CP2_g50257_DN1_SP0_c.t1	evm.model.RL_3.202, evm.model.RL_3.683
OG0018353	CP11_g33573_DN2_SP0_c.t1	evm.model.RL_4.3222, evm.model.RL_4.3223, evm.model.RL_4.3227
OG0018354	CP7_g46470_DN3_SP8_c.t1	evm.model.RL_5.4007
OG0018356	CP8_g52359_DN3_SP8_c.t1	evm.model.RL_8.1083
OG0018357	CP8_g52498_DN1_SP0_c.t1	evm.model.RL_8.1105
OG0018358	CP8_g52536_DN3_SP8_c.t1	evm.model.RL_8.1106
OG0018359	CP8_g52812_DN1_SP0_c.t1	evm.model.RL_8.1138
OG0018360	CP8_g52915_DN3_SP0_c.t1	evm.model.RL_8.1170
OG0018363	CP8_g53114_DN3_SP0_c.t1	evm.model.RL_8.1278
OG0018364	CP8_g53129_DN3_SP0_c.t1	evm.model.RL_8.1290
OG0018366	CP8_g53571_DN3_SP0_c.t1	evm.model.RL_8.1667
OG0018371	CP11_g33161_DN3_SP5_c.t1	evm.model.RL_4.2813
OG0018373	CP6_g6988_DN3_SP1_c.t1	evm.model.RL_2.1382
OG0018377	CP10_g43845_DN3_SP0_c.t1, CP10_g43846_DN3_SP0_c.t1, CP10_g43848_DN2_SP0_c.t1	evm.model.RL_2.1875
OG0018379	CP1_g40244_DN3_SP5_c.t1	evm.model.RL_5.2386
OG0018380	CP7_g44985_DN2_SP0_c.t1	evm.model.RL_5.2999
OG0018381	CP5_g325_DN2_SP1_c.t1	evm.model.RL_2.3206
OG0018383	CP5_g84_DN3_SP6_c.t1	evm.model.RL_2.3431
OG0018384	CP19_g18501_DN2_SP0_c.t1	evm.model.RL_2.1691
OG0018387	CP4_g25340_DN3_SP2_c.t1	evm.model.RL_6.1491
OG0018388	CP4_g25341_DN3_SP0_c.t1	evm.model.RL_6.1490
OG0018389	CP13_g20583_DN3_SP0_c.t1	evm.model.RL_4.633
OG0018391	CP7_g44549_DN3_SP1_c.t1	evm.model.RL_5.2623
OG0018392	CP20_g4268_DN3_SP0_c.t1	evm.model.RL_8.697
OG0018393	CP20_g4308_DN3_SP0_c.t1	evm.model.RL_8.678
OG0018397	CP13_g20058_DN3_SP7_c.t1	evm.model.RL_4.353
OG0018399	CP13_g19739_DN3_SP3_c.t1	evm.model.RL_4.40
OG0018400	CP12_g31013_DN2_SP5_c.t1	evm.model.RL_1.2460
OG0018401	CP5_g2088_DN3_SP8_c.t1	evm.model.RL_2.592.1.687c86e1
OG0018402	CP6_g7980_DN1_SP0_c.t1	evm.model.RL_2.849
OG0018403	CP6_g7667_DN3_SP8_c.t1	evm.model.RL_2.877
OG0018404	CP6_g7422_DN3_SP1_c.t1	evm.model.RL_2.1018
OG0018406	CP5_g1376_DN1_SP0_c.t1	evm.model.RL_2.27
OG0018407	CP5_g1352_DN3_SP0_c.t1	evm.model.RL_2.53
OG0018408	CP5_g1337_DN2_SP0_c.t1	evm.model.RL_2.64
OG0018409	CP5_g1332_DN3_SP0_c.t1	evm.model.RL_2.69
OG0018410	CP19_g17894_DN3_SP5_c.t1	evm.model.RL_2.131.2.687c86e0
OG0018411	CP19_g17866_DN3_SP1_c.t1	evm.model.RL_2.154
OG0018412	CP19_g17830_DN3_SP2_c.t1	evm.model.RL_2.189
OG0018415	CP4_g24036_DN3_SP0_c.t1	evm.model.RL_6.2825
OG0018416	CP4_g24245_DN3_SP0_c.t1	evm.model.RL_6.2608
OG0018417	CP4_g24260_DN3_SP6_c.t1	evm.model.RL_6.2597
OG0018418	CP6_g7692_DN3_SP2_c.t1	evm.model.RL_2.868
OG0018419	CP4_g24539_DN3_SP8_c.t1	evm.model.RL_6.2310
OG0018420	CP11_g33703_DN3_SP0_c.t1	evm.model.RL_4.3369
OG0018423	CP19_g17944_DN3_SP0_c.t1	evm.model.RL_2.82
OG0018424	CP8_g54073_DN3_SP7_c.t1	evm.model.RL_8.2120
OG0018425	CP2_g47952_DN3_SP6_c.t1	evm.model.RL_8.2423
OG0018426	CP2_g47547_DN1_SP0_c.t1	evm.model.RL_8.2827
OG0018427	CP2_g47534_DN3_SP1_c.t1	evm.model.RL_8.2845
OG0018429	CP11_g32041_DN3_SP0_c.t1	evm.model.RL_8.287
OG0018430	CP13_g20233_DN2_SP0_c.t1	evm.model.RL_4.491
OG0018432	CP4_g25832_DN3_SP6_c.t1	evm.model.RL_6.1021
OG0018433	CP4_g25837_DN3_SP0_c.t1	evm.model.RL_6.1011
OG0018434	CP4_g25960_DN3_SP0_c.t1	evm.model.RL_6.897
OG0018436	CP4_g26673_DN3_SP6_c.t1	evm.model.RL_6.740
OG0018440	CP10_g42090_DN3_SP0_c.t1	evm.model.RL_1.11
OG0018442	CP10_g42167_DN2_SP1_c.t1	evm.model.RL_1.90
OG0018443	CP10_g42203_DN3_SP1_c.t1	evm.model.RL_1.123
OG0018448	CP2_g48606_DN1_SP0_c.t1	evm.model.RL_4.1038
OG0018449	CP10_g42617_DN3_SP0_c.t1	evm.model.RL_1.549
OG0018451	CP7_g45282_DN3_SP2_c.t1	evm.model.RL_5.3278
OG0018452	CP7_g45235_DN2_SP0_c.t1	evm.model.RL_5.3233
OG0018453	CP19_g18200_DN3_SP0_c.t1	evm.model.RL_2.1962
OG0018454	CP19_g18167_DN3_SP4_c.t1	evm.model.RL_2.1996
OG0018455	CP19_g18105_DN3_SP0_c.t1	evm.model.RL_2.2053
OG0018456	CP16_g55170_DN2_SP0_c.t1	evm.model.RL_6.377
OG0018457	CP7_g46347_DN2_SP0_c.t1	evm.model.RL_5.3888
OG0018458	CP16_g54994_DN3_SP0_c.t1	evm.model.RL_6.236
OG0018461	CP1_g37468_DN3_SP0_c.t1	evm.model.RL_5.1037
OG0018463	CP1_g37194_DN3_SP4_c.t1	evm.model.RL_5.775
OG0018465	CP13_g20186_DN1_SP0_c.t1	evm.model.RL_4.443
OG0018466	CP1_g37041_DN3_SP5_c.t1	evm.model.RL_5.612
OG0018467	CP1_g36870_DN3_SP7_c.t1	evm.model.RL_5.435.2.687c88ac
OG0018470	CP1_g36413_DN3_SP7_c.t1	evm.model.RL_8.2910
OG0018471	CP1_g36410_DN3_SP0_c.t1	evm.model.RL_8.2913
OG0018472	CP11_g32575_DN3_SP6_c.t1	evm.model.RL_4.2232
OG0018476	CP11_g32269_DN3_SP0_c.t1	evm.model.RL_4.1946
OG0018477	CP8_g54455_DN1_SP1_c.t1	evm.model.RL_4.1769
OG0018478	CP2_g48554_DN2_SP0_c.t1	evm.model.RL_4.1096
OG0018479	CP2_g48589_DN3_SP0_c.t1	evm.model.RL_4.1055
OG0018481	CP2_g48772_DN3_SP6_c.t1	evm.model.RL_4.827
OG0018483	CP2_g48457_DN3_SP0_c.t1	evm.model.RL_4.1188
OG0018485	CP2_g48122_DN3_SP0_c.t1	evm.model.RL_8.2254
OG0018487	CP3_g14303_DN3_SP4_c.t1	evm.model.RL_7.1313
OG0018492	CP3_g14550_DN3_SP3_c.t1	evm.model.RL_7.1545
OG0018493	CP3_g14585_DN2_SP0_c.t1	evm.model.RL_7.1579
OG0018500	CP9_g28719_DN2_SP0_c.t1	evm.model.RL_3.1494
OG0018503	CP9_g28991_DN3_SP6_c.t1	evm.model.RL_3.1764
OG0018505	CP9_g28908_DN2_SP1_c.t1	evm.model.RL_3.1661
OG0018507	CP9_g29560_DN1_SP0_c.t1	evm.model.RL_3.2324
OG0018508	CP9_g29673_DN3_SP0_c.t1	evm.model.RL_3.2434
OG0018509	CP10_g43280_DN3_SP0_c.t1	evm.model.RL_1.1229
OG0018511	CP10_g43414_DN3_SP0_c.t1	evm.model.RL_1.1366
OG0018513	CP6_g7011_DN3_SP4_c.t1	evm.model.RL_1.2586
OG0018514	CP15_g35520_DN3_SP8_c.t1	evm.model.RL_1.2618
OG0018515	CP10_g43991_DN3_SP0_c.t1	evm.model.RL_1.2808
OG0018516	CP10_g43637_DN3_SP5_c.t1	evm.model.RL_1.3059
OG0018517	CP10_g43633_DN3_SP0_c.t1	evm.model.RL_1.3063.2.687c87f1
OG0018518	CP12_g29810_DN3_SP8_c.t1	evm.model.RL_1.3284
OG0018520	CP1_g38002_DN3_SP0_c.t1	evm.model.RL_5.1949
OG0018523	CP3_g13155_DN3_SP0_c.t1	evm.model.RL_7.128
OG0018526	CP7_g45103_DN3_SP1_c.t1	evm.model.RL_7.14
OG0018527	CP1_g38204_DN2_SP0_c.t1	evm.model.RL_8.1811.2.687c855d
OG0018528	CP6_g7453_DN3_SP0_c.t1	evm.model.RL_2.1000
OG0018530	CP3_g14359_DN3_SP0_c.t1	evm.model.RL_7.1367
OG0018531	CP3_g14104_DN2_SP0_c.t1	evm.model.RL_7.1130
OG0018532	CP3_g14080_DN3_SP0_c.t1	evm.model.RL_7.1105
OG0018533	CP3_g13732_DN3_SP3_c.t1	evm.model.RL_7.736
OG0018534	CP3_g13251_DN3_SP4_c.t1	evm.model.RL_7.227
OG0018535	CP3_g13139_DN3_SP0_c.t1	evm.model.RL_7.106
OG0018539	CP13_g19826_DN3_SP0_c.t1	evm.model.RL_4.134
OG0018540	CP4_g24949_DN3_SP8_c.t1	evm.model.RL_6.1881
OG0018541	CP4_g24865_DN3_SP0_c.t1	evm.model.RL_6.1965
OG0018543	CP4_g24680_DN3_SP0_c.t1	evm.model.RL_6.2162
OG0018544	CP4_g24619_DN3_SP0_c.t1	evm.model.RL_6.2227
OG0018546	CP4_g24303_DN3_SP0_c.t1	evm.model.RL_6.2551
OG0018548	CP9_g29081_DN2_SP0_c.t1	evm.model.RL_3.1856
OG0018549	CP5_g1228_DN3_SP6_c.t1	evm.model.RL_2.2291
OG0018551	CP5_g1079_DN3_SP1_c.t1, CP5_g1078_DN3_SP0_c.t1	evm.model.RL_2.2440
OG0018552	CP5_g494_DN3_SP0_c.t1	evm.model.RL_2.3042
OG0018554	CP1_g36872_DN2_SP0_c.t1	evm.model.RL_5.437
OG0018557	CP1_g37081_DN3_SP0_c.t1	evm.model.RL_5.650
OG0018558	CP1_g37215_DN3_SP0_c.t1	evm.model.RL_4.404
OG0018563	CP1_g37753_DN3_SP0_c.t1	evm.model.RL_5.1290
OG0018564	CP7_g46162_DN3_SP4_c.t1	evm.model.RL_5.1422
OG0018565	CP7_g45507_DN3_SP1_c.t1	evm.model.RL_5.3490
OG0018566	CP9_g28418_DN3_SP7_c.t1	evm.model.RL_3.1224
OG0018567	CP2_g49037_DN3_SP0_c.t1	evm.model.RL_3.248
OG0018568	CP12_g31114_DN3_SP2_c.t1	evm.model.RL_1.2485
OG0018569	CP12_g30864_DN3_SP0_c.t1	evm.model.RL_1.2376
OG0018570	CP12_g30348_DN3_SP6_c.t1	evm.model.RL_1.1923
OG0018571	CP13_g20460_DN3_SP0_c.t1	evm.model.RL_4.612, evm.model.RL_4.604
OG0018572	CP10_g43244_DN2_SP0_c.t1	evm.model.RL_1.1185
OG0018574	CP10_g42913_DN2_SP0_c.t1	evm.model.RL_1.859
OG0018576	CP3_g16464_DN1_SP0_c.t1	evm.model.RL_1.589
OG0018578	CP11_g33634_DN3_SP2_c.t1	evm.model.RL_4.3297, evm.model.RL_4.3295
OG0018579	CP11_g33566_DN3_SP5_c.t1	evm.model.RL_4.3210
OG0018580	CP11_g33195_DN3_SP2_c.t1	evm.model.RL_4.2844
OG0018581	CP19_g18398_DN1_SP0_c.t1	evm.model.RL_2.1782
OG0018583	CP6_g7028_DN3_SP1_c.t1	evm.model.RL_2.1353
OG0018584	CP6_g7091_DN3_SP2_c.t1	evm.model.RL_2.1295
OG0018585	CP19_g18236_DN3_SP0_c.t1	evm.model.RL_2.1931
OG0018586	CP19_g18067_DN2_SP0_c.t1	evm.model.RL_2.2090
OG0018589	CP4_g25773_DN3_SP1_c.t1	evm.model.RL_6.1082
OG0018590	CP4_g26125_DN3_SP0_c.t1	evm.model.RL_6.811
OG0018594	CP11_g32533_DN3_SP0_c.t1	evm.model.RL_4.2191
OG0018595	CP11_g32257_DN3_SP0_c.t1	evm.model.RL_4.1928
OG0018596	CP11_g32190_DN3_SP0_c.t1	evm.model.RL_4.1860
OG0018597	CP2_g48563_DN3_SP4_c.t1	evm.model.RL_4.1083
OG0018598	CP5_g1524_DN3_SP0_c.t1	evm.model.RL_2.273
OG0018601	CP8_g53179_DN3_SP0_c.t1	evm.model.RL_8.1323
OG0018602	CP8_g53737_DN3_SP0_c.t1	evm.model.RL_8.1818
OG0018603	CP8_g53741_DN1_SP0_c.t1	evm.model.RL_8.1822
OG0018604	CP8_g53765_DN3_SP8_c.t1	evm.model.RL_8.1845
OG0018605	CP8_g53920_DN3_SP0_c.t1	evm.model.RL_8.1991
OG0018606	CP8_g54384_DN3_SP1_c.t1	evm.model.RL_4.1702
OG0018607	CP2_g48459_DN1_SP0_c.t1	evm.model.RL_4.1186
OG0018610	CP2_g47764_DN3_SP0_c.t1	evm.model.RL_8.2620
OG0018611	CP1_g36933_DN3_SP0_c.t1	evm.model.RL_5.504
OG0018613	CP7_g45219_DN3_SP3_c.t1	evm.model.RL_5.3218
OG0018618	CP9_g28827_DN3_SP0_c.t1	evm.model.RL_3.1601
OG0018620	CP12_g31065_DN3_SP0_c.t1	evm.model.RL_1.2465
OG0018621	CP15_g34528_DN3_SP0_c.t1	evm.model.RL_1.2707
OG0018623	CP16_g54913_DN3_SP2_c.t1	evm.model.RL_6.187
OG0018624	CP16_g54925_DN2_SP0_c.t1	evm.model.RL_6.201
OG0018626	CP4_g25243_DN3_SP0_c.t1	evm.model.RL_6.1586
OG0018628	CP6_g8542_DN3_SP0_c.t1	evm.model.RL_6.2200, evm.model.RL_6.2201
OG0018629	CP4_g24496_DN3_SP1_c.t1	evm.model.RL_6.2349
OG0018633	CP13_g19394_DN3_SP0_c.t1	evm.model.RL_7.2405
OG0018636	CP8_g54668_DN3_SP8_c.t1	evm.model.RL_8.28
OG0018637	CP19_g17995_DN3_SP0_c.t1	evm.model.RL_2.2161
OG0018638	CP19_g18066_DN2_SP0_c.t1	evm.model.RL_2.2091
OG0018639	CP2_g48785_DN3_SP5_c.t1	evm.model.RL_4.805
OG0018640	CP2_g48769_DN3_SP0_c.t1	evm.model.RL_4.831
OG0018641	CP11_g33494_DN3_SP0_c.t1	evm.model.RL_4.3130
OG0018659	CP3_g16615_DN2_SP0_c.t1, CP33_g3668_DN3_SP0_c.t1, CP33_g3622_DN3_SP0_c.t1, CP6_g7789_DN3_SP0_c.t1, CP6_g7880_DN3_SP0_c.t1, CP6_g7925_DN3_SP0_c.t1, CP15_g35152_DN2_SP0_c.t1, CP31_g46837_DN2_SP0_c.t1, CP31_g46796_DN2_SP0_c.t1, CP22_g17132_DN2_SP0_c.t1, CP22_g17178_DN1_SP0_c.t1, CP22_g17149_DN3_SP0_c.t1, CP22_g17190_DN2_SP0_c.t1, CP24_g47220_DN3_SP0_c.t1, CP5_g2104_DN2_SP0_c.t1, CP1_g41254_DN1_SP0_c.t1, CP4_g26508_DN3_SP0_c.t1, CP23_g21646_DN2_SP0_c.t1, CP3_g16545_DN3_SP0_c.t1	evm.model.RL_2.221
OG0018676	CP7_g44785_DN3_SP0_c.t1	evm.model.RL_5.2820
OG0018677	CP7_g44624_DN2_SP1_c.t1	evm.model.RL_5.2690
OG0018678	CP6_g7208_DN3_SP0_c.t1	evm.model.RL_2.1190
OG0018679	CP2_g50039_DN3_SP0_c.t1	evm.model.RL_3.711
OG0018680	CP13_g19624_DN3_SP0_c.t1	evm.model.RL_7.2634
OG0018682	CP6_g9037_DN3_SP1_c.t1	evm.model.RL_2.651
OG0018683	CP23_g21874_DN2_SP0_c.t1	evm.model.RL_3.790
OG0018684	CP2_g49010_DN3_SP1_c.t1	evm.model.RL_3.225
OG0018685	CP19_g18063_DN3_SP1_c.t1	evm.model.RL_2.2094
OG0018686	CP4_g24643_DN2_SP0_c.t1	evm.model.RL_6.2203
OG0018687	CP27_g41813_DN3_SP0_c.t1	evm.model.RL_8.1030
OG0018689	CP8_g52379_DN3_SP0_c.t1	evm.model.RL_8.1099
OG0018690	CP8_g52573_DN3_SP0_c.t1	evm.model.RL_8.1112
OG0018692	CP8_g53178_DN3_SP0_c.t1	evm.model.RL_8.1322
OG0018693	CP8_g53233_DN3_SP0_c.t1	evm.model.RL_8.1375
OG0018694	CP8_g53550_DN2_SP0_c.t1	evm.model.RL_8.1649
OG0018696	CP2_g48834_DN3_SP0_c.t1	evm.model.RL_4.743
OG0018697	CP6_g7111_DN2_SP0_c.t1	evm.model.RL_2.1278
OG0018699	CP6_g6712_DN1_SP0_c.t1	evm.model.RL_2.1645
OG0018700	CP19_g18435_DN3_SP0_c.t1	evm.model.RL_2.1748
OG0018701	CP19_g18107_DN3_SP0_c.t1	evm.model.RL_2.2051
OG0018703	CP1_g39953_DN3_SP2_c.t1	evm.model.RL_5.2380
OG0018706	CP5_g388_DN3_SP0_c.t1	evm.model.RL_2.3151
OG0018707	CP5_g1796_DN2_SP0_c.t1	evm.model.RL_2.480
OG0018708	CP20_g4040_DN3_SP0_c.t1	evm.model.RL_8.833
OG0018709	CP4_g25336_DN3_SP4_c.t1	evm.model.RL_6.1495
OG0018710	CP13_g20348_DN1_SP2_c.t1	evm.model.RL_4.561
OG0018711	CP13_g20363_DN3_SP0_c.t1	evm.model.RL_4.574
OG0018712	CP13_g20385_DN3_SP1_c.t1	evm.model.RL_4.577
OG0018713	CP22_g17652_DN3_SP0_c.t1	evm.model.RL_4.697
OG0018714	CP3_g13126_DN3_SP5_c.t1	evm.model.RL_7.89
OG0018718	CP6_g9684_DN3_SP0_c.t1	evm.model.RL_2.753
OG0018719	CP6_g7527_DN3_SP3_c.t1	evm.model.RL_2.947
OG0018722	CP19_g17842_DN3_SP0_c.t1	evm.model.RL_2.173
OG0018723	CP19_g17839_DN3_SP1_c.t1	evm.model.RL_2.179
OG0018725	CP4_g24231_DN3_SP8_c.t1	evm.model.RL_6.2632
OG0018726	CP4_g24280_DN3_SP6_c.t1	evm.model.RL_6.2575
OG0018727	CP4_g24401_DN3_SP5_c.t1	evm.model.RL_6.2453
OG0018729	CP11_g33744_DN3_SP0_c.t1	evm.model.RL_4.3411
OG0018730	CP11_g33720_DN3_SP6_c.t1	evm.model.RL_4.3387
OG0018732	CP11_g33459_DN3_SP0_c.t1	evm.model.RL_4.3099
OG0018736	CP8_g54687_DN3_SP4_c.t1	evm.model.RL_8.8
OG0018737	CP11_g32088_DN3_SP0_c.t1	evm.model.RL_8.241
OG0018738	CP11_g32032_DN3_SP6_c.t1	evm.model.RL_8.293
OG0018742	CP5_g1277_DN3_SP6_c.t1	evm.model.RL_2.2248
OG0018744	CP10_g42103_DN3_SP5_c.t1	evm.model.RL_1.22
OG0018745	CP10_g42200_DN3_SP0_c.t1	evm.model.RL_1.120
OG0018747	CP10_g42429_DN3_SP0_c.t1	evm.model.RL_1.354
OG0018749	CP10_g42846_DN3_SP6_c.t1	evm.model.RL_1.792
OG0018751	CP7_g45627_DN3_SP0_c.t1	evm.model.RL_5.3601
OG0018753	CP16_g55116_DN2_SP0_c.t1	evm.model.RL_6.333
OG0018754	CP16_g55001_DN3_SP0_c.t1	evm.model.RL_6.254
OG0018755	CP1_g37453_DN2_SP5_c.t1	evm.model.RL_5.1020
OG0018756	CP1_g37347_DN3_SP0_c.t1	evm.model.RL_5.921
OG0018757	CP1_g37261_DN2_SP5_c.t1	evm.model.RL_5.838
OG0018758	CP1_g36539_DN3_SP2_c.t1	evm.model.RL_5.88
OG0018759	CP1_g36530_DN3_SP0_c.t1, CP3_g15713_DN3_SP0_c.t1, CP3_g15714_DN2_SP0_c.t1	evm.model.RL_5.81
OG0018760	CP1_g36414_DN3_SP0_c.t1	evm.model.RL_8.2909
OG0018763	CP2_g48065_DN2_SP0_c.t1	evm.model.RL_8.2311
OG0018764	CP8_g53865_DN3_SP0_c.t1	evm.model.RL_8.1938
OG0018768	CP3_g14860_DN2_SP0_c.t1	evm.model.RL_7.1791, evm.model.RL_7.1793, evm.model.RL_7.1790
OG0018769	CP3_g14727_DN3_SP0_c.t1	evm.model.RL_7.1697, evm.model.RL_7.1699
OG0018770	CP3_g14923_DN1_SP0_c.t1	evm.model.RL_7.1833
OG0018771	CP3_g15931_DN3_SP0_c.t1	evm.model.RL_7.1955
OG0018772	CP9_g28414_DN3_SP0_c.t1	evm.model.RL_3.1221
OG0018773	CP9_g28623_DN3_SP2_c.t1, CP9_g28624_DN2_SP0_c.t1	evm.model.RL_3.1406
OG0018774	CP9_g28679_DN3_SP0_c.t1	evm.model.RL_3.1451
OG0018778	CP9_g28898_DN3_SP0_c.t1	evm.model.RL_3.1651
OG0018779	CP9_g29710_DN3_SP1_c.t1	evm.model.RL_3.2466
OG0018781	CP10_g43441_DN3_SP0_c.t1	evm.model.RL_1.1391
OG0018784	CP12_g30387_DN3_SP0_c.t1	evm.model.RL_1.1953
OG0018785	CP12_g30393_DN3_SP0_c.t1	evm.model.RL_1.1959
OG0018786	CP12_g30496_DN3_SP4_c.t1	evm.model.RL_1.2058
OG0018788	CP17_g5291_DN3_SP0_c.t1	evm.model.RL_1.2559
OG0018791	CP10_g43592_DN2_SP0_c.t1	evm.model.RL_1.3112
OG0018792	CP7_g46476_DN2_SP8_c.t1	evm.model.RL_5.4013
OG0018795	CP1_g38129_DN3_SP7_c.t1	evm.model.RL_5.2055
OG0018796	CP1_g38256_DN3_SP7_c.t1	evm.model.RL_5.2142
OG0018797	CP3_g13659_DN3_SP0_c.t1	evm.model.RL_7.673
OG0018798	CP22_g17287_DN2_SP4_c.t1	evm.model.RL_7.576
OG0018800	CP3_g13280_DN3_SP0_c.t1	evm.model.RL_7.251
OG0018801	CP3_g13085_DN3_SP0_c.t1	evm.model.RL_7.47
OG0018802	CP3_g13062_DN3_SP0_c.t1	evm.model.RL_7.24
OG0018804	CP7_g46221_DN1_SP0_c.t1	evm.model.RL_5.3762
OG0018806	CP1_g38079_DN3_SP0_c.t1	evm.model.RL_4.2564, evm.model.RL_5.2011
OG0018809	CP8_g52927_DN3_SP0_c.t1	evm.model.RL_8.1182
OG0018810	CP3_g14099_DN3_SP5_c.t1	evm.model.RL_7.1125
OG0018811	CP3_g13064_DN3_SP0_c.t1	evm.model.RL_7.26
OG0018814	CP13_g19741_DN3_SP3_c.t1	evm.model.RL_4.42
OG0018816	CP4_g25381_DN3_SP2_c.t1	evm.model.RL_6.1453
OG0018817	CP4_g24715_DN3_SP2_c.t1	evm.model.RL_6.2121
OG0018818	CP9_g29008_DN2_SP0_c.t1	evm.model.RL_3.593
OG0018819	CP9_g29385_DN3_SP1_c.t1	evm.model.RL_3.2146
OG0018820	CP9_g29119_DN3_SP0_c.t1	evm.model.RL_3.1895
OG0018821	CP16_g55145_DN3_SP0_c.t1	evm.model.RL_6.365
OG0018825	CP12_g30527_DN3_SP0_c.t1	evm.model.RL_1.2091
OG0018828	CP1_g36736_DN3_SP0_c.t1	evm.model.RL_5.195
OG0018830	CP1_g36683_DN3_SP6_c.t1	evm.model.RL_5.247
