Orthogroup	Conringia_planisiliqua	Cardamine_amara
OG0007086	CP1_g37016_DN2_SP0_c.t1	evm.model.RL_5.582
OG0007087	CP1_g37014_DN3_SP8_c.t1	evm.model.RL_5.580
OG0007088	CP8_g53356_DN3_SP0_c.t1	evm.model.RL_5.540
OG0007089	CP8_g52964_DN2_SP8_c.t1	evm.model.RL_8.1193
OG0007090	CP5_g702_DN3_SP6_c.t1	evm.model.RL_2.2826
OG0007091	CP1_g36910_DN3_SP6_c.t1	evm.model.RL_5.480
OG0007092	CP1_g36898_DN3_SP8_c.t1	evm.model.RL_5.466
OG0007093	CP1_g36866_DN3_SP8_c.t1	evm.model.RL_5.429
OG0007094	CP1_g36583_DN3_SP0_c.t1	evm.model.RL_5.348.1.687c88ab
OG0007095	CP1_g36599_DN3_SP7_c.t1	evm.model.RL_5.329
OG0007096	CP1_g36609_DN3_SP0_c.t1	evm.model.RL_5.319
OG0007097	CP1_g36617_DN3_SP1_c.t1	evm.model.RL_5.311
OG0007098	CP1_g36621_DN3_SP1_c.t1	evm.model.RL_5.307
OG0007099	CP1_g36651_DN3_SP3_c.t1	evm.model.RL_5.281
OG0007100	CP1_g36682_DN3_SP0_c.t1, CP1_g36723_DN2_SP0_c.t1	evm.model.RL_5.249
OG0007101	CP1_g36692_DN3_SP0_c.t1	evm.model.RL_5.240
OG0007102	CP1_g36769_DN3_SP0_c.t1, CP1_g36770_DN3_SP0_c.t1	evm.model.RL_5.155
OG0007103	CP1_g36772_DN3_SP7_c.t1	evm.model.RL_5.153
OG0007104	CP1_g36777_DN2_SP0_c.t1	evm.model.RL_5.149
OG0007105	CP1_g36779_DN3_SP4_c.t1	evm.model.RL_5.147
OG0007106	CP1_g36469_DN3_SP0_c.t1	evm.model.RL_5.19.1.687c88a9
OG0007108	CP1_g36409_DN3_SP8_c.t1	evm.model.RL_8.2914
OG0007109	CP11_g32531_DN3_SP7_c.t1	evm.model.RL_4.2189
OG0007110	CP11_g32534_DN3_SP2_c.t1	evm.model.RL_4.2192
OG0007111	CP11_g32537_DN3_SP8_c.t1	evm.model.RL_4.2194
OG0007112	CP11_g32547_DN3_SP8_c.t1	evm.model.RL_4.2205
OG0007113	CP11_g32486_DN3_SP8_c.t1	evm.model.RL_4.2149
OG0007114	CP11_g32432_DN3_SP3_c.t1	evm.model.RL_4.2097
OG0007115	CP11_g32451_DN3_SP1_c.t1	evm.model.RL_4.2114
OG0007116	CP11_g32404_DN3_SP8_c.t1	evm.model.RL_4.2071
OG0007117	CP11_g32333_DN3_SP8_c.t1	evm.model.RL_4.2000
OG0007118	CP11_g32312_DN3_SP7_c.t1	evm.model.RL_4.1981
OG0007119	CP11_g32311_DN3_SP3_c.t1	evm.model.RL_4.1980
OG0007120	CP11_g32268_DN3_SP0_c.t1	evm.model.RL_4.1945
OG0007121	CP11_g32249_DN3_SP0_c.t1	evm.model.RL_4.1920
OG0007122	CP11_g32228_DN3_SP4_c.t1	evm.model.RL_4.1901
OG0007123	CP8_g54472_DN3_SP4_c.t1	evm.model.RL_4.1784.1.687c86d5
OG0007124	CP8_g54416_DN3_SP5_c.t1	evm.model.RL_4.1735
OG0007125	CP2_g48527_DN3_SP8_c.t1	evm.model.RL_4.1125
OG0007126	CP2_g48536_DN2_SP0_c.t1	evm.model.RL_4.1114
OG0007127	CP2_g48573_DN3_SP4_c.t1	evm.model.RL_4.1072
OG0007128	CP2_g48605_DN3_SP3_c.t1	evm.model.RL_4.1039
OG0007129	CP2_g48665_DN3_SP8_c.t1	evm.model.RL_4.966
OG0007130	CP2_g48692_DN3_SP0_c.t1	evm.model.RL_4.926
OG0007131	CP2_g48733_DN3_SP8_c.t1	evm.model.RL_4.876
OG0007133	CP2_g48792_DN3_SP1_c.t1	evm.model.RL_4.790
OG0007134	CP2_g48760_DN3_SP0_c.t1	evm.model.RL_4.838
OG0007135	CP11_g32619_DN3_SP8_c.t1	evm.model.RL_4.2274
OG0007136	CP11_g33292_DN3_SP0_c.t1	evm.model.RL_4.2849
OG0007137	CP11_g33266_DN3_SP3_c.t1	evm.model.RL_4.2870
OG0007138	CP11_g33248_DN1_SP1_c.t1	evm.model.RL_4.2887
OG0007139	CP11_g32621_DN3_SP8_c.t1	evm.model.RL_4.2276
OG0007140	CP11_g32622_DN3_SP0_c.t1	evm.model.RL_4.2277
OG0007141	CP11_g33225_DN2_SP0_c.t1	evm.model.RL_4.2910
OG0007142	CP11_g33345_DN3_SP7_c.t1	evm.model.RL_4.2987
OG0007143	CP11_g33389_DN3_SP8_c.t1	evm.model.RL_4.3031
OG0007144	CP11_g33408_DN3_SP7_c.t1	evm.model.RL_4.3051
OG0007145	CP11_g33401_DN3_SP8_c.t1	evm.model.RL_4.3045
OG0007146	CP11_g33442_DN3_SP0_c.t1	evm.model.RL_4.3082
OG0007147	CP8_g54388_DN3_SP2_c.t1	evm.model.RL_4.1706
OG0007148	CP2_g48485_DN3_SP5_c.t1	evm.model.RL_4.1165
OG0007150	CP2_g48481_DN3_SP2_c.t1	evm.model.RL_4.1169
OG0007151	CP2_g48417_DN3_SP3_c.t1	evm.model.RL_4.1226
OG0007153	CP2_g48397_DN3_SP8_c.t1, CP16_g55686_DN3_SP0_c.t1	evm.model.RL_4.1245
OG0007154	CP2_g48396_DN3_SP0_c.t1	evm.model.RL_4.1246
OG0007155	CP2_g48345_DN3_SP8_c.t1	evm.model.RL_4.1303
OG0007156	CP2_g48332_DN3_SP5_c.t1	evm.model.RL_4.1323
OG0007157	CP2_g48330_DN3_SP0_c.t1	evm.model.RL_4.1324
OG0007158	CP3_g14487_DN3_SP2_c.t1, CP6_g7740_DN2_SP0_c.t1	evm.model.RL_7.1497
OG0007159	CP2_g48290_DN3_SP8_c.t1	evm.model.RL_4.1364
OG0007160	CP2_g48281_DN3_SP0_c.t1	evm.model.RL_4.1373
OG0007161	CP2_g48262_DN3_SP8_c.t1	evm.model.RL_4.1396
OG0007162	CP2_g48261_DN3_SP7_c.t1	evm.model.RL_4.1397
OG0007163	CP2_g48223_DN3_SP1_c.t1	evm.model.RL_8.2155
OG0007164	CP2_g48218_DN3_SP8_c.t1	evm.model.RL_8.2161
OG0007165	CP2_g48212_DN3_SP0_c.t1	evm.model.RL_8.2166
OG0007166	CP2_g48180_DN3_SP0_c.t1	evm.model.RL_8.2195
OG0007167	CP2_g48151_DN3_SP8_c.t1	evm.model.RL_8.2229
OG0007168	CP2_g48061_DN3_SP8_c.t1	evm.model.RL_8.2313
OG0007169	CP2_g48054_DN3_SP8_c.t1	evm.model.RL_8.2321
OG0007170	CP2_g48044_DN3_SP1_c.t1	evm.model.RL_8.2329
OG0007171	CP2_g48028_DN2_SP0_c.t1	evm.model.RL_8.2347
OG0007172	CP3_g14583_DN3_SP7_c.t1	evm.model.RL_7.1577
OG0007173	CP2_g48012_DN2_SP8_c.t1	evm.model.RL_8.2371
OG0007174	CP8_g53874_DN3_SP8_c.t1	evm.model.RL_8.1951
OG0007175	CP3_g14288_DN3_SP2_c.t1	evm.model.RL_7.1296
OG0007176	CP3_g14397_DN3_SP1_c.t1	evm.model.RL_7.1416
OG0007178	CP3_g14572_DN3_SP8_c.t1	evm.model.RL_7.1564
OG0007179	CP2_g48037_DN3_SP8_c.t1	evm.model.RL_8.2338, evm.model.RL_7.1585
OG0007180	CP3_g14637_DN3_SP4_c.t1	evm.model.RL_7.1620
OG0007181	CP3_g14710_DN2_SP0_c.t1	evm.model.RL_7.1675
OG0007182	CP8_g54011_DN3_SP1_c.t1	evm.model.RL_7.1765
OG0007183	CP11_g33633_DN3_SP8_c.t1	evm.model.RL_7.1836
OG0007184	CP4_g25501_DN3_SP6_c.t1, CP3_g14933_DN3_SP3_c.t1	evm.model.RL_7.1844
OG0007185	CP3_g15267_DN3_SP8_c.t1	evm.model.RL_7.1917
OG0007186	CP3_g15573_DN3_SP6_c.t1	evm.model.RL_7.1971
OG0007187	CP9_g28297_DN3_SP3_c.t1	evm.model.RL_3.1123
OG0007188	CP9_g28288_DN3_SP3_c.t1	evm.model.RL_3.1118
OG0007189	CP3_g13249_DN3_SP8_c.t1	evm.model.RL_7.225
OG0007190	CP10_g42853_DN3_SP8_c.t1	evm.model.RL_1.796, evm.model.RL_3.1302
OG0007192	CP9_g28559_DN3_SP0_c.t1	evm.model.RL_3.1345
OG0007193	CP9_g28391_DN1_SP0_c.t1	evm.model.RL_3.1198
OG0007194	CP9_g28597_DN3_SP3_c.t1	evm.model.RL_3.1383
OG0007195	CP9_g28598_DN3_SP0_c.t1	evm.model.RL_3.1384
OG0007196	CP9_g28606_DN2_SP0_c.t1	evm.model.RL_3.1393
OG0007197	CP9_g28702_DN3_SP8_c.t1	evm.model.RL_3.1481, evm.model.RL_3.1471
OG0007198	CP9_g28721_DN2_SP2_c.t1	evm.model.RL_3.1496
OG0007199	CP9_g28727_DN3_SP5_c.t1	evm.model.RL_3.1504
OG0007200	CP9_g28744_DN3_SP0_c.t1	evm.model.RL_3.1526, evm.model.RL_3.1525
OG0007201	CP9_g28792_DN3_SP1_c.t1	evm.model.RL_3.1570
OG0007202	CP9_g28813_DN3_SP8_c.t1	evm.model.RL_3.1589
OG0007203	CP8_g54341_DN3_SP4_c.t1	evm.model.RL_4.1663
OG0007204	CP9_g29471_DN1_SP0_c.t1	evm.model.RL_3.2230
OG0007205	CP9_g29411_DN3_SP8_c.t1	evm.model.RL_3.2170
OG0007208	CP9_g29367_DN3_SP0_c.t1	evm.model.RL_3.2129
OG0007210	CP9_g29285_DN3_SP4_c.t1	evm.model.RL_3.2053
OG0007211	CP9_g29268_DN3_SP0_c.t1	evm.model.RL_3.2038
OG0007212	CP9_g29250_DN3_SP0_c.t1	evm.model.RL_3.2019
OG0007213	CP9_g29215_DN3_SP0_c.t1	evm.model.RL_3.1985
OG0007214	CP9_g29212_DN3_SP8_c.t1	evm.model.RL_3.1982
OG0007215	CP9_g29134_DN3_SP8_c.t1	evm.model.RL_3.1910.1.687c84bd
OG0007216	CP9_g29128_DN3_SP8_c.t1	evm.model.RL_3.1904
OG0007218	CP9_g29117_DN3_SP8_c.t1	evm.model.RL_3.1894
OG0007219	CP9_g29087_DN3_SP8_c.t1	evm.model.RL_3.1863
OG0007220	CP9_g29012_DN3_SP1_c.t1	evm.model.RL_3.1784
OG0007221	CP9_g28953_DN3_SP2_c.t1	evm.model.RL_3.1726
OG0007222	CP4_g23915_DN3_SP7_c.t1	evm.model.RL_6.1225
OG0007223	CP9_g28917_DN3_SP0_c.t1	evm.model.RL_3.1670
OG0007224	CP9_g28876_DN3_SP1_c.t1	evm.model.RL_3.1632
OG0007226	CP9_g29506_DN3_SP4_c.t1	evm.model.RL_3.2266
OG0007227	CP10_g43016_DN3_SP5_c.t1	evm.model.RL_1.961
OG0007228	CP9_g29568_DN3_SP2_c.t1	evm.model.RL_3.2331
OG0007229	CP9_g29575_DN3_SP4_c.t1	evm.model.RL_3.2339
OG0007230	CP9_g29598_DN3_SP8_c.t1	evm.model.RL_3.2361
OG0007232	CP9_g29718_DN3_SP0_c.t1	evm.model.RL_3.2471
OG0007233	CP9_g29627_DN3_SP8_c.t1	evm.model.RL_3.2389
OG0007234	CP9_g29632_DN3_SP7_c.t1	evm.model.RL_3.2394
OG0007235	CP9_g29638_DN3_SP0_c.t1	evm.model.RL_3.2402
OG0007237	CP7_g46157_DN3_SP6_c.t1	evm.model.RL_5.1430
OG0007238	CP9_g29690_DN3_SP3_c.t1	evm.model.RL_3.2450
OG0007239	CP9_g29697_DN3_SP2_c.t1	evm.model.RL_3.2454
OG0007240	CP10_g43257_DN3_SP8_c.t1	evm.model.RL_1.1200, evm.model.RL_1.1294
OG0007241	CP10_g43260_DN3_SP2_c.t1	evm.model.RL_1.1205
OG0007243	CP10_g43333_DN3_SP8_c.t1	evm.model.RL_1.1288
OG0007244	CP10_g43349_DN3_SP0_c.t1	evm.model.RL_1.1300
OG0007245	CP10_g43385_DN3_SP0_c.t1	evm.model.RL_1.1338
OG0007246	CP10_g43391_DN3_SP5_c.t1	evm.model.RL_1.1343
OG0007248	CP12_g29874_DN3_SP8_c.t1	evm.model.RL_1.1463
OG0007249	CP12_g29889_DN3_SP0_c.t1	evm.model.RL_1.1478
OG0007250	CP12_g29896_DN3_SP7_c.t1, CP5_g2156_DN2_SP0_c.t1	evm.model.RL_1.1483
OG0007251	CP12_g29922_DN3_SP2_c.t1	evm.model.RL_1.1500
OG0007252	CP12_g29926_DN3_SP8_c.t1	evm.model.RL_1.1505
OG0007253	CP12_g29956_DN3_SP0_c.t1	evm.model.RL_1.1527
OG0007254	CP12_g29957_DN3_SP8_c.t1	evm.model.RL_1.1528.1.687c87ed
OG0007255	CP12_g29967_DN3_SP8_c.t1	evm.model.RL_1.1537
OG0007256	CP12_g29973_DN3_SP8_c.t1	evm.model.RL_1.1543
OG0007257	CP12_g30170_DN3_SP0_c.t1	evm.model.RL_1.1745
OG0007258	CP12_g30048_DN3_SP8_c.t1	evm.model.RL_1.1632
OG0007259	CP12_g30060_DN3_SP8_c.t1	evm.model.RL_1.1644
OG0007260	CP12_g30086_DN3_SP0_c.t1	evm.model.RL_1.1668
OG0007261	CP12_g30114_DN3_SP8_c.t1	evm.model.RL_1.1696
OG0007262	CP12_g30116_DN3_SP8_c.t1	evm.model.RL_1.1698
OG0007263	CP12_g30129_DN3_SP8_c.t1	evm.model.RL_1.1707
OG0007264	CP12_g30146_DN3_SP5_c.t1	evm.model.RL_4.1042
OG0007265	CP12_g30151_DN3_SP8_c.t1	evm.model.RL_1.1728
OG0007266	CP12_g30184_DN3_SP8_c.t1	evm.model.RL_1.1758
OG0007267	CP12_g30214_DN3_SP1_c.t1	evm.model.RL_1.1787
OG0007268	CP12_g30227_DN3_SP8_c.t1	evm.model.RL_1.1798
OG0007269	CP12_g30267_DN3_SP5_c.t1	evm.model.RL_1.1832
OG0007270	CP12_g30275_DN3_SP0_c.t1	evm.model.RL_1.1840
OG0007271	CP12_g30284_DN3_SP8_c.t1	evm.model.RL_1.1846
OG0007272	CP12_g30291_DN3_SP8_c.t1	evm.model.RL_1.1852
OG0007273	CP12_g30314_DN3_SP8_c.t1	evm.model.RL_1.1875
OG0007274	CP12_g30343_DN3_SP6_c.t1	evm.model.RL_1.1918
OG0007275	CP12_g30374_DN3_SP8_c.t1	evm.model.RL_1.1941
OG0007276	CP12_g30445_DN2_SP4_c.t1	evm.model.RL_1.2014
OG0007277	CP12_g30469_DN3_SP8_c.t1	evm.model.RL_1.2040
OG0007278	CP12_g30517_DN3_SP0_c.t1	evm.model.RL_1.2079
OG0007279	CP12_g30503_DN3_SP8_c.t1	evm.model.RL_1.2063
OG0007280	CP12_g30498_DN3_SP3_c.t1	evm.model.RL_1.2061
OG0007281	CP12_g30489_DN2_SP0_c.t1	evm.model.RL_1.2054
OG0007282	CP12_g30576_DN2_SP0_c.t1	evm.model.RL_1.2124
OG0007283	CP12_g30578_DN3_SP8_c.t1	evm.model.RL_1.2127
OG0007284	CP12_g30598_DN3_SP8_c.t1	evm.model.RL_1.2139
OG0007285	CP12_g30599_DN3_SP0_c.t1	evm.model.RL_1.2140
OG0007286	CP12_g30615_DN1_SP0_c.t1	evm.model.RL_1.2156
OG0007287	CP12_g30627_DN3_SP0_c.t1	evm.model.RL_1.2168
OG0007288	CP12_g30634_DN3_SP8_c.t1	evm.model.RL_1.2172
OG0007289	CP12_g30734_DN3_SP0_c.t1	evm.model.RL_1.2262
OG0007290	CP12_g30746_DN3_SP8_c.t1	evm.model.RL_1.2271
OG0007291	CP12_g30752_DN3_SP2_c.t1	evm.model.RL_1.2277
OG0007292	CP8_g52773_DN3_SP0_c.t1, CP12_g30794_DN3_SP8_c.t1	evm.model.RL_1.2301
OG0007293	CP8_g52763_DN2_SP0_c.t1	evm.model.RL_1.2311
OG0007295	CP12_g30842_DN3_SP7_c.t1	evm.model.RL_1.2350
OG0007296	CP15_g35782_DN3_SP4_c.t1	evm.model.RL_1.2597
OG0007297	CP4_g25928_DN3_SP6_c.t1	evm.model.RL_6.925
OG0007298	CP15_g35833_DN3_SP3_c.t1	evm.model.RL_1.2591.1.687c87f0
OG0007299	CP17_g5004_DN3_SP7_c.t1	evm.model.RL_1.2737
OG0007301	CP10_g43843_DN3_SP0_c.t1	evm.model.RL_1.2889
OG0007302	CP10_g43816_DN3_SP8_c.t1	evm.model.RL_1.2913
OG0007303	CP10_g43766_DN3_SP3_c.t1	evm.model.RL_1.2953
OG0007306	CP10_g43602_DN3_SP0_c.t1	evm.model.RL_1.3108
OG0007307	CP10_g43568_DN3_SP3_c.t1	evm.model.RL_1.3140
OG0007308	CP12_g29857_DN3_SP8_c.t1	evm.model.RL_1.3218
OG0007309	CP10_g43225_DN3_SP8_c.t1	evm.model.RL_1.1165
OG0007310	CP7_g46404_DN3_SP0_c.t1	evm.model.RL_5.3937
OG0007311	CP7_g46378_DN3_SP7_c.t1	evm.model.RL_5.3914
OG0007312	CP7_g46368_DN3_SP0_c.t1	evm.model.RL_5.3903
OG0007313	CP7_g46300_DN3_SP1_c.t1	evm.model.RL_5.3845
OG0007314	CP1_g37867_DN3_SP8_c.t1	evm.model.RL_5.3720
OG0007315	CP1_g37898_DN3_SP8_c.t1	evm.model.RL_5.1864
OG0007316	CP1_g37908_DN3_SP8_c.t1	evm.model.RL_5.1871.1.687c88b7
OG0007317	CP1_g37952_DN3_SP1_c.t1	evm.model.RL_5.1898
OG0007318	CP1_g37967_DN3_SP8_c.t1	evm.model.RL_5.1913
OG0007319	CP1_g38102_DN3_SP4_c.t1	evm.model.RL_5.2030
OG0007320	CP1_g38172_DN3_SP2_c.t1	evm.model.RL_5.2088
OG0007321	CP1_g38245_DN2_SP0_c.t1, CP1_g38243_DN1_SP0_c.t1	evm.model.RL_5.2139
OG0007322	CP1_g38220_DN3_SP7_c.t1	evm.model.RL_5.2124
OG0007323	CP1_g38289_DN3_SP8_c.t1	evm.model.RL_5.2171
OG0007324	CP1_g38308_DN3_SP1_c.t1	evm.model.RL_5.2186
OG0007325	CP1_g38350_DN3_SP7_c.t1	evm.model.RL_5.2219
OG0007326	CP6_g7227_DN2_SP1_c.t1	evm.model.RL_2.1171
OG0007329	CP4_g25261_DN3_SP0_c.t1	evm.model.RL_6.1571
OG0007330	CP4_g25263_DN3_SP0_c.t1	evm.model.RL_6.1569
OG0007331	CP3_g14163_DN3_SP5_c.t1	evm.model.RL_7.1182
OG0007332	CP3_g14161_DN3_SP8_c.t1	evm.model.RL_7.1179
OG0007333	CP3_g14132_DN3_SP8_c.t1	evm.model.RL_7.1151
OG0007334	CP3_g14109_DN3_SP6_c.t1	evm.model.RL_7.1136
OG0007335	CP3_g14108_DN3_SP0_c.t1	evm.model.RL_7.1135
OG0007337	CP3_g14188_DN3_SP8_c.t1	evm.model.RL_7.1207
OG0007338	CP3_g14197_DN3_SP1_c.t1	evm.model.RL_7.1219
OG0007339	CP3_g13919_DN3_SP8_c.t1	evm.model.RL_7.939
OG0007340	CP3_g13895_DN3_SP8_c.t1	evm.model.RL_7.917, evm.model.RL_7.920
OG0007341	CP3_g13859_DN3_SP8_c.t1	evm.model.RL_7.887
OG0007345	CP3_g13698_DN3_SP8_c.t1	evm.model.RL_7.720
OG0007346	CP3_g13667_DN3_SP8_c.t1	evm.model.RL_7.681
OG0007347	CP3_g13489_DN3_SP8_c.t1	evm.model.RL_7.495
OG0007348	CP3_g13487_DN3_SP8_c.t1	evm.model.RL_7.493
OG0007349	CP3_g13425_DN3_SP7_c.t1	evm.model.RL_2.986
OG0007350	CP3_g13329_DN3_SP8_c.t1	evm.model.RL_7.304
OG0007351	CP3_g13321_DN3_SP7_c.t1	evm.model.RL_7.295
OG0007352	CP3_g13267_DN3_SP7_c.t1	evm.model.RL_7.237
OG0007353	CP3_g13188_DN3_SP7_c.t1	evm.model.RL_7.166
OG0007354	CP3_g13177_DN3_SP8_c.t1	evm.model.RL_7.153
OG0007355	CP3_g13081_DN3_SP5_c.t1	evm.model.RL_7.44
OG0007356	CP1_g37886_DN1_SP0_c.t1	evm.model.RL_5.3703
OG0007357	CP4_g24826_DN3_SP0_c.t1, CP20_g4037_DN3_SP0_c.t1	evm.model.RL_6.2008
OG0007359	CP3_g14087_DN3_SP0_c.t1	evm.model.RL_7.1112
OG0007361	CP13_g19721_DN3_SP7_c.t1	evm.model.RL_4.12
OG0007365	CP4_g25250_DN3_SP0_c.t1	evm.model.RL_6.1580
OG0007367	CP12_g30729_DN3_SP0_c.t1	evm.model.RL_1.2258
OG0007368	CP9_g29173_DN3_SP0_c.t1	evm.model.RL_3.1950
OG0007370	CP96_g34205_DN2_SP0_c.t1, CP5_g798_DN3_SP8_c.t1	evm.model.RL_2.2715
OG0007372	CP1_g36633_DN3_SP0_c.t1	evm.model.RL_5.297, evm.model.RL_6.507
OG0007373	CP1_g37536_DN3_SP4_c.t1	evm.model.RL_5.1097
OG0007374	CP12_g30104_DN3_SP0_c.t1	evm.model.RL_1.1688
OG0007375	CP2_g50502_DN3_SP0_c.t1	evm.model.RL_6.786
OG0007376	CP12_g29944_DN3_SP2_c.t1	evm.model.RL_1.1519
OG0007382	CP6_g7003_DN3_SP1_c.t1	evm.model.RL_2.1372
OG0007385	CP11_g32260_DN3_SP0_c.t1	evm.model.RL_4.1936
OG0007387	CP8_g53642_DN3_SP1_c.t1	evm.model.RL_8.1722
OG0007388	CP8_g53729_DN3_SP8_c.t1	evm.model.RL_8.1807
OG0007390	CP2_g48183_DN3_SP0_c.t1	evm.model.RL_8.2191
OG0007392	CP7_g45377_DN2_SP0_c.t1	evm.model.RL_2.32, evm.model.RL_2.33
OG0007393	CP10_g43654_DN3_SP2_c.t1	evm.model.RL_1.3039
OG0007393	CP10_g43653_DN3_SP1_c.t1	evm.model.RL_1.3040
OG0007394	CP16_g54886_DN3_SP0_c.t1	evm.model.RL_5.2728, evm.model.RL_5.2727, evm.model.RL_6.154
OG0007396	CP13_g19477_DN2_SP0_c.t1	evm.model.RL_7.2496
OG0007400	CP8_g53144_DN3_SP0_c.t1	evm.model.RL_8.1300
OG0007413	CP5_g1178_DN3_SP8_c.t1	evm.model.RL_2.2337
OG0007414	CP5_g1149_DN3_SP1_c.t1	evm.model.RL_2.2365
OG0007415	CP5_g1147_DN3_SP8_c.t1	evm.model.RL_2.2367
OG0007416	CP5_g1130_DN2_SP4_c.t1	evm.model.RL_2.2382
OG0007420	CP5_g1037_DN3_SP0_c.t1	evm.model.RL_2.2490
OG0007421	CP5_g1025_DN3_SP8_c.t1	evm.model.RL_2.2503
OG0007422	CP5_g1006_DN3_SP0_c.t1	evm.model.RL_2.2522
OG0007423	CP5_g998_DN3_SP8_c.t1	evm.model.RL_2.2526
OG0007425	CP5_g939_DN3_SP7_c.t1	evm.model.RL_2.2572
OG0007426	CP5_g880_DN3_SP6_c.t1	evm.model.RL_2.2620
OG0007427	CP5_g870_DN3_SP8_c.t1	evm.model.RL_2.2635
OG0007428	CP5_g861_DN3_SP0_c.t1	evm.model.RL_2.2650
OG0007429	CP5_g857_DN2_SP0_c.t1	evm.model.RL_2.2654
OG0007431	CP5_g846_DN3_SP0_c.t1	evm.model.RL_2.2629, evm.model.RL_2.2665
OG0007432	CP5_g829_DN3_SP0_c.t1	evm.model.RL_2.2683
OG0007433	CP1_g37492_DN3_SP0_c.t1	evm.model.RL_2.2312
OG0007434	CP5_g786_DN3_SP8_c.t1	evm.model.RL_2.2727
OG0007435	CP5_g785_DN3_SP5_c.t1	evm.model.RL_2.2728, evm.model.RL_2.2646, evm.model.RL_2.2644
OG0007436	CP5_g783_DN3_SP1_c.t1	evm.model.RL_2.2731
OG0007437	CP5_g781_DN3_SP0_c.t1	evm.model.RL_2.2733
OG0007438	CP8_g52968_DN3_SP8_c.t1	evm.model.RL_2.2740
OG0007439	CP5_g753_DN3_SP7_c.t1	evm.model.RL_2.2767
OG0007440	CP5_g736_DN3_SP6_c.t1	evm.model.RL_2.2787
OG0007442	CP5_g701_DN3_SP8_c.t1	evm.model.RL_2.2827
OG0007443	CP5_g673_DN3_SP0_c.t1	evm.model.RL_2.2854
OG0007444	CP5_g674_DN3_SP8_c.t1	evm.model.RL_2.2853
OG0007445	CP5_g634_DN3_SP3_c.t1	evm.model.RL_2.2892
OG0007446	CP5_g586_DN3_SP8_c.t1	evm.model.RL_2.2944
OG0007448	CP5_g612_DN3_SP8_c.t1	evm.model.RL_2.2920
OG0007449	CP5_g614_DN3_SP8_c.t1	evm.model.RL_2.2918
OG0007452	CP5_g558_DN3_SP8_c.t1	evm.model.RL_2.2974
OG0007453	CP5_g551_DN1_SP0_c.t1	evm.model.RL_2.2983
OG0007454	CP5_g549_DN3_SP8_c.t1	evm.model.RL_2.2985
OG0007455	CP5_g531_DN2_SP0_c.t1	evm.model.RL_2.3001
OG0007456	CP5_g514_DN3_SP8_c.t1	evm.model.RL_2.3020
OG0007457	CP7_g44789_DN3_SP0_c.t1	evm.model.RL_5.2824
OG0007458	CP7_g44755_DN3_SP3_c.t1	evm.model.RL_5.2797.4.687c88bd
OG0007459	CP7_g44753_DN3_SP7_c.t1	evm.model.RL_5.2795.1.687c88bd
OG0007460	CP7_g44713_DN3_SP8_c.t1	evm.model.RL_5.2764.1.687c88bd
OG0007461	CP7_g44688_DN3_SP6_c.t1	evm.model.RL_5.2748
OG0007462	CP7_g44684_DN3_SP8_c.t1	evm.model.RL_5.2743
OG0007463	CP7_g44676_DN3_SP3_c.t1	evm.model.RL_5.2737
OG0007464	CP6_g7156_DN3_SP0_c.t1	evm.model.RL_2.1242
OG0007465	CP6_g7175_DN3_SP7_c.t1	evm.model.RL_2.1220
OG0007466	CP6_g7202_DN3_SP4_c.t1	evm.model.RL_2.1196
OG0007467	CP6_g7213_DN3_SP8_c.t1	evm.model.RL_2.1185
OG0007468	CP11_g31807_DN3_SP2_c.t1	evm.model.RL_3.771.1.687c84bb
OG0007469	CP2_g50483_DN3_SP6_c.t1	evm.model.RL_3.748.2.687c84bb
OG0007470	CP6_g7344_DN3_SP5_c.t1	evm.model.RL_2.1076
OG0007471	CP2_g49847_DN3_SP0_c.t1	evm.model.RL_3.658
OG0007473	CP2_g49481_DN3_SP8_c.t1	evm.model.RL_3.567
OG0007474	CP2_g49378_DN3_SP3_c.t1	evm.model.RL_3.535
OG0007476	CP2_g49168_DN3_SP0_c.t1	evm.model.RL_3.363
OG0007477	CP1_g37409_DN3_SP8_c.t1	evm.model.RL_5.976
OG0007479	CP2_g49103_DN3_SP4_c.t1	evm.model.RL_3.317
OG0007480	CP2_g49098_DN3_SP0_c.t1	evm.model.RL_3.313
OG0007481	CP13_g19707_DN3_SP8_c.t1	evm.model.RL_5.7
OG0007482	CP13_g19697_DN3_SP8_c.t1	evm.model.RL_7.2666
OG0007483	CP13_g19686_DN3_SP8_c.t1	evm.model.RL_7.2675
OG0007484	CP13_g19630_DN3_SP1_c.t1	evm.model.RL_7.2639
OG0007485	CP1_g37784_DN3_SP7_c.t1, CP9_g27795_DN2_SP0_c.t1	evm.model.RL_5.1325
OG0007486	CP13_g19546_DN3_SP8_c.t1	evm.model.RL_7.2565
OG0007487	CP13_g19535_DN3_SP0_c.t1	evm.model.RL_7.2553.2.687c84bd
OG0007488	CP13_g19527_DN3_SP0_c.t1	evm.model.RL_7.2544
OG0007489	CP13_g19512_DN3_SP8_c.t1	evm.model.RL_7.2526
OG0007490	CP13_g19498_DN3_SP8_c.t1	evm.model.RL_7.2514
OG0007493	CP13_g19433_DN3_SP1_c.t1	evm.model.RL_7.2442
OG0007494	CP13_g19415_DN2_SP0_c.t1	evm.model.RL_7.2428
OG0007495	CP13_g19371_DN3_SP8_c.t1	evm.model.RL_7.2384
