Orthogroup	Cardamine_glauca	Noccaea_praecox
OG0009407	Cg004G129400	Np007G407380
OG0009408	Cg004G129640	Np007G406790
OG0009410	Cg004G130400	Np007G405800
OG0009411	Cg004G130490	Np007G405680
OG0009412	Cg004G130560	Np007G405590
OG0009413	Cg004G130680	Np007G405370
OG0009414	Cg004G130830	Np007G405190
OG0009415	Cg004G130850	Np007G405160
OG0009416	Cg004G131210	Np007G404700
OG0009417	Cg004G131240	Np007G404670
OG0009418	Cg004G131260	Np007G404650
OG0009419	Cg004G132090	Np007G402810
OG0009420	Cg004G132170	Np007G390000
OG0009421	Cg004G132190	Np007G390020
OG0009422	Cg004G132220	Np007G390060
OG0009424	Cg004G132500	Np007G390370
OG0009425	Cg004G132540	Np007G390400
OG0009426	Cg004G132590	Np007G390460
OG0009427	Cg004G133250	Np007G391520
OG0009428	Cg004G133310	Np007G391600
OG0009429	Cg004G133320	Np007G391610
OG0009430	Cg004G133690	Np007G392210
OG0009431	Cg004G133810	Np007G392430
OG0009432	Cg004G133820	Np007G392440
OG0009433	Cg003G076640, Cg014G332930	Np003G189070
OG0009434	Cg004G134160	Np007G392830
OG0009435	Cg004G134610	Np007G393660
OG0009436	Cg004G134890	Np007G394050
OG0009437	Cg004G135040	Np007G394290
OG0009438	Cg004G135240	Np007G394580
OG0009439	Cg004G135280	Np007G394680
OG0009440	Cg004G135630	Np007G395270
OG0009442	Cg004G136200	Np007G396450
OG0009443	Cg004G136210	Np007G396460
OG0009444	Cg004G136700	Np007G397680
OG0009445	Cg004G136770	Np007G397860
OG0009446	Cg004G137190	Np007G399330
OG0009447	Cg004G137310	Np011G435480
OG0009449	Cg004G137440	Np012G436910, Np011G436230
OG0009450	Cg004G137830	Np007G380610
OG0009452	Cg004G138690	Np007G381960
OG0009453	Cg004G139520	Np007G382980
OG0009454	Cg004G139660	Np007G382290
OG0009455	Cg004G140160	Np007G383840
OG0009456	Cg004G140930	Np007G384670
OG0009457	Cg004G140940	Np007G384680
OG0009459	Cg003G097910	Np003G184560
OG0009460	Cg004G146660	Np003G168000
OG0009461	Cg004G146600	Np007G389940
OG0009462	Cg004G147320	Np007G380110
OG0009463	Cg004G147660	Np007G379990
OG0009464	Cg004G147670	Np007G379980
OG0009465	Cg004G147910	Np007G379860
OG0009466	Cg008G292360	Np003G138600
OG0009467	Cg004G151360	Np007G378060
OG0009468	Cg004G151410	Np007G378050
OG0009469	Cg004G151440	Np007G378020
OG0009470	Cg004G151500	Np007G378000
OG0009471	Cg004G153090	Np007G376170
OG0009472	Cg004G153450	Np007G375900
OG0009473	Cg004G153490	Np007G375810
OG0009474	Cg004G153990	Np007G375230
OG0009475	Cg004G154690	Np007G374430
OG0009476	Cg004G155370	Np007G373840
OG0009477	Cg004G155860	Np007G373260
OG0009478	Cg004G156670	Np007G372220
OG0009479	Cg004G156680	Np007G372210
OG0009480	Cg004G156730	Np007G372140
OG0009481	Cg004G156830	Np007G372050
OG0009482	Cg004G157240	Np007G371620
OG0009483	Cg006G194320	Np004G190390
OG0009484	Cg006G194960	Np004G191270
OG0009485	Cg006G195090	Np004G191480
OG0009486	Cg006G195460	Np004G192030
OG0009487	Cg006G195820	Np004G192450
OG0009488	Cg006G195840	Np004G192490
OG0009489	Cg006G196180	Np004G192840
OG0009490	Cg006G196550	Np004G193450
OG0009491	Cg006G196710	Np004G193700
OG0009492	Cg006G196820	Np004G193870
OG0009493	Cg006G197340	Np004G194420
OG0009494	Cg006G198870	Np004G196230
OG0009495	Cg006G198580	Np004G195910
OG0009496	Cg006G199400	Np004G196760
OG0009497	Cg006G199580	Np004G196960
OG0009498	Cg006G199630	Np004G197070
OG0009499	Cg008G293850	Np003G140550
OG0009500	Cg006G199890	Np004G197740
OG0009501	Cg006G200040	Np004G198030
OG0009502	Cg006G200070	Np004G198090
OG0009503	Cg002G044030	Np001G068990
OG0009504	Cg006G200600	Np004G198620
OG0009505	Cg006G200660	Np004G198640
OG0009506	Cg006G200700	Np004G198680
OG0009507	Cg005G171940	Np006G341770
OG0009508	Cg005G172020	Np006G341840
OG0009509	Cg005G172200	Np006G342250, Np006G342310, Np006G342200, Np006G342120
OG0009510	Cg002G054940	Np001G053770
OG0009511	Cg002G054720	Np001G053990
OG0009512	Cg002G054640	Np001G054100
OG0009513	Cg002G053840	Np001G055100
OG0009514	Cg002G053420	Np001G055970
OG0009516	Cg002G053060	Np001G056330
OG0009517	Cg002G052690	Np001G056770
OG0009518	Cg002G052510	Np001G057130
OG0009519	Cg002G052460	Np001G057210
OG0009520	Cg002G052410	Np001G057230
OG0009521	Cg002G055180	Np001G053500
OG0009522	Cg004G123780	Np001G057250
OG0009523	Cg008G317230	Np001G042920
OG0009524	Cg002G051900	Np001G057800
OG0009525	Cg002G051910	Np001G057790
OG0009526	Cg005G167390	Np006G334650
OG0009527	Cg002G051800	Np001G057980
OG0009528	Cg002G051620	Np001G058390
OG0009529	Cg002G051140	Np001G059030
OG0009530	Cg002G050360	Np001G059930
OG0009531	Cg002G050340	Np001G059970
OG0009532	Cg002G050120	Np001G060230
OG0009533	Cg002G050000	Np001G060450
OG0009534	Cg002G049350	Np001G061410
OG0009535	Cg002G049300	Np002G074270, Np001G006450, Np001G061500
OG0009536	Cg002G049210	Np001G061570
OG0009537	Cg002G048310	Np001G062800
OG0009538	Cg002G048150	Np001G062980
OG0009539	Cg002G048100	Np001G063030
OG0009540	Cg002G047550	Np001G063740
OG0009541	Cg002G047430	Np001G064260
OG0009542	Cg002G047170	Np001G064580
OG0009543	Cg002G047040	Np001G064710
OG0009544	Cg008G303270	Np001G010750
OG0009545	Cg002G046070	Np001G066280
OG0009546	Cg002G046060	Np001G066290
OG0009547	Cg002G045910	Np001G066510
OG0009548	Cg002G045630	Np001G066890
OG0009549	Cg002G045490	Np001G067040
OG0009550	Cg002G045470	Np001G067060
OG0009551	Cg002G045110	Np001G067500
OG0009552	Cg002G044220	Np001G068700
OG0009553	Cg002G044210	Np001G068710
OG0009554	Cg002G043600	Np001G069550
OG0009555	Cg002G043510	Np001G069650
OG0009556	Cg002G043450	Np001G069740
OG0009557	Cg002G045790	Np001G066660
OG0009558	Cg025G336100	Np019G438790, Np023G439400
OG0009559	Cg006G197220	Np004G194280
OG0009561	Cg006G200160	Np004G198170
OG0009563	Cg002G049130	Np001G061670
OG0009564	Cg003G115150	Np003G146560
OG0009565	Cg008G321200	Np001G039170, Np002G093310
OG0009567	Cg001G014480	Np005G279600
OG0009568	Cg005G168510	Np006G336430
OG0009569	Cg005G168050	Np006G335650
OG0009570	Cg005G164850	Np006G330570
OG0009572	Cg007G273200	Np002G082010
OG0009573	Cg001G012620	Np005G276900
OG0009574	Cg001G006370	Np005G264140
OG0009575	Cg001G007160	Np005G263290
OG0009576	Cg006G241050	Np004G254740
OG0009577	Cg006G237140	Np004G250340
OG0009578	Cg006G236930	Np004G237930, Np004G250070
OG0009579	Cg006G236050	Np004G249060
OG0009580	Cg006G235340	Np004G248030
OG0009583	Cg006G230090	Np004G240480
OG0009584	Cg004G145940	Np005G308120, Np005G308150
OG0009585	Cg007G271850	Np002G083760
OG0009586	Cg007G268690	Np002G089010
OG0009587	Cg004G155270	Np007G373900
OG0009588	Cg006G202020	Np001G041040, Np004G200270, Np004G200250
OG0009591	Cg008G293720	Np003G140410
OG0009592	Cg008G282990	Np003G126300
OG0009594	Cg008G284350	Np003G128020
OG0009595	Cg001G023510	Np005G294740
OG0009597	Cg006G203120	Np004G201000
OG0009598	Cg006G202230	Np004G200320
OG0009599	Cg006G201980	Np004G200210, Np011G436310
OG0009601	Cg005G175270	Np006G355110
OG0009602	Cg001G015980	Np005G281550
OG0009603	Cg008G294130	Np003G140870
OG0009604	Cg008G295170	Np003G141830
OG0009605	Cg008G295530	Np003G142150
OG0009606	Cg008G295720	Np003G142350
OG0009607	Cg008G297030	Np003G143930
OG0009608	Cg008G298680	Np003G145890
OG0009609	Cg001G041360	Np005G318080
OG0009610	Cg001G042850	Np005G320120
OG0009611	Cg003G105880	Np003G154690
OG0009612	Cg008G305310	Np001G013150
OG0009613	Cg003G109320	Np001G008920
OG0009614	Cg003G109360	Np001G008870
OG0009615	Cg003G114890	Np001G001440
OG0009621	Cg005G175910	Np006G353930, Np006G346920
OG0009622	Cg002G055200	Np001G053480
OG0009625	Cg008G309960, Cg008G311750	Np001G017440
OG0009628	Cg006G219240	Np004G210030
OG0009630	Cg003G090390, Cg003G095890, Cg003G090440, Cg003G095970, Cg003G095960, Cg003G090450, Cg003G095980, Cg003G095940, Cg003G095950, Cg003G096000, Cg003G090420	Np003G172640
OG0009635	Cg004G157170	Np007G371670
OG0009636	Cg001G022980	Np006G357370, Np006G324490, Np001G058160
OG0009637	Cg001G011120	Np005G275180
OG0009638	Cg001G010930	Np005G274900
OG0009639	Cg001G010770	Np005G274680
OG0009640	Cg001G010660	Np005G274570
OG0009641	Cg001G010380	Np005G274150
OG0009642	Cg001G010130	Np005G273400
OG0009644	Cg008G300420	Np003G148110
OG0009645	Cg001G009710	Np005G272760
OG0009646	Cg001G009440	Np005G272400
OG0009647	Cg006G202040	Np004G200300
OG0009648	Cg001G008830	Np005G271410
OG0009649	Cg001G007950	Np005G270190
OG0009650	Cg001G007440	Np005G262970
OG0009651	Cg001G007510	Np005G262900
OG0009652	Cg001G007180	Np005G263250
OG0009654	Cg008G301650	Np003G149820
OG0009655	Cg001G006550	Np005G263970
OG0009656	Cg001G006510	Np005G264020
OG0009657	Cg001G006290	Np005G264230
OG0009659	Cg001G005910	Np005G264640
OG0009660	Cg001G005290	Np005G265600
OG0009661	Cg001G005190	Np005G265740
OG0009662	Cg008G302540	Np003G150930
OG0009663	Cg001G004990	Np005G266040
OG0009664	Cg006G215280	Np004G214960
OG0009665	Cg006G214590, Cg006G214550	Np004G216470
OG0009666	Cg006G214330	Np004G217300
OG0009667	Cg006G214320	Np004G217330
OG0009668	Cg006G214240	Np004G217510
OG0009669	Cg006G213750	Np004G205090
OG0009670	Cg006G213730	Np004G205110
OG0009671	Cg006G213470	Np004G205280
OG0009672	Cg006G213360	Np004G205420
OG0009673	Cg001G018010	Np005G284610
OG0009675	Cg006G213220	Np004G205550
OG0009676	Cg006G213180	Np004G205560
OG0009677	Cg006G213130	Np004G205630
OG0009678	Cg001G024050	Np005G319370
OG0009679	Cg001G024070	Np001G043520
OG0009680	Cg001G024800	Np005G300080
OG0009681	Cg001G024920	Np005G300290, Np001G068670
OG0009682	Cg007G254450	Np002G107540
OG0009683	Cg007G253300	Np002G111610
OG0009684	Cg007G253240	Np002G111720
OG0009685	Cg007G253220	Np002G111740
OG0009686	Cg007G252640	Np002G112740
OG0009687	Cg007G252080	Np002G113340
OG0009688	Cg007G251320	Np002G114720
OG0009689	Cg007G251350	Np002G114710
OG0009690	Cg007G251020	Np002G115260
OG0009691	Cg007G250180	Np002G117250
OG0009692	Cg007G250200	Np002G117270
OG0009693	Cg007G248720	Np002G118750
OG0009694	Cg002G075690	Np001G028190
OG0009695	Cg002G075520	Np001G027840
OG0009696	Cg002G075500	Np001G027820
OG0009697	Cg002G075450	Np001G027750, Np006G339550
OG0009698	Cg006G230860	Np004G241410
OG0009699	Cg002G075380	Np001G027370
OG0009700	Cg002G075210	Np001G026970
OG0009701	Cg006G231340	Np004G242080
OG0009702	Cg002G074640	Np001G025920
OG0009703	Cg002G074100	Np001G024930
OG0009704	Cg002G073520	Np001G024170
OG0009705	Cg002G073430	Np001G024020
OG0009706	Cg002G073410	Np001G023960
OG0009707	Cg002G073060	Np001G023550
OG0009708	Cg002G073050	Np001G023540
OG0009709	Cg002G072780	Np001G023130
OG0009710	Cg002G072190	Np001G022550
OG0009711	Cg002G072100	Np001G022340
OG0009712	Cg002G071890	Np001G022040
OG0009713	Cg002G071880, Cg002G071870	Np001G022030
OG0009715	Cg002G070680	Np001G020520
OG0009716	Cg002G069950	Np001G019380
OG0009717	Cg002G063400, Cg006G202080	Np001G019340
OG0009718	Cg002G070080	Np001G019300
OG0009719	Cg002G069190	Np001G018890
OG0009720	Cg002G067260	Np001G018660
OG0009721	Cg002G067250	Np001G018640
OG0009723	Cg007G267030	Np002G092770
OG0009724	Cg007G267020	Np002G092840
OG0009725	Cg007G265770, Cg007G266000	Np002G094690
OG0009726	Cg007G265020	Np002G096220
OG0009727	Cg007G264900	Np002G096810
OG0009728	Cg007G263080	Np002G097890
OG0009729	Cg007G262730	Np002G098550
OG0009730	Cg008G306600	Np002G098640
OG0009731	Cg007G261510	Np002G099800
OG0009733	Cg007G260350	Np002G086890
OG0009734	Cg007G245590	Np002G124730
OG0009735	Cg007G245630	Np002G124660
OG0009736	Cg007G245820	Np002G124340
OG0009737	Cg007G245900	Np002G124210
OG0009738	Cg007G246210	Np002G123700
OG0009739	Cg007G246370	Np002G123380
OG0009740	Cg007G246560	Np002G122920
OG0009741	Cg007G247170	Np002G121540
OG0009742	Cg007G247380	Np002G121250
OG0009743	Cg006G233400	Np004G245270
OG0009744	Cg007G248170	Np002G119740
OG0009745	Cg005G193430	Np006G370580
OG0009746	Cg001G014870	Np005G280000
OG0009747	Cg001G014740	Np005G279870
OG0009748	Cg005G164770	Np006G330510
OG0009749	Cg005G164800	Np006G330530
OG0009751	Cg005G165140	Np006G330940
OG0009752	Cg005G165160	Np006G330960
OG0009753	Cg005G165180	Np006G330980
OG0009754	Cg005G165230	Np006G331080
OG0009755	Cg005G165240	Np006G331090
OG0009756	Cg004G124910	Np007G413600, Np007G413580
OG0009757	Cg004G125280	Np007G413130, Np007G400550
OG0009758	Cg004G125720	Np007G412220
OG0009759	Cg004G126250	Np007G411550
OG0009761	Cg004G126870	Np007G410860
OG0009762	Cg004G127050	Np007G410520
OG0009763	Cg004G127660	Np007G409700
OG0009764	Cg004G128040	Np007G409120
OG0009765	Cg004G153220, Cg004G153230	Np003G174960
OG0009766	Cg004G136090	Np007G395280
OG0009767	Cg003G095260, Cg016G334120	Np003G173630
OG0009768	Cg003G095310, Cg016G334150	Np003G173620
OG0009769	Cg003G090220, Cg003G095680	Np003G173080
OG0009770	Cg003G090350, Cg003G095820	Np003G172980
OG0009771	Cg003G097270	Np003G171030
OG0009772	Cg003G097650	Np003G184360
OG0009773	Cg003G097660	Np003G184370
OG0009774	Cg003G097880	Np003G184540
OG0009775	Cg003G097950	Np003G184590
OG0009776	Cg008G293940	Np003G140660
OG0009777	Cg003G098340	Np003G167520
OG0009778	Cg003G098680	Np003G166940
OG0009779	Cg003G098860	Np003G166450
OG0009780	Cg003G099050	Np003G166100
OG0009781	Cg003G099110	Np003G166000
OG0009782	Cg003G099240	Np003G165690
OG0009783	Cg003G099600	Np003G164960
OG0009784	Cg003G099690	Np003G164640, Np003G164880
OG0009785	Cg003G099710	Np003G164660
OG0009786	Cg003G100220	Np003G164130
OG0009787	Cg003G100130	Np003G164230
OG0009789	Cg003G100250, Cg003G100260	Np003G164100
OG0009790	Cg003G100480, Cg007G268150	Np003G163710
OG0009791	Cg003G101190	Np003G162120, Np003G162130
OG0009792	Cg003G100910	Np003G161770
OG0009793	Cg003G100860	Np003G161670
OG0009794	Cg003G100770	Np003G161420
OG0009795	Cg003G101530	Np003G162500
OG0009796	Cg003G101830	Np003G163230
OG0009797	Cg003G102010	Np001G042090
OG0009798	Cg003G102330	Np003G160630
OG0009799	Cg003G102410	Np003G160470
OG0009800	Cg003G102910	Np003G159390
OG0009801	Cg003G103010	Np003G159280
OG0009802	Cg003G103120	Np003G158740
OG0009803	Cg003G103600	Np003G158090
OG0009804	Cg003G103910	Np003G157600
OG0009805	Cg003G104040	Np003G157390
OG0009806	Cg003G104220	Np003G157170
OG0009807	Cg003G104310	Np003G156960
OG0009808	Cg003G104490	Np003G156670
OG0009809	Cg003G105140	Np003G155840
OG0009810	Cg003G105290	Np003G155440
OG0009811	Cg003G105320	Np003G155350
OG0009812	Cg003G105350	Np003G155320
OG0009813	Cg003G105590	Np003G155030
OG0009814	Cg003G105690	Np003G154940
OG0009815	Cg003G105710	Np003G154910
OG0009816	Cg002G047460	Np001G064180
OG0009817	Cg006G204150	Np004G202240
OG0009819	Cg008G293290	Np003G139830
OG0009820	Cg008G292740	Np003G139130
OG0009821	Cg008G292720	Np003G139110
OG0009822	Cg008G292690	Np003G139090
OG0009823	Cg008G292680	Np003G139080
OG0009824	Cg008G292580	Np003G138980
OG0009825	Cg008G292460	Np003G138850
OG0009826	Cg008G292430	Np003G138740, Np003G138800
OG0009827	Cg008G292350	Np003G138590
OG0009828	Cg008G292000	Np003G138200
OG0009829	Cg008G291950	Np003G138130
OG0009830	Cg008G291520	Np003G137520
OG0009831	Cg008G291420	Np003G137350
OG0009834	Cg008G290860	Np003G136720
OG0009835	Cg008G290590	Np003G136470
OG0009836	Cg008G289870	Np003G135710
OG0009837	Cg003G112240	Np001G004610
OG0009838	Cg008G289700	Np003G135410
OG0009840	Cg008G289260	Np003G134730
OG0009841	Cg008G288850	Np003G134200
OG0009842	Cg008G288760	Np003G134100
OG0009843	Cg008G288510	Np003G133680
OG0009844	Cg008G288300	Np003G133410
OG0009845	Cg002G059390	Np001G047500
OG0009846	Cg001G023480	Np005G294590
OG0009847	Cg001G023120	Np005G293440
OG0009848	Cg001G022520	Np005G291920
OG0009849	Cg001G022500	Np005G291880
OG0009850	Cg001G022370	Np005G282120
OG0009851	Cg001G022030	Np005G291110
OG0009852	Cg001G021800	Np005G290590
OG0009853	Cg001G021480	Np005G290180
OG0009854	Cg001G021310	Np005G289950
OG0009855	Cg001G020830	Np005G288960, Np005G289020
OG0009856	Cg001G019950	Np005G287420
OG0009857	Cg001G019840	Np005G287540
OG0009858	Cg001G019220	Np005G286540, Np005G286480, Np005G286560
OG0009859	Cg001G019060	Np005G286280, Np004G202740
OG0009860	Cg001G017880	Np005G284400
OG0009861	Cg001G017860	Np005G284380, Np005G284330
OG0009862	Cg001G017480	Np005G283740
OG0009863	Cg001G017420	Np005G283560
OG0009864	Cg001G017390	Np005G283640
OG0009865	Cg001G016840	Np005G282820
OG0009866	Cg006G213090	Np004G205690
OG0009867	Cg006G211690	Np004G206920
OG0009868	Cg006G210790	Np004G208480, Np004G208490
OG0009869	Cg006G210570	Np004G208660
OG0009870	Cg006G210560	Np004G208670
OG0009871	Cg006G210510	Np004G208740
OG0009872	Cg006G209150	Np004G204580
OG0009873	Cg006G206120	Np004G203160
OG0009876	Cg006G203130	Np004G200980
OG0009877	Cg006G218530	Np004G210970
OG0009878	Cg006G218000	Np004G211540
OG0009879	Cg006G217440	Np004G212350
OG0009880	Cg006G216900	Np004G212840
OG0009881	Cg006G216880	Np004G212860
OG0009882	Cg006G216570	Np004G213080
OG0009883	Cg006G216400	Np004G213230
OG0009884	Cg006G216390	Np004G213240
OG0009885	Cg006G216190	Np004G213530
OG0009886	Cg006G216130	Np004G213620
OG0009887	Cg006G216110	Np004G213640
OG0009888	Cg006G215960	Np004G213880
OG0009889	Cg006G215670	Np004G214400
OG0009890	Cg006G215420	Np004G214710
OG0009891	Cg001G004780	Np005G266960, Np005G266450
OG0009892	Cg001G004740	Np005G266490
OG0009893	Cg001G003920	Np005G267830
OG0009894	Cg001G003780	Np005G268000
OG0009895	Cg001G003490	Np005G268370
OG0009897	Cg001G003390	Np005G268470
OG0009898	Cg001G003300	Np005G268580
OG0009899	Cg001G003160	Np005G320300, Np005G268700
OG0009900	Cg001G003140	Np005G268720
OG0009901	Cg005G191440	Np006G367490
OG0009902	Cg001G002870	Np005G269140
OG0009903	Cg005G191580	Np006G367740
OG0009904	Cg001G002700	Np005G269440
OG0009905	Cg001G002630	Np005G269520
OG0009906	Cg001G002430	Np005G269740
OG0009907	Cg001G002330	Np005G269830
OG0009908	Cg001G002220	Np005G262720
OG0009909	Cg001G002100	Np005G262610
OG0009910	Cg001G002050	Np005G262550
OG0009911	Cg001G001820	Np005G262260
OG0009912	Cg001G001560	Np005G261910
OG0009913	Cg001G001500	Np005G261840
OG0009914	Cg001G001270	Np005G261570
OG0009915	Cg001G000870	Np005G261080
OG0009916	Cg001G000770	Np005G260910
OG0009917	Cg001G000010	Np005G259960
OG0009918	Cg001G034060	Np005G310610, Np005G310780
OG0009919	Cg001G032940	Np005G309480
OG0009920	Cg001G038190	Np005G313510
OG0009921	Cg001G039400	Np005G315410
OG0009922	Cg001G039600	Np005G315530
OG0009923	Cg001G039780	Np005G315850
OG0009924	Cg005G171570	Np006G340980
OG0009925	Cg005G170970	Np006G340210
OG0009926	Cg007G248960	Np002G118240
OG0009927	Cg002G045370	Np001G067210
OG0009928	Cg005G171060	Np006G340380
OG0009929	Cg005G171080	Np006G340450
OG0009930	Cg005G171180	Np006G340620
OG0009931	Cg005G171250	Np006G340680
OG0009932	Cg005G171300	Np006G340720
OG0009933	Cg003G084930	Np003G177510
OG0009934	Cg003G085080, Cg003G085090	Np003G177400
OG0009935	Cg003G085330	Np003G177030
OG0009936	Cg003G099340	Np005G309880, Np005G309860
OG0009938	Cg005G172950	Np006G343800
OG0009939	Cg005G173040	Np006G344000
OG0009940	Cg005G173060	Np006G344040
OG0009941	Cg008G315040	Np001G042340
OG0009942	Cg008G315620	Np001G042490
OG0009943	Cg011G328880, Cg008G317590	Np001G042980, Np001G043010
OG0009944	Cg003G084300	Np003G177870
OG0009945	Cg003G084240	Np006G340530, Np003G177950
OG0009947	Cg003G083530	Np003G178680
OG0009948	Cg003G083470	Np003G178740
OG0009949	Cg003G081910	Np003G181430
OG0009950	Cg003G081830	Np003G181520, Np003G181530
OG0009951	Cg003G081150	Np003G182630
OG0009952	Cg003G080800	Np003G183200
OG0009953	Cg003G080650	Np003G183280
OG0009954	Cg003G093470, Cg003G080480	Np003G183570
OG0009955	Cg003G093490, Cg003G080430	Np003G183600
OG0009956	Cg003G093520, Cg003G080420	Np003G183640
OG0009957	Cg003G080070, Cg003G093920	Np003G184600
OG0009958	Cg008G320830	Np001G039730
OG0009959	Cg008G321940	Np001G038210
OG0009960	Cg008G322310	Np001G037740
OG0009961	Cg008G322500	Np001G037350
OG0009962	Cg008G322510	Np001G037330
OG0009963	Cg008G323340	Np001G036100
OG0009965	Cg008G324000	Np001G034970, Np001G034980
OG0009967	Cg008G324540	Np001G033510
OG0009968	Cg005G157640	Np006G320620
OG0009969	Cg008G325240	Np001G032110
OG0009970	Cg008G325270	Np001G032140
OG0009971	Cg008G325050	Np001G031550
OG0009972	Cg001G031980	Np005G307420
OG0009973	Cg004G140760	Np007G384460
OG0009974	Cg001G003100	Np005G268770
OG0009975	Cg001G029690	Np005G308660
OG0009976	Cg002G052320	Np001G057310
OG0009977	Cg001G029320	Np005G309330
OG0009978	Cg001G028850	Np005G307060
OG0009979	Cg001G028090	Np005G305960
OG0009980	Cg001G027400	Np005G304840
OG0009981	Cg008G308630, Cg008G310290, Cg001G027040	Np005G304230
OG0009982	Cg004G138530	Np007G381530
OG0009983	Cg001G040400	Np005G316220
OG0009984	Cg001G040410	Np005G316310
OG0009985	Cg001G040420	Np005G316350
OG0009986	Cg001G040760	Np005G316780
OG0009987	Cg001G040790	Np005G316800
OG0009988	Cg005G167350	Np006G334610
OG0009989	Cg001G042250	Np005G319310
OG0009990	Cg001G042510	Np005G319830
OG0009991	Cg001G042930	Np005G320170
OG0009992	Cg003G084940	Np003G177500
OG0009993	Cg005G157590	Np006G320570
OG0009994	Cg005G157990	Np006G321030
OG0009995	Cg005G158310	Np006G321430
OG0009996	Cg005G158350	Np006G321460
OG0009997	Cg005G158930	Np006G322370
OG0009998	Cg005G158950	Np006G322420
OG0009999	Cg005G159060	Np006G322570
OG0010000	Cg005G159480	Np006G323080
OG0010001	Cg005G159510	Np006G323110
OG0010002	Cg005G159950	Np006G323660
OG0010003	Cg005G160300	Np006G324210
OG0010004	Cg005G160450	Np006G324450
OG0010005	Cg005G160540	Np006G324600
OG0010006	Cg005G160550	Np006G324620
OG0010007	Cg005G160870	Np006G325000
OG0010008	Cg005G160900	Np006G325030
OG0010009	Cg004G157310	Np007G371560
OG0010010	Cg005G161820	Np006G326210
OG0010011	Cg005G162010	Np006G326470
OG0010012	Cg005G162020	Np006G326480
OG0010013	Cg005G162120	Np006G326600
OG0010015	Cg005G162750	Np006G327480
OG0010016	Cg005G162790	Np006G327530
OG0010017	Cg005G162820	Np006G327550
OG0010018	Cg005G162850	Np006G327580
OG0010019	Cg005G163910	Np006G329030
OG0010020	Cg005G163870	Np006G328960
OG0010021	Cg002G048660	Np001G062440
OG0010022	Cg005G164150	Np006G329590
OG0010023	Cg005G164230	Np006G329770
OG0010024	Cg005G164410	Np006G330010
OG0010025	Cg005G164470	Np006G330090
OG0010026	Cg008G282950	Np003G126240
OG0010027	Cg008G282960	Np003G126250
OG0010028	Cg008G283160	Np003G126590
OG0010029	Cg008G283350	Np003G126810
OG0010030	Cg008G283460	Np003G126900
OG0010031	Cg008G283650	Np003G127070
OG0010032	Cg008G283990	Np003G127430
OG0010033	Cg008G284030	Np003G127520
OG0010034	Cg008G284080	Np003G127590
OG0010035	Cg008G284140	Np003G127630
OG0010036	Cg008G284260	Np003G127930
OG0010037	Cg008G284270	Np003G127940
OG0010038	Cg008G284640	Np003G128360
OG0010039	Cg008G284720	Np003G128430
OG0010040	Cg008G299810	Np003G147320
OG0010041	Cg008G300110	Np003G147620
OG0010042	Cg008G300080	Np003G147590
OG0010043	Cg008G300590	Np003G148330
OG0010044	Cg008G300600	Np003G148340
OG0010046	Cg008G300700	Np003G148440
OG0010047	Cg008G300930	Np003G148730
OG0010048	Cg008G300940	Np003G148760
OG0010049	Cg008G296290	Np003G142990
OG0010050	Cg008G301140	Np003G149010
OG0010051	Cg008G301290	Np003G149170
OG0010052	Cg008G301490	Np003G149480
OG0010053	Cg008G301520	Np003G149510
OG0010054	Cg001G041740	Np005G318570
OG0010055	Cg008G302330	Np003G150680
OG0010056	Cg003G108450	Np003G151400
OG0010057	Cg003G108270	Np003G151670
OG0010058	Cg003G108180	Np003G151810
OG0010059	Cg003G107800	Np003G152210
OG0010060	Cg003G107250	Np003G152790
OG0010061	Cg006G218730	Np004G210760
OG0010062	Cg003G106500	Np002G093430, Np003G153870
OG0010063	Cg003G111050	Np001G006220
OG0010064	Cg003G111140	Np001G048810
OG0010065	Cg003G111160	Np001G006090
OG0010066	Cg003G111200	Np001G006050
OG0010067	Cg003G103000	Np003G159300
OG0010068	Cg003G111790	Np001G005170
OG0010069	Cg003G112020	Np001G004840
OG0010070	Cg003G112170	Np001G004690
OG0010071	Cg003G112260	Np001G004560
OG0010072	Cg003G112920	Np001G003780, Np001G060040
OG0010073	Cg003G113060	Np001G003580
OG0010074	Cg003G113040	Np001G003560
OG0010075	Cg003G113670	Np001G002800
OG0010076	Cg003G113710	Np001G002770
OG0010077	Cg003G114540	Np001G001830
OG0010078	Cg003G114710	Np001G001600
OG0010079	Cg003G114780	Np001G001540
OG0010080	Cg003G114810	Np001G001520
OG0010081	Cg003G114820	Np001G001510
OG0010082	Cg003G115030	Np001G001150
OG0010083	Cg002G059150	Np001G000700
OG0010085	Cg002G055440	Np001G053160
OG0010086	Cg003G096990, Cg003G115910	Np001G000070
OG0010088	Cg003G076590, Cg014G332980	Np003G189130
OG0010089	Cg014G333030, Cg003G076540	Np003G189160
OG0010090	Cg006G227740	Np004G237560
OG0010091	Cg003G076840, Cg014G332760	Np003G188800, Np007G383170
OG0010092	Cg003G077960, Cg014G331700	Np003G187930
OG0010093	Cg014G331990, Cg003G077620	Np003G187430
OG0010094	Cg003G078120, Cg014G331570	Np003G187000
OG0010095	Cg003G078160, Cg014G331480	Np003G186940
OG0010096	Cg003G078310, Cg014G331330	Np003G186780
OG0010097	Cg014G330930, Cg003G078620	Np003G186450
OG0010098	Cg003G078780, Cg014G330760	Np003G186210
