Orthogroup	Cardamine_glauca	Noccaea_praecox
OG0010099	Cg003G094750, Cg003G079250	Np003G185610
OG0010100	Cg003G094690, Cg003G079320	Np003G185530
OG0010101	Cg003G079350, Cg003G094650	Np003G185450
OG0010102	Cg003G094620, Cg003G079390	Np003G185420
OG0010103	Cg003G079420, Cg003G094590	Np003G185380
OG0010104	Cg003G094370, Cg003G079650	Np003G185070
OG0010105	Cg008G319490	Np007G377670
OG0010106	Cg005G173250	Np009G431710, Np006G345630
OG0010107	Cg005G173330	Np006G349800, Np008G428030
OG0010108	Cg005G174300	Np006G356690
OG0010109	Cg005G174110	Np006G357000
OG0010110	Cg005G174730	Np006G355860
OG0010111	Cg005G174910	Np006G355570
OG0010112	Cg005G175450	Np006G354780, Np006G348130
OG0010113	Cg005G175650	Np006G354490, Np006G348560
OG0010114	Cg005G175980	Np006G347030, Np001G049700, Np006G353750
OG0010115	Cg005G176390	Np006G353070, Np006G347730
OG0010116	Cg005G176890	Np006G352010
OG0010118	Cg005G178090	Np006G360050
OG0010119	Cg005G178600	Np006G359580
OG0010120	Cg005G178850	Np006G359290
OG0010121	Cg005G179170	Np006G358960
OG0010122	Cg005G179190	Np006G358910
OG0010123	Cg005G179270	Np006G358840
OG0010124	Cg005G179650	Np005G316910, Np006G358370
OG0010125	Cg005G179660	Np005G316930, Np005G316920, Np006G358360
OG0010126	Cg005G179670	Np005G316880, Np005G316940, Np006G358270
OG0010127	Cg005G181140	Np006G360900
OG0010128	Cg005G182710	Np006G361840
OG0010129	Cg006G241520	Np007G420310, Np003G162730
OG0010130	Cg005G183310	Np007G396100, Np006G362110
OG0010131	Cg005G185700	Np006G362760
OG0010132	Cg001G013280	Np005G277990
OG0010133	Cg004G116120	Np007G425320
OG0010134	Cg004G124270	Np007G414400
OG0010135	Cg008G281980	Np003G124980
OG0010136	Cg005G164570	Np006G330180
OG0010137	Cg005G164620	Np006G330300, Np006G330340
OG0010138	Cg001G014310	Np005G279290
OG0010139	Cg001G014250	Np005G279220
OG0010140	Cg004G116870	Np007G424490
OG0010141	Cg004G117950	Np007G423010
OG0010142	Cg004G118370	Np007G422500
OG0010143	Cg004G118390	Np007G422480
OG0010144	Cg004G119320	Np007G421850
OG0010145	Cg004G119370	Np007G421720
OG0010146	Cg004G119450, Cg004G120750	Np007G421620
OG0010147	Cg004G119520	Np007G421540
OG0010148	Cg004G119980	Np007G420740
OG0010149	Cg004G120100	Np007G420520
OG0010150	Cg004G120460	Np007G420060
OG0010151	Cg004G121560	Np007G418360
OG0010152	Cg004G122740	Np007G416630
OG0010153	Cg004G122730	Np007G416620
OG0010154	Cg004G122960	Np007G416280
OG0010155	Cg004G122980	Np007G416210
OG0010156	Cg004G123150	Np007G416010
OG0010157	Cg004G123890	Np007G415020
OG0010158	Cg004G124050	Np007G414710
OG0010159	Cg003G109850	Np001G007910
OG0010160	Cg004G124400	Np007G414280
OG0010161	Cg005G166240	Np006G332720
OG0010162	Cg005G166390	Np006G333010
OG0010163	Cg005G166420	Np006G333060
OG0010164	Cg005G166780	Np006G333710
OG0010165	Cg002G051610	Np001G058400
OG0010166	Cg005G167250	Np006G334480
OG0010167	Cg005G167510	Np006G334890
OG0010168	Cg005G170140	Np006G339180
OG0010170	Cg005G169730	Np006G338250
OG0010171	Cg005G169380	Np006G337760
OG0010172	Cg005G169370	Np006G337750
OG0010173	Cg005G169240	Np006G337600
OG0010174	Cg005G168690	Np006G336710, Np006G336720
OG0010175	Cg005G168200	Np006G335900
OG0010176	Cg005G168310	Np006G336080
OG0010178	Cg006G239620	Np004G253100
OG0010179	Cg005G167610	Np006G335010
OG0010180	Cg006G230420	Np004G240890
OG0010181	Cg006G230370	Np004G240830
OG0010182	Cg006G229180	Np004G239410
OG0010183	Cg006G228420	Np004G238480
OG0010184	Cg006G228300	Np004G238310
OG0010185	Cg008G300550	Np003G148290
OG0010186	Cg006G227900	Np004G237780
OG0010187	Cg006G227360	Np004G237050
OG0010188	Cg006G227280	Np004G236970
OG0010189	Cg006G226780	Np004G236440
OG0010190	Cg006G226580	Np004G236130
OG0010191	Cg006G226490	Np004G235970
OG0010192	Cg006G226030	Np004G235550
OG0010193	Cg006G225990	Np004G235490
OG0010194	Cg006G225980	Np004G235480
OG0010195	Cg006G225940	Np004G235440
OG0010196	Cg006G225890	Np004G235410
OG0010197	Cg006G225540	Np004G235020
OG0010198	Cg006G225250	Np004G234720
OG0010199	Cg006G225240	Np004G234710
OG0010200	Cg006G225140	Np004G234590
OG0010201	Cg006G224930	Np004G234300
OG0010202	Cg006G224320	Np004G233590
OG0010203	Cg006G224300	Np004G233520
OG0010204	Cg007G278360	Np002G074530
OG0010205	Cg006G223260	Np004G231890
OG0010206	Cg006G223090	Np004G231320
OG0010207	Cg006G222980	Np004G231220
OG0010208	Cg006G222740	Np004G230930, Np004G230860
OG0010209	Cg006G222610	Np004G230550
OG0010210	Cg007G270940	Np002G085200
OG0010211	Cg006G221960	Np004G229450
OG0010212	Cg006G221230	Np004G227330
OG0010213	Cg006G220890	Np004G225990
OG0010215	Cg006G220650	Np004G225180
OG0010216	Cg006G220410	Np004G208890
OG0010217	Cg006G220290	Np004G209060
OG0010218	Cg007G268320	Np002G089750
OG0010219	Cg006G219870	Np004G209450
OG0010220	Cg006G219670	Np004G209680
OG0010221	Cg006G219660	Np004G209690
OG0010222	Cg006G219230	Np004G210020
OG0010223	Cg001G016190	Np005G281900
OG0010224	Cg001G015740	Np005G281240
OG0010225	Cg001G015720	Np004G225360, Np005G281200
OG0010226	Cg001G015620	Np005G281110
OG0010227	Cg001G015610	Np003G187970, Np005G281100
OG0010228	Cg001G015030	Np005G280270
OG0010229	Cg005G188270	Np006G364050
OG0010230	Cg005G189830	Np006G365570
OG0010231	Cg005G189930	Np006G365650
OG0010232	Cg005G190060	Np006G366220, Np006G366140
OG0010233	Cg005G190510	Np006G366320
OG0010235	Cg005G191040	Np006G366720
OG0010236	Cg005G191060	Np006G366740
OG0010237	Cg005G191070	Np006G366750
OG0010238	Cg005G191090	Np006G366780
OG0010239	Cg005G191830	Np006G368090
OG0010240	Cg005G193160	Np006G370100
OG0010241	Cg005G193760	Np006G371030
OG0010242	Cg006G230730	Np004G241240
OG0010243	Cg006G230810	Np004G241360
OG0010244	Cg006G231140	Np004G241740
OG0010245	Cg006G231480	Np004G242260
OG0010246	Cg006G231680	Np004G242470
OG0010247	Cg006G232040	Np004G242890
OG0010248	Cg006G232580	Np004G243830, Np004G243950, Np004G243760
OG0010249	Cg006G232570	Np004G243750
OG0010250	Cg006G232730	Np004G244170
OG0010251	Cg006G233570	Np004G245540
OG0010252	Cg006G234630	Np006G334780, Np004G247230
OG0010253	Cg006G234790	Np004G247440
OG0010254	Cg006G234940	Np004G247590
OG0010255	Cg006G235030	Np004G247710
OG0010256	Cg006G235330	Np004G248000
OG0010257	Cg006G235560	Np004G248280
OG0010258	Cg006G236490	Np004G249590
OG0010259	Cg006G236610	Np004G249700
OG0010262	Cg006G237210	Np004G250420
OG0010263	Cg006G238440	Np004G251870
OG0010264	Cg006G239440	Np005G313890, Np004G252920
OG0010265	Cg006G239750	Np004G253270
OG0010266	Cg005G157500	Np003G177830
OG0010267	Cg006G240560	Np004G254130, Np004G257250, Np004G254090, Np004G254120, Np004G257260
OG0010268	Cg006G240860	Np004G254480
OG0010269	Cg006G240880	Np004G254510
OG0010270	Cg006G241140	Np004G254880
OG0010271	Cg006G241150	Np004G254890
OG0010272	Cg006G241540	Np004G255330
OG0010273	Cg006G241600	Np004G255390
OG0010274	Cg006G241930	Np004G255780
OG0010275	Cg006G242120	Np004G255930
OG0010276	Cg006G242440	Np004G256320
OG0010277	Cg006G242480	Np004G256360
OG0010278	Cg006G242820	Np004G256790
OG0010279	Cg006G242670	Np004G256580
OG0010280	Cg006G242620	Np004G256530
OG0010281	Cg006G243090	Np004G257100
OG0010282	Cg006G243370	Np004G257410
OG0010283	Cg006G243740	Np001G014050
OG0010284	Cg006G243930	Np001G035060, Np004G257980
OG0010285	Cg006G243890	Np004G257940
OG0010286	Cg006G244670	Np004G258890
OG0010287	Cg008G294080	Np003G140820
OG0010288	Cg008G294410	Np003G141140
OG0010289	Cg008G294950	Np003G141650
OG0010290	Cg008G295890	Np003G142530
OG0010291	Cg008G295740	Np003G142370
OG0010292	Cg008G296760	Np003G143580
OG0010293	Cg008G296930	Np003G143800
OG0010294	Cg008G296920	Np003G143790
OG0010295	Cg008G297010	Np003G143910
OG0010296	Cg008G297500	Np003G144390
OG0010297	Cg008G297570	Np003G144480
OG0010298	Cg008G297940	Np003G145000
OG0010299	Cg004G119640	Np007G421300
OG0010300	Cg008G298650	Np003G145850
OG0010301	Cg008G299400	Np003G146860
OG0010302	Cg008G299690	Np003G147180
OG0010303	Cg001G006970	Np005G263510
OG0010304	Cg008G307320	Np001G015460
OG0010305	Cg008G307520	Np001G015630
OG0010306	Cg008G307600	Np001G015700
OG0010307	Cg008G307690	Np001G015800
OG0010308	Cg008G307710	Np001G015820
OG0010309	Cg008G308370	Np001G016400
OG0010310	Cg008G308390	Np001G016420
OG0010311	Cg008G310690, Cg008G309050	Np001G016740
OG0010312	Cg008G308460	Np001G016520
OG0010314	Cg004G123450	Np007G415520
OG0010315	Cg008G293800	Np003G140500
OG0010316	Cg008G287840	Np003G132720
OG0010317	Cg006G206990	Np004G204010
OG0010318	Cg008G287280	Np003G132000
OG0010319	Cg008G287220	Np003G131780
OG0010320	Cg008G287120	Np003G131650
OG0010321	Cg008G286570	Np003G130760
OG0010322	Cg008G286480	Np003G130690
OG0010323	Cg008G286370	Np003G130570
OG0010324	Cg008G286240	Np003G130420
OG0010327	Cg008G286050	Np003G130010
OG0010328	Cg008G286040	Np003G130000
OG0010329	Cg008G285840	Np003G129720
OG0010330	Cg008G285850	Np003G129730
OG0010331	Cg008G305580	Np001G013510
OG0010332	Cg008G304750	Np001G012520
OG0010333	Cg008G304240	Np001G011880
OG0010334	Cg008G304170	Np001G011800
OG0010335	Cg008G304220	Np001G011860
OG0010336	Cg008G303750	Np001G011250
OG0010337	Cg008G303680	Np001G011190
OG0010338	Cg008G303540	Np001G011010
OG0010339	Cg008G303310	Np001G010690
OG0010340	Cg008G302760	Np001G010020
OG0010341	Cg003G108630	Np001G009810
OG0010342	Cg003G109170	Np001G009210
OG0010343	Cg003G109290	Np001G008950
OG0010344	Cg003G110050	Np001G007590
OG0010345	Cg003G110260	Np001G007330
OG0010347	Cg003G110480	Np001G007030
OG0010348	Cg003G105850	Np003G154730
OG0010349	Cg002G055450	Np001G053150
OG0010350	Cg002G055840	Np001G052630
OG0010351	Cg002G056010	Np001G052440
OG0010352	Cg002G056030	Np001G052410
OG0010353	Cg002G056450	Np001G051810
OG0010354	Cg002G057200	Np004G203360, Np001G050680
OG0010355	Cg002G057750	Np001G050070
OG0010356	Cg002G057840	Np001G049920
OG0010357	Cg002G058330	Np001G049210
OG0010358	Cg002G058410	Np001G049050
OG0010359	Cg002G058470	Np001G048780
OG0010360	Cg002G058760	Np001G048240
OG0010361	Cg002G059020	Np001G047930
OG0010362	Cg002G059220	Np001G047660
OG0010364	Cg002G062450	Np001G044700
OG0010365	Cg002G063000	Np001G044290
OG0010366	Cg002G063200	Np001G044210
OG0010367	Cg002G064160	Np001G043720
OG0010368	Cg002G064270, Cg002G053390	Np001G043680
OG0010369	Cg002G071010	Np001G043570
OG0010370	Cg007G267710	Np002G091090
OG0010372	Cg007G268340	Np002G089700
OG0010373	Cg007G267950	Np002G090370
OG0010374	Cg007G268760	Np002G088880
OG0010375	Cg007G268830	Np002G088830
OG0010376	Cg007G269030	Np002G088340
OG0010377	Cg007G268930	Np002G088500, Np002G088530
OG0010378	Cg007G269280	Np002G087670
OG0010379	Cg007G269450	Np002G087530
OG0010380	Cg007G269730	Np002G087400
OG0010381	Cg007G269540	Np002G087230
OG0010382	Cg007G270680	Np002G085640
OG0010383	Cg007G271520	Np002G084160
OG0010384	Cg007G271720	Np002G083920
OG0010385	Cg007G272140	Np002G083460
OG0010386	Cg007G272640	Np002G082790
OG0010387	Cg007G278920	Np002G073550
OG0010388	Cg007G278670	Np002G073940
OG0010389	Cg007G278430	Np002G074440
OG0010390	Cg007G278250	Np002G074710
OG0010391	Cg007G278040	Np002G075010
OG0010392	Cg002G055350	Np001G053300
OG0010393	Cg007G277830	Np002G075300
OG0010394	Cg007G277720	Np002G075430
OG0010395	Cg006G225860	Np004G235380
OG0010396	Cg007G275670	Np002G078270
OG0010397	Cg007G274610	Np002G079660
OG0010398	Cg007G274580	Np002G079720
OG0010400	Cg007G274250	Np002G080230
OG0010401	Cg007G274050	Np002G080830
OG0010402	Cg007G273950	Np002G081010
OG0010403	Cg007G273850	Np002G081120
OG0010404	Cg007G273490	Np002G081590
OG0010405	Cg007G273410	Np002G081680
OG0010407	Cg007G273400	Np002G081690
OG0010408	Cg007G272800	Np002G082590
OG0010409	Cg007G279790	Np002G072610
OG0010410	Cg007G280050	Np002G072200
OG0010411	Cg007G280340	Np002G071680
OG0010412	Cg007G280890	Np002G071210
OG0010413	Cg007G280830	Np002G071140
OG0010414	Cg007G280650	Np002G070940
OG0010415	Cg007G281310	Np002G070660
OG0010416	Cg007G281430	Np002G070520
OG0010417	Cg003G102550	Np003G160320
OG0010418	Cg004G128950	Np007G408010
OG0010420	Cg004G129480	Np007G407260
OG0010421	Cg004G130410	Np007G405790
OG0010422	Cg004G130550	Np007G405600
OG0010423	Cg004G130590	Np007G405560
OG0010424	Cg004G130640	Np007G405470
OG0010425	Cg004G130930	Np007G405050
OG0010426	Cg008G300560	Np003G148300
OG0010427	Cg004G131550	Np007G404470
OG0010428	Cg004G131680	Np007G404140, Np007G404080
OG0010429	Cg004G131910	Np007G403530
OG0010430	Cg004G132070	Np007G402860
OG0010431	Cg004G132750	Np007G390710
OG0010432	Cg001G025210	Np005G301300
OG0010433	Cg004G133870	Np007G392500
OG0010434	Cg004G134120	Np007G392780
OG0010435	Cg004G134480	Np007G393290
OG0010436	Cg004G134900	Np007G394070
OG0010437	Cg004G135000	Np001G038880, Np007G394250
OG0010438	Cg004G135050	Np007G394300
OG0010439	Cg004G135160	Np007G394510
OG0010440	Cg004G135290	Np007G394690
OG0010441	Cg004G135470	Np007G395040
OG0010442	Cg004G135620	Np007G395260
OG0010443	Cg004G135660	Np007G395370
OG0010444	Cg004G135740	Np007G395580
OG0010445	Cg006G200120	Np004G198140
OG0010446	Cg004G136410	Np007G396960
OG0010447	Cg004G136430	Np007G397020
OG0010448	Cg004G136620	Np007G397570
OG0010449	Cg004G136630	Np007G397580
OG0010450	Cg006G199360	Np004G196720, Np007G398300
OG0010451	Cg004G137000	Np007G398850
OG0010452	Cg004G137020	Np007G398890
OG0010453	Cg004G137030	Np007G398920
OG0010454	Cg004G137080	Np007G399150
OG0010455	Cg004G137090	Np007G399160
OG0010456	Cg004G137300	Np007G400200
OG0010457	Cg004G137410	Np012G436880, Np011G436200
OG0010459	Cg004G137570	Np007G380330
OG0010460	Cg004G138000	Np007G380810
OG0010461	Cg004G138520	Np007G381520
OG0010462	Cg004G138760	Np007G382050
OG0010463	Cg004G138880	Np007G382340, Np007G382280
OG0010464	Cg004G138920	Np007G382390
OG0010465	Cg004G139230	Np007G382590
OG0010466	Cg004G139980	Np007G383590
OG0010467	Cg004G142110	Np007G386820
OG0010468	Cg004G140210	Np007G383890
OG0010469	Cg004G140230	Np007G383910
OG0010470	Cg004G140290	Np007G383980
OG0010471	Cg004G140490	Np007G384110
OG0010472	Cg004G140620	Np007G384310
OG0010473	Cg004G141020	Np007G384790
OG0010474	Cg004G141550	Np007G385690
OG0010475	Cg004G141610	Np007G385880
OG0010476	Cg004G142120	Np007G386830
OG0010477	Cg004G143260	Np007G388120
OG0010478	Cg004G146640	Np007G389950
OG0010479	Cg004G149010	Np007G379040
OG0010480	Cg004G151110	Np007G378150
OG0010481	Cg004G151660	Np007G377730
OG0010483	Cg004G152220	Np007G377370
OG0010484	Cg004G152770	Np007G376620
OG0010485	Cg004G152790	Np007G376600
OG0010486	Cg004G152900	Np007G376440
OG0010487	Cg004G153180	Np007G376130
OG0010488	Cg004G154570	Np007G374590
OG0010489	Cg004G155850	Np007G373270
OG0010490	Cg004G155870	Np007G373240
OG0010491	Cg004G156010	Np007G373030
OG0010492	Cg004G156120	Np007G372850
OG0010494	Cg004G156420	Np007G372470
OG0010495	Cg001G011550	Np005G275700
OG0010496	Cg004G156530	Np007G372380
OG0010497	Cg004G156740	Np007G372130
OG0010498	Cg004G156910	Np007G371930
OG0010499	Cg004G156930	Np007G371900
OG0010500	Cg006G194060	Np004G190100
OG0010501	Cg006G194160, Cg006G194150	Np004G190180
OG0010502	Cg006G194610	Np004G190760
OG0010503	Cg001G030690	Np005G307940
OG0010504	Cg006G198130	Np004G195380
OG0010505	Cg002G055340	Np001G053310
OG0010506	Cg006G198860	Np004G196220
OG0010507	Cg006G198430	Np004G195750
OG0010508	Cg006G199030	Np004G196380
OG0010509	Cg006G199240	Np004G196620
OG0010510	Cg006G199320	Np004G196650
OG0010511	Cg006G199440	Np004G196810
OG0010512	Cg006G200080	Np004G198120
OG0010513	Cg006G201040	Np004G198990
OG0010514	Cg006G200570	Np004G198580
OG0010515	Cg006G201340	Np004G199300
OG0010516	Cg006G201490	Np004G199590, Np004G199580
OG0010517	Cg006G201750	Np004G199870
OG0010520	Cg005G172050	Np006G341890
OG0010521	Cg005G172090	Np006G341940
OG0010522	Cg002G054810	Np001G053920
OG0010523	Cg002G054760	Np001G053950
OG0010524	Cg002G054740	Np001G053970
OG0010525	Cg002G054540	Np001G054250
OG0010526	Cg002G054520	Np001G054270
OG0010527	Cg002G054350	Np001G054580
OG0010528	Cg002G053800	Np001G055130
OG0010529	Cg002G053790	Np001G055140
OG0010530	Cg008G300430	Np003G148120
OG0010531	Cg002G053730	Np001G055210
OG0010532	Cg002G053380	Np001G055990
OG0010533	Cg002G053490	Np001G055630, Np001G055500, Np001G055880
OG0010534	Cg002G053410	Np001G055980
OG0010535	Cg002G053050	Np001G056340
OG0010536	Cg002G052930	Np001G056400
OG0010537	Cg002G052590	Np001G056890
OG0010538	Cg002G054960	Np001G053750
OG0010539	Cg002G052200	Np001G057450
OG0010540	Cg002G051930	Np001G057770
OG0010541	Cg002G051760	Np001G058060
OG0010542	Cg002G051460	Np001G058580
OG0010543	Cg002G051440	Np001G058630
OG0010544	Cg002G051260	Np001G058830
OG0010546	Cg002G049450	Np001G061350
OG0010547	Cg002G049410	Np001G061340
OG0010548	Cg002G049360	Np001G061400
OG0010549	Cg002G047800	Np001G063430
OG0010550	Cg002G047780	Np001G063460
OG0010551	Cg002G047630	Np001G063670, Np006G334750
OG0010552	Cg002G047440	Np001G064240
OG0010553	Cg002G052210	Np001G057440
OG0010554	Cg002G046890	Np001G064900
OG0010555	Cg002G046800	Np001G065040
OG0010556	Cg002G046150	Np001G066220
OG0010557	Cg002G045990	Np001G066350
OG0010558	Cg002G045550	Np001G066960
OG0010559	Cg002G045540	Np001G066970
OG0010560	Cg002G045430	Np001G067090
OG0010562	Cg002G045220	Np001G067390
OG0010563	Cg002G044860	Np001G067900
OG0010564	Cg002G044770	Np001G067960
OG0010565	Cg002G044760	Np001G067970
OG0010566	Cg002G044700	Np001G068070
OG0010567	Cg002G044140	Np001G068800
OG0010568	Cg002G043780	Np001G069310
OG0010569	Cg006G215970	Np004G213870
OG0010570	Cg002G043550	Np001G069620
OG0010572	Cg006G230600	Np004G241070
OG0010575	Cg002G054770	Np001G053940
OG0010576	Cg002G052150	Np001G057510
OG0010578	Cg005G166060	Np006G332360
OG0010579	Cg005G165330	Np006G331130
OG0010580	Cg001G010110	Np005G273380
OG0010581	Cg001G001160	Np005G261400
OG0010582	Cg006G243360	Np004G257400
OG0010583	Cg006G240820	Np004G254440
OG0010584	Cg006G238380	Np004G251770
OG0010585	Cg006G238120	Np004G251430
OG0010586	Cg006G236510	Np004G249610, Np004G249620
OG0010587	Cg006G233910	Np004G246040
OG0010589	Cg006G223930	Np004G232730
OG0010591	Cg007G268660	Np002G089030
OG0010592	Cg007G268120	Np002G089890
OG0010594	Cg002G072200	Np001G022560
OG0010595	Cg005G179450	Np006G358620
OG0010596	Cg004G142400	Np007G387130
OG0010597	Cg004G139200	Np007G382470
OG0010598	Cg004G134180	Np007G392850
OG0010599	Cg004G130390	Np007G405810
OG0010601	Cg004G128440	Np007G408660
OG0010602	Cg004G128270	Np007G408870
OG0010603	Cg004G125030	Np007G413450
OG0010604	Cg004G124670	Np007G412290, Np007G413880
OG0010605	Cg004G123270	Np007G415860
OG0010608	Cg008G285940	Np003G129870
OG0010609	Cg008G287330	Np003G132050
OG0010610	Cg005G191490	Np006G371400
OG0010611	Cg005G192990	Np006G369600
OG0010612	Cg006G211980	Np004G206600, Np004G206570, Np004G206640
OG0010613	Cg001G021700	Np005G290470, Np005G302680
OG0010614	Cg001G022070, Cg001G022080	Np005G291160
OG0010615	Cg001G023540	Np005G294890
OG0010616	Cg006G216480	Np004G213150
OG0010617	Cg005G173770	Np006G357500
OG0010618	Cg008G289630	Np003G135310, Np001G005290
OG0010621	Cg008G294000	Np003G140730
OG0010623	Cg008G307510	Np001G015610
OG0010624	Cg001G010990	Np005G274940, Np005G274980
OG0010625	Cg002G064360	Np001G043650
OG0010626	Cg008G302030	Np003G150300
OG0010628	Cg008G305560	Np001G013490
OG0010629	Cg008G304260	Np001G011910
OG0010630	Cg003G110160	Np001G007500
OG0010632	Cg006G232160	Np004G244930, Np004G243070
OG0010633	Cg008G295260	Np005G293390
OG0010634	Cg006G204760	Np004G199100, Np004G205870, Np004G202620
OG0010636	Cg001G034770	Np003G157690
OG0010637	Cg006G198500	Np004G195800
OG0010640	Cg004G148300	Np006G370110
OG0010644	Cg008G307880	Np001G015900
OG0010645	Cg001G023740	Np005G295870
OG0010660	Cg001G012400	Np005G276720
OG0010661	Cg001G012260	Np005G276580
OG0010662	Cg001G011900	Np005G276160
OG0010663	Cg001G011160	Np005G275220
OG0010664	Cg001G010230	Np005G273550, Np005G273530
OG0010665	Cg001G009790	Np005G272870
OG0010666	Cg001G000080	Np005G260020
OG0010667	Cg001G009460	Np005G272420
OG0010668	Cg001G009280	Np005G272180
OG0010669	Cg001G009080	Np005G271750
OG0010670	Cg001G008750	Np005G271370
OG0010671	Cg001G008330	Np005G270800
OG0010672	Cg001G007790	Np005G270030
OG0010673	Cg001G007590	Np005G262780
OG0010674	Cg001G007130	Np005G263320
OG0010675	Cg001G007250	Np005G263180
OG0010676	Cg008G302000	Np003G150270
OG0010677	Cg005G181260	Np005G264110
OG0010678	Cg005G168930	Np006G337010
OG0010679	Cg001G006080	Np005G264450
OG0010680	Cg001G006230, Cg003G087410	Np005G264290
OG0010681	Cg001G005840	Np005G264720
OG0010682	Cg007G267220	Np002G092110
OG0010683	Cg001G005360	Np005G265520
