Orthogroup	Cochlearia_excelsa	Cardamine_glauca
OG0007892	g51213	Cg005G176180
OG0007893	g39917	Cg005G176450
OG0007894	g51201	Cg005G176480
OG0007895	g51193	Cg005G176630
OG0007896	g26996	Cg006G239060
OG0007897	g39952	Cg005G176830
OG0007898	g51098	Cg005G178300
OG0007899	g40000	Cg005G178320
OG0007900	g51078	Cg005G178810
OG0007901	g40036	Cg005G178870
OG0007902	g40046	Cg005G179010
OG0007903	g40080	Cg005G179590
OG0007904	g40141	Cg005G182250
OG0007905	g40175	Cg005G182960
OG0007907	g38279, g36807	Cg005G185360
OG0007908	g38291	Cg005G185940
OG0007909	g23638, g17089	Cg001G013320
OG0007910	g23655	Cg001G013580
OG0007911	g29287, g5162	Cg008G294980
OG0007912	g12716	Cg004G116510
OG0007914	g16736	Cg001G035670
OG0007915	g23696	Cg001G014220
OG0007916	g12741	Cg004G116940
OG0007917	g7918	Cg004G116990
OG0007918	g29261	Cg008G295550
OG0007919	g7901	Cg004G117270
OG0007920	g7880, g6215, g12685	Cg004G117500
OG0007921	g12679	Cg004G117790
OG0007922	g12671	Cg004G117940
OG0007923	g12670, g7848	Cg004G118060
OG0007924	g12659	Cg004G118270
OG0007925	g7824, g12634	Cg004G118600
OG0007926	g12622, g12790	Cg004G119480
OG0007927	g12612, g7790	Cg004G119790
OG0007928	g12815	Cg004G120330
OG0007929	g12589, g7743	Cg004G120380
OG0007930	g12833, g7736	Cg004G120600
OG0007931	g7719, g12842	Cg004G120840
OG0007932	g7725, g42578, g12835	Cg004G120670
OG0007934	g12847	Cg004G120970
OG0007935	g12857	Cg004G121110
OG0007937	g12864	Cg004G121240
OG0007938	g12877	Cg004G121520
OG0007939	g7682	Cg004G121800
OG0007940	g7669	Cg004G121920
OG0007941	g12921	Cg004G122040
OG0007942	g12928	Cg004G122460
OG0007943	g7641	Cg004G122520, Cg004G122560
OG0007944	g7640	Cg004G122590, Cg004G122550
OG0007945	g7638	Cg004G122610
OG0007946	g12930	Cg004G122630
OG0007947	g12931	Cg004G122640
OG0007948	g10224	Cg008G311110, Cg008G309310
OG0007949	g12453	Cg004G123190
OG0007950	g7598, g12445	Cg004G123390
OG0007951	g7584	Cg004G123630
OG0007952	g12978	Cg004G123770
OG0007953	g7568	Cg004G123870
OG0007954	g12433	Cg004G123880
OG0007955	g12996, g12426	Cg004G124040
OG0007956	g7549	Cg004G124150
OG0007957	g7532	Cg004G124460
OG0007958	g51868, g38141	Cg005G165970
OG0007960	g37352	Cg005G166020
OG0007961	g37339	Cg005G166210
OG0007962	g37336, g51823	Cg005G166340
OG0007963	g37320	Cg005G166760
OG0007964	g37296	Cg005G167450
OG0007965	g51565	Cg005G170510
OG0007967	g38029	Cg005G170360
OG0007968	g51586	Cg005G170080
OG0007969	g38039	Cg005G170050
OG0007970	g38046	Cg005G169860
OG0007971	g51616	Cg005G169610
OG0007972	g51619	Cg005G169580
OG0007973	g37194	Cg005G169430
OG0007974	g51630	Cg005G169300
OG0007975	g51657, g38075	Cg005G168870
OG0007976	g38081	Cg005G168790
OG0007977	g51664, g38085	Cg005G168730
OG0007978	g51677	Cg005G168560
OG0007979	g51695, g37252	Cg005G168280
OG0007980	g51709	Cg005G168110
OG0007981	g51716	Cg005G167990
OG0007982	g51545	Cg005G170760
OG0007983	g49939, g31597	Cg006G230440
OG0007984	g49965, g31642	Cg006G229700
OG0007985	g31661	Cg006G229240
OG0007986	g27396	Cg006G228170
OG0007987	g31766	Cg006G227750
OG0007988	g31756	Cg006G227830
OG0007989	g31772	Cg006G227680
OG0007990	g50039	Cg006G227670
OG0007991	g31779	Cg006G227570
OG0007992	g31795	Cg006G227420
OG0007993	g31797	Cg006G227380
OG0007994	g31811	Cg006G227140
OG0007995	g31834	Cg006G226710
OG0007996	g31835, g50079	Cg006G226690
OG0007997	g31851	Cg006G226560
OG0007998	g50087	Cg006G226530
OG0007999	g31887	Cg006G226110
OG0008000	g50105	Cg006G226100
OG0008002	g50125	Cg006G225770
OG0008003	g31915, g50131	Cg006G225670
OG0008004	g50157, g27470	Cg006G225150
OG0008005	g44398	Cg007G277110
OG0008006	g31958	Cg006G224990
OG0008007	g31985	Cg006G224690
OG0008008	g50192	Cg006G224570
OG0008009	g31995, g50197	Cg006G224530
OG0008010	g46324	Cg007G277780
OG0008011	g31997	Cg006G224520
OG0008012	g50202	Cg006G224420
OG0008013	g27491	Cg006G224350
OG0008014	g32024	Cg006G223700
OG0008015	g32027	Cg006G223620
OG0008016	g32039	Cg006G223440
OG0008017	g32045	Cg006G223300
OG0008018	g32046, g50278	Cg006G222850
OG0008019	g32101	Cg006G222410
OG0008020	g27555	Cg006G222060
OG0008021	g50326	Cg006G221640
OG0008022	g50372	Cg006G220360
OG0008023	g50373, g32190	Cg006G220350
OG0008024	g32194	Cg006G220270
OG0008025	g44856	Cg007G268270
OG0008026	g32249	Cg006G219590
OG0008027	g32269, g50404	Cg006G219320
OG0008028	g50403, g27629	Cg006G219330
OG0008029	g27633	Cg006G219170
OG0008030	g47492	Cg001G016690
OG0008031	g47497	Cg001G016640
OG0008032	g47501	Cg001G016580
OG0008033	g23834	Cg001G016380
OG0008034	g23829	Cg001G016270
OG0008035	g17183	Cg001G015760
OG0008036	g23791, g47530	Cg001G015690
OG0008037	g47534	Cg001G015550
OG0008038	g47539, g23767	Cg001G015480
OG0008039	g17175	Cg001G015460
OG0008040	g23605	Cg001G012830
OG0008041	g23589	Cg001G012730
OG0008042	g38354	Cg005G189170
OG0008043	g50996, g38362	Cg005G189760
OG0008044	g38387	Cg005G190220
OG0008045	g38436	Cg005G191350
OG0008046	g44538, g46132	Cg007G274720
OG0008047	g38471, g36918	Cg005G191990
OG0008048	g38472, g43539	Cg005G192000
OG0008049	g38476	Cg005G192040
OG0008050	g38483	Cg005G192160
OG0008051	g38486	Cg005G192240
OG0008052	g36943	Cg005G192910
OG0008053	g38517	Cg005G193010
OG0008055	g38528, g50866	Cg005G193400
OG0008056	g38537	Cg005G193620
OG0008057	g38310, g38542	Cg005G193650
OG0008058	g50852	Cg005G193780
OG0008059	g31574	Cg006G230750
OG0008060	g49928	Cg006G230830
OG0008061	g31569	Cg006G230850
OG0008062	g31561	Cg006G230960
OG0008063	g31553, g27284	Cg006G231060
OG0008064	g31537	Cg006G231300
OG0008065	g27269, g31527	Cg006G231490
OG0008066	g31493	Cg006G231920
OG0008067	g31487, g27256	Cg006G231970
OG0008068	g31476, g27246, g49888	Cg006G232240
OG0008069	g49867	Cg006G232770
OG0008070	g49862	Cg006G232880
OG0008072	g49830, g49835, g49841	Cg006G233320
OG0008073	g31388, g49823	Cg006G233410
OG0008074	g27188, g31383	Cg006G233490
OG0008075	g49800	Cg006G233820
OG0008076	g31338, g49784	Cg006G234030
OG0008077	g31337	Cg006G234050
OG0008078	g27163	Cg006G234320
OG0008080	g49777	Cg006G234490
OG0008081	g31264	Cg006G235380
OG0008082	g31249	Cg006G235630
OG0008083	g31241	Cg006G235800
OG0008084	g49723	Cg006G235860
OG0008085	g49702	Cg006G236230
OG0008086	g19151	Cg002G052110
OG0008087	g49657	Cg006G237230
OG0008088	g49672, g31124	Cg006G237490
OG0008089	g49671, g31126	Cg006G237470
OG0008090	g27010, g31071	Cg006G238550
OG0008091	g31050	Cg006G238930
OG0008092	g49561	Cg006G239160
OG0008094	g49552	Cg006G239450
OG0008095	g49547	Cg006G239590
OG0008096	g31010	Cg006G239640
OG0008098	g31005	Cg006G239720
OG0008099	g30993	Cg003G091380, Cg006G239880
OG0008100	g30976	Cg006G240100
OG0008101	g49517	Cg006G240370
OG0008102	g30942	Cg006G240660
OG0008103	g30906	Cg006G241340
OG0008104	g5250	Cg008G293860
OG0008105	g26939, g30877	Cg006G241860
OG0008106	g26937	Cg006G241990
OG0008107	g30871	Cg006G242020
OG0008108	g26926	Cg006G242260
OG0008109	g49422	Cg006G242870
OG0008110	g30833	Cg006G242850
OG0008111	g30834, g26920	Cg006G242840
OG0008112	g49424	Cg006G242810
OG0008113	g49430	Cg006G242640
OG0008115	g26903	Cg006G243190
OG0008116	g49402	Cg006G243240
OG0008117	g49390, g30796	Cg006G243520
OG0008118	g26890	Cg006G243960
OG0008119	g49369	Cg006G243920
OG0008120	g30772	Cg006G243910
OG0008121	g26888	Cg006G244020
OG0008122	g49346, g30769	Cg006G244320
OG0008123	g26870	Cg006G244900
OG0008124	g25333	Cg003G075890
OG0008125	g26856, g30725, g49277	Cg006G245400
OG0008126	g29308, g34695, g43308, g5186	Cg008G294640
OG0008127	g29318, g5202	Cg008G294390
OG0008128	g29291, g5171	Cg008G294930
OG0008129	g29290, g5170	Cg008G294940
OG0008130	g5158, g45672	Cg008G295020
OG0008131	g5099, g29240	Cg008G295880
OG0008132	g45697	Cg008G295840
OG0008133	g5102	Cg008G295820
OG0008134	g29201	Cg008G296410
OG0008135	g45730	Cg008G296720
OG0008136	g45733	Cg008G296750
OG0008137	g5042, g29189	Cg008G296800
OG0008138	g29181	Cg008G296880
OG0008139	g45743	Cg008G297180
OG0008140	g4990	Cg008G297730
OG0008141	g29005	Cg008G298000
OG0008142	g29016	Cg008G298150
OG0008143	g29017, g4950	Cg008G298160
OG0008144	g29023	Cg008G298210
OG0008145	g29036, g41478	Cg008G298580
OG0008146	g29044	Cg008G298760
OG0008147	g29046	Cg008G298790
OG0008148	g29054, g29050	Cg008G298900
OG0008149	g4906	Cg008G299070
OG0008150	g29073	Cg008G299190
OG0008151	g41730, g41445	Cg008G299440
OG0008152	g29082	Cg008G299450
OG0008153	g29092, g4891	Cg008G299490
OG0008154	g29095	Cg008G299600
OG0008155	g29108	Cg008G299780
OG0008156	g18530	Cg008G305950
OG0008157	g10100	Cg008G306010
OG0008158	g4863	Cg008G306020
OG0008159	g4858	Cg008G306090
OG0008160	g4811	Cg008G306400
OG0008161	g4792	Cg008G306660
OG0008162	g10130	Cg008G306720
OG0008163	g18513	Cg008G306890
OG0008164	g4686	Cg008G307070
OG0008165	g10182	Cg008G307940
OG0008166	g10212	Cg008G310660, Cg008G309020
OG0008167	g10205	Cg008G310470, Cg008G308810
OG0008168	g10221	Cg008G311200, Cg008G309350
OG0008169	g10245	Cg008G309800, Cg008G311620
OG0008170	g5247	Cg008G293890
OG0008171	g10253	Cg008G311820, Cg008G310040
OG0008172	g29342, g5258	Cg008G293780
OG0008173	g5263	Cg008G293700
OG0008174	g5265	Cg008G293650
OG0008175	g29649, g45469	Cg008G287850
OG0008177	g29674	Cg008G287350
OG0008178	g45453	Cg008G287310
OG0008179	g29685, g5601	Cg008G287140
OG0008180	g29740	Cg008G286030
OG0008181	g45406, g29787	Cg008G285430
OG0008182	g5679, g5678	Cg008G285360
OG0008183	g29109	Cg008G299790
OG0008184	g10062	Cg008G305070
OG0008185	g10036	Cg008G304660
OG0008186	g10023, g558	Cg008G304340
OG0008187	g552	Cg008G304300
OG0008188	g10021	Cg008G304270
OG0008189	g540	Cg008G304040
OG0008190	g9997	Cg008G303870
OG0008191	g503	Cg008G303430
OG0008192	g9987	Cg008G303380
OG0008193	g9969, g490	Cg008G303190
OG0008194	g44867	Cg007G267990
OG0008195	g468	Cg008G302910
OG0008196	g462	Cg008G302830
OG0008197	g9953	Cg008G302810
OG0008198	g444	Cg003G108650
OG0008199	g424, g9904	Cg003G109100
OG0008201	g394	Cg003G109590
OG0008202	g367, g366	Cg003G110070
OG0008203	g9865	Cg003G110090
OG0008204	g361, g9863	Cg003G110190
OG0008205	g9854	Cg003G110300
OG0008206	g352	Cg003G110340
OG0008208	g327	Cg003G110770
OG0008209	g9827	Cg003G110910
OG0008210	g28723	Cg003G106090
OG0008211	g1190	Cg003G106080
OG0008212	g39278	Cg003G106030
OG0008213	g19322	Cg002G055660
OG0008214	g19330	Cg002G055690
OG0008215	g2496	Cg002G055720
OG0008216	g19341, g2540	Cg002G055990
OG0008217	g2557	Cg002G056290
OG0008218	g2595, g19370	Cg002G056840
OG0008219	g2622, g19396	Cg002G057350
OG0008220	g2624	Cg002G057360
OG0008221	g2633, g19413, g11382	Cg002G057670
OG0008222	g19463	Cg002G058550
OG0008223	g2822	Cg002G060330
OG0008224	g3128	Cg002G063120
OG0008225	g43578	Cg009G326010
OG0008226	g41637	Cg007G267680
OG0008227	g41641	Cg007G267660
OG0008228	g44888	Cg007G267640
OG0008229	g18037, g41644	Cg007G267600
OG0008230	g44891	Cg007G267520
OG0008231	g44892	Cg007G267480
OG0008232	g37108, g51477	Cg005G171760
OG0008233	g41691	Cg007G267330
OG0008234	g44877	Cg007G267820
OG0008235	g44913	Cg007G267250
OG0008236	g44785, g45763	Cg007G269200
OG0008237	g44784	Cg007G269210
OG0008238	g44782, g45769	Cg007G269290
OG0008239	g45819	Cg007G270250
OG0008240	g27573, g32123	Cg006G221470
OG0008241	g6626	Cg004G138770
OG0008242	g45831	Cg007G270620
OG0008243	g45833	Cg007G270640
OG0008244	g45842	Cg007G270700
OG0008245	g45850	Cg007G270790
OG0008246	g44699	Cg007G270840
OG0008247	g45894	Cg007G271470
OG0008248	g45915	Cg007G271800
OG0008249	g45949	Cg007G272190
OG0008250	g45961	Cg007G272630
OG0008251	g46422	Cg007G278770
OG0008252	g46420	Cg007G278750
OG0008253	g46418	Cg007G278730
OG0008254	g46391, g44358	Cg007G278490
OG0008255	g44360	Cg007G278440
OG0008256	g46366	Cg007G278110
OG0008257	g46334	Cg007G277860
OG0008258	g46323	Cg007G277730
OG0008259	g46309	Cg007G277530
OG0008260	g46278	Cg007G277150
OG0008261	g46248	Cg007G276650
OG0008263	g44432, g31895	Cg007G276370
OG0008264	g46233	Cg007G276360
OG0008265	g46226	Cg007G276220
OG0008266	g44442	Cg007G276170
OG0008267	g46211, g44452	Cg007G276070
OG0008268	g46188	Cg007G275680
OG0008269	g46174	Cg007G275410
OG0008270	g44508	Cg007G275210
OG0008271	g44534	Cg007G274810
OG0008272	g44546	Cg007G274600
OG0008273	g46107	Cg007G274400
OG0008274	g46099	Cg007G274280
OG0008275	g44556, g46094	Cg007G274230
OG0008276	g46085	Cg007G274090
OG0008277	g44569	Cg007G273860
OG0008278	g44573	Cg007G273800
OG0008279	g46032	Cg007G273560
OG0008280	g44582	Cg007G273460
OG0008281	g46002	Cg007G272990
OG0008282	g44615	Cg007G272700
OG0008283	g44341	Cg007G279740
OG0008284	g13603	Cg007G280130
OG0008285	g14406	Cg007G280290
OG0008286	g46539	Cg007G280380
OG0008287	g46554	Cg007G280590
OG0008288	g44297	Cg007G280840
OG0008289	g46572	Cg007G280700
OG0008290	g46586	Cg007G281190
OG0008293	g46610	Cg007G281690
OG0008294	g7290, g13145	Cg004G128420
OG0008295	g7264	Cg004G128820
OG0008296	g12251	Cg004G128860
OG0008297	g7252	Cg004G129120
OG0008298	g7237	Cg004G129280
OG0008299	g7205	Cg004G129830
OG0008300	g10075	Cg008G305460
OG0008301	g7202	Cg004G129860
OG0008302	g7201	Cg004G129890
OG0008303	g12210, g7198	Cg004G129920
OG0008304	g13210, g7189	Cg004G130220
OG0008305	g12199	Cg004G130250
OG0008306	g13212	Cg004G130300
OG0008307	g12194, g7173	Cg004G130360
OG0008308	g12160	Cg004G131030
OG0008309	g12151, g7119	Cg004G131230
OG0008310	g7104	Cg004G131560
OG0008311	g7101	Cg004G131590
OG0008312	g54274	Cg006G196960
OG0008313	g1453, g12106	Cg004G132260
OG0008314	g7027	Cg004G132630
OG0008315	g7020	Cg004G132680
OG0008316	g6996, g12073	Cg004G133190
OG0008317	g6957	Cg004G133720, Cg004G133700
OG0008318	g6949	Cg004G133890
OG0008321	g6886	Cg004G134940
OG0008322	g6860	Cg004G135320
OG0008323	g13315, g11995	Cg004G135340
OG0008324	g13320	Cg004G135420
OG0008325	g11977, g6832	Cg004G135760
OG0008326	g13337	Cg004G136160
OG0008327	g6798	Cg004G136190
OG0008329	g3597, g30084, g36100, g30085	Cg002G051950
OG0008330	g11902	Cg004G137480
OG0008331	g47092	Cg001G026580
OG0008332	g6584	Cg004G139640
OG0008333	g11768	Cg004G140390
OG0008334	g11761	Cg004G140770
OG0008335	g6477	Cg004G141710
OG0008336	g11728	Cg004G142030
OG0008337	g11671	Cg004G142960
OG0008338	g41227	Cg003G099370
OG0008339	g6022	Cg004G154370
OG0008340	g14306	Cg004G149870, Cg004G150830
OG0008341	g14236	Cg004G151270
OG0008342	g6150	Cg004G151580
OG0008343	g6139	Cg004G152100
OG0008344	g14103	Cg004G152460
OG0008345	g13716	Cg004G152780
OG0008346	g6098	Cg004G152890
OG0008347	g6091, g14032	Cg004G153390
OG0008348	g6088, g14027	Cg004G153460
OG0008349	g14025	Cg004G153480
OG0008350	g6046	Cg004G153860
OG0008351	g5997	Cg004G154800
OG0008352	g6000	Cg004G154750
OG0008353	g13947	Cg004G154930
OG0008354	g5967	Cg002G069130
OG0008355	g13903	Cg004G155940
OG0008356	g13856, g13822	Cg004G156760
OG0008357	g54369	Cg006G194390, Cg003G097930
OG0008358	g54365	Cg006G194490
OG0008359	g36708	Cg006G194910
OG0008360	g40723	Cg008G325310
OG0008361	g36705	Cg006G194990
OG0008363	g49904, g36669	Cg006G195720
OG0008364	g54301	Cg006G196040
OG0008365	g36634	Cg006G196200
OG0008366	g36625	Cg006G196320
OG0008367	g36611	Cg006G196500
OG0008368	g28006	Cg006G196510
OG0008369	g36605	Cg006G196560, Cg004G119070, Cg004G118830, Cg004G118700, Cg004G118940
OG0008370	g36599	Cg006G196660
OG0008371	g54250	Cg006G197570
OG0008373	g54226	Cg006G198070
OG0008374	g54188	Cg006G198350
OG0008375	g36455, g54209	Cg006G199170
OG0008376	g36435	Cg006G199460
OG0008377	g28057, g54163	Cg006G199540
OG0008378	g54122	Cg006G200400
OG0008379	g28084	Cg006G200620
OG0008380	g17594, g24387	Cg001G025060
OG0008381	g24399	Cg001G025200
OG0008382	g51482	Cg005G171720
OG0008383	g37107	Cg005G171770
OG0008385	g19285	Cg002G054910
OG0008386	g11335, g2426	Cg002G054670
OG0008387	g2416	Cg002G054510
OG0008388	g19258	Cg002G054420
OG0008389	g2409	Cg002G054030
OG0008390	g2398, g19217	Cg002G053810
OG0008391	g19191, g2344	Cg002G053000
OG0008392	g19185, g2338	Cg002G052880
OG0008393	g19174	Cg002G052760
OG0008394	g2327	Cg002G052660
OG0008395	g19166	Cg002G052470
OG0008396	g2460	Cg002G055090
OG0008397	g2296, g11300	Cg002G052230
OG0008398	g2295, g19157	Cg002G052220
OG0008399	g19137	Cg002G051860
OG0008400	g19159	Cg002G052260
OG0008401	g2272	Cg002G051890
OG0008402	g2254	Cg002G051590
OG0008403	g19092	Cg002G051040
OG0008404	g19081	Cg002G050940
OG0008405	g2171	Cg002G050280
OG0008406	g2144	Cg002G049860
OG0008407	g2070	Cg002G049310
OG0008408	g18982, g2118	Cg002G048710
OG0008409	g2035	Cg002G048130
OG0008410	g1978	Cg002G047900
OG0008411	g1989	Cg002G047720
OG0008412	g1990	Cg002G047710
OG0008413	g1997	Cg002G047640
OG0008414	g18929	Cg002G047580
OG0008416	g11204	Cg002G047490
OG0008417	g52089	Cg005G163010
OG0008418	g16857	Cg001G040720
OG0008419	g18896, g2021	Cg002G047090
OG0008420	g2024	Cg002G047000
OG0008421	g2025	Cg002G046970
OG0008422	g18879	Cg002G046880
OG0008423	g11199	Cg002G046830
OG0008424	g1960	Cg002G046760
OG0008425	g18859	Cg002G046490
OG0008426	g11192	Cg002G046410
OG0008427	g18826	Cg002G046220
OG0008429	g18803	Cg002G045950
OG0008430	g1815	Cg002G044920
OG0008431	g1788	Cg002G044690
OG0008432	g1786	Cg002G044670
OG0008433	g1780	Cg002G044540
OG0008434	g1768	Cg002G044430
OG0008435	g1773	Cg002G044470
OG0008436	g18742	Cg002G043800
OG0008437	g18743	Cg002G043790
OG0008438	g18746	Cg002G043760
OG0008439	g11146, g1742	Cg002G043610
OG0008440	g11145	Cg002G043460
OG0008441	g54344, g36687	Cg006G195340
OG0008442	g36670, g35874	Cg006G195710
OG0008447	g51707	Cg005G168120
OG0008450	g45994, g17999	Cg007G272820
OG0008452	g47667	Cg001G012160
OG0008454	g33266, g33567, g22397, g22452, g22311, g22370, g47843	Cg001G006730
OG0008456	g49553	Cg006G239410
OG0008457	g31107	Cg006G237920, Cg006G237910
OG0008458	g27073	Cg006G236710
OG0008459	g31298, g27138	Cg006G234900
OG0008464	g44842	Cg007G268530
OG0008465	g41563, g44844	Cg007G268480
OG0008466	g18043	Cg007G266500
OG0008468	g7393, g12333	Cg004G126910
OG0008469	g29840	Cg008G283880
OG0008470	g38309, g39725	Cg008G319060
OG0008471	g51087, g40025	Cg005G178680
OG0008472	g25018, g25107	Cg007G261060
OG0008473	g1269	Cg003G107040
OG0008474	g1559	Cg002G073400
OG0008475	g896	Cg003G099630
OG0008476	g39289	Cg003G105420
OG0008477	g28864	Cg008G302480
OG0008478	g582	Cg008G304740
OG0008479	g9859	Cg003G110240
OG0008480	g119	Cg003G113950
OG0008482	g32155	Cg006G220860
OG0008483	g35763, g38789	Cg001G030750, Cg001G030840, Cg001G031390, Cg001G031400, Cg004G147330, Cg006G205070
OG0008486	g1392	Cg003G096280, Cg003G090680
OG0008491	g10282	Cg008G312670
OG0008504	g23566	Cg001G012330
OG0008505	g23537	Cg001G011870
OG0008506	g47683	Cg001G011680
OG0008507	g23512	Cg001G011540
OG0008508	g17016	Cg001G011450
OG0008509	g47716	Cg001G010650
OG0008510	g47717	Cg001G010630
OG0008512	g23448	Cg001G010580
OG0008513	g47726	Cg001G010490
OG0008514	g23422	Cg001G010260, Cg001G010250
OG0008515	g16985, g23414	Cg001G010160
OG0008516	g23398	Cg001G010080
OG0008517	g47746	Cg001G010050
OG0008518	g671	Cg008G300350
OG0008519	g23376	Cg001G009680
OG0008520	g23374	Cg001G009650
OG0008521	g23329	Cg001G009150
OG0008522	g16949	Cg001G009000
OG0008523	g47790	Cg001G008780
OG0008524	g47795	Cg001G008680
OG0008525	g47796	Cg001G008620
OG0008526	g23284, g16932	Cg001G008310
OG0008527	g16930, g23278	Cg001G008240
OG0008528	g16926	Cg001G008210
OG0008529	g23249	Cg001G007730
OG0008530	g23219	Cg001G007350
OG0008531	g23234	Cg001G007380
OG0008532	g47827	Cg001G007370
OG0008533	g23200	Cg001G007140
OG0008534	g47820	Cg001G007680
OG0008535	g23191	Cg001G007040
OG0008536	g23190	Cg001G007030
OG0008537	g23189	Cg001G007020
OG0008538	g23183	Cg001G006960
OG0008540	g47874	Cg001G006020
OG0008541	g47865	Cg001G006220
OG0008542	g18186	Cg001G006350
OG0008543	g23095	Cg001G005830
OG0008544	g18208	Cg001G005810
OG0008545	g23077	Cg001G005710
OG0008546	g23059	Cg001G005500
OG0008547	g47900	Cg001G005330
OG0008548	g32523, g27749	Cg006G215000
OG0008550	g32540	Cg006G214390
OG0008551	g32549	Cg006G214230
OG0008553	g32614	Cg006G213590
OG0008554	g24301, g24298	Cg001G023920
OG0008555	g47194	Cg001G024010
OG0008556	g24325, g17565	Cg001G024500
OG0008557	g27187	Cg006G233690
OG0008558	g43893	Cg007G256370
OG0008559	g41134	Cg007G256100
OG0008560	g41112	Cg007G254170
OG0008561	g47831	Cg001G007290
OG0008562	g44031	Cg007G252160
OG0008563	g31224	Cg006G236120
OG0008564	g38259	Cg007G251930
OG0008565	g44106	Cg007G250900
OG0008566	g41032	Cg007G250850
OG0008567	g41002	Cg007G249780
OG0008568	g40999	Cg007G249700
OG0008570	g44154	Cg007G249520
OG0008571	g44167	Cg007G249290
OG0008572	g40970	Cg007G249200
OG0008573	g44180	Cg007G248930
OG0008574	g40952	Cg007G248910
OG0008575	g44186	Cg007G248880
OG0008576	g27164	Cg007G248670
OG0008577	g49782, g31336	Cg006G234070
OG0008578	g31578	Cg006G230700
OG0008579	g10775	Cg002G075220
OG0008580	g10762	Cg002G075040
OG0008581	g10742	Cg002G074920
OG0008582	g10721	Cg002G074560
OG0008583	g16701	Cg002G074280
OG0008584	g10661	Cg002G073700
OG0008585	g10653	Cg002G073500
OG0008586	g1563	Cg002G073130
OG0008587	g10605	Cg002G072880
OG0008588	g10599	Cg002G072790
OG0008589	g10588	Cg002G072630
OG0008590	g10567	Cg002G072150
OG0008591	g10555	Cg002G072000
OG0008592	g10541	Cg002G071680
OG0008593	g1601	Cg002G071660
OG0008594	g10516	Cg002G071340
OG0008595	g10505	Cg002G071210
OG0008596	g10498	Cg006G198900
OG0008597	g10459	Cg002G070580
OG0008598	g10458	Cg002G070550
OG0008599	g10417	Cg002G069100
OG0008600	g10415	Cg002G069150
OG0008601	g4295, g16503	Cg002G069570
OG0008602	g10399	Cg002G069680
OG0008603	g10397	Cg002G069790
OG0008604	g10356	Cg002G067760
OG0008605	g10354	Cg002G067710
OG0008606	g45004	Cg007G265480
OG0008607	g45030	Cg007G264970
OG0008610	g44262	Cg007G245530
OG0008611	g40739	Cg007G245570
OG0008612	g40768	Cg007G245880
OG0008613	g40775	Cg007G245910
OG0008614	g40818	Cg007G246180
OG0008615	g40808	Cg007G246290
OG0008616	g40801	Cg007G246410
OG0008617	g44248	Cg007G246990
OG0008618	g40846	Cg007G246980
OG0008619	g40863	Cg007G247310
OG0008620	g40890, g44232	Cg007G247790
OG0008621	g12272	Cg004G128370
OG0008622	g39304	Cg003G105070
OG0008624	g38151	Cg005G165010
OG0008625	g51972	Cg005G164940
OG0008626	g12402	Cg004G124960
OG0008627	g5720	Cg008G284380
OG0008628	g13073	Cg004G125860
OG0008629	g7418	Cg004G126350
OG0008630	g12348	Cg004G126620
OG0008631	g7402	Cg004G126720
OG0008632	g7377	Cg004G127220
OG0008633	g12319	Cg004G127270
OG0008634	g7347	Cg004G127650
OG0008635	g13130	Cg004G127730
OG0008636	g7342	Cg004G127740
OG0008637	g12292	Cg004G127940
OG0008638	g13139	Cg004G128120
OG0008639	g41149	Cg003G091140
OG0008640	g26831	Cg003G090230, Cg003G095690
OG0008641	g28260	Cg003G090460, Cg003G096010
OG0008642	g28281	Cg003G096550
OG0008643	g1364	Cg003G097080
OG0008644	g1362, g28300	Cg003G097120
OG0008645	g28304	Cg003G097480
OG0008646	g41193, g41175	Cg003G098220
OG0008647	g28350	Cg003G098330
OG0008648	g888	Cg003G099420
OG0008649	g41247	Cg003G099700
OG0008650	g907	Cg003G100050
OG0008651	g901	Cg003G099850
OG0008652	g41254	Cg003G099800
OG0008653	g28425, g922	Cg003G100370
OG0008654	g28426, g41291	Cg003G100400
OG0008655	g28432	Cg003G100500
OG0008656	g927, g28433	Cg003G100520
OG0008657	g28455	Cg003G101280
OG0008658	g28441	Cg003G100800
OG0008659	g948	Cg003G101400
OG0008661	g955	Cg003G101610
OG0008662	g28497	Cg003G102250
OG0008663	g28507, g997	Cg003G102390
OG0008664	g28510	Cg003G102480
OG0008665	g28515	Cg003G102780
OG0008666	g28523	Cg003G102920
OG0008667	g1024	Cg003G102930
OG0008668	g28542, g39357	Cg003G103390
OG0008669	g28555	Cg003G103660
OG0008670	g1068	Cg003G103680
OG0008671	g28558	Cg003G104020
OG0008672	g39338	Cg003G104210
OG0008673	g1083	Cg003G104230
OG0008674	g28592	Cg003G104480
OG0008675	g28609	Cg003G104670
OG0008676	g28622	Cg003G104780
OG0008677	g28632	Cg003G104900
OG0008678	g1118	Cg003G105210
OG0008679	g28666	Cg003G105440
OG0008680	g28680	Cg003G105630
OG0008681	g28681	Cg003G105640
OG0008682	g10306	Cg009G325630, Cg008G313810
OG0008683	g10301	Cg008G313970, Cg009G325980
OG0008684	g10300	Cg008G314050
OG0008685	g29362, g5282	Cg008G293460
OG0008686	g29364	Cg008G293440
OG0008687	g29378	Cg008G293230
OG0008688	g29374	Cg008G293180
OG0008689	g45609	Cg008G293170
OG0008690	g5295	Cg008G293120
