Orthogroup	Cochlearia_excelsa	Cardamine_glauca
OG0008692	g45592	Cg008G292780
OG0008693	g45587	Cg008G292630
OG0008694	g5335, g29418	Cg008G292410
OG0008695	g5344	Cg008G292300
OG0008696	g5347	Cg008G292270
OG0008697	g29426, g32427	Cg008G292210
OG0008698	g5377	Cg008G291770
OG0008699	g29483, g5403	Cg008G291170
OG0008700	g45540	Cg008G290940
OG0008701	g45534	Cg008G290820
OG0008702	g5426, g29513	Cg008G290560
OG0008703	g29540	Cg008G290280
OG0008704	g29550	Cg008G290060
OG0008705	g29554	Cg008G289980
OG0008706	g29566	Cg008G289720
OG0008708	g29574	Cg008G289480
OG0008709	g5500, g29586	Cg008G289280
OG0008710	g5509	Cg008G289050
OG0008711	g5526	Cg008G288750
OG0008712	g5531	Cg008G288720
OG0008713	g29607	Cg008G288620
OG0008714	g29621	Cg008G288430
OG0008715	g24286	Cg001G023780
OG0008716	g24244, g47226	Cg001G023310
OG0008717	g47235	Cg001G023250
OG0008718	g24235	Cg001G023150
OG0008719	g47239, g17520	Cg001G023110
OG0008720	g24233, g17519	Cg001G023100
OG0008721	g24230	Cg001G022910
OG0008722	g47257, g24209	Cg001G022710
OG0008724	g10982	Cg008G322540
OG0008725	g24151	Cg001G021530
OG0008726	g24148, g47302	Cg001G021500
OG0008727	g17428, g24129	Cg001G021290
OG0008728	g24124	Cg001G021240
OG0008729	g17409	Cg001G021180
OG0008730	g47328	Cg001G020740
OG0008731	g24075	Cg001G020710
OG0008732	g24068	Cg001G020570
OG0008733	g24053	Cg001G020310
OG0008734	g47358	Cg001G020000
OG0008735	g17363	Cg001G019830
OG0008736	g24008	Cg001G019550
OG0008737	g47402	Cg001G019190
OG0008738	g47430	Cg001G018370
OG0008739	g40401	Cg003G081500
OG0008740	g47434	Cg001G018240
OG0008741	g17275	Cg001G018080
OG0008742	g23922	Cg001G017950
OG0008743	g17272	Cg001G017920
OG0008744	g47452	Cg001G017810
OG0008745	g23893, g47459	Cg001G017430
OG0008746	g44697	Cg007G270920
OG0008748	g40307, g25782	Cg003G083870
OG0008749	g32680	Cg006G212000
OG0008750	g32738	Cg006G210820
OG0008751	g27810	Cg006G210680
OG0008752	g50753, g32767	Cg006G210530
OG0008753	g32851	Cg006G210180
OG0008754	g32993	Cg006G209350
OG0008755	g35950, g53898	Cg006G204550
OG0008756	g28144	Cg006G204590
OG0008757	g32291, g50420	Cg006G219020
OG0008758	g36186	Cg006G204510
OG0008759	g32305	Cg006G218780
OG0008760	g50460	Cg006G218360
OG0008761	g44572	Cg007G273810
OG0008762	g50503	Cg006G217520
OG0008763	g32392	Cg006G217460
OG0008764	g27689	Cg006G216760
OG0008765	g50552	Cg006G215770
OG0008766	g50565	Cg006G215500
OG0008767	g32502	Cg006G215410
OG0008769	g47932	Cg001G004470
OG0008770	g22974	Cg001G004410
OG0008771	g22960	Cg001G004070
OG0008772	g22922	Cg001G003660
OG0008773	g47974	Cg001G003420
OG0008774	g22878	Cg001G003130
OG0008775	g22869	Cg001G003030
OG0008776	g22855	Cg001G002970
OG0008777	g22851	Cg001G002930
OG0008778	g22806	Cg001G002380
OG0008779	g22803	Cg001G002360
OG0008780	g22789	Cg001G002080
OG0008781	g22780	Cg001G001980
OG0008782	g22778, g22777	Cg001G001960
OG0008783	g22743	Cg001G001660
OG0008784	g18304, g38522	Cg001G001110
OG0008785	g23619	Cg001G013040
OG0008787	g46839	Cg001G034780
OG0008788	g46758	Cg001G037940
OG0008789	g37509	Cg005G162260
OG0008790	g16905	Cg001G039190
OG0008791	g32509	Cg006G215320
OG0008792	g29720	Cg008G286420
OG0008793	g32578	Cg006G214070
OG0008794	g51536	Cg005G170930
OG0008795	g40264	Cg003G085290
OG0008796	g51406	Cg005G172630
OG0008797	g37062	Cg008G318850
OG0008798	g37048	Cg008G318300
OG0008799	g37052	Cg008G318070
OG0008800	g52273, g37625	Cg005G160020
OG0008801	g18465, g18424	Cg011G329120, Cg008G317720
OG0008802	g40308	Cg003G083860
OG0008803	g40354	Cg003G082660
OG0008804	g45142	Cg003G081710
OG0008805	g40399, g25668	Cg003G081550
OG0008806	g25602	Cg003G081290
OG0008807	g25604	Cg003G081260
OG0008809	g25580	Cg003G093670, Cg003G080310
OG0008810	g40464	Cg003G080000, Cg003G094020
OG0008811	g25542	Cg001G019790
OG0008812	g40493	Cg008G320840
OG0008813	g40495	Cg008G320880
OG0008814	g11033	Cg008G321240
OG0008815	g40531	Cg008G321730
OG0008816	g40555	Cg008G322430
OG0008817	g10966	Cg008G323020
OG0008818	g40588	Cg008G323110
OG0008819	g10922	Cg008G324260
OG0008820	g40647	Cg008G324310
OG0008821	g10906	Cg008G324550
OG0008822	g40721	Cg008G325290
OG0008823	g40722	Cg008G325300
OG0008824	g46871, g25206	Cg001G033550
OG0008825	g46946	Cg001G031460
OG0008826	g24752, g24757	Cg001G030360
OG0008827	g46652	Cg001G030150, Cg005G174220
OG0008828	g24635	Cg001G029420
OG0008829	g13490	Cg004G142050
OG0008830	g24562	Cg001G028100
OG0008831	g17726	Cg001G027950
OG0008832	g24534	Cg001G027880
OG0008833	g47075	Cg001G027080
OG0008834	g17684	Cg001G026620
OG0008835	g24471	Cg001G026570
OG0008836	g36165, g14875, g52876, g43248	Cg001G026010
OG0008837	g47106	Cg001G025930
OG0008840	g46664	Cg001G041310
OG0008841	g16802	Cg001G041910
OG0008842	g46651, g16804	Cg001G041890
OG0008843	g16779, g16781	Cg001G042410
OG0008844	g46626	Cg001G042820
OG0008845	g46622	Cg001G042940
OG0008846	g5965	Cg005G157600
OG0008847	g37766	Cg005G157670
OG0008848	g37764	Cg005G157720
OG0008849	g37686	Cg005G158970
OG0008850	g50790	Cg005G159080
OG0008851	g50783	Cg005G159200
OG0008852	g52296	Cg005G159590
OG0008853	g52295	Cg005G159650
OG0008854	g37627	Cg005G160000
OG0008855	g37610	Cg005G160380
OG0008856	g37591	Cg005G160590
OG0008857	g37586	Cg005G160680
OG0008858	g52241	Cg005G160750
OG0008859	g1930	Cg002G046380
OG0008860	g38226	Cg005G161620
OG0008861	g52158	Cg005G161740
OG0008862	g52151, g52149	Cg005G161780
OG0008863	g52148	Cg005G161790
OG0008864	g37523	Cg005G161960
OG0008865	g37496	Cg005G162570
OG0008866	g52094	Cg005G162830
OG0008867	g18909	Cg002G047360
OG0008868	g52077	Cg005G163270
OG0008869	g37446	Cg005G163590
OG0008871	g37443	Cg005G163650
OG0008872	g5361	Cg008G292160
OG0008873	g52010	Cg005G164110
OG0008874	g37402	Cg005G164240
OG0008875	g51995	Cg005G164480
OG0008876	g37391	Cg005G164490
OG0008877	g45289	Cg008G282520
OG0008878	g45294	Cg008G282620
OG0008879	g5814	Cg008G282670
OG0008880	g5807	Cg008G282770
OG0008881	g5788	Cg008G283180
OG0008882	g29847	Cg008G283500
OG0008883	g5752	Cg008G283870
OG0008884	g29831	Cg008G284420
OG0008885	g5717	Cg008G284500
OG0008886	g29809	Cg008G284690
OG0008887	g5698	Cg008G284960
OG0008888	g29112	Cg008G299830
OG0008889	g29127	Cg008G300120
OG0008890	g653, g28980	Cg008G300170
OG0008891	g28975	Cg008G300230
OG0008892	g704	Cg008G300620
OG0008893	g705	Cg008G300640
OG0008894	g664	Cg008G300250
OG0008895	g41401, g28929	Cg008G300960
OG0008896	g448	Cg003G108550
OG0008897	g28909	Cg008G301370
OG0008898	g743	Cg008G301390
OG0008899	g28901	Cg008G301580
OG0008900	g763	Cg008G301640
OG0008901	g28897	Cg008G301670
OG0008902	g770	Cg008G301790
OG0008903	g28873	Cg008G302140
OG0008904	g28871	Cg008G302180
OG0008905	g816	Cg008G302590
OG0008906	g41333	Cg008G302730
OG0008907	g831	Cg003G108390
OG0008908	g28805	Cg003G107980
OG0008909	g266	Cg003G111720
OG0008910	g1295	Cg003G107640
OG0008911	g28783	Cg003G107630
OG0008912	g41303	Cg003G107540
OG0008913	g28763	Cg003G107460
OG0008914	g28761	Cg003G107430
OG0008915	g39245	Cg003G106790
OG0008916	g1245, g39248	Cg003G106710
OG0008917	g28746	Cg003G107190
OG0008918	g1257	Cg003G106870
OG0008919	g1240	Cg003G106620
OG0008920	g1236	Cg003G106580
OG0008921	g1232	Cg003G106540
OG0008922	g274	Cg003G111600
OG0008923	g9799, g270	Cg003G111660
OG0008924	g49612	Cg006G237830
OG0008925	g9796	Cg003G111770
OG0008927	g9770, g240	Cg003G112220
OG0008928	g9753	Cg003G112560
OG0008929	g9746	Cg003G112710
OG0008930	g197, g18663	Cg003G113150
OG0008931	g177	Cg003G113050
OG0008932	g9724	Cg003G113030
OG0008933	g117, g9687	Cg003G114010
OG0008934	g107	Cg003G114120
OG0008935	g88	Cg003G114310
OG0008936	g9669	Cg003G114450
OG0008937	g9660	Cg003G114830
OG0008938	g9644	Cg003G114980
OG0008939	g19653	Cg003G115000
OG0008940	g19647, g38	Cg003G115130
OG0008941	g19644	Cg003G115290
OG0008942	g27	Cg003G115390
OG0008945	g14, g9626	Cg003G115670
OG0008947	g45269	Cg003G076580, Cg014G332990
OG0008948	g26863	Cg006G245070
OG0008949	g25358	Cg003G076300, Cg014G333280
OG0008950	g25351	Cg014G333370, Cg003G076210
OG0008951	g39452	Cg003G076190
OG0008952	g45255	Cg014G332800, Cg003G076800
OG0008953	g45263	Cg003G101120
OG0008954	g39492	Cg014G331650, Cg003G078040
OG0008955	g39536, g25449	Cg003G077400, Cg014G332220
OG0008956	g39540	Cg005G186550
OG0008957	g39555	Cg014G331410, Cg003G078240
OG0008958	g39605	Cg014G330720, Cg003G078810
OG0008959	g39611	Cg003G078890, Cg003G095060
OG0008960	g25496	Cg003G094780, Cg003G079220
OG0008961	g39634	Cg003G079240, Cg003G094760
OG0008962	g51348	Cg005G173300
OG0008963	g39704	Cg008G319770
OG0008964	g39706	Cg008G319750
OG0008965	g46869	Cg008G319380
OG0008966	g39723, g11107	Cg008G319220
OG0008967	g51341, g39748	Cg005G173340
OG0008968	g51335	Cg005G173530
OG0008969	g39750	Cg005G173410
OG0008970	g39767	Cg005G173820
OG0008971	g51321	Cg005G173760
OG0008974	g51304	Cg005G174190
OG0008975	g27970, g49271, g5	Cg006G194000
OG0008977	g51251	Cg005G175240
OG0008978	g39850	Cg005G175390
OG0008979	g39869	Cg005G175570
OG0008980	g39884, g37902	Cg005G175380
OG0008981	g39897	Cg005G176010
OG0008982	g51194	Cg005G176610, Cg005G176550
OG0008984	g51139	Cg005G177590
OG0008985	g40015	Cg005G177880
OG0008986	g51120	Cg005G177900
OG0008987	g37849	Cg005G178140
OG0008988	g40003	Cg005G178170
OG0008989	g37845, g39981	Cg005G178530
OG0008990	g51090	Cg005G178590
OG0008991	g40038	Cg005G178900
OG0008992	g40048	Cg005G179030
OG0008993	g53382	Cg005G179250
OG0008994	g40089	Cg005G179720
OG0008995	g40090	Cg005G179730
OG0008996	g40125	Cg005G181530
OG0008997	g40119, g53543	Cg005G181230
OG0008998	g40115	Cg005G181100
OG0008999	g40102	Cg005G180430
OG0009001	g38272	Cg005G185000
OG0009002	g51068	Cg005G187230
OG0009003	g36847	Cg005G187240, Cg005G185840
OG0009004	g23632	Cg001G013220
OG0009005	g17086	Cg001G013260
OG0009006	g23658	Cg001G013620
OG0009007	g49985	Cg004G116630
OG0009008	g7929	Cg004G116610
OG0009009	g7930	Cg004G116600
OG0009010	g7942	Cg004G116350
OG0009011	g7941	Cg004G116360
OG0009012	g7946	Cg004G116240
OG0009013	g23704	Cg001G014330
OG0009014	g47613	Cg001G013730
OG0009015	g47605	Cg001G013860
OG0009016	g7914	Cg004G117040
OG0009017	g7896	Cg004G117320
OG0009018	g7866	Cg004G117670
OG0009019	g7862	Cg004G117750
OG0009020	g7852	Cg004G118010
OG0009021	g7842	Cg004G118100
OG0009022	g12662	Cg004G118240
OG0009023	g7833	Cg004G118310
OG0009024	g7832	Cg004G118320
OG0009025	g12635	Cg005G166380, Cg004G118590
OG0009026	g12780	Cg004G119360
OG0009027	g12801	Cg004G119680
OG0009028	g7793	Cg004G119760
OG0009029	g7792	Cg004G119770
OG0009030	g7781	Cg004G119930
OG0009031	g7772, g7763	Cg004G120080
OG0009032	g7749	Cg004G120260
OG0009033	g12592	Cg004G120300
OG0009034	g12591	Cg004G120340
OG0009035	g12582	Cg004G120580
OG0009037	g7714	Cg004G120940
OG0009038	g12875	Cg004G121470
OG0009039	g7686	Cg004G121490
OG0009041	g7656	Cg004G122220
OG0009042	g7642	Cg004G122490
OG0009043	g12935, g12482	Cg004G122690
OG0009044	g7622	Cg004G122940
OG0009045	g7610	Cg004G123160
OG0009047	g7600	Cg004G123370
OG0009048	g7597	Cg008G309980, Cg008G311770
OG0009049	g12965	Cg004G123420
OG0009050	g25028	Cg004G124020
OG0009051	g38281	Cg005G185410
OG0009052	g26908	Cg007G268500
OG0009053	g7552, g12992	Cg004G124120
OG0009054	g12420	Cg004G124160
OG0009055	g53945	Cg006G203160
OG0009056	g51915	Cg005G165530
OG0009057	g51909	Cg005G165600
OG0009058	g51886	Cg005G165650
OG0009059	g51880	Cg005G165740
OG0009060	g51468	Cg005G165800
OG0009061	g37351	Cg005G165930
OG0009062	g51800	Cg005G166560
OG0009063	g51793	Cg005G166570
OG0009064	g38128	Cg005G166730
OG0009065	g51763	Cg005G167050
OG0009066	g51774	Cg005G166820
OG0009067	g51756	Cg005G167130
OG0009068	g51737	Cg005G167570
OG0009069	g44860	Cg007G268100
OG0009070	g51735	Cg005G167590
OG0009071	g37149	Cg005G170430
OG0009072	g38028, g37156	Cg005G170370
OG0009073	g37160	Cg005G170350
OG0009075	g51587	Cg005G170060
OG0009076	g51599	Cg005G169900
OG0009077	g51613	Cg005G169620
OG0009078	g51623	Cg005G169460
OG0009079	g51634	Cg005G169140
OG0009080	g51675	Cg005G168580
OG0009081	g51676	Cg005G168570
OG0009082	g37287, g51728	Cg005G167700
OG0009083	g51727	Cg005G167720
OG0009084	g51692	Cg005G168350
OG0009085	g37278	Cg005G167820
OG0009086	g37269	Cg005G168020
OG0009087	g51714	Cg005G168030
OG0009088	g51547	Cg005G170740
OG0009089	g31585	Cg006G230640
OG0009090	g31586	Cg006G230620
OG0009091	g31596, g27302	Cg006G230450
OG0009092	g49942	Cg006G230390
OG0009093	g31610	Cg006G230290
OG0009094	g31614, g49946	Cg006G230240
OG0009095	g31628	Cg006G229920
OG0009096	g49962	Cg006G229790
OG0009097	g49970	Cg006G229550
OG0009098	g27345, g31653	Cg006G229460
OG0009099	g31654	Cg006G229430
OG0009100	g27357	Cg006G229090
OG0009101	g49994	Cg006G228740
OG0009102	g31699	Cg006G228610
OG0009103	g31702	Cg006G228590
OG0009104	g50012	Cg006G228340
OG0009105	g31754	Cg006G227840
OG0009106	g27412	Cg006G227460
OG0009110	g31816	Cg006G226970
OG0009111	g31889	Cg006G226050
OG0009112	g31890	Cg006G226040
OG0009113	g50126	Cg006G225760
OG0009115	g50166	Cg006G224900
OG0009116	g19162	Cg002G052340
OG0009117	g50211	Cg006G224110
OG0009118	g50225	Cg006G223980
OG0009119	g32019	Cg006G223970
OG0009120	g27527	Cg006G223220
OG0009121	g50251, g27528	Cg006G223210
OG0009122	g32047	Cg006G222800
OG0009123	g50291	Cg006G222520
OG0009124	g32100	Cg006G222400
OG0009125	g27554	Cg006G222110
OG0009126	g50335	Cg006G221440
OG0009127	g27580	Cg006G221250
OG0009128	g50349, g32146	Cg006G221030
OG0009130	g45791	Cg007G269570
OG0009131	g32161	Cg006G220730
OG0009132	g32170	Cg006G220600
OG0009133	g27597	Cg006G220490
OG0009134	g32180	Cg006G220480
OG0009135	g32200, g27607	Cg006G220180
OG0009137	g27616	Cg006G219860
OG0009138	g32225	Cg006G219830
OG0009139	g50398	Cg006G219550
OG0009140	g50407, g32279	Cg006G219280
OG0009141	g47500	Cg001G016600
OG0009142	g1500	Cg003G091860
OG0009143	g23833	Cg001G016370
OG0009144	g47523	Cg001G016050
OG0009145	g17188	Cg001G015940
OG0009146	g51038	Cg005G188360
OG0009148	g38345	Cg005G188950
OG0009149	g38340	Cg005G188900
OG0009150	g50993	Cg005G189920
OG0009151	g38391	Cg005G190130
OG0009152	g38401, g27289	Cg005G190750
OG0009153	g38411	Cg005G191010
OG0009154	g38437, g50952	Cg005G191370
OG0009155	g36914	Cg005G191590
OG0009156	g19308	Cg002G055360
OG0009157	g38485	Cg005G192210
OG0009158	g50898	Cg005G192360
OG0009159	g36955	Cg005G193020
OG0009162	g31570	Cg006G230840
OG0009163	g31551	Cg006G231100
OG0009164	g31541	Cg006G231270
OG0009165	g31508	Cg006G231770
OG0009166	g31506	Cg006G231800
OG0009167	g31486	Cg006G232010
OG0009168	g31447	Cg006G232640
OG0009169	g31449	Cg006G232610
OG0009170	g31420	Cg006G232940
OG0009171	g31378	Cg006G233550
OG0009172	g49781	Cg006G234090
OG0009173	g31331	Cg006G234210
OG0009174	g49773	Cg006G234550
OG0009175	g31275, g27127	Cg006G235200
OG0009176	g49745	Cg006G235230
OG0009177	g31269	Cg006G235320
OG0009178	g31243	Cg006G235740
OG0009179	g31221	Cg006G236160
OG0009180	g31226, g49713	Cg006G236070
OG0009181	g49626	Cg006G236530
OG0009182	g49637, g27069	Cg006G236750
OG0009183	g31174	Cg006G239520
OG0009184	g49638	Cg006G236970
OG0009185	g31152	Cg006G237070
OG0009186	g674, g28965	Cg008G300390
OG0009187	g31141	Cg006G237190
OG0009188	g49658	Cg006G237240
OG0009189	g49670	Cg006G237460
OG0009190	g27030	Cg006G237450
OG0009191	g31128	Cg006G237430
OG0009192	g27032, g31129	Cg006G237410
OG0009193	g49675	Cg006G237530
OG0009194	g27026	Cg006G237590
OG0009196	g49694	Cg006G237710
OG0009197	g49583	Cg006G238390
OG0009199	g27001	Cg006G238950
OG0009200	g31003	Cg006G239740
OG0009201	g30997, g26975	Cg006G239820
OG0009202	g30991	Cg006G239920
OG0009203	g30990	Cg006G239960
OG0009205	g49515	Cg006G240530
OG0009206	g30927, g49493	Cg006G240930
OG0009207	g49492	Cg006G240960
OG0009208	g30923	Cg006G241090
OG0009209	g32231	Cg007G281320
OG0009210	g30893	Cg006G241420
OG0009211	g49465	Cg006G241560
OG0009212	g49464	Cg006G241610
OG0009213	g30876	Cg006G241890
OG0009214	g30865	Cg006G242160
OG0009215	g30845	Cg006G242430
OG0009216	g26906	Cg006G242930
OG0009217	g49399	Cg006G243270
OG0009218	g30805	Cg006G243340
OG0009219	g30794	Cg006G243580
OG0009220	g49378	Cg006G243810
OG0009221	g30773	Cg006G243900
OG0009222	g49358	Cg006G244100
OG0009223	g49356	Cg006G244190
OG0009224	g49350	Cg006G244270
OG0009225	g30762	Cg006G244400
OG0009226	g49341	Cg006G244470
OG0009227	g26875	Cg006G244540
OG0009228	g30737	Cg006G244830
OG0009229	g49303	Cg014G333110, Cg003G076470
OG0009231	g30721	Cg006G245410
OG0009233	g5223	Cg008G294150
OG0009234	g5203	Cg008G294380
OG0009235	g45637	Cg008G294260
OG0009236	g45673	Cg008G295130
OG0009237	g29278	Cg008G295180
OG0009238	g5142	Cg008G295250
OG0009239	g5093, g29238	Cg008G295920
OG0009240	g45692	Cg008G295700
OG0009241	g5128	Cg008G295500
OG0009242	g29220	Cg008G296070
OG0009243	g5062	Cg008G296440
OG0009244	g45723	Cg008G296510
OG0009245	g29178	Cg008G296960
OG0009246	g45739	Cg008G297020
OG0009247	g5004	Cg008G297300
OG0009248	g5000	Cg008G297490
OG0009249	g4987, g3922, g4018, g3921	Cg008G297870
OG0009250	g29031	Cg008G298460
OG0009251	g29075, g4901	Cg008G299280
OG0009252	g29078	Cg008G299350
OG0009253	g4877	Cg008G299720
OG0009254	g29106, g4872	Cg008G299730
OG0009255	g10150	Cg008G307020
OG0009256	g10176	Cg008G307700
OG0009257	g4115, g4116, g22330, g35991	Cg008G308900, Cg008G310550
OG0009258	g10184	Cg008G308080
OG0009259	g10216	Cg008G310720, Cg008G309080
OG0009260	g10232	Cg008G310970, Cg008G309210
OG0009261	g5770, g5771, g10230	Cg008G309240, Cg008G311010
OG0009262	g29343	Cg008G293770
OG0009263	g45623	Cg008G293690
OG0009264	g45462, g29655	Cg008G287650
OG0009265	g29653	Cg008G287670
OG0009267	g5241, g45627	Cg008G293950
OG0009268	g29662	Cg008G287520
OG0009269	g5589	Cg008G287490
OG0009270	g50766, g13773	Cg008G293500
OG0009271	g29691, g45450	Cg008G287070
OG0009272	g5607	Cg008G287060
OG0009273	g29696	Cg008G286870
OG0009274	g29699	Cg008G286810
OG0009275	g45436, g5621	Cg008G286630
OG0009276	g29731	Cg008G286200
OG0009277	g29735	Cg008G286090
OG0009278	g29737	Cg008G286060
OG0009279	g29757	Cg008G285860
OG0009280	g29767, g5662	Cg008G285640
OG0009281	g10071	Cg008G305260
OG0009283	g604	Cg008G305300
OG0009284	g10058	Cg008G305040
OG0009285	g10049	Cg008G304880
OG0009286	g581	Cg008G304730
OG0009287	g578	Cg008G304600
OG0009288	g577, g10033	Cg008G304580
OG0009289	g10024	Cg008G304350
OG0009290	g551	Cg008G304290
OG0009291	g19135	Cg002G051810
OG0009292	g549	Cg008G304250
OG0009293	g10016, g10013	Cg008G304110
OG0009294	g511	Cg008G303600
OG0009295	g492	Cg008G303220
OG0009296	g9961, g488	Cg008G303140
OG0009297	g483	Cg008G303050
OG0009298	g9959	Cg008G303020
OG0009299	g465	Cg008G302880
OG0009300	g9920	Cg003G108860
OG0009301	g399	Cg003G109490
OG0009302	g390	Cg003G109630
OG0009303	g331	Cg003G110680
OG0009304	g19485	Cg002G058880
OG0009305	g51953	Cg003G110840
OG0009306	g1221	Cg003G106370
OG0009307	g1177	Cg007G249940, Cg003G105980
OG0009308	g19317	Cg002G055550
OG0009309	g2489	Cg002G055600
OG0009310	g11352	Cg002G055620
OG0009311	g2508	Cg002G055780
OG0009313	g19353	Cg002G056190
OG0009314	g2563	Cg002G056320
OG0009315	g19379	Cg002G056920
OG0009316	g11367	Cg002G056940
OG0009317	g19383	Cg002G056960
OG0009318	g2620	Cg002G057260
OG0009319	g2631	Cg002G057640
OG0009320	g2644	Cg002G057810
OG0009321	g2689	Cg002G058190
OG0009322	g2704	Cg002G058390
OG0009323	g19461	Cg002G058490
OG0009324	g19465, g19464	Cg002G058560
OG0009325	g19496	Cg002G059000
OG0009326	g2752, g19491	Cg002G059100
OG0009327	g2787, g11405, g11398	Cg002G059760
OG0009328	g19609	Cg002G063580
OG0009329	g11522, g19620	Cg002G066270
OG0009330	g23206	Cg001G007220
OG0009331	g10308	Cg002G066050
OG0009332	g41728	Cg007G267210
OG0009333	g44915	Cg007G267230
OG0009334	g41505	Cg007G268770
OG0009335	g44801	Cg007G269050
OG0009336	g44813	Cg007G268940
OG0009337	g44781	Cg007G269320
OG0009338	g44767	Cg007G269690
OG0009339	g45789	Cg007G269590
OG0009340	g45800	Cg007G269830
OG0009341	g40188	Cg005G183510
OG0009342	g44724	Cg007G270200
OG0009343	g45817	Cg007G270220, Cg007G270210
OG0009344	g44708	Cg007G270430
OG0009345	g45853, g44701	Cg007G270820
OG0009346	g44689	Cg007G271140
OG0009347	g44662	Cg007G271680
OG0009348	g44656, g45917	Cg007G271820
OG0009349	g44647	Cg007G272040
OG0009350	g45991	Cg007G272270
OG0009351	g45976	Cg007G272330
OG0009352	g45963	Cg007G272600
OG0009353	g45956	Cg007G272670
OG0009354	g45955	Cg007G272680
OG0009355	g18007	Cg007G272690
OG0009356	g46431	Cg007G278860
OG0009357	g46339	Cg007G277940
OG0009358	g46336	Cg007G277880
OG0009359	g44367	Cg007G277680
OG0009360	g6682, g11874	Cg004G138240
OG0009361	g44375	Cg007G277580
OG0009362	g44382, g46310	Cg007G277510
OG0009363	g46228	Cg007G276240
OG0009364	g46189	Cg007G275690
OG0009366	g44491	Cg007G275400
OG0009367	g46145	Cg007G274990
OG0009369	g44520	Cg007G274940
OG0009370	g46098	Cg007G274270
OG0009371	g46076	Cg007G273980
OG0009372	g31765	Cg006G227760
OG0009373	g44565	Cg007G273920
OG0009375	g44574	Cg007G273790
OG0009376	g28801	Cg003G107910, Cg003G107920
OG0009377	g44583, g46026	Cg007G273450
OG0009378	g46008	Cg007G273130
