Orthogroup	Noccaea_praecox	Alyssum_gmelinii
OG0008721	Np003G1382100	Ag013G1500500
OG0008722	Np003G1379000	Ag013G1505600
OG0008723	Np003G1605600	Ag013G1509200, Ag004G0746500
OG0008724	Np003G1377100	Ag013G1511200
OG0008725	Np003G1374300	Ag013G1513600
OG0008726	Np003G1374200	Ag013G1513700
OG0008727	Np003G1370900	Ag013G1518900
OG0008728	Np003G1370100	Ag013G1520300
OG0008729	Np003G1368200	Ag013G1523900
OG0008730	Np003G1364500	Ag013G1529700
OG0008731	Np003G1362900	Ag013G1532000
OG0008732	Np003G1361500	Ag013G1536800
OG0008733	Np003G1359400	Ag013G1540700
OG0008734	Np003G1354500	Ag013G1547200
OG0008735	Np003G1354200	Ag013G1547600
OG0008736	Np003G1353200, Np001G0052900	Ag013G1548400
OG0008737	Np003G1350800	Ag013G1551900
OG0008738	Np003G1350000	Ag013G1552400
OG0008739	Np001G0196100	Ag042G4406400, Ag013G1553500
OG0008740	Np003G1729600	Ag013G1554900
OG0008741	Np003G1347800	Ag013G1555900
OG0008742	Np003G1344200	Ag013G1559400
OG0008743	Np003G1342300	Ag013G1561600
OG0008744	Np003G1341000	Ag013G1562900
OG0008745	Np003G1340600	Ag013G1563200
OG0008746	Np003G1338400	Ag013G1564900
OG0008747	Np003G1335500	Ag013G1568500
OG0008748	Np003G1860100	Ag013G1570800
OG0008749	Np003G1859900	Ag013G1571000
OG0008750	Np003G1856400	Ag013G1573900
OG0008751	Np003G1856200	Ag013G1574000
OG0008752	Np003G1853900	Ag013G1576400
OG0008753	Np005G2812100, Np004G2253700	Ag013G1578100
OG0008754	Np005G2812400	Ag013G1578400
OG0008755	Np005G2815000	Ag013G1580200
OG0008756	Np005G2815100	Ag013G1580300
OG0008757	Np003G1882600	Ag019G2514900
OG0008758	Np006G3622300	Ag013G1584200
OG0008759	Np006G3621200, Np007G3961100	Ag013G1584600
OG0008760	Np006G3618500	Ag013G1586500
OG0008761	Np006G3617300	Ag013G1587400
OG0008762	Np006G3611300	Ag013G1591600
OG0008763	Np006G3610400	Ag013G1593000
OG0008764	Np006G3609100	Ag013G1593500
OG0008765	Np006G3609000	Ag013G1593600
OG0008766	Np006G3580200	Ag013G1596200
OG0008767	Np004G2030500	Ag033G3608000, Ag033G3606900
OG0008767	Np005G2670400, Np001G0492600	Ag013G1596400, Ag017G2414100
OG0008768	Np006G3581400	Ag013G1597400, Ag013G1597300
OG0008769	Np005G3168900, Np006G3582800, Np005G3169500	Ag013G1598000
OG0008770	Np005G3169200, Np006G3583800	Ag013G1598200
OG0008771	Np006G3584700, Np003G1321700	Ag013G1598900
OG0008772	Np006G3586300	Ag013G1600200
OG0008773	Np006G3704400, Np006G3697200	Ag013G1601700
OG0008774	Np006G3588500	Ag013G1602000
OG0008775	Np006G3588700	Ag013G1602100
OG0008776	Np006G3591900	Ag013G1605200
OG0008778	Np006G3595800	Ag013G1607700
OG0008779	Np006G3596200	Ag013G1608400
OG0008780	Np006G3598700	Ag013G1610200
OG0008781	Np006G3599000	Ag013G1610300
OG0008782	Np006G3599100	Ag013G1610400, Ag023G2845300
OG0008784	Np006G3599900	Ag013G1611500
OG0008785	Np006G3600600	Ag013G1612300
OG0008786	Np006G3601500	Ag013G1613800
OG0008787	Np006G3605900	Ag013G1619000
OG0008788	Np006G3424200	Ag013G1619100
OG0008789	Np006G3520200	Ag013G1625100
OG0008790	Np006G3517000	Ag013G1625600
OG0008791	Np006G3514300	Ag013G1626100, Ag026G2995800, Ag013G1626300
OG0008792	Np006G3523900	Ag013G1630700
OG0008793	Np006G3526300	Ag013G1633100
OG0008794	Np006G3530800, Np006G3477400	Ag013G1634300
OG0008795	Np006G3534200, Np006G3473100	Ag013G1636000
OG0008796	Np006G3534300, Np006G3472900	Ag013G1636200
OG0008797	Np006G3470400, Np006G3537600, Np001G0497000	Ag013G1638000
OG0008798	Np006G3545000, Np006G3485700	Ag013G1642300
OG0008799	Np006G3546400, Np006G3483000	Ag013G1642800
OG0008800	Np006G3546500, Np006G3482900	Ag013G1642900
OG0008801	Np006G3481800, Np006G3547600	Ag013G1643900
OG0008802	Np006G3548400	Ag013G1644900
OG0008803	Np006G3549300	Ag013G1645200
OG0008804	Np006G3550900	Ag013G1646300
OG0008805	Np006G3551600	Ag013G1647100
OG0008806	Np006G3555500	Ag013G1652600
OG0008807	Np006G3556000	Ag013G1653400
OG0008809	Np006G3561000	Ag013G1659200
OG0008810	Np006G3569500	Ag013G1661300
OG0008811	Np006G3565800	Ag013G1663700
OG0008812	Np005G3079500	Ag013G1665700
OG0008814	Np006G3573600	Ag013G1669100
OG0008815	Np006G3577500	Ag013G1672400
OG0008816	Np006G3578900	Ag013G1673300
OG0008818	Np008G4280300, Np006G3498100	Ag013G1674400
OG0008820	Np001G0641600	Ag013G1675200
OG0008821	Np001G0414600	Ag013G1676100
OG0008822	Np001G0412000	Ag013G1679300
OG0008823	Np007G3776800	Ag013G1680700
OG0008824	Np001G0408500	Ag013G1682300
OG0008825	Np001G0407300	Ag013G1683300
OG0008826	Np001G0407000	Ag013G1683500
OG0008827	Np005G2822200	Ag013G1688200
OG0008828	Np001G0400800	Ag013G1689500
OG0008829	Np003G1851900	Ag013G1691000, Ag034G3687300, Ag013G1691100
OG0008830	Np005G2811400	Ag013G1693100
OG0008831	Np005G2811200	Ag013G1693300
OG0008832	Np005G2808900	Ag013G1694800
OG0008833	Np004G2003100	Ag013G1701800
OG0008834	Np004G2003200	Ag013G1702000
OG0008835	Np004G2004700, Np005G3086000	Ag013G1702700
OG0008836	Np004G2006200	Ag013G1703700
OG0008837	Np004G2007300	Ag013G1704400
OG0008838	Np004G2008000	Ag013G1704800
OG0008839	Np004G2019100	Ag013G1708800
OG0008840	Np004G2015800	Ag013G1710400
OG0008841	Np004G2011400	Ag013G1711800
OG0008842	Np004G2105700	Ag013G1713000
OG0008843	Np004G2107100	Ag013G1714400
OG0008844	Np004G2109800	Ag013G1717200
OG0008846	Np004G2112100	Ag013G1719600
OG0008847	Np004G2113800, Np005G2668800	Ag013G1721200
OG0008848	Np004G2118300	Ag013G1726200
OG0008849	Np004G2121200	Ag013G1728600
OG0008850	Np004G2121300	Ag013G1728700
OG0008851	Np004G2123400	Ag013G1729300
OG0008852	Np004G2128500	Ag013G1734100
OG0008853	Np001G0165800	Ag013G1734900
OG0008855	Np004G2131400	Ag013G1738000
OG0008856	Np004G2132400	Ag013G1740300
OG0008857	Np004G2136500	Ag013G1743700
OG0008858	Np004G2141900	Ag013G1748100
OG0008859	Np004G2142300	Ag013G1748400
OG0008860	Np004G2144200	Ag013G1749800, Ag013G1749000
OG0008861	Np004G2145900	Ag013G1751600
OG0008862	Np004G2147300	Ag013G1752500
OG0008863	Np004G2012100	Ag013G1753000
OG0008864	Np004G2149400	Ag013G1753400
OG0008865	Np004G2155200, Np003G1614500	Ag013G1755900
OG0008866	Np004G2155400	Ag013G1756700
OG0008867	Np003G1728400	Ag013G1757900
OG0008868	Np004G2160800	Ag013G1759000
OG0008869	Np004G2170900	Ag013G1761900
OG0008870	Np004G2175300	Ag013G1763500
OG0008871	Np004G2051000	Ag013G1767100
OG0008872	Np004G2054300	Ag013G1769500
OG0008873	Np006G3407200	Ag013G1769600
OG0008874	Np001G0254200	Ag062G5051300
OG0008875	Np001G0251200	Ag062G5054700
OG0008876	Np001G0246600	Ag062G5061100
OG0008877	Np001G0681600	Ag062G5063100, Ag014G1964100, Ag031G3193100
OG0008878	Np001G0011500	Ag004G0417500
OG0008879	Np001G0011700	Ag034G3843700, Ag004G0418000
OG0008880	Np001G0012000	Ag004G0418200
OG0008881	Np001G0015000	Ag004G0420000
OG0008882	Np001G0015200	Ag004G0420200
OG0008883	Np001G0015400	Ag004G0420400
OG0008884	Np001G0016000	Ag004G0420900
OG0008885	Np001G0017100	Ag004G0421900
OG0008886	Np001G0019500	Ag004G0423900
OG0008887	Np001G0020100	Ag004G0424300
OG0008888	Np005G2668500, Np001G0022600	Ag004G0426700
OG0008889	Np001G0023500	Ag004G0427500
OG0008890	Np001G0024500	Ag004G0429500
OG0008891	Np001G0027900	Ag004G0433000
OG0008892	Np001G0028300	Ag004G0433400
OG0008893	Np001G0029100	Ag004G0435000
OG0008894	Np001G0032800	Ag004G0440200
OG0008895	Np001G0035500	Ag004G0441600
OG0008896	Np001G0035600	Ag004G0441900
OG0008897	Np001G0035800	Ag004G0442100
OG0008898	Np001G0036800	Ag004G0443900
OG0008899	Np001G0600400, Np001G0037800	Ag004G0445600
OG0008900	Np001G0039600	Ag004G0447300
OG0008901	Np001G0042300	Ag004G0450000
OG0008902	Np001G0046400	Ag004G0454500
OG0008903	Np001G0047900	Ag014G1994500, Ag004G0456100
OG0008904	Np001G0050700	Ag004G0457900, Ag004G0458100
OG0008905	Np001G0052000	Ag004G0460200
OG0008906	Np001G0052600	Ag004G0461200
OG0008907	Np001G0053500	Ag004G0462200
OG0008909	Np001G0059000	Ag004G0467700
OG0008910	Np001G0060900	Ag004G0470600
OG0008911	Np001G0062200	Ag004G0471700
OG0008912	Np001G0067500	Ag004G0476200
OG0008913	Np001G0068500	Ag004G0477200
OG0008914	Np001G0069000	Ag004G0478400
OG0008915	Np001G0069600, Np001G0069900	Ag004G0479000
OG0008916	Np001G0071000	Ag004G0480200
OG0008917	Np001G0072100	Ag004G0482100
OG0008918	Np001G0072600	Ag004G0482800
OG0008919	Np001G0073900	Ag004G0484100
OG0008920	Np001G0075000	Ag004G0486000
OG0008921	Np001G0075500	Ag004G0486400
OG0008922	Np001G0077800	Ag004G0488100
OG0008923	Np001G0079100	Ag004G0489300
OG0008924	Np001G0084400	Ag004G0489600
OG0008925	Np001G0084800	Ag004G0490000
OG0008926	Np001G0086200	Ag004G0492000
OG0008927	Np001G0087300	Ag004G0493500
OG0008928	Np001G0092100	Ag004G0498200
OG0008929	Np001G0095500	Ag004G0503200
OG0008930	Np001G0100200	Ag004G0509800
OG0008931	Np001G0102000	Ag004G0511100
OG0008932	Np001G0102500	Ag004G0511700
OG0008933	Np001G0103900	Ag004G0512900
OG0008934	Np001G0104300	Ag004G0513200
OG0008935	Np001G0105700	Ag004G0515500
OG0008936	Np001G0106200	Ag004G0515800
OG0008937	Np001G0106900	Ag004G0516500
OG0008938	Np001G0110700	Ag004G0521100
OG0008939	Np001G0114100	Ag004G0526200
OG0008940	Np001G0117500	Ag004G0528800
OG0008942	Np001G0118900	Ag004G0532200
OG0008943	Np001G0119300	Ag004G0532600
OG0008944	Np001G0120100	Ag004G0533500
OG0008945	Np001G0122600	Ag004G0536500
OG0008946	Np001G0122800	Ag004G0536700
OG0008947	Np001G0124600	Ag004G0539100
OG0008948	Np001G0125200	Ag004G0539300
OG0008949	Np001G0126500	Ag004G0540500
OG0008950	Np001G0128100	Ag004G0541800
OG0008951	Np001G0133700	Ag002G0174300, Ag004G0547300
OG0008952	Np001G0134900	Ag004G0548100
OG0008953	Np001G0138300	Ag004G0552100
OG0008954	Np003G1476000	Ag004G0554500
OG0008955	Np003G1477400	Ag004G0555400
OG0008956	Np003G1476500	Ag004G0555900
OG0008957	Np003G1476400	Ag004G0556000
OG0008958	Np003G1476300	Ag004G0556100
OG0008959	Np003G1476100	Ag004G0556500
OG0008960	Np003G1478100	Ag004G0557000
OG0008961	Np003G1478200	Ag004G0557100
OG0008962	Np003G1478300	Ag004G0557200
OG0008963	Np003G1481000	Ag004G0559100
OG0008964	Np003G1481300	Ag004G0559900
OG0008965	Np003G1483800	Ag004G0564400
OG0008967	Np003G1484500	Ag004G0565600
OG0008969	Np003G1487700	Ag004G0570600
OG0008970	Np003G1490200	Ag004G0573100
OG0008971	Np003G1491600	Ag004G0576900
OG0008972	Np003G1491800	Ag004G0577100
OG0008973	Np003G1493200	Ag004G0580400
OG0008974	Np003G1493700	Ag004G0580800
OG0008975	Np003G1494400	Ag004G0581500
OG0008976	Np003G1494900	Ag004G0581900
OG0008977	Np003G1498500	Ag004G0583800
OG0008978	Np003G1499800	Ag004G0585500
OG0008979	Np003G1502300	Ag004G0589300
OG0008979	Np007G3794200	Ag004G0587800
OG0008980	Np003G1504000	Ag004G0594000
OG0008981	Np003G1504300	Ag004G0594500
OG0008982	Np003G1507500	Ag004G0598600
OG0008983	Np003G1621400, Np003G1621300	Ag004G0601300
OG0008984	Np003G1510000	Ag004G0602600
OG0008985	Np003G1513100	Ag004G0610200
OG0008986	Np003G1514800	Ag004G0612400
OG0008987	Np003G1519200	Ag004G0620900
OG0008988	Np003G1520400	Ag004G0622700
OG0008989	Np003G1523100	Ag004G0629800
OG0008990	Np003G1523400	Ag004G0630100
OG0008991	Np003G1525700	Ag004G0632800
OG0008992	Np003G1524800	Ag004G0633200
OG0008993	Np003G1526000	Ag004G0634400
OG0008994	Np003G1534600	Ag004G0650800
OG0008995	Np003G1535200	Ag004G0651400, Ag022G2751700
OG0008996	Np003G1537000	Ag004G0653500
OG0008997	Np003G1537300	Ag004G0655200
OG0008999	Np003G1541900	Ag004G0662800
OG0009000	Np003G1545700	Ag004G0666400
OG0009001	Np003G1547000	Ag004G0668600
OG0009002	Np003G1548800	Ag004G0670500
OG0009003	Np004G2344600	Ag004G0672500, Ag034G3993000
OG0009004	Np003G1550200	Ag004G0672700
OG0009005	Np002G0733200	Ag004G0676800
OG0009006	Np003G1552000	Ag004G0677800
OG0009007	Np003G1557200	Ag004G0682500
OG0009008	Np003G1558500	Ag004G0686200
OG0009009	Np003G1560600	Ag004G0692300
OG0009010	Np003G1561400	Ag004G0693700
OG0009011	Np003G1561900	Ag004G0694000, Ag027G3038500
OG0009012	Np003G1563200	Ag004G0695600
OG0009013	Np003G1563400	Ag004G0696000
OG0009014	Np003G1563600	Ag004G0696400
OG0009015	Np003G1566800	Ag004G0703000
OG0009016	Np003G1567300	Ag004G0703600
OG0009017	Np003G1569100	Ag004G0706500
OG0009018	Np003G1569700	Ag004G0707300
OG0009019	Np003G1571400	Ag004G0709500
OG0009020	Np003G1571800	Ag004G0710400
OG0009021	Np003G1574000	Ag004G0712200
OG0009022	Np003G1574500	Ag004G0712600
OG0009023	Np003G1579600	Ag004G0720100
OG0009024	Np003G1579800	Ag004G0720300
OG0009025	Np003G1582100	Ag004G0723000
OG0009026	Np003G1581000	Ag004G0724000
OG0009027	Np003G1585600	Ag004G0730800
OG0009028	Np003G1586200	Ag004G0731200
OG0009029	Np003G1587000	Ag004G0733000
OG0009030	Np003G1593800	Ag004G0736500
OG0009031	Np003G1593900	Ag004G0736900
OG0009032	Np003G1595400	Ag004G0739200
OG0009033	Np003G1595500	Ag004G0739300
OG0009034	Np003G1603900	Ag004G0745600
OG0009035	Np003G1604800	Ag004G0746200
OG0009036	Np003G1605100	Ag004G0746400
OG0009037	Np003G1606400	Ag004G0748700
OG0009038	Np003G1607500	Ag004G0750400
OG0009039	Np001G0505100	Ag004G0759000
OG0009040	Np001G0502100	Ag004G0764100
OG0009041	Np001G0501900	Ag004G0764300
OG0009042	Np001G0499500	Ag004G0768200
OG0009043	Np001G0499000	Ag011G1241200, Ag004G0768900
OG0009044	Np001G0496100	Ag004G0772100
OG0009045	Np001G0494200	Ag004G0775200
OG0009046	Np003G1624000	Ag004G0780500, Ag020G2557300
OG0009047	Np003G1625100	Ag020G2555900, Ag004G0782600
OG0009048	Np003G1867900	Ag022G2631500
OG0009049	Np003G1860800	Ag022G2651000
OG0009050	Np006G3633900	Ag022G2652300
OG0009051	Np003G1333600	Ag022G2654000
OG0009052	Np005G3102400	Ag022G2660700
OG0009053	Np002G1246600	Ag024G2896300, Ag022G2667800, Ag016G2310000
OG0009054	Np003G1325600	Ag022G2674900
OG0009055	Np003G1323500	Ag022G2679200
OG0009056	Np003G1320100	Ag022G2683500
OG0009057	Np003G1318100, Np003G1319700	Ag022G2685100, Ag022G2685200, Ag002G0169300
OG0009058	Np003G1316600	Ag022G2689200
OG0009059	Np003G1315800	Ag022G2690000
OG0009060	Np003G1463200	Ag060G5009800, Ag022G2693900
OG0009061	Np003G1460700, Np003G1463100	Ag022G2694000, Ag060G5010000
OG0009062	Np004G2094700	Ag022G2695100
OG0009063	Np003G1313600	Ag022G2697400
OG0009064	Np004G2095200	Ag022G2700700
OG0009065	Np003G1312600, Np004G2360000	Ag022G2702800
OG0009066	Np003G1312500	Ag022G2702900
OG0009067	Np003G1307700	Ag022G2707400, Ag022G2707000
OG0009068	Np003G1307000	Ag022G2708700
OG0009069	Np003G1306000	Ag022G2710000
OG0009070	Np003G1304800	Ag022G2713500
OG0009071	Np003G1304300	Ag022G2714300
OG0009072	Np003G1302800	Ag022G2716100
OG0009073	Np003G1300200	Ag022G2718700
OG0009074	Np003G1300100	Ag022G2718800
OG0009075	Np006G3280000	Ag022G2720100, Ag002G0158700
OG0009076	Np003G1298600	Ag022G2720900
OG0009077	Np003G1297400	Ag022G2722700
OG0009078	Np003G1297300	Ag022G2723300
OG0009079	Np003G1294700	Ag022G2725700
OG0009080	Np003G1290400	Ag022G2732900
OG0009081	Np003G1288800	Ag022G2734900
OG0009082	Np003G1287700	Ag022G2737100, Ag003G0318300
OG0009083	Np003G1287000	Ag022G2738300
OG0009084	Np003G1894000	Ag022G2739000
OG0009085	Np003G1285100	Ag022G2741900
OG0009086	Np003G1284400	Ag022G2742900
OG0009087	Np003G1283700	Ag022G2744200
OG0009088	Np003G1282600	Ag022G2745200
OG0009089	Np003G1282200	Ag022G2745600
OG0009090	Np003G1281800	Ag022G2746200
OG0009091	Np003G1716400	Ag015G2212700, Ag022G2748100
OG0009092	Np003G1281100	Ag022G2748900
OG0009093	Np003G1279500	Ag022G2752400
OG0009094	Np003G1279400	Ag022G2752600
OG0009095	Np003G1275300	Ag022G2756600
OG0009096	Np003G1273900	Ag022G2758400
OG0009097	Np003G1273100	Ag022G2760100
OG0009098	Np003G1270800	Ag022G2766700
OG0009100	Np003G1267600	Ag022G2772700
OG0009101	Np003G1265600	Ag022G2774100
OG0009102	Np003G1264300	Ag022G2777300
OG0009103	Np003G1262500	Ag022G2778400
OG0009104	Np003G1261300	Ag022G2781400
OG0009105	Np003G1253200	Ag022G2790300
OG0009106	Np003G1252700	Ag022G2791000
OG0009108	Np003G1251600	Ag022G2792900
OG0009109	Np003G1251200	Ag022G2794100
OG0009110	Np003G1251300	Ag022G2794300
OG0009111	Np003G1248800	Ag022G2796500
OG0009112	Np005G3180500	Ag075G5282800
OG0009113	Np005G3183300	Ag075G5289100
OG0009114	Np005G3183400	Ag075G5289200
OG0009115	Np005G3186100	Ag075G5293100
OG0009116	Np005G3187800	Ag075G5293500
OG0009118	Np005G3188300	Ag075G5294700
OG0009119	Np002G1060300	Ag075G5302000
OG0009120	Np005G3201900	Ag075G5307200
OG0009121	Np002G0703900	Ag048G4554200
OG0009122	Np002G0703100	Ag048G4554700
OG0009123	Np002G0702600	Ag033G3584100, Ag048G4555200
OG0009124	Np002G0702100	Ag048G4556900
OG0009126	Np002G0705200	Ag048G4560700, Ag048G4560600
OG0009127	Np002G0705400	Ag048G4561400
OG0009128	Np002G0705700	Ag048G4561700
OG0009129	Np005G3096700	Ag048G4562100, Ag023G2823100
OG0009130	Np002G0706900	Ag048G4562600
OG0009131	Np002G0707800	Ag048G4564100
OG0009132	Np002G0710000	Ag048G4569200
OG0009133	Np002G0710600	Ag048G4569900
OG0009134	Np002G0711400	Ag048G4572400, Ag048G4572100
OG0009135	Np002G0711500	Ag048G4572500
OG0009136	Np002G0713300	Ag048G4577600, Ag011G1251400
OG0009137	Np002G0714400	Ag048G4578700
OG0009138	Np002G0716100	Ag048G4580900
OG0009139	Np002G0716300	Ag048G4581200
OG0009140	Np002G0716800	Ag048G4583000
OG0009141	Np002G0721200	Ag048G4587300
OG0009142	Np002G0726100	Ag048G4592300
OG0009143	Np002G0728000	Ag048G4595300
OG0009144	Np002G0730000	Ag048G4598300
OG0009145	Np002G0731200	Ag048G4602700, Ag048G4602600
OG0009146	Np002G0732500	Ag048G4605700
OG0009147	Np002G0734400	Ag048G4612200
OG0009148	Np002G0734700	Ag048G4612800
OG0009149	Np002G0734800	Ag048G4613200
OG0009150	Np002G0738300	Ag048G4619500
OG0009151	Np002G0739200	Ag048G4620800
OG0009152	Np002G0743400	Ag048G4623800
OG0009153	Np001G0436800	Ag048G4624700
OG0009154	Np002G0744900	Ag048G4627000
OG0009155	Np002G0745700	Ag048G4631400
OG0009156	Np002G0750100	Ag048G4641500
OG0009157	Np002G0750200	Ag048G4641600
OG0009158	Np002G0751700	Ag048G4645200
OG0009159	Np002G0752300	Ag048G4646000
OG0009160	Np002G0753800	Ag048G4647200
OG0009161	Np002G0755100	Ag048G4648400
OG0009163	Np002G0763900	Ag048G4660400
OG0009164	Np002G0764300	Ag048G4662200
OG0009165	Np002G0766500, Np003G1597600, Np003G1598900	Ag048G4669100
OG0009166	Np002G0769000	Ag048G4677200
OG0009167	Np004G1917500	Ag048G4679200
OG0009168	Np005G3120400, Np007G4063900	Ag002G0214300, Ag014G1977000, Ag048G4680600
OG0009169	Np002G0771000	Ag048G4681700
OG0009170	Np002G0771600	Ag048G4685500
OG0009171	Np002G0776500	Ag048G4696700
OG0009172	Np007G3801300	Ag048G4709200, Ag026G2977500, Ag039G4228700
OG0009173	Np002G0781100	Ag048G4711600
OG0009174	Np002G0782000	Ag048G4715100
OG0009175	Np002G0782400	Ag048G4715800
OG0009176	Np007G3757100	Ag040G4344200
OG0009177	Np007G3756900	Ag040G4344700
OG0009178	Np007G3755600	Ag040G4345900
OG0009179	Np007G3752400	Ag040G4351100
OG0009180	Np001G0510200	Ag049G4725700
OG0009181	Np003G1632400	Ag049G4731200
OG0009182	Np003G1632300	Ag049G4731900
OG0009183	Np003G1631800	Ag049G4732900
OG0009184	Np004G1901100	Ag032G3419100
OG0009185	Np004G1904000	Ag032G3423300
OG0009186	Np004G1905100	Ag032G3425400
OG0009187	Np004G1905800, Np004G1905000	Ag032G3426100
OG0009188	Np004G1907700	Ag032G3428200
OG0009189	Np004G1912300	Ag032G3444300, Ag032G3436700
OG0009190	Np004G1913200	Ag032G3438400
OG0009191	Np004G1920600	Ag032G3449100
OG0009192	Np004G1924400	Ag032G3457400
OG0009193	Np004G1924600	Ag032G3457700
OG0009194	Np004G1925000	Ag032G3458000
OG0009196	Np004G1928500	Ag032G3467500
OG0009197	Np004G1928700	Ag032G3467700
OG0009198	Np004G1929900, Np004G1928900	Ag032G3467900
OG0009199	Np002G0890800, Np002G0891600	Ag032G3469100
OG0009200	Np004G1933600	Ag032G3472300
OG0009201	Np006G3397200	Ag054G4877000
OG0009202	Np006G3396800	Ag054G4878000
OG0009203	Np006G3395100	Ag054G4880700
OG0009204	Np006G3394800	Ag054G4881900, Ag038G4159600
OG0009205	Np006G3391300	Ag054G4888700
OG0009206	Np005G2796100	Ag033G3526900
OG0009207	Np006G3382600	Ag054G4897500
OG0009209	Np001G0447000	Ag009G0976900, Ag041G4359100
OG0009210	Np001G0442900	Ag041G4360700, Ag009G0975300
OG0009211	Np001G0193000	Ag041G4363800, Ag009G0970400
OG0009212	Np003G1750200	Ag041G4369600, Ag076G5309500
OG0009213	Np003G1737000	Ag041G4376800
OG0009214	Np003G1648500	Ag082G5406200
OG0009215	Np005G3107900, Np005G3106200	Ag007G0858000
OG0009216	Np005G3096200	Ag007G0861000
OG0009217	Np005G3101700	Ag007G0865000
OG0009218	Np005G3074400	Ag007G0866000
OG0009219	Np005G3075400	Ag007G0866800
OG0009220	Np005G3088900	Ag007G0882200
OG0009221	Np005G3060300	Ag007G0893400
OG0009222	Np005G3059700	Ag007G0893500
OG0009223	Np005G2625900	Ag063G5086000
OG0009224	Np005G3043000	Ag007G0906700
OG0009225	Np005G3042400	Ag007G0907600
OG0009226	Np005G3035300	Ag007G0914700
OG0009227	Np005G3034400	Ag007G0916500
OG0009228	Np005G3028900	Ag007G0919900
OG0009229	Np005G3027900	Ag007G0921400
OG0009230	Np002G0816400	Ag078G5333000
OG0009231	Np002G0815900	Ag078G5333700
OG0009232	Np002G0815000	Ag078G5335300
OG0009233	Np002G0814200	Ag078G5339100
OG0009234	Np002G0810800	Ag078G5345400
OG0009235	Np002G0810200	Ag078G5349900
OG0009237	Np002G0802000	Ag078G5360600
OG0009238	Np002G0806700, Np002G0800900	Ag078G5363700
OG0009239	Np002G0797000	Ag078G5369700
OG0009240	Np002G0796600	Ag078G5370000
OG0009241	Np001G0167000	Ag078G5376900
OG0009242	Np002G0794700	Ag078G5378600
OG0009243	Np002G0793400	Ag078G5380000
OG0009244	Np002G0888700	Ag056G4935200
OG0009245	Np002G0883100	Ag056G4941400
OG0009246	Np002G0878800	Ag056G4944000
OG0009247	Np002G0876200	Ag056G4944700
OG0009248	Np002G0873300	Ag056G4948900
OG0009249	Np005G2763500	Ag045G4507500
OG0009250	Np005G2761400	Ag045G4511500
OG0009251	Np005G2761200	Ag045G4512000
OG0009252	Np005G2759800	Ag045G4514200
OG0009253	Np005G2758800	Ag045G4516200
OG0009254	Np005G2757000	Ag045G4518700
OG0009255	Np003G1644300	Ag092G5457300
OG0009256	Np002G1233100	Ag063G5084500, Ag002G0108900
OG0009257	Np002G1233200	Ag063G5085100, Ag002G0108300
OG0009258	Np002G1235100	Ag063G5090200, Ag002G0102600
OG0009259	Np005G3164400	Ag071G5237700
OG0009260	Np006G3415700	Ag071G5242900
OG0009261	Np005G3171500	Ag071G5246300
OG0009262	Np005G3171700	Ag071G5246500
OG0009263	Np005G3172600, Np004G1950200	Ag071G5246900
OG0009264	Np003G1716600	Ag012G1273900
OG0009265	Np001G0186600	Ag012G1287400
OG0009266	Np001G0204000	Ag012G1296400
OG0009267	Np001G0204900	Ag012G1297900
OG0009268	Np001G0205600	Ag012G1300000
OG0009269	Np006G3217600	Ag012G1302100, Ag003G0294200
OG0009270	Np001G0206200	Ag012G1303500
OG0009271	Np001G0209200	Ag012G1307600
OG0009272	Np001G0216800	Ag012G1314100
OG0009273	Np001G0217100	Ag012G1316000
OG0009274	Np001G0217200	Ag012G1316100
OG0009275	Np001G0217400	Ag012G1316700
OG0009276	Np001G0217600	Ag012G1316900
OG0009277	Np001G0218700	Ag012G1317100
OG0009278	Np001G0218900	Ag012G1317300
OG0009279	Np001G0220300	Ag012G1320000
OG0009280	Np001G0222700	Ag012G1321600
OG0009281	Np001G0225600	Ag002G0153100, Ag012G1324800
OG0009282	Np001G0225700	Ag012G1325200
OG0009283	Np001G0225800	Ag012G1325300
OG0009284	Np001G0231300	Ag012G1331300
OG0009285	Np001G0231900	Ag012G1332200
OG0009286	Np001G0233700	Ag012G1334500
OG0009287	Np003G1737300	Ag012G1338500
OG0009288	Np001G0235400	Ag012G1338800
OG0009289	Np003G1720600	Ag057G4952000
OG0009290	Np002G0869700	Ag057G4964000
OG0009291	Np002G0872300	Ag057G4966600
OG0009293	Np001G0364000	Ag006G0805300, Ag058G4977800
OG0009294	Np001G0362200	Ag058G4970300, Ag006G0812300
OG0009295	Np001G0176000	Ag006G0818000
OG0009296	Np001G0368500	Ag006G0818800
OG0009297	Np001G0368600	Ag024G2889500, Ag024G2889700, Ag024G2889300, Ag024G2889100, Ag006G0819200
OG0009298	Np001G0374500	Ag006G0833500
OG0009299	Np002G0916600	Ag019G2500700, Ag006G0839000
OG0009300	Np001G0382700	Ag006G0840200
OG0009301	Np001G0384300	Ag006G0842400
OG0009302	Np004G1977500	Ag001G0008500
OG0009303	Np004G1969200	Ag001G0024900
OG0009304	Np004G1968400	Ag001G0025900
OG0009305	Np004G1967700	Ag001G0029400, Ag001G0029500
OG0009306	Np007G3983100, Np004G1967300	Ag001G0030300
OG0009307	Np004G2410800	Ag001G0041300, Ag001G0041200, Ag034G3881700
OG0009308	Np004G1956600	Ag001G0057300
