Orthogroup	Noccaea_praecox	Alyssum_gmelinii
OG0014219	Np003G1895300	Ag019G2537000
OG0014220	Np003G1895400	Ag019G2537300
OG0014221	Np003G1897400	Ag019G2542500
OG0014222	Np003G1897600	Ag019G2543700
OG0014223	Np006G3714000	Ag019G2549400
OG0014225	Np004G2099800	Ag010G0983900
OG0014226	Np004G2089400	Ag010G0988700
OG0014227	Np004G2037800	Ag010G0990000
OG0014228	Np004G2037700	Ag010G0990100
OG0014229	Np004G2037500	Ag010G0999200
OG0014230	Np005G2788500	Ag010G1003200
OG0014231	Np005G2780100	Ag010G1009400
OG0014232	Np005G2776500	Ag010G1011700
OG0014233	Np005G2776400	Ag010G1011800
OG0014234	Np005G2773000	Ag010G1015600
OG0014235	Np005G2772900	Ag010G1015700
OG0014236	Np005G2771600	Ag010G1016900
OG0014237	Np001G0239200	Ag010G1020700
OG0014238	Np005G2768400	Ag010G1021700
OG0014239	Np005G2768300	Ag010G1022100
OG0014240	Np005G2767100	Ag010G1023700
OG0014241	Np001G0239100	Ag085G5415800
OG0014242	Np001G0237300	Ag085G5417900
OG0014373	Np001G0431700	Ag055G4900900
OG0014374	Np001G0465900	Ag055G4903900
OG0014375	Np001G0467000	Ag055G4907100
OG0014376	Np001G0467500	Ag055G4907600
OG0014377	Np001G0467600	Ag055G4908000
OG0014378	Np001G0467700	Ag055G4908100
OG0014379	Np001G0469600	Ag055G4908600
OG0014380	Np003G1627600, Np003G1589200	Ag055G4912100
OG0014381	Np001G0488200	Ag055G4917500
OG0014382	Np001G0485200	Ag055G4919100
OG0014383	Np001G0484900	Ag055G4919600
OG0014384	Np001G0484400	Ag055G4920000
OG0014385	Np001G0484100	Ag055G4920900
OG0014386	Np001G0482500	Ag055G4922300
OG0014387	Np001G0482000	Ag055G4923200
OG0014388	Np001G0478400	Ag055G4923700
OG0014389	Np001G0479600	Ag055G4925200
OG0014390	Np004G2098900	Ag055G4926700
OG0014391	Np001G0477100	Ag055G4930700
OG0014392	Np001G0476700	Ag055G4931300
OG0014393	Np001G0476400	Ag055G4932000, Ag055G4932100
OG0014394	Np001G0328600	Ag074G5266400, Ag035G4082400
OG0014395	Np001G0297800	Ag011G1166500, Ag074G5267700
OG0014396	Np001G0261200	Ag074G5272200
OG0014397	Np005G3177300	Ag005G0787500
OG0014399	Np005G3175800	Ag005G0789200
OG0014400	Np005G2729100	Ag047G4548100
OG0014401	Np005G3096100	Ag013G1342500
OG0014402	Np006G3386700	Ag013G1344000
OG0014403	Np003G1453200	Ag013G1344800
OG0014404	Np003G1452100, Np003G1260000	Ag013G1346400
OG0014405	Np003G1450200	Ag013G1355700
OG0014406	Np003G1450000	Ag013G1355900
OG0014407	Np003G1449300	Ag013G1358400
OG0014408	Np003G1447900	Ag013G1363600, Ag013G1363500
OG0014409	Np003G1447400	Ag013G1364700
OG0014410	Np003G1446800	Ag013G1365300
OG0014411	Np003G1444200	Ag013G1369100
OG0014412	Np003G1440800	Ag013G1375000
OG0014413	Np003G1440400	Ag013G1375200
OG0014414	Np003G1439800	Ag013G1376500
OG0014415	Np003G1439100	Ag013G1380700, Ag013G1380600
OG0014416	Np003G1437600	Ag013G1383200
OG0014418	Np003G1431700	Ag013G1396200
OG0014419	Np001G0176400	Ag013G1397400
OG0014420	Np003G1426500	Ag013G1407200
OG0014421	Np005G2765300	Ag013G1409200
OG0014422	Np003G1424500	Ag013G1412000
OG0014423	Np003G1423700	Ag013G1413500
OG0014424	Np003G1422900	Ag013G1416400
OG0014425	Np003G1421400	Ag013G1419000
OG0014426	Np003G1419000	Ag013G1425000
OG0014427	Np003G1418900	Ag013G1425500
OG0014428	Np003G1418800	Ag013G1425600
OG0014429	Np003G1417000	Ag013G1433900
OG0014430	Np003G1416100	Ag013G1439000
OG0014431	Np003G1415900	Ag013G1441200
OG0014432	Np003G1415000	Ag013G1442200
OG0014433	Np005G3063900	Ag013G1443100
OG0014434	Np003G1414900	Ag013G1443300
OG0014435	Np003G1414700	Ag013G1443900
OG0014436	Np003G1414500	Ag013G1444700
OG0014437	Np003G1413100	Ag013G1446200
OG0014438	Np003G1411800	Ag013G1448600
OG0014439	Np003G1411100	Ag013G1450300
OG0014440	Np003G1410400	Ag013G1452000
OG0014441	Np003G1409900	Ag013G1452500
OG0014442	Np003G1409600	Ag013G1452800
OG0014443	Np003G1407700	Ag013G1455700
OG0014444	Np003G1407500	Ag013G1455800
OG0014445	Np003G1407000	Ag013G1456300
OG0014446	Np003G1406300	Ag013G1459600
OG0014447	Np003G1402200	Ag013G1467000
OG0014448	Np003G1401500	Ag013G1467100
OG0014449	Np003G1398000	Ag013G1476700
OG0014450	Np003G1395900	Ag013G1480400
OG0014452	Np003G1392000	Ag013G1486600
OG0014453	Np003G1391500	Ag013G1487200
OG0014454	Np003G1390500	Ag013G1488700
OG0014455	Np003G1390200	Ag013G1489300
OG0014457	Np003G1384200	Ag013G1498400, Ag013G1498200
OG0014458	Np005G2762100	Ag013G1499600
OG0014459	Np003G1382700	Ag013G1499800, Ag013G1500000
OG0014460	Np001G0195800	Ag013G1504300
OG0014461	Np003G1379500	Ag013G1504500
OG0014462	Np003G1378600	Ag013G1506400
OG0014463	Np003G1376900	Ag013G1511400
OG0014464	Np003G1375300	Ag013G1513000
OG0014465	Np003G1375200	Ag013G1513100
OG0014466	Np003G1374700	Ag013G1513300
OG0014467	Np003G1373200	Ag013G1514900
OG0014468	Np003G1372800	Ag013G1515200
OG0014469	Np003G1372400	Ag013G1515800
OG0014470	Np003G1370500	Ag013G1519500
OG0014471	Np003G1370300	Ag013G1519600
OG0014472	Np003G1369500	Ag013G1521000
OG0014473	Np003G1369000	Ag013G1522500
OG0014474	Np003G1368800	Ag013G1522600
OG0014475	Np003G1368400	Ag013G1523600
OG0014476	Np003G1367000	Ag013G1526000
OG0014477	Np003G1365000	Ag013G1529100
OG0014478	Np003G1364200	Ag013G1530500
OG0014479	Np003G1363700	Ag013G1530600
OG0014480	Np003G1362700	Ag013G1533200
OG0014481	Np005G3100200	Ag007G0863600, Ag013G1538100
OG0014482	Np003G1358700	Ag013G1542400
OG0014483	Np003G1356900	Ag013G1545200
OG0014484	Np003G1356700	Ag013G1545300
OG0014485	Np003G1352700	Ag013G1549500
OG0014486	Np003G1351000	Ag013G1551200
OG0014487	Np003G1349900	Ag013G1552600
OG0014488	Np003G1348200	Ag013G1554600
OG0014489	Np007G3876900	Ag013G1556100
OG0014490	Np003G1346100	Ag013G1556900
OG0014491	Np003G1345800	Ag013G1557200
OG0014493	Np003G1342200	Ag013G1562000
OG0014494	Np003G1340700	Ag013G1563100
OG0014495	Np003G1335600	Ag013G1568400
OG0014496	Np003G1334500	Ag013G1570700
OG0014498	Np005G2811900	Ag013G1577800
OG0014499	Np005G2812600	Ag013G1578600
OG0014500	Np005G2814300	Ag013G1579700
OG0014501	Np005G2814500	Ag013G1579900
OG0014502	Np005G2816300	Ag013G1581700
OG0014503	Np005G2817400	Ag013G1581900
OG0014504	Np005G2817900	Ag013G1582300
OG0014505	Np006G3622900	Ag013G1582700
OG0014506	Np001G0455900	Ag013G1584400
OG0014507	Np006G3622100	Ag013G1584500
OG0014508	Np006G3621000	Ag013G1585000
OG0014509	Np006G3620700	Ag013G1585100
OG0014510	Np006G3620300	Ag013G1585300
OG0014511	Np006G3619800	Ag013G1586300
OG0014512	Np006G3619600	Ag013G1586400
OG0014513	Np006G3617800, Np006G3618100	Ag013G1587000
OG0014514	Np006G3617700	Ag013G1587100
OG0014515	Np006G3612800	Ag013G1590400
OG0014516	Np006G3612200	Ag013G1590900
OG0014517	Np006G3610100	Ag013G1593400
OG0014518	Np006G3608900	Ag013G1593700
OG0014519	Np006G3608800	Ag013G1593800
OG0014520	Np006G3580400	Ag013G1596500
OG0014522	Np006G3585600	Ag013G1599500
OG0014523	Np006G3587700	Ag013G1601400
OG0014524	Np006G3588300	Ag013G1601800
OG0014525	Np006G3589000	Ag013G1602400
OG0014526	Np006G3589500	Ag013G1602700
OG0014527	Np006G3590200	Ag013G1603800
OG0014528	Np006G3591000	Ag013G1604400
OG0014529	Np006G3591500	Ag013G1604900
OG0014530	Np006G3593900	Ag013G1606500
OG0014531	Np006G3595600	Ag013G1607500
OG0014532	Np006G3596100	Ag013G1608200
OG0014533	Np006G3597300	Ag013G1608800
OG0014534	Np006G3597500	Ag013G1608900
OG0014535	Np006G3599200	Ag013G1610900
OG0014536	Np006G3601400	Ag013G1613700
OG0014537	Np006G3602400	Ag013G1614000
OG0014538	Np006G3392100	Ag013G1620700
OG0014539	Np006G3505700	Ag013G1621800
OG0014540	Np006G3506000	Ag013G1622000
OG0014541	Np006G3522100	Ag013G1624500
OG0014542	Np006G3515400	Ag013G1625700
OG0014543	Np006G3523800	Ag013G1630600
OG0014544	Np006G3524800	Ag013G1631600
OG0014545	Np006G3526100	Ag013G1633000
OG0014546	Np006G3479400, Np006G3527700	Ag013G1633400
OG0014547	Np006G3540400, Np006G3467300	Ag013G1639800
OG0014548	Np006G3547400, Np006G3482000	Ag013G1643600
OG0014549	Np001G0625400	Ag013G1645500
OG0014551	Np006G3550300	Ag013G1645900
OG0014552	Np006G3550600	Ag013G1646000
OG0014553	Np006G3552000	Ag013G1647800
OG0014554	Np006G3552300	Ag013G1648600, Ag013G1648700, Ag031G3409100
OG0014555	Np005G2826600	Ag013G1650400
OG0014556	Np006G3556900	Ag013G1654400
OG0014557	Np006G3558200	Ag013G1655500
OG0014558	Np006G3559800	Ag013G1656900
OG0014559	Np006G3560400	Ag013G1658300
OG0014560	Np006G3560900	Ag013G1659000
OG0014561	Np006G3570500	Ag013G1660300
OG0014562	Np006G3568600	Ag013G1661600
OG0014563	Np006G3565900	Ag013G1663600
OG0014564	Np006G3564800, Np006G3563400	Ag013G1664900
OG0014565	Np006G3573100	Ag013G1668000
OG0014567	Np006G3575300	Ag013G1670200
OG0014568	Np006G3575400	Ag013G1670300
OG0014570	Np001G0412800	Ag013G1677900
OG0014571	Np001G0410000	Ag013G1681000
OG0014572	Np001G0408100	Ag013G1682600
OG0014573	Np001G0407900	Ag013G1682700
OG0014574	Np001G0407700	Ag013G1682900
OG0014575	Np001G0407600	Ag013G1683100
OG0014576	Np001G0406000	Ag013G1684700
OG0014577	Np001G0405100	Ag013G1685400
OG0014578	Np001G0402200	Ag013G1688300
OG0014579	Np001G0401900	Ag013G1688400
OG0014580	Np001G0401700	Ag013G1688600
OG0014581	Np001G0401100	Ag013G1689300
OG0014582	Np005G2810200	Ag013G1694200
OG0014583	Np005G2809000	Ag013G1694700
OG0014584	Np005G2808700	Ag013G1695400
OG0014585	Np005G2807700	Ag013G1696600
OG0014586	Np005G2807500	Ag013G1696700
OG0014587	Np005G2806400, Np005G2806000	Ag013G1698800
OG0014588	Np005G2805800	Ag013G1699000
OG0014589	Np004G2003700	Ag013G1702600
OG0014590	Np004G2005800	Ag013G1703000
OG0014591	Np004G2006500	Ag013G1703800
OG0014592	Np004G2008900	Ag013G1705500
OG0014593	Np004G2009300	Ag013G1706000
OG0014594	Np004G2104000	Ag013G1707100
OG0014595	Np004G2020600	Ag013G1707200
OG0014596	Np002G0760900	Ag048G4654700, Ag013G1707800
OG0014597	Np004G2019800	Ag013G1708200
OG0014598	Np004G2019300	Ag013G1708700
OG0014599	Np004G2017800	Ag013G1709600
OG0014600	Np004G2016200	Ag013G1710100
OG0014601	Np004G2105900	Ag013G1713300
OG0014602	Np004G2106000	Ag013G1713400
OG0014603	Np004G2106700	Ag013G1714100
OG0014604	Np004G2107400	Ag013G1715000
OG0014605	Np004G2109400	Ag013G1716900
OG0014606	Np004G2110400	Ag013G1718100
OG0014607	Np004G2112400	Ag013G1720300
OG0014608	Np004G2112500	Ag013G1720400
OG0014609	Np004G2114100	Ag013G1721400
OG0014610	Np004G2118200	Ag013G1726100
OG0014611	Np004G2121100	Ag013G1728500
OG0014612	Np004G2124800	Ag013G1730700
OG0014613	Np004G2126500	Ag013G1732600
OG0014614	Np004G2128600	Ag013G1734200
OG0014615	Np004G2130500	Ag013G1736400
OG0014616	Np004G2131100	Ag013G1737500
OG0014617	Np004G2132200	Ag013G1740200
OG0014618	Np004G2133100	Ag013G1741000
OG0014619	Np004G2133300	Ag013G1741200
OG0014620	Np004G2139300	Ag013G1745700
OG0014621	Np004G2139600	Ag013G1746000
OG0014622	Np004G2139800	Ag013G1746200
OG0014623	Np005G2820900	Ag013G1746600
OG0014624	Np004G2141200	Ag013G1747200
OG0014625	Np004G2141500	Ag013G1747800
OG0014626	Np004G2142200	Ag013G1748300
OG0014627	Np004G2146700	Ag013G1752100
OG0014628	Np004G2147100	Ag013G1752300
OG0014629	Np004G2148100	Ag013G1752900
OG0014630	Np004G2150600	Ag013G1753900
OG0014631	Np004G2153800	Ag013G1754900
OG0014632	Np004G2153900	Ag013G1755000
OG0014633	Np004G2155900	Ag013G1757100
OG0014634	Np004G2159000	Ag013G1758000
OG0014636	Np004G2159700	Ag013G1758800
OG0014637	Np004G2161400, Np004G2160900	Ag013G1759100
OG0014638	Np004G2168900	Ag013G1761300
OG0014639	Np004G2169000	Ag013G1761400
OG0014640	Np004G2169700	Ag013G1761500
OG0014641	Np004G2174800	Ag013G1763000
OG0014642	Np004G2195000	Ag013G1765000
OG0014643	Np004G2188900	Ag013G1765100
OG0014644	Np004G2197200	Ag013G1766100
OG0014645	Np004G2050500	Ag013G1766600
OG0014646	Np004G2050900	Ag013G1767000
OG0014647	Np004G2055000	Ag013G1769000
OG0014648	Np001G0252600	Ag062G5051900
OG0014649	Np001G0251800	Ag062G5052400
OG0014650	Np001G0249600	Ag062G5057300
OG0014651	Np001G0248500	Ag062G5059500
OG0014652	Np001G0246300	Ag062G5061400
OG0014653	Np005G2814800	Ag062G5061500
OG0014654	Np001G0246100	Ag062G5061900
OG0014655	Np001G0242700	Ag062G5064300
OG0014656	Np001G0242400	Ag062G5065200
OG0014657	Np001G0013800	Ag004G0419000
OG0014658	Np001G0014300	Ag004G0419300
OG0014659	Np001G0016100	Ag004G0421100
OG0014660	Np001G0019300	Ag004G0423700
OG0014661	Np001G0019600	Ag004G0424000
OG0014662	Np001G0019700	Ag004G0424200
OG0014663	Np001G0020200	Ag004G0424600
OG0014664	Np001G0020300	Ag004G0424700
OG0014665	Np001G0022200	Ag004G0426300
OG0014666	Np001G0022500	Ag004G0426600
OG0014667	Np001G0022800	Ag004G0426800
OG0014668	Np001G0024100	Ag004G0428800
OG0014669	Np001G0024600	Ag004G0429700
OG0014670	Np001G0024700	Ag004G0429800
OG0014671	Np001G0025200	Ag004G0430600
OG0014672	Np001G0026900	Ag004G0432200
OG0014673	Np001G0028700	Ag004G0434100, Ag004G0433700
OG0014674	Np001G0029300	Ag004G0435200
OG0014675	Np001G0033900	Ag004G0440800
OG0014676	Np001G0035000	Ag004G0441300
OG0014677	Np003G1859400	Ag004G0442400
OG0014678	Np001G0038400	Ag004G0446500
OG0014679	Np001G0039500	Ag004G0447200
OG0014680	Np001G0040900	Ag004G0448600
OG0014681	Np001G0042200	Ag004G0449700
OG0014682	Np001G0042700	Ag004G0450600
OG0014683	Np001G0044600	Ag004G0452700
OG0014684	Np001G0045100	Ag004G0453000
OG0014685	Np001G0045200	Ag004G0453100
OG0014686	Np001G0045500	Ag004G0453800
OG0014687	Np001G0047100	Ag004G0454900
OG0014688	Np001G0048000	Ag004G0456200
OG0014689	Np001G0048600	Ag004G0456800
OG0014690	Np001G0051400	Ag004G0459300
OG0014691	Np001G0051800	Ag004G0459700
OG0014692	Np001G0052200	Ag004G0460400
OG0014693	Np001G0056400	Ag004G0465400
OG0014694	Np001G0059800	Ag004G0468200
OG0014695	Np001G0059900	Ag004G0468300
OG0014696	Np001G0060400	Ag004G0469700
OG0014697	Np001G0060600	Ag004G0469900
OG0014698	Np001G0060700	Ag004G0470000
OG0014699	Np001G0064400	Ag004G0470100
OG0014700	Np001G0061500	Ag004G0471200
OG0014701	Np001G0065500	Ag004G0472800
OG0014702	Np001G0065700	Ag004G0473200
OG0014703	Np001G0065900	Ag004G0473400
OG0014704	Np001G0066700	Ag004G0475400
OG0014705	Np001G0066800	Ag004G0475600
OG0014706	Np001G0069800	Ag004G0478900
OG0014707	Np001G0072000	Ag004G0482000
OG0014708	Np001G0075300	Ag004G0486200
OG0014709	Np001G0075400	Ag004G0486300
OG0014710	Np001G0078200, Np001G0078100	Ag004G0488200
OG0014711	Np001G0078700	Ag004G0488700
OG0014712	Np001G0078900	Ag004G0488900
OG0014713	Np001G0079300	Ag004G0489500
OG0014714	Np001G0085200	Ag004G0490300
OG0014715	Np001G0085400	Ag004G0490500
OG0014716	Np001G0088100	Ag004G0495100, Ag014G2082000
OG0014717	Np001G0088200	Ag004G0495200
OG0014718	Np001G0089300	Ag004G0496200
OG0014719	Np001G0091400	Ag004G0497300
OG0014720	Np001G0092800	Ag004G0499300
OG0014721	Np001G0094100	Ag004G0500800
OG0014722	Np001G0095600	Ag004G0503300
OG0014723	Np001G0097600	Ag004G0505700
OG0014724	Np001G0097800	Ag004G0505800
OG0014725	Np001G0098000	Ag004G0506100
OG0014726	Np001G0099000	Ag004G0508000
OG0014727	Np001G0101600	Ag004G0510700
OG0014728	Np001G0106100	Ag004G0515700
OG0014729	Np001G0106300	Ag004G0516000
OG0014730	Np001G0108700	Ag004G0518400
OG0014731	Np001G0109200	Ag004G0519000
OG0014732	Np001G0110000	Ag004G0520200
OG0014733	Np004G2021100	Ag004G0521200
OG0014734	Np001G0112400	Ag004G0524100
OG0014735	Np001G0455800	Ag004G0525900
OG0014736	Np001G0114700	Ag004G0526900
OG0014737	Np001G0114800	Ag004G0527000
OG0014738	Np001G0114900	Ag004G0527100
OG0014739	Np001G0115700	Ag004G0527400
OG0014740	Np001G0116000	Ag004G0527600
OG0014741	Np001G0116800	Ag004G0528300
OG0014742	Np001G0118200	Ag004G0529800
OG0014743	Np001G0118300	Ag004G0529900
OG0014744	Np003G1758100	Ag004G0530200
OG0014745	Np001G0118500	Ag004G0530300
OG0014746	Np001G0119100	Ag004G0532500
OG0014747	Np001G0120400	Ag004G0533900
OG0014748	Np001G0121000	Ag004G0534700
OG0014749	Np001G0121200	Ag004G0534800
OG0014750	Np001G0121600	Ag004G0535400
OG0014751	Np001G0122500	Ag004G0536400
OG0014752	Np001G0127900	Ag004G0541600
OG0014753	Np001G0135400	Ag004G0548700
OG0014754	Np001G0136300	Ag004G0549900
OG0014755	Np001G0136500	Ag004G0550200
OG0014756	Np001G0136700	Ag004G0550400
OG0014757	Np001G0137700	Ag004G0551600
OG0014758	Np003G1473400	Ag004G0554200
OG0014759	Np003G1477500	Ag004G0554900
OG0014760	Np003G1479400	Ag004G0558200
OG0014761	Np003G1482500	Ag004G0562300
OG0014762	Np003G1483300	Ag004G0562900
OG0014763	Np003G1484700	Ag004G0565800
OG0014764	Np003G1486500	Ag004G0568000
OG0014765	Np003G1486700	Ag004G0568500
OG0014766	Np003G1486800	Ag004G0568600
OG0014767	Np003G1488500	Ag004G0571300
OG0014768	Np003G1488600	Ag004G0571400
OG0014769	Np003G1489000	Ag004G0572100
OG0014770	Np003G1492400	Ag004G0579100
OG0014771	Np003G1494500	Ag004G0581600
OG0014772	Np003G1498000	Ag004G0583500
OG0014773	Np003G1500100	Ag004G0585900
OG0014774	Np003G1501500	Ag004G0586900
OG0014775	Np003G1501600	Ag004G0587000
OG0014776	Np004G2312000	Ag004G0588800, Ag034G4032100
OG0014777	Np003G1503400	Ag004G0592600
OG0014778	Np003G1504600	Ag004G0594700
OG0014779	Np003G1504800	Ag004G0594800
OG0014780	Np003G1505600	Ag004G0595900
OG0014781	Np003G1508400	Ag004G0600700
OG0014782	Np003G1509800	Ag004G0602500
OG0014783	Np007G3873100	Ag029G3094900, Ag004G0605100
OG0014784	Np003G1510500	Ag004G0605200
OG0014785	Np003G1510600	Ag004G0605300
OG0014786	Np001G0430200	Ag004G0606200
OG0014787	Np003G1636500	Ag004G0607200
OG0014788	Np003G1514400	Ag004G0612000
OG0014789	Np003G1516400	Ag004G0614400
OG0014790	Np003G1516500	Ag004G0614500
OG0014791	Np003G1517100	Ag004G0614900
OG0014792	Np003G1517400	Ag004G0615200
OG0014793	Np003G1521400	Ag004G0624200
OG0014794	Np037G4406500, Np038G4407200, Np043G4408400	Ag004G0625200
OG0014795	Np003G1525200	Ag004G0632400
OG0014796	Np003G1525900	Ag004G0634300
OG0014797	Np003G1530500	Ag004G0642200
OG0014798	Np005G3135600	Ag004G0642500
OG0014799	Np003G1531000	Ag004G0642800
OG0014800	Np003G1531400	Ag004G0644300
OG0014801	Np003G1533000	Ag004G0647700
OG0014802	Np003G1533200	Ag004G0648000
OG0014803	Np003G1536300	Ag004G0652600
OG0014804	Np003G1536400	Ag004G0652700
OG0014805	Np003G1541500	Ag004G0661700
OG0014806	Np003G1542600	Ag004G0663500
OG0014807	Np003G1543600	Ag004G0664600
OG0014808	Np003G1543700	Ag004G0664700
OG0014809	Np007G3965400, Np003G1545300	Ag004G0666000
OG0014810	Np003G1546900	Ag004G0667800
OG0014811	Np003G1547700	Ag004G0669700
OG0014812	Np003G1547900	Ag004G0669900
OG0014813	Np003G1548900	Ag004G0671000
OG0014814	Np003G1549100	Ag004G0671200
OG0014815	Np003G1557400	Ag004G0671400
OG0014816	Np003G1549400	Ag004G0671500
OG0014817	Np003G1549800	Ag004G0671800
OG0014818	Np003G1551300	Ag004G0673900
OG0014819	Np003G1551500	Ag004G0677400
OG0014820	Np003G1553700	Ag004G0679900
OG0014821	Np003G1554100	Ag004G0680400
OG0014822	Np003G1555200	Ag004G0681000
OG0014823	Np003G1555800	Ag004G0681800
OG0014824	Np003G1556800	Ag004G0682100
OG0014825	Np003G1560000	Ag004G0691000
OG0014826	Np003G1560200	Ag004G0691800
OG0014827	Np001G0266800	Ag004G0695200
OG0014828	Np007G3747600	Ag004G0696600
OG0014829	Np007G3783400	Ag004G0696700
OG0014830	Np003G1565300	Ag004G0698600
OG0014831	Np003G1565100	Ag004G0698700
OG0014832	Np003G1563700	Ag004G0701300
OG0014833	Np003G1572100	Ag004G0710600
OG0014834	Np003G1572200	Ag004G0710700
OG0014835	Np003G1573900	Ag004G0712100
OG0014836	Np003G1582300	Ag004G0722400
OG0014837	Np003G1583400	Ag004G0726600
OG0014838	Np003G1583800	Ag004G0727500
OG0014839	Np003G1592500	Ag004G0729000, Ag004G0735000
OG0014840	Np003G1586300	Ag004G0731500
OG0014841	Np003G1586500	Ag004G0732100
OG0014842	Np003G1586900	Ag004G0732700
OG0014844	Np003G1587300	Ag004G0733300
OG0014845	Np003G1592400	Ag004G0734500
OG0014846	Np003G1594200	Ag004G0737200
OG0014847	Np003G1595600	Ag004G0739600
OG0014848	Np003G1597000	Ag004G0740700
OG0014849	Np003G1610800	Ag004G0753600
OG0014850	Np001G0506100	Ag004G0758600
OG0014851	Np001G0503800	Ag004G0760700
OG0014852	Np001G0502800	Ag004G0762100
OG0014853	Np001G0501000	Ag004G0766200
OG0014854	Np001G0498200	Ag004G0769400
OG0014855	Np001G0497800	Ag004G0769600
OG0014856	Np001G0494700	Ag004G0772800
OG0014857	Np003G1867000	Ag022G2633900
OG0014858	Np003G1865000	Ag022G2639900
OG0014859	Np003G1334200	Ag022G2652100
OG0014860	Np003G1333500	Ag022G2654100
OG0014861	Np006G3341600	Ag039G4253000, Ag022G2656000
OG0014862	Np005G2997300, Np003G1329300, Np002G1084400	Ag022G2665600
OG0014863	Np003G1327500	Ag022G2670600
OG0014864	Np003G1326100	Ag022G2673900
OG0014865	Np003G1325700	Ag022G2674800
OG0014866	Np003G1324900	Ag022G2676800
OG0014867	Np003G1324400	Ag022G2677500
OG0014868	Np003G1355500	Ag022G2682100
OG0014869	Np003G1317500	Ag022G2686300
OG0014870	Np002G0983200	Ag022G2692200
OG0014871	Np003G1313800	Ag022G2697100
OG0014872	Np003G1313700	Ag022G2697300
OG0014873	Np005G2827300	Ag022G2701200
OG0014874	Np003G1312100	Ag022G2703400
OG0014875	Np003G1312000	Ag022G2703500
OG0014876	Np003G1311900	Ag022G2703600
OG0014877	Np003G1311700	Ag022G2703800
OG0014878	Np007G3974100, Np003G1310800, Np003G1319300, Np007G3971400	Ag022G2704300
OG0014879	Np003G1308100	Ag022G2706000
OG0014880	Np003G1307900	Ag022G2706600
OG0014881	Np003G1307600	Ag022G2707500
OG0014882	Np003G1307100	Ag022G2708400
OG0014883	Np003G1306900	Ag022G2708800
OG0014884	Np003G1303900	Ag022G2714800
OG0014885	Np003G1300700	Ag022G2718400
OG0014886	Np003G1300600	Ag022G2718500
OG0014887	Np003G1299700	Ag022G2719100
OG0014888	Np003G1298900	Ag022G2720300
OG0014889	Np003G1296300	Ag022G2724100
OG0014890	Np003G1295600	Ag022G2724400
OG0014891	Np003G1293700	Ag022G2726900
OG0014892	Np003G1292100	Ag022G2731600
OG0014893	Np001G0260200	Ag022G2731900, Ag024G2880700, Ag014G1912100
OG0014894	Np003G1291700	Ag022G2732200
