Orthogroup	Arabidopsis_arenosa	Cochlearia_excelsa
OG0007676	jg18447	g37065
OG0007677	jg18452	g51366
OG0007678	jg18489	g51399
OG0007679	jg18490	g51400
OG0007680	jg18496	g51405
OG0007681	jg18503	g51410
OG0007683	jg18547	g51447
OG0007684	jg18559	g37095, g37076
OG0007685	jg18595	g51471
OG0007686	jg21594	g10184
OG0007687	jg18671	g51523
OG0007688	jg18703	g51539
OG0007689	jg29233	g49661
OG0007691	jg18723	g51551
OG0007692	jg10640	g17425, g24128
OG0007693	jg10661	g47302, g24148
OG0007695	jg10737	g17470
OG0007696	jg10748	g47273
OG0007697	jg10758	g24191
OG0007698	jg10801	g17496, g24223
OG0007699	jg10806	g24226
OG0007700	jg10813	g47248, g24229
OG0007701	jg10828	g47240
OG0007702	jg10831	g24233, g17519
OG0007703	jg10842	g47238, g24242
OG0007704	jg10846	g47235
OG0007705	jg10853	g24246
OG0007707	jg20431	g10946, g40622
OG0007708	jg14999	g19323
OG0007709	jg14993	g2500, g2501, g2499
OG0007710	jg14992	g2496
OG0007711	jg14986	g2508
OG0007712	jg14959	g19341, g2540
OG0007713	jg14956	g2541
OG0007714	jg10133	g23884
OG0007715	jg10151	g23894
OG0007716	jg21939	g882
OG0007717	jg21937	g28370, g41222
OG0007718	jg21927	g878
OG0007719	jg21846	g41175, g41193
OG0007720	jg21812	g41163
OG0007722	jg21751	g1351
OG0007723	jg21748	g1362, g28300
OG0007724	jg27266	g6585
OG0007725	jg27531	g36064, g14326
OG0007726	jg27587	g14236
OG0007727	jg27621	g6150
OG0007728	jg27686	g6139
OG0007729	jg27752	g6126, g14103
OG0007730	jg27790	g13716
OG0007731	jg27805, jg27807	g14050
OG0007732	jg27848	g6110, g14042
OG0007733	jg10073	g47487, g23850
OG0007734	jg17253, jg10094	g23860
OG0007735	jg10090	g23858
OG0007736	jg10117	g23878
OG0007738	jg10232	g23928
OG0007739	jg10237	g23933
OG0007740	jg10253	g23946, g47435
OG0007741	jg10278	g17294
OG0007742	jg10300	g47419, g17303
OG0007743	jg10308	g47413
OG0007744	jg369	g40747
OG0007745	jg10571	g24079
OG0007746	jg10564	g24075
OG0007747	jg10552	g24069
OG0007748	jg10542	g24065
OG0007750	jg10537	g24063
OG0007751	jg10502	g47344, g17374
OG0007752	jg10419	g24008
OG0007753	jg10394	g47391, g23990
OG0007754	jg10382	g47400
OG0007755	jg32478	g29023
OG0007756	jg23721	g19648, g9639
OG0007757	jg7262	g40262
OG0007758	jg21186	g37137
OG0007759	jg21050	g37015
OG0007760	jg11002	g24355, g2666
OG0007761	jg10958	g24327
OG0007762	jg10942	g47179, g24316
OG0007763	jg10935	g47183
OG0007764	jg10930	g24307
OG0007765	jg24600	g7640
OG0007766	jg23899	g12721
OG0007767	jg23941	g12716
OG0007768	jg23950	g7930
OG0007769	jg23951	g7929
OG0007772	jg23754	g19643
OG0007773	jg23761	g19633
OG0007774	jg23764	g9629
OG0007775	jg15025	g2476
OG0007776	jg16414	g11145
OG0007777	jg16400, jg16408, jg16392, jg16399	g18771
OG0007778	jg16388	g18768
OG0007779	jg16363	g18746
OG0007782	jg16289	g1768
OG0007783	jg16288	g1769, g18683
OG0007784	jg16281	g1776
OG0007785	jg16278	g1780
OG0007786	jg16255	g1794
OG0007787	jg16241	g1815
OG0007788	jg16238	g1818
OG0007789	jg16217	g1836
OG0007790	jg16207	g1844
OG0007792	jg16181	g1870
OG0007793	jg16179	g1871
OG0007795	jg16124	g18803
OG0007797	jg16095	g18826
OG0007798	jg16075	g11192
OG0007799	jg16067	g18859
OG0007800	jg19724	g52131
OG0007801	jg16019	g11199
OG0007802	jg16015	g18879
OG0007803	jg16000	g2025
OG0007804	jg15999	g2024
OG0007805	jg15985	g2021, g18896
OG0007806	jg19666	g52114
OG0007807	jg15950	g18909
OG0007808	jg15941	g2003, g18913
OG0007809	jg15914	g11204
OG0007811	jg15903	g18929
OG0007812	jg15898	g1997
OG0007813	jg15890	g1989
OG0007814	jg15836	g2035
OG0007815	jg21693	g1409
OG0007816	jg15799, jg15787	g2122
OG0007817	jg15784	g18979
OG0007818	jg15772	g18982, g2118
OG0007819	jg15669	g2081
OG0007820	jg15684	g19002, g2071
OG0007821	jg15685	g2070
OG0007822	jg15620	g2144
OG0007823	jg15590	g11265
OG0007824	jg21372	g10274
OG0007825	jg15489	g19081
OG0007826	jg15573	g2171
OG0007827	jg15535	g19061
OG0007828	jg15484	g2196
OG0007829	jg15402	g19141
OG0007830	jg15398	g36100, g30085
OG0007831	jg15380	g19151
OG0007832	jg15378	g2290
OG0007833	jg15375	g11298, g2292
OG0007834	jg15371	g19157, g2295
OG0007835	jg15370	g11300, g2296
OG0007836	jg15369	g2297
OG0007837	jg15368	g19159
OG0007838	jg15351	g11303
OG0007839	jg29691	g31387
OG0007840	jg15325	g2327
OG0007841	jg15314	g19174
OG0007842	jg15297	g19185, g2338
OG0007843	jg15285	g19191, g2344
OG0007844	jg15244	g2381
OG0007845	jg15222	g2389
OG0007846	jg15197	g2409
OG0007847	jg22163	g940, g28448
OG0007848	jg22157	g28445
OG0007849	jg22078	g28430
OG0007850	jg22072	g28426, g41291
OG0007852	jg22062	g28421
OG0007853	jg22049	g914
OG0007854	jg22048	g41275, g913
OG0007855	jg11056	g24400
OG0007856	jg26768	g13510
OG0007857	jg26792	g11701
OG0007858	jg26793	g13514, g6447
OG0007859	jg26852	g6421
OG0007860	jg26933	g35820
OG0007861	jg26997	g6362
OG0007862	jg27183	g13594
OG0007863	jg2174	g44970
OG0007864	jg2177	g18043
OG0007865	jg2217	g41818
OG0007866	jg2234	g41798
OG0007867	jg2242	g41778
OG0007868	jg2243	g41777
OG0007869	jg2259	g13639, g44913
OG0007870	jg24033, jg12003, jg17462	g11717
OG0007870	jg11976	g37006
OG0007871	jg6551	g10106
OG0007872	jg2264	g44905
OG0007873	jg2268	g41691
OG0007874	jg2269	g44904
OG0007875	jg2279	g41688
OG0007876	jg2296	g44891
OG0007877	jg2312	g44885, g41641
OG0007878	jg2315	g41637
OG0007881	jg2368	g44867
OG0007882	jg2391	g44849
OG0007883	jg2399	g41563
OG0007884	jg2403	g44842
OG0007885	jg28011	g6002
OG0007886	jg20654	g11029
OG0007887	jg28041	g13949
OG0007888	jg28054	g13947
OG0007889	jg28102	g13922, g5971
OG0007890	jg13052	g16704
OG0007891	jg13613	g5967
OG0007892	jg28157	g13903
OG0007893	jg19400	g38156
OG0007894	jg19394	g51977
OG0007895	jg19389	g51974
OG0007896	jg19385	g51972
OG0007898	jg19345	g51952
OG0007899	jg19338	g51947, g38146
OG0007900	jg19318	g51915
OG0007902	jg19263	g51868
OG0007904	jg19257	g37352
OG0007905	jg9203, jg19246	g51848
OG0007906	jg19230	g37339
OG0007907	jg1981	g45050
OG0007908	jg19178	g51784
OG0007909	jg19167	g51778
OG0007911	jg19115	g38125
OG0007912	jg19086	g51748
OG0007913	jg24618	g7630
OG0007914	jg19068	g38109
OG0007915	jg19066	g37296
OG0007916	jg19061	g37293
OG0007917	jg19060	g38108, g37292
OG0007918	jg19059	g37291
OG0007919	jg19058	g51738
OG0007920	jg19052	g51734
OG0007921	jg31205	g32225
OG0007922	jg1424	g37264
OG0007923	jg18994	g51709
OG0007924	jg18965	g37240, g51689
OG0007925	jg18952	g51677
OG0007926	jg24932	g13067
OG0007927	jg18938	g51665
OG0007928	jg18937	g51664, g38085
OG0007929	jg18929	g38081
OG0007930	jg18889	g51635
OG0007931	jg18868	g51630
OG0007932	jg18857	g37196
OG0007933	jg18854	g37194, g51627
OG0007935	jg7656	g40409
OG0007936	jg7667	g40415, g25654
OG0007937	jg12932	g18964
OG0007938	jg7698	g40436
OG0007939	jg7701	g40441
OG0007940	jg7720	g40447
OG0007941	jg7644	g25603
OG0007942	jg16564	g38528, g50866
OG0007943	jg16603	g38517
OG0007944	jg16641	g38508
OG0007945	jg16667	g50895, g38495
OG0007946	jg16681	g38486
OG0007947	jg16687	g38483
OG0007948	jg16698	g38476
OG0007949	jg31243	g32257
OG0007950	jg16705	g38471, g36918
OG0007951	jg16726, jg28205	g50906
OG0007952	jg16727, jg28206	g50905
OG0007953	jg16762	g36914
OG0007954	jg16789	g36912
OG0007955	jg16796	g38436
OG0007956	jg16844	g50965
OG0007957	jg16862	g27289, g38401
OG0007958	jg16879	g50971
OG0007959	jg17231	g38304
OG0007960	jg17136	g51046
OG0007961	jg17310	g38291
OG0007962	jg16926	g50984
OG0007963	jg17177	g51068
OG0007964	jg10021	g23829
OG0007965	jg10022	g23830
OG0007966	jg10050	g47501
OG0007967	jg32539, jg32538	g53742
OG0007968	jg32573	g28176
OG0007969	jg11070, jg32602	g53812
OG0007970	jg32645	g53907, g35965
OG0007971	jg32652	g36168
OG0007972	jg32259	g50773
OG0007973	jg32238	g32973
OG0007974	jg32215	g32992
OG0007975	jg32139	g50756, g32837
OG0007976	jg32100	g32749
OG0007977	jg32090	g32742, g50739
OG0007978	jg32070	g32730
OG0007979	jg32038	g50717
OG0007980	jg32036	g50715, g32704
OG0007982	jg7301	g40274
OG0007983	jg7358, jg7360, jg7361, jg7362	g40295
OG0007984	jg7371, jg7370	g40300
OG0007985	jg7429	g40333, g25776
OG0007986	jg12154, jg12155	g16736
OG0007987	jg7558	g25690
OG0007988	jg7621	g40398
OG0007990	jg5759	g29092, g4891
OG0007991	jg5765	g4884
OG0007992	jg5789	g4872, g29106
OG0007993	jg5793	g29108
OG0007994	jg6534	g18530
OG0007995	jg6540	g4863
OG0007996	jg6583	g4811
OG0007997	jg28232	g13818
OG0007998	jg28247	g5915, g13860
OG0008000	jg20231	g43231
OG0008001	jg20218	g37771
OG0008002	jg20200	g50837
OG0008003	jg7381	g40306
OG0008004	jg20154	g37729
OG0008005	jg20147	g50823
OG0008006	jg20138	g50818
OG0008007	jg20009	g37643
OG0008008	jg20007	g52294
OG0008009	jg20004	g37642
OG0008010	jg20001	g37641
OG0008011	jg19992, jg20117	g18851
OG0008012	jg19989	g37635
OG0008013	jg19980	g52283
OG0008014	jg19962	g37621
OG0008015	jg19932	g37608
OG0008016	jg19846	g52196
OG0008017	jg19844	g37569
OG0008018	jg19823	g52185, g37563
OG0008019	jg19798	g52165
OG0008020	jg19751	g52158
OG0008022	jg19750	g52153
OG0008023	jg19736, jg27629	g52141
OG0008025	jg19626	g37479
OG0008026	jg19610	g52089
OG0008027	jg19522	g52039
OG0008028	jg19511	g52031, g37435
OG0008029	jg19491	g52020
OG0008030	jg19470	g37409
OG0008031	jg28197, jg19421	g38159, g38161, g38163
OG0008032	jg19415	g37387
OG0008033	jg20373	g40666
OG0008034	jg20325	g10889
OG0008035	jg20361	g40672, g10908
OG0008036	jg23974	g12710
OG0008037	jg23976	g7923, g12738
OG0008038	jg23983	g12741
OG0008039	jg23998	g7912, g12696
OG0008040	jg24020	g7901
OG0008042	jg24076	g7864, g12681
OG0008043	jg24112	g12670, g7848
OG0008044	jg24135	g12662
OG0008045	jg24146	g7832
OG0008046	jg24186	g12634
OG0008047	jg24212	g12780
OG0008048	jg24219	g7813
OG0008049	jg24261	g12801, g7797
OG0008050	jg24265	g7794
OG0008051	jg24270	g7792
OG0008052	jg24272	g12612, g7790
OG0008053	jg24292, jg24326	g7762
OG0008054	jg24367	g12823
OG0008055	jg24382	g7733
OG0008056	jg24404	g7719, g12842
OG0008057	jg24410	g12844
OG0008058	jg24433	g12857
OG0008059	jg24441	g7704
OG0008060	jg24451	g12864
OG0008062	jg24521	g7682
OG0008063	jg24526	g7677
OG0008064	jg24534	g7669
OG0008065	jg24544	g12921
OG0008066	jg32666	g10255
OG0008067	jg24606	g12930
OG0008068	jg24607	g12931
OG0008069	jg24616	g12938
OG0008070	jg24627	g7626
OG0008071	jg24734	g12433
OG0008074	jg24818	g7519
OG0008075	jg24841	g13015
OG0008076	jg24828	g13018
OG0008077	jg24831	g12409
OG0008078	jg24846	g7510
OG0008079	jg24878	g13050
OG0008080	jg24882	g13054, g7484
OG0008081	jg24901	g7472, g13061
OG0008082	jg24933	g12387
OG0008083	jg24948	g13070
OG0008084	jg24972	g13084
OG0008085	jg10628	g17410
OG0008086	jg24991	g7425, g12370
OG0008087	jg25019	g12356
OG0008088	jg25020	g12355, g7413
OG0008089	jg25032	g13108
OG0008091	jg25068	g12331
OG0008092	jg25075	g12327
OG0008093	jg25100	g7378
OG0008094	jg25105	g12320
OG0008095	jg25106	g12319
OG0008096	jg25121	g7364
OG0008097	jg25122	g7363
OG0008098	jg25134	g13124
OG0008099	jg25135	g13125, g7350
OG0008100	jg25146	g7343
OG0008101	jg25147	g12297, g13129
OG0008102	jg25159	g7334
OG0008103	jg25184	g7318
OG0008104	jg25188	g12286
OG0008105	jg25202	g7309, g13140
OG0008106	jg25217	g7295, g13142
OG0008107	jg25219	g7293
OG0008108	jg25220	g12272
OG0008109	jg25225	g13145, g7290
OG0008110	jg25258	g12255, g13152
OG0008111	jg25271	g7264
OG0008112	jg25290	g13160
OG0008113	jg25305, jg6419	g12243
OG0008114	jg25325	g7237
OG0008115	jg25387	g13201
OG0008116	jg25392	g7205
OG0008117	jg25401	g7198
OG0008118	jg25384	g13207
OG0008119	jg25419	g13210, g7189
OG0008120	jg25435	g7173, g12194
OG0008122	jg25453	g12180, g7163
OG0008123	jg25497	g7143, g12162
OG0008124	jg25506	g12160
OG0008125	jg25530	g12151, g7119
OG0008126	jg25531	g12150, g7118
OG0008127	jg25595	g12138
OG0008128	jg25612	g12115
OG0008129	jg25614	g7063, g13244
OG0008131	jg25625	g7057, g12108
OG0008132	jg25650	g12102
OG0008133	jg25664	g7038, g12096
OG0008134	jg25681	g7020
OG0008137	jg25743	g6996, g12073
OG0008138	jg25784	g12058, g6978
OG0008139	jg25828	g6954
OG0008140	jg25841	g6949
OG0008141	jg25850	g13287, g12046
OG0008142	jg25851	g6941
OG0008143	jg25889	g6919
OG0008146	jg25915	g12027
OG0008147	jg25930, jg26641	g6905
OG0008149	jg25962	g6882
OG0008150	jg25989	g13310
OG0008151	jg26000	g13315, g11995
OG0008152	jg9141	g16918, g23266
OG0008153	jg26008	g13320
OG0008154	jg26017	g6853
OG0008155	jg26021	g6850
OG0008156	jg26051	g6825, g11974
OG0008157	jg26064	g11962
OG0008158	jg26087	g13337
OG0008159	jg26089	g13338, g6799
OG0008160	jg26097	g6793
OG0008161	jg8636	g22882
OG0008162	jg12855	g16759
OG0008163	jg26176	g6750
OG0008164	jg10920	g47191
OG0008165	jg26204	g6719, g25984, g13356
OG0008167	jg26259	g11888
OG0008168	jg26281	g6692
OG0008169	jg26293	g11879
OG0008170	jg26300	g6686
OG0008171	jg21998	g896
OG0008172	jg21958	g41227
OG0008173	jg21971	g888, g28385
OG0008174	jg12539	g46691
OG0008175	jg12431	g46726
OG0008176	jg12159	g45037
OG0008177	jg21279	g10301
OG0008178	jg26632	g11750
OG0008179	jg26613	g6515
OG0008180	jg26600	g13470
OG0008181	jg26581	g11761
OG0008182	jg26551	g11768
OG0008183	jg26532	g24515
OG0008185	jg26524	g6564
OG0008186	jg26511	g13434
OG0008187	jg26479	g13425
OG0008188	jg26465	g11820, g6591
OG0008189	jg13517, jg26464	g6592
OG0008190	jg26436	g13410
OG0008191	jg26440	g6595
OG0008192	jg26429	g11844
OG0008193	jg12962	g10775
OG0008194	jg26342	g11867
OG0008195	jg26336	g6672
OG0008196	jg26332	g6673
OG0008197	jg9387	g23421
OG0008198	jg9388	g23422
OG0008199	jg9391	g47734
OG0008200	jg9393	g23427
OG0008201	jg9400	g23435, g23431
OG0008202	jg9404	g23439
OG0008203	jg9417	g47724
OG0008204	jg9427	g23453
OG0008205	jg2116	g44976
OG0008206	jg2024	g45041
OG0008207	jg1984	g45049
OG0008208	jg1725	g45140
OG0008209	jg1214	g43701
OG0008210	jg1554	g43827
OG0008211	jg18374	g43893
OG0008212	jg1522	g41134
OG0008213	jg1520	g41135
OG0008214	jg5755	g41730, g41445
OG0008215	jg5736	g29073
OG0008216	jg5704	g29060
OG0008217	jg5695	g29047
OG0008218	jg5684	g4921
OG0008219	jg5666	g29036, g41478
OG0008220	jg6779	g18503
OG0008221	jg12861	g25107, g25018
OG0008222	jg21461	g10224
OG0008223	jg21385	g10261
OG0008224	jg15167	g19242
OG0008225	jg15149	g19258
OG0008226	jg15146	g19262
OG0008227	jg15134	g2417
OG0008228	jg15124	g11335, g2426
OG0008229	jg15097	g19285
OG0008230	jg15074	g2460
OG0008231	jg15072, jg15065	g19294
OG0008232	jg15051	g19295
OG0008233	jg15038	g19306, g2469
OG0008234	jg15000	g19322
OG0008235	jg28402	g49277, g26856, g30725
OG0008236	jg28513	g30769, g49346
OG0008237	jg15142, jg28552	g49369
OG0008238	jg28553	g30772
OG0008239	jg28565, jg28564	g49378
OG0008240	jg28598	g30796, g49390
OG0008242	jg28627	g49402
OG0008243	jg28634	g26903
OG0008245	jg28646	g30815
OG0008246	jg28651	g30818, g49414
OG0008247	jg28670	g49422
OG0008248	jg28672	g30833
OG0008249	jg28673	g30834, g26920
OG0008250	jg28689	g49427
OG0008251	jg28698	g49430
OG0008252	jg28716	g49437
OG0008253	jg28721	g30845
OG0008254	jg28736	g49445
OG0008255	jg10056	g47497
OG0008256	jg28761	g30871
OG0008257	jg28774	g49456
OG0008258	jg28775	g26939, g30877
OG0008259	jg28811	g30899, g49469
OG0008260	jg28833	g30906
OG0008261	jg28864	g30924
OG0008262	jg28871	g49492
OG0008263	jg28875	g30927, g49493
OG0008264	jg28880	g49496, g30930
OG0008265	jg28885	g49500
OG0008266	jg28922	g30952
OG0008267	jg28926	g49515
OG0008268	jg28934	g49517
OG0008269	jg28935	g26963
OG0008270	jg28947	g49527
OG0008271	jg28955	g49532, g30974
OG0008272	jg28971	g26970
OG0008273	jg28991	g30997, g26975
OG0008274	jg28997	g26977, g31003
OG0008275	jg29026	g49552
OG0008276	jg29027	g31025
OG0008277	jg29057	g49561
OG0008278	jg29073	g27001
OG0008279	jg29075	g31050
OG0008280	jg29083	g31055
OG0008281	jg29085	g27004, g31056
OG0008282	jg29118	g49583
OG0008284	jg29185	g49613
OG0008285	jg29217	g31124, g49672
OG0008286	jg29219	g31126, g49671
OG0008287	jg29223	g31128
OG0008288	jg29240	g49657
OG0008289	jg29259	g31154
OG0008290	jg29269	g49638
OG0008291	jg29289	g27068, g31175
OG0008292	jg21954	g38331
OG0008293	jg29336	g27094
OG0008294	jg29350	g49702
OG0008295	jg29366	g49713, g31226
OG0008296	jg29375	g49720
OG0008297	jg29379	g31233
OG0008299	jg29390	g49723
OG0008300	jg29394	g27106, g31238
OG0008301	jg29398	g31241
OG0008302	jg29411	g31243
OG0008303	jg29428	g31249
OG0008304	jg29459	g31264
OG0008305	jg9864	g47566
OG0008306	jg29515	g27137
OG0008307	jg29524	g27142
OG0008308	jg29568	g31316, g27155
OG0008309	jg29569	g49777
OG0008310	jg29586	g31321
OG0008311	jg730	g31332
OG0008312	jg29625	g31338, g49784
OG0008313	jg29626	g31339, g49785
OG0008314	jg29637	g27178
OG0008315	jg29686	g27188, g31383
OG0008316	jg29688	g49821
OG0008317	jg29694	g49823, g31388
OG0008318	jg29696	g27190
OG0008320	jg29757	g49859
OG0008321	jg29761	g49861
OG0008322	jg29762	g49862
OG0008323	jg29781	g27210, g49871
OG0008324	jg29797	g31451
OG0008325	jg29821	g49877
OG0008326	jg29871	g27256
OG0008327	jg29868	g31486
OG0008328	jg29890	g31506
OG0008329	jg29906	g27264, g31519
OG0008330	jg29917	g27268
OG0008331	jg29918	g27269, g31527
OG0008332	jg29935	g27280
OG0008333	jg29941	g31537
OG0008334	jg29947	g49915
OG0008334	jg29946	g49913
OG0008335	jg29958	g31550
OG0008337	jg29964	g31553
OG0008338	jg30013	g31586
OG0008339	jg29975	g31561
OG0008341	jg29986	g31569
OG0008342	jg29989	g49928
OG0008343	jg29997	g31574
OG0008344	jg30025	g31596, g27302
OG0008345	jg30026	g49939, g31597
OG0008346	jg30071	g31618
OG0008347	jg30113	g49965, g31642
OG0008348	jg30179, jg30156, jg30167	g31661
OG0008349	jg30190	g27352
OG0008350	jg1801	g41687, g44897
OG0008351	jg30296	g31722
OG0008352	jg30343	g31756
OG0008353	jg30351	g31763
OG0008354	jg30353	g31766
OG0008355	jg30359	g31772
OG0008357	jg30385	g31795
OG0008359	jg30389	g31797
OG0008360	jg30414	g27421
OG0008361	jg30425	g50061
OG0008362	jg30426	g50062
OG0008363	jg30431	g31816
OG0008364	jg30456	g50079, g31835
OG0008365	jg30506	g50099, g27442
OG0008366	jg30512	g31887
OG0008367	jg30513	g50105
OG0008368	jg30519	g31890
OG0008369	jg30539	g50119, g27450
OG0008370	jg30556	g31915, g50131
OG0008371	jg30577	g50134
OG0008372	jg30605	g31946
OG0008373	jg30619	g50150
OG0008374	jg30629	g50157, g27470
OG0008375	jg30649	g31964
OG0008376	jg30680	g31985
OG0008377	jg30692	g50192
OG0008378	jg30697	g31997
OG0008379	jg30705	g50201
OG0008380	jg30706	g50202
OG0008381	jg30716	g27491
OG0008382	jg30722	g27492
OG0008383	jg30741	g50211
OG0008385	jg30795	g32027
OG0008386	jg30865	g32046, g50278
OG0008387	jg7481	g40354
OG0008389	jg2805	g45949
OG0008390	jg2784	g44649
OG0008391	jg2767	g45921
OG0008392	jg2755	g45917, g44656
OG0008393	jg2744	g45911
OG0008394	jg2739	g44662
OG0008395	jg2723	g45896
OG0008396	jg2721	g45894
OG0008397	jg2712	g45884
OG0008398	jg2693	g44678
OG0008399	jg2654	g45854, g22228
OG0008400	jg2646	g45850
OG0008401	jg2629	g45833
OG0008402	jg2627	g45831
OG0008403	jg10070	g17228
OG0008404	jg31951	g32648
OG0008405	jg31978	g50690
OG0008406	jg447	g40815
OG0008407	jg544	g40846
OG0008408	jg545	g44248
OG0008409	jg546	g40847
OG0008410	jg573	g40853
OG0008411	jg599	g40866
OG0008412	jg31271	g27633
OG0008413	jg683	g44225, g40912
OG0008414	jg31368	g50468
OG0008415	jg771	g44195
OG0008416	jg776	g40946
OG0008417	jg785	g38262
OG0008418	jg856	g44154
OG0008420	jg962	g44124
OG0008421	jg1002	g41187, g41202
OG0008422	jg1101	g41050
OG0008423	jg1105	g44069
OG0008424	jg1168	g41061
OG0008425	jg1240, jg1215	g41076
OG0008426	jg1309	g41078, g44021
OG0008427	jg31194	g50389
OG0008428	jg396	g40775
OG0008429	jg393	g40768
OG0008430	jg379	g40759
OG0008431	jg371	g40749
OG0008432	jg357	g40732
OG0008433	jg20421	g40633
OG0008434	jg20404	g40635
OG0008435	jg20375	g10914, g40663
OG0008436	jg20371	g10912
OG0008437	jg20265	g40723
OG0008438	jg20262	g10841
OG0008439	jg20704	g11050
OG0008441	jg20746	g40486
OG0008442	jg20758	g40482
OG0008443	jg7785	g25542
OG0008444	jg7779	g40464
OG0008445	jg7762	g40460
OG0008446	jg7750	g25556, g40457
OG0008447	jg9430	g16995
OG0008448	jg11039	g17594, g24387
OG0008449	jg11038	g17593
OG0008450	jg32885	g42114, g54040
OG0008451	jg32890	g28108, g54047
OG0008452	jg32908	g36302
OG0008453	jg32954	g28098, g36356
OG0008454	jg32969	g54099
OG0008455	jg33021	g54122
OG0008456	jg3146	g46174
OG0008457	jg8419	g22713
OG0008458	jg8468	g22732
OG0008459	jg8488	g22746
OG0008460	jg8503	g22764
OG0008461	jg8515	g22779
OG0008462	jg8537	g22800, g18290
OG0008463	jg8549	g18287
OG0008464	jg8551	g22803
OG0008465	jg8560	g22812
OG0008466	jg8565	g18284
OG0008467	jg8567	g22818
OG0008468	jg8606	g22846
OG0008469	jg8609	g22849
OG0008470	jg8624	g22870
OG0008471	jg8638	g47979
OG0008472	jg8650	g22892
OG0008473	jg8661	g22902
OG0008474	jg8675	g22916
OG0008475	jg8685	g22922
OG0008476	jg8704	g47965, g22938
OG0008477	jg8739	g47946
OG0008478	jg8769	g47932
OG0008479	jg8798	g22998
OG0008480	jg8819	g23014
OG0008481	jg8814	g23010
OG0008482	jg8813	g23009
OG0008483	jg8859	g23038
OG0008484	jg8868	g23042
OG0008485	jg8894	g23075
OG0008486	jg8896	g47883
OG0008487	jg8909	g47880, g23086
OG0008488	jg8937	g23116
OG0008489	jg8949	g23134
OG0008490	jg9169	g47804
OG0008491	jg9168	g23278, g16930
OG0008492	jg9167	g16929
OG0008493	jg9165	g16926
OG0008494	jg9137	g23260
OG0008495	jg9121	g23248
OG0008496	jg9089	g23213, g47829
OG0008497	jg9072	g23205
OG0008498	jg9067	g23201, g47837
OG0008499	jg9062	g47840
OG0008500	jg9036	g18159
OG0008501	jg8992	g23155
OG0008502	jg8967	g47862, g23140
OG0008503	jg8963	g47863
OG0008504	jg8961	g23137
OG0008505	jg9180	g23282
OG0008506	jg9183	g23284
OG0008507	jg9211	g47796
OG0008508	jg9253	g23321
OG0008509	jg9261	g47782, g16955
OG0008510	jg30529, jg9262	g23329
OG0008511	jg9273	g16959, g47777
OG0008512	jg9285	g47769, g23350
OG0008513	jg16898, jg16894	g50976
OG0008514	jg26663	g11741
OG0008515	jg26677	g6486, g11734
OG0008516	jg26683	g6478
OG0008517	jg26684	g6477
OG0008518	jg26724	g11728
OG0008519	jg2899	g46008
OG0008520	jg2887	g46004
OG0008521	jg2885	g46002
OG0008522	jg2873	g44608
OG0008523	jg2866	g44611
OG0008524	jg2861	g44615
OG0008525	jg2860	g18007
OG0008526	jg2854	g44617
OG0008527	jg2853	g45961
OG0008528	jg2849	g45963
OG0008529	jg30884	g32064
OG0008530	jg30905	g50291
OG0008531	jg30917	g32101
OG0008532	jg31011	g50325, g27566
OG0008533	jg31026	g27573, g32123
OG0008534	jg31099	g50364
OG0008535	jg31130	g32170
OG0008536	jg31256	g27629
OG0008537	jg10028	g23834
OG0008538	jg8016	g39538
OG0008539	jg21735	g28286, g1382
OG0008540	jg8071	g25423
OG0008541	jg8078	g39511
OG0008542	jg8083	g39508
OG0008543	jg8097	g39492
OG0008544	jg8135	g45261
OG0008545	jg8130	g39468
OG0008546	jg8128	g25400
OG0008547	jg8104	g39487
OG0008548	jg8170	g25371
OG0008549	jg8183	g25368
OG0008550	jg8198	g25363
OG0008551	jg9791	g47590
OG0008552	jg16508	g50849
OG0008553	jg31224	g50397
OG0008554	jg31177	g50384
OG0008555	jg31158	g50376
OG0008556	jg31154	g32190, g50373
OG0008557	jg31152	g50372
OG0008558	jg9806	g23696
OG0008559	jg9757	g17109
OG0008560	jg9710	g17088, g23637
OG0008561	jg9711	g23638, g17089
OG0008562	jg9703	g47629
OG0008563	jg9685	g17079, g23622
OG0008564	jg9680	g23618
OG0008565	jg9647	g23589
OG0008567	jg9635	g17070, g17115
OG0008568	jg9633	g17067
OG0008569	jg9632	g23581
OG0008570	jg9629	g17064
OG0008571	jg9603	g47662
OG0008572	jg28986	g30993
OG0008573	jg29516	g27138, g31298
OG0008574	jg29969	g31557
OG0008575	jg30962	g32085, g50308
OG0008576	jg31094	g50361, g32152
OG0008577	jg31170	g32200
OG0008579	jg32320, jg17211, jg21411	g43578
OG0008580	jg32720	g28171, g28159
OG0008581	jg2286, jg32604	g53833
OG0008582	jg32632, jg32612	g36358, g36354
OG0008584	jg503	g40785
OG0008585	jg978	g44123
OG0008586	jg2387	g18022, g18025, g44851
OG0008587	jg2481	g44783, g45768, g36533
OG0008589	jg24385	g18475
OG0008592	jg25375	g7210
OG0008593	jg26379	g13910
OG0008594	jg26548	g6553, g13452
OG0008596	jg16593	g38520
OG0008598	jg16704	g38472, g43539
OG0008599	jg16708	g38470
OG0008600	jg16794	g50952, g38437
OG0008601	jg16883	g50973
OG0008602	jg16903	g50979
OG0008603	jg17162	g38319, g51067
OG0008604	jg18132	g39892
OG0008605	jg18521	g37088, g51432
OG0008607	jg13404	g10525
