Orthogroup	Arabidopsis_arenosa	Cochlearia_excelsa
OG0017487	jg15431	g2253
OG0017488	jg15377	g19152
OG0017489	jg15367	g2299
OG0017492	jg15317	g2329
OG0017493	jg15312	g19176
OG0017494	jg15292	g2339
OG0017495	jg15255	g19205
OG0017496	jg15248	g11317
OG0017498	jg15226	g19211
OG0017499	jg15204	g11322
OG0017500	jg15202	g11323
OG0017501	jg15194	g19223
OG0017502	jg15184	g19229
OG0017503	jg22150	g937
OG0017504	jg22070	g923
OG0017506	jg26761	g11720, g13501
OG0017507	jg26807	g6441
OG0017508	jg26831	g11685
OG0017509	jg26829	g11686
OG0017510	jg26850	g11674
OG0017511	jg26891	g6391
OG0017512	jg26938	g6367
OG0017513	jg26941	g13532
OG0017514	jg27034	g13570
OG0017515	jg27139	g13587
OG0017516	jg2173	g44971
OG0017517	jg2214	g44940
OG0017518	jg2229	g41799
OG0017519	jg2314	g44882
OG0017520	jg2329	g41605
OG0017522	jg2366	g41581
OG0017523	jg2364	g44866
OG0017524	jg2390	g18018
OG0017525	jg2405	g44841
OG0017527	jg28007	g6004
OG0017528	jg28062	g13945
OG0017529	jg21796	g19043
OG0017531	jg21370	g10275
OG0017533	jg19351	g51954
OG0017534	jg19337	g38145
OG0017535	jg21981	g28387
OG0017536	jg19305	g51886
OG0017540	jg19248	g51856
OG0017542	jg19182	g37323
OG0017543	jg19179	g51785
OG0017544	jg19116	g51768
OG0017545	jg19136	g37311
OG0017547	jg19074	g51743
OG0017548	jg19041	g38092
OG0017550	jg19028	g51722
OG0017551	jg19026	g37275
OG0017553	jg18936	g38084
OG0017555	jg18910	g37219
OG0017557	jg11290	g25660
OG0017558	jg7672	g25661
OG0017559	jg7677	g40419
OG0017560	jg7684	g40425
OG0017561	jg7685	g40426
OG0017563	jg31178	g50386
OG0017564	jg16521	g50855
OG0017570	jg16621	g36944
OG0017571	jg16633	g38510
OG0017572	jg16680	g36929
OG0017573	jg16691	g38480
OG0017574	jg17086	g36876
OG0017575	jg17192	g38308
OG0017576	jg17293	g36822
OG0017577	jg17373	g38270
OG0017578	jg17157	g38323
OG0017579	jg32518	g35934
OG0017580	jg32264	g53615
OG0017581	jg32163	g32852
OG0017582	jg32142	g27866
OG0017583	jg32094	g32743
OG0017585	jg32400	g27802
OG0017586	jg31994	g50706
OG0017587	jg31991	g32667
OG0017588	jg7422	g40329, g25780
OG0017589	jg7442	g25765
OG0017592	jg7553	g25698
OG0017593	jg7550	g25695
OG0017595	jg6590	g4805
OG0017596	jg6661	g10151
OG0017598	jg6714	g4707
OG0017599	jg28220	g5934
OG0017600	jg28255	g5908
OG0017601	jg28288	g13827
OG0017602	jg28306	g47383
OG0017603	jg28323	g13834
OG0017604	jg20225	g31127
OG0017605	jg20223	g37776
OG0017609	jg20153	g37728
OG0017610	jg20098	g37701
OG0017611	jg20090	g37699
OG0017614	jg19947	g38244
OG0017616	jg19865	g52244
OG0017617	jg9565	g17030
OG0017621	jg19746	g37526
OG0017622	jg19737	g52142
OG0017623	jg28302	g5932
OG0017624	jg19665	g38210
OG0017626	jg19643	g38205
OG0017628	jg19504	g52026
OG0017629	jg19501	g37423
OG0017630	jg19474	g37410
OG0017632	jg24019	g7902
OG0017633	jg24026	g7893
OG0017634	jg24084	g45761
OG0017636	jg24114	g7843
OG0017638	jg24164	g12642
OG0017639	jg24165	g12641
OG0017640	jg24187	g7823
OG0017642	jg24211	g7817
OG0017643	jg23578	g19650
OG0017645	jg24360	g7742
OG0017646	jg16828	g38425
OG0017647	jg24411	g12846
OG0017648	jg24424	g12561
OG0017649	jg24452	g12555
OG0017650	jg24535	g12509
OG0017652	jg31211	g32238
OG0017654	jg24585	g12487
OG0017655	jg24594	g7643
OG0017656	jg24601	g7639
OG0017657	jg24612	g12934
OG0017658	jg24635	g12469
OG0017659	jg24644	g7617
OG0017660	jg24667	g12954
OG0017662	jg24694	g12443
OG0017663	jg24727	g7572
OG0017664	jg5878	g10309
OG0017665	jg24747	g7559
OG0017666	jg24756	g7554
OG0017667	jg24759	g12993
OG0017668	jg24792	g7535
OG0017669	jg24795	g7533
OG0017670	jg24800	g7531
OG0017671	jg27074	g11634
OG0017672	jg24881	g7485
OG0017673	jg24892	g7479
OG0017674	jg24900	g13060
OG0017675	jg24905	g7469
OG0017676	jg24934	g12386
OG0017678	jg24956	g7444
OG0017679	jg24958	g7442
OG0017680	jg24973	g13085
OG0017681	jg25002	g13105
OG0017682	jg25025	g7409
OG0017683	jg25098	g13119
OG0017684	jg25208	g7304
OG0017685	jg25212	g7302
OG0017686	jg25237	g7282
OG0017687	jg25287	g13156
OG0017688	jg25809, jg25310	g7248
OG0017689	jg25339	g7230
OG0017690	jg25361	g7221
OG0017691	jg25369	g12218
OG0017693	jg25413	g12203
OG0017694	jg25417	g7191
OG0017695	jg25445	g12184
OG0017696	jg25472	g7152
OG0017697	jg25473	g7151
OG0017698	jg27395	g6243
OG0017699	jg25525	g12154
OG0017700	jg25537	g12148
OG0017702	jg25539	g7114
OG0017703	jg25560	g14415
OG0017704	jg25571	g7088
OG0017705	jg25604	g12119
OG0017707	jg25661	g7039
OG0017708	jg25680	g7021
OG0017709	jg25746	g6995
OG0017710	jg25750	g6992
OG0017711	jg25861	g6934
OG0017713	jg9849	g23720
OG0017716	jg26120	g6777
OG0017717	jg26121	g11954
OG0017718	jg28783	g30881
OG0017719	jg26127	g11950
OG0017720	jg11911	g25296
OG0017721	jg26248	g11896
OG0017722	jg21984	g28390
OG0017723	jg12565	g16875
OG0017726	jg12506	g16894
OG0017727	jg12379	g46744
OG0017728	jg12378	g18096
OG0017729	jg12235	g46784
OG0017731	jg12232	g46786
OG0017732	jg12208	g46793
OG0017734	jg12052	g25094
OG0017735	jg26634	g6512
OG0017737	jg26561	g11764
OG0017738	jg26536	g6559
OG0017739	jg26476	g11819
OG0017740	jg26444	g11834
OG0017741	jg26435	g13409
OG0017742	jg26424	g13405
OG0017744	jg26337	g13389
OG0017745	jg26319	g11872
OG0017746	jg9398	g16991
OG0017748	jg9402	g23433
OG0017749	jg9403	g23438
OG0017750	jg9415	g16993
OG0017751	jg9420	g23445
OG0017752	jg23133	g393
OG0017753	jg2086	g45003
OG0017754	jg1965	g45056
OG0017755	jg1947	g45066
OG0017756	jg1795	g45115
OG0017758	jg1857	g45099
OG0017759	jg1906	g45085
OG0017760	jg22324	g28498
OG0017761	jg1539	g43853
OG0017762	jg1538	g43870
OG0017763	jg1506	g43899
OG0017764	jg1492	g1693
OG0017766	jg5743	g29076
OG0017767	jg5703	g29059
OG0017769	jg21604	g4757
OG0017770	jg6808	g4732
OG0017771	jg21383	g10263
OG0017772	jg28190	g13875
OG0017774	jg15111	g19280
OG0017775	jg15007	g2489
OG0017776	jg15006	g19320
OG0017777	jg28400	g19281
OG0017778	jg28406	g49285
OG0017779	jg28414	g49290
OG0017781	jg28444	g26865
OG0017782	jg28448	g30733
OG0017783	jg21614	g38487
OG0017785	jg28545	g26889
OG0017789	jg28718	g49439
OG0017790	jg28719	g26921
OG0017791	jg28728	g30852
OG0017792	jg28731	g30856
OG0017794	jg28755	g26933
OG0017795	jg28805	g49466
OG0017797	jg28847	g30909
OG0017798	jg21348	g10289
OG0017799	jg28869	g30926
OG0017800	jg28877	g49495
OG0017801	jg28899	g26960
OG0017802	jg28914	g30947
OG0017803	jg28932	g30957
OG0017804	jg28940	g30962
OG0017805	jg28953	g30972
OG0017806	jg28962	g26967
OG0017807	jg28975	g30989
OG0017808	jg28985	g49543
OG0017809	jg5477	g31020
OG0017810	jg2037, jg29077	g49562
OG0017811	jg29086	g31057
OG0017813	jg29143	g49597, g31084
OG0017814	jg29145	g31086
OG0017815	jg29197	g49692
OG0017816	jg21948	g41226
OG0017817	jg29208	g49686
OG0017818	jg29216	g27028
OG0017819	jg29270	g31160
OG0017820	jg29283	g27063
OG0017821	jg29290	g31176
OG0017822	jg29292	g31178
OG0017824	jg29301	g27075
OG0017826	jg29356	g49706
OG0017827	jg29395	g31239
OG0017829	jg29424	g49725
OG0017830	jg29479	g31273
OG0017832	jg29488	g49752
OG0017835	jg29561	g31311
OG0017836	jg29585	g31319
OG0017839	jg29745	g31412
OG0017841	jg17026, jg17025	g38351
OG0017842	jg29826	g49879
OG0017843	jg29830	g27227
OG0017844	jg29844	g27248
OG0017845	jg29874	g31491
OG0017846	jg29888	g31504
OG0017847	jg29893	g31509
OG0017848	jg29914	g31525
OG0017849	jg29950	g31543
OG0017850	jg30015	g31588
OG0017851	jg30041	g31605
OG0017852	jg30045	g31611
OG0017853	jg30089	g31629
OG0017855	jg30114	g49966
OG0017857	jg30247	g31690
OG0017858	jg30262	g49998
OG0017859	jg30289	g50011
OG0017860	jg30308	g31733
OG0017861	jg30316	g31740
OG0017862	jg30355	g31769
OG0017863	jg30358	g31771
OG0017864	jg30372	g31784
OG0017865	jg30378	g50048
OG0017867	jg30379	g27411
OG0017868	jg30393	g27415
OG0017869	jg30429	g50063
OG0017870	jg30438	g31820
OG0017871	jg30484	g27434
OG0017873	jg11963	g46866
OG0017874	jg30604	g31945
OG0017877	jg30718	g32001
OG0017878	jg30723	g32005
OG0017879	jg30725	g32007
OG0017880	jg30733	g27497
OG0017883	jg30808	g32037
OG0017884	jg30820	g32041
OG0017886	jg30835	g27530
OG0017887	jg31940	g27791
OG0017890	jg2801	g44635
OG0017891	jg2792	g44644
OG0017892	jg2764	g45918
OG0017893	jg2746	g45912
OG0017894	jg2729	g45902
OG0017895	jg2715	g45888
OG0017897	jg2696	g45882
OG0017898	jg2689	g45878
OG0017901	jg2677	g44693
OG0017903	jg31941	g27793
OG0017904	jg31955	g27795
OG0017905	jg31958	g27796
OG0017906	jg31976	g50688
OG0017907	jg12783	g46642
OG0017908	jg12567	g15780
OG0017909	jg680	g40911
OG0017910	jg688	g40918
OG0017911	jg692	g40921
OG0017912	jg696	g44215
OG0017913	jg706	g44208
OG0017914	jg707	g38260
OG0017915	jg729	g44207
OG0017916	jg751	g40932
OG0017917	jg757	g40936
OG0017919	jg880	g40985
OG0017921	jg905	g41006
OG0017922	jg957	g41023
OG0017923	jg960	g44126
OG0017924	jg1941, jg1943	g45068
OG0017925	jg1106	g41052
OG0017927	jg1194	g1714
OG0017929	jg1938	g45069
OG0017931	jg1423	g41119
OG0017933	jg13743	g10364
OG0017934	jg27488	g6196
OG0017935	jg358	g40734
OG0017936	jg20400	g40638
OG0017939	jg20369	g40669
OG0017940	jg20274	g40716
OG0017941	jg31268	g5904
OG0017942	jg20705	g11051
OG0017943	jg20762	g11056
OG0017944	jg7803	g40470
OG0017945	jg7781	g40465, g25543
OG0017946	jg9504	g23484
OG0017947	jg9491	g23469
OG0017948	jg9438	g17001
OG0017949	jg9437	g17000
OG0017950	jg11027	g17592
OG0017951	jg11023	g47150
OG0017952	jg32483	g28235
OG0017954	jg32910	g28106
OG0017957	jg32946	g54086
OG0017958	jg32973	g36366
OG0017959	jg32981	g54109
OG0017960	jg3151	g44487
OG0017962	jg8283	g18379
OG0017963	jg8291	g18372
OG0017964	jg8313	g18355
OG0017966	jg8337	g18337
OG0017967	jg8338	g18336
OG0017968	jg8340	g18334
OG0017971	jg8387	g22692
OG0017972	jg8421	g22715
OG0017973	jg14295	g2992
OG0017974	jg8432	g22717
OG0017976	jg8505	g22766
OG0017977	jg8506	g22769
OG0017978	jg17339	g38280
OG0017979	jg8532	g22793
OG0017981	jg8615	g22854
OG0017982	jg8619	g22867
OG0017983	jg8642	g27074
OG0017984	jg8660	g22901
OG0017986	jg8791	g22988
OG0017988	jg8876	g23057
OG0017989	jg8919	g47877
OG0017990	jg8940	g23118
OG0017991	jg9147	g16920
OG0017993	jg9111	g23243
OG0017996	jg9018	g18163
OG0017997	jg8996	g23158
OG0017998	jg8983	g23151, g47858
OG0017999	jg8966	g776
OG0018000	jg9214	g23299
OG0018002	jg9242	g23315
OG0018003	jg9256	g23324
OG0018004	jg9619	g23573
OG0018005	jg9267	g23333
OG0018007	jg9288	g23351
OG0018008	jg9309	g23367
OG0018009	jg26668	g6490
OG0018010	jg26694	g6489
OG0018011	jg26709	g13484
OG0018012	jg2901	g46009
OG0018013	jg2890	g46006
OG0018014	jg2884	g46001
OG0018015	jg30968	g32084
OG0018016	jg30983	g32079
OG0018018	jg31141	g32182
OG0018019	jg9887	g23736
OG0018020	jg17350	g36800
OG0018021	jg17138	g51048
OG0018022	jg8026	g25451
OG0018025	jg8144	g39464
OG0018026	jg8117	g39476
OG0018027	jg8211	g25356
OG0018028	jg16501	g50844
OG0018030	jg31163	g32195
OG0018031	jg32481	g28240, g28241
OG0018032	jg9771	g23673
OG0018033	jg9741	g17102
OG0018034	jg9716	g17090
OG0018035	jg9720	g17093
OG0018036	jg9701	g23631
OG0018037	jg9699	g47630
OG0018039	jg9654	g23599
OG0018042	jg6255, jg1244, jg25833, jg27128, jg25837	g16797
OG0018043	jg28649	g45206, g30817
OG0018044	jg29202	g31118
OG0018045	jg29364	g49708
OG0018046	jg29473	g31271
OG0018047	jg29702	g31393
OG0018048	jg29825	g6166
OG0018050	jg30395	g27416
OG0018051	jg30872	g32053
OG0018052	jg31028	g50334
OG0018053	jg31078	g50348
OG0018054	jg31108	g32159
OG0018056	jg31908	g27781
OG0018057	jg32492	g28237
OG0018058	jg32503, jg32511	g28217
OG0018059	jg32530	g35935
OG0018060	jg32650	g53929, g35967
OG0018061	jg32706	g36195
OG0018063	jg436, jg440, jg433	g13687
OG0018064	jg1291	g24959
OG0018065	jg27683, jg1699, jg14745, jg14541, jg7532	g11193, g45042
OG0018067	jg1805	g18064
OG0018068	jg1934	g45071
OG0018069	jg2021	g45043
OG0018070	jg2088	g44997
OG0018071	jg2357	g44859
OG0018072	jg2386	g41567
OG0018075	jg2727	g45901
OG0018076	jg2835	g13578
OG0018077	jg3041	g44553
OG0018078	jg3059	g44547
OG0018080	jg3112	g46151
OG0018082	jg3361	g44372
OG0018083	jg3497	g46429
OG0018084	jg3599	g46502
OG0018086	jg24009	g12692
OG0018088	jg24708	g7609
OG0018089	jg25256	g7269
OG0018090	jg25924	g6909
OG0018091	jg25977	g6873
OG0018092	jg26025	g11982
OG0018093	jg26035	g11979
OG0018095	jg26598	g13468
OG0018096	jg26871	g11664
OG0018097	jg26964, jg26967	g13545
OG0018098	jg27403	g13667
OG0018100	jg27508	g46666
OG0018101	jg27535	g14318
OG0018102	jg27696	g14201
OG0018103	jg27844	g6108
OG0018104	jg28015	g6001
OG0018105	jg28297	g5889
OG0018108	jg16695	g38478
OG0018109	jg16696	g50916
OG0018110	jg16711	g50912
OG0018111	jg16749	g38453
OG0018112	jg16787	g38440
OG0018115	jg16827	g36911
OG0018117	jg16855	g38405
OG0018119	jg16907	g38388
OG0018121	jg17042	g38346
OG0018122	jg17055	g38339
OG0018123	jg17184	g38316
OG0018126	jg18880	g37206
OG0018128	jg19530	g52050
OG0018129	jg20050	g37668
OG0018130	jg12911	g10815
OG0018132	jg12930	g10801
OG0018133	jg12941	g10794
OG0018134	jg12993	g10745
OG0018135	jg13012	g10738
OG0018136	jg13053	g1522
OG0018137	jg13093	g10686
OG0018138	jg13273	g10597
OG0018139	jg13343	g1593
OG0018140	jg13461	g10499
OG0018141	jg13510	g10477
OG0018143	jg13877	g10318
OG0018144	jg13889	g10314
OG0018145	jg13949	g3080
OG0018146	jg14159	g19606
OG0018147	jg14203	g3113
OG0018148	jg14205	g3103
OG0018149	jg14206	g3094
OG0018150	jg14290	g2996
OG0018152	jg14686	g223, g10138
OG0018153	jg14709	g2684
OG0018154	jg14867, jg14869	g2596
OG0018155	jg15693, jg15161	g19006
OG0018156	jg15178	g19238
OG0018157	jg15457	g11280
OG0018158	jg4127	g5715
OG0018159	jg4571	g5552
OG0018160	jg4643	g5520
OG0018161	jg4860	g5420
OG0018163	jg4960	g5378
OG0018165	jg5276	g5181, g29304
OG0018166	jg5753	g41448
OG0018167	jg5842, jg5841	g668
OG0018169	jg7061	g40212
OG0018171	jg7247	g25867
OG0018172	jg7337	g25840
OG0018173	jg7446	g40337
OG0018175	jg8228	g25346
OG0018177	jg8920	g18207
OG0018178	jg9027	g18162
OG0018180	jg9440	g47710
OG0018181	jg9523	g23506
OG0018182	jg9552	g23527
OG0018183	jg9583	g23549
OG0018184	jg9598	g47666
OG0018185	jg9621	g17062
OG0018186	jg9655	g23600
OG0018187	jg9689	g17080
OG0018188	jg9764	g23670
OG0018189	jg9781	g17124
OG0018190	jg9802	g23694
OG0018191	jg9808	g23700
OG0018192	jg9842	g23716
OG0018193	jg9908	g23751
OG0018194	jg10032	g23837
OG0018196	jg10391	g47395
OG0018197	jg10499	g47346
OG0018198	jg10753	g47265
OG0018199	jg10884	g24268
OG0018201	jg11945	g25207
OG0018202	jg11988	g46861
OG0018203	jg12151	g16738
OG0018205	jg12496	g16896
OG0018207	jg12543	g16886
OG0018208	jg12731	g16801
OG0018209	jg12786	g16778
OG0018210	jg12819	g16773
OG0018211	jg23099, jg12874	g18598
OG0018212	jg20293	g40705
OG0018213	jg20830	g39709
OG0018214	jg20925	g11128
OG0018215	jg21293	g10297
OG0018216	jg21328	g27792
OG0018217	jg21382	g10265
OG0018218	jg21603	g4763
OG0018219	jg21683	g26815
OG0018220	jg21702	g28258
OG0018221	jg21749	g1359
OG0018222	jg21755	g1349
OG0018223	jg21848	g41195, g41176
OG0018224	jg21854	g1323
OG0018225	jg21866	g1315
OG0018226	jg21993	g894
OG0018227	jg23081	g9905
OG0018228	jg23139	g9881
OG0018230	jg23729	g9637
OG0018231	jg206	g30313, g30277, g30279, g20222, g20254, g30311, g20256
OG0018261	jg10216	g23916
OG0018262	jg14478	g11411
OG0018264	jg5606	g4966, g4967
OG0018266	jg17362	g36792, g36789
OG0018267	jg5357	g29260
OG0018270	jg5287	g29299
OG0018271	jg11385	g24574
OG0018273	jg5231	g45651
OG0018274	jg5205	g45631
OG0018275	jg5141	g29365
OG0018276	jg5115	g5292
OG0018278	jg22381	g1015
OG0018281	jg4855	g45528
OG0018282	jg4807	g5441
OG0018283	jg4805	g5443
OG0018284	jg4779	g29553
OG0018285	jg4750	g29565
OG0018286	jg4733	g45507
OG0018287	jg4704	g29579
OG0018288	jg4672	g45497
OG0018289	jg4593	g5539
OG0018290	jg9976	g23807
OG0018293	jg17619	g40124
OG0018295	jg17750	g40074
OG0018299	jg18003	g37883
OG0018300	jg18028	g39959
OG0018303	jg18246	g37916
OG0018304	jg18426	g39749
OG0018306	jg10031	g23836
OG0018307	jg9940	g23778
OG0018308	jg9928	g17170
OG0018309	jg9890	g17154
OG0018310	jg32812	g36263
OG0018311	jg32738	g28126
OG0018312	jg31519	g32415
OG0018313	jg31607	g50544
OG0018314	jg31615	g32474
OG0018315	jg31632	g50557
OG0018316	jg31824	g27723
OG0018318	jg31892	g32617
OG0018319	jg13106	g1527
OG0018320	jg13138	g1542
OG0018322	jg23518	g183
OG0018324	jg23334	g284
OG0018325	jg23193	g9864
OG0018326	jg23172	g371
OG0018327	jg23156	g381
OG0018328	jg23147	g18603
OG0018329	jg23130	g395
OG0018331	jg23079	g9906
OG0018332	jg23073	g428
OG0018335	jg6291	g538
OG0018337	jg6435	g10070
OG0018339	jg6449	g613
OG0018342	jg5936	g28920
OG0018343	jg22895	g1275
OG0018344	jg22839	g28707
OG0018345	jg22838	g1246
OG0018347	jg22776	g1206
OG0018348	jg22697	g28670
OG0018349	jg22672	g39298
OG0018350	jg22646	g39305
OG0018351	jg22642	g28640, g28638
OG0018352	jg22482	g1063
OG0018356	jg4555	g5563
OG0018357	jg4541	g29643
OG0018359	jg4226	g5666
OG0018360	jg3805	g27965
OG0018362	jg3937	g11552
OG0018363	jg3910	g45297
OG0018364	jg3896	g5822
OG0018367	jg3846	g5850
OG0018374	jg3662	g13601
OG0018375	jg3631	g44325
OG0018377	jg3614	g46512
OG0018378	jg3493	g46426
OG0018379	jg3433	g13615
OG0018381	jg30868	g19462
OG0018383	jg3379	g46325
OG0018384	jg27589	g14235
OG0018386	jg3292	g44405
OG0018387	jg3169	g44476
OG0018389	jg27883	g14021, g53180
OG0018390	jg27901	g6052
OG0018391	jg33814	g17979
OG0018392	jg1948	g18057
OG0018393	jg33639	g54351
OG0018396	jg18761	g37162
OG0018397	jg18766	g38035, g51577
OG0018398	jg18814	g51601
OG0018399	jg19852	g19541
OG0018400	jg11906	g46915
OG0018401	jg11936	g46879
OG0018402	jg11709	g46933
OG0018403	jg11706	g46935
OG0018404	jg11816	g24906
OG0018405	jg11461	g24654
OG0018407	jg11361	g17755
OG0018410	jg11255	g24497
OG0018413	jg31248	g27632
OG0018415	jg3107	g46147
OG0018416	jg3122	g44510
OG0018417	jg3124	g46160
OG0018421	jg2507	g45786
OG0018422	jg9596	g17047
OG0018423	jg9594	g47669
OG0018427	jg14143	g3292
OG0018428	jg13545	g10454
OG0018432	jg14516	g19518
OG0018434	jg20603	g40536
OG0018435	jg13636	g10408
OG0018438	jg33372	g36532
OG0018441	jg33423	g54260
OG0018442	jg33473	g36585
OG0018444	jg18505	g51411
OG0018445	jg18620	g51493
OG0018446	jg18639	g51505
OG0018447	jg18670	g51522
OG0018448	jg18679	g51528
OG0018449	jg10730	g47278
OG0018450	jg10799	g24220
OG0018451	jg10802	g47256
OG0018452	jg10812	g47254
OG0018454	jg10818	g47246
OG0018457	jg20434	g40620
OG0018459	jg14920	g11361
OG0018463	jg27393	g6244
OG0018464	jg27217	g6326
OG0018465	jg27408	g13670
OG0018468	jg10274	g47427
OG0018471	jg23937	g7933
OG0018472	jg10553	g47334
OG0018474	jg7226	g40247
OG0018476	jg10614	g24118
OG0018477	jg10929	g47188
OG0018478	jg10907	g24291
OG0018479	jg23886	g16992
OG0018483	jg23919	g7944
OG0018484	jg23922	g11241
OG0018488	jg23758	g19635
OG0018490	jg23772	g19629
OG0018491	jg23780	g9624
OG0018492	jg16444	g18706
OG0018493	jg16433	g18786
OG0018494	jg16432	g11144
OG0018495	jg16325	g1756
OG0018498	jg16206	g1856
OG0018500	jg15987	g18894
OG0018501	jg15949	g18910
OG0018502	jg15879	g18949
OG0018503	jg15802	g11225
OG0018505	jg15618	g19024
OG0018507	jg15433	g2255
OG0018508	jg15313	g19175
OG0018509	jg15305	g2335
OG0018510	jg15241	g2383
OG0018511	jg15201	g19218
OG0018513	jg26923	g35821
OG0018514	jg26995	g6365
OG0018517	jg2320	g44881
OG0018522	jg11930	g37364
OG0018526	jg7596	g40388
OG0018528	jg16665	g38496
OG0018529	jg13984	g1045
OG0018530	jg32592	g28174
OG0018531	jg32314	g27929
OG0018532	jg32178	g50509
OG0018535	jg7367	g40299
OG0018536	jg7502	g40361
OG0018537	jg6585	g4809
OG0018538	jg385	g7684
OG0018539	jg6635	g4788
OG0018542	jg28248	g5914
OG0018543	jg28287	g13826
OG0018544	jg21366	g7421
OG0018545	jg20226	g31526
OG0018546	jg20094	g50802
OG0018547	jg19928, jg19918	g37605
OG0018548	jg21047	g37016
OG0018550	jg11454	g24611
OG0018553	jg19616	g37473
OG0018554	jg19599	g52082
OG0018557	jg19410	g37384
OG0018558	jg24014	g12691
OG0018561	jg24083	g12680
OG0018564	jg24163	g12770
OG0018565	jg24189	g12633
OG0018566	jg24195	g7821
OG0018567	jg24203	g12776
OG0018569	jg24332	g7753
OG0018570	jg24342	g12595
OG0018571	jg24363	g12821
OG0018572	jg24436	g7706
OG0018573	jg24437	g12858
OG0018574	jg24475	g12544
OG0018575	jg24497	g12878
OG0018576	jg24643	g12465
OG0018577	jg24682	g7601
OG0018579	jg24793	g13004
OG0018581	jg24883	g7483
OG0018582	jg24925	g12388
OG0018584	jg12530	g46698, g16891
OG0018585	jg25130	g7354
OG0018586	jg25224	g12271
OG0018587	jg25233	g7284
OG0018588	jg25254	g12256
OG0018589	jg25289	g13159
OG0018590	jg25300	g7253
OG0018592	jg25393	g7204
OG0018593	jg25450	g12181
OG0018594	jg25534	g12149
OG0018598	jg25798	g12056
OG0018599	jg25975	g6875
OG0018600	jg12928	g10803
OG0018601	jg26056	g6821
OG0018602	jg26060	g6818
OG0018603	jg213	g21349, g48620
OG0018607	jg26154	g13367
OG0018608	jg26268	g13374
OG0018609	jg21966	g886
OG0018610	jg12533	g16890
OG0018611	jg12480	g46705
OG0018612	jg21277	g10302
OG0018613	jg26381	g13399
OG0018614	jg26330	g11868
OG0018616	jg1953	g45064
OG0018617	jg1726	g18067
OG0018618	jg1564	g43628
OG0018619	jg5746	g4898
OG0018621	jg15152	g19255
OG0018623	jg28420	g26857
OG0018624	jg28427	g26860
OG0018627	jg28669	g49421
OG0018629	jg28727	g30851
OG0018630	jg28729	g30853
OG0018631	jg28757	g26934
OG0018632	jg28815	g30896
OG0018635	jg28884	g30932
OG0018636	jg28927	g49516
OG0018637	jg29028	g31026
