Orthogroup	Arabidopsis_arenosa	Euclidium_syriacum
OG0003476	jg29749	ESY5_g3878_DN2_SP0_c0.t1
OG0003476	jg13353	ESY10_g13836_DN3_SP0_c0.t1
OG0003477	jg32102	ESY5_g2830_DN3_SP0_c0.t1
OG0003477	jg29945	ESY6_g48217_DN3_SP0_c0.t1
OG0003478	jg2648	ESY3_g31185_DN3_SP0_c0.t1
OG0003479	jg30286, jg12612, jg12548	ESY5_g4306_DN1_SP0_c34.t1
OG0003481	jg20342, jg10901	ESY10_g14745_DN3_SP8_c0.t1
OG0003482	jg28059	ESY3_g29857_DN3_SP8_c0.t1
OG0003482	jg11028	ESY2_g38367_DN3_SP1_c0.t1
OG0003483	jg20031, jg20030	ESY12_g51145_DN3_SP5_c30.t1
OG0003484	jg8305, jg8298, jg9626	ESY4_g26933_DN3_SP0_c0.t1
OG0003485	jg8578, jg8577	ESY4_g26539_DN3_SP1_c0.t1
OG0003486	jg8760	ESY4_g26019_DN3_SP0_c0.t1
OG0003487	jg8890	ESY4_g25574_DN3_SP1_c0.t1
OG0003488	jg16896	ESY8_g59472_DN3_SP0_c0.t1
OG0003488	jg9305	ESY4_g24763_DN3_SP0_c0.t1
OG0003489	jg30874	ESY9_g42461_DN3_SP0_c0.t1, ESY9_g42462_DN3_SP0_c0.t1
OG0003490	jg30876, jg7529, jg7527	ESY3_g31948_DN1_SP0_c0.t1, ESY8_g60976_DN1_SP0_c0.t1, ESY4_g25079_DN1_SP0_c0.t1
OG0003491	jg2554, jg31056	ESY2_g35439_DN3_SP8_c0.t1
OG0003492	jg17104, jg16425, jg27818, jg1491, jg6971, jg13938, jg11851, jg17382, jg32063, jg13939, jg1563	ESY1_g8096_DN3_SP0_c100.t1
OG0003493	jg32334	ESY16_g61766_DN2_SP0_c0.t1
OG0003494	jg33722	ESY2_g36325_DN3_SP0_c0.t1
OG0003497	jg2248, jg2322	ESY10_g14245_DN3_SP0_c0.t1
OG0003502	jg21972	ESY7_g16840_DN3_SP0_c0.t1, ESY7_g16841_DN3_SP0_c0.t1, ESY7_g16842_DN3_SP0_c0.t1
OG0003502	jg21976	ESY7_g16428_DN3_SP0_c0.t1
OG0003512	jg17379	ESY8_g59002_DN3_SP0_c14.t1, ESY8_g59202_DN3_SP0_c0.t1
OG0003512	jg17380	ESY8_g59201_DN3_SP7_c0.t1, ESY8_g58508_DN3_SP0_c0.t1
OG0003513	jg14486	ESY2_g34498_DN3_SP0_c0.t1
OG0003514	jg5519	ESY7_g17240_DN3_SP7_c0.t1
OG0003515	jg5414, jg18792	ESY7_g17390_DN3_SP2_c0.t1
OG0003516	jg4979	ESY7_g18189_DN3_SP0_c0.t1
OG0003517	jg4748, jg26123	ESY7_g17820_DN3_SP0_c0.t1
OG0003518	jg4709, jg15145	ESY7_g18712_DN3_SP1_c0.t1
OG0003519	jg23085	ESY6_g49512_DN3_SP8_c8.t1
OG0003520	jg4607, jg24963	ESY7_g18573_DN3_SP0_c0.t1
OG0003521	jg17631, jg32718, jg17630	ESY8_g59057_DN3_SP1_c0.t1
OG0003522	jg17694, jg17692	ESY3_g31458_DN3_SP0_c34.t1
OG0003523	jg17795	ESY8_g58942_DN3_SP0_c0.t1
OG0003525	jg18084	ESY8_g58656_DN3_SP8_c0.t1
OG0003526	jg18191, jg3196	ESY8_g58492_DN3_SP0_c0.t1
OG0003527	jg18201	ESY5_g4731_DN3_SP1_c16.t1
OG0003528	jg18221	ESY8_g58439_DN3_SP5_c0.t1
OG0003529	jg18296	ESY20_g13333_DN3_SP4_c0.t1
OG0003530	jg28740	ESY20_g12913_DN3_SP4_c0.t1
OG0003531	jg31515	ESY4_g23299_DN3_SP0_c0.t1
OG0003531	jg31513	ESY6_g49646_DN3_SP0_c18.t1
OG0003532	jg31651	ESY16_g62071_DN3_SP0_c0.t1
OG0003533	jg7618, jg21470, jg23673	ESY6_g50347_DN3_SP0_c0.t1
OG0003534	jg23649	ESY6_g50395_DN3_SP0_c15.t1
OG0003535	jg4875	ESY7_g18038_DN3_SP0_c0.t1
OG0003535	jg23557	ESY6_g50499_DN3_SP5_c0.t1
OG0003536	jg23170	ESY6_g49387_DN3_SP0_c0.t1
OG0003537	jg23129	ESY6_g49438_DN3_SP0_c0.t1, ESY6_g49443_DN3_SP0_c0.t1
OG0003538	jg26913, jg6452	ESY6_g49934_DN3_SP7_c0.t1, ESY6_g49936_DN3_SP3_c0.t1
OG0003539	jg2464	ESY2_g34400_DN3_SP0_c0.t1, ESY2_g34402_DN2_SP0_c0.t1
OG0003539	jg6037	ESY1_g11635_DN1_SP0_c0.t1, ESY23_g234_DN1_SP0_c0.t1, ESY6_g49039_DN2_SP0_c0.t1
OG0003540	jg6133	ESY6_g48966_DN3_SP0_c0.t1
OG0003541	jg22989, jg22990	ESY6_g48930_DN3_SP0_c0.t1
OG0003542	jg3020, jg7261	ESY2_g34881_DN2_SP0_c0.t1
OG0003543	jg22882, jg22883	ESY6_g48734_DN3_SP0_c0.t1
OG0003544	jg22871	ESY6_g48723_DN3_SP0_c0.t1, ESY6_g48720_DN3_SP0_c0.t1
OG0003545	jg22735	ESY6_g48571_DN3_SP8_c0.t1
OG0003546	jg22682	ESY6_g48512_DN3_SP2_c0.t1
OG0003548	jg22399	ESY6_g48070_DN3_SP0_c0.t1, ESY6_g48071_DN3_SP0_c0.t1
OG0003549	jg4551	ESY7_g18507_DN3_SP0_c0.t1
OG0003550	jg4353	ESY7_g18834_DN3_SP0_c0.t1
OG0003551	jg4272	ESY7_g18956_DN3_SP8_c0.t1
OG0003552	jg7180, jg28131	ESY11_g54622_DN3_SP8_c0.t1
OG0003554	jg13491	ESY21_g55869_DN3_SP8_c0.t1
OG0003554	jg12668	ESY8_g60278_DN3_SP0_c0.t1
OG0003555	jg3586, jg31942	ESY2_g37183_DN3_SP0_c0.t1, ESY2_g36803_DN3_SP0_c0.t1
OG0003556	jg30803	ESY5_g2312_DN3_SP8_c0.t1
OG0003557	jg27851, jg8817	ESY11_g53995_DN3_SP0_c0.t1
OG0003558	jg33103	ESY2_g37599_DN3_SP0_c0.t1
OG0003559	jg11336	ESY22_g40530_DN3_SP0_c0.t1
OG0003559	jg26578	ESY3_g28510_DN2_SP0_c0.t1
OG0003560	jg11307	ESY4_g24012_DN2_SP0_c0.t1
OG0003562	jg6620, jg11106	ESY2_g38588_DN2_SP6_c0.t1
OG0003563	jg2969	ESY2_g35918_DN3_SP0_c0.t1, ESY2_g35917_DN3_SP0_c0.t1, ESY2_g35910_DN3_SP0_c0.t1, ESY2_g35911_DN3_SP0_c0.t1
OG0003564	jg30421	ESY5_g4137_DN3_SP6_c0.t1
OG0003565	jg13240, jg13238	ESY10_g14029_DN1_SP0_c0.t1
OG0003566	jg2537, jg2536	ESY2_g35420_DN3_SP0_c0.t1
OG0003567	jg20519	ESY7_g16817_DN3_SP0_c0.t1
OG0003567	jg20520	ESY7_g16816_DN3_SP0_c0.t1
OG0003568	jg20988	ESY7_g18804_DN2_SP0_c0.t1
OG0003568	jg20989, jg1356	ESY7_g18805_DN3_SP0_c0.t1
OG0003569	jg3002	ESY2_g34859_DN3_SP1_c0.t1
OG0003571	jg10488	ESY9_g43244_DN2_SP0_c0.t1, ESY9_g43246_DN3_SP0_c0.t1, ESY9_g43351_DN2_SP0_c0.t1
OG0003573	jg10991	ESY16_g61484_DN3_SP0_c0.t1
OG0003576	jg17638	ESY12_g51435_DN1_SP0_c0.t1
OG0003576	jg16302	ESY6_g50282_DN2_SP0_c0.t1
OG0003578	jg4319, jg16221	ESY1_g12337_DN3_SP7_c0.t1
OG0003579	jg1905, jg16132	ESY1_g12155_DN3_SP0_c0.t1
OG0003580	jg15584, jg15875	ESY1_g11428_DN3_SP6_c0.t1
OG0003581	jg15831, jg19541	ESY12_g51312_DN3_SP0_c17.t1
OG0003582	jg19486	ESY12_g51255_DN2_SP0_c0.t1
OG0003583	jg15450	ESY1_g10791_DN3_SP1_c0.t1
OG0003584	jg15259	ESY1_g11131_DN3_SP0_c0.t1
OG0003585	jg22102	ESY6_g47484_DN3_SP0_c0.t1, ESY6_g47488_DN3_SP0_c0.t1
OG0003586	jg12308, jg2164	ESY2_g35221_DN3_SP8_c0.t1
OG0003587	jg15571	ESY1_g10613_DN3_SP0_c0.t1
OG0003587	jg19274	ESY12_g50840_DN3_SP0_c0.t1
OG0003588	jg13192, jg13194, jg19611	ESY12_g51560_DN3_SP0_c13.t1
OG0003589	jg15050	ESY1_g10197_DN3_SP0_c0.t1
OG0003589	jg19033	ESY9_g45332_DN3_SP0_c0.t1
OG0003590	jg18940	ESY9_g45083_DN3_SP6_c0.t1
OG0003591	jg18499, jg4086	ESY7_g19303_DN3_SP0_c0.t1
OG0003592	jg17313, jg14082	ESY8_g59238_DN3_SP0_c0.t1
OG0003593	jg32072	ESY14_g20145_DN3_SP8_c0.t1
OG0003594	jg7591, jg7504, jg7503	ESY7_g18920_DN3_SP0_c0.t1
OG0003595	jg6552, jg32867, jg32854	ESY5_g5102_DN3_SP0_c0.t1, ESY10_g15297_DN3_SP1_c0.t1
OG0003596	jg6689	ESY10_g15652_DN1_SP0_c0.t1, ESY6_g49830_DN3_SP0_c0.t1
OG0003597	jg28730	ESY5_g5066_DN3_SP8_c0.t1
OG0003599	jg5669	ESY7_g17064_DN3_SP6_c0.t1
OG0003599	jg24266	ESY3_g32125_DN3_SP3_c0.t1
OG0003600	jg24554, jg5305, jg24548	ESY4_g25653_DN3_SP0_c0.t1
OG0003601	jg25218	ESY3_g30095_DN3_SP0_c0.t1
OG0003602	jg25594	ESY3_g30585_DN3_SP0_c0.t1
OG0003603	jg25655	ESY3_g30006_DN3_SP0_c0.t1
OG0003603	jg33410	ESY2_g37093_DN3_SP0_c0.t1
OG0003604	jg16905	ESY8_g59462_DN3_SP2_c0.t1
OG0003604	jg9299, jg2478	ESY4_g24786_DN3_SP0_c0.t1
OG0003605	jg26219, jg26218	ESY3_g29205_DN3_SP0_c0.t1, ESY3_g29202_DN2_SP0_c0.t1, ESY3_g29199_DN2_SP0_c0.t1
OG0003606	jg33248	ESY2_g37345_DN3_SP1_c0.t1
OG0003606	jg26225	ESY3_g29183_DN3_SP8_c0.t1
OG0003607	jg26599, jg11349	ESY3_g28395_DN3_SP0_c0.t1
OG0003608	jg11341, jg26582	ESY3_g28485_DN3_SP6_c0.t1
OG0003609	jg13015, jg13014	ESY7_g17081_DN3_SP7_c0.t1, ESY19_g42206_DN3_SP1_c0.t1, ESY10_g14472_DN3_SP0_c0.t1
OG0003610	jg1541	ESY2_g34284_DN3_SP0_c0.t1, ESY2_g34283_DN3_SP0_c0.t1
OG0003611	jg1500	ESY2_g34246_DN3_SP1_c0.t1
OG0003611	jg1499	ESY5_g3223_DN3_SP0_c0.t1
OG0003612	jg15153	ESY1_g10386_DN1_SP0_c0.t1, ESY1_g10388_DN3_SP0_c0.t1
OG0003613	jg30863	ESY5_g5503_DN3_SP0_c0.t1, ESY5_g2150_DN3_SP0_c0.t1
OG0003613	jg28461	ESY5_g5502_DN2_SP0_c0.t1
OG0003614	jg28606, jg28607	ESY5_g5281_DN3_SP0_c0.t1, ESY5_g5282_DN3_SP0_c0.t1
OG0003615	jg28907	ESY5_g4780_DN3_SP0_c0.t1
OG0003616	jg28957	ESY5_g4717_DN3_SP0_c0.t1
OG0003617	jg28982	ESY5_g4692_DN3_SP8_c0.t1
OG0003617	jg28983	ESY5_g4691_DN3_SP0_c0.t1
OG0003618	jg29193	ESY5_g3115_DN3_SP0_c0.t1
OG0003619	jg29387	ESY5_g3417_DN3_SP0_c0.t1
OG0003620	jg1020	ESY2_g34047_DN3_SP8_c0.t1
OG0003621	jg29454, jg29455	ESY5_g3509_DN3_SP0_c0.t1, ESY5_g3508_DN2_SP0_c0.t1
OG0003623	jg29663	ESY5_g3775_DN3_SP7_c0.t1
OG0003623	jg664	ESY2_g33654_DN3_SP0_c0.t1
OG0003624	jg29967	ESY5_g2852_DN3_SP2_c0.t1
OG0003625	jg30144	ESY5_g3070_DN3_SP0_c0.t1
OG0003627	jg30616	ESY5_g3921_DN3_SP0_c0.t1, ESY5_g3918_DN3_SP0_c0.t1
OG0003628	jg20663	ESY7_g16661_DN3_SP6_c0.t1
OG0003629	jg8948, jg14197	ESY4_g25730_DN3_SP8_c0.t1
OG0003630	jg9086	ESY8_g60620_DN2_SP0_c0.t1
OG0003631	jg14162, jg14164, jg14163, jg8991	ESY3_g31199_DN3_SP0_c0.t1, ESY4_g25801_DN3_SP0_c0.t1
OG0003632	jg17106, jg9181	ESY4_g25082_DN3_SP0_c0.t1
OG0003633	jg2616	ESY2_g35499_DN3_SP6_c0.t1
OG0003633	jg30993	ESY5_g1802_DN3_SP7_c0.t1
OG0003634	jg8178, jg8180	ESY20_g12968_DN3_SP2_c0.t1
OG0003635	jg28973	ESY5_g4700_DN2_SP0_c0.t1
OG0003635	jg18161	ESY8_g58518_DN2_SP0_c0.t1
OG0003637	jg17689, jg30931, jg30932	ESY11_g54934_DN3_SP0_c0.t1
OG0003641	jg17666	ESY9_g43163_DN3_SP0_c0.t1
OG0003644	jg7441, jg7440	ESY7_g19427_DN3_SP0_c0.t1
OG0003645	jg10329	ESY9_g43719_DN3_SP0_c0.t1
OG0003646	jg21889, jg21890	ESY11_g54362_DN3_SP0_c0.t1, ESY11_g54435_DN3_SP0_c0.t1
OG0003647	jg191	ESY6_g47233_DN2_SP0_c69.t1
OG0003656	jg14658, jg14659	ESY1_g9178_DN3_SP2_c0.t1, ESY1_g9188_DN3_SP0_c0.t1
OG0003657	jg23210	ESY6_g49338_DN3_SP0_c28.t1
OG0003658	jg10674	ESY9_g42867_DN3_SP0_c0.t1
OG0003658	jg10672	ESY9_g42850_DN2_SP0_c0.t1
OG0003659	jg24013, jg5378	ESY3_g32545_DN3_SP8_c0.t1
OG0003660	jg10296	ESY9_g43761_DN3_SP8_c0.t1
OG0003661	jg5031	ESY7_g18267_DN3_SP0_c0.t1, ESY7_g18268_DN3_SP0_c0.t1
OG0003662	jg4994	ESY6_g49925_DN3_SP0_c0.t1
OG0003664	jg4780	ESY7_g17889_DN3_SP0_c9.t1
OG0003665	jg25021	ESY3_g31155_DN2_SP0_c0.t1
OG0003667	jg7535	ESY16_g62270_DN3_SP0_c0.t1, ESY18_g63357_DN2_SP0_c0.t1
OG0003668	jg9909	ESY13_g56606_DN3_SP3_c28.t1
OG0003669	jg31416	ESY11_g53771_DN3_SP8_c0.t1
OG0003670	jg6208	ESY6_g50154_DN3_SP4_c15.t1
OG0003671	jg6335, jg6333	ESY6_g50036_DN3_SP0_c0.t1
OG0003672	jg6456	ESY6_g49932_DN3_SP0_c0.t1, ESY6_g49931_DN3_SP0_c0.t1
OG0003673	jg5967, jg14042	ESY6_g49143_DN3_SP0_c0.t1
OG0003674	jg14134, jg6029	ESY6_g49052_DN3_SP0_c0.t1
OG0003675	jg22982	ESY6_g48918_DN2_SP1_c0.t1
OG0003676	jg3189, jg22942	ESY6_g48862_DN2_SP0_c0.t1
OG0003678	jg9817	ESY6_g48211_DN3_SP8_c0.t1
OG0003679	jg22391	ESY6_g48061_DN3_SP7_c0.t1
OG0003681	jg14684	ESY1_g9283_DN3_SP0_c0.t1
OG0003682	jg4717, jg7978	ESY20_g13231_DN3_SP0_c0.t1
OG0003683	jg3898	ESY7_g19585_DN3_SP0_c0.t1
OG0003684	jg13508	ESY8_g60281_DN3_SP0_c0.t1
OG0003686	jg12847	ESY8_g59991_DN3_SP4_c0.t1
OG0003686	jg367	ESY2_g33254_DN3_SP0_c0.t1
OG0003688	jg1919, jg21789	ESY2_g36584_DN3_SP8_c0.t1
OG0003689	jg3717, jg8187	ESY2_g36587_DN3_SP8_c0.t1
OG0003691	jg3157, jg3155	ESY2_g33525_DN2_SP0_c0.t1, ESY5_g4435_DN3_SP0_c0.t1, ESY5_g4437_DN2_SP0_c0.t1
OG0003692	jg33796	ESY2_g36408_DN3_SP8_c0.t1
OG0003693	jg33516	ESY2_g36956_DN2_SP0_c0.t1
OG0003693	jg25555	ESY3_g30548_DN1_SP0_c0.t1
OG0003694	jg21674	ESY16_g61981_DN2_SP0_c0.t1, ESY3_g31251_DN3_SP0_c0.t1
OG0003695	jg11140, jg11141	ESY2_g38740_DN3_SP0_c0.t1
OG0003696	jg9581	ESY11_g54928_DN3_SP5_c0.t1
OG0003697	jg9544	ESY4_g24202_DN3_SP8_c0.t1
OG0003698	jg13575	ESY21_g55548_DN3_SP0_c0.t1
OG0003698	jg12621	ESY8_g60358_DN3_SP0_c0.t1
OG0003699	jg8116	ESY20_g13025_DN3_SP3_c0.t1
OG0003700	jg20449	ESY10_g15131_DN3_SP8_c0.t1, ESY9_g42634_DN3_SP4_c0.t1
OG0003701	jg25879, jg25877	ESY3_g29761_DN3_SP1_c0.t1
OG0003702	jg19700	ESY12_g52198_DN3_SP0_c0.t1, ESY12_g52199_DN2_SP0_c0.t1
OG0003703	jg20627	ESY7_g16720_DN3_SP6_c0.t1
OG0003704	jg33247, jg33186	ESY2_g37450_DN3_SP8_c0.t1
OG0003705	jg26783	ESY7_g19100_DN1_SP0_c0.t1
OG0003706	jg29970	ESY5_g2855_DN3_SP8_c0.t1
OG0003707	jg26315, jg33330	ESY2_g37219_DN3_SP6_c0.t1
OG0003708	jg27518	ESY11_g55000_DN3_SP0_c0.t1
OG0003709	jg18465, jg32474	ESY1_g5995_DN3_SP8_c0.t1
OG0003710	jg18716, jg18715	ESY9_g44056_DN3_SP0_c0.t1, ESY9_g44055_DN2_SP0_c0.t1
OG0003711	jg15427	ESY1_g10821_DN3_SP0_c0.t1
OG0003712	jg23730	ESY6_g50303_DN3_SP0_c0.t1, ESY6_g50302_DN3_SP0_c0.t1, ESY6_g50304_DN3_SP0_c0.t1, ESY20_g13108_DN3_SP0_c0.t1
OG0003713	jg16300	ESY1_g12440_DN3_SP0_c18.t1
OG0003714	jg20068	ESY12_g51661_DN2_SP0_c0.t1
OG0003715	jg32488, jg16188	ESY1_g12280_DN1_SP0_c0.t1, ESY1_g12008_DN3_SP0_c0.t1
OG0003716	jg16167	ESY1_g12245_DN3_SP8_c0.t1
OG0003718	jg20332, jg31018, jg15534	ESY1_g10677_DN2_SP0_c0.t1
OG0003719	jg19199	ESY9_g45603_DN3_SP8_c0.t1
OG0003719	jg15500	ESY1_g10706_DN3_SP0_c0.t1
OG0003720	jg5559, jg32141	ESY7_g17187_DN3_SP0_c0.t1
OG0003721	jg31225, jg31226	ESY5_g671_DN3_SP8_c0.t1
OG0003722	jg28012	ESY3_g31584_DN3_SP0_c0.t1
OG0003723	jg28081, jg13217	ESY4_g25702_DN3_SP7_c0.t1
OG0003724	jg28089, jg28088	ESY11_g54496_DN3_SP0_c0.t1
OG0003725	jg28093	ESY11_g54500_DN3_SP0_c0.t1
OG0003726	jg9435	ESY4_g24433_DN3_SP0_c0.t1
OG0003727	jg12145	ESY10_g15228_DN3_SP0_c0.t1, ESY10_g14769_DN3_SP0_c0.t1, ESY5_g3438_DN3_SP0_c0.t1
OG0003730	jg6615	ESY10_g15483_DN3_SP8_c0.t1
OG0003731	jg3957, jg15207	ESY12_g51937_DN3_SP0_c0.t1
OG0003731	jg19292	ESY12_g51936_DN3_SP0_c3.t1
OG0003732	jg19897	ESY9_g45045_DN1_SP0_c0.t1, ESY10_g14559_DN3_SP0_c0.t1
OG0003733	jg19752	ESY12_g51992_DN3_SP0_c0.t1
OG0003734	jg19742	ESY12_g52149_DN3_SP0_c0.t1
OG0003735	jg19725	ESY12_g52170_DN1_SP0_c0.t1
OG0003736	jg24569	ESY3_g31546_DN3_SP3_c0.t1
OG0003737	jg24711	ESY3_g30664_DN3_SP3_c0.t1
OG0003738	jg24762	ESY3_g30745_DN3_SP1_c0.t1
OG0003739	jg25421, jg25422	ESY3_g30342_DN3_SP1_c0.t1
OG0003740	jg25464	ESY3_g30432_DN3_SP0_c0.t1
OG0003742	jg25933, jg16629	ESY3_g29715_DN3_SP8_c0.t1
OG0003743	jg25988	ESY3_g29652_DN2_SP0_c0.t1
OG0003744	jg26377	ESY3_g28982_DN3_SP0_c0.t1
OG0003745	jg15079	ESY1_g10245_DN3_SP8_c0.t1
OG0003746	jg28630, jg31697, jg31680	ESY5_g5220_DN3_SP5_c0.t1
OG0003747	jg28912, jg28913	ESY5_g4777_DN3_SP0_c0.t1
OG0003748	jg29097	ESY5_g4521_DN3_SP2_c59.t1
OG0003749	jg3670, jg30091	ESY2_g36647_DN2_SP7_c0.t1
OG0003750	jg30216	ESY5_g4390_DN3_SP0_c0.t1, ESY4_g26301_DN3_SP0_c0.t1, ESY4_g26785_DN3_SP0_c0.t1
OG0003751	jg30258	ESY5_g4337_DN3_SP0_c0.t1, ESY5_g4339_DN3_SP0_c0.t1, ESY5_g4338_DN3_SP0_c0.t1, ESY5_g4336_DN3_SP0_c0.t1
OG0003752	jg2749	ESY2_g35660_DN3_SP0_c0.t1
OG0003753	jg2681	ESY2_g35592_DN3_SP0_c0.t1
OG0003754	jg27212, jg11921	ESY11_g52831_DN3_SP0_c0.t1
OG0003755	jg378	ESY2_g33275_DN3_SP8_c0.t1
OG0003755	jg12856	ESY8_g59983_DN3_SP2_c0.t1
OG0003756	jg10475	ESY9_g43382_DN3_SP0_c0.t1
OG0003756	jg20751	ESY7_g16557_DN3_SP0_c0.t1
OG0003757	jg32892	ESY2_g38087_DN3_SP7_c0.t1
OG0003758	jg25934, jg13532	ESY2_g37962_DN3_SP8_c0.t1
OG0003759	jg33036, jg33031	ESY2_g37725_DN2_SP0_c0.t1
OG0003760	jg8317, jg8318	ESY4_g26923_DN3_SP1_c0.t1
OG0003761	jg8460, jg8453, jg8446, jg8433	ESY4_g26734_DN3_SP0_c0.t1, ESY12_g51356_DN3_SP0_c0.t1
OG0003762	jg8463	ESY4_g26728_DN3_SP0_c0.t1
OG0003763	jg16674, jg8517	ESY8_g59691_DN3_SP1_c17.t1
OG0003764	jg8673	ESY4_g26279_DN2_SP0_c0.t1
OG0003765	jg9870	ESY13_g56265_DN3_SP0_c23.t1
OG0003766	jg2367, jg21441, jg21443, jg21442, jg7295	ESY8_g58464_DN3_SP0_c0.t1
OG0003767	jg8100, jg8162	ESY20_g12999_DN3_SP0_c0.t1, ESY20_g13085_DN3_SP0_c15.t1, ESY20_g12995_DN3_SP0_c15.t1
OG0003768	jg9612	ESY7_g19029_DN2_SP0_c0.t1, ESY2_g34148_DN2_SP0_c0.t1
OG0003769	jg31613, jg31612	ESY20_g13170_DN3_SP0_c0.t1
OG0003770	jg22294, jg32077	ESY4_g25605_DN3_SP0_c0.t1
OG0003772	jg2058, jg12205	ESY2_g35261_DN3_SP0_c8.t1
OG0003773	jg25526	ESY8_g58607_DN3_SP0_c0.t1, ESY8_g58123_DN3_SP0_c0.t1, ESY5_g4404_DN3_SP0_c0.t1
OG0003774	jg18131, jg11337	ESY3_g28454_DN2_SP1_c0.t1
OG0003776	jg10994	ESY12_g51484_DN1_SP0_c0.t1, ESY16_g61482_DN3_SP0_c0.t1
OG0003777	jg11119	ESY2_g38638_DN1_SP0_c0.t1
OG0003791	jg5554, jg5555, jg7040	ESY7_g17193_DN3_SP4_c0.t1
OG0003792	jg5435	ESY7_g17361_DN3_SP0_c0.t1, ESY7_g17357_DN3_SP0_c0.t1
OG0003795	jg4901	ESY7_g18076_DN3_SP5_c14.t1
OG0003796	jg4790	ESY7_g17904_DN3_SP1_c0.t1
OG0003797	jg4684, jg6186	ESY7_g18678_DN2_SP0_c0.t1
OG0003798	jg9989	ESY13_g56942_DN3_SP7_c0.t1
OG0003800	jg18141	ESY8_g58552_DN3_SP4_c0.t1, ESY8_g58493_DN3_SP5_c0.t1
OG0003801	jg28924	ESY5_g4763_DN3_SP0_c0.t1
OG0003801	jg18232	ESY8_g58428_DN2_SP6_c0.t1
OG0003802	jg18265	ESY8_g58383_DN3_SP0_c0.t1
OG0003803	jg18443	ESY20_g12849_DN3_SP8_c0.t1
OG0003804	jg21814, jg9946	ESY13_g56756_DN3_SP8_c0.t1
OG0003805	jg7217, jg12555	ESY5_g4937_DN3_SP4_c0.t1
OG0003806	jg18690, jg31788	ESY16_g61882_DN3_SP1_c0.t1
OG0003807	jg32420	ESY9_g42841_DN3_SP0_c28.t1, ESY16_g61788_DN3_SP0_c20.t1, ESY16_g61785_DN3_SP0_c32.t1, ESY16_g61783_DN3_SP0_c16.t1, ESY16_g61786_DN3_SP0_c15.t1
OG0003809	jg23347	ESY6_g49633_DN3_SP0_c0.t1
OG0003810	jg14647	ESY1_g9116_DN3_SP0_c0.t1
OG0003810	jg23286	ESY6_g49739_DN2_SP0_c0.t1
OG0003811	jg23214	ESY6_g49306_DN3_SP4_c0.t1
OG0003812	jg33427, jg2245	ESY7_g17212_DN3_SP0_c0.t1
OG0003813	jg8245	ESY20_g13368_DN2_SP8_c0.t1
OG0003813	jg23539	ESY18_g63072_DN2_SP0_c0.t1
OG0003814	jg6192, jg5775	ESY8_g61021_DN3_SP0_c0.t1
OG0003815	jg4985	ESY7_g18200_DN3_SP0_c0.t1
OG0003816	jg6011	ESY6_g49065_DN2_SP0_c0.t1
OG0003817	jg23009	ESY6_g48949_DN3_SP8_c0.t1
OG0003818	jg22703	ESY5_g4643_DN1_SP0_c0.t1
OG0003819	jg9800	ESY16_g62506_DN3_SP8_c0.t1
OG0003820	jg22382	ESY2_g35270_DN3_SP0_c0.t1
OG0003821	jg22331	ESY6_g47981_DN3_SP8_c0.t1
OG0003822	jg22223	ESY6_g47840_DN3_SP0_c0.t1
OG0003823	jg4543	ESY7_g18498_DN3_SP0_c0.t1
OG0003824	jg4378	ESY7_g18792_DN3_SP0_c4.t1
OG0003825	jg14032, jg14023	ESY1_g6823_DN3_SP0_c0.t1
OG0003826	jg21541	ESY15_g64348_DN3_SP0_c0.t1
OG0003827	jg4185	ESY1_g8822_DN1_SP0_c0.t1
OG0003829	jg12746	ESY8_g60125_DN3_SP0_c0.t1
OG0003830	jg3574	ESY2_g36821_DN3_SP8_c4.t1
OG0003833	jg33757	ESY10_g15035_DN3_SP0_c0.t1
OG0003834	jg31487, jg31492, jg33665	ESY2_g36245_DN2_SP1_c0.t1
OG0003835	jg14351	ESY1_g7838_DN3_SP0_c0.t1
OG0003836	jg14339	ESY9_g42525_DN3_SP1_c0.t1
OG0003837	jg11675	ESY9_g42686_DN3_SP1_c0.t1, ESY9_g42714_DN3_SP7_c0.t1
OG0003838	jg11174	ESY2_g38873_DN3_SP0_c0.t1
OG0003839	jg11126, jg11127	ESY2_g38688_DN1_SP0_c0.t1
OG0003840	jg30374	ESY5_g4193_DN3_SP0_c0.t1
OG0003840	jg3054, jg3051	ESY2_g34918_DN2_SP1_c0.t1
OG0003841	jg2504	ESY2_g35379_DN3_SP0_c0.t1
OG0003842	jg31049, jg2567	ESY2_g35453_DN3_SP4_c0.t1
OG0003844	jg26198, jg33207	ESY3_g29236_DN3_SP7_c0.t1
OG0003845	jg17021, jg17009	ESY2_g35998_DN1_SP0_c0.t1
OG0003847	jg736, jg733	ESY2_g33768_DN3_SP0_c0.t1
OG0003848	jg14936	ESY1_g10016_DN3_SP0_c0.t1
OG0003849	jg10125	ESY23_g194_DN3_SP6_c0.t1
OG0003850	jg10161, jg10160	ESY23_g145_DN3_SP8_c0.t1
OG0003851	jg26062	ESY3_g32691_DN3_SP0_c0.t1
OG0003852	jg23934, jg30140	ESY3_g32644_DN3_SP0_c0.t1
OG0003853	jg16235	ESY1_g12350_DN1_SP0_c0.t1
OG0003854	jg32970, jg19923	ESY12_g51920_DN3_SP8_c0.t1
OG0003855	jg15971	ESY1_g11242_DN3_SP2_c0.t1
OG0003856	jg15833	ESY1_g11504_DN3_SP0_c16.t1
