Orthogroup	Arabidopsis_arenosa	Euclidium_syriacum
OG0010088	jg30341	ESY5_g4235_DN3_SP5_c0.t1
OG0010090	jg30352	ESY5_g4224_DN3_SP0_c0.t1
OG0010091	jg30368	ESY5_g4201_DN3_SP8_c0.t1
OG0010092	jg30381	ESY5_g4186_DN1_SP8_c7.t1
OG0010094	jg30390	ESY5_g4167_DN3_SP7_c0.t1
OG0010095	jg30398	ESY5_g4157_DN3_SP0_c0.t1
OG0010096	jg30417	ESY5_g4143_DN3_SP8_c0.t1
OG0010097	jg30448	ESY5_g4094_DN2_SP0_c0.t1
OG0010098	jg30454	ESY5_g4089_DN3_SP5_c0.t1
OG0010099	jg30468	ESY5_g4067_DN3_SP0_c0.t1
OG0010100	jg30472	ESY5_g4065_DN3_SP0_c0.t1
OG0010101	jg30476	ESY5_g4062_DN3_SP0_c0.t1
OG0010102	jg30489	ESY5_g4044_DN3_SP0_c8.t1
OG0010103	jg30495	ESY5_g4038_DN3_SP0_c0.t1
OG0010104	jg30504	ESY5_g4026_DN3_SP5_c0.t1
OG0010105	jg30518	ESY5_g4009_DN3_SP8_c0.t1
OG0010106	jg30522	ESY5_g3999_DN3_SP0_c0.t1
OG0010107	jg30525	ESY5_g3997_DN3_SP0_c0.t1
OG0010108	jg30526	ESY5_g3996_DN3_SP0_c0.t1
OG0010109	jg30546	ESY5_g3970_DN3_SP0_c0.t1
OG0010110	jg30547	ESY5_g3969_DN3_SP8_c12.t1
OG0010111	jg30603	ESY5_g3928_DN3_SP8_c0.t1
OG0010112	jg30630	ESY5_g3907_DN3_SP8_c0.t1
OG0010113	jg30631	ESY5_g3906_DN3_SP5_c0.t1
OG0010114	jg30644	ESY5_g2560_DN3_SP7_c0.t1
OG0010115	jg30652	ESY5_g2552_DN3_SP0_c0.t1
OG0010116	jg30759	ESY5_g2370_DN3_SP1_c0.t1
OG0010117	jg30761	ESY5_g2367_DN3_SP8_c0.t1
OG0010118	jg30762	ESY5_g2366_DN1_SP0_c0.t1
OG0010119	jg12963	ESY10_g14594_DN3_SP0_c0.t1
OG0010120	jg30788	ESY5_g2325_DN2_SP0_c0.t1
OG0010121	jg30822	ESY5_g2252_DN3_SP8_c0.t1
OG0010122	jg30831	ESY5_g2235_DN3_SP8_c0.t1
OG0010123	jg30832	ESY5_g2233_DN3_SP8_c0.t1
OG0010124	jg30856	ESY5_g2167_DN3_SP0_c0.t1
OG0010125	jg30870	ESY5_g2140_DN3_SP8_c0.t1
OG0010126	jg2820	ESY2_g35742_DN3_SP8_c0.t1
OG0010127	jg2811	ESY2_g35736_DN3_SP8_c0.t1
OG0010129	jg2788	ESY2_g35690_DN3_SP7_c0.t1
OG0010130	jg2683	ESY2_g35593_DN2_SP0_c0.t1
OG0010131	jg2672, jg2671, jg2669	ESY2_g35580_DN3_SP8_c0.t1
OG0010132	jg2661	ESY2_g35566_DN3_SP0_c0.t1
OG0010133	jg2651	ESY2_g35549_DN3_SP2_c0.t1
OG0010134	jg2650	ESY2_g35548_DN3_SP0_c0.t1
OG0010135	jg2649	ESY2_g35547_DN3_SP4_c0.t1
OG0010136	jg2647, jg13574	ESY2_g35545_DN2_SP3_c0.t1
OG0010137	jg2638	ESY2_g35535_DN3_SP8_c0.t1
OG0010138	jg2635	ESY2_g35528_DN3_SP0_c17.t1
OG0010139	jg2601	ESY2_g35489_DN3_SP5_c0.t1
OG0010140	jg31974	ESY14_g19780_DN3_SP4_c0.t1
OG0010141	jg14014	ESY16_g62082_DN3_SP1_c32.t1
OG0010142	jg21067	ESY1_g6435_DN3_SP0_c0.t1
OG0010143	jg491	ESY2_g33414_DN3_SP8_c0.t1
OG0010144	jg568	ESY2_g33551_DN3_SP0_c0.t1
OG0010145	jg594	ESY2_g33589_DN3_SP0_c0.t1
OG0010146	jg595	ESY2_g33587_DN3_SP8_c0.t1
OG0010147	jg648	ESY2_g33645_DN3_SP8_c0.t1
OG0010149	jg31987	ESY14_g19874_DN3_SP3_c0.t1
OG0010150	jg787	ESY2_g33826_DN3_SP3_c0.t1
OG0010152	jg797	ESY2_g33839_DN3_SP8_c0.t1
OG0010153	jg833	ESY2_g33864_DN3_SP0_c0.t1
OG0010154	jg839	ESY2_g33869_DN3_SP0_c0.t1
OG0010155	jg843	ESY2_g33872_DN3_SP8_c0.t1
OG0010156	jg885	ESY2_g33919_DN3_SP2_c0.t1
OG0010157	jg922	ESY2_g33956_DN3_SP0_c0.t1
OG0010158	jg925	ESY2_g33958_DN3_SP0_c12.t1
OG0010159	jg988	ESY2_g34007_DN3_SP8_c10.t1, ESY8_g59086_DN2_SP0_c0.t1
OG0010160	jg995	ESY2_g34018_DN3_SP8_c0.t1
OG0010161	jg999	ESY2_g34027_DN3_SP1_c0.t1
OG0010162	jg1049	ESY2_g34054_DN3_SP8_c0.t1
OG0010163	jg1089	ESY2_g34064_DN3_SP7_c0.t1
OG0010164	jg1139	ESY2_g34087_DN3_SP0_c0.t1
OG0010165	jg1152	ESY2_g34092_DN3_SP0_c0.t1
OG0010166	jg22579	ESY6_g48354_DN3_SP0_c0.t1
OG0010167	jg8114	ESY20_g13023_DN3_SP0_c0.t1
OG0010168	jg1184	ESY2_g34107_DN1_SP0_c0.t1
OG0010169	jg1198	ESY2_g34117_DN3_SP0_c0.t1
OG0010170	jg1335	ESY2_g34167_DN3_SP7_c0.t1, ESY2_g34166_DN3_SP0_c0.t1
OG0010171	jg11159	ESY2_g34189_DN3_SP3_c0.t1
OG0010172	jg445	ESY2_g33346_DN3_SP3_c0.t1
OG0010173	jg395	ESY2_g33296_DN3_SP0_c0.t1
OG0010174	jg392	ESY2_g33290_DN3_SP0_c0.t1, ESY2_g33291_DN3_SP6_c0.t1
OG0010175	jg7047	ESY7_g18808_DN3_SP3_c0.t1
OG0010176	jg20395	ESY10_g15009_DN3_SP0_c0.t1
OG0010177	jg20384	ESY10_g14969_DN2_SP0_c0.t1
OG0010178	jg20382	ESY10_g14964_DN3_SP0_c0.t1
OG0010179	jg20268	ESY10_g14755_DN3_SP2_c0.t1
OG0010180	jg20267	ESY10_g14754_DN3_SP0_c1.t1
OG0010181	jg20662	ESY7_g16663_DN3_SP8_c0.t1
OG0010182	jg20665	ESY7_g16659_DN3_SP0_c14.t1
OG0010183	jg21033	ESY1_g6222_DN3_SP0_c0.t1
OG0010184	jg20703	ESY7_g16603_DN3_SP1_c0.t1
OG0010185	jg20717	ESY7_g16588_DN3_SP8_c0.t1
OG0010186	jg10052	ESY13_g57306_DN2_SP0_c0.t1
OG0010187	jg7759	ESY7_g16420_DN3_SP0_c0.t1
OG0010188	jg9500	ESY4_g24345_DN3_SP8_c0.t1
OG0010190	jg9436	ESY4_g24432_DN3_SP8_c0.t1
OG0010192	jg32959	ESY2_g37917_DN3_SP1_c0.t1
OG0010193	jg32977	ESY2_g37864_DN3_SP5_c0.t1
OG0010194	jg32988	ESY2_g37853_DN3_SP0_c0.t1
OG0010195	jg32995	ESY2_g37846_DN3_SP2_c0.t1
OG0010196	jg33039	ESY2_g37695_DN3_SP1_c0.t1
OG0010197	jg3147	ESY2_g35958_DN3_SP0_c0.t1
OG0010198	jg3145	ESY2_g35956_DN3_SP0_c0.t1
OG0010199	jg8285	ESY4_g26947_DN3_SP8_c0.t1
OG0010200	jg8286	ESY4_g26946_DN3_SP0_c0.t1
OG0010201	jg8306, jg8299	ESY10_g14780_DN3_SP6_c0.t1
OG0010202	jg8315	ESY4_g26925_DN3_SP7_c0.t1
OG0010203	jg8327	ESY4_g26913_DN3_SP7_c0.t1
OG0010204	jg8328	ESY4_g26910_DN3_SP8_c0.t1
OG0010205	jg8364	ESY4_g26851_DN3_SP8_c0.t1
OG0010206	jg8389	ESY4_g26826_DN3_SP0_c0.t1
OG0010207	jg8397	ESY4_g26792_DN3_SP0_c0.t1
OG0010208	jg16592	ESY8_g59795_DN3_SP2_c0.t1
OG0010208	jg8404	ESY4_g26778_DN3_SP8_c0.t1
OG0010209	jg8414	ESY8_g60741_DN1_SP0_c0.t1, ESY4_g26767_DN3_SP0_c0.t1, ESY8_g60742_DN3_SP0_c0.t1
OG0010210	jg8470	ESY4_g26720_DN3_SP0_c0.t1
OG0010211	jg8479	ESY4_g26711_DN3_SP0_c0.t1
OG0010212	jg8485	ESY4_g26704_DN2_SP0_c0.t1
OG0010213	jg8489	ESY4_g26694_DN3_SP0_c0.t1
OG0010215	jg8525	ESY4_g26609_DN1_SP0_c0.t1
OG0010216	jg8526	ESY4_g26610_DN3_SP2_c0.t1
OG0010217	jg8528	ESY4_g26612_DN3_SP8_c0.t1
OG0010218	jg8553	ESY4_g26582_DN2_SP1_c0.t1
OG0010219	jg8561	ESY4_g26573_DN3_SP0_c0.t1
OG0010220	jg8569	ESY4_g26550_DN3_SP0_c0.t1
OG0010221	jg8581	ESY4_g26534_DN3_SP8_c0.t1
OG0010222	jg8590	ESY4_g26522_DN3_SP0_c0.t1
OG0010223	jg8603	ESY4_g26484_DN3_SP0_c0.t1
OG0010224	jg8612	ESY4_g26468_DN3_SP0_c0.t1
OG0010225	jg8622	ESY4_g26426_DN3_SP0_c0.t1
OG0010226	jg11721	ESY2_g36977_DN3_SP0_c0.t1
OG0010227	jg8662	ESY4_g26307_DN3_SP7_c0.t1
OG0010228	jg8681	ESY4_g26252_DN3_SP0_c0.t1
OG0010229	jg8683	ESY4_g26250_DN3_SP0_c0.t1
OG0010230	jg8699	ESY4_g26205_DN3_SP8_c0.t1
OG0010231	jg8734	ESY4_g26125_DN3_SP0_c0.t1
OG0010232	jg8758	ESY4_g26022_DN3_SP8_c0.t1
OG0010233	jg8763	ESY4_g26015_DN3_SP0_c0.t1
OG0010235	jg8832	ESY4_g25452_DN3_SP8_c0.t1
OG0010236	jg8850	ESY4_g25483_DN3_SP8_c0.t1
OG0010237	jg8862	ESY4_g25518_DN3_SP0_c0.t1
OG0010238	jg8878	ESY4_g25560_DN3_SP4_c0.t1
OG0010239	jg8884	ESY4_g25568_DN3_SP8_c0.t1
OG0010240	jg8900	ESY4_g25587_DN3_SP0_c0.t1
OG0010241	jg8904	ESY4_g25619_DN3_SP1_c0.t1
OG0010243	jg8910	ESY4_g25627_DN3_SP0_c0.t1
OG0010244	jg31219	ESY23_g70_DN3_SP1_c0.t1
OG0010245	jg8912	ESY4_g25633_DN3_SP0_c0.t1
OG0010246	jg9077	ESY4_g25993_DN3_SP5_c0.t1
OG0010247	jg9130	ESY4_g25191_DN3_SP8_c0.t1
OG0010248	jg9125	ESY4_g25178_DN3_SP0_c0.t1
OG0010249	jg9119	ESY4_g25172_DN3_SP1_c0.t1
OG0010250	jg9094	ESY4_g25111_DN3_SP8_c0.t1
OG0010251	jg9092	ESY4_g25109_DN3_SP0_c0.t1
OG0010252	jg9075	ESY4_g25987_DN3_SP8_c0.t1
OG0010253	jg9071	ESY4_g25983_DN3_SP5_c0.t1
OG0010254	jg9065	ESY4_g25970_DN3_SP3_c0.t1
OG0010255	jg9050	ESY4_g25943_DN3_SP4_c0.t1
OG0010256	jg9048	ESY4_g25911_DN3_SP0_c0.t1
OG0010257	jg9043	ESY4_g25905_DN3_SP8_c0.t1
OG0010258	jg9041	ESY4_g25904_DN3_SP1_c0.t1
OG0010259	jg9039	ESY4_g25884_DN3_SP5_c0.t1
OG0010260	jg9038	ESY4_g25883_DN3_SP1_c0.t1
OG0010262	jg21710	ESY12_g51497_DN3_SP3_c0.t1
OG0010263	jg8970	ESY4_g25676_DN3_SP8_c0.t1
OG0010264	jg8965	ESY4_g25685_DN3_SP0_c0.t1
OG0010265	jg9185	ESY4_g25075_DN3_SP8_c6.t1
OG0010266	jg9217	ESY4_g25017_DN3_SP0_c0.t1
OG0010267	jg9225	ESY4_g24995_DN3_SP8_c0.t1
OG0010268	jg9228	ESY4_g24991_DN3_SP0_c0.t1
OG0010269	jg9247	ESY4_g24923_DN3_SP0_c0.t1
OG0010270	jg9249	ESY4_g24920_DN3_SP0_c0.t1
OG0010271	jg9250	ESY4_g24919_DN3_SP5_c0.t1
OG0010272	jg9259	ESY4_g24893_DN3_SP0_c3.t1
OG0010273	jg9265	ESY4_g24873_DN2_SP0_c0.t1
OG0010274	jg9311	ESY4_g24748_DN3_SP0_c0.t1
OG0010275	jg9319	ESY4_g24751_DN3_SP4_c0.t1
OG0010276	jg26674	ESY3_g28162_DN3_SP8_c0.t1
OG0010277	jg26679	ESY3_g28150_DN3_SP0_c0.t1
OG0010278	jg2907	ESY2_g35845_DN2_SP0_c0.t1
OG0010281	jg2859	ESY2_g35779_DN3_SP0_c0.t1
OG0010282	jg2858	ESY2_g35778_DN3_SP0_c0.t1
OG0010283	jg2837	ESY2_g35757_DN3_SP6_c0.t1
OG0010284	jg2832	ESY2_g35752_DN3_SP0_c0.t1
OG0010285	jg2821	ESY2_g35743_DN3_SP8_c0.t1
OG0010286	jg31025	ESY5_g1709_DN3_SP3_c0.t1
OG0010287	jg31029	ESY5_g1702_DN3_SP0_c0.t1
OG0010288	jg31046	ESY43_g13370_DN3_SP8_c0.t1
OG0010289	jg31080	ESY2_g35360_DN3_SP0_c0.t1
OG0010290	jg31110	ESY5_g1355_DN3_SP8_c0.t1
OG0010291	jg31139	ESY5_g1236_DN3_SP8_c0.t1
OG0010292	jg31261	ESY5_g1143_DN3_SP3_c0.t1
OG0010293	jg7990	ESY20_g13214_DN3_SP0_c0.t1
OG0010294	jg7991	ESY20_g13211_DN3_SP8_c0.t1
OG0010295	jg7996	ESY20_g13206_DN3_SP0_c0.t1
OG0010296	jg7998	ESY20_g13204_DN3_SP7_c0.t1
OG0010297	jg8006	ESY20_g13194_DN3_SP0_c0.t1
OG0010298	jg8014	ESY20_g13179_DN3_SP0_c0.t1
OG0010299	jg8028	ESY20_g13173_DN3_SP8_c12.t1
OG0010300	jg8031	ESY20_g13168_DN3_SP7_c0.t1
OG0010301	jg8053	ESY20_g13153_DN3_SP0_c0.t1
OG0010302	jg13610	ESY21_g55425_DN2_SP0_c0.t1
OG0010303	jg8069	ESY5_g5376_DN3_SP2_c0.t1
OG0010304	jg8091	ESY20_g13098_DN3_SP8_c0.t1
OG0010305	jg8092	ESY20_g13095_DN1_SP0_c0.t1, ESY20_g13096_DN3_SP0_c0.t1
OG0010306	jg8094	ESY20_g13091_DN3_SP1_c0.t1
OG0010307	jg8129	ESY20_g13042_DN3_SP0_c0.t1
OG0010308	jg8108	ESY20_g13017_DN3_SP8_c0.t1
OG0010309	jg8105	ESY20_g13006_DN3_SP2_c0.t1
OG0010310	jg8168	ESY20_g12988_DN3_SP8_c0.t1
OG0010311	jg8175	ESY20_g12979_DN3_SP0_c0.t1
OG0010312	jg8176	ESY20_g12969_DN3_SP8_c0.t1
OG0010313	jg8181	ESY20_g12965_DN3_SP0_c0.t1
OG0010314	jg8186	ESY20_g12959_DN3_SP0_c10.t1
OG0010315	jg8195	ESY20_g12951_DN3_SP1_c0.t1
OG0010317	jg9295	ESY20_g12920_DN3_SP8_c0.t1
OG0010318	jg16506, jg16505	ESY8_g59927_DN3_SP8_c0.t1
OG0010319	jg16510	ESY8_g59918_DN3_SP1_c0.t1
OG0010320	jg31227	ESY5_g680_DN3_SP6_c0.t1
OG0010321	jg31160	ESY5_g899_DN3_SP8_c0.t1, ESY90_g5586_DN3_SP0_c0.t1
OG0010322	jg31147	ESY5_g1213_DN3_SP4_c0.t1
OG0010323	jg32451, jg32464	ESY4_g21765_DN3_SP7_c0.t1
OG0010324	jg9818	ESY16_g62573_DN3_SP8_c0.t1
OG0010325	jg9754	ESY16_g62359_DN3_SP6_c0.t1
OG0010326	jg9753	ESY16_g62358_DN3_SP8_c7.t1
OG0010328	jg9721	ESY16_g62251_DN3_SP0_c0.t1
OG0010329	jg9707	ESY16_g62198_DN3_SP8_c0.t1
OG0010330	jg9705	ESY16_g62196_DN3_SP8_c0.t1
OG0010331	jg9702	ESY16_g62193_DN3_SP4_c0.t1
OG0010332	jg9698	ESY16_g62170_DN2_SP0_c0.t1
OG0010333	jg9628	ESY4_g23900_DN3_SP0_c0.t1
OG0010334	jg9616	ESY4_g23937_DN3_SP0_c0.t1
OG0010335	jg9610	ESY4_g23946_DN2_SP0_c0.t1
OG0010337	jg13174	ESY10_g14158_DN3_SP8_c0.t1
OG0010338	jg13176	ESY10_g14146_DN3_SP8_c0.t1
OG0010339	jg13185	ESY10_g14125_DN2_SP0_c0.t1
OG0010340	jg13221	ESY10_g14053_DN2_SP0_c0.t1
OG0010341	jg28528	ESY5_g5408_DN3_SP0_c0.t1
OG0010343	jg30486	ESY5_g4047_DN3_SP3_c0.t1
OG0010344	jg30636	ESY5_g3898_DN3_SP0_c0.t1
OG0010345	jg30897, jg30893, jg30898	ESY5_g2095_DN3_SP0_c0.t1, ESY7_g17509_DN2_SP0_c0.t1
OG0010346	jg31172	ESY5_g1061_DN2_SP0_c0.t1
OG0010348	jg10771, jg12952, jg32085, jg16956, jg32312, jg21197	ESY1_g6556_DN2_SP0_c0.t1, ESY1_g8022_DN2_SP0_c0.t1, ESY1_g8021_DN1_SP0_c0.t1, ESY1_g6558_DN2_SP0_c0.t1, ESY7_g16270_DN1_SP0_c0.t1, ESY1_g9128_DN1_SP0_c0.t1, ESY3_g29647_DN2_SP0_c0.t1, ESY16_g62510_DN3_SP0_c0.t1
OG0010350	jg33265, jg33266	ESY2_g37299_DN2_SP8_c0.t1
OG0010351	jg33591, jg25459	ESY3_g30428_DN3_SP0_c8.t1
OG0010352	jg33615	ESY2_g36192_DN3_SP5_c0.t1
OG0010353	jg23918	ESY3_g32661_DN3_SP0_c0.t1
OG0010354	jg959	ESY4_g25707_DN3_SP0_c0.t1, ESY2_g33986_DN3_SP0_c0.t1
OG0010356	jg1197, jg19681	ESY12_g51466_DN3_SP0_c0.t1, ESY12_g51467_DN3_SP0_c0.t1, ESY12_g51468_DN3_SP0_c0.t1
OG0010358	jg1896, jg9469, jg9468, jg9472, jg7299	ESY4_g24378_DN3_SP0_c0.t1
OG0010359	jg1937	ESY3_g32101_DN3_SP0_c0.t1
OG0010359	jg24274	ESY3_g32099_DN3_SP0_c0.t1, ESY3_g32100_DN3_SP0_c0.t1
OG0010360	jg2383	ESY2_g34489_DN3_SP0_c0.t1
OG0010361	jg2879	ESY2_g35813_DN3_SP0_c0.t1
OG0010362	jg3006	ESY2_g34863_DN3_SP4_c0.t1
OG0010363	jg24724	ESY3_g30693_DN3_SP0_c0.t1
OG0010364	jg25205	ESY3_g30077_DN3_SP0_c0.t1
OG0010365	jg25395	ESY3_g30301_DN3_SP0_c0.t1
OG0010368	jg16652	ESY8_g59717_DN3_SP5_c0.t1
OG0010369	jg16673	ESY8_g59693_DN2_SP0_c0.t1
OG0010370	jg16734	ESY10_g14813_DN3_SP0_c0.t1
OG0010370	jg5493	ESY3_g30046_DN3_SP0_c47.t1
OG0010370	jg16739, jg16742, jg16746, jg5491	ESY7_g17878_DN3_SP0_c0.t1
OG0010371	jg16949	ESY8_g59418_DN3_SP0_c0.t1
OG0010372	jg16963	ESY8_g59412_DN3_SP8_c0.t1
OG0010373	jg17037, jg17036	ESY8_g59826_DN3_SP0_c0.t1
OG0010374	jg17112	ESY8_g59339_DN3_SP0_c0.t1
OG0010377	jg18724	ESY9_g44065_DN3_SP0_c0.t1
OG0010378	jg19067	ESY9_g45400_DN3_SP0_c0.t1
OG0010379	jg19158, jg19109	ESY4_g26656_DN1_SP0_c0.t1
OG0010380	jg19544	ESY7_g17517_DN1_SP0_c0.t1
OG0010381	jg20102	ESY12_g51365_DN3_SP0_c0.t1
OG0010382	jg12996	ESY10_g14519_DN3_SP0_c0.t1
OG0010383	jg13254	ESY10_g14017_DN3_SP0_c0.t1
OG0010384	jg13522	ESY21_g55774_DN2_SP0_c0.t1
OG0010385	jg13665	ESY21_g55236_DN2_SP0_c0.t1
OG0010386	jg14681	ESY1_g9278_DN3_SP0_c0.t1
OG0010387	jg14870	ESY1_g9839_DN3_SP0_c0.t1
OG0010388	jg15257	ESY1_g11133_DN2_SP0_c0.t1
OG0010390	jg5226	ESY7_g17657_DN3_SP0_c0.t1
OG0010391	jg6126	ESY6_g48975_DN2_SP0_c0.t1, ESY6_g48936_DN3_SP0_c0.t1
OG0010392	jg6874	ESY10_g15837_DN3_SP4_c0.t1
OG0010395	jg9872	ESY13_g56282_DN3_SP0_c0.t1
OG0010396	jg10057	ESY13_g57264_DN3_SP5_c0.t1
OG0010398	jg10310	ESY4_g26276_DN3_SP0_c0.t1, ESY4_g22566_DN2_SP0_c0.t1, ESY8_g60600_DN3_SP0_c0.t1, ESY1_g11200_DN3_SP0_c0.t1
OG0010399	jg10626	ESY9_g43016_DN3_SP0_c0.t1, ESY9_g43007_DN3_SP0_c0.t1, ESY9_g43015_DN3_SP0_c0.t1, ESY9_g43013_DN3_SP0_c0.t1
OG0010400	jg10893	ESY9_g42425_DN3_SP0_c0.t1
OG0010402	jg11351	ESY15_g65453_DN3_SP8_c0.t1
OG0010405	jg12763	ESY8_g60098_DN3_SP0_c0.t1
OG0010406	jg12790	ESY8_g60052_DN2_SP0_c0.t1, ESY8_g60051_DN2_SP0_c0.t1
OG0010407	jg21002	ESY3_g31170_DN3_SP0_c0.t1
OG0010408	jg21169	ESY1_g6655_DN3_SP0_c0.t1
OG0010409	jg21380	ESY7_g18701_DN3_SP0_c0.t1, ESY7_g18700_DN3_SP0_c0.t1
OG0010410	jg21457	ESY15_g64453_DN3_SP0_c0.t1
OG0010411	jg21549	ESY15_g64331_DN2_SP0_c0.t1
OG0010412	jg21566	ESY15_g64246_DN3_SP0_c0.t1
OG0010413	jg21642	ESY15_g65188_DN3_SP1_c0.t1
OG0010414	jg21817	ESY6_g46327_DN3_SP4_c0.t1
OG0010415	jg21882	ESY7_g17736_DN3_SP0_c0.t1, ESY7_g17734_DN3_SP0_c0.t1, ESY9_g42823_DN3_SP0_c0.t1
OG0010417	jg22005	ESY6_g47169_DN3_SP8_c0.t1
OG0010419	jg23740	ESY6_g50275_DN3_SP0_c0.t1
OG0010437	jg11538, jg9362	ESY4_g24641_DN3_SP5_c0.t1
OG0010438	jg9359	ESY4_g24644_DN3_SP8_c0.t1
OG0010439	jg9355	ESY4_g24649_DN3_SP2_c0.t1
OG0010440	jg9352	ESY4_g24662_DN3_SP0_c0.t1
OG0010441	jg9345	ESY4_g24690_DN3_SP1_c0.t1
OG0010442	jg9336	ESY4_g24722_DN3_SP8_c0.t1
OG0010443	jg17190	ESY8_g59278_DN3_SP8_c0.t1
OG0010444	jg10211	ESY23_g32_DN3_SP8_c0.t1
OG0010445	jg14447	ESY1_g8168_DN3_SP6_c0.t1
OG0010446	jg14679	ESY1_g9276_DN3_SP8_c0.t1
OG0010447	jg14671	ESY1_g9212_DN3_SP8_c0.t1
OG0010448	jg14663	ESY1_g9192_DN3_SP0_c0.t1
OG0010449	jg14654	ESY1_g9176_DN3_SP0_c0.t1
OG0010451	jg14623	ESY1_g9003_DN2_SP6_c0.t1
OG0010452	jg14629	ESY1_g9084_DN3_SP4_c0.t1
OG0010454	jg12905	ESY10_g14661_DN3_SP0_c0.t1
OG0010455	jg12972	ESY10_g14571_DN2_SP0_c0.t1
OG0010457	jg13006	ESY10_g14512_DN2_SP0_c10.t1
OG0010458	jg12987	ESY10_g14548_DN3_SP8_c11.t1
OG0010459	jg12657	ESY8_g60314_DN3_SP8_c0.t1
OG0010460	jg12645	ESY6_g48800_DN3_SP0_c0.t1, ESY8_g60330_DN3_SP0_c0.t1
OG0010461	jg5647	ESY7_g17087_DN3_SP0_c0.t1
OG0010462	jg5621	ESY7_g17114_DN3_SP0_c0.t1
OG0010463	jg5616	ESY7_g17121_DN3_SP0_c0.t1
OG0010464	jg5596	ESY7_g17144_DN3_SP8_c0.t1
OG0010465	jg5586	ESY12_g51669_DN3_SP8_c0.t1
OG0010466	jg5582	ESY7_g17159_DN2_SP0_c0.t1
OG0010467	jg5573	ESY7_g17175_DN3_SP8_c0.t1
OG0010468	jg5567	ESY7_g17184_DN3_SP0_c0.t1
OG0010469	jg5548	ESY7_g17205_DN3_SP0_c0.t1
OG0010470	jg29040	ESY5_g4609_DN3_SP0_c0.t1
OG0010471	jg5502	ESY7_g17260_DN3_SP0_c0.t1
OG0010472	jg5498	ESY7_g17266_DN3_SP0_c0.t1
OG0010473	jg5480, jg5479	ESY7_g17288_DN3_SP0_c0.t1
OG0010475	jg5463	ESY7_g17309_DN3_SP0_c0.t1
OG0010476	jg5441	ESY7_g17346_DN3_SP0_c0.t1
OG0010477	jg5440	ESY7_g17350_DN2_SP1_c0.t1
OG0010478	jg5431	ESY7_g17367_DN3_SP2_c0.t1
OG0010479	jg18591	ESY3_g30570_DN3_SP0_c0.t1
OG0010480	jg5370	ESY7_g17446_DN3_SP8_c0.t1
OG0010481	jg5368	ESY7_g17449_DN3_SP0_c0.t1
OG0010482	jg5335	ESY7_g17510_DN3_SP0_c0.t1
OG0010485	jg5296	ESY7_g17562_DN2_SP0_c0.t1
OG0010486	jg5293	ESY7_g17568_DN3_SP3_c0.t1
OG0010487	jg5286	ESY7_g17575_DN3_SP8_c0.t1
OG0010488	jg11404	ESY2_g33331_DN3_SP0_c0.t1
OG0010489	jg5254	ESY7_g17624_DN3_SP0_c0.t1
OG0010491	jg5191	ESY7_g17697_DN3_SP0_c0.t1
OG0010492	jg5190	ESY7_g17698_DN3_SP0_c0.t1
OG0010493	jg5189	ESY7_g17700_DN3_SP0_c12.t1
OG0010494	jg5180	ESY7_g17714_DN3_SP8_c0.t1
OG0010496	jg5165	ESY7_g17738_DN3_SP0_c0.t1
OG0010497	jg5159	ESY7_g17747_DN3_SP0_c0.t1
OG0010498	jg5134	ESY7_g18416_DN3_SP6_c0.t1
OG0010499	jg5133	ESY7_g18415_DN3_SP8_c0.t1
OG0010500	jg5111	ESY7_g18390_DN3_SP7_c0.t1
OG0010501	jg5100	ESY7_g18378_DN3_SP4_c0.t1
OG0010503	jg5095	ESY7_g18371_DN3_SP0_c13.t1
OG0010504	jg21189	ESY2_g35104_DN3_SP0_c0.t1
OG0010505	jg5071	ESY7_g18329_DN3_SP8_c0.t1
OG0010507	jg5053	ESY7_g18300_DN3_SP8_c0.t1
OG0010508	jg5049	ESY7_g18295_DN3_SP0_c0.t1
OG0010509	jg5018	ESY7_g18254_DN3_SP0_c0.t1
OG0010510	jg5017	ESY7_g18252_DN3_SP0_c0.t1
OG0010511	jg5003	ESY7_g18230_DN3_SP8_c0.t1
OG0010512	jg4987	ESY7_g18202_DN1_SP0_c0.t1
OG0010513	jg4983	ESY7_g18196_DN3_SP0_c0.t1
OG0010514	jg4978	ESY7_g18188_DN2_SP0_c0.t1
OG0010515	jg4945	ESY7_g18142_DN3_SP7_c0.t1
OG0010516	jg4925	ESY7_g18112_DN3_SP0_c0.t1
OG0010517	jg4921	ESY6_g49630_DN3_SP8_c0.t1
OG0010518	jg4919	ESY7_g18105_DN3_SP4_c0.t1
OG0010519	jg4873	ESY7_g18036_DN3_SP0_c0.t1
OG0010521	jg4862	ESY7_g18005_DN3_SP0_c0.t1
OG0010522	jg4834	ESY7_g17973_DN3_SP6_c0.t1
OG0010523	jg4802	ESY7_g17923_DN3_SP0_c18.t1
OG0010524	jg4787	ESY7_g17902_DN1_SP0_c0.t1
OG0010526	jg4764	ESY7_g17862_DN3_SP0_c0.t1
OG0010527	jg4756	ESY7_g17842_DN3_SP8_c0.t1
OG0010528	jg4752	ESY7_g17835_DN3_SP0_c0.t1
OG0010530	jg26375	ESY3_g28981_DN3_SP0_c0.t1
OG0010532	jg4700	ESY7_g18702_DN3_SP1_c0.t1
OG0010533	jg4694	ESY7_g18691_DN3_SP0_c0.t1
OG0010534	jg4690	ESY7_g17195_DN2_SP0_c0.t1
