Orthogroup	Cardamine_amara	Aethionema_saxatile
OG0000500	evm.model.RL_4.348	As004G087470
OG0000501	evm.model.RL_5.2509	As010G232220
OG0000504	evm.model.RL_4.3277, evm.model.RL_6.2050	As006G143860
OG0000504	evm.model.RL_1.857	As002G037010, As002G034340
OG0000505	evm.model.RL_4.1219	As009G215510
OG0000506	evm.model.RL_4.2927	As010G234690
OG0000510	evm.model.RL_3.457, evm.model.RL_3.451, evm.model.RL_3.458, evm.model.RL_3.459	As001G020890, As001G020900
OG0000511	evm.model.RL_3.238	As001G032060
OG0000512	evm.model.RL_2.1853, evm.model.RL_2.1854, evm.model.RL_7.2237	As003G061390
OG0000513	evm.model.RL_1.901.1.687c87eb, evm.model.RL_7.1023.3.687c84b7	As006G146210
OG0000513	evm.model.RL_7.1762, evm.model.RL_8.2062	As005G114770
OG0000514	evm.model.RL_1.1957	As011G252640, As011G252630
OG0000515	evm.model.RL_5.3999	As012G267810
OG0000521	evm.model.RL_5.2511	As003G063570
OG0000521	evm.model.RL_8.860	As004G080410
OG0000521	evm.model.RL_3.2229	As007G158420
OG0000522	evm.model.RL_5.2665, evm.model.RL_8.724.1.687c8558	As004G083810
OG0000523	evm.model.RL_7.198, evm.model.RL_7.199	As012G287730
OG0000524	evm.model.RL_1.734, evm.model.RL_4.768	As006G141600, As006G141560, As006G141590
OG0000525	evm.model.RL_3.2252	As010G241940
OG0000525	evm.model.RL_5.1541	As007G153430
OG0000525	evm.model.RL_1.1399	As011G246900
OG0000525	evm.model.RL_5.3805	As012G269710
OG0000526	evm.model.RL_7.1608	As010G223400
OG0000526	evm.model.RL_7.1613	As010G223440
OG0000529	evm.model.RL_8.1947, evm.model.RL_7.1657	As010G223810, As010G223800, As010G223830
OG0000530	evm.model.RL_4.1935	As009G203010, As009G203020, As009G203100, As009G203060, As009G202740
OG0000533	evm.model.RL_1.2814	As011G263320
OG0000537	evm.model.RL_8.362	As006G124070
OG0000537	evm.model.RL_2.772	As004G093070
OG0000537	evm.model.RL_1.692	As006G141200
OG0000538	evm.model.RL_6.2482, evm.model.RL_6.2483, evm.model.RL_6.2479	As005G103710, As005G103700
OG0000539	evm.model.RL_3.492	As005G120910
OG0000540	evm.model.RL_6.1049, evm.model.RL_6.1046, evm.model.RL_6.1045, evm.model.RL_6.1042, evm.model.RL_6.1043, evm.model.RL_6.1044	As006G128870, As006G128860, As006G128850
OG0000542	evm.model.RL_4.2027.1.687c86d7	As009G202020
OG0000542	evm.model.RL_5.2133	As012G273170
OG0000543	evm.model.RL_6.338, evm.model.RL_6.344, evm.model.RL_6.339	As007G177800
OG0000544	evm.model.RL_5.382, evm.model.RL_5.384	As008G195060
OG0000544	evm.model.RL_5.383	As008G195020, As008G195030, As008G195070, As008G195140, As008G195120
OG0000545	evm.model.RL_3.1918	As010G238530
OG0000546	evm.model.RL_1.2886, evm.model.RL_1.2884, evm.model.RL_1.2882, evm.model.RL_1.2883, evm.model.RL_1.2885	As011G264020, As011G264080, As011G264050, As011G264010, As011G264090, As011G264000, As011G264100, As011G263960, As011G264110, As011G263990, As011G264030, As011G264060, As011G263920, As011G264120, As011G263950, As011G263980
OG0000550	evm.model.RL_7.1126	As002G037320, As012G276110
OG0000550	evm.model.RL_6.1710	As006G144690
OG0000551	evm.model.RL_8.2558	As005G117770
OG0000551	evm.model.RL_2.3398	As003G075520
OG0000551	evm.model.RL_4.2595.1.687c86da	As002G053470
OG0000552	evm.model.RL_5.3425	As007G159560
OG0000553	evm.model.RL_5.2576	As003G063020, As003G063040
OG0000553	evm.model.RL_5.2594, evm.model.RL_5.2596, evm.model.RL_5.2595, evm.model.RL_5.2577, evm.model.RL_5.2578, evm.model.RL_5.2593	As003G063070, As003G063050
OG0000554	evm.model.RL_3.335	As007G157590
OG0000557	evm.model.RL_7.336, evm.model.RL_7.337	As012G286190
OG0000557	evm.model.RL_6.2607	As005G102360
OG0000559	evm.model.RL_4.3249, evm.model.RL_4.3247, evm.model.RL_4.3262	As005G107810
OG0000560	evm.model.RL_8.2034, evm.model.RL_8.2035	As005G115530
OG0000560	evm.model.RL_6.2826	As008G196260, As008G196230
OG0000561	evm.model.RL_8.2590.1.687c8562, evm.model.RL_8.2591	As005G118160
OG0000562	evm.model.RL_1.516.4.687c87ea	As006G139230
OG0000562	evm.model.RL_4.2164	As009G200380
OG0000562	evm.model.RL_4.1100	As009G205610
OG0000564	evm.model.RL_6.373, evm.model.RL_6.370	As007G177180
OG0000570	evm.model.RL_1.121	As006G135060
OG0000570	evm.model.RL_4.2759	As002G054910
OG0000571	evm.model.RL_8.2145	As005G113940
OG0000571	evm.model.RL_5.659, evm.model.RL_5.658	As008G191230
OG0000572	evm.model.RL_3.1622	As010G240060
OG0000572	evm.model.RL_7.1752	As010G240020, As010G240030, As010G240050, As010G240010
OG0000578	evm.model.RL_5.908	As008G187240
OG0000578	evm.model.RL_3.507	As001G020350
OG0000579	evm.model.RL_8.1361, evm.model.RL_8.1365	As002G044410
OG0000579	evm.model.RL_2.2089	As004G098040
OG0000580	evm.model.RL_6.2547	As005G102980
OG0000582	evm.model.RL_7.1671, evm.model.RL_4.1470	As005G113410
OG0000582	evm.model.RL_5.694.2.687c88ae, evm.model.RL_6.839	As006G130460
OG0000584	evm.model.RL_5.241	As006G124400
OG0000584	evm.model.RL_2.2368	As001G000400
OG0000585	evm.model.RL_1.1384, evm.model.RL_6.1536	As011G246780, As003G070380, As012G275350
OG0000586	evm.model.RL_4.663	As004G082960
OG0000587	evm.model.RL_8.220	As006G122410
OG0000587	evm.model.RL_6.2828	As005G100170
OG0000587	evm.model.RL_5.72	As008G198370
OG0000588	evm.model.RL_1.1413	As011G247080
OG0000588	evm.model.RL_6.2386	As005G104750
OG0000588	evm.model.RL_5.3792	As012G269820
OG0000589	evm.model.RL_8.2060	As005G114800
OG0000589	evm.model.RL_7.1759, evm.model.RL_7.1761	As010G224800
OG0000590	evm.model.RL_4.1063.1.687c86d1	As009G205980
OG0000590	evm.model.RL_5.138	As008G197660
OG0000592	evm.model.RL_1.1725	As011G250170
OG0000592	evm.model.RL_5.1635	As010G239910, As007G154690
OG0000593	evm.model.RL_3.2245	As008G192880, As010G241820, As010G241840
OG0000595	evm.model.RL_7.1900	As010G226140
OG0000600	evm.model.RL_8.1733	As002G048280
OG0000600	evm.model.RL_2.2457	As001G001180
OG0000601	evm.model.RL_2.297	As001G027850
OG0000602	evm.model.RL_7.1068	As012G276820
OG0000602	evm.model.RL_1.894, evm.model.RL_1.895	As002G034860
OG0000604	evm.model.RL_7.79	As005G099260
OG0000604	evm.model.RL_2.2009	As007G163770, As012G288540
OG0000605	evm.model.RL_3.1817	As010G239470
OG0000605	evm.model.RL_3.1815	As010G239480
OG0000606	evm.model.RL_1.1521	As011G248160
OG0000606	evm.model.RL_3.2481	As010G244280
OG0000606	evm.model.RL_5.3705.2.687c88c4	As012G270700
OG0000607	evm.model.RL_1.1811	As011G251140
OG0000607	evm.model.RL_1.2784	As011G262980
OG0000608	evm.model.RL_7.588	As012G284160
OG0000612	evm.model.RL_5.869	As001G019830, As001G020020, As005G105470, As008G187810
OG0000613	evm.model.RL_1.163	As006G135470
OG0000613	evm.model.RL_8.1471, evm.model.RL_2.347, evm.model.RL_2.354	As002G045780
OG0000614	evm.model.RL_8.733	As002G054140, As005G116690, As002G054130
OG0000615	evm.model.RL_1.2984	As011G264960
OG0000615	evm.model.RL_2.3143	As003G072430
OG0000616	evm.model.RL_8.2134	As005G114070
OG0000616	evm.model.RL_7.1045, evm.model.RL_6.1865	As012G277180
OG0000617	evm.model.RL_8.110	As006G121910
OG0000618	evm.model.RL_3.2253	As010G241950
OG0000618	evm.model.RL_5.1540, evm.model.RL_2.2268	As006G132210
OG0000619	evm.model.RL_6.1867, evm.model.RL_6.1866	As006G145810, As006G145800
OG0000619	evm.model.RL_7.1046	As012G277130
OG0000620	evm.model.RL_5.1688, evm.model.RL_3.1822, evm.model.RL_3.1824	As010G239430, As007G154950
OG0000625	evm.model.RL_2.2709, evm.model.RL_6.418	As001G004420
OG0000626	evm.model.RL_3.143, evm.model.RL_3.144, evm.model.RL_3.142, evm.model.RL_3.138, evm.model.RL_3.139	As001G031250
OG0000627	evm.model.RL_3.1076, evm.model.RL_2.2187	As006G134640
OG0000627	evm.model.RL_8.1631	As002G047240
OG0000628	evm.model.RL_1.1784	As003G064150, As011G250810
OG0000628	evm.model.RL_5.2436	As010G235510
OG0000630	evm.model.RL_2.413, evm.model.RL_2.412, evm.model.RL_3.980, evm.model.RL_2.406	As004G077630, As004G077620, As004G077610
OG0000633	evm.model.RL_3.2473	As010G244250
OG0000634	evm.model.RL_8.2014, evm.model.RL_8.2015	As005G115030, As005G115050, As005G115070, As005G115040, As005G115020, As005G115010
OG0000635	evm.model.RL_6.1124	As006G128210
OG0000635	evm.model.RL_3.556, evm.model.RL_6.1250, evm.model.RL_6.900, evm.model.RL_3.509	As006G127130
OG0000636	evm.model.RL_4.2957, evm.model.RL_4.1763, evm.model.RL_4.2956, evm.model.RL_4.2955	As009G212850
OG0000645	evm.model.RL_7.2120, evm.model.RL_7.2121	As001G004340
OG0000646	evm.model.RL_7.2116	As001G027670
OG0000646	evm.model.RL_1.113	As006G134940
OG0000647	evm.model.RL_1.876	As002G034480, As005G107800
OG0000648	evm.model.RL_7.93	As012G288670, As012G288660, As002G053310, As005G099090, As012G288650
OG0000649	evm.model.RL_5.2409	As003G066660
OG0000650	evm.model.RL_4.223	As004G088550
OG0000652	evm.model.RL_4.1390, evm.model.RL_4.1389, evm.model.RL_4.1391	As009G217160
OG0000658	evm.model.RL_4.1057, evm.model.RL_7.2265, evm.model.RL_7.992	As009G206090, As012G277750, As001G026410
OG0000659	evm.model.RL_8.1740, evm.model.RL_2.2460	As009G211360, As002G048340
OG0000660	evm.model.RL_5.593	As008G192800
OG0000660	evm.model.RL_7.1691	As010G224220
OG0000661	evm.model.RL_2.624, evm.model.RL_6.1256, evm.model.RL_6.1074, evm.model.RL_6.2013, evm.model.RL_6.1251	As010G223120, As006G127120, As006G127080
OG0000662	evm.model.RL_4.2054	As009G201630
OG0000662	evm.model.RL_1.149	As006G135390
OG0000662	evm.model.RL_4.2053	As009G201640
OG0000663	evm.model.RL_5.3202	As007G161620, As007G161610, As007G161660, As007G161640, As007G161630, As007G161650
OG0000663	evm.model.RL_3.1173	As010G229530
OG0000664	evm.model.RL_1.1043	As011G245410
OG0000669	evm.model.RL_6.2536	As005G103090
OG0000669	evm.model.RL_1.1267, evm.model.RL_7.2672	As001G022370
OG0000670	evm.model.RL_2.1876	As003G061610, As003G061660
OG0000672	evm.model.RL_3.2269, evm.model.RL_2.3046	As007G157950, As006G146270
OG0000672	evm.model.RL_5.2994	As004G081100, As011G248400
OG0000674	evm.model.RL_5.134	As008G197690
OG0000674	evm.model.RL_6.2908	As005G099330
OG0000674	evm.model.RL_8.252	As006G123130
OG0000675	evm.model.RL_3.2391	As010G243370
OG0000675	evm.model.RL_5.1447	As007G152400, As006G126430
OG0000676	evm.model.RL_5.557	As008G193080
OG0000676	evm.model.RL_3.1843	As010G239230, As007G155100, As012G282240
OG0000677	evm.model.RL_5.3344, evm.model.RL_5.3343, evm.model.RL_5.3341, evm.model.RL_5.3342	As007G160250
OG0000685	evm.model.RL_2.2469	As001G001340
OG0000685	evm.model.RL_2.2139	As002G032860
OG0000686	evm.model.RL_2.2897, evm.model.RL_4.849, evm.model.RL_2.2898	As001G012430
OG0000687	evm.model.RL_2.1206	As001G017930
OG0000687	evm.model.RL_6.2651	As005G101960
OG0000687	evm.model.RL_7.301	As012G286760
OG0000689	evm.model.RL_5.3488	As003G063160
OG0000689	evm.model.RL_8.807	As004G080020
OG0000690	evm.model.RL_5.2417	As007G154700, As003G065860, As008G196720, As010G226610
OG0000691	evm.model.RL_7.2071, evm.model.RL_2.1775	As004G080740, As011G248640
OG0000692	evm.model.RL_7.488, evm.model.RL_7.487, evm.model.RL_7.486, evm.model.RL_6.2405	As005G104580
OG0000693	evm.model.RL_7.784	As012G282230
OG0000693	evm.model.RL_3.868, evm.model.RL_6.2102	As006G143100
OG0000694	evm.model.RL_6.714, evm.model.RL_6.362	As007G177770
OG0000696	evm.model.RL_7.2006, evm.model.RL_1.1530	As012G270790, As011G248260
OG0000697	evm.model.RL_5.1919	As012G271560
OG0000702	evm.model.RL_7.2260, evm.model.RL_8.1025	As001G026500
OG0000703	evm.model.RL_4.3162	As002G035150
OG0000703	evm.model.RL_6.1743	As006G145070
OG0000703	evm.model.RL_7.1093	As012G276510
OG0000704	evm.model.RL_4.342	As003G058000
OG0000705	evm.model.RL_6.2498	As005G103510, As005G103480
OG0000706	evm.model.RL_8.2572	As005G117900
OG0000707	evm.model.RL_7.1299	As006G138740
OG0000707	evm.model.RL_1.868, evm.model.RL_3.80	As007G161420
OG0000708	evm.model.RL_5.1022	As008G185890
OG0000709	evm.model.RL_4.345, evm.model.RL_4.320, evm.model.RL_7.1230, evm.model.RL_4.1854	As009G203840
OG0000714	evm.model.RL_2.390, evm.model.RL_2.404	As004G077650
OG0000714	evm.model.RL_3.1056	As001G028540
OG0000715	evm.model.RL_8.537	As004G085240
OG0000716	evm.model.RL_2.516, evm.model.RL_5.2311	As004G088610, As007G165810
OG0000718	evm.model.RL_1.1085, evm.model.RL_6.106, evm.model.RL_6.107, evm.model.RL_4.3412	As005G106250, As005G106210, As005G106230, As005G106240, As005G106220
OG0000720	evm.model.RL_7.102	As012G288480
OG0000720	evm.model.RL_8.234	As006G122970
OG0000720	evm.model.RL_5.127	As008G197790
OG0000721	evm.model.RL_8.244	As006G123060
OG0000721	evm.model.RL_1.1604	As008G197760, As012G274520, As011G248980
OG0000722	evm.model.RL_3.1366	As010G232800
OG0000722	evm.model.RL_5.1274	As008G183090
OG0000723	evm.model.RL_4.1130	As009G205260
OG0000723	evm.model.RL_4.1122, evm.model.RL_4.1074, evm.model.RL_4.361, evm.model.RL_4.1129	As009G205270, As009G205280, As009G205290, As009G205310
OG0000730	evm.model.RL_7.2541	As001G023940
OG0000730	evm.model.RL_5.1248, evm.model.RL_5.1247	As008G183370
OG0000731	evm.model.RL_7.2396	As001G025190, As001G025200, As001G025210
OG0000732	evm.model.RL_2.2132	As002G032800
OG0000732	evm.model.RL_7.1103.2.687c84b8	As012G276370
OG0000733	evm.model.RL_5.2452	As002G035910
OG0000734	evm.model.RL_8.2302	As002G043480
OG0000735	evm.model.RL_8.1683, evm.model.RL_2.980, evm.model.RL_8.1684, evm.model.RL_4.70	As002G047800
OG0000736	evm.model.RL_4.2552	As002G053050
OG0000736	evm.model.RL_2.3349	As003G074810
OG0000737	evm.model.RL_2.3388	As003G075290, As003G075300, As003G075310, As003G075240, As003G075260
OG0000738	evm.model.RL_6.1369	As006G125420
OG0000739	evm.model.RL_2.503, evm.model.RL_3.955	As009G216850, As008G197070
OG0000749	evm.model.RL_5.1185	As008G184000
OG0000749	evm.model.RL_5.3237	As007G161240
OG0000750	evm.model.RL_2.162, evm.model.RL_2.1099, evm.model.RL_2.1098	As001G030660
OG0000751	evm.model.RL_8.2493, evm.model.RL_1.918	As005G108820, As002G035280
OG0000752	evm.model.RL_4.1230	As009G215650, As009G215640, As011G255520, As009G215610, As009G215620, As009G215600
OG0000752	evm.model.RL_4.2510	As002G052450
OG0000753	evm.model.RL_5.2360, evm.model.RL_5.2358, evm.model.RL_5.2359	As003G064670
OG0000754	evm.model.RL_5.2373, evm.model.RL_5.2372	As003G064750
OG0000754	evm.model.RL_4.700, evm.model.RL_4.701	As004G082990
OG0000755	evm.model.RL_8.421.1.687c8556, evm.model.RL_8.419, evm.model.RL_8.420	As004G086160
OG0000756	evm.model.RL_2.3091, evm.model.RL_2.3092, evm.model.RL_3.310, evm.model.RL_4.370	As004G087220
OG0000757	evm.model.RL_4.3296, evm.model.RL_4.3292	As005G107510
OG0000757	evm.model.RL_7.1013, evm.model.RL_6.1822	As006G146500
OG0000758	evm.model.RL_3.2393	As010G243380
OG0000758	evm.model.RL_6.1303	As006G126420
OG0000759	evm.model.RL_6.1095	As006G128470
OG0000759	evm.model.RL_5.565	As008G193030
OG0000760	evm.model.RL_6.2174, evm.model.RL_6.2181	As006G142310
OG0000760	evm.model.RL_7.751	As012G282830
OG0000762	evm.model.RL_1.3166, evm.model.RL_1.3168, evm.model.RL_7.2018	As011G266570
OG0000763	evm.model.RL_5.3861, evm.model.RL_1.1345	As012G269290
OG0000764	evm.model.RL_5.1955	As012G271730
OG0000765	evm.model.RL_4.817, evm.model.RL_4.647	As012G275540, As012G275570, As012G275590
OG0000772	evm.model.RL_7.2185	As002G037440, As001G027110, As001G015580
OG0000773	evm.model.RL_3.1350	As007G160440, As010G232720, As001G027430
OG0000774	evm.model.RL_2.2148	As002G033010
OG0000775	evm.model.RL_1.954	As002G035830, As009G214640
OG0000776	evm.model.RL_1.1031, evm.model.RL_1.827, evm.model.RL_4.2968	As009G213010, As002G037060
OG0000777	evm.model.RL_2.2228.3.687c86e5	As006G132560, As002G046520
OG0000778	evm.model.RL_4.2289, evm.model.RL_4.2290, evm.model.RL_4.2287, evm.model.RL_4.2288, evm.model.RL_4.2286	As002G050230
OG0000779	evm.model.RL_2.1735	As003G060370
OG0000779	evm.model.RL_8.516	As004G085410
OG0000779	evm.model.RL_8.518	As004G085400
OG0000780	evm.model.RL_2.3359	As003G074900
OG0000780	evm.model.RL_6.126, evm.model.RL_4.2560	As007G180430
OG0000781	evm.model.RL_6.2507, evm.model.RL_6.2506	As004G079650
OG0000781	evm.model.RL_6.2508	As005G103380, As005G103370
OG0000783	evm.model.RL_4.1517	As005G113140
OG0000783	evm.model.RL_7.1993	As010G226400
OG0000784	evm.model.RL_7.1879	As010G225950
OG0000784	evm.model.RL_4.1455	As005G113590
OG0000785	evm.model.RL_2.2843	As007G161520
OG0000785	evm.model.RL_4.3067	As009G214360
OG0000786	evm.model.RL_8.2187, evm.model.RL_8.2188, evm.model.RL_8.2189, evm.model.RL_7.143	As009G217820, As009G217830
OG0000788	evm.model.RL_7.1842	As010G225660, As010G225670, As010G225650
OG0000789	evm.model.RL_3.2355	As010G242960
OG0000789	evm.model.RL_5.4008	As012G267770
OG0000798	evm.model.RL_2.1291	As001G017630, As003G055740, As004G083120
OG0000799	evm.model.RL_5.3316	As001G021710
OG0000800	evm.model.RL_7.2511	As001G024200, As001G024190, As001G024170
OG0000802	evm.model.RL_4.207	As004G088660
OG0000802	evm.model.RL_5.2945	As003G070730
OG0000802	evm.model.RL_2.1394	As003G056750
OG0000803	evm.model.RL_2.1531.1.687c86e3	As003G058030
OG0000803	evm.model.RL_2.1529	As003G070410, As003G065450
OG0000803	evm.model.RL_2.758, evm.model.RL_2.1530	As007G160300
OG0000804	evm.model.RL_6.1471	As004G081460
OG0000804	evm.model.RL_6.1472	As004G097150, As004G079430
OG0000805	evm.model.RL_1.2133	As004G096100, As011G254230
OG0000806	evm.model.RL_6.929, evm.model.RL_6.2562	As005G102850
OG0000807	evm.model.RL_6.2553	As005G102950
OG0000807	evm.model.RL_1.29	As006G139170, As006G133330
OG0000808	evm.model.RL_6.982	As006G129450
OG0000808	evm.model.RL_7.1735	As010G224570
OG0000808	evm.model.RL_8.2012	As005G114980
OG0000809	evm.model.RL_5.3297	As007G160640
OG0000809	evm.model.RL_5.1238.3.687c88b2	As008G183460
OG0000818	evm.model.RL_4.1288, evm.model.RL_7.1461	As010G221920
OG0000818	evm.model.RL_2.2289, evm.model.RL_3.13	As001G030280
OG0000819	evm.model.RL_1.966	As002G036020
OG0000819	evm.model.RL_4.3071	As009G214420
OG0000819	evm.model.RL_7.744	As012G282730
OG0000821	evm.model.RL_8.1294	As002G043850
OG0000823	evm.model.RL_4.73	As004G090360
OG0000823	evm.model.RL_2.1303	As003G055870
OG0000824	evm.model.RL_5.2646.1.687c88bc, evm.model.RL_5.2647	As003G062540
OG0000824	evm.model.RL_8.737	As004G083720
OG0000825	evm.model.RL_7.212	As012G287570
OG0000825	evm.model.RL_6.2770	As005G100830
OG0000827	evm.model.RL_8.1586	As012G278780
OG0000827	evm.model.RL_2.2823, evm.model.RL_4.3372	As005G106720
OG0000828	evm.model.RL_6.1395, evm.model.RL_6.902, evm.model.RL_6.1368, evm.model.RL_4.335	As012G285140, As006G125590
OG0000829	evm.model.RL_1.267	As006G136530
OG0000829	evm.model.RL_4.1889, evm.model.RL_4.1890	As009G203460, As009G203470
OG0000830	evm.model.RL_2.3475, evm.model.RL_5.1855, evm.model.RL_3.2014	As007G156440
OG0000831	evm.model.RL_5.3686, evm.model.RL_2.166	As007G156620, As007G156630
OG0000832	evm.model.RL_4.1932	As008G195870
OG0000833	evm.model.RL_1.1403, evm.model.RL_1.3124, evm.model.RL_1.2735, evm.model.RL_5.3799	As011G246960
OG0000834	evm.model.RL_1.1773	As011G250710
OG0000835	evm.model.RL_1.1819	As011G251220
OG0000835	evm.model.RL_5.2067	As012G272760
OG0000841	evm.model.RL_2.1261	As001G017330
OG0000842	evm.model.RL_7.2394, evm.model.RL_7.2390, evm.model.RL_7.2392	As001G025250
OG0000843	evm.model.RL_3.875, evm.model.RL_3.879, evm.model.RL_3.876, evm.model.RL_3.878, evm.model.RL_3.927, evm.model.RL_3.937, evm.model.RL_8.2205	As001G029790, As001G029800
OG0000844	evm.model.RL_1.867	As002G034430
OG0000844	evm.model.RL_4.3252	As005G107840
OG0000845	evm.model.RL_2.2005, evm.model.RL_8.1161	As002G042280
OG0000845	evm.model.RL_7.1523	As010G222560
OG0000846	evm.model.RL_2.2840_evm.model.RL_2.2841	As004G079020, As002G046530, As006G146430
OG0000847	evm.model.RL_4.2614	As002G053580
OG0000847	evm.model.RL_8.2540	As005G117570
OG0000848	evm.model.RL_2.768	As004G078550, As006G122300
OG0000849	evm.model.RL_8.147	As006G122200
OG0000849	evm.model.RL_7.178	As005G100320
OG0000850	evm.model.RL_6.2730	As005G101230
OG0000850	evm.model.RL_7.243	As012G287330
OG0000851	evm.model.RL_6.2305, evm.model.RL_7.620, evm.model.RL_7.619	As005G105540
