Orthogroup	Cardamine_amara	Arabis_alpina
OG0006717	evm.model.RL_2.1482	Aa_G78250.h1.t1
OG0006718	evm.model.RL_2.1521	Aa_G148350.h1.t1
OG0006720	evm.model.RL_4.374	Aa_G123660.h1.t1
OG0006721	evm.model.RL_2.1569	Aa_G201470.h1.t1
OG0006722	evm.model.RL_2.1575	Aa_G221230.h1.t1
OG0006723	evm.model.RL_2.1280	Aa_G96260.h1.t1
OG0006724	evm.model.RL_2.1648	Aa_G318030.h1.t1
OG0006725	evm.model.RL_2.1680	Aa_G672870.h1.t1
OG0006726	evm.model.RL_2.1692	Aa_G213390.h1.t1
OG0006727	evm.model.RL_2.1768	Aa_G147730.h1.t1
OG0006728	evm.model.RL_2.1861	Aa_G55650.h1.t1
OG0006729	evm.model.RL_2.1865	Aa_G55690.h1.t1
OG0006731	evm.model.RL_2.1889	Aa_G503910.h1.t1
OG0006732	evm.model.RL_2.1895	Aa_G124500.h1.t1
OG0006733	evm.model.RL_2.1912	Aa_G226790.h1.t1
OG0006734	evm.model.RL_2.1915	Aa_G522010.h1.t1, Aa_G703180.h1.t1
OG0006735	evm.model.RL_2.1916	Aa_G626720.h1.t1
OG0006736	evm.model.RL_2.1927	Aa_G332020.h1.t1
OG0006737	evm.model.RL_2.1929	Aa_G331990.h1.t1
OG0006738	evm.model.RL_5.2601	Aa_G433820.h1.t1
OG0006739	evm.model.RL_5.2449	Aa_G529520.h1.t1
OG0006740	evm.model.RL_5.1659	Aa_G726000.h1.t1
OG0006741	evm.model.RL_5.2350	Aa_G382680.h1.t1, Aa_G174530.h1.t1
OG0006742	evm.model.RL_5.2371	Aa_G301320.h1.t1
OG0006743	evm.model.RL_5.1373	Aa_G121170.h1.t1
OG0006745	evm.model.RL_5.2266	Aa_G438530.h1.t1
OG0006746	evm.model.RL_5.3106	Aa_G130750.h1.t1
OG0006747	evm.model.RL_5.613	Aa_G257610.h1.t1
OG0006748	evm.model.RL_2.1934	Aa_G160660.h1.t1
OG0006749	evm.model.RL_5.3121	Aa_G130880.h1.t1
OG0006750	evm.model.RL_5.2284	Aa_G309640.h1.t1
OG0006751	evm.model.RL_5.3113.1.687c88bf	Aa_G130810.h1.t1
OG0006752	evm.model.RL_1.2481, evm.model.RL_1.3183	Aa_G640990.h1.t1
OG0006753	evm.model.RL_5.3047	Aa_G498740.h1.t1
OG0006754	evm.model.RL_5.3014	Aa_G366280.h1.t1
OG0006755	evm.model.RL_5.3012	Aa_G374460.h1.t1, Aa_G366300.h1.t1
OG0006756	evm.model.RL_5.3008	Aa_G689000.h1.t1
OG0006757	evm.model.RL_5.2992	Aa_G223720.h1.t1
OG0006758	evm.model.RL_5.2953	Aa_G108330.h1.t1
OG0006759	evm.model.RL_5.2937	Aa_G679290.h1.t1
OG0006760	evm.model.RL_5.2902	Aa_G28320.h1.t1
OG0006761	evm.model.RL_5.2891	Aa_G138680.h1.t1
OG0006762	evm.model.RL_5.2864	Aa_G279770.h1.t1
OG0006763	evm.model.RL_5.2843	Aa_G476220.h1.t1
OG0006764	evm.model.RL_2.3094	Aa_G157040.h1.t1
OG0006765	evm.model.RL_2.3150	Aa_G179350.h1.t1
OG0006766	evm.model.RL_2.3177	Aa_G342290.h1.t1
OG0006767	evm.model.RL_2.3188	Aa_G223130.h1.t1
OG0006768	evm.model.RL_2.3230	Aa_G139470.h1.t1, Aa_G139480.h1.t1
OG0006770	evm.model.RL_2.3274	Aa_G602840.h1.t1
OG0006771	evm.model.RL_2.3277	Aa_G221990.h1.t1
OG0006773	evm.model.RL_6.163	Aa_G311540.h1.t1
OG0006774	evm.model.RL_6.117	Aa_G100200.h1.t1
OG0006775	evm.model.RL_6.36	Aa_G314690.h1.t1
OG0006777	evm.model.RL_2.3463	Aa_G138080.h1.t1
OG0006778	evm.model.RL_2.3480	Aa_G219270.h1.t1
OG0006780	evm.model.RL_2.374	Aa_G253920.h1.t1
OG0006781	evm.model.RL_6.1632	Aa_G11080.h1.t1
OG0006782	evm.model.RL_8.869	Aa_G97600.h1.t1
OG0006783	evm.model.RL_5.2377	Aa_G462860.h1.t1
OG0006784	evm.model.RL_6.1509	Aa_G657420.h1.t1
OG0006786	evm.model.RL_4.614	Aa_G581110.h1.t1, Aa_G581090.h1.t1
OG0006787	evm.model.RL_4.624	Aa_G150360.h1.t1
OG0006788	evm.model.RL_4.672.1.687c86cf	Aa_G39590.h1.t1
OG0006789	evm.model.RL_1.208	Aa_G250280.h1.t1
OG0006790	evm.model.RL_8.793	Aa_G661720.h1.t1
OG0006791	evm.model.RL_8.658	Aa_G270960.h1.t1
OG0006792	evm.model.RL_8.617.1.687c8557	Aa_G352510.h1.t1
OG0006794	evm.model.RL_8.605	Aa_G591150.h1.t1, Aa_G599600.h1.t1, Aa_G978440.h1.t1, Aa_G409220.h1.t1
OG0006795	evm.model.RL_8.597.1.687c8557	Aa_G546090.h1.t1
OG0006796	evm.model.RL_8.566	Aa_G35120.h1.t1
OG0006797	evm.model.RL_8.477	Aa_G320620.h1.t1
OG0006798	evm.model.RL_8.455.1.687c8556	Aa_G872420.h1.t1, Aa_G872420.h2.t1
OG0006799	evm.model.RL_8.386	Aa_G577820.h1.t1
OG0006802	evm.model.RL_6.794, evm.model.RL_2.2273	Aa_G141560.h1.t1
OG0006803	evm.model.RL_4.245	Aa_G419960.h1.t1
OG0006804	evm.model.RL_4.214	Aa_G58170.h1.t1
OG0006805	evm.model.RL_4.162	Aa_G160350.h1.t1
OG0006806	evm.model.RL_4.141	Aa_G26310.h1.t1
OG0006807	evm.model.RL_4.137	Aa_G26370.h1.t1
OG0006808	evm.model.RL_4.125, evm.model.RL_4.131	Aa_G295610.h1.t1
OG0006809	evm.model.RL_4.119	Aa_G295500.h1.t1
OG0006810	evm.model.RL_4.92	Aa_G213930.h1.t1
OG0006811	evm.model.RL_6.1902	Aa_G150840.h1.t1
OG0006812	evm.model.RL_4.27	Aa_G1070840.h2.t1, Aa_G1070840.h1.t1
OG0006813	evm.model.RL_4.11	Aa_G63470.h1.t1
OG0006815	evm.model.RL_1.2450	Aa_G80.h1.t1, Aa_G80.h2.t1
OG0006816	evm.model.RL_1.2404	Aa_G77000.h1.t1
OG0006817	evm.model.RL_1.2370	Aa_G284700.h1.t1, Aa_G183910.h1.t1
OG0006818	evm.model.RL_2.826	Aa_G183960.h1.t1
OG0006820	evm.model.RL_1.2189	Aa_G408730.h1.t1, Aa_G51870.h1.t1
OG0006821	evm.model.RL_2.534, evm.model.RL_2.1007	Aa_G31030.h1.t1
OG0006822	evm.model.RL_2.1013	Aa_G31120.h1.t1
OG0006823	evm.model.RL_2.1066	Aa_G496640.h1.t1, Aa_G71990.h1.t1
OG0006825	evm.model.RL_2.1088	Aa_G580560.h1.t1
OG0006827	evm.model.RL_2.73.1.687c86df	Aa_G352850.h1.t1
OG0006828	evm.model.RL_2.195	Aa_G184890.h1.t1
OG0006829	evm.model.RL_2.199, evm.model.RL_2.201	Aa_G184850.h1.t1
OG0006830	evm.model.RL_6.2959	Aa_G13170.h1.t1
OG0006831	evm.model.RL_6.2955	Aa_G13120.h1.t1
OG0006832	evm.model.RL_5.2627	Aa_G198080.h1.t1, Aa_G70700.h1.t1
OG0006833	evm.model.RL_6.2895	Aa_G226190.h1.t1
OG0006835	evm.model.RL_6.2823	Aa_G177840.h1.t1
OG0006836	evm.model.RL_6.2811	Aa_G332710.h1.t1
OG0006837	evm.model.RL_6.2782	Aa_G196840.h1.t1
OG0006838	evm.model.RL_6.2773	Aa_G536090.h1.t1
OG0006839	evm.model.RL_6.2748	Aa_G16930.h1.t1
OG0006840	evm.model.RL_6.2743	Aa_G16990.h1.t1
OG0006841	evm.model.RL_6.2729	Aa_G17150.h1.t1
OG0006842	evm.model.RL_6.2705	Aa_G15940.h1.t1
OG0006843	evm.model.RL_6.2703	Aa_G15960.h1.t1
OG0006845	evm.model.RL_6.2616	Aa_G467090.h1.t1
OG0006846	evm.model.RL_6.2461	Aa_G125390.h1.t1
OG0006847	evm.model.RL_6.2439	Aa_G401540.h1.t1
OG0006848	evm.model.RL_6.2410	Aa_G199990.h1.t1
OG0006850	evm.model.RL_6.2363	Aa_G210240.h1.t1
OG0006851	evm.model.RL_6.2348	Aa_G230850.h1.t1
OG0006852	evm.model.RL_6.2306	Aa_G145730.h1.t1
OG0006853	evm.model.RL_6.2273	Aa_G188480.h1.t1
OG0006854	evm.model.RL_4.3324	Aa_G18870.h1.t1
OG0006855	evm.model.RL_4.3308	Aa_G85210.h1.t1
OG0006857	evm.model.RL_4.3291	Aa_G85340.h1.t1
OG0006859	evm.model.RL_4.3229	Aa_G451890.h1.t1
OG0006860	evm.model.RL_4.3216	Aa_G456290.h1.t1
OG0006861	evm.model.RL_4.3203	Aa_G259910.h1.t1
OG0006862	evm.model.RL_4.3139	Aa_G337160.h1.t1
OG0006863	evm.model.RL_4.3136.1.687c86dd	Aa_G337130.h1.t1
OG0006864	evm.model.RL_5.3034	Aa_G205050.h1.t1
OG0006865	evm.model.RL_4.1679.1.687c86d5	Aa_G181160.h1.t1
OG0006866	evm.model.RL_4.1659	Aa_G230370.h1.t1
OG0006867	evm.model.RL_4.1651	Aa_G68370.h1.t1
OG0006868	evm.model.RL_4.1627	Aa_G68150.h1.t1
OG0006869	evm.model.RL_4.1613	Aa_G662220.h1.t1
OG0006870	evm.model.RL_4.1572	Aa_G501670.h1.t1
OG0006871	evm.model.RL_4.1566	Aa_G672100.h1.t1
OG0006872	evm.model.RL_4.1559, evm.model.RL_4.795	Aa_G404830.h1.t1
OG0006873	evm.model.RL_4.1529	Aa_G9020.h1.t1
OG0006874	evm.model.RL_4.1515	Aa_G8800.h1.t1
OG0006875	evm.model.RL_4.1429	Aa_G629220.h1.t1
OG0006877	evm.model.RL_4.594, evm.model.RL_8.2107	Aa_G362180.h1.t1
OG0006878	evm.model.RL_8.2073.1.687c855f	Aa_G33930.h1.t1
OG0006879	evm.model.RL_8.2058	Aa_G33750.h1.t1
OG0006880	evm.model.RL_8.2391	Aa_G320850.h1.t1
OG0006881	evm.model.RL_8.2448	Aa_G76060.h1.t1
OG0006882	evm.model.RL_8.2449	Aa_G76070.h1.t1
OG0006883	evm.model.RL_8.2479	Aa_G268240.h1.t1
OG0006884	evm.model.RL_8.2487	Aa_G268320.h1.t1
OG0006885	evm.model.RL_8.2503	Aa_G51670.h1.t1
OG0006886	evm.model.RL_8.2511	Aa_G51610.h1.t1
OG0006887	evm.model.RL_8.2526	Aa_G51430.h1.t1
OG0006888	evm.model.RL_8.2527	Aa_G51420.h1.t1
OG0006889	evm.model.RL_8.2563	Aa_G20880.h1.t1
OG0006890	evm.model.RL_8.2575	Aa_G20760.h1.t1
OG0006891	evm.model.RL_8.2585	Aa_G20680.h1.t1
OG0006893	evm.model.RL_8.2621	Aa_G37400.h1.t1
OG0006894	evm.model.RL_8.2637	Aa_G527040.h1.t1, Aa_G1018040.h1.t1
OG0006895	evm.model.RL_8.2704	Aa_G23650.h1.t1
OG0006896	evm.model.RL_8.2707	Aa_G23680.h1.t1
OG0006897	evm.model.RL_8.2718	Aa_G383080.h1.t1
OG0006898	evm.model.RL_3.1183	Aa_G131710.h1.t1
OG0006899	evm.model.RL_8.2814	Aa_G43900.h1.t1
OG0006900	evm.model.RL_4.1917	Aa_G43990.h1.t1
OG0006901	evm.model.RL_8.2820	Aa_G44020.h1.t1
OG0006902	evm.model.RL_8.12	Aa_G136080.h1.t1
OG0006903	evm.model.RL_8.34	Aa_G242330.h1.t1
OG0006904	evm.model.RL_8.88	Aa_G425520.h1.t1
OG0006905	evm.model.RL_8.62	Aa_G299860.h1.t1, Aa_G299860.h2.t1
OG0006906	evm.model.RL_8.121	Aa_G53400.h1.t1
OG0006907	evm.model.RL_8.150	Aa_G78380.h1.t1
OG0006908	evm.model.RL_5.63	Aa_G290640.h1.t1
OG0006909	evm.model.RL_8.232	Aa_G70890.h1.t1
OG0006910	evm.model.RL_8.318	Aa_G189010.h1.t1
OG0006911	evm.model.RL_8.326	Aa_G189070.h1.t1
OG0006912	evm.model.RL_8.343	Aa_G189230.h1.t1
OG0006913	evm.model.RL_8.359	Aa_G187750.h1.t1
OG0006914	evm.model.RL_5.228	Aa_G134710.h1.t1
OG0006915	evm.model.RL_4.474	Aa_G236400.h1.t1, Aa_G89640.h1.t1
OG0006916	evm.model.RL_4.480	Aa_G89690.h1.t1
OG0006917	evm.model.RL_4.488	Aa_G756670.h1.t1
OG0006918	evm.model.RL_6.1421	Aa_G208700.h1.t1
OG0006919	evm.model.RL_6.1396	Aa_G183690.h1.t1
OG0006920	evm.model.RL_6.2451	Aa_G700810.h1.t1, Aa_G424930.h1.t1, Aa_G1093830.h2.t1, Aa_G1093830.h1.t1, Aa_G424900.h1.t1
OG0006921	evm.model.RL_6.1356	Aa_G257810.h1.t1
OG0006923	evm.model.RL_6.1360	Aa_G257860.h1.t1
OG0006924	evm.model.RL_6.1373	Aa_G148600.h1.t1, Aa_G148590.h1.t1
OG0006926	evm.model.RL_6.1336	Aa_G243580.h1.t1
OG0006927	evm.model.RL_6.1310, evm.model.RL_6.1309	Aa_G346430.h1.t1
OG0006929	evm.model.RL_6.1269	Aa_G154810.h1.t1
OG0006930	evm.model.RL_6.1272	Aa_G154830.h1.t1
OG0006931	evm.model.RL_6.1253	Aa_G640480.h1.t1
OG0006932	evm.model.RL_6.1190	Aa_G263120.h1.t1
OG0006933	evm.model.RL_6.1164	Aa_G365410.h1.t1
OG0006934	evm.model.RL_6.1143	Aa_G159320.h1.t1
OG0006935	evm.model.RL_6.1127	Aa_G119290.h1.t1
OG0006936	evm.model.RL_5.544	Aa_G429880.h1.t1
OG0006938	evm.model.RL_6.1098	Aa_G25080.h1.t1
OG0006939	evm.model.RL_6.1064	Aa_G154120.h1.t1
OG0006941	evm.model.RL_6.991	Aa_G460140.h1.t1
OG0006942	evm.model.RL_6.978	Aa_G294180.h1.t1
OG0006943	evm.model.RL_6.960	Aa_G158280.h1.t1
OG0006944	evm.model.RL_6.941	Aa_G18160.h1.t1
OG0006945	evm.model.RL_6.759, evm.model.RL_3.1460.6.687c84bc	Aa_G432320.h1.t1
OG0006946	evm.model.RL_6.771	Aa_G606200.h1.t1
OG0006947	evm.model.RL_6.784	Aa_G662590.h1.t1
OG0006948	evm.model.RL_6.817	Aa_G342480.h1.t1, Aa_G611340.h1.t1
OG0006949	evm.model.RL_6.831	Aa_G575100.h1.t1, Aa_G150850.h1.t1
OG0006950	evm.model.RL_6.532	Aa_G290420.h1.t1
OG0006951	evm.model.RL_6.517	Aa_G661860.h1.t1
OG0006952	evm.model.RL_6.503	Aa_G480970.h1.t1
OG0006953	evm.model.RL_1.85	Aa_G14870.h1.t1
OG0006956	evm.model.RL_1.93	Aa_G14810.h1.t1
OG0006957	evm.model.RL_1.112	Aa_G14620.h1.t1
OG0006958	evm.model.RL_1.114	Aa_G14600.h1.t1
OG0006959	evm.model.RL_1.127	Aa_G71670.h1.t1
OG0006961	evm.model.RL_1.183	Aa_G42230.h1.t1
OG0006962	evm.model.RL_1.206	Aa_G250300.h1.t1
OG0006963	evm.model.RL_1.221	Aa_G111890.h1.t1
OG0006964	evm.model.RL_1.228	Aa_G111770.h1.t1
OG0006965	evm.model.RL_1.281	Aa_G44920.h1.t1
OG0006966	evm.model.RL_1.293	Aa_G45030.h1.t1
OG0006967	evm.model.RL_1.304	Aa_G438180.h1.t1
OG0006968	evm.model.RL_1.324	Aa_G618750.h1.t1
OG0006969	evm.model.RL_1.345	Aa_G526030.h1.t1
OG0006970	evm.model.RL_1.355	Aa_G304950.h1.t1
OG0006971	evm.model.RL_1.369	Aa_G4220.h1.t1
OG0006972	evm.model.RL_1.396	Aa_G4490.h1.t1
OG0006973	evm.model.RL_1.412	Aa_G4630.h1.t1
OG0006974	evm.model.RL_1.456	Aa_G75540.h1.t1
OG0006975	evm.model.RL_1.472	Aa_G75770.h1.t1
OG0006976	evm.model.RL_1.533	Aa_G205880.h1.t1
OG0006977	evm.model.RL_1.534	Aa_G205890.h1.t1
OG0006978	evm.model.RL_1.542	Aa_G163150.h1.t1
OG0006979	evm.model.RL_1.558	Aa_G524380.h1.t1
OG0006980	evm.model.RL_1.561	Aa_G47680.h1.t1
OG0006981	evm.model.RL_4.1802	Aa_G280200.h1.t1
OG0006982	evm.model.RL_1.616	Aa_G47110.h1.t1
OG0006983	evm.model.RL_1.623	Aa_G47090.h1.t1
OG0006984	evm.model.RL_1.643	Aa_G49730.h1.t1
OG0006985	evm.model.RL_1.657.1.687c87eb	Aa_G78770.h1.t1
OG0006986	evm.model.RL_1.684	Aa_G174600.h1.t1
OG0006987	evm.model.RL_1.731	Aa_G174130.h1.t1, Aa_G263060.h1.t1
OG0006988	evm.model.RL_1.805	Aa_G24110.h1.t1
OG0006989	evm.model.RL_6.2140	Aa_G115370.h1.t1
OG0006990	evm.model.RL_6.2131	Aa_G641350.h1.t1
OG0006991	evm.model.RL_6.2118	Aa_G224260.h1.t1
OG0006992	evm.model.RL_6.2095	Aa_G38130.h1.t1
OG0006993	evm.model.RL_6.2086	Aa_G451150.h1.t1
OG0006994	evm.model.RL_6.2072	Aa_G461830.h1.t1
OG0006995	evm.model.RL_6.2042	Aa_G412580.h1.t1
OG0006996	evm.model.RL_6.2048	Aa_G745890.h1.t1
OG0006997	evm.model.RL_6.1999	Aa_G269520.h1.t1
OG0006998	evm.model.RL_6.1989	Aa_G594360.h1.t1
OG0006999	evm.model.RL_6.1984	Aa_G594410.h1.t1
OG0007000	evm.model.RL_6.1983	Aa_G594420.h1.t1
OG0007001	evm.model.RL_6.1676	Aa_G286480.h1.t1
OG0007002	evm.model.RL_6.1678	Aa_G286500.h1.t1
OG0007003	evm.model.RL_6.1699	Aa_G354160.h1.t1
OG0007004	evm.model.RL_6.1703	Aa_G550040.h1.t1
OG0007005	evm.model.RL_6.1712	Aa_G177470.h1.t1
OG0007007	evm.model.RL_6.1740	Aa_G426210.h1.t1
OG0007008	evm.model.RL_6.1872	Aa_G548160.h1.t1
OG0007009	evm.model.RL_6.1876, evm.model.RL_6.1858	Aa_G29990.h1.t1
OG0007010	evm.model.RL_6.1849	Aa_G30100.h1.t1
OG0007011	evm.model.RL_6.1845	Aa_G491330.h1.t1
OG0007012	evm.model.RL_6.1839	Aa_G249300.h1.t1
OG0007013	evm.model.RL_6.1892	Aa_G115280.h1.t1
OG0007014	evm.model.RL_6.1933	Aa_G66250.h1.t1
OG0007016	evm.model.RL_5.1437	Aa_G140680.h1.t1
OG0007017	evm.model.RL_3.2404	Aa_G21610.h1.t1
OG0007018	evm.model.RL_5.1479	Aa_G65550.h1.t1
OG0007020	evm.model.RL_5.1527	Aa_G131930.h1.t1
OG0007021	evm.model.RL_5.1532	Aa_G131980.h1.t1
OG0007022	evm.model.RL_5.1555	Aa_G275000.h1.t1
OG0007023	evm.model.RL_3.1624	Aa_G347870.h1.t1
OG0007024	evm.model.RL_5.1598	Aa_G278380.h1.t1
OG0007025	evm.model.RL_5.1603	Aa_G278320.h1.t1
OG0007026	evm.model.RL_5.1616	Aa_G535620.h1.t1
OG0007027	evm.model.RL_5.1626	Aa_G557430.h1.t1
OG0007028	evm.model.RL_5.1696	Aa_G119020.h1.t1
OG0007029	evm.model.RL_5.1732, evm.model.RL_5.1734	Aa_G493830.h1.t1
OG0007030	evm.model.RL_5.1735	Aa_G33180.h1.t1, Aa_G493820.h1.t1
OG0007031	evm.model.RL_5.1756	Aa_G371580.h1.t1
OG0007032	evm.model.RL_5.1757	Aa_G371590.h1.t1
OG0007033	evm.model.RL_5.1788	Aa_G89600.h1.t1
OG0007034	evm.model.RL_5.1801	Aa_G544320.h1.t1
OG0007035	evm.model.RL_5.3673	Aa_G119540.h1.t1
OG0007036	evm.model.RL_5.3656	Aa_G334080.h1.t1
OG0007037	evm.model.RL_5.3611	Aa_G374470.h1.t1
OG0007038	evm.model.RL_5.3569	Aa_G329470.h1.t1
OG0007039	evm.model.RL_5.3563	Aa_G710560.h1.t1
OG0007042	evm.model.RL_3.1580	Aa_G160320.h1.t1
OG0007043	evm.model.RL_5.3424	Aa_G62380.h1.t1
OG0007044	evm.model.RL_5.3400	Aa_G487260.h1.t1
OG0007045	evm.model.RL_5.3387	Aa_G562120.h1.t1
OG0007046	evm.model.RL_5.3364	Aa_G352740.h1.t1
OG0007047	evm.model.RL_5.3242	Aa_G596310.h1.t1
OG0007048	evm.model.RL_5.3193	Aa_G474470.h1.t1
OG0007049	evm.model.RL_5.3178	Aa_G61730.h1.t1
OG0007050	evm.model.RL_2.1946	Aa_G92240.h1.t1
OG0007051	evm.model.RL_2.1968	Aa_G92170.h1.t1
OG0007052	evm.model.RL_2.1982.2.687c86e4	Aa_G130200.h1.t1
OG0007053	evm.model.RL_8.1263	Aa_G483490.h1.t1, Aa_G423230.h1.t1, Aa_G101910.h1.t1
OG0007054	evm.model.RL_2.2278	Aa_G121490.h1.t1, Aa_G279160.h1.t1, Aa_G291810.h1.t1
OG0007055	evm.model.RL_6.335	Aa_G310010.h1.t1
OG0007056	evm.model.RL_6.243	Aa_G499160.h1.t1
OG0007057	evm.model.RL_6.1904	Aa_G152830.h1.t1, Aa_G150820.h1.t1
OG0007058	evm.model.RL_6.185	Aa_G375070.h1.t1
OG0007059	evm.model.RL_6.120	Aa_G91770.h1.t1
OG0007060	evm.model.RL_6.14	Aa_G36610.h1.t1
OG0007062	evm.model.RL_5.1302	Aa_G393300.h1.t1
OG0007065	evm.model.RL_5.1174	Aa_G584910.h1.t1
OG0007066	evm.model.RL_5.1159	Aa_G26670.h1.t1
OG0007067	evm.model.RL_5.1153	Aa_G26610.h1.t1, Aa_G26590.h1.t1
OG0007068	evm.model.RL_5.1108	Aa_G10850.h1.t1
OG0007069	evm.model.RL_5.1104	Aa_G270630.h1.t1
OG0007070	evm.model.RL_5.1056	Aa_G647510.h1.t1
OG0007072	evm.model.RL_5.981	Aa_G232690.h1.t1
OG0007073	evm.model.RL_5.979	Aa_G232660.h1.t1
OG0007074	evm.model.RL_5.968	Aa_G457660.h1.t1
OG0007075	evm.model.RL_5.966	Aa_G457610.h1.t1
OG0007076	evm.model.RL_5.894	Aa_G446480.h1.t1
OG0007077	evm.model.RL_5.864	Aa_G171310.h1.t1
OG0007078	evm.model.RL_5.832	Aa_G160900.h1.t1
OG0007079	evm.model.RL_5.831	Aa_G160910.h1.t1
OG0007080	evm.model.RL_5.788	Aa_G394800.h1.t1
OG0007081	evm.model.RL_5.761	Aa_G19280.h1.t1
OG0007082	evm.model.RL_5.740	Aa_G80720.h1.t1
OG0007083	evm.model.RL_5.686	Aa_G151740.h1.t1
OG0007084	evm.model.RL_6.2794	Aa_G196960.h1.t1
OG0007085	evm.model.RL_5.601	Aa_G310580.h1.t1
OG0007086	evm.model.RL_5.582	Aa_G275830.h1.t1
OG0007087	evm.model.RL_5.580	Aa_G275850.h1.t1
OG0007088	evm.model.RL_5.540	Aa_G22330.h1.t1
OG0007089	evm.model.RL_8.1193	Aa_G124230.h1.t1
OG0007090	evm.model.RL_2.2826	Aa_G432660.h1.t1
OG0007091	evm.model.RL_5.480	Aa_G469740.h1.t1
OG0007092	evm.model.RL_5.466	Aa_G140160.h1.t1, Aa_G140150.h1.t1
OG0007093	evm.model.RL_5.429	Aa_G219950.h1.t1
OG0007094	evm.model.RL_5.348.1.687c88ab	Aa_G286280.h1.t1
OG0007095	evm.model.RL_5.329	Aa_G477790.h1.t1
OG0007096	evm.model.RL_5.319	Aa_G39000.h1.t1
OG0007097	evm.model.RL_5.311	Aa_G38920.h1.t1
OG0007098	evm.model.RL_5.307	Aa_G38870.h1.t1
OG0007099	evm.model.RL_5.281	Aa_G341220.h1.t1
OG0007100	evm.model.RL_5.249	Aa_G134910.h1.t1
OG0007101	evm.model.RL_5.240	Aa_G134580.h1.t1
OG0007102	evm.model.RL_5.155	Aa_G6950.h1.t1
OG0007103	evm.model.RL_5.153	Aa_G6930.h1.t1
OG0007104	evm.model.RL_5.149	Aa_G6850.h1.t1
OG0007105	evm.model.RL_5.147	Aa_G6830.h1.t1, Aa_G427100.h1.t1
OG0007107	evm.model.RL_7.1233	Aa_G122850.h1.t1
OG0007108	evm.model.RL_8.2914	Aa_G106170.h1.t1
OG0007109	evm.model.RL_4.2189	Aa_G258200.h1.t1
OG0007111	evm.model.RL_4.2194	Aa_G72670.h1.t1
OG0007112	evm.model.RL_4.2205	Aa_G72790.h1.t1
OG0007113	evm.model.RL_4.2149	Aa_G7980.h1.t1
OG0007114	evm.model.RL_4.2097	Aa_G236990.h1.t1
OG0007116	evm.model.RL_4.2071	Aa_G376870.h1.t1
OG0007117	evm.model.RL_4.2000	Aa_G539780.h1.t1
OG0007118	evm.model.RL_4.1981	Aa_G158110.h1.t1
OG0007119	evm.model.RL_4.1980	Aa_G158120.h1.t1
OG0007120	evm.model.RL_4.1945	Aa_G162180.h1.t1, Aa_G461550.h1.t1
OG0007121	evm.model.RL_4.1920	Aa_G334610.h1.t1
OG0007122	evm.model.RL_4.1901	Aa_G192860.h1.t1
OG0007123	evm.model.RL_4.1784.1.687c86d5	Aa_G33740.h1.t1
OG0007124	evm.model.RL_4.1735	Aa_G759060.h1.t1, Aa_G128820.h1.t1
OG0007125	evm.model.RL_4.1125	Aa_G112590.h1.t1
OG0007126	evm.model.RL_4.1114	Aa_G40970.h1.t1
OG0007127	evm.model.RL_4.1072	Aa_G414030.h1.t1
OG0007128	evm.model.RL_4.1039	Aa_G502210.h1.t1
OG0007129	evm.model.RL_4.966	Aa_G565270.h1.t1
OG0007130	evm.model.RL_4.926	Aa_G91520.h1.t1
OG0007131	evm.model.RL_4.876	Aa_G382440.h1.t1
OG0007133	evm.model.RL_4.790	Aa_G102130.h1.t1
OG0007134	evm.model.RL_4.838	Aa_G139090.h1.t1
OG0007135	evm.model.RL_4.2274	Aa_G717950.h1.t1
OG0007136	evm.model.RL_4.2849	Aa_G672350.h1.t1
OG0007137	evm.model.RL_4.2870	Aa_G386370.h1.t1
OG0007138	evm.model.RL_4.2887	Aa_G494050.h1.t1
OG0007139	evm.model.RL_4.2276	Aa_G19770.h1.t1
OG0007140	evm.model.RL_4.2277	Aa_G19760.h1.t1
OG0007141	evm.model.RL_4.2910	Aa_G414820.h1.t1
OG0007142	evm.model.RL_4.2987	Aa_G170330.h1.t1
OG0007143	evm.model.RL_4.3031	Aa_G634240.h1.t1
OG0007144	evm.model.RL_4.3051	Aa_G304050.h1.t1
OG0007145	evm.model.RL_4.3045	Aa_G303970.h1.t1
OG0007146	evm.model.RL_4.3082	Aa_G73150.h1.t1
OG0007147	evm.model.RL_4.1706	Aa_G181440.h1.t1
OG0007148	evm.model.RL_4.1165	Aa_G539400.h1.t1
OG0007149	evm.model.RL_4.1168	Aa_G539370.h1.t1
OG0007150	evm.model.RL_4.1169	Aa_G539350.h1.t1
OG0007151	evm.model.RL_4.1226	Aa_G398120.h1.t1
OG0007152	evm.model.RL_4.1229	Aa_G398160.h1.t1
OG0007153	evm.model.RL_4.1245	Aa_G169100.h1.t1
OG0007154	evm.model.RL_4.1246	Aa_G719340.h1.t1
OG0007155	evm.model.RL_4.1303	Aa_G46080.h1.t1, Aa_G630450.h1.t1
OG0007156	evm.model.RL_4.1323	Aa_G46210.h1.t1
OG0007157	evm.model.RL_4.1324	Aa_G46220.h1.t1
OG0007158	evm.model.RL_7.1497	Aa_G106870.h1.t1
OG0007159	evm.model.RL_4.1364	Aa_G143160.h1.t1
OG0007160	evm.model.RL_4.1373	Aa_G143270.h1.t1
OG0007161	evm.model.RL_4.1396	Aa_G104840.h1.t1
OG0007162	evm.model.RL_4.1397	Aa_G104850.h1.t1
OG0007163	evm.model.RL_8.2155	Aa_G165640.h1.t1
