Orthogroup	Cardamine_amara	Arabis_alpina
OG0005088	evm.model.RL_4.898, evm.model.RL_7.1486	Aa_G106760.h1.t1
OG0005089	evm.model.RL_7.1653	Aa_G41600.h1.t1
OG0005090	evm.model.RL_4.1611	Aa_G15720.h1.t1
OG0005091	evm.model.RL_3.1153	Aa_G156860.h1.t1
OG0005092	evm.model.RL_3.1233	Aa_G169760.h1.t1
OG0005093	evm.model.RL_3.1239	Aa_G110420.h1.t1
OG0005094	evm.model.RL_3.1242	Aa_G110450.h1.t1
OG0005095	evm.model.RL_7.2661	Aa_G623710.h1.t1
OG0005096	evm.model.RL_3.1260	Aa_G182980.h1.t1
OG0005097	evm.model.RL_3.1291	Aa_G283320.h1.t1
OG0005098	evm.model.RL_3.1359	Aa_G585160.h1.t1
OG0005099	evm.model.RL_3.1592	Aa_G259670.h1.t1
OG0005100	evm.model.RL_3.2208	Aa_G197900.h1.t1
OG0005101	evm.model.RL_3.2187	Aa_G526820.h1.t1
OG0005102	evm.model.RL_6.515, evm.model.RL_2.807	Aa_G102210.h1.t1
OG0005103	evm.model.RL_3.2094	Aa_G164980.h1.t1
OG0005104	evm.model.RL_3.2044	Aa_G315320.h1.t1
OG0005105	evm.model.RL_3.2031	Aa_G87790.h1.t1
OG0005106	evm.model.RL_3.1953	Aa_G198410.h1.t1
OG0005107	evm.model.RL_3.2344	Aa_G145360.h1.t1
OG0005108	evm.model.RL_3.2433	Aa_G312040.h1.t1
OG0005109	evm.model.RL_3.2441	Aa_G312120.h1.t1
OG0005110	evm.model.RL_5.1378	Aa_G121220.h1.t1
OG0005112	evm.model.RL_1.1269	Aa_G762930.h1.t1
OG0005113	evm.model.RL_1.1277	Aa_G546570.h1.t1
OG0005114	evm.model.RL_1.1302.1.687c87ec	Aa_G243330.h1.t1
OG0005115	evm.model.RL_5.3879, evm.model.RL_5.3880	Aa_G237690.h1.t1
OG0005116	evm.model.RL_1.1372	Aa_G56170.h1.t1
OG0005117	evm.model.RL_1.1437	Aa_G1100.h1.t1
OG0005118	evm.model.RL_1.1465	Aa_G235000.h1.t1
OG0005119	evm.model.RL_1.1477	Aa_G421880.h1.t1
OG0005120	evm.model.RL_1.1495	Aa_G32050.h1.t1
OG0005121	evm.model.RL_1.1523	Aa_G242030.h1.t1
OG0005122	evm.model.RL_1.1565	Aa_G223550.h1.t1
OG0005123	evm.model.RL_1.1581	Aa_G367500.h1.t1
OG0005124	evm.model.RL_1.1767	Aa_G104730.h1.t1
OG0005125	evm.model.RL_1.1805	Aa_G342950.h1.t1
OG0005126	evm.model.RL_1.1926.3.687c87ee	Aa_G150240.h1.t1
OG0005127	evm.model.RL_1.1980	Aa_G250680.h1.t1
OG0005128	evm.model.RL_1.1987	Aa_G254120.h1.t1
OG0005129	evm.model.RL_1.1994	Aa_G133310.h1.t1
OG0005130	evm.model.RL_1.2032	Aa_G161980.h1.t1
OG0005131	evm.model.RL_1.2043	Aa_G635100.h1.t1
OG0005132	evm.model.RL_1.2076, evm.model.RL_1.2075, evm.model.RL_1.2074, evm.model.RL_1.2073	Aa_G388630.h1.t1
OG0005133	evm.model.RL_1.2048	Aa_G227500.h1.t1
OG0005134	evm.model.RL_1.2045	Aa_G497620.h1.t1, Aa_G497630.h1.t1
OG0005135	evm.model.RL_2.1053, evm.model.RL_1.2113	Aa_G351590.h1.t1
OG0005137	evm.model.RL_1.2304	Aa_G358550.h1.t1
OG0005138	evm.model.RL_1.2310	Aa_G199070.h1.t1
OG0005140	evm.model.RL_1.2846.1.687c9a6d, evm.model.RL_1.3038	Aa_G426680.h1.t1, Aa_G92110.h1.t1
OG0005141	evm.model.RL_1.3097, evm.model.RL_1.3098	Aa_G386810.h1.t1
OG0005142	evm.model.RL_1.3099	Aa_G386800.h1.t1
OG0005143	evm.model.RL_1.3104	Aa_G632950.h1.t1
OG0005144	evm.model.RL_1.3203	Aa_G576240.h1.t1
OG0005145	evm.model.RL_5.3957, evm.model.RL_5.3958, evm.model.RL_5.3959	Aa_G420930.h1.t1
OG0005146	evm.model.RL_1.1254	Aa_G176110.h1.t1
OG0005147	evm.model.RL_5.1859	Aa_G256040.h1.t1
OG0005148	evm.model.RL_5.1936	Aa_G582040.h1.t1
OG0005149	evm.model.RL_5.2112	Aa_G237880.h1.t1
OG0005150	evm.model.RL_7.1194	Aa_G87950.h1.t1
OG0005151	evm.model.RL_7.1144	Aa_G557230.h1.t1
OG0005152	evm.model.RL_7.1102	Aa_G111410.h1.t1
OG0005153	evm.model.RL_7.974	Aa_G266000.h1.t1
OG0005154	evm.model.RL_7.972	Aa_G348570.h1.t1
OG0005155	evm.model.RL_7.1204	Aa_G236150.h1.t1
OG0005156	evm.model.RL_7.898	Aa_G381270.h1.t1
OG0005157	evm.model.RL_7.897	Aa_G381290.h1.t1
OG0005159	evm.model.RL_7.732, evm.model.RL_8.971, evm.model.RL_8.941, evm.model.RL_8.951, evm.model.RL_8.958, evm.model.RL_8.965, evm.model.RL_8.934, evm.model.RL_8.952, evm.model.RL_8.935, evm.model.RL_8.962, evm.model.RL_8.928	Aa_G287170.h1.t1
OG0005160	evm.model.RL_7.741	Aa_G268550.h1.t1
OG0005161	evm.model.RL_7.728	Aa_G373110.h1.t1
OG0005162	evm.model.RL_7.601	Aa_G114800.h1.t1
OG0005165	evm.model.RL_7.260	Aa_G57940.h1.t1
OG0005166	evm.model.RL_1.2565	Aa_G16850.h1.t1
OG0005167	evm.model.RL_7.214	Aa_G128000.h1.t1
OG0005168	evm.model.RL_7.210	Aa_G170450.h1.t1, Aa_G128050.h1.t1
OG0005170	evm.model.RL_2.1195	Aa_G49450.h1.t1
OG0005171	evm.model.RL_3.445, evm.model.RL_3.446, evm.model.RL_6.2356	Aa_G210170.h1.t1
OG0005173	evm.model.RL_2.2308	Aa_G350730.h1.t1
OG0005174	evm.model.RL_8.589, evm.model.RL_8.591, evm.model.RL_8.587, evm.model.RL_8.588, evm.model.RL_8.590, evm.model.RL_4.442, evm.model.RL_3.299	Aa_G594240.h1.t1
OG0005175	evm.model.RL_5.1552	Aa_G274980.h1.t1
OG0005177	evm.model.RL_2.388, evm.model.RL_2.386	Aa_G431360.h1.t1
OG0005179	evm.model.RL_7.2246	Aa_G264240.h1.t1
OG0005181	evm.model.RL_4.1279	Aa_G45410.h1.t1
OG0005184	evm.model.RL_8.1221	Aa_G571280.h1.t1, Aa_G133090.h1.t1, Aa_G133080.h1.t1
OG0005192	evm.model.RL_2.2326	Aa_G112100.h1.t1
OG0005193	evm.model.RL_2.2371	Aa_G387120.h1.t1
OG0005194	evm.model.RL_2.2412	Aa_G237140.h1.t1
OG0005195	evm.model.RL_2.2417	Aa_G186670.h1.t1
OG0005196	evm.model.RL_2.2486	Aa_G134290.h1.t1
OG0005197	evm.model.RL_1.3022	Aa_G309850.h1.t1, Aa_G415480.h1.t1
OG0005199	evm.model.RL_2.2507	Aa_G301240.h1.t1
OG0005200	evm.model.RL_3.1327, evm.model.RL_2.2521	Aa_G506650.h1.t1
OG0005201	evm.model.RL_2.2539	Aa_G368090.h1.t1
OG0005202	evm.model.RL_2.2541, evm.model.RL_2.2590	Aa_G624340.h1.t1
OG0005204	evm.model.RL_2.2577	Aa_G262520.h1.t1
OG0005205	evm.model.RL_2.2599	Aa_G190610.h1.t1
OG0005207	evm.model.RL_2.2636	Aa_G32960.h1.t1
OG0005208	evm.model.RL_5.1166	Aa_G501040.h1.t1, Aa_G8810.h1.t1
OG0005209	evm.model.RL_2.2806	Aa_G468820.h1.t1
OG0005210	evm.model.RL_2.2790	Aa_G647020.h1.t1
OG0005211	evm.model.RL_2.2933	Aa_G97330.h1.t1
OG0005212	evm.model.RL_2.2963	Aa_G144780.h1.t1
OG0005213	evm.model.RL_2.2961	Aa_G144760.h1.t1
OG0005214	evm.model.RL_2.3030	Aa_G180330.h1.t1
OG0005215	evm.model.RL_5.2779.1.687c88bd	Aa_G462980.h1.t1
OG0005216	evm.model.RL_5.2752	Aa_G302460.h1.t1
OG0005217	evm.model.RL_2.1250	Aa_G295960.h1.t1
OG0005218	evm.model.RL_3.579	Aa_G100830.h1.t1
OG0005219	evm.model.RL_3.364	Aa_G482470.h1.t1
OG0005221	evm.model.RL_7.2713	Aa_G244100.h1.t1
OG0005222	evm.model.RL_7.2633	Aa_G609690.h1.t1
OG0005223	evm.model.RL_7.2623	Aa_G280920.h1.t1
OG0005224	evm.model.RL_7.2609	Aa_G186430.h1.t1
OG0005225	evm.model.RL_7.2588	Aa_G435370.h1.t1
OG0005226	evm.model.RL_7.2527	Aa_G480310.h1.t1, Aa_G480320.h1.t1
OG0005227	evm.model.RL_7.2519	Aa_G480440.h1.t1
OG0005228	evm.model.RL_7.2502	Aa_G281890.h1.t1
OG0005229	evm.model.RL_7.2501	Aa_G281880.h1.t1
OG0005230	evm.model.RL_7.2409	Aa_G83300.h1.t1
OG0005231	evm.model.RL_5.1138	Aa_G292090.h1.t1
OG0005232	evm.model.RL_7.2333	Aa_G247940.h1.t1
OG0005233	evm.model.RL_4.742	Aa_G264220.h1.t1
OG0005234	evm.model.RL_7.2233	Aa_G34190.h1.t1
OG0005235	evm.model.RL_7.2133	Aa_G486860.h1.t1
OG0005236	evm.model.RL_3.1100	Aa_G630990.h1.t1
OG0005237	evm.model.RL_3.178, evm.model.RL_5.1129	Aa_G433390.h1.t1
OG0005238	evm.model.RL_3.213	Aa_G357260.h1.t1
OG0005240	evm.model.RL_6.2217	Aa_G144160.h1.t1
OG0005241	evm.model.RL_1.949	Aa_G338760.h1.t1
OG0005242	evm.model.RL_1.1076	Aa_G102800.h1.t1
OG0005243	evm.model.RL_1.1114	Aa_G5370.h1.t1
OG0005244	evm.model.RL_8.1044	Aa_G898440.h1.t1, Aa_G693630.h1.t1, Aa_G1051480.h1.t1
OG0005245	evm.model.RL_8.1417.1.687c855b	Aa_G156670.h1.t1
OG0005246	evm.model.RL_8.1416	Aa_G156710.h1.t1
OG0005247	evm.model.RL_2.1952	Aa_G323660.h1.t1
OG0005248	evm.model.RL_8.1651	Aa_G418030.h1.t1
OG0005249	evm.model.RL_7.328	Aa_G77360.h1.t1, Aa_G282440.h1.t1
OG0005250	evm.model.RL_8.1662	Aa_G470070.h1.t1
OG0005251	evm.model.RL_8.1843	Aa_G227720.h1.t1
OG0005252	evm.model.RL_8.1889	Aa_G31510.h1.t1
OG0005253	evm.model.RL_5.2280	Aa_G171160.h1.t1
OG0005254	evm.model.RL_4.2282	Aa_G19710.h1.t1
OG0005255	evm.model.RL_4.2326	Aa_G155160.h1.t1
OG0005256	evm.model.RL_4.2336	Aa_G155020.h1.t1
OG0005257	evm.model.RL_4.2378.1.687c86d9	Aa_G297250.h1.t1
OG0005258	evm.model.RL_4.2388	Aa_G215860.h1.t1
OG0005259	evm.model.RL_4.2405	Aa_G267690.h1.t1
OG0005260	evm.model.RL_4.1228.1.687c86d2	Aa_G398150.h1.t1
OG0005261	evm.model.RL_4.2509.1.687c86da	Aa_G168680.h1.t1, Aa_G782590.h1.t1, Aa_G398170.h1.t1
OG0005262	evm.model.RL_4.2590	Aa_G195890.h1.t1
OG0005263	evm.model.RL_4.2715	Aa_G691930.h1.t1
OG0005264	evm.model.RL_4.2721	Aa_G319210.h1.t1
OG0005265	evm.model.RL_4.2764	Aa_G611210.h1.t1, Aa_G611210.h2.t1
OG0005266	evm.model.RL_4.2823	Aa_G365250.h1.t1, Aa_G564940.h1.t1
OG0005267	evm.model.RL_2.1358.3.687c86e2	Aa_G287480.h1.t1
OG0005268	evm.model.RL_2.1369	Aa_G176330.h1.t1
OG0005269	evm.model.RL_2.1564.1.687c86e3	Aa_G203900.h1.t1
OG0005270	evm.model.RL_2.1737	Aa_G419800.h1.t1
OG0005271	evm.model.RL_2.1926	Aa_G332030.h1.t1
OG0005272	evm.model.RL_5.2574	Aa_G688730.h1.t1
OG0005273	evm.model.RL_3.2204	Aa_G204360.h1.t1
OG0005274	evm.model.RL_5.2339	Aa_G382650.h1.t1
OG0005275	evm.model.RL_1.2170	Aa_G306610.h1.t1
OG0005276	evm.model.RL_5.3118	Aa_G130840.h1.t1
OG0005277	evm.model.RL_5.3077	Aa_G48160.h1.t1
OG0005278	evm.model.RL_5.3070	Aa_G329830.h1.t1
OG0005279	evm.model.RL_5.3061	Aa_G430690.h1.t1
OG0005280	evm.model.RL_5.3060	Aa_G430700.h1.t1
OG0005282	evm.model.RL_5.2967_evm.model.RL_5.2968	Aa_G108460.h1.t1
OG0005283	evm.model.RL_5.2934	Aa_G655020.h1.t1
OG0005284	evm.model.RL_5.2905	Aa_G416970.h1.t1
OG0005285	evm.model.RL_2.3248	Aa_G402080.h1.t1
OG0005286	evm.model.RL_6.210	Aa_G418320.h1.t1
OG0005288	evm.model.RL_6.151	Aa_G161430.h1.t1
OG0005289	evm.model.RL_6.131	Aa_G91680.h1.t1
OG0005289	evm.model.RL_2.3348	Aa_G702340.h1.t1
OG0005290	evm.model.RL_7.1382, evm.model.RL_2.3418	Aa_G351910.h1.t1
OG0005291	evm.model.RL_7.85	Aa_G236620.h1.t1
OG0005292	evm.model.RL_8.1393	Aa_G308700.h1.t1
OG0005293	evm.model.RL_6.1581	Aa_G264070.h1.t1
OG0005295	evm.model.RL_3.1977	Aa_G64860.h1.t1
OG0005296	evm.model.RL_8.701	Aa_G107420.h1.t1
OG0005297	evm.model.RL_2.1850	Aa_G92780.h1.t1
OG0005298	evm.model.RL_8.551	Aa_G410070.h1.t1
OG0005299	evm.model.RL_8.397	Aa_G42010.h1.t1
OG0005300	evm.model.RL_4.433	Aa_G577840.h1.t1
OG0005302	evm.model.RL_4.91	Aa_G213920.h1.t1
OG0005303	evm.model.RL_2.972	Aa_G342550.h1.t1
OG0005304	evm.model.RL_1.2398	Aa_G76940.h1.t1, Aa_G356240.h1.t1
OG0005305	evm.model.RL_2.848	Aa_G66620.h1.t1
OG0005306	evm.model.RL_2.852	Aa_G276430.h1.t1
OG0005307	evm.model.RL_2.921	Aa_G677790.h1.t1
OG0005308	evm.model.RL_6.2622	Aa_G245080.h1.t1, Aa_G378320.h1.t1
OG0005309	evm.model.RL_2.183	Aa_G185000.h1.t1
OG0005310	evm.model.RL_6.2656	Aa_G727330.h1.t1
OG0005311	evm.model.RL_6.2653	Aa_G443490.h1.t1
OG0005312	evm.model.RL_6.2644	Aa_G175150.h1.t1
OG0005313	evm.model.RL_6.2546	Aa_G100610.h1.t1
OG0005314	evm.model.RL_6.2474	Aa_G125260.h1.t1
OG0005315	evm.model.RL_6.2457	Aa_G125430.h1.t1
OG0005316	evm.model.RL_6.2442	Aa_G401490.h1.t1
OG0005317	evm.model.RL_6.2387	Aa_G374710.h1.t1
OG0005318	evm.model.RL_6.2320	Aa_G67220.h1.t1
OG0005319	evm.model.RL_6.2324	Aa_G67270.h1.t1
OG0005320	evm.model.RL_6.2328	Aa_G67300.h1.t1
OG0005321	evm.model.RL_6.2293	Aa_G145890.h1.t1
OG0005322	evm.model.RL_4.3400	Aa_G626130.h1.t1
OG0005323	evm.model.RL_4.3333	Aa_G18760.h1.t1
OG0005324	evm.model.RL_4.3283	Aa_G506900.h1.t1
OG0005325	evm.model.RL_4.3265	Aa_G260680.h1.t1
OG0005326	evm.model.RL_4.3218	Aa_G456260.h1.t1
OG0005327	evm.model.RL_4.3190	Aa_G170160.h1.t1
OG0005328	evm.model.RL_4.3163	Aa_G556570.h1.t1
OG0005330	evm.model.RL_4.1138	Aa_G112890.h1.t1
OG0005331	evm.model.RL_4.1622	Aa_G68100.h1.t1
OG0005332	evm.model.RL_4.1617	Aa_G642620.h1.t1
OG0005333	evm.model.RL_4.1591	Aa_G15430.h1.t1
OG0005334	evm.model.RL_4.1587	Aa_G15390.h1.t1
OG0005335	evm.model.RL_4.1575	Aa_G314290.h1.t1
OG0005336	evm.model.RL_2.1933	Aa_G160670.h1.t1
OG0005337	evm.model.RL_4.1543	Aa_G444260.h1.t1
OG0005338	evm.model.RL_4.1523.1.687c86d4	Aa_G8890.h1.t1
OG0005339	evm.model.RL_4.1484	Aa_G459190.h1.t1
OG0005340	evm.model.RL_4.1657	Aa_G68430.h1.t1, Aa_G68450.h1.t1
OG0005341	evm.model.RL_4.1478.1.687c86d4	Aa_G459130.h1.t1
OG0005342	evm.model.RL_8.2148	Aa_G583130.h1.t1
OG0005343	evm.model.RL_8.2099	Aa_G234750.h1.t1
OG0005344	evm.model.RL_8.2050	Aa_G620120.h1.t1
OG0005345	evm.model.RL_8.2028	Aa_G28090.h1.t1
OG0005347	evm.model.RL_8.2443	Aa_G102450.h1.t1
OG0005349	evm.model.RL_8.2481	Aa_G268260.h1.t1
OG0005350	evm.model.RL_8.2506	Aa_G202620.h1.t1, Aa_G51640.h1.t1
OG0005351	evm.model.RL_8.2559	Aa_G20920.h1.t1
OG0005352	evm.model.RL_8.2564	Aa_G20870.h1.t1
OG0005354	evm.model.RL_8.2646	Aa_G81430.h1.t1
OG0005355	evm.model.RL_8.2689	Aa_G23500.h1.t1
OG0005356	evm.model.RL_8.2691	Aa_G23520.h1.t1
OG0005358	evm.model.RL_6.460	Aa_G43750.h1.t1
OG0005359	evm.model.RL_8.2816.1.687c8563	Aa_G43920.h1.t1
OG0005360	evm.model.RL_8.841	Aa_G106260.h1.t1
OG0005361	evm.model.RL_8.16	Aa_G136120.h1.t1
OG0005362	evm.model.RL_8.95	Aa_G78450.h1.t1
OG0005363	evm.model.RL_8.151	Aa_G78390.h1.t1
OG0005365	evm.model.RL_8.207	Aa_G46830.h1.t1
OG0005366	evm.model.RL_8.346	Aa_G187630.h1.t1
OG0005367	evm.model.RL_5.292	Aa_G38710.h1.t1
OG0005368	evm.model.RL_6.1314	Aa_G424820.h1.t1
OG0005369	evm.model.RL_6.1357	Aa_G257820.h1.t1
OG0005370	evm.model.RL_6.1259	Aa_G460490.h1.t1
OG0005371	evm.model.RL_6.1232	Aa_G167510.h1.t1
OG0005372	evm.model.RL_6.1222	Aa_G343100.h1.t1
OG0005373	evm.model.RL_6.914, evm.model.RL_6.916	Aa_G422110.h1.t1
OG0005374	evm.model.RL_6.828	Aa_G633830.h1.t1
OG0005375	evm.model.RL_8.1270	Aa_G703860.h1.t1, Aa_G535750.h1.t1
OG0005376	evm.model.RL_2.2801	Aa_G960710.h1.t1, Aa_G960710.h2.t1
OG0005377	evm.model.RL_1.31, evm.model.RL_3.162	Aa_G52540.h1.t1
OG0005378	evm.model.RL_1.222	Aa_G111870.h1.t1
OG0005379	evm.model.RL_1.239	Aa_G111650.h1.t1
OG0005380	evm.model.RL_4.1838	Aa_G396220.h1.t1
OG0005381	evm.model.RL_1.471	Aa_G75750.h1.t1
OG0005382	evm.model.RL_1.521	Aa_G648150.h1.t1
OG0005383	evm.model.RL_4.2256	Aa_G209490.h1.t1
OG0005384	evm.model.RL_1.590	Aa_G49980.h1.t1
OG0005385	evm.model.RL_1.628	Aa_G47030.h1.t1
OG0005386	evm.model.RL_1.679	Aa_G174650.h1.t1
OG0005387	evm.model.RL_1.712	Aa_G174300.h1.t1
OG0005388	evm.model.RL_6.2122	Aa_G224220.h1.t1
OG0005389	evm.model.RL_6.2117	Aa_G224270.h1.t1
OG0005390	evm.model.RL_6.2074	Aa_G599850.h1.t1
OG0005391	evm.model.RL_6.2045	Aa_G412620.h1.t1
OG0005392	evm.model.RL_6.2023	Aa_G444070.h1.t1
OG0005393	evm.model.RL_7.916	Aa_G511020.h1.t1
OG0005394	evm.model.RL_6.1990, evm.model.RL_6.1994	Aa_G269470.h1.t1
OG0005395	evm.model.RL_6.1689	Aa_G354270.h1.t1
OG0005397	evm.model.RL_6.1838	Aa_G249320.h1.t1
OG0005398	evm.model.RL_6.1825	Aa_G197160.h1.t1
OG0005399	evm.model.RL_6.1898	Aa_G150900.h1.t1
OG0005400	evm.model.RL_6.1917	Aa_G172230.h1.t1
OG0005401	evm.model.RL_1.694	Aa_G174520.h1.t1
OG0005402	evm.model.RL_6.1938	Aa_G471890.h1.t1
OG0005403	evm.model.RL_6.485, evm.model.RL_5.1445	Aa_G608900.h1.t1, Aa_G66930.h1.t1
OG0005404	evm.model.RL_5.1537	Aa_G132020.h1.t1
OG0005405	evm.model.RL_5.1699	Aa_G119070.h1.t1
OG0005406	evm.model.RL_5.1712	Aa_G308350.h1.t1
OG0005408	evm.model.RL_5.1725	Aa_G497090.h1.t1
OG0005409	evm.model.RL_5.1745	Aa_G192250.h1.t1
OG0005410	evm.model.RL_5.1803	Aa_G544340.h1.t1
OG0005411	evm.model.RL_5.1837	Aa_G266410.h1.t1
OG0005412	evm.model.RL_5.3675	Aa_G119510.h1.t1
OG0005413	evm.model.RL_5.3593	Aa_G86880.h1.t1
OG0005414	evm.model.RL_3.2179	Aa_G121600.h1.t1
OG0005415	evm.model.RL_5.3540	Aa_G292590.h1.t1
OG0005417	evm.model.RL_3.1578.1.687c84bc	Aa_G160340.h1.t1
OG0005418	evm.model.RL_3.1557	Aa_G319460.h1.t1
OG0005419	evm.model.RL_5.3354	Aa_G126600.h1.t1
OG0005420	evm.model.RL_5.3339	Aa_G703640.h1.t1, Aa_G67310.h1.t1
OG0005421	evm.model.RL_5.3324	Aa_G559820.h1.t1
OG0005422	evm.model.RL_5.3272.1.687c88c1	Aa_G92150.h1.t1
OG0005423	evm.model.RL_5.3192	Aa_G474480.h1.t1
OG0005424	evm.model.RL_5.3187	Aa_G61660.h1.t1
OG0005425	evm.model.RL_5.3186	Aa_G61670.h1.t1
OG0005426	evm.model.RL_2.2016	Aa_G353670.h1.t1
OG0005427	evm.model.RL_2.2068	Aa_G29740.h1.t1
OG0005429	evm.model.RL_6.294	Aa_G766860.h1.t1
OG0005430	evm.model.RL_6.127	Aa_G91720.h1.t1
OG0005431	evm.model.RL_5.1330	Aa_G284140.h1.t1
OG0005432	evm.model.RL_5.1084	Aa_G261890.h1.t1
OG0005433	evm.model.RL_5.1077	Aa_G298870.h1.t1
OG0005434	evm.model.RL_5.949	Aa_G43330.h1.t1
OG0005435	evm.model.RL_5.947	Aa_G43310.h1.t1
OG0005436	evm.model.RL_5.865	Aa_G171320.h1.t1
OG0005437	evm.model.RL_5.747	Aa_G171350.h1.t1
OG0005438	evm.model.RL_5.828	Aa_G160950.h1.t1
OG0005439	evm.model.RL_5.798	Aa_G698280.h1.t1
OG0005440	evm.model.RL_5.794	Aa_G394740.h1.t1
OG0005441	evm.model.RL_5.742	Aa_G80700.h1.t1
OG0005442	evm.model.RL_5.676.2.687c88ae, evm.model.RL_5.2233	Aa_G151830.h1.t1
OG0005443	evm.model.RL_5.654	Aa_G286050.h1.t1
OG0005444	evm.model.RL_5.524	Aa_G22500.h1.t1, Aa_G520160.h1.t1
OG0005445	evm.model.RL_5.433	Aa_G219990.h1.t1
OG0005446	evm.model.RL_5.424	Aa_G79470.h1.t1
OG0005447	evm.model.RL_5.54	Aa_G290720.h1.t1
OG0005448	evm.model.RL_4.2235	Aa_G290010.h1.t1
OG0005449	evm.model.RL_4.2170, evm.model.RL_2.2627	Aa_G524160.h1.t1
OG0005450	evm.model.RL_4.2220	Aa_G354670.h1.t1
OG0005451	evm.model.RL_4.2151	Aa_G561670.h1.t1
OG0005452	evm.model.RL_4.2012.1.687c86d6	Aa_G96810.h1.t1
OG0005453	evm.model.RL_4.1983	Aa_G158090.h1.t1
OG0005454	evm.model.RL_4.1908	Aa_G264810.h1.t1
OG0005455	evm.model.RL_4.1884	Aa_G220340.h1.t1
OG0005456	evm.model.RL_4.1866	Aa_G106550.h1.t1
OG0005457	evm.model.RL_4.1812.2.687c86d6	Aa_G276240.h1.t1
OG0005458	evm.model.RL_4.1124	Aa_G434740.h1.t1
OG0005459	evm.model.RL_4.1050	Aa_G25960.h1.t1
OG0005460	evm.model.RL_4.975	Aa_G425350.h1.t1
OG0005461	evm.model.RL_4.857	Aa_G139010.h1.t1
OG0005462	evm.model.RL_4.2866	Aa_G386420.h1.t1
OG0005463	evm.model.RL_4.2923	Aa_G209810.h1.t1
OG0005464	evm.model.RL_4.2998	Aa_G170430.h1.t1
OG0005465	evm.model.RL_4.3025	Aa_G634180.h1.t1
OG0005466	evm.model.RL_4.3050	Aa_G304030.h1.t1
OG0005467	evm.model.RL_4.3063	Aa_G331860.h1.t1
OG0005468	evm.model.RL_4.3065	Aa_G331880.h1.t1
OG0005469	evm.model.RL_4.3084	Aa_G73130.h1.t1
OG0005470	evm.model.RL_4.1175	Aa_G539270.h1.t1
OG0005471	evm.model.RL_8.2273	Aa_G61410.h1.t1, Aa_G928690.h1.t1
OG0005472	evm.model.RL_8.2274	Aa_G61400.h1.t1
OG0005473	evm.model.RL_8.2283	Aa_G131110.h1.t1
OG0005474	evm.model.RL_8.2316	Aa_G13520.h1.t1
OG0005475	evm.model.RL_8.1909	Aa_G344310.h1.t1
OG0005476	evm.model.RL_7.1292	Aa_G11480.h1.t1
OG0005477	evm.model.RL_8.2336	Aa_G13780.h1.t1
OG0005479	evm.model.RL_7.1788	Aa_G597800.h1.t1
OG0005480	evm.model.RL_4.1649	Aa_G68350.h1.t1
OG0005481	evm.model.RL_3.1151	Aa_G427640.h1.t1
OG0005482	evm.model.RL_1.651.2.687c87eb	Aa_G78840.h1.t1
OG0005484	evm.model.RL_3.1248	Aa_G634590.h1.t1
OG0005485	evm.model.RL_3.1313	Aa_G446020.h1.t1
OG0005486	evm.model.RL_3.1346	Aa_G540920.h1.t1
OG0005487	evm.model.RL_3.1466	Aa_G163400.h1.t1
OG0005488	evm.model.RL_3.1514	Aa_G232140.h1.t1
OG0005490	evm.model.RL_3.2214	Aa_G485950.h1.t1
OG0005491	evm.model.RL_3.2205	Aa_G204380.h1.t1
OG0005492	evm.model.RL_3.2089, evm.model.RL_3.2088	Aa_G165050.h1.t1
OG0005493	evm.model.RL_5.3655	Aa_G33390.h1.t1
OG0005494	evm.model.RL_3.2001	Aa_G281680.h1.t1
OG0005495	evm.model.RL_3.1970	Aa_G64740.h1.t1
OG0005496	evm.model.RL_3.1965	Aa_G579630.h1.t1
OG0005498	evm.model.RL_3.1839	Aa_G449860.h1.t1
OG0005499	evm.model.RL_3.1837	Aa_G449880.h1.t1
OG0005500	evm.model.RL_3.1799	Aa_G30410.h1.t1
OG0005501	evm.model.RL_4.1198	Aa_G517860.h1.t1
OG0005502	evm.model.RL_3.1673	Aa_G366480.h1.t1
OG0005504	evm.model.RL_3.2243	Aa_G470650.h1.t1
OG0005505	evm.model.RL_3.2387	Aa_G462530.h1.t1
OG0005507	evm.model.RL_3.2436	Aa_G312070.h1.t1
OG0005508	evm.model.RL_1.1174	Aa_G40080.h1.t1
OG0005509	evm.model.RL_1.1240	Aa_G595490.h1.t1
OG0005511	evm.model.RL_1.1464	Aa_G234990.h1.t1
OG0005512	evm.model.RL_1.1469	Aa_G235040.h1.t1
OG0005513	evm.model.RL_1.1572	Aa_G532830.h1.t1
OG0005514	evm.model.RL_1.1580	Aa_G367480.h1.t1
OG0005515	evm.model.RL_1.1584	Aa_G367530.h1.t1, Aa_G367520.h1.t1
OG0005516	evm.model.RL_2.1129	Aa_G493310.h1.t1
OG0005517	evm.model.RL_1.1626	Aa_G20360.h1.t1
OG0005518	evm.model.RL_1.1671	Aa_G53510.h1.t1
OG0005520	evm.model.RL_1.1782	Aa_G788170.h1.t1, Aa_G780650.h1.t1
OG0005521	evm.model.RL_1.1788	Aa_G429540.h1.t1
OG0005522	evm.model.RL_1.1799, evm.model.RL_1.1893	Aa_G342860.h1.t1
OG0005523	evm.model.RL_1.1821	Aa_G653130.h1.t1
OG0005524	evm.model.RL_1.1857	Aa_G521640.h1.t1
OG0005525	evm.model.RL_1.1948	Aa_G152450.h1.t1
OG0005526	evm.model.RL_1.1986.3.687c87ee	Aa_G254130.h1.t1
