Orthogroup	Erysimum_linariifolium	Conringia_planisiliqua
OG0008378	El002G133190	CP1_g38185_DN3_SP0_c.t1
OG0008379	El002G132890	CP1_g38213_DN3_SP0_c.t1
OG0008380	El003G171470	CP6_g7230_DN3_SP7_c.t1
OG0008381	El003G171630	CP6_g7261_DN3_SP1_c.t1
OG0008382	El006G296200	CP4_g25251_DN3_SP0_c.t1
OG0008383	El006G296340	CP4_g25259_DN3_SP2_c.t1
OG0008384	El006G296370, El005G276040, El005G275930	CP4_g25262_DN3_SP6_c.t1
OG0008385	El001G022280	CP3_g14176_DN3_SP0_c.t1
OG0008386	El001G022490	CP3_g14155_DN1_SP0_c.t1
OG0008387	El001G022640	CP3_g14140_DN3_SP1_c.t1
OG0008388	El001G022730	CP3_g14130_DN3_SP1_c.t1
OG0008389	El001G023250	CP3_g14088_DN2_SP0_c.t1
OG0008390	El001G023420	CP3_g14073_DN3_SP3_c.t1
OG0008391	El001G024160	CP3_g14002_DN3_SP3_c.t1
OG0008392	El001G024250	CP3_g13992_DN3_SP8_c.t1
OG0008393	El001G024430	CP3_g13980_DN3_SP8_c.t1
OG0008394	El001G024550	CP3_g13970_DN3_SP7_c.t1
OG0008395	El001G024830	CP3_g13948_DN3_SP1_c.t1
OG0008396	El001G022020	CP3_g14195_DN3_SP0_c.t1
OG0008397	El001G025070	CP3_g13925_DN3_SP4_c.t1
OG0008398	El001G025080	CP3_g13924_DN3_SP8_c.t1
OG0008399	El001G025510	CP3_g13882_DN3_SP4_c.t1
OG0008400	El001G025040	CP3_g13928_DN3_SP5_c.t1
OG0008401	El001G025480	CP3_g13885_DN3_SP8_c.t1
OG0008402	El001G025830	CP3_g13854_DN3_SP8_c.t1
OG0008403	El001G026410	CP3_g13807_DN2_SP0_c.t1
OG0008404	El001G026510	CP3_g13799_DN3_SP2_c.t1
OG0008405	El001G027320	CP3_g13745_DN3_SP1_c.t1
OG0008406	El001G027810	CP3_g13700_DN3_SP6_c.t1
OG0008407	El001G028350	CP3_g13648_DN3_SP5_c.t1, CP3_g13654_DN3_SP0_c.t1
OG0008408	El001G029060	CP3_g13589_DN3_SP0_c.t1
OG0008409	El001G029730	CP3_g13525_DN3_SP8_c.t1
OG0008410	El001G030070	CP3_g13513_DN3_SP6_c.t1
OG0008411	El001G030250	CP3_g13493_DN3_SP0_c.t1
OG0008412	El001G030270	CP3_g13492_DN3_SP8_c.t1
OG0008413	El001G030360	CP3_g13485_DN3_SP5_c.t1
OG0008414	El001G030410	CP3_g13480_DN3_SP7_c.t1
OG0008415	El006G286120	CP4_g24442_DN2_SP0_c.t1
OG0008416	El001G030480	CP3_g13473_DN3_SP0_c.t1
OG0008417	El006G286100	CP4_g24440_DN3_SP8_c.t1
OG0008418	El005G269640	CP5_g1432_DN2_SP0_c.t1
OG0008419	El001G030990	CP3_g13447_DN3_SP0_c.t1
OG0008420	El001G031080	CP3_g13438_DN3_SP0_c.t1
OG0008421	El001G031110	CP3_g13435_DN3_SP8_c.t1
OG0008422	El001G031280	CP3_g13421_DN3_SP2_c.t1
OG0008423	El001G031330	CP3_g13417_DN3_SP0_c.t1
OG0008424	El001G031420	CP3_g13408_DN3_SP5_c.t1
OG0008425	El001G031740	CP3_g13381_DN3_SP0_c.t1
OG0008426	El001G031890	CP3_g13370_DN2_SP0_c.t1
OG0008427	El001G032090	CP3_g13351_DN3_SP0_c.t1
OG0008428	El001G032340	CP3_g13333_DN3_SP3_c.t1
OG0008429	El001G032410	CP3_g13326_DN3_SP0_c.t1
OG0008430	El001G033940	CP3_g13215_DN2_SP7_c.t1
OG0008431	El001G034190	CP3_g13197_DN3_SP0_c.t1
OG0008432	El001G034230	CP3_g13194_DN3_SP5_c.t1
OG0008433	El008G369950, El001G034360, El001G033760	CP3_g13183_DN3_SP0_c.t1
OG0008434	El001G034460	CP3_g13171_DN3_SP0_c.t1
OG0008435	El001G034420	CP3_g13174_DN3_SP3_c.t1
OG0008436	El001G035190	CP3_g13112_DN3_SP0_c.t1
OG0008437	El001G035200	CP3_g13111_DN3_SP8_c.t1
OG0008438	El001G035230	CP3_g13108_DN3_SP5_c.t1
OG0008439	El001G035420	CP3_g13091_DN2_SP0_c.t1
OG0008440	El001G035620	CP3_g13074_DN3_SP8_c.t1
OG0008441	El002G139810	CP7_g46336_DN3_SP0_c.t1
OG0008443	El003G153690, El006G315310	CP9_g29404_DN3_SP0_c.t1
OG0008444	El007G363060	CP4_g26881_DN2_SP0_c.t1
OG0008445	El007G364120	CP13_g19928_DN3_SP0_c.t1
OG0008446	El001G006260	CP20_g4443_DN3_SP0_c.t1
OG0008447	El006G292000	CP4_g24903_DN3_SP3_c.t1
OG0008449	El007G357790	CP9_g29340_DN3_SP1_c.t1
OG0008451	El002G124250	CP7_g44326_DN2_SP1_c.t1
OG0008452	El003G155520	CP5_g1161_DN2_SP0_c.t1
OG0008454	El003G149050, El003G148650	CP5_g650_DN3_SP0_c.t1
OG0008455	El003G150560	CP5_g778_DN3_SP4_c.t1
OG0008456	El002G089220	CP1_g36971_DN3_SP0_c.t1
OG0008457	El002G090850	CP1_g37095_DN3_SP0_c.t1
OG0008458	El002G092150	CP1_g37216_DN2_SP0_c.t1
OG0008459	El002G094140	CP1_g37403_DN3_SP0_c.t1
OG0008460	El001G010800	CP29_g22162_DN2_SP0_c.t1
OG0008464	El004G219130	CP9_g28415_DN3_SP1_c.t1
OG0008465	El004G219100	CP9_g28411_DN3_SP0_c.t1
OG0008466	El004G216360, El005G237710	CP9_g28227_DN2_SP0_c.t1
OG0008468	El005G246650	CP10_g43082_DN3_SP8_c.t1
OG0008469	El001G079770	CP11_g33574_DN3_SP0_c.t1
OG0008471	El006G305020	CP4_g25890_DN3_SP0_c.t1
OG0008472	El007G358670, El007G356110, El007G352710	CP5_g2055_DN3_SP0_c.t1
OG0008473	El007G331760, El007G347880	CP8_g53950_DN3_SP1_c.t1
OG0008474	El001G038990	CP13_g19471_DN3_SP0_c.t1
OG0008475	El007G340570, El007G340630	CP8_g53239_DN3_SP0_c.t1
OG0008476	El007G333710	CP8_g53783_DN3_SP7_c.t1
OG0008477	El001G057580	CP8_g54133_DN3_SP1_c.t1
OG0008478	El001G053590	CP2_g48424_DN3_SP0_c.t1
OG0008479	El007G328240	CP2_g48060_DN1_SP0_c.t1
OG0008480	El007G324170	CP2_g47704_DN2_SP1_c.t1
OG0008482	El002G111240	CP7_g45294_DN3_SP0_c.t1
OG0008486	El007G343770, El007G343720	CP8_g52884_DN3_SP0_c.t1
OG0008487	El006G295480	CP4_g25183_DN2_SP0_c.t1
OG0008491	El007G349500	CP2_g48803_DN3_SP0_c.t1
OG0008492	El006G317760	CP16_g55052_DN3_SP0_c.t1
OG0008504	El003G155680	CP5_g1176_DN3_SP0_c.t1
OG0008505	El003G155230	CP5_g1132_DN3_SP2_c.t1
OG0008506	El003G154980	CP5_g1111_DN3_SP8_c.t1
OG0008507	El003G154810	CP5_g1098_DN3_SP2_c.t1
OG0008508	El003G154670	CP5_g1091_DN2_SP4_c.t1
OG0008509	El003G153280	CP5_g1018_DN3_SP8_c.t1
OG0008510	El001G013720, El001G027240, El003G153260	CP3_g13635_DN3_SP1_c.t1
OG0008511	El003G153250	CP5_g1014_DN3_SP3_c.t1
OG0008512	El003G153220	CP5_g1012_DN3_SP0_c.t1
OG0008513	El003G153090	CP5_g1003_DN3_SP8_c.t1
OG0008514	El003G152870	CP5_g979_DN2_SP0_c.t1
OG0008515	El003G152750	CP5_g970_DN3_SP0_c.t1
OG0008516	El003G152650	CP5_g959_DN2_SP0_c.t1
OG0008517	El003G152620	CP5_g954_DN3_SP0_c.t1
OG0008518	El001G060300	CP8_g54340_DN3_SP1_c.t1
OG0008519	El003G152200	CP5_g915_DN3_SP0_c.t1
OG0008520	El003G152170	CP5_g912_DN2_SP8_c.t1
OG0008521	El003G151560	CP5_g858_DN3_SP0_c.t1
OG0008522	El003G151400	CP5_g844_DN3_SP3_c.t1
OG0008524	El003G151080	CP5_g818_DN3_SP0_c.t1
OG0008525	El003G151020	CP5_g813_DN3_SP0_c.t1
OG0008526	El003G150680	CP5_g787_DN3_SP8_c.t1
OG0008527	El003G150600	CP5_g782_DN3_SP8_c.t1
OG0008528	El003G150570	CP5_g779_DN3_SP0_c.t1
OG0008529	El003G150100	CP5_g742_DN3_SP1_c.t1
OG0008530	El003G149720	CP5_g714_DN3_SP3_c.t1
OG0008531	El003G149750	CP5_g717_DN3_SP8_c.t1
OG0008532	El003G149740	CP5_g716_DN3_SP8_c.t1
OG0008533	El003G149490	CP5_g694_DN3_SP4_c.t1
OG0008534	El003G150050	CP5_g738_DN3_SP7_c.t1
OG0008535	El003G149360	CP5_g684_DN3_SP6_c.t1
OG0008536	El003G149350	CP5_g683_DN3_SP8_c.t1
OG0008537	El003G149340	CP5_g682_DN3_SP0_c.t1
OG0008538	El003G149280	CP5_g676_DN3_SP4_c.t1
OG0008539	El003G161850	CP15_g34706_DN3_SP0_c.t1
OG0008540	El003G148240	CP5_g584_DN2_SP0_c.t1
OG0008541	El003G148450	CP5_g607_DN3_SP8_c.t1
OG0008542	El003G148620	CP5_g621_DN3_SP8_c.t1
OG0008543	El003G148030	CP5_g565_DN3_SP0_c.t1
OG0008544	El003G148010	CP5_g563_DN3_SP1_c.t1
OG0008545	El003G147910	CP5_g554_DN3_SP0_c.t1
OG0008546	El003G147690	CP5_g535_DN3_SP7_c.t1
OG0008547	El003G147510	CP5_g517_DN3_SP0_c.t1
OG0008548	El002G118410	CP7_g44771_DN3_SP8_c.t1
OG0008550	El002G119020	CP7_g44724_DN3_SP1_c.t1
OG0008551	El002G124560, El002G119190	CP7_g44710_DN3_SP7_c.t1
OG0008552	El002G119550	CP7_g44680_DN3_SP8_c.t1
OG0008553	El002G119790	CP7_g44651_DN3_SP6_c.t1
OG0008554	El003G170020	CP6_g7129_DN3_SP0_c.t1
OG0008555	El003G170080	CP6_g7137_DN3_SP8_c.t1
OG0008556	El003G170700	CP6_g7172_DN3_SP8_c.t1
OG0008557	El002G095630	CP1_g37522_DN3_SP8_c.t1
OG0008558	El006G299130	CP2_g50575_DN3_SP0_c.t1
OG0008559	El004G210060	CP2_g50501_DN3_SP2_c.t1
OG0008560	El004G207570, El004G207590	CP2_g49893_DN3_SP0_c.t1
OG0008561	El003G149650	CP5_g708_DN3_SP8_c.t1
OG0008562	El004G204600	CP2_g49489_DN3_SP2_c.t1
OG0008563	El004G204500, El002G092840	CP1_g37273_DN3_SP1_c.t1
OG0008564	El004G203060	CP3_g15694_DN1_SP0_c.t1, CP2_g49417_DN3_SP0_c.t1
OG0008565	El004G201490	CP2_g49305_DN3_SP6_c.t1
OG0008566	El004G201450	CP2_g49302_DN3_SP8_c.t1
OG0008567	El004G200510	CP2_g49231_DN3_SP3_c.t1
OG0008568	El004G200600	CP2_g49237_DN3_SP5_c.t1
OG0008569	El005G266920	CP12_g30792_DN3_SP3_c.t1
OG0008570	El004G199840	CP2_g49165_DN3_SP8_c.t1
OG0008571	El004G199710	CP2_g49152_DN3_SP1_c.t1
OG0008572	El004G199610	CP2_g49147_DN3_SP0_c.t1
OG0008573	El004G199320	CP2_g49112_DN3_SP8_c.t1
OG0008574	El004G199280	CP2_g49110_DN3_SP3_c.t1
OG0008575	El004G199250	CP2_g49108_DN3_SP2_c.t1
OG0008576	El004G198990	CP2_g49089_DN3_SP8_c.t1
OG0008577	El002G095180	CP1_g37482_DN3_SP7_c.t1
OG0008578	El002G099250	CP1_g37823_DN3_SP0_c.t1
OG0008579	El001G036550	CP13_g19652_DN3_SP0_c.t1
OG0008580	El001G036770	CP13_g19632_DN3_SP0_c.t1
OG0008581	El001G036890	CP13_g19617_DN3_SP1_c.t1
OG0008582	El001G037540	CP13_g19576_DN3_SP7_c.t1
OG0008583	El001G037940	CP13_g19547_DN2_SP0_c.t1
OG0008584	El001G038570	CP13_g19500_DN3_SP8_c.t1
OG0008585	El001G038870	CP13_g19482_DN3_SP8_c.t1
OG0008586	El001G039420	CP13_g19448_DN3_SP0_c.t1
OG0008587	El001G039970	CP13_g19419_DN3_SP0_c.t1
OG0008588	El001G040070	CP13_g19413_DN3_SP6_c.t1
OG0008589	El001G040340	CP13_g19400_DN3_SP5_c.t1
OG0008590	El001G040880	CP13_g19362_DN3_SP7_c.t1
OG0008591	El001G041130	CP13_g19346_DN3_SP8_c.t1
OG0008592	El001G041450	CP13_g19322_DN3_SP2_c.t1
OG0008593	El001G041470	CP13_g19320_DN3_SP2_c.t1
OG0008594	El001G041840	CP13_g19295_DN3_SP7_c.t1
OG0008595	El001G042060	CP13_g19284_DN3_SP6_c.t1
OG0008596	El001G042180	CP13_g19275_DN3_SP6_c.t1
OG0008597	El001G042740	CP13_g19231_DN2_SP8_c.t1
OG0008598	El001G042750	CP13_g19230_DN3_SP8_c.t1
OG0008599	El001G043590	CP13_g19197_DN3_SP0_c.t1
OG0008600	El001G043640	CP13_g19194_DN3_SP0_c.t1
OG0008601	El001G044140	CP13_g19168_DN3_SP0_c.t1
OG0008602	El001G044250	CP13_g19161_DN3_SP0_c.t1
OG0008604	El001G045440, El001G045400, El001G045430	CP13_g19116_DN3_SP0_c.t1
OG0008605	El001G045470	CP13_g19113_DN3_SP0_c.t1
OG0008606	El004G215520	CP9_g28174_DN3_SP8_c.t1
OG0008607	El001G038980	CP9_g28132_DN1_SP0_c.t1
OG0008608	El004G214210	CP9_g28053_DN3_SP8_c.t1
OG0008609	El004G212840	CP9_g27754_DN3_SP8_c.t1
OG0008610	El004G193830	CP2_g48901_DN3_SP7_c.t1
OG0008611	El004G193870	CP13_g19049_DN2_SP5_c.t1
OG0008612	El004G194220	CP13_g19078_DN3_SP8_c.t1
OG0008613	El004G194290	CP13_g19082_DN3_SP0_c.t1
OG0008614	El004G194770	CP2_g48876_DN3_SP3_c.t1
OG0008615	El004G195090	CP2_g48883_DN3_SP6_c.t1
OG0008616	El004G195280, El004G195410	CP2_g48896_DN3_SP6_c.t1
OG0008617	El004G196270, El004G196300	CP2_g48946_DN3_SP8_c.t1
OG0008618	El004G196280, El004G196290, El001G051770	CP2_g48945_DN3_SP0_c.t1
OG0008619	El004G196970	CP2_g48974_DN3_SP1_c.t1
OG0008620	El004G197760	CP2_g49019_DN3_SP8_c.t1
OG0008621	El005G248450	CP10_g43222_DN2_SP0_c.t1
OG0008622	El007G334220	CP8_g53742_DN3_SP0_c.t1
OG0008624	El006G288430	CP4_g24621_DN3_SP3_c.t1
OG0008625	El006G288340	CP4_g24611_DN3_SP5_c.t1
OG0008626	El005G244490	CP10_g42898_DN3_SP7_c.t1
OG0008627	El001G079070	CP11_g33525_DN3_SP3_c.t1
OG0008629	El005G246070	CP10_g43033_DN3_SP0_c.t1
OG0008630	El005G246270	CP10_g43054_DN3_SP0_c.t1
OG0008631	El005G246380	CP10_g43063_DN3_SP0_c.t1
OG0008632	El005G247040	CP10_g43108_DN3_SP8_c.t1
OG0008633	El005G247110	CP10_g43115_DN3_SP8_c.t1
OG0008634	El005G247640	CP10_g43149_DN2_SP0_c.t1
OG0008635	El005G247740	CP10_g43158_DN3_SP8_c.t1
OG0008636	El005G247750	CP10_g43159_DN3_SP3_c.t1
OG0008637	El005G248000	CP10_g43181_DN3_SP8_c.t1
OG0008638	El005G248170	CP10_g43197_DN3_SP8_c.t1
OG0008639	El007G344780	CP8_g52188_DN3_SP0_c.t1
OG0008640	El007G344140	CP8_g52811_DN3_SP8_c.t1
OG0008641	El007G343900	CP8_g52847_DN3_SP0_c.t1
OG0008642	El007G343560	CP8_g52916_DN3_SP5_c.t1
OG0008643	El007G343310	CP8_g52961_DN3_SP7_c.t1
OG0008644	El007G343280	CP8_g52965_DN3_SP0_c.t1
OG0008645	El007G343100	CP8_g52987_DN3_SP2_c.t1
OG0008646	El007G342130	CP8_g53109_DN3_SP4_c.t1
OG0008647	El007G341990	CP8_g53117_DN3_SP0_c.t1
OG0008648	El007G340850	CP8_g53216_DN3_SP8_c.t1
OG0008649	El007G340500	CP8_g53243_DN3_SP8_c.t1
OG0008650	El007G340000	CP8_g53280_DN3_SP8_c.t1
OG0008651	El007G340150	CP8_g53269_DN3_SP4_c.t1
OG0008652	El007G340200	CP8_g53257_DN1_SP0_c.t1
OG0008653	El007G339620	CP8_g53313_DN2_SP0_c.t1
OG0008654	El007G339600	CP8_g53316_DN3_SP3_c.t1
OG0008655	El007G339470	CP8_g53326_DN3_SP8_c.t1
OG0008656	El007G339450	CP8_g53328_DN2_SP0_c.t1
OG0008657	El007G338560	CP8_g53382_DN3_SP8_c.t1
OG0008658	El007G338950	CP8_g53344_DN3_SP3_c.t1
OG0008659	El007G338370	CP8_g53396_DN3_SP7_c.t1
OG0008660	El007G338110	CP8_g53404_DN3_SP8_c.t1
OG0008662	El007G337340	CP8_g53470_DN3_SP3_c.t1
OG0008663	El007G337130, El007G337150	CP8_g53489_DN3_SP7_c.t1
OG0008664	El007G337020	CP8_g53497_DN3_SP4_c.t1
OG0008665	El007G336610	CP8_g53534_DN3_SP0_c.t1
OG0008666	El007G336500	CP8_g53546_DN3_SP2_c.t1
OG0008667	El007G336490	CP8_g53547_DN2_SP0_c.t1
OG0008668	El007G336040	CP8_g53595_DN3_SP8_c.t1
OG0008669	El007G335770	CP8_g53623_DN3_SP0_c.t1
OG0008670	El007G335750	CP8_g53625_DN3_SP3_c.t1
OG0008671	El007G335390	CP8_g53650_DN3_SP0_c.t1
OG0008672	El007G335200	CP8_g53665_DN3_SP8_c.t1
OG0008673	El007G335180	CP8_g53667_DN3_SP8_c.t1
OG0008674	El007G334910	CP8_g53689_DN3_SP3_c.t1
OG0008675	El007G334710	CP8_g53705_DN3_SP8_c.t1
OG0008676	El007G334600	CP8_g53714_DN2_SP2_c.t1
OG0008677	El007G334400	CP8_g53728_DN3_SP8_c.t1
OG0008678	El007G333980	CP8_g53758_DN3_SP0_c.t1
OG0008679	El007G333690	CP8_g53785_DN3_SP0_c.t1
OG0008680	El007G333520	CP8_g53802_DN3_SP8_c.t1
OG0008681	El007G333510	CP8_g53803_DN3_SP1_c.t1
OG0008682	El007G351680	CP2_g48836_DN2_SP1_c.t1
OG0008683	El007G351280	CP2_g48827_DN3_SP8_c.t1
OG0008684	El007G351260	CP2_g48826_DN2_SP0_c.t1
OG0008685	El001G068400	CP11_g32637_DN3_SP8_c.t1
OG0008686	El001G068420	CP11_g32639_DN3_SP8_c.t1
OG0008687	El001G068630	CP11_g32657_DN3_SP8_c.t1
OG0008688	El001G068670	CP11_g32660_DN3_SP8_c.t1
OG0008689	El001G068690	CP11_g32661_DN3_SP3_c.t1
OG0008690	El001G068750	CP11_g32666_DN3_SP7_c.t1
OG0008691	El001G069160	CP11_g32699_DN2_SP0_c.t1
OG0008692	El001G069180	CP11_g32700_DN3_SP8_c.t1
OG0008693	El001G069330	CP11_g32714_DN3_SP0_c.t1
OG0008694	El001G069560	CP11_g32734_DN3_SP8_c.t1
OG0008695	El001G069700	CP11_g32745_DN3_SP8_c.t1
OG0008696	El002G131760, El001G069730	CP11_g32749_DN3_SP0_c.t1
OG0008697	El001G069840	CP11_g32756_DN3_SP0_c.t1
OG0008698	El001G070360	CP11_g32799_DN3_SP4_c.t1
OG0008699	El001G071190	CP11_g32855_DN3_SP8_c.t1
OG0008700	El001G071470	CP11_g32879_DN3_SP8_c.t1
OG0008701	El001G071620	CP8_g53781_DN1_SP0_c.t1, CP11_g32894_DN3_SP1_c.t1
OG0008702	El001G071870	CP11_g32914_DN3_SP0_c.t1
OG0008703	El001G072160	CP11_g32943_DN3_SP2_c.t1
OG0008704	El001G072360	CP11_g32960_DN3_SP1_c.t1
OG0008705	El001G072440	CP11_g32968_DN3_SP1_c.t1
OG0008706	El001G072740	CP11_g32994_DN3_SP0_c.t1
OG0008707	El001G073050	CP11_g33022_DN3_SP6_c.t1
OG0008708	El001G073100	CP11_g33025_DN3_SP8_c.t1
OG0008709	El001G073330	CP11_g33047_DN3_SP8_c.t1
OG0008710	El001G073560	CP11_g33068_DN3_SP0_c.t1
OG0008711	El001G073850	CP11_g33098_DN3_SP0_c.t1
OG0008712	El001G073890	CP11_g33101_DN3_SP8_c.t1
OG0008713	El001G074000	CP11_g33113_DN3_SP0_c.t1
OG0008714	El001G074180	CP11_g33135_DN3_SP0_c.t1
OG0008715	El003G169880	CP6_g7115_DN3_SP6_c.t1
OG0008716	El003G169260	CP6_g7065_DN3_SP4_c.t1
OG0008717	El003G169210	CP6_g7060_DN3_SP2_c.t1
OG0008718	El003G169090	CP6_g7047_DN2_SP0_c.t1
OG0008719	El003G169020	CP6_g7045_DN2_SP0_c.t1
OG0008720	El003G169010	CP6_g7044_DN2_SP0_c.t1
OG0008721	El003G168840	CP6_g7030_DN3_SP3_c.t1
OG0008722	El003G168580	CP6_g7007_DN3_SP0_c.t1
OG0008723	El003G167600	CP6_g6934_DN3_SP0_c.t1
OG0008724	El007G363380	CP13_g19984_DN3_SP7_c.t1
OG0008725	El003G167010	CP6_g6893_DN3_SP2_c.t1
OG0008726	El003G166960	CP6_g6891_DN2_SP0_c.t1
OG0008727	El003G166610	CP6_g6872_DN3_SP8_c.t1
OG0008728	El003G166500	CP6_g6864_DN3_SP8_c.t1
OG0008729	El003G166390	CP6_g6859_DN3_SP0_c.t1
OG0008730	El003G165850	CP6_g6824_DN3_SP0_c.t1
OG0008731	El003G165800	CP6_g6821_DN3_SP2_c.t1
OG0008732	El003G165620	CP6_g6809_DN3_SP0_c.t1
OG0008733	El003G165350	CP6_g6782_DN3_SP0_c.t1
OG0008734	El003G165040	CP6_g6759_DN3_SP3_c.t1
OG0008736	El003G164600	CP6_g6708_DN3_SP8_c.t1
OG0008737	El003G164090	CP19_g18507_DN3_SP6_c.t1
OG0008738	El003G162900	CP19_g18422_DN3_SP0_c.t1
OG0008739	El001G006360	CP20_g4431_DN3_SP0_c.t1
OG0008740	El003G162770	CP19_g18403_DN3_SP2_c.t1
OG0008741	El003G162610	CP19_g18388_DN3_SP2_c.t1
OG0008742	El003G162470	CP19_g18372_DN3_SP0_c.t1
OG0008743	El003G162440	CP19_g18370_DN3_SP8_c.t1
OG0008744	El003G162240	CP19_g18362_DN3_SP8_c.t1
OG0008746	El004G222110	CP9_g28664_DN3_SP1_c.t1
OG0008747	El003G161070	CP4_g26462_DN2_SP0_c.t1, CP19_g18267_DN3_SP3_c.t1
OG0008748	El001G009010	CP20_g4214_DN3_SP3_c.t1
OG0008749	El002G121400	CP7_g44537_DN3_SP0_c.t1
OG0008750	El002G122290	CP7_g44490_DN3_SP7_c.t1
OG0008752	El002G122930	CP7_g44463_DN3_SP2_c.t1
OG0008753	El002G123410	CP7_g44428_DN3_SP8_c.t1
OG0008754	El002G123860	CP7_g44273_DN3_SP3_c.t1
OG0008755	El002G128110	CP1_g39002_DN3_SP8_c.t1
OG0008756	El002G128070	CP1_g38983_DN3_SP8_c.t1
OG0008757	El002G113240	CP7_g45121_DN3_SP8_c.t1
OG0008758	El002G128750	CP1_g38611_DN3_SP0_c.t1
OG0008759	El002G113560	CP7_g45096_DN3_SP0_c.t1
OG0008760	El002G113920	CP7_g45064_DN2_SP0_c.t1
OG0008761	El004G225630	CP9_g28973_DN3_SP8_c.t1
OG0008762	El002G115130	CP7_g44987_DN3_SP3_c.t1
OG0008763	El002G115170	CP7_g44984_DN3_SP8_c.t1
OG0008765	El002G117310	CP7_g44831_DN3_SP5_c.t1
OG0008766	El002G117580	CP7_g44812_DN3_SP8_c.t1
OG0008767	El002G117630	CP7_g44807_DN3_SP0_c.t1
OG0008768	El002G118000	CP7_g44800_DN3_SP8_c.t1
OG0008769	El003G146510	CP5_g438_DN3_SP4_c.t1
OG0008770	El003G146460	CP5_g435_DN3_SP5_c.t1
OG0008771	El003G146170	CP5_g410_DN3_SP3_c.t1
OG0008772	El001G002700	CP5_g365_DN1_SP0_c.t1
OG0008772	El003G145710	CP5_g366_DN3_SP0_c.t1
OG0008773	El003G145440	CP5_g341_DN3_SP8_c.t1
OG0008774	El003G145140	CP5_g308_DN3_SP8_c.t1
OG0008775	El003G145010	CP5_g297_DN3_SP7_c.t1
OG0008776	El003G144950	CP5_g291_DN3_SP8_c.t1
OG0008777	El003G144900	CP5_g287_DN3_SP4_c.t1
OG0008778	El003G144280	CP5_g231_DN3_SP4_c.t1
OG0008779	El003G144240	CP5_g229_DN3_SP5_c.t1
OG0008780	El003G143960	CP5_g208_DN3_SP8_c.t1
OG0008781	El003G143780	CP5_g199_DN3_SP0_c.t1
OG0008782	El003G143760	CP5_g197_DN3_SP0_c.t1
OG0008783	El003G143470	CP5_g167_DN3_SP0_c.t1
OG0008784	El003G142740	CP5_g110_DN3_SP0_c.t1
OG0008785	El003G156510	CP5_g1243_DN3_SP8_c.t1
OG0008786	El003G184150	CP5_g2001_DN3_SP8_c.t1
OG0008788	El003G186850	CP5_g1673_DN3_SP8_c.t1
OG0008790	El003G188960	CP5_g1559_DN3_SP8_c.t1
OG0008791	El002G117990	CP7_g44801_DN3_SP7_c.t1
OG0008792	El001G076600	CP11_g33339_DN3_SP0_c.t1
OG0008793	El002G119480	CP7_g44687_DN3_SP8_c.t1
OG0008794	El006G295370	CP4_g25175_DN3_SP3_c.t1
OG0008795	El001G009980	CP20_g4057_DN3_SP0_c.t1
OG0008796	El006G297860	CP4_g25347_DN3_SP5_c.t1
OG0008797	El007G355240	CP13_g20318_DN3_SP0_c.t1
OG0008798	El007G358070	CP13_g20444_DN3_SP8_c.t1
OG0008799	El007G358000	CP13_g20461_DN3_SP0_c.t1
OG0008800	El006G282610	CP4_g24151_DN3_SP5_c.t1
OG0008801	El007G355410, El007G355490	CP22_g17391_DN3_SP3_c.t1
OG0008802	El001G008990	CP20_g4215_DN3_SP8_c.t1
OG0008803	El001G007860	CP20_g4318_DN3_SP3_c.t1
OG0008804	El001G006880, El001G006820	CP20_g4406_DN3_SP0_c.t1
OG0008805	El001G006460	CP20_g4424_DN3_SP7_c.t1
OG0008806	El001G006220	CP20_g4450_DN1_SP0_c.t1
OG0008807	El001G006180	CP20_g4453_DN3_SP8_c.t1
OG0008808	El001G006010	CP11_g31786_DN2_SP0_c.t1
OG0008809	El001G005150	CP11_g31875_DN3_SP8_c.t1
OG0008810	El001G004780	CP11_g31906_DN3_SP4_c.t1
OG0008811	El001G004720, El003G164820	CP11_g31913_DN3_SP2_c.t1
OG0008812	El007G360990	CP13_g20151_DN3_SP8_c.t1
OG0008813	El007G361080	CP13_g20147_DN3_SP3_c.t1
OG0008814	El007G361560	CP13_g20108_DN3_SP8_c.t1
OG0008815	El007G362050	CP13_g20057_DN3_SP8_c.t1
OG0008816	El007G363290	CP13_g19994_DN3_SP0_c.t1
OG0008817	El007G364100	CP13_g19930_DN3_SP2_c.t1
OG0008818	El007G364160	CP13_g19924_DN3_SP5_c.t1
OG0008819	El007G365670	CP13_g19830_DN3_SP0_c.t1
OG0008820	El007G365730	CP13_g19825_DN3_SP0_c.t1
OG0008821	El007G366000	CP13_g19791_DN3_SP8_c.t1
OG0008822	El007G366870	CP13_g19725_DN3_SP3_c.t1
OG0008823	El007G366880	CP13_g19724_DN3_SP3_c.t1
OG0008825	El003G179660	CP6_g8658_DN3_SP8_c.t1
OG0008826	El003G178340	CP6_g8629_DN1_SP0_c.t1
OG0008827	El003G178180	CP6_g8654_DN3_SP3_c.t1
OG0008828	El008G368830, El003G177530	CP6_g7968_DN3_SP0_c.t1
OG0008829	El005G267320	CP12_g30816_DN3_SP8_c.t1
OG0008830	El003G175670	CP6_g7548_DN3_SP0_c.t1
OG0008831	El003G175260	CP6_g7528_DN3_SP8_c.t1
OG0008832	El003G175170	CP6_g7515_DN3_SP8_c.t1
OG0008833	El003G174390	CP6_g7449_DN3_SP5_c.t1
